01.06.2020 00:00;Bel_AF_BS_32;Vwz_AF_BS_32;Bel_AF_BS_35;Vwz_AF_BS_35;Bel_AF_BS_38;Vwz_AF_BS_38;Bel_AF_BS_41;Vwz_AF_BS_41;Bel_AF_T1_T2;Vwz_AF_T1_T2;Bel_AF_T3_T4;Vwz_AF_T3_T4;Bel_D31;Vwz_D31;Bel_D32;Vwz_D32;Bel_Reserve;Vwz_Reserve;Bel_V12;Vwz_V12;Bel_V21;Vwz_V21;Bel_V22;Vwz_V22;Bel_V23;Vwz_V23;Bel_V24;Vwz_V24
01.06.2020 00:00;0;0;0;0;0;0;1;1120;0;3600000;0;3600000;3;14400;8;17730;0;0;8;61050;4;3380;81;94701;69;100930;4;6310
01.06.2020 01:00;0;0;0;0;0;0;1;1050;0;3600000;0;3600000;0;0;4;1630;0;0;15;85590;4;5840;56;49940;34;49650;4;4610
01.06.2020 02:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;0;0;2;1260;0;0;10;67230;6;14140;32;39850;17;25010;2;2400
01.06.2020 03:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;1;18270;6;14940;0;0;7;49242;4;3330;21;30470;17;18360;5;3660
01.06.2020 04:00;0;0;0;0;0;0;1;920;0;3600000;0;3600000;0;0;0;0;0;0;2;13300;3;2880;20;21060;11;8790;1;1340
01.06.2020 05:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;1;450;5;18540;0;0;33;417680;12;48120;57;76200;31;35960;22;33970
01.06.2020 06:00;0;0;0;0;0;0;1;1250;0;3600000;0;3600000;2;97156;6;6300;0;0;17;734171;13;15780;34;45021;48;40460;46;45400
01.06.2020 07:00;0;0;1;760;0;0;0;0;0;3600000;0;3600000;2;2520;5;3150;0;0;25;756862;13;10180;54;58060;50;40070;45;39970
01.06.2020 08:00;0;0;1;740;0;0;0;0;0;3600000;0;3600000;2;3600;5;2970;0;0;21;731891;8;25480;86;885515;66;65518;64;61728
01.06.2020 09:00;1;2880;0;0;0;0;6;7592;0;3600000;0;3600000;7;115110;10;5580;0;0;34;996901;23;126720;141;126412;118;104240;110;108760
01.06.2020 10:00;2;1950;0;0;0;0;1;1410;0;3600000;0;3600000;9;242330;14;66150;0;0;41;995232;27;47060;220;317808;215;271030;204;298510
01.06.2020 11:00;0;0;2;1700;0;0;2;2870;0;3600000;0;3600000;18;33120;24;76530;0;0;64;1062106;37;74960;248;253670;256;256178;267;296762
01.06.2020 12:00;1;650;4;3680;0;0;4;3410;0;3600000;0;3600000;18;144070;27;46530;0;0;62;1291607;54;110162;285;383142;265;182178;269;257360
01.06.2020 13:00;0;0;2;1920;0;0;6;5270;0;3600000;0;3600000;13;72000;40;22880;0;0;74;1569573;75;627963;292;488490;277;404841;293;403521
01.06.2020 14:00;2;1900;6;11040;0;0;4;5130;0;3600000;0;3600000;27;94050;46;162710;0;0;59;1090154;42;154740;306;492442;329;445121;339;543508
01.06.2020 15:00;1;2010;1;2470;0;0;7;6490;0;3600000;0;3600000;28;79210;40;101970;0;0;49;1200609;30;433000;272;330439;294;319520;295;325447
01.06.2020 16:00;0;0;0;0;0;0;8;8090;0;3600000;0;3600000;21;205687;18;9540;0;0;44;940099;25;1199746;173;288296;276;325429;296;336321
01.06.2020 17:00;0;0;4;8580;0;0;8;11770;0;3600000;0;3600000;32;265640;17;10800;0;0;59;1232575;47;127635;242;565037;305;311881;317;366732
01.06.2020 18:00;1;720;1;680;0;0;4;19940;0;3600000;0;3600000;32;204623;29;15040;0;0;51;1359488;51;100600;281;446449;315;384999;348;445410
01.06.2020 19:00;1;920;6;4500;0;0;1;810;0;3600000;0;3600000;19;155940;27;44200;0;0;48;1269984;58;129270;285;282870;276;409546;290;474716
01.06.2020 20:00;0;0;2;4120;0;0;1;920;0;3600000;0;3600000;27;128160;32;48420;0;0;53;687998;32;157190;231;916066;197;744610;217;822642
01.06.2020 21:00;1;650;8;7670;0;0;6;5340;0;3600000;0;3600000;8;44090;19;47831;0;0;35;398204;24;51700;232;741161;187;565964;192;525700
01.06.2020 22:00;0;0;1;1850;0;0;5;5300;0;3600000;0;3600000;7;7290;19;9090;0;0;33;280957;20;69290;154;396998;138;305000;135;275297
01.06.2020 23:00;0;0;2;38920;0;0;3;2530;0;3600000;0;3600000;4;32040;9;36170;0;0;29;199450;8;9620;110;218767;89;120360;70;72813
02.06.2020 00:00;0;0;0;0;0;0;1;17690;0;3600000;0;3600000;3;2070;5;2070;0;0;20;178844;4;3090;55;76230;45;62260;38;45270
02.06.2020 01:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;2;2250;0;0;0;0;9;76360;3;3260;37;68280;23;19860;16;11910
02.06.2020 02:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;0;0;2;810;0;0;4;33680;0;0;21;17130;10;9400;9;7750
02.06.2020 03:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;1;12690;1;10530;0;0;12;30660;6;3840;29;27270;25;21580;11;9440
02.06.2020 04:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;1;12770;4;3690;0;0;6;82050;3;3670;33;41490;48;70520;38;56720
02.06.2020 05:00;0;0;1;850;0;0;0;0;0;3600000;0;3600000;4;35550;15;22220;0;0;39;458695;37;190440;142;568120;187;589200;177;572850
02.06.2020 06:00;0;0;2;1950;0;0;3;2910;0;3600000;0;3600000;24;33930;33;110250;0;0;54;1341809;122;273770;367;720063;406;550665;385;676315
02.06.2020 07:00;1;15500;0;0;0;0;6;19830;0;3600000;0;3600000;48;351342;80;232161;0;0;112;2366243;93;139040;363;1171678;195;1753857;503;850149
02.06.2020 08:00;5;4040;3;4960;0;0;5;4530;0;3600000;0;3600000;54;256978;116;134110;0;0;117;2477616;80;324953;301;1889512;463;1119140;508;1062753
02.06.2020 09:00;4;3610;6;7490;0;0;10;8690;0;3600000;0;3600000;69;505275;96;282173;0;0;108;2221395;87;777054;398;1262275;429;1296517;431;1403628
02.06.2020 10:00;4;3400;7;7490;0;0;13;13820;0;3600000;0;3600000;64;498243;140;216620;0;0;134;2897666;115;626106;418;1403475;417;1248412;404;1556427
02.06.2020 11:00;3;9570;8;10810;0;0;15;15370;0;3600000;0;3600000;58;449620;148;296710;0;0;128;2717786;97;589654;434;1335301;452;1220842;457;1332463
02.06.2020 12:00;2;1390;5;8336;0;0;10;14010;0;3600000;0;3600000;90;779440;97;359263;0;0;104;2454881;78;357368;451;1271888;448;1416743;434;1419804
02.06.2020 13:00;3;2590;8;15110;0;0;13;14720;0;3600000;0;3600000;71;855857;98;218378;0;0;136;2427765;109;335379;460;1344115;448;1276470;426;1207999
02.06.2020 14:00;2;3220;6;7020;0;0;14;13800;0;3600000;0;3600000;74;449788;99;248256;0;0;125;2433563;62;215890;416;1068235;411;1042963;411;968189
02.06.2020 15:00;7;10360;9;9310;0;0;13;12140;0;3600000;0;3600000;102;856092;92;151552;0;0;127;2395576;91;317860;434;1058981;424;1125410;427;1228842
02.06.2020 16:00;7;18530;13;17670;0;0;8;5840;0;3600000;0;3600000;84;681162;81;301079;0;0;123;2520420;86;293480;414;1057201;410;1035000;410;1300899
02.06.2020 17:00;4;3610;11;26170;0;0;7;4610;0;3600000;0;3600000;83;549818;94;334680;0;0;99;2107650;61;207370;397;837292;399;878080;423;1055410
02.06.2020 18:00;3;5310;6;9780;0;0;10;16130;0;3600000;0;3600000;62;498770;70;297426;0;0;82;1709838;61;243310;331;710567;326;729027;353;911337
02.06.2020 19:00;0;0;4;5290;0;0;6;7940;0;3600000;0;3600000;38;302331;61;135620;0;0;65;1256287;37;173220;303;422730;257;510537;262;635507
02.06.2020 20:00;1;8100;3;3880;0;0;6;4830;0;3600000;0;3600000;39;171230;35;26270;0;0;53;785387;52;329240;192;817860;191;631659;211;725369
02.06.2020 21:00;1;1330;3;4210;0;0;3;1900;0;3600000;0;3600000;25;83700;17;33120;0;0;31;272570;25;100810;173;644810;165;493630;180;500300
02.06.2020 22:00;0;0;2;2510;0;0;4;2860;0;3600000;0;3600000;10;17010;8;16570;0;0;35;385375;17;38080;152;338230;112;335555;105;262040
02.06.2020 23:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;7;29610;8;3510;0;0;20;171590;13;9802;103;161462;76;130122;67;104122
03.06.2020 00:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;2;14490;2;720;0;0;17;117880;2;930;62;65402;44;41610;31;26640
03.06.2020 01:00;0;0;1;770;0;0;0;0;0;3600000;0;3600000;0;0;1;450;0;0;8;59130;4;3570;39;37020;30;22880;17;12510
03.06.2020 02:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;1;13140;1;13590;0;0;7;51550;4;1990;25;35260;14;19180;11;20640
03.06.2020 03:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;0;0;0;0;0;0;6;37960;4;3360;19;37760;21;21820;15;12860
03.06.2020 04:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;1;9630;1;630;0;0;2;16570;5;3830;31;28010;45;39890;37;27970
03.06.2020 05:00;0;0;1;920;0;0;2;2270;0;3600000;0;3600000;7;21600;9;24660;0;0;39;386230;33;85430;157;360780;158;322950;153;302970
03.06.2020 06:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;20;108130;24;111950;0;0;44;1310666;115;270306;342;555888;394;516440;386;521901
03.06.2020 07:00;7;6650;1;600;0;0;4;4250;0;3600000;0;3600000;29;214450;52;88290;0;0;100;2326692;100;350980;440;914050;404;990683;475;901767
03.06.2020 08:00;4;4590;6;6170;0;0;3;2580;0;3600000;0;3600000;64;280490;80;162259;0;0;107;1925869;77;373380;388;1114462;448;1106695;455;1147326
03.06.2020 09:00;2;3050;5;7750;0;0;19;18940;0;3600000;0;3600000;61;421223;111;168990;0;0;113;2362840;83;411143;396;1195561;418;1197348;394;1142742
03.06.2020 10:00;6;6450;9;31150;0;0;11;10420;0;3600000;0;3600000;46;443380;141;131220;0;0;128;2516914;130;811753;431;1173611;404;1129821;404;1297718
03.06.2020 11:00;5;5060;14;16700;0;0;13;16690;0;3600000;0;3600000;55;330951;127;309120;0;0;117;2697272;97;541129;378;1126181;372;985536;380;1265010
03.06.2020 12:00;6;4840;10;10020;0;0;6;10150;0;3600000;0;3600000;76;552370;132;415860;0;0;133;2315082;66;253284;441;986101;407;1071009;399;1214402
03.06.2020 13:00;7;8670;3;2280;0;0;11;9450;0;3600000;0;3600000;63;348641;129;313342;0;0;121;2347407;75;308879;428;1235659;421;1223851;408;1221364
03.06.2020 14:00;2;1660;9;10430;0;0;14;20359;0;3600000;0;3600000;64;500555;114;211990;0;0;122;2103052;70;193530;391;942787;413;921866;405;1059283
03.06.2020 15:00;4;3450;7;5530;0;0;13;11750;0;3600000;0;3600000;65;710474;109;185530;0;0;106;2065447;69;278786;405;1140784;398;1078316;407;1165913
03.06.2020 16:00;5;11600;9;9450;0;0;10;8920;0;3600000;0;3600000;88;712584;118;280740;0;0;104;2254343;86;457151;421;1081739;437;976821;400;1148345
03.06.2020 17:00;2;2740;4;3630;0;0;10;20299;0;3600000;0;3600000;79;650000;115;140050;0;0;70;1711595;55;265190;390;1001699;375;796029;395;930645
03.06.2020 18:00;0;0;8;14460;0;0;9;6900;0;3600000;0;3600000;54;581943;94;282707;0;0;87;1712837;57;98560;345;671752;340;528412;337;801440
03.06.2020 19:00;3;1980;10;9800;0;0;2;3590;0;3600000;0;3600000;30;307443;73;80910;0;0;62;1322264;20;42610;264;497723;271;577447;266;602356
03.06.2020 20:00;0;0;2;2400;0;0;2;1600;0;3600000;0;3600000;23;176981;54;98970;0;0;64;855515;44;131110;174;787882;179;672025;189;700595
03.06.2020 21:00;2;2930;2;1840;0;0;6;5380;0;3600000;0;3600000;17;92060;24;10620;0;0;34;297702;15;29960;169;381044;147;407735;166;440626
03.06.2020 22:00;1;580;1;1770;0;0;1;610;0;3600000;0;3600000;10;42840;13;7020;0;0;25;234650;18;34060;142;237030;143;233290;134;214720
03.06.2020 23:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;6;57860;4;44270;0;0;12;103830;11;13020;83;138490;65;108270;59;80920
04.06.2020 00:00;0;0;1;760;0;0;1;630;0;3600000;0;3600000;1;12060;3;1620;0;0;6;76080;5;2880;61;73039;48;63520;39;44460
04.06.2020 01:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;2;18810;2;16020;0;0;7;82504;4;2090;34;32610;28;48430;21;24500
04.06.2020 02:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;0;0;0;0;0;0;6;56820;4;3040;32;27300;22;25270;13;11640
04.06.2020 03:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;1;630;2;1350;0;0;4;40740;2;1040;17;28810;19;14050;15;9920
04.06.2020 04:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;1;13230;4;13680;0;0;3;24630;6;6510;34;30840;43;40530;36;45600
04.06.2020 05:00;0;0;1;870;0;0;1;700;0;3600000;0;3600000;11;46684;10;21240;0;0;42;549279;35;149224;147;416284;170;448740;160;425369
04.06.2020 06:00;0;0;3;3740;0;0;4;4110;0;3600000;0;3600000;16;158010;24;191010;0;0;43;1348205;111;244260;353;436190;372;413628;382;467260
04.06.2020 07:00;1;1020;1;1440;0;0;7;6960;0;3600000;0;3600000;39;252298;45;151158;0;0;92;1972750;160;500095;438;1031683;487;917740;484;1005686
04.06.2020 08:00;4;6610;1;950;0;0;7;7040;0;3600000;0;3600000;34;313368;66;77713;0;0;117;2415554;90;450631;472;1184035;464;1135418;467;1116431
04.06.2020 09:00;2;1690;1;2060;0;0;14;17070;0;3600000;0;3600000;48;369932;94;324112;0;0;114;2510034;101;444322;425;1056842;378;1076293;366;1340163
04.06.2020 10:00;4;3190;7;6030;0;0;13;16190;1;3415370;1;3415220;49;447269;121;208250;0;0;110;2656964;147;657069;376;1115035;388;1111007;365;1119974
04.06.2020 11:00;3;2650;7;9760;0;0;13;11770;0;3600000;0;3600000;67;605617;154;273433;0;0;120;2551389;93;342300;412;1181929;416;1047569;414;1057953
04.06.2020 12:00;2;3430;2;1410;0;0;6;6050;0;3600000;0;3600000;65;752272;131;161321;0;0;123;2818804;65;318660;384;1232951;408;1175587;362;1227933
04.06.2020 13:00;6;5210;5;11065;0;0;7;5700;0;3600000;0;3600000;59;542091;114;180464;0;0;90;2451434;60;227050;421;1196047;389;1148822;376;1065858
04.06.2020 14:00;5;12370;14;22490;0;0;11;10310;0;3600000;0;3600000;55;614256;151;231428;0;0;110;2641324;75;377090;408;1090650;388;1250534;381;1346455
04.06.2020 15:00;7;6260;14;25080;0;0;15;19830;0;3600000;0;3600000;70;736360;147;239670;0;0;115;2629147;90;460577;443;1170571;405;967842;427;1376948
04.06.2020 16:00;3;5400;5;4200;0;0;14;19285;0;3600000;0;3600000;64;627562;133;373910;0;0;97;2426974;47;420030;444;1179095;406;1004474;407;1304974
04.06.2020 17:00;2;1400;4;3840;0;0;13;13970;0;3600000;0;3600000;65;741446;154;319356;0;0;97;2149044;72;325279;403;1136767;369;1166890;384;1371190
04.06.2020 18:00;1;610;2;3850;0;0;3;3240;0;3600000;0;3600000;60;539458;89;268408;0;0;75;1985259;41;123120;371;759660;329;540291;345;677341
04.06.2020 19:00;0;0;4;4140;0;0;1;1230;0;3600000;0;3600000;45;361120;54;79432;0;0;53;1535849;28;187840;257;466154;277;461044;280;482204
04.06.2020 20:00;0;0;3;2570;0;0;4;3360;0;3600000;0;3600000;25;134160;36;60930;0;0;69;945680;42;190280;182;839817;169;734500;176;613750
04.06.2020 21:00;1;800;2;2900;0;0;3;3050;0;3600000;0;3600000;12;58544;28;24040;0;0;51;588917;24;86730;176;547532;146;505570;143;403910
04.06.2020 22:00;0;0;3;2670;0;0;1;600;0;3600000;0;3600000;6;37260;14;16740;0;0;33;295973;14;12770;139;217011;108;209753;110;161650
04.06.2020 23:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;6;17540;13;30780;0;0;18;170842;9;8000;69;144120;72;157960;77;124540
05.06.2020 00:00;0;0;1;640;0;0;2;1790;0;3600000;0;3600000;4;36630;1;90;0;0;12;93020;4;3510;57;49420;43;44610;35;48700
05.06.2020 01:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;1;9810;2;1350;0;0;6;48730;5;3830;40;44150;30;31251;25;20750
05.06.2020 02:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;0;0;0;0;0;0;2;12630;3;2300;25;21780;12;10310;7;5450
05.06.2020 03:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;0;0;0;0;0;0;1;12070;5;3440;16;13240;15;15050;14;10180
05.06.2020 04:00;0;0;0;0;0;0;0;0;1;3434370;1;3434340;3;27450;4;27980;0;0;2;4760;7;4620;42;70750;37;40210;26;24480
05.06.2020 05:00;0;0;1;1100;0;0;1;590;0;3600000;0;3600000;8;29930;14;6840;0;0;38;457583;32;101050;164;444500;156;441193;148;392223
05.06.2020 06:00;1;1310;1;990;0;0;3;9790;0;3600000;0;3600000;16;147400;27;42480;0;0;57;1424167;120;343010;334;499520;359;551830;354;568850
05.06.2020 07:00;1;4280;3;2570;0;0;7;5170;0;3600000;0;3600000;32;276280;47;194480;0;0;84;2499586;96;259080;420;1034282;383;1244087;439;906815
05.06.2020 08:00;2;3020;2;1680;0;0;3;2200;0;3600000;0;3600000;50;338460;61;127790;0;0;100;2402082;81;491278;408;1228343;430;1162267;453;1206006
05.06.2020 09:00;4;7070;6;15290;0;0;6;10910;0;3600000;0;3600000;39;231150;112;268010;0;0;97;2231601;63;290112;386;909515;393;916032;412;1113580
05.06.2020 10:00;5;4790;3;2420;0;0;8;9590;0;3600000;0;3600000;52;407690;150;256881;0;0;109;2636278;107;441194;415;1161182;425;1331607;447;1564079
05.06.2020 11:00;5;5610;7;9350;0;0;12;12180;0;3600000;0;3600000;58;557796;116;332110;0;0;115;2977153;72;339083;438;1467525;452;1386075;431;1462959
05.06.2020 12:00;0;0;8;6180;0;0;4;8010;0;3600000;0;3600000;66;539449;104;149580;0;0;119;2655614;73;314297;451;1158735;444;1188581;438;1247740
05.06.2020 13:00;6;8808;16;25830;0;0;6;6240;0;3600000;0;3600000;71;821161;119;242071;0;0;100;2643160;92;444582;442;1310986;429;966029;433;1255610
05.06.2020 14:00;3;4630;5;5520;0;0;9;8050;0;3600000;0;3600000;62;537018;130;196290;0;0;104;2432972;60;309970;445;1331085;398;1206482;425;1384491
05.06.2020 15:00;8;13880;6;8930;0;0;11;10570;0;3600000;0;3600000;68;475924;119;157760;0;0;106;2306767;60;290036;428;1235041;408;1218034;426;1177455
05.06.2020 16:00;3;8510;4;3110;0;0;9;9530;0;3600000;0;3600000;50;471317;107;399102;0;0;90;1977639;35;188890;415;1083251;387;1169123;374;1211099
05.06.2020 17:00;1;1840;5;4080;0;0;5;4550;0;3600000;0;3600000;51;563324;102;277000;0;0;77;1688815;59;186240;417;1012291;370;984622;394;1142511
05.06.2020 18:00;0;0;3;3770;0;0;7;6029;0;3600000;0;3600000;42;617013;83;229670;0;0;80;1707799;49;164190;366;767645;364;931401;316;683822
05.06.2020 19:00;2;1630;3;6130;0;0;2;1910;0;3600000;0;3600000;35;465078;61;93284;0;0;63;1719911;25;168520;309;547360;308;617153;272;468442
05.06.2020 20:00;0;0;1;1500;0;0;4;3436;0;3600000;0;3600000;13;88080;24;42750;0;0;67;877473;29;161800;196;791786;173;734004;191;748796
05.06.2020 21:00;1;680;2;2300;0;0;3;2870;0;3600000;0;3600000;13;69333;16;30240;0;0;46;370543;21;67091;196;507218;171;492587;180;424409
05.06.2020 22:00;0;0;1;670;0;0;1;23890;0;3600000;0;3600000;3;3600;18;20070;0;0;32;292262;16;16360;156;332216;126;302747;137;268740
05.06.2020 23:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;5;17460;7;13860;0;0;36;294351;4;5650;125;254640;122;235890;96;168880
06.06.2020 00:00;1;1890;0;0;0;0;2;2600;0;3600000;0;3600000;3;26231;5;2700;0;0;16;134040;9;4940;99;141460;78;99531;66;69460
06.06.2020 01:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;5;25010;3;11790;0;0;14;96350;6;4290;69;90420;64;87010;49;42940
06.06.2020 02:00;0;0;1;1080;0;0;0;0;0;3600000;0;3600000;0;0;4;1440;0;0;13;62210;1;480;36;34900;29;50170;33;46180
06.06.2020 03:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;0;0;2;810;0;0;1;800;4;5700;27;61050;26;40850;20;20680
06.06.2020 04:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;1;1170;2;4770;0;0;8;20148;4;8130;27;39800;27;66438;20;27578
06.06.2020 05:00;0;0;0;0;0;0;1;990;0;3600000;0;3600000;1;7560;9;3600;0;0;30;348770;15;54300;90;213380;83;282930;59;179960
06.06.2020 06:00;0;0;0;0;0;0;1;630;0;3600000;0;3600000;1;540;8;18000;0;0;22;269711;28;52960;83;207660;90;171121;71;103341
06.06.2020 07:00;0;0;1;760;0;0;1;1250;0;3600000;0;3600000;10;44640;14;33660;0;0;24;344600;22;40701;128;334064;133;339601;95;356810
06.06.2020 08:00;0;0;4;7630;0;0;4;3100;0;3600000;0;3600000;9;11610;21;45990;0;0;60;859890;23;44090;155;477605;138;535740;140;364862
06.06.2020 09:00;0;0;1;740;0;0;1;1840;0;3600000;0;3600000;11;199060;36;105390;0;0;44;1122807;26;74980;226;335241;235;308863;223;366089
06.06.2020 10:00;1;630;0;0;0;0;6;6310;0;3600000;0;3600000;38;456301;41;28530;0;0;57;1371355;44;197871;320;518953;284;395129;307;587409
06.06.2020 11:00;0;0;7;6750;0;0;4;16080;0;3600000;0;3600000;39;363433;66;40770;0;0;55;1585244;51;224560;340;651664;335;638624;347;872328
06.06.2020 12:00;0;0;7;8410;0;0;5;13130;0;3600000;0;3600000;58;362371;66;237967;0;0;83;1793674;66;314880;396;805124;377;887242;384;1077496
06.06.2020 13:00;2;6350;9;14080;0;0;5;4260;0;3600000;0;3600000;57;520882;81;311183;0;0;100;1677957;107;407073;374;903078;381;792264;390;1033113
06.06.2020 14:00;4;3810;12;20690;0;0;8;24760;0;3600000;0;3600000;32;369297;57;231783;0;0;69;1272783;73;299610;404;883766;368;693115;386;869444
06.06.2020 15:00;2;1420;3;2760;0;0;4;2520;0;3600000;0;3600000;40;315250;57;216862;0;0;66;1477781;54;154000;394;853195;394;958216;388;887073
06.06.2020 16:00;7;10510;3;5330;0;0;5;3890;0;3600000;0;3600000;37;338090;47;100180;0;0;65;1542364;40;173631;339;607310;347;429814;364;576325
06.06.2020 17:00;2;2240;21;48638;0;0;5;5230;0;3600000;0;3600000;41;434685;45;180180;0;0;53;1387740;49;672582;318;1081576;265;499774;295;657492
06.06.2020 18:00;1;710;2;1020;0;0;6;4950;0;3600000;0;3600000;46;483770;42;104930;0;0;63;1276067;30;373100;318;663226;294;372209;309;683602
06.06.2020 19:00;1;660;5;4680;0;0;9;7750;0;3600000;0;3600000;27;294370;32;107910;0;0;48;1197894;24;127291;296;594567;291;384581;290;535057
06.06.2020 20:00;6;11691;5;5050;0;0;4;4120;0;3600000;0;3600000;23;77110;35;83420;0;0;56;707136;26;143140;190;742366;163;665775;177;728258
06.06.2020 21:00;1;930;2;2690;0;0;3;2420;0;3600000;0;3600000;20;81774;25;60820;0;0;52;618252;24;73560;197;542248;182;488288;189;457366
06.06.2020 22:00;1;1070;1;750;0;0;4;6480;0;3600000;0;3600000;4;32850;15;35190;0;0;31;205152;16;12264;172;387930;142;393750;168;301002
06.06.2020 23:00;0;0;1;1060;0;0;2;1360;0;3600000;0;3600000;4;15480;10;17730;0;0;24;210040;17;32450;151;239611;120;215860;118;188900
07.06.2020 00:00;0;0;1;1000;0;0;0;0;0;3600000;0;3600000;8;37260;2;630;0;0;15;152702;7;4040;114;130655;96;105025;78;83050
07.06.2020 01:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;6;37860;8;10260;0;0;15;82720;5;2860;89;100730;67;65360;58;62151
07.06.2020 02:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;2;12510;5;10800;0;0;6;55710;3;2650;61;52000;41;33010;36;27530
07.06.2020 03:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;0;0;0;0;0;0;6;36900;3;2880;41;38320;38;36940;26;18070
07.06.2020 04:00;0;0;0;0;0;0;1;530;0;3600000;0;3600000;0;0;0;0;0;0;8;48930;4;14700;33;45590;33;33500;21;15750
07.06.2020 05:00;0;0;1;1380;0;0;0;0;0;3600000;0;3600000;0;0;6;2340;0;0;29;340750;8;7910;54;76140;41;49389;40;43209
07.06.2020 06:00;0;0;0;0;0;0;1;620;0;3600000;0;3600000;1;900;2;3060;0;0;14;196697;7;24010;42;70150;26;66580;26;103970
07.06.2020 07:00;0;0;0;0;0;0;0;0;0;3600000;0;3600000;2;13410;7;13230;0;0;13;161090;11;7920;55;128672;40;195330;32;55780
07.06.2020 08:00;1;670;0;0;0;0;2;1920;0;3600000;0;3600000;6;26910;1;180;0;0;19;208693;8;10820;64;123941;63;380710;151;306920
07.06.2020 09:00;0;0;0;0;0;0;3;2470;0;3600000;0;3600000;15;26640;7;3240;0;0;30;468797;11;333601;127;281636;128;263790;123;264330
07.06.2020 10:00;1;1680;0;0;0;0;2;1820;0;3600000;0;3600000;10;29842;11;9360;0;0;33;382030;13;104500;196;427850;183;480170;183;441890
07.06.2020 11:00;1;11670;4;6140;0;0;5;4740;0;3600000;0;3600000;16;29690;6;25100;0;0;48;666822;34;113500;224;798905;214;590694;207;586974
07.06.2020 12:00;1;550;2;2100;0;0;4;3170;0;3600000;0;3600000;18;29320;10;3520;0;0;54;734655;42;174514;245;757275;255;693112;261;692092
07.06.2020 13:00;2;4620;2;10150;0;0;4;2390;0;3600000;0;3600000;16;72180;13;4590;0;0;55;809619;45;247328;250;873531;254;853446;270;754916
07.06.2020 14:00;3;2340;6;11180;0;0;3;1950;0;3600000;0;3600000;17;51920;16;22760;0;0;63;834497;35;112760;280;1052990;252;852746;243;837099
07.06.2020 15:00;1;660;8;7430;0;0;5;3360;0;3600000;0;3600000;21;84140;23;20481;0;0;44;473970;45;151444;299;1075252;264;877790;255;749379
07.06.2020 16:00;1;630;2;1870;0;0;1;2440;0;3600000;0;3600000;16;103481;34;111510;0;0;53;678547;44;328667;274;1063865;266;1064669;263;920776
07.06.2020 17:00;0;0;1;590;0;0;11;10170;0;3600000;0;3600000;24;93130;28;81440;0;0;51;590012;43;221583;303;997053;288;954283;307;867473
07.06.2020 18:00;2;1390;4;3550;0;0;0;0;0;3600000;0;3600000;27;140386;26;22320;0;0;46;657803;38;198728;253;981713;238;846871;250;935988
07.06.2020 19:00;1;920;1;670;0;0;4;3950;0;3600000;0;3600000;31;128600;25;21330;0;0;43;603705;38;174450;226;769012;231;714580;254;759550
07.06.2020 20:00;1;590;0;0;0;0;5;6670;0;3600000;0;3600000;8;27414;22;21960;0;0;62;777747;38;119310;183;759694;206;630010;204;583790
07.06.2020 21:00;1;1310;4;3030;0;0;3;3160;0;3600000;0;3600000;12;47420;34;69840;0;0;30;378430;25;84180;167;538320;149;416190;158;447790
07.06.2020 22:00;0;0;0;0;0;0;5;7130;0;3600000;0;3600000;5;39150;20;22140;0;0;28;263115;11;22270;132;241790;132;271620;126;234511
07.06.2020 23:00;0;0;1;730;0;0;0;0;0;3600000;0;3600000;4;31274;11;11610;0;0;15;133000;2;2480;81;119790;80;87525;77;90105
08.06.2020 00:00;0;0;0;0;0;0;2;1450;0;3600000;0;3600000;0;0;6;15660;0;0;12;106360;5;5310;51;70656;49;69486;53;78946
08.06.2020 01:00;1;740;0;0;0;0;1;620;0;3600000;0;3600000;0;0;1;720;0;0;10;76099;0;0;25;20600;19;27311;17;23451
