01.06.2020 00:00;Bel_D11;Vwz_D11;Bel_D12;Vwz_D12;Bel_D21;Vwz_D21;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_MP1;Vwz_MP1;Bel_MP2;Vwz_MP2;Bel_MP3;Vwz_MP3;Bel_MP4;Vwz_MP4;Bel_MP5;Vwz_MP5;Bel_T1_2;Vwz_T1_2;Bel_T3_4;Vwz_T3_4
05.05.2021 10:00;19;558674;53;867011;0;0;358;377654;67;160390;8;4150;8;4240;7;3510;8;4110;8;4120;3;3760;2;1450
05.05.2021 11:00;31;602482;81;1321297;0;0;370;458635;68;123200;8;3980;8;4170;7;3660;7;3640;8;4080;4;4470;1;660
05.05.2021 12:00;45;864316;92;1187003;0;0;387;597937;72;170413;9;4480;9;4600;7;3490;7;3690;8;4000;7;29200;7;6760
05.05.2021 13:00;31;739630;59;1015717;0;0;411;526450;73;160300;11;5580;11;5470;7;3530;8;3880;8;3950;16;36176;0;0
05.05.2021 14:00;28;814032;67;1135985;0;0;416;501458;85;133940;9;4530;9;4390;8;3960;9;4510;9;4480;2;1410;3;2910
05.05.2021 15:00;36;1028156;84;1316763;0;0;425;540630;82;135636;10;5060;10;5000;8;4020;8;4090;9;4580;1;840;3;3600
05.05.2021 16:00;43;865492;74;1376948;0;0;477;518576;66;112940;9;4360;9;4600;8;4100;8;4100;9;4610;10;9220;9;8070
05.05.2021 17:00;30;775007;81;1673972;0;0;422;475696;63;113850;8;4030;9;4590;8;4140;8;4010;9;4470;7;17770;1;1170
05.05.2021 18:00;29;651859;76;1535128;0;0;358;349069;68;132266;9;4640;9;4540;9;4520;9;4450;9;4420;6;6110;7;7430
05.05.2021 19:00;18;570206;66;1138198;0;0;310;367290;61;131030;6;3040;7;3550;7;3660;7;3500;8;3980;6;4320;5;5000
05.05.2021 20:00;15;410337;41;527649;0;0;242;196184;49;45630;5;2590;5;2540;4;1940;5;2590;5;2410;4;2820;2;1710
05.05.2021 21:00;12;246850;26;581350;0;0;140;111870;35;13140;2;1000;2;1040;4;1970;4;2120;4;1940;0;0;0;0
05.05.2021 22:00;7;289750;12;236320;0;0;85;53335;43;35720;4;2120;4;2050;2;960;2;1020;2;980;0;0;0;0
05.05.2021 23:00;3;78830;9;169032;0;0;39;34470;26;31950;3;1540;3;1520;3;1480;3;1510;3;1520;0;0;0;0
06.05.2021 00:00;0;0;1;90;0;0;13;9090;7;3330;1;480;1;480;1;500;1;550;1;540;0;0;0;0
06.05.2021 01:00;0;0;2;1620;0;0;10;5130;8;3330;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 02:00;1;7190;0;0;0;0;5;2340;3;1530;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 03:00;0;0;4;62990;0;0;12;9810;7;3420;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.05.2021 04:00;1;270;7;104451;0;0;28;26370;15;6570;1;480;1;500;2;1020;2;1090;2;1040;0;0;0;0
06.05.2021 05:00;6;178936;14;320550;0;0;124;75690;30;15040;3;1520;3;1590;5;2650;5;2500;5;2480;2;1400;0;0
06.05.2021 06:00;6;209740;18;332860;0;0;265;196434;48;30020;9;4500;9;4600;9;4550;9;4450;8;4060;1;1270;0;0
06.05.2021 07:00;27;743091;38;921233;0;0;480;565468;78;115860;7;3510;7;3660;10;4900;11;5600;12;6110;2;1360;1;860
06.05.2021 08:00;28;658118;49;973197;0;0;484;546260;70;176940;8;4160;8;3980;10;5140;10;5110;10;5110;5;7860;2;1110
06.05.2021 09:00;31;533340;57;883317;0;0;390;384936;69;118520;10;4860;10;4930;8;4030;8;4050;8;4060;2;1450;0;0
06.05.2021 10:00;32;669278;61;805756;0;0;374;430250;71;135890;8;4070;8;4210;7;3450;7;3640;7;3460;6;7120;7;8662
06.05.2021 11:00;34;755391;85;1068619;0;0;366;439869;61;249260;8;4110;7;3680;8;3970;8;4000;8;4040;4;7670;2;1520
06.05.2021 12:00;40;709720;78;1261722;0;0;376;444722;81;292100;9;4660;10;5010;8;3980;8;4000;8;4130;5;4940;3;4800
06.05.2021 13:00;26;550240;78;1057974;0;0;372;429916;67;131910;10;5040;10;4880;8;3990;8;3990;8;3940;7;5360;2;1390
06.05.2021 14:00;39;758311;77;1101182;0;0;420;467573;80;174464;9;4550;9;4580;9;4620;9;4460;9;4530;9;7330;5;3690
06.05.2021 15:00;33;749419;81;1666139;0;0;443;455357;80;114190;9;4640;9;4570;9;4520;9;4510;9;4560;12;14390;3;3990
06.05.2021 16:00;34;726518;72;1537740;0;0;473;550619;75;68368;9;4720;9;4640;9;4470;9;4730;9;4680;8;6520;3;1960
06.05.2021 17:00;41;1016025;81;1301851;0;0;459;562611;91;214215;10;5030;10;5080;9;4560;9;4560;9;4550;9;6107;1;650
06.05.2021 18:00;26;517953;77;1364779;0;0;371;440911;72;134000;8;4080;8;4090;9;4530;9;4590;9;4430;8;8290;2;2430
06.05.2021 19:00;21;517238;65;1329468;0;0;309;366340;73;76040;9;4580;8;4090;8;4050;8;4220;8;3940;4;4230;1;530
06.05.2021 20:00;22;348281;56;1207396;0;0;188;166084;42;20070;3;1480;4;2060;4;2110;5;2530;5;2450;5;2709;1;1040
06.05.2021 21:00;22;386760;44;541098;0;0;140;136375;48;74747;3;1620;3;1520;4;1920;4;1960;4;1950;0;0;1;630
06.05.2021 22:00;3;77638;11;337841;0;0;78;48510;30;11970;5;2480;5;2480;2;1090;2;1020;2;1000;0;0;0;0
06.05.2021 23:00;3;112590;4;42176;0;0;35;35450;25;24570;2;960;2;1020;3;1460;3;1440;3;1470;0;0;0;0
07.05.2021 00:00;0;0;7;130730;0;0;14;8280;10;4230;1;480;1;500;1;550;1;480;1;480;0;0;0;0
07.05.2021 01:00;0;0;1;1080;0;0;7;5760;6;2700;0;0;0;0;1;480;1;540;1;500;0;0;0;0
07.05.2021 02:00;2;21240;3;12690;0;0;9;7560;7;3870;1;500;1;480;0;0;0;0;0;0;0;0;0;0
07.05.2021 03:00;0;0;1;180;0;0;13;6570;9;3330;0;0;0;0;0;0;0;0;0;0;1;750;0;0
07.05.2021 04:00;2;49400;4;52346;0;0;26;15570;9;5400;1;480;1;480;2;1040;2;960;2;960;0;0;0;0
07.05.2021 05:00;4;97550;10;150650;0;0;121;65970;38;33830;3;1450;3;1630;5;2400;4;2130;4;1940;1;980;0;0
07.05.2021 06:00;6;160860;15;329315;0;0;230;183817;51;55440;8;3990;8;4060;9;4510;10;4820;9;4560;5;3970;0;0
07.05.2021 07:00;26;974063;34;552628;0;0;477;470712;81;122185;8;4140;8;4010;10;4840;11;5600;12;6020;2;1430;1;870
07.05.2021 08:00;27;908353;50;1096238;0;0;395;405427;74;53820;9;4520;9;4440;10;4910;10;5070;10;5120;8;81420;0;0
07.05.2021 09:00;20;674722;57;1086634;0;0;347;386820;78;186350;8;3920;9;4540;7;3560;8;4050;8;4052;10;34948;5;5020
07.05.2021 10:00;27;605441;62;980583;0;0;348;408072;79;137791;8;3980;8;3990;8;4010;8;4160;8;3930;10;9769;6;6920
07.05.2021 11:00;41;728364;92;1408590;0;0;360;464797;81;231640;7;3440;7;3480;8;4030;8;4040;8;4070;4;3440;6;4766
07.05.2021 12:00;45;1131470;82;1331768;0;0;435;633168;71;170700;9;4760;9;4370;8;4040;8;4060;8;3980;5;4620;0;0
07.05.2021 13:00;40;845370;78;1591223;0;0;419;523152;75;72764;10;5030;11;5500;8;4020;8;3970;8;3970;0;0;6;7167
07.05.2021 14:00;43;1137488;90;1726238;0;0;449;582421;81;197533;8;4020;9;4750;8;3900;8;3950;9;4420;8;6710;9;8060
07.05.2021 15:00;44;903407;110;1663616;0;0;475;540502;84;144800;9;4420;9;4500;7;3500;7;3630;9;4500;4;8460;7;5780
07.05.2021 16:00;43;990776;96;1824614;0;0;428;482427;76;136660;7;3430;9;4510;8;4080;8;4010;9;4460;5;4249;1;560
07.05.2021 17:00;37;797856;106;1649560;0;0;412;492215;76;109970;9;4510;10;4966;8;4090;8;4090;9;4380;11;15716;9;8870
07.05.2021 18:00;34;754360;91;1604843;0;0;412;505430;105;313783;6;3090;7;3500;7;3470;7;3380;9;4570;4;4510;6;3829
07.05.2021 19:00;21;777258;71;1199618;0;0;337;447334;59;68550;8;4160;8;4080;8;3890;8;4060;8;3960;4;2890;4;3670
07.05.2021 20:00;51;884649;69;1257227;0;0;248;267114;49;95176;5;2480;4;1910;5;2580;5;2500;5;2500;10;19600;5;4090
07.05.2021 21:00;12;309400;49;1055798;0;0;199;159955;52;43730;2;1020;3;1460;3;1500;3;1520;4;1980;33;29540;1;840
07.05.2021 22:00;1;27900;16;411511;0;0;76;71370;23;7030;3;1500;4;2100;2;1020;2;1080;2;1030;1;1440;0;0
07.05.2021 23:00;0;0;4;20340;0;0;40;24570;19;6480;3;1520;3;1460;3;1460;3;1520;3;1570;0;0;0;0
08.05.2021 00:00;0;0;4;127960;0;0;24;13915;10;3690;1;490;1;500;1;500;1;480;1;480;0;0;0;0
08.05.2021 01:00;0;0;4;98790;0;0;10;7920;6;2880;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2021 02:00;0;0;2;99580;0;0;8;3870;6;2250;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.05.2021 03:00;0;0;0;0;0;0;10;6480;9;4940;0;0;1;500;0;0;0;0;1;480;0;0;0;0
08.05.2021 04:00;1;720;2;37790;0;0;16;8820;8;4950;1;540;1;480;2;1030;2;960;2;1020;0;0;0;0
08.05.2021 05:00;0;0;7;153250;0;0;49;24660;24;7830;3;1490;2;1000;1;480;1;480;1;500;0;0;0;0
08.05.2021 06:00;2;50300;8;182468;0;0;72;40590;27;19520;3;1500;3;1500;3;1500;3;1450;4;2000;0;0;0;0
08.05.2021 07:00;7;308998;18;365990;0;0;104;64250;40;14670;3;1500;4;2120;3;1570;3;1480;3;1530;1;1500;1;660
08.05.2021 08:00;17;455026;39;682794;0;0;181;141401;41;76400;5;2610;5;2610;4;2000;4;2010;4;2060;2;1530;1;710
08.05.2021 09:00;28;750374;53;725788;0;0;258;231782;80;204338;4;1980;5;2460;3;1520;4;2020;5;2530;1;710;1;1660
08.05.2021 10:00;36;660861;72;1241340;0;0;293;354690;60;149310;6;3030;5;2500;5;2490;5;2620;5;2510;7;9070;2;1790
08.05.2021 11:00;42;855864;76;1093778;0;0;378;365503;71;169820;5;2580;4;1960;4;2010;5;2500;4;1920;7;8590;2;950
08.05.2021 12:00;43;828853;91;1376053;0;0;406;493130;75;107900;3;1520;5;2580;4;2110;4;2000;5;2530;18;26759;3;3880
08.05.2021 13:00;42;697190;104;1348732;0;0;460;505521;67;175580;6;3030;5;2420;5;2520;5;2510;5;2480;9;10476;7;7850
08.05.2021 14:00;39;899000;80;1244604;0;0;472;576120;80;267100;4;2060;5;2460;5;2440;5;2600;5;2480;15;12520;7;9990
08.05.2021 15:00;29;608305;77;1276039;0;0;487;540139;63;148230;4;2100;5;2540;4;2000;4;1980;5;2510;8;12675;7;6499
08.05.2021 16:00;48;859288;86;1325395;0;0;418;428888;59;110140;5;2670;5;2440;5;2470;5;2480;5;2470;4;3730;3;2190
08.05.2021 17:00;22;380351;92;1724337;0;0;406;457788;60;119452;4;2020;4;1970;5;2570;5;2610;5;2520;3;2270;7;5880
08.05.2021 18:00;33;756688;83;1238227;0;0;391;404113;61;164250;3;1560;4;1960;3;1440;3;1520;4;2070;4;3930;1;760
08.05.2021 19:00;23;390144;77;1210436;0;0;318;332895;46;154847;5;2540;5;2580;4;1960;4;2000;4;2060;11;24130;33;39231
08.05.2021 20:00;23;397368;63;1097248;0;0;239;213492;42;58940;2;960;2;960;5;2600;5;2490;5;2490;16;14326;3;3640
08.05.2021 21:00;10;233498;34;726002;0;0;167;122460;39;60840;5;2580;5;2520;3;1460;3;1570;4;2010;21;55384;1;720
08.05.2021 22:00;3;112504;18;532689;0;0;107;63900;24;29520;3;1500;3;1500;2;1040;2;960;2;1000;1;900;0;0
08.05.2021 23:00;1;18810;5;175544;0;0;39;27270;33;12240;3;1440;3;1560;4;2010;4;1990;4;2070;6;4880;1;570
09.05.2021 00:00;2;40680;4;120220;0;0;19;13680;12;4320;1;480;1;540;3;1460;3;1520;3;1580;0;0;0;0
09.05.2021 01:00;1;60797;1;20430;0;0;13;8010;6;1710;1;540;1;480;1;540;1;500;1;540;0;0;0;0
09.05.2021 02:00;0;0;2;990;0;0;9;5850;4;1440;1;500;1;480;0;0;0;0;0;0;0;0;0;0
09.05.2021 03:00;0;0;1;810;0;0;11;5850;7;3150;1;480;1;480;1;540;1;480;1;480;0;0;0;0
09.05.2021 04:00;0;0;0;0;0;0;6;3960;10;4140;1;500;1;480;1;540;1;500;1;540;0;0;0;0
09.05.2021 05:00;1;39960;1;19610;0;0;30;15120;10;3960;1;490;1;480;0;0;0;0;0;0;0;0;0;0
09.05.2021 06:00;1;1260;2;2250;0;0;21;13500;6;3510;3;1500;3;1560;2;1030;2;980;2;1050;0;0;1;640
09.05.2021 07:00;0;0;2;16110;0;0;25;13770;7;3240;2;1020;2;980;2;1040;2;960;2;1080;0;0;0;0
09.05.2021 08:00;0;0;3;98771;0;0;60;29070;15;7200;3;1570;4;2000;2;1100;2;1020;3;1500;0;0;0;0
09.05.2021 09:00;4;125337;16;232180;0;0;145;95490;63;103670;3;1535;3;1500;3;1520;3;1580;3;1640;1;410;0;0
09.05.2021 10:00;7;158120;18;194841;0;0;159;91678;34;15988;4;1990;4;2160;4;2020;4;1980;4;1980;0;0;1;1250
09.05.2021 11:00;16;372028;27;567935;0;0;241;199320;48;53514;2;1020;2;980;3;1570;3;1520;3;1440;5;4540;0;0
09.05.2021 12:00;36;630242;27;328819;0;0;253;190250;51;72000;5;2510;5;2600;4;2060;4;2040;4;2020;0;0;1;730
09.05.2021 13:00;9;370875;20;460088;0;0;245;148798;54;76850;3;1560;3;1620;3;1520;3;1450;3;1510;4;5520;0;0
09.05.2021 14:00;17;280916;22;248951;0;0;263;198485;50;52470;4;2120;4;2040;4;1980;4;1990;4;1920;10;20400;4;4650
09.05.2021 15:00;8;244420;23;356252;0;0;268;247733;51;41040;3;1540;3;1520;3;1440;3;1600;3;1520;4;2460;3;2060
09.05.2021 16:00;8;301130;24;215180;0;0;257;228197;71;92970;4;2100;4;2000;3;1560;4;2060;4;2060;3;4350;4;2700
09.05.2021 17:00;15;309279;28;241666;0;0;253;211466;47;70706;2;1040;2;980;3;1650;3;1590;3;1520;7;5660;3;1830
09.05.2021 18:00;31;535883;27;477210;0;0;249;216261;35;20610;5;2440;5;2500;4;1980;4;1990;4;1980;2;2750;0;0
09.05.2021 19:00;15;392520;26;618332;0;0;246;142664;40;13510;3;1450;3;1510;3;1440;3;1480;3;1550;10;6540;1;780
09.05.2021 20:00;10;246744;28;540180;0;0;236;183420;39;17100;3;1530;3;1480;3;1560;3;1550;4;2000;1;1260;2;1730
09.05.2021 21:00;6;152070;26;379120;0;0;170;119292;36;24715;3;1510;4;2070;3;1490;3;1520;3;1520;3;3220;1;1480
09.05.2021 22:00;7;208500;14;283940;0;0;70;47420;22;6480;3;1570;3;1520;3;1460;3;1510;3;1470;0;0;0;0
09.05.2021 23:00;2;19620;11;181868;0;0;42;24210;14;5850;2;960;2;1030;2;980;2;1080;3;1460;0;0;0;0
10.05.2021 00:00;0;0;2;26730;0;0;15;11880;10;3150;0;0;1;540;3;1560;3;1500;3;1440;0;0;0;0
10.05.2021 01:00;0;0;3;23220;0;0;16;10676;18;7110;1;540;1;500;1;540;1;480;1;480;0;0;0;0
10.05.2021 02:00;1;43920;0;0;0;0;8;4050;7;2970;1;480;1;500;0;0;0;0;0;0;0;0;0;0
10.05.2021 03:00;0;0;1;270;0;0;14;8910;9;4230;1;480;1;480;1;480;1;550;1;540;1;910;0;0
10.05.2021 04:00;2;30120;4;102640;0;0;17;13140;6;1980;0;0;1;540;1;480;2;960;2;980;0;0;0;0
10.05.2021 05:00;3;164781;11;267006;0;0;120;66060;31;17075;3;1570;3;1520;5;2530;5;2600;5;2550;1;490;1;460
10.05.2021 06:00;8;280910;15;252395;0;0;250;198710;53;72787;7;3390;7;3570;8;4010;7;3550;7;3520;3;1750;0;0
10.05.2021 07:00;21;713905;43;880609;0;0;511;480988;62;98280;7;3620;7;3440;10;5030;11;5420;12;6170;7;8730;2;2240
10.05.2021 08:00;27;797933;43;957290;0;0;496;672507;70;95882;9;4490;8;4060;10;4820;10;5050;10;4930;0;0;2;2930
10.05.2021 09:00;35;799479;61;1194444;0;0;372;472396;60;126330;7;3630;8;4140;7;3490;7;3560;7;3480;3;3220;2;2280
10.05.2021 10:00;38;644531;68;1070459;0;0;369;410477;74;135640;8;4040;8;4060;8;4180;8;4060;8;4010;7;9030;7;16970
10.05.2021 11:00;20;450140;75;1019803;0;0;343;385110;74;166130;8;3990;8;4060;8;4120;8;4110;8;3940;11;11040;9;21390
10.05.2021 12:00;36;772844;57;975720;0;0;371;400933;72;201466;9;4530;9;4400;8;4060;7;3600;8;4120;6;6420;5;5448
10.05.2021 13:00;39;906451;70;857979;0;0;405;410281;81;153394;10;5060;10;5000;8;4050;7;3440;8;4150;21;16227;3;2780
10.05.2021 14:00;41;791023;81;1400203;0;0;443;532944;76;203986;8;4060;10;5050;9;4570;9;4500;9;4460;5;3590;6;7520
10.05.2021 15:00;31;671164;69;1083888;0;0;469;623357;79;173590;10;5090;10;5010;9;4450;8;4010;9;4580;5;3760;5;3930
10.05.2021 16:00;41;1138493;83;1364722;0;0;501;563932;73;142037;8;4010;8;4030;9;4490;9;4620;9;4510;12;18540;3;2580
10.05.2021 17:00;34;679798;65;1004696;0;0;430;486734;63;88920;8;4030;7;3480;7;3470;7;3510;8;4080;4;3610;5;3780
10.05.2021 18:00;30;790776;77;1020057;0;0;321;389103;60;125450;9;4500;10;4900;9;4500;9;4560;9;4450;32;42940;4;3090
10.05.2021 19:00;14;524370;45;896330;0;0;285;298590;52;50370;9;4460;9;4580;8;4120;8;4120;8;4070;4;8847;3;2490
10.05.2021 20:00;13;397221;49;966617;0;0;219;217240;56;49130;3;1560;3;1440;4;2040;5;2460;5;2540;2;1190;1;1080
10.05.2021 21:00;16;487625;31;540101;0;0;115;97200;43;37530;3;1570;3;1500;4;2040;4;1920;4;1980;0;0;1;690
10.05.2021 22:00;7;194087;10;297923;0;0;79;42930;37;28440;5;2470;5;2520;2;960;2;960;2;960;0;0;0;0
10.05.2021 23:00;4;111590;6;199920;0;0;27;19440;22;11240;2;980;2;1040;4;1990;4;2040;4;2000;0;0;0;0
11.05.2021 00:00;0;0;4;5400;0;0;11;7110;10;2790;1;540;1;540;1;480;1;550;1;480;0;0;0;0
11.05.2021 01:00;0;0;1;16380;0;0;8;4950;4;2160;1;480;1;470;1;480;1;550;1;480;0;0;0;0
11.05.2021 02:00;0;0;1;720;0;0;8;5310;12;3420;1;480;1;480;0;0;0;0;0;0;1;720;0;0
11.05.2021 03:00;0;0;1;360;0;0;12;6390;12;5670;1;480;1;540;1;480;1;480;1;480;0;0;0;0
11.05.2021 04:00;2;56340;4;67760;0;0;25;18630;14;8190;1;540;1;540;2;980;2;1020;2;1080;0;0;0;0
11.05.2021 05:00;4;159443;14;379056;0;0;120;80820;44;20240;4;2010;4;2100;4;1990;4;2010;4;2040;1;740;0;0
11.05.2021 06:00;5;129352;15;282918;0;0;235;221026;44;28260;7;3440;7;3590;9;4460;8;3960;9;4680;1;970;0;0
11.05.2021 07:00;23;668531;45;1043406;0;0;477;506037;73;86480;7;3420;8;3940;9;4580;11;5480;12;6070;2;2550;3;3850
11.05.2021 08:00;22;790873;61;1182597;0;0;443;662350;79;121190;8;4150;8;4000;9;4560;10;5140;10;4980;4;5440;2;1950
11.05.2021 09:00;25;701767;58;1116814;0;0;403;436179;65;88145;9;4650;9;4480;7;3610;8;4087;8;3980;2;2390;1;380
11.05.2021 10:00;34;758975;74;1272703;0;0;334;378245;69;150020;7;3470;8;3970;6;3090;7;3580;8;4140;1;940;3;3270
11.05.2021 11:00;26;561983;73;1242262;0;0;366;373322;71;144350;9;4570;9;4530;7;3580;8;4030;8;3960;8;16230;0;0
11.05.2021 12:00;41;865892;77;1298179;0;0;391;465587;61;223230;8;4010;8;3980;7;3630;7;3440;8;3860;10;10890;0;0
11.05.2021 13:00;32;734357;78;1055460;0;0;403;534367;90;154350;10;5160;10;4980;6;2910;7;3510;8;4150;7;10450;1;880
11.05.2021 14:00;41;571003;75;1065457;0;0;453;528430;76;131757;8;3990;10;4950;8;4000;8;3990;9;4450;8;16340;14;39530
11.05.2021 15:00;43;1401809;81;1333996;0;0;459;443007;82;156770;8;3990;9;4540;9;4450;8;4100;9;4350;17;19019;3;3770
11.05.2021 16:00;37;743631;79;1428562;0;0;474;558835;60;137560;10;5140;10;5070;8;4070;9;4670;9;4610;6;8240;10;36276
11.05.2021 17:00;23;765383;85;1470041;0;0;468;523512;68;191380;9;4500;8;4010;8;3980;8;4030;9;4480;8;5980;0;0
11.05.2021 18:00;26;731590;76;1607498;0;0;362;450320;82;128063;9;4710;10;5150;9;4440;9;4690;9;4530;5;4580;3;1850
11.05.2021 19:00;26;691077;47;1016853;0;0;332;321814;55;74457;7;3570;7;3570;8;3960;8;4100;8;4190;11;14336;15;19618
11.05.2021 20:00;20;591279;43;993379;0;0;242;242530;37;39870;4;1940;4;2000;5;2510;4;1940;5;2420;8;7580;0;0
11.05.2021 21:00;19;629637;38;716654;0;0;158;110240;44;71900;3;1460;3;1480;4;1980;4;1950;4;1980;1;690;0;0
11.05.2021 22:00;3;184020;9;145575;0;0;77;47665;29;12510;5;2600;5;2420;2;960;2;1050;2;980;0;0;0;0
11.05.2021 23:00;1;5220;4;135340;0;0;44;28620;15;9090;2;1020;2;1020;3;1500;3;1560;3;1570;0;0;0;0
12.05.2021 00:00;0;0;3;1260;0;0;16;8370;13;5220;1;500;1;540;1;500;1;480;1;480;0;0;0;0
12.05.2021 01:00;1;52910;1;720;0;0;8;7380;6;2340;0;0;0;0;1;500;1;500;1;480;0;0;0;0
12.05.2021 02:00;0;0;1;180;0;0;6;3420;4;2160;1;480;1;540;0;0;0;0;0;0;0;0;0;0
12.05.2021 03:00;0;0;1;540;0;0;13;6840;10;4410;0;0;0;0;0;0;0;0;0;0;1;570;1;630
12.05.2021 04:00;5;44250;4;76130;0;0;31;23580;12;5400;1;540;1;480;2;1020;3;1570;3;1500;0;0;0;0
12.05.2021 05:00;2;159670;5;107865;0;0;110;62723;30;20160;2;960;3;1520;4;1980;4;1980;4;1940;0;0;0;0
12.05.2021 06:00;3;75410;13;263310;0;0;236;174640;67;47060;8;4180;8;4020;9;4660;9;4580;10;5120;1;1140;0;0
12.05.2021 07:00;19;655492;39;943252;0;0;479;584600;57;90810;8;4060;8;4140;9;4600;10;4970;10;5140;6;6240;5;9170
12.05.2021 08:00;20;647230;55;874443;0;0;466;564170;70;130705;9;4520;8;3910;9;4490;9;4430;10;5180;2;2280;2;2120
12.05.2021 09:00;23;633350;59;1126022;0;0;378;476715;71;171710;6;3080;8;4130;8;4040;8;4050;8;4070;14;13329;1;1270
12.05.2021 10:00;34;842455;62;1016299;0;0;392;452897;65;105200;8;4160;8;4000;8;4040;8;3970;8;4080;7;6100;5;5840
12.05.2021 11:00;27;712641;80;1393464;0;0;400;429334;92;210220;8;4040;8;3960;7;3470;8;4040;8;4090;13;12310;3;5310
12.05.2021 12:00;54;739128;98;1431998;0;0;412;570038;79;286326;8;4130;9;4540;7;3360;7;3530;8;4040;15;19600;8;17650
12.05.2021 13:00;37;724920;87;1086586;0;0;442;519664;87;169650;10;5060;10;4900;8;4050;8;3990;8;4130;8;8570;13;14030
12.05.2021 14:00;40;660282;90;1464490;0;0;475;666230;83;153077;11;5620;11;5540;8;4050;8;3940;9;4670;13;14530;10;8060
12.05.2021 15:00;44;870969;103;1388795;0;0;484;612993;75;246098;7;3690;8;4070;8;4120;8;4060;9;4440;8;8030;8;9370
12.05.2021 16:00;53;1260748;110;1842162;0;0;520;570607;80;108420;9;4658;9;4590;9;4610;9;4480;9;4550;13;23360;6;5790
12.05.2021 17:00;41;822848;122;1730400;0;0;525;638610;69;196597;9;4540;9;4550;9;4600;9;4510;9;4470;26;32260;7;8580
12.05.2021 18:00;42;1009694;96;1634026;0;0;456;542516;79;179333;8;4110;9;4665;7;3530;7;3570;8;3960;40;48126;11;9950
12.05.2021 19:00;18;611514;96;1546935;0;0;364;464412;49;95220;8;4080;8;4000;8;4160;8;4060;8;4100;5;3750;7;7930
12.05.2021 20:00;19;341680;78;1378429;0;0;283;294663;59;153667;4;1990;4;2010;4;2010;4;1980;5;2540;3;2620;3;1710
12.05.2021 21:00;14;435166;39;869006;0;0;187;108710;37;57770;3;1460;3;1620;3;1480;3;1570;4;2040;3;12200;0;0
12.05.2021 22:00;4;137566;22;291750;0;0;98;55530;35;17370;4;1960;5;2480;2;1000;2;980;2;1020;1;650;0;0
12.05.2021 23:00;0;0;4;76670;0;0;49;28315;21;6210;2;1090;2;960;2;1020;3;1570;3;1530;0;0;0;0
13.05.2021 00:00;0;0;4;69804;0;0;20;16560;10;3330;2;960;2;1080;1;550;1;480;1;500;0;0;0;0
13.05.2021 01:00;0;0;1;63980;0;0;10;7110;6;2520;0;0;0;0;1;540;1;500;1;480;0;0;0;0
13.05.2021 02:00;0;0;0;0;0;0;16;9360;7;2070;1;480;1;500;0;0;0;0;0;0;0;0;0;0
13.05.2021 03:00;0;0;0;0;0;0;7;4230;5;1890;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.05.2021 04:00;1;50120;0;0;0;0;14;8010;5;1350;1;500;1;540;0;0;1;500;1;540;0;0;0;0
13.05.2021 05:00;1;10710;2;60875;0;0;28;13500;7;3420;1;540;1;540;0;0;0;0;0;0;0;0;0;0
13.05.2021 06:00;5;187100;6;194750;0;0;32;16200;13;6840;3;1580;3;1440;2;960;2;1080;2;1060;0;0;0;0
13.05.2021 07:00;4;119410;6;192548;0;0;54;28170;16;6840;2;1040;2;960;2;960;2;980;2;990;0;0;0;0
13.05.2021 08:00;4;173038;10;424581;0;0;77;41670;17;7650;4;2100;4;2040;3;1580;3;1500;3;1460;0;0;0;0
13.05.2021 09:00;3;129840;19;310789;0;0;110;57510;43;40840;3;1520;3;1500;3;1630;3;1520;3;1460;2;2350;0;0
13.05.2021 10:00;5;122560;24;313776;0;0;149;89730;27;40310;3;1570;4;2100;2;1050;2;1030;4;2000;3;2870;3;5250
13.05.2021 11:00;27;616540;26;449806;0;0;162;165511;32;21510;3;1480;3;1560;2;980;3;1450;3;1500;0;0;1;830
13.05.2021 12:00;20;585662;27;436045;0;0;233;183330;38;72980;3;1440;3;1500;3;1540;4;2050;3;1500;3;1990;0;0
13.05.2021 13:00;5;130380;23;380470;0;0;263;192540;34;66466;3;1440;3;1570;2;980;2;960;3;1600;15;14229;1;940
13.05.2021 14:00;14;456420;22;234240;0;0;240;214540;53;48420;4;2020;3;1570;2;1020;4;2060;4;2020;6;4269;3;2850
13.05.2021 15:00;11;395919;40;768302;0;0;236;231628;33;40760;3;1580;3;1500;3;1520;3;1460;3;1520;20;24740;0;0
13.05.2021 16:00;11;528311;27;589306;0;0;202;233616;48;65340;3;1470;4;2060;3;1440;4;2050;4;1940;4;4410;4;22880
13.05.2021 17:00;11;387955;25;406030;0;0;227;239393;35;58670;2;1020;2;980;2;1060;3;1500;3;1440;1;1377;2;2150
13.05.2021 18:00;14;510646;20;413738;0;0;219;187068;41;58500;5;2400;5;2490;4;2050;4;2040;4;2000;7;5640;1;380
13.05.2021 19:00;9;283884;31;933233;0;0;193;168020;31;47610;2;990;2;1040;2;1020;3;1440;3;1520;1;580;0;0
