01.06.2020 00:00;Bel_D11;Vwz_D11;Bel_D12;Vwz_D12;Bel_D21;Vwz_D21;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_MP1;Vwz_MP1;Bel_MP2;Vwz_MP2;Bel_MP3;Vwz_MP3;Bel_MP4;Vwz_MP4;Bel_MP5;Vwz_MP5;Bel_T1_2;Vwz_T1_2;Bel_T3_4;Vwz_T3_4
01.06.2020 00:00;5;146070;15;564642;0;0;93;63720;30;10620;1;540;1;480;2;1000;2;980;3;1520;0;0;0;0
01.06.2020 01:00;1;5940;7;77670;0;0;82;42300;34;12150;1;500;1;480;1;480;1;500;1;500;0;0;0;0
01.06.2020 02:00;1;18360;7;223566;0;0;35;16380;14;5040;1;480;1;500;0;0;0;0;0;0;0;0;0;0
01.06.2020 03:00;0;0;0;0;0;0;29;14670;20;5570;1;540;1;500;1;540;1;540;1;480;5;4250;0;0
01.06.2020 04:00;0;0;0;0;0;0;24;14940;9;2070;1;480;1;540;2;1020;2;960;2;1040;0;0;0;0
01.06.2020 05:00;0;0;1;66240;0;0;33;14390;6;2970;1;480;1;540;0;0;0;0;0;0;0;0;0;0
01.06.2020 06:00;1;1440;1;59840;0;0;24;12420;13;6030;3;1520;3;1510;2;1020;2;960;2;1000;0;0;0;0
01.06.2020 07:00;0;0;2;55440;0;0;40;20790;8;3240;2;980;2;1000;2;1030;2;1040;2;1040;0;0;0;0
01.06.2020 08:00;1;57590;6;154860;0;0;63;31740;18;10080;3;1500;3;1510;2;960;2;1030;2;980;0;0;0;0
01.06.2020 09:00;2;75140;14;68650;0;0;133;84510;52;47880;3;1560;3;1530;3;1540;3;1620;3;1540;4;24440;0;0
01.06.2020 10:00;5;165710;16;436967;0;0;173;117933;44;20160;3;1620;4;2000;3;1500;3;1560;4;2120;2;1860;2;2450
01.06.2020 11:00;21;407506;29;652254;0;0;246;223033;44;57927;3;1530;3;1500;3;1520;3;1520;3;1540;0;0;1;660
01.06.2020 12:00;12;407626;18;336920;0;0;254;212266;52;46080;4;2020;4;1970;4;2080;4;2000;4;2080;2;1440;1;1220
01.06.2020 13:00;16;248200;18;259665;0;0;291;224587;44;33087;2;1040;3;1480;3;1615;3;1590;3;1620;12;9259;3;2560
01.06.2020 14:00;7;144590;22;590839;0;0;300;213830;55;49230;4;2020;4;2030;4;2040;4;1960;4;1940;3;5110;3;1230
01.06.2020 15:00;10;329806;24;505407;0;0;295;228580;47;32850;3;1520;3;1480;3;1500;3;1470;3;1460;2;1400;1;740
01.06.2020 16:00;7;284810;21;332827;0;0;303;240517;42;41030;4;2130;4;2000;4;2040;4;2090;3;1520;3;2050;0;0
01.06.2020 17:00;7;254257;26;441168;0;0;278;255860;62;85670;3;1560;3;1500;3;1480;3;1480;3;1520;8;5830;3;4712
01.06.2020 18:00;16;242045;27;678037;0;0;314;355950;52;23460;4;2120;4;2050;3;1480;3;1560;4;2060;3;2600;0;0
01.06.2020 19:00;8;236457;16;320113;0;0;280;283641;39;16782;3;1460;3;1580;3;1540;3;1500;2;980;5;8910;5;3790
01.06.2020 20:00;5;191882;25;406402;0;0;251;208870;38;48140;3;1530;3;1470;3;1540;4;2160;4;2070;5;3810;3;2970
01.06.2020 21:00;9;216982;18;508270;0;0;185;118486;26;10800;4;1960;4;2040;3;1460;3;1540;3;1500;1;960;1;910
01.06.2020 22:00;4;124450;19;315098;0;0;164;93116;42;13770;3;1520;3;1470;3;1520;3;1470;3;1460;0;0;0;0
01.06.2020 23:00;4;170564;10;194788;0;0;86;48026;40;13590;2;980;2;980;3;1500;3;1520;3;1560;0;0;0;0
02.06.2020 00:00;4;109610;7;131380;0;0;64;48690;25;8100;1;480;1;490;3;1500;3;1500;3;1490;0;0;0;0
02.06.2020 01:00;1;71990;1;540;0;0;40;22410;17;6300;1;540;1;500;2;980;2;1020;2;1040;0;0;0;0
02.06.2020 02:00;2;1170;3;75690;0;0;17;9000;15;5220;1;490;1;500;0;0;0;0;0;0;0;0;0;0
02.06.2020 03:00;2;129197;1;540;0;0;19;10980;14;5812;1;480;1;480;1;540;1;540;1;480;0;0;0;0
02.06.2020 04:00;0;0;3;119914;0;0;26;19980;12;2700;1;480;1;500;2;980;2;1020;2;1080;1;1090;0;0
02.06.2020 05:00;3;107080;5;40590;0;0;150;94860;31;33830;3;1520;4;2050;2;1020;3;1480;4;2080;1;400;0;0
02.06.2020 06:00;14;578562;13;324723;0;0;304;265493;67;32816;8;4100;8;3970;7;3600;8;4060;8;3980;1;1330;1;950
02.06.2020 07:00;23;693306;45;789126;0;0;594;605539;72;140930;7;3500;7;3560;9;4540;12;6040;12;5940;1;830;4;4320
02.06.2020 08:00;25;752574;53;795976;0;0;599;898314;69;145350;8;4020;8;4050;8;3980;8;4040;9;4600;7;9450;4;3490
02.06.2020 09:00;26;682964;60;1074686;0;0;525;516601;72;128430;6;3070;7;3500;6;3040;6;3080;6;2990;7;8350;5;5210
02.06.2020 10:00;43;840414;86;993270;0;0;562;821412;77;240747;6;3080;6;3010;6;3060;6;3100;6;3060;1;2720;10;9660
02.06.2020 11:00;39;790316;94;1155852;0;0;468;981951;111;273020;6;2980;6;2990;7;3560;6;3010;7;3520;15;14900;9;7090
02.06.2020 12:00;41;830010;92;1485246;0;0;526;743126;90;179810;8;4060;9;4430;7;3510;7;3570;8;4040;11;19816;7;11790
02.06.2020 13:00;35;791268;90;1303931;0;0;596;971179;70;158221;10;5100;10;5110;8;3970;8;4010;8;4060;7;10810;4;4170
02.06.2020 14:00;35;738776;79;1299110;0;0;631;914641;86;183595;11;5410;11;5450;8;3960;9;4560;9;4502;3;2710;2;1910
02.06.2020 15:00;43;991322;87;1503399;0;0;598;869181;79;197320;7;3470;8;4090;8;4130;8;4040;9;4590;13;17960;9;19780
02.06.2020 16:00;57;1367131;85;1463211;0;0;663;1275053;90;235870;9;4590;9;4440;9;4470;9;4520;9;4520;10;12109;2;1120
02.06.2020 17:00;70;1358847;111;1954662;0;0;634;901502;87;262881;10;5070;9;4500;8;4060;8;4070;9;4560;12;10710;8;8340
02.06.2020 18:00;29;798353;75;1384232;0;0;548;560474;71;102580;7;3460;9;4460;8;4180;8;4080;9;4610;12;11060;7;4520
02.06.2020 19:00;20;565586;75;1228700;0;0;459;475347;68;66510;9;4590;8;4020;8;3950;8;4140;8;4100;7;8660;4;3730
02.06.2020 20:00;21;384628;41;943207;0;0;311;272638;47;118250;3;1560;4;2000;5;2580;5;2500;5;2540;5;3910;13;9000
02.06.2020 21:00;17;296420;49;936171;0;0;236;196597;39;28800;3;1510;3;1540;3;1540;3;1550;4;2060;2;2040;0;0
02.06.2020 22:00;7;297886;18;361803;0;0;153;85410;47;16740;4;1980;5;2470;2;980;2;1000;2;1000;0;0;1;690
02.06.2020 23:00;5;157230;12;107440;0;0;104;54990;44;13500;2;980;2;990;3;1520;3;1460;3;1540;1;1080;0;0
03.06.2020 00:00;2;66140;6;133700;0;0;61;33210;27;8730;1;480;1;500;1;540;1;490;2;1000;0;0;0;0
03.06.2020 01:00;0;0;3;156420;0;0;38;20960;19;5760;1;540;1;500;1;500;1;540;1;470;0;0;0;0
03.06.2020 02:00;0;0;1;450;0;0;34;19530;16;4860;1;540;1;500;0;0;0;0;0;0;0;0;0;0
03.06.2020 03:00;1;32400;2;60910;0;0;30;14490;12;3690;0;0;1;540;0;0;0;0;1;480;0;0;0;0
03.06.2020 04:00;0;0;2;720;0;0;27;19350;11;3870;1;540;1;500;2;1080;2;980;2;960;0;0;0;0
03.06.2020 05:00;3;91250;7;114910;0;0;149;106550;31;13140;3;1460;3;1440;5;2520;5;2480;4;2080;1;670;0;0
03.06.2020 06:00;12;412330;16;297310;0;0;313;284497;61;28170;9;4600;9;4520;9;4490;9;4600;10;4980;2;2330;0;0
03.06.2020 07:00;13;453851;47;933311;0;0;602;661675;64;85210;7;3490;7;3580;11;5420;11;5620;11;5520;1;910;4;5370
03.06.2020 08:00;17;562400;48;924548;0;0;582;742341;77;149208;8;4060;8;4070;9;4650;9;4580;9;4680;11;14060;4;2650
03.06.2020 09:00;31;866395;69;1074977;0;0;518;619174;88;67140;8;4140;8;4030;5;2500;6;3060;6;3060;8;10030;1;1240
03.06.2020 10:00;28;986367;52;818980;0;0;486;536604;79;158570;6;2880;6;3080;6;3060;6;2950;6;3100;7;6090;0;0
03.06.2020 11:00;37;660014;67;1258316;0;0;515;623363;82;249340;5;2560;5;2490;7;3580;7;3500;7;3480;9;8010;2;1210
03.06.2020 12:00;28;608687;84;1670162;0;0;550;842278;77;313016;8;4050;8;4030;8;4020;8;4180;8;4080;9;8020;10;13920
03.06.2020 13:00;53;905062;70;927971;0;0;601;968834;80;166984;10;4980;10;4950;8;4040;8;4060;8;3960;4;3720;1;970
03.06.2020 14:00;43;816647;90;1305159;0;0;573;778335;78;115338;10;5020;10;5060;9;4650;9;4560;9;4500;16;13610;25;21400
03.06.2020 15:00;34;778981;75;1490159;0;0;572;849592;62;202351;9;4510;9;4540;9;4450;9;4820;9;4440;8;6490;6;4930
03.06.2020 16:00;49;941295;104;1637741;0;0;619;1281990;77;170804;9;4590;9;4420;8;3900;9;4560;9;4420;40;37580;5;4910
03.06.2020 17:00;32;734123;67;1188087;0;0;576;1187598;83;167372;9;4560;9;4590;8;4100;9;4490;9;4510;9;9460;7;5360
03.06.2020 18:00;19;638578;64;1379937;0;0;555;635542;71;99000;9;4436;9;4460;9;4320;9;4510;9;4450;11;10130;11;88769
03.06.2020 19:00;28;488033;57;1096536;0;0;452;551376;73;92340;9;4380;8;4020;7;3420;8;4080;8;4170;5;7180;4;3710
03.06.2020 20:00;12;291332;53;1190960;0;0;294;241560;45;48600;3;1500;4;2090;4;1990;5;2590;5;2520;3;3040;2;1720
03.06.2020 21:00;10;263480;25;475170;0;0;212;174410;33;39193;3;1500;3;1530;4;2040;4;1990;4;2040;1;1100;1;1400
03.06.2020 22:00;5;250482;22;661155;0;0;157;99790;42;16200;5;2410;5;2480;2;1020;2;960;2;1020;0;0;0;0
03.06.2020 23:00;5;222160;4;45720;0;0;113;63235;20;7830;2;1020;2;980;3;1510;3;1560;3;1560;0;0;0;0
04.06.2020 00:00;3;127550;9;201020;0;0;53;32367;22;6300;1;480;1;480;1;500;1;480;1;480;0;0;0;0
04.06.2020 01:00;0;0;2;1440;0;0;36;18360;19;5040;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 02:00;0;0;0;0;0;0;23;11070;12;2430;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 03:00;1;630;4;72673;0;0;24;13140;17;6300;0;0;0;0;0;0;0;0;0;0;0;0;1;490
04.06.2020 04:00;1;360;4;111940;0;0;27;21060;21;6570;1;490;1;500;2;1030;2;1020;2;960;0;0;0;0
04.06.2020 05:00;4;83680;10;223000;0;0;150;98339;27;24660;3;1500;3;1480;4;1920;5;2580;4;1940;1;920;0;0
04.06.2020 06:00;8;322600;10;72700;0;0;324;247750;56;59310;9;4450;8;4080;8;3920;9;4650;10;4850;4;4400;0;0
04.06.2020 07:00;26;833487;41;1007311;0;0;588;874539;55;103330;8;3850;9;4510;9;4500;10;5020;11;5470;2;2480;2;2280
04.06.2020 08:00;16;475502;67;1271246;0;0;563;732800;71;175100;8;4020;7;3590;9;4650;9;4560;9;4540;7;5120;4;6600
04.06.2020 09:00;31;792343;50;934426;0;0;509;636733;69;187515;6;3040;7;3480;6;3020;6;3130;6;2890;4;6540;4;2499
04.06.2020 10:00;26;575252;62;1362209;0;0;465;585543;61;160400;5;2520;5;2480;5;2410;5;2520;6;3000;0;0;1;820
04.06.2020 11:00;36;856670;78;1378713;0;0;573;737110;70;153080;6;2950;7;3640;7;3490;7;3550;7;3500;5;4620;0;0
04.06.2020 12:00;45;887999;83;1229261;0;0;603;1060689;93;175400;8;3960;8;3920;8;4020;8;4220;8;3970;13;15407;3;2240
04.06.2020 13:00;41;1004131;88;1322073;0;0;560;877666;73;290097;9;4470;9;4680;8;3980;8;4030;9;4590;6;4750;3;1620
04.06.2020 14:00;33;871162;72;1197385;0;0;571;731396;71;188450;9;4570;10;5090;9;4520;9;4610;9;4520;4;3850;9;9190
04.06.2020 15:00;44;1036456;70;1288844;0;0;595;781646;73;171454;9;4510;9;4520;8;3980;9;4450;9;4500;14;11530;6;5720
04.06.2020 16:00;43;1011515;92;1433817;0;0;637;1074350;82;184300;9;4440;9;4570;9;4420;9;4400;9;4450;16;13980;11;12430
04.06.2020 17:00;31;723127;79;1654492;0;0;607;1049995;79;186408;10;4930;10;5070;9;4570;9;4530;9;4400;11;12470;7;8100
04.06.2020 18:00;21;607621;67;1368847;0;0;556;657471;69;173386;8;4090;8;4050;9;4500;9;4590;9;4580;9;9040;12;13379
04.06.2020 19:00;21;425352;59;1162801;0;0;428;431523;62;78470;8;3940;8;4060;8;4030;8;3970;7;3440;6;5900;2;1120
04.06.2020 20:00;15;304980;48;740610;0;0;335;271136;57;100700;4;2050;4;2080;5;2530;5;2460;5;2470;2;920;1;1330
04.06.2020 21:00;6;172577;33;693487;0;0;224;144867;40;41220;3;1560;2;1030;4;2050;4;2050;4;1980;6;7640;4;2570
04.06.2020 22:00;7;164818;15;391726;0;0;154;133683;49;17910;5;2460;5;2510;2;1030;2;960;2;970;2;1590;1;550
04.06.2020 23:00;3;142247;11;60390;0;0;110;72180;30;33560;2;1080;2;980;3;1560;3;1620;3;1460;0;0;0;0
05.06.2020 00:00;2;28340;10;160810;0;0;63;35010;34;12330;1;480;1;540;1;480;1;480;1;480;0;0;0;0
05.06.2020 01:00;0;0;1;65600;0;0;36;19890;14;4320;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 02:00;1;540;0;0;0;0;24;12870;9;2790;0;0;0;0;0;0;0;0;0;0;0;0;1;530
05.06.2020 03:00;0;0;4;51030;0;0;18;11700;8;4500;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 04:00;0;0;7;118656;0;0;21;15210;8;3510;0;0;0;0;1;540;1;480;2;1090;0;0;0;0
05.06.2020 05:00;1;24750;5;115417;0;0;140;115630;23;9180;3;1500;3;1580;3;1510;3;1560;4;2060;1;730;0;0
05.06.2020 06:00;8;162314;19;359066;0;0;298;234340;42;45846;7;3630;7;3550;8;4020;8;4010;9;4450;3;3290;0;0
05.06.2020 07:00;13;461964;41;917747;0;0;585;625359;64;85373;7;3430;8;4080;7;3490;10;5030;11;5480;1;810;2;1380
05.06.2020 08:00;26;672034;41;1158525;0;0;543;594791;65;134350;9;4420;8;4030;9;4510;9;4410;9;4440;3;2440;4;3520
05.06.2020 09:00;27;802470;54;1133357;0;0;464;563200;61;100579;5;2460;6;3000;5;2410;5;2460;5;2400;12;14740;2;2190
05.06.2020 10:00;39;910087;64;1107450;0;0;499;712534;70;109880;7;3480;7;3540;5;2470;5;2470;6;3090;6;8580;5;4000
05.06.2020 11:00;18;497112;83;1446148;0;0;529;752323;68;301788;6;3000;6;2980;7;3660;7;3360;7;3480;10;30896;1;1710
05.06.2020 12:00;32;706865;79;1329125;0;0;558;687853;77;185806;9;4460;9;4540;8;3920;8;3920;8;4160;9;9780;3;2610
05.06.2020 13:00;31;775883;85;1278179;0;0;557;718259;85;172170;9;4810;9;4560;8;3850;8;4160;8;3960;7;6270;5;4050
05.06.2020 14:00;40;969739;81;1309272;0;0;614;746296;72;125856;10;4930;10;5040;8;3950;9;4500;9;4360;11;8200;1;790
05.06.2020 15:00;65;1475690;113;1866237;0;0;618;1181336;91;156203;10;4920;10;5080;9;4510;9;4520;9;4590;0;0;6;4180
05.06.2020 16:00;36;614989;79;1480814;0;0;601;899113;80;258010;8;3960;9;4540;8;3980;8;4080;9;4390;10;9030;5;4220
05.06.2020 17:00;31;859133;100;1896967;0;0;576;1362290;93;253163;8;3980;8;4090;8;4040;8;3920;8;4120;2;1350;3;3750
05.06.2020 18:00;25;430300;92;1730749;0;0;554;880661;81;190700;10;5000;10;5180;9;4500;9;4580;9;4466;9;7760;2;1490
05.06.2020 19:00;33;535136;79;1405962;0;0;455;463066;69;163250;7;3480;8;4040;7;3560;7;3550;8;3900;2;1710;6;9130
05.06.2020 20:00;18;519122;51;943408;0;0;340;305078;46;107990;3;1570;3;1460;5;2420;4;1980;5;2470;7;8930;6;5430
05.06.2020 21:00;10;225230;30;571300;0;0;222;176560;33;14500;4;2040;4;2020;4;2040;4;2050;4;2033;2;2090;0;0
05.06.2020 22:00;6;105550;18;573322;0;0;175;92960;39;15120;4;2010;4;2020;2;1030;2;1080;2;960;0;0;0;0
05.06.2020 23:00;4;152675;17;391818;0;0;123;71820;43;24570;2;960;2;1040;2;960;3;1500;3;1500;1;660;2;1510
06.06.2020 00:00;3;120670;6;97180;0;0;101;54900;40;25300;1;540;1;480;1;540;1;540;1;540;0;0;0;0
06.06.2020 01:00;5;117540;9;236063;0;0;62;31230;29;8550;0;0;0;0;0;0;0;0;1;500;0;0;0;0
06.06.2020 02:00;0;0;4;88560;0;0;39;18720;16;3960;1;540;1;540;0;0;0;0;0;0;0;0;0;0
06.06.2020 03:00;2;38060;6;258990;0;0;35;20250;17;7470;1;480;1;480;0;0;1;480;1;540;0;0;0;0
06.06.2020 04:00;1;39600;6;42570;0;0;20;13410;20;7020;1;480;2;1020;2;950;2;1020;3;1430;0;0;0;0
06.06.2020 05:00;2;55478;7;95480;0;0;70;35190;23;11520;3;1630;3;1580;1;480;1;540;1;540;0;0;0;0
06.06.2020 06:00;2;65925;6;100610;0;0;64;58040;20;7740;2;960;3;1520;2;1080;3;1440;3;1450;0;0;0;0
06.06.2020 07:00;5;153080;16;285880;0;0;116;74738;32;17460;4;2040;4;2060;4;2040;4;1980;4;2050;0;0;0;0
06.06.2020 08:00;11;328186;37;771784;0;0;206;169540;43;24300;4;2110;4;2000;4;1990;4;1980;4;1980;2;1180;1;1220
06.06.2020 09:00;22;503175;59;1054080;0;0;315;344475;66;117180;6;3010;5;2520;4;1980;5;2460;5;2530;7;7170;0;0
06.06.2020 10:00;22;394568;65;1216014;0;0;389;428867;63;198070;4;1990;4;2020;5;2610;5;2580;5;2460;14;14350;1;1900
06.06.2020 11:00;27;642219;86;1112047;0;0;525;658217;56;195767;5;2460;5;2490;5;2400;5;2600;5;2470;9;6980;4;5870
06.06.2020 12:00;32;533715;77;1501090;0;0;531;624570;60;151336;5;2580;5;2620;4;1970;5;2580;5;2470;5;6410;5;5020
06.06.2020 13:00;38;521267;103;1627216;0;0;610;774185;68;163657;5;2410;5;2500;5;2400;5;2400;5;2530;8;7530;13;8310
06.06.2020 14:00;27;526150;83;1240073;0;0;593;789158;67;149536;4;2050;5;2580;5;2530;5;2460;5;2540;18;21800;5;4840
06.06.2020 15:00;30;633271;81;1270497;0;0;584;810321;57;128060;6;3000;5;2400;4;2040;5;2470;5;2620;8;12940;3;2850
06.06.2020 16:00;16;469177;59;1370739;0;0;531;603828;68;111420;4;1990;5;2500;6;2940;6;3130;5;2520;7;10410;8;12910
06.06.2020 17:00;18;503420;85;1336983;0;0;564;711749;46;136306;4;2060;4;2160;4;1990;4;1930;5;2410;5;5150;5;4370
06.06.2020 18:00;23;408701;73;925613;0;0;526;652964;66;240546;4;2050;4;2010;5;2600;5;2460;4;1990;3;2580;4;3070
06.06.2020 19:00;21;484587;80;1071818;0;0;434;451724;49;130760;5;2470;5;2510;3;1510;3;1560;4;2100;0;0;3;3910
06.06.2020 20:00;13;416319;52;1107482;0;0;348;385775;34;37520;3;1440;2;1020;5;2580;5;2470;5;2520;4;4120;4;3660
06.06.2020 21:00;13;254510;51;903132;0;0;235;205730;36;63710;4;1990;6;3040;3;1620;4;2070;4;2060;5;3770;2;1600
06.06.2020 22:00;11;329837;21;542714;0;0;178;153620;43;15930;3;1560;3;1510;2;990;2;990;2;960;0;0;0;0
06.06.2020 23:00;4;163740;14;330260;0;0;151;88370;46;15930;3;1500;3;1490;5;2550;5;2620;4;2060;0;0;0;0
07.06.2020 00:00;4;127600;15;205854;0;0;111;80550;33;10000;1;500;1;490;0;0;0;0;1;540;0;0;0;0
07.06.2020 01:00;3;73936;22;482912;0;0;108;71090;24;24020;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 02:00;1;2070;6;48690;0;0;58;29340;27;7380;1;540;1;540;0;0;0;0;0;0;0;0;0;0
07.06.2020 03:00;1;44640;6;138326;0;0;31;18090;23;7020;0;0;0;0;0;0;0;0;0;0;1;590;0;0
07.06.2020 04:00;0;0;4;141100;0;0;23;12870;11;5040;1;540;1;500;1;540;1;480;2;1040;0;0;0;0
07.06.2020 05:00;0;0;5;195810;0;0;54;24020;9;3240;1;480;1;490;0;0;0;0;0;0;0;0;0;0
07.06.2020 06:00;1;61190;3;75680;0;0;31;14940;15;5940;3;1590;3;1510;3;1530;2;1050;2;980;0;0;0;0
07.06.2020 07:00;1;65600;5;166300;0;0;32;16920;11;5580;2;1020;1;500;1;500;2;950;2;1020;0;0;0;0
07.06.2020 08:00;1;32570;4;37520;0;0;55;26910;15;8280;4;2000;4;2070;3;1460;3;1590;3;1540;0;0;0;0
07.06.2020 09:00;3;55970;19;358030;0;0;115;62190;33;18720;3;1520;3;1632;3;1580;3;1520;3;1460;5;4280;0;0
07.06.2020 10:00;4;72810;11;134607;0;0;147;115100;35;21330;4;2060;4;2000;4;2020;4;1980;4;1980;3;6280;0;0
07.06.2020 11:00;18;328483;29;566547;0;0;206;166660;49;101330;3;1440;3;1490;3;1480;3;1560;3;1500;4;5890;0;0
07.06.2020 12:00;7;165895;14;316577;0;0;252;174320;49;29970;4;2100;4;1950;4;2020;4;2020;4;1940;1;1010;0;0
07.06.2020 13:00;6;190777;15;235520;0;0;276;144260;34;14400;3;1500;3;1460;3;1540;2;980;3;1500;0;0;0;0
07.06.2020 14:00;7;122570;27;399035;0;0;303;245970;35;43470;4;2060;4;2000;4;2040;3;1440;3;1520;11;10430;0;0
07.06.2020 15:00;4;100250;21;365415;0;0;290;180980;52;68186;3;1520;3;1480;3;1520;2;950;3;1570;1;770;0;0
07.06.2020 16:00;7;206746;27;367027;0;0;309;265850;54;102702;4;2020;4;2030;4;2050;4;1990;4;2040;3;1780;29;31970
07.06.2020 17:00;12;230630;25;578700;0;0;316;228520;38;44360;3;1550;2;990;3;1550;3;1500;3;1520;6;6610;3;3530
07.06.2020 18:00;31;465331;37;487853;0;0;318;292760;52;55350;4;2080;4;1980;4;1960;4;1950;4;2080;0;0;6;5010
07.06.2020 19:00;8;145831;21;352907;0;0;255;186550;29;12330;3;1470;3;1450;3;1580;3;1500;3;1480;2;1250;2;1690
07.06.2020 20:00;8;211067;20;243430;0;0;223;144980;30;13950;3;1460;3;1500;2;1040;3;1540;4;2000;1;940;0;0
07.06.2020 21:00;7;260710;17;395552;0;0;162;102230;32;10620;4;2020;4;1980;3;1460;3;1630;3;1480;1;1590;0;0
07.06.2020 22:00;3;116516;16;401422;0;0;151;97064;40;14490;3;1540;2;1000;3;1540;3;1580;3;1460;1;1540;0;0
07.06.2020 23:00;2;71270;13;268679;0;0;95;53730;31;18990;2;960;2;970;2;1040;2;1080;3;1480;0;0;0;0
08.06.2020 00:00;3;112530;6;59760;0;0;57;31320;23;10620;0;0;1;540;2;1010;2;1080;2;1020;0;0;0;0
08.06.2020 01:00;0;0;4;120490;0;0;24;13320;16;6120;0;0;0;0;1;490;1;540;1;500;0;0;0;0
08.06.2020 02:00;2;63608;1;29700;0;0;27;12420;12;3870;1;540;1;490;0;0;0;0;0;0;0;0;1;540
08.06.2020 03:00;0;0;1;35730;0;0;22;11700;12;3960;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 04:00;0;0;2;40545;0;0;28;20880;14;5490;1;540;1;500;3;1520;3;1520;3;1500;0;0;0;0
08.06.2020 05:00;4;174130;5;47935;0;0;154;106810;20;10890;3;1570;3;1540;4;2080;5;2540;4;1930;0;0;0;0
08.06.2020 06:00;5;210807;10;145474;0;0;334;238930;50;24660;8;4020;8;3960;8;4170;8;4020;9;4580;4;3580;1;720
08.06.2020 07:00;23;760951;37;716022;0;0;593;635988;63;114611;8;4040;8;4010;12;6070;12;6000;12;6210;7;8010;0;0
08.06.2020 08:00;28;786668;38;820825;0;0;564;590301;86;104300;8;4100;8;4000;7;3500;8;4020;9;4540;5;4140;1;660
08.06.2020 09:00;22;564244;46;893865;0;0;502;563730;80;180610;7;3640;7;3500;6;3100;6;2970;6;2960;4;3770;2;1200
08.06.2020 10:00;32;715165;58;1247935;0;0;497;531997;82;119590;7;3520;7;3590;6;3160;6;3140;6;3070;9;11559;1;730
08.06.2020 11:00;30;647837;75;1208950;0;0;550;759320;84;320708;5;2480;5;2510;7;3620;7;3620;7;3540;5;6350;1;1660
08.06.2020 12:00;108;1606183;92;1652936;0;0;598;982501;93;166286;10;5090;9;4450;8;4070;7;3470;8;4000;6;9790;7;6310
08.06.2020 13:00;24;462245;74;1120001;0;0;589;677272;76;163398;8;4130;9;4470;8;4100;8;3940;8;4120;4;3850;8;11770
08.06.2020 14:00;33;550665;85;1237599;0;0;557;738911;79;191154;10;5170;11;5400;9;4510;9;4500;9;4660;6;6220;7;5140
08.06.2020 15:00;39;878001;69;1277465;0;0;598;769877;71;102644;8;4030;8;4057;7;3390;9;4640;9;4480;12;23406;2;2120
08.06.2020 16:00;34;1019656;83;1297032;0;0;641;613917;80;163722;7;3520;8;4065;8;4120;8;4070;8;4080;12;12830;6;5180
08.06.2020 17:00;32;863581;93;1474240;0;0;560;644563;74;108911;9;4550;9;4550;9;4610;9;4480;9;4500;9;8119;10;9050
08.06.2020 18:00;20;374290;64;1231150;0;0;497;513501;79;142810;9;4520;9;4540;9;4520;9;4560;9;4690;14;21410;4;3590
08.06.2020 19:00;14;539450;52;1180962;0;0;414;420980;57;34560;7;3630;7;3590;7;3500;7;3570;7;3430;8;8760;2;2400
08.06.2020 20:00;17;452321;39;868574;0;0;284;264532;51;97517;4;2040;4;1960;5;2500;5;2600;5;2540;2;1160;0;0
08.06.2020 21:00;5;194522;27;688452;0;0;196;127080;25;8100;3;1520;3;1490;4;1980;4;2100;4;1920;1;2450;7;7680
08.06.2020 22:00;5;102600;26;438016;0;0;150;98820;42;16470;5;2560;5;2540;2;1040;2;990;2;1020;2;1750;1;840
08.06.2020 23:00;2;121120;9;69248;0;0;100;60820;39;13410;2;1020;2;1000;3;1540;3;1520;3;1510;1;1350;0;0
09.06.2020 00:00;2;83060;6;122750;0;0;47;35460;14;3870;1;500;1;500;1;540;1;480;1;540;0;0;0;0
09.06.2020 01:00;1;78714;4;135970;0;0;33;19260;16;6750;0;0;0;0;1;480;1;480;1;480;0;0;0;0
09.06.2020 02:00;1;42920;0;0;0;0;20;18260;11;3780;1;500;1;500;0;0;0;0;0;0;0;0;0;0
09.06.2020 03:00;1;360;1;450;0;0;18;9810;14;5930;0;0;0;0;0;0;0;0;0;0;0;0;1;570
09.06.2020 04:00;1;67230;2;20610;0;0;24;16260;16;4320;1;500;1;500;2;980;2;1040;2;960;0;0;0;0
09.06.2020 05:00;4;74060;6;170345;0;0;150;76770;27;10800;3;1560;3;1490;5;2560;5;2400;5;2620;0;0;0;0
09.06.2020 06:00;8;209940;17;283700;0;0;354;292207;61;48928;9;4470;9;4550;9;4620;9;4520;8;3990;1;790;0;0
09.06.2020 07:00;26;892806;42;814725;0;0;619;653207;78;221330;6;3070;7;3490;10;5080;10;5000;12;6080;0;0;0;0
09.06.2020 08:00;20;453730;70;1303042;0;0;615;866309;86;127510;9;4530;8;4030;9;4620;8;4060;9;4640;4;4490;3;2350
09.06.2020 09:00;30;571701;69;1031506;0;0;556;563291;68;85040;6;3040;7;3510;6;3090;6;2980;6;3060;11;9740;7;7540
