01.06.2020 00:00;Bel_D110;Vwz_D110;Bel_D111;Vwz_D111;Bel_D121_1;Vwz_D121_1;Bel_D121_2;Vwz_D121_2;Bel_D20;Vwz_D20;Bel_D21;Vwz_D21;Bel_D50;Vwz_D50;Bel_D51;Vwz_D51;Bel_D81_1;Vwz_D81_1;Bel_D81_2;Vwz_D81_2;Bel_TBS31;Vwz_TBS31;Bel_TBS31a;Vwz_TBS31a;Bel_TBS32;Vwz_TBS32;Bel_TBS32a;Vwz_TBS32a;Bel_TBS35;Vwz_TBS35;Bel_TBS35a;Vwz_TBS35a;Bel_TBS38;Vwz_TBS38;Bel_TBS38a;Vwz_TBS38a;Bel_TBS41;Vwz_TBS41;Bel_TBS41a;Vwz_TBS41a;Bel_TF35;Vwz_TF35;Bel_TF35a;Vwz_TF35a;Bel_TF41;Vwz_TF41;Bel_TF41a;Vwz_TF41a;Bel_V112;Vwz_V112;Bel_V122;Vwz_V122;Bel_V22;Vwz_V22;Bel_V52;Vwz_V52;Bel_V53;Vwz_V53;Bel_V54;Vwz_V54;Bel_V55;Vwz_V55
01.06.2020 00:00;0;0;6;102000;8;140400;6;57600;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;9;10800;8;9600;0;0;0;0;0;0;4;3000;0;0
01.06.2020 01:00;2;0;3;28200;2;88800;2;27600;0;0;3;35400;2;600;7;33600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;6;7800;3;3000;1;3000;6;14400;12;10800;3;1800;1;1200
01.06.2020 02:00;0;0;3;42600;2;38400;2;2400;0;0;0;0;0;0;2;16200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;5;19200;4;4800;0;0;3;4200;2;2400;3;3600;1;600
01.06.2020 03:00;1;0;1;29400;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;1;4800;1;1800;0;0;2;1200;1;0;1;600;0;0
01.06.2020 04:00;0;0;1;1800;1;14400;1;12600;0;0;1;46200;0;0;3;23400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;1;3000;1;1200;1;48600;5;7800;4;5400;3;2400;0;0
01.06.2020 05:00;2;0;6;136800;3;4800;3;5400;1;0;3;21000;1;1200;3;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;6;19200;1;17400;5;31800;3;6600;3;4200;8;8400;0;0
01.06.2020 06:00;1;1200;9;99600;3;51600;5;33000;1;600;2;84600;3;25800;9;67800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;8;68400;1;3000;2;45600;9;78600;9;20400;9;8400;3;1800
01.06.2020 07:00;0;0;2;35400;2;44400;2;43800;0;0;0;0;6;1800;13;85200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;2;40200;5;625800;0;0;13;39600;12;23400;3;3000;2;3000
01.06.2020 08:00;0;0;8;32400;4;1200;2;1800;1;0;1;34800;1;1800;12;29400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;10;28200;2;582000;1;3000;13;32400;14;24600;9;11400;2;3000
01.06.2020 09:00;3;0;15;334200;11;276600;14;34200;1;600;3;47400;13;2400;29;81000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;25;106800;9;17400;4;7200;27;100200;28;48000;14;15600;6;14400
01.06.2020 10:00;10;16200;26;156000;15;102000;15;100200;2;600;10;81600;29;28200;42;163800;0;0;0;0;0;0;0;0;1;600;0;0;1;600;8;30600;0;0;0;0;3;9000;1;600;0;3600000;2;1200;0;3600000;0;0;38;134400;9;21600;14;33600;40;138600;42;67200;26;27600;7;6600
01.06.2020 11:00;15;5400;41;386400;25;457800;27;352200;4;600;20;328200;22;24600;54;231600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;50;202800;20;45000;26;142200;48;183600;52;81000;63;60000;4;1800
01.06.2020 12:00;11;12000;44;577200;150;629400;27;461400;7;34800;11;156600;22;46200;43;162000;0;0;0;0;0;0;0;0;0;0;0;0;2;2400;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;52;306600;15;90600;12;34800;39;171000;43;64800;54;57000;11;8400
01.06.2020 13:00;17;16800;50;533400;21;237600;61;167400;6;7200;16;168000;39;8400;55;234600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;0;0;0;0;0;0;0;0;0;3600000;1;600;0;3600000;0;0;58;292800;12;78600;15;124800;48;175200;52;78600;55;58800;5;2400
01.06.2020 14:00;33;80400;46;346200;48;522000;28;332400;11;40800;19;354600;32;84600;32;163800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;7;9600;0;3600000;0;0;0;3600000;5;4800;67;292800;16;95400;51;107400;29;156600;31;45600;65;67200;4;4200
01.06.2020 15:00;23;24600;40;358800;25;306600;20;49200;4;16200;15;191400;33;114600;53;229200;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;53;180000;11;44400;13;81000;49;201600;53;77400;59;53400;4;4200
01.06.2020 16:00;10;3600;47;823800;24;583800;21;570600;3;3000;15;223800;30;40800;50;432000;0;0;0;0;0;0;0;0;1;600;0;0;0;0;1;600;1;600;0;0;0;0;0;0;0;3600000;2;1800;0;3600000;0;0;43;627000;20;109200;58;3216000;44;325800;54;74400;48;50400;7;22200
01.06.2020 17:00;21;58200;60;864000;17;366000;19;249600;2;600;11;199800;36;53400;60;384000;0;0;0;0;0;0;0;0;1;3000;0;0;0;0;3;2400;0;0;0;0;0;0;6;9000;0;3600000;2;2400;0;3600000;2;1800;55;956400;17;1448400;11;2150400;47;388200;60;93000;61;66600;7;26400
01.06.2020 18:00;16;26400;44;663600;51;416400;21;319200;2;0;13;117600;18;38400;47;240600;0;0;0;0;0;0;0;0;0;0;0;0;1;600;3;6600;0;0;0;0;0;0;0;0;0;3600000;2;2400;0;3600000;0;0;49;330600;8;1784400;19;990000;46;183000;48;69600;53;57600;9;82200
01.06.2020 19:00;12;2400;34;286800;19;361800;28;324600;2;1800;11;393600;25;30600;53;195000;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;3600000;2;1200;0;3600000;0;0;42;193800;15;105600;14;72600;50;194400;53;85200;46;52200;21;307800
01.06.2020 20:00;7;25200;32;267600;74;244800;46;160800;3;600;13;88800;12;600;32;116400;0;0;0;0;0;0;0;0;1;600;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;3600000;2;1200;0;3600000;1;600;36;114600;13;41400;13;43200;31;99000;32;46800;35;36000;5;3600
01.06.2020 21:00;3;2400;30;270600;16;325200;16;202200;2;0;4;17400;13;2400;37;154800;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;31;121800;23;64200;5;13800;38;97200;39;55200;28;29400;4;5400
01.06.2020 22:00;3;600;15;186600;3;127200;5;121200;0;0;2;11400;6;1200;15;52200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;22;64200;10;13800;3;7200;20;28800;20;19200;11;12000;2;3000
01.06.2020 23:00;3;0;7;18000;4;82200;3;81000;1;600;3;40200;2;600;15;157800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3598800;0;0;0;3598800;0;0;4;7200;4;7200;3;6000;16;32400;13;19200;6;5400;2;3000
02.06.2020 00:00;0;0;3;20400;5;136800;12;91800;0;0;2;15000;2;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;5;9000;5;14400;1;4800;3;6600;3;6000;4;1800;0;0
02.06.2020 01:00;1;0;0;0;1;1800;1;1200;0;0;1;37200;0;0;3;27000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;3;1200;1;1800;1;4800;3;5400;4;3600;1;1200;1;3000
02.06.2020 02:00;0;0;4;45600;5;91200;5;90600;0;0;1;37200;1;1200;3;22200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;9;10800;6;4800;1;2400;3;3600;3;3000;6;4200;0;0
02.06.2020 03:00;0;0;1;600;3;68400;3;20400;0;0;1;49200;0;0;2;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;3;2400;3;4200;1;25800;3;3000;1;1200;2;1800;0;0
02.06.2020 04:00;0;0;9;121200;7;92400;7;78000;0;0;3;1800;4;11400;12;99000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;11;28200;8;6600;4;3000;16;40800;14;15600;8;9600;0;0
02.06.2020 05:00;1;0;28;412200;18;232800;22;201000;2;600;7;114600;10;15600;66;234000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;29;233400;15;148200;8;64800;54;229800;64;96000;26;28800;4;3000
02.06.2020 06:00;6;1200;52;567000;47;869400;46;745800;6;17400;21;338400;37;42000;164;455400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;0;3600000;0;0;0;3600000;1;600;79;633600;48;719400;24;265800;120;639000;137;295200;63;67200;6;4800
02.06.2020 07:00;32;55800;136;1626600;67;1458000;72;1231200;14;88200;64;918600;74;61800;319;802800;0;0;0;0;1;600;0;0;1;600;0;0;2;2400;4;3000;0;0;0;0;2;1200;0;0;0;3600000;14;12600;0;3600000;1;600;101;2194200;69;1673400;61;603000;174;1072200;248;633600;140;194400;39;82800
02.06.2020 08:00;28;84600;131;1542600;80;1185000;81;1186800;18;91800;63;1155000;62;70200;261;930000;0;0;0;0;1;600;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;2;1800;0;3600000;3;1800;0;3600000;1;1800;105;1650000;74;1905600;69;669000;139;1192200;221;562200;133;191400;31;40200
02.06.2020 09:00;48;32400;159;1530000;90;1572000;93;1293000;14;6000;56;825000;65;149400;185;700800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;1;600;116;1808400;67;1041600;52;679800;127;853200;159;354600;142;207600;40;43200
02.06.2020 10:00;33;72600;111;1102800;82;1153200;84;1035000;14;10800;43;751800;57;34800;146;568800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;3600000;1;600;0;3600000;0;0;132;1155600;64;694200;49;498000;108;558000;131;262200;114;144000;30;36000
02.06.2020 11:00;24;16200;165;1393200;103;1138200;108;934800;14;31800;45;690000;56;133800;163;549600;0;0;0;0;0;0;0;0;0;0;0;0;1;600;2;1200;0;0;1;600;0;0;0;0;0;3600000;2;1200;0;3600000;0;0;122;1319400;57;774000;41;489000;113;617400;148;306000;166;190200;38;38400
02.06.2020 12:00;19;3600;184;1408800;354;1549800;177;1316400;14;4800;59;877200;43;130800;183;716400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1200;0;3600000;0;0;0;3600000;1;600;116;1549200;79;953400;59;472200;129;795000;177;310200;193;231600;29;62400
02.06.2020 13:00;34;46200;184;1228200;209;1458600;109;1115400;15;9000;54;876600;55;72600;173;568200;0;0;0;0;1;600;0;0;0;0;0;0;1;1200;1;1800;0;0;0;0;0;0;0;0;0;3600000;1;600;0;3600000;1;600;136;1215600;85;1146600;51;703800;132;683400;163;294600;180;214200;34;34200
02.06.2020 14:00;20;4800;188;1497600;113;1557000;106;1202400;14;86400;44;798600;51;62400;154;525600;0;0;0;0;2;1200;0;0;0;0;0;0;0;0;1;600;0;0;0;0;2;1800;1;600;0;3600000;1;600;0;3600000;0;0;131;1615800;70;801000;53;397800;120;613200;140;262800;183;220200;23;26400
02.06.2020 15:00;46;49200;218;1717800;105;1725000;108;1519800;15;30000;44;848400;46;40800;142;513000;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;1;1200;0;0;0;3600000;0;0;0;3600000;1;600;146;1576200;67;1224000;45;537000;113;566400;143;228600;212;244800;31;29400
02.06.2020 16:00;44;17400;250;1662000;146;1408200;150;1176000;20;87600;45;1058400;68;94800;151;498600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;1;600;0;3600000;1;600;171;1716000;82;1105800;49;738000;115;616200;145;228000;250;312600;33;42000
02.06.2020 17:00;50;103200;212;1461600;316;1695600;138;1506000;18;76200;75;1481400;49;148800;132;563400;0;0;0;0;0;0;0;0;1;600;0;0;1;600;2;1800;0;0;0;0;0;0;1;1200;0;3600000;3;2400;0;3600000;3;1800;123;1818600;71;1428600;50;1138800;104;548400;128;216000;224;445200;24;69600
02.06.2020 18:00;35;111600;154;1104000;110;1282800;111;1042200;18;254400;52;1161600;46;79800;88;363600;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;2;1200;1;1200;0;3600000;5;4200;0;3600000;1;600;117;1042800;72;830400;48;775200;79;331200;86;133200;182;233400;20;29400
02.06.2020 19:00;25;8400;88;728400;95;992400;63;925800;9;36000;24;666000;32;58800;66;215400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;1;600;0;3600000;0;0;0;3600000;1;600;93;769200;47;388800;27;400800;56;231600;61;99000;109;121800;6;6600
02.06.2020 20:00;18;35400;63;631200;40;775200;60;729600;7;6600;12;180600;24;12000;35;138600;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;3600000;0;0;0;3600000;1;600;70;405000;31;336000;14;52200;32;136800;32;54000;63;79800;9;18000
02.06.2020 21:00;6;600;33;404400;28;655800;36;490800;0;0;10;134400;8;1800;30;161400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;44;229800;27;253800;9;38400;28;109200;31;48000;38;44400;3;1800
02.06.2020 22:00;8;9600;36;403800;34;481200;130;389400;2;0;7;182400;11;5400;16;83400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1200;0;0;0;0;0;3600000;0;0;0;3600000;0;0;51;158400;35;120600;6;39600;19;57000;20;30600;33;29400;8;17400
02.06.2020 23:00;2;0;7;58800;18;481800;18;441600;0;0;6;118800;3;1800;18;73800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;13;28800;21;78600;7;106200;22;36600;22;24600;10;9000;1;0
03.06.2020 00:00;0;0;13;129600;10;162600;10;157800;0;0;4;55200;2;600;4;48600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;16;36600;18;29400;8;23400;5;9600;4;4200;10;8400;2;4200
03.06.2020 01:00;1;0;5;47400;8;393000;144;344400;0;0;0;24000;1;1200;4;25800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;9;24000;14;35400;0;0;6;9000;5;5400;7;5400;1;1200
03.06.2020 02:00;0;0;4;78000;7;247200;8;215400;0;0;1;7800;1;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;9;32400;9;16200;2;600;1;3000;1;1200;5;3600;3;4800
03.06.2020 03:00;0;0;3;8400;8;204000;9;204000;0;0;0;0;0;0;3;24600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;7;11400;13;13200;0;0;5;10200;4;4800;3;1800;1;3000
03.06.2020 04:00;0;0;5;42600;6;130200;6;131400;0;0;4;37200;2;0;12;38400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;74;582000;10;78600;5;36600;10;39600;11;16800;5;4800;0;0
03.06.2020 05:00;4;0;29;312600;25;391200;25;361800;0;0;5;21600;11;3600;73;343800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3600;0;0;0;3600000;0;0;0;3600000;0;0;36;302400;19;259800;5;27600;63;328200;71;123600;28;30600;3;4800
03.06.2020 06:00;17;3600;52;574800;46;699000;46;558000;14;6600;28;282600;33;54600;177;475800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;3600000;3;1800;0;3600000;0;0;57;570000;42;463200;25;178800;114;623400;147;303600;62;79800;8;10800
03.06.2020 07:00;29;34200;142;1533000;74;1251600;74;1183200;16;42000;57;714000;68;52800;334;780000;0;0;0;0;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;7800;0;0;0;3600000;0;0;0;3600000;1;600;99;1475400;50;679800;66;507600;174;1180800;255;640800;144;204600;39;80400
03.06.2020 08:00;34;54000;180;1518600;95;1698600;98;1515000;11;35400;55;967200;109;88200;291;711000;0;0;0;0;0;0;0;0;1;600;1;1200;1;600;2;1200;0;0;0;0;0;0;0;0;0;3600000;4;2400;0;3600000;3;3000;114;1480200;81;1201800;46;676200;167;1065000;234;583800;135;177000;35;64800
03.06.2020 09:00;32;163200;135;1293600;108;1402200;109;1099200;14;60600;54;1105200;47;83400;200;699600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;0;3598800;1;600;0;3598800;1;600;166;1038000;91;888000;40;811800;142;805800;170;418200;134;165000;35;37200
03.06.2020 10:00;26;52200;115;973200;87;1461000;91;1360800;7;27000;37;686400;45;98400;170;486000;0;0;0;0;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;3600000;0;0;0;3600000;0;0;118;1215600;72;799200;42;562800;118;662400;146;271200;108;129000;29;30600
03.06.2020 11:00;26;43200;149;1226400;97;1320000;111;1042800;13;6600;38;786600;50;113400;175;657000;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;1;600;2;1200;0;3600000;0;0;0;3600000;5;4800;133;1096200;67;697200;62;454800;124;715800;151;327000;135;168600;35;44400
03.06.2020 12:00;22;10800;182;1363800;218;1459200;107;1087200;16;19200;43;694200;45;111600;171;624000;0;0;0;0;0;0;0;0;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;3;1800;0;3600000;0;0;129;1224600;75;872400;45;445200;126;727800;155;292800;179;201600;35;32400
03.06.2020 13:00;42;48600;199;1668600;189;1734000;128;1324200;19;14400;50;702600;48;154200;169;586800;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;0;0;0;0;1;600;0;0;0;3600000;1;600;0;3600000;3;2400;148;1587600;85;1019400;52;473400;122;742200;154;299400;195;235200;28;23400
03.06.2020 14:00;26;21000;205;1592400;139;1409400;115;1182000;8;10800;36;543000;45;111000;144;509400;0;0;0;0;1;1200;0;0;0;0;0;0;0;0;2;1800;0;0;0;0;0;0;0;0;0;3600000;3;1800;0;3600000;0;0;139;1679400;72;882000;51;204000;112;552000;133;229800;184;287400;22;25800
03.06.2020 15:00;42;74400;242;1657800;195;1831200;126;1650600;15;13800;45;1105200;48;103200;134;504600;0;0;0;0;2;1200;0;0;0;0;0;0;1;600;1;1200;0;0;0;0;0;0;2;1200;0;3600000;2;1200;0;3600000;2;1200;139;1915800;148;1255800;49;509400;108;579600;127;233400;219;278400;46;44400
03.06.2020 16:00;61;34200;340;1783200;118;1975800;119;1896600;33;127200;66;1434000;42;28800;141;453600;0;0;0;0;1;1200;0;0;0;0;0;0;3;3000;0;0;0;0;0;0;1;600;1;600;0;3600000;1;600;0;3600000;2;1200;119;1921800;74;1439400;45;1194600;118;571800;135;246600;262;375000;37;47400
03.06.2020 17:00;52;19200;234;1573200;127;1623000;129;1504200;24;73200;57;1482000;41;11400;128;490200;0;0;0;0;0;0;0;0;0;0;1;600;2;1200;4;3600;0;0;0;0;0;0;0;0;0;3600000;7;5400;0;3600000;1;600;128;1738200;73;1388400;45;999600;104;483000;121;200400;223;329400;34;44400
03.06.2020 18:00;36;15600;147;1126800;96;1473600;106;1237800;11;132000;41;889800;41;32400;106;396600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;119;1300200;61;846600;40;290400;84;459000;94;163200;160;207600;16;18000
03.06.2020 19:00;18;16200;90;839400;56;868800;56;630000;5;19200;30;617400;23;6600;74;270000;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;85;694200;39;335400;24;465000;64;313200;65;141000;100;133200;8;9600
03.06.2020 20:00;12;3000;52;505800;25;625200;29;522600;1;600;14;300000;16;6000;33;203400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;3600000;1;600;0;3600000;0;0;50;324600;21;198600;17;146400;35;147000;34;62400;55;75600;11;17400
03.06.2020 21:00;4;1200;34;214800;38;849600;39;682800;1;0;11;179400;8;3000;31;319800;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;46;250200;43;392400;12;35400;30;131400;31;50400;39;40200;6;6600
03.06.2020 22:00;8;1800;32;396600;21;452400;22;252000;0;0;6;26400;7;1800;21;45600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;41;145200;40;105600;6;12600;26;43800;25;30000;30;26400;4;3600
03.06.2020 23:00;3;600;14;157200;14;444000;14;320400;0;0;1;1200;3;15600;14;36600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;21;64200;19;73800;2;2400;19;30600;19;18600;14;9600;2;600
04.06.2020 00:00;2;4200;8;73200;15;316800;16;278400;0;0;4;52800;0;0;7;79200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;15;35400;19;72600;5;10200;12;16800;11;10800;10;7200;6;10800
04.06.2020 01:00;2;0;10;109200;14;135000;11;125400;0;0;2;25200;1;0;3;16800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;19;45000;17;30600;1;1200;3;5400;3;3000;10;7800;4;5400
04.06.2020 02:00;0;0;2;46800;7;245400;7;231600;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;8;9000;10;17400;0;0;3;1800;2;1200;1;1200;1;1200
04.06.2020 03:00;1;0;5;72600;6;155400;8;150600;0;0;1;10800;0;0;4;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;8;18000;11;16800;1;4800;6;6000;6;3600;5;3000;4;6000
04.06.2020 04:00;0;0;6;54600;8;217200;9;216600;1;600;4;54000;1;0;14;106200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;9;23400;12;14400;8;51000;12;53400;17;18600;6;3600;3;4200
04.06.2020 05:00;2;0;22;222600;15;349200;17;330000;0;0;6;108600;5;600;66;274200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;25;212400;16;220800;7;64800;59;205200;64;94800;20;19800;4;4200
04.06.2020 06:00;4;0;56;772800;37;736800;36;687000;6;1800;25;340800;33;21000;171;460800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;62;616200;36;396600;23;300600;110;590400;146;319800;60;79800;9;8400
04.06.2020 07:00;19;18600;124;1631400;67;1312200;73;1192200;6;2400;47;765000;55;13200;324;800400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;0;0;0;3600000;3;1800;0;3600000;0;0;82;1353000;50;837000;36;490800;177;1124400;268;604800;124;180000;29;40200
04.06.2020 08:00;17;1200;123;1578000;91;1540200;178;1363800;13;36600;67;965400;97;54600;312;763800;0;0;0;0;0;0;0;0;1;600;0;0;1;600;1;600;0;0;0;0;0;0;0;0;0;3600000;3;1800;0;3600000;0;0;107;1490400;66;1075800;53;688800;193;1136400;270;589800;126;175200;26;63000
04.06.2020 09:00;20;7200;147;1588800;92;1224600;114;1096800;17;9000;51;931200;48;63600;209;592200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;0;120;1234200;55;889200;49;620400;156;781800;199;379200;138;181200;29;49200
04.06.2020 10:00;16;47400;132;1176000;65;1166400;69;947400;8;63000;41;703800;37;91800;161;633600;0;0;0;0;1;600;0;0;0;0;0;0;1;600;0;0;0;0;0;0;1;600;0;0;0;3600000;0;0;0;3600000;0;0;109;1006800;53;548400;39;280800;125;733800;149;295800;126;172200;30;32400
04.06.2020 11:00;20;6600;155;1435200;120;1687200;124;1578600;11;4200;48;968400;29;13800;163;767400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;1;600;120;1393800;80;1038600;47;635400;116;794400;148;294000;148;187800;30;32400
04.06.2020 12:00;23;3600;167;1296000;83;1304400;127;1124400;11;15000;51;804600;29;9600;179;593400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;0;3600000;0;0;0;3600000;0;0;119;1268400;59;849000;55;491400;117;748800;156;361200;169;235200;33;39000
04.06.2020 13:00;20;52800;187;1599000;117;1401000;124;1336800;11;2400;47;766800;39;91200;167;612600;0;0;0;0;1;600;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;3600000;3;1800;0;3600000;0;0;118;1521600;79;990000;47;450000;130;705600;152;316800;183;270000;30;33600
