01.06.2020 00:00;Bel_A51/1_M3_653;Vwz_A51/1_M3_653;Bel_A51_M2_652;Vwz_A51_M2_652;Bel_A55_M6_666;Vwz_A55_M6_666;Bel_H51/1_M2_652;Vwz_H51/1_M2_652;Bel_H51_M1_669;Vwz_H51_M1_669;Bel_H55_M5_665;Vwz_H55_M5_665;Bel_Schluessel_S55;Vwz_Schluessel_S55;Bel_T1;Vwz_T1;Bel_T5;Vwz_T5;Bel_T6;Vwz_T6;Bel_V55_M4_664;Vwz_V55_M4_664;Bel_VR_101_einw;Vwz_VR_101_einw;Bel_VR_102_ausw;Vwz_VR_102_ausw
04.06.2021 14:00;5;5000;5;4980;6;5990;5;5000;5;5000;6;6035;0;0;15;15110;0;0;13;15250;6;5990;17;1740;30;3437
04.06.2021 15:00;4;4000;4;4000;4;3990;4;4000;4;4000;4;4000;0;0;11;11090;0;0;9;9370;4;3980;10;1010;58;5970
04.06.2021 16:00;4;4000;4;4000;4;3990;4;4000;4;3980;4;4000;0;0;17;17120;0;0;7;8490;4;4000;21;2120;49;4980
04.06.2021 17:00;4;3990;4;3990;4;4000;4;3990;4;4000;4;3990;0;0;16;17110;0;0;12;13720;4;4000;22;2600;48;4940
04.06.2021 18:00;4;3990;4;4000;3;2990;4;4000;4;4000;3;3000;0;0;16;18090;0;0;19;19780;3;3000;8;830;50;5504
04.06.2021 19:00;5;5000;5;5000;5;4990;5;5000;5;5000;5;4990;0;0;13;13080;0;0;17;21160;5;4980;11;1120;36;4112
04.06.2021 20:00;3;2990;3;2990;4;4000;3;3000;3;3000;4;3990;0;0;11;11840;0;0;9;9480;4;4000;2;210;27;2780
04.06.2021 21:00;2;2000;2;2000;2;1990;2;2000;2;2000;2;2000;0;0;3;3020;0;0;2;2020;2;2000;5;530;23;2970
04.06.2021 22:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;1990;0;0;2;2010;0;0;2;2920;2;2000;6;620;15;1540
04.06.2021 23:00;2;1990;2;1990;2;2000;2;1990;2;2000;2;2000;0;0;0;0;0;0;0;0;2;2000;1;100;5;520
05.06.2021 00:00;2;2000;2;1990;2;1990;2;1990;2;2000;2;2000;0;0;0;0;0;0;0;0;2;1990;4;400;10;1391
05.06.2021 01:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;1;1000;3;310;10;1415
05.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;1;100;5;540
05.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100;0;0
05.06.2021 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2021 05:00;3;2990;3;3000;3;3000;3;3000;3;2990;3;3000;0;0;0;0;0;0;0;0;3;3000;0;0;0;0
05.06.2021 06:00;4;3970;4;4000;4;3980;4;4000;4;4000;4;4000;0;0;0;0;0;0;0;0;4;4000;0;0;2;200
05.06.2021 07:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;0;0;0;0;1;1010;4;4000;7;720;8;800
05.06.2021 08:00;5;4990;5;5000;4;4000;5;5000;5;5000;4;4000;0;0;2;2900;0;0;5;8555;4;4000;11;1120;4;410
05.06.2021 09:00;4;4000;4;3980;4;4000;4;3990;4;4000;4;4000;0;0;4;4020;0;0;2;2020;4;4000;31;3540;16;1660
05.06.2021 10:00;4;4000;4;3980;4;3990;4;3980;4;3990;4;4000;0;0;10;10080;0;0;11;11260;4;3990;25;2580;29;3020
05.06.2021 11:00;4;3980;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;14;14080;0;0;14;17260;4;4000;34;3470;44;4570
05.06.2021 12:00;4;4000;4;3990;4;4000;4;3980;4;4000;4;3990;0;0;8;8040;0;0;16;17850;4;4000;20;2441;27;2770
05.06.2021 13:00;4;3970;4;4000;4;4000;4;4000;4;4000;4;3990;0;0;12;12090;0;0;10;14140;4;4000;21;2521;41;4220
05.06.2021 14:00;4;4000;4;3990;4;3990;4;3990;4;4000;4;3990;0;0;15;15080;0;0;10;11050;4;3990;17;1710;43;5190
05.06.2021 15:00;4;4000;4;3990;4;4000;4;3990;4;4000;4;3980;0;0;11;11090;0;0;8;8090;4;4000;18;1820;34;3480
05.06.2021 16:00;4;3990;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;16;17090;0;0;8;10170;4;4000;3;310;43;4390
05.06.2021 17:00;4;4000;4;4000;5;4990;4;4000;4;4000;5;5000;0;0;11;11080;0;0;15;17750;5;5000;4;410;32;3702
05.06.2021 18:00;4;4000;4;3990;4;4000;4;4000;4;3990;4;4000;0;0;10;10070;0;0;6;7980;4;4000;4;400;26;2690
05.06.2021 19:00;4;4000;4;3990;4;4000;4;3990;4;4000;4;4000;0;0;10;10070;0;0;11;15600;4;3980;14;1450;20;2080
05.06.2021 20:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;10;11070;0;0;4;4670;2;2056;14;1851;21;2530
05.06.2021 21:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;3;3010;0;0;6;6870;2;2000;2;210;14;1430
05.06.2021 22:00;2;2000;2;1990;2;2000;2;1990;2;2000;2;2000;0;0;4;4030;0;0;0;0;2;2000;2;200;12;1570
05.06.2021 23:00;2;2000;2;2000;2;2000;2;2000;2;1990;2;2000;0;0;1;1010;0;0;0;0;2;2000;4;410;11;1130
06.06.2021 00:00;2;2000;2;2000;2;1990;2;2000;2;2000;2;2000;0;0;1;1010;0;0;0;0;2;1990;2;200;5;510
06.06.2021 01:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;1;1000;1;110;1;100
06.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;210
06.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1010;0;0;0;0;0;0
06.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100;0;0
06.06.2021 05:00;1;1000;1;990;1;990;1;990;2;2000;1;1000;0;0;0;0;0;0;0;0;1;990;2;210;0;0
06.06.2021 06:00;3;3000;3;3000;2;2000;3;3000;2;2000;2;1980;0;0;0;0;0;0;0;0;2;2000;0;0;3;670
06.06.2021 07:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;2;2000;0;0;0;0
06.06.2021 08:00;2;1990;2;2000;2;1990;2;2000;2;2000;2;1990;0;0;0;0;0;0;0;0;2;2000;7;720;4;410
06.06.2021 09:00;2;1990;2;2000;2;1990;2;2000;2;2000;2;2000;0;0;3;3930;0;0;4;4810;2;2000;16;1650;19;1950
06.06.2021 10:00;2;2000;2;1990;2;2000;2;1990;2;1980;2;2000;0;0;9;9070;0;0;4;5370;2;2000;9;930;12;1590
06.06.2021 11:00;2;2000;2;1990;2;1990;2;1990;2;2055;2;2000;0;0;10;10070;0;0;4;4140;2;2000;14;1450;25;2550
06.06.2021 12:00;3;2990;3;3000;3;3000;3;3000;3;3000;3;3000;0;0;11;11950;0;0;8;9430;3;3000;16;1650;22;2642
06.06.2021 13:00;4;3980;4;4000;4;3990;4;4000;4;4000;4;4000;0;0;9;9060;0;0;10;10660;4;3990;5;500;40;4831
06.06.2021 14:00;4;4000;4;3990;4;4000;4;3990;4;4000;4;3990;0;0;11;11060;0;0;8;9950;4;4000;12;1260;34;3480
06.06.2021 15:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;12;12050;0;0;15;16898;4;3990;7;710;28;3255
06.06.2021 16:00;4;3980;4;4000;4;4000;4;4000;4;3990;4;4000;0;0;10;10960;0;0;14;14850;4;4000;9;910;33;3380
06.06.2021 17:00;4;3980;4;4000;4;4000;4;4000;4;3990;4;3990;0;0;9;9070;0;0;12;20690;4;4000;6;600;27;2770
06.06.2021 18:00;4;4000;4;4000;4;4000;4;4000;4;3990;4;4000;0;0;6;6950;0;0;6;6070;4;3990;10;1030;16;1650
06.06.2021 19:00;2;1980;2;2000;2;1990;2;2000;2;2000;2;1990;0;0;2;2010;0;0;4;4050;2;2000;9;910;19;1970
06.06.2021 20:00;2;2000;2;2000;2;2000;2;2000;2;1990;2;1990;0;0;7;7030;0;0;2;2830;2;2000;5;500;16;1670
06.06.2021 21:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;5;5030;0;0;1;1020;2;2000;3;310;7;730
06.06.2021 22:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;1;1000;0;0;0;0;2;2000;3;310;4;400
06.06.2021 23:00;2;1990;2;1990;2;1990;2;1990;2;2000;2;2000;0;0;0;0;0;0;0;0;2;2000;1;100;1;100
07.06.2021 00:00;2;2000;2;2000;2;2000;2;2000;2;1990;2;2000;0;0;0;0;0;0;0;0;2;2000;2;210;3;320
07.06.2021 01:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;1;1000;0;0;0;0
07.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100;0;0
07.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2021 04:00;1;990;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2021 05:00;3;3000;3;3000;3;3000;3;3000;3;2980;3;3000;0;0;0;0;0;0;0;0;3;3000;2;200;0;0
07.06.2021 06:00;4;3990;4;4000;4;3990;4;4000;4;3990;4;4000;0;0;1;1010;0;0;1;1200;4;3990;8;800;5;510
07.06.2021 07:00;6;6000;6;5980;5;5000;6;5980;6;5980;5;5000;0;0;11;11090;0;0;11;17100;5;5000;41;4190;30;3410
07.06.2021 08:00;8;7990;8;7980;10;10000;8;7980;9;9000;9;8980;0;0;8;8970;0;0;10;15970;9;9000;37;3790;20;2040
07.06.2021 09:00;4;3990;4;3990;4;3990;4;3990;3;3000;4;4000;0;0;12;13060;0;0;12;12320;4;4000;27;2760;17;1750
07.06.2021 10:00;5;4730;5;4990;4;4000;5;5000;5;5000;4;4000;0;0;11;11060;0;0;12;12560;4;3990;20;2060;19;1920
07.06.2021 11:00;3;3260;3;2990;4;3990;3;2990;3;3000;4;4000;0;0;12;12940;0;0;13;14105;4;4000;21;2511;29;2960
07.06.2021 12:00;6;5990;6;5990;5;4990;6;5990;6;5990;5;5000;0;0;7;7040;0;0;8;8100;5;4990;14;1450;46;5583
07.06.2021 13:00;8;7980;8;7990;8;7980;8;7990;8;7980;8;8035;0;0;12;12090;0;0;16;18850;8;8000;32;3270;31;3511
07.06.2021 14:00;5;5000;5;4990;6;5990;5;5000;5;4990;6;5990;0;0;8;8040;0;0;13;15010;6;5990;21;2522;42;5261
07.06.2021 15:00;4;3990;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;14;14080;0;0;14;15680;4;4000;34;3470;35;3941
07.06.2021 16:00;4;3990;4;4000;4;4000;4;4000;4;3990;4;4000;0;0;23;23140;0;0;18;19740;4;4000;35;3912;37;3800
07.06.2021 17:00;4;3990;4;4000;4;4000;4;4000;4;3980;4;4000;0;0;16;18700;0;0;22;25100;4;3990;29;3380;57;5870
07.06.2021 18:00;4;3990;4;3990;4;3990;4;3990;4;3990;4;4000;0;0;12;12890;0;0;10;11580;4;4063;25;2930;66;7531
07.06.2021 19:00;4;3990;4;4000;4;4000;4;4000;4;4000;4;3990;0;0;8;8040;0;0;11;11440;4;3990;17;1760;34;3860
07.06.2021 20:00;4;4000;4;4000;4;3990;4;4000;4;3990;4;4000;0;0;7;7950;0;0;1;1060;4;4000;9;920;17;1760
07.06.2021 21:00;2;1990;3;3000;2;1990;3;3000;2;2000;2;2000;0;0;5;5940;0;0;5;5060;2;2000;5;530;15;1530
07.06.2021 22:00;2;2000;2;1990;2;2000;2;1990;2;2000;2;1990;0;0;3;3020;0;0;1;1010;2;2000;2;220;8;810
07.06.2021 23:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;1990;0;0;0;0;0;0;0;0;2;2000;1;100;6;610
08.06.2021 00:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;2;2000;2;200;2;200
08.06.2021 01:00;0;0;0;0;1;990;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;1;1000;1;110;0;0
08.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;110
08.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2021 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;200
08.06.2021 05:00;3;2990;3;2990;3;3000;3;2990;3;3000;3;3000;0;0;0;0;0;0;0;0;3;3000;6;610;2;210
08.06.2021 06:00;4;4000;4;4000;4;4000;4;4000;4;3990;4;4000;0;0;1;1000;0;0;2;2020;4;4000;9;900;3;300
08.06.2021 07:00;7;7000;7;7000;6;6000;7;7000;7;7000;6;5990;0;0;20;20930;0;0;18;20740;6;6000;58;6321;56;6868
08.06.2021 08:00;7;7000;7;7000;7;7000;7;7000;7;6990;7;7000;0;0;8;9050;0;0;10;10160;7;6990;50;5160;33;3380
08.06.2021 09:00;4;4000;4;4000;4;4000;4;4000;4;3980;4;4000;0;0;9;9030;0;0;10;10130;4;3990;51;5260;35;3580
08.06.2021 10:00;4;4000;4;3980;4;4000;4;3980;4;4000;4;4000;0;0;11;11060;0;0;14;15520;4;4000;29;2960;25;2560
08.06.2021 11:00;3;3000;3;3000;4;4000;3;3000;4;4000;4;3990;0;0;15;15060;0;0;11;12400;4;4000;31;3200;44;4890
08.06.2021 12:00;6;6000;6;6000;5;4990;6;6000;5;5000;5;4990;0;0;12;12090;0;0;22;23500;5;4990;17;1750;48;5652
08.06.2021 13:00;8;7990;8;8000;8;7990;8;8000;8;8000;8;7990;0;0;17;17100;0;0;18;23110;8;8000;17;2091;65;7742
08.06.2021 14:00;5;4990;5;5000;6;6000;5;5000;5;5000;6;6000;0;0;14;14070;0;0;13;14410;6;5990;12;1612;44;4470
08.06.2021 15:00;4;3990;4;4000;4;4000;4;4000;4;4000;4;3990;0;0;20;21140;0;0;14;18140;4;4000;13;1350;57;6252
08.06.2021 16:00;4;4043;4;3990;4;4000;4;3990;4;4000;4;4000;0;0;27;28900;0;0;12;14190;4;4000;2;200;55;5670
08.06.2021 17:00;4;4000;4;4000;4;3990;4;4000;4;4000;4;3990;0;0;19;20140;0;0;24;25790;4;4000;10;1050;94;10401
08.06.2021 18:00;4;3990;4;4000;4;3990;4;4000;4;3990;4;4000;0;0;12;12850;0;0;14;14500;4;3980;11;1120;86;8840
08.06.2021 19:00;5;4980;5;4990;4;4000;5;4990;5;5000;4;3990;0;0;5;5030;0;0;5;5140;4;4000;24;2781;36;3680
08.06.2021 20:00;3;3000;3;3000;4;4000;3;3000;3;3000;4;3990;0;0;9;10040;0;0;5;7150;4;4000;12;1230;22;2220
08.06.2021 21:00;2;2000;2;2000;2;1990;2;2000;2;2000;2;2000;0;0;3;3020;0;0;2;2020;2;1990;13;1691;25;2580
08.06.2021 22:00;2;2000;2;2000;3;3000;2;2000;2;2000;2;2000;0;0;5;5020;0;0;3;3140;2;2000;4;410;19;1940
08.06.2021 23:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;2;2020;0;0;0;0;2;2000;3;300;15;1941
09.06.2021 00:00;2;2000;2;2000;3;3000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;2;1990;1;100;2;200
09.06.2021 01:00;0;0;0;0;1;1000;0;0;0;0;1;990;0;0;0;0;0;0;0;0;1;1000;1;100;0;0
09.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100;1;100
09.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2021 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2021 05:00;3;3000;3;3000;3;2990;3;3000;3;3000;3;3000;0;0;0;0;0;0;0;0;3;3000;4;410;3;300
09.06.2021 06:00;4;3990;4;3980;4;4000;4;3980;4;3990;4;4000;0;0;2;2900;0;0;0;0;4;3990;18;1840;6;630
09.06.2021 07:00;7;6980;7;7000;5;4980;7;7000;7;6990;6;6000;0;0;11;11070;0;0;13;20660;6;5990;55;5580;56;6477
09.06.2021 08:00;7;7000;8;7980;9;8990;8;8000;8;8000;8;8000;0;0;8;8040;0;0;10;10870;8;8000;59;5990;28;2910
09.06.2021 09:00;4;4000;3;3000;3;3000;3;3000;3;3000;3;3000;0;0;13;13070;0;0;9;9560;4;3980;32;3250;29;2960
09.06.2021 10:00;5;5000;5;4950;5;5000;5;4960;5;5000;5;5000;0;0;15;17020;0;0;21;23440;4;4000;8;800;33;3750
09.06.2021 11:00;3;3000;3;3000;4;4000;3;3000;4;4000;4;3980;0;0;13;13080;0;0;12;13590;4;4000;16;2040;36;3670
09.06.2021 12:00;6;5980;6;6000;5;5000;6;6000;5;5000;5;5000;0;0;18;19070;0;0;7;7080;5;4990;25;2550;58;6701
09.06.2021 13:00;8;7990;8;8000;8;7980;8;8000;8;7990;8;7980;0;0;13;13070;0;0;17;17629;8;7990;36;3690;52;5400
09.06.2021 14:00;5;4980;5;4990;6;6000;5;4990;5;5000;7;7000;0;0;8;8050;0;0;10;14520;6;6000;15;1530;53;5440
09.06.2021 15:00;4;4000;4;3970;4;3990;4;3980;4;4000;4;4000;0;0;13;14990;0;0;13;15450;4;4000;4;410;61;6250
09.06.2021 16:00;3;3000;4;4000;4;4000;4;4000;4;3990;4;3990;0;0;20;20970;0;0;13;19970;4;4000;2;200;62;6340
09.06.2021 17:00;5;4990;4;3990;4;4000;4;3990;4;4000;4;4000;0;0;19;20043;0;0;20;20380;4;4000;5;500;63;6810
09.06.2021 18:00;4;3990;4;4000;4;3990;4;4000;4;4000;4;4000;0;0;11;11040;0;0;20;21510;4;3990;3;310;66;6790
09.06.2021 19:00;5;5000;5;5000;4;3990;5;5000;5;4980;4;4000;0;0;8;8030;0;0;9;12260;4;4000;4;400;59;5990
09.06.2021 20:00;3;3000;3;3000;4;3990;3;3000;3;3000;4;4000;0;0;5;5040;0;0;4;4040;4;4000;3;300;40;4912
09.06.2021 21:00;2;2054;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;12;12080;0;0;1;1020;2;2000;7;710;25;3320
09.06.2021 22:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;2;2000;0;0;6;6080;2;2000;5;510;28;3644
09.06.2021 23:00;2;2000;2;2000;2;2000;2;2000;2;1990;3;3000;0;0;1;1010;0;0;1;1010;2;2000;4;420;11;1130
10.06.2021 00:00;2;2000;2;2000;3;2990;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;2;2000;1;100;6;610
10.06.2021 01:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;1;990;0;0;1;100
10.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;200
10.06.2021 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2021 05:00;3;3000;3;3000;3;3000;3;3000;3;3000;3;3000;0;0;0;0;0;0;0;0;3;3000;6;620;3;310
10.06.2021 06:00;4;3990;4;3980;4;3990;4;3990;4;4000;4;3990;0;0;2;2020;0;0;1;1170;4;3990;11;1130;4;410
10.06.2021 07:00;7;7000;7;7000;6;6000;7;7000;7;7000;6;5990;0;0;17;17060;0;0;21;27520;6;6000;55;6441;71;8044
10.06.2021 08:00;7;6990;7;6980;8;7990;7;6990;7;7000;8;8000;0;0;13;13090;0;0;5;5060;8;7990;40;4120;40;4500
10.06.2021 09:00;4;3990;5;4990;4;4000;5;4990;5;5000;4;4000;0;0;10;10080;0;0;8;10290;4;3990;21;2150;36;3690
10.06.2021 10:00;4;4000;3;3000;4;4000;3;3000;4;4000;5;4990;0;0;13;13070;0;0;17;20330;4;4000;7;710;25;2921
10.06.2021 11:00;4;4000;5;4990;4;3990;5;4990;4;4000;4;4000;0;0;14;15100;0;0;8;14800;4;4000;14;1420;39;5130
10.06.2021 12:00;6;6000;5;4990;5;5000;5;4990;5;5000;5;5000;0;0;14;14930;0;0;7;7290;5;5000;26;2660;42;4330
10.06.2021 13:00;9;8990;9;8990;9;9051;9;8990;9;8960;9;8980;0;0;15;15100;0;0;11;11361;9;9000;35;4060;71;8072
10.06.2021 14:00;5;5000;5;4990;5;4990;5;4990;5;4990;6;5990;0;0;17;17100;0;0;15;15850;6;5990;21;2542;55;6395
10.06.2021 15:00;4;3990;4;3980;5;5000;4;4000;4;3990;4;4000;0;0;12;12070;0;0;27;33060;4;4000;28;2880;73;7910
10.06.2021 16:00;3;3000;3;2990;4;3990;3;2990;4;4000;4;4000;0;0;12;12060;0;0;14;17290;4;3990;19;1970;78;8762
10.06.2021 17:00;5;5000;5;5000;4;3990;5;5000;4;3980;4;3990;0;0;12;13000;0;0;15;16270;4;4000;20;2040;84;9011
10.06.2021 18:00;4;3990;4;3980;4;4000;4;4000;4;3990;4;4000;0;0;17;17090;0;0;17;24620;4;3990;6;600;87;9030
10.06.2021 19:00;5;4970;5;5000;4;4000;5;5000;5;5000;4;4000;0;0;9;9070;0;0;10;10789;4;3990;4;410;54;6621
10.06.2021 20:00;3;3000;3;2980;4;3990;3;2980;3;3000;4;4000;0;0;12;12060;0;0;6;7350;4;3980;11;1169;35;3670
10.06.2021 21:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;1990;0;0;5;5940;0;0;4;4040;2;2000;5;510;31;3200
10.06.2021 22:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;1;1010;0;0;0;0;2;2000;7;710;27;3520
10.06.2021 23:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;1990;0;0;3;3010;0;0;0;0;2;2000;4;400;15;1540
11.06.2021 00:00;2;2000;2;1990;2;2000;2;1990;2;1990;2;1990;0;0;0;0;0;0;0;0;2;2000;1;100;5;530
11.06.2021 01:00;0;0;0;0;1;1000;0;0;0;0;1;990;0;0;0;0;0;0;0;0;1;1000;1;100;6;610
11.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100;1;100
11.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100;0;0
11.06.2021 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;110
11.06.2021 05:00;3;2990;3;3000;3;2990;3;3000;3;3000;3;3000;0;0;0;0;0;0;0;0;3;3000;5;530;3;300
11.06.2021 06:00;4;3990;4;3990;4;4000;4;3990;4;3990;4;3980;0;0;2;2010;0;0;0;0;4;4000;5;500;9;920
11.06.2021 07:00;6;5990;7;6980;5;4990;7;6980;7;6990;5;4990;0;0;13;13090;0;0;17;32820;6;5990;64;6935;68;7370
11.06.2021 08:00;8;7990;7;7000;9;8980;7;7000;8;7970;9;9000;0;0;11;11080;0;0;10;12710;8;7980;36;3680;43;5143
11.06.2021 09:00;4;3980;4;4000;4;4000;4;4000;3;2990;4;3990;0;0;10;10070;0;0;11;11990;4;4000;12;1240;21;2160
11.06.2021 10:00;5;5000;5;4980;4;4000;5;4990;5;4990;4;4000;0;0;25;25150;0;0;27;30380;4;3990;13;1380;34;3470
11.06.2021 11:00;3;3000;3;3000;4;4000;3;3000;4;4000;4;3990;0;0;14;15110;0;0;16;18990;4;3990;6;610;50;5530
11.06.2021 12:00;5;5000;5;4990;5;4980;5;4990;5;5000;5;5000;0;0;23;24130;0;0;12;13740;5;5000;33;3420;66;7141
11.06.2021 13:00;8;7980;9;8980;8;7970;9;8980;8;7990;8;7980;0;0;14;14100;0;0;15;17030;8;8000;37;4131;80;8170
11.06.2021 14:00;5;5045;5;4990;6;5990;5;5000;5;5000;6;6000;0;0;11;11970;0;0;20;28930;6;6000;28;2870;71;7710
11.06.2021 15:00;4;3990;4;4000;3;3000;4;4000;4;4000;3;3000;0;0;15;15080;0;0;16;19000;3;3000;4;420;62;6720
11.06.2021 16:00;4;3990;4;4000;5;5000;4;4000;4;3990;5;5000;0;0;16;16100;0;0;22;25060;5;5000;8;810;72;7320
11.06.2021 17:00;4;3990;4;4039;4;4000;4;4039;4;4000;4;4000;0;0;19;19080;0;0;18;20950;4;3990;6;610;64;6951
11.06.2021 18:00;4;3990;4;4000;4;3990;4;4000;4;4000;4;4000;0;0;15;15110;0;0;22;25410;4;3990;3;300;74;7620
11.06.2021 19:00;5;4990;5;4980;4;4000;5;4990;5;5000;4;4000;0;0;11;11050;0;0;11;14550;4;4000;2;220;39;4361
11.06.2021 20:00;3;2990;3;3000;4;3990;3;3000;3;3000;4;3990;0;0;11;11090;0;0;8;12730;4;3990;2;200;45;4640
11.06.2021 21:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;10;10070;0;0;6;8230;2;2000;3;320;26;3011
11.06.2021 22:00;2;2000;2;2000;2;2000;2;2000;2;1990;2;2000;0;0;6;6050;0;0;4;4180;2;2000;1;100;33;4310
11.06.2021 23:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;4;4020;0;0;5;11750;2;2000;11;1140;21;2520
12.06.2021 00:00;2;1990;2;2000;2;2000;2;2000;2;1990;2;1980;0;0;1;1010;0;0;2;2020;2;2000;8;820;11;1120
12.06.2021 01:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;1;1000;3;300;9;920
12.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;720
12.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;110;3;300
12.06.2021 04:00;1;990;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;1;110;5;510
12.06.2021 05:00;3;2980;3;3000;3;2990;3;3000;3;3000;3;3000;0;0;0;0;0;0;0;0;3;3000;1;100;3;721
12.06.2021 06:00;4;4000;4;3990;4;4000;4;3990;4;4000;4;4000;0;0;0;0;0;0;1;1910;4;4000;0;0;2;200
12.06.2021 07:00;4;3990;4;3990;4;3990;4;3990;4;4000;4;3990;0;0;1;1010;0;0;0;0;4;4000;11;1120;4;400
12.06.2021 08:00;5;5000;5;5000;4;4000;5;5000;5;4990;4;3990;0;0;3;3030;0;0;4;4230;4;4000;12;1220;12;1220
12.06.2021 09:00;5;4980;5;5000;4;4000;5;5000;5;5000;4;4000;0;0;9;9060;0;0;12;15190;4;3990;12;1275;16;1660
12.06.2021 10:00;4;3990;4;3990;5;4990;4;3990;4;4000;5;5000;0;0;15;15090;0;0;15;16891;5;5000;19;2681;41;4180
12.06.2021 11:00;4;4000;4;3990;4;4000;4;3990;4;3990;4;4000;0;0;14;14070;0;0;17;26240;4;4000;19;1970;48;5285
12.06.2021 12:00;4;4000;4;3990;4;4000;4;3990;4;4000;4;4000;0;0;12;12080;0;0;20;23260;4;3990;30;3030;61;7442
