01.06.2020 00:00;Bel_A51/1_M3_653;Vwz_A51/1_M3_653;Bel_A51_M2_652;Vwz_A51_M2_652;Bel_A55_M6_666;Vwz_A55_M6_666;Bel_H51/1_M2_652;Vwz_H51/1_M2_652;Bel_H51_M1_669;Vwz_H51_M1_669;Bel_H55_M5_665;Vwz_H55_M5_665;Bel_Schluessel_S55;Vwz_Schluessel_S55;Bel_T1;Vwz_T1;Bel_T5;Vwz_T5;Bel_T6;Vwz_T6;Bel_V55_M4_664;Vwz_V55_M4_664;Bel_VR_101_einw;Vwz_VR_101_einw;Bel_VR_102_ausw;Vwz_VR_102_ausw
01.06.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;1;1010;0;0;0;0;1;1000;4;420;9;1301
01.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;110;2;200
01.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100;2;200
01.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;200
01.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 05:00;1;1000;1;1000;1;1000;1;1000;1;1000;1;1000;0;0;0;0;0;0;0;0;1;1000;1;100;0;0
01.06.2020 06:00;3;2990;3;3000;2;2000;3;3000;3;3000;2;2000;0;0;0;0;0;0;0;0;2;2000;1;100;2;210
01.06.2020 07:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;1;1180;0;0;0;0;2;2000;3;330;0;0
01.06.2020 08:00;2;2000;2;1990;2;2000;2;1990;2;1990;2;1990;0;0;3;4060;0;0;1;1010;2;1990;4;420;4;420
01.06.2020 09:00;2;1990;2;1990;2;2000;2;2000;2;2000;2;2000;0;0;4;4030;0;0;7;7690;2;2000;2;200;10;1020
01.06.2020 10:00;2;1990;2;1990;2;1990;2;2000;2;2000;2;2000;0;0;9;11540;0;0;7;9970;2;1980;1;110;25;2940
01.06.2020 11:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;1990;0;0;8;8060;0;0;5;5130;2;2000;11;1120;38;4323
01.06.2020 12:00;3;3000;3;3000;3;3000;3;3000;3;3000;4;4000;0;0;10;11750;0;0;3;3680;3;3000;15;1540;43;5570
01.06.2020 13:00;4;3802;4;4000;4;3980;4;4000;4;4000;4;4000;0;0;2;2020;0;0;7;7640;4;3990;24;2881;19;2341
01.06.2020 14:00;4;4000;4;3990;4;3990;4;3990;4;4000;4;3990;0;0;6;6990;0;0;5;7759;4;4000;29;2970;40;4471
01.06.2020 15:00;4;4000;4;4000;4;3990;4;4000;4;4000;4;4000;0;0;11;13350;0;0;11;12500;4;4000;6;610;31;3160
01.06.2020 16:00;4;3990;4;4000;4;4000;4;4000;4;4057;4;4000;0;0;11;17160;0;0;16;16420;4;4000;3;310;44;4490
01.06.2020 17:00;4;4000;4;3990;4;4000;4;3990;4;4000;4;4000;0;0;10;11170;0;0;16;16330;4;4000;2;200;50;5592
01.06.2020 18:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;3990;0;0;6;6700;0;0;11;11300;4;4000;3;320;41;4210
01.06.2020 19:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;9;9930;0;0;8;8890;2;2000;1;100;34;3881
01.06.2020 20:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;1990;0;0;6;6210;0;0;9;11690;2;2000;3;320;31;3590
01.06.2020 21:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;8;13047;0;0;5;5060;2;2000;7;740;16;1640
01.06.2020 22:00;2;1990;2;2000;2;1990;2;2000;2;2000;2;2000;0;0;4;4040;0;0;1;1010;2;2000;5;520;11;1511
01.06.2020 23:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;1;1010;2;2000;1;100;3;300
02.06.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;1;1000;0;0;1;100
02.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;210
02.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;2;210;1;100
02.06.2020 05:00;3;2980;3;3000;3;2990;3;3000;3;3000;3;3000;0;0;0;0;0;0;0;0;3;3000;1;100;1;100
02.06.2020 06:00;4;4000;4;3990;4;4000;4;4000;4;3980;4;3990;0;0;1;1010;0;0;1;1010;4;3990;10;1040;3;320
02.06.2020 07:00;4;4000;4;3980;4;4000;4;3980;4;4000;4;3980;0;0;9;9590;0;0;9;10690;4;4000;31;3210;23;2802
02.06.2020 08:00;5;5000;5;5000;4;4000;5;5000;5;5000;4;3990;0;0;8;8650;0;0;12;14160;4;3990;53;5812;43;4420
02.06.2020 09:00;3;3000;3;3000;4;4000;3;3000;3;3000;4;3980;0;0;9;9760;0;0;14;13220;4;4000;7;720;29;2930
02.06.2020 10:00;5;4970;5;5000;3;2990;5;5000;5;4990;3;3000;0;0;9;10100;0;0;13;14070;4;4000;6;610;32;3250
02.06.2020 11:00;3;3000;3;2990;5;5000;3;3000;3;2990;5;5000;0;0;19;21620;0;0;20;22460;4;4000;4;410;41;4695
02.06.2020 12:00;5;5000;5;4980;7;6980;5;4990;5;5000;5;5000;0;0;12;13970;0;0;16;17930;5;5000;18;1840;41;4230
02.06.2020 13:00;4;4000;4;4000;5;5000;4;4000;4;3980;5;5000;0;0;12;13620;0;0;16;17410;5;5000;38;3950;53;5420
02.06.2020 14:00;4;3990;4;4000;4;3990;4;4000;4;4000;4;4000;0;0;12;13060;0;0;15;19360;4;4000;24;2871;45;4580
02.06.2020 15:00;4;4000;4;3990;4;3990;4;3990;4;4000;4;4000;0;0;11;12670;0;0;15;18130;4;4000;19;1970;51;5180
02.06.2020 16:00;4;4000;4;3980;5;5000;4;3980;4;4000;4;3990;0;0;12;14540;0;0;11;11820;4;3990;14;1420;76;8180
02.06.2020 17:00;4;4000;4;4000;4;4000;4;4000;4;3990;4;4000;0;0;26;27700;0;0;21;25747;4;3980;11;1180;117;13203
02.06.2020 18:00;4;3990;4;3990;4;4000;4;4000;4;4000;4;3990;0;0;24;29450;0;0;9;12230;4;4000;7;760;80;8521
02.06.2020 19:00;5;4990;5;4990;4;4000;5;4990;5;4990;4;4000;0;0;6;6920;0;0;13;16810;4;4000;4;410;75;8021
02.06.2020 20:00;3;2990;3;3000;3;3000;3;3000;3;2990;3;3000;0;0;6;6270;0;0;3;3050;3;2980;1;100;40;4110
02.06.2020 21:00;2;1990;2;2000;3;3000;2;2000;2;1990;3;2990;0;0;9;9480;0;0;3;3030;3;3000;4;410;29;3330
02.06.2020 22:00;2;2000;2;1990;2;1990;2;2000;2;2000;2;2047;0;0;2;2930;0;0;1;1010;2;2000;4;410;17;2171
02.06.2020 23:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;1;1020;2;2000;7;720;8;810
03.06.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;2;2920;0;0;0;0;1;1000;2;200;8;820
03.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;1;1220;0;0;0;0;4;410
03.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;110;0;0
03.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;490
03.06.2020 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100
03.06.2020 05:00;3;3000;3;3000;3;2990;3;3000;3;2990;3;3000;0;0;0;0;0;0;0;0;3;2980;2;200;1;100
03.06.2020 06:00;4;3980;4;4000;4;4000;4;4000;4;3990;4;3990;0;0;4;5030;0;0;2;2020;4;3990;12;1220;7;710
03.06.2020 07:00;3;3000;4;4000;5;5000;4;4000;4;3980;5;5000;0;0;9;10620;0;0;9;10820;5;4990;40;4080;23;2380
03.06.2020 08:00;5;5000;4;3990;4;3990;4;3990;4;3980;4;3990;0;0;7;8170;0;0;17;21610;4;4000;69;7060;31;3150
03.06.2020 09:00;4;3990;5;4990;5;4990;5;4990;5;4990;4;4317;0;0;8;9510;0;0;11;11970;4;3990;27;2790;27;2760
03.06.2020 10:00;4;4000;3;2990;3;3000;3;3000;4;4000;4;4000;0;0;16;17920;0;0;15;15580;4;4000;27;2740;43;4380
03.06.2020 11:00;4;3990;4;4000;5;5000;4;4000;3;3000;4;3990;0;0;25;27780;0;0;11;13250;4;3990;18;1830;37;3800
03.06.2020 12:00;5;5000;6;6000;6;5990;6;5990;6;6000;5;4990;0;0;16;16430;0;0;12;15250;5;4990;21;2130;57;6190
03.06.2020 13:00;5;4990;4;4000;5;4980;4;4000;4;3990;5;4990;0;0;14;16030;0;0;16;18400;5;5000;26;2670;58;5920
03.06.2020 14:00;4;4000;4;4000;4;4000;4;4000;4;3990;4;4000;0;0;13;13890;0;0;16;18360;4;4000;17;2250;49;5010
03.06.2020 15:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;11;11520;0;0;12;15680;4;4000;11;1120;67;6880
03.06.2020 16:00;4;3990;4;4000;4;4000;4;4000;4;3990;4;4000;0;0;12;15350;0;0;13;14770;4;3990;11;1501;81;9195
03.06.2020 17:00;4;3990;4;4000;4;3990;4;4000;4;3990;4;4000;0;0;17;18215;0;0;8;10070;4;3990;18;1830;64;6971
03.06.2020 18:00;4;3980;4;4000;4;3990;4;4000;4;4000;4;3990;0;0;13;15640;0;0;15;15854;4;3990;17;1780;97;9940
03.06.2020 19:00;5;4990;5;5000;4;3980;5;5000;5;4990;4;4000;0;0;11;12320;0;0;6;6200;4;3980;11;1130;67;6860
03.06.2020 20:00;3;2990;3;2990;3;2990;3;2990;3;3000;3;3000;0;0;7;7400;0;0;6;6270;3;2990;12;1250;40;4500
03.06.2020 21:00;2;2000;2;2000;3;2990;2;2000;2;2000;3;2990;0;0;3;3760;0;0;3;3900;3;2990;4;420;24;2580
03.06.2020 22:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;3;3010;0;0;2;2540;2;2000;10;1010;14;1840
03.06.2020 23:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;1;1010;2;2000;9;930;7;720
04.06.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;990;0;0;0;0;0;0;0;0;1;1000;8;840;8;820
04.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;300;1;110
04.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;210
04.06.2020 05:00;3;2990;3;2990;3;2990;3;2990;3;3000;3;2990;0;0;0;0;0;0;0;0;3;3000;5;510;1;100
04.06.2020 06:00;4;3990;4;3980;4;4000;4;3980;4;3990;4;3990;0;0;2;2920;0;0;1;1980;4;3990;9;940;4;400
04.06.2020 07:00;3;2990;3;2990;4;3990;3;3000;3;3000;4;4000;0;0;10;10940;0;0;11;12700;4;4000;57;5840;29;2940
04.06.2020 08:00;5;5000;5;4990;4;4000;5;4990;5;4980;4;4000;0;0;10;11590;0;0;14;16860;4;4000;49;4990;28;2920
04.06.2020 09:00;4;4000;4;3980;4;3990;4;3980;4;4000;5;5000;0;0;7;8600;0;0;11;15540;4;3990;41;4230;21;2180
04.06.2020 10:00;4;4000;4;4000;3;3000;4;4000;4;4000;3;3000;0;0;12;16075;0;0;10;11820;3;2990;33;3390;30;3050
04.06.2020 11:00;4;3990;4;3990;3;3000;4;3990;4;3980;3;3000;0;0;13;15300;0;0;15;16570;3;2990;25;2881;39;3990
04.06.2020 12:00;4;4000;4;4000;6;5990;4;4000;4;4000;6;5980;0;0;13;14170;0;0;6;6970;6;5980;8;830;27;2810
04.06.2020 13:00;5;5000;5;5000;5;4990;5;5000;5;5000;5;4990;0;0;9;10020;0;0;13;14140;5;5000;32;3210;46;4710
04.06.2020 14:00;4;4000;4;3970;4;3990;4;3970;4;4000;4;3990;0;0;14;15750;0;0;7;7870;4;4000;28;2880;33;3730
04.06.2020 15:00;4;4000;4;3990;4;4000;4;3990;4;4000;4;3990;0;0;10;10130;0;0;8;9700;4;4000;21;2160;44;4540
04.06.2020 16:00;3;3000;3;2990;4;4000;3;2990;3;3000;4;3990;0;0;14;14470;0;0;15;19480;4;3990;29;3372;57;5920
04.06.2020 17:00;5;5000;5;4990;4;3980;5;5000;5;5000;4;4000;0;0;15;18740;0;0;10;13690;4;4000;25;2570;59;6020
04.06.2020 18:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;4053;0;0;17;18260;0;0;9;11200;4;4000;16;1660;80;9412
04.06.2020 19:00;5;4990;5;5000;4;3990;5;5000;5;5000;4;4000;0;0;9;9220;0;0;9;10230;4;3980;18;1830;40;4470
04.06.2020 20:00;3;2980;3;2990;3;3000;3;2990;3;3000;3;3000;0;0;3;3030;0;0;2;2400;3;2990;10;1020;24;2440
04.06.2020 21:00;2;2000;2;1990;3;3000;2;1990;2;2000;3;2990;0;0;5;6040;0;0;0;0;3;3000;8;840;17;2131
04.06.2020 22:00;2;2000;2;2000;2;2000;2;2000;2;2036;2;2000;0;0;3;3260;0;0;1;1150;2;2000;1;110;7;1101
04.06.2020 23:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;1;1000;0;0;0;0;2;2000;2;210;5;530
05.06.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;1;1010;0;0;0;0;1;1000;0;0;4;410
05.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;300
05.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100;0;0
05.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;110
05.06.2020 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100
05.06.2020 05:00;3;3000;3;2990;3;3000;3;3000;3;2980;2;2000;0;0;0;0;0;0;0;0;3;2990;4;410;1;100
05.06.2020 06:00;4;3990;4;4000;4;3990;4;4000;4;4000;4;4000;0;0;1;1010;0;0;2;2120;4;3990;13;1300;4;440
05.06.2020 07:00;4;4000;4;3990;4;3980;4;4000;4;4000;4;4000;0;0;5;5350;0;0;6;6060;4;3980;41;4230;40;4470
05.06.2020 08:00;4;3990;4;3990;4;4000;4;4000;5;4990;4;4000;0;0;10;11430;0;0;8;11000;4;4000;48;4940;26;2630
05.06.2020 09:00;4;3990;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;13;15690;0;0;7;7160;4;4000;32;3280;43;4400
05.06.2020 10:00;4;3980;5;4990;4;3100;5;4990;4;4000;4;3990;0;0;8;9300;0;0;16;20456;4;3990;22;2220;47;4800
05.06.2020 11:00;4;4000;3;3000;3;3900;3;3000;4;4000;3;2990;0;0;16;17000;0;0;20;23240;3;2990;23;2330;47;5180
05.06.2020 12:00;6;5990;6;5990;6;5990;6;6000;5;5000;6;5990;0;0;8;9650;0;0;16;20750;6;6000;19;1980;46;4690
05.06.2020 13:00;4;3990;4;3980;5;5000;4;3990;4;3990;5;5000;0;0;13;14750;0;0;17;18620;5;4990;30;3070;55;5670
05.06.2020 14:00;4;4000;4;4000;3;3000;4;4000;4;3990;3;2990;0;0;11;11410;0;0;11;12740;3;3000;27;2800;50;5150
05.06.2020 15:00;4;4000;4;4000;5;4980;4;4000;4;3990;5;4990;0;0;14;15010;0;0;6;7080;5;4980;12;1250;41;4190
05.06.2020 16:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;3990;0;0;15;15750;0;0;9;9510;4;4000;21;2140;44;4510
05.06.2020 17:00;4;3990;4;4000;4;4000;4;4000;4;3980;4;4000;0;0;12;14700;0;0;8;9120;4;4000;21;2150;59;6411
05.06.2020 18:00;4;3990;4;3990;4;4000;4;4000;4;3990;4;3990;0;0;4;4620;0;0;7;7840;4;4000;20;2040;36;3690
05.06.2020 19:00;5;4980;5;4990;4;4000;5;5000;5;5000;4;4000;0;0;4;4050;0;0;5;5860;4;4000;12;1240;24;2430
05.06.2020 20:00;3;2980;3;3000;3;2990;3;3000;3;2980;3;2990;0;0;6;6450;0;0;6;7320;3;3000;9;930;13;1320
05.06.2020 21:00;2;2000;2;1990;3;3000;2;1990;2;2000;3;3000;0;0;4;4100;0;0;3;3040;3;3000;3;300;9;1290
05.06.2020 22:00;2;2000;2;1990;2;2000;2;1990;2;1990;2;2000;0;0;4;4210;0;0;2;2030;2;2000;2;200;6;600
05.06.2020 23:00;2;2000;2;2000;2;2000;2;2000;2;1990;2;2000;0;0;1;1000;0;0;0;0;2;2000;5;510;8;820
06.06.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;1;1000;1;100;2;210
06.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;300;2;210
06.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1090;0;0;1;1010;0;0;2;200;1;490
06.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;1;100;0;0
06.06.2020 05:00;3;2990;3;2990;3;2990;3;2990;3;2980;3;2990;0;0;0;0;0;0;0;0;3;2990;0;0;0;0
06.06.2020 06:00;4;3980;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;1;2350;0;0;1;1900;4;4000;0;0;0;0
06.06.2020 07:00;4;4000;4;3990;4;3990;4;4000;4;3980;4;4000;0;0;0;0;0;0;0;0;4;4000;4;410;1;110
06.06.2020 08:00;4;3970;4;4000;4;3990;4;4000;4;4000;4;3980;0;0;4;4180;0;0;3;3040;4;3990;13;1310;10;1020
06.06.2020 09:00;4;4000;4;4000;4;3980;4;4000;4;4000;4;3980;0;0;1;1000;0;0;7;8110;4;4000;11;1180;11;1472
06.06.2020 10:00;4;4000;4;4000;4;3990;4;4000;4;3990;4;3990;0;0;12;13700;0;0;6;7710;4;4000;41;4210;17;1760
06.06.2020 11:00;4;3980;4;4000;4;4000;4;4000;4;4000;4;3990;0;0;13;14520;0;0;11;11180;4;4000;31;3190;37;4190
06.06.2020 12:00;4;4000;4;3980;4;4000;4;3990;4;4000;4;4000;0;0;6;6120;0;0;18;18399;4;4000;31;3200;44;4500
06.06.2020 13:00;4;4000;4;3990;4;3990;4;4000;4;4000;4;3980;0;0;7;8090;0;0;9;9540;4;4000;32;3270;29;2940
06.06.2020 14:00;4;3990;4;4000;4;3990;4;4000;4;4000;4;4000;0;0;10;11320;0;0;18;20770;4;4000;26;2650;34;3530
06.06.2020 15:00;4;4000;4;4000;4;4000;4;4000;4;3990;4;3990;0;0;14;14299;0;0;11;11710;4;4000;10;1050;30;3517
06.06.2020 16:00;4;3980;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;9;9780;0;0;13;15020;4;4000;10;1030;43;4430
06.06.2020 17:00;4;3990;4;4000;4;3990;4;4000;4;3980;4;4000;0;0;15;16030;0;0;9;10750;4;4000;5;520;43;4454
06.06.2020 18:00;4;3990;4;4000;4;4054;4;4000;4;4000;4;3990;0;0;8;9460;0;0;7;7880;4;3990;12;1230;36;4300
06.06.2020 19:00;4;3990;4;3980;4;3990;4;3980;4;4000;4;4000;0;0;16;16710;0;0;15;18000;4;4000;20;2060;35;3931
06.06.2020 20:00;2;2000;2;2000;2;2056;2;2000;2;2000;2;2000;0;0;8;9470;0;0;8;15660;2;2000;12;1230;32;3280
06.06.2020 21:00;2;2000;2;1990;2;2000;2;1990;2;1990;3;2980;0;0;4;5060;0;0;4;5270;2;2000;4;410;13;1320
06.06.2020 22:00;2;2000;2;1990;2;1990;2;1990;2;2000;2;2000;0;0;3;3680;0;0;1;1180;2;2000;10;1010;16;1640
06.06.2020 23:00;2;2000;2;2000;2;1990;2;2000;2;2000;2;2000;0;0;0;0;0;0;2;2320;2;1990;8;800;6;610
07.06.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;1;1000;1;110;5;520
07.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;1;1010;0;0;2;200;5;520
07.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;100;4;400
07.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;471;4;430
07.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 05:00;1;990;1;1000;1;1000;1;1000;2;2000;1;990;0;0;0;0;0;0;0;0;1;1000;0;0;5;510
07.06.2020 06:00;3;3000;3;3000;2;2000;3;3000;2;2000;2;2000;0;0;0;0;0;0;0;0;2;2000;0;0;4;430
07.06.2020 07:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;1990;0;0;1;1050;0;0;2;2860;2;1990;5;510;2;200
07.06.2020 08:00;2;2000;2;2000;2;1990;2;2000;2;2000;2;2000;0;0;2;2020;0;0;1;1020;2;2000;3;330;1;110
07.06.2020 09:00;2;2053;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;3;3030;0;0;3;3050;2;2000;7;710;13;1330
07.06.2020 10:00;2;2000;2;1990;2;2000;2;2000;2;2000;2;2000;0;0;7;8430;0;0;1;1010;2;1990;8;800;12;2378
07.06.2020 11:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;5;5090;0;0;3;3780;2;2000;3;300;25;2560
07.06.2020 12:00;3;3000;3;2990;3;3000;3;2990;3;2990;3;2990;0;0;3;3150;0;0;8;10109;3;3000;7;730;40;4710
07.06.2020 13:00;4;3980;4;4000;4;4000;4;4000;4;3990;4;3990;0;0;8;10838;0;0;3;3040;4;4000;20;2010;20;2090
07.06.2020 14:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;3990;0;0;10;10280;0;0;2;2110;4;4000;2;200;53;6512
07.06.2020 15:00;4;4000;4;3990;4;3990;4;4000;4;4000;4;3990;0;0;12;12850;0;0;4;5900;4;3990;7;710;42;4250
07.06.2020 16:00;4;3990;4;4000;4;3980;4;4000;4;4000;4;3990;0;0;19;20860;0;0;11;12200;4;3990;6;620;64;6901
07.06.2020 17:00;4;4000;4;3980;4;4000;4;3980;4;4000;4;3990;0;0;9;10910;0;0;11;13790;4;4000;21;2140;37;4190
07.06.2020 18:00;4;3980;4;4000;5;5056;4;4000;4;3990;4;4000;0;0;5;5010;0;0;15;15860;4;3990;25;2530;45;4640
07.06.2020 19:00;2;2000;2;1990;2;2000;2;1990;2;1990;2;2000;0;0;5;5200;0;0;10;10510;2;2000;20;2030;31;3190
07.06.2020 20:00;2;2000;2;2000;2;1990;2;2000;2;2000;2;2000;0;0;9;9750;0;0;4;4420;2;2000;7;1110;19;2321
07.06.2020 21:00;2;1990;2;1990;2;2053;2;1990;2;2000;2;2000;0;0;4;4800;0;0;3;3050;2;1990;10;1020;15;1520
07.06.2020 22:00;2;2000;2;2000;2;2000;2;2000;2;1990;2;2000;0;0;1;1040;0;0;0;0;2;2000;4;410;9;920
07.06.2020 23:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;2;2000;1;511;4;410
08.06.2020 00:00;0;0;0;0;1;1000;0;0;0;0;1;1000;0;0;1;1010;0;0;0;0;1;990;0;0;1;100
08.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1010;0;0;0;0;0;0;0;0;0;0
08.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1220;0;0;0;0;0;0;0;0;0;0
08.06.2020 04:00;1;1000;1;1000;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 05:00;3;3000;3;2990;4;4000;3;2990;3;2990;3;2990;0;0;1;1010;0;0;0;0;3;3000;1;100;1;100
08.06.2020 06:00;4;4000;4;3990;4;3990;4;3990;4;3990;4;3990;0;0;2;2020;0;0;2;2020;4;3990;11;1120;6;610
08.06.2020 07:00;3;2990;4;4000;4;3990;4;4000;4;4000;4;4000;0;0;8;9340;0;0;9;11160;4;4000;45;4620;43;4400
08.06.2020 08:00;6;6000;5;4990;3;3000;5;4990;5;4990;4;3980;0;0;10;11380;0;0;10;15250;4;4000;72;7370;41;4190
08.06.2020 09:00;4;3980;4;4000;5;4990;4;4000;4;3990;4;3990;0;0;11;13063;0;0;9;9275;4;3990;47;4800;38;3890
08.06.2020 10:00;4;4000;4;3990;4;3990;4;3990;4;3990;4;4000;0;0;16;21220;0;0;12;12190;4;4000;23;2330;37;3850
08.06.2020 11:00;4;4000;4;4055;5;5000;4;4055;4;4000;4;3990;0;0;15;16760;0;0;7;7070;4;4000;27;2760;51;5620
08.06.2020 12:00;4;3990;4;3980;6;5990;4;4000;4;3980;6;5990;0;0;16;17120;0;0;8;9200;5;5000;28;2850;56;6071
08.06.2020 13:00;4;3990;4;4000;5;5000;4;4000;4;4000;5;5000;0;0;16;17000;0;0;12;12310;5;5000;38;4260;62;6740
08.06.2020 14:00;4;4000;4;3990;4;4000;4;3990;4;3990;4;4000;0;0;11;12960;0;0;19;20260;4;3980;37;4170;61;6270
08.06.2020 15:00;4;4000;4;3990;4;4000;4;3990;4;3990;4;3990;0;0;19;21799;0;0;17;18490;4;3990;30;3050;58;6701
08.06.2020 16:00;4;3980;4;4000;4;3990;4;4000;4;4000;4;4000;0;0;16;17650;0;0;19;22365;4;4000;53;5820;89;9130
08.06.2020 17:00;4;3980;4;4000;4;3990;4;4000;4;3990;4;4000;0;0;20;22330;0;0;13;14260;4;4000;28;2880;91;9791
08.06.2020 18:00;4;4000;4;4000;4;3990;4;4000;4;3980;4;4000;0;0;14;18770;0;0;13;15976;4;4000;22;2240;107;11320
08.06.2020 19:00;4;3970;4;3990;4;4000;4;3990;4;3990;4;4000;0;0;12;14560;0;0;12;13460;4;4000;33;3370;50;5481
08.06.2020 20:00;4;4000;4;4000;3;2990;4;4000;4;3980;3;2980;0;0;8;10500;0;0;7;10630;3;3000;20;2481;38;4030
08.06.2020 21:00;2;2000;2;2000;3;2990;2;2000;2;1990;3;3000;0;0;9;9530;0;0;0;0;3;2990;7;700;40;4860
08.06.2020 22:00;2;2077;2;2000;2;2000;2;2000;2;1990;2;2000;0;0;5;5290;0;0;0;0;2;2000;7;710;20;2070
