01.06.2020 00:00;Bel_T2_b;Vwz_T2_b;Bel_T2_s;Vwz_T2_s;Bel_T3_b;Vwz_T3_b;Bel_T3_s;Vwz_T3_s;Bel_TFW;Vwz_TFW
26.04.2021 22:00;0;0;0;0;0;0;0;0
26.04.2021 23:00;0;0;0;0;0;0;0;0
27.04.2021 00:00;0;0;0;0;0;0;0;0
27.04.2021 01:00;0;0;0;0;0;0;0;0
27.04.2021 02:00;0;0;0;0;0;0;0;0
27.04.2021 03:00;0;0;0;0;0;0;0;0
27.04.2021 04:00;0;0;0;0;0;0;0;0
27.04.2021 05:00;0;0;0;0;0;0;0;0
27.04.2021 06:00;0;0;0;0;0;0;0;0
27.04.2021 07:00;2;0;1;0;1;600;11;4800
27.04.2021 08:00;1;0;2;1800;0;0;2;1800
27.04.2021 09:00;1;0;3;3000;0;0;1;0
27.04.2021 10:00;1;0;2;600;3;1200;4;3000
27.04.2021 11:00;0;0;1;0;1;0;1;0
27.04.2021 12:00;22;5400;9;5400;0;0;3;1800
27.04.2021 13:00;5;600;1;1800;20;4800;1;1800
27.04.2021 14:00;10;1800;5;9000;4;0;1;0
27.04.2021 15:00;7;3000;8;3000;18;2400;9;5400
27.04.2021 16:00;8;1800;12;7800;5;600;6;3600
27.04.2021 17:00;11;2400;11;10200;12;1800;9;7200
27.04.2021 18:00;0;0;3;600;3;0;5;6000
27.04.2021 19:00;3;600;3;12000;4;600;0;0
27.04.2021 20:00;0;0;0;0;5;600;0;0
27.04.2021 21:00;1;0;1;0;0;0;0;0
27.04.2021 22:00;0;0;0;0;0;0;0;0
27.04.2021 23:00;0;0;0;0;0;0;0;0
28.04.2021 00:00;0;0;0;0;0;0;0;0
28.04.2021 01:00;0;0;0;0;0;0;0;0
28.04.2021 02:00;0;0;0;0;0;0;0;0
28.04.2021 03:00;0;0;0;0;0;0;0;0
28.04.2021 04:00;0;0;0;0;0;0;0;0
28.04.2021 05:00;0;0;0;0;0;0;0;0
28.04.2021 06:00;0;0;0;0;0;0;0;0
28.04.2021 07:00;0;0;0;0;4;600;13;6600
28.04.2021 08:00;0;0;0;0;2;0;1;600
28.04.2021 09:00;0;0;0;0;1;0;5;1200
28.04.2021 10:00;1;0;1;1200;4;600;2;3600
28.04.2021 11:00;2;600;1;0;6;1200;1;0
28.04.2021 12:00;26;4200;25;25200;0;0;6;600
28.04.2021 13:00;2;600;4;2400;4;600;4;3600
28.04.2021 14:00;19;4200;2;4200;5;1200;2;1800
28.04.2021 15:00;20;4800;10;15600;5;1200;2;600
28.04.2021 16:00;11;1800;10;11400;11;1800;6;7800
28.04.2021 17:00;22;4800;5;4800;3;0;4;1200
28.04.2021 18:00;6;1200;3;0;4;600;4;7800
28.04.2021 19:00;1;600;0;0;0;0;0;0
28.04.2021 20:00;1;0;0;0;0;0;0;0
28.04.2021 21:00;0;0;0;0;1;0;0;0
28.04.2021 22:00;0;0;0;0;0;0;0;0
28.04.2021 23:00;0;0;0;0;0;0;0;0
29.04.2021 00:00;0;0;0;0;0;0;0;0
29.04.2021 01:00;0;0;0;0;0;0;0;0
29.04.2021 02:00;0;0;0;0;0;0;0;0
29.04.2021 03:00;0;0;0;0;0;0;0;0
29.04.2021 04:00;0;0;0;0;0;0;0;0
29.04.2021 05:00;0;0;0;0;0;0;0;0
29.04.2021 06:00;0;0;0;0;0;0;0;0
29.04.2021 07:00;2;0;1;0;26;4200;2;0
29.04.2021 08:00;0;0;0;0;1;0;0;0
29.04.2021 09:00;1;0;0;0;0;0;2;1800
29.04.2021 10:00;1;0;1;2400;3;600;0;0
29.04.2021 11:00;3;600;5;4200;2;1200;2;600
29.04.2021 12:00;15;2400;21;9000;0;0;0;0
29.04.2021 13:00;8;1800;0;0;2;0;0;0
29.04.2021 14:00;0;0;2;600;1;0;2;0
29.04.2021 15:00;6;600;6;4200;5;0;0;0
29.04.2021 16:00;15;5400;4;600;5;1200;3;3000
29.04.2021 17:00;1;0;4;3000;7;0;9;5400
29.04.2021 18:00;1;0;1;0;17;2400;2;3000
29.04.2021 19:00;0;0;2;1200;2;600;2;1200
29.04.2021 20:00;0;0;5;1200;0;0;0;0
29.04.2021 21:00;0;0;0;0;0;0;0;0
29.04.2021 22:00;0;0;0;0;0;0;0;0
29.04.2021 23:00;0;0;0;0;0;0;0;0
30.04.2021 00:00;0;0;0;0;0;0;0;0
30.04.2021 01:00;0;0;0;0;0;0;0;0
30.04.2021 02:00;0;0;0;0;0;0;0;0
30.04.2021 03:00;0;0;0;0;0;0;0;0
30.04.2021 04:00;0;0;0;0;0;0;0;0
30.04.2021 05:00;0;0;0;0;0;0;0;0
30.04.2021 06:00;0;0;0;0;0;0;0;0
30.04.2021 07:00;0;0;0;0;5;0;6;4800
30.04.2021 08:00;0;0;1;0;1;600;0;0
30.04.2021 09:00;1;0;1;600;0;0;0;0
30.04.2021 10:00;3;1200;1;600;0;0;1;0
30.04.2021 11:00;7;1200;6;4800;1;0;1;600
30.04.2021 12:00;17;5400;8;4800;3;0;3;600
30.04.2021 13:00;2;0;2;0;0;0;4;1200
30.04.2021 14:00;3;600;5;8400;16;3600;3;1200
30.04.2021 15:00;10;600;6;15000;8;0;6;3000
30.04.2021 16:00;32;8400;9;6000;11;1800;8;3600
30.04.2021 17:00;1;0;2;0;33;10800;6;600
30.04.2021 18:00;7;1800;11;6000;4;0;1;600
30.04.2021 19:00;0;0;3;2400;0;0;1;600
30.04.2021 20:00;2;0;0;0;0;0;0;0
30.04.2021 21:00;0;0;0;0;1;0;1;0
30.04.2021 22:00;0;0;0;0;0;0;0;0
30.04.2021 23:00;0;0;0;0;0;0;0;0
01.05.2021 00:00;0;0;0;0;0;0;0;0
01.05.2021 01:00;0;0;0;0;0;0;0;0
01.05.2021 02:00;0;0;0;0;0;0;0;0
01.05.2021 03:00;0;0;0;0;0;0;0;0
01.05.2021 04:00;0;0;0;0;0;0;0;0
01.05.2021 05:00;0;0;0;0;0;0;0;0
01.05.2021 06:00;0;0;0;0;0;0;0;0
01.05.2021 07:00;0;0;1;0;0;0;0;0
01.05.2021 08:00;0;0;0;0;0;0;0;0
01.05.2021 09:00;1;0;0;0;0;0;0;0
01.05.2021 10:00;0;0;0;0;5;600;1;600
01.05.2021 11:00;0;0;0;0;0;0;0;0
01.05.2021 12:00;0;0;0;0;0;0;0;0
01.05.2021 13:00;0;0;0;0;0;0;0;0
01.05.2021 14:00;0;0;0;0;0;0;1;600
01.05.2021 15:00;2;600;3;1200;2;0;5;4800
01.05.2021 16:00;0;0;0;0;3;1200;0;0
01.05.2021 17:00;5;1200;5;10800;0;0;6;6000
01.05.2021 18:00;2;0;3;1200;0;0;0;0
01.05.2021 19:00;0;0;0;0;2;0;0;0
01.05.2021 20:00;0;0;0;0;31;3600;0;0
01.05.2021 21:00;0;0;0;0;0;0;0;0
01.05.2021 22:00;0;0;0;0;0;0;0;0
01.05.2021 23:00;0;0;0;0;0;0;0;0
02.05.2021 00:00;0;0;0;0;0;0;0;0
02.05.2021 01:00;0;0;0;0;0;0;0;0
02.05.2021 02:00;0;0;0;0;0;0;0;0
02.05.2021 03:00;0;0;0;0;0;0;0;0
02.05.2021 04:00;0;0;0;0;0;0;0;0
02.05.2021 05:00;0;0;0;0;0;0;0;0
02.05.2021 06:00;0;0;0;0;0;0;0;0
02.05.2021 07:00;0;0;3;600;0;0;0;0
02.05.2021 08:00;0;0;0;0;0;0;0;0
02.05.2021 09:00;0;0;10;1200;0;0;0;0
02.05.2021 10:00;0;0;0;0;0;0;1;600
02.05.2021 11:00;0;0;0;0;0;0;0;0
02.05.2021 12:00;0;0;1;0;0;0;2;0
02.05.2021 13:00;0;0;4;3600;2;0;0;0
02.05.2021 14:00;0;0;0;0;0;0;0;0
02.05.2021 15:00;4;600;8;3600;8;2400;8;4800
02.05.2021 16:00;2;0;2;4200;5;600;2;1800
02.05.2021 17:00;12;2400;1;600;0;0;0;0
02.05.2021 18:00;2;600;1;600;0;0;0;0
02.05.2021 19:00;0;0;0;0;0;0;0;0
02.05.2021 20:00;0;0;0;0;0;0;0;0
02.05.2021 21:00;0;0;0;0;0;0;0;0
02.05.2021 22:00;0;0;0;0;0;0;0;0
02.05.2021 23:00;0;0;0;0;0;0;0;0
03.05.2021 00:00;0;0;0;0;0;0;0;0
03.05.2021 01:00;0;0;0;0;0;0;0;0
03.05.2021 02:00;0;0;0;0;0;0;0;0
03.05.2021 03:00;0;0;0;0;0;0;0;0
03.05.2021 04:00;0;0;0;0;0;0;0;0
03.05.2021 05:00;0;0;0;0;0;0;0;0
03.05.2021 06:00;0;0;0;0;0;0;0;0
03.05.2021 07:00;1;0;1;600;32;5400;7;1800
03.05.2021 08:00;3;0;0;0;5;600;4;1200
03.05.2021 09:00;2;600;7;1800;1;0;9;1800
03.05.2021 10:00;0;0;1;1200;4;600;4;2400
03.05.2021 11:00;1;0;2;1800;0;0;0;0
03.05.2021 12:00;23;3000;20;6000;36;6000;3;3000
03.05.2021 13:00;3;600;2;2400;2;1200;1;0
03.05.2021 14:00;11;2400;8;9600;2;0;7;1800
03.05.2021 15:00;19;4800;7;7800;4;1200;10;11400
03.05.2021 16:00;5;1800;7;7800;5;1200;1;1800
03.05.2021 17:00;10;600;13;9000;4;0;4;3000
03.05.2021 18:00;3;600;2;1200;3;0;1;0
03.05.2021 19:00;1;0;0;0;0;0;0;0
03.05.2021 20:00;0;0;0;0;0;0;0;0
03.05.2021 21:00;0;0;1;0;0;0;0;0
03.05.2021 22:00;0;0;0;0;0;0;0;0
03.05.2021 23:00;0;0;0;0;0;0;0;0
04.05.2021 00:00;0;0;0;0;0;0;0;0
04.05.2021 01:00;0;0;0;0;0;0;0;0
04.05.2021 02:00;0;0;0;0;0;0;0;0
04.05.2021 03:00;0;0;0;0;0;0;0;0
04.05.2021 04:00;0;0;0;0;0;0;0;0
04.05.2021 05:00;0;0;0;0;0;0;0;0
04.05.2021 06:00;0;0;0;0;0;0;0;0
04.05.2021 07:00;1;0;0;0;69;10800;27;15600
04.05.2021 08:00;3;0;0;0;5;600;0;0
04.05.2021 09:00;2;0;3;10800;0;0;2;0
04.05.2021 10:00;0;0;1;3000;0;0;0;0
04.05.2021 11:00;0;0;1;600;0;0;0;0
04.05.2021 12:00;12;6000;4;1800;0;0;0;0
04.05.2021 13:00;0;0;1;600;0;0;1;600
04.05.2021 14:00;24;4800;4;7800;4;600;5;4800
04.05.2021 15:00;2;0;6;4200;11;1800;3;1200
04.05.2021 16:00;23;5400;13;11400;1;0;14;3000
04.05.2021 17:00;3;0;3;1200;1;0;0;0
04.05.2021 18:00;5;600;2;1800;3;600;0;0
04.05.2021 19:00;1;0;1;0;0;0;0;0
04.05.2021 20:00;0;0;0;0;0;0;2;1200
04.05.2021 21:00;0;0;0;0;0;0;0;0
04.05.2021 22:00;0;0;0;0;0;0;0;0
04.05.2021 23:00;0;0;0;0;0;0;0;0
05.05.2021 00:00;0;0;0;0;0;0;0;0
05.05.2021 01:00;0;0;0;0;0;0;0;0
05.05.2021 02:00;0;0;0;0;0;0;0;0
05.05.2021 03:00;0;0;0;0;0;0;0;0
05.05.2021 04:00;0;0;0;0;0;0;0;0
05.05.2021 05:00;0;0;0;0;0;0;0;0
05.05.2021 06:00;0;0;0;0;1;0;0;0
05.05.2021 07:00;1;0;1;1200;14;600;13;6000
05.05.2021 08:00;0;0;0;0;4;0;0;0
05.05.2021 09:00;2;0;2;0;0;0;0;0
05.05.2021 10:00;0;0;4;3000;11;1800;8;6600
05.05.2021 11:00;1;0;10;7200;1;0;1;600
05.05.2021 12:00;10;600;2;0;3;0;7;1200
05.05.2021 13:00;0;0;1;0;0;0;0;0
05.05.2021 14:00;12;1800;2;1200;0;0;4;600
05.05.2021 15:00;1;0;3;600;1;0;0;0
05.05.2021 16:00;6;1800;6;3600;21;3000;4;600
05.05.2021 17:00;6;1200;5;3000;8;1200;8;4800
05.05.2021 18:00;0;0;0;0;0;0;1;1200
05.05.2021 19:00;0;0;1;600;0;0;0;0
05.05.2021 20:00;0;0;1;0;0;0;0;0
05.05.2021 21:00;1;0;1;600;0;0;0;0
05.05.2021 22:00;0;0;0;0;0;0;0;0
05.05.2021 23:00;0;0;0;0;0;0;0;0
06.05.2021 00:00;0;0;0;0;0;0;0;0
06.05.2021 01:00;0;0;0;0;0;0;0;0
06.05.2021 02:00;0;0;0;0;0;0;0;0
06.05.2021 03:00;0;0;0;0;0;0;0;0
06.05.2021 04:00;0;0;0;0;0;0;0;0
06.05.2021 05:00;0;0;0;0;0;0;0;0
06.05.2021 06:00;0;0;0;0;0;0;0;0
06.05.2021 07:00;1;0;1;600;12;3000;9;20400
06.05.2021 08:00;0;0;0;0;1;0;0;0
06.05.2021 09:00;0;0;0;0;1;0;1;1800
06.05.2021 10:00;1;0;1;0;6;1200;2;1800
06.05.2021 11:00;1;0;2;1200;16;3000;1;0
06.05.2021 12:00;12;1800;24;14400;3;600;1;0
06.05.2021 13:00;8;600;0;0;0;0;0;0
06.05.2021 14:00;6;600;10;11400;2;0;7;3000
06.05.2021 15:00;7;1200;13;5400;13;3000;8;1200
06.05.2021 16:00;2;0;11;5400;4;0;4;1200
06.05.2021 17:00;2;0;6;4200;3;1800;4;3000
06.05.2021 18:00;0;0;1;0;6;1200;1;0
06.05.2021 19:00;1;0;3;600;33;7200;2;1800
06.05.2021 20:00;0;0;0;0;2;600;3;0
06.05.2021 21:00;0;0;0;0;0;0;0;0
06.05.2021 22:00;0;0;0;0;0;0;0;0
06.05.2021 23:00;0;0;0;0;0;0;0;0
07.05.2021 00:00;0;0;0;0;0;0;0;0
07.05.2021 01:00;0;0;0;0;0;0;0;0
07.05.2021 02:00;0;0;0;0;0;0;0;0
07.05.2021 03:00;0;0;0;0;0;0;0;0
07.05.2021 04:00;0;0;0;0;0;0;0;0
07.05.2021 05:00;0;0;0;0;0;0;0;0
07.05.2021 06:00;0;0;0;0;0;0;0;0
07.05.2021 07:00;0;0;0;0;40;5400;2;1200
07.05.2021 08:00;0;0;0;0;3;4800;3;0
07.05.2021 09:00;1;0;2;600;0;0;0;0
07.05.2021 10:00;1;0;3;0;3;600;1;0
07.05.2021 11:00;2;0;4;600;1;0;2;1800
07.05.2021 12:00;7;600;4;2400;0;0;3;600
07.05.2021 13:00;10;1800;1;0;0;0;1;0
07.05.2021 14:00;1;600;4;3000;1;0;6;2400
07.05.2021 15:00;3;0;3;600;9;1200;6;2400
07.05.2021 16:00;22;4800;6;9600;38;6600;8;1800
07.05.2021 17:00;6;1800;3;1200;17;2400;6;1800
07.05.2021 18:00;5;1200;7;2400;4;600;2;7200
07.05.2021 19:00;2;0;3;1800;0;0;0;0
07.05.2021 20:00;2;0;2;1800;3;600;1;0
07.05.2021 21:00;0;0;0;0;0;0;0;0
07.05.2021 22:00;0;0;0;0;0;0;0;0
07.05.2021 23:00;0;0;0;0;0;0;0;0
08.05.2021 00:00;0;0;0;0;0;0;0;0
08.05.2021 01:00;0;0;0;0;0;0;0;0
08.05.2021 02:00;0;0;0;0;0;0;0;0
08.05.2021 03:00;0;0;0;0;0;0;0;0
08.05.2021 04:00;0;0;0;0;0;0;0;0
08.05.2021 05:00;0;0;0;0;0;0;0;0
08.05.2021 06:00;0;0;0;0;0;0;0;0
08.05.2021 07:00;0;0;1;1800;1;2400;0;0
08.05.2021 08:00;0;0;0;0;2;600;2;600
08.05.2021 09:00;5;1800;2;1200;0;0;0;0
08.05.2021 10:00;7;600;5;3600;13;1200;10;3000
08.05.2021 11:00;9;6600;3;8400;11;3600;3;3000
08.05.2021 12:00;4;0;4;1200;1;0;2;2400
08.05.2021 13:00;1;0;0;0;0;0;0;0
08.05.2021 14:00;12;3000;2;600;12;1200;8;5400
08.05.2021 15:00;19;1800;15;7800;8;600;2;2400
08.05.2021 16:00;3;0;4;12600;9;1200;1;2400
08.05.2021 17:00;2;0;2;3600;16;3000;4;4800
08.05.2021 18:00;0;0;1;0;1;600;2;600
08.05.2021 19:00;0;0;0;0;0;0;0;0
08.05.2021 20:00;1;600;3;1800;2;600;1;0
08.05.2021 21:00;0;0;1;600;0;0;0;0
08.05.2021 22:00;0;0;0;0;0;0;0;0
08.05.2021 23:00;0;0;0;0;0;0;0;0
09.05.2021 00:00;0;0;0;0;0;0;0;0
09.05.2021 01:00;0;0;0;0;0;0;0;0
09.05.2021 02:00;0;0;0;0;0;0;0;0
09.05.2021 03:00;0;0;0;0;0;0;0;0
09.05.2021 04:00;0;0;0;0;0;0;0;0
09.05.2021 05:00;0;0;0;0;0;0;0;0
09.05.2021 06:00;0;0;0;0;0;0;0;0
09.05.2021 07:00;0;0;0;0;0;0;0;0
09.05.2021 08:00;0;0;0;0;0;0;0;0
09.05.2021 09:00;1;0;2;6000;0;0;0;0
09.05.2021 10:00;0;0;0;0;0;0;0;0
09.05.2021 11:00;0;0;6;3000;4;600;2;600
09.05.2021 12:00;1;0;1;1800;1;0;2;2400
09.05.2021 13:00;1;0;1;0;8;1200;1;600
09.05.2021 14:00;10;1200;3;2400;1;0;3;2400
09.05.2021 15:00;8;2400;6;1200;2;0;5;600
09.05.2021 16:00;3;0;2;0;15;3600;5;9000
09.05.2021 17:00;5;0;2;1200;1;600;0;0
09.05.2021 18:00;4;600;0;0;0;0;0;0
09.05.2021 19:00;2;0;0;0;0;0;0;0
09.05.2021 20:00;1;0;1;0;1;0;0;0
09.05.2021 21:00;0;0;0;0;1;0;0;0
09.05.2021 22:00;0;0;0;0;0;0;0;0
09.05.2021 23:00;0;0;0;0;0;0;0;0
10.05.2021 00:00;0;0;0;0;0;0;0;0
10.05.2021 01:00;0;0;0;0;0;0;0;0
10.05.2021 02:00;0;0;0;0;0;0;0;0
10.05.2021 03:00;0;0;0;0;0;0;0;0
10.05.2021 04:00;0;0;0;0;0;0;0;0
10.05.2021 05:00;0;0;0;0;0;0;0;0
10.05.2021 06:00;0;0;0;0;0;0;0;0
10.05.2021 07:00;0;0;0;0;47;7800;6;4200
10.05.2021 08:00;1;0;1;0;3;0;4;2400
10.05.2021 09:00;1;0;4;1800;0;0;2;1800
10.05.2021 10:00;1;0;0;0;1;0;0;0
10.05.2021 11:00;1;0;4;1200;2;0;4;2400
10.05.2021 12:00;20;4200;13;5400;0;0;5;1200
10.05.2021 13:00;0;0;2;600;12;2400;1;3000
10.05.2021 14:00;0;0;4;1800;0;0;2;600
10.05.2021 15:00;2;600;7;1200;23;4800;3;6000
10.05.2021 16:00;4;1800;1;0;2;0;2;0
10.05.2021 17:00;6;1800;8;4800;2;0;3;3000
10.05.2021 18:00;0;0;1;0;1;0;0;0
10.05.2021 19:00;0;0;0;0;1;0;0;0
10.05.2021 20:00;3;600;1;0;3;600;0;0
10.05.2021 21:00;0;0;0;0;0;0;0;0
10.05.2021 22:00;0;0;0;0;0;0;0;0
10.05.2021 23:00;0;0;0;0;0;0;0;0
11.05.2021 00:00;0;0;0;0;0;0;0;0
11.05.2021 01:00;0;0;0;0;0;0;0;0
11.05.2021 02:00;0;0;0;0;0;0;0;0
11.05.2021 03:00;0;0;0;0;0;0;0;0
11.05.2021 04:00;0;0;0;0;0;0;0;0
11.05.2021 05:00;0;0;0;0;0;0;0;0
11.05.2021 06:00;1;0;0;0;0;0;0;0
11.05.2021 07:00;0;0;2;600;4;2400;8;3600
11.05.2021 08:00;1;0;0;0;1;0;5;600
11.05.2021 09:00;0;0;1;1200;0;0;0;0
11.05.2021 10:00;0;0;2;1200;0;0;1;0
11.05.2021 11:00;1;0;6;4800;1;0;4;1200
11.05.2021 12:00;9;1800;1;1800;6;0;5;1800
11.05.2021 13:00;0;0;1;2400;0;0;1;0
11.05.2021 14:00;8;4200;10;10800;7;1200;4;3600
11.05.2021 15:00;7;600;7;6000;5;1200;3;4200
11.05.2021 16:00;7;1200;6;1200;12;1800;5;5400
11.05.2021 17:00;10;1200;3;1200;21;3600;10;9000
11.05.2021 18:00;2;0;2;2400;2;0;3;600
11.05.2021 19:00;0;0;2;600;2;600;0;0
11.05.2021 20:00;0;0;0;0;0;0;0;0
11.05.2021 21:00;0;0;0;0;0;0;0;0
11.05.2021 22:00;0;0;0;0;0;0;0;0
11.05.2021 23:00;0;0;0;0;0;0;0;0
12.05.2021 00:00;0;0;0;0;0;0;0;0
12.05.2021 01:00;0;0;0;0;0;0;0;0
12.05.2021 02:00;0;0;0;0;0;0;0;0
12.05.2021 03:00;0;0;0;0;0;0;0;0
12.05.2021 04:00;0;0;0;0;0;0;0;0
12.05.2021 05:00;0;0;0;0;0;0;0;0
12.05.2021 06:00;0;0;0;0;0;0;2;0
12.05.2021 07:00;1;0;0;0;29;4800;12;2400
12.05.2021 08:00;1;0;1;600;1;0;1;1800
12.05.2021 09:00;1;0;1;0;0;0;0;0
12.05.2021 10:00;0;0;0;0;3;0;2;600
12.05.2021 11:00;9;2400;7;1200;2;600;10;3600
12.05.2021 12:00;11;1800;4;10800;0;0;1;0
12.05.2021 13:00;2;600;2;0;7;3600;0;0
12.05.2021 14:00;8;2400;10;10200;9;4800;1;0
12.05.2021 15:00;10;1800;6;4800;6;600;1;0
12.05.2021 16:00;7;1200;6;3600;29;6600;4;1800
12.05.2021 17:00;6;2400;5;1200;40;6600;6;3600
12.05.2021 18:00;6;600;5;2400;0;0;6;9000
12.05.2021 19:00;3;600;0;0;18;4200;0;0
12.05.2021 20:00;0;0;3;600;0;0;0;0
12.05.2021 21:00;0;0;0;0;0;0;0;0
12.05.2021 22:00;0;0;0;0;0;0;0;0
12.05.2021 23:00;0;0;0;0;0;0;0;0
13.05.2021 00:00;0;0;0;0;0;0;0;0
13.05.2021 01:00;0;0;0;0;0;0;0;0
13.05.2021 02:00;0;0;0;0;0;0;0;0
13.05.2021 03:00;0;0;0;0;0;0;0;0
13.05.2021 04:00;0;0;0;0;0;0;0;0
13.05.2021 05:00;0;0;0;0;0;0;0;0
13.05.2021 06:00;0;0;0;0;0;0;0;0
13.05.2021 07:00;0;0;0;0;0;0;0;0
13.05.2021 08:00;0;0;0;0;0;0;0;0
13.05.2021 09:00;0;0;2;600;0;0;3;0
13.05.2021 10:00;3;600;0;0;0;0;0;0
13.05.2021 11:00;1;0;2;7800;1;0;0;0
13.05.2021 12:00;2;0;0;0;9;1200;1;2400
13.05.2021 13:00;0;0;0;0;5;1200;1;0
13.05.2021 14:00;2;600;8;2400;1;0;1;0
13.05.2021 15:00;0;0;1;1800;0;0;1;0
13.05.2021 16:00;2;0;1;0;1;0;1;0
13.05.2021 17:00;0;0;0;0;14;3600;3;5400
13.05.2021 18:00;0;0;0;0;1;0;2;2400
13.05.2021 19:00;0;0;0;0;0;0;0;0
13.05.2021 20:00;0;0;0;0;0;0;0;0
13.05.2021 21:00;0;0;0;0;0;0;0;0
13.05.2021 22:00;0;0;0;0;0;0;0;0
13.05.2021 23:00;0;0;0;0;0;0;0;0
14.05.2021 00:00;0;0;0;0;0;0;0;0
14.05.2021 01:00;0;0;0;0;0;0;0;0
14.05.2021 02:00;0;0;0;0;0;0;0;0
14.05.2021 03:00;0;0;0;0;0;0;0;0
14.05.2021 04:00;0;0;0;0;0;0;0;0
14.05.2021 05:00;0;0;0;0;0;0;0;0
14.05.2021 06:00;0;0;0;0;0;0;0;0
14.05.2021 07:00;0;0;0;0;3;0;0;0
14.05.2021 08:00;6;600;5;1200;2;600;2;0
14.05.2021 09:00;0;0;0;0;2;0;1;600
14.05.2021 10:00;31;4800;5;7800;0;0;3;600
14.05.2021 11:00;1;0;3;600;1;1200;4;5400
14.05.2021 12:00;2;0;9;3600;2;0;2;2400
14.05.2021 13:00;0;0;0;0;5;1200;0;0
14.05.2021 14:00;1;0;1;600;2;2400;3;1800
14.05.2021 15:00;6;1200;9;4800;11;1200;10;2400
14.05.2021 16:00;34;5400;11;4200;11;3000;4;1800
14.05.2021 17:00;10;1800;15;12000;0;0;2;600
14.05.2021 18:00;2;600;3;1200;3;600;7;1800
14.05.2021 19:00;1;0;0;0;3;600;2;1800
14.05.2021 20:00;0;0;0;0;0;0;0;0
14.05.2021 21:00;0;0;0;0;0;0;1;0
14.05.2021 22:00;0;0;0;0;0;0;0;0
14.05.2021 23:00;0;0;0;0;0;0;0;0
15.05.2021 00:00;0;0;0;0;0;0;0;0
15.05.2021 01:00;0;0;0;0;0;0;0;0
15.05.2021 02:00;0;0;0;0;0;0;0;0
15.05.2021 03:00;0;0;0;0;0;0;0;0
15.05.2021 04:00;0;0;0;0;0;0;0;0
15.05.2021 05:00;0;0;0;0;0;0;0;0
15.05.2021 06:00;0;0;0;0;0;0;0;0
15.05.2021 07:00;0;0;0;0;0;0;0;0
15.05.2021 08:00;0;0;2;600;2;600;0;0
15.05.2021 09:00;0;0;4;1200;0;0;6;4800
15.05.2021 10:00;0;0;1;1800;1;0;0;0
15.05.2021 11:00;3;600;8;1800;11;3600;2;13200
15.05.2021 12:00;3;600;2;600;3;600;1;600
15.05.2021 13:00;0;0;2;1200;1;0;0;0
15.05.2021 14:00;0;0;2;0;0;0;1;0
15.05.2021 15:00;0;0;0;0;0;0;1;0
15.05.2021 16:00;2;1200;5;2400;12;9000;0;0
15.05.2021 17:00;1;0;0;0;0;0;1;0
15.05.2021 18:00;13;3000;4;6600;2;2400;3;2400
15.05.2021 19:00;2;600;0;0;0;0;0;0
15.05.2021 20:00;1;0;0;0;0;0;0;0
15.05.2021 21:00;0;0;0;0;0;0;0;0
15.05.2021 22:00;0;0;0;0;0;0;0;0
15.05.2021 23:00;0;0;0;0;0;0;0;0
16.05.2021 00:00;0;0;0;0;0;0;0;0
16.05.2021 01:00;0;0;0;0;0;0;0;0
16.05.2021 02:00;0;0;0;0;0;0;0;0
16.05.2021 03:00;0;0;0;0;0;0;0;0
16.05.2021 04:00;0;0;0;0;0;0;0;0
16.05.2021 05:00;0;0;0;0;0;0;0;0
16.05.2021 06:00;0;0;0;0;0;0;0;0
16.05.2021 07:00;0;0;0;0;0;0;0;0
16.05.2021 08:00;0;0;0;0;0;0;0;0
16.05.2021 09:00;0;0;0;0;0;0;0;0
16.05.2021 10:00;0;0;0;0;0;0;0;0
16.05.2021 11:00;0;0;0;0;0;0;0;0
16.05.2021 12:00;0;0;0;0;0;0;0;0
16.05.2021 13:00;0;0;1;600;0;0;1;600
16.05.2021 14:00;3;0;3;2400;0;0;0;0
16.05.2021 15:00;6;600;7;2400;0;0;2;0
16.05.2021 16:00;1;0;8;4200;3;600;3;1200
16.05.2021 17:00;2;0;0;0;2;1200;6;1800
16.05.2021 18:00;4;1200;1;0;2;1200;0;0
16.05.2021 19:00;0;0;0;0;0;0;0;0
16.05.2021 20:00;0;0;0;0;0;0;0;0
16.05.2021 21:00;0;0;0;0;0;0;0;0
16.05.2021 22:00;0;0;0;0;0;0;0;0
16.05.2021 23:00;0;0;0;0;0;0;0;0
17.05.2021 00:00;0;0;0;0;0;0;0;0
17.05.2021 01:00;0;0;0;0;0;0;0;0
17.05.2021 02:00;0;0;0;0;0;0;0;0
17.05.2021 03:00;0;0;0;0;0;0;0;0
17.05.2021 04:00;0;0;0;0;0;0;0;0
17.05.2021 05:00;0;0;0;0;0;0;0;0
17.05.2021 06:00;0;0;1;0;0;0;0;0
17.05.2021 07:00;0;0;1;0;19;1800;0;0
17.05.2021 08:00;5;600;0;0;4;0;2;1800
17.05.2021 09:00;1;0;5;1800;0;0;3;600
17.05.2021 10:00;7;600;3;1800;8;1800;1;1800
17.05.2021 11:00;10;1200;3;3600;1;0;2;600
17.05.2021 12:00;13;1800;9;1800;3;600;7;1200
17.05.2021 13:00;5;1200;1;1200;0;0;4;600
17.05.2021 14:00;0;0;9;3600;7;1200;3;2400
17.05.2021 15:00;4;0;4;1200;0;0;5;1200
17.05.2021 16:00;7;1800;10;4200;2;0;3;1800
