01.06.2020 00:00;Bel_T2_b;Vwz_T2_b;Bel_T2_s;Vwz_T2_s;Bel_T3_b;Vwz_T3_b;Bel_T3_s;Vwz_T3_s;Bel_TFW;Vwz_TFW
25.09.2020 11:00;8;1800;3;600;6;600;7;3000
25.09.2020 12:00;19;8400;3;7800;2;600;2;1800
25.09.2020 13:00;6;600;2;0;1;0;0;0
25.09.2020 14:00;6;600;15;4800;27;6600;1;600
25.09.2020 15:00;0;0;7;6000;4;0;21;12600
25.09.2020 16:00;16;7800;16;18000;2;0;4;1200
25.09.2020 17:00;8;600;7;1800;16;2400;12;4200
25.09.2020 18:00;14;3000;9;6600;11;600;7;9600
25.09.2020 19:00;0;0;0;0;11;1800;5;6000
25.09.2020 20:00;1;0;1;600;0;0;1;600
25.09.2020 21:00;0;0;0;0;1;0;1;1200
25.09.2020 22:00;0;0;0;0;2;0;1;600
25.09.2020 23:00;0;0;0;0;0;0;0;0
26.09.2020 00:00;0;0;0;0;0;0;0;0
26.09.2020 01:00;0;0;0;0;0;0;0;0
26.09.2020 02:00;0;0;0;0;0;0;0;0
26.09.2020 03:00;0;0;0;0;0;0;0;0
26.09.2020 04:00;0;0;0;0;0;0;0;0
26.09.2020 05:00;0;0;0;0;0;0;0;0
26.09.2020 06:00;0;0;0;0;0;0;0;0
26.09.2020 07:00;0;0;0;0;0;0;0;0
26.09.2020 08:00;0;0;0;0;5;600;0;0
26.09.2020 09:00;0;0;0;0;1;0;0;0
26.09.2020 10:00;3;600;2;600;2;600;4;2400
26.09.2020 11:00;2;0;11;6000;7;600;10;4800
26.09.2020 12:00;6;1200;11;6600;5;1200;9;1800
26.09.2020 13:00;4;600;3;600;1;0;0;0
26.09.2020 14:00;0;0;0;0;3;0;3;0
26.09.2020 15:00;0;0;2;1200;0;0;0;0
26.09.2020 16:00;3;600;0;0;3;600;3;600
26.09.2020 17:00;6;1200;3;1200;5;600;2;0
26.09.2020 18:00;0;0;0;0;0;0;0;0
26.09.2020 19:00;2;1200;0;0;0;0;0;0
26.09.2020 20:00;0;0;1;600;1;0;0;0
26.09.2020 21:00;0;0;0;0;1;0;0;0
26.09.2020 22:00;0;0;0;0;0;0;0;0
26.09.2020 23:00;0;0;0;0;0;0;0;0
27.09.2020 00:00;0;0;0;0;0;0;0;0
27.09.2020 01:00;0;0;0;0;0;0;0;0
27.09.2020 02:00;0;0;0;0;0;0;0;0
27.09.2020 03:00;0;0;0;0;0;0;0;0
27.09.2020 04:00;0;0;0;0;0;0;0;0
27.09.2020 05:00;0;0;0;0;0;0;0;0
27.09.2020 06:00;0;0;0;0;0;0;0;0
27.09.2020 07:00;0;0;0;0;0;0;0;0
27.09.2020 08:00;0;0;0;0;0;0;0;0
27.09.2020 09:00;0;0;0;0;0;0;0;0
27.09.2020 10:00;0;0;0;0;0;0;0;0
27.09.2020 11:00;0;0;0;0;2;600;2;1200
27.09.2020 12:00;0;0;0;0;0;0;0;0
27.09.2020 13:00;1;0;2;1200;0;0;0;0
27.09.2020 14:00;1;0;2;0;0;0;3;1200
27.09.2020 15:00;0;0;0;0;0;0;0;0
27.09.2020 16:00;3;600;0;0;1;0;6;3000
27.09.2020 17:00;0;0;2;1200;0;0;0;0
27.09.2020 18:00;0;0;0;0;0;0;5;3000
27.09.2020 19:00;0;0;0;0;0;0;0;0
27.09.2020 20:00;0;0;0;0;0;0;0;0
27.09.2020 21:00;0;0;0;0;0;0;0;0
27.09.2020 22:00;0;0;0;0;0;0;0;0
27.09.2020 23:00;0;0;0;0;0;0;0;0
28.09.2020 00:00;0;0;0;0;0;0;0;0
28.09.2020 01:00;0;0;0;0;0;0;0;0
28.09.2020 02:00;0;0;0;0;0;0;0;0
28.09.2020 03:00;0;0;0;0;0;0;0;0
28.09.2020 04:00;0;0;0;0;0;0;0;0
28.09.2020 05:00;0;0;0;0;0;0;0;0
28.09.2020 06:00;0;0;0;0;0;0;0;0
28.09.2020 07:00;0;0;1;0;12;1200;12;6000
28.09.2020 08:00;4;600;1;1200;0;0;3;2400
28.09.2020 09:00;2;0;2;4200;4;1200;1;600
28.09.2020 10:00;2;600;2;600;1;0;5;4800
28.09.2020 11:00;9;1200;9;2400;6;600;5;600
28.09.2020 12:00;3;0;6;10200;1;600;2;1800
28.09.2020 13:00;12;3000;11;13800;0;0;1;0
28.09.2020 14:00;19;4200;8;1800;8;1200;3;2400
28.09.2020 15:00;16;3000;14;15000;9;1800;4;1200
28.09.2020 16:00;16;1200;22;17400;7;1200;6;11400
28.09.2020 17:00;7;1200;11;11400;52;8400;7;8400
28.09.2020 18:00;53;9000;4;11400;12;3000;2;0
28.09.2020 19:00;1;1800;5;1200;1;0;1;0
28.09.2020 20:00;0;0;0;0;0;0;0;0
28.09.2020 21:00;0;0;0;0;0;0;0;0
28.09.2020 22:00;0;0;0;0;0;0;0;0
28.09.2020 23:00;0;0;0;0;0;0;0;0
29.09.2020 00:00;0;0;0;0;0;0;0;0
29.09.2020 01:00;0;0;0;0;0;0;0;0
29.09.2020 02:00;0;0;0;0;0;0;0;0
29.09.2020 03:00;0;0;0;0;0;0;0;0
29.09.2020 04:00;0;0;0;0;0;0;0;0
29.09.2020 05:00;0;0;0;0;0;0;0;0
29.09.2020 06:00;0;0;0;0;0;0;0;0
29.09.2020 07:00;1;0;1;0;4;1200;20;13200
29.09.2020 08:00;0;0;0;0;7;600;0;0
29.09.2020 09:00;3;0;0;0;1;0;1;0
29.09.2020 10:00;2;600;0;0;1;600;3;2400
29.09.2020 11:00;2;600;10;6000;3;0;2;0
29.09.2020 12:00;17;10800;12;8400;0;0;5;1200
29.09.2020 13:00;9;1800;3;1800;7;1200;2;600
29.09.2020 14:00;19;3000;12;7200;1;0;5;1200
29.09.2020 15:00;13;1800;7;9000;8;1200;3;1200
29.09.2020 16:00;6;1800;8;4200;4;1800;9;1200
29.09.2020 17:00;4;0;10;3600;35;7200;15;6600
29.09.2020 18:00;4;1200;10;5400;4;600;8;2400
29.09.2020 19:00;0;0;0;0;5;1200;5;1200
29.09.2020 20:00;0;0;0;0;0;0;1;600
29.09.2020 21:00;0;0;0;0;0;0;0;0
29.09.2020 22:00;0;0;0;0;0;0;0;0
29.09.2020 23:00;0;0;0;0;0;0;0;0
30.09.2020 00:00;0;0;0;0;0;0;0;0
30.09.2020 01:00;0;0;0;0;0;0;0;0
30.09.2020 02:00;0;0;0;0;0;0;0;0
30.09.2020 03:00;0;0;0;0;0;0;0;0
30.09.2020 04:00;0;0;0;0;0;0;0;0
30.09.2020 05:00;0;0;0;0;0;0;0;0
30.09.2020 06:00;0;0;0;0;0;0;0;0
30.09.2020 07:00;3;600;1;0;27;10800;12;4200
30.09.2020 08:00;0;0;0;0;1;0;0;0
30.09.2020 09:00;2;0;1;1800;0;0;1;0
30.09.2020 10:00;2;0;2;0;0;0;1;0
30.09.2020 11:00;7;600;6;8400;0;0;4;1200
30.09.2020 12:00;5;600;3;0;7;4800;1;1200
30.09.2020 13:00;15;5400;6;4200;4;6600;3;11400
30.09.2020 14:00;13;1800;11;3000;2;600;3;0
30.09.2020 15:00;6;600;3;1200;7;1800;1;6600
30.09.2020 16:00;0;0;10;6000;7;0;11;9000
30.09.2020 17:00;8;1800;5;2400;19;6600;13;9000
30.09.2020 18:00;24;6000;6;12600;3;1200;4;3000
30.09.2020 19:00;0;0;1;0;0;0;0;0
30.09.2020 20:00;2;600;5;13200;1;0;2;1200
30.09.2020 21:00;0;0;0;0;0;0;0;0
30.09.2020 22:00;0;0;0;0;0;0;0;0
30.09.2020 23:00;0;0;0;0;0;0;0;0
01.10.2020 00:00;0;0;0;0;0;0;0;0
01.10.2020 01:00;0;0;0;0;0;0;0;0
01.10.2020 02:00;0;0;0;0;0;0;0;0
01.10.2020 03:00;0;0;0;0;0;0;0;0
01.10.2020 04:00;0;0;0;0;0;0;0;0
01.10.2020 05:00;0;0;0;0;0;0;0;0
01.10.2020 06:00;0;0;0;0;0;0;0;0
01.10.2020 07:00;1;0;2;1800;31;16200;22;8400
01.10.2020 08:00;9;3000;7;2400;2;600;0;0
01.10.2020 09:00;1;0;3;0;3;600;2;600
01.10.2020 10:00;5;1200;5;7200;6;600;1;0
01.10.2020 11:00;0;0;2;2400;0;0;3;2400
01.10.2020 12:00;20;12000;21;27000;1;0;1;600
01.10.2020 13:00;6;1200;5;600;1;0;1;0
01.10.2020 14:00;48;10200;20;24000;3;0;4;5400
01.10.2020 15:00;15;3600;13;6600;28;6000;14;3600
01.10.2020 16:00;25;7800;9;22200;20;6600;11;3000
01.10.2020 17:00;3;0;4;1200;4;0;6;2400
01.10.2020 18:00;7;1200;4;600;17;3000;4;7200
01.10.2020 19:00;0;0;4;1200;1;0;1;1200
01.10.2020 20:00;0;0;0;0;0;0;0;0
01.10.2020 21:00;0;0;0;0;1;0;0;0
01.10.2020 22:00;0;0;0;0;0;0;1;0
01.10.2020 23:00;0;0;0;0;0;0;1;0
02.10.2020 00:00;0;0;0;0;0;0;0;0
02.10.2020 01:00;0;0;0;0;0;0;0;0
02.10.2020 02:00;0;0;0;0;0;0;0;0
02.10.2020 03:00;0;0;0;0;0;0;0;0
02.10.2020 04:00;0;0;0;0;0;0;0;0
02.10.2020 05:00;0;0;0;0;0;0;0;0
02.10.2020 06:00;0;0;0;0;0;0;0;0
02.10.2020 07:00;1;0;0;0;69;14400;6;4200
02.10.2020 08:00;30;9600;1;600;3;0;2;0
02.10.2020 09:00;2;0;6;1800;2;0;7;3600
02.10.2020 10:00;7;600;11;5400;2;0;3;1200
02.10.2020 11:00;4;1800;2;1800;1;0;3;1800
02.10.2020 12:00;9;3000;9;4200;0;0;3;1200
02.10.2020 13:00;20;6000;2;600;2;0;0;0
02.10.2020 14:00;29;5400;9;5400;7;600;4;600
02.10.2020 15:00;7;600;3;0;4;0;3;5400
02.10.2020 16:00;10;2400;2;600;10;1200;3;1200
02.10.2020 17:00;9;2400;15;18000;16;3000;21;10200
02.10.2020 18:00;25;6600;10;7200;23;5400;0;0
02.10.2020 19:00;29;7200;2;0;8;600;1;1200
02.10.2020 20:00;0;0;0;0;0;0;1;0
02.10.2020 21:00;0;0;0;0;0;0;0;0
02.10.2020 22:00;2;1200;1;0;0;0;0;0
02.10.2020 23:00;0;0;0;0;0;0;0;0
03.10.2020 00:00;0;0;0;0;0;0;0;0
03.10.2020 01:00;0;0;0;0;0;0;0;0
03.10.2020 02:00;0;0;0;0;0;0;0;0
03.10.2020 03:00;0;0;0;0;0;0;0;0
03.10.2020 04:00;0;0;0;0;0;0;0;0
03.10.2020 05:00;0;0;0;0;0;0;0;0
03.10.2020 06:00;0;0;0;0;0;0;0;0
03.10.2020 07:00;0;0;0;0;0;0;0;0
03.10.2020 08:00;0;0;0;0;0;0;0;0
03.10.2020 09:00;0;0;0;0;0;0;1;1200
03.10.2020 10:00;0;0;0;0;0;0;0;0
03.10.2020 11:00;0;0;0;0;1;0;3;0
03.10.2020 12:00;0;0;0;0;0;0;0;0
03.10.2020 13:00;0;0;0;0;0;0;0;0
03.10.2020 14:00;0;0;1;0;0;0;0;0
03.10.2020 15:00;0;0;0;0;0;0;0;0
03.10.2020 16:00;0;0;0;0;0;0;0;0
03.10.2020 17:00;0;0;3;3000;0;0;0;0
03.10.2020 18:00;13;2400;6;1800;0;0;0;0
03.10.2020 19:00;0;0;0;0;0;0;0;0
03.10.2020 20:00;0;0;1;0;0;0;0;0
03.10.2020 21:00;0;0;0;0;0;0;0;0
03.10.2020 22:00;0;0;0;0;0;0;0;0
03.10.2020 23:00;0;0;0;0;0;0;0;0
04.10.2020 00:00;0;0;0;0;0;0;0;0
04.10.2020 01:00;0;0;0;0;0;0;0;0
04.10.2020 02:00;0;0;0;0;0;0;0;0
04.10.2020 03:00;0;0;0;0;0;0;0;0
04.10.2020 04:00;0;0;0;0;0;0;0;0
04.10.2020 05:00;0;0;0;0;0;0;0;0
04.10.2020 06:00;0;0;0;0;0;0;0;0
04.10.2020 07:00;0;0;0;0;0;0;0;0
04.10.2020 08:00;2;0;0;0;0;0;0;0
04.10.2020 09:00;0;0;0;0;0;0;1;600
04.10.2020 10:00;0;0;0;0;0;0;0;0
04.10.2020 11:00;0;0;0;0;0;0;0;0
04.10.2020 12:00;0;0;2;0;0;0;0;0
04.10.2020 13:00;1;0;3;600;0;0;0;0
04.10.2020 14:00;0;0;0;0;0;0;0;0
04.10.2020 15:00;0;0;2;0;0;0;2;0
04.10.2020 16:00;17;3600;2;3000;0;0;1;0
04.10.2020 17:00;9;1200;3;600;0;0;0;0
04.10.2020 18:00;0;0;1;600;33;7200;1;600
04.10.2020 19:00;6;3000;1;1200;0;0;0;0
04.10.2020 20:00;0;0;0;0;1;0;0;0
04.10.2020 21:00;0;0;0;0;0;0;0;0
04.10.2020 22:00;0;0;0;0;0;0;0;0
04.10.2020 23:00;0;0;0;0;0;0;0;0
05.10.2020 00:00;0;0;0;0;0;0;0;0
05.10.2020 01:00;0;0;0;0;0;0;0;0
05.10.2020 02:00;0;0;0;0;0;0;0;0
05.10.2020 03:00;0;0;0;0;0;0;0;0
05.10.2020 04:00;0;0;0;0;0;0;0;0
05.10.2020 05:00;0;0;0;0;0;0;0;0
05.10.2020 06:00;0;0;0;0;0;0;0;0
05.10.2020 07:00;0;0;0;0;2;0;1;600
05.10.2020 08:00;4;1800;8;4200;17;3600;2;7200
05.10.2020 09:00;0;0;0;0;0;0;3;5400
05.10.2020 10:00;1;0;5;5400;0;0;1;600
05.10.2020 11:00;4;600;0;0;5;1200;0;0
05.10.2020 12:00;1;0;5;3000;0;0;0;0
05.10.2020 13:00;1;0;0;0;1;0;1;0
05.10.2020 14:00;11;3000;4;10200;18;7200;3;600
05.10.2020 15:00;14;2400;6;4200;0;0;8;1800
05.10.2020 16:00;1;0;9;2400;4;0;10;2400
05.10.2020 17:00;5;600;5;4200;4;600;1;0
05.10.2020 18:00;4;600;0;0;1;0;0;0
05.10.2020 19:00;0;0;0;0;0;0;0;0
05.10.2020 20:00;0;0;0;0;0;0;0;0
05.10.2020 21:00;0;0;0;0;0;0;0;0
05.10.2020 22:00;0;0;0;0;0;0;0;0
05.10.2020 23:00;0;0;0;0;0;0;0;0
06.10.2020 00:00;0;0;0;0;0;0;0;0
06.10.2020 01:00;0;0;0;0;0;0;0;0
06.10.2020 02:00;0;0;0;0;0;0;0;0
06.10.2020 03:00;0;0;0;0;0;0;0;0
06.10.2020 04:00;0;0;0;0;0;0;0;0
06.10.2020 05:00;0;0;0;0;0;0;0;0
06.10.2020 06:00;0;0;0;0;0;0;0;0
06.10.2020 07:00;1;0;1;600;5;600;0;0
06.10.2020 08:00;2;600;1;1800;5;600;3;1800
06.10.2020 09:00;0;0;1;600;0;0;1;0
06.10.2020 10:00;1;0;0;0;1;3000;1;600
06.10.2020 11:00;6;1800;3;7200;3;0;0;0
06.10.2020 12:00;8;2400;2;600;9;4800;1;0
06.10.2020 13:00;0;0;0;0;4;600;3;1800
06.10.2020 14:00;22;6000;6;3000;4;1200;8;6000
06.10.2020 15:00;2;600;5;2400;5;600;6;2400
06.10.2020 16:00;1;600;8;4800;22;5400;3;1800
06.10.2020 17:00;2;0;1;0;11;1800;6;5400
06.10.2020 18:00;0;0;1;1200;1;0;1;1800
06.10.2020 19:00;0;0;0;0;0;0;0;0
06.10.2020 20:00;0;0;0;0;0;0;0;0
06.10.2020 21:00;0;0;0;0;2;0;1;0
06.10.2020 22:00;0;0;0;0;0;0;0;0
06.10.2020 23:00;0;0;0;0;0;0;0;0
07.10.2020 00:00;0;0;0;0;0;0;0;0
07.10.2020 01:00;0;0;0;0;0;0;0;0
07.10.2020 02:00;0;0;0;0;0;0;0;0
07.10.2020 03:00;0;0;0;0;0;0;0;0
07.10.2020 04:00;0;0;0;0;0;0;0;0
07.10.2020 05:00;0;0;0;0;0;0;0;0
07.10.2020 06:00;0;0;0;0;0;0;0;0
07.10.2020 07:00;0;0;0;0;1;0;0;0
07.10.2020 08:00;2;600;9;6000;23;6600;3;6600
07.10.2020 09:00;3;600;2;600;0;0;0;0
07.10.2020 10:00;0;0;0;0;5;600;1;1200
07.10.2020 11:00;9;1200;2;0;16;12600;4;8400
07.10.2020 12:00;20;4800;3;1800;2;600;0;0
07.10.2020 13:00;2;600;1;0;2;2400;0;0
07.10.2020 14:00;9;3000;2;600;1;0;2;0
07.10.2020 15:00;7;1800;2;600;6;2400;5;6000
07.10.2020 16:00;1;600;1;0;14;4800;2;0
07.10.2020 17:00;3;600;5;600;8;1200;2;1800
07.10.2020 18:00;6;1200;4;1800;1;0;2;600
07.10.2020 19:00;1;600;2;1200;0;0;0;0
07.10.2020 20:00;1;600;2;4800;0;0;0;0
07.10.2020 21:00;0;0;1;600;0;0;1;0
07.10.2020 22:00;1;0;1;0;0;0;0;0
07.10.2020 23:00;0;0;0;0;0;0;0;0
08.10.2020 00:00;0;0;0;0;0;0;0;0
08.10.2020 01:00;0;0;0;0;0;0;0;0
08.10.2020 02:00;0;0;0;0;0;0;0;0
08.10.2020 03:00;0;0;0;0;0;0;0;0
08.10.2020 04:00;0;0;0;0;0;0;0;0
08.10.2020 05:00;0;0;0;0;0;0;0;0
08.10.2020 06:00;0;0;0;0;0;0;0;0
08.10.2020 07:00;0;0;0;0;0;0;0;0
08.10.2020 08:00;14;5400;2;1800;20;5400;2;7800
08.10.2020 09:00;0;0;2;600;1;0;6;11400
08.10.2020 10:00;0;0;0;0;8;2400;4;3000
08.10.2020 11:00;1;0;1;1200;3;600;4;600
08.10.2020 12:00;12;2400;10;9000;11;2400;2;0
08.10.2020 13:00;11;2400;1;0;10;1200;1;1200
08.10.2020 14:00;14;4800;1;0;3;600;1;0
08.10.2020 15:00;7;1200;6;3600;4;600;6;1800
08.10.2020 16:00;25;7800;7;12600;13;10200;14;11400
08.10.2020 17:00;0;0;2;600;9;1800;4;1800
08.10.2020 18:00;0;0;3;4200;1;1200;7;6600
08.10.2020 19:00;7;1200;2;2400;0;0;1;600
08.10.2020 20:00;0;0;0;0;0;0;0;0
08.10.2020 21:00;0;0;0;0;0;0;0;0
08.10.2020 22:00;0;0;0;0;0;0;0;0
08.10.2020 23:00;0;0;0;0;0;0;0;0
09.10.2020 00:00;0;0;0;0;0;0;0;0
09.10.2020 01:00;0;0;0;0;0;0;0;0
09.10.2020 02:00;0;0;0;0;0;0;0;0
09.10.2020 03:00;0;0;0;0;0;0;0;0
09.10.2020 04:00;0;0;0;0;0;0;0;0
09.10.2020 05:00;0;0;0;0;0;0;0;0
09.10.2020 06:00;0;0;0;0;0;0;0;0
09.10.2020 07:00;0;0;0;0;0;0;0;0
09.10.2020 08:00;7;4200;1;2400;30;6600;4;9000
09.10.2020 09:00;2;600;0;0;1;0;0;0
09.10.2020 10:00;3;600;0;0;2;0;0;0
09.10.2020 11:00;4;600;1;600;2;0;4;1800
09.10.2020 12:00;1;0;4;3600;1;0;2;0
09.10.2020 13:00;12;1800;7;5400;0;0;1;0
09.10.2020 14:00;17;4800;4;3600;2;600;1;600
09.10.2020 15:00;3;0;1;0;1;0;1;0
09.10.2020 16:00;1;0;9;6600;2;0;7;1800
09.10.2020 17:00;20;4800;5;1200;1;0;2;1200
09.10.2020 18:00;1;0;4;1800;1;0;0;0
09.10.2020 19:00;0;0;0;0;0;0;0;0
09.10.2020 20:00;0;0;0;0;0;0;1;0
09.10.2020 21:00;0;0;0;0;0;0;0;0
09.10.2020 22:00;0;0;0;0;0;0;0;0
09.10.2020 23:00;0;0;0;0;0;0;0;0
10.10.2020 00:00;0;0;0;0;0;0;0;0
10.10.2020 01:00;0;0;0;0;0;0;0;0
10.10.2020 02:00;0;0;0;0;0;0;0;0
10.10.2020 03:00;0;0;0;0;0;0;0;0
10.10.2020 04:00;0;0;0;0;0;0;0;0
10.10.2020 05:00;0;0;0;0;0;0;0;0
10.10.2020 06:00;0;0;0;0;0;0;0;0
10.10.2020 07:00;0;0;0;0;0;0;0;0
10.10.2020 08:00;0;0;4;2400;0;0;4;1800
10.10.2020 09:00;0;0;1;600;0;0;1;600
10.10.2020 10:00;2;0;2;600;23;4800;6;4800
10.10.2020 11:00;6;2400;6;5400;2;600;4;2400
10.10.2020 12:00;8;600;2;3600;2;0;0;0
10.10.2020 13:00;0;0;2;600;0;0;0;0
10.10.2020 14:00;0;0;0;0;0;0;2;1800
10.10.2020 15:00;5;1200;0;0;0;0;0;0
10.10.2020 16:00;1;0;2;3000;0;0;0;0
10.10.2020 17:00;0;0;0;0;0;0;0;0
10.10.2020 18:00;0;0;0;0;1;0;2;1200
10.10.2020 19:00;0;0;0;0;0;0;0;0
10.10.2020 20:00;2;600;0;0;1;0;0;0
10.10.2020 21:00;0;0;0;0;0;0;0;0
10.10.2020 22:00;0;0;0;0;0;0;0;0
10.10.2020 23:00;0;0;0;0;0;0;3;600
11.10.2020 00:00;0;0;0;0;0;0;0;0
11.10.2020 01:00;0;0;0;0;3;600;1;1800
11.10.2020 02:00;0;0;0;0;0;0;0;0
11.10.2020 03:00;0;0;0;0;0;0;0;0
11.10.2020 04:00;0;0;0;0;0;0;0;0
11.10.2020 05:00;0;0;0;0;0;0;0;0
11.10.2020 06:00;0;0;0;0;0;0;0;0
11.10.2020 07:00;0;0;0;0;0;0;0;0
11.10.2020 08:00;0;0;0;0;0;0;0;0
11.10.2020 09:00;1;0;0;0;1;0;1;0
11.10.2020 10:00;0;0;0;0;16;1800;1;3000
11.10.2020 11:00;0;0;0;0;0;0;0;0
11.10.2020 12:00;0;0;0;0;0;0;0;0
11.10.2020 13:00;0;0;0;0;0;0;0;0
11.10.2020 14:00;15;2400;1;6000;1;600;0;0
11.10.2020 15:00;1;0;0;0;0;0;4;1200
11.10.2020 16:00;0;0;0;0;1;600;0;0
11.10.2020 17:00;0;0;3;1800;4;600;9;3000
11.10.2020 18:00;3;0;0;0;2;0;2;0
11.10.2020 19:00;13;3000;0;0;1;0;2;600
11.10.2020 20:00;3;1200;2;4200;0;0;0;0
11.10.2020 21:00;0;0;0;0;2;600;0;0
11.10.2020 22:00;0;0;0;0;0;0;0;0
11.10.2020 23:00;0;0;0;0;0;0;0;0
12.10.2020 00:00;0;0;0;0;0;0;0;0
12.10.2020 01:00;0;0;0;0;0;0;0;0
12.10.2020 02:00;0;0;0;0;0;0;0;0
12.10.2020 03:00;0;0;0;0;0;0;0;0
12.10.2020 04:00;0;0;0;0;0;0;0;0
12.10.2020 05:00;0;0;0;0;0;0;0;0
12.10.2020 06:00;0;0;0;0;0;0;0;0
12.10.2020 07:00;0;0;0;0;0;0;0;0
12.10.2020 08:00;1;0;0;0;0;0;5;1800
12.10.2020 09:00;5;1800;4;4800;3;0;2;600
12.10.2020 10:00;0;0;3;600;0;0;4;1200
12.10.2020 11:00;10;1200;3;6000;3;1200;0;0
12.10.2020 12:00;0;0;6;7800;0;0;3;0
12.10.2020 13:00;0;0;1;1200;0;0;0;0
12.10.2020 14:00;1;0;3;3000;6;600;1;0
12.10.2020 15:00;20;5400;11;7800;6;600;13;6000
12.10.2020 16:00;5;1200;5;6000;30;10800;23;21600
12.10.2020 17:00;4;600;4;1800;7;1200;10;9600
12.10.2020 18:00;2;0;5;2400;17;5400;2;7800
12.10.2020 19:00;0;0;0;0;1;0;2;600
12.10.2020 20:00;0;0;0;0;12;2400;1;0
12.10.2020 21:00;0;0;0;0;0;0;0;0
12.10.2020 22:00;0;0;0;0;0;0;0;0
12.10.2020 23:00;0;0;0;0;0;0;0;0
13.10.2020 00:00;0;0;0;0;0;0;0;0
13.10.2020 01:00;0;0;0;0;0;0;0;0
13.10.2020 02:00;0;0;0;0;0;0;0;0
13.10.2020 03:00;0;0;0;0;0;0;0;0
13.10.2020 04:00;0;0;0;0;0;0;0;0
13.10.2020 05:00;0;0;0;0;0;0;0;0
13.10.2020 06:00;0;0;0;0;3;600;0;0
13.10.2020 07:00;0;0;0;0;1;600;1;600
13.10.2020 08:00;0;0;0;0;0;0;2;600
13.10.2020 09:00;5;1800;4;6000;1;0;2;1200
13.10.2020 10:00;0;0;0;0;2;0;1;600
13.10.2020 11:00;15;3600;5;15000;5;1200;2;2400
13.10.2020 12:00;5;1800;2;600;2;600;5;2400
13.10.2020 13:00;5;1200;3;600;4;1200;0;0
13.10.2020 14:00;6;1200;3;1200;1;0;3;1800
13.10.2020 15:00;13;3000;11;4200;13;1800;6;3600
13.10.2020 16:00;27;8400;10;7200;2;0;9;2400
13.10.2020 17:00;11;3600;20;15000;18;3600;11;12600
13.10.2020 18:00;8;1800;5;7200;5;1200;4;3000
13.10.2020 19:00;8;2400;3;2400;1;600;0;0
13.10.2020 20:00;0;0;0;0;0;0;0;0
13.10.2020 21:00;0;0;0;0;0;0;0;0
13.10.2020 22:00;0;0;0;0;0;0;0;0
13.10.2020 23:00;0;0;0;0;0;0;0;0
14.10.2020 00:00;0;0;0;0;0;0;0;0
14.10.2020 01:00;0;0;0;0;0;0;0;0
14.10.2020 02:00;0;0;0;0;0;0;0;0
14.10.2020 03:00;0;0;0;0;0;0;0;0
14.10.2020 04:00;0;0;0;0;0;0;0;0
14.10.2020 05:00;0;0;0;0;0;0;0;0
14.10.2020 06:00;0;0;0;0;0;0;0;0
14.10.2020 07:00;0;0;0;0;0;0;0;0
14.10.2020 08:00;1;0;0;0;1;0;0;0
14.10.2020 09:00;1;0;6;2400;5;0;5;3600
14.10.2020 10:00;2;600;3;1200;0;0;1;1800
14.10.2020 11:00;0;0;0;0;11;1200;7;6600
14.10.2020 12:00;2;600;7;2400;6;1200;0;0
14.10.2020 13:00;7;1200;1;1200;0;0;0;0
14.10.2020 14:00;1;0;3;4200;3;600;0;0
14.10.2020 15:00;7;1200;13;5400;13;2400;5;1800
14.10.2020 16:00;5;600;8;3000;1;0;1;0
14.10.2020 17:00;6;600;1;600;4;600;8;1200
14.10.2020 18:00;1;0;2;1800;0;0;0;0
14.10.2020 19:00;0;0;0;0;1;1200;0;0
14.10.2020 20:00;2;600;0;0;0;0;0;0
14.10.2020 21:00;0;0;0;0;0;0;0;0
14.10.2020 22:00;0;0;0;0;0;0;0;0
14.10.2020 23:00;0;0;0;0;0;0;0;0
15.10.2020 00:00;0;0;0;0;0;0;0;0
15.10.2020 01:00;0;0;0;0;0;0;0;0
15.10.2020 02:00;0;0;0;0;0;0;0;0
15.10.2020 03:00;0;0;0;0;0;0;0;0
15.10.2020 04:00;0;0;0;0;0;0;0;0
15.10.2020 05:00;0;0;0;0;0;0;0;0
15.10.2020 06:00;0;0;0;0;0;0;0;0
15.10.2020 07:00;1;0;0;0;0;0;0;0
15.10.2020 08:00;27;6600;0;0;1;0;3;1200
15.10.2020 09:00;13;3000;3;3600;4;1800;4;2400
15.10.2020 10:00;1;0;0;0;0;0;4;1800
15.10.2020 11:00;5;1200;2;600;0;0;2;0
15.10.2020 12:00;2;600;5;3000;0;0;0;0
15.10.2020 13:00;1;0;0;0;0;0;1;0
15.10.2020 14:00;8;1200;1;1200;12;3600;5;600
15.10.2020 15:00;0;0;3;600;10;1200;5;4200
15.10.2020 16:00;14;3600;6;1200;14;2400;9;1800
15.10.2020 17:00;3;0;7;1200;16;1800;7;5400
15.10.2020 18:00;9;1800;7;18000;2;0;1;0
15.10.2020 19:00;3;1200;0;0;9;1200;0;0
15.10.2020 20:00;0;0;0;0;0;0;0;0
15.10.2020 21:00;0;0;0;0;0;0;0;0
15.10.2020 22:00;0;0;0;0;0;0;0;0
15.10.2020 23:00;0;0;0;0;0;0;0;0
16.10.2020 00:00;0;0;0;0;0;0;0;0
16.10.2020 01:00;0;0;0;0;0;0;0;0
16.10.2020 02:00;0;0;0;0;0;0;0;0
16.10.2020 03:00;0;0;0;0;0;0;0;0
16.10.2020 04:00;0;0;0;0;0;0;0;0
