01.06.2020 00:00;Bel_TB32;Vwz_TB32;Bel_TF32;Vwz_TF32;Bel_V21;Vwz_V21;Bel_V81;Vwz_V81;Bel_VK1_2Stoer;Vwz_VK1_2Stoer
11.09.2020 05:00;0;0;0;0;0;0;0;0;0;0
11.09.2020 06:00;1;600;0;0;0;0;0;0;0;0
11.09.2020 07:00;18;15000;18;12600;0;0;0;0;0;0
11.09.2020 08:00;9;10200;9;6000;0;0;0;0;0;0
11.09.2020 09:00;3;3600;4;1800;0;0;0;0;0;0
11.09.2020 10:00;1;600;1;600;0;0;0;0;0;0
11.09.2020 11:00;10;21000;6;4200;0;0;0;0;0;0
11.09.2020 12:00;8;10800;8;7200;0;0;0;0;0;0
11.09.2020 13:00;7;18000;10;8400;0;0;0;0;0;0
11.09.2020 14:00;4;3600;9;5400;0;0;0;0;0;0
11.09.2020 15:00;10;6600;17;13800;0;0;0;0;0;0
11.09.2020 16:00;15;13800;9;8400;0;0;0;0;0;0
11.09.2020 17:00;11;11400;8;6000;0;0;0;0;0;0
11.09.2020 18:00;3;2400;6;4200;0;0;0;0;0;0
11.09.2020 19:00;4;3600;2;1200;0;0;0;0;0;0
11.09.2020 20:00;2;1200;1;600;0;0;0;0;0;0
11.09.2020 21:00;1;600;0;0;0;0;0;0;0;0
11.09.2020 22:00;0;0;0;0;0;0;0;0;0;0
11.09.2020 23:00;0;0;0;0;0;0;0;0;0;0
12.09.2020 00:00;0;0;0;0;0;0;0;0;0;0
12.09.2020 01:00;0;0;1;1800;0;0;0;0;0;0
12.09.2020 02:00;0;0;0;0;0;0;0;0;0;0
12.09.2020 03:00;0;0;0;0;0;0;0;0;0;0
12.09.2020 04:00;0;0;0;0;0;0;0;0;0;0
12.09.2020 05:00;0;0;0;0;0;0;0;0;0;0
12.09.2020 06:00;0;0;0;0;0;0;0;0;0;0
12.09.2020 07:00;0;0;0;0;0;0;0;0;0;0
12.09.2020 08:00;2;1200;0;0;0;0;0;0;0;0
12.09.2020 09:00;2;1200;1;600;0;0;0;0;0;0
12.09.2020 10:00;5;5400;7;4800;0;0;0;0;0;0
12.09.2020 11:00;6;3600;6;4800;0;0;0;0;0;0
12.09.2020 12:00;11;12000;9;5400;0;0;0;0;0;0
12.09.2020 13:00;1;600;5;3000;0;0;0;0;0;0
12.09.2020 14:00;3;1800;9;6000;0;0;0;0;0;0
12.09.2020 15:00;2;1200;0;0;0;0;0;0;0;0
12.09.2020 16:00;3;1800;4;4200;0;0;0;0;0;0
12.09.2020 17:00;4;2400;6;5400;0;0;0;0;0;0
12.09.2020 18:00;3;1800;6;3600;0;0;0;0;0;0
12.09.2020 19:00;1;600;4;3600;0;0;0;0;0;0
12.09.2020 20:00;3;1800;2;1200;0;0;0;0;0;0
12.09.2020 21:00;0;0;2;1800;0;0;0;0;0;0
12.09.2020 22:00;0;0;0;0;0;0;0;0;0;0
12.09.2020 23:00;0;0;0;0;0;0;0;0;0;0
13.09.2020 00:00;0;0;0;0;0;0;0;0;0;0
13.09.2020 01:00;0;0;0;0;0;0;0;0;0;0
13.09.2020 02:00;0;0;1;600;0;0;0;0;0;0
13.09.2020 03:00;0;0;0;0;0;0;0;0;0;0
13.09.2020 04:00;1;600;0;0;0;0;0;0;0;0
13.09.2020 05:00;0;0;0;0;0;0;0;0;0;0
13.09.2020 06:00;0;0;0;0;0;0;0;0;0;0
13.09.2020 07:00;0;0;0;0;0;0;0;0;0;0
13.09.2020 08:00;0;0;0;0;0;0;0;0;0;0
13.09.2020 09:00;1;600;0;0;0;0;0;0;0;0
13.09.2020 10:00;2;1200;1;600;0;0;0;0;0;0
13.09.2020 11:00;4;3000;5;3000;0;0;0;0;0;0
13.09.2020 12:00;3;1800;3;1800;0;0;0;0;0;0
13.09.2020 13:00;3;2400;6;6000;0;0;0;0;0;0
13.09.2020 14:00;0;0;2;2400;0;0;0;0;0;0
13.09.2020 15:00;0;0;0;0;0;0;0;0;0;0
13.09.2020 16:00;6;4800;7;4800;0;0;0;0;0;0
13.09.2020 17:00;3;4200;0;0;0;0;0;0;0;0
13.09.2020 18:00;8;6600;7;5400;0;0;0;0;0;0
13.09.2020 19:00;5;4800;5;3600;0;0;0;0;0;0
13.09.2020 20:00;0;0;0;0;0;0;0;0;0;0
13.09.2020 21:00;0;0;0;0;0;0;0;0;0;0
13.09.2020 22:00;0;0;0;0;0;0;0;0;0;0
13.09.2020 23:00;0;0;0;0;0;0;0;0;0;0
14.09.2020 00:00;0;0;0;0;0;0;0;0;0;0
14.09.2020 01:00;0;0;0;0;0;0;0;0;0;0
14.09.2020 02:00;0;0;0;0;0;0;0;0;0;0
14.09.2020 03:00;0;0;0;0;0;0;0;0;0;0
14.09.2020 04:00;0;0;0;0;0;0;0;0;0;0
14.09.2020 05:00;0;0;0;0;0;0;0;0;0;0
14.09.2020 06:00;1;600;0;0;0;0;0;0;0;0
14.09.2020 07:00;10;6600;18;13200;0;0;0;0;0;0
14.09.2020 08:00;9;5400;5;3000;0;0;0;0;0;0
14.09.2020 09:00;3;1800;4;4200;0;0;0;0;0;0
14.09.2020 10:00;2;1200;5;3600;0;0;0;0;0;0
14.09.2020 11:00;3;1800;5;3000;0;0;0;0;0;0
14.09.2020 12:00;12;10200;10;8400;0;0;0;0;0;0
14.09.2020 13:00;13;10200;9;6600;0;0;0;0;0;0
14.09.2020 14:00;6;7200;10;6600;0;0;0;0;0;0
14.09.2020 15:00;12;9000;13;9000;0;0;0;0;0;0
14.09.2020 16:00;8;6600;14;9600;0;0;0;0;0;0
14.09.2020 17:00;7;5400;8;4800;0;0;0;0;0;0
14.09.2020 18:00;8;4800;6;4800;0;0;0;0;0;0
14.09.2020 19:00;1;600;1;600;0;0;0;0;0;0
14.09.2020 20:00;0;0;2;1200;0;0;0;0;0;0
14.09.2020 21:00;0;0;1;600;0;0;0;0;0;0
14.09.2020 22:00;0;0;1;600;0;0;0;0;0;0
14.09.2020 23:00;0;0;0;0;0;0;0;0;0;0
15.09.2020 00:00;1;1200;0;0;0;0;0;0;0;0
15.09.2020 01:00;0;0;0;0;0;0;0;0;0;0
15.09.2020 02:00;0;0;0;0;0;0;0;0;0;0
15.09.2020 03:00;0;0;0;0;0;0;0;0;0;0
15.09.2020 04:00;0;0;0;0;0;0;0;0;0;0
15.09.2020 05:00;0;0;0;0;0;0;0;0;0;0
15.09.2020 06:00;0;0;0;0;0;0;0;0;0;0
15.09.2020 07:00;18;14400;16;12600;0;0;0;0;0;0
15.09.2020 08:00;10;8400;6;5400;0;0;0;0;0;0
15.09.2020 09:00;3;1800;5;3600;0;0;0;0;0;0
15.09.2020 10:00;2;1200;5;3600;0;0;0;0;0;0
15.09.2020 11:00;12;10200;5;3000;0;0;0;0;0;0
15.09.2020 12:00;5;6000;4;2400;0;0;0;0;0;0
15.09.2020 13:00;15;15600;6;4200;0;0;0;0;0;0
15.09.2020 14:00;1;600;11;9600;0;0;0;0;0;0
15.09.2020 15:00;17;13200;13;9000;0;0;0;0;0;0
15.09.2020 16:00;9;6000;15;9600;0;0;0;0;0;0
15.09.2020 17:00;8;7200;16;12000;0;0;0;0;0;0
15.09.2020 18:00;11;6600;10;7200;0;0;0;0;0;0
15.09.2020 19:00;6;4800;10;9600;0;0;0;0;0;0
15.09.2020 20:00;2;1800;3;1800;0;0;0;0;0;0
15.09.2020 21:00;0;0;0;0;0;0;0;0;0;0
15.09.2020 22:00;0;0;0;0;0;0;0;0;0;0
15.09.2020 23:00;0;0;0;0;0;0;0;0;0;0
16.09.2020 00:00;0;0;0;0;0;0;0;0;0;0
16.09.2020 01:00;0;0;0;0;0;0;0;0;0;0
16.09.2020 02:00;0;0;0;0;0;0;0;0;0;0
16.09.2020 03:00;0;0;0;0;0;0;0;0;0;0
16.09.2020 04:00;0;0;0;0;0;0;0;0;0;0
16.09.2020 05:00;0;0;0;0;0;0;0;0;0;0
16.09.2020 06:00;0;0;0;0;0;0;0;0;0;0
16.09.2020 07:00;16;17400;13;10200;0;0;0;0;0;0
16.09.2020 08:00;3;1800;7;4800;0;0;0;0;0;0
16.09.2020 09:00;6;4200;4;2400;0;0;0;0;0;0
16.09.2020 10:00;3;1800;5;3600;0;0;0;0;0;0
16.09.2020 11:00;17;13800;15;12000;0;0;0;0;0;0
16.09.2020 12:00;5;3600;3;1800;0;0;0;0;0;0
16.09.2020 13:00;8;6000;8;4800;0;0;0;0;0;0
16.09.2020 14:00;11;8400;15;10800;0;0;0;0;0;0
16.09.2020 15:00;17;16800;18;13800;0;0;0;0;0;0
16.09.2020 16:00;13;11400;14;10200;0;0;0;0;0;0
16.09.2020 17:00;6;5400;3;1800;0;0;0;0;0;0
16.09.2020 18:00;3;1800;10;7200;0;0;0;0;0;0
16.09.2020 19:00;2;1200;1;1800;0;0;0;0;0;0
16.09.2020 20:00;4;2400;2;1200;0;0;0;0;0;0
16.09.2020 21:00;1;600;0;0;0;0;0;0;0;0
16.09.2020 22:00;0;0;0;0;0;0;0;0;0;0
16.09.2020 23:00;0;0;0;0;0;0;0;0;0;0
17.09.2020 00:00;0;0;0;0;0;0;0;0;0;0
17.09.2020 01:00;0;0;0;0;0;0;0;0;0;0
17.09.2020 02:00;0;0;0;0;0;0;0;0;0;0
17.09.2020 03:00;0;0;0;0;0;0;0;0;0;0
17.09.2020 04:00;0;0;0;0;0;0;0;0;0;0
17.09.2020 05:00;1;600;1;600;0;0;0;0;0;0
17.09.2020 06:00;0;0;0;0;0;0;0;0;0;0
17.09.2020 07:00;25;21600;9;6000;0;0;0;0;0;0
17.09.2020 08:00;10;7200;9;6000;0;0;0;0;0;0
17.09.2020 09:00;4;2400;5;3000;0;0;0;0;0;0
17.09.2020 10:00;1;600;0;0;0;0;0;0;0;0
17.09.2020 11:00;4;2400;6;4200;0;0;0;0;0;0
17.09.2020 12:00;15;18600;12;10200;0;0;0;0;0;0
17.09.2020 13:00;16;14400;16;10800;0;0;0;0;0;0
17.09.2020 14:00;8;6600;10;6600;0;0;0;0;0;0
17.09.2020 15:00;14;12600;13;10200;0;0;0;0;0;0
17.09.2020 16:00;15;12600;16;12600;0;0;0;0;0;0
17.09.2020 17:00;10;6600;10;7200;0;0;0;0;0;0
17.09.2020 18:00;9;5400;11;9000;0;0;0;0;0;0
17.09.2020 19:00;4;2400;5;4200;0;0;0;0;0;0
17.09.2020 20:00;1;600;0;0;0;0;0;0;0;0
17.09.2020 21:00;0;0;0;0;0;0;0;0;0;0
17.09.2020 22:00;0;0;0;0;0;0;0;0;0;0
17.09.2020 23:00;0;0;0;0;0;0;0;0;0;0
18.09.2020 00:00;0;0;0;0;0;0;0;0;0;0
18.09.2020 01:00;0;0;0;0;0;0;0;0;0;0
18.09.2020 02:00;0;0;0;0;0;0;0;0;0;0
18.09.2020 03:00;0;0;0;0;0;0;0;0;0;0
18.09.2020 04:00;0;0;0;0;0;0;0;0;0;0
18.09.2020 05:00;1;600;0;0;0;0;0;0;0;0
18.09.2020 06:00;0;0;0;0;0;0;0;0;0;0
18.09.2020 07:00;19;22200;15;11400;0;0;0;0;0;0
18.09.2020 08:00;11;10200;11;9000;0;0;0;0;0;0
18.09.2020 09:00;2;1200;2;1200;0;0;0;0;0;0
18.09.2020 10:00;0;0;2;1200;0;0;0;0;0;0
18.09.2020 11:00;15;18600;9;6600;0;0;0;0;0;0
18.09.2020 12:00;12;10200;8;7200;0;0;0;0;0;0
18.09.2020 13:00;8;6600;10;9600;0;0;0;0;0;0
18.09.2020 14:00;6;10200;17;14400;0;0;0;0;0;0
18.09.2020 15:00;14;9600;11;7800;0;0;0;0;0;0
18.09.2020 16:00;10;9000;13;9600;0;0;0;0;0;0
18.09.2020 17:00;11;15000;11;9000;0;0;0;0;0;0
18.09.2020 18:00;5;3000;1;600;0;0;0;0;0;0
18.09.2020 19:00;6;4200;3;1800;0;0;0;0;0;0
18.09.2020 20:00;2;1200;3;1800;0;0;0;0;0;0
18.09.2020 21:00;1;600;1;600;0;0;0;0;0;0
18.09.2020 22:00;1;600;0;0;0;0;0;0;0;0
18.09.2020 23:00;1;600;1;600;0;0;0;0;0;0
19.09.2020 00:00;0;0;0;0;0;0;0;0;0;0
19.09.2020 01:00;0;0;0;0;0;0;0;0;0;0
19.09.2020 02:00;0;0;0;0;0;0;0;0;0;0
19.09.2020 03:00;0;0;0;0;0;0;0;0;0;0
19.09.2020 04:00;0;0;0;0;0;0;0;0;0;0
19.09.2020 05:00;0;0;0;0;0;0;0;0;0;0
19.09.2020 06:00;0;0;0;0;0;0;0;0;0;0
19.09.2020 07:00;0;0;0;0;0;0;0;0;0;0
19.09.2020 08:00;0;0;0;0;0;0;0;0;0;0
19.09.2020 09:00;0;0;3;1800;0;0;0;0;0;0
19.09.2020 10:00;4;3000;4;2400;0;0;0;0;0;0
19.09.2020 11:00;3;1800;4;2400;0;0;0;0;0;0
19.09.2020 12:00;1;600;3;1800;0;0;0;0;0;0
19.09.2020 13:00;3;1800;1;600;0;0;0;0;0;0
19.09.2020 14:00;4;15000;6;4200;0;0;0;0;0;0
19.09.2020 15:00;3;3000;5;3600;0;0;0;0;0;0
19.09.2020 16:00;3;1800;5;3600;0;0;0;0;0;0
19.09.2020 17:00;2;1800;3;4200;0;0;0;0;0;0
19.09.2020 18:00;2;1200;3;2400;0;0;0;0;0;0
19.09.2020 19:00;3;2400;6;3600;0;0;0;0;0;0
19.09.2020 20:00;2;1200;2;1200;0;0;0;0;0;0
19.09.2020 21:00;0;0;1;600;0;0;0;0;0;0
19.09.2020 22:00;0;0;0;0;0;0;0;0;0;0
19.09.2020 23:00;0;0;1;600;0;0;0;0;0;0
20.09.2020 00:00;0;0;0;0;0;0;0;0;0;0
20.09.2020 01:00;0;0;0;0;0;0;0;0;0;0
20.09.2020 02:00;0;0;0;0;0;0;0;0;0;0
20.09.2020 03:00;0;0;0;0;0;0;0;0;0;0
20.09.2020 04:00;0;0;0;0;0;0;0;0;0;0
20.09.2020 05:00;0;0;0;0;0;0;0;0;0;0
20.09.2020 06:00;0;0;0;0;0;0;0;0;0;0
20.09.2020 07:00;0;0;0;0;0;0;0;0;0;0
20.09.2020 08:00;0;0;1;600;0;0;0;0;0;0
20.09.2020 09:00;2;1200;0;0;0;0;0;0;0;0
20.09.2020 10:00;1;600;4;2400;0;0;0;0;0;0
20.09.2020 11:00;2;1200;4;2400;0;0;0;0;0;0
20.09.2020 12:00;5;4800;1;600;0;0;0;0;0;0
20.09.2020 13:00;3;2400;3;3600;0;0;0;0;0;0
20.09.2020 14:00;3;2400;1;600;0;0;0;0;0;0
20.09.2020 15:00;3;3000;5;3600;0;0;0;0;0;0
20.09.2020 16:00;7;4800;5;3600;0;0;0;0;0;0
20.09.2020 17:00;5;3000;8;6000;0;0;0;0;0;0
20.09.2020 18:00;10;7800;9;7200;0;0;0;0;0;0
20.09.2020 19:00;0;0;3;1800;0;0;0;0;0;0
20.09.2020 20:00;2;1800;2;1200;0;0;0;0;0;0
20.09.2020 21:00;1;600;2;1200;0;0;0;0;0;0
20.09.2020 22:00;0;0;0;0;0;0;0;0;0;0
20.09.2020 23:00;0;0;0;0;0;0;0;0;0;0
21.09.2020 00:00;0;0;0;0;0;0;0;0;0;0
21.09.2020 01:00;0;0;0;0;0;0;0;0;0;0
21.09.2020 02:00;0;0;0;0;0;0;0;0;0;0
21.09.2020 03:00;0;0;0;0;0;0;0;0;0;0
21.09.2020 04:00;0;0;0;0;0;0;0;0;0;0
21.09.2020 05:00;1;600;0;0;0;0;0;0;0;0
21.09.2020 06:00;0;0;0;0;0;0;0;0;0;0
21.09.2020 07:00;17;23400;12;10200;0;0;0;0;0;0
21.09.2020 08:00;7;4200;13;10800;0;0;0;0;0;0
21.09.2020 09:00;2;1200;4;2400;0;0;0;0;0;0
21.09.2020 10:00;2;1200;2;1200;0;0;0;0;0;0
21.09.2020 11:00;6;5400;3;1800;0;0;0;0;0;0
21.09.2020 12:00;16;21000;8;4800;0;0;0;0;0;0
21.09.2020 13:00;9;6000;5;3600;0;0;0;0;0;0
21.09.2020 14:00;10;7800;12;10200;0;0;0;0;0;0
21.09.2020 15:00;10;6600;14;9600;0;0;0;0;0;0
21.09.2020 16:00;14;11400;17;13200;0;0;0;0;0;0
21.09.2020 17:00;9;5400;11;6600;0;0;0;0;0;0
21.09.2020 18:00;6;4800;11;10200;0;0;0;0;0;0
21.09.2020 19:00;9;9600;5;3000;0;0;0;0;0;0
21.09.2020 20:00;1;600;1;600;0;0;0;0;0;0
21.09.2020 21:00;0;0;0;0;0;0;0;0;0;0
21.09.2020 22:00;0;0;0;0;0;0;0;0;0;0
21.09.2020 23:00;0;0;0;0;0;0;0;0;0;0
22.09.2020 00:00;0;0;0;0;0;0;0;0;0;0
22.09.2020 01:00;0;0;0;0;0;0;0;0;0;0
22.09.2020 02:00;0;0;0;0;0;0;0;0;0;0
22.09.2020 03:00;0;0;0;0;0;0;0;0;0;0
22.09.2020 04:00;0;0;0;0;0;0;0;0;0;0
22.09.2020 05:00;1;600;0;0;0;0;0;0;0;0
22.09.2020 06:00;0;0;1;600;0;0;0;0;0;0
22.09.2020 07:00;15;13800;10;7200;0;0;0;0;0;0
22.09.2020 08:00;13;10200;10;6000;0;0;0;0;0;0
22.09.2020 09:00;4;3600;2;1200;0;0;0;0;0;0
22.09.2020 10:00;2;1200;1;600;0;0;0;0;0;0
22.09.2020 11:00;5;4200;7;4800;0;0;0;0;0;0
22.09.2020 12:00;7;4800;4;2400;0;0;0;0;0;0
22.09.2020 13:00;14;16200;14;10800;0;0;0;0;0;0
22.09.2020 14:00;10;7200;8;5400;0;0;0;0;0;0
22.09.2020 15:00;13;13200;15;12000;0;0;0;0;0;0
22.09.2020 16:00;9;10800;11;9000;0;0;0;0;0;0
22.09.2020 17:00;5;3600;8;6000;0;0;0;0;0;0
22.09.2020 18:00;2;1200;6;4800;0;0;0;0;0;0
22.09.2020 19:00;4;2400;3;1800;0;0;0;0;0;0
22.09.2020 20:00;1;600;3;1800;0;0;0;0;0;0
22.09.2020 21:00;0;0;0;0;0;0;0;0;0;0
22.09.2020 22:00;0;0;1;600;0;0;0;0;0;0
22.09.2020 23:00;0;0;0;0;0;0;0;0;0;0
23.09.2020 00:00;0;0;0;0;0;0;0;0;0;0
23.09.2020 01:00;0;0;0;0;0;0;0;0;0;0
23.09.2020 02:00;0;0;0;0;0;0;0;0;0;0
23.09.2020 03:00;0;0;0;0;0;0;0;0;0;0
23.09.2020 04:00;0;0;0;0;0;0;0;0;0;0
23.09.2020 05:00;1;600;0;0;0;0;0;0;0;0
23.09.2020 06:00;1;600;1;600;0;0;0;0;0;0
23.09.2020 07:00;18;14400;8;5400;0;0;0;0;0;0
23.09.2020 08:00;3;1800;11;7200;0;0;0;0;0;0
23.09.2020 09:00;4;3000;4;2400;0;0;0;0;0;0
23.09.2020 10:00;2;1200;5;3000;0;0;0;0;0;0
23.09.2020 11:00;9;8400;4;2400;0;0;0;0;0;0
23.09.2020 12:00;7;8400;9;8400;0;0;0;0;0;0
23.09.2020 13:00;6;5400;10;7800;0;0;0;0;0;0
23.09.2020 14:00;8;4800;7;4800;0;0;0;0;0;0
23.09.2020 15:00;9;7200;9;6000;0;0;0;0;0;0
23.09.2020 16:00;22;18600;20;13800;0;0;0;0;0;0
23.09.2020 17:00;6;5400;16;12000;0;0;0;0;0;0
23.09.2020 18:00;4;2400;5;3000;0;0;0;0;0;0
23.09.2020 19:00;2;1200;1;600;0;0;0;0;0;0
23.09.2020 20:00;0;0;0;0;0;0;0;0;0;0
23.09.2020 21:00;1;600;0;0;0;0;0;0;0;0
23.09.2020 22:00;0;0;0;0;0;0;0;0;0;0
23.09.2020 23:00;0;0;0;0;0;0;0;0;0;0
24.09.2020 00:00;0;0;0;0;0;0;0;0;0;0
24.09.2020 01:00;0;0;0;0;0;0;0;0;0;0
24.09.2020 02:00;0;0;0;0;0;0;0;0;0;0
24.09.2020 03:00;0;0;0;0;0;0;0;0;0;0
24.09.2020 04:00;0;0;0;0;0;0;0;0;0;0
24.09.2020 05:00;1;600;1;600;0;0;0;0;0;0
24.09.2020 06:00;0;0;0;0;0;0;0;0;0;0
24.09.2020 07:00;18;13800;16;13200;0;0;0;0;0;0
24.09.2020 08:00;9;7800;10;6600;0;0;0;0;0;0
24.09.2020 09:00;3;1800;3;1800;0;0;0;0;0;0
24.09.2020 10:00;1;600;4;2400;0;0;0;0;0;0
24.09.2020 11:00;7;4800;2;1200;0;0;0;0;0;0
24.09.2020 12:00;21;25800;12;10200;0;0;0;0;0;0
24.09.2020 13:00;8;6000;7;5400;0;0;0;0;0;0
24.09.2020 14:00;7;5400;16;13200;0;0;0;0;0;0
24.09.2020 15:00;9;5400;13;12000;0;0;0;0;0;0
24.09.2020 16:00;15;14400;10;6000;0;0;0;0;0;0
24.09.2020 17:00;11;10200;8;4800;0;0;0;0;0;0
24.09.2020 18:00;6;4200;7;6600;0;0;0;0;0;0
24.09.2020 19:00;4;3600;2;2400;0;0;0;0;0;0
24.09.2020 20:00;1;1200;2;1200;0;0;0;0;0;0
24.09.2020 21:00;1;600;1;600;0;0;0;0;0;0
24.09.2020 22:00;0;0;0;0;0;0;0;0;0;0
24.09.2020 23:00;0;0;0;0;0;0;0;0;0;0
25.09.2020 00:00;0;0;0;0;0;0;0;0;0;0
25.09.2020 01:00;0;0;0;0;0;0;0;0;0;0
25.09.2020 02:00;0;0;0;0;0;0;0;0;0;0
25.09.2020 03:00;0;0;0;0;0;0;0;0;0;0
25.09.2020 04:00;0;0;0;0;0;0;0;0;0;0
25.09.2020 05:00;0;0;0;0;0;0;0;0;0;0
25.09.2020 06:00;0;0;0;0;0;0;0;0;0;0
25.09.2020 07:00;14;10200;11;7800;0;0;0;0;0;0
25.09.2020 08:00;17;20400;12;10200;0;0;0;0;0;0
25.09.2020 09:00;4;3000;2;1200;0;0;0;0;0;0
25.09.2020 10:00;0;0;6;4800;0;0;0;0;0;0
25.09.2020 11:00;10;9600;8;4800;0;0;0;0;0;0
25.09.2020 12:00;7;4200;5;3600;0;0;0;0;0;0
25.09.2020 13:00;13;13800;13;8400;0;0;0;0;0;0
25.09.2020 14:00;13;9000;15;12600;0;0;0;0;0;0
25.09.2020 15:00;8;6000;7;5400;0;0;0;0;0;0
25.09.2020 16:00;16;14400;14;12000;0;0;0;0;0;0
25.09.2020 17:00;3;1800;11;8400;0;0;0;0;0;0
25.09.2020 18:00;6;3600;4;2400;0;0;0;0;0;0
25.09.2020 19:00;2;2400;1;600;0;0;0;0;0;0
25.09.2020 20:00;1;600;3;1800;0;0;0;0;0;0
25.09.2020 21:00;0;0;2;1200;0;0;0;0;0;0
25.09.2020 22:00;0;0;0;0;0;0;0;0;0;0
25.09.2020 23:00;0;0;1;600;0;0;0;0;0;0
26.09.2020 00:00;1;600;0;0;0;0;0;0;0;0
26.09.2020 01:00;0;0;0;0;0;0;0;0;0;0
26.09.2020 02:00;0;0;0;0;0;0;0;0;0;0
26.09.2020 03:00;0;0;0;0;0;0;0;0;0;0
26.09.2020 04:00;0;0;0;0;0;0;0;0;0;0
26.09.2020 05:00;0;0;0;0;0;0;0;0;0;0
26.09.2020 06:00;0;0;0;0;0;0;0;0;0;0
26.09.2020 07:00;0;0;1;600;0;0;0;0;0;0
26.09.2020 08:00;0;0;2;1200;0;0;0;0;0;0
26.09.2020 09:00;4;3600;3;3000;0;0;0;0;0;0
26.09.2020 10:00;2;1200;2;1200;0;0;0;0;0;0
26.09.2020 11:00;3;1800;2;1200;0;0;0;0;0;0
26.09.2020 12:00;1;600;2;1200;0;0;0;0;0;0
26.09.2020 13:00;2;1200;5;4200;0;0;0;0;0;0
26.09.2020 14:00;4;2400;2;1200;0;0;0;0;0;0
26.09.2020 15:00;5;4800;0;0;0;0;0;0;0;0
26.09.2020 16:00;1;600;3;3000;0;0;0;0;0;0
26.09.2020 17:00;4;2400;7;4800;0;0;0;0;0;0
26.09.2020 18:00;3;1800;3;1800;0;0;0;0;0;0
26.09.2020 19:00;1;600;0;0;0;0;0;0;0;0
26.09.2020 20:00;1;600;1;600;0;0;0;0;0;0
26.09.2020 21:00;1;600;0;0;0;0;0;0;0;0
26.09.2020 22:00;0;0;0;0;0;0;0;0;0;0
26.09.2020 23:00;0;0;0;0;0;0;0;0;0;0
27.09.2020 00:00;0;0;0;0;0;0;0;0;0;0
27.09.2020 01:00;0;0;0;0;0;0;0;0;0;0
27.09.2020 02:00;0;0;0;0;0;0;0;0;0;0
27.09.2020 03:00;0;0;0;0;0;0;0;0;0;0
27.09.2020 04:00;0;0;0;0;0;0;0;0;0;0
27.09.2020 05:00;0;0;0;0;0;0;0;0;0;0
27.09.2020 06:00;0;0;0;0;0;0;0;0;0;0
27.09.2020 07:00;0;0;0;0;0;0;0;0;0;0
27.09.2020 08:00;0;0;0;0;0;0;0;0;0;0
27.09.2020 09:00;0;0;0;0;0;0;0;0;0;0
27.09.2020 10:00;2;1800;0;0;0;0;0;0;0;0
27.09.2020 11:00;1;600;2;1200;0;0;0;0;0;0
27.09.2020 12:00;2;1200;1;600;0;0;0;0;0;0
27.09.2020 13:00;2;1200;0;0;0;0;0;0;0;0
27.09.2020 14:00;0;0;4;3600;0;0;0;0;0;0
27.09.2020 15:00;2;1200;2;1200;0;0;0;0;0;0
27.09.2020 16:00;2;1800;4;2400;0;0;0;0;0;0
27.09.2020 17:00;4;2400;3;1800;0;0;0;0;0;0
27.09.2020 18:00;0;0;1;600;0;0;0;0;0;0
27.09.2020 19:00;0;0;0;0;0;0;0;0;0;0
27.09.2020 20:00;0;0;2;1200;0;0;0;0;0;0
27.09.2020 21:00;0;0;3;1800;0;0;0;0;0;0
27.09.2020 22:00;0;0;0;0;0;0;0;0;0;0
27.09.2020 23:00;0;0;0;0;0;0;0;0;0;0
28.09.2020 00:00;0;0;0;0;0;0;0;0;0;0
28.09.2020 01:00;0;0;0;0;0;0;0;0;0;0
28.09.2020 02:00;0;0;0;0;0;0;0;0;0;0
28.09.2020 03:00;0;0;0;0;0;0;0;0;0;0
28.09.2020 04:00;0;0;0;0;0;0;0;0;0;0
28.09.2020 05:00;1;600;1;600;0;0;0;0;0;0
28.09.2020 06:00;0;0;0;0;0;0;0;0;0;0
28.09.2020 07:00;18;13800;14;12000;0;0;0;0;0;0
28.09.2020 08:00;10;7800;12;8400;0;0;0;0;0;0
28.09.2020 09:00;3;1800;4;3600;0;0;0;0;0;0
28.09.2020 10:00;1;600;1;600;0;0;0;0;0;0
28.09.2020 11:00;6;11400;5;3600;0;0;0;0;0;0
28.09.2020 12:00;16;17400;10;6600;0;0;0;0;0;0
28.09.2020 13:00;6;9600;6;4800;0;0;0;0;0;0
28.09.2020 14:00;6;3600;5;3000;0;0;0;0;0;0
28.09.2020 15:00;12;10200;9;6000;0;0;0;0;0;0
28.09.2020 16:00;8;10200;13;9600;0;0;0;0;0;0
28.09.2020 17:00;6;3600;10;7800;0;0;0;0;0;0
28.09.2020 18:00;13;16200;10;6000;0;0;0;0;0;0
28.09.2020 19:00;3;2400;5;4200;0;0;0;0;0;0
28.09.2020 20:00;0;0;0;0;0;0;0;0;0;0
28.09.2020 21:00;1;600;1;600;0;0;0;0;0;0
28.09.2020 22:00;0;0;0;0;0;0;0;0;0;0
28.09.2020 23:00;0;0;0;0;0;0;0;0;0;0
29.09.2020 00:00;0;0;0;0;0;0;0;0;0;0
29.09.2020 01:00;0;0;0;0;0;0;0;0;0;0
29.09.2020 02:00;0;0;0;0;0;0;0;0;0;0
29.09.2020 03:00;0;0;0;0;0;0;0;0;0;0
29.09.2020 04:00;0;0;0;0;0;0;0;0;0;0
29.09.2020 05:00;0;0;0;0;0;0;0;0;0;0
29.09.2020 06:00;0;0;0;0;0;0;0;0;0;0
