01.06.2020 00:00;Bel_MP11;Vwz_MP11;Bel_MP12;Vwz_MP12;Bel_MP13;Vwz_MP13;Bel_MP51;Vwz_MP51;Bel_MP52;Vwz_MP52;Bel_MP53;Vwz_MP53;Bel_ST51;Vwz_ST51;Bel_ST55;Vwz_ST55;Bel_TBS32;Vwz_TBS32;Bel_TF32;Vwz_TF32
01.06.2020 00:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;1;730;1;970
01.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 06:00;2;2000;2;2000;2;2000;2;1990;2;2000;2;1990;0;0;0;0;0;0;0;0
01.06.2020 07:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;1;310;0;0
01.06.2020 08:00;2;2000;2;1990;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
01.06.2020 09:00;2;1990;2;2000;2;2000;2;1990;2;1990;2;2000;0;0;0;0;1;710;1;390
01.06.2020 10:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;1;240;3;8700
01.06.2020 11:00;2;2000;2;2000;2;2000;2;1990;2;1990;2;2000;0;0;0;0;6;1470;3;2330
01.06.2020 12:00;3;2980;3;3000;3;3000;4;4000;4;4000;4;4000;0;0;0;0;15;5870;6;4480
01.06.2020 13:00;4;3990;4;3990;4;3990;4;3980;4;4000;4;4000;0;0;0;0;11;4520;10;11340
01.06.2020 14:00;4;3990;4;3990;4;3990;4;3980;4;4000;4;3990;0;0;0;0;12;4580;11;13000
01.06.2020 15:00;4;3990;4;3990;4;4000;4;3990;4;3990;4;3990;0;0;0;0;28;6840;21;29020
01.06.2020 16:00;4;4000;4;3990;4;4000;4;3990;4;4000;4;4000;0;0;0;0;24;8900;26;43390
01.06.2020 17:00;4;4000;4;3990;4;4000;4;4000;4;4000;4;4000;0;0;0;0;28;8940;13;23110
01.06.2020 18:00;4;3990;4;3990;4;4000;4;3990;4;3980;4;4000;0;0;0;0;36;9520;21;20670
01.06.2020 19:00;3;3000;3;3000;3;2990;2;2000;2;1990;2;2059;0;0;0;0;13;3281;12;21840
01.06.2020 20:00;2;2000;2;1990;2;2000;2;2000;2;2000;2;1990;0;0;0;0;32;9100;13;14010
01.06.2020 21:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;19;8280;11;27350
01.06.2020 22:00;2;1990;2;2000;2;2000;2;2000;2;1990;2;2000;0;0;0;0;15;3040;5;2450
01.06.2020 23:00;2;2000;2;1990;2;2000;2;2000;2;2000;2;2000;0;0;0;0;2;800;0;0
02.06.2020 00:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;1990;0;0;0;0;0;0;0;0
02.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 04:00;1;1000;1;990;1;1000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
02.06.2020 05:00;7;6990;7;6980;7;6990;7;7000;7;7000;7;6990;0;0;0;0;0;0;0;0
02.06.2020 06:00;8;7990;8;7990;8;7990;8;7950;7;6980;7;7000;0;0;0;0;0;0;0;0
02.06.2020 07:00;8;7980;8;7990;8;7990;8;8000;9;8990;9;9000;0;0;0;0;55;14030;11;9290
02.06.2020 08:00;8;7990;8;8000;8;7980;9;8960;9;9056;9;8980;0;0;0;0;47;13751;19;27969
02.06.2020 09:00;8;7990;8;8000;8;8000;8;8000;7;7000;8;8000;0;0;0;0;44;11240;27;26720
02.06.2020 10:00;8;7970;8;7980;8;8000;8;8000;8;7990;8;8000;0;0;0;0;152;46843;51;49290
02.06.2020 11:00;8;7990;8;8000;8;8000;8;8000;8;7980;8;7990;0;0;0;0;36;16270;30;25780
02.06.2020 12:00;8;7990;8;8000;9;9000;8;8000;8;7980;8;7990;0;0;0;0;77;21926;17;13550
02.06.2020 13:00;7;7000;8;8000;8;8000;8;8060;8;7990;8;7980;0;0;0;0;75;24860;41;41780
02.06.2020 14:00;8;7980;9;9052;9;9000;9;9000;9;8990;9;8990;0;0;0;0;85;22700;58;60137
02.06.2020 15:00;8;8000;8;7990;8;8000;8;7990;8;7990;8;7970;0;0;0;0;72;20839;42;68590
02.06.2020 16:00;8;7980;8;7990;8;7990;8;7990;8;8000;8;7990;0;0;0;0;55;14190;30;42150
02.06.2020 17:00;8;8000;8;8000;8;7990;8;8000;8;8044;8;7990;0;0;0;0;59;15310;26;28525
02.06.2020 18:00;8;8000;8;7970;8;7980;8;7970;8;7990;8;8000;0;0;0;0;71;24291;31;21050
02.06.2020 19:00;6;6000;6;6000;6;6000;5;4990;5;5000;5;5000;0;0;0;0;30;8140;23;12360
02.06.2020 20:00;4;4000;4;4000;5;5000;4;4000;4;3990;4;4000;0;0;0;0;18;6550;15;12680
02.06.2020 21:00;4;4000;4;4000;4;4000;4;3990;4;3990;4;3980;0;0;0;0;37;8171;9;9380
02.06.2020 22:00;4;3990;4;4000;4;4000;3;3000;3;3000;3;3000;0;0;0;0;6;1610;1;2170
02.06.2020 23:00;2;2000;2;1990;2;2000;2;1990;2;1990;2;2000;0;0;0;0;7;1620;4;7820
03.06.2020 00:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;1;240;0;0
03.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 04:00;1;1000;1;1000;1;1000;2;1990;2;2000;2;1990;0;0;0;0;0;0;0;0
03.06.2020 05:00;7;6990;7;6980;7;7000;7;7000;7;6980;7;6990;0;0;0;0;0;0;0;0
03.06.2020 06:00;8;7990;8;8000;8;7990;8;8000;8;7990;8;7990;0;0;0;0;8;1460;1;2530
03.06.2020 07:00;8;8000;8;7990;8;7980;9;8990;8;8000;8;7990;0;0;0;0;12;5150;12;6669
03.06.2020 08:00;8;7980;8;7990;8;8000;8;7980;9;8990;9;8990;0;0;0;0;43;13340;21;20830
03.06.2020 09:00;9;9000;9;8960;9;8990;9;8990;9;8980;9;8980;0;0;0;0;22;6680;27;37250
03.06.2020 10:00;8;7980;8;7980;8;7990;8;7990;8;8000;8;8000;0;0;0;0;63;21030;33;42960
03.06.2020 11:00;8;7970;8;8000;8;8000;8;8000;8;7970;8;7960;0;0;0;0;61;21305;26;41060
03.06.2020 12:00;8;7990;8;7980;8;7970;8;8000;8;7980;8;7990;0;0;0;0;92;24500;42;53570
03.06.2020 13:00;8;7990;8;7980;8;8000;8;8000;8;8000;8;7990;0;0;0;0;69;22718;48;42930
03.06.2020 14:00;9;9000;9;8980;9;8990;9;8980;9;9000;9;9000;0;0;0;0;91;23030;18;30850
03.06.2020 15:00;8;7990;8;8000;7;6990;8;7990;8;7990;8;8000;0;0;0;0;42;16649;15;20010
03.06.2020 16:00;8;8058;8;8000;9;9000;8;8000;8;7980;8;8000;0;0;0;0;45;13320;30;32120
03.06.2020 17:00;8;7990;8;8000;9;8990;8;8000;8;7980;8;7990;0;0;0;0;45;13240;20;19920
03.06.2020 18:00;8;8000;8;7980;8;7990;8;8064;8;7960;8;8000;0;0;0;0;25;6400;21;13210
03.06.2020 19:00;6;5970;6;6000;7;6990;5;5000;5;5000;5;5000;0;0;0;0;19;5570;17;12220
03.06.2020 20:00;4;3990;4;3990;4;4000;4;4000;4;4000;4;3990;0;0;0;0;47;15021;11;11560
03.06.2020 21:00;4;4000;4;4000;4;3980;4;3990;4;3990;4;4000;0;0;0;0;10;2630;7;9990
03.06.2020 22:00;4;3990;4;4000;4;4000;3;3000;3;2990;3;2980;0;0;0;0;1;300;2;1650
03.06.2020 23:00;2;2000;2;2000;2;2000;2;2000;2;1990;2;1990;0;0;0;0;0;0;0;0
04.06.2020 00:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
04.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 04:00;1;1000;1;1000;1;1000;2;2000;2;1990;2;1990;0;0;0;0;0;0;0;0
04.06.2020 05:00;7;7000;7;6980;7;6990;7;6970;7;6970;7;7000;0;0;0;0;0;0;0;0
04.06.2020 06:00;8;8000;8;8000;8;7990;8;7990;8;8000;8;7980;0;0;0;0;1;400;0;0
04.06.2020 07:00;8;8000;8;8000;8;7980;8;7970;8;7970;8;7990;0;0;0;0;49;11460;21;32650
04.06.2020 08:00;8;7990;8;7990;8;7990;9;8990;9;9299;9;9000;0;0;0;0;28;11970;11;10823
04.06.2020 09:00;8;7980;8;8000;9;9000;8;7990;8;7990;8;8000;0;0;0;0;45;13030;13;22680
04.06.2020 10:00;7;7000;7;7000;8;7980;8;7990;8;8000;8;7990;0;0;0;0;118;30740;39;46439
04.06.2020 11:00;8;8000;8;7990;8;8000;8;7970;8;7980;8;7980;0;0;0;0;26;8792;16;10740
04.06.2020 12:00;8;7980;8;7980;7;7000;8;7990;8;7980;8;7990;0;0;0;0;17;6800;21;16280
04.06.2020 13:00;8;7990;8;8000;9;8990;8;8000;8;7980;8;7970;0;0;0;0;71;19630;29;24470
04.06.2020 14:00;9;9000;9;9000;9;8970;9;8980;9;8990;9;9000;0;0;0;0;34;8080;22;24720
04.06.2020 15:00;8;7990;8;7980;8;7990;8;7980;8;7990;8;7990;0;0;0;0;49;14270;35;30640
04.06.2020 16:00;8;8000;8;7980;9;9000;7;6990;7;6990;7;6990;0;0;0;0;44;13364;20;18404
04.06.2020 17:00;8;7980;8;7980;8;8000;9;8980;9;8990;9;8970;0;0;0;0;41;10110;15;8348
04.06.2020 18:00;8;7990;8;7990;8;8000;8;8000;8;8000;8;7990;0;0;0;0;54;12890;21;11449
04.06.2020 19:00;6;6000;6;5990;6;5990;5;4980;5;5000;5;5000;0;0;0;0;26;8510;12;16230
04.06.2020 20:00;4;3990;4;4000;4;4000;4;3990;4;4000;4;3980;0;0;0;0;21;4500;2;2190
04.06.2020 21:00;4;4000;4;4000;4;4000;4;3980;4;3990;4;3980;0;0;0;0;5;1310;2;3160
04.06.2020 22:00;4;3980;4;3990;4;4000;3;2990;3;2990;3;3000;0;0;0;0;1;280;1;270
04.06.2020 23:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
05.06.2020 00:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;1990;0;0;0;0;0;0;0;0
05.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 04:00;1;1000;1;1000;1;1000;1;1000;2;2000;2;1990;0;0;0;0;0;0;0;0
05.06.2020 05:00;7;6990;7;6990;7;7000;7;6990;7;7000;7;6990;0;0;0;0;0;0;0;0
05.06.2020 06:00;8;8000;8;7980;8;7980;8;7970;8;7990;8;8000;0;0;0;0;0;0;0;0
05.06.2020 07:00;8;8000;8;8000;8;7990;8;8000;8;7980;8;7980;0;0;0;0;20;5020;3;7260
05.06.2020 08:00;8;7980;8;7990;8;7990;9;8990;9;9000;9;8990;0;0;0;0;29;10420;12;11760
05.06.2020 09:00;8;7980;8;8000;8;7970;8;7980;8;7990;8;7980;0;0;0;0;21;8880;12;9330
05.06.2020 10:00;8;7990;8;7980;8;7990;8;8000;8;7980;8;7990;0;0;0;0;151;41862;57;49178
05.06.2020 11:00;8;8000;8;8046;8;8000;8;8000;8;7990;8;7990;0;0;0;0;37;17400;27;19200
05.06.2020 12:00;8;8000;8;7980;9;8990;8;7970;8;7980;8;8000;0;0;0;0;30;8290;30;14890
05.06.2020 13:00;8;7990;8;7990;8;8000;8;7970;8;8000;8;7990;0;0;0;0;109;30700;34;25440
05.06.2020 14:00;9;9000;9;8990;9;8990;9;8990;9;8990;9;8990;0;0;0;0;38;13180;25;26226
05.06.2020 15:00;8;7990;8;7960;8;8000;8;7980;8;8000;8;7980;0;0;0;0;25;7660;10;6547
05.06.2020 16:00;8;7990;8;7990;8;7980;8;8000;8;7990;8;8000;0;0;0;0;15;7870;10;6410
05.06.2020 17:00;8;7990;8;7990;9;8980;8;7990;8;8000;8;8000;0;0;0;0;50;14350;8;8354
05.06.2020 18:00;8;8000;8;7980;8;7990;8;7990;8;7990;8;7990;0;0;0;0;21;5944;16;8950
05.06.2020 19:00;6;5990;6;5990;6;5990;5;5000;5;5000;5;4990;0;0;0;0;7;2700;0;0
05.06.2020 20:00;4;3990;4;3990;4;4000;4;4000;4;3990;4;4000;0;0;0;0;31;5018;4;2490
05.06.2020 21:00;4;3980;4;4000;4;4000;4;3990;4;3990;4;3990;0;0;0;0;17;5720;4;4650
05.06.2020 22:00;4;4000;4;4000;4;4000;3;3000;3;2990;3;3000;0;0;0;0;4;550;4;3550
05.06.2020 23:00;2;2000;2;2000;2;1990;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
06.06.2020 00:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;1;1750;0;0
06.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 04:00;1;1000;1;1000;1;990;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
06.06.2020 05:00;4;4000;4;4000;4;4000;4;3990;4;3990;4;3990;0;0;0;0;0;0;0;0
06.06.2020 06:00;4;4000;4;3990;4;4000;4;4000;4;4000;4;4000;0;0;0;0;2;460;0;0
06.06.2020 07:00;4;4000;4;4000;4;4000;4;3990;4;3990;4;4000;0;0;0;0;0;0;0;0
06.06.2020 08:00;4;3990;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;0;0;5;240;3;660
06.06.2020 09:00;4;3990;4;4000;5;4980;4;3990;4;3980;4;4000;0;0;0;0;14;4580;10;5730
06.06.2020 10:00;4;3980;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;0;0;25;9710;20;13250
06.06.2020 11:00;4;4000;4;3990;4;4000;4;4000;4;3990;3;3000;0;0;0;0;36;9931;25;28190
06.06.2020 12:00;4;4000;4;4000;4;4000;4;4000;4;3990;4;3990;0;0;0;0;41;20267;23;14610
06.06.2020 13:00;4;4000;4;3990;4;3980;4;3990;4;4000;4;4000;0;0;0;0;26;8490;19;18060
06.06.2020 14:00;4;3980;4;4000;5;5000;4;4000;4;3990;4;4112;0;0;0;0;48;9910;26;17220
06.06.2020 15:00;4;4000;4;4000;4;3990;4;4000;4;4000;4;3990;0;0;0;0;44;12760;12;12710
06.06.2020 16:00;4;4000;4;3990;4;4000;4;4000;4;4000;4;3990;0;0;0;0;21;5500;17;16980
06.06.2020 17:00;4;3990;4;4000;4;3980;4;4000;4;4000;4;4000;0;0;0;0;70;28070;35;60507
06.06.2020 18:00;4;4000;4;4000;4;3980;4;4000;4;3990;4;3990;0;0;0;0;24;17330;15;15890
06.06.2020 19:00;4;4000;4;3990;4;3990;4;4000;4;3990;4;4000;0;0;0;0;54;14380;15;10880
06.06.2020 20:00;4;4000;4;3970;4;4000;4;4000;4;3990;4;4000;0;0;0;0;38;7080;16;8070
06.06.2020 21:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;0;0;27;9080;12;16840
06.06.2020 22:00;4;3990;4;3990;4;4000;3;3000;3;3000;3;2990;0;0;0;0;4;1200;3;2440
06.06.2020 23:00;2;1990;2;2000;2;2000;2;1990;2;1990;2;2000;0;0;0;0;8;1720;2;2900
07.06.2020 00:00;2;2000;2;2000;2;2000;2;2000;2;1990;2;1990;0;0;0;0;0;0;0;0
07.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 06:00;2;2000;2;2000;2;2000;2;1990;2;2000;2;2000;0;0;0;0;0;0;0;0
07.06.2020 07:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
07.06.2020 08:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;3;1990;6;5410
07.06.2020 09:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;10;2580;4;2950
07.06.2020 10:00;2;1990;2;1990;2;2000;2;2000;2;2000;2;2000;0;0;0;0;7;2580;4;2320
07.06.2020 11:00;2;1990;2;1990;2;2000;2;2000;2;2000;2;2000;0;0;0;0;4;1300;1;530
07.06.2020 12:00;3;2990;3;2990;3;2990;4;4000;4;4000;4;4000;0;0;0;0;13;4270;3;1680
07.06.2020 13:00;4;4000;4;4000;4;4000;4;3990;4;3990;4;4000;0;0;0;0;15;4350;4;3010
07.06.2020 14:00;4;4000;4;4000;4;3980;4;3990;4;3990;4;3990;0;0;0;0;41;13350;13;19437
07.06.2020 15:00;4;4000;4;3990;4;4000;4;3990;4;4000;4;3990;0;0;0;0;10;3090;10;9846
07.06.2020 16:00;4;4000;4;3990;4;4000;4;4000;4;3970;4;4000;0;0;0;0;28;8240;10;12830
07.06.2020 17:00;4;4000;4;4000;4;4000;4;3990;4;3990;4;4000;0;0;0;0;15;5330;12;10620
07.06.2020 18:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;4000;0;0;0;0;29;11230;12;18170
07.06.2020 19:00;3;2990;3;3000;4;3990;2;2000;2;2000;2;1990;0;0;0;0;12;3560;8;5670
07.06.2020 20:00;2;1990;2;1990;2;2000;2;1990;2;2000;2;1990;0;0;0;0;10;3110;4;1470
07.06.2020 21:00;2;1990;2;2000;2;1990;2;2000;2;1990;2;2000;0;0;0;0;10;2880;7;2470
07.06.2020 22:00;2;2000;2;1990;2;2000;2;2000;2;2000;2;1990;0;0;0;0;2;590;1;720
07.06.2020 23:00;2;2000;2;2000;2;2000;2;1990;2;2000;2;2000;0;0;0;0;0;0;0;0
08.06.2020 00:00;2;2000;2;2000;2;1990;2;1990;2;2000;2;2000;0;0;0;0;0;0;0;0
08.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;220;0;0
08.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 04:00;1;1000;1;1000;1;1000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
08.06.2020 05:00;7;7000;7;6990;7;6990;7;7000;7;7000;7;6970;0;0;0;0;0;0;0;0
08.06.2020 06:00;8;7980;8;7990;8;7980;8;7990;8;7990;8;8000;0;0;0;0;0;0;0;0
08.06.2020 07:00;8;7990;8;8000;8;8000;9;8990;8;7990;8;8000;0;0;0;0;27;8570;13;19770
08.06.2020 08:00;8;7980;8;8000;8;7960;8;7990;9;8970;9;9000;0;0;0;0;38;12380;13;14920
08.06.2020 09:00;8;7970;8;7990;8;8000;8;7980;8;7980;8;8051;0;0;0;0;25;9681;27;14990
08.06.2020 10:00;8;7980;8;7980;8;7980;8;8000;8;8000;8;7990;0;0;0;0;102;34284;62;82499
08.06.2020 11:00;9;9000;9;8980;9;9055;9;9000;9;9000;9;9055;0;0;0;0;28;16020;25;26530
08.06.2020 12:00;9;9045;9;8990;9;8990;9;8980;9;8990;9;8970;0;0;0;0;34;14330;17;12780
08.06.2020 13:00;8;7980;8;8000;8;7990;8;8000;8;8000;8;7990;0;0;0;0;90;26290;42;52170
08.06.2020 14:00;8;7980;9;8980;10;10000;9;9000;9;9000;9;9000;0;0;0;0;82;23530;30;35070
08.06.2020 15:00;8;7990;8;7970;8;7980;7;7000;7;6990;7;6990;0;0;0;0;53;25007;28;18000
08.06.2020 16:00;8;8000;8;8000;8;8062;9;8990;8;8000;8;8000;0;0;0;0;49;13020;39;38570
08.06.2020 17:00;8;8000;8;7990;8;7990;7;6980;8;8000;8;8000;0;0;0;0;55;16752;29;35450
08.06.2020 18:00;8;7970;8;8000;7;6980;9;8980;9;8980;9;9000;0;0;0;0;63;16410;26;38150
08.06.2020 19:00;6;6000;6;5980;7;6980;5;5000;5;5000;5;4990;0;0;0;0;55;15230;23;19740
08.06.2020 20:00;4;4000;4;4000;4;4000;4;4000;4;3990;4;4000;0;0;0;0;15;4080;12;9000
08.06.2020 21:00;4;3990;4;4000;4;3990;4;4000;4;3990;4;4000;0;0;0;0;15;4460;7;4050
08.06.2020 22:00;4;3990;4;4000;4;4000;3;2990;3;2990;3;3000;0;0;0;0;8;4240;0;0
08.06.2020 23:00;2;2000;2;1990;2;2000;2;2000;2;2000;2;1990;0;0;0;0;0;0;0;0
09.06.2020 00:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
09.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 04:00;1;1000;1;1000;1;1000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
09.06.2020 05:00;7;6990;7;6980;7;6980;7;7000;7;6990;7;6970;0;0;0;0;0;0;0;0
09.06.2020 06:00;8;7980;8;7990;8;7970;8;7980;8;7970;8;7990;0;0;0;0;2;630;1;1270
09.06.2020 07:00;8;7990;8;7990;8;8000;8;7990;8;7980;8;8000;0;0;0;0;58;24880;112;86326
09.06.2020 08:00;8;7990;8;7980;8;8000;9;8970;9;9000;9;8990;0;0;0;0;32;10460;14;7020
09.06.2020 09:00;8;7990;8;7990;8;7990;8;7970;8;8043;8;7990;0;0;0;0;14;7240;21;10980
09.06.2020 10:00;8;7970;8;7990;9;9000;8;7980;8;7990;8;7990;0;0;0;0;148;51940;38;29040
09.06.2020 11:00;9;9000;9;8970;9;8990;9;8980;9;9000;9;8990;0;0;0;0;59;18693;43;25570
09.06.2020 12:00;8;7970;8;7980;8;8000;8;7990;8;7990;8;7990;0;0;0;0;21;6940;15;26850
09.06.2020 13:00;8;7970;8;8000;8;7980;8;8000;8;8000;8;7980;0;0;0;0;88;25963;40;36490
09.06.2020 14:00;10;9990;10;9990;10;9990;9;9000;10;9980;10;9990;0;0;1;480;56;26531;19;22930
09.06.2020 15:00;8;7990;8;8000;8;7990;8;8000;8;7990;8;8000;0;0;0;0;37;11967;39;32240
09.06.2020 16:00;8;7970;8;7990;10;10000;8;7990;8;7980;8;7980;0;0;0;0;35;11651;23;46970
09.06.2020 17:00;8;7990;8;7980;8;7980;8;7970;8;7970;8;7990;0;0;0;0;33;11240;48;29850
09.06.2020 18:00;8;8000;8;7990;9;8980;8;8000;8;7990;8;7990;0;0;0;0;77;23887;39;19747
09.06.2020 19:00;6;6000;6;5990;6;5990;5;5000;5;5000;5;4990;0;0;0;0;25;9380;17;14950
09.06.2020 20:00;4;4000;4;4000;4;4000;4;4000;4;4000;4;3980;0;0;0;0;27;8830;8;5220
09.06.2020 21:00;4;4000;4;3980;4;3990;4;3990;4;3980;4;3990;0;0;0;0;13;4400;3;2650
09.06.2020 22:00;4;4000;4;4000;4;4000;3;3000;3;3000;3;3000;0;0;0;0;1;540;1;3290
09.06.2020 23:00;2;1990;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
10.06.2020 00:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
10.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020 04:00;1;1000;1;1000;1;990;2;2000;2;2000;2;2056;0;0;0;0;0;0;0;0
10.06.2020 05:00;7;6990;7;6990;8;7990;7;7000;7;6980;7;6990;0;0;0;0;0;0;0;0
10.06.2020 06:00;8;8000;8;8000;8;8000;8;8000;8;8000;8;7980;0;0;0;0;0;0;0;0
10.06.2020 07:00;8;7990;8;7980;8;8000;8;8000;8;8000;8;8000;0;0;0;0;15;3210;11;7800
10.06.2020 08:00;9;8990;9;9035;9;8980;10;10056;10;10036;10;9990;0;0;0;0;24;8780;9;5340
10.06.2020 09:00;8;7990;8;7990;8;7990;8;7990;8;7990;8;7990;0;0;0;0;30;10150;14;8606
10.06.2020 10:00;8;7990;8;7980;8;7980;8;8000;8;8000;8;7990;0;0;0;0;78;21800;32;12160
10.06.2020 11:00;8;7990;8;8000;9;8990;8;7990;8;7990;8;7980;0;0;0;0;32;9310;10;6640
10.06.2020 12:00;8;7990;8;8000;8;8000;8;7990;8;7980;8;8000;0;0;0;0;44;12150;30;30044
10.06.2020 13:00;8;8000;8;7970;8;7990;8;8000;8;7990;8;7980;0;0;0;0;105;31326;48;49230
10.06.2020 14:00;10;10000;10;9980;10;9980;9;8980;9;8970;9;8990;0;0;0;0;39;17140;32;35770
10.06.2020 15:00;8;7990;8;7980;8;8000;9;8990;9;8990;9;8990;0;0;0;0;32;9550;25;34410
10.06.2020 16:00;8;8000;8;8042;8;7980;8;8000;8;7970;8;7980;0;0;0;0;44;13238;21;24140
10.06.2020 17:00;8;7990;8;7970;9;8980;8;7980;8;7980;8;7990;0;0;0;0;54;14090;34;64786
10.06.2020 18:00;8;8000;8;7990;8;7980;8;7970;8;8000;8;7990;0;0;0;0;61;16220;44;78710
10.06.2020 19:00;6;5990;6;5990;6;6000;5;5000;5;5000;5;4990;0;0;0;0;80;20280;20;19220
10.06.2020 20:00;4;3990;4;4000;5;5000;4;4000;4;3990;4;4000;0;0;0;0;52;13040;19;12480
10.06.2020 21:00;4;4000;4;3990;4;4000;4;4000;4;4000;4;3990;0;0;0;0;18;4650;5;10400
10.06.2020 22:00;4;3990;4;3990;4;4000;3;3000;3;3000;3;3000;0;0;0;0;3;1330;0;0
10.06.2020 23:00;2;2000;2;2000;2;2000;2;2055;2;2000;2;1990;0;0;0;0;0;0;2;1460
