01.06.2020 00:00;Bel_MP11;Vwz_MP11;Bel_MP12;Vwz_MP12;Bel_MP13;Vwz_MP13;Bel_MP51;Vwz_MP51;Bel_MP52;Vwz_MP52;Bel_MP53;Vwz_MP53;Bel_ST51;Vwz_ST51;Bel_ST55;Vwz_ST55;Bel_TBS32;Vwz_TBS32;Bel_TF32;Vwz_TF32
08.01.2021 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.01.2021 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.01.2021 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.01.2021 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.01.2021 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.01.2021 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.01.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.01.2021 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.01.2021 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.01.2021 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.01.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.01.2021 04:00;1;1000;1;1000;1;990;2;2000;2;2000;2;1990;0;0;0;0;0;0;0;0
14.01.2021 05:00;7;6990;7;7000;7;6980;7;6990;7;7000;7;6990;0;0;0;0;3;310;0;0
14.01.2021 06:00;8;7990;8;8000;8;7980;8;7990;8;7990;8;8000;0;0;0;0;4;1270;1;1140
14.01.2021 07:00;8;7990;8;8000;9;9000;9;9000;9;8990;9;8980;0;0;0;0;30;7500;28;25330
14.01.2021 08:00;9;8990;9;9000;9;8990;9;9000;9;8990;9;8990;0;0;0;0;26;7089;7;4970
14.01.2021 09:00;9;8980;9;8990;9;9000;9;8980;9;9000;9;8990;0;0;0;0;17;7090;11;12470
14.01.2021 10:00;8;7990;8;7990;8;7990;8;7990;8;8000;8;7990;0;0;0;0;24;4660;5;2930
14.01.2021 11:00;8;7990;8;8000;8;8000;8;8000;8;8000;8;8000;0;0;0;0;43;12210;9;5560
14.01.2021 12:00;9;8990;9;9000;8;7990;9;8980;9;8980;9;8990;0;0;0;0;39;12246;32;21390
14.01.2021 13:00;8;7990;8;7990;10;9990;9;8980;9;8970;9;8990;0;0;0;0;58;19060;13;14340
14.01.2021 14:00;11;10990;11;10980;11;10990;10;10000;10;10000;10;9980;0;0;0;0;38;20660;34;26796
14.01.2021 15:00;8;8000;8;7990;8;8000;8;8000;8;7970;8;8000;0;0;0;0;58;15630;13;4807
14.01.2021 16:00;8;8000;8;7990;8;7970;8;7990;8;8000;8;7990;0;0;0;0;45;13330;16;18919
14.01.2021 17:00;7;7000;8;7990;8;7980;8;7990;8;7980;8;7980;0;0;0;0;39;10570;18;25140
14.01.2021 18:00;8;8000;8;7970;8;7980;8;7990;8;8000;8;7980;0;0;0;0;22;6291;11;9588
14.01.2021 19:00;8;8000;8;7980;8;8052;8;7980;8;7990;8;8000;0;0;0;0;23;4957;9;6500
14.01.2021 20:00;5;5000;5;4990;5;4990;4;4000;4;4000;4;4000;0;0;0;0;4;1350;4;3190
14.01.2021 21:00;4;4000;4;3990;4;4000;4;3990;4;3990;4;4000;0;0;0;0;1;370;0;0
14.01.2021 22:00;4;3990;4;4000;4;3990;3;3000;3;2990;3;3000;0;0;0;0;0;0;0;0
14.01.2021 23:00;2;1990;2;2000;2;1990;2;1990;2;1990;2;2000;0;0;0;0;0;0;0;0
15.01.2021 00:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
15.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.01.2021 04:00;1;1000;1;1000;1;1000;2;1990;2;2000;2;2000;0;0;0;0;0;0;0;0
15.01.2021 05:00;7;6980;7;7000;7;6990;7;6980;7;6990;7;6980;0;0;0;0;0;0;0;0
15.01.2021 06:00;8;7990;8;7990;9;9000;8;7990;8;7990;8;8000;0;0;0;0;1;450;2;1200
15.01.2021 07:00;8;8000;8;7980;8;7980;9;8980;9;9000;9;8990;0;0;0;0;37;10360;8;4250
15.01.2021 08:00;9;8990;9;8990;10;10000;9;8970;9;8980;9;9000;0;0;0;0;19;5120;1;340
15.01.2021 09:00;9;8980;9;8980;8;8000;9;9047;9;8990;9;9000;0;0;0;0;31;12720;5;3770
15.01.2021 10:00;9;8970;9;8980;9;8990;9;8990;9;8970;10;10000;0;0;0;0;44;13910;13;13400
15.01.2021 11:00;8;8000;8;7990;8;7980;8;8000;8;7980;8;8000;0;0;0;0;13;4360;20;18530
15.01.2021 12:00;8;8000;8;7980;8;8000;8;7980;9;8970;9;9000;0;0;0;0;47;16890;44;38066
15.01.2021 13:00;9;9000;9;9000;9;8990;8;7990;8;8000;8;7990;0;0;0;0;32;8577;26;29737
15.01.2021 14:00;9;8990;10;9990;10;10000;10;10000;10;10000;10;9990;0;0;0;0;82;20060;25;14559
15.01.2021 15:00;8;8000;8;7960;8;8000;7;7000;8;7980;8;8000;0;0;0;0;47;14739;15;14940
15.01.2021 16:00;8;7980;8;7990;8;7980;8;8000;8;8000;8;7990;0;0;0;0;19;7110;31;22480
15.01.2021 17:00;8;7980;8;8000;9;8980;8;7990;8;7970;8;7980;0;0;0;0;37;7790;16;16370
15.01.2021 18:00;8;8000;8;8000;8;7980;8;8000;8;8000;8;7990;0;0;0;0;24;6069;6;3190
15.01.2021 19:00;8;7980;8;7990;8;7980;8;7980;8;7990;8;7980;0;0;0;0;6;3060;8;12160
15.01.2021 20:00;5;5000;5;4980;5;4970;4;4000;4;4000;4;3980;0;0;0;0;2;720;7;4627
15.01.2021 21:00;4;3990;4;3990;4;3990;4;3980;4;3990;4;4000;0;0;0;0;3;580;1;1224
15.01.2021 22:00;4;4000;4;4000;4;4000;3;2990;3;3000;3;2990;0;0;0;0;1;200;0;0
15.01.2021 23:00;2;1990;2;2000;2;2000;2;1990;2;2000;2;2000;0;0;0;0;2;490;0;0
16.01.2021 00:00;2;2000;2;2000;2;1990;2;1990;2;1990;2;2000;0;0;0;0;0;0;0;0
16.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.01.2021 04:00;1;990;1;1000;1;1000;2;1980;2;2000;2;2000;0;0;0;0;0;0;0;0
16.01.2021 05:00;4;4000;4;3990;4;4000;4;3990;4;4000;4;4000;0;0;0;0;0;0;0;0
16.01.2021 06:00;4;3990;4;4000;4;4000;4;4000;4;4000;4;3980;0;0;0;0;0;0;0;0
16.01.2021 07:00;4;4000;4;4000;4;3990;4;3990;4;4000;4;3990;0;0;0;0;1;200;0;0
16.01.2021 08:00;4;4000;4;4000;4;3990;4;3990;4;3990;4;4000;0;0;0;0;1;250;9;6020
16.01.2021 09:00;4;3990;4;4000;4;3990;4;3990;4;3990;4;4000;0;0;0;0;10;4180;5;3690
16.01.2021 10:00;4;3980;4;4000;4;4000;4;4000;4;3990;4;4000;0;0;0;0;12;2940;7;4280
16.01.2021 11:00;4;4000;4;4000;4;3980;4;4000;4;4000;4;3990;0;0;0;0;13;3790;13;5770
16.01.2021 12:00;4;3990;4;4000;4;3980;4;4000;4;4000;4;3990;0;0;0;0;29;8920;11;9670
16.01.2021 13:00;4;4000;4;3990;5;4990;4;3990;4;4000;4;3990;0;0;0;0;42;14260;17;18830
16.01.2021 14:00;4;4000;4;4000;4;4000;4;4056;4;4000;4;4000;0;0;0;0;22;6090;13;9720
16.01.2021 15:00;4;4000;4;3980;4;3990;4;4000;4;4000;4;4000;0;0;0;0;33;7900;12;9990
16.01.2021 16:00;4;4000;4;4000;5;5000;4;4000;4;4000;4;4000;0;0;0;0;60;15810;19;10850
16.01.2021 17:00;4;3990;4;4000;4;4000;4;4000;4;3990;4;4000;0;0;0;0;41;11989;20;13360
16.01.2021 18:00;4;4000;4;4000;4;3990;4;4000;4;4000;5;4980;0;0;0;0;14;3050;8;9280
16.01.2021 19:00;4;4000;4;3990;5;5000;4;4000;4;3990;4;4000;0;0;0;0;8;1740;9;6060
16.01.2021 20:00;4;3990;4;3990;4;3990;4;3990;4;3990;4;4000;0;0;0;0;8;3320;9;3650
16.01.2021 21:00;4;3990;4;3990;4;4000;4;3990;4;3990;4;4000;0;0;0;0;0;0;0;0
16.01.2021 22:00;4;3990;4;3980;4;4000;3;3000;3;3000;3;3000;0;0;0;0;0;0;0;0
16.01.2021 23:00;2;2000;2;2000;2;2000;2;2000;2;1990;2;1990;0;0;0;0;0;0;0;0
17.01.2021 00:00;2;2000;2;1990;2;2000;2;1990;2;1990;2;2000;0;0;0;0;0;0;1;530
17.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.01.2021 06:00;2;2052;2;2000;2;2000;2;2000;2;2000;2;1990;0;0;0;0;0;0;0;0
17.01.2021 07:00;2;2000;2;2000;2;1990;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
17.01.2021 08:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;1;320;2;2650
17.01.2021 09:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;1;20;1;1350
17.01.2021 10:00;2;2000;2;2000;2;1990;2;2000;2;2000;2;1990;0;0;0;0;6;1170;5;2190
17.01.2021 11:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;7;2940;6;7850
17.01.2021 12:00;3;3000;3;3000;3;3000;4;4000;4;4000;4;3990;0;0;0;0;31;14060;1;1020
17.01.2021 13:00;4;3970;4;3990;4;3990;4;4000;4;4000;4;3970;0;0;0;0;27;4380;2;4820
17.01.2021 14:00;4;3990;4;4000;5;4990;4;4000;4;3990;4;4000;0;0;0;0;37;9810;5;7448
17.01.2021 15:00;4;3990;4;4045;4;4000;4;3990;4;4000;4;3990;0;0;0;0;25;7830;15;21710
17.01.2021 16:00;4;3990;4;3990;4;3990;4;3990;4;3990;4;4000;0;0;0;0;22;5460;8;10410
17.01.2021 17:00;5;5000;5;4990;5;4990;5;4990;5;4990;5;4990;0;0;0;0;23;7220;3;7284
17.01.2021 18:00;4;4000;4;3990;4;3990;4;3990;4;3990;4;3990;0;0;0;0;20;5260;1;1100
17.01.2021 19:00;3;3000;3;2990;3;3000;2;2000;2;1990;2;2000;0;0;0;0;6;1740;21;10809
17.01.2021 20:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;1990;0;0;0;0;8;3560;0;0
17.01.2021 21:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0;0;0;1;280;3;1770
17.01.2021 22:00;2;2056;2;2000;3;3000;2;1990;2;1990;2;1980;0;0;0;0;3;420;0;0
17.01.2021 23:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;1990;0;0;0;0;1;40;1;710
18.01.2021 00:00;2;1990;2;2000;3;2990;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
18.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.01.2021 04:00;1;1000;1;1000;1;1000;2;2000;2;2000;2;2000;0;0;0;0;1;250;1;1020
18.01.2021 05:00;7;6980;7;6990;7;6990;7;6980;7;6990;7;6990;0;0;0;0;0;0;0;0
18.01.2021 06:00;8;8000;8;7980;8;7980;8;8000;8;8000;8;7990;0;0;0;0;5;2260;1;210
18.01.2021 07:00;8;8000;8;7980;8;7990;9;8990;9;9000;9;8990;0;0;0;0;19;6269;11;5930
18.01.2021 08:00;9;8980;9;8980;9;8980;9;8980;9;8990;9;8990;0;0;0;0;51;15789;18;14516
18.01.2021 09:00;9;8990;9;9000;9;9000;9;8990;9;8990;9;8980;0;0;0;0;20;6640;5;3050
18.01.2021 10:00;8;7980;8;7980;8;7980;7;6990;7;6990;7;6990;0;0;0;0;35;10700;6;5920
18.01.2021 11:00;8;7990;8;7990;8;7990;9;8990;9;9000;9;8980;0;0;0;0;40;8660;21;27400
18.01.2021 12:00;8;7980;8;7990;8;7980;9;8990;9;8990;9;8970;0;0;0;0;90;33003;58;40817
18.01.2021 13:00;9;9000;9;8990;9;8990;8;7980;8;8000;7;6990;0;0;0;0;165;47127;41;42890
18.01.2021 14:00;10;10000;10;9980;10;9970;10;9980;10;9970;11;10980;0;0;0;0;79;22159;26;17640
18.01.2021 15:00;8;8000;8;7980;8;7980;8;7990;8;8000;8;7970;0;0;0;0;42;13697;25;19099
18.01.2021 16:00;8;7980;8;8000;8;7990;8;7990;8;7990;8;8000;0;0;0;0;65;15408;25;22350
18.01.2021 17:00;8;7960;8;8000;8;8000;8;8000;8;8000;8;7980;0;0;0;0;53;17150;18;16070
18.01.2021 18:00;8;8000;8;7990;8;7990;8;7990;8;7990;8;8000;0;0;0;0;34;9350;14;10798
18.01.2021 19:00;9;8990;9;9000;9;9000;9;8990;9;9000;9;8950;0;0;0;0;20;4660;6;4480
18.01.2021 20:00;5;4980;5;5000;5;4990;4;4000;4;3990;4;3990;0;0;0;0;24;8469;3;2456
18.01.2021 21:00;4;4000;4;4000;4;3990;4;3990;4;4000;4;3990;0;0;0;0;1;340;0;0
18.01.2021 22:00;4;4000;4;4000;4;3990;3;2990;3;2980;3;3000;0;0;0;0;0;0;0;0
18.01.2021 23:00;2;2000;2;2000;2;2000;2;2000;2;2000;2;1990;0;0;0;0;0;0;0;0
19.01.2021 00:00;2;2000;2;1980;2;2000;2;1990;2;2000;2;1990;0;0;0;0;0;0;0;0
19.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
