01.06.2020 00:00;Bel_D111;Vwz_D111;Bel_D51;Vwz_D51;Bel_ST1_Anf;Vwz_ST1_Anf;Bel_ST2_Anf;Vwz_ST2_Anf;Bel_TF32_Anf;Vwz_TF32_Anf;Bel_TF32a_Anf;Vwz_TF32a_Anf;Bel_TF38_Anf;Vwz_TF38_Anf;Bel_TF38a_Anf;Vwz_TF38a_Anf
01.06.2020 00:00;11;98400;7;60000;0;0;0;0;0;0;0;0;2;1800;0;0
01.06.2020 01:00;9;91800;6;49200;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 02:00;6;61800;1;10800;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 03:00;1;10200;1;600;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 04:00;2;25800;1;12000;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 05:00;3;38400;1;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 06:00;5;48000;8;73800;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 07:00;9;76200;7;61200;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 08:00;33;504600;15;95400;0;0;0;0;1;600;0;0;1;600;1;600
01.06.2020 09:00;74;597600;37;253800;0;0;0;0;1;600;1;600;0;0;0;0
01.06.2020 10:00;71;759600;57;351000;0;0;0;0;0;0;0;0;0;0;4;2400
01.06.2020 11:00;99;1042200;80;474600;0;0;0;0;0;0;0;0;1;600;0;0
01.06.2020 12:00;114;1273200;89;487800;0;0;0;0;1;600;1;600;0;0;1;600
01.06.2020 13:00;107;988200;63;489000;0;0;0;0;0;0;0;0;0;0;10;9600
01.06.2020 14:00;98;1027800;66;626400;0;0;0;0;0;0;0;0;4;3600;0;0
01.06.2020 15:00;134;1285200;84;745800;0;0;0;0;0;0;3;2400;2;1200;1;600
01.06.2020 16:00;114;1171800;58;506400;0;0;0;0;0;0;0;0;0;0;1;600
01.06.2020 17:00;100;1089600;53;460200;0;0;0;0;0;0;2;1200;0;0;0;0
01.06.2020 18:00;98;1144800;68;748200;0;0;0;0;0;0;2;1800;0;0;1;600
01.06.2020 19:00;89;915600;49;454200;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 20:00;74;731400;23;240600;0;0;0;0;0;0;0;0;0;0;3;1800
01.06.2020 21:00;45;426600;17;152400;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 22:00;27;402000;11;70200;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 23:00;13;183000;6;53400;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 00:00;10;100800;2;25800;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 01:00;6;60600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 02:00;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 03:00;3;27600;3;24000;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 04:00;6;79800;3;77400;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 05:00;6;51000;3;33000;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 06:00;45;595200;29;259800;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 07:00;98;1356600;72;838800;0;0;0;0;0;0;0;0;7;6000;1;600
02.06.2020 08:00;146;1954800;66;1038600;0;0;0;0;0;0;1;600;4;2400;1;600
02.06.2020 09:00;147;1738200;66;829200;0;0;0;0;0;0;1;600;1;600;0;0
02.06.2020 10:00;166;2089800;69;774600;6;1200;0;0;2;1200;0;0;1;600;2;1200
02.06.2020 11:00;207;2001000;81;1189200;0;0;0;0;0;0;0;0;3;2400;2;1200
02.06.2020 12:00;216;1851000;74;852600;0;0;0;0;1;600;0;0;4;3000;7;5400
02.06.2020 13:00;136;1714800;70;787800;0;0;0;0;0;0;0;0;0;0;11;9600
02.06.2020 14:00;152;1881000;74;1045200;0;0;0;0;1;600;0;0;2;1200;2;1200
02.06.2020 15:00;159;1992000;87;1209000;0;0;0;0;1;600;1;600;1;600;1;600
02.06.2020 16:00;154;1719000;89;930600;0;0;0;0;0;0;1;600;0;0;3;1800
02.06.2020 17:00;215;1736400;92;955200;0;0;0;0;0;0;1;600;2;1200;2;1200
02.06.2020 18:00;156;1681800;76;687600;0;0;0;0;0;0;0;0;1;600;4;2400
02.06.2020 19:00;113;1193400;67;765000;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 20:00;82;835800;41;429600;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 21:00;46;548400;16;179400;0;0;0;0;3;3000;0;0;0;0;1;600
02.06.2020 22:00;44;331800;18;114000;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 23:00;9;149400;7;59400;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 00:00;9;156600;6;64200;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 01:00;3;25800;1;0;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 02:00;3;12600;4;76800;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 03:00;3;16200;2;12600;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 04:00;7;77400;9;90600;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 05:00;11;141000;9;188400;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 06:00;42;691200;18;217800;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 07:00;110;1350600;67;681600;0;0;0;0;0;0;0;0;22;21000;1;600
03.06.2020 08:00;171;1749000;77;1028400;0;0;0;0;0;0;2;1800;2;1800;4;3600
03.06.2020 09:00;142;1638000;88;909000;0;0;0;0;1;600;0;0;0;0;0;0
03.06.2020 10:00;294;2334000;83;1549200;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 11:00;150;2254800;75;1414200;0;0;0;0;0;0;0;0;3;2400;4;3000
03.06.2020 12:00;140;1808400;86;1143000;2;600;0;0;1;600;0;0;1;600;7;6000
03.06.2020 13:00;140;1828800;75;1000800;0;0;0;0;0;0;0;0;1;600;7;6600
03.06.2020 14:00;155;1899600;81;981000;1;0;0;0;0;0;0;0;2;1200;7;5400
03.06.2020 15:00;140;2005800;83;1194600;0;0;0;0;3;2400;3;2400;7;6000;0;0
03.06.2020 16:00;185;2022000;83;748800;0;0;0;0;0;0;0;0;1;600;4;2400
03.06.2020 17:00;147;1495200;75;966000;0;0;0;0;0;0;0;0;0;0;2;1800
03.06.2020 18:00;140;1473000;62;526800;0;0;0;0;0;0;0;0;0;0;2;1800
03.06.2020 19:00;103;1073400;60;559200;0;0;0;0;1;600;0;0;1;600;1;600
03.06.2020 20:00;60;621600;39;427200;0;0;0;0;0;0;0;0;0;0;2;1800
03.06.2020 21:00;45;574200;30;165600;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 22:00;32;429600;7;89400;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 23:00;17;197400;8;130200;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 00:00;6;52800;2;14400;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 01:00;6;75600;1;11400;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 02:00;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 03:00;6;42600;3;23400;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 04:00;5;75000;5;49800;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 05:00;13;160800;8;64200;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 06:00;39;517200;23;182400;0;0;0;0;0;0;0;0;0;0;1;600
04.06.2020 07:00;101;1551600;70;1028400;0;0;0;0;0;0;0;0;13;11400;1;600
04.06.2020 08:00;151;2017200;65;1009800;0;0;0;0;0;0;1;600;5;3600;3;2400
04.06.2020 09:00;123;1749000;76;927000;0;0;0;0;0;0;0;0;0;0;3;2400
04.06.2020 10:00;154;1963200;70;943800;0;0;0;0;0;0;0;0;1;600;3;1800
04.06.2020 11:00;143;1941600;78;964200;0;0;0;0;0;0;0;0;5;4800;7;5400
04.06.2020 12:00;179;2361600;81;1471800;0;0;0;0;1;600;0;0;0;0;4;3000
04.06.2020 13:00;159;1832400;69;733800;0;0;0;0;0;0;0;0;3;2400;5;4800
04.06.2020 14:00;152;1849200;73;775800;0;0;0;0;0;0;0;0;0;0;3;2400
04.06.2020 15:00;178;2045400;61;832200;0;0;0;0;0;0;0;0;0;0;1;600
04.06.2020 16:00;185;1815000;84;908400;0;0;0;0;0;0;2;1800;1;600;5;4200
04.06.2020 17:00;168;1747200;67;780600;0;0;0;0;0;0;0;0;0;0;4;3000
04.06.2020 18:00;141;1765200;62;682800;0;0;0;0;0;0;0;0;0;0;1;600
04.06.2020 19:00;108;1191000;50;586800;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 20:00;58;634200;26;327000;0;0;0;0;0;0;0;0;1;600;2;1800
04.06.2020 21:00;65;591000;20;223200;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 22:00;15;168000;12;98400;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 23:00;16;175800;6;91800;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 00:00;7;77400;8;111600;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 01:00;6;82800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 02:00;4;35400;1;11400;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 03:00;8;37800;3;19200;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 04:00;5;69600;4;46200;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 05:00;13;142800;8;77400;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 06:00;37;490800;27;301800;0;0;0;0;0;0;1;600;0;0;0;0
05.06.2020 07:00;110;1602600;58;941400;0;0;0;0;1;600;0;0;8;6600;0;0
05.06.2020 08:00;129;1951200;68;1099200;0;0;0;0;1;600;0;0;7;6000;1;600
05.06.2020 09:00;136;1519800;82;1180200;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 10:00;142;1691400;85;1191000;0;0;0;0;0;0;0;0;0;0;2;1200
05.06.2020 11:00;163;1849800;72;838800;0;0;0;0;0;0;0;0;1;600;3;1800
05.06.2020 12:00;152;1622400;73;1011000;0;0;0;0;0;0;0;0;1;600;4;3600
05.06.2020 13:00;130;1559400;68;985800;0;0;0;0;0;0;0;0;0;0;3;1800
05.06.2020 14:00;170;1615200;84;951000;0;0;0;0;1;600;0;0;0;0;0;0
05.06.2020 15:00;162;1612800;78;886200;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 16:00;142;1523400;78;943800;0;0;0;0;1;600;0;0;0;0;0;0
05.06.2020 17:00;153;1681800;81;882600;0;0;0;0;1;600;1;600;1;600;4;3600
05.06.2020 18:00;132;1465200;74;916800;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 19:00;116;1221600;37;425400;0;0;0;0;0;0;1;600;0;0;0;0
05.06.2020 20:00;58;688800;28;333000;0;0;0;0;0;0;0;0;0;0;1;600
05.06.2020 21:00;55;620400;16;159000;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 22:00;32;322200;17;136800;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 23:00;22;209400;13;124200;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 00:00;22;248400;4;80400;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 01:00;16;177000;5;57600;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 02:00;14;124800;1;10800;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 03:00;5;39000;1;600;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 04:00;4;48600;7;71400;0;0;1;0;0;0;0;0;0;0;0;0
06.06.2020 05:00;10;121800;4;36000;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 06:00;13;198600;9;58800;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 07:00;48;588000;23;270000;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 08:00;71;991800;36;456000;0;0;0;0;1;600;1;600;1;600;0;0
06.06.2020 09:00;105;1061400;57;578400;0;0;0;0;0;0;0;0;0;0;1;600
06.06.2020 10:00;145;1569000;75;937200;0;0;0;0;1;600;1;600;0;0;1;600
06.06.2020 11:00;145;1342200;104;982200;0;0;0;0;0;0;0;0;1;600;0;0
06.06.2020 12:00;145;1645800;69;844800;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 13:00;135;1382400;58;608400;0;0;0;0;0;0;0;0;0;0;2;1200
06.06.2020 14:00;98;888000;50;513600;0;0;0;0;1;600;1;600;1;600;1;600
06.06.2020 15:00;100;1025400;52;622800;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 16:00;98;1020600;49;357600;0;0;0;0;0;0;0;0;2;1200;1;600
06.06.2020 17:00;109;1185600;59;634200;0;0;0;0;4;3600;1;600;1;600;5;3600
06.06.2020 18:00;113;1224000;66;617400;0;0;0;0;0;0;0;0;0;0;2;1200
06.06.2020 19:00;80;970200;44;389400;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 20:00;67;770400;32;354000;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 21:00;47;510600;18;193800;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 22:00;25;301200;18;141000;0;0;0;0;0;0;0;0;0;0;1;600
06.06.2020 23:00;20;259200;5;60000;0;0;0;0;0;0;0;0;2;1800;0;0
07.06.2020 00:00;17;231000;6;84000;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 01:00;14;200400;4;36600;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 02:00;12;113400;2;21600;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 03:00;5;52800;1;3000;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 04:00;6;91800;2;10800;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 05:00;3;35400;3;40200;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 06:00;8;94200;8;94200;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 07:00;11;103800;6;60000;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 08:00;39;346200;21;149400;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 09:00;45;548400;38;255600;0;0;0;0;1;600;0;0;2;1200;1;600
07.06.2020 10:00;59;587400;43;345600;0;0;0;0;0;0;0;0;0;0;1;600
07.06.2020 11:00;109;1230000;62;466200;0;0;0;0;0;0;0;0;0;0;2;1200
07.06.2020 12:00;95;876600;53;439200;0;0;0;0;0;0;1;600;0;0;0;0
07.06.2020 13:00;95;690600;61;564600;0;0;0;0;0;0;0;0;0;0;2;1200
07.06.2020 14:00;113;1307400;64;623400;0;0;0;0;1;600;0;0;2;1200;2;1200
07.06.2020 15:00;101;964800;64;516600;0;0;0;0;0;0;0;0;2;1800;1;600
07.06.2020 16:00;132;1090200;59;427200;0;0;0;0;0;0;2;1800;3;1800;0;0
07.06.2020 17:00;109;1224000;62;498000;0;0;0;0;0;0;0;0;1;600;2;1200
07.06.2020 18:00;104;1063200;43;321000;0;0;0;0;0;0;2;1800;1;600;0;0
07.06.2020 19:00;77;1013400;33;318000;0;0;0;0;0;0;0;0;1;600;1;600
07.06.2020 20:00;59;530400;30;226800;0;0;0;0;0;0;0;0;0;0;4;3600
07.06.2020 21:00;36;410400;23;259800;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 22:00;26;272400;11;109800;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 23:00;11;132600;7;69000;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 00:00;7;73200;5;46800;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 01:00;10;130200;3;12000;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 02:00;1;600;2;19200;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 03:00;6;49800;1;10800;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 04:00;5;51000;7;48000;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 05:00;8;97200;5;45000;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 06:00;31;424800;20;242400;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 07:00;102;1227000;62;817200;0;0;0;0;0;0;0;0;12;10200;0;0
08.06.2020 08:00;128;1418400;69;920400;0;0;0;0;0;0;1;600;2;1200;0;0
08.06.2020 09:00;119;1157400;62;744000;0;0;0;0;1;600;0;0;0;0;5;4200
08.06.2020 10:00;149;1617000;62;703200;0;0;0;0;0;0;0;0;0;0;5;3600
08.06.2020 11:00;159;1458000;76;831600;0;0;0;0;2;1800;0;0;2;1200;3;1800
08.06.2020 12:00;139;1588200;73;684600;0;0;0;0;0;0;0;0;2;1200;9;7800
08.06.2020 13:00;146;1374000;67;676800;0;0;0;0;0;0;0;0;0;0;4;3000
08.06.2020 14:00;159;1681800;77;746400;0;0;0;0;0;0;2;1800;3;1800;6;4200
08.06.2020 15:00;258;1620000;77;844200;0;0;0;0;0;0;0;0;0;0;6;4800
08.06.2020 16:00;156;1746000;82;850200;0;0;0;0;0;0;0;0;1;600;14;12600
08.06.2020 17:00;153;1701000;85;658800;0;0;0;0;1;600;0;0;1;600;5;4200
08.06.2020 18:00;137;1315200;66;802200;0;0;0;0;1;600;0;0;4;3600;1;600
08.06.2020 19:00;103;1090800;58;418200;0;0;0;0;0;0;1;600;1;600;1;600
08.06.2020 20:00;78;894600;43;476400;0;0;0;0;0;0;0;0;1;600;0;0
08.06.2020 21:00;50;503400;17;174000;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 22:00;23;283200;12;130800;0;0;0;0;1;600;0;0;0;0;0;0
08.06.2020 23:00;12;142800;5;73200;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 00:00;5;47400;3;34200;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 01:00;4;59400;0;0;0;0;0;0;1;600;0;0;0;0;0;0
09.06.2020 02:00;5;37200;2;10800;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 03:00;6;39600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 04:00;8;73800;8;48000;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 05:00;6;76800;4;43800;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 06:00;30;408600;22;262800;0;0;0;0;0;0;0;0;0;0;1;600
09.06.2020 07:00;135;1378800;55;665400;0;0;0;0;0;0;0;0;10;8400;0;0
09.06.2020 08:00;141;1535400;75;937800;0;0;0;0;0;0;1;600;3;1800;2;1200
09.06.2020 09:00;139;1747800;65;880800;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 10:00;137;1399200;67;730800;0;0;0;0;1;600;0;0;2;1200;4;2400
09.06.2020 11:00;162;1564200;73;927000;0;0;0;0;0;0;0;0;0;0;2;1200
09.06.2020 12:00;191;1610400;84;820800;0;0;0;0;0;0;1;600;1;600;14;13200
09.06.2020 13:00;120;1338000;108;603600;0;0;0;0;0;0;0;0;0;0;4;3600
09.06.2020 14:00;147;1629000;77;898200;0;0;0;0;0;0;1;600;0;0;7;6000
09.06.2020 15:00;167;1944000;71;666000;0;0;0;0;0;0;0;0;1;600;1;600
09.06.2020 16:00;162;1623600;83;917400;0;0;0;0;0;0;0;0;4;3600;0;0
09.06.2020 17:00;142;1608000;89;706800;0;0;0;0;3;3000;1;600;0;0;3;1800
09.06.2020 18:00;144;1347600;67;741600;0;0;0;0;1;600;1;600;2;1200;1;600
09.06.2020 19:00;103;1138200;58;615000;0;0;0;0;0;0;0;0;0;0;1;600
09.06.2020 20:00;67;747600;23;238800;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 21:00;45;541200;26;236400;0;0;0;0;0;0;0;0;0;0;1;600
09.06.2020 22:00;22;232200;12;117000;0;0;0;0;0;0;0;0;0;0;1;600
09.06.2020 23:00;15;141000;9;82200;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020 00:00;3;46800;5;25800;0;0;0;0;0;0;0;0;0;0;1;600
10.06.2020 01:00;5;55200;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020 02:00;6;49200;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020 03:00;6;55800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020 04:00;7;48600;5;22800;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020 05:00;11;124200;9;96600;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020 06:00;33;381000;26;229800;0;0;0;0;0;0;1;600;0;0;0;0
10.06.2020 07:00;109;1199400;71;567600;0;0;0;0;0;0;0;0;11;9000;0;0
10.06.2020 08:00;180;1887600;84;648000;0;0;0;0;1;600;0;0;7;6000;0;0
10.06.2020 09:00;201;1713000;82;916800;0;0;0;0;0;0;0;0;0;0;3;1800
10.06.2020 10:00;174;1838400;71;927000;0;0;0;0;0;0;0;0;0;0;1;600
10.06.2020 11:00;174;1689000;72;829800;0;0;0;0;0;0;0;0;0;0;5;4800
10.06.2020 12:00;176;1910400;97;1011000;0;0;0;0;1;600;0;0;1;600;7;5400
10.06.2020 13:00;144;1827600;86;885600;0;0;0;0;0;0;0;0;0;0;2;1200
10.06.2020 14:00;155;1749000;68;622800;0;0;0;0;3;2400;0;0;3;2400;4;2400
10.06.2020 15:00;150;1541400;72;746400;0;0;0;0;0;0;0;0;5;4200;1;600
10.06.2020 16:00;184;1686000;88;782400;0;0;0;0;0;0;0;0;1;600;2;1200
10.06.2020 17:00;156;1761000;81;759000;0;0;0;0;1;600;0;0;3;1800;2;1200
10.06.2020 18:00;153;1425600;66;689400;0;0;0;0;0;0;0;0;1;600;1;600
10.06.2020 19:00;124;1360800;61;425400;0;0;0;0;0;0;0;0;2;1200;4;3600
10.06.2020 20:00;71;766200;33;295200;0;0;0;0;2;1800;0;0;0;0;1;600
10.06.2020 21:00;41;454200;32;147600;0;0;0;0;0;0;2;1800;0;0;0;0
10.06.2020 22:00;45;412800;18;217200;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020 23:00;22;274800;9;89400;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 00:00;15;178200;10;97200;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 01:00;9;124200;4;36600;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 02:00;3;22200;3;3600;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 03:00;4;47400;1;11400;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 04:00;2;11400;1;1200;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 05:00;2;23400;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 06:00;6;113400;9;105000;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 07:00;9;106200;10;157800;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 08:00;22;257400;12;130200;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 09:00;50;550800;37;367200;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 10:00;72;796200;44;306600;0;0;0;0;0;0;0;0;1;600;0;0
11.06.2020 11:00;77;935400;42;356400;0;0;0;0;0;0;0;0;0;0;2;1200
11.06.2020 12:00;71;686400;45;403800;0;0;0;0;0;0;0;0;0;0;2;0
11.06.2020 13:00;80;863400;48;350400;0;0;0;0;1;600;0;0;0;0;3;3000
11.06.2020 14:00;87;966600;65;655200;0;0;0;0;0;0;0;0;1;600;2;1200
11.06.2020 15:00;94;1093800;47;395400;0;0;0;0;0;0;1;600;1;600;8;6000
11.06.2020 16:00;106;1014600;50;556200;0;0;0;0;0;0;0;0;0;0;1;600
11.06.2020 17:00;95;1239600;34;289200;0;0;0;0;0;0;0;0;3;3000;3;1800
11.06.2020 18:00;88;1084200;50;729000;0;0;0;0;0;0;1;600;1;600;3;2400
11.06.2020 19:00;80;844800;37;303600;0;0;0;0;0;0;0;0;0;0;5;4200
11.06.2020 20:00;69;765600;30;328800;0;0;0;0;0;0;1;600;0;0;0;0
11.06.2020 21:00;49;523200;17;268800;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 22:00;22;216600;16;117000;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 23:00;28;336600;6;52200;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2020 00:00;10;126600;6;49200;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2020 01:00;4;46200;3;11400;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2020 02:00;6;55800;0;0;0;0;0;0;0;0;0;0;0;0;1;600
12.06.2020 03:00;5;16800;3;12600;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2020 04:00;3;48000;6;27600;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2020 05:00;9;117600;4;40800;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2020 06:00;25;480600;19;174600;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2020 07:00;91;775200;36;388200;0;0;0;0;0;0;1;600;0;0;1;600
12.06.2020 08:00;109;1209600;62;753000;0;0;0;0;1;600;2;1200;0;0;0;0
12.06.2020 09:00;133;1413000;73;945000;0;0;0;0;0;0;0;0;0;0;1;600
12.06.2020 10:00;161;1819800;86;813600;0;0;0;0;1;600;0;0;4;3600;5;4200
12.06.2020 11:00;160;1657200;81;767400;0;0;0;0;0;0;0;0;7;6600;0;0
12.06.2020 12:00;145;1595400;85;867600;0;0;0;0;0;0;0;0;4;3000;2;1200
12.06.2020 13:00;130;1248000;76;614400;0;0;0;0;0;0;0;0;3;2400;9;7800
12.06.2020 14:00;195;1662600;81;751200;0;0;0;0;0;0;0;0;0;0;3;3000
12.06.2020 15:00;139;1390200;69;669600;0;0;0;0;0;0;0;0;2;1200;0;0
12.06.2020 16:00;132;1419600;52;672600;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2020 17:00;175;1490400;82;827400;0;0;0;0;0;0;0;0;0;0;4;3000
12.06.2020 18:00;135;1518000;84;856200;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2020 19:00;110;1068600;55;495600;0;0;0;0;1;600;0;0;1;600;3;2400
12.06.2020 20:00;85;787200;34;288000;0;0;0;0;0;0;0;0;2;1800;2;1800
12.06.2020 21:00;57;739800;23;120000;0;0;0;0;0;0;0;0;1;600;0;0
12.06.2020 22:00;53;499200;19;177000;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2020 23:00;26;283200;14;166800;0;0;0;0;0;0;0;0;0;0;1;600
13.06.2020 00:00;22;244800;11;88800;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2020 01:00;11;106200;5;49800;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2020 02:00;8;87000;5;44400;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2020 03:00;5;99000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2020 04:00;5;49200;5;13200;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2020 05:00;6;50400;4;22800;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2020 06:00;15;157200;4;76800;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2020 07:00;40;485400;19;153000;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2020 08:00;71;916800;34;331200;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2020 09:00;97;1150800;54;396600;0;0;0;0;0;0;0;0;0;0;1;600
13.06.2020 10:00;136;1238400;77;906600;0;0;0;0;1;600;1;600;1;600;1;600
13.06.2020 11:00;145;1550400;74;843600;0;0;0;0;0;0;0;0;3;3000;2;1800
