01.06.2020 00:00;Bel_A51_M1_493;Vwz_A51_M1_493;Bel_A55_M2_1290/12X;Vwz_A55_M2_1290/12X;Bel_Anf_32;Vwz_Anf_32;Bel_H51_A135/1_492;Vwz_H51_A135/1_492;Bel_H55_A110/M3_12X;Vwz_H55_A110/M3_12X;Bel_MP3_SL_A110;Vwz_MP3_SL_A110;Bel_V51_A9/M2_510;Vwz_V51_A9/M2_510
01.06.2020 00:00;5;5000;2;2000;2;2020;5;4990;2;2000;0;0;5;5000
01.06.2020 01:00;1;1000;0;0;0;0;1;1000;0;0;0;0;1;1000
01.06.2020 02:00;0;0;0;0;3;3920;0;0;0;0;0;0;0;0
01.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 04:00;1;1000;2;1990;1;1010;1;1000;2;1990;0;0;1;1000
01.06.2020 05:00;1;1000;3;3000;0;0;1;1000;3;3000;0;0;1;990
01.06.2020 06:00;3;3000;4;4000;1;1020;3;3000;4;3990;0;0;3;3000
01.06.2020 07:00;4;3990;4;3990;6;6070;4;3990;4;4000;0;0;4;4000
01.06.2020 08:00;4;4000;4;4000;5;5080;4;4000;4;3990;0;0;4;3990
01.06.2020 09:00;4;3980;4;4000;15;16700;4;4000;4;4055;0;0;3;2990
01.06.2020 10:00;4;4000;4;3990;21;23090;4;3980;4;4000;0;0;4;3990
01.06.2020 11:00;4;4000;4;3990;20;20560;4;4000;4;3990;0;0;4;4000
01.06.2020 12:00;5;4990;6;5990;26;30990;5;5000;6;5980;0;0;5;4980
01.06.2020 13:00;8;7990;8;8000;46;50120;8;7990;8;8000;0;0;8;7990
01.06.2020 14:00;8;7970;8;8051;44;53800;8;7980;8;7990;0;0;8;7990
01.06.2020 15:00;8;8000;8;8057;46;48930;8;7990;8;7980;0;0;8;7990
01.06.2020 16:00;8;7990;8;7980;49;54820;8;7980;8;7990;0;0;8;8000
01.06.2020 17:00;8;7990;8;8000;54;56090;8;8000;8;8058;0;0;8;8000
01.06.2020 18:00;8;8000;9;8990;40;41800;8;8000;8;7990;0;0;8;7990
01.06.2020 19:00;6;6000;5;5000;26;27020;6;5970;5;5000;0;0;5;4970
01.06.2020 20:00;4;4000;4;4000;30;32340;4;3990;4;4000;0;0;4;4000
01.06.2020 21:00;4;4000;4;4000;22;23170;4;4000;4;4000;0;0;4;4000
01.06.2020 22:00;4;3990;5;4990;8;9810;4;3990;4;3980;0;0;4;4000
01.06.2020 23:00;4;4000;4;4000;2;2020;4;4000;4;4000;0;0;4;4000
02.06.2020 00:00;5;4990;2;2000;1;1020;5;5000;2;2000;0;0;5;4990
02.06.2020 01:00;1;1000;0;0;0;0;1;990;0;0;0;0;1;1000
02.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 03:00;0;0;2;1990;0;0;0;0;2;2000;0;0;0;0
02.06.2020 04:00;2;2000;3;3000;0;0;2;2000;3;3000;0;0;2;1990
02.06.2020 05:00;8;7980;12;12000;2;2380;8;7980;11;10990;0;0;9;8980
02.06.2020 06:00;13;13000;16;15980;12;12730;13;12980;17;16980;0;0;12;11990
02.06.2020 07:00;16;16000;16;15980;32;33916;16;16000;16;15950;0;0;16;15970
02.06.2020 08:00;15;14980;15;14990;50;52810;15;15000;15;15000;0;0;15;14980
02.06.2020 09:00;16;15980;16;15980;52;56648;16;15960;17;16980;0;0;16;15990
02.06.2020 10:00;16;15980;16;15990;47;52670;16;15980;16;16000;0;0;16;15990
02.06.2020 11:00;16;15970;16;16000;64;73080;16;16000;16;15980;0;0;16;16000
02.06.2020 12:00;16;16000;17;16990;45;48780;16;15970;16;16037;0;0;17;17037
02.06.2020 13:00;16;15980;16;15990;55;59980;16;15980;15;14970;0;0;15;14970
02.06.2020 14:00;17;16970;17;16980;52;62470;17;16980;17;17000;0;0;18;17600
02.06.2020 15:00;16;16016;16;15980;53;60400;16;15970;17;16980;0;0;15;15383
02.06.2020 16:00;15;14980;15;14990;57;64230;15;14980;15;14970;0;0;15;14980
02.06.2020 17:00;16;16000;17;16990;64;70030;16;15980;16;15980;0;0;17;17000
02.06.2020 18:00;15;14980;15;15000;63;69050;15;15000;15;14980;0;0;14;13980
02.06.2020 19:00;13;12990;9;8980;53;58450;13;13000;8;7990;0;0;13;13000
02.06.2020 20:00;8;8000;8;8000;43;49560;8;8000;8;7970;0;0;8;8000
02.06.2020 21:00;7;7000;7;6990;23;28670;7;6990;7;6990;0;0;7;6980
02.06.2020 22:00;6;6000;5;5000;18;23860;6;5990;5;4990;0;0;6;5990
02.06.2020 23:00;4;3990;4;4000;7;7920;4;4000;4;4000;0;0;4;4000
03.06.2020 00:00;6;6000;2;1990;2;2930;6;6000;2;1990;0;0;6;5990
03.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 03:00;0;0;2;1990;0;0;0;0;2;2000;0;0;0;0
03.06.2020 04:00;2;2000;2;2000;0;0;2;1990;3;3000;0;0;2;2000
03.06.2020 05:00;8;7990;13;12990;0;0;8;7990;12;12000;0;0;8;7990
03.06.2020 06:00;14;13990;16;15990;12;12320;14;13980;16;15980;0;0;16;15940
03.06.2020 07:00;16;15970;17;16990;37;38650;16;15980;17;16980;0;0;15;14980
03.06.2020 08:00;16;15990;16;16000;49;50760;16;15870;15;15000;0;0;17;16990
03.06.2020 09:00;17;17045;20;19990;51;52220;16;16100;19;18980;0;0;16;15970
03.06.2020 10:00;17;16970;16;16000;49;52690;17;16980;16;15990;0;0;16;15940
03.06.2020 11:00;16;16000;16;15980;46;53271;16;15990;16;15980;0;0;16;16000
03.06.2020 12:00;16;15980;16;16000;55;59340;16;16000;15;14990;0;0;16;16000
03.06.2020 13:00;16;15980;17;16980;54;56620;15;14980;17;16990;0;0;15;15000
03.06.2020 14:00;17;16990;17;16990;47;51310;17;16980;17;16990;0;0;17;16980
03.06.2020 15:00;16;15970;16;16000;54;56810;14;13980;16;15990;0;0;14;13980
03.06.2020 16:00;16;16000;15;15000;66;70350;16;15980;15;14990;0;0;15;15054
03.06.2020 17:00;16;16035;15;15000;49;52600;16;15990;14;13990;0;0;16;15970
03.06.2020 18:00;14;13990;17;16990;59;63088;13;12970;16;15980;0;0;14;13990
03.06.2020 19:00;12;11970;8;7980;35;37790;12;11970;8;8000;0;0;11;11000
03.06.2020 20:00;8;7990;8;7990;23;23623;8;7990;8;8000;0;0;7;7000
03.06.2020 21:00;7;7000;7;6990;25;26570;7;6990;7;7000;0;0;7;6980
03.06.2020 22:00;6;5990;5;5000;9;9310;6;5990;5;5000;0;0;6;6000
03.06.2020 23:00;4;4000;4;3990;3;4850;4;4000;4;4000;0;0;4;3990
04.06.2020 00:00;6;6000;2;2000;2;2030;6;6000;2;1990;0;0;6;6000
04.06.2020 01:00;0;0;0;0;1;1010;0;0;0;0;0;0;0;0
04.06.2020 02:00;0;0;0;0;2;2020;0;0;0;0;0;0;0;0
04.06.2020 03:00;0;0;2;2000;0;0;0;0;2;2000;0;0;0;0
04.06.2020 04:00;2;2000;3;3000;0;0;2;1990;3;3000;0;0;2;2000
04.06.2020 05:00;8;7990;12;11990;0;0;8;8000;12;12000;0;0;8;7980
04.06.2020 06:00;14;13980;16;15980;8;8100;14;13990;16;15990;0;0;14;13970
04.06.2020 07:00;16;16054;17;16990;49;50970;16;15970;18;17990;0;0;15;15044
04.06.2020 08:00;17;16980;16;15990;43;46790;17;16950;15;14990;0;0;18;17980
04.06.2020 09:00;16;15980;17;16960;39;42850;16;15990;17;16980;0;0;15;15000
04.06.2020 10:00;16;15990;15;14960;43;45290;15;15045;16;15960;0;0;16;16000
04.06.2020 11:00;16;15980;17;16990;55;60090;16;15980;16;15970;0;0;16;16000
04.06.2020 12:00;15;14960;15;15053;37;39900;16;15980;15;14990;0;0;16;15980
04.06.2020 13:00;16;15970;15;15046;51;56190;15;14980;14;14045;0;0;14;13990
04.06.2020 14:00;18;17990;19;19000;44;47860;18;17970;18;17960;0;0;18;17970
04.06.2020 15:00;16;15990;14;13990;50;57520;15;14990;14;13980;0;0;15;15000
04.06.2020 16:00;16;15990;17;16980;55;61130;16;15990;16;15990;0;0;16;15970
04.06.2020 17:00;16;15990;18;17990;51;54950;16;15990;17;17024;0;0;17;17000
04.06.2020 18:00;16;15980;16;16000;50;54950;16;15970;16;15980;0;0;16;15990
04.06.2020 19:00;12;11990;8;8000;36;40290;12;11990;8;8000;0;0;11;10990
04.06.2020 20:00;8;7990;8;7990;28;29490;8;7980;8;7990;0;0;8;8000
04.06.2020 21:00;7;7000;7;6990;34;35590;7;6980;7;7000;0;0;7;7000
04.06.2020 22:00;6;6000;5;4990;9;10050;6;5990;5;5000;0;0;6;6000
04.06.2020 23:00;4;4000;4;3990;3;3040;4;4000;4;3990;0;0;4;4000
05.06.2020 00:00;6;5990;2;2000;1;1010;6;5990;2;2000;0;0;6;6000
05.06.2020 01:00;0;0;0;0;1;2010;0;0;0;0;0;0;0;0
05.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 03:00;0;0;2;2000;0;0;0;0;2;2000;0;0;0;0
05.06.2020 04:00;2;2000;3;3000;0;0;2;1990;3;3000;0;0;2;2000
05.06.2020 05:00;8;8000;11;10970;0;0;8;8000;12;11990;0;0;9;9000
05.06.2020 06:00;14;13990;17;16990;8;8630;14;13990;16;15980;0;0;13;12970
05.06.2020 07:00;16;16000;16;15980;41;42890;16;15970;17;16990;0;0;16;15970
05.06.2020 08:00;16;15990;17;16990;49;52862;16;16000;16;15990;0;0;17;17000
05.06.2020 09:00;16;15980;15;14980;45;50266;16;15980;16;15990;0;0;15;15000
05.06.2020 10:00;16;15980;17;16980;43;48860;16;15980;15;14980;0;0;16;15980
05.06.2020 11:00;16;15990;18;17960;59;71560;16;15960;17;16960;0;0;16;15960
05.06.2020 12:00;16;15990;17;17000;50;56640;16;15980;16;15980;0;0;16;16000
05.06.2020 13:00;15;14970;15;15000;66;73110;15;15000;15;14980;0;0;15;14990
05.06.2020 14:00;18;17990;17;17000;54;58235;18;18039;18;17970;0;0;18;17980
05.06.2020 15:00;16;15990;17;16980;45;47360;16;15970;16;15990;0;0;16;15970
05.06.2020 16:00;16;15970;17;16990;44;45526;16;16000;15;14980;0;0;16;15980
05.06.2020 17:00;16;16000;16;15980;39;43650;16;15980;16;15980;0;0;17;16990
05.06.2020 18:00;16;15990;15;14980;32;33360;16;15990;15;14990;0;0;16;15980
05.06.2020 19:00;12;11980;9;9000;17;17260;12;12000;9;9000;0;0;11;11057
05.06.2020 20:00;8;7990;8;7990;25;27890;8;8000;8;7990;0;0;8;8000
05.06.2020 21:00;7;7000;7;6990;13;13220;7;6980;7;6980;0;0;7;7000
05.06.2020 22:00;6;6000;5;5000;3;3080;6;6000;5;4990;0;0;6;6000
05.06.2020 23:00;4;4000;4;4000;5;5060;4;3990;4;3990;0;0;4;3990
06.06.2020 00:00;6;5990;2;2000;3;3230;6;6000;2;1990;0;0;6;6000
06.06.2020 01:00;0;0;0;0;1;1920;0;0;0;0;0;0;0;0
06.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 03:00;0;0;2;1990;0;0;0;0;2;2000;0;0;0;0
06.06.2020 04:00;2;2000;3;3000;0;0;2;2000;3;3000;0;0;2;1990
06.06.2020 05:00;6;6000;8;8000;0;0;6;6000;8;7980;0;0;6;5990
06.06.2020 06:00;8;7990;8;7990;1;1020;8;7980;8;8000;0;0;8;7990
06.06.2020 07:00;8;7990;8;8000;4;5010;8;7980;8;8000;0;0;8;7980
06.06.2020 08:00;8;8000;8;8000;7;8090;8;7980;8;7990;0;0;8;8000
06.06.2020 09:00;8;8000;8;7990;15;15700;8;7990;8;8000;0;0;8;7980
06.06.2020 10:00;8;8000;8;7990;28;31735;8;7990;8;7990;0;0;8;8000
06.06.2020 11:00;8;8000;7;7000;41;45050;8;8000;7;7000;0;0;8;7990
06.06.2020 12:00;8;7980;9;9000;45;49140;8;7980;9;8980;0;0;8;8000
06.06.2020 13:00;8;8000;8;8000;54;61550;8;7960;8;8000;0;0;8;7980
06.06.2020 14:00;8;8000;8;8000;48;50584;8;7990;8;8000;0;0;8;8000
06.06.2020 15:00;8;7990;8;7990;26;29340;8;8000;8;8000;0;0;8;7980
06.06.2020 16:00;8;8000;8;8000;57;64338;8;8000;8;7980;0;0;8;7990
06.06.2020 17:00;8;8000;10;10066;59;65000;8;8000;8;8000;0;0;8;7990
06.06.2020 18:00;8;8000;9;8990;48;74300;8;7980;8;7970;0;0;8;7990
06.06.2020 19:00;7;7000;7;7000;40;45068;7;6990;7;6990;0;0;7;7000
06.06.2020 20:00;6;6000;6;5990;29;34960;6;5990;6;6000;0;0;6;5990
06.06.2020 21:00;6;6000;6;6000;9;9890;6;6000;6;6000;0;0;6;5990
06.06.2020 22:00;6;5990;5;5000;7;7140;6;5990;5;5000;0;0;6;6000
06.06.2020 23:00;4;4000;4;3990;5;5310;4;3990;4;3980;0;0;4;3990
07.06.2020 00:00;6;6000;2;2000;2;2030;6;6000;2;2000;0;0;6;5980
07.06.2020 01:00;0;0;0;0;3;3050;0;0;0;0;0;0;0;0
07.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 04:00;1;1000;2;2000;0;0;1;1000;2;1990;0;0;1;1000
07.06.2020 05:00;1;1000;3;3000;1;1010;1;1000;3;3000;0;0;1;1000
07.06.2020 06:00;3;2990;4;4000;0;0;3;3000;4;4000;0;0;3;3000
07.06.2020 07:00;4;3990;4;4000;4;5550;4;3990;4;3990;0;0;4;4000
07.06.2020 08:00;4;4000;4;4000;4;5770;4;3990;4;4000;0;0;4;3990
07.06.2020 09:00;4;3990;4;4000;16;17640;4;3990;4;3990;0;0;4;4000
07.06.2020 10:00;4;4000;4;4000;21;22740;4;3990;4;4000;0;0;4;3990
07.06.2020 11:00;4;4000;4;4000;20;21500;4;3990;4;4000;0;0;4;3990
07.06.2020 12:00;5;5000;6;5990;22;24250;5;5000;6;6000;0;0;5;5000
07.06.2020 13:00;8;8000;9;8990;21;22300;8;7980;8;7990;0;0;8;7990
07.06.2020 14:00;8;8000;8;8000;35;40830;8;8000;8;7990;0;0;8;7990
07.06.2020 15:00;8;7990;7;6990;60;69390;8;7980;7;6990;0;0;8;7970
07.06.2020 16:00;8;8000;10;9980;41;42680;8;7990;9;8980;0;0;8;7990
07.06.2020 17:00;8;8000;8;8000;51;52650;8;8000;8;7980;0;0;8;8000
07.06.2020 18:00;8;8000;8;8000;48;50890;8;8000;8;8000;0;0;8;7990
07.06.2020 19:00;6;5990;6;6000;34;39320;6;5990;5;5000;0;0;6;6000
07.06.2020 20:00;4;4000;5;4980;15;18230;4;4000;4;4000;0;0;4;4000
07.06.2020 21:00;4;4000;4;4000;16;18280;4;4000;4;4000;0;0;4;4000
07.06.2020 22:00;4;4000;4;4000;4;4050;4;4000;4;4000;0;0;4;4000
07.06.2020 23:00;4;4000;4;4000;1;1010;4;4000;4;4000;0;0;4;3990
08.06.2020 00:00;5;5000;2;2000;0;0;5;5000;2;2000;0;0;5;4990
08.06.2020 01:00;1;1000;0;0;1;2010;1;1000;0;0;0;0;1;1000
08.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 03:00;0;0;2;2000;0;0;0;0;2;1990;0;0;0;0
08.06.2020 04:00;2;2000;3;3000;0;0;2;2000;3;3000;0;0;2;2000
08.06.2020 05:00;8;7990;11;10980;4;5430;8;8000;12;11990;0;0;8;8000
08.06.2020 06:00;14;13990;17;16980;13;17678;14;13990;16;15980;0;0;14;14055
08.06.2020 07:00;16;15970;17;16970;35;36390;16;15990;17;16980;0;0;16;15990
08.06.2020 08:00;15;15000;16;16000;58;63230;16;16000;16;15990;0;0;16;15990
08.06.2020 09:00;17;16980;17;16980;55;62070;16;15970;17;16960;0;0;16;15990
08.06.2020 10:00;16;15990;17;17000;43;47700;16;16000;16;16000;0;0;16;16000
08.06.2020 11:00;17;17000;14;14000;53;57510;17;16980;14;14000;0;0;16;15990
08.06.2020 12:00;17;16980;19;18990;46;49500;16;15990;20;19980;0;0;15;15000
08.06.2020 13:00;16;15960;16;15980;64;73734;16;15970;16;15970;0;0;16;15980
08.06.2020 14:00;17;16980;17;16990;56;59199;16;15970;16;15980;0;0;15;15000
08.06.2020 15:00;16;15980;17;16980;72;76970;16;16069;16;15970;0;0;15;14990
08.06.2020 16:00;16;15990;18;18000;67;69410;16;15970;16;16000;0;0;16;15970
08.06.2020 17:00;16;16000;15;14990;67;72340;16;15980;16;15980;0;0;14;13990
08.06.2020 18:00;16;15990;16;15970;43;45729;16;15960;15;14990;0;0;17;16970
08.06.2020 19:00;12;12000;8;7990;56;59114;12;11980;8;8000;0;0;10;9990
08.06.2020 20:00;8;7980;8;8000;31;33860;8;8000;8;7990;0;0;8;7980
08.06.2020 21:00;7;7044;7;7000;17;18060;7;6990;7;7000;0;0;6;6000
08.06.2020 22:00;6;6000;5;5000;14;14290;6;5990;5;5000;0;0;6;5980
08.06.2020 23:00;4;4000;4;4000;2;2040;4;4000;4;4000;0;0;4;4000
09.06.2020 00:00;6;5990;2;2000;0;0;6;5990;2;2000;0;0;6;5990
09.06.2020 01:00;0;0;0;0;2;2030;0;0;0;0;0;0;0;0
09.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 03:00;0;0;2;2000;0;0;0;0;2;2000;0;0;0;0
09.06.2020 04:00;2;2000;2;2000;0;0;2;2000;2;2000;0;0;2;2000
09.06.2020 05:00;8;8000;13;13000;2;2920;9;8990;13;13000;0;0;9;9000
09.06.2020 06:00;14;13980;16;15980;11;11450;13;13000;16;16036;0;0;14;13990
09.06.2020 07:00;15;14960;18;17980;48;52110;16;15970;17;16980;0;0;15;14980
09.06.2020 08:00;17;16990;15;14990;46;51350;16;15940;15;14990;0;0;16;16000
09.06.2020 09:00;16;16000;17;16990;60;68450;16;15960;17;16980;0;0;16;15970
09.06.2020 10:00;16;16000;16;16000;57;63534;16;15970;16;16000;0;0;16;15970
09.06.2020 11:00;16;15970;17;16980;71;79720;16;15980;16;16000;0;0;16;15980
09.06.2020 12:00;16;15980;17;16980;41;47360;17;17000;17;16980;0;0;17;16990
09.06.2020 13:00;17;16980;16;16000;56;65880;16;16015;15;14990;0;0;16;15970
09.06.2020 14:00;17;16990;20;19980;48;53350;18;17990;19;19000;0;0;18;18000
09.06.2020 15:00;16;15980;16;15990;61;69430;15;14950;16;15980;0;0;16;16000
09.06.2020 16:00;17;16990;17;17000;57;59050;17;16980;16;15970;0;0;17;16980
09.06.2020 17:00;16;15990;16;15990;51;54640;16;15980;16;15990;0;0;15;14990
09.06.2020 18:00;16;15990;15;15000;56;58380;15;14990;15;14990;0;0;15;14990
09.06.2020 19:00;12;11990;8;8000;40;46000;12;11970;8;8000;0;0;12;11990
09.06.2020 20:00;8;7970;7;7000;36;36570;8;7990;8;7980;0;0;8;7990
09.06.2020 21:00;7;6990;8;8000;27;28990;7;6980;7;6990;0;0;7;7000
09.06.2020 22:00;6;5990;5;5000;7;7080;6;5990;5;5000;0;0;6;6000
09.06.2020 23:00;4;3990;4;3980;1;1010;4;3990;4;4000;0;0;4;4000
10.06.2020 00:00;6;6000;2;2000;1;1010;6;5990;2;2000;0;0;6;6000
10.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020 03:00;0;0;2;2000;0;0;0;0;2;2000;0;0;0;0
10.06.2020 04:00;2;1990;3;2990;0;0;2;1990;3;2990;0;0;2;2000
10.06.2020 05:00;8;7990;12;12000;4;6060;8;7980;12;11980;0;0;8;7990
10.06.2020 06:00;14;14000;17;16990;11;13080;14;13980;16;16000;0;0;14;13970
10.06.2020 07:00;16;16000;18;17960;40;42940;16;15960;18;17980;0;0;15;14960
10.06.2020 08:00;17;17000;16;15990;53;58309;17;16980;16;16000;0;0;17;17000
10.06.2020 09:00;16;15990;15;15000;54;56650;17;16980;16;15970;0;0;16;15990
10.06.2020 10:00;15;15000;17;16990;45;49320;13;12990;17;16980;0;0;16;15970
10.06.2020 11:00;18;17980;17;16980;57;62700;19;18970;16;16000;0;0;17;16980
10.06.2020 12:00;15;14990;17;16990;48;52550;15;14970;16;16000;0;0;15;14990
10.06.2020 13:00;17;16990;15;14990;62;67120;16;15990;16;15980;0;0;16;15980
10.06.2020 14:00;18;17960;18;17990;53;56710;18;17990;18;17980;0;0;17;16990
10.06.2020 15:00;16;15990;17;17000;55;61160;16;15960;15;14990;0;0;16;15980
10.06.2020 16:00;16;15990;17;16990;76;94140;16;15970;16;16000;0;0;17;16960
10.06.2020 17:00;16;15980;16;15970;71;75160;16;15990;16;15980;0;0;15;14970
10.06.2020 18:00;16;15990;15;14980;61;65235;15;14990;15;14980;0;0;16;15980
10.06.2020 19:00;12;11990;9;9000;42;47440;12;11980;9;9056;0;0;12;11990
10.06.2020 20:00;8;8000;9;9000;24;25306;8;7990;8;7990;0;0;8;7990
10.06.2020 21:00;7;7000;7;7000;19;20760;7;7000;7;6990;0;0;7;7000
10.06.2020 22:00;6;6000;5;4980;11;11270;6;6000;5;5000;0;0;6;6000
10.06.2020 23:00;4;3990;4;4000;1;1020;4;3990;4;3990;0;0;4;4000
11.06.2020 00:00;6;5990;2;1990;7;7100;6;5990;2;2000;0;0;6;6031
11.06.2020 01:00;0;0;0;0;1;1010;0;0;0;0;0;0;0;0
11.06.2020 02:00;0;0;0;0;1;1020;0;0;0;0;0;0;0;0
11.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 04:00;1;1000;2;2000;0;0;1;1000;2;2000;0;0;1;1000
11.06.2020 05:00;1;1000;3;3048;0;0;1;1000;3;3000;0;0;1;1000
11.06.2020 06:00;3;3000;4;4000;2;2910;3;3000;4;4000;0;0;3;3000
11.06.2020 07:00;4;3980;4;4000;6;6080;4;4305;4;4000;0;0;4;4000
11.06.2020 08:00;4;4000;4;4000;5;5660;4;3990;4;4000;0;0;4;4000
11.06.2020 09:00;4;3980;4;4000;12;12160;4;4000;4;4000;0;0;4;4000
11.06.2020 10:00;4;4000;4;4000;22;25780;4;4000;4;4000;0;0;4;4000
11.06.2020 11:00;4;3990;4;3990;31;33570;4;3990;4;3990;0;0;4;4000
11.06.2020 12:00;5;5000;6;6000;23;26470;5;4980;6;6000;0;0;5;5000
11.06.2020 13:00;8;8000;8;8000;28;29980;8;7990;8;8000;0;0;8;8000
11.06.2020 14:00;8;8000;9;8990;43;49480;8;8000;8;8000;0;0;8;8000
11.06.2020 15:00;8;8000;8;7990;36;37670;8;8000;8;7990;0;0;8;8000
11.06.2020 16:00;8;7980;8;7990;58;65783;8;8029;8;7990;0;0;8;7990
11.06.2020 17:00;8;8000;8;8000;52;56536;8;8000;8;8000;0;0;8;7970
11.06.2020 18:00;8;8000;8;7990;44;51490;8;8000;8;8000;0;0;8;7990
11.06.2020 19:00;6;6000;5;5000;43;47900;6;6000;5;5000;0;0;6;6000
11.06.2020 20:00;4;4000;4;4000;26;27000;4;3990;4;3990;0;0;4;3990
11.06.2020 21:00;4;3990;4;4000;15;16180;4;4000;4;4000;0;0;4;4000
11.06.2020 22:00;4;4000;4;4000;15;16090;4;3990;4;3990;0;0;4;4000
11.06.2020 23:00;4;4000;4;4000;4;4940;4;4000;4;4000;0;0;4;4000
12.06.2020 00:00;5;5000;2;2000;2;2030;5;5000;2;2000;0;0;5;4990
12.06.2020 01:00;1;1000;0;0;0;0;1;1000;0;0;0;0;1;1000
12.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2020 03:00;0;0;2;2000;0;0;0;0;2;2000;0;0;0;0
12.06.2020 04:00;2;2000;3;3000;1;1020;2;2000;3;3000;0;0;2;2000
12.06.2020 05:00;8;7990;11;11000;1;1010;8;7990;12;11990;0;0;9;9000
12.06.2020 06:00;14;13990;17;16990;9;13010;14;13990;16;15990;0;0;14;13970
12.06.2020 07:00;16;15980;17;17050;18;18230;16;15980;17;16980;0;0;15;14980
12.06.2020 08:00;16;16000;16;15970;32;34780;16;15990;16;15980;0;0;16;15990
12.06.2020 09:00;16;16046;15;14960;33;38510;16;15990;15;14970;0;0;15;14960
12.06.2020 10:00;16;15990;16;16000;48;50902;16;15960;16;15980;0;0;15;14980
12.06.2020 11:00;17;16980;17;16990;48;52740;17;17000;17;16990;0;0;17;16990
12.06.2020 12:00;15;15000;16;16000;53;56890;16;15990;16;15990;0;0;16;15990
12.06.2020 13:00;16;15990;16;15970;55;59250;16;15970;16;15990;0;0;16;15980
12.06.2020 14:00;17;16990;17;17036;44;52550;17;16980;18;17990;0;0;16;16000
12.06.2020 15:00;16;16000;16;15980;54;63518;16;15970;16;15970;0;0;16;16000
12.06.2020 16:00;16;16000;17;16980;55;62200;16;15970;16;16000;0;0;17;16960
12.06.2020 17:00;16;15990;16;15970;69;76160;16;15990;16;16000;0;0;15;14990
12.06.2020 18:00;15;15000;15;15000;40;43560;16;15960;14;13990;0;0;17;16960
12.06.2020 19:00;13;12990;9;9000;44;50120;12;11990;9;9000;0;0;11;10990
12.06.2020 20:00;8;8000;8;8000;44;51460;8;7980;8;8000;0;0;8;8000
12.06.2020 21:00;7;7000;7;6990;24;26646;7;6990;7;6990;0;0;7;6990
12.06.2020 22:00;6;6000;5;5000;23;26860;6;6000;5;5000;0;0;6;5990
12.06.2020 23:00;4;4000;4;3990;18;20020;4;3990;4;4000;0;0;4;3990
13.06.2020 00:00;6;6000;2;2000;3;3040;6;5990;2;2000;0;0;6;6000
13.06.2020 01:00;0;0;0;0;4;5860;0;0;0;0;0;0;0;0
13.06.2020 02:00;0;0;0;0;1;1010;0;0;0;0;0;0;0;0
13.06.2020 03:00;0;0;2;2000;0;0;0;0;2;2000;0;0;0;0
13.06.2020 04:00;2;2000;3;3055;0;0;2;2000;3;2990;0;0;2;2000
13.06.2020 05:00;6;6000;8;8000;1;1020;6;6000;8;8000;0;0;6;6000
13.06.2020 06:00;8;7990;8;8000;0;0;8;8000;8;7980;0;0;8;8000
13.06.2020 07:00;8;7990;8;7990;7;7080;8;7990;8;8000;0;0;8;8000
13.06.2020 08:00;8;8000;8;7980;15;17690;8;8000;8;7980;0;0;8;8000
13.06.2020 09:00;8;7990;8;8000;27;30600;8;7980;8;7980;0;0;8;8052
13.06.2020 10:00;8;7990;8;7980;40;43840;8;8000;8;7990;0;0;8;8025
13.06.2020 11:00;8;8000;8;7980;53;62690;8;7980;8;8000;0;0;8;7990
13.06.2020 12:00;8;8000;8;7990;51;58917;8;8000;8;7990;0;0;8;7990
13.06.2020 13:00;8;7990;9;8990;46;50690;8;7990;8;8000;0;0;8;8000
13.06.2020 14:00;8;8000;8;7990;44;49660;8;7990;8;7990;0;0;8;7980
13.06.2020 15:00;8;7980;8;7990;52;59972;8;7990;8;8000;0;0;8;8000
13.06.2020 16:00;8;7990;9;9000;40;44745;8;7980;8;8000;0;0;8;7980
13.06.2020 17:00;8;7990;7;6990;44;49770;8;8000;8;8000;0;0;8;8000
13.06.2020 18:00;8;8000;9;9000;49;51184;8;7980;8;7980;0;0;8;7990
13.06.2020 19:00;7;6990;8;8000;36;37390;7;6990;7;7000;0;0;7;6990
13.06.2020 20:00;6;6000;6;6072;36;36950;6;5980;6;6000;0;0;6;5970
13.06.2020 21:00;6;5990;6;6000;27;31930;6;6000;6;6000;0;0;6;6000
13.06.2020 22:00;6;5990;5;4980;23;25560;6;6000;5;4990;0;0;6;6000
