01.06.2020 00:00;Bel_A117/MP1;Vwz_A117/MP1;Bel_A117_MP2;Vwz_A117_MP2;Bel_A117_MP3;Vwz_A117_MP3;Bel_A117_MP4;Vwz_A117_MP4;Bel_A118_MP3;Vwz_A118_MP3;Bel_A88_MP2;Vwz_A88_MP2;Bel_D11;Vwz_D11;Bel_D12;Vwz_D12;Bel_D21;Vwz_D21;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_FG-AF_41a;Vwz_FG-AF_41a;Bel_FG-AF_41b;Vwz_FG-AF_41b;Bel_FG-AF_BF41a;Vwz_FG-AF_BF41a;Bel_FG-AF_BF41b;Vwz_FG-AF_BF41b
03.12.2020 21:00;0;0;0;0;0;0;0;0;0;0;2;2600;7;149100;7;169490;237;144040;235;147740;93;26920;2;4020;2;4010;2;4010;0;3600000
03.12.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;4;99012;5;48270;177;105260;137;82410;82;28260;3;6030;3;6030;3;6030;0;3600000
03.12.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;3;41530;5;49190;115;74030;81;51230;65;21390;2;4010;2;4010;2;4020;0;3600000
04.12.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;2;6500;3;42540;48;28740;56;36210;22;7530;1;2000;1;2000;0;0;0;3600000
04.12.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;2;23350;1;21410;46;27160;30;23730;24;11220;0;0;0;0;0;0;0;3600000
04.12.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;1;20150;7;95171;37;20950;24;16820;17;7110;0;0;0;0;0;0;0;3600000
04.12.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;1;19830;8;146010;56;30410;33;19150;24;9860;0;0;0;0;0;0;0;3600000
04.12.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;2;21990;1;20420;77;51510;71;50880;39;18400;2;4020;2;4020;2;4020;0;3600000
04.12.2020 05:00;0;0;0;0;0;0;0;0;0;0;3;3910;1;22130;0;0;253;146910;275;198163;108;31880;3;6020;3;6030;3;6020;0;3600000
04.12.2020 06:00;0;0;0;0;0;0;0;0;0;0;3;3920;9;384250;1;680;519;367551;475;358741;195;79360;3;6030;3;6020;3;6010;0;3600000
04.12.2020 07:00;0;0;0;0;0;0;0;0;0;0;9;11700;12;537325;1;30970;808;713276;800;1024933;204;100750;3;6030;3;6020;3;6000;0;3600000
04.12.2020 08:00;0;0;0;0;0;0;0;0;0;0;1;1310;13;541763;4;113237;827;696239;713;647627;150;77370;3;6020;3;6020;3;6020;0;3600000
04.12.2020 09:00;0;0;0;0;0;0;0;0;0;0;5;7628;25;802072;4;65870;782;587911;675;640194;160;75310;2;4010;2;4010;2;4020;0;3600000
04.12.2020 10:00;0;0;0;0;0;0;0;0;0;0;14;21875;21;842943;7;42950;783;697971;766;710538;116;69680;2;4020;2;4020;2;4020;0;3600000
04.12.2020 11:00;0;0;0;0;0;0;0;0;0;0;6;8959;24;752923;6;91480;857;808766;766;986776;159;74450;2;4020;2;4020;2;4000;0;3600000
04.12.2020 12:00;0;0;0;0;0;0;0;0;0;0;3;3920;45;1252895;7;282714;919;960718;864;1349364;122;122020;2;4020;2;4010;2;4010;0;3600000
04.12.2020 13:00;0;0;0;0;0;0;0;0;0;0;16;27360;29;932360;3;54080;980;986315;850;901867;113;139595;3;6020;3;6030;3;6020;0;3600000
04.12.2020 14:00;0;0;0;0;0;0;0;0;0;0;7;8977;31;1164288;2;108700;1026;1075122;888;929034;122;50413;3;6020;3;6030;3;6020;0;3600000
04.12.2020 15:00;0;0;0;0;0;0;0;0;0;0;2;2610;37;1089467;0;0;982;1127351;912;997298;137;45210;3;6030;3;6030;2;4020;0;3600000
04.12.2020 16:00;0;0;0;0;0;0;0;0;0;0;13;17410;51;1687975;3;70800;952;1243189;831;1299669;129;55080;3;6030;3;6030;3;6020;0;3600000
04.12.2020 17:00;0;0;0;0;0;0;0;0;0;0;2;2600;45;1332792;1;58050;855;664690;860;1150717;188;78067;3;6020;3;6020;3;6030;0;3600000
04.12.2020 18:00;0;0;0;0;0;0;0;0;0;0;1;1300;31;873333;6;273984;721;515412;720;595950;169;51059;3;6020;3;6020;3;6030;0;3600000
04.12.2020 19:00;0;0;0;0;0;0;0;0;0;0;3;3910;9;439713;6;98590;492;311950;471;327482;155;55490;3;6030;3;6020;3;6030;0;3600000
04.12.2020 20:00;0;0;0;0;0;0;0;0;0;0;1;1300;10;514882;1;230;376;249278;358;216125;144;45010;1;2010;2;4020;1;2010;0;3600000
04.12.2020 21:00;0;0;0;0;0;0;0;0;0;0;5;6530;2;241310;2;107090;322;245730;485;441719;93;31150;2;4010;2;4010;2;4020;0;3600000
04.12.2020 22:00;0;0;0;0;0;0;0;0;0;0;1;1300;9;385744;0;0;298;200541;393;371039;88;34630;3;6030;3;6030;3;6020;0;3600000
04.12.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;3;143330;0;0;219;160080;264;257193;79;28440;2;4020;2;4020;2;4020;0;3600000
05.12.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;1;114090;2;107720;175;115470;199;180881;74;30470;1;2000;1;2010;1;2010;0;3600000
05.12.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;1;54000;0;0;111;76511;142;136370;55;21200;1;2010;1;2010;1;2010;0;3600000
05.12.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;68190;99;105290;39;12820;1;2000;0;0;1;2010;0;3600000
05.12.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;1;20210;0;0;107;68720;110;111290;46;13740;0;0;0;0;0;0;0;3600000
05.12.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;89090;161;157510;66;28160;0;0;0;0;0;0;0;3600000
05.12.2020 05:00;0;0;0;0;0;0;0;0;0;0;1;1300;3;165143;0;0;190;126750;268;242931;71;21000;2;4010;2;4020;2;4020;0;3600000
05.12.2020 06:00;0;0;0;0;0;0;0;0;0;0;2;2600;5;277710;0;0;276;182519;364;365889;102;32590;2;4020;2;4020;2;4020;0;3600000
05.12.2020 07:00;0;0;0;0;0;0;0;0;0;0;2;2600;2;169167;1;23130;390;265080;511;497601;137;73500;2;4010;2;4000;2;4020;0;3600000
05.12.2020 08:00;0;0;0;0;0;0;0;0;0;0;5;6530;10;326572;0;0;495;407070;623;649750;123;42930;2;4020;2;4020;2;4020;0;3600000
05.12.2020 09:00;0;0;0;0;0;0;0;0;0;0;2;2600;12;463851;1;650;555;456578;784;824332;113;32336;2;4010;2;4010;2;4020;0;3600000
05.12.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;7;383038;1;460;700;466630;916;874182;128;39893;2;4020;2;4020;2;4020;0;3600000
05.12.2020 11:00;0;0;0;0;0;0;0;0;0;0;1;1300;10;497381;5;160580;790;684377;902;916481;137;43350;2;4010;2;4020;2;4010;0;3600000
05.12.2020 12:00;0;0;0;0;0;0;0;0;0;0;5;6530;18;848248;2;40929;809;818634;904;877886;116;55130;2;4010;2;4020;2;4020;0;3600000
05.12.2020 13:00;0;0;0;0;0;0;0;0;0;0;3;3910;20;766462;1;22910;851;745470;963;894893;135;75050;1;2000;1;2000;1;2010;0;3600000
05.12.2020 14:00;0;0;0;0;0;0;0;0;0;0;1;1310;12;540553;3;71380;902;740706;961;846191;162;41990;2;4032;2;4010;1;2010;0;3600000
05.12.2020 15:00;0;0;0;0;0;0;0;0;0;0;1;1300;17;609389;3;5510;851;742501;981;900218;141;44860;2;4020;2;4000;2;4010;0;3600000
05.12.2020 16:00;0;0;0;0;0;0;0;0;0;0;9;12850;9;571840;1;1110;806;636260;943;862670;152;44260;2;4020;2;4020;2;4020;0;3600000
05.12.2020 17:00;0;0;0;0;0;0;0;0;0;0;4;5240;12;467172;2;79100;749;588930;922;808078;174;48270;3;6030;3;6020;3;6010;0;3600000
05.12.2020 18:00;0;0;0;0;0;0;0;0;0;0;5;6530;13;451184;3;45200;648;514477;846;765048;179;49860;2;4020;2;4020;2;4000;0;3600000
05.12.2020 19:00;0;0;0;0;0;0;0;0;0;0;3;3900;3;157210;4;159540;428;272492;659;505728;142;40270;2;4000;2;4010;2;4020;0;3600000
05.12.2020 20:00;0;0;0;0;0;0;0;0;0;0;3;3920;4;186730;0;0;349;204577;557;430183;126;37270;2;4020;2;4020;2;4020;0;3600000
05.12.2020 21:00;0;0;0;0;0;0;0;0;0;0;1;1300;1;94910;0;0;255;151650;426;286106;100;29010;2;4020;2;4020;2;4010;0;3600000
05.12.2020 22:00;0;0;0;0;0;0;0;0;0;0;1;1310;6;196872;2;9500;190;114520;307;203240;62;17280;2;4010;2;4010;2;4020;0;3600000
05.12.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;2;160824;3;25260;163;85000;224;143160;70;19910;2;4020;2;4020;2;4020;0;3600000
06.12.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;8;153970;0;0;128;65500;172;103152;45;13700;1;2010;1;2010;1;2010;0;3600000
06.12.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;40210;92;62390;42;14280;1;2010;1;2010;1;2000;0;3600000
06.12.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;33550;75;51230;29;11053;1;2010;1;2000;1;2010;0;3600000
06.12.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;23070;45;31510;21;8540;0;0;0;0;0;0;0;3600000
06.12.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;20490;56;36620;22;8992;0;0;0;0;0;0;0;3600000
06.12.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;2;154580;0;0;76;41180;120;78300;39;14250;2;4020;2;4020;2;4010;0;3600000
06.12.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;1;42110;0;0;78;47530;117;68563;36;14620;2;4000;2;4020;2;4010;0;3600000
06.12.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;37780;134;86867;31;11829;2;4010;2;4010;2;4020;0;3600000
06.12.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;6;311030;1;4010;98;51620;178;118310;37;14110;2;4020;2;4010;2;4010;0;3600000
06.12.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;7;446900;0;0;178;97890;389;247510;50;14870;2;4010;2;4020;2;4020;0;3600000
06.12.2020 10:00;0;0;0;0;0;0;0;0;0;0;8;10430;8;293843;1;2120;274;142571;537;372702;81;22210;2;4020;2;4020;2;4020;0;3600000
06.12.2020 11:00;0;0;0;0;0;0;0;0;0;0;3;6210;2;175159;1;960;407;234696;726;547160;115;29430;2;4010;2;4020;2;4020;0;3600000
06.12.2020 12:00;0;0;0;0;0;0;0;0;0;0;1;1300;2;1570;8;67593;440;254200;795;570429;115;31650;2;4020;2;4020;2;4010;0;3600000
06.12.2020 13:00;0;0;0;0;0;0;0;0;0;0;3;3900;14;605930;2;3930;484;298592;780;555952;98;43360;2;4010;2;4020;2;4020;0;3600000
06.12.2020 14:00;0;0;0;0;0;0;0;0;0;0;2;2610;8;204275;6;156890;554;388060;856;611474;133;34000;2;4020;2;4010;2;4020;0;3600000
06.12.2020 15:00;0;0;0;0;0;0;0;0;0;0;2;2610;8;525259;4;160557;475;342414;836;691585;113;28880;2;4010;2;4020;2;4020;0;3600000
06.12.2020 16:00;0;0;0;0;0;0;0;0;0;0;1;1310;7;228710;10;270078;463;333836;814;621633;124;31910;2;4020;2;4020;2;4010;0;3600000
06.12.2020 17:00;0;0;0;0;0;0;0;0;0;0;1;1300;8;419125;4;11080;458;286390;792;636748;144;40100;2;4010;2;4010;2;4020;0;3600000
06.12.2020 18:00;0;0;0;0;0;0;0;0;0;0;1;1300;7;312482;0;0;418;269173;711;488801;154;41800;2;4000;2;4020;2;4020;0;3600000
06.12.2020 19:00;0;0;0;0;0;0;0;0;0;0;3;3910;12;476223;5;29869;353;204608;594;428506;153;42600;2;4020;2;4010;2;4010;0;3600000
06.12.2020 20:00;0;0;0;0;0;0;0;0;0;0;2;2620;2;60540;2;5780;323;213840;518;359000;111;30688;2;4000;2;4020;2;4010;0;3600000
06.12.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;4;136810;1;5540;225;119790;389;270650;83;22540;2;4020;2;4020;2;4020;0;3600000
06.12.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;1;44690;1;970;170;95090;231;174510;58;17250;2;4010;2;4010;2;4020;0;3600000
06.12.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;2;142550;1;1980;137;81880;162;135950;48;17690;2;4010;2;4020;2;4010;0;3600000
07.12.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;67679;118;116679;30;11350;1;2010;1;2000;1;2010;0;3600000
07.12.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;61350;84;91130;33;13000;0;0;0;0;0;0;0;3600000
07.12.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;50735;87;101770;26;10880;0;0;0;0;0;0;0;3600000
07.12.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;2;137188;0;0;113;86898;135;147898;43;20550;0;0;0;0;0;0;0;3600000
07.12.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;1;21240;0;0;190;142910;226;275398;70;38360;2;4020;2;4020;2;4010;0;3600000
07.12.2020 05:00;0;0;0;0;0;0;0;0;0;0;2;2600;4;64940;1;870;364;240340;590;524915;121;75820;3;6020;3;6010;3;6030;0;3600000
07.12.2020 06:00;0;0;0;0;0;0;0;0;0;0;7;10420;7;460301;1;250;613;406931;602;449540;209;67170;3;6010;3;6020;3;6020;0;3600000
07.12.2020 07:00;0;0;0;0;0;0;0;0;0;0;8;10560;12;537026;6;826661;828;824775;852;1201693;184;103910;3;6030;3;6039;3;6020;0;3600000
07.12.2020 08:00;0;0;0;0;0;0;0;0;0;0;3;3900;20;518155;3;605038;811;616919;804;923393;147;81350;3;6030;3;6020;3;6030;0;3600000
07.12.2020 09:00;0;0;0;0;0;0;0;0;0;0;6;10160;29;1066631;6;145320;755;704981;691;687571;141;102990;2;4020;2;4010;2;4020;0;3600000
07.12.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;23;938793;12;218273;793;625243;714;622249;113;48051;2;4020;2;4020;2;4010;0;3600000
07.12.2020 11:00;0;0;0;0;0;0;0;0;0;0;3;3920;24;870835;4;153320;790;727816;749;680421;122;48370;2;4020;2;4000;2;4010;0;3600000
07.12.2020 12:00;0;0;0;0;0;0;0;0;0;0;2;2600;43;1315200;9;216330;766;673061;778;784471;159;168651;2;4020;2;4020;2;4000;0;3600000
07.12.2020 13:00;0;0;0;0;0;0;0;0;0;0;4;5210;39;1024631;6;194790;867;707502;792;857880;141;123720;3;6020;3;6030;3;6030;0;3600000
07.12.2020 14:00;0;0;0;0;0;0;0;0;0;0;5;6530;30;953666;2;3900;881;696598;748;614261;158;109580;3;6030;3;6030;3;6030;0;3600000
07.12.2020 15:00;0;0;0;0;0;0;0;0;0;0;2;2610;40;1340213;3;48850;951;860000;898;886288;162;58440;3;6030;3;6030;3;6030;0;3600000
07.12.2020 16:00;0;0;0;0;0;0;0;0;0;0;21;30798;54;1461122;6;178360;996;1239245;915;1233967;137;162950;2;4020;2;4020;2;4010;0;3600000
07.12.2020 17:00;0;0;0;0;0;0;0;0;0;0;4;5220;65;1482000;14;226481;858;749080;876;910949;180;110199;4;8049;4;8030;4;8020;0;3600000
07.12.2020 18:00;0;0;0;0;0;0;0;0;0;0;1;1300;49;1399292;8;87170;623;462798;620;525549;133;73890;3;6030;3;6030;3;6020;0;3600000
07.12.2020 19:00;0;0;0;0;0;0;0;0;0;0;1;1310;14;477372;7;254840;398;243520;370;243210;127;32410;3;6020;3;6030;3;6030;0;3600000
07.12.2020 20:00;0;0;0;0;0;0;0;0;0;0;1;1300;9;368368;4;26540;343;235000;261;168195;119;33130;2;4020;2;4020;2;4020;0;3600000
07.12.2020 21:00;0;0;0;0;0;0;0;0;0;0;1;1300;4;49760;2;24480;203;119959;204;121560;70;22270;2;4010;2;4010;2;4020;0;3600000
07.12.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20470;173;100070;108;68730;86;24760;3;6010;3;6020;3;6020;0;3600000
07.12.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105;60390;77;64210;42;13420;2;4010;2;4020;2;4010;0;3600000
08.12.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;1;20210;0;0;48;32380;33;23740;24;10320;1;2010;1;2000;1;2010;0;3600000
08.12.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;22640;29;21670;20;8460;0;0;0;0;0;0;0;3600000
08.12.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;20280;13;10770;23;10420;0;0;0;0;0;0;0;3600000
08.12.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;1;20580;0;0;43;25240;27;18520;26;10340;0;0;0;0;0;0;0;3600000
08.12.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;1;22320;0;0;68;48540;78;56090;34;18170;2;4010;2;4020;2;4020;0;3600000
08.12.2020 05:00;0;0;0;0;0;0;0;0;0;0;2;2600;1;750;0;0;271;169040;309;205710;92;51640;3;6010;3;6030;2;4020;0;3600000
08.12.2020 06:00;0;0;0;0;0;0;0;0;0;0;1;1300;10;399558;6;12590;547;403250;539;379250;177;58770;3;6030;3;6020;1;2010;0;3600000
08.12.2020 07:00;0;0;0;0;0;0;0;0;0;0;13;19560;13;537798;8;226803;847;759535;885;1074341;167;89288;3;6010;3;6030;2;4020;0;3600000
08.12.2020 08:00;0;0;0;0;0;0;0;0;0;0;18;23530;19;496211;10;162020;773;646060;724;722976;181;103600;3;6030;3;6020;2;4020;0;3600000
08.12.2020 09:00;0;0;0;0;0;0;0;0;0;0;7;12880;26;763039;17;281830;707;539667;627;612483;135;67200;2;4020;2;4020;1;2010;0;3600000
08.12.2020 10:00;0;0;0;0;0;0;0;0;0;0;4;6480;30;1021637;10;268107;744;598195;683;570486;204;144350;2;4020;2;4020;2;4000;0;3600000
08.12.2020 11:00;0;0;0;0;0;0;0;0;0;0;4;5220;27;862166;6;182592;765;608845;783;749786;150;72880;2;4020;2;4010;2;4020;0;3600000
08.12.2020 12:00;0;0;0;0;0;0;0;0;0;0;4;5210;47;1403738;9;234857;812;834372;791;754961;149;123530;2;4020;2;4020;1;2000;0;3600000
08.12.2020 13:00;0;0;0;0;0;0;0;0;0;0;5;6520;33;976330;10;385609;843;698154;776;726879;165;118420;2;4020;2;4020;2;4010;0;3600000
08.12.2020 14:00;0;0;0;0;0;0;0;0;0;0;8;10490;22;967225;7;182550;904;742217;779;863051;164;62430;3;6030;3;6030;2;4020;0;3600000
08.12.2020 15:00;0;0;0;0;0;0;0;0;0;0;4;5230;44;1360304;14;490227;968;934512;896;1131892;146;50400;3;6030;3;6020;2;4020;0;3600000
08.12.2020 16:00;0;0;0;0;0;0;0;0;0;0;6;9120;53;1530225;8;234550;1003;1206021;928;1074971;142;110830;3;6020;3;6030;3;6010;0;3600000
08.12.2020 17:00;0;0;0;0;0;0;0;0;0;0;10;14360;59;1358975;9;297794;843;803118;849;826183;150;95410;3;6020;3;6030;2;4010;0;3600000
08.12.2020 18:00;0;0;0;0;0;0;0;0;0;0;5;6540;49;1524080;6;149555;661;499523;657;599453;170;53090;3;6020;3;6020;2;4043;0;3600000
08.12.2020 19:00;0;0;0;0;0;0;0;0;0;0;3;3910;18;727519;4;64550;421;266203;405;285506;146;42570;3;6020;3;6030;3;6030;0;3600000
08.12.2020 20:00;0;0;0;0;0;0;0;0;0;0;0;0;10;217453;9;86260;292;181290;285;201880;103;35420;2;4020;2;4010;2;4020;0;3600000
08.12.2020 21:00;0;0;0;0;0;0;0;0;0;0;1;1300;9;175940;2;23460;212;115450;200;125810;80;21891;2;4020;2;4020;1;2000;0;3600000
08.12.2020 22:00;0;0;0;0;0;0;0;0;0;0;1;1300;3;39150;3;24480;168;102330;120;70640;82;24791;3;6030;3;6010;1;2000;0;3600000
08.12.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;1;19630;0;0;89;70030;72;49722;42;15600;2;4000;2;4020;2;4020;0;3600000
09.12.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;3;45910;1;9540;57;37260;47;32530;30;12200;1;2010;1;2000;1;2000;0;3600000
09.12.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;20780;23;17090;15;8260;0;0;0;0;0;0;0;3600000
09.12.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;22490;22;15023;18;8670;0;0;0;0;0;0;0;3600000
09.12.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;1;19600;0;0;39;23410;29;19490;18;7940;0;0;0;0;0;0;0;3600000
09.12.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;1;23330;0;0;100;67330;74;51680;44;20490;2;4020;2;4020;2;4010;0;3600000
09.12.2020 05:00;0;0;0;0;0;0;0;0;0;0;3;3910;3;7690;0;0;289;174115;325;212710;96;29550;3;6010;3;6020;2;4020;0;3600000
09.12.2020 06:00;0;0;0;0;0;0;0;0;0;0;2;2600;8;429622;0;0;565;373902;528;391250;176;51300;3;6030;3;6010;2;4010;0;3600000
09.12.2020 07:00;0;0;0;0;0;0;0;0;0;0;9;11589;14;476862;4;206570;820;772097;866;919036;157;65850;3;6030;3;6020;3;6020;0;3600000
09.12.2020 08:00;0;0;0;0;0;0;0;0;0;0;2;2610;12;549550;4;356039;773;658053;700;666370;146;110269;3;6030;3;6030;3;6020;0;3600000
09.12.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;29;846146;4;59260;722;553962;633;488765;152;80830;2;4020;2;4020;1;2000;0;3600000
09.12.2020 10:00;0;0;0;0;0;0;0;0;0;0;2;2610;25;1042728;2;8350;731;562800;692;565620;116;88150;2;4010;2;4020;2;4020;0;3600000
09.12.2020 11:00;0;0;0;0;0;0;0;0;0;0;2;3310;22;612131;5;49800;739;628110;749;669910;135;64140;2;4020;2;4020;2;4020;0;3600000
09.12.2020 12:00;0;0;0;0;0;0;0;0;0;0;4;5220;46;1156814;8;174342;801;779633;794;863885;160;188094;2;4020;2;4020;1;2010;0;3600000
09.12.2020 13:00;0;0;0;0;0;0;0;0;0;0;8;11710;33;959240;7;191744;858;839407;792;779110;141;131151;3;6020;2;4000;2;4010;0;3600000
09.12.2020 14:00;0;0;0;0;0;0;0;0;0;0;4;5220;28;970020;7;179819;931;942817;851;812360;196;64478;3;6020;3;6030;2;4010;0;3600000
09.12.2020 15:00;0;0;0;0;0;0;0;0;0;0;2;2600;34;1207185;8;175600;938;836923;953;1197569;164;50380;3;6010;3;6020;1;2000;0;3600000
09.12.2020 16:00;0;0;0;0;0;0;0;0;0;0;10;18120;57;1518582;7;103290;963;1048013;915;1065907;160;117370;3;6010;3;6030;3;6030;0;3600000
09.12.2020 17:00;0;0;0;0;0;0;0;0;0;0;18;26130;43;1325433;3;109960;866;694544;884;840192;168;76470;3;6010;3;6030;2;4020;0;3600000
09.12.2020 18:00;0;0;0;0;0;0;0;0;0;0;3;3920;41;1216410;7;219523;735;531790;632;549490;182;95720;3;6020;3;6020;1;2010;0;3600000
09.12.2020 19:00;0;0;0;0;0;0;0;0;0;0;3;3900;20;748730;6;74212;423;269971;368;269919;144;48430;3;6030;3;6010;3;6030;0;3600000
09.12.2020 20:00;0;0;0;0;0;0;0;0;0;0;1;1300;12;444432;6;52220;303;184250;265;165370;119;39540;2;4000;2;4020;2;4020;0;3600000
09.12.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;6;121740;2;4470;206;134822;206;126650;91;25472;2;4020;2;4010;2;4020;0;3600000
09.12.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;800;173;104560;123;73525;81;25120;3;6020;3;6030;2;4020;0;3600000
09.12.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;2;39030;0;0;108;66151;80;48980;55;19370;2;4020;2;4010;2;4010;0;3600000
10.12.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;4;102710;2;17300;74;61959;54;39780;40;18150;1;2010;1;2010;1;2000;0;3600000
10.12.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2500;35;23010;23;17670;18;8730;0;0;0;0;0;0;0;3600000
10.12.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;1;19790;0;0;39;21880;16;12440;24;8540;0;0;0;0;0;0;0;3600000
10.12.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;23250;25;17800;19;10317;0;0;0;0;0;0;0;3600000
10.12.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;1;22600;0;0;69;53680;78;57340;32;14351;2;4020;2;4020;2;4010;0;3600000
10.12.2020 05:00;0;0;0;0;0;0;0;0;0;0;4;5200;2;24920;1;690;264;171940;308;212372;104;42430;3;6020;3;6020;2;4020;0;3600000
10.12.2020 06:00;0;0;0;0;0;0;0;0;0;0;4;5220;9;419523;2;44560;585;393836;497;373539;180;63380;3;6010;3;6030;2;4020;0;3600000
10.12.2020 07:00;0;0;0;0;0;0;0;0;0;0;4;6480;20;714363;6;202080;820;693201;891;1017268;177;98073;3;6020;3;6020;3;6020;0;3600000
10.12.2020 08:00;0;0;0;0;0;0;0;0;0;0;1;1310;18;536599;8;369420;836;668480;733;681619;183;114430;3;6030;3;6020;3;6010;0;3600000
10.12.2020 09:00;0;0;0;0;0;0;0;0;0;0;2;2930;29;871230;1;91940;733;555315;700;630750;157;52760;2;4010;2;4020;1;2010;0;3600000
10.12.2020 10:00;0;0;0;0;0;0;0;0;0;0;4;5071;32;909361;6;137590;761;1036224;764;659387;94;52560;2;4020;2;4010;2;4020;0;3600000
10.12.2020 11:00;0;0;0;0;0;0;0;0;0;0;2;2610;29;847834;6;81520;824;827040;812;776994;148;118910;2;4020;2;4020;2;4000;0;3600000
10.12.2020 12:00;0;0;0;0;0;0;0;0;0;0;1;1300;39;1049474;3;34770;801;735958;791;727170;114;109690;2;4020;2;4020;2;4010;0;3600000
10.12.2020 13:00;0;0;0;0;0;0;0;0;0;0;3;3900;37;1128514;12;209783;842;780213;837;929482;149;145460;3;6020;3;6030;3;6030;0;3600000
10.12.2020 14:00;0;0;0;0;0;0;0;0;0;0;11;15680;41;1558323;6;168160;955;1015956;827;928125;143;135885;3;6030;3;6010;3;6020;0;3600000
10.12.2020 15:00;0;0;0;0;0;0;0;0;0;0;5;7060;34;951980;11;211825;956;1008000;937;1142722;138;92410;3;6030;3;6020;2;4010;0;3600000
10.12.2020 16:00;0;0;0;0;0;0;0;0;0;0;10;14240;51;1478119;7;128210;1020;1428570;940;1080017;157;120950;3;6010;3;6030;3;6020;0;3600000
10.12.2020 17:00;0;0;0;0;0;0;0;0;0;0;8;11700;52;1445841;7;265660;929;884799;906;904754;168;88100;3;6020;3;6010;3;6020;0;3600000
10.12.2020 18:00;0;0;0;0;0;0;0;0;0;0;1;1300;45;1270934;5;175330;732;574531;684;568021;155;86010;3;6020;3;6030;3;6030;0;3600000
10.12.2020 19:00;0;0;0;0;0;0;0;0;0;0;5;6520;17;533357;1;3610;459;288189;416;311490;148;42954;3;6020;3;6030;3;6030;0;3600000
10.12.2020 20:00;0;0;0;0;0;0;0;0;0;0;2;2620;5;219750;0;0;371;250819;270;180608;141;41670;2;4020;2;4020;2;4020;0;3600000
