01.06.2020 00:00;Bel_A117/MP1;Vwz_A117/MP1;Bel_A117_MP2;Vwz_A117_MP2;Bel_A117_MP3;Vwz_A117_MP3;Bel_A117_MP4;Vwz_A117_MP4;Bel_A118_MP3;Vwz_A118_MP3;Bel_A88_MP2;Vwz_A88_MP2;Bel_D11;Vwz_D11;Bel_D12;Vwz_D12;Bel_D21;Vwz_D21;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_FG-AF_41a;Vwz_FG-AF_41a;Bel_FG-AF_41b;Vwz_FG-AF_41b;Bel_FG-AF_BF41a;Vwz_FG-AF_BF41a;Bel_FG-AF_BF41b;Vwz_FG-AF_BF41b
01.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;690;91;47700;67;36720;33;9460;0;0;0;0;0;0;0;3600000
01.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;1;2320;1;2300;69;32470;47;24230;36;9960;0;0;0;0;0;0;0;3600000
01.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;19100;29;14870;20;6000;0;0;0;0;0;0;0;3600000
01.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;20120;17;8660;24;7310;0;0;0;0;0;0;0;3600000
01.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;1;15450;1;2590;32;15770;21;11420;15;4950;0;0;0;0;0;0;0;3600000
01.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;32970;65;33980;22;8740;2;4000;2;4020;2;4020;0;3600000
01.06.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;3;60900;0;0;82;43000;51;28830;33;12110;2;4020;2;4010;2;4010;0;3600000
01.06.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;5;227410;0;0;64;35180;72;40810;23;7920;2;4010;2;4020;2;4020;0;3600000
01.06.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;2;137983;0;0;124;60040;122;61250;49;16612;2;4010;2;4010;2;4020;0;3600000
01.06.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;9;277404;0;0;270;143670;203;108140;81;20570;2;4010;2;4010;2;4020;0;3600000
01.06.2020 10:00;0;0;0;0;0;0;0;0;0;0;2;13540;8;312900;1;80220;347;186923;305;173500;133;34860;2;4010;2;4010;2;4020;0;3600000
01.06.2020 11:00;0;0;0;0;0;0;0;0;0;0;1;1300;4;170650;1;38080;406;219220;383;208301;109;31540;2;4020;2;4010;2;4010;0;3600000
01.06.2020 12:00;0;0;0;0;0;0;0;0;0;0;1;1300;18;595991;0;0;497;273425;481;284408;122;32230;2;4020;2;4010;1;2010;0;3600000
01.06.2020 13:00;0;0;0;0;0;0;0;0;0;0;3;3900;9;401959;1;11830;555;320867;438;243418;141;34270;2;4000;2;4010;2;4020;0;3600000
01.06.2020 14:00;0;0;0;0;0;0;0;0;0;0;1;1290;5;99191;1;22210;586;331659;487;273950;141;36131;2;4000;2;4010;1;2010;0;3600000
01.06.2020 15:00;0;0;0;0;0;0;0;0;0;0;0;0;3;235517;3;7900;538;298691;437;242800;124;30510;2;4010;2;4020;2;4010;0;3600000
01.06.2020 16:00;0;0;0;0;0;0;0;0;0;0;8;10440;5;219191;1;1550;491;317090;451;271510;92;25920;2;4020;2;4020;1;2010;0;3600000
01.06.2020 17:00;0;0;0;0;0;0;0;0;0;0;3;3900;7;333392;0;0;483;285717;558;330950;103;26240;2;4010;2;4010;2;4020;0;3600000
01.06.2020 18:00;0;0;0;0;0;0;0;0;0;0;2;2590;6;245020;1;1380;489;275840;509;301740;156;38460;2;4010;2;4010;1;2000;0;3600000
01.06.2020 19:00;0;0;0;0;0;0;0;0;0;0;2;3220;8;311340;2;7210;415;226000;442;280890;145;38350;2;4010;2;4020;2;4010;0;3600000
01.06.2020 20:00;0;0;0;0;0;0;0;0;0;0;0;0;3;129140;1;22210;331;172851;339;186050;111;26912;2;4020;2;4010;2;4010;0;3600000
01.06.2020 21:00;0;0;0;0;0;0;0;0;0;0;2;2600;5;76610;5;47090;266;150640;302;176820;112;30480;2;4020;2;4020;1;2010;0;3600000
01.06.2020 22:00;0;0;0;0;0;0;0;0;0;0;1;1310;5;32860;4;25030;262;145050;221;136611;94;30721;2;4010;2;4020;2;4020;0;3600000
01.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;3;53460;2;7140;111;59210;106;59400;55;18250;2;4020;2;4020;1;2000;0;3600000
02.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;1;23310;0;0;68;38380;52;30860;29;11200;1;2000;1;2010;0;0;0;3600000
02.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;1;23730;0;0;42;21500;28;20460;21;6490;0;0;0;0;0;0;0;3600000
02.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;15540;20;11820;14;4540;0;0;0;0;0;0;0;3600000
02.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;2;41100;0;0;43;23680;21;13150;31;11160;0;0;0;0;0;0;0;3600000
02.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;1;21760;0;0;86;51920;80;55170;46;17684;1;2000;1;2010;1;2010;0;3600000
02.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;1;550;0;0;247;138580;293;176491;100;28680;2;4020;2;4010;2;4020;0;3600000
02.06.2020 06:00;0;0;0;0;0;0;0;0;0;0;2;2610;5;379001;0;0;594;405761;545;408477;177;89680;3;6020;3;6010;3;6010;0;3600000
02.06.2020 07:00;0;0;0;0;0;0;0;0;0;0;9;13126;10;400040;0;0;744;565628;825;691739;153;78708;3;6020;3;6030;3;6030;0;3600000
02.06.2020 08:00;0;0;0;0;0;0;0;0;0;0;3;3920;11;503483;0;0;799;585027;694;517670;210;174919;3;6020;3;6020;3;6030;0;3600000
02.06.2020 09:00;0;0;0;0;0;0;0;0;0;0;3;3910;25;1077162;1;1210;761;627995;704;647004;151;84380;2;4010;2;4020;2;4010;0;3600000
02.06.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;24;643324;2;34980;791;728561;725;697068;125;70970;2;4020;2;4010;2;4020;0;3600000
02.06.2020 11:00;0;0;0;0;0;0;0;0;0;0;5;6800;29;786834;3;36220;833;786713;763;726580;131;52860;2;4010;2;4020;2;4010;0;3600000
02.06.2020 12:00;0;0;0;0;0;0;0;0;0;0;4;5180;32;1212454;2;8230;844;627970;776;670011;149;133540;2;4010;2;4010;2;4020;0;3600000
02.06.2020 13:00;0;0;0;0;0;0;0;0;0;0;4;6430;29;665535;2;57414;838;709112;794;724690;142;88820;3;6030;3;6020;3;6020;0;3600000
02.06.2020 14:00;0;0;0;0;0;0;0;0;0;0;4;5160;20;797893;0;0;917;699391;794;675769;119;41645;3;6030;3;6030;3;6030;0;3600000
02.06.2020 15:00;0;0;0;0;0;0;0;0;0;0;12;18920;37;1015587;2;29030;909;700963;850;809080;156;47910;3;6020;3;6010;3;6020;0;3600000
02.06.2020 16:00;0;0;0;0;0;0;0;0;0;0;10;13360;49;1422108;3;24060;978;1096170;894;983308;115;68360;3;6030;3;6020;3;6010;0;3600000
02.06.2020 17:00;0;0;0;0;0;0;0;0;0;0;2;2590;54;1537969;3;5330;942;912334;849;816254;127;72560;3;6042;3;6020;3;6030;0;3600000
02.06.2020 18:00;0;0;0;0;0;0;0;0;0;0;5;8990;35;1286974;1;59320;764;532996;701;558948;171;45920;3;6030;3;6030;3;6020;0;3600000
02.06.2020 19:00;0;0;0;0;0;0;0;0;0;0;4;5180;19;721421;1;75240;538;349589;540;354072;161;48310;3;6030;3;6030;3;6020;0;3600000
02.06.2020 20:00;0;0;0;0;0;0;0;0;0;0;1;1290;9;278821;2;28950;383;233390;386;230072;143;42790;2;4020;2;4040;2;4010;0;3600000
02.06.2020 21:00;0;0;0;0;0;0;0;0;0;0;5;6490;11;166950;1;32039;274;150300;299;176460;106;32320;2;4010;2;4020;2;4020;0;3600000
02.06.2020 22:00;0;0;0;0;0;0;0;0;0;0;1;1300;8;137230;3;59720;259;186355;248;151250;113;35560;3;6020;3;6030;3;6030;0;3600000
02.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;4;91576;1;330;121;70520;88;56460;58;21370;2;4000;2;4020;2;4020;0;3600000
03.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;46010;59;36540;35;11660;1;2000;1;2010;1;2010;0;3600000
03.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;3;41240;0;0;39;20300;23;14710;25;8350;0;0;0;0;0;0;0;3600000
03.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;1;660;0;0;30;14960;22;11910;14;5290;0;0;0;0;0;0;0;3600000
03.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;1;19420;0;0;45;25470;12;10210;30;10570;0;0;0;0;0;0;0;3600000
03.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;46950;81;57290;33;19220;2;4020;2;4020;2;4020;0;3600000
03.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;1;1310;2;43930;0;0;250;147990;309;195026;94;30020;3;6020;3;6010;3;6020;0;3600000
03.06.2020 06:00;0;0;0;0;0;0;0;0;0;0;1;1300;13;376981;0;0;589;367670;557;365320;169;58310;2;4020;2;4020;2;4020;0;3600000
03.06.2020 07:00;0;0;0;0;0;0;0;0;0;0;5;6520;7;271380;2;2960;789;579740;782;650571;172;64910;3;6010;3;6030;3;6030;0;3600000
03.06.2020 08:00;0;0;0;0;0;0;0;0;0;0;2;2620;9;427057;0;0;726;866428;674;552628;155;168630;3;6020;3;6020;3;6030;0;3600000
03.06.2020 09:00;0;0;0;0;0;0;0;0;0;0;4;5200;21;680927;3;18310;769;625995;666;563721;145;85070;2;4020;2;4020;2;4010;0;3600000
03.06.2020 10:00;0;0;0;0;0;0;0;0;0;0;1;1290;12;400481;1;63050;774;571978;712;640770;125;42510;2;4020;2;4020;2;4020;0;3600000
03.06.2020 11:00;0;0;0;0;0;0;0;0;0;0;14;22860;26;832771;1;54000;749;544947;695;601077;145;79717;2;4020;2;4020;2;4020;0;3600000
03.06.2020 12:00;0;0;0;0;0;0;0;0;0;0;2;2600;34;1130047;1;46220;829;717255;754;657232;151;121157;2;4020;2;4020;2;4010;0;3600000
03.06.2020 13:00;0;0;0;0;0;0;0;0;0;0;6;7800;22;628636;7;219834;801;625498;765;738992;136;107770;3;6020;3;6010;3;6020;0;3600000
03.06.2020 14:00;0;0;0;0;0;0;0;0;0;0;6;9780;27;1085902;2;11860;907;762229;767;641379;166;114470;3;6010;3;6030;3;6030;0;3600000
03.06.2020 15:00;0;0;0;0;0;0;0;0;0;0;4;10570;30;1287116;2;46267;903;889134;853;857884;157;64260;3;6030;3;6020;3;6030;0;3600000
03.06.2020 16:00;0;0;0;0;0;0;0;0;0;0;15;22947;52;1295838;3;19600;972;940865;886;812477;162;95051;3;6030;3;6030;3;6020;0;3600000
03.06.2020 17:00;0;0;0;0;0;0;0;0;0;0;0;0;49;1228933;2;67842;916;796680;853;811456;164;81800;3;6020;3;6020;3;6020;0;3600000
03.06.2020 18:00;0;0;0;0;0;0;0;0;0;0;3;3890;55;1526130;6;28680;725;551460;713;532251;177;51980;2;4010;3;6020;3;6030;0;3600000
03.06.2020 19:00;0;0;0;0;0;0;0;0;0;0;2;2600;12;567994;2;33080;495;295213;504;360080;157;42670;3;6030;3;6020;3;6030;0;3600000
03.06.2020 20:00;0;0;0;0;0;0;0;0;0;0;4;5210;6;149560;1;25261;373;249770;318;198491;127;35752;2;4020;2;4020;2;4020;0;3600000
03.06.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;3;47370;3;107393;252;146650;279;162280;108;50630;2;4000;2;4000;2;4020;0;3600000
03.06.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;6;118150;0;0;240;151681;194;116630;101;28850;3;6030;3;6030;3;6030;0;3600000
03.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;1;1300;1;58130;2;59090;107;66990;93;60671;49;15290;2;4010;2;4020;2;4020;0;3600000
04.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;1;1310;0;0;1;109480;68;40880;57;34140;31;11210;1;2010;1;2010;1;2010;0;3600000
04.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;2;41209;1;20480;36;20180;24;15540;21;7450;0;0;0;0;0;0;0;3600000
04.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;18040;10;5320;20;7300;0;0;0;0;0;0;0;3600000
04.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;2;21060;0;0;47;34740;20;16140;34;16621;0;0;0;0;0;0;0;3600000
04.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;2;21840;5;85280;68;49800;80;63640;32;14270;2;4020;2;4010;2;4041;0;3600000
04.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;3;41850;0;0;272;162597;286;191670;97;35480;3;6030;3;6030;3;6030;0;3600000
04.06.2020 06:00;0;0;0;0;0;0;0;0;0;0;1;1300;6;216870;0;0;550;364310;539;378756;146;50090;2;4000;2;4010;2;4010;0;3600000
04.06.2020 07:00;0;0;0;0;0;0;0;0;0;0;4;5220;8;488191;0;0;754;569301;841;793451;172;67270;3;6020;3;6020;3;6020;0;3600000
04.06.2020 08:00;0;0;0;0;0;0;0;0;0;0;5;6510;11;582341;2;28520;746;552642;705;682501;228;76810;3;6020;3;6030;3;6020;0;3600000
04.06.2020 09:00;0;0;0;0;0;0;0;0;0;0;1;1300;28;883443;0;0;751;592771;646;619661;130;149731;2;4020;2;4020;2;4010;0;3600000
04.06.2020 10:00;0;0;0;0;0;0;0;0;0;0;3;3910;23;887572;0;0;698;679532;696;649220;130;86520;2;4020;2;4020;2;4020;1;3433420
04.06.2020 11:00;0;0;0;0;0;0;0;0;0;0;5;7300;18;589928;0;0;769;612324;672;561220;146;67540;2;4020;2;4020;2;4020;0;3600000
04.06.2020 12:00;0;0;0;0;0;0;0;0;0;0;2;2600;29;1236381;1;1780;804;681460;820;833334;136;69200;2;4020;2;4020;2;4020;0;3600000
04.06.2020 13:00;0;0;0;0;0;0;0;0;0;0;3;3910;31;1007343;3;13590;842;660467;773;664827;150;97650;3;6010;3;6020;3;6030;0;3600000
04.06.2020 14:00;0;0;0;0;0;0;0;0;0;0;6;9060;24;948059;4;44750;891;1097044;772;790676;118;45330;3;6030;3;6030;3;6030;0;3600000
04.06.2020 15:00;0;0;0;0;0;0;0;0;0;0;10;14320;36;1202253;6;128281;941;750394;896;1122721;165;54180;3;6030;3;6030;3;6010;0;3600000
04.06.2020 16:00;0;0;0;0;0;0;0;0;0;0;5;8220;48;1351899;3;48220;964;983265;910;1091735;147;61900;3;6020;3;6030;3;6020;0;3600000
04.06.2020 17:00;0;0;0;0;0;0;0;0;0;0;6;7830;51;1474170;1;3100;954;991215;839;1022565;139;69360;3;6030;3;6020;3;6030;0;3600000
04.06.2020 18:00;0;0;0;0;0;0;0;0;0;0;22;30787;49;1467841;1;6130;766;509051;724;598128;175;48080;3;6020;3;6020;3;6020;0;3600000
04.06.2020 19:00;0;0;0;0;0;0;0;0;0;0;14;21677;27;1053842;1;1750;559;350720;538;364084;166;46100;3;6030;3;6030;3;6000;0;3600000
04.06.2020 20:00;0;0;0;0;0;0;0;0;0;0;4;5220;4;150141;0;0;366;224809;346;210261;126;36901;2;4020;2;4020;2;4020;0;3600000
04.06.2020 21:00;0;0;0;0;0;0;0;0;0;0;2;3890;4;81670;2;3360;255;155740;256;156870;88;24010;2;4010;2;4010;2;4020;0;3600000
04.06.2020 22:00;0;0;0;0;0;0;0;0;0;0;1;1310;4;62570;4;96740;245;157573;206;128620;102;30800;3;6010;3;6030;3;6020;0;3600000
04.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;1;1310;1;16260;4;58350;118;68510;107;66100;52;17390;2;4020;2;4010;2;4010;0;3600000
05.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;1;900;1;20740;68;40110;52;33410;31;11520;1;2000;1;2010;1;2010;0;3600000
05.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;1;21160;4;26150;38;17859;33;18240;17;5820;0;0;0;0;0;0;0;3600000
05.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;64970;44;24500;23;12629;29;10450;0;0;0;0;0;0;0;3600000
05.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;1;20050;0;0;48;32160;33;26910;26;13980;0;0;0;0;0;0;0;3600000
05.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;1;21130;7;182300;80;53230;81;58500;38;18630;2;4010;2;4020;1;2000;0;3600000
05.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;1;1310;1;37850;0;0;242;152890;295;201430;92;35310;3;6030;3;6020;2;4020;0;3600000
05.06.2020 06:00;0;0;0;0;0;0;0;0;0;0;2;2610;12;415436;1;540;558;389002;527;370790;177;53950;3;6010;3;6030;2;4020;0;3600000
05.06.2020 07:00;0;0;0;0;0;0;0;0;0;0;12;18221;12;647154;1;305919;775;589401;771;639862;177;71470;3;6010;3;6031;3;6010;0;3600000
05.06.2020 08:00;0;0;0;0;0;0;0;0;0;0;6;7850;13;645409;0;0;702;487642;684;525327;176;69200;2;4010;3;6030;3;6030;0;3600000
05.06.2020 09:00;0;0;0;0;0;0;0;0;0;0;2;2610;27;1056295;0;0;740;593213;649;596709;177;62460;2;4020;2;4020;2;4010;0;3600000
05.06.2020 10:00;0;0;0;0;0;0;0;0;0;0;1;1310;20;700738;0;0;797;596550;740;642007;172;62850;2;4020;2;4020;2;4010;0;3600000
05.06.2020 11:00;0;0;0;0;0;0;0;0;0;0;11;14800;23;1123888;0;0;839;663841;779;876536;156;99660;2;4030;2;4010;2;4020;0;3600000
05.06.2020 12:00;0;0;0;0;0;0;0;0;0;0;2;2610;30;1181108;2;55550;916;762334;814;864271;136;70580;2;4010;2;4020;2;4020;0;3600000
05.06.2020 13:00;0;0;0;0;0;0;0;0;0;0;13;21849;31;1006647;5;90060;948;1006745;841;1124306;132;72840;3;6020;3;6020;3;6020;0;3600000
05.06.2020 14:00;0;0;0;0;0;0;0;0;0;0;4;5210;31;967679;2;2430;1047;1021455;920;885334;139;134850;3;6020;3;6020;3;6030;0;3600000
05.06.2020 15:00;0;0;0;0;0;0;0;0;0;0;7;9120;36;1333661;7;199870;963;965630;903;1084312;111;207164;3;6020;3;6030;3;6020;0;3600000
05.06.2020 16:00;0;0;0;0;0;0;0;0;0;0;5;18290;41;1225250;5;249054;910;859070;825;739924;177;51830;3;6020;3;6020;3;6030;0;3600000
05.06.2020 17:00;0;0;0;0;0;0;0;0;0;0;10;22240;42;1504233;1;79710;839;623342;807;778534;205;72200;3;6020;3;6020;3;6020;0;3600000
05.06.2020 18:00;0;0;0;0;0;0;0;0;0;0;9;15510;39;1421287;1;23120;714;503970;699;606868;176;62220;3;6030;3;6020;3;6010;0;3600000
05.06.2020 19:00;0;0;0;0;0;0;0;0;0;0;5;7780;14;582982;0;0;523;323263;509;325087;183;47580;3;6030;3;6020;3;6020;0;3600000
05.06.2020 20:00;0;0;0;0;0;0;0;0;0;0;1;1300;14;499784;2;83030;388;239360;391;251940;147;46670;2;4020;2;4010;2;4010;0;3600000
05.06.2020 21:00;0;0;0;0;0;0;0;0;0;0;1;1300;6;173800;3;51127;305;169020;250;173795;118;31134;2;4010;2;4010;2;4020;0;3600000
05.06.2020 22:00;0;0;0;0;0;0;0;0;0;0;1;1300;3;64860;3;30310;249;154050;202;121490;102;30624;3;6020;3;6051;3;6010;0;3600000
05.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;1;1300;2;27810;4;31990;148;82990;132;82460;61;18730;2;4020;2;4020;2;4010;0;3600000
06.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;3;69870;3;26370;103;56190;92;54430;49;14240;1;2010;1;2010;1;2010;0;3600000
06.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;22700;56;31860;52;29050;28;7410;0;0;0;0;0;0;0;3600000
06.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;1;1300;2;31060;7;71600;58;27830;29;14060;21;6780;0;0;0;0;0;0;0;3600000
06.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;1;20082;2;22720;62;36130;34;22860;33;11970;0;0;0;0;0;0;0;3600000
06.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3740;5;83700;48;24830;44;26560;24;8300;0;0;0;0;0;0;0;3600000
06.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;3;45670;0;0;111;60030;131;79701;62;20470;2;4020;2;4010;2;4010;0;3600000
06.06.2020 06:00;0;0;0;0;0;0;0;0;0;0;1;1310;6;166084;0;0;163;90250;123;93970;70;20460;2;4020;2;4010;2;4020;0;3600000
06.06.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;2;43970;0;0;254;145880;208;155050;98;31938;2;4020;2;4020;2;4020;0;3600000
06.06.2020 08:00;0;0;0;0;0;0;0;0;0;0;1;1310;3;160370;0;0;372;225371;312;216878;129;33120;2;4000;2;4000;2;4020;0;3600000
06.06.2020 09:00;0;0;0;0;0;0;0;0;0;0;2;2620;13;382388;1;590;547;332470;519;381848;146;49910;2;4010;2;4010;2;4010;0;3600000
06.06.2020 10:00;0;0;0;0;0;0;0;0;0;0;2;2600;8;337801;0;0;650;429530;629;537362;128;38800;2;4020;2;4010;2;4010;0;3600000
06.06.2020 11:00;0;0;0;0;0;0;0;0;0;0;4;5200;15;512594;6;139360;766;491328;698;519679;157;61670;2;4020;2;4020;1;2010;0;3600000
06.06.2020 12:00;0;0;0;0;0;0;0;0;0;0;3;5160;21;877646;2;3740;768;552366;816;597529;134;46610;2;4020;2;4020;2;4010;0;3600000
06.06.2020 13:00;0;0;0;0;0;0;0;0;0;0;8;11700;7;278674;2;86850;733;503315;715;514520;147;40570;2;4020;2;4020;1;2000;0;3600000
06.06.2020 14:00;0;0;0;0;0;0;0;0;0;0;2;2610;5;359347;0;0;745;472140;690;484202;148;40120;2;4020;2;4020;2;4020;0;3600000
06.06.2020 15:00;0;0;0;0;0;0;0;0;0;0;4;5450;8;199830;4;42730;698;520115;643;433277;149;39461;2;4020;2;4020;2;4010;0;3600000
06.06.2020 16:00;0;0;0;0;0;0;0;0;0;0;1;1300;5;184930;3;4530;675;416512;655;433732;124;37170;2;4010;2;4010;2;4010;0;3600000
06.06.2020 17:00;0;0;0;0;0;0;0;0;0;0;4;5200;13;597679;3;6990;677;425325;613;379410;146;62390;2;4010;2;4010;2;4020;0;3600000
06.06.2020 18:00;0;0;0;0;0;0;0;0;0;0;2;2600;6;252439;1;78250;614;360542;562;337810;185;61370;2;4010;2;4020;2;4010;0;3600000
06.06.2020 19:00;0;0;0;0;0;0;0;0;0;0;6;9140;11;228340;1;420;500;314850;486;337182;145;41170;2;4020;2;4020;2;4020;0;3600000
06.06.2020 20:00;0;0;0;0;0;0;0;0;0;0;0;0;4;74540;1;5070;390;245292;368;233800;156;40650;2;4010;2;4010;2;4010;0;3600000
06.06.2020 21:00;0;0;0;0;0;0;0;0;0;0;1;1310;2;22200;4;44730;278;152880;285;167519;115;32750;2;4020;2;4020;2;4010;0;3600000
06.06.2020 22:00;0;0;0;0;0;0;0;0;0;0;3;3920;3;78670;6;48450;200;109590;223;141700;86;24010;2;4020;2;4020;2;4010;0;3600000
06.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;1;1300;1;19930;5;85400;173;97350;134;76510;72;19050;2;4010;2;4020;2;4020;0;3600000
07.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;2;45190;2;48370;144;80980;103;56320;61;16570;1;2010;1;2010;1;2000;0;3600000
07.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;3;31870;2;5610;94;50800;74;39480;58;17180;0;0;0;0;0;0;0;3600000
07.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;84496;54;27510;57;28900;26;7650;0;0;0;0;0;0;0;3600000
07.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;135258;42;19330;36;19220;21;5460;0;0;0;0;0;0;0;3600000
07.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;2;32070;10;119412;41;21670;31;17600;19;6650;0;0;0;0;0;0;0;3600000
07.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;5;66350;0;210;67;35850;66;35530;32;10920;2;4010;2;4020;1;2010;0;3600000
07.06.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;4;94930;0;0;75;40070;56;30510;42;12820;2;4020;2;4010;2;4010;0;3600000
07.06.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3630;2;5220;57;31320;51;29940;19;7560;2;4020;2;4020;2;4010;0;3600000
07.06.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;2;71760;1;80;86;45940;80;43940;29;8150;2;4020;2;4020;2;4020;0;3600000
07.06.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;11;403090;0;0;213;119353;184;104030;79;22630;2;4020;2;4020;2;4020;0;3600000
07.06.2020 10:00;0;0;0;0;0;0;0;0;0;0;1;1300;7;344843;1;5750;240;130091;240;129540;95;52380;2;4010;2;4010;2;4010;0;3600000
07.06.2020 11:00;0;0;0;0;0;0;0;0;0;0;0;0;7;330748;2;16500;336;179629;333;185245;88;22410;2;4020;2;4020;2;4010;0;3600000
07.06.2020 12:00;0;0;0;0;0;0;0;0;0;0;2;2600;6;297910;2;174183;404;215001;406;233241;143;38110;2;4010;2;4010;2;4010;0;3600000
07.06.2020 13:00;0;0;0;0;0;0;0;0;0;0;1;1300;8;314792;0;0;402;233610;444;262632;120;34500;2;4020;2;4020;2;4020;0;3600000
07.06.2020 14:00;0;0;0;0;0;0;0;0;0;0;2;2600;4;123190;2;96370;528;324480;437;244870;150;38240;2;4010;2;4000;2;4020;0;3600000
07.06.2020 15:00;0;0;0;0;0;0;0;0;0;0;0;0;10;455343;2;45179;461;275940;435;255951;142;40730;2;4020;2;4010;2;4010;0;3600000
07.06.2020 16:00;0;0;0;0;0;0;0;0;0;0;3;3890;6;273020;2;34658;447;285610;442;254812;136;55890;2;4020;2;4010;2;4020;0;3600000
07.06.2020 17:00;0;0;0;0;0;0;0;0;0;0;2;2600;6;134390;3;50530;420;256222;445;274152;120;31100;2;4020;2;4020;2;4030;0;3600000
07.06.2020 18:00;0;0;0;0;0;0;0;0;0;0;1;1300;6;167506;1;30190;449;265364;421;243450;126;35520;2;4020;2;4010;1;2010;0;3600000
07.06.2020 19:00;0;0;0;0;0;0;0;0;0;0;2;2610;7;94572;1;1320;417;237301;381;231880;130;33076;2;4020;2;4020;2;4020;0;3600000
07.06.2020 20:00;0;0;0;0;0;0;0;0;0;0;0;0;2;22250;1;20630;274;150040;256;139720;110;29730;2;4010;2;4020;1;2000;0;3600000
07.06.2020 21:00;0;0;0;0;0;0;0;0;0;0;2;2610;7;97750;9;75590;265;155342;214;125260;84;26410;2;4020;2;4020;2;4020;0;3600000
07.06.2020 22:00;0;0;0;0;0;0;0;0;0;0;1;1310;5;96241;10;142320;178;98210;177;107629;80;21520;2;4040;2;4000;2;4010;0;3600000
07.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;2;42840;1;23260;85;54970;73;42100;39;13260;2;4010;2;4010;2;4020;0;3600000
