01.06.2020 00:00;Bel_D21;Vwz_D21;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_T1;Vwz_T1;Bel_T2;Vwz_T2;Bel_T3;Vwz_T3;Bel_T4;Vwz_T4
01.06.2020 00:00;22;567647;15;372735;5;37180;0;0;1;960;0;0;0;0
01.06.2020 01:00;10;225545;6;251650;6;96856;0;0;2;2460;0;0;0;0
01.06.2020 02:00;7;302761;4;146440;7;112805;0;0;0;0;0;0;1;470
01.06.2020 03:00;3;148300;4;61610;0;0;0;0;0;0;0;0;0;0
01.06.2020 04:00;2;44150;1;72220;1;400;0;0;0;0;0;0;0;0
01.06.2020 05:00;3;28050;5;218500;3;45370;0;0;0;0;0;0;2;1960
01.06.2020 06:00;9;424092;4;112017;2;71540;0;0;0;0;1;1520;2;1160
01.06.2020 07:00;9;244196;5;236610;4;111130;2;1320;0;0;0;0;3;5270
01.06.2020 08:00;27;680187;22;756617;7;36984;0;0;2;1380;3;3690;4;3150
01.06.2020 09:00;50;998582;21;448423;17;613595;1;690;11;11559;5;4760;0;0
01.06.2020 10:00;75;1376810;45;707838;17;596332;7;23080;4;4490;8;6040;6;3940
01.06.2020 11:00;88;1527238;56;853732;22;378821;6;2820;0;0;11;10980;10;8900
01.06.2020 12:00;85;1535792;53;908018;39;613467;4;17380;4;2400;6;3710;25;15984
01.06.2020 13:00;92;1379311;53;809157;31;453342;6;4830;10;19520;13;12010;25;29150
01.06.2020 14:00;104;1351517;65;963027;26;363209;1;520;10;6705;19;12150;16;9418
01.06.2020 15:00;76;1413739;54;1274909;24;467633;5;4160;10;22670;17;17840;15;11644
01.06.2020 16:00;104;2112896;57;579787;36;596715;5;3670;9;7800;7;4590;10;6575
01.06.2020 17:00;101;1677696;72;995911;31;382866;10;7590;22;39730;14;10980;14;9450
01.06.2020 18:00;98;2003219;67;1103108;37;769942;12;9320;17;16120;14;9198;17;12840
01.06.2020 19:00;85;1874196;57;791389;30;734840;9;8370;22;28400;18;13380;13;9100
01.06.2020 20:00;83;1038138;44;653888;23;220928;7;5690;9;6910;13;9430;9;6890
01.06.2020 21:00;59;896969;33;699924;20;342578;3;1170;8;4735;11;6210;11;6960
01.06.2020 22:00;45;816067;21;514760;15;179446;3;4890;7;7240;5;4050;1;860
01.06.2020 23:00;25;713719;12;157570;9;129790;0;0;1;1080;2;1140;0;0
02.06.2020 00:00;10;238560;3;105890;5;93820;0;0;0;0;0;0;0;0
02.06.2020 01:00;7;242260;4;158701;6;132740;0;0;0;0;0;0;1;530
02.06.2020 02:00;2;66160;2;55970;2;42950;0;0;0;0;0;0;0;0
02.06.2020 03:00;0;0;0;0;3;30880;0;0;0;0;0;0;0;0
02.06.2020 04:00;6;219905;2;100045;3;94685;0;0;0;0;0;0;0;0
02.06.2020 05:00;21;650147;11;148180;9;276480;1;1190;1;570;3;1860;0;0
02.06.2020 06:00;68;1123923;32;685359;27;689961;1;500;0;0;9;5460;6;3820
02.06.2020 07:00;169;2162189;78;1288012;56;988972;5;3208;36;29610;3;1790;15;8976
02.06.2020 08:00;158;2241576;91;1471701;52;601462;19;16560;8;8970;10;11940;3;2260
02.06.2020 09:00;147;2095316;88;1245768;60;1241547;7;3960;9;21305;7;5170;10;5200
02.06.2020 10:00;127;2063020;90;1458082;49;925198;6;4950;12;8450;26;20779;10;6180
02.06.2020 11:00;147;1954743;103;1324285;40;945828;10;8930;7;3570;12;11106;25;23020
02.06.2020 12:00;121;1805580;97;1463339;35;566030;9;9860;16;44269;25;20870;7;3080
02.06.2020 13:00;134;2011562;102;1516691;41;789632;7;3086;15;15430;10;14246;14;5910
02.06.2020 14:00;126;2179867;99;1410810;48;1007105;9;10430;11;10920;12;9909;10;6510
02.06.2020 15:00;136;2279802;122;1356094;46;948060;24;63950;22;23925;9;7030;9;8679
02.06.2020 16:00;177;2518967;118;1532464;56;1123633;12;7720;19;68640;30;25720;18;16084
02.06.2020 17:00;147;2441228;131;1644858;61;1120887;7;9580;34;75350;17;11510;19;11970
02.06.2020 18:00;159;2351343;112;1482741;38;587106;21;19567;28;49766;12;37080;23;13407
02.06.2020 19:00;117;2111111;60;1102109;36;720056;15;11070;11;12610;17;13169;16;9547
02.06.2020 20:00;83;1154518;38;751677;26;316684;2;1640;9;16830;21;37910;15;10510
02.06.2020 21:00;61;1003774;43;572686;24;372116;0;0;6;6410;5;11260;1;730
02.06.2020 22:00;38;776074;25;577020;14;212505;1;850;14;31860;3;6090;3;4220
02.06.2020 23:00;21;429203;12;250170;6;153443;2;3730;2;2340;1;1000;2;1090
03.06.2020 00:00;7;143925;3;107697;8;146560;0;0;0;0;1;390;2;1280
03.06.2020 01:00;6;122577;6;251911;1;8180;0;0;0;0;0;0;0;0
03.06.2020 02:00;4;118370;1;30470;3;23760;0;0;0;0;0;0;0;0
03.06.2020 03:00;3;71781;2;85620;1;52080;0;0;0;0;0;0;0;0
03.06.2020 04:00;5;211705;1;40390;4;143470;0;0;0;0;0;0;0;0
03.06.2020 05:00;14;399672;7;166960;14;292618;1;540;0;0;0;0;3;2100
03.06.2020 06:00;67;1288190;34;704134;20;522399;4;3970;1;630;1;850;6;4690
03.06.2020 07:00;133;1957467;92;1104130;58;1080830;10;6770;9;7010;7;5260;6;4550
03.06.2020 08:00;144;2217753;86;1139105;59;908635;10;15340;15;15960;12;43930;15;11680
03.06.2020 09:00;129;1870535;90;1600942;51;1114566;4;2430;11;10550;9;9110;13;8070
03.06.2020 10:00;134;2115598;81;1316695;69;1299300;18;9418;13;9539;10;8160;19;12887
03.06.2020 11:00;128;2006461;73;1166858;49;957548;8;5550;14;35920;16;8070;17;11330
03.06.2020 12:00;139;2075060;110;1295524;49;975746;3;5540;41;29830;14;15460;25;14790
03.06.2020 13:00;144;2383384;92;1157037;46;791355;18;21070;13;12850;9;6100;27;16690
03.06.2020 14:00;131;1800807;91;1318037;42;976163;16;16230;11;26509;10;9230;5;3780
03.06.2020 15:00;157;2422981;100;1468409;42;791817;13;11590;21;21760;16;13200;11;8310
03.06.2020 16:00;167;2543143;129;1808985;56;1172617;5;3670;16;18999;14;17610;11;5550
03.06.2020 17:00;167;2284037;114;1506043;39;874836;18;10120;30;33254;11;9319;28;18950
03.06.2020 18:00;132;2413401;84;1117177;39;525647;2;980;6;5200;27;19564;22;15340
03.06.2020 19:00;95;2134968;61;1217575;33;718725;7;36280;5;3640;10;11910;11;12949
03.06.2020 20:00;77;1255038;43;915420;26;721540;2;1290;4;4400;3;1660;7;7480
03.06.2020 21:00;54;864456;33;530197;24;445570;4;1900;4;2350;4;2350;5;4380
03.06.2020 22:00;36;634820;19;436275;16;343162;1;360;2;1200;1;660;3;1870
03.06.2020 23:00;17;379839;7;165157;5;128700;1;260;2;2230;4;2270;3;1460
04.06.2020 00:00;9;180820;2;81535;5;141720;0;0;0;0;1;390;0;0
04.06.2020 01:00;5;185230;1;44830;5;31228;0;0;0;0;1;650;0;0
04.06.2020 02:00;7;60820;0;0;3;1740;0;0;0;0;0;0;0;0
04.06.2020 03:00;2;50200;1;67380;1;800;0;0;2;2750;0;0;0;0
04.06.2020 04:00;5;280975;2;57310;4;60738;1;610;0;0;0;0;0;0
04.06.2020 05:00;19;431200;7;224280;17;356580;0;0;0;0;0;0;1;930
04.06.2020 06:00;53;1087858;24;703815;27;846853;3;2150;5;3080;0;0;7;4610
04.06.2020 07:00;159;1938950;81;1378230;55;1066997;3;2760;10;11670;7;5620;8;4748
04.06.2020 08:00;139;2167578;82;1190494;54;909231;6;60887;18;14169;8;16010;6;4000
04.06.2020 09:00;121;2549335;96;1497363;48;671313;6;3600;2;990;25;19960;16;53440
04.06.2020 10:00;135;2112206;69;1129956;49;989129;10;6910;11;9780;20;33107;13;10430
04.06.2020 11:00;128;2068031;91;1388392;41;805937;7;34428;7;25680;16;13050;10;6980
04.06.2020 12:00;123;1963727;92;1337288;50;1112563;5;3850;5;5200;8;7000;6;3620
04.06.2020 13:00;146;2046461;76;1409139;50;891436;22;13753;15;25099;8;6010;15;11420
04.06.2020 14:00;145;2003186;89;1485751;40;707163;0;0;23;8779;9;5420;19;13170
04.06.2020 15:00;140;2477360;100;1563102;50;1043249;14;37330;14;65630;14;10820;8;5370
04.06.2020 16:00;181;2710765;102;1362727;54;954453;14;28720;28;31711;19;19650;18;13650
04.06.2020 17:00;154;2586090;123;1545956;50;1034955;10;4890;12;11040;10;7190;23;14396
04.06.2020 18:00;131;2405208;97;1348367;35;495177;2;3490;14;13390;22;13836;23;13680
04.06.2020 19:00;92;1940502;66;1182318;27;447172;7;15260;29;28918;19;16700;19;15220
04.06.2020 20:00;64;1357783;29;650607;30;510430;2;1360;1;780;3;1800;6;3640
04.06.2020 21:00;46;1094900;30;591385;20;273043;3;2200;5;2990;8;7380;7;5570
04.06.2020 22:00;29;730618;18;439137;14;243720;3;1730;3;6030;1;450;2;1270
04.06.2020 23:00;24;392710;5;41870;6;175690;3;1570;0;0;2;1870;2;930
05.06.2020 00:00;9;319030;3;168440;8;106560;0;0;0;0;1;440;0;0
05.06.2020 01:00;5;70340;5;103140;6;260016;0;0;0;0;0;0;0;0
05.06.2020 02:00;2;46300;2;77701;3;34640;0;0;0;0;0;0;0;0
05.06.2020 03:00;2;1070;0;0;1;810;0;0;0;0;0;0;0;0
05.06.2020 04:00;5;143210;3;108395;4;115410;0;0;0;0;0;0;0;0
05.06.2020 05:00;15;455674;11;315180;10;242690;1;1670;0;0;1;620;0;0
05.06.2020 06:00;71;1453870;35;759024;23;540471;1;680;4;8860;5;2480;7;8139
05.06.2020 07:00;138;2120373;85;1231176;40;788704;4;21740;8;6169;7;4300;13;6758
05.06.2020 08:00;133;1902527;74;1502812;59;1300394;6;4720;8;8770;6;5650;15;9440
05.06.2020 09:00;112;1964938;81;1107566;55;1163325;5;4250;8;8210;14;14310;8;5990
05.06.2020 10:00;129;2125401;95;1207032;55;1152909;15;9650;27;27521;16;11420;15;11140
05.06.2020 11:00;117;1836844;94;1577580;61;975920;9;7600;7;6470;13;9778;17;10289
05.06.2020 12:00;130;2084206;114;1614894;59;1050719;5;5490;22;18700;6;5300;12;6550
05.06.2020 13:00;131;2532000;90;1244814;48;796543;8;7040;22;24581;14;14860;17;10758
05.06.2020 14:00;128;2492585;115;1729949;43;1009508;3;2220;12;9329;8;8480;7;4118
05.06.2020 15:00;143;2383860;118;1798741;51;1041510;2;1080;14;14557;7;4240;10;4730
05.06.2020 16:00;125;2337207;101;1668717;45;1247771;3;14540;19;16723;11;6890;5;2530
05.06.2020 17:00;124;2360276;121;1668116;53;1044468;5;3240;32;46158;8;7740;8;4740
05.06.2020 18:00;124;2239727;72;1207593;46;854186;1;670;2;1860;1;690;8;5500
05.06.2020 19:00;75;1901310;49;1073471;31;796348;1;770;2;1150;5;2980;5;3190
05.06.2020 20:00;77;1288331;40;750837;18;573374;3;1510;4;3190;3;2380;6;4350
05.06.2020 21:00;53;1139899;22;515110;16;179720;1;540;4;2640;9;7320;5;3400
05.06.2020 22:00;42;1040798;15;284800;8;114740;0;0;3;2350;12;9900;4;2269
05.06.2020 23:00;29;737590;9;134880;12;189460;1;660;1;1150;1;480;4;2030
06.06.2020 00:00;19;320419;6;242707;12;174911;2;1170;0;0;2;1160;3;4038
06.06.2020 01:00;11;56350;8;303070;9;146970;0;0;3;3300;1;1310;0;0
06.06.2020 02:00;6;156090;1;17710;2;29380;0;0;0;0;0;0;0;0
06.06.2020 03:00;8;150537;2;69800;3;52740;0;0;0;0;0;0;0;0
06.06.2020 04:00;4;45380;3;20410;5;89230;0;0;0;0;0;0;0;0
06.06.2020 05:00;12;300760;3;138446;6;57794;1;2040;0;0;0;0;0;0
06.06.2020 06:00;18;489565;7;354320;6;104214;0;0;0;0;1;530;2;1760
06.06.2020 07:00;34;732113;23;358330;18;420890;0;0;0;0;4;3030;5;2770
06.06.2020 08:00;71;1208156;48;838340;23;316220;1;460;2;1100;6;3100;6;5530
06.06.2020 09:00;89;1772290;60;1157044;41;583193;1;610;3;2420;8;6660;11;9140
06.06.2020 10:00;114;1925884;78;1354146;43;1073462;9;50410;19;57270;9;8710;16;8820
06.06.2020 11:00;129;1928073;96;1592984;44;795534;7;4300;6;5840;15;11010;8;5820
06.06.2020 12:00;130;1912486;86;1453866;45;957474;5;5090;8;7110;19;21530;13;9610
06.06.2020 13:00;126;1781977;67;949914;37;683920;6;3870;16;44267;15;13740;18;64600
06.06.2020 14:00;118;1844505;73;1213460;47;648506;2;1160;23;15594;25;19649;12;9580
06.06.2020 15:00;114;1681914;70;1215580;47;1087857;4;3500;5;10180;8;5110;14;8830
06.06.2020 16:00;86;1402296;72;1136887;39;685086;4;1740;10;7090;7;5210;12;8737
06.06.2020 17:00;87;1556675;55;946165;37;832122;15;14710;10;12570;9;6750;5;11870
06.06.2020 18:00;95;1597657;50;708577;35;584942;7;3880;8;4680;14;10890;10;7650
06.06.2020 19:00;77;1608139;41;790695;20;453336;1;440;69;28264;10;7926;9;6600
06.06.2020 20:00;74;1072356;57;665837;23;390270;30;26850;12;12906;5;3190;9;4839
06.06.2020 21:00;53;875245;26;536860;21;323580;3;2950;3;2480;4;2630;4;2500
06.06.2020 22:00;39;855593;26;540870;10;155075;3;1630;4;4020;6;3139;5;2374
06.06.2020 23:00;28;750591;17;473392;13;231166;1;970;1;490;1;540;4;2090
07.06.2020 00:00;23;738162;8;82160;9;192991;2;1440;3;1680;0;0;1;560
07.06.2020 01:00;14;283430;9;233603;8;269890;0;0;0;0;0;0;0;0
07.06.2020 02:00;18;549396;5;30340;6;8330;0;0;0;0;0;0;2;560
07.06.2020 03:00;6;177030;2;28580;1;540;0;0;0;0;1;1580;0;0
07.06.2020 04:00;4;131780;4;139450;6;165090;1;590;0;0;0;0;0;0
07.06.2020 05:00;7;204390;4;192922;2;940;0;0;0;0;0;0;3;2360
07.06.2020 06:00;7;286979;6;133670;3;133280;0;0;1;640;0;0;1;620
07.06.2020 07:00;15;326923;11;229080;9;236539;0;0;1;840;0;0;3;2460
07.06.2020 08:00;24;601800;12;450057;8;174870;0;0;1;530;2;1810;3;1760
07.06.2020 09:00;54;907493;23;479550;17;296880;5;2860;4;2890;7;8380;5;3430
07.06.2020 10:00;70;1176938;42;621972;12;201104;2;1410;5;3130;8;6850;11;6990
07.06.2020 11:00;85;1271570;56;856498;18;150916;4;2790;2;1470;9;8190;24;13548
07.06.2020 12:00;71;1094547;57;658054;24;364822;6;3860;5;3850;7;3850;16;12720
07.06.2020 13:00;79;1547173;55;767625;31;532777;3;1440;11;14317;7;4640;10;9100
07.06.2020 14:00;89;1563163;50;694947;21;300223;2;1200;10;20724;14;9248;13;7460
07.06.2020 15:00;91;1287836;50;829630;28;417316;8;7940;23;13689;9;7720;15;7510
07.06.2020 16:00;87;1172708;49;710826;30;512346;8;26560;9;7780;12;9730;8;4480
07.06.2020 17:00;93;1362364;56;785966;32;261963;16;32480;17;20857;12;9500;7;4810
07.06.2020 18:00;104;1414056;61;857946;27;320816;10;24807;9;6500;4;2550;15;10366
07.06.2020 19:00;88;1040785;45;576810;29;377450;11;5818;5;2820;10;9600;6;4240
07.06.2020 20:00;62;714001;40;500035;26;256551;4;3970;26;22007;16;8150;8;4380
07.06.2020 21:00;42;900990;20;368137;16;334670;4;2180;4;4260;6;2349;7;36200
07.06.2020 22:00;42;647346;16;290570;17;381932;3;1360;3;2490;4;2530;2;1760
07.06.2020 23:00;25;465550;9;202790;13;163808;0;0;0;0;2;1590;1;650
08.06.2020 00:00;11;316136;5;117440;2;51140;0;0;0;0;0;0;1;650
08.06.2020 01:00;4;116080;6;150098;2;540;2;880;0;0;0;0;0;0
08.06.2020 02:00;3;114111;2;41070;3;70600;0;0;0;0;0;0;0;0
08.06.2020 03:00;1;42540;0;0;1;530;0;0;0;0;0;0;0;0
08.06.2020 04:00;2;26310;4;196815;3;36910;0;0;0;0;0;0;0;0
08.06.2020 05:00;13;436020;9;160390;13;199113;0;0;0;0;0;0;7;5620
08.06.2020 06:00;56;1316053;26;674097;28;790840;2;940;1;880;0;0;5;3200
08.06.2020 07:00;141;2230409;99;1357516;53;934098;11;23370;11;15480;5;3760;7;4260
08.06.2020 08:00;133;2231012;75;1034708;58;1221144;6;2799;14;70570;11;7994;9;6490
08.06.2020 09:00;131;2171193;83;1427818;49;774693;4;35910;14;61220;12;9730;21;13360
08.06.2020 10:00;117;1878480;87;1215171;52;1098089;7;4990;10;16070;18;16760;19;9990
08.06.2020 11:00;137;2173675;99;1473185;47;857254;10;5600;48;75307;27;39520;15;13960
08.06.2020 12:00;117;1894845;88;1136353;41;649244;24;70330;13;12550;9;7210;20;14816
08.06.2020 13:00;145;1930287;72;1171220;42;961804;17;11680;18;14710;12;8510;28;20499
08.06.2020 14:00;128;1910959;82;1406785;48;1138983;6;3530;26;23234;14;9440;10;5640
08.06.2020 15:00;136;2298392;111;1750897;44;853857;6;17188;29;59591;15;13248;11;9070
08.06.2020 16:00;156;2392238;117;1659579;53;1142219;20;11857;28;58058;27;24360;30;18618
08.06.2020 17:00;138;2532989;119;1354072;48;1033481;6;4380;23;45560;12;9134;27;16869
08.06.2020 18:00;134;2122528;90;1356584;33;842568;13;25670;32;32594;14;13170;12;7750
08.06.2020 19:00;102;1879605;81;1205263;33;882099;6;3910;35;32968;17;9140;9;5410
08.06.2020 20:00;63;1251527;47;720653;20;225554;2;1180;10;8790;13;8980;6;4260
08.06.2020 21:00;54;1086676;24;532639;23;488100;4;3110;3;3390;4;3200;3;2260
08.06.2020 22:00;39;818630;20;294940;10;159767;2;1330;0;0;3;4700;2;1220
08.06.2020 23:00;27;616552;7;144205;10;137106;1;1030;1;720;0;0;0;0
09.06.2020 00:00;12;315717;4;77160;10;254060;0;0;0;0;0;0;0;0
09.06.2020 01:00;9;223978;4;3350;3;15290;0;0;0;0;0;0;0;0
09.06.2020 02:00;4;57040;2;66160;2;2420;0;0;0;0;0;0;0;0
09.06.2020 03:00;4;86488;0;0;2;51600;0;0;0;0;0;0;0;0
09.06.2020 04:00;8;248200;5;143600;1;39990;0;0;0;0;0;0;0;0
09.06.2020 05:00;22;605503;12;346456;14;357716;2;1470;3;3230;1;640;2;1820
09.06.2020 06:00;51;1388161;30;414004;22;626380;6;3940;2;1390;3;2820;3;2510
09.06.2020 07:00;131;2084721;91;1560301;58;766483;6;26230;8;9005;7;5010;18;10110
09.06.2020 08:00;151;2109555;74;1086441;63;1071152;9;32230;13;15450;12;8450;10;7748
09.06.2020 09:00;133;1915918;93;1429050;54;1121606;8;8060;4;2740;11;13060;9;8120
09.06.2020 10:00;112;1789404;86;1354625;34;658791;9;23950;13;64449;19;16048;18;12718
09.06.2020 11:00;144;2015465;83;1423336;49;1025174;9;8860;19;14724;16;11700;11;11300
09.06.2020 12:00;123;2138040;93;1410081;45;978457;5;2160;7;22200;18;13320;18;12200
09.06.2020 13:00;135;1857829;95;1447370;46;847570;39;30370;11;15970;18;31286;16;10220
09.06.2020 14:00;134;1840241;90;1321634;43;670093;5;4060;17;17008;12;10930;18;16160
09.06.2020 15:00;138;2242130;99;1349686;53;1061317;10;9700;18;16220;10;8120;16;9000
09.06.2020 16:00;159;2526532;130;1712212;33;551720;8;91070;37;73037;8;18566;14;9260
09.06.2020 17:00;181;2462736;152;1793860;45;792513;15;90554;19;31694;31;30849;25;18760
09.06.2020 18:00;124;2528376;81;1150622;32;496493;15;8028;13;13950;14;13220;23;14006
09.06.2020 19:00;96;2168428;57;1003888;33;457750;17;10480;33;83250;14;12290;9;5479
09.06.2020 20:00;85;1093253;45;809966;24;487506;13;13360;9;6050;2;1400;6;3700
09.06.2020 21:00;49;909554;27;497860;20;282161;4;2440;3;2440;9;6620;1;740
09.06.2020 22:00;38;879259;18;191322;12;282845;3;1950;7;19592;0;0;6;3370
09.06.2020 23:00;14;317724;7;233810;6;69390;0;0;0;0;0;0;2;1270
10.06.2020 00:00;11;221570;8;140410;6;72200;1;800;0;0;1;1390;0;0
10.06.2020 01:00;5;153979;3;16370;2;63610;0;0;0;0;0;0;1;710
10.06.2020 02:00;4;75290;2;87826;2;27510;0;0;1;760;0;0;0;0
10.06.2020 03:00;4;127695;1;33950;3;22010;0;0;0;0;0;0;1;860
10.06.2020 04:00;5;192860;2;45360;6;52070;0;0;0;0;1;550;0;0
10.06.2020 05:00;17;628838;11;281570;10;207630;0;0;0;0;0;0;4;3700
10.06.2020 06:00;62;1387990;24;535416;22;624515;4;4690;5;3570;2;1520;4;4320
10.06.2020 07:00;130;2106348;98;1430826;51;637056;9;23657;5;3230;10;9600;6;4050
10.06.2020 08:00;175;2475994;86;1390771;54;1086489;3;1390;7;65912;6;4290;9;4150
10.06.2020 09:00;113;2194144;83;1335656;71;1418530;1;530;3;2300;3;2740;9;5210
10.06.2020 10:00;130;2237085;102;1586464;54;907592;3;1930;13;25630;16;11690;10;5600
10.06.2020 11:00;142;2262926;97;1315321;55;723651;3;1450;21;39510;31;30430;11;6270
10.06.2020 12:00;151;2409261;90;1316740;45;898535;5;6410;12;11080;6;14870;20;13660
10.06.2020 13:00;134;2383851;115;1567389;43;752457;10;17320;18;15110;11;8740;21;14539
10.06.2020 14:00;144;2315596;114;1486442;57;877019;10;5816;13;13240;16;15190;16;12659
10.06.2020 15:00;166;2368041;89;1427341;46;868651;8;11160;24;23909;15;13240;17;13500
10.06.2020 16:00;146;2465171;109;1469707;52;1215444;7;26600;16;34760;13;9380;14;12502
10.06.2020 17:00;145;2498732;115;1707562;56;969746;8;5340;31;35795;16;12310;19;18550
10.06.2020 18:00;114;2280440;100;1219633;37;597810;10;6440;19;20560;20;16858;7;4120
10.06.2020 19:00;122;2198149;69;1116453;24;560121;10;19870;15;17199;24;18974;4;2090
10.06.2020 20:00;90;1296565;55;847020;30;476987;5;2980;9;8190;15;12430;6;3200
10.06.2020 21:00;59;994450;29;467174;18;361799;6;3900;19;12500;3;3440;1;320
10.06.2020 22:00;47;763380;37;577746;22;277826;3;1470;4;8090;6;6290;0;0
10.06.2020 23:00;33;855117;12;375178;12;202728;2;1300;2;1440;3;2020;5;2330
11.06.2020 00:00;21;511294;12;139936;13;161620;2;720;2;1530;2;2370;2;1140
11.06.2020 01:00;18;321503;6;263740;4;102400;0;0;1;1290;0;0;0;0
11.06.2020 02:00;7;97486;3;111130;3;1090;0;0;0;0;1;430;1;660
11.06.2020 03:00;4;93020;4;89920;4;59730;1;520;0;0;0;0;0;0
11.06.2020 04:00;4;53960;0;0;3;77990;1;1190;0;0;0;0;0;0
11.06.2020 05:00;2;78305;5;236360;1;63620;0;0;0;0;0;0;6;3608
11.06.2020 06:00;6;101671;10;398785;6;164020;1;1460;0;0;0;0;0;0
11.06.2020 07:00;15;546501;8;352200;9;345281;0;0;0;0;0;0;0;0
11.06.2020 08:00;29;1006307;14;598980;8;105220;0;0;0;0;2;680;2;1820
11.06.2020 09:00;58;1263504;29;809074;21;407750;5;4400;6;7328;3;1890;5;4460
11.06.2020 10:00;54;1249473;38;869438;17;337420;5;2500;3;4580;4;4000;7;7980
11.06.2020 11:00;64;1299586;47;946395;22;477126;5;51691;4;3600;22;15490;8;4580
11.06.2020 12:00;70;1417570;55;917788;18;568494;4;4370;11;8120;9;7630;8;5530
11.06.2020 13:00;81;1316612;49;1038050;23;376638;5;10060;4;3530;6;4000;8;5230
11.06.2020 14:00;75;1332259;58;931535;23;517660;9;6020;9;10220;14;11520;5;3050
11.06.2020 15:00;81;1651228;41;885069;19;525125;5;6160;12;10490;11;9350;8;3679
11.06.2020 16:00;81;1788952;47;658362;31;689038;5;2230;19;33480;15;24954;11;57160
11.06.2020 17:00;78;1799464;56;925341;33;468790;7;35048;15;12540;10;8200;19;9899
11.06.2020 18:00;88;1903329;54;1157628;24;356979;2;920;22;28590;8;7400;13;8330
11.06.2020 19:00;62;1521373;36;677677;23;418676;5;3160;6;5430;18;14710;10;7100
11.06.2020 20:00;58;1040416;34;860921;22;300000;2;1130;5;4480;8;16310;8;5610
11.06.2020 21:00;56;921795;19;370810;22;405896;3;2790;5;4510;3;1570;5;4720
11.06.2020 22:00;35;711790;18;337856;9;152070;0;0;5;3440;4;3070;0;0
11.06.2020 23:00;18;459655;11;189303;3;123070;2;940;2;1230;8;6080;2;1840
12.06.2020 00:00;17;408309;9;223498;7;110720;1;750;1;520;0;0;1;500
12.06.2020 01:00;7;148196;3;81600;4;82550;0;0;0;0;1;970;0;0
12.06.2020 02:00;8;116610;5;174915;4;28377;0;0;0;0;0;0;0;0
12.06.2020 03:00;3;37590;1;530;1;540;0;0;0;0;0;0;0;0
12.06.2020 04:00;5;143229;1;2150;3;49660;0;0;0;0;0;0;0;0
12.06.2020 05:00;13;491955;6;225750;5;150904;3;4044;0;0;0;0;0;0
12.06.2020 06:00;41;1253053;24;849810;15;250860;2;2760;7;5110;4;2670;4;5220
12.06.2020 07:00;77;1359833;52;1110928;37;773596;4;7916;5;7330;6;5370;8;6970
12.06.2020 08:00;119;1829020;72;1416773;45;1211001;3;1590;2;1950;11;9769;3;1850
12.06.2020 09:00;142;2316358;71;1187148;47;831267;4;2420;6;4660;13;12910;12;7380
12.06.2020 10:00;116;2009432;96;1461878;51;1049184;11;8890;8;4250;9;6300;12;9229
12.06.2020 11:00;128;1913552;123;1497742;44;868544;6;5470;9;17980;10;10460;32;21510
12.06.2020 12:00;147;2354281;103;1345754;50;835108;3;15500;11;10340;16;11882;5;3402
12.06.2020 13:00;114;2193312;93;1312423;43;950564;10;7354;11;17934;7;61098;16;11490
12.06.2020 14:00;116;2546613;100;1494890;51;1211438;14;11090;18;30080;19;12700;5;5170
12.06.2020 15:00;150;2296606;86;1391129;33;832932;14;18910;11;9910;11;7850;12;10710
12.06.2020 16:00;124;2225757;107;1459874;46;815666;12;25550;26;54160;24;19609;12;7400
12.06.2020 17:00;138;2340773;74;1402454;37;801296;12;7310;14;12198;19;10040;7;5990
12.06.2020 18:00;130;2424661;76;1337494;44;938590;10;6120;14;13030;20;20109;13;9637
12.06.2020 19:00;213;1907376;64;870650;38;824393;7;27220;13;10250;12;7710;10;5528
12.06.2020 20:00;69;1114875;53;708452;25;432796;11;13410;6;4880;11;7980;8;4460
12.06.2020 21:00;45;616233;43;484599;15;248197;2;1620;11;40900;4;3830;11;6109
12.06.2020 22:00;53;929444;27;303386;15;219180;3;1360;1;1070;3;23490;3;1800
12.06.2020 23:00;37;583437;24;386675;10;157950;4;4310;4;3080;1;650;0;0
13.06.2020 00:00;37;579810;19;437400;8;140390;3;1910;1;600;0;0;1;570
13.06.2020 01:00;14;341300;8;202800;5;96620;0;0;2;1050;2;1290;1;500
13.06.2020 02:00;14;203720;4;64960;3;100390;0;0;0;0;0;0;0;0
13.06.2020 03:00;6;157560;2;92470;6;40260;0;0;0;0;0;0;0;0
13.06.2020 04:00;3;126700;4;93420;7;160230;0;0;0;0;0;0;0;0
13.06.2020 05:00;5;156873;5;233867;8;172524;1;870;0;0;0;0;4;1909
13.06.2020 06:00;12;396010;5;91042;3;134561;1;620;0;0;0;0;0;0
13.06.2020 07:00;29;726960;26;530795;16;344317;0;0;6;6359;3;2240;7;4750
13.06.2020 08:00;67;1217010;48;820691;26;590607;3;1420;2;1660;7;6080;8;5518
13.06.2020 09:00;99;1378689;89;1241127;39;766175;4;2090;5;3430;9;9210;15;13630
13.06.2020 10:00;104;1803141;84;1233904;40;758511;7;5850;4;3910;12;7758;11;11597
13.06.2020 11:00;111;1681289;89;1450633;42;850916;5;30370;12;9530;19;21100;13;7680
13.06.2020 12:00;128;1873123;89;1368105;36;600401;4;3060;8;6637;14;10730;14;10360
13.06.2020 13:00;125;1891736;62;917269;32;540646;2;1130;6;5390;8;5090;17;11800
13.06.2020 14:00;110;1496555;88;1306772;46;736479;19;15289;39;25879;18;17570;10;5807
