01.06.2020 00:00;Bel_T1;Vwz_T1;Bel_T2;Vwz_T2;Bel_V11;Vwz_V11;Bel_V111;Vwz_V111;Bel_V5;Vwz_V5;Bel_V51;Vwz_V51
01.06.2020 00:00;0;0;0;0;43;23590;43;33480;52;23360;51;35410
01.06.2020 01:00;0;0;0;0;24;13500;26;22200;19;8330;20;14490
01.06.2020 02:00;0;0;0;0;13;7290;15;12820;18;8940;16;12180
01.06.2020 03:00;0;0;0;0;5;78040;5;78430;7;3100;7;5480
01.06.2020 04:00;0;0;0;0;6;3730;7;5770;5;2170;5;3640
01.06.2020 05:00;0;0;0;0;16;206250;12;209530;23;21340;22;21360
01.06.2020 06:00;0;0;0;0;34;17520;30;23727;18;14790;24;17720
01.06.2020 07:00;0;0;0;0;35;17750;32;27290;32;25610;33;30490
01.06.2020 08:00;1;660;1;460;70;41149;69;56780;60;52750;61;48950
01.06.2020 09:00;3;2520;2;2410;222;120750;186;194020;118;326518;123;133536
01.06.2020 10:00;8;8130;4;2900;323;140907;255;258389;213;287320;210;315220
01.06.2020 11:00;11;6719;7;5570;420;297750;338;404428;269;384820;272;425820
01.06.2020 12:00;1;580;20;30510;352;563425;202;3004795;294;400830;301;442120
01.06.2020 13:00;7;9610;14;9840;394;246756;123;3146254;287;324918;275;680891
01.06.2020 14:00;6;4460;19;15679;420;256059;365;732018;315;483671;327;505977
01.06.2020 15:00;14;9926;15;18760;321;257270;307;346595;292;447607;299;512157
01.06.2020 16:00;9;23870;12;27130;290;199120;261;250500;327;344073;332;405443
01.06.2020 17:00;6;6880;15;36420;310;252864;286;316971;338;505974;345;613725
01.06.2020 18:00;5;3660;14;12030;315;264549;283;297779;392;507360;401;590958
01.06.2020 19:00;8;6060;6;3210;270;207770;242;267620;307;321847;298;398686
01.06.2020 20:00;2;2350;3;1590;251;147169;210;204700;262;228737;263;270908
01.06.2020 21:00;3;2430;1;450;147;95181;139;120631;183;168820;182;193947
01.06.2020 22:00;0;0;1;900;103;56660;111;85800;101;72400;97;97830
01.06.2020 23:00;0;0;0;0;52;29450;56;42750;62;27660;62;46440
02.06.2020 00:00;0;0;0;0;17;10340;18;14840;22;11320;23;17570
02.06.2020 01:00;0;0;0;0;6;3240;7;5690;10;4690;10;7570
02.06.2020 02:00;0;0;0;0;3;1660;5;4860;11;6460;11;10190
02.06.2020 03:00;0;0;0;0;4;2810;4;3370;4;2640;4;3300
02.06.2020 04:00;0;0;0;0;27;14400;28;24710;20;10810;20;16450
02.06.2020 05:00;0;0;0;0;69;277470;61;286650;196;216980;196;214370
02.06.2020 06:00;0;0;0;0;294;165377;257;211410;529;454045;540;466487
02.06.2020 07:00;42;54960;13;9010;562;382794;458;583867;518;1823221;683;1392806
02.06.2020 08:00;18;14600;22;19930;467;320575;397;380810;415;1520838;542;1115280
02.06.2020 09:00;14;10440;15;12110;470;292241;389;496944;401;1314760;457;770657
02.06.2020 10:00;29;26730;95;72640;535;321909;374;418557;385;816065;391;891516
02.06.2020 11:00;6;3290;23;42477;432;300113;357;349600;347;490907;350;558035
02.06.2020 12:00;14;13240;59;51696;513;360598;271;2265156;369;719340;378;809708
02.06.2020 13:00;23;19430;13;8470;560;294437;406;1284582;359;546224;370;626275
02.06.2020 14:00;30;25868;20;11190;540;413769;497;514854;407;747290;404;794369
02.06.2020 15:00;17;12910;23;18890;684;546808;649;785779;431;791655;432;853120
02.06.2020 16:00;18;16206;31;30740;688;680727;666;805409;422;710579;430;809009
02.06.2020 17:00;41;42699;33;30429;705;758973;610;1142275;416;995174;424;1057424
02.06.2020 18:00;13;11820;21;15890;573;593065;512;784673;401;680203;405;800133
02.06.2020 19:00;8;6920;6;4090;349;235738;328;365979;291;310270;297;357897
02.06.2020 20:00;5;3280;2;1350;242;147869;217;189569;216;220010;219;234760
02.06.2020 21:00;4;2590;3;29460;169;101110;162;132530;145;140418;145;170987
02.06.2020 22:00;1;570;0;0;100;58940;112;87830;98;52350;94;83280
02.06.2020 23:00;0;0;0;0;47;26806;52;40110;46;20040;48;36871
03.06.2020 00:00;0;0;0;0;17;9730;20;15800;20;9360;20;15330
03.06.2020 01:00;0;0;0;0;16;8880;14;11300;10;4170;10;6940
03.06.2020 02:00;0;0;0;0;7;3620;7;5370;8;3720;8;5850
03.06.2020 03:00;0;0;0;0;4;2070;5;3510;10;4890;9;6550
03.06.2020 04:00;0;0;0;0;26;14440;31;26000;22;10440;22;18199
03.06.2020 05:00;0;0;0;0;74;249619;65;262809;185;205270;186;205230
03.06.2020 06:00;2;2190;2;850;251;145330;228;197870;489;505372;489;489470
03.06.2020 07:00;45;41043;13;10546;501;379765;429;528397;666;1178136;686;1125537
03.06.2020 08:00;27;33695;13;10290;477;335393;412;444529;517;915476;520;918266
03.06.2020 09:00;31;25869;13;11670;474;329929;390;490086;446;861042;462;883953
03.06.2020 10:00;38;27922;61;40536;485;254912;355;437730;377;787537;383;992092
03.06.2020 11:00;6;3960;18;18580;407;300279;364;406000;365;606182;384;613140
03.06.2020 12:00;12;13199;75;85507;473;338819;421;556101;367;554170;375;650183
03.06.2020 13:00;6;6670;19;18820;592;323658;509;1008334;410;595446;422;592038
03.06.2020 14:00;16;14210;37;38490;532;419739;496;597568;370;717391;371;830749
03.06.2020 15:00;10;7140;50;63060;641;566081;608;751076;377;538623;387;574460
03.06.2020 16:00;9;6670;35;20519;776;601058;701;768166;459;898367;469;940227
03.06.2020 17:00;19;24913;29;62570;662;634721;626;848297;478;1120399;501;1167991
03.06.2020 18:00;8;6180;24;20309;498;428535;480;624163;372;565149;380;566969
03.06.2020 19:00;10;8570;10;5600;344;235910;320;338530;264;424364;270;475450
03.06.2020 20:00;2;1639;0;0;194;121900;185;155940;175;157179;179;155919
03.06.2020 21:00;3;3490;1;440;152;92610;149;123020;127;117761;128;126950
03.06.2020 22:00;1;610;0;0;104;55800;105;84454;89;50848;85;64230
03.06.2020 23:00;0;0;0;0;49;27340;50;38400;37;17410;37;27120
04.06.2020 00:00;0;0;0;0;24;12780;27;24390;18;8850;18;13600
04.06.2020 01:00;0;0;0;0;4;2430;6;4570;14;6600;15;10840
04.06.2020 02:00;0;0;0;0;7;3350;8;6120;8;3530;8;5410
04.06.2020 03:00;0;0;0;0;5;2640;5;4540;12;6320;10;7630
04.06.2020 04:00;0;0;0;0;16;9910;22;18660;18;8840;18;14600
04.06.2020 05:00;0;0;0;0;63;213570;58;225670;190;176381;191;195599
04.06.2020 06:00;2;1170;0;0;220;153600;217;188020;469;452696;470;437994
04.06.2020 07:00;36;39260;11;8459;447;349929;418;497443;711;1180689;727;1238108
04.06.2020 08:00;13;8930;2;2370;439;355193;405;503755;504;751970;503;749647
04.06.2020 09:00;10;9449;18;15650;362;210717;322;300788;412;625228;419;650468
04.06.2020 10:00;37;28406;38;32818;336;233702;292;363471;330;720307;331;824112
04.06.2020 11:00;13;15570;11;11680;404;278038;349;408338;335;453949;335;527139
04.06.2020 12:00;10;20730;37;40331;473;298910;437;484504;371;639302;377;719544
04.06.2020 13:00;14;24870;7;7850;487;345937;455;449547;364;482485;363;534865
04.06.2020 14:00;10;7557;16;18260;501;362135;449;510353;374;610702;388;646658
04.06.2020 15:00;17;36560;58;44796;739;593536;634;832856;377;691135;382;761033
04.06.2020 16:00;24;27030;11;8830;785;566548;702;746878;475;827454;475;983514
04.06.2020 17:00;19;20250;13;18500;704;551740;664;762173;450;655189;451;657873
04.06.2020 18:00;28;22609;16;13960;642;424597;558;587876;406;785077;410;936251
04.06.2020 19:00;13;11630;5;3770;349;239572;319;379322;274;375651;277;372050
04.06.2020 20:00;1;1620;3;3900;249;153259;235;207170;176;233370;179;241601
04.06.2020 21:00;0;0;2;1260;143;84990;145;121110;124;97720;124;128900
04.06.2020 22:00;0;0;2;1680;110;63133;117;92940;78;43390;77;57090
04.06.2020 23:00;0;0;4;4570;43;23110;46;36717;48;22587;49;36440
05.06.2020 00:00;0;0;0;0;23;12640;28;21580;23;10830;21;16750
05.06.2020 01:00;0;0;0;0;7;4360;7;5600;8;3710;8;6060
05.06.2020 02:00;0;0;0;0;6;3850;8;6470;4;2230;4;3290
05.06.2020 03:00;0;0;0;0;4;2170;5;4870;4;2688;4;3690
05.06.2020 04:00;0;0;0;0;23;12799;24;21300;24;11790;24;18140
05.06.2020 05:00;0;0;0;0;61;215675;61;228675;151;150041;150;158070
05.06.2020 06:00;1;810;0;0;238;167819;225;204860;467;418947;469;434302
05.06.2020 07:00;12;11180;10;7520;433;251625;396;392764;647;1003679;657;1016868
05.06.2020 08:00;14;12370;8;6630;475;282740;425;412387;453;738162;468;759938
05.06.2020 09:00;16;11839;6;5180;400;241251;339;341322;403;519238;411;532952
05.06.2020 10:00;21;17754;14;8119;444;304013;385;423934;366;638905;379;616619
05.06.2020 11:00;20;17571;12;11440;494;457303;425;577977;413;717830;429;755110
05.06.2020 12:00;11;17030;34;28067;585;410112;527;568536;409;747225;410;762323
05.06.2020 13:00;12;10618;13;12948;644;484657;578;667979;426;651861;434;765099
05.06.2020 14:00;15;14775;19;17570;673;455961;597;661225;424;534860;396;592280
05.06.2020 15:00;9;10410;11;6720;694;502607;610;676116;401;634118;403;757807
05.06.2020 16:00;9;7100;13;12380;674;522733;615;734481;440;710918;442;724884
05.06.2020 17:00;9;11130;12;11580;586;438583;549;588014;454;632541;454;694076
05.06.2020 18:00;7;15530;7;6940;513;354354;464;488902;370;508269;369;536397
05.06.2020 19:00;6;3400;6;4380;323;213634;301;322175;316;469320;318;468140
05.06.2020 20:00;0;0;2;910;242;176769;231;227700;141;131850;141;149090
05.06.2020 21:00;2;1350;3;15800;195;117040;193;156520;122;100530;123;104710
05.06.2020 22:00;1;510;0;0;135;74470;130;128420;123;64620;118;89770
05.06.2020 23:00;0;0;0;0;66;35180;68;53270;66;28980;69;49260
06.06.2020 00:00;0;0;0;0;54;28411;57;45790;46;20110;43;31070
06.06.2020 01:00;0;0;0;0;26;14860;28;21710;34;15420;33;23369
06.06.2020 02:00;0;0;0;0;16;10090;14;11430;15;7800;15;11820
06.06.2020 03:00;0;0;0;0;14;8080;13;10270;10;4430;11;8360
06.06.2020 04:00;0;0;0;0;11;4880;9;6670;10;13170;9;7060
06.06.2020 05:00;0;0;0;0;37;144780;29;143970;56;69660;50;49049
06.06.2020 06:00;0;0;0;0;68;42430;62;56141;67;60770;64;56249
06.06.2020 07:00;1;1180;1;440;89;54880;83;73340;100;95525;100;117070
06.06.2020 08:00;4;2240;1;530;145;90038;142;124368;175;220098;179;217178
06.06.2020 09:00;4;1880;3;1640;238;140777;225;190059;259;301408;260;305050
06.06.2020 10:00;11;10340;9;5150;327;219539;301;307097;332;506668;334;553215
06.06.2020 11:00;6;4780;9;13060;340;215970;321;358117;308;379306;312;427068
06.06.2020 12:00;14;10200;15;12060;396;277524;339;445843;347;591697;360;603460
06.06.2020 13:00;12;8969;8;5649;415;431576;514;816186;345;500910;334;1082118
06.06.2020 14:00;8;7060;18;11579;465;386118;448;500008;342;549867;356;590617
06.06.2020 15:00;12;21960;7;4780;407;258297;384;481659;353;577110;355;650677
06.06.2020 16:00;17;13470;13;6100;335;313008;325;352321;305;501610;315;618222
06.06.2020 17:00;14;11260;18;13640;304;247799;291;284050;332;645300;350;671020
06.06.2020 18:00;8;9600;10;7780;308;264692;297;293561;278;402901;283;448832
06.06.2020 19:00;8;7180;4;2060;291;201869;256;266070;239;370080;242;405165
06.06.2020 20:00;1;4540;3;1840;208;122637;194;156078;193;176410;194;208010
06.06.2020 21:00;2;1170;1;640;150;87158;143;116160;117;112630;116;119570
06.06.2020 22:00;0;0;0;0;136;73940;126;99140;134;74400;135;105030
06.06.2020 23:00;0;0;0;0;93;50520;96;75440;77;36749;80;60540
07.06.2020 00:00;0;0;0;0;54;31580;59;44800;53;25040;54;38540
07.06.2020 01:00;0;0;0;0;36;20540;41;31930;41;20000;42;32330
07.06.2020 02:00;0;0;0;0;30;17570;31;25100;19;9220;19;13350
07.06.2020 03:00;0;0;0;0;14;7980;18;14060;14;6440;13;10190
07.06.2020 04:00;0;0;0;0;10;5440;10;7390;10;4560;8;6220
07.06.2020 05:00;0;0;0;0;19;59730;17;64110;13;12760;13;13580
07.06.2020 06:00;1;580;0;0;24;15290;23;18860;13;10879;14;12130
07.06.2020 07:00;0;0;0;0;34;48320;32;22870;24;19880;25;19920
07.06.2020 08:00;2;1650;2;1660;78;39500;71;81040;56;90770;59;77090
07.06.2020 09:00;0;0;3;1850;168;90001;152;123911;128;126350;129;126240
07.06.2020 10:00;4;2700;7;5690;230;142384;213;194250;197;304760;202;334636
07.06.2020 11:00;8;5900;6;3880;315;231209;290;291223;240;315872;244;339447
07.06.2020 12:00;8;5840;11;9140;353;228470;291;380750;288;451740;293;524730
07.06.2020 13:00;7;6700;14;8850;416;238706;365;349518;332;438860;330;540108
07.06.2020 14:00;16;13700;8;8910;412;298935;385;407720;320;491170;327;500787
07.06.2020 15:00;7;13629;13;10638;347;256580;330;394320;355;538742;364;573176
07.06.2020 16:00;13;12488;19;24080;303;240350;291;322860;362;665900;370;684397
07.06.2020 17:00;12;8880;13;11420;299;195858;292;262220;348;551060;353;606089
07.06.2020 18:00;12;10650;23;30508;327;245162;310;301350;347;442255;352;488313
07.06.2020 19:00;7;5030;8;7730;268;210198;253;267739;307;380816;298;415910
07.06.2020 20:00;6;4050;4;2520;221;185830;215;235865;221;323982;224;333052
07.06.2020 21:00;1;1230;0;0;147;89730;144;124285;163;154057;165;161600
07.06.2020 22:00;0;0;1;730;96;55550;94;75239;104;51690;102;79050
07.06.2020 23:00;0;0;0;0;58;30900;54;42550;51;24170;55;40220
08.06.2020 00:00;0;0;0;0;23;11670;24;17760;23;11520;22;16330
08.06.2020 01:00;0;0;0;0;12;7140;12;10080;14;7420;14;10310
08.06.2020 02:00;0;0;0;0;9;5460;9;7840;8;3420;8;6380
08.06.2020 03:00;0;0;0;0;3;1600;4;2880;8;4980;8;6650
08.06.2020 04:00;0;0;0;0;17;8990;19;13960;26;14370;24;20330
08.06.2020 05:00;0;0;0;0;75;209557;72;225984;209;232609;210;233240
08.06.2020 06:00;1;570;0;0;255;161230;240;208810;558;507760;562;499300
08.06.2020 07:00;28;23700;13;9860;457;364736;423;545048;691;1184495;678;1251753
08.06.2020 08:00;16;15620;15;12140;488;364582;416;461352;512;891493;521;926253
08.06.2020 09:00;16;20240;12;9850;425;262928;344;393630;412;715302;425;712943
08.06.2020 10:00;39;41276;28;62490;358;259420;311;417765;380;801919;405;912419
08.06.2020 11:00;43;22594;25;17970;434;320240;374;400498;391;707430;401;773051
08.06.2020 12:00;15;24110;47;43388;495;446415;430;581145;360;802746;371;836408
08.06.2020 13:00;9;5400;18;35460;488;360388;436;505132;384;634427;396;655499
08.06.2020 14:00;22;18180;26;37580;520;430320;491;566160;382;859968;400;921078
08.06.2020 15:00;16;10980;18;13060;687;594397;635;773822;381;712495;390;745235
08.06.2020 16:00;22;30820;20;19610;870;606110;684;845780;473;827490;482;919969
08.06.2020 17:00;30;37570;22;22290;720;741724;661;949647;475;930921;483;1063228
08.06.2020 18:00;16;15720;13;10050;525;543116;490;641870;371;561996;382;620279
08.06.2020 19:00;6;5000;10;9910;341;252979;315;315002;294;365128;293;385828
08.06.2020 20:00;4;2590;5;2647;244;173757;217;213681;180;219690;182;232000
08.06.2020 21:00;1;940;4;3630;166;127020;155;161390;147;131800;146;146510
08.06.2020 22:00;0;0;2;1630;97;53580;102;79780;89;46510;88;68170
08.06.2020 23:00;0;0;0;0;43;23140;48;36630;32;13720;33;24238
09.06.2020 00:00;0;0;0;0;22;11410;25;20150;27;11880;25;19300
09.06.2020 01:00;0;0;0;0;7;3870;10;8310;13;7570;13;11390
09.06.2020 02:00;0;0;0;0;11;5550;10;7250;7;3140;6;4690
09.06.2020 03:00;0;0;0;0;4;2480;5;3560;4;2235;3;2610
09.06.2020 04:00;0;0;0;0;21;11110;23;18310;24;14410;23;19560
09.06.2020 05:00;0;0;0;0;88;184709;81;201379;194;203079;191;205479
09.06.2020 06:00;3;2240;0;0;271;159470;244;251610;497;536627;502;522405
09.06.2020 07:00;33;40299;10;9180;495;344603;439;485324;683;1242089;699;1206903
09.06.2020 08:00;16;11930;16;15180;463;309736;398;458621;632;1119971;609;1149916
09.06.2020 09:00;18;22918;10;7790;419;290486;356;409733;484;910830;497;909478
09.06.2020 10:00;51;49680;60;52504;468;369920;378;595999;360;754608;367;783182
09.06.2020 11:00;10;23970;18;14800;468;376767;403;545999;413;720067;419;789093
09.06.2020 12:00;43;29251;118;67479;538;477109;439;630785;343;709882;356;862819
09.06.2020 13:00;9;5410;19;15300;541;370430;485;575997;380;635729;391;640449
09.06.2020 14:00;9;7020;12;11360;505;353637;447;497298;369;475770;371;541146
09.06.2020 15:00;31;43500;30;21840;706;549891;652;797975;332;794986;346;854616
09.06.2020 16:00;35;42140;22;21620;759;651875;703;893516;460;949968;469;1020061
09.06.2020 17:00;27;26397;39;22650;751;622560;670;898892;496;889085;501;940398
09.06.2020 18:00;24;42560;14;24140;566;352931;490;547226;386;808767;397;911955
09.06.2020 19:00;10;6900;11;8280;356;210383;327;295174;306;387658;311;454865
09.06.2020 20:00;2;1840;4;2730;244;130196;225;189189;160;150300;162;154050
09.06.2020 21:00;2;1130;6;4770;125;71300;129;103979;132;168057;129;168107
09.06.2020 22:00;0;0;0;0;122;68900;121;94477;77;42060;73;56510
09.06.2020 23:00;0;0;0;0;62;32881;60;48671;42;19690;42;33000
10.06.2020 00:00;0;0;0;0;15;9590;16;13060;16;7080;16;11370
10.06.2020 01:00;0;0;0;0;14;7510;18;14660;9;4450;9;7190
10.06.2020 02:00;0;0;0;0;6;2640;6;4650;15;6370;15;10370
10.06.2020 03:00;0;0;0;0;5;3120;5;3710;8;3950;8;6430
10.06.2020 04:00;0;0;0;0;18;9910;21;15950;24;12290;22;18960
10.06.2020 05:00;0;0;0;0;81;112220;78;129720;178;172800;177;186890
10.06.2020 06:00;2;1170;1;330;216;140218;208;196920;487;520388;490;510157
10.06.2020 07:00;32;29490;17;19590;493;362610;426;546880;670;1224785;679;1307424
10.06.2020 08:00;25;19370;13;27500;422;319030;396;492580;548;1068414;560;1174200
10.06.2020 09:00;10;7220;6;5240;377;273809;359;376490;482;690416;467;685446
10.06.2020 10:00;27;28707;39;29651;394;358221;358;534466;404;923232;409;979998
10.06.2020 11:00;12;9660;20;24250;412;307523;345;405183;405;673428;405;707152
10.06.2020 12:00;17;20570;40;27850;517;419902;465;693650;411;862006;417;930318
10.06.2020 13:00;6;10590;40;28848;547;394124;503;515430;411;855753;425;900373
10.06.2020 14:00;22;15140;27;28630;587;474420;538;620980;400;733986;398;770996
10.06.2020 15:00;14;20800;23;15120;706;523563;655;733261;399;588683;401;653840
10.06.2020 16:00;11;8170;25;19130;855;692848;754;921507;442;804076;441;893265
10.06.2020 17:00;13;13820;29;22116;814;657581;709;862562;469;904862;477;952472
10.06.2020 18:00;12;11120;14;8889;523;394891;496;545521;406;570270;408;624983
10.06.2020 19:00;9;5610;11;6129;441;298509;391;443472;322;458231;324;476157
10.06.2020 20:00;3;2290;6;4250;319;210546;275;257036;223;259640;230;294990
10.06.2020 21:00;3;2000;3;1600;178;103109;169;157867;150;142346;147;172647
10.06.2020 22:00;1;540;0;0;145;81880;150;120880;126;70731;127;98231
10.06.2020 23:00;0;0;0;0;70;38420;74;58040;74;33990;75;54090
11.06.2020 00:00;0;0;1;530;59;31950;58;45802;41;21550;40;30480
11.06.2020 01:00;0;0;0;0;24;13970;31;21968;32;17460;33;24580
11.06.2020 02:00;0;0;2;1140;17;9840;17;12100;24;11970;23;17308
11.06.2020 03:00;0;0;0;0;13;7320;16;12360;9;4540;7;5380
11.06.2020 04:00;0;0;0;0;9;4910;10;7710;4;2240;4;2930
11.06.2020 05:00;0;0;0;0;17;12930;15;12770;28;34520;27;25220
11.06.2020 06:00;0;0;0;0;40;25100;37;31940;26;24290;26;23340
11.06.2020 07:00;0;0;1;470;41;22100;39;31570;46;40167;46;38117
11.06.2020 08:00;1;1160;0;0;78;46230;82;69830;75;64210;76;61620
11.06.2020 09:00;1;470;0;0;177;134850;173;168900;149;130670;148;129630
11.06.2020 10:00;6;4320;2;2380;256;164260;239;205330;197;217130;196;289836
11.06.2020 11:00;7;5420;2;1200;343;194308;312;264011;239;273602;242;273960
11.06.2020 12:00;18;10810;16;11391;369;270773;322;397126;261;444128;266;453966
11.06.2020 13:00;16;17270;4;2190;391;251749;329;354539;280;391798;283;471533
11.06.2020 14:00;7;5520;7;4980;436;291807;386;380310;319;458587;325;481126
11.06.2020 15:00;4;3010;7;7690;321;178268;295;252249;285;417816;291;404250
11.06.2020 16:00;12;13870;15;11998;343;226666;287;323458;300;402800;307;434288
11.06.2020 17:00;10;9449;24;36900;290;243800;265;332090;344;514906;353;597471
11.06.2020 18:00;4;4560;13;14636;278;168755;242;274750;322;475600;328;504147
11.06.2020 19:00;4;2870;3;1700;198;145660;198;185090;198;210008;200;250080
11.06.2020 20:00;2;6710;5;2990;209;117545;175;149508;170;156040;170;185890
11.06.2020 21:00;0;0;3;2770;167;106570;158;136640;167;186540;170;195800
11.06.2020 22:00;1;520;0;0;110;59450;108;90800;118;60150;117;86810
11.06.2020 23:00;0;0;0;0;47;26530;53;41049;66;30370;64;47110
12.06.2020 00:00;0;0;0;0;37;20480;39;30390;21;9600;20;15150
12.06.2020 01:00;0;0;0;0;14;8330;15;11820;21;9840;20;15040
12.06.2020 02:00;0;0;0;0;8;4110;11;8270;14;7590;14;10170
12.06.2020 03:00;0;0;0;0;10;5660;11;8790;6;3290;5;4490
12.06.2020 04:00;0;0;0;0;18;10100;21;16240;19;10360;17;13520
12.06.2020 05:00;0;0;0;0;61;113400;55;123940;113;124380;114;124700
12.06.2020 06:00;1;670;0;0;129;76418;122;102440;241;188490;255;204108
12.06.2020 07:00;4;15850;3;2200;286;153928;241;215797;353;310767;349;370270
12.06.2020 08:00;6;4220;3;2100;351;230067;287;297914;353;432038;360;427866
12.06.2020 09:00;6;4370;12;9500;427;217339;365;341789;402;665358;403;552757
12.06.2020 10:00;15;10770;19;18010;564;267229;401;575397;381;649158;390;722478
12.06.2020 11:00;12;7830;11;22470;534;381887;404;488213;387;563708;388;625481
12.06.2020 12:00;16;12930;26;17850;699;1606562;157;3103963;383;642997;421;729962
12.06.2020 13:00;12;10620;23;22700;607;334696;208;2788194;417;616066;373;980343
12.06.2020 14:00;19;16310;26;25820;550;480139;503;693469;387;711697;398;902154
12.06.2020 15:00;33;53769;22;21540;512;463160;496;661409;370;895238;399;826522
12.06.2020 16:00;18;11840;27;23052;456;418102;445;531270;410;723538;414;818685
12.06.2020 17:00;21;15070;31;22774;449;419243;434;491149;454;923818;464;973943
12.06.2020 18:00;20;18020;14;10940;437;474236;415;583178;393;647052;385;767120
12.06.2020 19:00;5;8830;15;16838;344;238278;310;312340;301;307978;283;369736
12.06.2020 20:00;1;410;6;4750;267;155459;235;213790;240;269260;241;276898
12.06.2020 21:00;4;3050;8;3460;179;114380;169;151140;164;154848;171;254350
12.06.2020 22:00;0;0;5;3250;138;80550;143;116830;121;62570;120;113570
12.06.2020 23:00;0;0;0;0;90;48800;102;78992;95;45998;95;72430
13.06.2020 00:00;0;0;0;0;53;29558;62;51830;57;25210;53;40010
13.06.2020 01:00;0;0;0;0;30;15640;29;21610;36;15880;34;26070
13.06.2020 02:00;0;0;0;0;26;14910;27;20430;26;12770;27;21960
13.06.2020 03:00;0;0;0;0;6;3190;7;5180;8;3530;8;5260
13.06.2020 04:00;0;0;0;0;12;6800;12;9620;10;6630;11;8560
13.06.2020 05:00;0;0;0;0;26;150560;23;153480;40;43632;41;45792
13.06.2020 06:00;1;1630;0;0;65;43940;58;51359;71;122610;71;61740
13.06.2020 07:00;0;0;0;0;107;72740;106;83159;100;88000;103;88150
13.06.2020 08:00;1;450;0;0;164;99610;155;121610;167;151573;166;143403
13.06.2020 09:00;7;5300;3;1860;277;181761;262;255550;252;352962;256;374102
13.06.2020 10:00;5;4180;19;12421;358;237349;336;325420;292;416259;302;465129
13.06.2020 11:00;9;6660;10;10860;406;242060;368;334330;327;524146;329;509266
13.06.2020 12:00;13;9669;16;20190;404;351457;351;592180;361;524618;354;588422
13.06.2020 13:00;15;9790;16;12990;364;282938;352;456984;371;550813;371;654730
13.06.2020 14:00;16;23050;14;16679;422;426459;415;588556;349;507260;352;629538
13.06.2020 15:00;16;14490;23;26510;352;346611;340;428503;308;506412;309;580399
13.06.2020 16:00;11;21450;16;37890;349;264921;350;453800;321;438262;329;498440
13.06.2020 17:00;11;8010;11;8630;334;273698;325;335458;304;432673;303;467118
13.06.2020 18:00;8;6240;20;45010;315;295370;301;324315;307;513401;307;651757
13.06.2020 19:00;12;45699;7;4610;246;169080;241;238940;278;360889;282;409198
13.06.2020 20:00;3;2270;9;7760;211;138940;201;184360;208;243749;210;255630
13.06.2020 21:00;6;10120;7;6580;171;108170;161;139458;164;154671;166;202650
13.06.2020 22:00;1;340;0;0;141;81600;146;130371;131;83070;133;110298
13.06.2020 23:00;0;0;0;0;97;52960;101;80770;98;44580;99;72590
14.06.2020 00:00;0;0;0;0;65;35410;68;53120;58;26730;55;40130
14.06.2020 01:00;0;0;0;0;31;16340;35;34110;43;21030;45;33080
14.06.2020 02:00;0;0;0;0;26;16340;28;22970;23;11410;23;17500
14.06.2020 03:00;0;0;0;0;4;2190;4;3320;8;3630;8;5720
14.06.2020 04:00;0;0;0;0;9;4730;8;6020;9;4700;9;7360
14.06.2020 05:00;0;0;0;0;19;156825;17;160395;19;21020;19;21067
14.06.2020 06:00;0;0;0;0;21;10670;21;16120;32;24848;30;25440
14.06.2020 07:00;0;0;1;82956;38;20566;33;26290;28;23450;28;22290
14.06.2020 08:00;0;0;1;540;63;30910;61;49710;50;68830;51;67710
14.06.2020 09:00;0;0;1;440;118;64668;112;91080;109;95170;108;93910
14.06.2020 10:00;4;2820;7;4870;226;117090;193;159189;179;215240;181;263565
14.06.2020 11:00;11;7869;9;6580;273;177995;243;260850;245;359860;247;345330
14.06.2020 12:00;7;5550;9;7490;312;193180;297;313691;301;414976;311;446518
14.06.2020 13:00;12;10478;13;7820;299;165647;273;267012;269;338355;274;346915
14.06.2020 14:00;15;15730;7;3980;354;226580;323;323380;299;343231;301;371511
14.06.2020 15:00;8;8960;12;37949;324;197315;306;280190;316;384409;319;419551
14.06.2020 16:00;11;8820;18;13209;361;217530;328;316140;298;462848;301;548509
14.06.2020 17:00;6;4440;4;4440;276;150900;251;209802;367;414125;369;410434
14.06.2020 18:00;9;6580;10;7100;277;183884;260;251440;363;434578;364;479925
14.06.2020 19:00;6;3290;6;7580;242;192990;230;272500;307;402626;312;429926
14.06.2020 20:00;6;4760;3;1700;147;89028;144;147390;229;309110;228;299468
14.06.2020 21:00;0;0;1;700;127;75390;132;101350;149;92460;147;134220
14.06.2020 22:00;1;1150;0;0;84;45790;91;71519;89;47840;89;66720
14.06.2020 23:00;0;0;0;0;39;21945;47;37852;55;24130;54;38080
15.06.2020 00:00;0;0;0;0;22;12800;24;19740;19;9727;19;14780
15.06.2020 01:00;0;0;0;0;8;4130;9;8950;10;3940;10;7190
15.06.2020 02:00;0;0;0;0;7;4060;8;6100;7;2980;7;5510
15.06.2020 03:00;0;0;0;0;6;3080;6;5050;14;7969;14;10630
15.06.2020 04:00;0;0;0;0;28;15720;28;24940;23;10330;24;18130
15.06.2020 05:00;0;0;0;0;63;89943;61;105220;190;182980;191;197400
15.06.2020 06:00;0;0;2;1450;268;193820;256;242130;540;481518;539;474894
15.06.2020 07:00;30;34959;5;2690;442;276226;404;393206;681;1265795;701;1261712
15.06.2020 08:00;19;13770;9;10670;426;338255;389;444488;522;731304;529;735260
