01.06.2020 00:00;Bel_T10_b;Vwz_T10_b;Bel_T10_s;Vwz_T10_s;Bel_T13_b;Vwz_T13_b;Bel_T13_s;Vwz_T13_s;Bel_T1_b;Vwz_T1_b;Bel_T1_s;Vwz_T1_s;Bel_T3_b;Vwz_T3_b;Bel_T3_s;Vwz_T3_s;Bel_T4_b;Vwz_T4_b;Bel_T4_s;Vwz_T4_s;Bel_T5_b;Vwz_T5_b;Bel_T5_s;Vwz_T5_s;Bel_T8_b;Vwz_T8_b;Bel_T8_s;Vwz_T8_s;Bel_T9_b;Vwz_T9_b;Bel_T9_s;Vwz_T9_s;Bel_VD11;Vwz_VD11;Bel_VD12;Vwz_VD12;Bel_VD13;Vwz_VD13;Bel_VK_iO;Vwz_VK_iO
27.08.2020 14:00;0;0;0;0;0;0;2;1200;5;15000;9;6000;0;0;3;1800;22;23400;20;16800;19;12600;22;14400;11;10200;24;16200;19;13800;22;15600;598;1589400;609;1310400;109;274200;0;3600000
27.08.2020 15:00;0;0;0;0;0;0;1;600;2;6000;8;5400;4;3000;13;9600;18;30600;34;24000;20;16800;26;17400;5;4800;15;10200;27;35400;31;21600;616;1447200;635;1300800;140;418800;0;3600000
27.08.2020 16:00;0;0;0;0;0;0;0;0;8;23400;9;6600;3;3000;2;1200;21;22200;21;14400;15;12000;30;21600;19;23400;22;14400;15;15000;28;21000;578;1500600;683;1483200;163;453600;0;3600000
27.08.2020 17:00;0;0;0;0;0;0;0;0;7;21000;7;4800;2;1200;2;1200;21;25200;25;19200;15;10800;31;23400;23;21000;23;16800;19;21600;26;15600;541;1371600;627;1341000;146;306600;0;3600000
27.08.2020 18:00;0;0;0;0;0;0;0;0;9;26400;10;6000;3;3000;8;6600;20;19800;22;16200;15;12000;30;22200;15;16200;27;19200;24;19800;29;20400;459;912600;548;887400;104;238800;0;3600000
27.08.2020 19:00;0;0;0;0;0;0;0;0;3;9000;1;600;2;1200;3;1800;39;42600;22;14400;18;16200;22;15600;13;10200;19;13200;30;29400;29;20400;385;928800;439;748800;69;120000;0;3600000
27.08.2020 20:00;0;0;0;0;0;0;0;0;1;3000;5;3000;0;0;3;1800;16;15000;18;10800;13;11400;15;10200;11;10200;14;9000;25;27600;23;17400;307;772200;360;765000;53;148200;0;3600000
27.08.2020 21:00;0;0;0;0;0;0;0;0;2;6000;5;4200;1;600;1;600;6;4800;9;5400;9;7800;10;7200;5;6600;12;8400;12;11400;15;8400;271;513600;320;472800;36;16800;0;3600000
27.08.2020 22:00;0;0;0;0;0;0;0;0;1;2400;0;0;0;0;2;1200;12;13800;12;9000;4;3000;4;2400;2;1200;6;3600;7;6000;14;10800;192;181200;183;96000;19;3600;0;3600000
27.08.2020 23:00;0;0;0;0;0;0;0;0;1;3000;1;600;0;0;0;0;4;7200;6;3600;0;0;7;4200;1;600;4;2400;5;3000;5;3000;127;49200;96;37800;11;600;0;3600000
28.08.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3000;4;2400;0;0;4;2400;0;0;1;600;1;600;1;600;77;100800;76;63600;5;0;0;3600000
28.08.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;2;1200;2;1200;1;600;1;600;1;1800;1;600;0;0;1;600;49;42600;40;21600;1;0;0;3600000
28.08.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;1;600;1;600;32;5400;23;4200;0;0;0;3600000
28.08.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;2;1200;0;0;0;0;0;0;0;0;0;0;1;600;32;4200;22;2400;0;0;0;3600000
28.08.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;1;600;1;600;58;55800;59;24600;2;0;0;3600000
28.08.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;0;0;2;1200;0;0;1;600;1;1200;1;600;220;157800;193;130200;7;0;0;3600000
28.08.2020 06:00;0;0;0;0;0;0;0;0;1;3000;0;0;1;600;0;0;2;2400;1;600;3;1800;4;2400;0;0;3;1800;4;3000;4;2400;452;774600;443;578400;25;47400;0;3600000
28.08.2020 07:00;0;0;0;0;0;0;1;600;1;3000;2;1800;0;0;0;0;9;6600;10;6000;7;4200;16;10200;3;2400;14;9600;5;3600;13;8400;631;1243800;677;1384800;87;441000;0;3600000
28.08.2020 08:00;0;0;0;0;0;0;0;0;3;8400;7;5400;1;600;2;1200;12;9000;18;10800;7;4200;13;7800;4;3000;14;8400;10;6600;15;9000;639;1193400;633;1235400;105;170400;0;3600000
28.08.2020 09:00;0;0;0;0;0;0;0;0;2;6000;11;9600;1;600;5;3000;16;24000;16;12600;18;16800;19;13200;10;7200;14;9000;11;7200;13;7800;542;1333200;595;1252800;121;383400;0;3598800
28.08.2020 10:00;0;0;0;0;0;0;0;0;1;3000;4;2400;4;2400;2;1200;12;12000;17;10200;8;9000;12;9000;20;21600;19;12600;9;12000;23;16200;572;1692600;637;1495200;154;487800;0;3600000
28.08.2020 11:00;0;0;0;0;0;0;0;0;2;6000;7;4200;0;0;1;600;27;33000;28;20400;15;11400;18;12600;9;8400;25;18000;16;22200;20;12000;550;1470000;636;1377600;127;324600;0;3600000
28.08.2020 12:00;0;0;0;0;0;0;0;0;5;14400;12;8400;2;1200;2;1200;13;13200;21;15000;18;13800;22;16200;17;16200;22;16200;17;11400;21;13200;575;1431000;642;1387800;122;261600;0;3600000
28.08.2020 13:00;0;0;1;600;0;0;0;0;6;18000;11;7200;1;600;2;1800;18;18600;23;15000;11;7200;25;17400;35;41400;38;31200;16;19200;21;15000;626;1762800;646;1861800;177;584400;0;3600000
28.08.2020 14:00;0;0;0;0;0;0;0;0;5;15000;5;3000;1;600;5;3000;17;16800;21;15000;15;10800;21;14400;16;14400;17;10800;18;16800;25;15600;587;1486800;627;1351200;135;354000;0;3600000
28.08.2020 15:00;0;0;0;0;0;0;0;0;6;17400;10;7200;2;1200;5;4800;21;20400;24;18000;12;10800;21;13200;19;17400;29;21000;18;15000;20;13800;599;1434000;641;1362600;125;359400;0;3600000
28.08.2020 16:00;0;0;0;0;0;0;0;0;2;6000;7;5400;3;2400;4;2400;32;39000;35;24000;17;12000;18;12000;15;13200;33;23400;24;22800;26;18600;586;1326000;620;1179000;140;290400;0;3600000
28.08.2020 17:00;0;0;0;0;0;0;0;0;2;6000;6;3600;1;600;0;0;36;37200;41;33000;13;9600;29;21600;14;15600;21;15000;27;33600;31;24000;564;1459200;602;1176600;116;245400;0;3600000
28.08.2020 18:00;0;0;0;0;0;0;0;0;2;6000;16;13200;0;0;2;1200;30;35400;22;15600;10;7800;15;10800;13;10800;16;12000;16;38400;23;16200;507;1189200;540;996000;112;334800;0;3600000
28.08.2020 19:00;0;0;0;0;0;0;0;0;4;11400;12;9000;2;1800;11;12600;19;16800;16;11400;12;9600;18;15000;23;20400;17;11400;24;28200;29;21600;418;807000;439;642600;68;180600;0;3600000
28.08.2020 20:00;0;0;0;0;0;0;0;0;3;9000;5;4800;1;600;2;1200;15;18000;16;10200;10;8400;16;9600;27;33600;20;12600;19;25800;26;18000;295;691200;324;631800;68;125400;0;3600000
28.08.2020 21:00;0;0;0;0;0;0;0;0;0;0;1;600;1;600;1;600;13;21600;13;9000;17;16200;17;13200;9;6600;10;6000;15;16800;28;19200;302;631800;347;566400;56;63000;0;3600000
28.08.2020 22:00;0;0;0;0;0;0;0;0;1;3000;1;600;1;600;3;1800;4;3000;6;4200;4;2400;9;6000;3;1800;2;1200;6;4200;12;7200;247;141600;297;155400;31;6600;0;3600000
28.08.2020 23:00;0;0;0;0;0;0;0;0;1;3000;4;3600;0;0;0;0;5;3000;4;2400;0;0;3;1800;6;7200;2;1200;8;7200;9;5400;180;95400;180;81000;25;5400;0;3600000
29.08.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;4;2400;1;600;4;2400;0;0;0;0;2;1200;4;3000;130;99600;103;74400;7;26400;0;3600000
29.08.2020 01:00;0;0;0;0;0;0;0;0;0;0;1;600;1;600;0;0;0;0;2;1200;1;600;2;1200;0;0;1;600;0;0;4;2400;92;40200;79;41400;3;600;0;3600000
29.08.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4200;3;2400;0;0;0;0;0;0;0;0;0;0;2;1200;65;45000;59;43200;4;1200;0;3600000
29.08.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4200;6;4200;2;1200;0;0;0;0;0;0;1;1200;0;0;47;29400;52;24000;0;0;0;3600000
29.08.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;1;600;0;0;0;0;0;0;1;600;1;600;1;600;45;92400;45;46200;0;0;0;3600000
29.08.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;1;600;1;600;1;600;1;600;1;600;0;0;0;0;97;67800;82;54000;3;600;0;3600000
29.08.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;110;81000;95;43800;5;1800;0;3600000
29.08.2020 07:00;0;0;0;0;0;0;0;0;0;0;2;1800;0;0;0;0;5;6600;5;4200;2;1800;5;3600;1;600;0;0;1;1800;0;0;191;186000;178;100200;16;18000;0;3600000
29.08.2020 08:00;0;0;0;0;0;0;0;0;0;0;1;600;0;0;1;600;1;600;2;1200;1;600;5;3000;4;4200;2;1800;1;600;5;3000;276;274200;266;225600;46;40200;0;3600000
29.08.2020 09:00;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;8;8400;17;11400;11;12600;22;15000;2;1200;7;4200;6;3600;9;6000;370;673200;468;821400;67;129000;0;3600000
29.08.2020 10:00;0;0;0;0;0;0;0;0;1;3000;3;1800;1;600;1;600;16;13800;18;11400;10;7800;27;18600;5;4800;9;6000;6;4800;15;9000;455;1093800;514;981000;94;232200;0;3600000
29.08.2020 11:00;0;0;0;0;0;0;0;0;4;12000;8;5400;1;600;2;1200;18;14400;22;14400;12;9000;21;13200;11;10200;21;18000;6;8400;16;11400;530;1132800;551;892800;121;252000;0;3600000
29.08.2020 12:00;0;0;0;0;0;0;0;0;3;8400;7;4800;3;1800;1;600;16;23400;29;24000;11;11400;18;12600;15;16800;22;13800;12;11400;30;22200;513;1125600;594;1099800;115;264600;0;3600000
29.08.2020 13:00;0;0;0;0;0;0;0;0;1;3000;6;4200;3;1800;3;1800;17;15000;20;13200;21;19800;17;11400;16;15000;27;18000;24;23400;34;27600;594;1088400;644;1060200;131;190200;0;3600000
29.08.2020 14:00;0;0;0;0;0;0;0;0;1;3000;7;4800;1;600;2;1200;17;18600;29;22800;19;25800;23;15000;16;18600;21;15000;20;18000;33;25200;561;1204800;624;1092600;122;242400;0;3598800
29.08.2020 15:00;0;0;0;0;0;0;0;0;4;11400;4;2400;1;600;1;600;29;25200;36;27000;10;8400;19;15000;11;7800;21;16200;28;27000;27;22200;478;1454400;568;1437000;140;354000;0;3600000
29.08.2020 16:00;0;0;2;1800;0;0;0;0;2;6000;11;8400;1;600;2;1200;36;45600;24;16800;24;27000;27;18000;10;12600;26;18600;28;37200;35;27600;511;1458600;511;1363200;185;575400;0;3600000
29.08.2020 17:00;0;0;0;0;0;0;0;0;3;9000;5;3000;0;0;1;600;26;39600;26;16800;11;9600;22;14400;17;36600;27;19800;15;19800;26;18600;471;1185600;498;995400;151;465000;0;3600000
29.08.2020 18:00;0;0;0;0;0;0;0;0;2;6000;4;2400;3;2400;4;3600;14;12600;21;15600;5;5400;22;17400;16;13800;20;14400;20;23400;26;18000;524;1086600;527;1068600;137;277200;0;3600000
29.08.2020 19:00;0;0;0;0;0;0;0;0;3;9000;11;8400;2;2400;3;1800;18;14400;24;16800;26;31800;23;15000;8;6000;13;9000;26;36600;34;26400;415;1022400;431;880200;98;291600;0;3600000
29.08.2020 20:00;0;0;0;0;0;0;0;0;1;3000;5;4200;1;600;4;2400;13;10800;23;18000;12;19800;17;11400;32;50400;14;10200;24;18000;32;24600;369;745800;375;688200;80;196800;0;3600000
29.08.2020 21:00;0;0;0;0;0;0;0;0;3;9000;2;1200;2;1200;2;1800;12;10800;12;7800;11;10200;7;4200;7;5400;12;10200;17;17400;21;15600;260;580200;292;487800;51;149400;0;3600000
29.08.2020 22:00;0;0;0;0;0;0;0;0;1;3000;3;1800;0;0;0;0;10;7200;13;7800;7;9000;12;8400;13;10800;9;6000;11;9600;12;7200;244;204000;263;202800;45;24600;0;3600000
29.08.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;6;3600;7;4200;4;3000;7;4200;5;3600;5;3000;7;4800;6;3600;209;259200;226;228600;27;10200;0;3600000
30.08.2020 00:00;0;0;0;0;0;0;0;0;0;0;3;2400;0;0;1;600;2;1800;8;4800;0;0;3;1800;1;600;3;1800;6;6600;4;2400;141;175200;158;135000;21;4200;0;3600000
30.08.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;3;1800;5;3600;0;0;4;2400;0;0;2;1200;8;9600;10;7200;120;139200;111;94800;5;1200;0;3600000
30.08.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;3;3000;3;1800;1;600;0;0;0;0;3;3000;5;3000;76;82800;94;78600;7;1800;0;3600000
30.08.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1800;1;600;1;1800;1;600;0;0;1;600;1;600;2;1200;54;34800;49;46800;6;0;0;3600000
30.08.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;2;1200;1;3000;0;0;1;600;1;600;35;24600;58;60600;1;0;0;3600000
30.08.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2400;4;3000;0;0;1;600;0;0;0;0;1;600;1;600;83;43200;65;37800;1;0;0;3600000
30.08.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;39600;48;46800;3;1200;0;3600000
30.08.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1800;4;2400;1;600;0;0;0;0;0;0;1;600;1;600;82;43800;60;61800;7;4200;0;3600000
30.08.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;2;1200;1;1200;1;600;1;600;3;1800;0;0;2;1200;125;50400;138;76800;9;4800;0;3600000
30.08.2020 09:00;0;0;0;0;0;0;0;0;1;3000;1;600;0;0;0;0;2;1200;3;1800;5;3000;13;7800;3;3600;4;2400;3;1800;6;4200;203;141000;204;117600;26;9600;0;3600000
30.08.2020 10:00;0;0;0;0;0;0;0;0;2;6000;7;6000;0;0;2;1200;3;2400;9;6000;6;4800;12;10200;4;4200;7;4200;4;3600;10;6000;287;253200;278;231600;31;13200;0;3600000
30.08.2020 11:00;0;0;0;0;0;0;0;0;1;3000;13;10800;0;0;1;600;4;3600;11;6600;5;3600;11;6600;3;2400;10;6000;8;13800;12;7200;334;252000;322;294600;41;21000;0;3600000
30.08.2020 12:00;0;0;0;0;0;0;0;0;0;0;5;3600;0;0;1;600;11;17400;10;6000;8;4800;11;7800;5;3600;8;4800;9;7800;14;8400;378;382200;388;250200;44;51000;0;3600000
30.08.2020 13:00;0;0;0;0;0;0;0;0;2;6000;1;600;1;600;1;600;9;8400;13;7800;6;4800;16;10800;6;6600;8;7800;8;6000;12;7800;404;526200;429;460200;51;48000;0;3600000
30.08.2020 14:00;0;0;0;0;0;0;0;0;2;6000;3;1800;2;2400;6;4200;8;7200;18;12600;8;6000;15;9600;8;11400;17;11400;12;9600;17;10200;407;488400;467;472200;67;53400;0;3600000
30.08.2020 15:00;0;0;0;0;0;0;0;0;1;3000;6;3000;0;0;0;0;10;9000;16;10200;10;7800;18;12000;8;9600;20;15000;18;15600;19;12600;413;469200;415;336600;59;76800;0;3600000
30.08.2020 16:00;0;0;0;0;0;0;0;0;2;6000;5;3600;0;0;7;4800;10;7200;14;11400;21;25800;21;13800;10;13800;14;12000;10;9600;14;9000;419;456600;422;429000;60;52800;0;3600000
30.08.2020 17:00;0;0;0;0;0;0;0;0;3;9000;5;3000;0;0;2;1200;9;7800;11;7200;14;12000;11;6600;10;14400;14;9000;15;15000;19;13200;460;717000;483;655800;94;96000;0;3600000
30.08.2020 18:00;0;0;0;0;0;0;0;0;3;9000;1;600;0;0;1;600;10;7800;11;7200;4;4200;7;5400;11;10800;7;4200;11;15600;6;3600;419;601800;436;482400;99;80400;0;3600000
30.08.2020 19:00;0;0;0;0;0;0;0;0;0;0;0;0;3;1800;3;1800;4;2400;4;2400;1;600;1;600;5;3600;7;4200;8;9000;7;5400;358;648000;393;490800;51;51000;0;3598800
30.08.2020 20:00;0;0;0;0;0;0;0;0;1;3000;0;0;1;600;1;600;6;4200;4;2400;3;1800;6;3600;4;2400;3;1800;8;7200;9;5400;288;366600;303;364800;36;38400;0;3600000
30.08.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1800;2;1200;1;600;1;600;1;600;2;1200;10;7200;4;2400;229;304200;212;177600;28;7800;0;3600000
30.08.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;2;1200;2;1200;0;0;1;600;1;600;6;3600;2;1200;153;82800;139;145200;16;39600;0;3600000
30.08.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;1;600;100;50400;73;40800;5;0;0;3600000
31.08.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;1;600;1;600;2;1800;4;2400;53;36000;41;11400;1;0;0;3600000
31.08.2020 01:00;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;28200;24;48000;2;0;0;3600000
31.08.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;32;6600;22;1800;0;0;0;3600000
31.08.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;6600;25;13800;2;0;0;3600000
31.08.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;0;0;0;0;0;0;0;0;0;0;0;0;50;10800;36;31200;1;0;0;3600000
31.08.2020 05:00;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;1;1800;0;0;0;0;0;0;1;1200;2;1200;0;0;1;600;248;144000;207;123000;2;0;0;3600000
31.08.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;2;1200;0;0;4;3000;3;1800;0;0;1;600;0;0;8;5400;520;993600;517;658200;26;79800;0;3600000
31.08.2020 07:00;0;0;0;0;0;0;0;0;1;3000;5;4800;0;0;1;600;6;3600;5;3000;1;600;8;4800;7;4800;19;11400;7;6600;12;7200;737;1871400;759;1680600;87;229800;0;3600000
31.08.2020 08:00;0;0;0;0;0;0;0;0;2;6000;6;4800;1;600;5;3000;9;5400;7;4200;4;2400;21;13200;6;3600;10;6000;12;10800;19;12600;733;2022000;771;1858800;136;308400;0;3600000
31.08.2020 09:00;0;0;0;0;0;0;0;0;3;7800;2;1200;1;600;2;1200;13;11400;15;10200;9;5400;19;12600;6;4800;10;6000;10;9000;23;15000;570;1478400;623;1272000;122;350400;0;3600000
31.08.2020 10:00;0;0;0;0;0;0;0;0;5;15000;10;7800;4;3000;2;1200;14;11400;22;14400;12;10200;25;17400;5;3000;7;3600;15;20400;23;17400;598;1567800;600;1260000;150;295200;0;3600000
31.08.2020 11:00;0;0;0;0;0;0;0;0;1;3000;8;6000;0;0;2;1200;21;21000;27;18600;9;6600;29;22800;18;12600;19;12600;11;12600;16;9000;572;1434000;586;1171200;149;392400;0;3600000
31.08.2020 12:00;0;0;0;0;0;0;0;0;3;9000;12;9600;2;1200;5;3000;14;10200;20;12000;9;9600;22;13800;17;16200;25;17400;27;24000;18;11400;552;1331400;632;1333800;130;374400;0;3600000
31.08.2020 13:00;0;0;0;0;0;0;0;0;6;18000;8;5400;0;0;3;1800;18;15600;19;12000;18;16200;31;25200;17;18600;25;18000;19;22200;20;14400;575;1615800;603;1255200;124;246600;0;3600000
31.08.2020 14:00;0;0;0;0;0;0;0;0;5;15000;16;11400;0;0;2;1200;16;12600;19;11400;14;13200;19;12000;21;31200;22;14400;17;13800;26;18000;555;1420800;588;1300800;138;277800;0;3600000
31.08.2020 15:00;0;0;0;0;0;0;0;0;6;17400;11;7200;0;0;2;1200;16;13800;27;19200;26;33000;31;22800;16;13800;21;13800;30;30000;29;19800;617;1364400;645;1272000;155;303000;0;3540000
31.08.2020 16:00;0;0;0;0;0;0;0;0;2;6000;12;9600;1;600;4;3600;23;25200;27;18000;12;13200;28;21000;18;15600;21;14400;21;19200;26;16200;596;1387800;638;1291200;153;309000;0;3600000
31.08.2020 17:00;0;0;0;0;0;0;0;0;2;6000;11;7200;1;600;1;600;18;16800;30;24000;21;19800;29;22800;24;23400;22;17400;27;26400;30;21600;576;1502400;600;1353000;134;389400;0;3600000
31.08.2020 18:00;0;0;0;0;0;0;0;0;3;9000;9;6600;2;1200;1;600;13;10800;17;11400;11;10800;29;19200;7;4800;18;10800;25;20400;30;22200;492;1197000;542;1134600;99;257400;0;3600000
31.08.2020 19:00;0;0;0;0;0;0;0;0;3;8400;12;9000;0;0;1;600;10;6600;17;10800;16;13200;22;15000;22;27600;31;25200;29;26400;38;28200;381;925800;418;800400;74;270600;0;3600000
31.08.2020 20:00;0;0;0;0;0;0;0;0;1;3000;3;2400;0;0;1;600;11;11400;16;10800;12;10200;21;15000;3;2400;12;7800;14;12600;24;17400;303;687000;329;654000;52;129000;0;3600000
31.08.2020 21:00;0;0;0;0;0;0;0;0;1;3000;2;1800;0;0;0;0;8;7200;8;4800;3;1800;11;6600;6;4200;10;6000;7;6600;11;9000;237;577200;253;432000;24;17400;0;3600000
31.08.2020 22:00;0;0;0;0;0;0;0;0;0;0;3;2400;0;0;1;600;5;3600;6;3000;4;2400;4;2400;0;0;1;600;5;4800;10;7200;163;119400;168;106800;24;13800;0;3600000
31.08.2020 23:00;0;0;0;0;0;0;0;0;0;0;2;1800;0;0;0;0;1;600;2;1200;1;600;2;1200;0;0;0;0;2;1800;4;2400;92;30000;94;30600;8;1200;0;3600000
01.09.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;0;0;0;0;1;600;1;600;56;10200;43;14400;4;600;0;3600000
01.09.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;28200;29;2400;0;0;0;3598800
01.09.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1200;1;600;0;0;0;0;1;600;1;600;0;0;0;0;29;15600;27;4200;1;0;0;3600000
01.09.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1200;1;600;0;0;0;0;0;0;1;600;28;25800;15;1200;2;0;0;3600000
01.09.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;43200;32;6600;0;0;0;3600000
01.09.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;0;0;0;0;1;600;2;1200;2;1200;4;2400;237;132600;214;88200;5;600;0;3600000
01.09.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;1;600;1;600;6;3600;1;1200;3;1800;1;600;7;4200;523;1079400;502;598200;20;18000;0;3600000
01.09.2020 07:00;0;0;0;0;0;0;0;0;1;3000;3;1800;2;3000;5;3000;5;4200;7;6000;6;4800;13;7800;5;3000;13;7800;6;4800;17;12000;728;1702200;780;1635000;122;337200;0;3600000
01.09.2020 08:00;0;0;0;0;1;3000;0;0;1;3000;7;4200;2;1200;6;4200;8;6000;14;9000;12;9600;16;11400;7;5400;16;9600;7;6000;16;10800;731;1808400;739;1888800;134;315600;0;3600000
01.09.2020 09:00;0;0;0;0;0;0;0;0;0;0;1;600;0;0;1;600;5;4200;10;6000;6;4200;13;8400;1;600;6;3600;5;3000;8;4800;611;1063800;635;889200;125;178200;0;3600000
01.09.2020 10:00;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
01.09.2020 11:00;0;0;0;0;0;0;0;0;9;27000;11;7800;1;600;3;1800;16;13200;24;16200;11;12600;23;15000;8;6000;19;12600;17;13200;25;18600;542;1335600;590;1244400;129;344400;0;3600000
01.09.2020 12:00;0;0;0;0;1;3000;1;600;4;12000;11;7800;0;0;1;600;17;17400;25;15600;10;9600;26;16800;8;6600;16;10800;16;13800;21;14400;559;1374000;574;1119000;111;167400;0;3600000
01.09.2020 13:00;0;0;0;0;0;0;0;0;5;15000;15;11400;0;0;2;1200;25;24600;36;31200;20;20400;23;15000;14;14400;26;19800;21;19200;23;15000;573;1587000;624;1386000;107;337800;0;3600000
01.09.2020 14:00;0;0;0;0;0;0;0;0;6;18000;10;6600;6;5400;2;1200;20;16200;28;19200;11;8400;22;15600;13;14400;20;13800;18;22200;22;18000;537;1336800;613;1152600;123;246000;0;3600000
01.09.2020 15:00;0;0;0;0;0;0;1;600;6;17400;17;13200;3;4200;7;4200;20;17400;27;17400;21;18600;28;22800;36;49800;27;22800;32;54600;31;22200;583;1495800;644;1360200;150;350400;0;3600000
01.09.2020 16:00;0;0;1;600;0;0;0;0;1;3000;9;6600;4;9000;1;600;20;18000;24;16800;19;24600;22;13800;20;19200;24;16200;14;13200;27;16800;631;1550400;669;1451400;142;433200;0;3600000
01.09.2020 17:00;0;0;0;0;0;0;0;0;8;24000;16;12000;2;1200;2;1200;20;15600;26;19200;15;12000;19;13200;19;19800;29;22200;26;35400;34;23400;602;1507800;647;1456800;146;402000;0;3600000
01.09.2020 18:00;0;0;0;0;0;0;0;0;4;12000;10;7200;13;23400;7;7200;29;36600;29;23400;18;18000;23;16800;18;22200;28;19800;28;31200;25;18000;539;1260000;616;1233600;125;238200;0;3600000
01.09.2020 19:00;0;0;1;600;0;0;0;0;9;27000;7;5400;3;1800;3;1800;23;34200;26;21000;9;7800;17;11400;14;11400;24;16800;16;12600;27;17400;445;1009200;440;849000;74;101400;0;3600000
01.09.2020 20:00;0;0;0;0;0;0;0;0;1;3000;4;2400;1;600;2;1200;11;9600;10;6600;8;8400;9;6000;11;9600;17;12000;21;18000;18;12600;329;727800;331;632400;59;173400;0;3600000
01.09.2020 21:00;0;0;0;0;0;0;0;0;1;3000;1;600;1;600;0;0;7;4800;13;9000;3;1800;5;3000;6;4200;7;4200;8;6600;12;7800;266;539400;279;475800;23;78000;0;3600000
01.09.2020 22:00;0;0;0;0;0;0;0;0;1;3000;1;600;0;0;0;0;1;600;2;1200;2;2400;5;3600;3;3000;3;1800;11;9000;13;9000;163;183000;169;138600;17;14400;0;3600000
01.09.2020 23:00;0;0;0;0;0;0;0;0;0;0;3;3000;0;0;0;0;3;1800;4;2400;2;1200;3;1800;3;1800;2;1200;2;1200;3;1800;106;39600;92;33600;10;3000;0;3600000
