01.06.2020 00:00;Bel_T10_b;Vwz_T10_b;Bel_T10_s;Vwz_T10_s;Bel_T13_b;Vwz_T13_b;Bel_T13_s;Vwz_T13_s;Bel_T1_b;Vwz_T1_b;Bel_T1_s;Vwz_T1_s;Bel_T3_b;Vwz_T3_b;Bel_T3_s;Vwz_T3_s;Bel_T4_b;Vwz_T4_b;Bel_T4_s;Vwz_T4_s;Bel_T5_b;Vwz_T5_b;Bel_T5_s;Vwz_T5_s;Bel_T8_b;Vwz_T8_b;Bel_T8_s;Vwz_T8_s;Bel_T9_b;Vwz_T9_b;Bel_T9_s;Vwz_T9_s;Bel_VD11;Vwz_VD11;Bel_VD12;Vwz_VD12;Bel_VD13;Vwz_VD13;Bel_VK_iO;Vwz_VK_iO
01.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;0;0;0;0;0;0;0;0;0;0;2;1200;87;64200;89;27600;5;0;0;3600000
01.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;2;1200;60;33000;55;20400;2;0;0;3600000
01.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1800;0;0;0;0;0;0;0;0;40;28200;26;26400;0;0;0;3600000
01.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;14400;31;6600;1;0;0;3600000
01.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;18;1200;15;3600;0;0;0;3600000
01.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;60600;42;22200;2;1200;0;3600000
01.06.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;89400;64;78000;4;5400;0;3600000
01.06.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;2;1800;0;0;0;0;0;0;0;0;0;0;3;2400;77;137400;63;72000;5;1800;0;3600000
01.06.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4200;4;3600;0;0;6;5400;0;0;2;1200;2;1200;4;2400;100;85800;92;175200;11;5400;0;3600000
01.06.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;1;2400;7;4800;0;0;2;1200;2;1800;3;1800;168;403200;162;286200;11;23400;0;3600000
01.06.2020 10:00;0;0;0;0;0;0;0;0;1;3000;2;1800;0;0;0;0;5;4800;11;6600;1;3000;9;6600;0;0;18;15000;8;9600;12;7200;273;677400;261;453600;30;149400;0;3600000
01.06.2020 11:00;0;0;0;0;0;0;0;0;1;3000;3;2400;0;0;0;0;5;3600;10;8400;0;0;16;12600;0;0;6;5400;8;4800;10;6000;310;624000;329;441600;46;101400;0;3600000
01.06.2020 12:00;0;0;0;0;0;0;0;0;2;6000;2;1200;0;0;2;1800;7;4800;9;6600;0;0;25;21000;0;0;9;5400;9;7800;13;10200;355;720000;323;319200;152;262200;0;3600000
01.06.2020 13:00;0;0;0;0;0;0;0;0;0;0;2;1200;0;0;2;1200;8;6000;12;7200;1;2400;12;8400;0;0;24;19800;14;13200;20;15600;376;851400;379;349200;96;586800;0;3600000
01.06.2020 14:00;0;0;0;0;0;0;0;0;0;0;5;4200;0;0;0;0;9;7800;19;12000;0;0;17;12600;0;0;28;22800;10;10800;14;9600;420;850800;427;762000;57;145200;0;3600000
01.06.2020 15:00;0;0;0;0;0;0;0;0;2;6000;4;3000;0;0;0;0;10;6000;13;7800;0;0;23;16200;0;0;14;9600;20;16800;20;13200;375;769800;404;533400;57;57000;0;3600000
01.06.2020 16:00;0;0;0;0;0;0;0;0;1;3000;1;600;0;0;2;1200;16;15000;16;11400;0;0;17;12000;0;0;22;14400;11;7800;17;11400;405;724800;420;469200;72;107400;0;3598800
01.06.2020 17:00;0;0;0;0;0;0;0;0;1;3000;7;6000;0;0;0;0;13;19800;23;18000;1;3000;27;18000;0;0;21;16200;21;24600;20;15600;412;660000;428;585600;68;101400;0;3600000
01.06.2020 18:00;0;0;0;0;0;0;0;0;3;9000;2;1200;0;0;0;0;14;15600;13;9000;0;0;29;22800;0;0;19;15000;19;25800;27;19200;370;721800;427;677400;75;264000;0;3600000
01.06.2020 19:00;0;0;0;0;0;0;0;0;1;2400;2;1200;0;0;5;4800;12;9600;14;9000;1;3000;17;11400;0;0;16;10200;20;21000;19;13200;357;636600;389;633000;67;184800;0;3600000
01.06.2020 20:00;0;0;0;0;0;0;0;0;0;0;2;1200;0;0;0;0;36;43200;23;16200;1;3000;20;15600;0;0;13;9000;18;19200;24;16800;325;702000;326;763200;50;171000;0;3600000
01.06.2020 21:00;0;0;0;0;0;0;0;0;2;6000;2;1200;0;0;0;0;9;10800;11;9000;0;0;14;9600;0;0;10;7800;15;16800;18;15000;268;550800;285;575400;43;160200;0;3600000
01.06.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4200;7;4200;0;0;9;7200;0;0;7;6000;14;16800;13;7800;197;178200;171;127800;17;4800;0;3600000
01.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;2;1200;0;0;2;1800;0;0;0;0;4;2400;3;1800;117;88200;96;46200;4;1200;0;3600000
02.06.2020 00:00;0;0;0;0;0;0;0;0;1;2400;0;0;0;0;0;0;1;600;2;1200;0;0;0;0;0;0;2;1800;2;2400;1;600;56;15000;49;50400;0;0;0;3600000
02.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;2;1200;35;72000;22;7200;2;0;0;3600000
02.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;2400;15;600;2;0;0;3600000
02.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;58200;23;3600;1;0;0;3600000
02.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;45;9600;46;29400;3;600;0;3600000
02.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1200;2;1200;0;0;2;1200;0;0;1;600;0;0;3;1800;269;234600;250;226200;11;8400;0;3600000
02.06.2020 06:00;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;5;3600;4;2400;0;0;7;5400;0;0;10;7200;2;1200;4;2400;534;1258200;515;1098000;46;94800;0;3600000
02.06.2020 07:00;0;0;0;0;0;0;39;31200;1;3000;0;0;0;0;4;3600;4;3000;4;2400;2;6000;15;11400;0;0;26;20400;7;12000;11;7200;641;1261800;676;1396200;79;193200;0;3600000
02.06.2020 08:00;0;0;0;0;0;0;10;6600;2;6000;3;1800;0;0;10;9600;7;4800;11;7800;0;0;17;11400;0;0;22;15000;5;4200;19;12600;610;1505400;660;1455000;124;311400;0;3600000
02.06.2020 09:00;0;0;0;0;0;0;2;1800;3;9000;6;4200;0;0;7;4800;11;7800;20;13200;2;6000;15;10200;0;0;26;19800;10;15000;15;10200;596;1624200;669;1393800;137;327600;0;3600000
02.06.2020 10:00;0;0;0;0;0;0;5;3000;6;18000;7;4800;0;0;6;4200;24;18000;20;13200;2;5400;31;25800;0;0;22;16800;16;13200;21;15600;586;1704600;612;1495800;177;428400;0;3600000
02.06.2020 11:00;0;0;0;0;0;0;8;5400;11;32400;10;6600;0;0;1;600;19;20400;21;14400;1;3000;25;20400;0;0;34;25800;11;12000;24;17400;587;1520400;613;1264200;162;333600;0;3600000
02.06.2020 12:00;0;0;0;0;0;0;8;5400;0;0;9;6600;0;0;0;0;10;11400;25;18000;0;0;16;11400;0;0;26;19200;8;6600;15;10200;578;1490400;608;1218600;139;252000;0;3600000
02.06.2020 13:00;0;0;0;0;0;0;3;3000;3;9000;8;4800;0;0;3;1800;14;12000;23;14400;0;0;18;13200;0;0;26;19200;18;15000;29;21000;564;1393200;620;1065000;144;290400;0;3600000
02.06.2020 14:00;0;0;0;0;0;0;0;0;3;9000;12;8400;0;0;1;600;13;15600;21;15000;0;0;15;11400;0;0;19;12600;18;18600;32;25800;561;1308600;623;1100400;145;308400;0;3600000
02.06.2020 15:00;0;0;0;0;0;0;0;0;6;18000;15;12000;0;0;8;6000;24;24600;27;19800;0;0;20;14400;0;0;26;19800;34;35400;32;24600;576;1425000;625;1297800;150;456000;0;3600000
02.06.2020 16:00;0;0;0;0;0;0;0;0;7;19800;9;6000;0;0;5;4200;14;12000;26;18600;0;0;20;15000;0;0;18;13200;17;13800;20;12600;608;1522800;631;1281600;151;313200;0;3600000
02.06.2020 17:00;0;0;0;0;0;0;0;0;3;9000;8;6000;0;0;0;0;20;23400;27;24000;0;0;25;18600;0;0;19;13800;13;10200;30;20400;537;1330200;595;1120200;124;175800;0;3600000
02.06.2020 18:00;0;0;0;0;0;0;0;0;3;9000;9;6000;0;0;5;3600;16;12000;23;16800;1;3000;24;17400;0;0;20;15000;24;25200;24;16800;422;952200;456;754200;98;210000;0;3600000
02.06.2020 19:00;0;0;0;0;0;0;0;0;0;0;1;600;0;0;3;2400;14;10800;17;10800;0;0;24;16200;0;0;18;12600;19;16800;19;12600;353;734400;359;642600;57;217200;0;3600000
02.06.2020 20:00;0;0;0;0;0;0;0;0;0;0;1;600;0;0;1;600;11;7800;16;12600;1;3000;18;12000;0;0;25;19800;12;11400;23;17400;280;687600;288;585600;54;98400;0;3600000
02.06.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;9;8400;15;12000;1;3000;15;11400;0;0;24;19800;9;7200;12;8400;228;510000;240;465600;29;111600;0;3598800
02.06.2020 22:00;0;0;0;0;0;0;0;0;1;3000;1;600;0;0;0;0;5;5400;9;6000;0;0;8;6000;0;0;4;2400;5;7200;2;1200;155;96600;160;113400;14;12000;0;3600000
02.06.2020 23:00;0;0;0;0;0;0;0;0;1;3000;1;600;0;0;0;0;5;3000;5;4200;0;0;0;0;0;0;5;3000;3;1800;4;3600;99;85800;97;72000;6;600;0;3600000
03.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;31200;0;0;0;0;0;0;0;0;0;0;1;600;2;1200;2;1200;63;16200;53;12600;5;600;0;3600000
03.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;36;7800;29;2400;1;600;0;3600000
03.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;24000;16;0;1;0;0;3600000
03.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;4800;22;3000;3;600;0;3600000
03.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1200;2;1200;0;0;1;600;0;0;0;0;0;0;0;0;37;9600;39;4800;5;0;0;3600000
03.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1800;0;0;1;600;0;0;1;600;0;0;2;1200;2;1200;3;1800;273;184200;226;165600;9;4200;0;3600000
03.06.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;2;1200;0;0;11;7800;0;0;1;600;3;1800;8;4800;557;1248600;481;765600;28;82200;0;3600000
03.06.2020 07:00;0;0;0;0;0;0;0;0;1;3000;3;1800;0;0;2;1200;1;1200;5;4200;0;0;24;16800;0;0;14;9600;9;6600;13;7800;616;1351800;679;1233000;71;66600;0;3600000
03.06.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4800;3;3000;15;9600;0;0;30;21000;0;0;13;8400;13;13200;13;9600;603;1411800;700;1320600;89;196800;0;3600000
03.06.2020 09:00;0;0;0;0;0;0;0;0;4;11400;9;6000;0;0;7;6000;8;6600;13;10800;0;0;22;16800;0;0;17;12000;10;8400;16;10800;554;1608000;593;1326000;127;316800;0;3600000
03.06.2020 10:00;0;0;0;0;0;0;0;0;5;15000;9;6600;0;0;5;4200;19;22200;16;9600;1;3000;20;13800;0;0;21;15600;17;13800;20;12600;566;1364400;576;1215600;147;355200;0;3600000
03.06.2020 11:00;0;0;0;0;0;0;0;0;1;3000;7;6000;0;0;1;600;20;18000;23;16200;1;3000;19;13200;0;0;27;21000;30;46800;31;24600;549;1655400;512;1431600;144;427200;0;3600000
03.06.2020 12:00;0;0;0;0;0;0;0;0;5;15000;4;2400;0;0;7;6000;12;10200;23;16200;0;0;20;15000;0;0;19;12600;24;34800;22;14400;553;1248000;550;910800;107;173400;0;3600000
03.06.2020 13:00;0;0;0;0;0;0;1;600;6;18000;6;3600;0;0;1;600;10;10800;24;16200;1;3000;27;19800;0;0;25;18600;8;4800;33;27600;538;1374600;574;1140000;121;222600;0;3600000
03.06.2020 14:00;0;0;0;0;0;0;0;0;4;11400;9;5400;0;0;1;600;23;26400;31;22800;1;3000;28;19200;0;0;24;16800;16;14400;29;21000;537;1260000;576;1260600;122;157200;0;3600000
03.06.2020 15:00;0;0;0;0;0;0;2;1200;3;9000;6;3600;0;0;2;1200;12;7800;29;21600;1;3000;12;8400;0;0;34;26400;14;10200;26;18600;593;1332000;576;1085400;126;172200;0;3600000
03.06.2020 16:00;0;0;0;0;0;0;0;0;3;8400;6;4800;0;0;1;600;18;17400;26;19800;0;0;32;22800;0;0;18;13200;21;16800;33;24600;540;1233600;619;1162200;124;271200;0;3600000
03.06.2020 17:00;0;0;0;0;0;0;0;0;0;0;5;4200;0;0;7;6000;7;6600;12;7800;0;0;22;15000;0;0;25;19200;22;19800;25;18000;518;1159800;542;891600;109;242400;0;3600000
03.06.2020 18:00;0;0;0;0;0;0;0;0;0;0;4;2400;0;0;3;3000;14;13200;15;10200;0;0;20;15000;0;0;26;19200;21;20400;19;12600;448;931200;473;774000;89;249000;0;3600000
03.06.2020 19:00;0;0;0;0;0;0;0;0;0;0;6;4800;0;0;1;600;10;9000;19;12000;0;0;14;9000;0;0;8;4800;9;7800;13;8400;337;761400;355;568800;65;154800;0;3600000
03.06.2020 20:00;0;0;0;0;0;0;0;0;4;12000;6;4800;0;0;0;0;11;10800;14;12600;0;0;6;4200;0;0;19;15600;19;22200;15;9000;264;711600;272;752400;35;75600;0;3600000
03.06.2020 21:00;0;0;0;0;0;0;0;0;1;3000;1;600;0;0;0;0;9;7800;16;13200;0;0;3;1800;0;0;10;9000;15;12000;13;9000;206;523200;214;489000;23;46200;0;3600000
03.06.2020 22:00;0;0;0;0;0;0;0;0;1;3000;0;0;0;0;0;0;3;3600;6;3600;0;0;4;2400;0;0;6;4200;11;12600;10;6600;171;135000;184;84600;16;6000;0;3600000
03.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;1;600;0;0;5;4800;3;1800;5;3000;0;0;0;0;0;0;4;2400;3;1800;2;1200;96;75600;82;27000;7;0;0;3600000
04.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;1;600;0;0;0;0;0;0;0;0;53;56400;53;16800;8;0;0;3600000
04.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;2400;33;28800;2;1200;0;3600000
04.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;29;4200;19;1800;1;0;0;3598800
04.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;46200;27;3000;1;0;0;3600000
04.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1200;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;46;49200;39;7200;1;0;0;3600000
04.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;2;1200;0;0;0;0;0;0;0;0;1;600;1;600;263;321000;230;184200;8;3000;0;3600000
04.06.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1800;4;2400;0;0;6;4800;0;0;7;5400;2;1200;3;1800;522;933600;479;579600;26;21000;0;3600000
04.06.2020 07:00;0;0;0;0;0;0;0;0;2;6000;4;3000;0;0;0;0;5;3000;6;3600;0;0;20;14400;0;0;22;16200;3;1800;11;6600;687;1500000;720;1306800;75;174600;0;3600000
04.06.2020 08:00;0;0;0;0;0;0;0;0;0;0;2;1800;0;0;9;7200;1;600;7;4200;4;12000;23;16800;0;0;14;12000;5;3000;15;9000;654;1687200;727;1395000;119;297000;0;3600000
04.06.2020 09:00;0;0;0;0;0;0;0;0;1;3000;4;3000;0;0;9;7800;8;6000;12;7200;0;0;20;15600;0;0;20;15600;11;7200;22;15600;587;1581000;613;1284600;100;311400;0;3600000
04.06.2020 10:00;0;0;0;0;0;0;0;0;3;9000;7;4800;0;0;3;2400;8;5400;17;10800;0;0;22;16800;0;0;11;7800;7;6000;14;8400;580;1474800;600;1268400;132;202200;0;3600000
04.06.2020 11:00;0;0;0;0;0;0;0;0;3;9000;10;8400;0;0;5;4200;19;29400;18;12600;0;0;22;15600;0;0;16;10800;19;18000;25;19200;559;1393200;602;1186800;127;223200;0;3600000
04.06.2020 12:00;0;0;0;0;0;0;0;0;1;3000;4;3000;0;0;2;1200;8;4800;10;7200;1;3000;13;10200;0;0;15;10800;11;11400;7;4200;549;1495200;569;1412400;144;314400;0;3600000
04.06.2020 13:00;0;0;0;0;0;0;0;0;4;12000;5;3600;0;0;1;600;7;6600;19;13800;1;3000;16;10200;0;0;25;19200;12;8400;19;15000;556;1500000;583;1149000;122;143400;0;3600000
04.06.2020 14:00;0;0;0;0;0;0;0;0;3;9000;6;3600;0;0;2;1800;10;7200;17;10200;1;3000;17;11400;0;0;26;19800;17;14400;19;15000;582;1273800;598;1212600;139;289200;0;3600000
04.06.2020 15:00;0;0;0;0;0;0;0;0;3;9000;7;4800;0;0;8;6600;15;15000;20;12600;0;0;27;21000;0;0;20;13200;27;30000;29;20400;584;1364400;646;1200600;130;194400;0;3600000
04.06.2020 16:00;0;0;0;0;0;0;0;0;3;9000;5;3000;0;0;9;7800;16;10200;23;14400;0;0;29;22800;2;6000;21;15000;14;15000;22;14400;582;1458600;584;1147800;121;260400;0;3600000
04.06.2020 17:00;0;0;0;0;0;0;0;0;1;2400;6;4200;0;0;1;600;13;9600;27;20400;0;0;24;18000;0;0;14;9600;8;5400;18;12000;517;1153800;600;1174200;107;229800;0;3600000
04.06.2020 18:00;0;0;0;0;0;0;0;0;0;0;3;1800;0;0;2;1800;8;5400;15;9000;1;3000;20;13800;0;0;15;10800;17;12600;19;13800;455;1014600;500;923400;67;81600;0;3600000
04.06.2020 19:00;0;0;0;0;0;0;0;0;1;3000;2;1200;0;0;1;600;8;5400;7;4200;0;0;8;5400;0;0;13;9000;14;16200;19;14400;319;552000;352;528000;63;81000;0;3600000
04.06.2020 20:00;0;0;0;0;0;0;0;0;1;3000;2;1200;0;0;0;0;5;4200;8;4800;0;0;9;6600;0;0;9;6000;7;4800;9;5400;288;659400;270;542400;32;107400;0;3600000
04.06.2020 21:00;0;0;0;0;0;0;0;0;0;0;4;3600;0;0;1;600;6;4800;7;4200;0;0;3;1800;0;0;4;3000;4;3000;9;7200;210;504600;209;492600;25;83400;0;3600000
04.06.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;4;3600;3;1800;0;0;1;600;0;0;5;3600;6;5400;7;4200;162;80400;150;104400;14;3600;0;3600000
04.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1800;2;1200;0;0;2;1200;0;0;1;600;3;1800;4;2400;80;71400;92;28200;10;4200;0;3600000
05.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2400;0;0;2;1200;0;0;0;0;1;600;2;1200;69;39000;46;53400;6;15000;0;3600000
05.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;2;1200;0;0;0;0;0;0;0;0;3;3600;2;1200;43;39600;37;7200;3;1200;0;3600000
05.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;1;600;28;50400;14;1800;1;0;0;3600000
05.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;23;28800;18;9000;0;0;0;3600000
05.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1200;1;600;0;0;0;0;0;0;0;0;0;0;0;0;57;45000;40;7200;2;600;0;3600000
05.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;1;600;0;0;0;0;0;0;1;600;1;600;2;1200;262;181800;211;124200;8;2400;0;3600000
05.06.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;4;2400;0;0;5;4200;0;0;4;3000;2;1200;5;3000;510;972000;474;564600;34;101400;0;3600000
05.06.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;2;1200;6;3600;0;0;16;10200;0;0;7;3600;5;4200;11;7800;589;1228200;615;1017000;74;115200;0;3600000
05.06.2020 08:00;0;0;0;0;0;0;0;0;1;3000;4;3000;0;0;12;10200;4;3000;7;4200;0;0;12;8400;0;0;19;14400;7;6000;14;8400;592;1450200;633;1363800;101;215400;0;3598800
05.06.2020 09:00;0;0;0;0;0;0;0;0;4;12000;11;9000;0;0;1;600;7;4200;10;7200;0;0;23;16200;0;0;19;13200;8;5400;18;10800;535;1173000;618;1080600;99;181200;0;3600000
05.06.2020 10:00;0;0;0;0;0;0;0;0;6;17400;8;4800;0;0;3;2400;10;7800;16;10800;1;3000;25;18600;0;0;27;21000;12;8400;21;15000;583;1617000;648;1632600;149;417600;0;3600000
05.06.2020 11:00;0;0;0;0;0;0;0;0;4;12000;6;3600;0;0;0;0;12;8400;19;14400;0;0;22;15000;0;0;25;19200;13;10200;18;14400;636;1513200;625;1606800;154;304800;0;3600000
05.06.2020 12:00;0;0;0;0;0;0;0;0;2;6000;6;4200;0;0;7;5400;8;7200;17;12000;0;0;16;10800;0;0;26;18600;13;13200;24;16200;568;1417800;659;1344000;115;253800;0;3600000
05.06.2020 13:00;0;0;0;0;0;0;0;0;2;6000;15;11400;0;0;2;1800;6;4200;27;19200;1;3000;28;19200;0;0;22;16800;11;8400;17;12000;619;1602600;650;1622400;148;388800;0;3600000
05.06.2020 14:00;0;0;0;0;0;0;0;0;5;15000;5;3600;0;0;4;2400;17;18000;25;18600;0;0;20;15600;0;0;26;19800;18;18600;23;15600;602;1612200;651;1576800;137;303600;0;3600000
05.06.2020 15:00;0;0;0;0;0;0;0;0;2;5400;7;5400;0;0;4;3600;18;14400;14;9600;0;0;24;17400;0;0;16;11400;18;30600;17;11400;560;1540800;599;1299000;135;327000;0;3600000
05.06.2020 16:00;0;0;0;0;0;0;0;0;3;9000;8;6000;0;0;0;0;20;13200;23;18000;0;0;10;6000;0;0;28;21000;15;18000;19;12600;529;1507800;605;1212600;144;428400;0;3600000
05.06.2020 17:00;0;0;0;0;0;0;0;0;1;3000;4;3000;0;0;0;0;12;9600;13;8400;1;3000;20;13200;0;0;11;6600;19;22800;18;14400;540;1359000;593;1404000;100;255600;0;3600000
05.06.2020 18:00;0;0;0;0;0;0;0;0;0;0;1;600;0;0;3;2400;8;5400;14;9000;1;3000;7;4200;0;0;24;18000;12;8400;12;7800;489;1310400;520;990000;96;170400;0;3600000
05.06.2020 19:00;0;0;0;0;0;0;0;0;2;6000;2;1200;0;0;5;4200;11;12600;9;5400;0;0;7;4200;0;0;14;9600;7;4200;8;4800;384;801000;437;752400;71;205800;0;3600000
05.06.2020 20:00;0;0;0;0;0;0;0;0;2;6000;2;1200;0;0;3;3000;12;9600;11;7200;0;0;11;7800;0;0;12;8400;12;10200;10;6600;285;843600;267;658200;41;163800;0;3600000
05.06.2020 21:00;0;0;0;0;0;0;0;0;2;6000;1;600;0;0;1;600;7;4200;9;6000;0;0;6;4200;0;0;3;1800;9;7200;10;6000;234;571800;239;463800;24;93000;0;3600000
05.06.2020 22:00;0;0;0;0;0;0;0;0;1;2400;2;1200;0;0;0;0;4;4200;10;7800;0;0;2;1200;0;0;3;1800;9;5400;8;4800;184;217800;212;153600;20;4800;0;3600000
05.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;4;3600;0;0;2;1200;0;0;1;600;2;1200;6;3600;128;63000;140;156600;16;1800;0;3600000
06.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;3;1800;4;3600;5;3000;104;121200;94;54000;8;4200;0;3600000
06.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;3;2400;76;30600;60;69000;3;0;0;3600000
06.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;2;600;3;1800;42;7200;45;11400;1;0;0;3600000
06.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;28;39600;38;29400;0;0;0;3600000
06.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;37;29400;36;10200;3;600;0;3600000
06.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1800;2;1200;0;0;1;600;0;0;0;0;0;0;0;0;105;114000;89;104400;2;2400;0;3600000
06.06.2020 06:00;0;0;0;0;0;0;0;0;1;3000;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;76200;101;142200;8;29400;0;3600000
06.06.2020 07:00;0;0;0;0;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;3;1800;0;0;3;2400;0;0;0;0;1;1200;0;0;158;131400;177;85800;13;7200;0;3600000
06.06.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;10800;3;2400;3;2400;0;0;3;1800;0;0;5;3600;4;3000;3;1800;217;351000;216;233400;32;22200;0;3600000
06.06.2020 09:00;0;0;0;0;0;0;0;0;0;0;2;1200;0;0;2;1200;3;3000;11;7200;0;0;8;4800;0;0;7;4800;4;2400;9;5400;306;665400;382;610200;60;184200;0;3600000
06.06.2020 10:00;0;0;0;0;0;0;0;0;1;3000;4;1800;0;0;0;0;14;13200;18;12600;0;0;23;16200;2;6000;11;9000;4;3600;12;7800;433;867600;500;1026600;99;233400;0;3600000
06.06.2020 11:00;0;0;0;0;0;0;0;0;2;6000;5;4800;0;0;0;0;6;4800;14;9000;0;0;22;17400;0;0;20;15600;13;12600;18;12000;472;840000;521;864600;109;211200;0;3600000
