01.06.2020 00:00;Bel_A53_M5_3007;Vwz_A53_M5_3007;Bel_A57_M2_1138;Vwz_A57_M2_1138;Bel_D11;Vwz_D11;Bel_D12;Vwz_D12;Bel_D21;Vwz_D21;Bel_D31;Vwz_D31;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_D43;Vwz_D43;Bel_Fiber_reserve;Vwz_Fiber_reserve;Bel_H53_M3_3006;Vwz_H53_M3_3006;Bel_H53_M6_1140;Vwz_H53_M6_1140;Bel_H57_M1_1137;Vwz_H57_M1_1137;Bel_LLB-Test;Vwz_LLB-Test;Bel_Power_on;Vwz_Power_on;Bel_Sync;Vwz_Sync;Bel_foult;Vwz_foult
13.11.2020 09:00;33;33040;0;0;91;1255646;94;226851;34;142760;0;3600000;0;0;477;740955;0;0;0;0;33;32940;1;1000;34;33970;0;0;0;0;0;0;0;0
13.11.2020 10:00;28;27960;0;0;79;1127351;116;190629;53;349016;0;3600000;1;800;452;727844;0;0;0;0;31;30940;0;0;31;30950;0;0;0;0;0;0;0;0
13.11.2020 11:00;29;28930;0;0;87;1528166;123;337960;73;483370;0;3600000;0;0;450;649187;0;0;0;0;30;29970;0;0;29;28970;0;0;0;0;0;0;0;0
13.11.2020 12:00;31;30990;0;0;86;1300233;101;314530;117;722699;0;3600000;2;23210;491;791074;0;0;0;0;33;32960;0;0;33;33040;0;0;0;0;0;0;0;0
13.11.2020 13:00;34;33930;0;0;75;788493;122;868451;81;465264;0;3600000;1;2860;534;848518;0;0;0;0;42;43390;0;0;42;41960;0;0;0;0;0;0;0;0
13.11.2020 14:00;32;31940;0;0;72;1012435;100;489419;61;331912;0;3600000;0;0;563;1009066;0;0;0;0;35;34960;0;0;34;33950;0;0;0;0;0;0;0;0
13.11.2020 15:00;33;34260;0;0;81;1156157;96;393690;62;460456;0;3600000;1;160;633;1231774;0;0;0;0;36;35950;0;0;37;36950;0;0;0;0;0;0;0;0
13.11.2020 16:00;32;31950;0;0;89;944913;87;365938;70;508331;0;3600000;0;0;569;1064696;0;0;0;0;34;33980;0;0;34;33950;0;0;0;0;0;0;0;0
13.11.2020 17:00;32;31970;0;0;64;690259;70;331940;83;462664;0;3600000;0;0;582;1162592;0;0;0;0;35;34980;0;0;34;33970;0;0;0;0;0;0;0;0
13.11.2020 18:00;32;31970;0;0;59;751932;65;291690;80;651861;0;3600000;0;0;438;743287;0;0;0;0;34;44424;0;0;34;35150;0;0;0;0;0;0;0;0
13.11.2020 19:00;25;24960;0;0;35;354777;42;203660;44;345160;0;3600000;0;0;327;492266;0;0;0;0;29;30040;0;0;29;29042;0;0;0;0;0;0;0;0
13.11.2020 20:00;24;24000;0;0;26;320574;23;96323;15;71340;0;3600000;0;0;201;233500;0;0;0;0;23;23000;0;0;23;23533;0;0;0;0;0;0;0;0
13.11.2020 21:00;18;17990;0;0;10;119350;20;22920;4;11670;0;3600000;0;0;170;265300;0;0;0;0;18;17970;0;0;18;17970;0;0;0;0;0;0;0;0
13.11.2020 22:00;15;15043;0;0;8;128337;5;2130;4;28066;0;3600000;0;0;114;156180;0;0;0;0;14;13990;0;0;14;13980;0;0;0;0;0;0;0;0
13.11.2020 23:00;12;10980;0;0;10;12340;8;4860;2;1760;0;3600000;0;0;62;54170;0;0;0;0;11;11000;0;0;11;10990;0;0;0;0;0;0;0;0
14.11.2020 00:00;12;12000;0;0;2;25130;4;2830;0;0;0;3600000;0;0;52;60370;0;0;0;0;7;7000;0;0;7;6990;0;0;0;0;0;0;0;0
14.11.2020 01:00;6;6000;0;0;1;980;4;2820;0;0;0;3600000;0;0;49;69577;0;0;0;0;7;6980;0;0;7;6980;0;0;0;0;0;0;0;0
14.11.2020 02:00;6;5990;0;0;2;1180;3;2540;0;0;0;3600000;0;0;28;19840;0;0;0;0;7;7000;0;0;7;6980;0;0;0;0;0;0;0;0
14.11.2020 03:00;2;2000;0;0;3;17840;2;1460;1;23870;0;3600000;0;0;18;14626;0;0;0;0;2;2000;0;0;2;2000;0;0;0;0;0;0;0;0
14.11.2020 04:00;6;6000;0;0;2;20440;1;1170;1;190;0;3600000;0;0;16;13810;0;0;0;0;9;8980;0;0;9;8990;0;0;0;0;0;0;0;0
14.11.2020 05:00;17;16970;0;0;4;11580;4;26020;1;190;0;3600000;0;0;36;35150;0;0;0;0;17;17035;0;0;17;17064;0;0;0;0;0;0;0;0
14.11.2020 06:00;21;20990;0;0;11;17090;8;32690;0;0;0;3600000;0;0;66;70840;0;0;0;0;20;19990;0;0;19;18990;0;0;0;0;0;0;0;0
14.11.2020 07:00;20;19970;0;0;14;127460;8;39390;1;970;0;3600000;0;0;89;164130;0;0;0;0;22;22015;0;0;22;21960;0;0;0;0;0;0;0;0
14.11.2020 08:00;20;19970;0;0;19;194570;16;51220;5;2240;0;3600000;1;2340;138;212415;0;0;0;0;25;25100;0;0;25;24970;0;0;0;0;0;0;0;0
14.11.2020 09:00;20;19990;0;0;40;656923;35;59673;8;72850;0;3600000;1;160;306;337487;0;0;0;0;21;20970;0;0;22;21930;0;0;0;0;0;0;0;0
14.11.2020 10:00;19;18990;0;0;39;497559;41;84150;24;191514;0;3600000;0;0;417;586990;0;0;0;0;22;21980;0;0;22;21960;0;0;0;0;0;0;0;0
14.11.2020 11:00;20;19950;0;0;50;679070;61;99831;73;480881;0;3600000;0;0;493;803765;0;0;0;0;21;20970;0;0;20;19990;0;0;0;0;0;0;0;0
14.11.2020 12:00;20;19980;0;0;50;716643;44;66120;88;570754;0;3600000;3;600275;498;782318;0;0;0;0;22;21980;0;0;22;21980;0;0;0;0;0;0;0;0
14.11.2020 13:00;22;21970;0;0;72;951269;65;106330;89;523115;0;3600000;0;0;509;850447;0;0;0;0;21;20980;0;0;21;20960;0;0;0;0;0;0;0;0
14.11.2020 14:00;21;20980;0;0;85;1222515;67;214160;95;653510;0;3600000;0;0;538;920391;0;0;0;0;20;19960;0;0;21;21000;0;0;0;0;0;0;0;0
14.11.2020 15:00;19;18970;0;0;80;827310;73;151585;77;629862;0;3600000;0;0;550;997300;0;0;0;0;22;21950;0;0;20;19960;0;0;0;0;0;0;0;0
14.11.2020 16:00;18;17980;0;0;55;724387;57;135622;90;566274;0;3600000;0;0;457;695855;0;0;0;0;21;20990;0;0;20;19990;0;0;0;0;0;0;0;0
14.11.2020 17:00;21;20960;0;0;53;461270;65;202824;85;587809;0;3600000;0;0;443;570729;0;0;0;0;20;19960;0;0;21;20990;0;0;0;0;0;0;0;0
14.11.2020 18:00;21;20990;0;0;51;617906;58;75470;59;636835;0;3600000;0;0;339;410270;0;0;0;0;21;20970;0;0;21;20990;0;0;0;0;0;0;0;0
14.11.2020 19:00;15;14990;0;0;28;257218;34;86670;38;260680;0;3600000;1;1590;282;368561;0;0;0;0;18;17980;0;0;17;16990;0;0;0;0;0;0;0;0
14.11.2020 20:00;16;16130;0;0;24;292930;27;41390;13;125620;0;3600000;0;0;214;376900;0;0;0;0;14;14000;0;0;15;14990;0;0;0;0;0;0;0;0
14.11.2020 21:00;13;12980;0;0;11;162970;12;8300;2;1370;0;3600000;0;0;155;173330;0;0;0;0;13;13220;0;0;13;12980;0;0;0;0;0;0;0;0
14.11.2020 22:00;12;12000;0;0;6;21050;5;2150;1;1613;0;3600000;0;0;129;200813;0;0;0;0;12;11970;0;0;13;12990;0;0;0;0;0;0;0;0
14.11.2020 23:00;13;12980;0;0;9;115790;12;8070;0;0;0;3600000;0;0;92;127800;0;0;0;0;11;11000;0;0;12;11990;0;0;0;0;0;0;0;0
15.11.2020 00:00;12;10980;0;0;1;1370;6;3700;0;0;0;3600000;0;0;76;80570;0;0;0;0;7;7000;0;0;7;6990;0;0;0;0;0;0;0;0
15.11.2020 01:00;6;6000;0;0;4;21620;4;1360;0;0;0;3600000;0;0;46;41010;0;0;0;0;7;7000;0;0;6;6000;0;0;0;0;0;0;0;0
15.11.2020 02:00;6;6000;0;0;1;480;4;2830;0;0;0;3600000;1;3650;31;29090;0;0;0;0;7;6990;0;0;8;8000;0;0;0;0;0;0;0;0
15.11.2020 03:00;1;1000;0;0;1;18560;2;970;1;880;0;3600000;0;0;20;17120;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;0;0
15.11.2020 04:00;1;990;0;0;3;1460;0;0;0;0;0;3600000;0;0;18;15600;0;0;0;0;3;3000;0;0;3;2990;0;0;0;0;0;0;0;0
15.11.2020 05:00;6;5990;0;0;2;11050;4;17660;0;0;0;3600000;0;0;24;54560;0;0;0;0;8;7990;0;0;9;8990;0;0;0;0;0;0;0;0
15.11.2020 06:00;8;8000;0;0;3;16373;2;870;0;0;0;3600000;0;0;34;31330;0;0;0;0;11;10980;0;0;10;10000;0;0;0;0;0;0;0;0
15.11.2020 07:00;10;9980;0;0;7;131100;4;1760;1;580;1;3492490;0;0;24;20160;0;0;0;0;11;10990;0;0;10;9990;0;0;0;0;0;0;0;0
15.11.2020 08:00;9;8980;0;0;4;44240;2;1170;0;0;0;3600000;0;0;49;37560;0;0;0;0;11;10000;0;0;11;10980;0;0;0;0;0;0;0;0
15.11.2020 09:00;9;9000;0;0;20;203611;9;5240;0;0;0;3600000;0;0;102;156239;0;0;0;0;11;10990;0;0;10;9990;0;0;0;0;0;0;0;0
15.11.2020 10:00;9;8950;0;0;34;286830;14;9050;1;28280;0;3600000;0;0;167;283266;0;0;0;0;11;10990;0;0;11;10970;0;0;0;0;0;0;0;0
15.11.2020 11:00;10;9990;0;0;49;416869;23;12380;2;1950;0;3600000;0;0;223;378000;0;0;0;0;11;11000;0;0;11;10990;0;0;0;0;0;0;0;0
15.11.2020 12:00;15;14990;0;0;28;370770;19;16440;4;24946;0;3600000;0;0;294;581102;0;0;0;0;14;15120;0;0;15;15000;0;0;0;0;0;0;0;0
15.11.2020 13:00;19;18990;0;0;33;394834;35;28180;2;8650;0;3600000;0;0;333;555406;0;0;0;0;20;19960;0;0;19;18970;0;0;0;0;0;0;0;0
15.11.2020 14:00;19;18980;0;0;44;593884;30;22370;1;490;0;3600000;0;0;358;639175;0;0;0;0;21;20980;0;0;22;21980;0;0;0;0;0;0;0;0
15.11.2020 15:00;20;19960;0;0;51;631663;25;17210;6;32850;0;3600000;0;0;318;613243;0;0;0;0;21;20960;0;0;19;18960;0;0;0;0;0;0;0;0
15.11.2020 16:00;17;16970;0;0;48;615186;41;28840;3;2920;0;3600000;3;49660;337;562612;0;0;0;0;21;21010;0;0;21;21290;0;0;0;0;0;0;0;0
15.11.2020 17:00;21;20990;0;0;22;291203;32;21540;7;27260;0;3600000;0;0;307;493799;0;0;0;0;21;21870;0;0;22;21950;0;0;0;0;0;0;0;0
15.11.2020 18:00;19;18960;0;0;19;235266;24;30110;0;0;0;3600000;0;0;270;501930;0;0;0;0;21;20980;0;0;21;21130;0;0;0;0;0;0;0;0
15.11.2020 19:00;16;16000;0;0;19;164800;15;13230;3;44740;0;3600000;0;0;217;334680;0;0;0;0;18;17990;0;0;19;18990;0;0;0;0;0;0;0;0
15.11.2020 20:00;12;12000;0;0;10;52509;12;7330;0;3672;0;3600000;0;0;170;230100;0;0;0;0;12;11990;0;0;11;10980;0;0;0;0;0;0;0;0
15.11.2020 21:00;12;11990;0;0;8;45760;7;4190;2;11646;0;3600000;0;0;151;193148;0;0;0;0;11;10980;0;0;11;10990;0;0;0;0;0;0;0;0
15.11.2020 22:00;10;9990;0;0;4;37690;8;3110;0;0;0;3600000;0;0;82;111296;0;0;0;0;11;11000;0;0;11;11000;0;0;0;0;0;0;0;0
15.11.2020 23:00;11;10990;0;0;2;16950;0;0;0;0;0;3600000;0;0;55;75670;0;0;0;0;11;10980;0;0;11;11000;0;0;0;0;0;0;0;0
16.11.2020 00:00;13;12980;0;0;0;0;1;190;1;11740;0;3600000;0;0;21;17470;0;0;0;0;8;8200;0;0;8;8000;0;0;0;0;0;0;0;0
16.11.2020 01:00;0;0;0;0;1;30670;0;0;0;0;0;3600000;1;1670;21;17360;0;0;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0
16.11.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;13;14170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.11.2020 03:00;2;2000;0;0;0;0;0;0;0;0;0;3600000;0;0;9;9760;0;0;0;0;2;2000;0;0;2;1990;0;0;0;0;0;0;0;0
16.11.2020 04:00;7;6990;0;0;2;30574;1;34220;0;0;1;3487890;0;0;18;27180;0;0;0;0;7;6990;0;0;7;6970;0;0;0;0;0;0;0;0
16.11.2020 05:00;22;20990;0;0;7;37190;6;5350;1;1070;0;3600000;0;0;86;99093;0;0;0;0;25;24960;0;0;25;25000;0;0;0;0;0;0;0;0
16.11.2020 06:00;30;29960;0;0;27;398224;17;41800;4;6420;0;3600000;0;0;282;417500;0;0;0;0;34;33980;1;990;35;34970;0;0;0;0;0;0;0;0
16.11.2020 07:00;36;35940;0;0;73;1268555;45;123963;8;85580;0;3600000;0;0;415;761458;0;0;0;0;37;36970;5;4990;36;35580;0;0;0;0;0;0;0;0
16.11.2020 08:00;32;31960;0;0;77;1324823;62;199416;23;179473;0;3600000;0;0;465;799226;0;0;0;0;39;38920;1;1000;40;38970;0;0;0;0;0;0;0;0
16.11.2020 09:00;32;33130;0;0;75;1244637;84;232180;39;241240;1;3552180;0;0;440;632291;0;0;0;0;30;29970;1;1000;28;27970;0;0;0;0;0;0;0;0
16.11.2020 10:00;29;29000;0;0;88;1204404;107;209380;56;346420;0;3600000;2;4210;446;821940;0;0;0;0;31;30970;0;0;31;30970;0;0;0;0;0;0;0;0
16.11.2020 11:00;30;29950;0;0;91;1422836;102;338880;81;577819;0;3600000;0;0;408;526020;0;0;0;0;32;31990;0;0;33;32940;0;0;0;0;0;0;0;0
16.11.2020 12:00;31;30930;0;0;88;1294666;107;410050;79;538095;0;3600000;0;0;418;647598;0;0;0;0;35;35024;0;0;35;37360;0;0;0;0;0;0;0;0
16.11.2020 13:00;32;31960;0;0;82;1109778;108;528720;86;476263;1;3499680;0;0;457;784745;0;0;0;0;38;37940;0;0;40;39980;0;0;0;0;0;0;0;0
16.11.2020 14:00;35;34960;0;0;96;1444921;109;356540;71;395454;0;3600000;0;0;511;836641;0;0;0;0;36;42006;0;0;35;34950;0;0;0;0;0;0;0;0
16.11.2020 15:00;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
16.11.2020 16:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
16.11.2020 17:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
16.11.2020 18:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
16.11.2020 19:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
16.11.2020 20:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
16.11.2020 21:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
16.11.2020 22:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
16.11.2020 23:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2020 00:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2020 01:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2020 02:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2020 03:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2020 04:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2020 05:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2020 06:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2020 07:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2020 08:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2020 09:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2020 10:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2020 11:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2020 12:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2020 13:00;0;0;0;0;0;3600000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2020 14:00;7;6980;0;0;17;2979340;22;30950;21;91610;1;3544600;0;0;117;191600;0;0;0;0;7;2826990;0;0;7;7000;0;0;0;0;0;0;0;0
17.11.2020 15:00;34;34350;0;0;99;1365300;93;455752;59;301060;0;3600000;0;0;558;955902;0;0;0;0;36;36760;0;0;37;36930;0;0;0;0;0;0;0;0
17.11.2020 16:00;32;31940;0;0;100;1316806;100;312620;80;513474;0;3600000;1;2540;651;1392900;0;0;0;0;35;34970;0;0;36;37150;0;0;0;0;0;0;0;0
17.11.2020 17:00;33;33060;0;0;90;1166205;73;188935;66;544883;0;3600000;0;0;589;1083896;0;0;0;0;34;35080;0;0;35;34990;0;0;0;0;0;0;0;0
17.11.2020 18:00;30;29950;0;0;58;726640;74;289721;77;413209;0;3600000;0;0;427;729599;0;0;0;0;34;34017;0;0;35;34950;0;0;0;0;0;0;0;0
17.11.2020 19:00;28;27940;0;0;34;459927;40;98459;32;222153;0;3600000;0;0;269;407874;0;0;0;0;30;29980;0;0;29;28950;0;0;0;0;0;0;0;0
17.11.2020 20:00;21;20970;0;0;22;233570;25;222290;16;144402;0;3600000;0;0;183;279260;0;0;0;0;23;22950;0;0;24;23990;0;0;0;0;0;0;0;0
17.11.2020 21:00;16;15980;0;0;10;104040;13;11850;4;28110;0;3600000;0;0;136;227910;0;0;0;0;16;20873;0;0;16;15970;0;0;0;0;0;0;0;0
17.11.2020 22:00;14;14014;0;0;9;86740;10;8840;1;16370;1;3547110;0;0;90;109470;0;0;0;0;14;13990;0;0;14;13970;0;0;0;0;0;0;0;0
17.11.2020 23:00;12;11980;0;0;2;24570;5;49560;2;1460;0;3600000;0;0;48;41600;0;0;0;0;11;11000;0;0;11;13208;0;0;0;0;0;0;0;0
18.11.2020 00:00;12;11990;0;0;4;32107;3;1350;1;1260;0;3600000;0;0;32;24070;0;0;0;0;8;8000;0;0;8;9127;0;0;0;0;0;0;0;0
18.11.2020 01:00;0;0;0;0;0;0;1;480;0;0;0;3600000;0;0;26;24600;0;0;0;0;1;1000;0;0;1;990;0;0;0;0;0;0;0;0
18.11.2020 02:00;0;0;0;0;0;0;2;2330;0;0;0;3600000;0;0;14;12080;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.11.2020 03:00;3;2980;0;0;1;970;2;1260;1;970;0;3600000;0;0;13;12270;0;0;0;0;2;1990;0;0;2;2000;0;0;0;0;0;0;0;0
18.11.2020 04:00;6;5990;0;0;1;4960;2;33943;0;0;0;3600000;0;0;14;14830;0;0;0;0;9;9000;0;0;9;8990;0;0;0;0;0;0;0;0
18.11.2020 05:00;24;24200;0;0;5;71140;3;5370;1;7000;0;3600000;0;0;89;87790;0;0;0;0;25;24980;0;0;26;24980;0;0;0;0;0;0;0;0
18.11.2020 06:00;30;29980;0;0;26;426916;18;59170;5;32490;0;3600000;0;0;239;290081;0;0;0;0;32;31960;1;1000;32;31950;0;0;0;0;0;0;0;0
18.11.2020 07:00;37;36960;0;0;50;778656;46;231386;11;100480;0;3600000;0;0;421;689990;0;0;0;0;42;43217;4;3990;41;41000;0;0;0;0;0;0;0;0
18.11.2020 08:00;35;34982;0;0;77;1212804;76;173910;23;188990;0;3600000;0;0;451;774788;0;0;0;0;37;36940;2;2000;37;37015;0;0;0;0;0;0;0;0
18.11.2020 09:00;29;28950;0;0;69;1122340;85;194757;28;152328;0;3600000;0;0;420;730322;0;0;0;0;32;31960;1;1000;33;32990;0;0;0;0;0;0;0;0
18.11.2020 10:00;29;28950;0;0;98;1812180;102;374600;46;305554;0;3600000;1;542219;442;715764;0;0;0;0;32;31960;0;0;31;31042;0;0;0;0;0;0;0;0
18.11.2020 11:00;31;30970;0;0;93;1443817;159;464758;66;504427;0;3600000;0;0;393;550934;0;0;0;0;30;29960;0;0;30;29980;0;0;0;0;0;0;0;0
18.11.2020 12:00;32;30970;0;0;93;1139397;90;349204;88;562920;0;3600000;0;0;407;510681;0;0;0;0;35;34950;0;0;36;35960;0;0;0;0;0;0;0;0
18.11.2020 13:00;31;30950;0;0;74;1020444;88;274302;79;472030;0;3600000;0;0;468;684568;0;0;0;0;41;40980;0;0;41;40940;0;0;0;0;0;0;0;0
18.11.2020 14:00;36;35950;0;0;93;1546763;91;347961;73;537768;0;3600000;1;1510;508;806281;0;0;0;0;36;35980;0;0;35;34950;0;0;0;0;0;0;0;0
18.11.2020 15:00;33;32950;0;0;90;1192419;108;343646;63;295168;0;3600000;4;61930;590;1111909;0;0;0;0;35;34910;0;0;35;34960;0;0;0;0;0;0;0;0
18.11.2020 16:00;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
18.11.2020 17:00;34;33980;0;0;81;1242407;125;579003;65;372920;0;3600000;0;0;571;1063735;0;0;0;0;35;35248;0;0;35;35024;0;0;0;0;0;0;0;0
18.11.2020 18:00;32;31990;0;0;63;932480;94;416328;61;587815;1;3527870;0;0;407;665342;0;0;0;0;34;33960;0;0;35;34980;0;0;0;0;0;0;0;0
18.11.2020 19:00;27;26980;0;0;38;519635;49;277534;36;238860;0;3600000;2;319836;322;529015;0;0;0;0;29;28970;0;0;30;29990;0;0;0;0;0;0;0;0
18.11.2020 20:00;23;22960;0;0;23;256216;28;170142;6;63190;1;3518570;0;0;187;200599;0;0;0;0;22;22220;0;0;21;21320;0;0;0;0;0;0;0;0
18.11.2020 21:00;17;17000;0;0;11;116405;10;12950;5;24620;0;3600000;0;0;121;178550;0;0;0;0;17;16970;0;0;17;17025;0;0;0;0;0;0;0;0
18.11.2020 22:00;13;13000;0;0;4;65150;5;2620;2;23580;0;3600000;0;0;93;122700;0;0;0;0;14;14110;0;0;14;13980;0;0;0;0;0;0;0;0
18.11.2020 23:00;13;12990;0;0;3;40180;7;3290;0;0;0;3600000;0;0;43;39460;0;0;0;0;11;10990;0;0;11;10990;0;0;0;0;0;0;0;0
19.11.2020 00:00;12;12000;0;0;2;390;2;3980;1;17890;0;3600000;0;0;25;21260;0;0;0;0;7;6990;0;0;7;6990;0;0;0;0;0;0;0;0
19.11.2020 01:00;0;0;0;0;3;5340;3;5640;0;0;0;3600000;0;0;22;19010;0;0;0;0;2;2000;0;0;2;2000;0;0;0;0;0;0;0;0
19.11.2020 02:00;0;0;0;0;1;2530;3;3310;0;0;0;3600000;0;0;18;14300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.11.2020 03:00;3;2990;0;0;0;0;0;0;0;0;0;3600000;0;0;9;7600;0;0;0;0;2;2000;0;0;2;2000;0;0;0;0;0;0;0;0
19.11.2020 04:00;6;6000;0;0;1;5450;3;27480;1;5160;0;3600000;0;0;13;12930;0;0;0;0;8;7990;0;0;9;8980;0;0;0;0;0;0;0;0
19.11.2020 05:00;23;22990;0;0;9;149278;3;2630;0;0;0;3600000;1;4840;84;103970;0;0;0;0;26;25990;0;0;26;26032;0;0;0;0;0;0;0;0
19.11.2020 06:00;28;27970;0;0;31;556503;18;33600;4;50230;0;3600000;5;190280;261;294742;0;0;0;0;34;33970;1;990;32;31980;0;0;0;0;0;0;0;0
19.11.2020 07:00;32;31930;0;0;54;999459;37;62050;6;22000;0;3600000;1;35220;344;581160;0;0;0;0;39;38970;4;4000;39;38950;0;0;0;0;0;0;0;0
19.11.2020 08:00;36;35994;0;0;77;1001420;46;74890;17;56100;0;3600000;0;0;387;636201;0;0;0;0;38;37970;2;2000;38;37950;0;0;0;0;0;0;0;0
19.11.2020 09:00;31;30950;0;0;85;1137129;57;237973;23;103910;0;3600000;0;0;457;762294;0;0;0;0;34;33970;1;990;33;32990;0;0;0;0;0;0;0;0
19.11.2020 10:00;29;30122;0;0;81;1085205;100;447007;43;295570;1;3557200;6;51630;418;782015;0;0;0;0;32;31361;0;0;33;32960;0;0;0;0;0;0;0;0
19.11.2020 11:00;29;28960;0;0;93;1275800;103;223750;86;545540;0;3600000;0;0;396;536588;0;0;0;0;31;30960;0;0;30;29960;0;0;0;0;0;0;0;0
19.11.2020 12:00;31;30960;0;0;78;1075128;83;206110;88;611995;0;3600000;2;5010;447;692081;0;0;0;0;37;36990;0;0;37;36950;0;0;0;0;0;0;0;0
19.11.2020 13:00;36;35980;0;0;94;1482025;94;413798;59;418930;0;3600000;1;1830;444;685688;0;0;0;0;39;38970;0;0;38;37950;0;0;0;0;0;0;0;0
19.11.2020 14:00;37;36960;0;0;81;1044830;93;387972;63;407052;0;3600000;2;4610;550;953314;0;0;0;0;38;40830;0;0;38;37960;0;0;0;0;0;0;0;0
19.11.2020 15:00;29;28970;0;0;108;1327024;129;532994;65;365313;0;3600000;0;0;550;981273;0;0;0;0;36;36032;0;0;36;35970;0;0;0;0;0;0;0;0
19.11.2020 16:00;31;30960;0;0;101;1312120;107;904845;81;615350;0;3600000;1;1660;642;1344019;0;0;0;0;35;34997;0;0;32;31970;0;0;0;0;0;0;0;0
19.11.2020 17:00;32;32090;0;0;80;947510;97;597480;83;527491;0;3600000;0;0;589;1169618;0;0;0;0;34;34400;0;0;33;32970;0;0;0;0;0;0;0;0
19.11.2020 18:00;31;30960;0;0;67;954251;92;402784;64;389112;0;3600000;0;0;466;843895;0;0;0;0;36;37220;0;0;36;35970;0;0;0;0;0;0;0;0
19.11.2020 19:00;24;23970;0;0;58;690749;64;236462;42;359534;2;3326070;0;0;295;507802;0;0;0;0;28;26970;0;0;28;27980;0;0;0;0;0;0;0;0
