01.06.2020 00:00;Bel_A53_M5_3007;Vwz_A53_M5_3007;Bel_A57_M2_1138;Vwz_A57_M2_1138;Bel_D11;Vwz_D11;Bel_D12;Vwz_D12;Bel_D21;Vwz_D21;Bel_D31;Vwz_D31;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_D43;Vwz_D43;Bel_Fiber_reserve;Vwz_Fiber_reserve;Bel_H53_M3_3006;Vwz_H53_M3_3006;Bel_H53_M6_1140;Vwz_H53_M6_1140;Bel_H57_M1_1137;Vwz_H57_M1_1137;Bel_LLB-Test;Vwz_LLB-Test;Bel_Power_on;Vwz_Power_on;Bel_Sync;Vwz_Sync;Bel_foult;Vwz_foult
01.06.2020 20:00;12;11960;0;0;26;198838;85;327383;5;30440;0;3600000;0;3600000;341;390491;0;0;0;0;12;11990;0;0;11;10990;0;0;0;0;0;0;0;0
01.06.2020 21:00;12;11990;0;0;20;340832;41;86370;4;31857;1;3552350;1;3552350;273;292892;0;0;0;0;11;10990;0;0;11;10990;0;0;0;0;0;0;0;0
01.06.2020 22:00;12;12000;0;0;15;233057;37;101520;0;0;0;3600000;0;3600000;169;154673;0;0;0;0;11;10990;0;0;12;11990;0;0;0;0;0;0;0;0
01.06.2020 23:00;12;12000;0;0;6;78850;19;55820;1;300;0;3600000;0;3600000;128;99060;0;0;0;0;11;10980;0;0;11;10980;0;0;0;0;0;0;0;0
02.06.2020 00:00;12;12000;0;0;3;1500;11;9180;1;300;0;3600000;0;3600000;46;31520;0;0;0;0;8;7990;0;0;8;7990;0;0;0;0;0;0;0;0
02.06.2020 01:00;1;1000;0;0;2;100045;1;1190;1;200;1;3500390;1;3500360;33;21950;0;0;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0
02.06.2020 02:00;0;0;0;0;2;17340;6;5540;0;0;0;3600000;0;3600000;21;18210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 03:00;3;3000;0;0;0;0;1;790;0;0;0;3600000;0;3600000;18;11550;0;0;0;0;2;2000;0;0;2;2000;0;0;0;0;0;0;0;0
02.06.2020 04:00;6;5990;0;0;4;6010;4;6590;1;90;0;3600000;0;3600000;24;20340;0;0;0;0;9;8990;0;0;10;10000;0;0;0;0;0;0;0;0
02.06.2020 05:00;24;23980;0;0;7;49360;18;23428;0;0;0;3600000;0;3600000;92;65240;0;0;0;0;23;22960;0;0;26;25950;0;0;0;0;0;0;0;0
