01.06.2020 00:00;Bel_A51_M1_492;Vwz_A51_M1_492;Bel_A55_M2_513;Vwz_A55_M2_513;Bel_Anf_32;Vwz_Anf_32;Bel_H51_A9/M2_510;Vwz_H51_A9/M2_510;Bel_H55_A110/M3UmlX;Vwz_H55_A110/M3UmlX;Bel_H55_A110/M3_12X;Vwz_H55_A110/M3_12X
01.06.2020 00:00;5;4990;2;2000;0;0;5;4990;0;0;2;2000
01.06.2020 01:00;1;1000;0;0;0;0;1;1000;0;0;0;0
01.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 04:00;1;1000;2;2000;0;0;1;1000;0;0;2;2000
01.06.2020 05:00;1;990;3;3000;0;0;1;990;0;0;3;2990
01.06.2020 06:00;3;2990;4;4000;0;0;3;3000;0;0;4;4000
01.06.2020 07:00;4;4000;4;4000;0;0;4;3990;0;0;4;4000
01.06.2020 08:00;4;4000;4;4000;1;1010;4;4000;0;0;4;4000
01.06.2020 09:00;4;3980;4;3980;2;2020;4;3980;0;0;4;4000
01.06.2020 10:00;4;4000;4;3990;6;6060;4;4000;0;0;4;3990
01.06.2020 11:00;4;3980;4;3990;7;7080;4;4000;0;0;4;4000
01.06.2020 12:00;5;5000;6;6000;3;3030;5;5000;0;0;6;6000
01.06.2020 13:00;8;7980;8;8000;3;3030;8;8000;0;0;8;8000
01.06.2020 14:00;8;7980;8;8041;7;7070;8;8000;0;0;8;8000
01.06.2020 15:00;8;7990;8;8000;7;7070;8;7990;0;0;8;7980
01.06.2020 16:00;8;8000;8;7990;6;6100;8;8000;0;0;8;7970
01.06.2020 17:00;8;7990;8;8000;8;8060;8;7990;0;0;8;8000
01.06.2020 18:00;8;8000;8;8000;9;9100;8;7990;0;0;8;7990
01.06.2020 19:00;6;5990;5;4980;2;2020;6;6000;0;0;5;5000
01.06.2020 20:00;4;3990;4;4000;5;5050;4;4000;0;0;4;4000
01.06.2020 21:00;4;4000;4;4000;2;2020;4;4000;0;0;4;3990
01.06.2020 22:00;4;4000;4;4000;0;0;4;3990;0;0;4;4000
01.06.2020 23:00;4;4000;4;4000;0;0;4;4000;0;0;4;4000
02.06.2020 00:00;5;5000;2;2000;0;0;5;5000;0;0;2;2000
02.06.2020 01:00;1;1000;0;0;0;0;1;1000;0;0;0;0
02.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
02.06.2020 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;3000
02.06.2020 05:00;8;7990;11;10990;0;0;9;9000;0;0;11;10980
02.06.2020 06:00;13;12990;16;15990;1;1010;12;11990;0;0;16;15990
02.06.2020 07:00;16;16000;16;15990;8;8070;16;15980;0;0;16;15980
02.06.2020 08:00;15;14990;15;14990;8;8090;15;15000;0;0;15;14970
02.06.2020 09:00;16;15970;16;16000;8;8080;16;15980;0;0;16;15970
02.06.2020 10:00;16;15980;16;15980;13;13140;16;15990;0;0;16;16035
02.06.2020 11:00;16;15980;16;15970;11;11110;16;15990;0;0;16;15980
02.06.2020 12:00;16;15980;16;15990;7;7090;17;17020;0;0;16;15960
02.06.2020 13:00;16;15990;16;16000;7;7080;15;14990;0;0;16;15990
02.06.2020 14:00;17;16990;17;16980;13;13140;18;17610;0;0;17;16980
02.06.2020 15:00;16;15980;16;15990;16;16170;15;15402;0;0;16;15990
02.06.2020 16:00;15;14960;15;14990;14;14140;15;14970;0;0;15;15031
02.06.2020 17:00;16;16000;17;17000;24;24240;17;16990;0;0;17;16970
02.06.2020 18:00;15;14990;15;14980;8;8070;14;13980;0;0;15;14980
02.06.2020 19:00;13;12970;8;8050;11;11110;13;12980;0;0;8;8000
02.06.2020 20:00;8;7990;8;8000;1;1010;8;8000;0;0;8;7980
02.06.2020 21:00;7;7000;7;6990;3;3030;7;6990;0;0;7;7000
02.06.2020 22:00;6;5990;5;4980;0;0;6;6000;0;0;5;4980
02.06.2020 23:00;4;3990;4;4000;0;0;4;4000;0;0;4;4000
03.06.2020 00:00;6;6000;2;2000;0;0;6;5980;0;0;2;2000
03.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
03.06.2020 04:00;2;2000;2;1990;0;0;2;1990;0;0;2;2000
03.06.2020 05:00;8;7990;13;12990;1;1010;8;7980;0;0;13;12990
03.06.2020 06:00;14;13980;16;16000;1;1010;16;15980;0;0;16;15980
03.06.2020 07:00;16;15990;16;15980;9;9090;15;15000;0;0;16;15970
03.06.2020 08:00;17;16900;16;15960;8;8080;17;16980;0;0;16;15980
03.06.2020 09:00;16;16070;18;18000;9;9080;16;15970;0;0;19;18980
03.06.2020 10:00;17;16990;17;17000;9;9100;17;16980;0;0;16;15970
03.06.2020 11:00;16;15970;15;14970;7;7070;16;15980;0;0;16;15970
03.06.2020 12:00;16;15980;16;15980;8;8090;16;16000;0;0;15;15000
03.06.2020 13:00;16;15980;17;16980;11;11120;16;15990;0;0;17;16950
03.06.2020 14:00;18;18000;17;16970;11;11110;18;17990;0;0;17;16960
03.06.2020 15:00;15;14970;15;14990;7;7090;14;13980;0;0;16;15980
03.06.2020 16:00;16;15970;16;16000;20;20210;15;15040;0;0;15;14990
03.06.2020 17:00;16;15980;14;13980;16;16180;16;15990;0;0;14;13980
03.06.2020 18:00;14;13990;16;15980;12;12150;15;14960;0;0;16;15990
03.06.2020 19:00;12;11970;8;7990;5;5050;11;10990;0;0;8;7990
03.06.2020 20:00;8;7990;8;8000;3;3020;8;7990;0;0;8;7990
03.06.2020 21:00;7;7000;7;7000;3;3030;7;7000;0;0;7;6980
03.06.2020 22:00;6;5990;5;5000;3;3030;6;6000;0;0;5;4990
03.06.2020 23:00;4;4000;4;4000;0;0;4;4000;0;0;4;4000
04.06.2020 00:00;6;5990;2;2000;0;0;6;6000;0;0;2;2000
04.06.2020 01:00;0;0;0;0;1;1010;0;0;0;0;0;0
04.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
04.06.2020 04:00;2;2000;2;2000;0;0;2;1990;0;0;3;3000
04.06.2020 05:00;8;7990;13;12990;0;0;8;7970;0;0;12;11960
04.06.2020 06:00;14;13980;16;15180;0;0;14;13970;0;0;16;15980
04.06.2020 07:00;16;15960;17;17780;5;5050;16;15950;0;0;17;16980
04.06.2020 08:00;17;16970;16;15990;9;9090;18;17970;0;0;16;15990
04.06.2020 09:00;16;15980;17;17000;9;9090;15;14970;0;0;17;16980
04.06.2020 10:00;16;16040;14;13970;8;8070;16;15980;0;0;14;13990
04.06.2020 11:00;16;15990;16;15960;10;10090;16;15980;0;0;17;16990
04.06.2020 12:00;16;15980;16;15990;5;5050;16;15980;0;0;14;13970
04.06.2020 13:00;14;13990;15;14970;5;5050;15;15000;0;0;15;14980
04.06.2020 14:00;18;17970;18;18000;9;9080;18;18000;0;0;18;17980
04.06.2020 15:00;16;15990;13;12990;16;16180;16;15970;0;0;13;12980
04.06.2020 16:00;16;15970;17;16980;9;9080;16;15970;0;0;17;17000
04.06.2020 17:00;16;15980;17;17000;8;8090;17;16970;0;0;17;17000
04.06.2020 18:00;16;15970;16;15990;6;6050;16;15970;0;0;16;16000
04.06.2020 19:00;12;11990;8;8000;4;4040;11;11000;0;0;8;8000
04.06.2020 20:00;8;8000;8;7990;3;3010;8;7990;0;0;8;7980
04.06.2020 21:00;7;6990;7;6990;0;0;7;6970;0;0;7;6980
04.06.2020 22:00;6;5990;5;5000;1;1010;6;6000;0;0;5;5000
04.06.2020 23:00;4;4000;4;3990;0;0;4;3990;0;0;4;4000
05.06.2020 00:00;6;6000;2;2000;0;0;6;5990;0;0;2;2000
05.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
05.06.2020 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;3000
05.06.2020 05:00;8;7980;11;10980;0;0;9;8970;0;0;11;10990
05.06.2020 06:00;14;13970;17;16960;0;0;13;12980;0;0;17;17000
05.06.2020 07:00;16;15980;16;15980;4;4040;16;15970;0;0;16;15990
05.06.2020 08:00;16;15990;17;16980;7;7060;17;16980;0;0;17;16970
05.06.2020 09:00;16;15980;15;14990;16;16150;15;14990;0;0;15;14970
05.06.2020 10:00;16;16000;16;15990;17;17140;16;15980;0;0;16;15980
05.06.2020 11:00;16;15990;16;15980;9;9080;16;15970;0;0;16;15970
05.06.2020 12:00;16;15990;17;17005;8;8090;16;15970;0;0;17;16980
05.06.2020 13:00;15;14970;15;14980;2;2020;15;14980;0;0;15;14990
05.06.2020 14:00;18;17960;17;16940;10;10070;18;17970;0;0;17;16980
05.06.2020 15:00;16;16000;16;15980;5;5050;16;15990;0;0;16;15970
05.06.2020 16:00;16;16075;16;15970;7;7060;16;15980;0;0;16;15990
05.06.2020 17:00;16;15980;16;15990;16;16150;17;16990;0;0;16;15990
05.06.2020 18:00;16;15990;15;14980;5;5040;16;15970;0;0;15;14990
05.06.2020 19:00;12;11990;9;8980;2;2020;11;11000;0;0;9;8980
05.06.2020 20:00;8;7980;8;7980;2;2010;8;7980;0;0;8;8000
05.06.2020 21:00;7;6990;7;6990;1;1010;7;6990;0;0;7;6990
05.06.2020 22:00;6;5990;5;5000;1;1010;6;6000;0;0;5;5000
05.06.2020 23:00;4;4000;4;3990;0;0;4;4000;0;0;4;3980
06.06.2020 00:00;6;5990;2;2000;0;0;6;6000;0;0;2;2000
06.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;1980
06.06.2020 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;3000
06.06.2020 05:00;6;6000;8;7990;0;0;6;5980;0;0;8;7980
06.06.2020 06:00;8;7990;8;8000;1;1010;8;7990;0;0;8;8000
06.06.2020 07:00;8;7990;8;8000;0;0;8;8000;0;0;8;7990
06.06.2020 08:00;8;7990;8;7990;2;2010;8;7990;0;0;8;7990
06.06.2020 09:00;8;8000;8;7990;5;5040;8;7990;0;0;8;7990
06.06.2020 10:00;8;7990;8;8000;6;6050;8;7990;0;0;8;7980
06.06.2020 11:00;8;7990;7;6970;10;10090;8;7980;0;0;7;7000
06.06.2020 12:00;8;8000;9;8970;8;8070;8;7970;0;0;9;8980
06.06.2020 13:00;8;7990;8;8000;6;6050;8;7990;0;0;8;7960
06.06.2020 14:00;8;8000;8;8000;11;11100;8;7990;0;0;8;8000
06.06.2020 15:00;8;8000;8;7970;5;5050;8;8000;0;0;8;7990
06.06.2020 16:00;8;8000;8;8000;11;11090;8;8000;0;0;8;7990
06.06.2020 17:00;8;8000;8;7990;7;7060;8;8000;0;0;8;8042
06.06.2020 18:00;8;7970;8;8000;10;10100;8;7980;0;0;8;7990
06.06.2020 19:00;7;7000;7;7000;5;5030;7;7000;0;0;7;6980
06.06.2020 20:00;6;6000;6;5980;2;2010;6;6000;0;0;6;6000
06.06.2020 21:00;6;6000;6;6000;2;2020;6;6000;0;0;6;6000
06.06.2020 22:00;6;5990;5;5000;1;1010;6;5990;0;0;5;4990
06.06.2020 23:00;4;4000;4;3990;0;0;4;3990;0;0;4;3990
07.06.2020 00:00;6;6000;2;2000;0;0;6;5980;0;0;2;2000
07.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 04:00;1;1000;2;2000;0;0;1;1000;0;0;2;2000
07.06.2020 05:00;1;1000;3;3000;0;0;1;1000;0;0;3;3000
07.06.2020 06:00;3;3000;4;4000;0;0;3;3000;0;0;4;4000
07.06.2020 07:00;4;3980;4;4000;1;1010;4;3980;0;0;4;4000
07.06.2020 08:00;4;4000;4;3990;1;1010;4;4000;0;0;4;4000
07.06.2020 09:00;4;4000;4;4000;6;6040;4;3990;0;0;4;4000
07.06.2020 10:00;4;4000;4;4000;7;7060;4;3990;0;0;4;3990
07.06.2020 11:00;4;4000;4;4000;9;9080;4;3990;0;0;4;4000
07.06.2020 12:00;5;4990;6;5990;5;5103;5;4990;0;0;6;6000
07.06.2020 13:00;8;7990;8;8000;6;6060;8;7990;0;0;8;7980
07.06.2020 14:00;8;8029;8;7990;2;2010;8;7990;0;0;8;7990
07.06.2020 15:00;8;7980;7;6990;13;13120;8;7990;0;0;7;6980
07.06.2020 16:00;8;8000;9;8990;9;9090;8;8000;0;0;9;8990
07.06.2020 17:00;8;7990;8;7980;12;12130;8;7990;0;0;8;7990
07.06.2020 18:00;8;8000;8;7990;4;4060;8;7990;0;0;8;7990
07.06.2020 19:00;6;5980;5;5000;4;4040;6;5980;0;0;5;5000
07.06.2020 20:00;4;3990;4;4000;4;4040;4;3990;0;0;6;6000
07.06.2020 21:00;4;3990;4;4000;1;1010;4;4000;0;0;4;4000
07.06.2020 22:00;4;4052;4;4000;3;3020;4;4000;0;0;4;3990
07.06.2020 23:00;4;4000;4;3990;0;0;4;3990;0;0;4;3990
08.06.2020 00:00;5;5000;2;2000;0;0;5;5000;0;0;2;2000
08.06.2020 01:00;1;990;0;0;0;0;1;1000;0;0;0;0
08.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 03:00;0;0;2;1990;0;0;0;0;0;0;2;1990
08.06.2020 04:00;2;2000;3;3042;0;0;2;1990;0;0;3;3000
08.06.2020 05:00;8;7980;11;11000;1;1000;8;7990;0;0;11;10990
08.06.2020 06:00;14;13980;16;15980;0;0;14;14000;0;0;17;16990
08.06.2020 07:00;16;15970;18;18000;5;5040;16;15960;0;0;17;16960
08.06.2020 08:00;16;15980;15;14990;13;13120;16;15980;0;0;15;14980
08.06.2020 09:00;17;16970;17;16990;11;11100;17;16960;0;0;17;16980
08.06.2020 10:00;16;15980;17;17000;24;24220;16;15990;0;0;17;16960
08.06.2020 11:00;17;16980;14;13980;6;6060;17;16980;0;0;14;13960
08.06.2020 12:00;17;16960;19;18970;9;9100;17;17023;0;0;19;19000
08.06.2020 13:00;16;15990;16;15990;11;11110;17;16960;0;0;16;15980
08.06.2020 14:00;17;16980;17;16980;10;10110;15;15000;0;0;17;16960
08.06.2020 15:00;16;15970;16;16000;24;24250;15;14990;0;0;17;16970
08.06.2020 16:00;16;15970;16;15980;17;17223;16;15990;0;0;15;14970
08.06.2020 17:00;15;14960;16;15980;17;17170;16;15980;0;0;15;14990
08.06.2020 18:00;16;15990;16;15980;13;13130;17;16980;0;0;16;15990
08.06.2020 19:00;12;11990;8;8000;4;4030;11;11000;0;0;8;7990
08.06.2020 20:00;8;7980;8;7990;6;6070;8;7970;0;0;8;8000
08.06.2020 21:00;7;7000;7;7000;1;1010;7;6990;0;0;7;6980
08.06.2020 22:00;6;5980;5;5000;1;1010;6;6000;0;0;5;5000
08.06.2020 23:00;4;4000;4;3990;0;0;4;4000;0;0;4;4000
09.06.2020 00:00;6;5980;2;2000;0;0;6;5990;0;0;2;2000
09.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
09.06.2020 04:00;2;2000;2;2000;0;0;2;2000;0;0;2;1990
09.06.2020 05:00;9;8980;12;12000;1;1010;9;9000;0;0;13;12990
09.06.2020 06:00;13;12990;16;15980;2;2000;14;13980;0;0;16;15980
09.06.2020 07:00;16;15990;18;17980;11;11080;15;15000;0;0;17;16990
09.06.2020 08:00;16;15980;15;14980;13;13080;16;15970;0;0;15;14990
09.06.2020 09:00;16;15970;16;15990;10;10090;16;15970;0;0;17;16970
09.06.2020 10:00;16;15970;17;17000;15;15120;16;15980;0;0;16;15960
09.06.2020 11:00;16;15970;16;16000;12;12100;16;15980;0;0;16;15980
09.06.2020 12:00;17;16960;17;16990;9;9100;17;16970;0;0;17;16980
09.06.2020 13:00;16;15980;15;14990;8;8080;16;15980;0;0;15;15000
09.06.2020 14:00;18;18053;19;18970;8;8080;18;18000;0;0;19;18950
09.06.2020 15:00;15;14980;15;14950;19;19200;16;15980;0;0;16;16035
09.06.2020 16:00;17;16990;17;17000;10;10100;17;16990;0;0;16;15970
09.06.2020 17:00;16;16032;16;15980;9;9090;15;14990;0;0;16;15980
09.06.2020 18:00;15;14990;15;15000;12;12140;15;14990;0;0;15;14990
09.06.2020 19:00;12;11990;8;8000;7;7060;12;11980;0;0;8;7990
09.06.2020 20:00;8;7990;7;6980;1;1010;8;7980;0;0;7;7000
09.06.2020 21:00;7;6990;8;7990;2;2020;7;6980;0;0;8;7980
09.06.2020 22:00;6;5980;5;5000;1;1010;6;5990;0;0;5;5000
09.06.2020 23:00;4;4000;4;3990;1;1010;4;4000;0;0;4;4000
10.06.2020 00:00;6;6000;2;2000;0;0;6;6000;0;0;2;2000
10.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
10.06.2020 04:00;2;1990;2;1990;0;0;2;2000;0;0;3;3000
10.06.2020 05:00;8;7990;13;12990;0;0;8;8000;0;0;12;11990
10.06.2020 06:00;14;13980;15;14980;1;1010;14;13980;0;0;16;15990
10.06.2020 07:00;16;15980;19;18990;9;9070;15;14990;0;0;18;17960
10.06.2020 08:00;17;16990;15;14980;7;7070;17;16980;0;0;16;15980
10.06.2020 09:00;17;16970;16;15990;11;11070;17;16950;0;0;15;14960
10.06.2020 10:00;14;13970;17;17000;10;10090;16;15970;0;0;17;16990
10.06.2020 11:00;19;19000;16;16000;14;14120;17;16980;0;0;17;17000
10.06.2020 12:00;15;14980;17;16970;13;13110;15;14970;0;0;16;15970
10.06.2020 13:00;16;15990;15;15000;4;4040;16;15990;0;0;15;14960
10.06.2020 14:00;18;17980;18;17980;14;14140;18;17970;0;0;18;17990
10.06.2020 15:00;16;15990;16;15980;18;18170;16;15990;0;0;16;15960
10.06.2020 16:00;16;15970;16;15990;19;19170;17;17000;0;0;16;16000
10.06.2020 17:00;16;15970;16;15990;9;9090;15;14980;0;0;16;15980
10.06.2020 18:00;16;15980;15;14960;7;7070;16;15970;0;0;15;14990
10.06.2020 19:00;12;12000;9;8990;7;7070;12;11990;0;0;9;8990
10.06.2020 20:00;8;7980;8;7990;6;6050;8;7990;0;0;8;8000
10.06.2020 21:00;7;6980;7;6990;4;4040;7;7000;0;0;7;7000
10.06.2020 22:00;6;6000;5;5000;2;2020;6;6000;0;0;5;5000
10.06.2020 23:00;4;3990;4;4000;0;0;4;4000;0;0;4;4000
11.06.2020 00:00;6;5990;2;2000;0;0;6;6000;0;0;2;2000
11.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 04:00;1;1000;2;2052;0;0;1;1000;0;0;2;2000
11.06.2020 05:00;1;1000;3;2990;0;0;1;1000;0;0;3;3040
11.06.2020 06:00;3;3000;4;3990;0;0;3;3000;0;0;4;3990
11.06.2020 07:00;4;3980;4;4000;0;0;4;4000;0;0;4;4000
11.06.2020 08:00;4;4000;4;4000;1;1010;4;3990;0;0;4;4000
11.06.2020 09:00;4;4000;4;3990;8;8080;4;4000;0;0;4;3980
11.06.2020 10:00;4;4000;4;3990;3;3030;4;3990;0;0;4;4000
11.06.2020 11:00;4;4000;4;3990;2;2020;4;3990;0;0;4;4000
11.06.2020 12:00;5;5000;6;6000;9;9100;5;5000;0;0;6;6000
11.06.2020 13:00;8;7990;8;8000;9;9070;8;7990;0;0;8;7980
11.06.2020 14:00;8;7980;8;8000;12;12110;8;7980;0;0;8;7980
11.06.2020 15:00;8;7970;8;7990;5;5094;8;8000;0;0;8;7990
11.06.2020 16:00;8;8000;8;7990;19;19210;8;8000;0;0;8;7980
11.06.2020 17:00;8;7980;8;8000;4;4040;8;7990;0;0;8;8000
11.06.2020 18:00;8;8041;8;8000;8;8070;8;7980;0;0;8;7990
11.06.2020 19:00;6;5990;5;5051;2;2020;6;6000;0;0;5;4990
11.06.2020 20:00;4;4000;4;4000;2;2010;4;4000;0;0;4;3990
11.06.2020 21:00;4;4000;4;4000;4;4050;4;3990;0;0;4;4000
11.06.2020 22:00;4;4000;4;3990;2;2010;4;4000;0;0;4;3990
11.06.2020 23:00;4;4000;4;4000;1;1010;4;4000;0;0;4;3990
12.06.2020 00:00;5;4980;2;2000;0;0;5;4990;0;0;2;2000
12.06.2020 01:00;1;990;0;0;0;0;1;1000;0;0;0;0
12.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;1990
12.06.2020 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;3000
12.06.2020 05:00;8;7980;11;11000;1;1010;9;8980;0;0;11;10980
12.06.2020 06:00;14;13980;16;16000;0;0;14;13970;0;0;17;16990
12.06.2020 07:00;16;16033;18;17990;2;2020;15;14980;0;0;17;17040
12.06.2020 08:00;16;15970;16;16044;6;6050;16;15980;0;0;16;15980
12.06.2020 09:00;16;16000;15;15000;12;12100;15;14980;0;0;15;14990
12.06.2020 10:00;16;15990;16;15980;11;11110;16;15980;0;0;16;15970
12.06.2020 11:00;17;16990;17;16980;16;16170;17;16980;0;0;17;16960
12.06.2020 12:00;16;16042;16;15980;12;12140;16;15970;0;0;16;15970
12.06.2020 13:00;16;16000;16;15960;5;5050;17;16960;0;0;16;15980
12.06.2020 14:00;17;16970;17;16980;16;16170;15;15000;0;0;17;17094
12.06.2020 15:00;16;15940;16;15990;16;16170;16;15960;0;0;16;15990
12.06.2020 16:00;16;15990;17;16540;10;10100;17;16980;0;0;17;16970
12.06.2020 17:00;16;15980;16;16420;18;18180;15;14990;0;0;16;15960
12.06.2020 18:00;16;15980;14;13990;11;11110;17;16980;0;0;14;13990
12.06.2020 19:00;12;11980;9;8990;5;5060;11;10980;0;0;9;9000
12.06.2020 20:00;8;7990;8;7990;3;3040;8;7990;0;0;8;7980
12.06.2020 21:00;7;6990;7;7034;3;3030;7;6970;0;0;7;7000
12.06.2020 22:00;6;6000;5;5000;1;1010;6;6000;0;0;5;4990
12.06.2020 23:00;4;3990;4;4000;1;1010;4;4000;0;0;4;4000
13.06.2020 00:00;6;5990;2;2000;1;1010;6;6000;0;0;2;1990
13.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2020 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
13.06.2020 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;3051
13.06.2020 05:00;6;6000;8;7990;0;0;6;5980;0;0;8;7990
13.06.2020 06:00;8;7970;8;7980;0;0;8;7980;0;0;8;8000
13.06.2020 07:00;8;8000;8;7980;0;0;8;8000;0;0;8;8000
13.06.2020 08:00;8;7990;8;7990;1;1010;8;8000;0;0;8;8000
13.06.2020 09:00;8;7990;8;7990;8;8080;8;8000;0;0;8;8000
13.06.2020 10:00;8;7990;8;7990;9;9090;8;8000;0;0;8;8000
13.06.2020 11:00;7;6990;8;7990;12;12130;8;8000;0;0;8;7980
13.06.2020 12:00;8;7980;8;7990;6;6080;8;7990;0;0;8;7980
13.06.2020 13:00;8;8000;8;8000;3;3030;8;8000;0;0;8;7990
13.06.2020 14:00;8;8000;8;7990;14;14140;8;8000;0;0;8;8000
13.06.2020 15:00;8;7970;8;8000;12;12120;8;7970;0;0;8;8000
13.06.2020 16:00;8;8000;8;8000;5;5083;8;8000;0;0;8;7980
13.06.2020 17:00;8;7980;7;7000;5;5050;8;7980;0;0;7;6990
13.06.2020 18:00;8;7990;9;8990;5;5040;8;7970;0;0;9;8990
13.06.2020 19:00;7;6990;7;7000;3;3030;7;7000;0;0;7;6990
13.06.2020 20:00;6;5990;6;5990;4;4040;6;5990;0;0;6;5990
13.06.2020 21:00;6;6000;6;5990;4;4040;6;6000;0;0;6;6000
13.06.2020 22:00;6;5990;4;4000;2;2020;6;6000;0;0;5;4990
13.06.2020 23:00;4;4000;5;4990;1;1010;4;4000;0;0;4;4000
14.06.2020 00:00;6;6000;2;2000;0;0;6;5990;0;0;2;1990
14.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2020 04:00;1;1000;2;2000;0;0;1;1000;0;0;2;2000
14.06.2020 05:00;1;990;3;3000;0;0;1;1000;0;0;3;3000
14.06.2020 06:00;3;3000;4;4000;0;0;3;3000;0;0;4;4000
14.06.2020 07:00;4;4000;4;3990;0;0;4;4000;0;0;4;4000
14.06.2020 08:00;4;4000;4;4000;3;3020;4;4000;0;0;4;3990
14.06.2020 09:00;4;4000;4;3990;1;1010;4;4000;0;0;4;4000
14.06.2020 10:00;4;4000;4;4000;4;4040;4;4000;0;0;4;4000
14.06.2020 11:00;4;3990;4;3990;4;4040;4;3980;0;0;4;4000
14.06.2020 12:00;5;5000;6;5980;1;1010;5;5000;0;0;6;6000
14.06.2020 13:00;8;7990;8;7980;7;7070;8;7990;0;0;8;8000
14.06.2020 14:00;8;7970;8;8000;5;5050;8;7980;0;0;8;8000
14.06.2020 15:00;8;8000;8;7990;7;7070;8;7990;0;0;8;7970
14.06.2020 16:00;8;7990;8;7990;8;8080;8;7990;0;0;8;7980
14.06.2020 17:00;8;7980;8;8000;7;7070;8;8000;0;0;8;7980
14.06.2020 18:00;8;8043;8;8000;7;7050;8;8038;0;0;8;8000
14.06.2020 19:00;6;6000;5;4990;2;2020;6;6000;0;0;5;5000
14.06.2020 20:00;4;3990;4;3990;3;3030;4;3980;0;0;4;4000
14.06.2020 21:00;4;4000;4;3990;1;1010;4;3990;0;0;4;4000
14.06.2020 22:00;4;3990;4;4000;2;2010;4;4000;0;0;4;4000
14.06.2020 23:00;4;3990;4;4000;1;1010;4;3990;0;0;4;4000
15.06.2020 00:00;5;4990;2;2000;0;0;5;4980;0;0;2;2000
15.06.2020 01:00;1;1000;0;0;0;0;1;1000;0;0;0;0
15.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2020 03:00;0;0;2;1990;0;0;0;0;0;0;2;1990
15.06.2020 04:00;2;2000;2;2000;0;0;2;2000;0;0;2;1990
15.06.2020 05:00;8;7990;13;12980;0;0;8;8000;0;0;13;12980
15.06.2020 06:00;14;14000;15;15000;0;0;14;13980;0;0;16;15980
15.06.2020 07:00;16;15970;17;16980;16;16150;16;15990;0;0;16;15980
15.06.2020 08:00;15;14980;16;15990;11;11110;16;16000;0;0;16;16000
15.06.2020 09:00;17;16980;16;15980;7;7070;16;15990;0;0;16;15960
15.06.2020 10:00;16;15970;16;15990;7;7070;16;15990;0;0;16;15950
15.06.2020 11:00;16;15960;16;15990;10;10100;16;15960;0;0;17;16950
15.06.2020 12:00;16;16047;17;17000;9;9060;16;15960;0;0;16;15990
15.06.2020 13:00;16;15990;15;14990;9;9080;16;15990;0;0;15;14980
15.06.2020 14:00;17;16960;17;16980;14;14140;18;18000;0;0;17;17000
15.06.2020 15:00;16;15990;16;15960;8;8070;15;14980;0;0;16;16000
