01.06.2020 00:00;Bel_A51_M1_492;Vwz_A51_M1_492;Bel_A55_M2_513;Vwz_A55_M2_513;Bel_Anf_32;Vwz_Anf_32;Bel_H51_A9/M2_510;Vwz_H51_A9/M2_510;Bel_H55_A110/M3UmlX;Vwz_H55_A110/M3UmlX;Bel_H55_A110/M3_12X;Vwz_H55_A110/M3_12X
09.06.2021 13:00;16;15980;18;18022;14;14140;16;15990;0;0;18;18000
09.06.2021 14:00;19;18940;18;17980;17;17170;19;19042;0;0;18;18000
09.06.2021 15:00;17;16980;16;15980;15;15150;17;16950;0;0;16;15960
09.06.2021 16:00;16;15990;17;17000;22;22260;16;16000;0;0;17;16970
09.06.2021 17:00;16;15970;15;14980;14;14140;16;15990;0;0;15;14990
09.06.2021 18:00;16;15980;15;15000;19;19210;16;16000;0;0;15;15000
09.06.2021 19:00;13;13041;12;11990;21;21200;13;13000;0;0;12;11990
09.06.2021 20:00;12;11980;12;11980;12;12120;12;11990;0;0;12;11970
09.06.2021 21:00;9;8990;7;6990;6;6060;9;8990;0;0;7;6990
09.06.2021 22:00;6;6000;6;6000;2;2020;6;5990;0;0;6;6000
09.06.2021 23:00;6;6000;5;4990;0;0;6;6000;0;0;5;5000
10.06.2021 00:00;4;4000;4;3990;0;0;4;3990;0;0;4;4000
10.06.2021 01:00;4;4000;0;0;0;0;4;3990;0;0;0;0
10.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2021 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
10.06.2021 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;3000
10.06.2021 05:00;8;7990;12;11990;0;0;8;8000;0;0;12;11960
10.06.2021 06:00;14;13970;15;14990;1;1000;14;13960;0;0;15;15000
10.06.2021 07:00;16;16016;18;17960;18;18180;16;15990;0;0;18;17980
10.06.2021 08:00;17;16960;16;15990;20;20180;17;16990;0;0;16;15990
10.06.2021 09:00;16;15980;16;16000;8;8070;16;15970;0;0;15;14980
10.06.2021 10:00;16;15950;17;16970;15;15150;16;15980;0;0;17;17000
10.06.2021 11:00;16;16000;15;14990;8;8080;16;15980;0;0;16;16032
10.06.2021 12:00;16;15970;17;17000;13;13150;16;16089;0;0;16;15980
10.06.2021 13:00;17;16980;15;14990;9;9100;17;17041;0;0;16;15970
10.06.2021 14:00;17;16990;20;19980;20;20241;17;17000;0;0;19;18990
10.06.2021 15:00;17;17000;16;15970;19;19200;17;16980;0;0;16;16000
10.06.2021 16:00;16;16000;15;14980;14;14140;16;15980;0;0;16;15990
10.06.2021 17:00;16;15970;16;16052;18;18190;16;15970;0;0;15;14990
10.06.2021 18:00;16;15970;15;14970;18;18190;16;15990;0;0;16;15980
10.06.2021 19:00;12;11990;13;12990;11;11110;12;11990;0;0;12;11990
10.06.2021 20:00;13;12980;11;10990;5;5050;14;13430;0;0;11;10970
10.06.2021 21:00;9;9000;7;7000;5;5050;8;8550;0;0;7;6990
10.06.2021 22:00;6;6053;6;5980;0;0;6;5990;0;0;6;6000
10.06.2021 23:00;6;6000;5;4970;3;3030;6;5990;0;0;5;4990
11.06.2021 00:00;4;4000;4;4000;0;0;4;4000;0;0;4;4000
11.06.2021 01:00;4;4000;0;0;0;0;4;4000;0;0;0;0
11.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2021 03:00;0;0;2;2000;1;1000;0;0;0;0;2;1990
11.06.2021 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;3000
11.06.2021 05:00;8;8000;12;11980;0;0;9;8990;0;0;12;12000
11.06.2021 06:00;14;14032;16;15990;1;1010;13;12980;0;0;16;15980
11.06.2021 07:00;16;15990;18;17970;13;13110;17;16980;0;0;18;17970
11.06.2021 08:00;17;17041;14;13960;9;9090;17;16990;0;0;15;14970
11.06.2021 09:00;15;14990;17;16990;14;14110;14;14000;0;0;16;16000
11.06.2021 10:00;18;18000;18;17980;13;13207;18;17960;0;0;18;17970
11.06.2021 11:00;17;16980;17;16980;7;7070;17;16990;0;0;17;16980
11.06.2021 12:00;16;15990;17;16980;10;10110;16;15960;0;0;17;16990
11.06.2021 13:00;17;16980;15;14990;9;9090;17;16980;0;0;16;15990
11.06.2021 14:00;17;16960;18;17970;20;20220;17;17000;0;0;17;16970
11.06.2021 15:00;17;16960;16;16000;21;21200;17;16970;0;0;16;15990
11.06.2021 16:00;16;16000;16;15970;18;18190;16;15980;0;0;16;15980
11.06.2021 17:00;16;15960;16;15970;13;13140;16;15960;0;0;16;15980
11.06.2021 18:00;16;16000;15;15048;16;16190;16;16000;0;0;15;14980
11.06.2021 19:00;13;12990;13;12980;11;11110;13;13000;0;0;13;12970
11.06.2021 20:00;12;11980;11;10990;7;7060;12;11970;0;0;11;10970
11.06.2021 21:00;10;9980;8;8000;6;6060;10;9980;0;0;8;7990
11.06.2021 22:00;6;6000;6;5990;4;4040;6;6000;0;0;6;6000
11.06.2021 23:00;6;6000;5;4980;1;1010;6;5990;0;0;5;5000
12.06.2021 00:00;4;3990;4;3990;1;1010;4;3990;0;0;4;4000
12.06.2021 01:00;4;3990;0;0;0;0;4;4000;0;0;0;0
12.06.2021 02:00;0;0;0;0;1;1010;0;0;0;0;0;0
12.06.2021 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
12.06.2021 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;3000
12.06.2021 05:00;6;6000;8;7990;0;0;6;5980;0;0;8;7970
12.06.2021 06:00;8;8000;8;7990;0;0;8;8000;0;0;8;7990
12.06.2021 07:00;8;7990;8;7990;1;1010;8;7970;0;0;8;8000
12.06.2021 08:00;8;7990;8;8000;4;4040;8;7990;0;0;8;7970
12.06.2021 09:00;8;7980;8;7980;9;9080;8;8000;0;0;8;8000
12.06.2021 10:00;8;8000;8;7990;9;9090;8;8000;0;0;8;8000
12.06.2021 11:00;8;8000;9;9000;17;17170;8;7990;0;0;9;8990
12.06.2021 12:00;9;9000;8;7990;7;7080;9;9000;0;0;8;7970
12.06.2021 13:00;8;7970;8;7990;14;14150;8;7990;0;0;8;7990
12.06.2021 14:00;8;8000;8;7990;15;15160;8;8000;0;0;8;8000
12.06.2021 15:00;8;7980;8;7980;15;15160;8;8000;0;0;8;8000
12.06.2021 16:00;8;8000;8;8000;14;14140;8;7980;0;0;8;7980
12.06.2021 17:00;8;7990;8;7970;2;2020;8;8000;0;0;8;7990
12.06.2021 18:00;8;7980;8;8000;2;2020;8;8000;0;0;8;7970
12.06.2021 19:00;7;6980;6;6035;11;11100;7;6980;0;0;6;5990
12.06.2021 20:00;6;6000;7;6990;12;12120;6;6000;0;0;7;7000
12.06.2021 21:00;6;6000;6;5990;11;11110;6;6000;0;0;6;6000
12.06.2021 22:00;6;5980;6;6000;2;2020;6;5990;0;0;6;6000
12.06.2021 23:00;6;5970;5;4990;3;3030;6;5980;0;0;5;4990
13.06.2021 00:00;4;4000;4;4000;0;0;4;4000;0;0;4;3990
13.06.2021 01:00;4;4000;0;0;1;1010;4;4000;0;0;0;0
13.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 04:00;1;1000;2;2000;0;0;1;1000;0;0;2;1990
13.06.2021 05:00;1;1000;3;3000;1;1010;1;1000;0;0;3;3000
13.06.2021 06:00;3;3000;4;4000;0;0;3;3000;0;0;4;3990
13.06.2021 07:00;4;4000;4;4000;0;0;4;4000;0;0;4;4000
13.06.2021 08:00;4;4000;4;4000;4;4020;4;4000;0;0;4;4000
13.06.2021 09:00;4;4000;4;4000;5;5050;4;3990;0;0;4;3980
13.06.2021 10:00;4;3990;4;4000;7;7060;4;4000;0;0;4;3990
13.06.2021 11:00;4;4000;4;4000;7;7070;4;4000;0;0;4;4000
13.06.2021 12:00;5;4990;6;6000;18;18170;5;5000;0;0;6;6000
13.06.2021 13:00;8;7990;8;7980;7;7070;8;7980;0;0;8;7980
13.06.2021 14:00;8;8000;8;7990;14;14130;8;8000;0;0;8;8097
13.06.2021 15:00;8;7990;8;8000;7;7060;8;7990;0;0;8;8000
13.06.2021 16:00;8;7990;8;8000;9;9090;8;8000;0;0;8;7990
13.06.2021 17:00;8;7990;8;7970;13;13120;8;8000;0;0;8;7990
13.06.2021 18:00;8;7990;8;8000;8;8070;8;7990;0;0;8;7990
13.06.2021 19:00;7;6990;7;7000;9;9090;7;6990;0;0;7;7000
13.06.2021 20:00;6;6000;6;6000;4;4040;6;5990;0;0;6;5990
13.06.2021 21:00;6;6000;6;6000;4;4030;6;5990;0;0;6;6000
13.06.2021 22:00;6;6000;6;6000;2;2010;6;5990;0;0;6;6000
13.06.2021 23:00;6;6000;5;5000;1;1000;6;5980;0;0;5;5000
14.06.2021 00:00;4;4000;4;4000;0;0;4;3980;0;0;4;4000
14.06.2021 01:00;4;4000;0;0;0;0;4;4000;0;0;0;0
14.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 03:00;0;0;2;2000;0;0;0;0;0;0;2;1990
14.06.2021 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;3000
14.06.2021 05:00;8;7980;11;10980;0;0;8;7970;0;0;12;11980
14.06.2021 06:00;14;13960;16;15990;2;2010;15;14980;0;0;14;13960
14.06.2021 07:00;16;16000;18;18022;11;11080;15;14980;0;0;18;17970
14.06.2021 08:00;17;16960;16;15990;13;13130;17;16980;0;0;16;15990
14.06.2021 09:00;16;15980;17;16990;13;13130;16;15990;0;0;18;18000
14.06.2021 10:00;18;17990;18;18033;15;15140;18;18050;0;0;17;16990
14.06.2021 11:00;17;16990;16;16000;11;11110;17;16970;0;0;16;15970
14.06.2021 12:00;16;16000;17;16980;11;11184;17;17000;0;0;17;16980
14.06.2021 13:00;17;16990;15;14990;11;11120;16;15980;0;0;15;14990
14.06.2021 14:00;17;16990;19;19021;9;9080;17;16970;0;0;19;18990
14.06.2021 15:00;17;16980;16;15990;20;20200;17;17000;0;0;16;15980
14.06.2021 16:00;16;15950;15;14980;21;21200;16;15990;0;0;15;15000
14.06.2021 17:00;16;15980;16;16000;12;12130;16;15970;0;0;16;15970
14.06.2021 18:00;16;15950;15;14970;17;17200;16;16005;0;0;15;14990
14.06.2021 19:00;13;12980;12;11980;8;8090;13;12980;0;0;12;12000
14.06.2021 20:00;12;11990;12;11980;7;7080;12;11990;0;0;12;11990
14.06.2021 21:00;9;9000;7;6980;3;3020;9;8990;0;0;7;7000
14.06.2021 22:00;6;6000;6;5990;3;3020;6;5980;0;0;6;5990
14.06.2021 23:00;6;5980;5;5000;2;2020;6;5990;0;0;5;5000
15.06.2021 00:00;4;3990;4;4000;0;0;4;4000;0;0;4;4000
15.06.2021 01:00;4;3990;0;0;0;0;4;4000;0;0;0;0
15.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 03:00;0;0;2;1990;0;0;0;0;0;0;2;2000
15.06.2021 04:00;2;2000;2;2000;0;0;2;2000;0;0;2;1990
15.06.2021 05:00;8;8022;13;12990;0;0;9;9000;0;0;13;12990
15.06.2021 06:00;14;13960;16;15990;3;3030;13;12990;0;0;16;15990
15.06.2021 07:00;16;15980;17;16970;12;12090;16;15970;0;0;17;16950
15.06.2021 08:00;16;15990;15;14990;15;15140;16;15990;0;0;16;15970
15.06.2021 09:00;16;15990;16;16000;13;13130;16;15980;0;0;16;16000
15.06.2021 10:00;16;15990;19;19000;7;7070;16;15980;0;0;18;17980
15.06.2021 11:00;18;17990;15;14980;10;10100;18;17960;0;0;16;15990
15.06.2021 12:00;16;15990;17;16990;10;10120;16;16000;0;0;16;15990
15.06.2021 13:00;17;17040;16;15990;9;9090;17;16980;0;0;16;16000
15.06.2021 14:00;18;18000;18;17990;8;8080;18;18042;0;0;18;17980
15.06.2021 15:00;16;15960;16;15970;19;19210;16;15980;0;0;16;16000
15.06.2021 16:00;16;15980;17;16990;25;25270;16;15980;0;0;17;16990
15.06.2021 17:00;16;15980;15;14970;12;12140;17;16980;0;0;15;15000
15.06.2021 18:00;17;16970;15;14970;10;10110;16;15980;0;0;15;14980
15.06.2021 19:00;12;11970;13;13004;12;12178;12;11990;0;0;13;12990
15.06.2021 20:00;12;11990;11;10980;5;5060;12;11980;0;0;11;10990
15.06.2021 21:00;9;9000;7;7000;1;1010;9;8990;0;0;7;6990
15.06.2021 22:00;6;5990;6;6000;2;2010;6;6000;0;0;6;6000
15.06.2021 23:00;6;6000;5;5000;2;2020;6;5990;0;0;5;4980
16.06.2021 00:00;4;4000;4;4000;0;0;4;3970;0;0;4;4000
16.06.2021 01:00;4;3990;0;0;0;0;4;3990;0;0;0;0
16.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
16.06.2021 04:00;2;2000;2;2000;0;0;2;2000;0;0;2;1990
16.06.2021 05:00;8;7990;12;11990;0;0;8;7980;0;0;13;13000
16.06.2021 06:00;14;13970;16;15990;2;2020;14;14000;0;0;16;15460
16.06.2021 07:00;16;15970;18;18000;13;13120;16;16000;0;0;17;17520
16.06.2021 08:00;17;16970;16;15990;14;14191;18;17970;0;0;17;16960
16.06.2021 09:00;16;16031;16;15980;8;8080;15;14980;0;0;15;15037
16.06.2021 10:00;17;16970;19;19281;8;8080;17;16980;0;0;19;18970
16.06.2021 11:00;17;16980;15;14990;8;8080;17;16990;0;0;15;14980
16.06.2021 12:00;16;15960;17;17000;9;9110;16;15970;0;0;16;15970
16.06.2021 13:00;17;16980;16;15980;10;10110;17;16980;0;0;16;16000
16.06.2021 14:00;17;17000;18;18000;10;10110;17;17040;0;0;18;17980
16.06.2021 15:00;16;16033;15;14970;13;13130;17;17000;0;0;15;14990
16.06.2021 16:00;16;15970;17;16970;18;18200;15;14990;0;0;17;16980
16.06.2021 17:00;16;15970;15;14990;9;9090;16;15960;0;0;15;14980
16.06.2021 18:00;16;15960;16;15990;22;22220;16;15980;0;0;16;16064
16.06.2021 19:00;13;12970;11;10980;6;6060;13;12990;0;0;11;11000
16.06.2021 20:00;13;13000;12;11980;7;7080;13;12970;0;0;12;11970
16.06.2021 21:00;8;8000;7;7000;6;6060;8;7990;0;0;7;7000
16.06.2021 22:00;6;6000;6;5990;2;2010;6;5990;0;0;6;6000
16.06.2021 23:00;6;5970;5;5000;0;0;6;6000;0;0;5;5000
17.06.2021 00:00;4;4000;4;4000;0;0;4;3980;0;0;4;3990
17.06.2021 01:00;4;3970;0;0;0;0;4;3990;0;0;0;0
17.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2021 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
17.06.2021 04:00;2;2000;3;2990;0;0;2;1990;0;0;3;2990
17.06.2021 05:00;8;7980;11;11000;0;0;9;8990;0;0;11;10980
17.06.2021 06:00;14;13980;16;15980;2;2020;14;13980;0;0;17;16980
17.06.2021 07:00;16;15970;18;18000;12;12110;15;14990;0;0;17;16960
17.06.2021 08:00;17;16950;16;15960;14;14110;17;16980;0;0;16;15950
17.06.2021 09:00;16;15990;18;17990;17;17180;16;15980;0;0;18;17990
17.06.2021 10:00;18;17970;17;16990;8;8100;18;17960;0;0;17;16980
17.06.2021 11:00;17;16990;17;16980;10;10110;17;16970;0;0;17;16960
17.06.2021 12:00;17;16960;18;18000;8;8110;17;16990;0;0;18;17990
17.06.2021 13:00;17;16990;15;14990;11;11140;17;16980;0;0;15;15023
17.06.2021 14:00;17;17000;18;17980;9;9130;17;16990;0;0;18;17990
17.06.2021 15:00;17;16990;16;16000;10;10110;17;16990;0;0;16;15990
17.06.2021 16:00;17;16990;16;15950;12;12120;17;16970;0;0;16;15980
17.06.2021 17:00;15;14990;16;15990;12;12130;15;14990;0;0;16;16000
17.06.2021 18:00;16;16000;15;14990;11;11130;16;15980;0;0;16;15970
17.06.2021 19:00;13;12990;13;12970;10;10100;13;12970;0;0;12;11970
17.06.2021 20:00;12;11990;11;11000;5;5050;12;11990;0;0;11;10960
17.06.2021 21:00;9;8990;7;7000;4;4040;9;9043;0;0;7;6990
17.06.2021 22:00;6;5980;6;5990;2;2030;6;5990;0;0;6;5980
17.06.2021 23:00;6;6000;5;5000;0;0;6;6000;0;0;5;5000
18.06.2021 00:00;4;4000;4;4000;0;0;4;4000;0;0;4;4000
18.06.2021 01:00;4;3990;0;0;0;0;4;3990;0;0;0;0
18.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
18.06.2021 03:00;0;0;2;2000;0;0;0;0;0;0;2;1990
18.06.2021 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;2990
18.06.2021 05:00;8;7990;12;11920;0;0;8;8000;0;0;12;11980
18.06.2021 06:00;14;13990;15;15080;2;2020;14;13990;0;0;15;14990
18.06.2021 07:00;16;15980;18;18062;13;13120;16;15990;0;0;18;18033
18.06.2021 08:00;17;16980;16;15970;17;17170;17;16970;0;0;17;16990
18.06.2021 09:00;16;16000;17;16990;13;13130;16;15990;0;0;17;16960
18.06.2021 10:00;17;16990;17;16980;12;12120;17;16980;0;0;16;15970
18.06.2021 11:00;17;16990;16;15980;9;9100;18;17980;0;0;16;15990
18.06.2021 12:00;16;15980;17;16990;16;16200;15;15000;0;0;17;16990
18.06.2021 13:00;16;15970;16;15990;16;16170;16;15980;0;0;16;16039
18.06.2021 14:00;18;17990;18;17990;13;13150;18;18000;0;0;18;17980
18.06.2021 15:00;17;16990;16;15970;6;6070;17;16990;0;0;16;15980
18.06.2021 16:00;16;15990;16;15980;11;11120;16;16000;0;0;16;15990
18.06.2021 17:00;16;15950;16;15980;6;6060;16;15980;0;0;16;15990
18.06.2021 18:00;16;15980;15;14970;10;10100;16;16000;0;0;15;14980
18.06.2021 19:00;13;12990;12;12000;10;10120;14;13980;0;0;12;11970
18.06.2021 20:00;12;12000;11;10980;7;7070;12;11990;0;0;11;10990
18.06.2021 21:00;9;9000;7;6990;3;3030;8;7980;0;0;8;7990
18.06.2021 22:00;6;5990;7;6980;5;5050;6;6000;0;0;6;6000
18.06.2021 23:00;6;5990;4;3980;1;1010;6;6000;0;0;5;4330
19.06.2021 00:00;4;4000;5;5000;1;1000;4;3990;0;0;4;4650
19.06.2021 01:00;4;4000;0;0;2;2010;4;3990;0;0;0;0
19.06.2021 02:00;0;0;0;0;3;3030;0;0;0;0;0;0
19.06.2021 03:00;0;0;2;1990;0;0;0;0;0;0;2;1990
19.06.2021 04:00;2;2000;3;3000;2;2020;2;2000;0;0;3;2990
19.06.2021 05:00;6;5990;8;8000;0;0;6;5980;0;0;8;8000
19.06.2021 06:00;8;8000;8;7980;3;3030;8;7990;0;0;8;7990
19.06.2021 07:00;8;7990;8;8000;0;0;8;8000;0;0;8;7990
19.06.2021 08:00;8;7990;8;7980;7;7070;8;8000;0;0;8;8000
19.06.2021 09:00;8;8000;8;8000;10;10100;8;7980;0;0;8;7970
19.06.2021 10:00;8;8000;8;7990;17;17200;8;7990;0;0;8;8000
19.06.2021 11:00;8;7990;8;7990;6;6080;8;7990;0;0;8;7980
19.06.2021 12:00;8;8000;8;8000;7;7080;8;7990;0;0;8;8000
19.06.2021 13:00;8;7990;8;7980;10;10398;8;7990;0;0;8;8000
19.06.2021 14:00;8;8000;8;7970;8;8090;8;8000;0;0;8;7970
19.06.2021 15:00;8;8000;8;7960;16;16200;8;8000;0;0;8;7990
19.06.2021 16:00;8;7990;8;7980;10;10100;8;7970;0;0;8;7990
19.06.2021 17:00;8;8050;8;7980;6;6060;8;7990;0;0;8;7990
19.06.2021 18:00;7;6990;8;7990;2;2020;8;7990;0;0;8;8000
19.06.2021 19:00;8;8000;7;7000;8;8080;7;6990;0;0;7;7000
19.06.2021 20:00;6;6000;6;6000;10;10100;6;5980;0;0;6;5990
19.06.2021 21:00;6;5990;6;6000;2;2020;6;6000;0;0;6;5990
19.06.2021 22:00;6;6000;6;6000;8;8080;6;6000;0;0;6;6000
19.06.2021 23:00;6;5970;5;5000;0;0;6;6000;0;0;5;4990
20.06.2021 00:00;4;4000;4;4000;2;2020;4;4000;0;0;4;4000
20.06.2021 01:00;4;4000;0;0;0;0;4;4042;0;0;0;0
20.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2021 04:00;1;1000;2;2000;0;0;1;1000;0;0;2;1990
20.06.2021 05:00;1;1000;3;2990;0;0;1;1000;0;0;3;3000
20.06.2021 06:00;3;3000;4;4000;0;0;3;3000;0;0;4;3990
20.06.2021 07:00;4;3990;4;4052;2;2020;4;4000;0;0;4;3990
20.06.2021 08:00;4;3990;4;3990;2;2020;4;3990;0;0;4;3990
20.06.2021 09:00;4;4000;4;4000;7;7050;4;4000;0;0;4;4000
20.06.2021 10:00;4;4000;4;4000;4;4040;4;3990;0;0;4;4000
20.06.2021 11:00;4;4000;4;4000;3;3030;4;3990;0;0;4;4000
20.06.2021 12:00;5;5000;6;6000;7;7070;5;5000;0;0;6;5990
20.06.2021 13:00;8;7970;8;7990;3;3030;8;8000;0;0;8;7970
20.06.2021 14:00;8;7990;8;8033;11;11120;8;7990;0;0;8;8000
20.06.2021 15:00;8;8000;8;7990;12;12130;8;7990;0;0;8;8000
20.06.2021 16:00;8;7990;8;8000;12;12110;8;7970;0;0;8;8000
20.06.2021 17:00;8;8000;8;7990;8;8080;8;8000;0;0;8;8000
20.06.2021 18:00;8;7990;8;8000;12;12130;8;7990;0;0;8;8000
20.06.2021 19:00;7;7000;7;7000;4;4040;7;6980;0;0;7;7000
20.06.2021 20:00;6;6000;5;5000;8;8090;6;5990;0;0;6;5990
20.06.2021 21:00;6;5990;7;6990;0;0;6;5990;0;0;6;6000
20.06.2021 22:00;6;5990;6;6000;0;0;6;5990;0;0;6;5990
20.06.2021 23:00;6;6000;5;4980;1;1010;6;6000;0;0;5;5000
21.06.2021 00:00;4;4000;4;3990;0;0;4;4000;0;0;4;4000
21.06.2021 01:00;4;3990;0;0;0;0;4;3980;0;0;0;0
21.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2021 03:00;0;0;2;2000;0;0;0;0;0;0;2;1990
21.06.2021 04:00;2;2000;2;1990;0;0;2;1990;0;0;3;2990
21.06.2021 05:00;8;8000;12;11990;0;0;9;8990;0;0;11;11000
21.06.2021 06:00;14;13970;16;15970;3;3020;13;12990;0;0;16;15960
21.06.2021 07:00;15;14990;18;17990;17;17160;15;14990;0;0;18;17980
21.06.2021 08:00;18;17990;16;15980;11;11110;18;17990;0;0;16;15970
21.06.2021 09:00;16;15980;16;16000;12;12110;16;15970;0;0;16;15960
21.06.2021 10:00;16;15990;16;16109;7;7070;17;17016;0;0;16;16000
21.06.2021 11:00;16;15990;16;15990;8;8080;16;16000;0;0;16;16030
21.06.2021 12:00;15;14980;16;15990;16;16251;14;14022;0;0;16;16000
21.06.2021 13:00;19;18990;17;16980;8;8080;19;18990;0;0;17;16990
21.06.2021 14:00;16;15980;19;18960;17;17190;16;15970;0;0;19;18990
21.06.2021 15:00;18;17970;17;16980;14;14150;18;17960;0;0;17;16990
21.06.2021 16:00;17;16400;15;14980;14;14150;17;16970;0;0;16;16000
21.06.2021 17:00;16;16550;15;14990;15;15150;16;15990;0;0;15;15000
21.06.2021 18:00;16;15980;15;15030;12;12120;16;15980;0;0;15;15042
21.06.2021 19:00;13;13000;12;12076;12;12130;14;13990;0;0;12;11970
21.06.2021 20:00;12;11980;12;11980;17;17160;12;11980;0;0;12;11990
21.06.2021 21:00;9;8990;7;7000;6;6070;8;7990;0;0;7;7000
21.06.2021 22:00;6;6000;6;5990;2;2010;6;5990;0;0;6;5980
21.06.2021 23:00;6;6000;5;5000;0;0;6;6000;0;0;5;4990
22.06.2021 00:00;4;3990;4;4000;0;0;4;4000;0;0;4;3980
22.06.2021 01:00;4;3990;0;0;0;0;4;4000;0;0;0;0
22.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
22.06.2021 03:00;0;0;2;2000;0;0;0;0;0;0;2;2000
22.06.2021 04:00;2;2000;3;3000;0;0;2;2000;0;0;3;3000
22.06.2021 05:00;8;7970;12;11990;0;0;8;8000;0;0;12;12034
22.06.2021 06:00;14;13970;15;14980;3;3010;13;12970;0;0;15;14980
22.06.2021 07:00;16;15970;18;17990;17;17140;16;16000;0;0;18;17970
22.06.2021 08:00;17;16980;16;15990;14;14130;17;16990;0;0;16;15950
22.06.2021 09:00;16;16000;16;15980;8;8136;16;16103;0;0;16;16000
22.06.2021 10:00;14;13990;16;15980;9;9080;14;14000;0;0;16;15980
22.06.2021 11:00;18;17960;16;15980;12;12152;18;17990;0;0;17;16990
22.06.2021 12:00;16;16030;17;16980;8;8080;16;15990;0;0;17;16980
22.06.2021 13:00;17;16980;17;16990;14;14120;17;17000;0;0;16;15980
22.06.2021 14:00;17;16980;18;17970;8;8070;17;16980;0;0;18;17990
22.06.2021 15:00;17;16990;15;14950;8;8070;17;16990;0;0;16;15980
22.06.2021 16:00;16;16000;16;15990;13;13100;17;16990;0;0;16;15990
22.06.2021 17:00;16;15980;16;15960;17;17140;15;14980;0;0;15;14980
22.06.2021 18:00;16;15980;15;15000;13;13110;17;17000;0;0;15;14980
22.06.2021 19:00;13;12990;13;12990;7;7060;12;11990;0;0;13;12980
22.06.2021 20:00;12;12000;11;10980;2;2020;12;11980;0;0;11;10990
22.06.2021 21:00;9;8990;7;7000;1;1010;9;9000;0;0;7;6960
22.06.2021 22:00;6;6000;6;5990;0;0;6;5990;0;0;6;5990
22.06.2021 23:00;6;5990;5;5000;1;1010;6;5990;0;0;5;5000
23.06.2021 00:00;4;3980;4;3990;0;0;4;4000;0;0;4;4000
23.06.2021 01:00;4;3990;0;0;0;0;4;3990;0;0;0;0
23.06.2021 02:00;0;0;0;0;1;1000;0;0;0;0;0;0
23.06.2021 03:00;0;0;1;1000;0;0;0;0;0;0;1;1000
23.06.2021 04:00;2;2000;4;4000;0;0;2;2000;0;0;4;4000
23.06.2021 05:00;8;7980;12;11990;0;0;9;9000;0;0;12;11980
23.06.2021 06:00;14;13970;15;14970;1;1000;13;12980;0;0;16;16000
23.06.2021 07:00;16;15960;18;17960;20;20150;16;15980;0;0;17;16990
23.06.2021 08:00;16;15970;15;14980;17;17130;16;15990;0;0;15;14990
23.06.2021 09:00;16;15980;16;15990;9;9080;16;15970;0;0;16;15960
23.06.2021 10:00;16;15980;17;16970;17;17150;16;15970;0;0;17;16940
23.06.2021 11:00;15;14960;15;14990;12;12120;15;14980;0;0;16;15990
23.06.2021 12:00;17;16980;18;17990;10;10100;17;16970;0;0;17;16980
23.06.2021 13:00;17;16980;16;16000;13;13150;17;17036;0;0;16;15980
23.06.2021 14:00;17;17000;17;16960;11;11154;17;16990;0;0;17;16980
23.06.2021 15:00;17;16960;16;15980;21;21210;17;16980;0;0;16;15960
23.06.2021 16:00;16;15980;16;15980;13;13130;15;15000;0;0;17;16980
23.06.2021 17:00;16;15990;16;15970;16;16150;16;15980;0;0;15;15000
23.06.2021 18:00;16;15990;15;14980;11;11120;17;16980;0;0;15;15000
23.06.2021 19:00;13;13000;13;12980;8;8080;13;12990;0;0;13;13000
23.06.2021 20:00;12;12000;11;10970;8;8090;11;10990;0;0;11;10990
23.06.2021 21:00;9;8970;7;6990;0;0;9;8970;0;0;7;7000
23.06.2021 22:00;6;6000;6;5990;1;1010;6;5980;0;0;6;6000
23.06.2021 23:00;6;6000;5;5000;0;0;6;6000;0;0;5;4990
24.06.2021 00:00;4;3980;4;4000;0;0;4;3990;0;0;4;4000
24.06.2021 01:00;4;4000;0;0;0;0;4;3990;0;0;0;0
24.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
