01.06.2020 00:00;Bel_D51;Vwz_D51;Bel_D52;Vwz_D52;Bel_D53;Vwz_D53;Bel_D54;Vwz_D54;Bel_D71;Vwz_D71;Bel_D72;Vwz_D72;Bel_D91;Vwz_D91;Bel_D92;Vwz_D92;Bel_D93;Vwz_D93;Bel_D94;Vwz_D94;Bel_MP1;Vwz_MP1;Bel_MP2;Vwz_MP2;Bel_MP3;Vwz_MP3;Bel_MP4;Vwz_MP4;Bel_MP5;Vwz_MP5;Bel_MP6;Vwz_MP6;Bel_MP7;Vwz_MP7;Bel_TBS35;Vwz_TBS35;Bel_TBS37;Vwz_TBS37;Bel_TBS38;Vwz_TBS38;Bel_TBS39;Vwz_TBS39;Bel_TF37;Vwz_TF37;Bel_TF38;Vwz_TF38;Bel_TS57;Vwz_TS57
21.05.2021 07:00;200;1531940;202;1647156;202;317318;200;372870;211;362237;215;171770;468;1588616;424;1223936;468;787695;431;564102;9;8990;9;9000;10;10000;3;2990;3;3000;11;10990;10;10000;6;5890;19;25199;2;3000570;0;0;2;3000870;2;3000720;0;0
21.05.2021 08:00;213;1905594;231;2193264;216;568410;231;695650;264;428623;257;224590;489;2088822;472;1841849;483;1182841;471;923942;13;12990;14;13990;14;13990;4;4000;4;4000;14;13970;15;14930;1;860;20;23330;0;3600000;0;0;0;3600000;0;3600000;0;0
21.05.2021 09:00;216;1500749;182;1748991;230;406518;194;499995;204;331173;201;171317;480;1623333;463;1353848;474;551745;467;440013;14;14000;14;13970;14;14000;5;5000;5;5000;12;12000;12;12000;1;1220;16;19100;0;3600000;0;0;0;3600000;0;3600000;0;0
21.05.2021 10:00;210;1675201;203;1785540;222;316989;205;355140;237;375229;233;193715;489;1842264;455;1687894;486;595772;462;575765;14;14035;13;13000;13;12980;4;3990;4;4000;15;14990;15;14950;6;5397;8;10050;0;3600000;6;5090;0;3600000;0;3600000;0;0
21.05.2021 11:00;214;1789659;200;1725457;224;376700;209;337770;260;408000;249;214030;502;1956626;503;1700395;513;860892;499;592975;13;12990;14;13980;14;13970;4;4000;4;4000;14;13980;14;13990;7;7720;18;24768;0;3600000;2;3300;0;3600000;0;3600000;0;0
21.05.2021 12:00;219;1855477;197;1732141;233;487386;196;414308;256;429723;244;197406;538;1737310;478;1519115;531;547349;480;472556;16;15990;14;13990;14;13980;4;4000;4;3990;13;12990;13;12990;7;9790;15;27560;0;3600000;1;840;0;3600000;0;3600000;0;0
21.05.2021 13:00;233;1953650;177;1611772;251;429842;184;405430;316;539480;306;259660;508;1781170;519;1645856;501;659809;531;510348;16;15980;16;16000;16;15980;4;4000;4;4000;14;13980;14;13990;7;8380;20;23140;0;3600000;2;1520;0;3600000;0;3600000;0;0
21.05.2021 14:00;213;1683058;218;2023493;222;326373;220;415625;298;484250;290;250380;502;1447176;477;1407122;492;435457;483;414615;12;11990;14;13990;14;13950;4;3990;4;4000;16;15980;16;15980;5;4250;15;21610;0;3600000;7;9340;0;3600000;0;3600000;0;0
21.05.2021 15:00;211;1531833;200;1561841;224;354410;204;361471;341;654641;334;296198;488;1663465;508;1617416;482;442480;511;459089;14;14000;14;13970;14;13990;4;3990;4;4000;14;14000;14;13807;7;7290;16;18530;0;3600000;2;2380;0;3600000;0;3600000;0;0
21.05.2021 16:00;223;1803775;199;1707805;233;468050;208;497708;301;565095;297;246900;465;1578112;492;1519715;461;477337;496;523758;14;14000;14;13990;14;13990;4;3990;4;3990;15;14990;15;14990;7;7570;27;30481;0;3600000;1;970;0;3600000;0;3600000;0;0
21.05.2021 17:00;178;1456054;170;1454242;192;211050;178;301053;292;502949;285;236467;464;1400922;492;1555192;452;411225;499;423560;14;13970;14;14000;14;13990;4;3990;4;3990;13;12990;13;12980;10;8410;20;23020;0;3600000;6;6290;0;3600000;0;3600000;0;0
21.05.2021 18:00;195;1734534;159;1594746;198;235720;171;277377;303;487202;297;219536;445;1391035;459;1348950;428;326490;470;381307;12;11990;12;11980;12;11980;4;3990;4;4000;11;10990;11;10970;8;15410;17;17260;0;3600000;7;7880;0;3600000;0;3600000;0;0
21.05.2021 19:00;142;1273026;117;1538778;142;140030;123;166279;216;326070;211;150090;367;1013646;315;930387;357;230770;317;195737;7;7000;8;8000;8;7990;2;2000;2;1990;8;7990;8;8000;7;12360;16;23070;0;3600000;3;4640;0;3600000;0;3600000;0;0
21.05.2021 20:00;100;752913;82;986659;107;81107;86;84306;158;239480;149;114307;306;759113;285;763994;294;196263;284;177750;8;7990;8;7980;8;7980;2;2000;2;2047;8;7980;8;8000;2;1980;8;10140;0;3600000;2;1610;0;3600000;0;3600000;0;0
21.05.2021 21:00;106;828779;90;930597;111;93747;100;110800;131;204790;122;92730;237;797242;211;680307;231;159100;214;177600;7;6990;6;6000;6;5990;0;0;0;0;6;5980;6;6000;4;6020;7;8390;0;3600000;0;0;0;3600000;0;3600000;0;0
21.05.2021 22:00;63;466157;51;826518;59;57780;57;55410;75;99620;75;55180;210;457570;197;518537;205;128620;188;114080;4;4000;4;4000;4;4000;0;0;0;0;5;5000;5;5000;3;3190;5;8000;0;3600000;1;840;0;3600000;0;3600000;0;0
21.05.2021 23:00;39;416730;35;566144;39;30750;38;38690;71;110080;60;44240;160;382577;136;275380;153;98310;134;78110;4;3990;4;4000;4;4000;0;0;0;0;4;4000;4;4000;0;0;3;3520;0;3600000;0;0;0;3600000;0;3600000;0;0
22.05.2021 00:00;38;469665;26;472331;40;29890;31;26250;33;69820;27;24110;114;311100;113;352411;111;64750;108;61521;2;2000;2;2000;2;2000;0;0;0;0;3;3000;3;3000;0;0;2;2510;0;3600000;0;0;0;3600000;0;3600000;0;0
22.05.2021 01:00;20;282473;22;398039;21;15460;20;18450;33;48320;27;17850;80;144290;54;104985;84;50945;53;30467;1;1000;1;1000;1;990;1;1000;1;1000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
22.05.2021 02:00;11;245730;11;191634;12;9850;12;8920;18;22290;17;11170;47;63840;39;96167;42;26100;32;18750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
22.05.2021 03:00;8;107750;14;216793;9;6660;14;10000;17;31720;13;9470;39;67470;24;18620;33;24190;21;13670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;780;0;3600000;0;0;0;3600000;0;3600000;0;0
22.05.2021 04:00;10;96410;10;249365;7;6200;11;11290;18;19570;19;13870;33;46360;27;78460;29;24800;25;15750;1;1000;1;990;1;1000;0;0;0;0;1;1000;1;1000;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
22.05.2021 05:00;27;227905;18;334295;22;18250;18;35470;40;49480;39;37980;84;139620;55;65630;74;50550;52;29770;5;5000;5;5000;5;5000;4;4000;4;4000;7;7000;7;6990;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
22.05.2021 06:00;29;305916;37;716225;30;29810;37;54805;46;68030;45;45680;106;177392;77;111058;95;58960;77;45970;9;8830;8;8000;8;8000;4;4000;4;4000;8;7990;8;7970;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
22.05.2021 07:00;59;652683;50;708698;59;49910;50;57580;58;71200;58;51665;158;555497;84;241300;151;114350;82;50460;8;8150;8;7970;8;7990;4;4000;4;4000;8;8000;8;7990;0;0;1;1740;0;3600000;0;0;0;3600000;0;3600000;0;0
22.05.2021 08:00;92;1039032;73;915644;94;75480;78;80230;102;137530;102;84523;224;668792;168;506981;213;143023;164;99114;7;6990;8;7990;8;7990;3;3000;3;3000;8;8000;8;8069;0;0;4;5060;0;3600000;1;1360;0;3600000;0;3600000;0;0
22.05.2021 09:00;128;1258802;120;1272383;138;157363;124;158264;126;182624;119;97820;345;974601;296;810601;339;253990;296;209847;8;7980;8;7990;8;7990;4;4000;4;4000;8;8000;8;7990;3;3990;11;12770;0;3600000;1;850;0;3600000;0;3600000;0;0
22.05.2021 10:00;196;1296212;153;1426108;195;209230;161;199930;180;262620;170;129380;433;1391208;369;1105649;424;339370;370;258070;9;8990;8;8000;8;7990;4;3990;4;4000;8;7980;8;8000;5;3990;10;13920;0;3600000;2;2120;0;3600000;0;3600000;0;0
22.05.2021 11:00;184;1857513;159;1552418;199;367410;162;276933;195;333829;178;136880;500;1350861;416;1214828;495;373319;420;413555;9;9036;8;8000;8;7990;4;4000;4;4000;8;7980;8;8000;9;16930;7;9950;0;3600000;2;3430;0;3600000;0;3600000;0;0
22.05.2021 12:00;202;1547783;169;1495989;210;258708;172;195890;220;342860;211;164239;478;1504607;474;1508017;476;446770;473;463383;8;7980;8;7980;8;7990;4;3980;4;4000;8;8000;8;7980;6;5530;12;12920;0;3600000;0;0;0;3600000;0;3600000;0;0
22.05.2021 13:00;206;1689191;174;1640896;216;284808;181;286770;254;401760;239;185580;514;1636479;485;1489943;518;519845;487;476025;8;7990;8;7990;8;7990;4;3990;4;4000;8;7990;8;7990;7;9800;15;17860;0;3600000;0;0;0;3600000;0;3600000;0;0
22.05.2021 14:00;182;1675829;171;1627360;189;273850;179;321163;242;388612;234;181887;498;1598054;522;1559828;501;441740;517;531590;8;7990;8;8000;8;7980;4;4000;4;4000;9;8990;9;8980;11;13760;19;21770;0;3600000;2;2030;0;3600000;0;3600000;0;0
22.05.2021 15:00;166;1588925;147;1612152;177;191882;150;189928;243;419656;231;181547;457;1419527;424;1280697;453;337824;420;368976;9;8990;8;8000;8;8000;4;3990;4;4000;7;6990;7;7000;3;3420;22;26890;0;3600000;0;0;0;3600000;0;3600000;0;0
22.05.2021 16:00;165;1644156;121;1387777;171;199420;130;166410;204;380080;188;153550;421;1358209;428;1318349;427;385626;430;396707;7;7000;8;8000;8;8000;4;4000;4;3990;7;7000;7;6990;5;4570;21;21780;0;3600000;2;1910;0;3600000;0;3600000;0;0
22.05.2021 17:00;151;1643988;124;1510200;158;232150;130;157948;208;371987;197;154080;433;1274531;413;1331057;430;317499;413;348331;8;7980;8;8000;8;7990;4;3990;4;4000;8;7990;8;7990;7;6840;17;24870;0;3600000;4;5190;0;3600000;0;3600000;0;0
22.05.2021 18:00;147;1532697;127;1458518;160;205109;133;187177;214;388796;194;144680;417;1335520;411;1183596;418;326688;417;320328;8;7980;8;7990;8;8000;4;4000;4;3990;8;7990;8;8000;7;7060;17;18940;0;3600000;8;11710;0;3600000;0;3600000;0;0
22.05.2021 19:00;135;1573733;99;1041101;134;183500;99;113930;160;239558;151;108650;312;1070899;342;1055240;312;212020;339;257320;6;5990;6;6000;6;5990;0;0;0;0;6;6000;6;6000;3;6010;7;9320;0;3600000;1;900;0;3600000;0;3600000;0;0
22.05.2021 20:00;118;1021796;93;1020280;126;171256;99;108730;148;203008;138;101440;294;833976;271;872683;289;183920;273;166010;5;5000;5;5000;5;4990;0;0;0;0;6;6000;6;5990;4;6410;4;3560;0;3600000;0;0;0;3600000;0;3600000;0;0
22.05.2021 21:00;95;1099960;70;789549;95;92077;73;63578;109;196910;94;66990;279;809396;255;753757;272;176702;257;155156;4;3990;4;4000;4;4000;0;0;0;0;4;4000;4;3990;1;760;3;4340;0;3600000;0;0;0;3600000;0;3600000;0;0
22.05.2021 22:00;72;835948;66;836356;72;64270;73;71648;71;116967;66;50810;203;536603;217;592865;205;122582;208;128366;4;4000;4;3980;4;4048;0;0;0;0;4;3990;4;4000;0;0;4;4160;1;3482850;0;0;1;3482850;1;3482850;0;0
22.05.2021 23:00;48;537945;46;526706;48;43590;45;43940;61;106250;53;40640;180;358920;175;357047;185;113240;164;102060;4;3990;4;4000;4;3990;0;0;0;0;4;4000;4;3980;1;710;2;1960;0;3600000;0;0;0;3600000;0;3600000;0;0
23.05.2021 00:00;32;469649;25;492046;32;25810;27;25970;44;99440;37;27780;121;310270;113;248069;119;75100;111;69590;2;2000;2;2000;2;2000;0;0;0;0;3;3000;3;3000;0;0;0;0;0;3600000;1;880;0;3600000;0;3600000;0;0
23.05.2021 01:00;24;558540;15;388096;28;22770;15;14970;35;47440;30;18510;107;252987;76;174765;99;61350;76;44890;1;990;1;1000;1;1000;1;1000;1;990;0;0;0;0;0;0;0;0;0;3600000;1;1090;0;3600000;0;3600000;0;0
23.05.2021 02:00;12;251310;13;352480;14;15940;15;12400;30;62294;20;12843;63;126531;53;107723;63;38200;50;31141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2440;0;3600000;0;0;0;3600000;0;3600000;0;0
23.05.2021 03:00;16;316240;14;338190;16;14231;13;10360;22;32620;18;9920;46;85770;26;44910;46;26612;23;12700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1930;0;3600000;0;0;0;3600000;0;3600000;0;0
23.05.2021 04:00;9;145090;7;206142;9;7630;8;5710;12;11710;13;11820;37;32280;33;58620;36;25620;28;17150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
23.05.2021 05:00;8;144490;10;191506;9;6050;10;7310;22;21800;23;16430;62;69613;22;33130;60;35020;21;11010;0;0;0;0;0;0;0;0;0;0;1;1000;1;1000;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
23.05.2021 06:00;21;315828;17;248688;16;12580;19;34870;25;35830;24;21870;56;92780;36;54487;51;33580;32;18010;4;3990;4;4000;4;3990;0;0;0;0;4;3990;4;3990;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
23.05.2021 07:00;32;375191;11;90710;25;29600;10;26260;56;70165;55;42740;55;118870;24;46150;51;31540;24;13850;4;4000;4;4000;4;4000;0;0;0;0;4;4000;4;4055;1;1040;2;2360;0;3600000;0;0;0;3600000;0;3600000;0;0
23.05.2021 08:00;39;665578;30;461119;38;27220;32;44430;32;73840;30;25570;81;208653;47;150000;79;47300;46;24970;4;3980;4;4000;4;4000;0;0;0;0;4;4000;4;3990;1;1250;5;5450;0;3600000;0;0;0;3600000;0;3600000;0;0
23.05.2021 09:00;74;699259;51;723129;62;51750;56;76985;97;159906;91;64038;152;406232;100;248303;145;92040;99;58410;4;3990;4;4000;4;3990;0;0;0;0;4;4000;4;4000;0;0;3;4080;0;3600000;2;2080;0;3600000;0;3600000;0;0
23.05.2021 10:00;85;1149367;70;793359;92;79470;75;92630;117;176650;115;88220;211;518059;149;443325;196;117755;150;91490;4;3990;4;3990;4;3990;0;0;0;0;4;3990;4;4000;4;3450;12;14610;0;3600000;1;1470;0;3600000;0;3600000;0;0
23.05.2021 11:00;114;1050601;100;1069046;124;127170;101;130298;142;289094;126;102033;325;895853;235;627109;323;209820;227;146735;4;4000;4;3990;4;3990;0;0;0;0;4;3990;4;4000;4;5550;15;19900;0;3600000;2;2480;0;3600000;0;3600000;0;0
23.05.2021 12:00;124;1210347;109;1105511;124;127708;111;133587;194;266430;191;140860;313;854895;254;703413;305;195470;254;157340;5;5000;5;5000;5;4990;1;1000;1;1000;4;3990;4;3990;4;5870;14;15660;0;3600000;4;4180;0;3600000;0;3600000;0;0
23.05.2021 13:00;144;1277078;110;1103646;148;170540;113;130005;178;294480;167;125270;352;978042;295;866436;351;249650;292;194373;8;7980;8;8000;8;8000;4;4000;4;4000;8;7970;7;6970;5;5360;16;18800;0;3600000;4;5030;0;3600000;0;3600000;0;0
23.05.2021 14:00;170;1421339;142;1158604;182;168989;143;155190;230;397070;225;167080;394;1161988;308;955948;379;258407;312;206270;8;7990;8;7990;8;7980;3;3000;3;3000;8;7970;9;8980;9;9980;24;28219;0;3600000;10;9149;0;3600000;0;3600000;0;0
23.05.2021 15:00;150;1322444;114;1115033;148;170050;119;145250;217;398109;204;155028;371;936764;326;958465;376;255653;324;218950;8;8000;8;8000;8;7990;5;4960;5;5000;7;6990;8;7990;2;1740;20;20910;0;3600000;6;11360;0;3600000;0;3600000;0;0
23.05.2021 16:00;167;1600719;104;1110569;168;170140;107;141060;228;381602;220;171690;351;1020577;299;815804;336;239945;302;209826;8;8000;8;8000;8;8000;2;2000;3;2990;8;7960;8;7990;5;8580;20;24390;0;3600000;0;0;0;3600000;0;3600000;0;0
23.05.2021 17:00;171;1469389;128;1100761;182;206340;138;140640;212;387690;192;149280;333;970063;323;972685;328;211364;329;215999;8;7990;8;7980;8;7990;5;5000;5;4980;8;7970;8;8000;3;4090;18;18410;0;3600000;5;4900;0;3600000;0;3600000;0;0
23.05.2021 18:00;171;1318442;114;1129321;178;185222;118;118400;166;277210;162;138160;400;1110019;372;1061509;388;271764;364;247834;8;8000;8;8000;8;7990;3;3000;3;3000;8;7990;8;7990;3;2420;16;17210;0;3600000;0;0;0;3600000;0;3600000;0;0
23.05.2021 19:00;178;1274166;131;1216855;183;192832;135;158430;190;284940;179;128950;348;1010140;294;890652;345;225800;291;184086;5;5000;6;6000;6;6000;0;0;0;0;7;7000;7;6980;4;5300;11;13830;0;3600000;1;1010;0;3600000;0;3600000;0;0
23.05.2021 20:00;130;1016356;104;982294;128;117700;101;94040;139;164826;136;95600;303;907377;270;850628;298;190230;272;168804;4;4000;4;3990;4;4000;0;0;0;0;5;5000;5;4990;2;1520;7;9090;0;3600000;2;1740;0;3600000;0;3600000;0;0
23.05.2021 21:00;96;973812;75;667931;101;85428;78;71696;85;113768;79;56380;266;769371;249;673146;263;166778;244;150940;4;4000;4;3990;4;3990;0;0;0;0;4;4000;4;4000;1;1270;4;4870;0;3600000;0;0;0;3600000;0;3600000;0;0
23.05.2021 22:00;60;700060;45;483295;62;51930;49;45630;80;139940;67;111926;210;581873;207;571527;213;128120;204;125930;4;4000;4;4000;4;4000;0;0;0;0;4;4000;4;3990;4;4840;5;7430;0;3600000;0;0;0;3600000;0;3600000;0;0
23.05.2021 23:00;64;821119;36;646720;60;56640;38;52630;65;110884;61;47220;162;357890;151;418200;159;98630;140;80461;4;4000;4;4000;4;4000;0;0;0;0;4;4000;4;3990;0;0;2;4850;0;3600000;1;1990;0;3600000;0;3600000;0;0
24.05.2021 00:00;23;427273;18;437530;25;20540;19;18770;43;74170;36;28360;111;335616;107;220550;110;68310;106;60038;2;2000;2;2000;2;2000;0;0;0;0;3;2990;3;2990;0;0;1;810;0;3600000;0;0;0;3600000;0;3600000;0;0
24.05.2021 01:00;23;391725;10;252300;25;20496;11;12304;22;40570;20;12940;87;139420;61;86070;85;48690;51;27520;0;0;0;0;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
24.05.2021 02:00;11;296854;7;57450;11;9880;9;5420;10;15910;9;5630;70;62060;37;26580;67;35670;35;18650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
24.05.2021 03:00;11;177185;9;165719;13;10660;11;8090;6;5190;6;4280;33;31330;18;31231;32;18680;16;9070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
24.05.2021 04:00;6;179098;3;14800;7;5230;4;2700;10;9830;10;6140;31;62090;22;28470;29;21520;19;11270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
24.05.2021 05:00;16;322090;11;217266;17;15130;15;9410;22;21780;22;15190;68;68460;26;17220;67;37230;28;14630;0;0;0;0;0;0;0;0;0;0;1;1000;1;1000;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
24.05.2021 06:00;33;516504;20;404700;29;32010;22;38680;32;42810;30;25900;58;56020;27;56830;56;38130;27;15440;4;4000;4;4000;4;3990;0;0;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
24.05.2021 07:00;31;607590;19;388920;35;26890;19;45660;41;57220;41;33750;62;76100;35;24980;60;39660;34;19430;4;4000;4;4000;4;3990;0;0;0;0;4;3990;4;4000;0;0;1;820;0;3600000;1;840;0;3600000;0;3600000;0;0
24.05.2021 08:00;48;803304;34;573393;48;39930;35;60330;48;79690;47;39014;94;176290;50;112662;88;57348;50;31090;4;4000;4;4000;4;4000;0;0;0;0;4;4000;4;3990;0;0;5;5090;0;3600000;0;0;0;3600000;0;3600000;0;0
24.05.2021 09:00;63;759995;61;681123;63;59690;62;67810;71;107860;65;52100;156;233560;94;143570;150;93650;94;53320;4;4000;4;4000;4;3990;0;0;0;0;4;3990;4;4000;2;4120;13;15820;0;3600000;2;2330;0;3600000;0;3600000;0;0
24.05.2021 10:00;97;1328413;82;1015248;96;116180;85;113500;114;169066;107;84670;221;472204;168;358501;214;129610;164;90630;5;5000;4;3990;4;3990;0;0;0;0;4;3990;4;4000;5;6070;7;6380;0;3600000;0;0;0;3600000;0;3600000;0;0
24.05.2021 11:00;132;1329344;92;1163046;130;131590;97;89460;173;240462;166;129576;272;661364;204;458082;264;150928;199;114460;4;3990;4;4000;4;4000;0;0;0;0;4;4000;4;3980;2;2240;8;7800;0;3600000;1;1180;0;3600000;0;3600000;0;0
24.05.2021 12:00;141;1389042;111;1156546;141;150650;117;135100;188;273804;187;142020;309;759556;276;675895;305;188580;273;183760;5;5000;5;5000;5;4980;1;1000;1;990;4;4000;4;3990;3;3350;14;15250;0;3600000;2;3670;0;3600000;0;3600000;0;0
24.05.2021 13:00;168;1475963;129;1425086;174;154959;131;191110;231;439688;227;183010;401;1075470;328;807974;387;250085;325;189470;10;9990;8;8000;8;8000;3;3000;3;2990;8;8000;8;8000;9;12590;22;25990;0;3600000;4;8429;0;3600000;0;3600000;0;0
24.05.2021 14:00;181;1618292;131;1496852;184;272422;141;191380;253;422850;249;244118;405;1254490;340;1122236;393;293090;337;209210;8;7990;8;8000;8;7990;4;4000;4;4000;8;8000;8;8046;11;14920;17;19850;0;3600000;2;2620;0;3600000;0;3600000;0;0
24.05.2021 15:00;202;1632289;138;1495551;206;292428;137;217270;240;428599;231;177683;393;1113837;346;1002804;380;245410;344;216613;8;8000;8;7980;8;7970;4;4000;4;3990;8;7980;8;7990;10;9660;11;13060;0;3600000;0;0;0;3600000;0;3600000;0;0
24.05.2021 16:00;250;1888001;177;1516837;244;475893;187;320200;249;511620;230;185701;483;1344807;419;1173758;468;383515;421;290640;7;6990;7;6970;7;6990;5;5000;6;5990;8;7980;8;8000;8;9840;18;19430;0;3600000;3;2780;0;3600000;0;3600000;1;960
24.05.2021 17:00;159;1422584;127;1361386;180;226947;130;157610;227;307087;219;164860;417;1109310;347;797928;402;263666;348;244570;9;8960;9;9000;9;9000;3;3000;3;3000;8;8000;8;8000;2;9650;8;13780;0;3600000;1;840;0;3600000;0;3600000;0;0
24.05.2021 18:00;145;1228814;136;1408197;152;149000;142;214720;208;351516;194;179580;378;931262;310;802576;365;235350;305;186450;8;7980;8;8000;8;7990;4;3990;4;3990;8;8000;8;7990;2;2050;10;11850;0;3600000;7;7410;0;3600000;0;3600000;0;0
24.05.2021 19:00;102;957409;87;1041657;110;88760;87;106570;146;201840;144;100110;298;672027;261;571743;290;171520;262;149010;6;6000;6;5990;6;5990;0;0;0;0;7;7000;7;7000;0;0;5;6030;0;3600000;1;5320;0;3600000;0;3600000;0;0
24.05.2021 20:00;86;798887;66;787395;88;73020;66;90130;139;165590;134;92560;260;683711;194;500231;264;166639;189;119190;4;4000;4;4000;3;3000;0;0;0;0;5;5000;4;4000;2;3400;2;2400;0;3600000;3;27459;0;3600000;0;3600000;0;0
24.05.2021 21:00;67;960469;60;725934;74;54984;61;68084;76;100076;73;52154;199;618270;158;421965;193;114590;155;89120;4;3990;4;4000;4;3980;0;0;0;0;4;4000;4;4000;1;780;7;6910;0;3600000;2;3110;0;3600000;0;3600000;0;0
24.05.2021 22:00;60;719731;48;593317;57;52335;50;44550;72;98820;70;53966;134;359846;100;311549;127;78070;98;57151;4;4000;4;4000;4;3990;0;0;0;0;3;3000;4;3990;1;910;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
24.05.2021 23:00;29;296675;33;552014;30;47290;34;62410;34;43575;36;34460;72;109785;49;71945;66;41340;46;27990;4;3990;4;4000;4;3990;0;0;0;0;4;4000;4;3980;0;0;1;930;0;3600000;0;0;0;3600000;0;3600000;0;0
25.05.2021 00:00;14;252560;11;218800;13;16570;13;29920;18;37741;16;17610;41;56830;31;69090;43;27210;27;16720;2;1990;2;2000;2;2000;0;0;0;0;3;2980;3;3000;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
25.05.2021 01:00;6;61620;9;270220;5;5400;10;9880;7;5710;7;4650;28;33730;17;12530;26;15430;16;9570;1;1000;1;1000;1;1000;1;1000;1;1000;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
25.05.2021 02:00;4;106770;6;106290;4;3510;6;4280;9;7860;9;5590;24;20790;8;22270;22;14760;8;4140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
25.05.2021 03:00;4;80680;3;55380;4;2540;3;2230;9;7680;9;7080;23;20240;12;9090;22;14300;12;6860;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
25.05.2021 04:00;9;123810;14;346590;8;4310;14;15760;10;17380;11;12960;58;119930;36;72220;52;39800;33;18790;2;2000;2;2000;2;2000;0;0;0;0;3;3000;3;2990;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
25.05.2021 05:00;41;414716;41;723144;38;32940;45;55720;40;45960;42;39290;239;453390;156;223486;235;142520;153;88601;6;5990;6;5970;6;5990;3;3000;3;2990;6;5990;5;5000;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
25.05.2021 06:00;113;1137487;122;1264625;124;148247;123;164410;110;124270;107;88110;473;1109400;380;668835;464;401429;384;251192;10;9990;10;9990;10;10000;3;3000;4;3990;9;8990;10;9990;2;3180;3;5080;0;3600000;5;5730;0;3600000;0;3600000;0;0
25.05.2021 07:00;224;2201790;244;1991361;237;489923;246;734892;246;366684;241;206220;571;2006537;574;1774251;566;1146327;578;1033458;13;12960;12;11970;12;11980;2;1990;4;3980;12;12032;12;11960;5;8300;16;18490;0;3600000;1;920;0;3600000;0;3600000;0;0
25.05.2021 08:00;256;2121191;254;1949368;274;635838;265;738922;303;494153;293;254553;564;2103675;576;2021350;563;1076473;577;1067619;14;13970;14;13990;14;14000;3;2990;4;4000;15;14980;15;14980;5;6320;18;18760;0;3600000;2;2660;0;3600000;0;3600000;1;1170
25.05.2021 09:00;233;2008850;202;1787690;248;579187;209;374697;231;375075;228;204045;499;1958007;528;1515481;504;821375;522;594804;14;14000;14;14000;14;13980;2;2000;4;3990;15;14970;15;14980;1;1440;14;19240;0;3600000;3;3250;0;3600000;0;3600000;0;0
25.05.2021 10:00;210;1737794;188;1773847;231;369182;194;325560;271;434248;258;238124;496;1778068;478;1520508;500;765024;484;470380;14;14000;14;13980;14;13970;2;2000;4;4000;13;12980;13;12990;2;2050;10;15370;0;3600000;1;820;0;3600000;0;3600000;1;1850
25.05.2021 11:00;239;1579415;178;1537650;244;443010;182;323750;252;429690;248;220870;470;1754897;455;1498856;472;563176;452;425398;14;13990;14;14000;14;13950;3;2990;4;4069;16;15990;16;15980;6;9170;15;19890;0;3600000;0;0;0;3600000;0;3600000;0;0
25.05.2021 12:00;235;1984292;198;1481925;243;347380;210;342710;266;432120;257;204828;469;1758688;465;1623415;475;543118;477;558146;14;13990;14;13960;14;13990;3;3000;4;3990;12;11990;11;10970;6;10770;13;15650;0;3600000;2;2400;0;3600000;0;3600000;0;0
25.05.2021 13:00;207;1823563;181;1687422;225;432336;186;360015;280;431659;277;244515;492;1880866;516;1656298;490;692765;518;584094;17;16970;16;15990;16;15970;5;5000;5;4990;17;16990;18;17980;4;4170;10;12040;0;3600000;3;3990;0;3600000;0;3600000;0;0
