01.06.2020 00:00;Bel_D51;Vwz_D51;Bel_D52;Vwz_D52;Bel_D53;Vwz_D53;Bel_D54;Vwz_D54;Bel_D71;Vwz_D71;Bel_D72;Vwz_D72;Bel_D91;Vwz_D91;Bel_D92;Vwz_D92;Bel_D93;Vwz_D93;Bel_D94;Vwz_D94;Bel_MP1;Vwz_MP1;Bel_MP2;Vwz_MP2;Bel_MP3;Vwz_MP3;Bel_MP4;Vwz_MP4;Bel_MP5;Vwz_MP5;Bel_MP6;Vwz_MP6;Bel_MP7;Vwz_MP7;Bel_TBS35;Vwz_TBS35;Bel_TBS37;Vwz_TBS37;Bel_TBS38;Vwz_TBS38;Bel_TBS39;Vwz_TBS39;Bel_TF37;Vwz_TF37;Bel_TF38;Vwz_TF38;Bel_TS57;Vwz_TS57
18.12.2020 11:00;201;1658676;157;1567435;231;394047;173;358916;279;407444;274;261030;482;1446014;447;1304025;475;477858;445;370490;13;12990;14;14000;14;14034;4;4000;4;4000;10;9970;10;9990;2;3100;5;5500;0;3600000;3;5530;0;3600000;0;3600000;0;0
18.12.2020 12:00;199;1727737;203;1754504;213;380020;216;425491;250;364930;243;211830;482;1577430;456;1487110;472;429401;463;419285;14;14000;14;13990;14;13970;4;3990;4;4000;8;8000;8;8000;4;3820;10;11160;0;3600000;0;0;0;3600000;0;3600000;0;0
18.12.2020 13:00;185;1803461;167;1664951;186;238065;171;223564;247;364270;236;199839;450;1368584;412;1227389;443;398326;410;335399;15;14970;16;15990;16;16000;4;3990;4;3980;13;13000;13;12990;2;2490;10;15620;0;3600000;5;9520;0;3600000;0;3600000;0;0
18.12.2020 14:00;202;1578205;174;1744916;210;341944;184;272214;257;429765;249;213310;418;1161460;369;961964;406;318515;379;271945;12;11990;14;13970;14;13960;4;3990;4;3990;9;9000;9;8970;3;2890;11;11370;0;3600000;3;6390;0;3600000;0;3600000;0;0
18.12.2020 15:00;199;1420203;162;1554519;214;319200;175;245490;241;366260;236;201520;434;1334763;421;1134697;432;404576;430;330750;13;13000;14;13990;14;13990;4;4000;4;3990;11;11045;11;10980;5;7060;9;13590;0;3600000;1;1330;0;3600000;0;3600000;0;0
18.12.2020 16:00;145;1465832;134;1614955;159;210680;141;158358;254;350825;248;195880;414;1135796;386;1033675;405;290978;393;269129;12;11970;14;14000;14;14000;4;4000;3;2990;10;9990;10;10000;5;6580;8;11040;0;3600000;0;0;0;3600000;0;3600000;0;0
18.12.2020 17:00;168;1352064;126;1390975;172;227997;133;155820;252;367549;244;200900;361;1128514;352;1167730;353;262660;356;280020;14;14000;14;13980;14;13970;5;4980;5;5000;9;9000;9;9000;6;6500;9;43510;0;3600000;0;0;0;3600000;0;3600000;0;0
18.12.2020 18:00;149;1385675;112;1262330;154;174619;119;166180;208;281854;202;164450;291;995962;280;874955;283;212820;283;182980;12;12000;12;11990;12;11970;4;3990;4;4000;11;10960;11;10980;3;3100;12;12750;0;3600000;0;0;0;3600000;0;3600000;0;0
18.12.2020 19:00;84;1013736;74;973433;100;94030;79;84640;149;181865;144;102040;208;704574;200;660233;202;126736;201;118740;8;7990;8;7990;8;7990;2;1990;2;2000;8;8000;8;8000;3;4090;5;5440;0;3600000;1;1110;0;3600000;0;3600000;0;0
18.12.2020 20:00;85;1041790;62;808370;84;64290;69;71504;129;169240;120;95930;169;583974;125;416341;169;101304;129;73510;8;8000;8;8000;8;7990;2;1990;2;2000;8;7990;8;8000;0;0;4;8640;0;3600000;1;760;0;3600000;0;3600000;0;0
18.12.2020 21:00;56;622107;52;710324;55;43960;57;53630;78;124130;75;58410;131;400206;104;381121;128;77560;97;55315;7;6980;6;5990;6;5980;0;0;0;0;6;5990;6;5990;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
18.12.2020 22:00;34;342824;37;526614;31;29880;39;47760;49;73815;47;36950;86;252961;59;208043;88;52040;59;34020;4;3990;4;4000;4;4000;0;0;0;0;5;5000;5;4990;0;0;1;690;0;3600000;0;0;0;3600000;0;3600000;0;0
18.12.2020 23:00;32;335511;19;383670;28;51390;23;70170;38;60088;35;30210;64;165810;42;132250;59;38260;43;24380;4;4000;4;4000;4;3990;0;0;0;0;4;3990;4;3990;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
19.12.2020 00:00;18;214990;13;323013;17;14280;13;14010;19;23380;16;15380;62;111785;41;75925;56;34640;37;20428;2;1990;2;1990;2;1990;0;0;0;0;3;2990;3;2990;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
19.12.2020 01:00;16;269130;9;183300;15;14490;13;11270;16;24930;14;8400;32;54500;26;34040;25;15130;25;13870;1;1000;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
19.12.2020 02:00;12;300455;12;235540;13;8600;13;9390;10;8380;10;5810;23;47920;16;36590;21;15380;14;8430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
19.12.2020 03:00;5;70500;8;85290;6;3660;7;3830;9;25550;6;3480;22;16910;12;8630;22;13240;11;5740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1030;0;3600000;0;0;0;3600000;0;3600000;0;0
19.12.2020 04:00;9;203550;9;181209;8;5580;9;8920;6;7230;6;5290;39;78150;17;13210;36;29070;15;7620;1;1000;1;1000;1;1000;0;0;0;0;1;1000;1;1000;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
19.12.2020 05:00;18;264390;22;452475;19;16230;24;33740;31;48130;30;32070;85;168619;41;58100;80;57470;39;20170;5;5000;5;5000;5;5000;3;3000;3;3000;7;6990;7;6990;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
19.12.2020 06:00;31;343592;29;367208;31;28670;33;55500;34;50930;34;38430;92;105720;55;55390;88;63670;50;30127;8;8000;8;8000;8;7980;5;5000;4;3990;8;8043;8;7990;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
19.12.2020 07:00;43;461849;35;517625;36;29160;36;48680;35;57130;33;35000;135;363187;74;249670;126;89465;75;45840;10;9980;8;7990;8;8000;4;4000;4;4000;8;7990;8;7990;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
19.12.2020 08:00;67;742736;52;847440;65;58900;57;74490;62;78096;61;55573;165;428890;129;363850;159;110140;125;79180;8;8000;8;8000;8;8000;3;3000;4;4032;8;8000;8;8000;0;0;2;1840;0;3600000;0;0;0;3600000;0;3600000;0;0
19.12.2020 09:00;102;1226759;88;957375;103;93230;94;96140;107;171756;106;88410;262;615212;185;574045;243;165060;188;113400;7;6990;8;8000;8;7990;4;4000;4;4000;8;7960;8;8000;0;0;4;3790;0;3600000;0;0;0;3600000;0;3600000;0;0
19.12.2020 10:00;128;1338255;122;1280172;129;183790;122;182680;153;259320;146;120980;312;1123317;245;857953;314;226929;244;166450;8;7980;8;7990;8;7990;4;3980;4;4000;8;8000;8;7970;1;830;12;15130;0;3600000;7;7040;0;3600000;0;3600000;0;0
19.12.2020 11:00;165;1512036;126;1399143;184;230805;131;144190;197;431443;191;163480;362;1286421;313;1056484;369;292438;312;220315;7;7000;8;7990;8;7980;4;3990;4;4000;8;7980;8;7990;3;3940;17;20170;0;3600000;1;1450;0;3600000;0;3600000;0;0
19.12.2020 12:00;169;1510549;141;1358011;181;281176;153;203962;202;360605;190;163625;356;1155514;338;1171041;361;297680;332;305868;8;7990;8;7990;8;7990;5;5000;4;3990;8;7990;8;7970;4;5170;13;13650;0;3600000;2;5360;0;3600000;0;3600000;0;0
19.12.2020 13:00;149;1306076;115;1453498;148;190192;119;171460;185;361613;179;146906;360;1202107;347;1159075;355;268368;350;266516;9;8990;8;8000;8;7980;3;2990;4;4000;8;7980;8;7990;9;10220;23;31590;0;3600000;2;1720;0;3600000;0;3600000;0;0
19.12.2020 14:00;160;1674698;130;1570314;172;189846;133;177366;193;379740;194;156690;357;1145258;308;1003368;348;241986;312;219878;9;8980;9;9000;8;7990;4;3980;4;4000;8;8000;8;8000;5;4610;10;11760;0;3600000;1;810;0;3600000;0;3600000;0;0
19.12.2020 15:00;176;1348920;154;1380718;176;200680;157;212561;210;307219;204;157510;340;1101869;311;1030904;337;211000;307;193625;7;6990;7;6990;8;7980;4;4000;4;4000;8;8000;8;7980;8;8340;14;16770;0;3600000;0;0;0;3600000;0;3600000;0;0
19.12.2020 16:00;142;1504826;116;1288452;153;161981;122;119320;199;228790;195;150740;330;994892;281;833887;325;216925;279;171651;7;7000;8;8000;8;7990;4;4000;4;4000;8;8000;8;8000;11;13730;21;23753;0;3600000;1;2680;0;3600000;0;3600000;0;0
19.12.2020 17:00;123;1359355;101;1133845;129;147765;116;150295;166;218395;158;114600;288;843174;253;747484;289;181495;247;147360;8;8000;8;7990;8;8045;4;4000;4;3990;8;7990;8;8000;3;4400;18;23599;0;3600000;2;2880;0;3600000;0;3600000;0;0
19.12.2020 18:00;112;1148779;88;1050885;111;92268;90;85107;144;228900;139;107580;228;713258;231;693374;227;141082;229;136768;8;7990;8;8000;8;8000;4;3990;4;4000;9;8980;9;8910;2;2060;7;6770;0;3600000;1;1320;0;3600000;0;3600000;0;0
19.12.2020 19:00;77;812960;82;976092;76;65530;83;91320;128;153580;118;84790;199;500439;175;419970;198;111205;177;100010;6;6000;6;5990;6;5980;0;0;0;0;5;4990;5;5070;3;3670;7;12590;0;3600000;0;0;0;3600000;0;3600000;0;0
19.12.2020 20:00;65;852668;42;456983;70;52160;44;42150;114;145530;103;74820;182;550190;154;436896;180;108020;149;82740;5;5000;5;5000;5;5000;0;0;0;0;6;5990;6;6000;1;810;2;2550;0;3600000;0;0;0;3600000;0;3600000;0;0
19.12.2020 21:00;41;602197;43;596057;43;32320;46;43531;63;63370;61;46080;115;331827;86;269301;117;69440;86;46362;4;3980;4;4000;4;3990;0;0;0;0;4;4000;4;4000;1;1020;2;2320;0;3600000;0;0;0;3600000;0;3600000;0;0
19.12.2020 22:00;35;486403;31;553023;38;27920;31;32835;44;59920;42;32320;89;259293;57;164750;84;49180;58;32704;4;4000;4;3990;4;4000;0;0;0;0;4;4000;4;3980;0;0;0;0;0;3600000;1;810;0;3600000;0;3600000;0;0
19.12.2020 23:00;30;362488;19;239800;27;21650;22;24820;36;44420;35;28690;74;153746;44;62090;67;39630;44;24860;4;3990;4;4000;4;4000;0;0;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
20.12.2020 00:00;21;330949;15;210575;19;12390;17;15290;23;34450;23;19940;45;124835;25;44080;42;25620;26;13520;2;2000;2;2000;2;2000;0;0;0;0;3;3000;3;2990;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
20.12.2020 01:00;12;206560;8;170610;12;9720;12;8930;15;13541;14;9110;26;28960;26;34050;25;15570;26;12740;1;1000;1;1000;1;990;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
20.12.2020 02:00;13;268673;14;204620;13;10010;18;13030;7;7220;6;3680;26;47560;11;316205;24;14330;6;3350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;880;0;3600000;0;0;0;3600000;0;3600000;0;0
20.12.2020 03:00;3;9070;9;73850;3;2710;8;5560;6;5720;6;3840;19;12613;12;37250;16;8910;11;5710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
20.12.2020 04:00;6;128652;7;124551;6;5580;8;5090;5;4740;5;2840;21;31190;11;23890;18;16380;11;6370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
20.12.2020 05:00;9;127185;5;21170;8;5900;5;3020;19;19840;21;16520;55;46300;24;23520;53;31980;24;13010;0;0;0;0;0;0;0;0;0;0;1;990;1;1000;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
20.12.2020 06:00;14;157476;12;216125;13;9590;12;19400;14;20910;14;16080;41;34540;16;24660;40;27190;13;7260;4;4000;4;4000;4;3990;0;0;0;0;4;3990;4;3990;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
20.12.2020 07:00;19;247780;17;296049;22;16700;19;28130;20;34780;18;19530;43;131471;18;12390;44;28290;17;9220;4;4000;4;4000;4;4000;0;0;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
20.12.2020 08:00;29;341488;25;525759;27;23540;26;45000;20;34996;19;19410;66;141030;32;79880;61;39470;32;18880;4;4000;4;3990;4;3990;0;0;0;0;4;4000;4;3980;0;0;1;800;0;3600000;0;0;0;3600000;0;3600000;0;0
20.12.2020 09:00;52;633813;40;406155;52;37680;42;43280;53;73970;52;41910;100;303310;69;167735;92;60854;68;38110;5;4980;4;4000;4;4000;0;0;0;0;4;4000;4;3990;0;0;1;670;0;3600000;0;0;0;3600000;0;3600000;0;0
20.12.2020 10:00;52;628751;59;859034;64;46640;62;73660;83;96680;80;60020;155;409745;104;276335;150;93970;105;62130;4;4000;4;3990;4;4000;0;0;0;0;4;3990;4;3990;2;2070;2;1890;0;3600000;0;0;0;3600000;0;3600000;0;0
20.12.2020 11:00;74;822161;72;841346;71;57320;76;69370;81;107560;79;59840;194;613368;147;473432;185;117430;146;85150;4;4000;4;4000;4;3990;0;0;0;0;4;4000;4;4000;0;0;1;860;0;3600000;0;0;0;3600000;0;3600000;0;0
20.12.2020 12:00;98;911944;83;813387;106;85050;85;76510;130;123890;129;92770;231;735874;198;635128;228;141797;199;119670;5;5000;5;4990;5;5000;1;1000;1;1000;4;4000;4;3990;1;3040;2;3020;0;3600000;0;0;0;3600000;0;3600000;0;0
20.12.2020 13:00;106;1140819;93;1026715;110;105150;99;96300;143;176381;140;111830;240;678825;198;613072;236;146880;198;116200;8;8000;8;7980;8;7990;4;3980;4;4000;8;7990;8;8000;1;890;5;5310;0;3600000;0;0;0;3600000;0;3600000;0;0
20.12.2020 14:00;114;1069931;117;1183708;122;105536;119;157740;147;177260;140;109690;273;702308;219;723766;268;168360;221;133540;9;8990;8;8000;8;8000;4;3990;4;4000;8;8000;8;7990;3;2870;8;9150;0;3600000;4;6314;0;3600000;0;3600000;0;0
20.12.2020 15:00;128;1277686;112;1031440;138;126317;114;122723;155;187657;152;116480;262;799525;236;719825;251;161010;234;149544;7;6980;8;7990;8;8000;4;3980;4;4000;8;7980;8;8000;1;810;8;10930;0;3600000;2;1900;0;3600000;0;3600000;0;0
20.12.2020 16:00;115;1085702;97;1012192;125;147070;105;133696;141;166041;135;103170;258;704977;229;697155;262;163410;231;139370;8;8000;8;8000;8;8000;3;2990;3;3000;8;7980;8;8000;2;2270;4;3720;0;3600000;1;840;0;3600000;0;3600000;0;0
20.12.2020 17:00;135;1124979;100;946769;138;143290;106;122830;143;181030;138;106660;235;668110;206;767385;238;151918;203;124194;8;7990;8;7990;8;7980;5;5000;5;4990;8;8000;8;7990;2;1820;8;10190;0;3600000;0;0;0;3600000;0;3600000;0;0
20.12.2020 18:00;112;1195162;97;947597;118;99530;97;98110;150;175190;143;108130;206;671652;192;646550;202;128930;197;121480;8;8000;8;8000;8;7990;3;3000;3;3000;8;7980;8;7990;2;1730;4;4080;0;3600000;1;1130;0;3600000;0;3600000;0;0
20.12.2020 19:00;74;973375;71;958718;78;63094;73;70830;131;145130;130;98670;185;551851;152;487814;177;106030;149;86538;6;6000;6;6000;6;5990;0;0;0;0;7;6990;7;6990;1;1610;3;3170;0;3600000;0;0;0;3600000;0;3600000;0;0
20.12.2020 20:00;50;627105;48;730671;57;45540;52;45860;88;109820;84;61220;155;430419;110;365502;151;91470;111;63170;4;4000;4;4000;4;3990;0;0;0;0;5;5000;5;4990;2;1550;4;3660;0;3600000;1;3900;0;3600000;0;3600000;0;0
20.12.2020 21:00;31;373340;37;598683;31;25590;38;36240;55;62130;52;40820;112;254427;93;209715;102;63190;91;54750;4;3990;4;4000;4;3990;0;0;0;0;4;3990;4;3990;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
20.12.2020 22:00;27;469637;25;406570;29;19880;26;34080;42;53570;42;33150;69;109540;48;77540;62;37290;45;25180;4;4000;4;4000;4;3990;0;0;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
20.12.2020 23:00;22;418737;16;289040;23;20860;17;30010;22;31110;21;23890;37;43540;32;64720;34;20230;27;14650;4;3990;4;4000;4;3990;0;0;0;0;4;3990;4;3990;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
21.12.2020 00:00;15;241250;10;171966;13;11300;10;13530;16;20110;16;14530;31;38040;29;76210;34;21860;23;12900;2;2000;2;2000;2;2000;0;0;0;0;3;2990;3;3000;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
21.12.2020 01:00;6;94850;5;136690;6;3510;5;6520;4;4030;4;2600;24;20520;11;6840;22;14640;9;4780;1;1000;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
21.12.2020 02:00;10;205940;12;303086;9;9690;13;10680;6;6780;6;4470;22;29110;8;21980;22;14470;7;3490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
21.12.2020 03:00;3;82964;3;44450;4;2870;3;2230;5;17970;4;3860;41;35857;13;8947;42;27250;11;5900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
21.12.2020 04:00;4;71930;9;106450;7;8900;10;13050;7;14624;7;11450;47;65190;28;20330;39;35780;26;15580;2;2000;2;2000;2;2000;0;0;0;0;3;3000;3;3000;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
21.12.2020 05:00;38;539387;39;638218;40;37850;41;51210;43;56334;43;40010;187;438260;116;133449;178;122130;114;65910;5;4980;6;5980;6;5990;3;3000;3;2980;5;5000;5;4980;0;0;1;1330;0;3600000;1;1770;0;3600000;0;3600000;0;0
21.12.2020 06:00;90;857430;76;953179;84;96140;83;135890;78;89840;77;69250;371;760422;298;515580;355;254230;298;193790;10;9990;10;9990;10;9990;4;4000;4;3980;9;9000;9;8980;1;770;4;3560;0;3600000;0;0;0;3600000;0;3600000;0;0
21.12.2020 07:00;146;1264434;155;1178591;147;181939;161;221500;154;197350;147;130288;413;1130717;404;890901;412;353909;407;326889;10;10000;11;10990;11;10980;4;4000;4;3990;9;8990;9;8990;0;0;2;2320;0;3600000;0;0;0;3600000;0;3600000;0;0
21.12.2020 08:00;186;1390858;164;1697674;198;232770;171;319568;183;231937;184;160150;407;1270081;395;1001108;401;352000;394;314520;16;15980;14;14046;14;14000;4;3990;4;3990;11;11000;11;11000;1;1520;3;3460;0;3600000;0;0;0;3600000;0;3600000;0;0
21.12.2020 09:00;182;1730139;157;1482009;198;348206;167;272570;204;273160;199;167810;428;1439308;387;1057582;417;430850;389;314536;12;12055;14;14000;14;13960;5;5000;4;4000;10;10000;10;9980;1;1220;9;11400;0;3600000;1;1710;0;3600000;0;3600000;0;0
21.12.2020 10:00;206;1711907;169;1634652;217;377207;174;325032;212;315090;209;176740;446;1401105;406;1403456;441;391750;402;344240;16;16000;14;13980;14;14000;4;4000;5;4990;8;7990;8;7990;1;850;16;18730;0;3600000;0;0;0;3600000;0;3600000;0;0
21.12.2020 11:00;221;1868498;179;1422101;236;376795;194;369560;254;355965;253;217140;469;1643535;437;1467472;466;502029;437;375220;14;13980;14;14000;14;13950;4;3980;4;3990;12;11970;11;11000;2;2080;9;11190;0;3600000;1;1220;0;3600000;0;3600000;0;0
21.12.2020 12:00;200;1523941;175;1592171;217;358068;188;364415;233;321320;232;181650;433;1543912;407;1323249;435;448751;404;334090;12;12000;13;12990;13;12960;4;4000;4;3980;9;9000;10;10000;3;9170;16;19680;0;3600000;2;1810;0;3600000;0;3600000;0;0
21.12.2020 13:00;220;1734175;177;1687460;228;305550;181;294610;237;379197;226;196230;473;1577982;419;1390382;477;488271;417;360590;14;13970;16;16000;16;15960;4;3980;4;4000;11;10990;11;10990;9;13970;10;12710;0;3600000;0;0;0;3600000;0;3600000;0;0
21.12.2020 14:00;200;1971914;156;1419227;222;348226;165;222523;254;302358;246;199933;449;1429668;411;1294609;436;383560;426;338120;15;14990;14;14000;14;13990;4;3990;4;4000;10;9990;10;9980;3;2600;6;7940;0;3600000;1;960;0;3600000;0;3600000;0;0
21.12.2020 15:00;218;1642710;178;1570178;233;359110;182;333570;282;380009;276;213370;419;1463918;389;1250808;410;372880;395;350760;14;13980;14;13990;14;13990;4;3990;4;3990;10;10000;10;10000;1;910;7;7310;0;3600000;0;0;0;3600000;0;3600000;0;0
21.12.2020 16:00;216;1628141;193;1703676;216;293430;205;430079;256;386260;248;211225;397;1390080;418;1397715;398;330830;424;329486;12;12304;14;13990;14;13980;4;3990;4;3990;10;10000;10;9990;6;10670;10;17420;0;3600000;1;1610;0;3600000;0;3600000;0;0
21.12.2020 17:00;156;1246996;144;1435610;181;203015;149;205934;236;333520;228;179190;335;1132879;340;1172734;331;279240;341;244220;13;12990;14;13960;14;13970;4;4000;4;4000;9;8980;9;9000;5;6420;8;10560;0;3600000;0;0;0;3600000;0;3600000;1;960
21.12.2020 18:00;124;1042217;113;1225152;132;122240;125;154650;182;215330;178;145690;290;942829;239;685914;278;195150;244;153436;11;10990;12;11980;12;12000;4;3990;4;3990;11;10990;11;10980;3;2850;4;5600;0;3600000;0;0;0;3600000;0;3600000;0;0
21.12.2020 19:00;92;907666;75;862646;94;102230;77;100420;139;188556;130;96880;187;559800;163;569106;185;137230;159;98340;7;6990;8;8000;8;7980;2;1990;2;2000;8;8000;8;7990;3;2610;1;1120;0;3600000;1;1870;0;3600000;0;3600000;0;0
21.12.2020 20:00;71;737849;55;789108;78;55860;55;60280;105;130990;97;77940;161;494192;147;610667;148;97270;146;89070;8;8000;8;8000;8;7980;2;1990;2;2000;8;7970;8;8000;2;3710;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
21.12.2020 21:00;46;446373;41;645898;48;35840;42;42950;67;86039;65;49610;108;255814;63;224860;104;65010;64;37530;5;5000;6;6000;6;6000;0;0;0;0;6;6000;6;5990;0;0;1;1350;0;3600000;0;0;0;3600000;0;3600000;0;0
21.12.2020 22:00;37;490993;29;430600;38;27190;32;30360;43;63210;41;36750;47;218845;36;116360;45;31561;37;20307;4;4000;4;4000;4;4000;0;0;0;0;5;5000;5;4980;1;910;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
21.12.2020 23:00;30;471236;20;352254;32;26280;24;26110;15;26080;14;16656;41;84050;20;34550;37;26440;20;10800;4;4000;4;4000;4;3980;0;0;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
22.12.2020 00:00;14;185296;13;181674;16;10490;14;15460;10;14820;10;12060;24;56510;23;58144;25;16110;22;12420;2;1990;2;2000;2;1990;0;0;0;0;3;3000;3;3000;0;0;3;4340;0;3600000;0;0;0;3600000;0;3600000;0;0
22.12.2020 01:00;12;154330;6;119510;10;7810;7;7480;12;15480;11;7530;24;46052;13;23770;24;16060;9;5090;1;1000;1;1000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
22.12.2020 02:00;3;48860;6;120855;3;2390;7;5100;5;10460;4;2600;26;23550;8;5230;26;17200;6;3500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1180;0;3600000;0;0;0;3600000;0;3600000;0;0
22.12.2020 03:00;7;110376;2;41530;8;6040;2;1270;5;3490;5;2940;28;21500;8;4770;28;16380;6;3020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
22.12.2020 04:00;8;196056;10;268320;5;3660;11;15835;10;16260;10;13010;45;73904;18;38800;41;31810;20;11610;2;1990;2;2000;2;2000;0;0;0;0;3;3000;3;3000;0;0;0;0;0;3600000;0;0;0;3600000;0;3600000;0;0
22.12.2020 05:00;30;313660;41;620063;32;24820;41;48880;41;54840;41;38280;172;303870;108;148410;167;114738;106;61500;6;6000;6;6000;6;6000;3;3000;3;3000;6;6000;6;5990;3;3760;0;0;0;3600000;1;960;0;3600000;0;3600000;0;0
22.12.2020 06:00;73;876670;79;990593;81;69760;81;102678;80;100660;81;72120;344;881795;235;542841;328;245346;235;153670;8;8000;9;9000;10;10000;4;4000;4;4000;9;8990;9;8990;0;0;3;2970;0;3600000;0;0;0;3600000;0;3600000;0;0
22.12.2020 07:00;146;1248824;138;1297067;147;130640;146;172778;151;180252;148;123780;397;1178310;351;847972;395;351680;350;258418;9;9000;10;10000;9;9000;4;4000;4;3990;10;10000;9;8980;0;0;3;3080;0;3600000;0;0;0;3600000;0;3600000;0;0
22.12.2020 08:00;167;1558609;168;1836817;173;151830;169;230620;153;218256;147;128690;401;1192322;370;934244;393;377068;371;277860;14;13970;14;13990;14;13980;4;4000;4;4000;9;8980;10;10000;1;970;10;13060;0;3600000;2;2980;0;3600000;0;3600000;0;0
22.12.2020 09:00;177;1506875;165;1707460;185;228897;170;311351;167;216627;163;146145;429;1280816;358;919924;407;361742;362;241998;14;13990;14;13990;14;13970;4;4000;4;3990;10;10000;10;10000;1;1870;7;6760;0;3600000;4;4490;0;3600000;0;3600000;0;0
22.12.2020 10:00;203;1558202;169;1458059;219;270690;179;267640;209;296300;205;183260;457;1557631;386;1358154;453;430000;387;319570;15;14970;14;13990;14;14047;4;4000;4;4000;9;8990;9;8990;1;730;4;5210;0;3600000;0;0;0;3600000;0;3600000;0;0
22.12.2020 11:00;194;1752088;167;1467278;208;453460;169;356530;232;327666;224;189920;493;1669713;460;1580161;487;616123;451;629733;13;12990;14;13990;14;13980;6;5990;6;6000;11;11000;11;11000;0;0;9;9440;0;3600000;0;0;0;3600000;0;3600000;0;0
22.12.2020 12:00;210;1947649;176;1656104;233;406439;185;316490;238;281258;234;189590;441;1386423;377;1322498;429;426729;383;316480;14;14000;14;13980;14;13970;4;3990;4;4000;10;9980;9;8990;11;16540;6;6880;0;3600000;2;2170;0;3600000;0;3600000;0;0
22.12.2020 13:00;198;1605524;144;1501216;213;274536;150;266760;237;387300;233;199000;459;1300421;402;1222817;447;405717;409;322500;16;15970;15;14990;15;14960;4;4000;4;4000;10;10000;11;10980;4;4090;12;20490;0;3600000;1;840;0;3600000;0;3600000;0;0
22.12.2020 14:00;202;1720187;167;1566457;223;367436;172;298429;250;363876;244;193837;431;1316256;428;1282592;426;377846;435;363921;14;13980;14;13990;14;13990;4;4000;4;4000;9;9000;9;9000;4;3570;10;11700;0;3600000;1;780;0;3600000;0;3600000;0;0
22.12.2020 15:00;225;1775154;172;1484953;236;344730;182;276890;259;356833;253;199960;418;1300633;410;1218484;409;339126;413;326390;15;14980;13;13000;14;14000;4;4000;4;4000;10;9990;10;9990;9;17270;11;14280;0;3600000;1;2450;0;3600000;0;3600000;0;0
22.12.2020 16:00;202;1786758;173;1538680;205;197450;187;254480;261;449637;254;202410;422;1286917;423;1316065;409;338677;427;372683;14;14000;14;14000;14;13980;4;3990;4;4000;10;10000;10;9980;7;8420;11;12030;0;3600000;2;1730;0;3600000;0;3600000;0;0
22.12.2020 17:00;193;1657710;171;1492755;195;282120;181;308320;262;417667;248;194990;350;1219723;369;1147607;342;240200;379;254678;12;12000;14;13980;14;13980;4;4000;4;4000;11;10990;10;10000;5;4060;15;16620;0;3600000;2;1730;0;3600000;0;3600000;0;0
