01.06.2020 00:00;Bel_T10_11;Vwz_T10_11;Bel_T16_20;Vwz_T16_20;Bel_T1_b;Vwz_T1_b;Bel_T1_s;Vwz_T1_s;Bel_T3_b;Vwz_T3_b;Bel_T3_s;Vwz_T3_s;Bel_T4_b;Vwz_T4_b;Bel_T4_s;Vwz_T4_s;Bel_T5_b;Vwz_T5_b;Bel_T5_s;Vwz_T5_s;Bel_T6_7;Vwz_T6_7;Bel_T8_9;Vwz_T8_9;Bel_TST58_2;Vwz_TST58_2;Bel_TST59;Vwz_TST59;Bel_TST60;Vwz_TST60;Bel_TSTQ3_2;Vwz_TSTQ3_2;Bel_VD101;Vwz_VD101;Bel_VD102;Vwz_VD102;Bel_VD201;Vwz_VD201;Bel_VD202;Vwz_VD202;Bel_VK1VD81;Vwz_VK1VD81;Bel_VK1_Stoer;Vwz_VK1_Stoer;Bel_VK2VD21;Vwz_VK2VD21;Bel_VK2VD22;Vwz_VK2VD22;Bel_VK2_Stoer;Vwz_VK2_Stoer;Bel_VK3VD60;Vwz_VK3VD60;Bel_VK3_Stoer;Vwz_VK3_Stoer;Bel_VK4VD211;Vwz_VK4VD211;Bel_VK4_Stoer;Vwz_VK4_Stoer;Bel_VK5V221;Vwz_VK5V221;Bel_VK5V821;Vwz_VK5V821;Bel_VK5_Stoer;Vwz_VK5_Stoer;Bel_VK6_Stoer;Vwz_VK6_Stoer;Bel_VK7_Stoer;Vwz_VK7_Stoer
01.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;28800;2;31200;3;15000;3;18000;55;44400;0;0;43;121200;7;4800;0;0;2;31800;0;0;81;51000;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;22200;0;0;39;85800;2;600;0;0;0;0;0;0;58;31800;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;8400;0;0;15;40200;1;0;0;0;0;0;0;0;26;13800;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3600;0;0;21;43800;0;0;0;0;0;0;0;0;28;17400;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15000;1;14400;0;0;0;0;10;10200;0;0;14;31200;2;600;0;0;1;14400;0;0;21;11400;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;29400;3;34200;0;0;1;3000;20;22200;0;0;11;30600;3;1200;0;0;2;23400;0;0;10;13800;0;0;2;4200;1;13200;0;0;0;0;0;0
01.06.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;29400;2;31200;0;0;0;0;25;22200;0;0;27;71400;4;600;0;0;2;21000;0;0;30;36600;0;0;0;0;1;1800;0;0;0;0;0;0
01.06.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;25800;2;29400;0;0;0;0;45;46200;0;0;28;75000;2;1200;0;0;2;33000;0;0;34;41400;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;31200;2;33600;3;12000;3;17400;70;67800;0;0;48;124200;10;6600;0;0;2;24600;0;0;62;72600;0;0;3;14400;0;0;0;0;0;0;0;0
01.06.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;0;0;0;0;0;0;0;0;0;0;0;0;2;27600;2;30600;2;10200;2;13200;125;138600;0;0;104;268800;25;15600;0;0;5;20400;0;0;130;168600;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;27000;2;28800;2;8400;3;13200;205;250200;0;0;175;364200;38;31800;0;0;7;16800;0;0;177;228000;0;0;2;3600;74;434400;0;0;0;0;0;0
01.06.2020 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;70200;2;30000;2;7200;2;12000;242;298200;0;0;183;517800;39;28200;0;0;3;17400;0;0;248;319800;0;0;6;15000;3;112200;0;0;0;0;0;0
01.06.2020 12:00;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;26400;2;39000;2;9000;2;13200;280;352800;0;0;185;636000;39;22800;0;0;2;25800;0;0;305;361800;0;0;12;19200;96;400800;0;0;0;0;0;0
01.06.2020 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;56400;4;63000;3;10800;2;11400;262;348000;0;0;183;730200;40;23400;0;0;4;43800;0;0;331;421800;0;0;5;6000;1;1200;0;0;0;0;0;0
01.06.2020 14:00;0;0;0;0;3;2400;1;600;0;0;1;600;0;0;0;0;2;1800;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;4;56400;4;67800;2;9000;3;18000;260;324600;0;0;207;778200;41;27600;0;0;4;45000;0;0;325;430200;0;0;5;6000;2;2400;0;0;0;0;0;0
01.06.2020 15:00;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;4;53400;6;70200;2;9000;3;15000;260;344400;0;0;175;680400;41;43800;0;0;4;36600;0;0;308;373800;0;0;9;10200;2;1800;0;0;0;0;0;0
01.06.2020 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;52200;5;67800;2;9000;3;16200;276;345000;0;0;182;694800;31;22800;0;0;4;37200;0;0;313;376200;0;0;4;6000;2;3000;0;0;0;0;0;0
01.06.2020 17:00;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;57000;5;65400;2;9600;4;22800;247;340800;0;0;167;718200;36;35400;0;0;4;38400;0;0;296;423600;0;0;4;3600;4;2400;0;0;0;0;0;0
01.06.2020 18:00;0;0;0;0;0;0;3;2400;0;0;3;2400;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;5;58800;5;66600;2;8400;2;11400;258;339000;0;0;160;668400;34;70200;0;0;4;40200;0;0;247;388200;0;0;8;17400;2;3000;0;0;0;0;0;0
01.06.2020 19:00;0;0;0;0;0;0;1;600;0;0;0;0;5;4800;3;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;43200;3;49800;2;8400;2;10800;220;252600;0;0;296;706200;34;24600;0;0;3;27000;0;0;239;362400;0;0;4;6000;3;2400;0;0;0;0;0;0
01.06.2020 20:00;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;27000;3;35400;3;13200;2;10800;184;205200;0;0;113;510000;18;24000;0;0;3;26400;0;0;143;279000;0;0;1;0;1;0;0;0;0;0;0;0
01.06.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;69600;3;37800;3;12000;3;16200;128;150600;0;0;102;417600;13;13200;0;0;4;19800;0;0;143;226800;0;0;2;5400;1;2400;0;0;0;0;0;0
01.06.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;47400;2;34200;2;8400;2;13200;98;96000;0;0;97;307200;9;7200;0;0;2;22200;0;0;161;112800;0;0;6;3000;0;0;0;0;0;0;0;0
01.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;31200;2;36000;2;9000;2;11400;67;52800;0;0;46;114600;7;4800;0;0;2;23400;0;0;74;46800;0;0;4;2400;0;0;0;0;0;0;0;0
02.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;33600;3;40200;4;18600;3;15600;19;10200;0;0;39;113400;8;5400;0;0;2;19200;0;0;62;41400;0;0;1;2400;0;0;0;0;0;0;0;0
02.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;13200;0;0;29;59400;1;0;0;0;0;0;0;0;43;21000;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4200;0;0;14;33000;3;0;0;0;0;0;0;0;20;12600;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;7800;0;0;10;22800;2;0;0;0;0;0;0;0;17;9000;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;30600;1;19800;0;0;1;4800;31;21000;0;0;8;27600;1;0;0;0;1;10800;0;0;13;9600;0;0;3;3000;0;0;0;0;0;0;0;0
02.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;49200;7;81000;2;8400;2;11400;138;160200;0;0;36;102000;13;12000;0;0;4;49800;0;0;48;76200;0;0;6;12600;1;19800;0;0;0;0;0;0
02.06.2020 06:00;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;4;2400;0;0;0;0;0;0;0;0;0;0;1;0;5;54000;6;64800;8;69000;11;97800;258;354600;0;0;86;375600;45;49800;0;0;7;88800;0;0;114;238800;0;0;21;67800;3;1200;0;0;0;0;0;0
02.06.2020 07:00;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;67200;6;75000;5;55200;11;93000;388;476400;0;0;139;702000;48;87600;0;0;8;94200;0;0;221;409200;0;0;16;24000;6;11400;0;0;0;0;0;0
02.06.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;81600;6;90600;4;22800;10;64200;327;427800;0;0;164;734400;139;156600;0;0;10;81600;0;0;264;425400;0;0;8;42000;0;0;0;0;0;0;0;0
02.06.2020 09:00;0;0;0;0;0;0;2;1800;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;7;100800;7;109800;3;22200;8;49200;338;430200;0;0;225;823800;85;64800;0;0;24;76800;0;0;302;429600;0;0;8;20400;1;600;0;0;0;0;0;0
02.06.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;77400;7;89400;5;39600;7;64800;301;385200;0;0;339;888600;100;105600;0;0;17;85800;0;0;349;545400;0;0;10;14400;0;0;0;0;0;0;0;0
02.06.2020 11:00;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;121800;8;121800;5;22200;5;30000;287;418800;0;0;245;844200;59;35400;0;0;11;95400;0;0;340;502800;0;0;3;12600;5;1200;0;0;0;0;0;0
02.06.2020 12:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;115200;8;97800;3;27000;10;74400;284;355800;0;0;206;1059600;48;54000;0;0;9;96600;0;0;386;567600;0;0;14;31200;4;4800;0;0;0;0;0;0
02.06.2020 13:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3600;0;0;0;0;0;0;0;0;0;0;0;0;7;98400;8;112200;6;36600;10;74400;291;387600;0;0;213;993600;60;73200;0;0;8;102000;0;0;368;583800;0;0;8;10800;1;1800;0;0;0;0;0;0
02.06.2020 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;77400;7;93600;6;42000;9;77400;297;389400;0;0;226;1075200;37;35400;0;0;8;82200;0;0;415;570600;0;0;4;4800;2;600;0;0;0;0;0;0
02.06.2020 15:00;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;1;600;1;600;0;0;0;0;0;0;0;0;0;0;0;0;8;92400;8;108600;7;39000;9;70200;326;420000;0;0;221;1080000;41;85200;0;0;8;73800;0;0;409;607200;0;0;12;11400;5;2400;0;0;0;0;0;0
02.06.2020 16:00;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;1;600;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;7;85200;9;100800;9;49800;9;64800;336;447600;0;0;245;1215000;56;88800;0;0;7;68400;0;0;501;690600;0;0;12;28800;5;4200;0;0;0;0;0;0
02.06.2020 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;97200;9;114000;6;35400;9;61800;362;508200;0;0;226;1230000;57;91800;0;0;8;72600;0;0;476;729600;0;0;12;14400;7;5400;0;0;0;0;0;0
02.06.2020 18:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;87600;7;96600;7;48000;9;74400;304;358200;0;0;226;1192800;33;24000;0;0;8;102000;0;0;429;672000;0;0;11;18000;6;9600;0;0;0;0;0;0
02.06.2020 19:00;0;0;0;0;1;600;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;56400;4;60600;7;30600;6;40800;244;287400;0;0;179;756000;46;70200;0;0;4;37800;0;0;262;471000;0;0;5;7800;5;4800;0;0;0;0;0;0
02.06.2020 20:00;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;5;60000;4;65400;2;9000;2;12600;188;214800;0;0;144;553200;34;16200;0;0;7;49800;0;0;182;301800;0;0;3;3000;2;1200;0;0;0;0;0;0
02.06.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;51600;4;52800;3;15000;5;31200;126;154800;0;0;93;352800;20;16200;0;0;3;35400;0;0;145;199200;0;0;3;1800;0;0;0;0;0;0;0;0
02.06.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;34800;2;38400;2;9600;3;18000;107;96600;0;0;78;224400;8;5400;0;0;2;21000;0;0;133;97800;0;0;4;2400;0;0;0;0;0;0;0;0
02.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;40200;2;37800;2;9600;2;12600;50;34200;0;0;72;180000;6;3600;0;0;2;22200;0;0;115;66600;0;0;4;1800;0;0;0;0;0;0;0;0
03.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;28800;2;34200;3;13800;3;18000;22;14400;0;0;40;113400;9;6000;0;0;2;22200;0;0;66;46800;0;0;1;1200;0;0;0;0;0;0;0;0
03.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;13800;0;0;11;25800;1;0;0;0;0;0;0;0;16;7800;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;6600;0;0;10;21000;0;0;0;0;0;0;0;0;14;8400;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;7800;0;0;8;21600;1;0;0;0;0;0;0;0;13;6600;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;31200;1;16200;0;0;1;4800;25;15000;0;0;19;44400;1;0;0;0;2;9600;0;0;25;18600;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;46200;5;70200;2;8400;3;14400;135;148200;0;0;37;135600;13;21600;0;0;4;55800;0;0;46;64200;0;0;5;12000;0;0;0;0;0;0;0;0
03.06.2020 06:00;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;5;57000;5;65400;6;68400;11;88800;272;364200;0;0;79;357600;32;35400;0;0;7;72600;0;0;121;208800;0;0;11;22200;0;0;0;0;0;0;0;0
03.06.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;68400;7;88200;6;61200;11;102000;390;483600;0;0;148;669600;60;90000;0;0;8;88200;0;0;209;437400;0;0;20;370800;6;16200;0;0;0;0;0;0
03.06.2020 08:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;100200;10;127800;4;28800;7;49200;313;394800;0;0;165;732600;55;105600;0;0;8;84600;0;0;237;430200;0;0;21;31800;7;24000;0;0;0;0;0;0
03.06.2020 09:00;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;9;223200;8;231000;5;172200;6;168600;223;366600;4;37200;157;742800;59;136200;4;37800;12;165000;4;37200;259;455400;4;37200;4;132000;2;146400;2;120600;2;145200;2;120600
03.06.2020 10:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;1;600;0;0;0;0;0;0;0;0;0;0;0;0;7;94200;8;119400;8;82200;9;96600;322;490200;1;24600;214;1024200;70;247200;1;25200;11;178200;1;25800;317;568200;1;28800;17;109800;6;90000;1;25800;1;19200;1;19200
03.06.2020 11:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;100800;7;99000;5;37800;10;80400;243;327000;0;0;163;791400;177;349200;0;0;13;98400;0;0;364;580800;0;0;5;7800;1;0;0;0;0;0;0;0
03.06.2020 12:00;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;78600;7;95400;4;36600;12;90000;288;385200;0;0;237;955800;51;44400;0;0;9;93600;0;0;380;508200;0;0;5;12600;4;3000;0;0;0;0;0;0
03.06.2020 13:00;0;0;0;0;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;80400;7;89400;9;591000;13;120000;310;460200;1;1800;111;1451400;192;620400;1;1800;12;141600;1;1800;345;549000;1;1800;6;7200;5;3600;1;1800;1;1800;1;1800
03.06.2020 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;97800;11;114000;9;39000;10;57600;307;408000;3;6600;235;1099800;48;46200;3;6600;11;101400;3;6600;433;603000;3;6600;13;28800;5;8400;3;6000;3;6000;3;6000
03.06.2020 15:00;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;99600;7;105600;4;20400;12;72600;326;436200;0;0;287;1090800;54;106800;0;0;8;77400;0;0;426;677400;0;0;15;13800;5;6600;0;0;0;0;0;0
03.06.2020 16:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;5;76800;6;78600;8;58800;10;87600;358;449400;0;0;255;1261800;59;70800;0;0;8;76200;0;0;459;711600;0;0;7;11400;4;3000;0;0;0;0;0;0
03.06.2020 17:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;7;79200;6;89400;6;26400;6;33000;308;357000;0;0;241;1187400;42;28800;0;0;6;58200;0;0;435;792000;0;0;10;7200;7;6600;0;0;0;0;0;0
03.06.2020 18:00;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;85200;6;96600;5;39600;9;70800;279;322800;0;0;205;1155600;38;45600;0;0;8;90600;0;0;318;612600;0;0;4;7800;3;2400;0;0;0;0;0;0
03.06.2020 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;51600;5;62400;6;23400;6;29400;245;277800;0;0;163;813600;33;22200;0;0;4;37800;0;0;225;499800;0;0;7;9000;4;1800;0;0;0;0;0;0
03.06.2020 20:00;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;63600;5;67800;2;9600;3;13200;144;175800;0;0;153;507600;12;11400;0;0;4;43800;0;0;203;271200;0;0;6;9000;3;600;0;0;0;0;0;0
03.06.2020 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;51600;3;49200;3;12600;3;15600;119;149400;0;0;91;358800;9;6600;0;0;3;33600;0;0;150;176400;0;0;1;1200;1;600;0;0;0;0;0;0
03.06.2020 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;31800;3;37800;2;10200;2;10800;93;72000;0;0;93;262200;10;3000;0;0;2;19200;0;0;155;106200;0;0;4;1800;0;0;0;0;0;0;0;0
03.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;28800;2;34800;2;9000;2;10800;70;49200;0;0;51;145200;4;2400;0;0;2;28800;0;0;80;57000;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;32400;2;30600;3;14400;3;18600;30;30000;0;0;41;105600;6;7200;0;0;2;17400;0;0;60;40800;0;0;1;1800;0;0;0;0;0;0;0;0
04.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;15600;0;0;12;33600;1;600;0;0;0;0;0;0;19;10200;0;0;5;4200;0;0;0;0;0;0;0;0
04.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6600;0;0;9;18600;1;0;0;0;0;0;0;0;12;4800;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4200;7;10200;0;0;12;27000;3;600;0;0;0;0;0;0;17;7800;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;27600;1;18600;0;0;0;0;24;15000;0;0;12;34800;2;0;0;0;1;8400;0;0;23;14400;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;81000;4;65400;2;8400;2;9600;141;168000;0;0;33;135600;9;11400;0;0;4;42600;0;0;48;64200;0;0;3;6600;0;0;0;0;0;0;0;0
04.06.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;7;73200;5;78000;5;42000;8;73200;271;317400;0;0;83;343800;26;78600;0;0;7;71400;0;0;131;233400;0;0;15;29400;3;1800;0;0;0;0;0;0
04.06.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;61800;6;78600;6;54600;10;90600;370;500400;0;0;168;677400;44;97200;0;0;8;90000;0;0;247;438000;0;0;7;39600;4;4800;0;0;0;0;0;0
04.06.2020 08:00;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;92400;6;96000;6;45000;9;84600;314;406800;0;0;164;904800;47;48600;0;0;9;97800;0;0;252;556200;0;0;10;14400;2;1800;0;0;0;0;0;0
04.06.2020 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;102600;7;106200;4;24600;6;45600;318;394200;0;0;199;774000;55;51000;0;0;8;79800;0;0;278;484800;0;0;16;25200;6;3600;0;0;0;0;0;0
04.06.2020 10:00;0;0;1;600;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;90000;7;102600;6;34800;6;42600;295;355200;0;0;184;808200;26;24600;0;0;8;84600;0;0;247;436800;0;0;11;15600;5;3000;0;0;0;0;0;0
04.06.2020 11:00;0;0;2;1800;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;84600;6;92400;3;33000;7;58200;281;366600;0;0;215;899400;41;27600;0;0;8;82800;0;0;310;543000;0;0;10;30600;5;2400;0;0;0;0;0;0
