01.06.2020 00:00;Bel_A51_M3_;Vwz_A51_M3_;Bel_A55_M6_;Vwz_A55_M6_;Bel_H51_M2_;Vwz_H51_M2_;Bel_H55_M5_;Vwz_H55_M5_;Bel_T32_b;Vwz_T32_b;Bel_T32_s;Vwz_T32_s;Bel_T32a_b;Vwz_T32a_b;Bel_T32a_s;Vwz_T32a_s;Bel_V2;Vwz_V2;Bel_V32;Vwz_V32;Bel_V51_M1_;Vwz_V51_M1_;Bel_V55_M4_;Vwz_V55_M4_;Bel_V8;Vwz_V8
23.04.2022 10:00;4;4000;4;3990;4;3990;4;3990;8;8040;12;9729;0;0;3;3030;104;381718;28;152944;4;4000;4;4000;149;291010
23.04.2022 11:00;4;4000;4;3990;4;4000;4;4000;10;10030;11;10621;2;2000;5;5050;121;399539;35;179230;4;4000;4;3990;138;280540
23.04.2022 12:00;4;4000;4;4000;4;4000;4;4000;6;6066;9;8940;9;9070;8;8070;140;450900;25;134750;4;4000;4;4000;145;331792
23.04.2022 13:00;4;4000;4;4000;4;4000;4;4000;5;5020;13;13410;2;2010;2;2020;106;363680;32;186186;4;4000;4;4000;119;266230
23.04.2022 14:00;4;3990;4;4000;4;4000;4;4000;5;5030;13;12060;1;1000;4;4040;93;296390;32;163468;4;4000;4;3980;88;207570
23.04.2022 15:00;4;4000;4;4000;4;4000;4;3990;5;5020;7;6970;3;3030;8;8090;100;349032;27;135550;4;3970;4;4000;93;222352
23.04.2022 16:00;4;3990;4;4000;4;4000;4;3990;12;12060;9;7450;3;3020;6;6060;90;350450;27;140235;4;4000;4;3990;125;243570
23.04.2022 17:00;4;3990;4;3990;4;4000;4;4000;5;5020;12;11140;2;2000;7;7070;92;365328;30;145170;4;3990;4;4000;109;208320
23.04.2022 18:00;4;4000;4;3990;4;4000;4;3990;1;1010;8;7271;3;3030;8;8070;93;319593;28;127420;4;4000;4;4000;112;260864
23.04.2022 19:00;4;4000;4;3990;4;3980;4;4000;1;1010;6;5950;0;0;4;4030;81;262940;15;76190;4;4000;4;3990;103;214621
23.04.2022 20:00;4;3980;4;3990;4;4000;4;3990;2;2000;4;3980;0;0;1;1010;75;241536;20;83250;4;4000;4;4000;101;212900
23.04.2022 21:00;4;4000;4;3990;4;3990;4;4000;1;1000;4;3860;0;0;1;1010;81;135600;30;117040;4;3980;4;4000;99;150585
23.04.2022 22:00;4;3990;4;4000;4;4000;4;4000;1;1000;4;3960;3;3020;1;1010;63;97990;25;109520;4;4000;4;4000;68;75120
23.04.2022 23:00;3;2990;4;3990;3;2990;4;4000;0;0;2;1980;0;0;0;0;71;109100;12;45970;3;3000;4;3970;81;173840
24.04.2022 00:00;2;2000;2;1990;2;2000;2;2000;3;3020;3;2310;0;0;1;1010;42;49920;14;55060;2;2000;2;2000;63;70920
24.04.2022 01:00;2;1990;2;1990;2;2000;2;2000;1;1010;0;0;0;0;0;0;17;28790;7;27600;2;1990;2;1990;33;51240
24.04.2022 02:00;2;2000;2;2000;2;2000;2;1990;0;0;0;0;0;0;1;1010;16;28540;2;8040;2;2000;2;2000;24;21190
24.04.2022 03:00;2;1990;2;2000;2;2000;2;1990;0;0;0;0;0;0;0;0;17;24210;3;11856;2;2000;2;2000;23;28110
24.04.2022 04:00;2;2000;2;2000;2;2000;2;1980;0;0;1;990;0;0;0;0;8;14720;1;5430;3;2990;2;2000;9;3980
24.04.2022 05:00;2;2000;2;1990;2;2000;2;1990;0;0;0;0;0;0;0;0;7;12930;0;0;1;1000;2;2000;9;8400
24.04.2022 06:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;7;35900;1;3260;2;2000;2;1990;12;21580
24.04.2022 07:00;2;2045;2;2000;2;1990;2;2000;0;0;0;0;0;0;0;0;12;99820;3;10220;2;2000;2;2000;11;26650
24.04.2022 08:00;3;3000;2;2000;3;3000;2;2000;0;0;5;4110;0;0;0;0;21;144440;4;14850;4;4000;2;2000;26;44760
24.04.2022 09:00;4;4000;4;4000;4;4000;4;3990;6;6030;6;5960;1;1000;1;1010;34;202380;10;57470;4;3990;4;4000;60;121280
24.04.2022 10:00;4;3990;4;3990;4;3990;4;4000;1;1010;4;3970;2;2010;6;6050;63;252127;17;86540;3;3000;4;4000;64;116870
24.04.2022 11:00;4;4000;4;3990;4;3980;4;4000;8;8020;12;8618;4;4010;5;5030;66;256932;26;136800;4;3990;4;4000;86;164729
24.04.2022 12:00;4;4000;4;3990;4;3990;4;3990;9;9010;7;6220;3;3010;3;3020;80;283634;21;119920;4;4000;4;3970;95;192360
24.04.2022 13:00;4;4000;4;4000;4;3990;4;4000;7;7020;8;7730;3;3010;4;4040;85;316578;23;118025;4;4000;4;4000;89;214605
24.04.2022 14:00;4;3990;4;4000;4;4000;4;4000;1;1000;6;4180;1;1010;2;2020;89;335353;16;86978;4;3990;4;3990;109;260972
24.04.2022 15:00;4;3990;4;4000;4;4000;4;3990;7;7010;5;4980;4;4030;2;2010;69;255961;21;117820;5;4750;4;4000;79;152911
24.04.2022 16:00;4;4000;4;4000;4;4000;4;3990;11;11030;17;14780;3;3030;5;5050;79;310078;33;163490;3;3250;4;4000;103;211423
24.04.2022 17:00;4;4000;5;5000;4;3980;5;4980;2;2010;9;7729;5;5030;8;8080;73;270026;24;123950;5;4990;5;4990;110;203972
24.04.2022 18:00;4;4000;4;3990;4;4000;4;3990;1;1010;4;3980;1;1010;3;3030;78;266827;17;73240;3;2980;4;3990;105;215908
24.04.2022 19:00;4;3990;4;4000;4;4000;4;3990;1;1000;1;1000;0;0;0;0;71;254685;10;39060;4;3990;4;4000;66;115310
24.04.2022 20:00;4;4000;4;3990;4;3990;4;3980;1;1000;0;0;1;1000;3;3020;44;243891;8;33410;4;3990;4;4000;51;94020
24.04.2022 21:00;4;4000;4;3990;4;4000;4;4000;0;0;0;0;0;0;0;0;51;70900;3;7980;4;4000;4;4000;69;160534
24.04.2022 22:00;4;4000;4;3990;4;4000;4;4000;0;0;0;0;0;0;0;0;30;45460;2;9600;4;4000;4;3990;40;41296
24.04.2022 23:00;3;2990;4;4000;3;3000;4;4000;1;1000;0;0;0;0;0;0;30;42540;2;6750;3;3000;4;3980;47;44310
25.04.2022 00:00;2;1990;2;1990;2;2000;2;2000;0;0;0;0;0;0;0;0;10;17520;0;0;3;3000;2;2000;11;12550
25.04.2022 01:00;1;1000;1;1000;1;1000;1;1000;0;0;0;0;0;0;0;0;6;9460;0;0;0;0;1;1000;4;3260
25.04.2022 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5030;0;0;0;0;0;0;2;3810
25.04.2022 03:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;6;9000;0;0;1;1000;0;0;3;4080
25.04.2022 04:00;3;2990;2;2000;3;3000;2;1990;0;0;0;0;0;0;0;0;4;12790;2;1380;3;3000;3;3000;11;9790
25.04.2022 05:00;5;5000;6;5860;6;6000;6;6000;0;0;0;0;0;0;0;0;28;46740;3;5060;6;6000;5;5000;31;29936
25.04.2022 06:00;6;5980;5;5140;5;4990;6;6000;0;0;1;1000;0;0;1;1010;41;227807;8;33880;5;4990;6;5990;71;101040
25.04.2022 07:00;7;6990;6;6000;7;7000;5;4960;43;43100;33;30830;6;6020;10;10080;156;828392;66;361685;7;6980;6;5990;175;541021
25.04.2022 08:00;6;6000;8;7990;6;6000;8;7970;5;5000;8;7950;2;2010;7;7060;163;642414;29;126800;6;6000;7;6990;172;461398
25.04.2022 09:00;5;5000;6;5990;5;5000;6;5990;12;12020;19;18240;3;3020;15;15120;116;535430;43;235767;5;5000;6;6000;147;396572
25.04.2022 10:00;2;2000;1;1000;2;1990;1;1000;7;7010;20;17480;0;0;0;0;118;337785;36;204094;2;1990;1;1000;151;276109
25.04.2022 11:00;6;5990;6;5980;6;6000;6;5990;9;9020;14;13533;3;3030;9;9080;121;490707;37;170754;6;6000;6;6000;126;285459
25.04.2022 12:00;5;5000;4;3990;5;5000;4;4000;10;10010;6;5960;10;10070;4;4030;139;446325;21;108536;5;4990;4;4000;113;237170
25.04.2022 13:00;5;4990;7;7000;5;5048;7;7000;22;22070;13;12210;16;16090;19;19170;131;573509;53;316090;5;5000;7;6990;166;733094
25.04.2022 14:00;6;5990;4;4000;6;5980;4;4000;13;13050;12;11930;15;15120;15;15150;137;537341;53;292830;6;6000;5;5000;147;374006
25.04.2022 15:00;6;5990;7;6980;6;5990;7;6990;8;8030;15;13050;11;11060;12;12110;161;577217;52;258580;6;5990;6;6000;166;434944
25.04.2022 16:00;6;5980;5;5000;7;6990;5;4980;12;12060;6;5980;8;8060;22;22190;168;617734;50;239000;7;7042;6;5990;188;497482
25.04.2022 17:00;6;5990;6;6000;5;5000;6;5970;20;20040;21;20640;10;10090;14;14110;169;665029;44;233886;5;4990;5;4990;200;474397
25.04.2022 18:00;6;6000;6;6000;6;6000;7;6980;6;6020;13;12900;2;2010;4;4040;141;541315;26;112461;7;7000;7;7000;189;559121
25.04.2022 19:00;6;5980;6;6000;6;6000;5;4980;4;4020;8;7970;3;3010;6;6050;117;431350;22;99375;5;5000;6;5990;141;342609
25.04.2022 20:00;7;6990;6;5990;7;7000;6;5980;1;1000;1;990;0;0;0;0;61;300418;12;49010;7;6990;6;5990;82;151350
25.04.2022 21:00;4;4000;5;5000;4;3980;5;4990;0;0;0;0;0;0;0;0;42;71840;1;5220;4;4000;5;4990;79;98580
25.04.2022 22:00;4;3980;4;4000;4;4000;4;3990;0;0;0;0;0;0;0;0;47;65660;3;12620;4;4000;4;4000;55;58170
25.04.2022 23:00;2;2000;2;2000;2;2000;2;1990;0;0;0;0;0;0;0;0;21;30060;1;4240;2;2000;1;1000;20;21530
26.04.2022 00:00;2;2000;3;3000;2;1990;3;3000;0;0;0;0;0;0;0;0;10;17310;1;5700;2;2000;3;3000;15;9950
26.04.2022 01:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;5;5540;0;0;0;0;1;1000;9;9030
26.04.2022 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1140;0;0;0;0;0;0;1;2010
26.04.2022 03:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;4;6840;0;0;1;1000;1;1000;2;2170
26.04.2022 04:00;3;3000;2;1990;3;3000;2;2000;0;0;0;0;0;0;0;0;7;12290;0;0;3;2990;2;1970;8;5500
26.04.2022 05:00;5;4990;5;4990;6;5990;5;5000;0;0;0;0;0;0;0;0;30;71670;0;0;6;6000;5;5020;33;47010
26.04.2022 06:00;6;5990;7;6340;5;4990;7;6990;3;3000;3;2980;0;0;2;2020;74;258302;11;49530;5;5000;6;5990;75;163440
26.04.2022 07:00;6;5990;5;5630;6;5990;5;5052;41;41110;26;25230;1;1000;6;6050;191;938654;58;317378;6;5990;6;5990;179;933267
26.04.2022 08:00;7;6980;7;7000;7;7000;7;6990;7;7000;7;6180;2;2020;4;4040;184;758382;30;133170;7;6990;7;7000;198;653465
26.04.2022 09:00;6;5990;6;5970;6;5990;7;6990;9;9020;16;11840;1;1010;3;3020;132;540939;39;183343;6;6000;6;6000;193;404123
26.04.2022 10:00;6;5990;6;6000;6;6000;6;6000;7;7030;6;5960;1;1010;4;4040;122;449216;25;127812;6;5990;6;5980;143;320240
26.04.2022 11:00;6;5990;5;5000;6;6000;4;3990;4;4010;9;8930;5;5030;10;10090;124;525768;36;176620;6;5990;5;5000;140;352370
26.04.2022 12:00;5;4980;6;6000;5;5060;7;7000;7;7030;8;7650;26;26210;20;20170;128;777094;61;346454;5;4990;6;5990;160;709775
26.04.2022 13:00;5;5000;6;5990;5;4990;5;4990;13;13050;8;7940;8;8060;8;8070;134;507262;34;162608;5;5000;5;4990;151;479560
26.04.2022 14:00;5;5000;5;5000;5;5000;6;6000;10;10030;7;6960;7;7040;10;10100;134;641389;37;191120;5;5000;6;5990;148;424333
26.04.2022 15:00;6;5990;5;4990;6;6000;4;4053;8;8010;9;8960;3;3020;8;8060;151;594030;30;151167;6;5990;5;4970;178;468993
26.04.2022 16:00;5;4990;5;5000;5;4990;5;5000;12;12020;13;11650;21;21120;11;11080;146;638445;43;214020;5;4990;5;5000;187;607550
26.04.2022 17:00;5;5000;6;6000;5;5000;6;5990;12;12030;15;14930;5;5030;10;10090;175;579706;39;185010;6;6045;6;6000;196;623387
26.04.2022 18:00;6;5990;6;5990;6;6000;6;5990;7;7020;7;6440;8;8040;8;8060;130;549151;25;131190;5;5000;5;4990;197;430455
26.04.2022 19:00;5;4990;5;5000;5;5000;5;4990;3;3000;5;6053;1;1010;1;1010;125;458748;11;53523;5;4990;6;5990;134;436706
26.04.2022 20:00;6;6000;5;4990;7;7000;5;5000;1;1010;2;2045;1;1000;1;1010;80;394911;11;45360;7;7000;4;3980;88;212689
26.04.2022 21:00;3;3000;4;4000;3;3000;4;3990;0;0;2;1990;1;1010;0;0;56;294790;5;24330;3;3000;4;3980;76;182580
26.04.2022 22:00;5;5000;4;4000;4;4000;4;3990;0;0;0;0;0;0;0;0;40;120660;3;5300;4;4000;4;3990;47;71490
26.04.2022 23:00;2;2000;2;2000;2;1990;2;1990;0;0;0;0;0;0;0;0;20;43870;5;16550;2;2000;2;2000;30;45610
27.04.2022 00:00;2;1990;3;3000;2;2000;3;3000;0;0;0;0;0;0;0;0;9;28240;1;5190;2;2000;3;3000;15;16480
27.04.2022 01:00;0;0;1;1000;0;0;1;990;0;0;0;0;0;0;0;0;4;12990;0;0;0;0;1;1000;6;5950
27.04.2022 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;12570;1;30;0;0;0;0;3;3220
27.04.2022 03:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;3;7220;0;0;1;1000;0;0;2;1620
27.04.2022 04:00;2;2000;2;2000;3;2990;2;2000;0;0;0;0;0;0;0;0;5;12250;0;0;3;3000;2;1990;10;6060
27.04.2022 05:00;6;6000;6;6000;6;5990;6;6000;2;2000;2;1980;0;0;0;0;24;47525;2;7840;6;6000;6;5980;26;24240
27.04.2022 06:00;6;6000;5;4990;5;5054;5;4990;1;1000;1;990;0;0;1;1010;38;294490;7;26770;5;5000;6;5990;59;128560
27.04.2022 07:00;7;6980;6;5980;7;6990;6;6000;38;38050;31;30770;8;8050;6;6040;149;716933;60;328970;7;7000;6;5990;185;460078
27.04.2022 08:00;6;6000;7;7000;6;5970;8;7510;11;11030;10;9650;1;1010;3;3020;167;641906;35;150464;6;5990;7;7000;152;377029
27.04.2022 09:00;6;6000;6;5970;6;6000;5;5480;7;7010;11;8160;2;2010;8;8080;114;475956;39;214980;6;6000;6;5990;156;346658
27.04.2022 10:00;6;5980;7;6980;6;5990;7;7000;10;10000;10;8210;3;3010;7;7040;121;526162;36;175890;6;5990;6;6000;169;397753
27.04.2022 11:00;7;7000;6;5990;7;7000;6;5990;6;6030;8;7940;7;7040;11;11110;129;544252;38;164780;7;7000;6;6000;140;364838
27.04.2022 12:00;5;4990;5;4990;5;5000;6;6000;12;12040;8;7980;22;22140;19;19170;153;485968;40;191620;5;4990;6;6000;163;361716
27.04.2022 13:00;6;5990;6;5980;6;6000;6;6000;20;20110;12;10510;19;19120;19;19150;145;586723;61;331390;6;5990;6;5980;146;440036
27.04.2022 14:00;6;6000;7;6990;6;5990;6;5990;7;7030;8;7220;7;7020;20;20190;151;557023;44;241680;6;6000;6;5990;138;1042682
27.04.2022 15:00;6;5990;5;5000;6;6000;5;5000;12;12040;16;15940;7;7040;22;22220;152;611589;52;268775;6;5980;6;5590;157;435190
27.04.2022 16:00;6;6000;7;6990;6;5990;7;7054;14;14040;24;22290;21;21120;18;18160;144;632683;54;283386;6;6000;6;6410;166;566060
27.04.2022 17:00;6;5990;6;5990;6;5990;6;6000;14;14010;17;15461;13;13090;18;18150;184;678051;52;287833;6;5990;6;5990;182;593431
27.04.2022 18:00;6;6000;5;4980;6;6000;6;5990;10;10030;17;16060;9;9060;6;6050;152;651665;31;153220;6;6000;6;6000;191;523982
27.04.2022 19:00;6;6000;7;6990;6;5990;6;5990;1;1000;14;12380;4;4085;4;4040;133;525580;24;106526;7;7000;6;6000;137;283057
27.04.2022 20:00;6;5990;5;4990;7;6980;5;5000;3;3000;4;3960;2;2010;1;1010;80;412255;15;67370;6;5990;5;5000;90;208411
27.04.2022 21:00;5;5000;5;4990;4;4000;5;4980;0;0;0;0;0;0;0;0;79;132385;4;15920;4;4000;5;5000;89;98640
27.04.2022 22:00;4;3990;4;4000;4;3990;4;3990;0;0;1;460;0;0;1;1052;46;71880;9;32890;4;3980;4;4000;60;76370
27.04.2022 23:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;21;32530;4;6500;2;2000;2;2000;31;34910
28.04.2022 00:00;2;2000;3;2990;2;2000;3;2990;1;990;1;990;0;0;0;0;16;25440;2;7020;2;2000;3;3000;25;24320
28.04.2022 01:00;0;0;1;990;0;0;1;1000;0;0;0;0;0;0;0;0;6;7540;2;6780;0;0;1;1000;11;10560
28.04.2022 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1280;0;0;0;0;0;0;3;3680
28.04.2022 03:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;7;12090;1;3670;1;1000;0;0;4;1840
28.04.2022 04:00;3;3000;2;2000;3;3000;2;2000;0;0;0;0;0;0;0;0;9;16450;0;0;3;2990;2;2000;11;7860
28.04.2022 05:00;5;4980;5;4990;6;5990;6;6000;1;1000;1;1000;0;0;0;0;27;92224;2;5920;6;5990;6;6000;37;33030
28.04.2022 06:00;7;6990;6;5990;6;5990;5;5000;2;2000;3;2970;0;0;1;1010;50;406181;10;47480;6;6000;6;6000;57;105470
28.04.2022 07:00;6;5990;6;5990;6;6000;6;5990;41;41070;28;26280;3;3020;4;4030;135;626180;55;284265;6;5990;5;4990;171;433604
28.04.2022 08:00;6;6000;7;6970;6;5980;8;7980;10;10020;21;21663;2;2010;2;2020;182;672465;39;162710;6;6000;8;8000;186;433574
28.04.2022 09:00;6;6000;6;6000;7;6990;5;5000;12;12020;12;11091;6;6040;8;8103;134;493916;39;204660;7;6990;6;6000;167;365456
28.04.2022 10:00;7;6970;6;6000;6;5990;7;6980;4;4020;9;8010;2;2020;1;1010;137;615075;23;99090;6;5980;6;5990;145;366421
28.04.2022 11:00;5;4990;7;6980;5;5000;6;5980;11;11050;13;11770;10;10080;12;12100;144;470704;27;151090;5;5000;6;6000;170;380723
28.04.2022 12:00;6;5990;5;4990;6;5990;6;6000;11;11050;13;12980;15;15100;9;9070;147;510104;39;214257;6;5970;6;5990;161;395037
28.04.2022 13:00;6;5980;6;5980;6;6000;6;5980;17;17090;13;12970;23;23170;21;21180;160;606124;53;302510;6;6000;6;6000;158;1122418
28.04.2022 14:00;6;5990;6;5970;6;5990;5;5000;11;11060;16;14192;11;11070;18;18160;139;683793;51;283587;6;5990;6;5990;152;1166486
28.04.2022 15:00;6;6000;6;6000;6;6000;6;5990;10;10030;15;13559;21;21110;18;18170;164;653103;61;326858;6;5990;5;4990;195;493053
28.04.2022 16:00;6;6000;6;5980;6;5980;7;6970;10;10030;23;19997;26;26220;26;26230;159;737410;71;381168;6;6000;7;7055;188;610459
28.04.2022 17:00;6;5980;6;5960;6;5990;6;5980;11;11020;17;16190;12;12100;16;16160;146;572890;57;294701;6;6000;6;6000;213;569752
28.04.2022 18:00;6;6000;6;5990;6;5980;5;4990;9;9040;15;14950;11;10450;11;11090;137;560990;44;224100;5;4990;6;6000;176;462867
28.04.2022 19:00;6;5990;7;6990;6;6000;7;6990;3;3000;10;10960;2;2620;6;6060;113;514583;32;152603;6;5970;6;6000;156;379916
28.04.2022 20:00;6;6050;5;5000;7;6990;5;4990;4;4020;5;4570;2;2010;4;4020;87;382019;23;109580;7;6990;5;5000;116;240819
28.04.2022 21:00;5;4990;5;5000;4;3980;5;4990;2;2010;2;1990;4;4020;1;1010;65;127050;15;73960;4;4000;5;4990;94;111980
28.04.2022 22:00;4;3990;4;4000;4;4000;4;3990;0;0;1;990;0;0;1;1010;44;65250;11;52310;4;4000;4;4000;75;79980
28.04.2022 23:00;2;2000;2;2000;2;2000;2;1990;0;0;1;990;1;1000;0;0;38;54440;11;49570;2;2000;2;2000;38;52570
29.04.2022 00:00;2;2000;3;3000;2;2000;3;3000;0;0;0;0;0;0;0;0;20;29010;2;6170;2;2000;3;3000;21;20640
29.04.2022 01:00;0;0;1;990;0;0;1;1000;0;0;0;0;0;0;0;0;4;5250;1;3950;0;0;1;1000;9;10330
29.04.2022 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;12790;0;0;0;0;0;0;7;7580
29.04.2022 03:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;4;6360;1;6510;1;990;0;0;5;8480
29.04.2022 04:00;3;3000;2;2000;3;2990;2;2000;0;0;0;0;0;0;0;0;11;18840;5;12330;3;3000;2;2000;12;10660
29.04.2022 05:00;5;5000;5;5000;5;5000;5;5000;0;0;0;0;1;1010;1;1010;15;61145;1;4220;5;5000;5;5000;34;28330
29.04.2022 06:00;7;6980;6;6000;7;7000;6;5990;2;2000;2;1850;0;0;1;1010;37;292120;8;32840;7;7000;7;6970;67;103013
29.04.2022 07:00;6;5990;6;6000;6;6000;7;6240;49;49080;32;31740;1;1010;3;3020;134;657210;56;312970;6;6000;6;5990;144;489813
29.04.2022 08:00;6;6000;9;8980;6;6000;7;7730;19;19040;29;27640;3;3030;8;8080;135;548350;48;220580;6;5990;7;7000;154;345200
29.04.2022 09:00;6;5990;6;6000;6;6000;6;5781;12;12030;11;10930;1;1000;6;6050;137;561881;37;193510;6;5990;6;6057;161;422591
29.04.2022 10:00;7;7000;6;6000;7;6970;6;5980;12;12060;12;10100;2;2020;4;4040;133;622065;33;188900;7;6990;6;5990;160;443464
29.04.2022 11:00;5;5000;5;5000;5;4990;5;5000;8;8060;15;14850;6;6030;10;10090;168;616539;32;189640;5;5000;6;5980;169;435223
29.04.2022 12:00;6;6000;6;6000;6;6055;6;5980;7;7040;10;7826;18;18100;20;20190;158;577160;32;184670;6;6000;6;5990;160;397774
29.04.2022 13:00;6;6000;7;6990;6;6000;7;7000;10;10020;15;13360;18;18090;30;30300;183;675897;66;337174;6;5990;6;5990;167;684731
29.04.2022 14:00;6;6000;5;5000;6;6000;5;4990;14;14040;26;25400;12;12090;21;21210;159;655929;57;308340;6;6000;6;5990;166;562800
29.04.2022 15:00;6;5990;6;6000;6;6000;6;6000;12;12030;24;22395;6;6040;11;11110;162;586335;56;278615;6;5990;6;5980;200;509100
29.04.2022 16:00;6;5990;6;5980;6;6000;6;5990;11;11040;21;19778;14;14144;15;15140;175;658965;65;363486;6;5990;6;6000;189;515315
29.04.2022 17:00;6;6000;6;5990;6;6000;6;6000;11;11040;18;17976;10;10070;15;15140;153;626369;63;404123;6;5990;5;4990;182;519643
29.04.2022 18:00;6;5990;7;6990;6;6000;7;7056;10;10030;14;10670;4;4030;7;7050;144;554528;44;224650;6;6000;7;6980;162;394170
29.04.2022 19:00;6;5990;5;4990;6;6000;6;6000;6;6020;7;6980;5;5030;9;9090;116;530233;39;212055;6;5980;6;6000;129;325350
29.04.2022 20:00;7;6960;6;5990;7;6990;5;5000;6;6010;5;4840;1;1010;2;2020;87;505176;27;124060;7;6990;5;5000;120;260965
29.04.2022 21:00;3;3000;5;5000;4;4000;5;4990;0;0;4;3980;1;1000;1;1010;76;119710;22;98010;4;4000;6;5980;130;202882
29.04.2022 22:00;5;4990;4;4000;4;3990;4;4000;0;0;3;2970;0;0;0;0;54;82310;9;43400;4;4000;3;2990;74;88610
29.04.2022 23:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;37;54200;5;19310;2;2000;2;2000;51;63654
30.04.2022 00:00;2;2000;2;2000;2;2000;2;1990;0;0;1;1000;0;0;0;0;26;61090;5;18180;2;1990;2;2000;31;35220
30.04.2022 01:00;2;2000;2;1990;2;2000;2;2000;0;0;0;0;0;0;0;0;14;21860;4;17290;2;1990;2;2000;21;23453
30.04.2022 02:00;1;1000;2;2000;2;1040;2;1990;0;0;0;0;0;0;0;0;10;23750;4;10270;2;2000;3;2440;14;19834
30.04.2022 03:00;3;3000;2;2000;2;2960;2;1990;0;0;0;0;0;0;0;0;15;47985;1;5450;2;2000;1;1560;19;24570
30.04.2022 04:00;2;2000;2;1990;2;2000;2;2000;0;0;0;0;0;0;0;0;9;27490;2;5050;2;1990;2;2000;24;27060
30.04.2022 05:00;4;4000;4;4000;4;4000;4;3990;0;0;0;0;0;0;0;0;19;74565;2;9590;4;4000;4;3990;20;23250
30.04.2022 06:00;4;3990;4;4000;4;4000;4;3990;0;0;0;0;0;0;0;0;8;125025;3;11890;4;3980;4;4000;23;34790
30.04.2022 07:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0;0;0;0;0;37;194620;5;25090;4;3990;4;3990;31;78640
30.04.2022 08:00;3;2990;4;4000;4;3990;4;4000;0;0;3;2830;0;0;1;1000;76;255420;13;53330;4;3990;4;4000;82;172890
30.04.2022 09:00;5;4980;4;4000;4;3990;4;4000;6;6000;9;7492;1;1010;4;4040;107;381549;26;121820;4;4000;4;4000;107;205210
30.04.2022 10:00;4;4000;4;4000;4;3990;4;4000;4;3990;2;1990;4;4040;1;1010;116;378759;23;119010;4;3990;4;3980;127;263463
30.04.2022 11:00;3;3000;4;4000;3;3000;4;4000;2;2000;2;1980;2;2010;3;3020;140;398354;15;68584;3;3000;4;3990;146;345242
30.04.2022 12:00;4;4000;4;3990;4;3980;4;3990;4;4000;4;3960;1;1000;6;6050;119;381008;16;82560;4;4000;4;4000;159;348496
30.04.2022 13:00;4;3990;4;3990;4;3990;4;3990;3;3000;1;990;2;2020;2;2010;111;375802;16;74210;4;4000;5;4990;153;356440
30.04.2022 14:00;5;5000;4;3990;5;5000;4;3980;3;3000;9;8940;3;3030;2;2020;125;428884;21;104000;5;5000;3;3000;104;203560
30.04.2022 15:00;3;3000;4;4000;4;4000;4;3990;7;7000;8;7960;2;2020;3;3020;102;301370;20;102960;4;3990;5;5000;107;224424
30.04.2022 16:00;4;4000;4;3980;3;2990;4;4000;17;17040;8;7960;3;3020;2;2000;97;305200;24;126360;4;4000;3;3000;100;255920
30.04.2022 17:00;5;5000;4;4000;5;4990;4;4000;4;4020;12;10205;4;4030;4;4040;92;330377;23;121270;4;4000;5;5000;108;243772
30.04.2022 18:00;3;3000;4;3990;3;2990;4;4000;4;4010;12;10961;4;4030;8;8060;95;309946;32;159280;3;3000;3;3000;172;358280
30.04.2022 19:00;4;3990;4;3990;5;5000;4;3990;5;5010;10;10384;2;2020;5;5040;96;383997;28;139367;5;4980;5;4990;208;478182
30.04.2022 20:00;5;4980;4;4000;4;4000;4;3990;2;2010;2;2000;2;2000;1;1010;72;238455;17;67330;4;3990;3;2990;107;275010
30.04.2022 21:00;3;2990;4;4000;3;3000;4;4000;0;0;0;0;0;0;0;0;46;62610;3;8280;3;2990;4;3990;58;76409
30.04.2022 22:00;5;5000;4;4053;5;4990;4;4000;0;0;2;1980;0;0;0;0;140;270633;12;49370;5;5000;4;3990;76;93770
30.04.2022 23:00;1;1000;2;2000;1;1000;2;2000;0;0;0;0;1;1000;2;2000;134;212164;18;64994;1;1000;2;2000;78;85260
01.05.2022 00:00;3;3000;2;2000;3;3000;2;2000;0;0;0;0;0;0;0;0;42;62420;8;21180;3;3000;2;1990;63;71523
01.05.2022 01:00;2;2000;2;1990;2;1990;2;2000;0;0;0;0;0;0;0;0;25;41530;7;26540;2;2000;2;2000;44;39633
01.05.2022 02:00;2;1990;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;16;32760;2;8470;2;2000;2;2000;31;36780
