01.06.2020 00:00;Bel_A51_M3_;Vwz_A51_M3_;Bel_A55_M6_;Vwz_A55_M6_;Bel_H51_M2_;Vwz_H51_M2_;Bel_H55_M5_;Vwz_H55_M5_;Bel_T32_b;Vwz_T32_b;Bel_T32_s;Vwz_T32_s;Bel_T32a_b;Vwz_T32a_b;Bel_T32a_s;Vwz_T32a_s;Bel_V2;Vwz_V2;Bel_V32;Vwz_V32;Bel_V51_M1_;Vwz_V51_M1_;Bel_V55_M4_;Vwz_V55_M4_;Bel_V8;Vwz_V8
01.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;15;46715;1;1350;0;0;1;1000;15;21180
01.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;12600;0;0;0;0;0;0;2;3070
01.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6280;1;1930;0;0;0;0;6;11450
01.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7370;1;3580;0;0;0;0;0;0
01.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7900;0;0;0;0;0;0;4;3070
01.06.2020 05:00;1;990;1;1000;1;1000;1;1000;0;0;0;0;0;0;0;0;4;38700;0;0;1;1000;1;1000;8;19000
01.06.2020 06:00;3;2990;2;2000;3;3000;2;2000;0;0;0;0;0;0;0;0;8;91390;2;4810;3;3000;2;1990;7;22840
01.06.2020 07:00;2;2000;2;2000;2;1990;2;2056;0;0;0;0;0;0;0;0;11;67059;2;8590;2;2000;2;1990;26;46813
01.06.2020 08:00;2;2000;2;1990;2;2000;2;2000;2;2010;2;2020;0;0;0;0;28;101910;6;26200;2;1990;2;2000;55;86360
01.06.2020 09:00;2;2000;2;2000;2;2000;2;1990;1;1000;3;3020;0;0;1;1010;54;153294;12;48064;2;2000;2;2000;64;98074
01.06.2020 10:00;2;2000;2;1990;2;2000;2;2000;4;4010;8;7390;1;1000;3;3020;72;196180;15;74090;2;2000;2;2000;71;145226
01.06.2020 11:00;2;2000;2;1990;2;2000;2;2000;6;6085;10;10770;7;7030;6;6070;108;344518;32;158130;2;2000;2;1990;99;214950
01.06.2020 12:00;3;2990;3;3000;3;3000;3;3000;6;6135;8;8070;3;3000;5;5094;92;268364;28;159439;3;2990;3;3000;118;270000
01.06.2020 13:00;4;4000;4;3990;3;2980;4;4000;4;4020;11;11080;5;5020;5;5050;84;306125;25;132690;4;3990;4;4000;101;260198
01.06.2020 14:00;4;3990;4;3990;2;1990;4;3990;8;8060;13;13120;3;3030;2;2020;91;355424;32;196310;4;4000;4;3990;146;818046
01.06.2020 15:00;4;4000;4;4000;3;3000;4;4000;7;7030;13;13070;2;2020;9;9090;82;299604;36;232768;4;4000;4;4000;80;232310
01.06.2020 16:00;4;3990;4;3990;4;3990;4;4000;8;8030;14;13230;4;4040;6;6060;112;433589;40;222580;4;3990;4;3980;108;328934
01.06.2020 17:00;4;3990;4;3990;4;4000;4;4000;10;10088;12;11970;3;3000;6;6050;97;364010;41;225413;4;4000;4;3990;130;290093
01.06.2020 18:00;4;3990;4;3980;4;3980;4;4000;6;6030;12;10800;0;0;2;2020;126;436384;27;133259;4;3990;4;4000;133;308990
01.06.2020 19:00;2;2000;2;2000;2;1990;2;2000;5;5010;6;6040;2;2010;9;9090;107;317454;30;166610;2;2000;2;2000;114;267073
01.06.2020 20:00;2;2000;2;2000;2;1990;2;2000;5;5030;5;5020;2;2010;3;3030;105;264383;20;116267;2;2000;2;1990;112;230477
01.06.2020 21:00;2;2000;2;2000;2;1990;2;2000;2;2010;7;7030;0;0;2;2020;67;183756;14;80070;2;2000;2;1990;72;227743
01.06.2020 22:00;2;2000;2;1980;2;2000;2;2000;0;0;0;0;0;0;1;1010;46;268445;8;18510;2;2000;2;2000;57;83790
01.06.2020 23:00;2;2000;2;2000;2;2000;2;1980;1;1000;1;990;0;0;0;0;21;64470;3;13930;2;1990;2;2000;11;17893
02.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;11;32870;2;3450;0;0;1;990;13;34370
02.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;15570;0;0;0;0;0;0;11;19660
02.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;12170;0;0;0;0;0;0;3;3050
02.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;10520;1;1050;0;0;0;0;3;7740
02.06.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;7;17960;0;0;1;1000;0;0;3;5630
02.06.2020 05:00;3;3000;3;3000;3;3000;3;2980;0;0;0;0;0;0;0;0;26;136300;1;5180;3;3000;3;3000;19;44500
02.06.2020 06:00;4;4000;4;4000;4;4000;4;4000;0;0;5;5050;0;0;1;1010;60;431101;7;33740;4;4000;4;3990;60;116650
02.06.2020 07:00;3;3000;4;4000;3;3000;4;4000;5;5020;7;7060;1;1000;2;2020;149;418505;15;71772;3;3000;4;4000;138;313456
02.06.2020 08:00;5;5000;4;4000;5;5000;4;3990;8;8040;7;7050;3;3010;4;4030;140;484350;24;119120;5;5000;4;3990;187;367140
02.06.2020 09:00;4;4000;4;4000;4;3990;4;4000;7;7030;6;6050;3;3020;3;3030;146;429120;26;102770;4;4000;4;4000;158;447310
02.06.2020 10:00;4;4000;4;4000;4;3990;4;4000;9;9050;9;9090;3;3030;9;9080;158;620652;44;240750;4;4000;4;4000;145;493220
02.06.2020 11:00;4;4000;4;4000;4;3990;4;3990;3;3020;16;16120;4;4040;7;7070;137;441900;36;183214;4;4000;4;4000;183;426330
02.06.2020 12:00;5;4980;5;4990;5;5000;5;5000;6;6060;14;14110;1;1010;4;4030;152;509736;34;170039;5;4990;5;5000;175;582143
02.06.2020 13:00;4;4000;5;5000;4;4000;5;4980;3;3020;6;6060;9;9080;7;7070;122;405194;18;86590;4;4000;5;4990;161;423872
02.06.2020 14:00;4;3990;4;3990;4;3990;4;3990;4;4010;6;6000;3;3030;5;5050;137;480653;26;147340;4;3990;4;4000;127;369838
02.06.2020 15:00;4;4000;4;4052;4;4000;4;3990;11;11050;18;18100;3;3030;6;6060;168;515960;31;170790;4;4000;4;3990;173;567402
02.06.2020 16:00;4;4000;4;4000;4;4000;4;4000;13;13050;9;9070;6;6060;7;7060;157;563682;32;172710;4;4000;4;3990;183;501882
02.06.2020 17:00;4;3990;4;4056;4;4000;4;3990;7;7050;11;11090;9;9050;13;13120;166;601233;37;211170;4;4000;4;4000;200;686346
02.06.2020 18:00;4;4000;4;4000;4;4000;4;4000;6;6050;8;8050;8;8060;6;6050;158;466296;34;171685;4;4000;4;4000;170;473271
02.06.2020 19:00;4;4000;4;3970;4;4000;4;3990;5;5000;6;6030;1;1000;2;2010;104;327770;23;112140;4;3990;4;3990;103;334410
02.06.2020 20:00;4;3990;3;3000;4;4000;3;3000;2;2010;2;2020;4;4020;4;4030;78;265540;26;135560;4;3990;3;3000;91;195424
02.06.2020 21:00;2;2000;3;2990;2;1990;3;3000;2;2010;6;6040;1;1010;4;4020;61;204870;14;72780;2;2000;3;3000;75;167640
02.06.2020 22:00;2;2000;2;2000;2;2000;2;2000;0;0;1;1010;0;0;2;2020;42;120235;7;35850;2;2000;2;1990;48;61440
02.06.2020 23:00;2;2000;2;2000;2;1990;2;1990;0;0;0;0;0;0;0;0;32;84195;5;20870;2;2000;2;2000;29;59370
03.06.2020 00:00;0;0;1;990;0;0;1;1000;0;0;0;0;0;0;0;0;8;21780;1;1230;0;0;1;1000;8;8440
03.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9340;0;0;0;0;0;0;7;9870
03.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;12830;0;0;0;0;0;0;5;5050
03.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5010;0;0;0;0;0;0;4;4900
03.06.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;7;20680;0;0;1;1000;0;0;2;2820
03.06.2020 05:00;3;2990;3;2990;3;3000;3;2980;0;0;0;0;0;0;0;0;14;108680;1;2650;3;2990;3;2990;25;61820
03.06.2020 06:00;4;4000;4;3990;4;4000;4;3990;1;1000;4;4010;0;0;1;1000;50;252400;6;30080;4;3990;4;3990;58;143033
03.06.2020 07:00;4;4000;5;5000;4;4000;5;5000;3;3020;8;8060;1;1000;3;3030;158;506415;17;85170;4;4000;5;5000;152;426342
03.06.2020 08:00;5;5000;4;3990;5;5000;4;4000;7;7030;8;8070;2;2020;3;3030;142;446930;19;98311;5;4990;4;4000;156;460651
03.06.2020 09:00;4;4000;4;4000;4;4000;4;4000;6;6050;4;4020;3;3020;5;5040;155;434832;18;105720;4;4000;4;4000;146;379510
03.06.2020 10:00;4;4000;4;4000;4;4000;4;3990;9;9040;11;11080;5;5030;5;5050;135;496250;37;203360;4;4000;4;4000;148;454943
03.06.2020 11:00;4;4000;4;4000;4;4000;4;4000;3;3020;6;6070;8;8070;11;11110;144;757944;29;175100;4;3990;4;3990;125;319694
03.06.2020 12:00;5;4990;5;5000;5;5000;5;5000;4;4030;13;13140;3;3030;4;4030;143;521660;30;136970;5;5000;5;4990;143;368270
03.06.2020 13:00;4;4000;5;4990;5;5000;5;5000;4;4040;14;14130;4;4040;6;6060;159;538347;27;154140;5;4990;5;5000;155;464308
03.06.2020 14:00;5;5000;4;4000;4;4000;4;4000;10;10040;18;18160;5;5040;8;8080;149;589552;34;176150;4;4000;4;4000;178;598773
03.06.2020 15:00;3;3000;4;4000;3;2990;4;4000;6;6040;24;24210;3;3030;6;6060;139;530480;33;184710;3;3000;4;4021;152;488255
03.06.2020 16:00;4;4000;4;3990;5;5000;4;3990;21;21130;16;16150;18;18150;15;15160;133;484374;47;236312;5;5000;4;4000;164;547740
03.06.2020 17:00;5;4990;4;4000;4;3990;4;3990;14;14060;17;17090;2;2020;5;5050;151;521984;37;186525;4;4000;4;3990;173;482759
03.06.2020 18:00;4;4000;4;3990;4;4000;4;4000;6;6010;9;9040;7;7103;8;8070;138;486416;36;164257;4;3990;4;4000;171;396607
03.06.2020 19:00;4;3970;4;4000;4;4000;4;4000;4;4010;5;5030;7;7070;6;6060;105;364948;24;116300;4;4000;4;3990;113;343825
03.06.2020 20:00;4;4000;3;3000;4;3990;3;3000;1;1010;2;2020;0;0;2;2010;85;301640;15;71654;4;4000;3;3000;92;191985
03.06.2020 21:00;2;2000;3;2970;2;2000;3;3000;0;0;1;1010;0;0;2;2010;78;214115;6;32470;2;2000;3;3000;75;201560
03.06.2020 22:00;2;2000;2;2000;2;2054;2;2000;3;3020;3;2090;0;0;0;0;37;125286;9;55020;2;1990;2;2000;38;55700
03.06.2020 23:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;23;70030;7;20120;2;2000;2;2000;30;45660
04.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;7;16080;1;3270;0;0;1;1000;12;14810
04.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;17430;1;1310;0;0;0;0;5;6290
04.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;18480;1;8330;0;0;0;0;3;2340
04.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;10;27140;0;0;1;1000;0;0;5;5160
04.06.2020 05:00;3;3000;3;3000;3;3000;3;3000;0;0;0;0;0;0;0;0;30;106880;1;3210;3;2990;3;3000;21;44816
04.06.2020 06:00;4;4000;4;3990;4;4000;4;3990;0;0;3;3020;0;0;2;2030;54;230950;7;38910;4;4000;4;3990;50;118270
04.06.2020 07:00;3;2990;4;3980;3;3000;4;4000;5;5020;11;11070;0;0;1;1010;132;450940;25;126484;3;3000;4;4000;156;409274
04.06.2020 08:00;5;5000;4;4000;5;5000;4;3990;8;8010;4;4020;7;7050;8;8136;135;493736;24;105160;5;5000;4;4000;165;420654
04.06.2020 09:00;4;3990;4;3990;4;3980;4;4000;4;4020;5;5030;1;1010;4;4040;131;389580;17;93650;4;4000;4;3990;144;408325
04.06.2020 10:00;4;4057;4;4054;4;4000;4;4000;11;11020;14;14110;0;0;3;3030;125;460402;25;141280;4;4000;4;4000;145;385493
04.06.2020 11:00;4;4000;4;3990;4;4000;4;3980;7;7040;15;15110;4;4040;10;10090;146;456620;41;206604;4;4000;4;3990;147;432173
04.06.2020 12:00;5;4980;5;4990;5;5000;5;5000;3;3020;6;6050;4;4020;4;4040;144;557126;17;83272;5;4990;5;5000;207;571634
04.06.2020 13:00;5;5000;5;5000;5;4990;5;5000;2;2010;5;5030;7;7050;6;6050;133;659696;37;160276;5;5000;5;5049;157;637843
04.06.2020 14:00;4;4000;4;4000;4;3980;4;3980;6;6030;11;11060;3;3030;10;10090;152;449147;32;159247;4;3990;4;4000;154;499987
04.06.2020 15:00;4;4000;4;3990;4;4000;4;4000;7;7040;8;8060;3;3030;10;10090;172;566358;25;118886;4;3980;4;4000;174;534979
04.06.2020 16:00;3;3000;4;4000;3;2990;4;3990;6;6020;12;12080;7;7060;5;5050;191;591416;35;189242;3;3000;4;3990;177;473088
04.06.2020 17:00;5;4970;4;4000;5;4990;4;3990;7;7030;6;6050;2;2010;2;2020;140;609157;18;83880;5;5000;4;3990;207;582264
04.06.2020 18:00;3;3000;4;3990;4;3990;4;3980;4;4030;9;9050;4;4020;5;5030;116;392790;23;117150;4;4000;4;4000;149;423600
04.06.2020 19:00;5;4990;4;3990;4;3990;4;4000;4;4010;4;4020;2;2020;8;8070;110;403644;16;72260;4;4000;4;4000;118;345266
04.06.2020 20:00;4;4000;3;3000;4;3990;3;3000;2;2010;1;1000;1;1010;1;1010;77;347088;9;41570;4;4000;3;2990;85;213170
04.06.2020 21:00;2;2000;3;2980;2;1990;3;3000;1;1000;7;7040;0;0;1;1010;47;198555;8;37670;2;2000;3;2990;59;120474
04.06.2020 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0;42;138457;2;13000;2;2000;2;2000;53;80300
04.06.2020 23:00;2;2000;2;2000;2;2000;2;2000;1;1000;0;0;0;0;0;0;26;77770;2;5820;2;2000;2;2000;29;38240
05.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;8;26830;1;2390;0;0;1;990;11;12840
05.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8460;1;4410;0;0;0;0;12;11660
05.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8990;0;0;0;0;0;0;2;2020
05.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3380;0;0;0;0;0;0;1;1210
05.06.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;6;23234;1;2810;1;1000;0;0;5;4880
05.06.2020 05:00;3;3000;3;3000;3;3000;3;3000;0;0;0;0;0;0;0;0;21;136920;1;4530;3;2990;3;2990;19;42080
05.06.2020 06:00;4;3990;4;3980;4;3990;4;4000;0;0;2;2020;0;0;1;1000;61;245995;5;20300;4;4000;4;4000;53;154330
05.06.2020 07:00;3;2990;4;3990;4;4000;4;4000;7;7020;13;13090;4;4030;2;2010;120;412016;24;111420;4;3990;4;4000;125;350290
05.06.2020 08:00;5;5000;4;4000;4;4000;4;4000;4;4020;8;8040;3;3010;7;7040;136;491190;24;117170;4;3990;4;4000;150;375154
05.06.2020 09:00;4;4000;4;3990;4;4000;4;3990;6;6020;5;5040;2;2010;3;3030;127;431048;28;128630;4;4000;4;4000;127;342960
05.06.2020 10:00;4;4000;4;4000;4;4000;4;4000;13;13060;9;9070;3;3030;7;7070;137;502573;32;176552;4;4000;4;4000;134;441623
05.06.2020 11:00;4;3990;4;4000;4;4000;4;3990;7;7040;14;14100;7;7050;8;8080;147;556369;35;184640;4;4000;4;3980;138;440420
05.06.2020 12:00;6;6000;5;4990;6;5990;5;5000;5;5040;13;13100;9;9090;10;10100;153;571183;34;185671;6;6000;5;4990;167;538443
05.06.2020 13:00;3;3000;5;5000;3;3000;5;5000;11;11030;18;18150;14;14070;14;14120;172;543275;54;249057;3;2990;5;5000;186;575922
05.06.2020 14:00;5;4990;4;4000;5;5000;4;4057;5;5030;18;18110;3;3020;8;8080;166;553550;36;169906;5;5000;4;3990;173;570851
05.06.2020 15:00;4;4000;4;4056;4;4000;4;4000;6;6020;6;6020;4;4030;5;5050;141;523616;25;112620;4;3990;4;4000;183;597565
05.06.2020 16:00;4;3980;4;4000;4;4000;4;3990;5;5010;13;13090;6;6040;3;3020;145;489730;27;123615;4;3990;4;4000;169;473829
05.06.2020 17:00;4;4000;4;4000;4;3990;4;4000;5;5087;12;12070;3;3020;4;4040;161;602719;24;105780;4;4000;4;3980;186;482268
05.06.2020 18:00;3;2990;4;3980;4;3990;4;3990;3;3020;3;3010;0;0;2;2020;125;555167;12;71724;4;3990;4;4000;157;434629
05.06.2020 19:00;5;5000;4;4000;4;3990;4;4000;2;2020;1;1010;2;2010;0;0;86;325411;8;33780;4;3990;4;4000;109;260510
05.06.2020 20:00;4;4000;3;2990;4;3990;3;2990;2;2020;1;1000;0;0;0;0;77;278050;10;51740;4;4000;3;3000;84;205285
05.06.2020 21:00;2;1990;3;2990;2;2000;3;2990;1;1010;1;1010;0;0;0;0;52;180924;15;66300;2;2000;3;3000;66;182534
05.06.2020 22:00;2;1990;2;2000;2;1990;2;2000;1;1000;1;1010;0;0;0;0;41;137799;2;7180;2;1990;2;2000;51;74852
05.06.2020 23:00;2;1990;2;2000;2;2000;2;1990;0;0;0;0;0;0;0;0;22;68140;2;5620;2;2000;2;2000;27;39390
06.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;12;38290;2;7850;0;0;1;1000;16;23200
06.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;33080;0;0;0;0;0;0;20;25550
06.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;86340;1;5500;0;0;0;0;10;11880
06.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;24969;0;0;0;0;0;0;3;4680
06.06.2020 04:00;1;990;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;7;36850;1;2880;1;1000;0;0;6;11400
06.06.2020 05:00;3;3000;3;3000;3;2990;3;3000;0;0;0;0;0;0;0;0;43;114960;0;0;3;3000;3;3000;17;40250
06.06.2020 06:00;4;4000;4;3990;4;3990;4;3990;0;0;0;0;0;0;0;0;15;146950;1;4260;4;3990;4;3980;16;58110
06.06.2020 07:00;4;3980;4;4000;4;3990;4;4000;0;0;1;1000;0;0;0;0;48;193550;5;23200;4;4000;4;3980;42;113630
06.06.2020 08:00;4;4000;4;3980;4;3990;4;3990;5;5010;3;3010;0;0;3;3030;68;273664;15;65030;4;3990;4;4000;53;165850
06.06.2020 09:00;4;4000;4;4000;4;3970;4;4000;6;6020;1;1010;2;2020;1;1010;101;377738;13;67300;4;4000;4;3990;94;215840
06.06.2020 10:00;4;4000;4;4000;4;4000;4;3990;5;5020;7;7050;4;4030;5;5060;136;461077;23;116170;4;4000;4;4000;128;362234
06.06.2020 11:00;4;3990;4;3970;4;3990;4;3990;6;6020;15;15120;5;5030;4;4030;148;473599;28;155650;4;4000;4;4000;134;379781
06.06.2020 12:00;4;4000;4;4000;4;4000;4;3990;3;3000;4;4040;0;0;6;6060;149;452138;28;134124;4;4000;4;3990;151;395090
06.06.2020 13:00;4;4057;4;4000;4;4000;4;3980;1;1000;4;4030;2;2020;3;3030;142;413839;22;110773;4;4000;4;4000;133;279311
06.06.2020 14:00;4;4000;4;4000;4;4000;4;4000;4;4030;4;4040;0;0;5;5050;129;366320;15;74090;4;3990;4;3990;118;472222
06.06.2020 15:00;4;3990;4;3990;4;4000;4;3990;2;2010;3;3020;1;1010;1;1010;105;384180;13;61000;4;4000;4;3990;127;327490
06.06.2020 16:00;4;4000;4;4033;4;4000;4;4000;5;5010;11;11090;0;0;4;4040;97;378342;32;155224;4;3990;4;4000;105;277170
06.06.2020 17:00;4;4000;4;3990;4;3990;4;3990;8;8030;17;17100;3;3020;6;6040;100;417990;28;173035;4;4000;4;4000;114;366980
06.06.2020 18:00;4;4000;4;4000;4;4000;4;4000;6;6020;9;8960;3;3020;7;7070;104;373410;29;156330;4;4000;4;3990;104;287929
06.06.2020 19:00;4;4000;4;3990;4;4000;4;3990;3;3010;4;3980;0;0;3;3020;98;336102;12;63480;4;3990;4;3990;92;188110
06.06.2020 20:00;2;2000;2;2000;2;2000;2;2000;1;1010;2;2000;1;1010;2;2020;77;232170;12;51460;2;2000;2;1990;86;159122
06.06.2020 21:00;2;2000;2;2000;2;2000;2;2000;2;2000;3;220;1;1010;1;1010;59;144629;13;62735;2;2000;2;2000;53;91420
06.06.2020 22:00;2;2000;2;2000;2;2000;2;1990;1;1000;3;3010;0;0;0;0;32;91980;10;55840;2;2000;2;1990;43;65770
06.06.2020 23:00;2;2000;2;2000;2;2000;2;2000;0;0;1;1010;0;0;0;0;33;98680;7;29188;2;2000;2;2000;30;43042
07.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;19;64480;0;0;0;0;1;990;27;37700
07.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;27520;1;5620;0;0;0;0;32;58000
07.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;28860;0;0;0;0;0;0;10;11690
07.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;12650;0;0;0;0;0;0;3;3470
07.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2830;0;0;0;0;0;0;1;1910
07.06.2020 05:00;1;1000;1;1000;1;1000;1;1000;0;0;0;0;0;0;0;0;2;38870;0;0;1;1000;1;1000;8;20090
07.06.2020 06:00;3;2990;2;2000;3;3000;2;2000;0;0;0;0;0;0;0;0;13;106490;0;0;3;3000;2;2000;7;20230
07.06.2020 07:00;2;2000;2;1990;2;2000;2;2000;0;0;1;1010;0;0;0;0;14;79240;8;37320;2;2000;2;2000;13;30220
07.06.2020 08:00;2;1990;2;2000;2;2000;2;2000;1;1010;1;1010;1;1000;2;2020;23;88584;9;40450;2;1990;2;2000;32;78898
07.06.2020 09:00;2;2000;2;2000;2;2000;2;2000;1;1000;4;4020;1;1000;0;0;58;136730;10;45590;2;2000;2;2000;55;103090
07.06.2020 10:00;2;1990;2;2000;2;2000;2;2000;3;3000;7;7050;2;2010;4;4040;61;177360;18;103319;2;2000;2;2000;68;137711
07.06.2020 11:00;2;2000;2;2000;2;2000;2;1990;10;10070;6;6060;6;6040;4;4088;68;224616;33;189145;2;2000;2;2000;63;141460
07.06.2020 12:00;3;2990;3;3000;3;2980;3;3000;2;2000;8;8060;3;3030;3;3030;84;299798;24;126320;3;3000;3;2990;79;193420
07.06.2020 13:00;4;3990;4;3990;4;4000;4;3990;5;5020;8;8050;1;1000;12;12140;87;340121;19;107680;4;3980;4;3990;74;188310
07.06.2020 14:00;4;4000;4;4000;4;4000;4;4000;6;6040;16;16110;3;3010;9;9090;99;367171;33;177402;4;4000;4;4000;103;289102
07.06.2020 15:00;4;4000;4;4000;4;4000;4;3990;8;8000;16;16130;6;6060;10;10110;88;319760;36;196355;4;4000;4;3990;92;271780
07.06.2020 16:00;4;3980;4;3990;4;4000;4;4000;13;13040;21;21206;4;3930;14;13930;84;330370;44;235225;4;3980;4;4000;99;282235
07.06.2020 17:00;4;3990;4;4000;4;3990;4;3990;5;5020;16;16100;14;14190;16;16395;98;358037;48;271950;4;4000;4;4000;98;294560
07.06.2020 18:00;4;3990;4;4000;4;4000;4;3990;4;4020;8;8050;3;3020;10;10100;93;289638;28;131180;4;3990;4;4000;125;354160
07.06.2020 19:00;2;2000;2;2000;2;2000;2;1990;6;6040;10;10060;2;2010;4;4030;91;300510;23;117813;2;1990;2;2000;96;264455
07.06.2020 20:00;2;2000;2;2000;2;2000;2;2000;1;1010;0;0;1;1010;4;4030;72;184550;18;97070;2;2000;2;2000;73;139679
07.06.2020 21:00;2;2000;2;2000;2;1990;2;2000;0;0;1;1010;1;1000;1;1000;49;132333;10;44990;2;2000;2;2000;49;132247
07.06.2020 22:00;2;2000;2;2000;2;2000;2;2000;1;1000;1;1000;1;1010;1;1010;37;114060;3;13630;2;2000;2;2000;30;83126
07.06.2020 23:00;2;2000;2;1990;2;2000;2;1990;0;0;0;0;0;0;0;0;15;47990;1;4630;2;2000;2;2000;17;29460
08.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;12;39580;0;0;0;0;1;1000;12;16460
08.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;15215;0;0;0;0;0;0;5;7820
08.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7910;0;0;0;0;0;0;5;7320
08.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7960;1;6260;0;0;0;0;1;1580
08.06.2020 04:00;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;30544;1;1440;1;1000;0;0;3;2970
08.06.2020 05:00;3;3000;3;2980;3;3000;3;3000;0;0;0;0;0;0;0;0;20;114297;1;4140;3;3000;3;3000;20;44990
08.06.2020 06:00;4;3990;4;4000;3;3000;4;3990;1;1010;4;4010;0;0;0;0;51;246720;7;34120;4;4000;4;4000;52;178706
08.06.2020 07:00;3;3048;4;3990;3;2990;4;3990;16;16050;23;23170;1;1000;2;2020;144;465008;32;158020;3;2990;4;4000;148;363443
08.06.2020 08:00;5;4990;4;3990;5;5000;4;4000;4;4020;2;2010;4;4020;7;7060;147;518911;18;77935;5;5000;4;4000;140;345350
08.06.2020 09:00;4;3990;4;4000;4;4000;4;4000;8;8010;16;16120;10;10125;5;5050;135;466808;33;182003;4;3990;4;3990;143;406186
08.06.2020 10:00;4;4000;4;4000;3;3000;4;4000;13;13040;11;11070;6;6030;3;3040;125;514980;31;171537;4;4000;4;3990;142;438282
08.06.2020 11:00;4;4000;4;4063;4;4000;4;4000;6;6010;19;19150;9;9080;8;8080;144;505839;41;225013;4;4000;4;3990;158;529665
08.06.2020 12:00;4;4000;5;4990;5;5000;5;5000;5;5010;19;19170;1;1010;10;10100;148;514944;37;209510;5;4990;5;4980;148;511236
08.06.2020 13:00;4;4000;5;5000;4;4000;5;5000;4;4020;16;16120;9;9040;16;16140;165;612410;41;215994;4;4000;4;3990;151;474180
08.06.2020 14:00;5;4990;4;4000;4;4000;4;4000;5;5010;9;9040;4;4030;2;2010;135;457704;17;95780;4;3990;4;3990;147;414535
08.06.2020 15:00;3;3000;4;4000;3;3000;4;4000;5;5010;14;14090;7;7060;4;4030;146;511824;33;170920;3;2990;4;3990;162;425739
08.06.2020 16:00;4;3990;4;4000;4;4000;4;4000;9;9060;21;21150;4;4030;10;10100;146;504692;40;194690;5;5000;4;3980;186;604943
08.06.2020 17:00;5;4990;4;4000;5;5000;4;3990;8;8030;13;13100;6;6060;13;13183;176;570339;40;197680;4;3990;4;3970;175;504447
08.06.2020 18:00;4;4000;4;4000;4;4000;4;3990;7;7040;11;11060;5;5040;10;10157;137;441178;35;198860;4;4000;4;3980;136;448266
