01.06.2020 00:00;Bel_AF_Bld_33;Vwz_AF_Bld_33;Bel_AF_FG33;Vwz_AF_FG33;Bel_D11;Vwz_D11;Bel_D12;Vwz_D12;Bel_MP1;Vwz_MP1;Bel_MP2;Vwz_MP2;Bel_MP2_A142;Vwz_MP2_A142;Bel_MP2_A8;Vwz_MP2_A8;Bel_MP3;Vwz_MP3
08.02.2021 20:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2021 21:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2021 22:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.02.2021 23:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 00:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 01:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 02:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 03:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 04:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 05:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 06:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 07:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 08:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 09:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 10:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 11:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 12:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 13:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 14:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 15:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 16:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 17:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 18:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 19:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 20:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 21:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 22:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.02.2021 23:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 00:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 01:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 02:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 03:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 04:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 05:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 06:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 07:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 08:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 09:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 10:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 11:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 12:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 13:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 14:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 15:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 16:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 17:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 18:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 19:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 20:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 21:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 22:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.02.2021 23:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 00:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 01:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 02:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 03:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 04:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 05:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 06:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 07:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 08:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 09:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 10:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 11:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 12:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 13:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 14:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 15:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 16:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 17:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 18:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 19:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 20:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 21:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 22:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.02.2021 23:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 00:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 01:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 02:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 03:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 04:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 05:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 06:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 07:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 08:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 09:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 10:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 11:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 12:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 13:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 14:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 15:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 16:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 17:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 18:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 19:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 20:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 21:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 22:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.02.2021 23:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 00:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 01:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 02:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 03:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 04:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 05:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 06:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 07:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 08:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 09:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 10:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 11:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 12:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 13:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 14:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 15:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 16:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 17:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 18:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 19:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 20:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 21:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 22:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.02.2021 23:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 00:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 01:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 02:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 03:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 04:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 05:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 06:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 07:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 08:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 09:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 10:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 11:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 12:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 13:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 14:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 15:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 16:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 17:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 18:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 19:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 20:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 21:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 22:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.02.2021 23:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 00:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 01:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 02:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 03:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 04:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 05:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 06:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 07:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 08:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 09:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 10:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 11:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 12:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 13:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 14:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 15:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 16:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 17:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 18:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 19:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 20:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 21:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 22:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.02.2021 23:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 00:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 01:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 02:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 03:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 04:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 05:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 06:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 07:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 08:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 09:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 10:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 11:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 12:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 13:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 14:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 15:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 16:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 17:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 18:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 19:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 20:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 21:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 22:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.02.2021 23:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 00:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 01:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 02:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 03:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 04:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 05:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 06:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 07:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 08:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 09:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 10:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 11:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 12:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 13:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 14:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 15:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 16:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 17:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 18:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 19:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 20:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 21:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 22:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.02.2021 23:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 00:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 01:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 02:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 03:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 04:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 05:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 06:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 07:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 08:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 09:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 10:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 11:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 12:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 13:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 14:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 15:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 16:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 17:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 18:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 19:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 20:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 21:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 22:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.02.2021 23:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 00:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 01:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 02:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 03:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 04:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 05:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 06:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 07:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 08:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 09:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 10:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 11:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 12:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 13:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 14:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 15:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 16:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 17:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 18:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 19:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 20:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 21:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 22:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.02.2021 23:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2021 00:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2021 01:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2021 02:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2021 03:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2021 04:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2021 05:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2021 06:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2021 07:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2021 08:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2021 09:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2021 10:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2021 11:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.02.2021 12:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
