01.06.2020 00:00;Bel_AF_Bld_33;Vwz_AF_Bld_33;Bel_AF_FG33;Vwz_AF_FG33;Bel_D11;Vwz_D11;Bel_D12;Vwz_D12;Bel_MP1;Vwz_MP1;Bel_MP2;Vwz_MP2;Bel_MP2_A142;Vwz_MP2_A142;Bel_MP2_A8;Vwz_MP2_A8;Bel_MP3;Vwz_MP3
14.06.2021 02:00;0;0;0;3600000;0;0;53;131560;0;0;0;0;0;0;0;0;0;0
14.06.2021 03:00;0;0;0;3600000;3;30365;65;98400;0;0;0;0;0;0;2;1790;1;900
14.06.2021 04:00;0;0;0;3600000;2;95610;51;56090;2;1790;2;1800;2;1800;2;1790;3;2700
14.06.2021 05:00;6;5650;0;3600000;3;119170;114;121380;9;8100;9;8100;9;8100;12;10790;12;10790
14.06.2021 06:00;19;17308;0;3600000;31;824191;217;182853;14;12580;14;12600;14;12590;16;14390;16;14380
14.06.2021 07:00;39;46725;0;3600000;33;1108040;239;240600;16;14380;16;14370;16;14370;18;16200;18;16160
14.06.2021 08:00;38;53772;0;3600000;23;972792;202;179560;17;15280;17;15300;17;15290;15;13490;16;14380
14.06.2021 09:00;24;27840;0;3600000;21;686396;157;130868;16;14390;16;14400;16;14380;16;14380;16;14370
14.06.2021 10:00;27;20510;0;3600000;17;862707;179;147950;18;16180;18;16170;18;16190;19;17080;19;17060
14.06.2021 11:00;30;45489;0;3600000;11;351768;136;132770;17;15300;17;15290;17;15390;16;14380;16;14390
14.06.2021 12:00;46;85888;0;3600000;17;697345;126;88928;16;14380;16;14390;16;14400;17;15280;17;15348
14.06.2021 13:00;36;60400;0;3600000;19;635264;114;80210;17;15280;17;15260;17;15400;14;12580;14;12570
14.06.2021 14:00;33;38440;0;3600000;11;554839;138;77134;17;15078;17;15290;17;15280;20;18000;20;17970
14.06.2021 15:00;47;57220;0;3600000;19;910870;131;75046;17;15290;17;15270;17;15290;15;13480;15;13490
14.06.2021 16:00;35;35539;0;3600000;6;286770;137;72630;16;14390;16;14380;16;14380;16;14370;16;14380
14.06.2021 17:00;41;48209;0;3600000;6;237914;194;151543;16;14390;16;14370;16;14370;16;14400;16;14350
14.06.2021 18:00;25;26178;0;3600000;10;317488;146;104360;16;14360;16;14437;16;14490;15;13480;15;13480
14.06.2021 19:00;29;46390;0;3600000;12;547243;129;93480;13;11690;13;11690;13;11690;12;10790;12;10790
14.06.2021 20:00;18;19762;0;3600000;0;0;93;62060;12;10800;12;10790;12;10760;12;10780;11;9870
14.06.2021 21:00;2;1930;0;3600000;2;29430;103;130620;8;7253;8;7190;8;7180;7;6300;8;7200
14.06.2021 22:00;3;4180;0;3600000;7;153373;67;88910;6;5390;6;5390;6;5390;6;5390;6;5400
14.06.2021 23:00;1;90;0;3600000;1;41040;72;92930;6;5400;6;5400;6;5380;5;4500;5;4490
15.06.2021 00:00;0;0;0;3600000;1;28470;55;84220;4;3590;4;3590;4;3600;4;3590;4;3600
15.06.2021 01:00;0;0;0;3600000;0;0;89;135666;4;3600;4;3590;4;3600;0;0;0;0
15.06.2021 02:00;0;0;0;3600000;1;11990;102;152090;0;0;0;0;0;0;0;0;0;0
15.06.2021 03:00;0;0;0;3600000;1;21500;39;101160;0;0;0;0;0;0;2;1790;1;900
15.06.2021 04:00;0;0;0;3600000;2;102570;71;96765;2;1780;2;1800;2;1790;2;1851;3;2700
15.06.2021 05:00;4;4920;0;3600000;1;38450;130;117112;9;8080;9;8090;9;8100;12;10780;12;10780
15.06.2021 06:00;19;17440;0;3600000;27;751297;153;125050;13;11680;13;11700;13;11700;16;14390;16;14390
15.06.2021 07:00;37;34630;0;3600000;35;1250324;193;156070;17;15290;17;15280;17;15280;17;15280;16;14400
15.06.2021 08:00;45;41890;0;3600000;20;724051;195;169448;16;14380;16;14380;16;14400;16;14380;17;15280
15.06.2021 09:00;29;39460;0;3600000;21;914547;162;170240;15;13490;16;14390;16;14370;16;14400;16;14370
15.06.2021 10:00;36;39060;0;3600000;18;881819;136;107230;16;14380;16;14400;16;14390;17;15300;17;15270
15.06.2021 11:00;33;37839;0;3600000;13;339597;83;48660;18;16180;18;16180;18;16180;17;15290;17;15250
15.06.2021 12:00;40;49850;0;3600000;18;701441;82;56666;16;14390;16;14380;16;14400;17;15290;17;15300
15.06.2021 13:00;46;50130;0;3600000;24;964087;101;85380;17;15260;17;15290;17;15280;16;14390;16;14380
15.06.2021 14:00;24;24620;0;3600000;12;461010;103;47300;17;15280;17;15260;17;15270;18;16180;18;16180
15.06.2021 15:00;28;28045;0;3600000;12;659530;95;45830;17;15280;17;15280;17;15380;16;14380;16;14390
15.06.2021 16:00;32;39800;0;3600000;10;411534;99;63880;16;14390;16;14437;16;14390;16;14390;16;14380
15.06.2021 17:00;39;51990;0;3600000;8;359650;129;84870;16;14390;16;14360;16;14400;16;14380;16;14390
15.06.2021 18:00;22;27646;0;3600000;5;244606;93;70830;16;14390;16;14390;16;14400;15;13490;15;13490
15.06.2021 19:00;14;18560;0;3600000;5;258600;75;45322;13;11690;13;11650;13;11690;12;10790;12;10790
15.06.2021 20:00;11;10843;0;3600000;4;76201;78;76408;12;10780;12;10780;12;10760;11;9900;11;9880
15.06.2021 21:00;7;7520;0;3600000;3;87130;71;78690;8;7200;8;7190;8;7200;8;7200;8;7200
15.06.2021 22:00;6;4149;0;3600000;6;120880;63;96070;6;5400;6;5400;6;5400;6;5380;6;5380
15.06.2021 23:00;2;1460;0;3600000;0;0;81;151957;6;5380;6;5400;6;5390;5;4490;5;4500
16.06.2021 00:00;0;0;0;3600000;2;95440;82;81450;4;3590;4;3600;4;3653;4;3600;4;3657
16.06.2021 01:00;0;0;0;3600000;1;9740;69;113937;4;3600;4;3600;4;3600;0;0;0;0
16.06.2021 02:00;0;0;0;3600000;0;0;36;76160;0;0;0;0;0;0;0;0;0;0
16.06.2021 03:00;0;0;0;3600000;1;9120;19;35190;0;0;0;0;0;0;1;900;1;900
16.06.2021 04:00;0;0;0;3600000;2;83490;62;71385;2;1800;2;1800;2;1800;3;2700;3;2700
16.06.2021 05:00;2;1260;0;3600000;1;43086;88;74590;9;8100;9;8090;9;8090;12;10847;12;10780
16.06.2021 06:00;19;11550;0;3600000;29;947222;183;155200;14;12590;14;12600;14;12590;16;14400;16;14380
16.06.2021 07:00;47;56769;0;3600000;46;1316998;217;167160;16;14390;16;14360;16;14380;18;16190;17;15270
16.06.2021 08:00;41;61320;0;3600000;32;1066029;193;173827;17;15280;17;15290;17;15280;16;14400;17;15300
16.06.2021 09:00;34;32478;0;3600000;18;769513;166;146270;16;14400;16;14380;16;14380;16;14400;16;14380
16.06.2021 10:00;23;22100;0;3600000;30;940807;183;139881;17;15290;17;15260;17;15300;18;16190;18;16180
16.06.2021 11:00;30;32250;0;3600000;17;499898;109;57727;17;15280;17;15280;17;15280;16;14390;16;14360
16.06.2021 12:00;47;64670;0;3600000;13;753620;90;42040;16;14390;16;14380;16;14390;17;15328;17;15270
16.06.2021 13:00;41;51389;0;3600000;13;433237;77;35920;17;15280;17;15290;17;15290;16;14360;16;14390
16.06.2021 14:00;37;40300;0;3600000;13;703800;100;60186;17;15270;17;15290;17;15300;17;15280;17;15344
16.06.2021 15:00;38;49610;0;3600000;11;480276;94;44370;16;14390;16;14400;16;14470;16;14390;16;14380
16.06.2021 16:00;38;41890;0;3600000;8;400376;87;43750;16;14390;16;14390;16;14390;16;14360;16;14380
16.06.2021 17:00;33;30780;0;3600000;7;367313;87;38930;16;14380;16;14360;16;14400;16;14390;16;14390
16.06.2021 18:00;21;21390;0;3600000;5;186826;70;48690;16;14390;16;14390;16;14390;15;13480;15;13500
16.06.2021 19:00;24;20640;0;3600000;4;159781;67;42130;13;11690;13;11690;13;11700;12;10780;12;10790
16.06.2021 20:00;20;14289;0;3600000;5;112730;51;37180;12;10790;12;10790;12;10800;11;9890;11;9890
16.06.2021 21:00;8;10120;0;3600000;3;172070;53;69928;8;7200;8;7190;8;7200;8;7190;8;7180
16.06.2021 22:00;3;2780;0;3600000;3;119030;83;122260;6;5390;6;5390;6;5390;6;5400;5;4490
16.06.2021 23:00;1;870;0;3600000;3;102510;85;84548;6;5390;6;5400;6;5400;5;4480;6;5390
17.06.2021 00:00;0;0;0;3600000;1;15930;111;307545;4;3590;4;3600;4;3600;4;3600;4;3590
17.06.2021 01:00;0;0;0;3600000;1;34870;15;33130;4;3600;4;3590;4;3600;0;0;0;0
17.06.2021 02:00;0;0;0;3600000;0;0;19;52070;0;0;0;0;0;0;0;0;0;0
17.06.2021 03:00;0;0;0;3600000;1;23550;14;17960;0;0;0;0;0;0;1;890;1;900
17.06.2021 04:00;0;0;0;3600000;2;102530;74;110340;2;1800;2;1800;2;1800;3;2700;3;2700
17.06.2021 05:00;3;1140;0;3600000;0;0;144;134299;9;8080;9;8080;9;8100;12;10800;12;10790
17.06.2021 06:00;19;15180;0;3600000;26;918388;145;102120;14;12570;14;12600;14;12560;16;14380;16;14400
17.06.2021 07:00;37;36980;0;3600000;20;898826;195;177555;16;14370;16;14370;16;14360;18;16170;18;16160
17.06.2021 08:00;41;45489;0;3600000;18;980126;201;167133;17;15290;17;15290;17;15290;16;14380;16;14380
17.06.2021 09:00;48;53599;0;3600000;14;682395;152;115830;17;15240;17;15280;17;15390;18;16190;18;16150
17.06.2021 10:00;33;40960;0;3600000;14;509168;109;86850;17;15280;17;15350;17;15290;16;14370;16;14390
17.06.2021 11:00;34;45634;0;3600000;26;1133092;80;62020;17;15270;17;15280;17;15280;17;15280;17;15348
17.06.2021 12:00;50;55165;0;3600000;21;652567;101;52440;17;15300;17;15290;17;15290;18;16200;18;16180
17.06.2021 13:00;52;69569;0;3600000;21;950884;82;58290;17;15260;16;14400;17;15300;16;14380;16;14380
17.06.2021 14:00;38;45100;0;3600000;21;728596;105;57360;17;15270;17;15270;17;15370;18;16180;18;16200
17.06.2021 15:00;29;25649;0;3600000;16;588589;84;40230;16;14458;16;14390;17;15250;16;14360;16;14390
17.06.2021 16:00;37;43668;0;3600000;7;268759;87;41316;17;15270;17;15260;16;14390;16;14390;16;14380
17.06.2021 17:00;29;36320;0;3600000;14;539190;98;61430;16;14400;16;14350;15;13500;16;14380;16;14370
17.06.2021 18:00;16;12520;0;3600000;3;101080;64;22110;16;14380;16;14370;16;14390;15;13490;15;13490
17.06.2021 19:00;18;15060;0;3600000;7;188660;54;29590;13;11690;13;11690;13;11680;12;10780;12;10790
17.06.2021 20:00;14;14770;0;3600000;7;274010;44;16420;12;10857;12;10790;12;10790;11;9900;11;9890
17.06.2021 21:00;6;3640;0;3600000;7;209190;44;68530;8;7200;8;7170;8;7190;8;7190;8;7140
17.06.2021 22:00;5;2910;0;3600000;6;305940;56;123120;6;5400;6;5400;6;5400;6;5390;6;5450
17.06.2021 23:00;2;4420;0;3600000;4;76350;53;126010;6;5390;6;5390;6;5400;5;4500;5;4490
18.06.2021 00:00;0;0;0;3600000;1;11760;46;60900;4;3600;4;3590;4;3657;4;3600;4;3600
18.06.2021 01:00;0;0;0;3600000;0;0;33;96750;4;3590;4;3600;4;3580;0;0;0;0
18.06.2021 02:00;0;0;0;3600000;0;0;20;28200;0;0;0;0;0;0;0;0;0;0
18.06.2021 03:00;0;0;0;3600000;1;24790;41;82630;0;0;0;0;0;0;1;900;1;900
18.06.2021 04:00;0;0;0;3600000;2;115140;43;51320;2;1790;2;1800;2;1800;3;2690;3;2700
18.06.2021 05:00;7;5360;0;3600000;1;87970;139;225988;9;8100;9;8090;9;8090;12;10800;12;10790
18.06.2021 06:00;20;18290;0;3600000;31;1227612;210;244976;14;12600;14;12590;14;12590;16;14380;16;14370
18.06.2021 07:00;63;75639;0;3600000;24;810848;167;132050;16;14370;16;14400;16;14360;18;16190;18;16170
18.06.2021 08:00;32;33000;0;3600000;20;897144;182;144220;17;15250;17;15280;17;15290;16;14380;16;14380
18.06.2021 09:00;39;53478;0;3600000;21;852512;99;140045;16;14390;16;14390;16;14500;17;15270;17;15290
18.06.2021 10:00;39;65590;0;3600000;22;821336;90;119220;17;15280;17;15290;17;15290;16;14390;16;14400
18.06.2021 11:00;31;31529;0;3600000;20;976922;89;90787;17;15290;17;15260;17;15390;17;15290;17;15290
18.06.2021 12:00;63;88560;0;3600000;13;799683;91;43280;16;14370;16;14370;16;14490;17;15290;16;14390
18.06.2021 13:00;42;44130;0;3600000;8;328150;90;35070;17;15270;17;15280;17;15341;16;14460;16;14380
18.06.2021 14:00;27;29680;0;3600000;14;854790;105;46700;17;15280;17;15280;17;15290;17;15270;18;16190
18.06.2021 15:00;29;37557;0;3600000;7;339933;91;33670;17;15280;17;15270;17;15270;17;15300;17;15270
18.06.2021 16:00;32;40590;0;3600000;12;497400;74;34530;16;14370;16;14390;16;14380;16;14429;16;14390
18.06.2021 17:00;28;32124;0;3600000;5;266130;83;32580;16;14370;16;14390;16;14360;16;14360;16;14380
18.06.2021 18:00;21;28960;0;3600000;3;109660;68;25260;16;14380;16;14390;16;14400;15;13490;15;13480
18.06.2021 19:00;15;14640;0;3600000;9;248277;52;54260;13;11700;13;11690;13;11700;12;10800;12;10760
18.06.2021 20:00;8;8590;0;3600000;8;220068;55;71326;12;10770;12;10780;12;10790;11;9880;11;9890
18.06.2021 21:00;15;16100;0;3600000;2;93340;36;19690;8;7190;8;7170;8;7200;7;6300;7;6280
18.06.2021 22:00;11;8670;0;3600000;9;276796;29;15680;6;5390;6;5400;6;5390;7;6290;6;5448
18.06.2021 23:00;2;1440;0;3600000;4;74111;45;63150;6;5390;6;5380;6;5400;4;3600;5;4490
19.06.2021 00:00;0;0;0;3600000;6;182438;71;116490;4;3600;4;3600;4;3600;4;3600;4;3580
19.06.2021 01:00;3;5680;0;3600000;1;1060;31;38440;4;3590;4;3590;4;3600;1;900;1;890
19.06.2021 02:00;0;0;0;3600000;1;10770;9;8760;0;0;0;0;0;0;0;0;0;0
19.06.2021 03:00;0;0;0;3600000;2;65480;14;34150;0;0;0;0;0;0;1;900;1;960
19.06.2021 04:00;0;0;0;3600000;4;90120;12;16510;2;1790;2;1800;2;1800;4;3600;4;3590
19.06.2021 05:00;0;0;0;3600000;0;0;69;75100;6;5400;6;5400;6;5390;8;7190;8;7200
19.06.2021 06:00;3;2570;0;3600000;0;0;39;28660;8;7190;8;7200;8;7190;8;7180;8;7190
19.06.2021 07:00;1;1190;0;3600000;2;134918;53;45948;8;7180;8;7200;8;7200;8;7200;8;7180
19.06.2021 08:00;10;11810;0;3600000;4;140820;80;73510;8;7190;8;7180;8;7200;8;7180;8;7190
19.06.2021 09:00;10;7180;0;3600000;3;107030;59;78530;8;7200;8;7190;8;7180;8;7200;7;6300
19.06.2021 10:00;24;24490;0;3600000;3;125030;70;28800;8;7200;8;7180;8;7200;8;7180;8;7258
19.06.2021 11:00;26;40359;0;3600000;6;198690;60;23660;8;7190;8;7200;8;7170;8;7200;9;8100
19.06.2021 12:00;23;23220;0;3600000;10;325639;71;31130;8;7200;8;7180;8;7200;8;7190;8;7190
19.06.2021 13:00;13;14560;0;3600000;6;294167;73;26063;8;7190;8;7200;8;7200;8;7200;8;7180
19.06.2021 14:00;14;16050;0;3600000;6;149650;58;23820;8;7190;8;7180;8;7259;8;7200;7;6290
19.06.2021 15:00;11;9150;0;3600000;10;386754;62;29030;8;7190;8;7190;8;7200;7;6290;8;7200
19.06.2021 16:00;13;14140;0;3600000;6;144430;54;20970;8;7200;8;7190;8;7200;9;8090;8;7190
19.06.2021 17:00;16;15960;0;3600000;10;282880;58;24350;8;7160;8;7200;8;7190;7;6280;8;7200
19.06.2021 18:00;8;7240;0;3600000;3;141670;40;14400;8;7190;8;7180;8;7190;9;8080;9;8080
19.06.2021 19:00;18;24190;0;3600000;5;167163;52;33790;7;6290;7;6300;7;6300;7;6300;7;6290
19.06.2021 20:00;9;6410;0;3600000;4;129880;53;28210;6;5360;6;5390;6;5400;6;5380;6;5390
19.06.2021 21:00;10;13900;0;3600000;6;150270;53;39900;6;5400;6;5390;6;5390;6;5400;6;5400
19.06.2021 22:00;8;8420;0;3600000;3;86950;33;57670;6;5400;6;5400;6;5400;6;5400;5;4500
19.06.2021 23:00;6;6620;0;3600000;5;165437;48;26370;6;5400;6;5390;6;5400;4;3590;5;4490
20.06.2021 00:00;1;740;0;3600000;5;119830;86;104130;4;3600;4;3600;4;3600;5;4490;5;4500
20.06.2021 01:00;3;1700;0;3600000;5;85330;42;58910;4;3600;4;3600;4;3590;0;0;0;0
20.06.2021 02:00;0;0;0;3600000;2;36457;19;12050;0;0;0;0;0;0;0;0;0;0
20.06.2021 03:00;0;0;0;3600000;3;61620;15;28840;0;0;0;0;0;0;0;0;0;0
20.06.2021 04:00;0;0;0;3600000;0;0;78;140760;1;900;1;900;1;900;2;1800;2;1800
20.06.2021 05:00;0;0;0;3600000;0;0;128;174579;1;900;1;900;1;900;3;2700;3;2680
20.06.2021 06:00;1;570;0;3600000;2;51260;34;61520;3;2700;3;2700;3;2700;4;3600;4;3590
20.06.2021 07:00;0;0;0;3600000;0;0;26;37980;4;3590;4;3600;4;3580;4;3600;4;3600
20.06.2021 08:00;1;1030;0;3600000;3;27210;24;28920;4;3600;4;3590;4;3590;4;3600;4;3590
20.06.2021 09:00;3;1810;0;3600000;3;125310;42;69496;4;3590;4;3590;4;3600;4;3600;4;3590
20.06.2021 10:00;3;4300;0;3600000;7;174460;38;45640;4;3600;4;3590;4;3600;4;3600;4;3600
20.06.2021 11:00;3;2390;0;3600000;4;112220;38;26105;4;3600;4;3570;4;3600;4;3600;4;3590
20.06.2021 12:00;10;13700;0;3600000;8;245680;50;43329;5;4490;5;4490;5;4490;6;5390;6;5400
20.06.2021 13:00;10;10868;0;3600000;9;308343;73;51617;8;7190;8;7247;8;7190;8;7200;8;7180
20.06.2021 14:00;15;18970;0;3600000;9;336571;63;55770;8;7200;8;7180;8;7190;8;7190;8;7190
20.06.2021 15:00;12;14040;0;3600000;4;73780;53;32910;8;7190;8;7200;8;7200;8;7170;8;7190
20.06.2021 16:00;16;18500;0;3600000;2;90900;71;78020;8;7170;8;7190;8;7190;8;7200;8;7170
20.06.2021 17:00;25;35400;0;3600000;5;150620;65;89409;8;7190;8;7200;8;7180;8;7200;8;7200
20.06.2021 18:00;10;11870;0;3600000;4;58920;112;111730;8;7190;8;7190;8;7190;8;7200;8;7200
20.06.2021 19:00;11;11010;0;3600000;5;218660;104;88050;7;6290;7;6290;7;6300;7;6300;7;6290
20.06.2021 20:00;12;14419;0;3600000;3;119230;79;80555;6;5400;6;5390;6;5400;5;4490;5;4480
20.06.2021 21:00;5;3660;0;3600000;1;36870;63;51980;6;5400;6;5400;6;5390;7;6300;7;6339
20.06.2021 22:00;2;1520;0;3600000;7;115110;58;64630;6;5390;6;5400;6;5400;6;5390;6;5457
20.06.2021 23:00;0;0;0;3600000;2;50990;47;87420;6;5400;6;5400;6;5400;5;4490;5;4500
21.06.2021 00:00;0;0;0;3600000;0;0;56;87010;4;3580;4;3600;4;3600;4;3600;4;3600
21.06.2021 01:00;0;0;0;3600000;1;22510;44;77230;4;3590;4;3600;4;3590;0;0;0;0
21.06.2021 02:00;0;0;0;3600000;2;46190;14;12760;0;0;0;0;0;0;0;0;0;0
21.06.2021 03:00;0;0;0;3600000;2;15480;54;104020;0;0;0;0;0;0;1;900;1;900
21.06.2021 04:00;0;0;0;3600000;3;148658;54;119145;2;1800;2;1800;2;1800;3;2700;3;2700
21.06.2021 05:00;3;5090;0;3600000;3;97220;152;191014;9;8100;9;8090;9;8100;12;10770;12;10800
21.06.2021 06:00;21;15250;0;3600000;28;794944;204;189080;14;12580;14;12590;14;12590;16;14390;16;14370
21.06.2021 07:00;34;26260;0;3600000;31;977292;202;187049;16;14390;16;14380;16;14390;18;16190;18;16170
21.06.2021 08:00;32;34820;0;3600000;24;667509;209;184280;17;15280;17;15270;17;15290;16;14390;16;14390
21.06.2021 09:00;24;41430;0;3600000;23;863096;148;141710;16;14436;16;14390;16;14390;16;14380;16;14390
21.06.2021 10:00;17;13910;0;3600000;14;442897;165;143377;16;14370;16;14370;16;14390;16;14380;16;14390
21.06.2021 11:00;34;39045;0;3600000;18;956264;147;133229;16;14340;16;14370;16;14380;16;14370;16;14380
21.06.2021 12:00;52;56546;0;3600000;15;705032;129;82980;16;14380;16;14360;16;14380;16;14380;16;14390
21.06.2021 13:00;35;31830;0;3600000;16;693116;107;93455;17;15270;17;15270;17;15270;17;15290;17;15348
21.06.2021 14:00;34;48400;0;3600000;15;574970;114;79290;16;14390;16;14380;16;14380;18;16160;18;16180
21.06.2021 15:00;43;49100;0;3600000;14;505986;130;89650;19;17060;19;17070;19;17090;17;15290;17;15290
21.06.2021 16:00;39;40390;0;3600000;10;333520;132;102377;17;15270;17;15290;17;15331;15;13540;15;13480
21.06.2021 17:00;31;31100;0;3600000;9;315780;135;73610;16;14380;16;14400;16;14390;16;14380;16;14390
21.06.2021 18:00;15;12510;0;3600000;7;237610;99;63800;16;14370;16;14380;16;14370;15;13460;15;13470
21.06.2021 19:00;18;22130;0;3600000;10;220268;91;92930;13;11700;13;11690;13;11690;12;10800;12;10760
21.06.2021 20:00;11;17110;0;3600000;5;176806;78;83820;12;10780;12;10800;12;10770;11;9900;11;9880
21.06.2021 21:00;3;2020;0;3600000;5;235730;70;92610;8;7180;8;7200;8;7200;8;7200;8;7190
21.06.2021 22:00;2;660;0;3600000;3;96090;98;153450;6;5390;6;5390;6;5390;6;5390;6;5390
21.06.2021 23:00;0;0;0;3600000;0;0;78;86790;6;5400;6;5390;6;5400;5;4500;5;4500
22.06.2021 00:00;2;1910;0;3600000;2;55770;39;66950;4;3590;4;3570;4;3600;4;3600;4;3600
22.06.2021 01:00;0;0;0;3600000;0;0;24;37370;4;3600;4;3600;4;3600;0;0;0;0
22.06.2021 02:00;0;0;0;3600000;1;3850;43;60850;0;0;0;0;0;0;0;0;0;0
22.06.2021 03:00;0;0;0;3600000;1;21210;18;26400;0;0;0;0;0;0;1;900;1;900
22.06.2021 04:00;0;0;0;3600000;6;202660;42;78960;2;1800;2;1800;2;1800;3;2700;3;2700
22.06.2021 05:00;2;1210;0;3600000;1;25010;125;194880;9;8070;9;8090;9;8080;12;10800;12;10780
22.06.2021 06:00;22;16220;0;3600000;26;948613;197;179001;14;12570;14;12580;14;12600;16;14380;16;14390
22.06.2021 07:00;31;40490;0;3600000;23;942460;202;155260;16;14350;16;14360;16;14390;18;16200;18;16160
22.06.2021 08:00;33;51900;0;3600000;17;614556;230;186570;17;15280;17;15356;17;15280;16;14380;16;14360
22.06.2021 09:00;44;63557;0;3600000;19;862710;178;128790;16;14457;16;14350;16;14360;16;14380;16;14370
22.06.2021 10:00;32;28615;0;3600000;19;604397;150;121640;14;12580;14;12590;14;12590;16;14380;16;14390
22.06.2021 11:00;42;45489;0;3600000;14;683238;182;150870;18;16180;18;16190;18;16180;16;14370;15;13470
22.06.2021 12:00;57;111548;0;3600000;19;760851;214;215650;16;14380;16;14390;16;14370;17;15260;18;16180
22.06.2021 13:00;27;34230;0;3600000;20;879854;226;316886;17;15280;17;15290;17;15260;16;14380;16;14370
22.06.2021 14:00;32;34540;0;3600000;11;370977;181;151826;17;15290;17;15280;17;15380;18;16170;18;16170
22.06.2021 15:00;51;50293;0;3600000;11;494588;240;195170;17;15290;17;15290;17;15270;16;14370;16;14390
22.06.2021 16:00;36;28800;0;3600000;12;670421;231;149980;16;14400;16;14370;16;14390;16;14380;16;14390
22.06.2021 17:00;36;55206;0;3600000;9;128720;215;169260;16;14390;16;14380;16;14390;16;14400;16;14390
22.06.2021 18:00;26;23590;0;3600000;4;266790;216;173936;16;14370;16;14380;16;14380;15;13480;15;13440
22.06.2021 19:00;15;16750;0;3600000;11;338010;133;92290;13;11700;13;11660;13;11700;12;10790;12;10770
22.06.2021 20:00;13;13700;0;3600000;2;72919;111;105420;12;10760;12;10800;12;10790;11;9900;11;9860
22.06.2021 21:00;4;5100;0;3600000;1;35890;87;122990;8;7190;8;7190;8;7190;8;7190;7;6300
22.06.2021 22:00;2;2020;0;3600000;2;39780;110;135650;6;5400;6;5400;6;5469;6;5400;7;6290
22.06.2021 23:00;0;0;0;3600000;4;123440;89;107763;6;5390;6;5400;6;5390;5;4490;5;4500
23.06.2021 00:00;0;0;0;3600000;1;37546;51;57230;4;3600;4;3590;4;3600;4;3590;4;3600
23.06.2021 01:00;0;0;0;3600000;1;32000;18;19600;4;3580;4;3600;4;3600;0;0;0;0
23.06.2021 02:00;3;1780;0;3600000;2;4290;13;19530;0;0;0;0;0;0;0;0;0;0
23.06.2021 03:00;0;0;0;3600000;1;15770;15;12620;0;0;0;0;0;0;1;900;1;900
23.06.2021 04:00;0;0;0;3600000;2;124419;70;80810;2;1800;2;1800;2;1800;3;2700;3;2700
23.06.2021 05:00;9;9950;0;3600000;2;98909;117;95344;9;8100;9;8090;9;8090;12;10790;12;10790
23.06.2021 06:00;15;14050;0;3600000;22;944206;169;121116;14;12600;14;12580;14;12590;16;14390;16;14370
23.06.2021 07:00;26;20530;0;3600000;27;1163061;209;165473;15;13480;15;13490;15;13600;17;15280;17;15270
23.06.2021 08:00;32;37069;0;3600000;26;1263349;188;162070;17;15290;16;14390;17;15300;16;14380;15;13480
23.06.2021 09:00;25;29790;0;3600000;13;460523;177;139360;16;14380;17;15300;16;14380;16;14380;17;15290
23.06.2021 10:00;28;24590;0;3600000;17;699084;175;153130;16;14400;16;14400;16;14400;16;14390;16;14380
23.06.2021 11:00;34;40650;0;3600000;12;579527;182;153300;16;14390;16;14400;16;14390;16;14400;16;14370
23.06.2021 12:00;47;43510;0;3600000;25;985946;189;200130;16;14360;16;14390;16;14390;17;15290;17;15280
23.06.2021 13:00;33;33170;0;3600000;16;897795;171;161212;17;15290;17;15290;17;15290;16;14370;16;14360
23.06.2021 14:00;38;48189;0;3600000;13;565052;161;120390;17;15280;17;15290;17;15380;18;16200;18;16170
23.06.2021 15:00;40;55070;0;3600000;8;431490;179;148402;17;15290;17;15280;17;15280;16;14380;16;14380
23.06.2021 16:00;36;58860;0;3600000;7;394020;145;86430;16;14370;16;14449;16;14470;16;14370;16;14380
23.06.2021 17:00;25;27710;0;3600000;9;270926;172;139338;16;14390;16;14400;16;14380;16;14370;16;14380
23.06.2021 18:00;35;42660;0;3600000;5;136739;207;224050;16;14390;16;14380;16;14380;15;13490;15;13490
23.06.2021 19:00;10;10660;0;3600000;8;236988;154;174710;13;11700;13;11690;13;11700;12;10780;12;10780
23.06.2021 20:00;12;12540;0;3600000;9;411960;136;125525;12;10790;12;10780;12;10790;11;9890;11;9900
23.06.2021 21:00;5;8240;0;3600000;4;211590;111;126242;8;7180;8;7200;8;7200;7;6290;7;6300
23.06.2021 22:00;1;1410;0;3600000;2;38310;76;88420;6;5400;6;5400;6;5400;7;6300;7;6280
23.06.2021 23:00;5;4370;0;3600000;9;194170;104;99625;6;5400;6;5400;6;5390;5;4500;5;4490
24.06.2021 00:00;1;1400;0;3600000;3;50280;83;140859;4;3600;4;3590;4;3600;3;2700;3;2700
24.06.2021 01:00;0;0;0;3600000;0;0;32;64550;4;3590;4;3600;4;3600;1;900;1;900
24.06.2021 02:00;0;0;0;3600000;0;0;31;51360;0;0;0;0;0;0;0;0;0;0
24.06.2021 03:00;0;0;0;3600000;2;42460;29;39110;0;0;0;0;0;0;1;900;1;900
24.06.2021 04:00;0;0;0;3600000;2;89660;58;45810;2;1790;2;1800;2;1780;3;2700;3;2755
24.06.2021 05:00;2;1330;0;3600000;1;86647;76;44320;9;8100;9;8100;9;8100;12;10780;12;10780
24.06.2021 06:00;16;13850;0;3600000;28;840193;149;159930;14;12560;14;12580;13;11690;16;14340;16;14380
