01.06.2020 00:00;Bel_A51_M2_638;Vwz_A51_M2_638;Bel_A55_M4_641;Vwz_A55_M4_641;Bel_D21;Vwz_D21;Bel_D22;Vwz_D22;Bel_D31;Vwz_D31;Bel_D32;Vwz_D32;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_D55;Vwz_D55;Bel_H51_M1_637;Vwz_H51_M1_637;Bel_H55_M3_640;Vwz_H55_M3_640;Bel_Schluessel_S51;Vwz_Schluessel_S51;Bel_Schluessel_S55;Vwz_Schluessel_S55;Bel_T1;Vwz_T1;Bel_T2;Vwz_T2;Bel_T5;Vwz_T5;Bel_T6;Vwz_T6;Bel_V51_M5_636;Vwz_V51_M5_636
20.06.2020 22:00;2;2000;2;1990;139;81930;32;32640;3;24160;7;216511;110;174505;39;47970;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;4;19160
20.06.2020 23:00;2;2000;2;2000;102;55670;22;7680;4;99190;2;28800;86;91350;28;11220;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1420
21.06.2020 00:00;0;0;1;1000;98;51840;31;11200;2;19360;0;0;83;88685;34;14800;0;0;0;0;1;1000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
21.06.2020 01:00;0;0;0;0;57;28800;14;3680;5;100036;4;155059;60;39360;21;11350;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;2;2840
21.06.2020 02:00;0;0;0;0;38;19680;12;3840;2;1120;1;59830;25;13310;11;4400;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1420
21.06.2020 03:00;0;0;0;0;21;10550;9;3840;1;10670;2;52470;25;13310;11;2930;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
21.06.2020 04:00;0;0;0;0;21;12960;13;6080;1;49650;1;22550;14;7590;12;6240;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
21.06.2020 05:00;2;1990;1;1000;37;20800;21;7360;0;0;1;58070;25;12552;12;4720;0;0;2;2000;1;1000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
21.06.2020 06:00;2;2000;2;2000;30;13760;9;3360;3;61750;0;0;29;14810;12;3740;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1440
21.06.2020 07:00;2;2000;2;2000;28;14080;8;4320;0;0;5;147810;45;65445;11;3770;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1430
21.06.2020 08:00;1;1000;2;1990;79;51830;20;10720;7;162251;7;166380;90;140200;20;8630;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1780
21.06.2020 09:00;3;2980;2;2000;166;98880;41;55360;9;233578;10;333180;168;334440;32;52622;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;8;12550
21.06.2020 10:00;1;1000;2;2000;226;163190;37;33322;12;179564;24;477606;236;445504;49;21650;0;0;1;1000;2;1980;0;0;0;0;0;3600000;0;0;0;0;0;0;11;21390
21.06.2020 11:00;2;2000;2;2000;264;187040;33;60640;16;362370;15;328490;230;634513;33;101710;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;10;14910
21.06.2020 12:00;3;3000;3;3000;272;215725;41;36320;17;287863;13;337600;290;497705;54;107341;0;0;3;3000;3;2990;0;0;0;0;0;3600000;0;0;0;0;0;0;10;16130
21.06.2020 13:00;5;5000;4;3990;278;228498;42;61440;19;301651;9;287366;295;628074;67;70850;0;0;5;5000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;10;15310
21.06.2020 14:00;4;4000;4;4000;341;311180;63;87030;14;286408;15;315698;335;714558;69;105250;0;0;4;3980;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;11;16790
21.06.2020 15:00;4;4000;4;4000;309;238417;56;68320;9;89590;14;323046;280;635794;56;68860;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;12;19560
21.06.2020 16:00;4;3990;4;3990;284;231600;48;22240;10;142431;14;408861;264;486460;54;101380;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;7;11790
21.06.2020 17:00;4;4000;4;3990;374;365080;56;91020;19;322190;13;401012;255;666875;60;47520;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;8;12290
21.06.2020 18:00;4;4000;4;4000;402;422327;50;44800;15;310816;21;500784;255;451281;69;57970;0;0;4;4000;4;3980;0;0;0;0;0;3600000;0;0;0;0;0;0;8;12240
21.06.2020 19:00;3;3000;3;3000;276;227020;68;120300;13;325580;14;283672;233;558994;61;78024;0;0;3;2980;3;3000;0;0;0;0;0;3600000;0;0;0;0;0;0;13;20880
21.06.2020 20:00;2;2000;2;2000;234;159510;33;25110;14;149900;13;237710;187;382033;54;44110;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;9;13850
21.06.2020 21:00;1;1000;2;2000;196;123990;36;44160;11;180720;8;218478;140;265976;38;52156;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;4;6380
21.06.2020 22:00;3;2990;2;2000;103;58130;23;7200;2;70710;3;176297;122;239435;35;36415;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;1;4470
21.06.2020 23:00;1;1000;2;2000;48;23840;18;5600;0;0;3;117100;46;63150;27;11610;0;0;1;1000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
22.06.2020 00:00;2;2000;2;2000;20;13110;13;8800;1;960;0;0;31;16880;16;7620;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1420
22.06.2020 01:00;0;0;0;0;21;9600;10;3840;2;127340;0;0;13;21800;9;4460;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
22.06.2020 02:00;0;0;0;0;10;4000;8;2400;1;49920;2;105580;11;6870;7;2600;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
22.06.2020 03:00;0;0;0;0;17;11040;9;5440;0;0;2;87510;16;9590;14;4920;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
22.06.2020 04:00;0;0;0;0;39;24480;16;9600;0;0;0;0;27;13800;17;9110;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
22.06.2020 05:00;3;3000;3;3000;244;157955;74;52780;2;39510;2;70615;120;81990;51;15990;0;0;3;3000;3;3000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
22.06.2020 06:00;4;4000;4;3990;475;607591;59;132610;4;77110;11;204202;243;739142;38;54120;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;4;6750
22.06.2020 07:00;4;4000;4;4000;571;954764;73;267482;20;437667;33;852731;425;881341;87;133910;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;7;10090
22.06.2020 08:00;5;4990;4;4000;492;735667;72;251075;32;651825;48;1088104;388;1108745;60;94687;0;0;5;5000;4;3980;0;0;0;0;0;3600000;0;0;0;0;0;0;18;29310
22.06.2020 09:00;4;3990;4;3990;447;609558;45;105100;26;468325;34;628037;365;1007483;82;149220;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;7;15720
22.06.2020 10:00;4;3990;4;4000;424;566768;54;184760;17;362414;37;589830;349;1036171;67;76790;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;12;18360
22.06.2020 11:00;4;3990;4;4000;413;583160;47;118143;21;252450;41;646948;398;1116147;92;193410;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;15;33400
22.06.2020 12:00;4;3990;5;4990;451;655280;54;151510;28;400617;42;507268;436;1203511;102;280520;0;0;4;3990;5;5000;0;0;0;0;0;3600000;0;0;0;0;0;0;9;13770
22.06.2020 13:00;5;4980;5;5000;457;633186;59;163865;18;347160;34;500485;438;1330132;71;171334;0;0;5;4990;5;4990;0;0;0;0;0;3600000;0;0;0;0;0;0;19;32860
22.06.2020 14:00;4;3990;4;4000;473;822231;52;141580;33;631268;37;685510;504;1411587;60;248191;0;0;5;5000;4;4000;0;0;0;0;0;3600000;1;4750;0;0;0;0;9;12968
22.06.2020 15:00;4;3980;4;3990;494;638725;67;93590;35;772707;35;480633;595;1461622;79;277400;0;0;3;3000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;22;35840
22.06.2020 16:00;4;4000;4;4000;525;859598;65;147765;28;533830;42;733020;557;1296063;80;357669;0;0;4;4000;4;3970;0;0;0;0;0;3600000;0;0;0;0;0;0;12;19630
22.06.2020 17:00;4;4000;4;4000;514;660834;67;115490;32;522697;34;542262;592;1313149;92;207900;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;12;30997
22.06.2020 18:00;4;3990;4;4000;425;536531;52;67660;28;375383;22;680571;499;1204264;97;146530;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;21;34020
22.06.2020 19:00;5;5000;4;3990;278;339366;41;62080;14;297502;15;293666;349;886398;87;167640;0;0;5;5000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;13;18570
22.06.2020 20:00;4;3990;3;2990;219;173430;38;41280;15;206976;16;265903;231;647850;65;145833;0;0;4;3990;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;15;24447
22.06.2020 21:00;2;2000;3;3000;147;83520;29;28160;17;180735;6;179917;163;283490;52;48330;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;5;8338
22.06.2020 22:00;2;1990;2;2000;128;76480;24;24800;8;191781;6;85988;120;207230;35;32640;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;3;5810
22.06.2020 23:00;2;2000;2;2000;58;29440;11;4320;5;136140;3;88630;72;124211;28;37270;0;0;2;2000;2;1990;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
23.06.2020 00:00;0;0;1;1000;34;17920;15;6400;1;18080;0;0;31;18830;18;7240;0;0;0;0;1;1000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
23.06.2020 01:00;0;0;0;0;27;13120;11;2400;0;0;1;55350;21;13490;10;4100;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
23.06.2020 02:00;0;0;0;0;11;4800;7;2080;1;40310;0;0;8;5057;10;2500;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
23.06.2020 03:00;0;0;0;0;14;8000;9;4480;0;0;0;0;18;8910;9;1690;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
23.06.2020 04:00;0;0;0;0;32;21760;20;11735;1;51510;0;0;31;17030;22;11890;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
23.06.2020 05:00;3;2990;3;3000;243;137130;65;30560;2;79510;2;42550;129;137230;52;23210;0;0;4;3990;3;2990;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
23.06.2020 06:00;4;4000;4;4000;476;654588;62;64790;8;197080;8;125590;244;653422;51;53840;0;0;3;3000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;1;3240
23.06.2020 07:00;4;3980;4;4000;609;1184441;80;215502;21;280719;27;478779;417;1080201;94;207720;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;14;20929
23.06.2020 08:00;5;5000;4;4000;528;1276910;78;270393;39;1174843;39;872388;419;1222789;96;220164;0;0;5;5000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;16;29510
23.06.2020 09:00;4;3990;4;4000;445;583387;62;182587;34;543821;44;902151;355;886031;60;147149;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;8;14690
23.06.2020 10:00;4;3980;4;4000;457;654519;52;228103;32;448072;27;480060;391;1123468;52;154680;0;0;4;3990;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;7;10450
23.06.2020 11:00;4;4000;4;3990;462;727693;43;139010;32;326961;37;442574;395;1214052;71;219770;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;6;14530
23.06.2020 12:00;4;4000;5;4990;444;602875;47;203660;33;297123;48;558224;444;1287362;67;229540;0;0;4;4000;5;4990;0;0;0;0;0;3600000;0;0;0;0;0;0;14;23390
23.06.2020 13:00;4;4000;4;4000;445;710180;59;148505;40;768755;51;890137;458;1358079;84;182167;0;0;5;4990;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;13;23080
23.06.2020 14:00;4;4000;4;4000;481;800210;56;169155;27;451852;43;805695;497;1368461;63;218981;0;0;3;3000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;8;14070
23.06.2020 15:00;4;3990;4;4000;527;827430;55;170240;46;657595;36;605442;558;1362206;93;280490;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;12;19250
23.06.2020 16:00;4;3990;4;4000;504;664922;63;88470;30;513837;38;973211;625;1334066;93;201805;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;14;24569
23.06.2020 17:00;4;3990;4;4000;512;704360;56;151722;26;514445;31;688529;602;1323517;102;196513;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;14;25040
23.06.2020 18:00;4;4000;4;4000;508;751714;52;90400;22;189090;19;285380;519;1164105;92;139574;0;0;5;4990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;17;26900
23.06.2020 19:00;5;5000;4;4000;287;261794;48;50240;28;344484;20;439194;383;1026353;76;165739;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;10;17960
23.06.2020 20:00;4;4000;3;3000;240;195736;43;63990;21;293655;8;121910;239;688192;57;105316;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;8;21760
23.06.2020 21:00;2;1990;3;3000;207;125760;34;35190;18;114230;19;440488;169;338450;57;28660;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;3;4290
23.06.2020 22:00;2;1990;2;2000;154;93805;30;23040;18;340700;13;257945;135;234830;35;129986;0;0;2;2000;2;1990;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1410
23.06.2020 23:00;2;1980;2;2000;64;33750;20;6240;3;856;4;145260;72;126220;20;5710;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;2;2860
24.06.2020 00:00;0;0;1;1000;33;18766;11;5120;1;14240;1;40630;34;33790;22;9550;0;0;0;0;1;1000;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1740
24.06.2020 01:00;0;0;0;0;33;14240;15;4480;2;62870;1;1120;17;11270;10;27070;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
24.06.2020 02:00;0;0;0;0;15;8000;12;4160;1;44960;0;0;12;6690;11;3600;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
24.06.2020 03:00;0;0;0;0;14;10080;9;6390;0;0;0;0;13;6700;13;4710;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
24.06.2020 04:00;0;0;0;0;34;22070;19;12780;1;39190;1;630;28;15450;25;10431;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
24.06.2020 05:00;3;2990;3;3000;229;166540;44;23040;1;46135;0;0;124;87974;46;35160;0;0;4;4000;3;3000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
24.06.2020 06:00;4;3990;4;3980;499;543049;68;89760;3;28790;12;306111;255;614039;58;61820;0;0;3;3000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
24.06.2020 07:00;4;3990;4;4000;572;1152293;78;284610;26;569618;26;546060;421;995697;80;298980;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;7;12250
24.06.2020 08:00;5;4990;4;4000;511;729480;67;187396;28;529948;49;1093841;419;1002121;62;110625;0;0;5;4990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;12;17630
24.06.2020 09:00;4;4000;4;4000;513;669042;64;151010;31;733894;31;803264;399;1098464;54;79740;0;0;4;4000;4;3980;0;0;0;0;0;3600000;0;0;0;0;0;0;11;18780
24.06.2020 10:00;4;3990;4;4000;406;585321;46;115065;28;368710;22;251219;313;1038155;55;197247;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;9;12790
24.06.2020 11:00;4;3990;4;3980;385;561013;43;106903;25;357580;32;750364;416;1161470;91;167660;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;7;10070
24.06.2020 12:00;4;3990;5;5000;472;755334;54;130060;30;490297;46;796307;409;1288579;65;334590;0;0;4;4000;5;5000;0;0;0;0;0;3600000;0;0;0;0;0;0;10;14550
24.06.2020 13:00;5;4990;5;4980;461;716112;58;111990;19;311470;31;437090;425;1204062;71;209800;0;0;5;5046;5;5000;0;0;0;0;0;3600000;0;0;0;0;0;0;10;18460
24.06.2020 14:00;4;4000;4;3980;451;735361;64;125786;30;587310;53;899722;493;1388392;59;135427;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;13;19950
24.06.2020 15:00;4;4000;4;3990;482;759850;54;52630;33;482296;41;619411;557;1269239;103;205110;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;16;26490
24.06.2020 16:00;4;4000;4;4000;512;721574;73;136780;35;855037;33;565816;566;1177939;103;239909;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;9;23890
24.06.2020 17:00;4;4000;4;4000;505;671499;56;125110;38;492594;28;578624;559;1202597;121;265109;0;0;4;3970;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;11;20010
24.06.2020 18:00;4;3980;4;4041;399;473053;48;29440;28;286360;26;441875;529;1205680;98;152386;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;8;13340
24.06.2020 19:00;5;5000;4;3990;303;331554;52;72150;29;124470;15;412684;385;1007262;83;145470;0;0;5;4980;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;8;13980
24.06.2020 20:00;4;3990;3;3000;222;159030;36;52320;14;134070;12;288963;242;622931;70;129988;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;6;27030
24.06.2020 21:00;2;2000;3;3000;194;159611;38;41600;18;310040;14;244684;208;409001;66;32090;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;7;9890
24.06.2020 22:00;2;2000;2;2000;160;104620;25;8852;8;227470;13;246524;157;285440;47;54610;0;0;2;1990;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;3;4250
24.06.2020 23:00;2;2000;2;2000;76;39200;20;6240;2;52048;3;123926;86;104620;31;9520;0;0;2;1990;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;3;4270
25.06.2020 00:00;0;0;1;1000;29;20630;12;5280;1;1440;3;88383;41;24210;20;8500;0;0;0;0;1;1000;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1430
25.06.2020 01:00;0;0;0;0;17;8950;7;2880;2;103340;0;0;18;11640;12;4370;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
25.06.2020 02:00;0;0;0;0;12;4800;9;3520;1;1920;2;65487;8;4010;7;1690;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
25.06.2020 03:00;0;0;0;0;13;8160;11;22240;1;31200;0;0;17;9090;8;2230;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
25.06.2020 04:00;0;0;0;0;37;24320;18;11200;0;0;0;0;36;18290;18;11500;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
25.06.2020 05:00;3;2990;3;3000;243;155941;62;40800;1;62560;0;0;124;178650;51;23750;0;0;4;4000;3;3000;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1440
25.06.2020 06:00;4;4000;4;3990;460;627183;68;110720;5;93750;8;95720;237;647908;47;74820;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1440
25.06.2020 07:00;4;4000;4;3990;538;812854;76;234598;16;272440;26;496449;393;1013872;80;185549;0;0;3;3000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;9;14700
25.06.2020 08:00;5;4990;4;4000;532;929953;81;274973;38;682555;46;875365;435;1099002;79;178564;0;0;5;4990;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;13;27590
25.06.2020 09:00;5;5000;5;4990;521;755749;56;78550;33;569749;35;614363;390;1077806;64;228770;0;0;5;4990;5;4980;0;0;0;0;0;3600000;0;0;0;0;0;0;7;9940
25.06.2020 10:00;4;4000;4;4000;451;651006;49;107736;26;376792;22;479895;369;1076057;55;172701;0;0;4;4000;4;4048;0;0;0;0;0;3600000;0;0;0;0;0;0;9;27191
25.06.2020 11:00;4;4000;4;4000;428;659533;45;157863;26;307438;33;419911;386;1257481;79;255810;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;14;23530
25.06.2020 12:00;4;4000;5;5000;454;685517;58;154338;35;412295;47;693287;419;1271682;67;157861;0;0;4;3990;5;4990;0;0;0;0;0;3600000;0;0;0;0;0;0;20;31030
25.06.2020 13:00;4;4000;4;4000;454;812036;54;220470;27;355456;45;595711;450;1230387;81;165565;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;14;24910
25.06.2020 14:00;4;4000;4;3990;481;779071;65;102277;29;510147;39;696459;507;1349380;67;161267;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;15;23200
25.06.2020 15:00;4;3990;4;4000;497;658922;64;104836;35;567235;36;699497;546;1357323;76;229130;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;13;41580
25.06.2020 16:00;4;4000;4;4000;556;769439;71;56320;29;588750;46;941739;587;1335784;89;170107;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;16;24280
25.06.2020 17:00;4;4000;4;3990;489;757880;50;66615;25;463158;28;447689;594;1387258;76;246610;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;17;25820
25.06.2020 18:00;4;4000;4;4000;409;431049;61;187330;19;458700;27;593380;516;1031211;96;183886;0;0;5;5000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;18;40945
25.06.2020 19:00;5;4990;4;3980;290;300440;48;72640;19;467026;14;277240;350;978360;65;165446;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;7;10830
25.06.2020 20:00;4;4000;3;2980;250;243865;30;70880;19;289276;12;271225;251;701612;54;120362;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;5;7100
25.06.2020 21:00;2;2000;3;2990;191;109660;34;45900;14;95020;8;310724;183;301650;54;54430;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;10;15520
25.06.2020 22:00;2;2000;2;1990;147;90400;25;9760;15;315620;5;201100;162;258665;33;15430;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;1;3820
25.06.2020 23:00;2;1990;2;1990;79;39520;17;4000;4;2880;2;62870;100;93391;33;10090;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1410
26.06.2020 00:00;0;0;1;990;54;27680;23;8480;0;0;0;0;38;22940;26;11413;0;0;0;0;1;1000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
26.06.2020 01:00;0;0;0;0;13;6400;8;2240;1;64790;0;0;27;16880;11;5540;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
26.06.2020 02:00;0;0;0;0;14;7190;6;1920;0;0;0;0;10;5010;8;2040;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
26.06.2020 03:00;0;0;0;0;14;8640;5;3200;0;0;0;0;19;11480;11;4400;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
26.06.2020 04:00;0;0;0;0;37;22560;15;7830;0;0;0;0;36;17900;20;9130;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
26.06.2020 05:00;3;3000;3;3064;216;128150;57;31360;4;64780;3;115660;113;106654;53;40060;0;0;3;3000;3;3000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
26.06.2020 06:00;4;4000;4;3990;458;527087;50;112310;4;12480;8;71990;225;635585;35;65127;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;4;7580
26.06.2020 07:00;4;4000;4;3990;528;817803;85;255480;17;348560;25;516961;391;911901;82;175800;0;0;4;3990;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;14;25090
26.06.2020 08:00;5;5000;4;4000;482;660795;88;225090;34;665650;44;822950;394;1094247;81;267986;0;0;5;4990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;17;26760
26.06.2020 09:00;4;3990;4;3990;448;660202;58;162860;34;724634;46;826633;383;1030739;70;188240;0;0;4;3990;4;3970;0;0;0;0;0;3600000;0;0;0;0;0;0;7;10750
26.06.2020 10:00;4;3980;4;4000;463;834594;45;176233;30;392208;35;592687;383;1155612;99;198250;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;8;13140
26.06.2020 11:00;4;3990;4;4000;506;862540;60;167724;18;315660;30;433260;403;1145717;83;260084;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;6;8490
26.06.2020 12:00;4;4000;5;5000;549;1021110;64;219980;32;583646;34;685012;521;1395894;69;207438;0;0;4;4000;5;4990;0;0;0;0;0;3600000;0;0;0;0;0;0;3;4220
26.06.2020 13:00;5;4980;5;5000;518;709378;57;121154;37;709234;34;600884;535;1364755;81;132090;0;0;5;4980;5;5000;0;0;0;0;0;3600000;0;0;0;0;0;0;15;25840
26.06.2020 14:00;4;4000;4;4000;524;845193;60;165430;39;352954;27;640503;540;1157129;82;141234;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;5;7960
26.06.2020 15:00;4;3980;4;4000;466;737160;57;232910;44;802048;39;736317;526;1413599;74;174190;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;5;7740
26.06.2020 16:00;4;3990;4;4000;473;618855;64;120027;22;292395;36;677089;494;1225959;78;233914;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;15;22300
26.06.2020 17:00;4;4000;4;4000;426;640518;55;109750;27;427936;22;430566;501;1007151;82;178959;0;0;4;3980;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;9;13990
26.06.2020 18:00;4;3990;4;4000;457;603116;66;183660;25;292120;32;608154;506;1098296;105;221770;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;9;13200
26.06.2020 19:00;5;4980;4;3990;332;288695;51;74070;26;395579;28;544024;366;883185;68;90201;0;0;5;4990;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;6;13520
26.06.2020 20:00;4;3980;3;3000;196;161750;28;72320;18;275071;20;341268;244;725124;53;87630;0;0;4;3980;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;10;15670
