01.06.2020 00:00;Bel_A51_M2_638;Vwz_A51_M2_638;Bel_A55_M4_641;Vwz_A55_M4_641;Bel_D21;Vwz_D21;Bel_D22;Vwz_D22;Bel_D31;Vwz_D31;Bel_D32;Vwz_D32;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_D55;Vwz_D55;Bel_H51_M1_637;Vwz_H51_M1_637;Bel_H55_M3_640;Vwz_H55_M3_640;Bel_Schluessel_S51;Vwz_Schluessel_S51;Bel_Schluessel_S55;Vwz_Schluessel_S55;Bel_T1;Vwz_T1;Bel_T2;Vwz_T2;Bel_T5;Vwz_T5;Bel_T6;Vwz_T6;Bel_V51_M5_636;Vwz_V51_M5_636
01.06.2020 00:00;0;0;1;1000;65;32526;26;7520;2;103590;0;26410;53;42560;22;10660;0;0;0;0;1;990;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1440
01.06.2020 01:00;0;0;0;0;30;14390;14;3680;2;38400;1;35350;33;18290;15;6270;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
01.06.2020 02:00;0;0;0;0;16;7200;10;3040;0;0;1;19040;15;7240;6;1479;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
01.06.2020 03:00;0;0;0;0;8;3360;8;2400;0;0;2;43340;17;8880;13;4290;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
01.06.2020 04:00;0;0;0;0;15;7040;7;2560;0;0;1;37910;12;6080;8;1880;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
01.06.2020 05:00;1;990;1;1000;30;13600;7;2560;4;50560;2;102710;21;10120;5;900;0;0;1;1000;1;1000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
01.06.2020 06:00;3;3000;2;2000;34;20000;9;4800;0;0;2;1600;24;32100;9;3660;0;0;3;2990;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
01.06.2020 07:00;2;2000;2;2000;29;19680;10;25280;3;60279;2;54923;42;193590;16;6720;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
01.06.2020 08:00;2;2000;2;2000;75;57760;17;43520;8;94550;10;122860;81;312335;18;8190;0;0;2;1990;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;2;2860
01.06.2020 09:00;2;1990;2;2000;131;94560;26;43510;10;120470;7;185933;154;506353;34;34230;0;0;2;1990;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;2;2860
01.06.2020 10:00;2;2046;2;1990;219;176630;34;15360;12;174850;7;121580;187;603910;41;124660;0;0;2;2000;2;1990;0;0;0;0;0;3600000;0;0;0;0;0;0;6;8419
01.06.2020 11:00;2;1990;2;1990;236;208692;20;101790;11;137750;14;171030;265;849772;48;65750;0;0;2;2000;2;1990;0;0;0;0;0;3600000;0;0;0;0;0;0;2;5250
01.06.2020 12:00;3;2990;3;2990;272;245028;42;104620;13;150915;19;241080;269;847628;37;126066;0;0;3;3000;3;3000;0;0;0;0;0;3600000;0;0;0;0;0;0;6;10890
01.06.2020 13:00;4;4000;4;3990;315;345632;36;125798;20;159830;15;252930;258;860760;39;149780;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;4;5890
01.06.2020 14:00;4;4000;4;3990;328;329870;48;86107;9;57023;13;219330;304;953800;52;111600;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;3;4310
01.06.2020 15:00;4;4000;4;3980;336;388851;45;74080;17;171340;17;380748;292;797062;65;70030;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;8;11470
01.06.2020 16:00;4;3990;4;3990;316;282668;48;132032;10;169890;8;295434;260;549174;76;172470;0;0;4;4054;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;8;11400
01.06.2020 17:00;4;4000;4;3990;329;303680;41;50720;15;171570;23;519310;262;770932;53;106140;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;13;21980
01.06.2020 18:00;4;4000;4;4000;326;315940;41;67360;16;225469;20;545703;262;816600;65;99170;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;18;34440
01.06.2020 19:00;2;2000;2;2000;308;319223;56;80683;11;295330;11;151693;211;500703;52;67180;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;4;7210
01.06.2020 20:00;2;1990;2;2000;235;203082;31;22080;16;276374;9;149464;201;500637;41;80230;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;2;4570
01.06.2020 21:00;2;2000;2;2000;175;101590;33;11040;8;131237;9;233624;155;280559;32;19035;0;0;2;2000;2;1990;0;0;0;0;0;3600000;0;0;0;0;0;0;2;3460
01.06.2020 22:00;2;2000;2;2000;115;64480;31;11200;4;65270;6;220950;96;78580;31;31020;0;0;2;1990;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
01.06.2020 23:00;2;2000;2;2000;56;29600;15;5280;2;98060;1;76440;67;61183;27;8200;0;0;2;2000;2;2000;0;0;0;0;0;3600000;1;1900;0;0;0;0;1;1420
02.06.2020 00:00;0;0;1;1000;27;13760;14;4960;0;0;1;40800;34;24790;15;6260;0;0;0;0;1;1000;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1430
02.06.2020 01:00;0;0;0;0;17;8320;6;2240;1;31040;1;59888;19;11790;12;5370;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
02.06.2020 02:00;0;0;0;0;17;9280;11;4640;6;75030;0;0;11;23320;7;1610;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
02.06.2020 03:00;0;0;0;0;13;7840;12;5280;1;23360;1;34400;14;7930;6;2410;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
02.06.2020 04:00;0;0;0;0;38;24800;21;12800;1;16800;0;0;26;35380;22;10170;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
02.06.2020 05:00;3;3000;3;3000;238;179960;52;23680;0;0;2;85600;119;147610;34;12780;0;0;3;3000;3;3000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
02.06.2020 06:00;4;3990;4;3980;484;729809;67;120204;3;103200;11;287875;250;854131;45;17031;0;0;5;5000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;6;10960
02.06.2020 07:00;4;4000;4;3980;539;1369564;86;179539;23;587179;30;464158;409;831263;86;139394;0;0;3;2990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;9;15910
02.06.2020 08:00;5;4990;4;4000;485;731331;71;233846;33;570534;48;991368;449;1120800;92;257662;0;0;5;5000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;19;29660
02.06.2020 09:00;4;3990;4;4000;512;696664;58;82380;33;711452;23;493159;356;1172652;61;210605;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;14;32167
02.06.2020 10:00;4;4000;4;4055;443;787670;44;100790;15;186585;34;462590;384;1281761;57;175701;0;0;4;3990;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;4;6980
02.06.2020 11:00;4;3990;4;4000;421;1113483;37;246390;28;560586;26;724738;400;1191184;55;239142;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;6;10300
02.06.2020 12:00;4;4000;5;4990;426;1100156;41;359186;35;516710;35;640544;447;1201227;74;280516;0;0;4;3990;5;4990;0;0;0;0;0;3600000;0;0;0;0;0;0;16;31471
02.06.2020 13:00;4;3990;5;5000;426;1895117;51;245285;34;546722;37;692353;454;1440171;73;295580;0;0;4;4000;5;5000;0;0;0;0;0;3600000;1;1740;0;0;0;0;11;19970
02.06.2020 14:00;4;3980;4;4000;456;1047940;61;171640;39;567905;38;729842;508;1388600;78;178958;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;13;19200
02.06.2020 15:00;4;4000;4;3990;512;834531;67;116310;44;947441;33;724981;545;1270795;94;253393;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;9;14890
02.06.2020 16:00;4;4000;4;4000;524;685547;69;64160;32;682736;39;711485;553;1293505;101;243690;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;9;12780
02.06.2020 17:00;4;3990;4;4000;503;687953;66;121740;17;357610;21;457380;600;1340023;81;247896;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;6;13660
02.06.2020 18:00;4;3990;4;3990;437;603176;54;134870;21;306075;22;410304;508;1072408;78;166200;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;18;32200
02.06.2020 19:00;5;5000;4;4000;267;283670;41;97280;11;202840;24;457588;369;792347;72;117577;0;0;5;5000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;15;23410
02.06.2020 20:00;4;3970;3;3000;206;144630;27;27190;13;174700;15;301870;260;722395;63;229461;0;0;4;4000;3;3000;0;0;0;0;0;3600000;0;0;0;0;0;0;6;9230
02.06.2020 21:00;2;2000;3;3000;180;109818;45;46870;9;175650;7;245299;159;238860;67;31415;0;0;2;2000;3;2980;0;0;0;0;0;3600000;0;0;0;0;0;0;4;5670
02.06.2020 22:00;2;1990;2;2000;109;59694;37;54880;5;59680;3;72310;130;146330;41;14670;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;5;7140
02.06.2020 23:00;2;1990;2;2000;47;23080;14;4000;2;44000;1;960;54;47870;21;7610;0;0;2;2000;2;1980;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
03.06.2020 00:00;0;0;1;990;29;13440;15;5920;2;2720;2;30870;29;30310;28;13430;0;0;0;0;1;1000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
03.06.2020 01:00;0;0;0;0;18;7520;13;3200;2;33280;1;800;17;10720;15;4900;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1620
03.06.2020 02:00;0;0;0;0;11;4480;8;3200;1;1600;0;0;17;9000;11;2700;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
03.06.2020 03:00;0;0;0;0;12;9280;10;5760;2;41750;1;320;19;16860;14;5110;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
03.06.2020 04:00;0;0;0;0;37;25270;21;13590;0;0;0;0;22;10470;24;9680;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
03.06.2020 05:00;3;3000;3;2990;241;173920;63;28640;1;1120;3;70870;115;117360;35;14720;0;0;3;3000;3;3000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
03.06.2020 06:00;4;4000;4;4000;477;568588;71;143990;4;83350;11;168024;259;620006;45;35380;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;2;2870
03.06.2020 07:00;5;5000;5;5000;566;808399;86;317182;25;635816;29;482119;375;1018405;83;82870;0;0;5;4990;5;5000;0;0;0;0;0;3600000;0;0;0;0;0;0;6;9660
03.06.2020 08:00;5;5000;4;4000;470;698360;68;140630;27;596529;52;1014564;413;1073190;92;276850;0;0;5;5000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;15;28580
03.06.2020 09:00;4;3990;4;4000;444;897004;69;172790;34;546140;39;766927;387;1156624;66;197025;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;13;19990
03.06.2020 10:00;4;4000;4;3990;414;1075633;48;96833;28;385125;29;579802;353;1283491;46;198356;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;13;20050
03.06.2020 11:00;4;3990;4;3990;455;675529;58;248460;28;293660;36;505056;376;1233253;74;239610;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;11;15690
03.06.2020 12:00;4;3980;5;5000;451;760991;45;221825;24;427334;51;703789;461;1370702;73;196660;0;0;4;4000;5;5000;0;0;0;0;0;3600000;0;0;0;0;0;0;13;20370
03.06.2020 13:00;5;5000;5;4990;455;607229;74;157637;23;325125;41;558703;486;1284108;135;194660;0;0;5;5000;5;5000;0;0;0;0;0;3600000;0;0;0;0;0;0;8;13840
03.06.2020 14:00;4;4000;4;3980;463;777878;68;260575;34;546881;45;558210;483;1331996;156;250729;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;10;15000
03.06.2020 15:00;4;3990;4;3990;504;787145;83;133730;36;535085;23;531175;532;1527311;241;307290;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;10;15850
03.06.2020 16:00;4;4000;4;4000;534;904698;63;130390;29;525760;53;1208675;602;1369888;116;306820;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;21;41810
03.06.2020 17:00;4;3990;4;4000;495;830201;59;155360;31;782052;41;924017;512;1179037;126;174030;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;12;17350
03.06.2020 18:00;4;3990;4;3990;356;391375;41;44790;13;351580;14;370220;509;985000;80;126536;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;9;13350
03.06.2020 19:00;5;4990;4;4000;295;247280;48;52940;16;306010;16;285890;370;990659;80;170660;0;0;5;4980;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;9;13320
03.06.2020 20:00;4;4000;3;2990;72;1029282;138;150560;7;111715;6;152502;204;546127;43;80870;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;5;8640
03.06.2020 21:00;2;2000;3;3000;120;58390;38;32800;9;136780;7;156470;159;312500;42;70560;0;0;2;1990;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;4;5690
03.06.2020 22:00;2;2000;2;2000;101;55210;22;8950;5;83340;10;161240;144;191965;43;13220;0;0;2;2000;2;1990;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1430
03.06.2020 23:00;2;2000;2;2000;39;20170;12;5120;3;20000;2;41580;42;78200;19;5690;0;0;2;1990;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;3;5030
04.06.2020 00:00;0;0;1;990;31;15680;13;3680;2;20800;0;0;31;34630;9;5270;0;0;0;0;1;1000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
04.06.2020 01:00;0;0;0;0;15;6240;10;3040;0;0;0;0;13;9230;12;5090;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
04.06.2020 02:00;0;0;0;0;9;5120;6;2400;3;29920;1;3840;14;7160;8;2520;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
04.06.2020 03:00;0;0;0;0;16;8640;11;4960;1;47670;0;0;8;13410;6;1770;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
04.06.2020 04:00;0;0;0;0;40;27040;22;13440;0;0;0;0;32;16700;25;9740;0;0;1;880;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
04.06.2020 05:00;3;3000;3;3000;245;172480;76;60480;1;960;0;0;109;119998;40;19380;0;0;3;3110;3;2990;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
04.06.2020 06:00;4;4000;4;4000;493;625667;73;78935;5;115500;9;280920;239;547335;62;33153;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;2;2870
04.06.2020 07:00;4;4000;4;3980;551;839702;99;224842;23;420358;34;619835;475;1173128;78;176390;0;0;3;3000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;7;11080
04.06.2020 08:00;5;5000;4;3980;527;705821;121;229149;30;478754;54;1231791;407;945900;82;138044;0;0;5;4990;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;8;12230
04.06.2020 09:00;4;4000;4;4000;496;827470;55;122080;18;322520;29;500368;365;965925;59;132611;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;9;13930
04.06.2020 10:00;4;3990;4;3990;406;616432;50;62605;21;239383;39;716922;327;1135098;77;276080;0;0;4;4000;4;3990;0;0;0;0;1;3431210;0;0;0;0;0;0;4;5730
04.06.2020 11:00;4;3990;4;4000;438;631945;55;127640;22;504464;37;472638;388;1042022;82;135010;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;11;16438
04.06.2020 12:00;4;3990;5;4990;416;795416;62;181910;38;548453;51;817447;455;1384285;72;260304;0;0;4;4000;5;4980;0;0;0;0;0;3600000;0;0;0;0;0;0;7;10080
04.06.2020 13:00;5;4990;5;5000;460;740763;62;215061;23;450685;45;776234;463;1356141;79;245430;0;0;5;5000;5;4990;0;0;0;0;0;3600000;0;0;0;0;0;0;8;13830
04.06.2020 14:00;4;4000;4;4000;481;744560;60;198080;35;776787;45;823980;484;1322770;79;287390;0;0;4;3980;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;13;20900
04.06.2020 15:00;4;3990;4;4000;508;722941;45;113750;27;556367;40;854458;533;1262947;86;315959;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;11;24370
04.06.2020 16:00;4;4000;4;4000;451;1548575;53;170185;40;738740;43;882999;604;1360472;77;363975;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;14;22650
04.06.2020 17:00;5;4990;4;4000;525;948654;59;139066;24;539898;30;657935;591;1375326;78;284040;0;0;5;4990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;13;20480
04.06.2020 18:00;3;2990;4;3990;395;458182;52;110710;20;248703;19;482678;521;1136711;74;102950;0;0;3;3000;4;3980;0;0;0;0;0;3600000;0;0;0;0;0;0;10;14390
04.06.2020 19:00;5;4990;4;4000;270;210753;32;55360;12;288374;19;451680;377;990543;57;254700;0;0;5;5000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;6;9940
04.06.2020 20:00;4;4000;3;3000;199;142400;38;38560;4;42605;10;230452;245;656999;62;133230;0;0;4;3990;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;3;4600
04.06.2020 21:00;2;1990;3;2990;158;97920;35;37280;4;168362;3;163660;176;361080;56;25910;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1440
04.06.2020 22:00;2;1990;2;2000;96;53270;24;8160;2;62540;6;146060;105;130318;32;12800;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
04.06.2020 23:00;2;2000;2;2000;49;22720;12;4040;1;23040;2;68150;55;66556;23;25320;0;0;2;1990;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;2;2870
05.06.2020 00:00;0;0;1;1000;39;18720;18;5600;2;26080;1;37635;35;21830;24;9450;0;0;0;0;1;1000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
05.06.2020 01:00;0;0;0;0;14;5920;10;3040;1;4000;0;0;15;9590;9;2500;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
05.06.2020 02:00;0;0;0;0;7;3840;6;2240;1;1440;0;0;11;5550;4;980;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
05.06.2020 03:00;0;0;0;0;13;7200;11;3520;1;59670;0;0;8;4500;6;4020;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
05.06.2020 04:00;0;0;0;0;35;25110;17;13440;0;0;0;0;24;12620;19;10180;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
05.06.2020 05:00;3;3000;3;3000;221;152213;60;39840;2;65590;4;95360;127;132813;30;16000;0;0;3;3000;3;3000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
05.06.2020 06:00;4;4054;4;3990;452;537182;49;69964;2;19200;5;65964;249;738034;56;82084;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;2;2900
05.06.2020 07:00;4;4000;4;4000;526;649773;85;108375;18;516092;23;606167;390;866307;75;134250;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;12;17330
05.06.2020 08:00;5;4980;4;4000;493;749877;64;207852;29;775191;41;774374;399;1017128;66;126189;0;0;5;4990;4;4051;0;0;0;0;0;3600000;0;0;0;0;0;0;7;10700
05.06.2020 09:00;4;3990;4;3990;446;683106;60;143500;21;288736;34;702458;387;1131262;60;289720;0;0;4;3990;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;11;17860
05.06.2020 10:00;4;3990;4;4000;452;663147;55;173914;18;256827;49;774810;340;1268857;55;248812;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;5;8120
05.06.2020 11:00;4;3990;4;4000;447;637201;56;139088;30;408305;45;801185;437;1265827;71;112505;0;0;4;3990;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;11;17210
05.06.2020 12:00;5;5000;5;5000;473;673925;64;230660;28;540789;49;752642;535;1452183;89;262533;0;0;5;4990;5;5000;0;0;0;0;0;3600000;0;0;0;0;0;0;9;12979
05.06.2020 13:00;4;4000;5;4990;550;978498;59;121486;25;423130;36;858915;556;1303500;92;254960;0;0;4;4000;5;5000;0;0;0;0;0;3600000;0;0;0;0;0;0;15;24710
05.06.2020 14:00;4;4000;4;3990;523;741912;66;121750;27;450746;34;963023;543;1213732;59;194177;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;10;14840
05.06.2020 15:00;4;4000;4;4000;536;732339;59;124320;27;547302;40;705415;516;1242842;69;177760;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;4;6130
05.06.2020 16:00;4;3990;4;3990;473;765490;38;177880;22;418500;34;822555;492;1201404;58;142700;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;7;11590
05.06.2020 17:00;4;3990;4;3990;462;657201;50;278414;19;306104;33;862914;509;1303988;74;300934;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;10;20430
05.06.2020 18:00;4;4000;4;3990;356;459371;45;56201;8;157090;23;321967;463;1210073;76;251470;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;2;2890
05.06.2020 19:00;5;5000;4;4000;263;255510;43;69220;13;145420;28;564018;334;736589;64;127089;0;0;5;5000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;10;15290
05.06.2020 20:00;4;3990;3;3000;188;138615;27;37270;10;271535;8;202050;223;598801;46;99800;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
05.06.2020 21:00;1;1000;3;2990;237;139243;52;40854;4;125774;5;243640;266;409018;47;23230;0;0;1;1000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;3;4300
05.06.2020 22:00;3;2990;2;2000;133;75190;32;12480;2;47030;4;219073;115;90943;38;69723;0;0;3;3000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
05.06.2020 23:00;2;2000;2;2000;66;34736;14;5760;3;42080;5;198220;65;54510;15;5190;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
06.06.2020 00:00;0;0;1;1000;48;22550;19;4800;3;59350;1;30080;48;29540;27;8380;0;0;0;0;1;1000;0;0;0;0;0;3600000;0;0;0;0;0;0;3;5570
06.06.2020 01:00;0;0;0;0;30;14560;10;3530;0;0;2;51360;33;19840;19;8580;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
06.06.2020 02:00;0;0;0;0;15;9600;6;6870;4;191640;2;49009;26;63350;10;2680;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
06.06.2020 03:00;0;0;0;0;17;8960;12;4320;0;0;1;59417;22;34940;10;2960;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
06.06.2020 04:00;1;990;0;0;22;16480;15;8480;1;53280;0;0;20;10700;18;5900;0;0;1;1000;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
06.06.2020 05:00;3;2990;3;2990;66;36855;25;14880;0;0;2;56310;30;40410;21;10250;0;0;3;3000;3;2990;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
06.06.2020 06:00;4;4000;4;4000;88;53910;24;8320;1;18240;4;128030;52;59570;22;8220;0;0;4;4000;4;4054;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
06.06.2020 07:00;4;3990;4;4000;106;62390;26;11040;3;50700;6;184090;102;94956;26;24220;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1430
06.06.2020 08:00;4;4000;4;4000;203;156480;31;12320;12;255030;15;388667;149;283145;38;28660;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1440
06.06.2020 09:00;4;4053;4;4000;311;352719;47;74449;6;119680;24;395892;222;800428;51;166515;0;0;4;3990;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;1;1450
06.06.2020 10:00;4;4000;4;4000;366;497728;38;132105;17;227262;27;348102;276;858057;62;222200;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;6;8640
06.06.2020 11:00;4;3990;4;4000;416;526777;42;36960;12;234783;24;267300;320;1021952;76;195740;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;10;14790
06.06.2020 12:00;4;3990;4;4000;400;523480;52;82550;19;181870;35;672589;404;1193237;51;85770;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;5;7370
06.06.2020 13:00;4;4000;4;3990;366;444796;49;99820;14;191820;22;413210;381;969569;61;169410;0;0;4;3990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;5;8730
06.06.2020 14:00;4;3980;4;4000;357;465629;49;114550;17;311980;15;230442;401;1240851;59;125245;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;6;11360
06.06.2020 15:00;4;3990;4;4000;372;480635;48;85280;12;191630;27;424969;363;1009516;59;93780;0;0;4;4000;4;3990;0;0;0;0;0;3600000;0;0;0;0;0;0;10;15440
06.06.2020 16:00;3;2990;4;3990;292;296842;41;138380;9;88930;17;306856;291;1001199;57;141200;0;0;4;4000;4;3980;0;0;0;0;0;3600000;0;0;0;0;0;0;19;28450
06.06.2020 17:00;5;5000;4;4000;347;401125;32;24320;20;309634;29;517378;344;955713;59;186228;0;0;4;4000;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;9;13600
06.06.2020 18:00;4;4066;4;3990;315;360155;33;48000;17;240023;20;432868;340;1049274;53;68650;0;0;4;4000;4;4053;0;0;0;0;0;3600000;0;0;0;0;0;0;8;14980
06.06.2020 19:00;3;2990;4;4000;245;213274;39;69600;7;151254;15;240910;243;947867;41;108815;0;0;3;2990;4;4000;0;0;0;0;0;3600000;0;0;0;0;0;0;6;9610
06.06.2020 20:00;3;2990;2;1990;164;106690;43;67180;7;129806;5;178220;185;307385;42;22350;0;0;3;3000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;4;10090
06.06.2020 21:00;2;1990;2;1990;147;87734;36;59170;14;224300;7;256475;136;338210;44;20360;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0
06.06.2020 22:00;2;2000;2;2000;105;51830;30;11680;3;146530;5;125900;98;146204;39;25830;0;0;2;2000;2;2000;0;0;0;0;0;3600000;0;0;0;0;0;0;2;3310
