01.06.2020 00:00;Bel_B1;Vwz_B1;Bel_B2;Vwz_B2;Bel_D1;Vwz_D1;Bel_FG38_blind;Vwz_FG38_blind;Bel_FG38_sehend;Vwz_FG38_sehend;Bel_MP1;Vwz_MP1;Bel_MP1_A_113;Vwz_MP1_A_113;Bel_MP2;Vwz_MP2;Bel_MP3;Vwz_MP3;Bel_MP3_A_113;Vwz_MP3_A_113;Bel_MP4;Vwz_MP4;Bel_MP5;Vwz_MP5;Bel_MP6;Vwz_MP6;Bel_MP7;Vwz_MP7;Bel_MP8;Vwz_MP8;Bel_T1;Vwz_T1
02.09.2020 14:00;2;2000;2;2000;12;483173;18;12260;0;0;2;2000;16;15980;2;2000;12;11970;13;12990;3;2990;2;1990;17;16970;13;12990;12;12000;0;0
02.09.2020 15:00;2;1990;2;1990;10;395705;28;17648;0;0;2;2000;11;10980;2;1990;11;10980;12;11960;3;2990;2;2000;16;15970;12;11980;11;10990;0;0
02.09.2020 16:00;2;2000;2;2000;12;400306;36;14628;0;0;2;1990;9;8960;2;2000;8;7990;12;11990;3;3000;1;1000;11;11000;12;11990;8;7990;0;0
02.09.2020 17:00;2;2000;2;2000;10;392610;20;6370;0;0;2;1980;15;14980;2;2000;11;11000;12;12000;3;3000;2;2000;15;15000;12;11980;13;12980;0;0
02.09.2020 18:00;2;2000;2;2000;11;322505;8;2860;0;0;2;2000;12;11990;2;2000;10;9990;10;9970;2;2000;2;2000;14;13990;10;9990;10;10000;0;0
02.09.2020 19:00;0;0;0;0;5;187450;9;3660;0;0;0;0;9;8990;0;0;8;8000;5;5000;2;1990;1;1000;10;9990;5;5000;8;8000;0;0
02.09.2020 20:00;0;0;0;0;4;151720;6;2050;0;0;0;0;7;6990;0;0;7;6970;4;4000;2;2000;1;990;7;7000;4;4000;7;7000;0;0
02.09.2020 21:00;0;0;0;0;3;38460;2;690;0;0;0;0;4;4000;0;0;4;3990;2;2000;2;2000;2;2000;4;4000;2;2000;4;3990;0;0
02.09.2020 22:00;0;0;0;0;3;111110;1;810;0;0;0;0;3;3000;0;0;3;3000;3;3000;3;2990;2;1990;3;2990;3;3000;3;2990;0;0
02.09.2020 23:00;0;0;0;0;2;64080;0;0;0;0;0;0;3;2990;0;0;3;3000;2;2000;2;2000;1;990;3;3000;2;2000;3;3000;0;0
03.09.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;2;2000;0;0;2;2000;0;0;1;1000;1;1000;2;2000;0;0;3;2990;0;0
03.09.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;4;3980;0;0;4;3990;0;0;0;0;0;0;4;4000;0;0;4;3990;0;0
03.09.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.09.2020 03:00;0;0;0;0;1;34111;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;1;1000;0;0;0;0
03.09.2020 04:00;0;0;0;0;7;282850;0;0;0;0;0;0;1;1000;0;0;1;1000;8;8000;2;2000;2;1990;1;1000;7;7000;1;1000;0;0
03.09.2020 05:00;0;0;0;0;8;299780;0;0;0;0;0;0;1;990;0;0;1;1000;7;7000;3;3000;3;3000;1;1000;8;8000;1;1000;0;0
03.09.2020 06:00;2;2000;2;2000;12;427997;4;1029;0;0;2;2000;8;7990;2;2000;7;6990;12;12000;3;2990;3;3000;7;6990;12;11980;7;7000;0;0
03.09.2020 07:00;2;1990;2;2000;13;525952;67;19535;0;0;2;2000;13;12970;2;2000;10;9990;14;13980;3;3000;2;1990;14;13990;14;13990;11;10990;0;0
03.09.2020 08:00;2;2000;2;2000;9;371486;10;7730;0;0;2;2000;12;11980;2;2000;11;10990;10;10000;3;3000;3;3000;15;14960;11;11000;11;11000;0;0
03.09.2020 09:00;2;2000;2;2000;11;411507;14;6390;0;0;2;1990;13;12970;2;2000;11;10970;13;12970;1;1000;1;1000;15;14980;13;12990;11;11000;0;0
03.09.2020 10:00;2;2000;2;2000;13;367800;29;20666;0;0;2;1990;11;11000;2;2000;10;10000;13;12990;2;2000;1;1000;14;13960;13;13000;10;9980;0;0
03.09.2020 11:00;2;2000;2;1990;10;404220;42;17593;0;0;2;2000;12;11980;2;1990;10;10000;12;12048;2;2000;2;1990;14;13980;12;11990;11;10980;0;0
03.09.2020 12:00;2;1990;2;1990;13;482961;18;10280;0;0;2;2000;12;11990;2;1990;10;10000;14;13990;2;2000;2;2000;14;13980;14;14000;10;9990;0;0
03.09.2020 13:00;2;2000;2;2000;13;314500;60;19997;0;0;2;1990;13;12990;2;2000;11;11046;13;12980;3;3000;2;1990;16;15980;13;13000;11;11000;0;0
03.09.2020 14:00;2;1990;2;1990;12;531679;44;15810;0;0;2;2000;10;9980;2;1990;8;7980;13;12990;3;3000;3;3000;9;8970;13;12970;9;8990;0;0
03.09.2020 15:00;2;2000;2;1990;12;407890;97;32080;0;0;2;2000;18;17960;2;1990;14;14048;13;12990;3;2990;3;2990;21;20990;13;13000;14;13980;0;0
03.09.2020 16:00;2;1990;2;1990;10;400316;56;21287;0;0;2;2000;11;11046;2;1990;10;9990;12;11980;3;3000;2;2000;14;13980;12;11960;11;10990;0;0
03.09.2020 17:00;2;2000;2;2000;10;414480;21;9150;0;0;2;2000;12;11990;2;2000;10;10000;12;12000;3;3000;3;2980;14;13970;12;12000;10;9970;0;0
03.09.2020 18:00;1;1000;1;1000;8;297980;13;6980;0;0;1;1000;13;12980;1;1000;10;10000;9;8990;3;2990;3;3000;14;13990;9;9000;10;10000;0;0
03.09.2020 19:00;0;0;0;0;5;217500;5;3190;0;0;0;0;8;8000;0;0;8;8000;5;4990;3;3000;2;2000;10;9980;5;5000;8;8000;0;0
03.09.2020 20:00;0;0;0;0;4;149130;0;0;0;0;0;0;7;6980;0;0;7;7000;4;4000;3;3000;2;1990;7;6990;4;3990;7;6980;0;0
03.09.2020 21:00;0;0;0;0;2;81490;3;1220;0;0;0;0;4;4000;0;0;4;3990;2;1990;2;2000;2;2000;4;3970;2;2000;4;4000;0;0
03.09.2020 22:00;0;0;0;0;3;96920;0;0;0;0;0;0;3;3000;0;0;3;3000;2;2000;3;2990;2;2000;3;3000;2;2000;3;3000;0;0
03.09.2020 23:00;0;0;0;0;2;59194;0;0;0;0;0;0;3;3000;0;0;3;3000;2;2000;2;2000;1;1000;3;3000;2;2000;3;2990;0;0
04.09.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;2;1990;0;0;2;2000;0;0;1;1000;1;1000;2;2000;0;0;3;2990;0;0
04.09.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;4;4000;0;0;4;4000;0;0;0;0;0;0;4;4000;0;0;4;3990;0;0
04.09.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.09.2020 03:00;0;0;0;0;2;7790;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;1;1000;0;0;0;0
04.09.2020 04:00;0;0;0;0;8;232907;0;0;0;0;0;0;1;1000;0;0;1;990;7;6990;2;1990;2;2000;1;1000;6;5990;1;990;0;0
04.09.2020 05:00;0;0;0;0;11;361271;0;0;0;0;0;0;1;990;0;0;1;1000;8;8000;3;3000;3;2990;1;1000;9;8990;1;990;0;0
04.09.2020 06:00;2;2000;2;2000;12;319903;0;0;0;0;2;1990;8;7980;2;2000;7;6990;10;9990;2;2000;2;2000;8;7980;12;11990;7;7000;0;0
04.09.2020 07:00;2;2000;2;2000;14;545669;33;10579;0;0;2;2000;12;11990;2;2000;10;9980;12;11980;3;2990;2;2000;13;12970;14;13990;11;10990;0;0
04.09.2020 08:00;2;1990;1;1000;11;410456;19;6150;0;0;2;2000;15;14990;1;1000;11;10990;10;10000;3;3000;3;2980;15;14980;13;12990;11;11000;0;0
04.09.2020 09:00;2;2000;2;2000;13;386273;20;10350;0;0;2;2000;12;11980;2;2000;11;10980;10;9980;1;1000;1;1000;15;15000;12;11990;11;10980;0;0
04.09.2020 10:00;2;1990;2;2000;12;411380;6;2470;0;0;2;2000;11;10980;2;2000;10;10000;11;10970;2;1990;1;1000;13;12990;13;12970;10;9990;0;0
04.09.2020 11:00;2;1990;2;2000;11;369106;29;12079;0;0;1;1000;11;10990;2;2000;10;9970;10;9990;2;2000;2;2000;14;13990;11;11000;11;10990;0;0
04.09.2020 12:00;2;2000;2;2000;14;464870;40;12149;0;0;2;2000;12;11990;2;2000;10;9980;12;11990;2;2000;2;2000;14;13980;14;13980;10;9980;0;0
04.09.2020 13:00;2;1990;2;2000;14;577140;46;19053;0;0;2;2000;12;11980;2;2000;11;11000;12;11980;3;3000;2;1990;16;15990;14;13990;11;10980;0;0
04.09.2020 14:00;1;1000;2;1990;12;523277;7;3230;0;0;2;2000;14;13990;2;1990;11;11000;11;10990;2;2000;3;3000;16;16025;12;11990;12;11990;0;0
04.09.2020 15:00;2;2000;1;1000;9;398937;26;9410;0;0;2;2000;14;13990;1;1000;11;11000;10;10000;3;3000;3;3000;16;15990;11;11000;11;10990;0;0
04.09.2020 16:00;2;2000;1;1000;12;505550;33;10859;0;0;2;1990;13;12990;1;1000;10;9990;10;9970;3;2980;2;1980;14;13980;13;13000;10;9990;0;0
04.09.2020 17:00;1;990;2;1990;9;347756;37;10912;0;0;0;0;13;13000;2;1990;10;9990;10;9990;3;3000;3;3000;14;13980;9;9000;10;9990;0;0
04.09.2020 18:00;2;1990;2;2000;10;441670;15;7840;0;0;2;2000;11;10980;2;2000;10;9990;8;8000;3;2990;2;2000;13;12990;11;11000;11;10990;0;0
04.09.2020 19:00;0;0;0;0;6;241600;12;5860;0;0;0;0;10;9990;0;0;8;8055;5;5000;3;3000;3;3000;10;10000;5;4990;7;6990;0;0
04.09.2020 20:00;0;0;0;0;4;156030;14;3509;0;0;0;0;7;6990;0;0;7;7000;4;3990;2;2000;2;1990;7;6980;4;4000;7;7053;0;0
04.09.2020 21:00;0;0;0;0;3;63620;0;0;0;0;0;0;4;3990;0;0;4;4000;3;3000;2;1990;2;1990;4;4000;3;3000;5;4980;0;0
04.09.2020 22:00;0;0;0;0;2;120046;0;0;0;0;0;0;3;2990;0;0;3;3000;2;2000;3;3000;2;2000;3;3000;2;2000;3;3000;0;0
04.09.2020 23:00;0;0;0;0;3;90920;0;0;0;0;0;0;3;3000;0;0;3;3000;2;2000;2;2000;1;1000;3;3000;2;2000;3;2990;0;0
05.09.2020 00:00;0;0;0;0;2;86950;0;0;0;0;0;0;2;1990;0;0;2;2000;2;1990;1;1000;1;1000;2;2000;2;2000;2;2000;0;0
05.09.2020 01:00;0;0;0;0;1;33710;0;0;0;0;0;0;2;2000;0;0;2;2000;1;1000;1;1000;1;1000;2;2000;1;1000;2;2000;0;0
05.09.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;2;1990;0;0;2;2000;0;0;1;1000;1;1000;2;2000;0;0;2;2000;0;0
05.09.2020 03:00;0;0;0;0;3;105602;0;0;0;0;0;0;3;3000;0;0;3;3000;2;2000;0;0;0;0;3;3000;2;2000;3;2990;0;0
05.09.2020 04:00;0;0;0;0;8;248517;0;0;0;0;0;0;1;1000;0;0;1;1000;6;6000;0;0;0;0;1;1000;6;6053;1;1000;0;0
05.09.2020 05:00;0;0;0;0;5;218000;0;0;0;0;0;0;1;1000;0;0;1;1000;4;4000;2;2000;2;1990;1;990;4;4000;1;1000;0;0
05.09.2020 06:00;0;0;0;0;4;112360;0;0;0;0;0;0;4;4000;0;0;4;3990;4;3990;2;1990;2;1990;4;4000;4;4000;4;4000;0;0
05.09.2020 07:00;0;0;0;0;6;192221;1;510;0;0;0;0;4;4000;0;0;4;4000;5;4990;2;2000;2;2000;4;4000;5;4990;5;5000;0;0
05.09.2020 08:00;1;1000;1;990;3;132994;7;3120;0;0;2;1980;4;3990;1;990;4;4000;5;5000;2;2000;2;2000;4;4000;4;4000;4;4000;0;0
05.09.2020 09:00;2;1990;2;2000;6;264626;14;6880;0;0;2;2000;4;4000;2;2000;4;3990;7;6990;2;2000;2;2000;4;3990;8;7990;4;4000;0;0
05.09.2020 10:00;2;2000;2;2000;5;222200;33;13725;0;0;2;2000;4;4000;2;2000;4;4000;6;5990;2;2000;1;1000;4;4000;6;6000;5;4960;0;0
05.09.2020 11:00;1;1000;1;1000;5;157670;27;9633;0;0;1;1000;4;4000;1;1000;4;4000;6;6000;2;2000;3;3000;4;4000;6;6000;4;4000;0;0
05.09.2020 12:00;2;2000;2;2000;4;141720;20;7388;0;0;2;2000;4;3980;2;2000;4;4000;6;6000;2;2000;2;2000;4;4000;6;5990;4;3990;0;0
05.09.2020 13:00;3;3000;2;1990;4;163860;7;4260;0;0;3;2990;4;4000;2;1990;4;3990;7;7000;2;2000;2;2000;4;4000;7;7000;6;6000;0;0
05.09.2020 14:00;2;2000;3;3000;6;210230;6;3549;0;0;2;2000;4;3990;3;3000;4;3990;8;7980;1;1000;1;990;4;3980;8;8000;4;4000;0;0
05.09.2020 15:00;2;1980;2;1990;4;151492;15;5176;0;0;2;2000;4;3990;2;1990;4;3990;6;6000;3;3000;3;2990;4;4000;6;6042;4;3990;0;0
05.09.2020 16:00;2;2000;1;1000;4;156922;5;1900;0;0;1;1000;4;4000;1;1000;4;4000;6;5990;2;1990;2;2000;4;4000;5;5000;4;3980;0;0
05.09.2020 17:00;0;0;1;1000;4;195678;8;5140;0;0;1;1000;4;4000;1;1000;4;4000;4;4000;2;2000;2;2000;4;3990;5;5000;4;4000;0;0
05.09.2020 18:00;0;0;0;0;4;135308;4;2330;0;0;0;0;4;3990;0;0;4;3990;4;4000;2;2000;1;990;4;4000;4;4000;4;4000;0;0
05.09.2020 19:00;0;0;0;0;2;89270;3;3480;0;0;0;0;4;4000;0;0;4;4000;2;2000;2;1990;3;3000;4;4000;2;2000;4;4000;0;0
05.09.2020 20:00;0;0;0;0;2;76240;0;0;0;0;0;0;2;2000;0;0;2;2000;2;1990;2;1990;2;2000;2;1990;2;2000;2;2000;0;0
05.09.2020 21:00;0;0;0;0;2;87850;0;0;0;0;0;0;2;1990;0;0;2;1990;2;2000;2;1990;2;1990;2;1990;2;2000;2;1990;0;0
05.09.2020 22:00;0;0;0;0;2;68237;5;1930;0;0;0;0;3;3000;0;0;3;3000;2;1990;2;2000;2;2000;3;3000;2;1990;3;2990;0;0
05.09.2020 23:00;0;0;0;0;2;91736;0;0;0;0;0;0;3;2980;0;0;3;3000;2;2000;2;2000;2;2000;3;2990;2;2000;3;2990;0;0
06.09.2020 00:00;0;0;0;0;2;87260;2;2990;0;0;0;0;2;2000;0;0;2;2000;2;2000;1;1000;1;1000;2;2000;2;2000;2;2000;0;0
06.09.2020 01:00;0;0;0;0;1;27800;0;0;0;0;0;0;2;2000;0;0;2;2000;1;1000;1;990;1;1000;2;2000;1;1000;2;2000;0;0
06.09.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;2;1990;0;0;2;2000;0;0;1;1000;1;1000;2;2000;0;0;2;2000;0;0
06.09.2020 03:00;0;0;0;0;2;29170;0;0;0;0;0;0;3;3000;0;0;3;3000;1;1000;0;0;0;0;3;2990;1;1000;3;3000;0;0
06.09.2020 04:00;0;0;0;0;3;56230;0;0;0;0;0;0;0;0;0;0;0;0;2;2000;0;0;0;0;0;0;2;2000;0;0;0;0
06.09.2020 05:00;0;0;0;0;4;172930;0;0;0;0;0;0;1;1000;0;0;1;1000;4;3990;2;2000;2;2000;1;1000;4;3990;1;1000;0;0
06.09.2020 06:00;0;0;0;0;2;67410;0;0;0;0;0;0;2;2000;0;0;2;2000;2;1990;2;2000;2;2000;2;2000;2;2000;2;2000;0;0
06.09.2020 07:00;0;0;0;0;3;103903;2;540;0;0;0;0;2;2000;0;0;2;2000;2;2000;2;1990;2;1990;2;2000;2;2000;2;2000;0;0
06.09.2020 08:00;0;0;0;0;2;74686;2;1020;0;0;0;0;2;2000;0;0;2;2000;2;2000;2;1990;2;2000;2;2000;2;2000;2;2000;0;0
06.09.2020 09:00;0;0;0;0;2;78980;22;7566;0;0;0;0;2;1980;0;0;2;2000;2;1990;2;2000;2;1990;2;2000;2;2000;2;2000;0;0
06.09.2020 10:00;0;0;0;0;4;122755;2;1950;0;0;0;0;2;2000;0;0;2;2000;3;2990;2;1980;2;2000;2;1990;3;2990;2;2000;0;0
06.09.2020 11:00;0;0;0;0;4;144594;3;1690;0;0;0;0;2;2000;0;0;2;1990;3;3000;2;2000;2;2000;2;2000;3;3000;2;1990;0;0
06.09.2020 12:00;0;0;0;0;5;179940;1;670;0;0;0;0;2;1980;0;0;2;1980;4;3980;2;2000;2;2000;2;2000;4;3990;2;2000;0;0
06.09.2020 13:00;0;0;0;0;5;162780;6;1540;0;0;0;0;3;3000;0;0;3;3000;4;4000;2;1990;2;2000;3;3000;4;4000;3;3000;0;0
06.09.2020 14:00;0;0;0;0;4;174480;12;6150;0;0;0;0;4;4000;0;0;4;4000;4;3980;2;1990;2;2000;4;4000;4;4000;4;4000;0;0
06.09.2020 15:00;0;0;0;0;4;148050;7;3890;0;0;0;0;4;4000;0;0;4;4000;4;4000;2;1990;2;2000;4;4000;4;4058;4;3990;0;0
06.09.2020 16:00;0;0;0;0;4;145520;0;0;0;0;0;0;4;3990;0;0;4;4000;4;3990;2;2000;2;2000;4;4000;4;4000;5;5000;0;0
06.09.2020 17:00;0;0;0;0;5;201625;6;3460;0;0;0;0;4;4000;0;0;4;3990;4;3990;2;2000;2;2000;4;4000;4;4000;4;3990;0;0
06.09.2020 18:00;0;0;0;0;5;175850;3;710;0;0;0;0;4;4000;0;0;4;4000;4;3980;2;2000;2;2000;4;3990;4;3980;4;3990;0;0
06.09.2020 19:00;0;0;0;0;2;98790;8;3100;0;0;0;0;6;6000;0;0;6;5990;2;2000;2;2000;2;1980;6;5990;2;2000;6;6000;0;0
06.09.2020 20:00;0;0;0;0;3;52130;4;1309;0;0;0;0;2;2000;0;0;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0
06.09.2020 21:00;0;0;0;0;3;91226;0;0;0;0;0;0;2;2000;0;0;2;2000;3;3000;2;2000;2;2000;2;2000;3;2990;2;2000;0;0
06.09.2020 22:00;0;0;0;0;3;126710;0;0;0;0;0;0;2;2000;0;0;2;2000;3;3000;2;2000;2;2000;2;1990;3;3000;2;2000;0;0
06.09.2020 23:00;0;0;0;0;2;83870;0;0;0;0;0;0;2;2000;0;0;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;3;2990;0;0
07.09.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;2;2000;0;0;2;2000;0;0;1;1000;1;1000;2;2000;0;0;2;2000;0;0
07.09.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;4;4000;0;0;4;4000;0;0;0;0;0;0;4;4000;0;0;4;4000;0;0
07.09.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.09.2020 03:00;0;0;0;0;1;47714;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;1;1000;0;0;0;0
07.09.2020 04:00;0;0;0;0;7;291543;0;0;0;0;0;0;1;1000;0;0;1;1000;8;8000;2;1990;2;2000;1;990;8;8054;1;1000;0;0
07.09.2020 05:00;0;0;0;0;13;318722;0;0;0;0;0;0;1;990;0;0;1;1000;7;7000;3;3000;3;3000;1;1000;7;7000;1;1000;0;0
07.09.2020 06:00;2;2000;2;2000;10;443170;1;270;0;0;2;2000;8;8000;2;2000;7;7000;12;11980;3;2990;3;3000;8;8000;12;11980;7;6990;0;0
07.09.2020 07:00;2;2000;3;3000;13;489095;15;7329;0;0;2;2000;14;14000;3;3000;10;9990;13;12970;3;2990;2;2000;14;13960;13;12980;10;9970;0;0
07.09.2020 08:00;2;1990;2;2000;12;403226;6;3830;0;0;2;2000;14;13960;2;2000;11;11000;13;12980;3;3000;3;2990;16;15970;13;12990;11;10980;0;0
07.09.2020 09:00;2;2000;2;1990;11;364818;14;7170;0;0;2;2000;11;10990;2;1990;11;10990;12;11980;2;1990;2;2000;14;13980;12;11990;11;10970;0;0
07.09.2020 10:00;2;2000;2;2000;12;400575;36;15069;0;0;2;2000;14;13970;2;2000;10;10000;12;11980;2;2000;1;1000;14;14000;12;12000;10;10000;0;0
07.09.2020 11:00;2;2000;2;2000;10;420005;19;7730;0;0;2;1990;13;12990;2;2000;10;9990;12;11980;2;2000;2;1990;13;12960;13;13000;10;10000;0;0
07.09.2020 12:00;2;2000;2;2000;13;484865;35;11074;0;0;2;2000;13;12970;2;2000;10;9990;14;13990;2;2000;2;2000;13;12980;14;14000;10;9990;0;0
07.09.2020 13:00;2;2000;2;2000;10;434871;37;11481;0;0;2;2000;15;14950;2;2000;11;10990;12;11980;3;3000;3;3000;16;15980;12;12000;13;12990;0;0
07.09.2020 14:00;2;2000;2;1990;15;621280;32;9413;0;0;2;2000;14;13960;2;1990;11;10990;16;15980;2;1990;3;3000;16;15990;16;16046;11;11000;0;0
07.09.2020 15:00;2;2000;2;2000;10;393060;63;24970;0;0;2;2000;13;12980;2;2000;11;10990;12;11970;3;3000;3;2990;16;15980;12;11990;11;10960;0;0
07.09.2020 16:00;2;2000;2;1990;12;426960;77;33230;0;0;2;1990;10;9980;2;1990;10;10000;11;10970;3;3000;2;2000;14;14000;12;11990;10;9990;0;0
07.09.2020 17:00;2;1990;2;2000;10;293421;42;18500;0;0;2;1990;10;10000;2;2000;10;9990;12;11970;3;2990;3;2990;14;13990;12;11980;10;9990;0;0
07.09.2020 18:00;2;2000;2;2000;10;345508;11;5478;0;0;2;2000;14;14000;2;2000;9;8980;10;9980;3;3000;3;2990;14;13980;10;10000;10;9990;0;0
07.09.2020 19:00;0;0;0;0;5;225230;7;2160;0;0;0;0;8;8000;0;0;8;8000;5;4990;3;3000;2;2000;10;9990;5;5000;8;8000;0;0
07.09.2020 20:00;0;0;0;0;4;146473;0;0;0;0;0;0;8;7980;0;0;7;7000;4;3980;2;1990;2;2000;7;6990;4;4000;7;6990;0;0
07.09.2020 21:00;0;0;0;0;2;74930;0;0;0;0;0;0;4;3990;0;0;4;3990;2;2000;2;1990;2;2000;4;4000;2;2000;4;4000;0;0
07.09.2020 22:00;0;0;0;0;2;71980;0;0;0;0;0;0;3;2990;0;0;3;3000;2;2000;3;3000;2;1990;3;2990;2;2000;3;3000;0;0
07.09.2020 23:00;0;0;0;0;2;100560;0;0;0;0;0;0;3;2990;0;0;3;3000;2;2000;2;2000;1;1000;3;3000;2;1990;3;2980;0;0
08.09.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;2;2000;0;0;2;2000;0;0;1;1000;1;1000;2;1990;0;0;2;2000;0;0
08.09.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;4;3990;0;0;4;4000;0;0;0;0;0;0;4;4000;0;0;4;3980;0;0
08.09.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.09.2020 03:00;0;0;0;0;1;57087;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;1;1000;0;0;0;0
08.09.2020 04:00;0;0;0;0;8;338290;0;0;0;0;0;0;1;1000;0;0;1;1000;8;7980;2;1990;2;2000;1;1000;8;8000;1;1000;0;0
08.09.2020 05:00;0;0;0;0;9;307136;0;0;0;0;0;0;1;1000;0;0;1;1000;7;7056;3;2990;3;2990;1;1000;7;7000;1;1000;0;0
08.09.2020 06:00;2;2000;2;2000;11;420853;1;200;0;0;2;2000;8;7990;2;2000;7;6990;10;10000;3;2990;3;3000;8;7980;12;12000;7;6990;0;0
08.09.2020 07:00;2;2000;2;1990;13;409404;36;15796;0;0;2;2000;14;13960;2;1990;10;10000;12;12000;3;3000;2;2000;14;13970;14;14000;11;10990;0;0
08.09.2020 08:00;2;2000;2;2000;12;368480;18;8308;0;0;1;1000;12;11980;2;2000;11;10990;11;10990;3;2990;3;3000;15;14970;13;13000;11;10980;0;0
08.09.2020 09:00;2;1990;2;2000;11;331010;10;5560;0;0;2;1990;12;11990;2;2000;11;10970;10;9980;2;2000;1;1000;15;14990;12;11990;11;10970;0;0
08.09.2020 10:00;2;2000;2;2000;10;319128;17;7520;0;0;2;2000;12;11980;2;2000;10;9980;10;9980;2;2000;1;1000;14;14000;12;11990;9;8990;0;0
08.09.2020 11:00;2;2000;2;1990;13;418080;12;7120;0;0;2;2000;12;12000;2;1990;10;10000;10;9990;2;2000;2;2000;14;13970;12;11990;10;9980;0;0
08.09.2020 12:00;2;2000;2;2000;13;437320;16;5780;0;0;2;1990;12;11960;2;2000;10;10000;12;11970;2;2000;2;2000;13;12980;14;14000;10;10000;0;0
08.09.2020 13:00;2;2000;2;2000;10;411328;31;9520;0;0;2;1990;15;14980;2;2000;11;10990;11;10980;3;3000;2;2000;16;16000;12;11990;11;11000;0;0
08.09.2020 14:00;2;2000;2;2000;12;403863;41;19149;0;0;2;2000;15;14990;2;2000;10;9970;11;10970;3;3000;3;3000;15;14970;14;14000;10;9990;0;0
08.09.2020 15:00;2;1990;2;2000;11;408616;73;25959;0;0;2;1990;14;14027;2;2000;11;10990;9;8990;3;2990;3;3000;16;16000;11;10990;11;10990;0;0
08.09.2020 16:00;2;2000;2;2000;10;376690;41;12329;0;0;2;2000;12;11980;2;2000;10;9980;10;9980;3;2990;2;2000;14;13980;12;12000;10;10000;0;0
08.09.2020 17:00;2;2000;2;2000;12;428684;16;6650;0;0;2;2000;11;10960;2;2000;10;9980;10;9980;3;3000;3;3000;14;14027;12;12000;10;9990;0;0
08.09.2020 18:00;2;2000;2;2000;8;370370;19;7993;0;0;2;1990;11;10970;2;2000;10;10000;8;8000;3;3000;3;3000;14;14049;10;10000;10;9990;0;0
08.09.2020 19:00;0;0;0;0;7;192810;6;2080;0;0;0;0;10;9970;0;0;8;8000;5;5061;3;2990;2;2000;10;10000;5;4990;8;7990;0;0
08.09.2020 20:00;0;0;0;0;5;160201;3;4260;0;0;0;0;7;6990;0;0;7;7000;4;3990;2;1990;2;2000;7;7000;4;4000;7;7000;0;0
08.09.2020 21:00;0;0;0;0;2;88280;7;1051;0;0;0;0;4;4000;0;0;4;4000;2;1990;2;2000;2;2000;4;4000;2;2000;4;4000;0;0
08.09.2020 22:00;0;0;0;0;3;38810;0;0;0;0;0;0;3;2990;0;0;3;3000;2;2000;3;3000;2;1980;3;2980;2;2000;3;3000;0;0
08.09.2020 23:00;0;0;0;0;2;82330;0;0;0;0;0;0;3;3000;0;0;3;3000;2;2000;2;1990;1;1000;3;2990;2;2000;3;3000;0;0
09.09.2020 00:00;0;0;0;0;0;0;1;300;0;0;0;0;2;2000;0;0;2;2000;0;0;1;1000;1;1000;1;1000;0;0;2;1980;0;0
09.09.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;4;3990;0;0;4;4000;0;0;0;0;0;0;4;3990;0;0;4;3990;0;0
09.09.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.09.2020 03:00;0;0;0;0;1;23830;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;1;1000;0;0;0;0
09.09.2020 04:00;0;0;0;0;8;235880;0;0;0;0;0;0;1;1000;0;0;1;1000;8;8000;2;1990;2;2000;1;1000;8;8000;1;1000;0;0
09.09.2020 05:00;0;0;0;0;9;282790;0;0;0;0;0;0;1;990;0;0;1;1000;7;7000;3;2990;3;3000;1;1000;7;7000;1;1000;0;0
