01.06.2020 00:00;Bel_B1;Vwz_B1;Bel_B2;Vwz_B2;Bel_D1;Vwz_D1;Bel_FG38_blind;Vwz_FG38_blind;Bel_FG38_sehend;Vwz_FG38_sehend;Bel_MP1;Vwz_MP1;Bel_MP1_A_113;Vwz_MP1_A_113;Bel_MP2;Vwz_MP2;Bel_MP3;Vwz_MP3;Bel_MP3_A_113;Vwz_MP3_A_113;Bel_MP4;Vwz_MP4;Bel_MP5;Vwz_MP5;Bel_MP6;Vwz_MP6;Bel_MP7;Vwz_MP7;Bel_MP8;Vwz_MP8;Bel_T1;Vwz_T1
01.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;4;4000;0;0;4;3990;0;0;0;0;0;0;4;3990;0;0;4;4000;0;0
01.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;2;2000;0;0;2;2000;0;0;0;0;0;0;2;2000;0;0;2;2000;0;0
01.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 03:00;0;0;0;0;1;58750;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;1;1000;0;0;0;0
01.06.2020 04:00;0;0;0;0;3;93885;0;0;0;0;0;0;0;0;0;0;0;0;3;3000;0;0;0;0;0;0;3;3000;0;0;0;0
01.06.2020 05:00;0;0;0;0;3;93990;0;0;0;0;0;0;1;1000;0;0;1;990;3;3000;2;2000;2;1980;1;1000;3;3000;1;1000;0;0
01.06.2020 06:00;0;0;0;0;2;94070;0;0;0;0;0;0;2;2000;0;0;2;2000;2;2000;1;1000;1;990;2;2000;2;1990;2;1990;0;0
01.06.2020 07:00;0;0;0;0;2;87060;0;0;0;0;0;0;2;2000;0;0;2;2000;2;2000;2;1980;2;2000;2;2000;2;2000;2;1990;0;0
01.06.2020 08:00;0;0;0;0;2;67740;0;0;0;0;0;0;2;2000;0;0;2;2000;2;2000;2;2000;2;1990;2;1990;2;2000;2;2000;0;0
01.06.2020 09:00;0;0;0;0;2;80630;2;890;0;0;0;0;2;1990;0;0;2;2000;2;2000;2;2000;2;2000;2;1990;2;2000;2;2000;0;0
01.06.2020 10:00;0;0;0;0;2;96450;1;880;0;0;0;0;2;2000;0;0;2;2000;2;2000;2;1990;2;2000;2;1990;2;2000;2;2000;0;0
01.06.2020 11:00;0;0;0;0;3;104110;4;1750;0;0;0;0;2;2000;0;0;2;2000;3;3000;2;2000;2;1990;2;1990;3;2990;2;2000;0;0
01.06.2020 12:00;0;0;0;0;3;165765;1;500;0;0;0;0;2;2000;0;0;2;2000;3;2990;2;2000;2;2000;2;1980;3;3000;2;2000;0;0
01.06.2020 13:00;0;0;0;0;4;157561;4;1620;0;0;0;0;3;3000;0;0;3;3000;4;4000;2;1990;2;2000;3;3000;4;4000;3;3000;0;0
01.06.2020 14:00;0;0;0;0;4;160941;1;510;0;0;0;0;4;4000;0;0;4;3990;4;4000;2;2000;2;1990;4;4000;4;4000;4;4000;0;0
01.06.2020 15:00;0;0;0;0;4;166650;8;4370;0;0;0;0;4;3990;0;0;4;3990;4;4000;2;2000;2;2000;4;4000;4;4000;4;3990;0;0
01.06.2020 16:00;0;0;0;0;4;174600;10;5270;0;0;0;0;4;3990;0;0;4;4000;4;3990;2;1990;2;2000;4;4000;4;4000;4;3980;0;0
01.06.2020 17:00;0;0;0;0;6;243480;1;260;0;0;0;0;4;4000;0;0;4;4000;4;3990;2;2000;2;2000;4;4000;4;3990;4;4000;0;0
01.06.2020 18:00;0;0;0;0;4;243810;9;4980;0;0;0;0;4;3990;0;0;4;4000;4;4000;2;2000;2;2000;4;4000;4;4000;4;4000;0;0
01.06.2020 19:00;0;0;0;0;3;180000;2;710;0;0;0;0;5;4990;0;0;5;4980;2;2000;2;2000;2;1990;5;4990;2;2000;5;5000;0;0
01.06.2020 20:00;0;0;0;0;2;119990;2;700;0;0;0;0;2;2000;0;0;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;2;1990;0;0
01.06.2020 21:00;0;0;0;0;2;98700;0;0;0;0;0;0;2;1990;0;0;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0
01.06.2020 22:00;0;0;0;0;3;96523;0;0;0;0;0;0;2;2000;0;0;2;2000;2;2000;2;1990;2;2000;2;1990;2;2000;2;2000;0;0
01.06.2020 23:00;0;0;0;0;2;93987;0;0;0;0;0;0;2;2000;0;0;2;2000;2;2000;2;1990;2;2000;2;2000;2;2000;2;1980;0;0
02.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;4;4000;0;0;4;4000;0;0;1;1000;1;1000;4;4000;0;0;4;3990;0;0
02.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;2;2000;0;0;2;1990;0;0;0;0;0;0;2;2000;0;0;2;2000;0;0
02.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 03:00;0;0;0;0;1;27110;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;1;1000;0;0;0;0
02.06.2020 04:00;0;0;0;0;7;304060;0;0;0;0;0;0;1;1000;0;0;1;1000;8;8056;1;990;1;990;1;1000;8;8000;1;1000;0;0
02.06.2020 05:00;0;0;0;0;9;327650;1;420;0;0;0;0;1;1000;0;0;1;1000;7;6990;2;2000;2;1990;1;1000;7;6990;1;1000;0;0
02.06.2020 06:00;2;2000;2;1980;12;334502;0;0;0;0;2;2000;8;7980;2;1980;7;7000;11;10990;3;3000;3;3000;8;7980;12;12000;7;6980;0;0
02.06.2020 07:00;2;2000;2;2000;11;418497;6;1740;0;0;2;2000;12;11990;2;2000;9;9000;12;11990;3;3000;3;3000;13;12990;12;11980;9;8990;0;0
02.06.2020 08:00;2;2000;2;2000;10;349507;6;3850;0;0;2;2000;12;11990;2;2000;9;9000;12;11980;3;3000;3;3000;12;11970;12;11990;9;9000;0;0
02.06.2020 09:00;2;2000;2;2000;12;296917;31;9794;0;0;2;1990;14;13960;2;2000;11;10990;12;11980;1;990;1;1000;15;14960;12;12000;12;11990;0;0
02.06.2020 10:00;2;2000;2;2000;9;366822;31;13679;0;0;2;1990;12;11980;2;2000;10;9970;11;10970;2;2000;2;2000;14;13980;11;11000;11;10990;0;0
02.06.2020 11:00;2;2000;2;2000;13;388400;16;4550;0;0;2;2000;11;10980;2;2000;10;9970;15;14940;2;1980;2;2000;14;13990;16;16053;11;10990;0;0
02.06.2020 12:00;2;2000;2;2000;11;346066;35;13204;0;0;2;2000;13;12990;2;2000;10;9990;13;12990;2;1990;2;2000;14;13990;13;13000;10;10000;0;0
02.06.2020 13:00;2;2000;2;1990;13;424657;15;6548;0;0;2;2000;12;12000;2;1990;10;9990;12;11990;3;2990;3;3000;14;14026;12;12000;10;9990;0;0
02.06.2020 14:00;2;2000;2;1990;11;361110;13;5060;0;0;2;2000;13;12960;2;1990;11;11000;13;12970;3;3000;3;3000;16;15970;13;12601;11;10990;0;0
02.06.2020 15:00;2;1990;2;2000;11;355567;37;13974;0;0;2;2000;14;13990;2;2000;10;9990;11;10990;3;3000;3;2990;14;13980;11;11420;10;9970;0;0
02.06.2020 16:00;2;2000;2;2000;11;503985;31;13719;0;0;2;2000;9;9000;2;2000;10;9950;12;11990;3;2990;3;3000;14;13980;12;11990;10;9980;0;0
02.06.2020 17:00;2;2000;2;2000;11;578977;18;9080;0;0;2;2000;14;13970;2;2000;10;9990;11;11000;3;3000;3;2980;13;12990;12;12000;10;9990;0;0
02.06.2020 18:00;2;2000;2;2000;10;583265;11;5120;0;0;2;2000;12;11970;2;2000;10;9980;10;9980;3;3000;3;3000;14;14000;10;10000;10;9990;0;0
02.06.2020 19:00;0;0;0;0;5;300115;5;2020;0;0;0;0;13;12990;0;0;11;11000;5;5000;3;2990;3;3000;13;12970;5;5000;11;11000;0;0
02.06.2020 20:00;0;0;0;0;4;210160;5;1780;0;0;0;0;4;4000;0;0;4;4000;4;3990;2;2000;2;2000;4;3990;4;4000;4;3980;0;0
02.06.2020 21:00;0;0;0;0;2;108230;1;600;0;0;0;0;4;4000;0;0;4;4000;2;2000;2;2000;2;1990;4;4000;2;2000;4;3990;0;0
02.06.2020 22:00;0;0;0;0;4;137133;0;0;0;0;0;0;3;2990;0;0;3;3000;3;3000;3;3000;3;3000;3;3000;3;3000;3;2990;0;0
02.06.2020 23:00;0;0;0;0;3;118986;0;0;0;0;0;0;3;3000;0;0;3;2990;3;3000;2;2000;2;2000;3;2990;3;3000;3;2990;0;0
03.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;2;2000;0;0;2;2000;0;0;1;1000;1;1000;2;2000;0;0;3;3000;0;0
03.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;4;4000;0;0;4;3990;0;0;0;0;0;0;4;3990;0;0;4;4000;0;0
03.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 03:00;0;0;0;0;1;26230;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;1;990;0;0;0;0
03.06.2020 04:00;0;0;0;0;8;316995;0;0;0;0;0;0;1;1000;0;0;1;1000;7;6980;2;2000;2;2000;1;1000;7;7000;1;1000;0;0
03.06.2020 05:00;0;0;0;0;8;285846;0;0;0;0;0;0;1;1000;0;0;1;1000;8;8000;3;2990;3;3000;1;1000;8;8000;1;1000;0;0
03.06.2020 06:00;2;2000;2;2000;11;454207;0;0;0;0;2;2000;8;7990;2;2000;7;7000;11;10990;2;1990;2;2000;8;8000;12;12000;7;7000;0;0
03.06.2020 07:00;2;2000;2;1990;13;369165;10;3280;0;0;2;2000;11;10990;2;1990;10;9990;13;12990;3;2990;3;3000;14;14000;13;12990;9;9000;0;0
03.06.2020 08:00;2;2000;2;2000;15;322852;15;5866;0;0;2;2000;14;13970;2;2000;10;10000;14;13970;3;3000;3;2990;14;13980;13;13000;10;10000;0;0
03.06.2020 09:00;2;2000;2;1990;12;369214;17;7860;0;0;2;1990;13;12960;2;1990;11;11000;12;11970;2;2000;2;2000;15;14990;13;12980;11;10990;0;0
03.06.2020 10:00;2;1990;2;1990;11;296130;19;7520;0;0;2;2000;12;11950;2;1990;10;9990;13;12980;2;2000;2;1990;14;14000;12;11990;13;12990;0;0
03.06.2020 11:00;2;2000;2;2000;12;332932;19;7810;0;0;2;2000;13;13000;2;2000;10;10000;13;12990;2;2000;2;2000;13;12990;13;12980;10;9980;0;0
03.06.2020 12:00;2;1990;2;2000;12;371550;29;16570;0;0;2;1990;12;11990;2;2000;10;9990;12;11960;2;1990;2;2000;14;13990;13;13000;10;9990;0;0
03.06.2020 13:00;2;2000;2;2000;12;476205;24;10538;0;0;2;2000;12;11970;2;2000;10;9990;14;13960;2;2000;3;2990;14;13960;14;14000;10;10000;0;0
03.06.2020 14:00;2;2000;2;2000;9;369671;57;18922;0;0;2;2000;13;12980;2;2000;11;11000;11;11000;3;2990;3;3000;15;14950;11;10990;11;10980;0;0
03.06.2020 15:00;2;2000;2;2000;10;459128;11;6450;0;0;2;2000;11;10990;2;2000;9;8990;11;10980;3;3000;3;3000;13;12980;12;12000;9;8980;0;0
03.06.2020 16:00;2;2000;2;2000;10;359617;19;12200;0;0;2;1990;12;11980;2;2000;10;9980;12;11980;3;2990;3;3000;14;13970;13;12990;10;10000;0;0
03.06.2020 17:00;2;2000;2;1990;10;339906;22;9019;0;0;2;2000;11;11000;2;1990;10;10000;10;10000;3;3000;3;3000;13;12980;10;9990;10;9990;0;0
03.06.2020 18:00;2;2000;2;2000;7;305334;6;2060;0;0;2;2000;12;11970;2;2000;8;8000;9;8970;3;3000;3;3000;12;11990;9;9000;8;8000;0;0
03.06.2020 19:00;0;0;0;0;6;203596;0;0;0;0;0;0;13;12930;0;0;11;10980;6;6000;3;2990;2;2000;13;12990;6;6000;11;11000;0;0
03.06.2020 20:00;0;0;0;0;4;181671;1;1000;0;0;0;0;4;3990;0;0;4;4000;4;3990;2;2000;2;2000;4;4000;4;4000;4;4000;0;0
03.06.2020 21:00;0;0;0;0;2;57320;1;370;0;0;0;0;4;4000;0;0;4;4000;2;2000;2;1990;2;2000;4;3990;2;2000;4;4000;0;0
03.06.2020 22:00;0;0;0;0;4;56820;0;0;0;0;0;0;3;3000;0;0;3;3000;3;3000;3;2990;3;3000;3;3000;3;3000;3;2990;0;0
03.06.2020 23:00;0;0;0;0;3;101900;0;0;0;0;0;0;3;2980;0;0;3;2990;2;2000;2;1990;2;2000;3;3000;2;2000;4;4000;0;0
04.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;2;1990;0;0;2;2059;0;0;1;1000;1;1000;2;2000;0;0;2;2000;0;0
04.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;4;3980;0;0;4;4000;0;0;0;0;0;0;4;4000;0;0;4;4000;0;0
04.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 03:00;0;0;0;0;1;32340;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;1;1000;0;0;0;0
04.06.2020 04:00;0;0;0;0;7;252380;0;0;0;0;0;0;1;1000;0;0;1;1000;7;7000;2;2000;2;2000;1;1000;7;7000;1;990;0;0
04.06.2020 05:00;0;0;0;0;8;339278;0;0;0;0;0;0;1;1000;0;0;1;1000;8;7980;3;3000;3;3000;1;1000;8;7990;1;1000;0;0
04.06.2020 06:00;2;1990;2;2000;11;428390;0;0;0;0;2;2000;8;7960;2;2000;7;6990;12;11990;2;1990;2;1990;8;7980;12;12000;7;6990;0;0
04.06.2020 07:00;2;2000;2;2000;13;394881;4;1070;0;0;2;2000;14;13980;2;2000;10;10000;14;13970;3;3000;3;2980;13;12970;14;13990;10;9980;0;0
04.06.2020 08:00;2;2000;2;2000;10;307850;13;6906;0;0;2;2000;13;12960;2;2000;10;9980;11;11046;3;3000;3;3000;14;13980;11;11000;10;9990;0;0
04.06.2020 09:00;2;2000;2;2000;13;374692;26;9277;0;0;2;2000;11;10980;2;2000;10;10000;13;12970;2;2000;1;1000;14;13950;12;12000;12;11970;0;0
04.06.2020 10:00;2;2000;1;990;11;343297;16;7740;0;0;2;2000;14;13980;1;990;11;11000;11;10960;2;1990;2;2000;15;14990;12;12000;11;10990;0;0
04.06.2020 11:00;2;1990;2;2000;12;346135;11;4068;0;0;2;2000;14;13990;2;2000;10;9980;13;12970;2;2000;2;2000;14;14000;13;12990;10;9990;0;0
04.06.2020 12:00;2;2000;2;2000;12;393455;23;8869;0;0;2;2000;10;9980;2;2000;10;10000;14;13980;2;2000;2;2000;13;12970;14;14037;10;9970;0;0
04.06.2020 13:00;2;2000;2;1990;9;229600;22;12829;0;0;2;2000;13;12970;2;1990;9;8980;9;8990;3;2990;3;3000;13;12990;9;8980;9;9054;0;0
04.06.2020 14:00;2;2000;2;2000;13;366160;44;10730;0;0;2;1990;11;11000;2;2000;10;10000;14;13990;3;2990;3;3000;14;14057;13;13000;10;10056;0;0
04.06.2020 15:00;2;1990;2;1990;13;401724;28;11487;0;0;2;2000;13;13000;2;1990;10;9980;13;13000;3;3000;3;3000;13;12980;14;13980;10;10000;0;0
04.06.2020 16:00;2;2000;2;2000;12;341482;41;12245;0;0;2;1990;14;13990;2;2000;11;11000;12;12000;3;2990;3;2990;15;14990;12;12000;11;10980;0;0
04.06.2020 17:00;2;2000;2;2000;12;350287;13;5890;0;0;2;1980;13;12970;2;2000;10;9990;12;12000;3;3000;3;3000;14;13990;12;11980;10;9980;0;0
04.06.2020 18:00;2;1990;2;2000;8;311088;32;10470;0;0;2;2000;14;13970;2;2000;10;10000;10;9990;3;3000;3;3000;14;13990;10;10000;10;10000;0;0
04.06.2020 19:00;0;0;0;0;5;202120;1;4140;0;0;0;0;12;11970;0;0;11;10990;5;4990;3;2990;3;3000;13;12980;5;5000;11;10980;0;0
04.06.2020 20:00;0;0;0;0;6;100620;1;450;0;0;0;0;4;4000;0;0;4;4000;4;4000;2;2000;2;2000;4;3990;4;3990;4;4000;0;0
04.06.2020 21:00;0;0;0;0;3;70230;0;0;0;0;0;0;4;3990;0;0;4;3990;2;1990;2;2000;2;1990;4;4000;2;2000;4;3980;0;0
04.06.2020 22:00;0;0;0;0;3;72370;0;0;0;0;0;0;3;3000;0;0;3;3000;2;2000;3;2990;3;3000;3;3000;2;2000;3;3000;0;0
04.06.2020 23:00;0;0;0;0;3;95904;0;0;0;0;0;0;3;2990;0;0;3;3000;2;1990;2;2000;2;1990;3;3000;2;1990;3;3000;0;0
05.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;2;2000;0;0;2;2000;0;0;1;1000;1;1000;2;2000;0;0;2;2000;0;0
05.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;4;3990;0;0;4;4000;0;0;0;0;0;0;4;4000;0;0;4;4000;0;0
05.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 03:00;0;0;0;0;1;24450;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;1;1000;0;0;0;0
05.06.2020 04:00;0;0;0;0;8;289000;0;0;0;0;0;0;1;990;0;0;1;1000;7;6990;2;1990;2;2000;1;1000;7;7000;1;1000;0;0
05.06.2020 05:00;0;0;0;0;9;317440;0;0;0;0;0;0;1;1000;0;0;1;1000;8;8000;3;2990;3;3000;1;1000;8;8000;1;1000;0;0
05.06.2020 06:00;2;2000;1;1000;10;429520;5;1760;0;0;2;1990;7;7000;1;1000;7;6990;9;8990;3;3000;2;2000;8;7990;11;10990;7;7000;0;0
05.06.2020 07:00;2;2000;2;2000;12;379480;4;1380;0;0;2;2000;13;12980;2;2000;10;9990;11;10980;3;2990;3;3000;14;13980;13;12970;10;9980;0;0
05.06.2020 08:00;1;990;2;1990;12;313644;9;6350;0;0;2;2000;11;11045;2;1990;10;10000;11;10990;3;2980;3;3000;13;12980;13;12970;10;9980;0;0
05.06.2020 09:00;2;2000;2;2000;12;413237;15;6910;0;0;2;1980;12;12000;2;2000;11;10990;10;9980;2;2000;1;1000;14;13990;11;10990;11;11000;0;0
05.06.2020 10:00;1;1000;1;1000;10;300260;16;8110;0;0;2;2000;14;13980;1;1000;10;10000;10;9970;2;2000;2;2000;14;13990;11;10990;11;10990;0;0
05.06.2020 11:00;2;2000;2;2000;15;294243;33;17040;0;0;2;2000;10;9980;2;2000;10;10000;12;11980;2;1990;2;2000;13;13000;14;13990;10;10000;0;0
05.06.2020 12:00;2;2000;2;2000;13;383600;62;13622;0;0;2;2000;13;12950;2;2000;10;9990;10;10000;2;2000;2;2000;13;12980;13;13057;10;9990;0;0
05.06.2020 13:00;2;2000;2;2000;13;368489;25;12189;0;0;2;2000;12;11980;2;2000;10;10000;14;14000;3;3000;3;3000;14;13990;14;14000;11;11000;0;0
05.06.2020 14:00;2;2000;2;2000;12;373008;17;5158;0;0;2;2000;14;13980;2;2000;11;10970;12;11970;3;2990;3;2990;13;13000;12;12000;11;11004;0;0
05.06.2020 15:00;2;2000;2;2000;11;323467;18;10490;0;0;2;2000;12;11980;2;2000;10;10000;12;11980;3;3000;3;3000;13;12980;12;11990;10;9960;0;0
05.06.2020 16:00;2;2000;2;1990;12;363739;13;4508;0;0;2;2000;11;11036;2;1990;10;10000;12;11980;3;3000;3;3000;14;13990;12;11990;10;9980;0;0
05.06.2020 17:00;2;2000;2;2000;11;335942;44;16350;0;0;2;2000;14;14046;2;2000;10;9990;12;11980;3;3000;3;3000;14;13950;12;12000;10;9990;0;0
05.06.2020 18:00;2;2000;2;2000;9;322060;2;800;0;0;2;1990;14;13980;2;2000;10;9990;10;9990;3;2990;3;3000;14;13990;10;9990;10;9990;0;0
05.06.2020 19:00;0;0;0;0;7;127700;2;590;0;0;0;0;12;11970;0;0;11;11000;5;5000;3;3000;3;3000;12;11980;5;5000;11;10990;0;0
05.06.2020 20:00;0;0;0;0;4;126580;1;260;0;0;0;0;4;4000;0;0;4;4000;4;4000;2;1990;2;2000;4;4000;4;3990;4;4000;0;0
05.06.2020 21:00;0;0;0;0;3;81990;0;0;0;0;0;0;4;3980;0;0;4;4000;2;2000;2;2000;2;2000;4;3990;2;2000;4;4000;0;0
05.06.2020 22:00;0;0;0;0;3;70030;1;370;0;0;0;0;3;3000;0;0;3;3000;3;3000;3;2990;3;3000;3;3000;3;3000;3;2990;0;0
05.06.2020 23:00;0;0;0;0;2;103850;0;0;0;0;0;0;3;2990;0;0;3;3000;2;2000;2;2000;2;2000;3;3000;2;2000;4;3980;0;0
06.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;2;1990;0;0;2;1990;0;0;1;1000;1;1000;2;2000;0;0;2;2000;0;0
06.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;4;3980;0;0;4;4000;0;0;0;0;0;0;4;4000;0;0;4;3990;0;0
06.06.2020 02:00;0;0;0;0;1;5070;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;1;990;1;1000;0;0
06.06.2020 03:00;0;0;0;0;1;46767;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;1;1000;0;0;0;0
06.06.2020 04:00;0;0;0;0;6;184868;0;0;0;0;0;0;1;1000;0;0;1;1000;5;5000;0;0;0;0;1;1000;5;5000;1;1000;0;0
06.06.2020 05:00;0;0;0;0;5;226940;0;0;0;0;0;0;1;1000;0;0;1;1000;5;4990;2;2000;2;2000;1;1000;5;4990;1;1000;0;0
06.06.2020 06:00;0;0;0;0;4;122810;0;0;0;0;0;0;4;3990;0;0;4;3980;4;4000;2;2000;2;2000;4;4000;4;4000;4;4000;0;0
06.06.2020 07:00;0;0;0;0;4;149310;3;1880;0;0;0;0;4;3990;0;0;4;4000;4;3990;2;1990;2;2000;4;3990;4;4000;4;4000;0;0
06.06.2020 08:00;1;1000;1;1000;5;162032;2;1320;0;0;1;1000;4;4000;1;1000;4;3990;5;4990;2;2000;2;2000;4;3990;5;5000;4;3990;0;0
06.06.2020 09:00;2;1990;2;2000;4;150840;15;5986;0;0;2;1990;4;4000;2;2000;4;3990;6;5990;2;2000;2;2000;4;4000;6;6000;4;4000;0;0
06.06.2020 10:00;2;2000;2;2000;6;154981;7;3370;0;0;2;1990;4;3990;2;2000;4;4000;6;5980;2;2000;2;2000;4;3990;6;5990;4;4000;0;0
06.06.2020 11:00;2;2000;1;1000;5;135590;11;4870;0;0;2;2000;4;3990;1;1000;4;4000;6;6000;1;1000;1;1000;4;3990;6;6000;4;4000;0;0
06.06.2020 12:00;1;1000;2;2000;3;109187;23;7871;0;0;1;1000;4;4000;2;2000;4;4000;5;5000;1;1000;1;1000;4;3990;5;4990;4;4000;0;0
06.06.2020 13:00;3;2990;3;3000;5;221565;5;1770;0;0;3;3000;4;3990;3;3000;4;3990;7;7000;3;3000;3;3000;4;4000;7;7000;4;4000;0;0
06.06.2020 14:00;2;1990;1;1000;3;128870;5;2250;0;0;1;990;4;3990;1;1000;4;4000;6;5990;2;1980;2;2000;4;3990;5;5000;4;3990;0;0
06.06.2020 15:00;2;1990;3;3000;6;239943;2;850;0;0;3;3000;4;3990;3;3000;4;4000;6;6000;2;1990;2;1990;4;4000;7;7000;4;3990;0;0
06.06.2020 16:00;2;2000;1;1000;5;167170;7;2670;0;0;2;2000;4;4000;1;1000;4;4000;6;6000;2;2000;2;2000;4;4000;6;6000;4;4000;0;0
06.06.2020 17:00;0;0;1;1000;3;106900;11;4870;0;0;0;0;4;4000;1;1000;4;4000;3;3000;2;1990;1;1000;4;4000;3;3000;4;3990;0;0
06.06.2020 18:00;0;0;0;0;6;222060;6;1800;0;0;0;0;4;3980;0;0;4;3990;5;4980;2;2000;3;2990;4;3990;5;4990;4;4000;0;0
06.06.2020 19:00;0;0;0;0;2;79090;1;450;0;0;0;0;4;3970;0;0;4;3990;2;2000;2;2000;2;2000;4;4000;2;2000;4;4000;0;0
06.06.2020 20:00;0;0;0;0;2;96007;0;0;0;0;0;0;3;3000;0;0;3;3000;2;1990;2;1990;2;1990;3;2990;2;2000;3;2990;0;0
06.06.2020 21:00;0;0;0;0;3;60080;1;310;0;0;0;0;2;2000;0;0;2;1990;2;2000;2;1990;2;2000;2;2000;2;2000;2;2000;0;0
06.06.2020 22:00;0;0;0;0;2;79590;4;640;0;0;0;0;2;2000;0;0;2;2000;2;2000;2;2000;2;1990;2;2000;2;2000;2;2000;0;0
06.06.2020 23:00;0;0;0;0;2;72040;0;0;0;0;0;0;2;2000;0;0;2;2000;2;2000;2;1990;2;1990;2;2000;2;2000;2;1990;0;0
07.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;4;3990;0;0;4;3990;0;0;1;990;1;990;4;4000;0;0;4;3990;0;0
07.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;2;1990;0;0;2;2000;0;0;0;0;0;0;2;2000;0;0;2;2000;0;0
07.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 03:00;0;0;0;0;1;32120;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;1;1000;0;0;0;0
07.06.2020 04:00;0;0;0;0;3;140565;0;0;0;0;0;0;0;0;0;0;0;0;3;3000;0;0;0;0;0;0;3;3000;0;0;0;0
07.06.2020 05:00;0;0;0;0;4;84000;0;0;0;0;0;0;1;1000;0;0;1;1000;3;3000;1;1000;1;1000;1;990;3;3000;1;1000;0;0
07.06.2020 06:00;0;0;0;0;2;70550;0;0;0;0;0;0;2;2000;0;0;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0
07.06.2020 07:00;0;0;0;0;2;91070;1;220;0;0;0;0;2;2000;0;0;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;2;2000;0;0
07.06.2020 08:00;0;0;0;0;2;98030;0;0;0;0;0;0;2;2000;0;0;2;1990;2;2000;2;2000;2;2000;2;2000;2;1990;2;1990;0;0
07.06.2020 09:00;0;0;0;0;3;115530;0;0;0;0;0;0;2;1990;0;0;2;2000;2;1990;2;1990;2;2000;2;2000;2;2000;2;2000;0;0
07.06.2020 10:00;0;0;0;0;4;132296;2;630;0;0;0;0;2;2000;0;0;2;2000;2;2000;2;2000;2;2000;2;1990;2;2000;2;2000;0;0
07.06.2020 11:00;0;0;0;0;4;122449;6;1630;0;0;0;0;2;2000;0;0;2;2000;3;3000;2;1990;2;2000;2;1990;3;3000;2;1990;0;0
07.06.2020 12:00;0;0;0;0;4;174724;1;370;0;0;0;0;2;2000;0;0;2;1980;3;3000;2;2000;2;2000;2;2000;3;3000;2;2000;0;0
07.06.2020 13:00;0;0;0;0;4;174660;2;1290;0;0;0;0;3;3000;0;0;3;3000;4;3980;2;2000;2;1990;3;2990;4;4000;3;3000;0;0
07.06.2020 14:00;0;0;0;0;6;228390;3;1740;0;0;0;0;4;4000;0;0;4;4000;4;3990;2;2000;2;2000;4;4000;4;4000;4;3980;0;0
07.06.2020 15:00;0;0;0;0;4;143090;2;960;0;0;0;0;4;3990;0;0;4;3990;4;4000;2;2000;2;2000;4;4000;4;4000;4;4000;0;0
07.06.2020 16:00;0;0;0;0;4;163270;1;600;0;0;0;0;4;3990;0;0;4;4000;4;4000;2;2000;2;2000;4;4000;4;4000;4;4000;0;0
