01.06.2020 00:00;Bel_TF35;Vwz_TF35;Bel_TF35a;Vwz_TF35a;Bel_TF36;Vwz_TF36;Bel_TF36a;Vwz_TF36a
30.08.2020 14:00;0;0;7;600;5;0;0;0
30.08.2020 15:00;7;2400;17;4800;13;1800;1;0
30.08.2020 16:00;0;0;40;8400;25;3600;2;0
30.08.2020 17:00;0;0;1;0;25;5400;0;0
30.08.2020 18:00;0;0;0;0;4;0;0;0
30.08.2020 19:00;0;0;2;0;0;0;0;0
30.08.2020 20:00;0;0;0;0;0;0;0;0
30.08.2020 21:00;0;0;0;0;0;0;0;0
30.08.2020 22:00;0;0;2;1200;0;0;0;0
30.08.2020 23:00;0;0;0;0;0;0;0;0
31.08.2020 00:00;0;0;0;0;0;0;0;0
31.08.2020 01:00;0;0;0;0;0;0;0;0
31.08.2020 02:00;0;0;0;0;0;0;0;0
31.08.2020 03:00;0;0;0;0;0;0;0;0
31.08.2020 04:00;0;0;0;0;0;0;0;0
31.08.2020 05:00;0;0;0;0;0;0;0;0
31.08.2020 06:00;4;0;0;0;8;1200;0;0
31.08.2020 07:00;14;3000;10;2400;80;9600;0;0
31.08.2020 08:00;1;0;12;1800;21;1800;0;0
31.08.2020 09:00;0;0;6;6000;29;1200;0;0
31.08.2020 10:00;0;0;2;0;12;600;0;0
31.08.2020 11:00;0;0;2;600;4;0;0;0
31.08.2020 12:00;5;1800;44;9000;15;0;2;0
31.08.2020 13:00;0;0;15;3600;12;4800;1;600
31.08.2020 14:00;0;0;16;3600;4;1200;0;0
31.08.2020 15:00;1;600;16;10800;9;1200;5;1800
31.08.2020 16:00;0;0;31;6600;11;600;0;0
31.08.2020 17:00;4;1800;15;1800;12;3000;0;0
31.08.2020 18:00;0;0;27;5400;10;1800;4;1800
31.08.2020 19:00;0;0;12;600;1;0;0;0
31.08.2020 20:00;0;0;14;1200;0;0;0;0
31.08.2020 21:00;0;0;3;0;5;0;0;0
31.08.2020 22:00;0;0;0;0;0;0;0;0
31.08.2020 23:00;0;0;0;0;3;0;0;0
01.09.2020 00:00;0;0;0;0;0;0;0;0
01.09.2020 01:00;0;0;0;0;0;0;0;0
01.09.2020 02:00;0;0;0;0;0;0;0;0
01.09.2020 03:00;0;0;0;0;0;0;0;0
01.09.2020 04:00;0;0;0;0;0;0;0;0
01.09.2020 05:00;1;0;0;0;0;0;0;0
01.09.2020 06:00;0;0;0;0;12;4200;1;0
01.09.2020 07:00;8;1200;10;3000;131;26400;0;0
01.09.2020 08:00;0;0;7;600;32;4200;0;0
01.09.2020 09:00;0;0;7;2400;9;1200;0;0
01.09.2020 10:00;0;0;13;4800;10;6600;0;0
01.09.2020 11:00;0;0;21;4800;4;1800;4;0
01.09.2020 12:00;0;0;113;43200;42;8400;9;1200
01.09.2020 13:00;1;1200;27;7200;18;3000;0;0
01.09.2020 14:00;0;0;29;3000;25;4800;0;0
01.09.2020 15:00;0;0;24;7200;6;600;0;0
01.09.2020 16:00;2;1800;25;7200;17;2400;3;1200
01.09.2020 17:00;2;0;18;3600;7;2400;9;3600
01.09.2020 18:00;1;0;26;4200;18;3000;0;0
01.09.2020 19:00;0;0;8;1200;10;4200;0;0
01.09.2020 20:00;0;0;6;1200;5;0;0;0
01.09.2020 21:00;0;0;0;0;2;0;0;0
01.09.2020 22:00;0;0;0;0;0;0;0;0
01.09.2020 23:00;0;0;0;0;0;0;0;0
02.09.2020 00:00;0;0;0;0;0;0;0;0
02.09.2020 01:00;0;0;0;0;0;0;0;0
02.09.2020 02:00;0;0;0;0;0;0;0;0
02.09.2020 03:00;0;0;0;0;0;0;0;0
02.09.2020 04:00;0;0;0;0;0;0;0;0
02.09.2020 05:00;0;0;0;0;0;0;0;0
02.09.2020 06:00;4;600;0;0;0;0;0;0
02.09.2020 07:00;6;6000;4;600;92;10800;0;0
02.09.2020 08:00;0;0;21;3000;12;1800;1;0
02.09.2020 09:00;0;0;1;0;7;0;0;0
02.09.2020 10:00;0;0;4;600;3;600;0;0
02.09.2020 11:00;1;0;10;1200;11;2400;1;0
02.09.2020 12:00;8;1200;110;19200;48;9600;15;3000
02.09.2020 13:00;3;600;22;7200;17;2400;0;0
02.09.2020 14:00;0;0;19;4200;14;3600;3;600
02.09.2020 15:00;0;0;32;5400;26;4800;0;0
02.09.2020 16:00;0;0;33;9000;28;3000;0;0
02.09.2020 17:00;1;600;13;3600;12;2400;0;0
02.09.2020 18:00;0;0;14;2400;14;1800;0;0
02.09.2020 19:00;0;0;4;600;1;0;2;3600
02.09.2020 20:00;4;600;2;0;20;4200;0;0
02.09.2020 21:00;0;0;3;600;0;0;0;0
02.09.2020 22:00;0;0;0;0;3;0;0;0
02.09.2020 23:00;0;0;0;0;1;0;0;0
03.09.2020 00:00;0;0;0;0;0;0;0;0
03.09.2020 01:00;0;0;0;0;0;0;0;0
03.09.2020 02:00;0;0;0;0;0;0;0;0
03.09.2020 03:00;0;0;0;0;0;0;0;0
03.09.2020 04:00;0;0;0;0;0;0;0;0
03.09.2020 05:00;0;0;0;0;0;0;0;0
03.09.2020 06:00;0;0;0;0;6;3000;0;0
03.09.2020 07:00;2;0;9;1200;77;7200;0;0
03.09.2020 08:00;0;0;14;3000;22;4200;0;0
03.09.2020 09:00;0;0;12;1800;11;1200;0;0
03.09.2020 10:00;1;0;5;600;7;2400;0;0
03.09.2020 11:00;0;0;7;2400;5;0;0;0
03.09.2020 12:00;0;0;48;9600;25;1200;14;3000
03.09.2020 13:00;0;0;23;5400;6;3000;0;0
03.09.2020 14:00;0;0;21;7200;22;3600;0;0
03.09.2020 15:00;0;0;25;4800;44;5400;0;0
03.09.2020 16:00;0;0;22;2400;14;2400;0;0
03.09.2020 17:00;5;600;12;2400;1;0;5;600
03.09.2020 18:00;0;0;21;3600;14;2400;1;0
03.09.2020 19:00;0;0;1;0;0;0;4;3600
03.09.2020 20:00;0;0;0;0;0;0;0;0
03.09.2020 21:00;0;0;0;0;2;0;0;0
03.09.2020 22:00;0;0;0;0;0;0;0;0
03.09.2020 23:00;0;0;0;0;0;0;0;0
04.09.2020 00:00;0;0;0;0;0;0;0;0
04.09.2020 01:00;0;0;0;0;0;0;0;0
04.09.2020 02:00;0;0;0;0;0;0;0;0
04.09.2020 03:00;0;0;0;0;0;0;0;0
04.09.2020 04:00;0;0;0;0;0;0;0;0
04.09.2020 05:00;0;0;0;0;0;0;0;0
04.09.2020 06:00;0;0;0;0;15;3600;0;0
04.09.2020 07:00;39;16800;35;12000;102;23400;0;0
04.09.2020 08:00;0;0;13;2400;19;2400;0;0
04.09.2020 09:00;0;0;2;0;9;3600;0;0
04.09.2020 10:00;0;0;2;0;1;600;0;0
04.09.2020 11:00;0;0;1;600;5;1800;0;0
04.09.2020 12:00;0;0;40;6600;29;10800;12;3600
04.09.2020 13:00;0;0;28;7200;14;3600;0;0
04.09.2020 14:00;24;10800;27;8400;23;3600;1;0
04.09.2020 15:00;0;0;13;7200;31;3600;0;0
04.09.2020 16:00;0;0;5;0;13;600;0;0
04.09.2020 17:00;0;0;8;600;18;4800;16;6600
04.09.2020 18:00;0;0;11;3000;4;1800;0;0
04.09.2020 19:00;0;0;10;1200;4;600;0;0
04.09.2020 20:00;0;0;2;0;1;0;0;0
04.09.2020 21:00;0;0;0;0;4;600;0;0
04.09.2020 22:00;0;0;0;0;0;0;0;0
04.09.2020 23:00;0;0;0;0;0;0;0;0
05.09.2020 00:00;0;0;0;0;0;0;0;0
05.09.2020 01:00;0;0;0;0;0;0;0;0
05.09.2020 02:00;0;0;0;0;0;0;0;0
05.09.2020 03:00;0;0;0;0;0;0;0;0
05.09.2020 04:00;0;0;0;0;0;0;0;0
05.09.2020 05:00;0;0;0;0;0;0;0;0
05.09.2020 06:00;0;0;0;0;1;0;0;0
05.09.2020 07:00;0;0;2;600;5;0;0;0
05.09.2020 08:00;0;0;5;0;5;600;0;0
05.09.2020 09:00;0;0;0;0;1;0;0;0
05.09.2020 10:00;0;0;12;9600;9;3000;0;0
05.09.2020 11:00;0;0;6;0;6;600;0;0
05.09.2020 12:00;0;0;10;4800;3;0;0;0
05.09.2020 13:00;0;0;2;0;5;0;0;0
05.09.2020 14:00;0;0;1;0;13;2400;0;0
05.09.2020 15:00;0;0;11;3600;0;0;0;0
05.09.2020 16:00;0;0;2;1200;7;1800;0;0
05.09.2020 17:00;0;0;1;0;3;0;0;0
05.09.2020 18:00;0;0;2;0;2;0;0;0
05.09.2020 19:00;0;0;1;0;2;1200;0;0
05.09.2020 20:00;0;0;2;0;6;1200;0;0
05.09.2020 21:00;0;0;10;1800;4;0;0;0
05.09.2020 22:00;0;0;0;0;0;0;0;0
05.09.2020 23:00;0;0;0;0;0;0;0;0
06.09.2020 00:00;0;0;1;0;0;0;0;0
06.09.2020 01:00;0;0;0;0;0;0;0;0
06.09.2020 02:00;0;0;0;0;0;0;0;0
06.09.2020 03:00;0;0;0;0;0;0;0;0
06.09.2020 04:00;0;0;0;0;0;0;0;0
06.09.2020 05:00;0;0;0;0;0;0;0;0
06.09.2020 06:00;0;0;0;0;0;0;0;0
06.09.2020 07:00;0;0;4;1200;0;0;0;0
06.09.2020 08:00;0;0;0;0;7;600;0;0
06.09.2020 09:00;0;0;7;1200;0;0;0;0
06.09.2020 10:00;0;0;0;0;6;0;0;0
06.09.2020 11:00;0;0;1;0;4;0;0;0
06.09.2020 12:00;0;0;1;600;1;600;0;0
06.09.2020 13:00;0;0;0;0;0;0;0;0
06.09.2020 14:00;0;0;15;2400;18;1200;0;0
06.09.2020 15:00;0;0;9;2400;12;5400;0;0
06.09.2020 16:00;0;0;36;9000;16;1200;1;0
06.09.2020 17:00;2;600;6;600;19;1200;0;0
06.09.2020 18:00;0;0;11;1200;6;600;0;0
06.09.2020 19:00;10;5400;3;600;13;6000;0;0
06.09.2020 20:00;2;0;1;0;4;0;0;0
06.09.2020 21:00;0;0;0;0;2;600;2;0
06.09.2020 22:00;0;0;4;0;1;0;0;0
06.09.2020 23:00;0;0;0;0;0;0;0;0
07.09.2020 00:00;0;0;0;0;0;0;0;0
07.09.2020 01:00;0;0;0;0;0;0;0;0
07.09.2020 02:00;0;0;0;0;0;0;0;0
07.09.2020 03:00;0;0;0;0;0;0;0;0
07.09.2020 04:00;0;0;0;0;0;0;0;0
07.09.2020 05:00;0;0;0;0;0;0;0;0
07.09.2020 06:00;0;0;1;0;24;7200;0;0
07.09.2020 07:00;33;6000;10;3000;91;14400;3;1200
07.09.2020 08:00;0;0;8;0;15;3600;0;0
07.09.2020 09:00;0;0;1;0;8;600;0;0
07.09.2020 10:00;1;0;6;600;6;600;0;0
07.09.2020 11:00;0;0;3;0;6;0;0;0
07.09.2020 12:00;0;0;103;27600;40;2400;6;1200
07.09.2020 13:00;2;600;10;4200;11;2400;0;0
07.09.2020 14:00;2;1800;51;12000;47;8400;0;0
07.09.2020 15:00;0;0;13;1200;25;3000;15;5400
07.09.2020 16:00;0;0;10;3000;40;8400;1;600
07.09.2020 17:00;0;0;23;6000;16;1200;1;0
07.09.2020 18:00;0;0;53;9600;16;2400;0;0
07.09.2020 19:00;0;0;4;0;1;0;1;0
07.09.2020 20:00;1;0;1;0;7;7800;0;0
07.09.2020 21:00;0;0;3;600;0;0;0;0
07.09.2020 22:00;0;0;0;0;0;0;0;0
07.09.2020 23:00;0;0;0;0;0;0;0;0
08.09.2020 00:00;0;0;2;600;0;0;0;0
08.09.2020 01:00;0;0;0;0;0;0;0;0
08.09.2020 02:00;0;0;0;0;0;0;0;0
08.09.2020 03:00;0;0;0;0;0;0;0;0
08.09.2020 04:00;0;0;0;0;0;0;0;0
08.09.2020 05:00;0;0;0;0;0;0;0;0
08.09.2020 06:00;0;0;0;0;11;1800;0;0
08.09.2020 07:00;35;8400;15;3000;83;14400;6;1800
08.09.2020 08:00;0;0;25;6000;29;6000;0;0
08.09.2020 09:00;7;600;3;600;12;2400;0;0
08.09.2020 10:00;0;0;22;6000;6;1200;11;4800
08.09.2020 11:00;0;0;2;0;5;0;0;0
08.09.2020 12:00;0;0;40;18000;30;4800;0;0
08.09.2020 13:00;0;0;13;3600;4;1200;0;0
08.09.2020 14:00;3;1200;26;10200;16;3000;0;0
08.09.2020 15:00;3;0;19;8400;15;2400;0;0
08.09.2020 16:00;0;0;9;1800;26;7200;2;600
08.09.2020 17:00;0;0;25;7200;15;1800;4;4200
08.09.2020 18:00;1;0;9;600;13;0;1;0
08.09.2020 19:00;0;0;7;10200;0;0;1;0
08.09.2020 20:00;0;0;3;600;6;1200;0;0
08.09.2020 21:00;0;0;0;0;0;0;0;0
08.09.2020 22:00;0;0;0;0;0;0;1;0
08.09.2020 23:00;0;0;0;0;0;0;0;0
09.09.2020 00:00;0;0;0;0;0;0;0;0
09.09.2020 01:00;0;0;0;0;0;0;0;0
09.09.2020 02:00;0;0;0;0;0;0;0;0
09.09.2020 03:00;0;0;0;0;0;0;0;0
09.09.2020 04:00;0;0;0;0;0;0;0;0
09.09.2020 05:00;0;0;0;0;0;0;0;0
09.09.2020 06:00;0;0;0;0;13;4200;0;0
09.09.2020 07:00;8;1800;4;1200;109;22200;0;0
09.09.2020 08:00;0;0;10;4800;19;1200;0;0
09.09.2020 09:00;0;0;5;0;11;1800;0;0
09.09.2020 10:00;3;2400;1;0;5;600;0;0
09.09.2020 11:00;0;0;4;600;18;3000;0;0
09.09.2020 12:00;0;0;91;18600;56;6600;74;22200
09.09.2020 13:00;12;5400;26;3000;7;0;0;0
09.09.2020 14:00;10;1200;28;10200;18;7800;2;0
09.09.2020 15:00;0;0;66;31800;32;4200;3;0
09.09.2020 16:00;0;0;15;4200;17;1200;5;1800
09.09.2020 17:00;0;0;14;1800;10;1800;3;0
09.09.2020 18:00;0;0;13;3600;5;0;0;0
09.09.2020 19:00;0;0;3;0;6;0;1;0
09.09.2020 20:00;4;0;0;0;1;0;0;0
09.09.2020 21:00;0;0;0;0;3;0;0;0
09.09.2020 22:00;0;0;0;0;0;0;0;0
09.09.2020 23:00;0;0;0;0;0;0;0;0
10.09.2020 00:00;0;0;0;0;0;0;0;0
10.09.2020 01:00;0;0;0;0;0;0;0;0
10.09.2020 02:00;0;0;0;0;0;0;0;0
10.09.2020 03:00;0;0;0;0;0;0;0;0
10.09.2020 04:00;0;0;0;0;0;0;0;0
10.09.2020 05:00;0;0;0;0;0;0;0;0
10.09.2020 06:00;0;0;2;0;17;1800;0;0
10.09.2020 07:00;4;600;17;5400;91;18600;3;600
10.09.2020 08:00;1;0;6;600;20;7800;0;0
10.09.2020 09:00;0;0;2;0;10;1200;0;0
10.09.2020 10:00;0;0;4;0;11;3600;0;0
10.09.2020 11:00;0;0;3;600;3;0;0;0
10.09.2020 12:00;25;9600;40;11400;23;1200;0;0
10.09.2020 13:00;0;0;24;7800;23;3600;3;600
10.09.2020 14:00;0;0;42;7800;5;0;0;0
10.09.2020 15:00;0;0;28;6600;21;4800;0;0
10.09.2020 16:00;0;0;17;6000;7;600;3;1200
10.09.2020 17:00;0;0;13;3000;17;600;0;0
10.09.2020 18:00;0;0;10;4200;10;3000;2;0
10.09.2020 19:00;4;600;8;600;3;0;0;0
10.09.2020 20:00;0;0;0;0;9;1200;0;0
10.09.2020 21:00;0;0;3;600;6;600;0;0
10.09.2020 22:00;0;0;0;0;0;0;0;0
10.09.2020 23:00;0;0;0;0;0;0;0;0
11.09.2020 00:00;0;0;0;0;0;0;0;0
11.09.2020 01:00;0;0;0;0;0;0;0;0
11.09.2020 02:00;0;0;0;0;0;0;0;0
11.09.2020 03:00;0;0;0;0;0;0;0;0
11.09.2020 04:00;0;0;0;0;0;0;0;0
11.09.2020 05:00;0;0;0;0;0;0;0;0
11.09.2020 06:00;0;0;0;0;18;3600;0;0
11.09.2020 07:00;6;1800;13;3000;140;27000;0;0
11.09.2020 08:00;0;0;15;3000;11;600;2;0
11.09.2020 09:00;0;0;0;0;8;600;0;0
11.09.2020 10:00;0;0;6;0;40;6600;0;0
11.09.2020 11:00;2;10200;2;600;10;600;0;0
11.09.2020 12:00;0;0;42;9000;39;7200;26;18000
11.09.2020 13:00;0;0;8;2400;11;600;1;2400
11.09.2020 14:00;1;0;49;10800;2;0;12;1200
11.09.2020 15:00;1;0;6;3000;20;4200;2;0
11.09.2020 16:00;0;0;12;2400;10;3600;0;0
11.09.2020 17:00;0;0;33;11400;8;1800;0;0
11.09.2020 18:00;0;0;33;12000;15;2400;0;0
11.09.2020 19:00;0;0;4;0;10;1200;0;0
11.09.2020 20:00;0;0;5;600;12;600;2;0
11.09.2020 21:00;0;0;6;3000;0;0;0;0
11.09.2020 22:00;0;0;0;0;0;0;0;0
11.09.2020 23:00;0;0;0;0;0;0;0;0
12.09.2020 00:00;0;0;0;0;2;600;0;0
12.09.2020 01:00;0;0;0;0;0;0;0;0
12.09.2020 02:00;0;0;0;0;0;0;0;0
12.09.2020 03:00;0;0;0;0;0;0;0;0
12.09.2020 04:00;0;0;0;0;0;0;0;0
12.09.2020 05:00;0;0;0;0;0;0;0;0
12.09.2020 06:00;0;0;0;0;0;0;0;0
12.09.2020 07:00;0;0;0;0;5;1200;0;0
12.09.2020 08:00;0;0;1;1800;0;0;0;0
12.09.2020 09:00;0;0;2;0;7;1200;0;0
12.09.2020 10:00;0;0;15;3600;4;0;0;0
12.09.2020 11:00;0;0;3;1200;6;3000;0;0
12.09.2020 12:00;0;0;10;1800;15;1200;0;0
12.09.2020 13:00;0;0;0;0;13;600;0;0
12.09.2020 14:00;0;0;17;6000;6;600;0;0
12.09.2020 15:00;0;0;11;2400;4;1800;0;0
12.09.2020 16:00;1;0;7;1200;10;600;1;0
12.09.2020 17:00;0;0;10;0;7;1200;0;0
12.09.2020 18:00;0;0;8;1200;18;2400;0;0
12.09.2020 19:00;0;0;13;2400;18;2400;4;600
12.09.2020 20:00;0;0;4;0;1;1800;0;0
12.09.2020 21:00;0;0;5;1200;0;0;1;600
12.09.2020 22:00;0;0;0;0;0;0;0;0
12.09.2020 23:00;0;0;0;0;0;0;0;0
13.09.2020 00:00;0;0;2;0;0;0;0;0
13.09.2020 01:00;0;0;0;0;0;0;0;0
13.09.2020 02:00;0;0;0;0;0;0;0;0
13.09.2020 03:00;0;0;0;0;0;0;0;0
13.09.2020 04:00;0;0;0;0;0;0;0;0
13.09.2020 05:00;0;0;0;0;0;0;0;0
13.09.2020 06:00;0;0;0;0;0;0;0;0
13.09.2020 07:00;0;0;0;0;0;0;0;0
13.09.2020 08:00;0;0;0;0;0;0;0;0
13.09.2020 09:00;0;0;8;2400;3;1200;0;0
13.09.2020 10:00;0;0;0;0;9;0;0;0
13.09.2020 11:00;0;0;13;4200;14;600;0;0
13.09.2020 12:00;1;0;6;0;19;1800;0;0
13.09.2020 13:00;0;0;5;1800;8;600;1;0
13.09.2020 14:00;1;0;8;2400;8;1200;0;0
13.09.2020 15:00;1;0;6;1200;25;5400;0;0
13.09.2020 16:00;0;0;6;0;7;0;0;0
13.09.2020 17:00;0;0;0;0;12;2400;0;0
13.09.2020 18:00;0;0;1;0;28;3600;0;0
13.09.2020 19:00;0;0;8;1200;18;1800;2;600
13.09.2020 20:00;0;0;1;600;1;0;0;0
13.09.2020 21:00;0;0;4;1200;1;0;0;0
13.09.2020 22:00;0;0;0;0;0;0;0;0
13.09.2020 23:00;0;0;0;0;0;0;0;0
14.09.2020 00:00;0;0;0;0;0;0;0;0
14.09.2020 01:00;0;0;0;0;0;0;0;0
14.09.2020 02:00;0;0;0;0;0;0;0;0
14.09.2020 03:00;0;0;0;0;0;0;0;0
14.09.2020 04:00;0;0;0;0;0;0;0;0
14.09.2020 05:00;1;0;0;0;0;0;0;0
14.09.2020 06:00;0;0;3;600;1;1800;0;0
14.09.2020 07:00;2;0;35;13200;109;18000;6;600
14.09.2020 08:00;3;600;8;2400;23;1200;0;0
14.09.2020 09:00;1;0;2;600;18;2400;0;0
14.09.2020 10:00;0;0;15;17400;7;1200;4;600
14.09.2020 11:00;0;0;9;5400;4;0;0;0
14.09.2020 12:00;2;0;68;27600;83;17400;19;3000
14.09.2020 13:00;0;0;11;1800;16;3000;0;0
14.09.2020 14:00;0;0;26;11400;23;3000;3;1200
14.09.2020 15:00;6;0;16;4200;27;4800;0;0
14.09.2020 16:00;0;0;22;2400;121;12600;0;0
14.09.2020 17:00;0;0;9;0;6;1800;0;0
14.09.2020 18:00;0;0;23;5400;17;2400;0;0
14.09.2020 19:00;0;0;9;1200;9;0;0;0
14.09.2020 20:00;0;0;8;1800;1;0;0;0
14.09.2020 21:00;0;0;1;0;5;1800;0;0
14.09.2020 22:00;0;0;6;0;0;0;0;0
14.09.2020 23:00;0;0;0;0;0;0;0;0
15.09.2020 00:00;0;0;0;0;0;0;0;0
15.09.2020 01:00;0;0;0;0;0;0;0;0
15.09.2020 02:00;0;0;0;0;0;0;0;0
15.09.2020 03:00;0;0;0;0;0;0;0;0
15.09.2020 04:00;0;0;0;0;0;0;0;0
15.09.2020 05:00;0;0;0;0;0;0;0;0
15.09.2020 06:00;0;0;0;0;3;0;0;0
15.09.2020 07:00;95;13800;2;0;81;15600;0;0
15.09.2020 08:00;0;0;16;6000;11;600;0;0
15.09.2020 09:00;0;0;4;600;9;0;0;0
15.09.2020 10:00;1;0;3;1200;4;0;0;0
15.09.2020 11:00;0;0;7;600;5;2400;0;0
15.09.2020 12:00;3;0;97;27600;74;11400;14;1800
15.09.2020 13:00;0;0;31;8400;28;7800;1;0
15.09.2020 14:00;0;0;13;3000;3;0;0;0
15.09.2020 15:00;0;0;7;1800;22;10800;3;600
15.09.2020 16:00;0;0;9;2400;8;1200;0;0
15.09.2020 17:00;0;0;25;4800;23;1800;1;0
15.09.2020 18:00;0;0;10;1200;21;3600;10;1200
15.09.2020 19:00;3;600;7;1200;9;1200;0;0
15.09.2020 20:00;0;0;2;600;12;1200;0;0
15.09.2020 21:00;0;0;0;0;1;0;0;0
15.09.2020 22:00;0;0;1;0;0;0;0;0
15.09.2020 23:00;0;0;0;0;0;0;0;0
16.09.2020 00:00;0;0;0;0;0;0;0;0
16.09.2020 01:00;0;0;0;0;0;0;0;0
16.09.2020 02:00;0;0;0;0;0;0;0;0
16.09.2020 03:00;0;0;0;0;0;0;0;0
16.09.2020 04:00;0;0;0;0;0;0;0;0
16.09.2020 05:00;0;0;0;0;0;0;0;0
16.09.2020 06:00;0;0;3;600;5;1800;0;0
16.09.2020 07:00;2;0;4;600;135;20400;0;0
16.09.2020 08:00;1;0;12;600;58;13200;1;0
16.09.2020 09:00;0;0;2;0;15;1800;0;0
16.09.2020 10:00;3;600;4;1200;7;2400;4;600
16.09.2020 11:00;0;0;7;1800;2;0;1;0
16.09.2020 12:00;3;1200;102;30000;19;1800;0;0
16.09.2020 13:00;0;0;17;7800;18;3600;0;0
16.09.2020 14:00;3;2400;6;600;40;7200;3;600
16.09.2020 15:00;0;0;22;3600;23;3000;7;600
16.09.2020 16:00;1;0;16;1200;6;1200;1;0
16.09.2020 17:00;15;1800;6;1200;13;1200;0;0
16.09.2020 18:00;0;0;18;3600;3;0;0;0
16.09.2020 19:00;2;600;10;3000;26;6600;0;0
16.09.2020 20:00;0;0;0;0;8;600;0;0
16.09.2020 21:00;0;0;0;0;7;1200;0;0
16.09.2020 22:00;0;0;0;0;0;0;0;0
16.09.2020 23:00;1;0;0;0;1;0;0;0
17.09.2020 00:00;0;0;0;0;0;0;0;0
17.09.2020 01:00;0;0;0;0;0;0;0;0
17.09.2020 02:00;0;0;0;0;0;0;0;0
17.09.2020 03:00;0;0;0;0;0;0;0;0
17.09.2020 04:00;0;0;0;0;0;0;0;0
17.09.2020 05:00;0;0;0;0;1;0;0;0
17.09.2020 06:00;0;0;0;0;5;600;0;0
17.09.2020 07:00;12;0;12;3600;125;18600;0;0
17.09.2020 08:00;1;0;14;1200;20;3000;0;0
17.09.2020 09:00;0;0;4;600;11;1200;0;0
17.09.2020 10:00;0;0;4;2400;7;3600;0;0
17.09.2020 11:00;0;0;1;0;4;0;0;0
17.09.2020 12:00;0;0;147;36000;28;9600;14;2400
17.09.2020 13:00;0;0;10;1800;20;4800;0;0
17.09.2020 14:00;1;0;58;18600;11;2400;89;20400
17.09.2020 15:00;0;0;21;3000;39;9000;1;0
17.09.2020 16:00;0;0;14;2400;29;1800;5;600
17.09.2020 17:00;0;0;4;600;13;7200;1;600
17.09.2020 18:00;0;0;8;1200;3;600;0;0
17.09.2020 19:00;1;0;2;0;10;600;1;0
17.09.2020 20:00;0;0;5;1800;12;600;0;0
17.09.2020 21:00;0;0;0;0;1;0;0;0
17.09.2020 22:00;0;0;0;0;7;1800;0;0
17.09.2020 23:00;0;0;0;0;0;0;0;0
18.09.2020 00:00;0;0;0;0;0;0;0;0
18.09.2020 01:00;0;0;0;0;0;0;0;0
18.09.2020 02:00;0;0;0;0;0;0;0;0
18.09.2020 03:00;0;0;0;0;0;0;0;0
18.09.2020 04:00;0;0;0;0;0;0;0;0
18.09.2020 05:00;0;0;0;0;0;0;0;0
18.09.2020 06:00;0;0;4;1200;8;1200;0;0
18.09.2020 07:00;45;7800;22;7800;107;22800;1;0
18.09.2020 08:00;0;0;13;1200;20;2400;0;0
18.09.2020 09:00;0;0;5;600;21;3600;0;0
18.09.2020 10:00;0;0;7;1200;10;1800;0;0
18.09.2020 11:00;0;0;0;0;7;0;0;0
18.09.2020 12:00;4;3000;98;22200;49;6600;0;0
18.09.2020 13:00;0;0;39;7800;84;25200;0;0
18.09.2020 14:00;0;0;15;3600;8;1200;3;0
18.09.2020 15:00;0;0;11;4200;27;5400;1;0
18.09.2020 16:00;0;0;9;2400;14;3600;0;0
18.09.2020 17:00;0;0;2;1800;14;3600;1;0
18.09.2020 18:00;0;0;14;6000;5;0;5;600
18.09.2020 19:00;0;0;23;3000;12;1800;0;0
18.09.2020 20:00;0;0;0;0;18;17400;0;0
18.09.2020 21:00;0;0;0;0;1;0;0;0
18.09.2020 22:00;0;0;0;0;1;0;0;0
18.09.2020 23:00;0;0;0;0;0;0;0;0
19.09.2020 00:00;0;0;0;0;0;0;0;0
19.09.2020 01:00;0;0;0;0;0;0;0;0
19.09.2020 02:00;0;0;0;0;0;0;0;0
19.09.2020 03:00;0;0;0;0;0;0;0;0
19.09.2020 04:00;0;0;0;0;0;0;0;0
19.09.2020 05:00;0;0;0;0;0;0;0;0
19.09.2020 06:00;0;0;0;0;0;0;0;0
19.09.2020 07:00;0;0;1;0;7;1200;0;0
19.09.2020 08:00;0;0;1;0;0;0;0;0
19.09.2020 09:00;0;0;4;2400;4;1200;0;0
19.09.2020 10:00;0;0;6;600;1;0;0;0
19.09.2020 11:00;0;0;8;1800;4;3600;0;0
19.09.2020 12:00;0;0;2;0;1;0;3;2400
19.09.2020 13:00;0;0;10;2400;7;600;0;0
19.09.2020 14:00;0;0;4;1200;21;4200;0;0
19.09.2020 15:00;0;0;9;1800;28;3600;0;0
19.09.2020 16:00;0;0;8;2400;8;600;3;600
19.09.2020 17:00;0;0;6;1200;17;1200;0;0
19.09.2020 18:00;1;0;5;600;14;4200;0;0
19.09.2020 19:00;0;0;10;1200;9;1800;0;0
19.09.2020 20:00;0;0;0;0;1;0;0;0
19.09.2020 21:00;0;0;5;1800;4;600;0;0
19.09.2020 22:00;0;0;0;0;0;0;0;0
19.09.2020 23:00;0;0;0;0;0;0;0;0
20.09.2020 00:00;0;0;0;0;0;0;0;0
20.09.2020 01:00;0;0;0;0;0;0;0;0
20.09.2020 02:00;0;0;0;0;0;0;0;0
20.09.2020 03:00;0;0;0;0;0;0;0;0
20.09.2020 04:00;0;0;0;0;0;0;0;0
20.09.2020 05:00;0;0;0;0;0;0;0;0
20.09.2020 06:00;0;0;0;0;0;0;0;0
20.09.2020 07:00;0;0;1;0;0;0;0;0
