01.06.2020 00:00;Bel_B426_MP4;Vwz_B426_MP4;Bel_D11;Vwz_D11;Bel_D21;Vwz_D21;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_MP1;Vwz_MP1;Bel_MP2;Vwz_MP2;Bel_MP3;Vwz_MP3;Bel_T1_4;Vwz_T1_4;Bel_T2_3;Vwz_T2_3
01.06.2020 00:00;0;0;6;32470;77;34250;67;32610;17;4920;1;880;1;870;0;0;0;0;0;0
01.06.2020 01:00;0;0;2;27530;57;23400;45;20540;13;2840;0;0;0;0;0;0;0;0;0;0
01.06.2020 02:00;0;0;2;1110;30;12590;29;12550;11;2540;0;0;0;0;0;0;0;0;0;0
01.06.2020 03:00;0;0;2;3820;32;12740;16;7000;9;2390;0;0;0;0;0;0;0;0;0;0
01.06.2020 04:00;0;0;0;0;22;9370;21;9700;10;4140;1;880;1;870;0;0;0;0;0;0
01.06.2020 05:00;2;1740;19;122670;44;21320;57;29580;14;8890;2;1750;2;1740;2;1750;0;0;14;7835
01.06.2020 06:00;2;1740;6;215667;61;30765;47;22110;16;8290;2;1740;2;1750;2;1750;0;0;0;0
01.06.2020 07:00;2;1750;6;223090;47;22870;68;34416;13;6670;2;1750;2;1740;2;1750;0;0;0;0
01.06.2020 08:00;2;1740;12;362430;100;43960;125;59776;27;31350;2;1760;2;1740;2;1750;2;2800;1;10
01.06.2020 09:00;2;1740;14;464266;234;105136;196;90130;25;11120;2;1740;2;1750;2;1740;1;1630;5;8452
01.06.2020 10:00;2;1740;27;625642;305;140615;297;205300;43;52660;2;1760;2;1740;2;1750;6;8903;24;95287
01.06.2020 11:00;2;1740;31;670424;349;162040;366;244074;38;12730;2;1740;2;1740;2;1750;6;7840;654;345756
01.06.2020 12:00;2;1740;40;531560;428;198180;474;435260;51;38200;2;1750;2;1740;2;1750;7;10091;1096;863325
01.06.2020 13:00;2;1740;32;659067;500;245419;421;342331;62;44080;2;1740;2;1750;2;1740;6;6791;-1;-1
01.06.2020 14:00;2;1750;48;1142744;534;293303;458;395790;62;36130;2;1740;2;1740;2;1760;6;12484;-1;-1
01.06.2020 15:00;2;1750;30;735245;460;223270;430;339848;65;28840;2;1740;2;1760;2;1740;19;28055;-1;-1
01.06.2020 16:00;2;1750;28;482172;443;200727;436;282573;41;14510;2;1750;2;1740;2;1750;14;20809;-1;-1
01.06.2020 17:00;2;1740;31;880206;434;203087;551;401349;57;29940;2;1760;2;1750;2;1740;8;14080;-1;-1
01.06.2020 18:00;2;1740;21;478720;413;185710;488;312810;69;19430;2;1740;2;1750;2;1740;5;7540;-1;-1
01.06.2020 19:00;2;1750;20;342417;377;167850;429;287190;41;13670;2;1760;2;1740;2;1750;5;6383;-1;-1
01.06.2020 20:00;2;1740;15;272172;297;125090;339;214097;40;13080;2;1740;2;1740;2;1740;3;4410;-1;-1
01.06.2020 21:00;2;1750;27;259980;240;110527;295;166683;45;38520;2;1750;2;1740;2;1750;0;0;6;4690
01.06.2020 22:00;2;1750;18;202430;221;109400;211;134700;34;13380;2;1750;2;1750;2;1750;0;0;0;0
01.06.2020 23:00;2;1750;6;52510;96;44478;102;55744;30;12250;2;1750;2;1750;2;1740;1;590;0;0
02.06.2020 00:00;1;870;4;27830;51;27370;51;26420;15;6840;2;1750;2;1750;1;870;0;0;0;0
02.06.2020 01:00;0;0;2;19890;27;12590;29;19280;17;6380;0;0;0;0;0;0;0;0;0;0
02.06.2020 02:00;0;0;3;29270;22;9560;18;9370;6;1270;0;0;0;0;0;0;0;0;0;0
02.06.2020 03:00;0;0;2;28160;36;16550;20;11290;12;4300;0;0;0;0;0;0;0;0;0;0
02.06.2020 04:00;1;880;3;35170;58;32300;78;47270;24;7960;2;1818;2;1750;1;880;0;0;0;0
02.06.2020 05:00;3;2640;27;251952;211;108130;289;228020;46;40600;3;2620;3;2620;3;2620;1;1700;8;18958
02.06.2020 06:00;3;2610;40;871652;547;361610;537;545309;81;58786;4;3490;4;3480;3;2610;5;13450;5;213980
02.06.2020 07:00;4;3480;55;1354361;655;479193;813;1027684;81;167837;4;3500;4;3500;4;3490;8;20667;3;131950
02.06.2020 08:00;4;3520;60;1744963;693;399380;682;752813;85;141888;4;3500;4;3500;4;3490;4;5590;17;158414
02.06.2020 09:00;3;2630;47;1426054;668;450119;715;991758;79;39940;3;2630;3;2620;3;2620;2;3666;192;364415
02.06.2020 10:00;3;2620;45;988276;730;592633;728;1008921;58;78160;3;2630;3;2630;3;2630;7;16830;-1;-1
02.06.2020 11:00;3;2620;55;1412061;756;622940;745;1041425;78;61590;3;2620;3;2610;3;2630;8;19940;-1;-1
02.06.2020 12:00;3;2610;64;1407702;799;708930;775;1024997;86;200030;3;2620;3;2630;3;2620;4;6403;-1;-1
02.06.2020 13:00;4;3500;74;1478682;785;647825;766;1253234;98;112530;4;3490;4;3490;4;3480;5;22850;-1;-1
02.06.2020 14:00;4;3490;66;1840148;858;563230;789;990872;91;94870;4;3510;4;3480;4;3490;8;32925;-1;-1
02.06.2020 15:00;4;3500;93;2308756;869;531213;845;1101174;95;128060;4;3541;4;3500;4;3490;6;10380;-1;-1
02.06.2020 16:00;4;3510;81;2023197;920;600055;866;1136144;86;118708;4;3490;4;3480;4;3510;11;19169;-1;-1
02.06.2020 17:00;4;3500;69;1988004;907;587101;829;1164165;84;80860;4;3480;4;3500;4;3510;7;11570;293;3384884
02.06.2020 18:00;4;3490;36;1206226;716;384835;671;661721;91;32720;4;3500;4;3500;4;3500;6;17181;218;3290310
02.06.2020 19:00;4;3480;39;955762;488;239210;531;397195;62;89180;4;3500;4;3490;4;3490;3;6472;-1;-1
02.06.2020 20:00;4;3490;13;277897;345;164906;377;232000;49;17810;4;3480;4;3490;4;3480;5;9600;-1;-1
02.06.2020 21:00;2;1740;26;242500;247;122040;296;193848;56;48994;2;1810;2;1760;2;1750;1;1670;4;2831
02.06.2020 22:00;3;2620;21;196938;241;147981;242;165070;49;21290;3;2620;3;2630;3;2610;0;0;1;10050
02.06.2020 23:00;3;2620;10;84840;99;52020;84;45860;30;13370;2;1740;2;1750;3;2610;2;3580;0;0
03.06.2020 00:00;1;870;2;2220;51;28170;58;31970;26;10810;2;1740;2;1740;1;870;0;0;1;18951
03.06.2020 01:00;0;0;4;29600;30;12860;22;12700;12;3970;0;0;0;0;0;0;0;0;0;0
03.06.2020 02:00;0;0;5;27540;20;9400;21;10200;8;1440;0;0;0;0;0;0;1;980;0;0
03.06.2020 03:00;0;0;2;29610;37;18460;11;9540;11;4460;0;0;0;0;0;0;0;0;0;0
03.06.2020 04:00;2;1740;0;0;45;26300;81;47518;26;13340;2;1750;2;1750;2;1750;0;0;0;0
03.06.2020 05:00;4;3500;28;243370;207;157780;305;226000;55;65966;4;3490;4;3500;4;3557;0;0;1;14980
03.06.2020 06:00;3;2620;44;778744;523;297154;554;482570;69;57328;4;3500;4;3500;3;2610;5;5190;2;126800
03.06.2020 07:00;3;2630;45;1214497;712;426526;762;884519;70;37900;3;2620;3;2620;3;2630;3;10890;7;408652
03.06.2020 08:00;4;3490;49;1393869;577;674096;662;762540;67;93420;4;3490;4;3490;4;3490;4;7590;13;261858
03.06.2020 09:00;3;2620;61;1403444;678;572685;652;898911;75;146587;3;2640;3;2610;3;2620;5;9940;223;342392
03.06.2020 10:00;3;2620;74;1210340;679;604508;697;986714;63;99327;3;2630;3;2620;3;2630;6;9401;-1;-1
03.06.2020 11:00;3;2630;53;1245653;682;538966;693;919258;70;103440;3;2610;3;2630;3;2640;9;23552;-1;-1
03.06.2020 12:00;3;2630;46;1233653;792;710953;755;995256;79;50790;3;2620;3;2630;3;2610;5;14595;-1;-1
03.06.2020 13:00;4;3510;69;1472189;757;762981;737;1254778;80;97039;4;3490;4;3500;4;3500;3;10120;-1;-1
03.06.2020 14:00;4;3500;55;1466352;849;544055;754;845267;91;100080;4;3480;4;3500;4;3490;13;24399;-1;-1
03.06.2020 15:00;4;3510;84;2003448;868;615783;816;1120250;88;119950;4;3480;4;3500;4;3500;13;14529;141;3501415
03.06.2020 16:00;4;3500;88;1712139;907;582916;876;1164721;83;42170;4;3490;4;3490;4;3490;14;25520;-1;-1
03.06.2020 17:00;4;3500;60;1644283;862;536040;827;1039086;71;57960;4;3490;4;3500;4;3490;8;11350;-1;-1
03.06.2020 18:00;4;3490;40;1382791;676;408002;695;728442;71;41107;4;3490;4;3500;4;3500;5;7300;377;446942
03.06.2020 19:00;4;3500;27;636956;469;230226;495;391386;60;27500;4;3500;4;3500;4;3500;2;8550;3;48481
03.06.2020 20:00;4;3480;17;425060;348;169690;320;226830;49;42610;4;3490;4;3490;4;3510;1;1710;0;0
03.06.2020 21:00;2;1740;29;262234;222;110980;268;164101;48;32320;2;1750;2;1740;2;1760;0;0;1;5910
03.06.2020 22:00;3;2620;19;191522;210;107235;182;114220;39;13830;3;2610;3;2630;3;2630;0;0;2;38834
03.06.2020 23:00;3;2630;4;21480;90;46580;93;68930;32;13520;2;1740;2;1760;3;2620;0;0;0;0
04.06.2020 00:00;1;870;1;790;53;28150;57;29550;23;8920;2;1740;2;1740;1;880;0;0;0;0
04.06.2020 01:00;0;0;3;16700;23;11760;23;13540;13;4620;0;0;0;0;0;0;0;0;0;0
04.06.2020 02:00;0;0;0;0;27;12290;10;4440;9;3340;0;0;0;0;0;0;0;0;0;0
04.06.2020 03:00;0;0;4;31990;35;21490;18;13680;20;7620;0;0;0;0;0;0;0;0;0;0
04.06.2020 04:00;2;1740;2;24180;44;27210;77;47410;27;10990;2;1740;2;1750;2;1740;0;0;0;0
04.06.2020 05:00;4;3500;28;273690;209;120394;284;248440;54;70210;4;3500;4;3500;4;3500;1;1750;0;0
04.06.2020 06:00;3;2620;32;636468;488;293620;532;381502;67;76060;4;3490;4;3480;3;2640;2;3020;4;306770
04.06.2020 07:00;3;2630;45;1524283;683;471513;834;1030984;83;101940;3;2620;3;2630;2;1750;0;0;2;91250
04.06.2020 08:00;4;3490;57;1756472;649;393992;696;770248;87;99945;4;3500;4;3510;4;3500;7;9320;3;184687
04.06.2020 09:00;3;2620;43;1231054;662;448614;643;731856;74;76417;3;2610;3;2610;3;2620;3;3600;2;82280
04.06.2020 10:00;3;2630;59;1447902;565;737898;692;1112134;63;130758;3;2610;3;2620;3;2620;5;6660;9;274141
04.06.2020 11:00;3;2620;53;1157622;703;555427;670;905260;72;75570;3;2640;3;2620;3;2610;4;4690;4;147251
04.06.2020 12:00;3;2620;57;1618241;772;708099;797;1087060;79;101650;3;2620;3;2620;3;2610;3;18370;6;112280
04.06.2020 13:00;4;3490;68;1565079;795;724107;755;1020064;82;147390;4;3480;4;3490;4;3490;2;2590;5;142137
04.06.2020 14:00;4;3510;57;1621411;851;732683;770;1116994;79;72880;4;3480;4;3500;4;3490;6;17320;5;385260
04.06.2020 15:00;4;3500;87;2117379;891;600914;880;1367665;80;79230;4;3480;4;3480;4;3500;7;11520;5;311270
04.06.2020 16:00;4;3500;83;1959985;907;666233;892;1517010;64;68900;4;3490;4;3500;4;3500;4;10230;6;279252
04.06.2020 17:00;4;3490;46;1648697;907;542711;842;1438294;87;60810;4;3480;4;3500;4;3500;2;4090;5;225674
04.06.2020 18:00;4;3480;37;987722;725;383048;711;688522;68;25280;4;3510;4;3480;4;3480;6;8310;4;130160
04.06.2020 19:00;4;3490;19;623030;528;259860;526;346640;63;28350;4;3500;4;3480;4;3490;1;590;3;179933
04.06.2020 20:00;4;3500;23;506360;338;201295;341;216983;76;63790;4;3500;4;3490;4;3500;1;870;3;65739
04.06.2020 21:00;2;1740;24;208440;211;104904;239;142332;40;22610;2;1750;2;1750;2;1740;0;0;0;0
04.06.2020 22:00;3;2620;12;88800;219;112240;201;114580;39;14490;2;1750;3;2620;3;2620;0;0;3;10136
04.06.2020 23:00;3;2620;3;2070;95;47520;107;58410;20;8440;2;1740;2;1750;3;2630;0;0;0;0
05.06.2020 00:00;1;870;0;0;52;26621;52;29166;15;5080;2;1740;2;1750;1;870;0;0;0;0
05.06.2020 01:00;0;0;3;29817;24;10500;32;15370;9;1760;0;0;0;0;0;0;0;0;0;0
05.06.2020 02:00;0;0;2;28330;39;16850;21;10570;12;3350;0;0;0;0;0;0;1;770;0;0
05.06.2020 03:00;0;0;3;40890;33;19910;32;22590;20;7320;0;0;0;0;0;0;0;0;0;0
05.06.2020 04:00;2;1740;2;28800;51;31570;79;44450;20;9410;3;2640;3;2620;2;1750;0;0;0;0
05.06.2020 05:00;4;3500;27;224483;199;134380;293;199770;50;91690;4;3500;4;3510;4;3510;0;0;2;6790
05.06.2020 06:00;4;3480;35;601866;504;270780;526;418389;68;49630;5;4370;5;4360;4;3490;1;5360;12;88338
05.06.2020 07:00;4;3500;50;1267507;677;379207;750;980493;81;64130;4;3520;4;3490;4;3500;1;3192;13;72203
05.06.2020 08:00;4;3520;54;1261393;611;361677;665;690578;82;74199;4;3500;4;3500;4;3510;0;0;5;201990
05.06.2020 09:00;3;2620;49;1407325;632;421596;648;774849;84;90840;3;2630;3;2620;3;2630;1;1530;2;57953
05.06.2020 10:00;3;2620;53;1376484;715;633240;750;1067643;89;56340;3;2620;3;2610;3;2620;3;3900;4;174561
05.06.2020 11:00;3;2610;61;1744798;746;472118;768;1096974;59;80360;3;2610;3;2630;3;2620;7;9370;10;155062
05.06.2020 12:00;3;2610;85;2069598;850;621626;790;1286567;78;280197;3;2620;3;2610;3;2620;9;11310;9;378051
05.06.2020 13:00;4;3490;68;1695836;896;720422;818;1396761;75;97477;4;3490;4;3520;4;3500;3;4820;6;317551
05.06.2020 14:00;4;3500;71;2039850;987;765578;901;1311810;55;89120;4;3490;4;3500;4;3490;3;4790;0;0
05.06.2020 15:00;4;3490;74;2075610;904;718203;892;1540947;76;108550;4;3480;4;3490;4;3500;4;6550;5;87499
05.06.2020 16:00;4;3510;70;1924341;854;573115;804;1089089;68;87287;4;3490;4;3500;4;3490;8;8060;8;460509
05.06.2020 17:00;4;3480;48;1240734;784;516190;785;925593;50;65890;4;3510;4;3480;4;3510;2;3610;4;98280
05.06.2020 18:00;4;3490;34;1271252;679;394882;695;558304;86;91860;4;3480;4;3500;4;3510;1;1730;17;134483
05.06.2020 19:00;4;3490;20;735632;499;243170;507;324199;66;31330;4;3490;4;3480;4;3480;1;570;23;20309
05.06.2020 20:00;4;3490;9;222929;350;167856;384;273340;48;18300;4;3510;4;3490;4;3500;0;0;0;0
05.06.2020 21:00;2;1740;22;198515;268;130225;240;159638;40;13550;2;1750;2;1750;2;1750;0;0;0;0
05.06.2020 22:00;3;2610;11;93800;220;109050;200;129575;39;14770;3;2620;3;2620;3;2610;0;0;0;0
05.06.2020 23:00;3;2620;3;42260;119;57760;132;69230;28;11177;2;1750;2;1760;3;2620;0;0;0;0
06.06.2020 00:00;1;880;6;29290;83;39450;89;47550;13;4780;2;1740;2;1750;1;870;0;0;0;0
06.06.2020 01:00;0;0;2;13690;47;21950;51;25450;8;1920;0;0;0;0;0;0;0;0;0;0
06.06.2020 02:00;0;0;3;31350;35;15590;30;12850;8;1430;0;0;0;0;0;0;0;0;0;0
06.06.2020 03:00;0;0;8;83700;50;27550;28;16300;14;5560;0;0;0;0;0;0;0;0;0;0
06.06.2020 04:00;0;0;3;45670;28;13080;42;24470;15;5430;0;0;0;0;0;0;0;0;0;0
06.06.2020 05:00;2;1750;20;146740;87;42300;126;86770;29;13520;2;1750;2;1740;2;1750;0;0;0;0
06.06.2020 06:00;2;1750;7;212900;142;77720;127;71620;38;11910;2;1740;2;1750;2;1750;0;0;8;5491
06.06.2020 07:00;2;1750;20;556823;233;130530;208;139890;49;31250;2;1760;2;1750;2;1750;0;0;0;0
06.06.2020 08:00;2;1740;30;800506;331;179670;314;251043;57;39855;2;1740;2;1740;2;1740;0;0;56;142609
06.06.2020 09:00;2;1750;38;996193;513;284760;524;503140;58;55690;2;1750;2;1740;2;1740;4;4290;4;63801
06.06.2020 10:00;2;1750;47;1441221;586;422250;633;792531;49;90427;2;1750;2;1806;2;1740;0;0;4;1915
06.06.2020 11:00;2;1740;42;992990;701;468040;718;737996;48;36740;2;1740;2;1760;2;1740;1;9670;8;163818
06.06.2020 12:00;2;1740;61;1687663;712;486395;808;1015364;56;103057;2;1740;2;1750;2;1750;3;9190;2;102404
06.06.2020 13:00;2;1740;54;1217191;674;461406;708;798181;53;93410;2;1740;2;1750;2;1740;3;4820;4;127447
06.06.2020 14:00;2;1750;53;1109891;677;496633;674;758980;50;91734;2;1760;2;1750;2;1750;6;7950;8;242650
06.06.2020 15:00;2;1817;46;1040121;647;455325;625;643157;89;75750;2;1740;2;1750;2;1740;3;4370;1;50961
06.06.2020 16:00;2;1750;42;994317;594;327870;626;575979;61;33900;2;1740;2;1740;2;1740;7;6490;6;110837
06.06.2020 17:00;2;1740;36;1151621;622;338757;612;526714;52;64460;2;1740;2;1750;2;1760;6;8710;2;48350
06.06.2020 18:00;2;1740;22;426200;553;276830;566;377245;50;28160;2;1750;2;1750;2;1750;1;880;6;308149
06.06.2020 19:00;2;1750;25;377696;457;287400;472;350649;42;16310;2;1740;2;1750;2;1760;5;4020;2;62251
06.06.2020 20:00;2;1760;19;216910;351;184299;367;278220;57;31790;2;1740;2;1750;2;1750;6;7910;2;14669
06.06.2020 21:00;2;1740;19;205910;250;128570;280;180715;43;14970;2;1760;2;1750;2;1760;1;740;5;9296
06.06.2020 22:00;2;1750;10;76070;169;77520;217;134566;18;5900;2;1740;2;1750;2;1750;4;4850;0;0
06.06.2020 23:00;2;1740;5;28066;147;67090;137;67560;25;9680;2;1750;2;1750;2;1750;0;0;0;0
07.06.2020 00:00;1;880;6;42000;126;59350;105;49040;22;8120;2;1740;2;1760;1;870;0;0;0;0
07.06.2020 01:00;0;0;3;20210;82;35980;69;31530;12;2560;0;0;0;0;0;0;0;0;0;0
07.06.2020 02:00;0;0;6;52736;39;15600;55;24000;10;2550;0;0;0;0;0;0;1;820;12;8642
07.06.2020 03:00;0;0;2;2230;31;12920;35;15260;12;3180;0;0;0;0;0;0;0;0;25;18048
07.06.2020 04:00;0;0;1;14000;29;13240;30;14640;12;4110;1;870;1;870;0;0;0;0;0;0
07.06.2020 05:00;2;1750;18;82770;53;25940;63;28640;20;9720;2;1740;2;1740;2;1740;0;0;0;0
07.06.2020 06:00;2;1750;5;149030;67;29300;52;23690;13;5540;2;1740;2;1740;2;1740;0;0;0;0
07.06.2020 07:00;2;1750;3;50870;43;21190;50;24830;10;6360;2;1760;2;1760;2;1760;0;0;23;52880
07.06.2020 08:00;2;1750;9;313300;66;34120;79;39120;16;8420;2;1740;2;1750;2;1750;2;1260;0;0
07.06.2020 09:00;2;1750;9;370650;185;83850;181;88260;15;8940;2;1760;2;1760;2;1740;1;940;1;10950
07.06.2020 10:00;2;1760;15;541493;224;102330;245;150060;36;14160;2;1740;2;1740;2;1750;8;15040;1;75290
07.06.2020 11:00;2;1750;20;709095;294;148384;326;211020;30;41360;2;1750;2;1750;2;1750;2;1830;3;101012
07.06.2020 12:00;2;1760;32;846035;364;201610;390;235460;43;29120;2;1750;2;1750;2;1750;1;4340;1;25560
07.06.2020 13:00;2;1750;34;863977;366;181160;438;299280;44;28200;2;1760;2;1740;2;1740;8;23320;3;77682
07.06.2020 14:00;2;1750;37;868024;484;255190;416;285790;35;12870;2;1760;2;1740;2;1750;3;3802;8;449965
07.06.2020 15:00;2;1740;26;533006;421;213190;426;289731;50;19645;2;1750;2;1750;2;1760;0;0;1;4740
07.06.2020 16:00;2;1760;32;695956;404;232312;421;358598;27;20060;2;1750;2;1740;2;1750;7;9590;1;76500
07.06.2020 17:00;2;1760;23;617406;371;182759;432;297088;33;11310;2;1740;2;1750;2;1750;3;3260;4;127489
07.06.2020 18:00;2;1750;20;354335;407;216273;429;288720;52;20840;2;1740;2;1750;2;1750;5;15230;2;29459
07.06.2020 19:00;2;1760;24;214820;362;186526;377;283028;46;17540;2;1760;2;1740;2;1750;1;1050;1;9250
07.06.2020 20:00;2;1740;14;113300;258;118120;254;140960;40;13840;2;1740;2;1750;2;1760;2;5020;2;18580
07.06.2020 21:00;2;1750;24;170440;226;110237;210;121520;33;12930;2;1740;2;1760;2;1740;0;0;0;0
07.06.2020 22:00;2;1740;13;140200;162;79850;174;94020;32;30490;2;1740;2;1740;2;1740;1;1820;5;20567
07.06.2020 23:00;2;1760;2;1280;73;35800;71;34840;14;6820;2;1740;2;1740;2;1750;1;920;5;14262
08.06.2020 00:00;1;870;6;32821;40;18610;52;26190;12;6060;2;1760;2;1750;1;870;0;0;0;0
08.06.2020 01:00;0;0;3;15760;31;15740;24;12600;11;4620;0;0;0;0;0;0;0;0;0;0
08.06.2020 02:00;0;0;4;39620;22;10980;19;12410;11;2850;0;0;0;0;0;0;1;810;0;0
08.06.2020 03:00;0;0;3;25940;36;17470;20;10290;13;4930;1;870;0;0;0;0;0;0;0;0
08.06.2020 04:00;2;1750;0;0;46;26460;69;40740;19;6690;3;2610;3;2610;2;1740;0;0;0;0
08.06.2020 05:00;4;3500;18;151934;210;103290;299;177070;52;35450;4;3510;4;3490;4;3500;0;0;2;6628
08.06.2020 06:00;4;3490;28;1023564;550;327509;547;551904;76;56610;5;4360;5;4380;4;3490;3;3090;128;65181
08.06.2020 07:00;4;3490;49;1190396;666;414523;849;973396;65;43660;4;3490;4;3510;4;3490;3;4820;75;61435
08.06.2020 08:00;4;3500;49;1765626;633;498515;650;1033577;74;88930;4;3490;4;3490;4;3510;1;1680;52;52092
08.06.2020 09:00;3;2630;55;1382284;669;503299;676;750325;53;41980;3;2620;3;2630;3;2610;7;8611;3;64913
08.06.2020 10:00;3;2620;45;1320821;677;561332;672;774097;84;105240;3;2620;3;2620;3;2630;5;7681;4;171886
08.06.2020 11:00;3;2640;56;1177763;708;512233;706;967557;78;105510;3;2630;3;2620;3;2610;8;11270;5;90563
08.06.2020 12:00;3;2640;65;1595455;739;637705;737;1054580;65;57120;3;2620;3;2620;3;2630;6;9700;21;127902
08.06.2020 13:00;4;3500;73;1484182;792;599975;765;1026309;65;114557;4;3490;4;3510;4;3490;8;19425;3;150550
08.06.2020 14:00;4;3490;78;1855433;800;540781;745;887487;84;127820;4;3510;4;3490;4;3500;2;3040;4;141412
08.06.2020 15:00;4;3500;81;1931466;858;523658;856;1085544;78;147147;4;3510;4;3480;4;3500;14;25521;5;275242
08.06.2020 16:00;4;3490;67;1390329;946;608407;831;1007122;79;86920;4;3490;4;3490;4;3490;9;14172;12;613717
08.06.2020 17:00;4;3480;66;1801538;860;500304;853;1083871;70;37410;4;3480;4;3490;4;3500;7;12621;3;126220
08.06.2020 18:00;4;3500;42;798488;663;367288;671;579250;112;56717;4;3500;4;3510;4;3500;3;3450;17;381933
08.06.2020 19:00;4;3510;25;576764;481;243300;475;355518;57;46490;4;3510;4;3510;4;3490;5;10711;5;86151
08.06.2020 20:00;4;3490;25;574554;319;163120;321;199094;45;33890;4;3490;4;3490;4;3500;1;910;2;49836
08.06.2020 21:00;2;1740;23;208387;246;115886;232;141890;41;36460;2;1740;2;1750;2;1760;1;1630;0;0
08.06.2020 22:00;3;2620;8;45350;195;92158;184;95228;43;15430;3;2640;3;2620;3;2610;2;3060;0;0
08.06.2020 23:00;3;2610;2;27530;93;48430;109;57760;36;12110;2;1760;2;1750;3;2630;0;0;0;0
09.06.2020 00:00;1;870;0;0;52;26900;46;23820;22;6840;2;1750;2;1740;1;870;0;0;0;0
09.06.2020 01:00;0;0;2;15280;26;11580;25;15420;7;3160;0;0;0;0;0;0;2;700;45;22451
09.06.2020 02:00;0;0;6;28810;21;11330;16;7810;10;4440;0;0;0;0;0;0;0;0;0;0
09.06.2020 03:00;0;0;6;67000;46;29667;24;17010;17;6680;0;0;0;0;0;0;0;0;0;0
09.06.2020 04:00;2;1740;1;13050;52;31550;75;49440;33;11590;3;2630;3;2620;2;1750;1;970;0;0
09.06.2020 05:00;3;2640;25;244966;236;202742;288;257996;59;27235;3;2620;3;2640;3;2610;1;930;9;9325
09.06.2020 06:00;3;2630;29;651422;405;236799;541;539642;68;68150;4;3480;4;3510;3;2620;5;5230;148;146582
09.06.2020 07:00;4;3490;45;1514054;708;434380;773;846176;83;62370;4;3510;4;3490;4;3490;3;5200;120;119642
09.06.2020 08:00;4;3490;46;1257057;677;403972;709;793407;67;66890;4;3490;4;3490;4;3490;3;3530;15;16947
09.06.2020 09:00;2;1750;46;1387660;623;444416;679;746878;63;65100;2;1760;2;1740;2;1740;6;7240;26;209913
09.06.2020 10:00;2;1740;46;1220066;671;496059;691;881508;74;90870;2;1760;2;1740;2;1740;1;1550;8;85998
09.06.2020 11:00;3;2630;66;1534298;689;573833;732;1138781;66;89435;3;2620;3;2630;3;2620;6;11220;8;114538
09.06.2020 12:00;2;1750;60;1665954;750;676930;730;999991;79;129585;2;1740;2;1750;2;1740;5;7720;14;266624
09.06.2020 13:00;3;2620;75;1557722;748;606567;763;1032712;85;128880;3;2610;3;2610;3;2620;3;4040;4;84163
09.06.2020 14:00;4;3500;64;1757554;851;572105;801;998260;88;100860;4;3500;4;3490;4;3480;4;9090;4;203504
09.06.2020 15:00;3;2610;112;2499175;891;734660;806;1057131;73;48520;3;2620;3;2620;3;2620;18;34540;8;331530
09.06.2020 16:00;3;2620;72;2152887;944;677193;919;1462495;73;126480;2;1750;3;2610;3;2697;14;26470;6;323909
09.06.2020 17:00;4;3490;70;1901931;855;550369;850;1830239;70;51030;4;3480;4;3500;4;3490;5;9720;9;553016
09.06.2020 18:00;3;2620;37;1001255;777;414080;698;792068;70;32310;3;2630;3;2620;3;2620;6;8930;5;208966
09.06.2020 19:00;3;2630;35;653619;531;270910;548;405330;75;51380;3;2620;3;2620;3;2620;1;1150;2;95535
09.06.2020 20:00;4;3500;19;413584;343;183972;346;233720;49;47080;4;3490;4;3490;4;3500;3;3090;3;151300
09.06.2020 21:00;1;880;31;253484;246;125760;243;164429;52;38660;1;880;1;870;1;870;2;6361;0;0
09.06.2020 22:00;2;1760;17;193868;198;99960;189;106340;37;18160;3;2620;3;2620;2;1760;2;2240;0;0
09.06.2020 23:00;3;2630;9;100560;101;54320;97;55860;34;13830;2;1750;2;1750;3;2610;0;0;0;0
10.06.2020 00:00;1;870;2;13840;45;30740;53;29610;25;10530;2;1760;2;1760;1;870;0;0;0;0
10.06.2020 01:00;0;0;3;14640;21;11300;19;11790;10;4790;0;0;0;0;0;0;0;0;0;0
10.06.2020 02:00;0;0;3;29920;20;8080;12;5080;7;1120;0;0;0;0;0;0;0;0;0;0
10.06.2020 03:00;0;0;5;56660;36;17390;22;12820;12;5580;0;0;0;0;0;0;0;0;0;0
10.06.2020 04:00;2;1750;0;0;55;36655;88;54766;32;13070;3;2630;3;2630;2;1750;0;0;0;0
10.06.2020 05:00;4;3510;28;287926;229;133470;287;197670;52;23390;4;3510;4;3490;4;3480;0;0;0;0
10.06.2020 06:00;4;3490;28;518631;516;273130;553;429704;73;43460;5;4370;5;4370;4;3500;4;6530;35;213821
10.06.2020 07:00;4;3500;56;1331265;693;486330;837;1018567;78;53140;4;3500;4;3490;4;3500;2;1930;51;107919
10.06.2020 08:00;4;3490;58;1596058;646;444856;689;735637;81;73934;4;3500;4;3480;4;3500;3;7651;48;73041
10.06.2020 09:00;3;2610;64;1659357;659;515810;688;1019090;60;65410;3;2620;3;2620;3;2630;4;10320;28;45676
10.06.2020 10:00;3;2630;59;1268221;694;520857;749;1189421;87;104870;3;2620;3;2640;3;2620;5;5100;55;172922
10.06.2020 11:00;3;2630;63;1407797;797;749659;733;904629;74;130820;3;2630;3;2640;3;2630;2;2170;28;98961
10.06.2020 12:00;3;2620;64;1295778;768;666188;849;1164807;77;93760;3;2610;3;2630;3;2620;5;7850;18;298017
