01.06.2020 00:00;Bel_D21;Vwz_D21;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_MP1;Vwz_MP1
01.06.2020 00:00;7;5280;0;0;0;0;2;4040
01.06.2020 01:00;3;2690;0;0;0;0;0;0
01.06.2020 02:00;3;2600;0;0;0;0;0;0
01.06.2020 03:00;2;1390;0;0;0;0;0;0
01.06.2020 04:00;1;950;0;0;0;0;0;0
01.06.2020 05:00;2;1800;0;0;0;0;0;0
01.06.2020 06:00;4;9530;0;0;0;0;2;4040
01.06.2020 07:00;2;1660;0;0;0;0;2;4030
01.06.2020 08:00;2;1460;0;0;0;0;2;4020
01.06.2020 09:00;11;11160;0;0;0;0;2;4030
01.06.2020 10:00;16;16410;0;0;0;0;2;4040
01.06.2020 11:00;22;25417;0;0;0;0;2;4030
01.06.2020 12:00;35;35250;0;0;0;0;3;6050
01.06.2020 13:00;32;30820;0;0;0;0;4;8060
01.06.2020 14:00;33;32840;0;0;0;0;4;8070
01.06.2020 15:00;44;156199;0;0;0;0;4;8070
01.06.2020 16:00;20;15700;0;0;0;0;4;8050
01.06.2020 17:00;26;74070;0;0;0;0;4;8070
01.06.2020 18:00;28;28050;0;0;0;0;4;8060
01.06.2020 19:00;24;45890;0;0;0;0;4;8060
01.06.2020 20:00;23;23630;0;0;0;0;2;4030
01.06.2020 21:00;16;50111;0;0;0;0;2;4020
01.06.2020 22:00;17;14211;0;0;0;0;2;4030
01.06.2020 23:00;8;12450;0;0;0;0;2;4040
02.06.2020 00:00;6;6510;0;0;0;0;2;4030
02.06.2020 01:00;6;4300;0;0;0;0;0;0
02.06.2020 02:00;2;1560;0;0;0;0;0;0
02.06.2020 03:00;0;0;0;0;0;0;1;2020
02.06.2020 04:00;4;2480;0;0;0;0;0;0
02.06.2020 05:00;6;4060;0;0;0;0;3;6060
02.06.2020 06:00;24;145190;0;0;0;0;6;12110
02.06.2020 07:00;58;169660;0;0;0;0;5;10090
02.06.2020 08:00;58;139600;0;0;0;0;6;12090
02.06.2020 09:00;49;252250;0;0;0;0;5;10080
02.06.2020 10:00;53;197792;0;0;0;0;6;12110
02.06.2020 11:00;60;138883;0;0;0;0;6;12090
02.06.2020 12:00;58;175952;0;0;0;0;6;12100
02.06.2020 13:00;61;278300;0;0;0;0;6;12090
02.06.2020 14:00;75;396601;0;0;0;0;6;12110
02.06.2020 15:00;77;297760;0;0;0;0;6;12080
02.06.2020 16:00;94;577197;0;0;0;0;5;10090
02.06.2020 17:00;106;477459;0;0;0;0;6;12100
02.06.2020 18:00;90;489529;0;0;0;0;6;12090
02.06.2020 19:00;35;224771;0;0;0;0;3;6030
02.06.2020 20:00;21;25360;0;0;0;0;3;6040
02.06.2020 21:00;13;56810;0;0;0;0;3;6050
02.06.2020 22:00;24;22390;0;0;0;0;3;6060
02.06.2020 23:00;10;11440;0;0;0;0;1;2010
03.06.2020 00:00;4;2580;0;0;0;0;2;4030
03.06.2020 01:00;7;4640;0;0;0;0;0;0
03.06.2020 02:00;1;1410;0;0;0;0;0;0
03.06.2020 03:00;0;0;0;0;0;0;1;2020
03.06.2020 04:00;3;2760;0;0;0;0;0;0
03.06.2020 05:00;6;5060;0;0;0;0;3;6040
03.06.2020 06:00;17;13390;0;0;0;0;6;12090
03.06.2020 07:00;61;281960;0;0;0;0;5;10090
03.06.2020 08:00;66;265104;0;0;0;0;6;12110
03.06.2020 09:00;64;454327;0;0;0;0;6;12110
03.06.2020 10:00;45;263969;0;0;0;0;6;12090
03.06.2020 11:00;42;109130;0;0;0;0;6;12110
03.06.2020 12:00;58;164262;0;0;0;0;6;12100
03.06.2020 13:00;56;249563;0;0;0;0;6;12100
03.06.2020 14:00;66;411412;0;0;0;0;6;12090
03.06.2020 15:00;88;461275;0;0;0;0;6;12100
03.06.2020 16:00;91;649224;0;0;0;0;6;12110
03.06.2020 17:00;106;427800;0;0;0;0;6;12080
03.06.2020 18:00;64;261750;0;0;0;0;6;12110
03.06.2020 19:00;34;160088;0;0;0;0;4;8060
03.06.2020 20:00;23;26710;0;0;0;0;4;8060
03.06.2020 21:00;19;67640;0;0;0;0;4;8080
03.06.2020 22:00;23;23860;0;0;0;0;3;6050
03.06.2020 23:00;9;11620;0;0;0;0;2;4040
04.06.2020 00:00;6;5830;0;0;0;0;2;4079
04.06.2020 01:00;4;4330;0;0;0;0;0;0
04.06.2020 02:00;3;2970;0;0;0;0;0;0
04.06.2020 03:00;2;1420;0;0;0;0;1;2010
04.06.2020 04:00;6;6340;0;0;0;0;0;0
04.06.2020 05:00;6;6130;0;0;0;0;3;6040
04.06.2020 06:00;24;22000;0;0;0;0;6;12120
04.06.2020 07:00;46;110093;0;0;0;0;5;10080
04.06.2020 08:00;73;274340;0;0;0;0;6;12090
04.06.2020 09:00;60;331000;0;0;0;0;6;12110
04.06.2020 10:00;53;254090;0;0;0;0;5;10080
04.06.2020 11:00;47;232610;0;0;0;0;6;12110
04.06.2020 12:00;67;188835;0;0;0;0;6;12110
04.06.2020 13:00;77;367640;0;0;0;0;6;12080
04.06.2020 14:00;64;243543;0;0;0;0;5;10080
04.06.2020 15:00;84;371140;0;0;0;0;6;12080
04.06.2020 16:00;107;502359;0;0;0;0;6;12120
04.06.2020 17:00;101;595766;0;0;0;0;6;12110
04.06.2020 18:00;77;398228;0;0;0;0;6;12100
04.06.2020 19:00;49;245680;0;0;0;0;4;8080
04.06.2020 20:00;23;41710;0;0;0;0;4;8080
04.06.2020 21:00;23;23420;0;0;0;0;4;8070
04.06.2020 22:00;26;74269;0;0;0;0;3;6040
04.06.2020 23:00;9;9093;0;0;0;0;2;4040
05.06.2020 00:00;8;9200;0;0;0;0;2;4040
05.06.2020 01:00;7;6880;0;0;0;0;0;0
05.06.2020 02:00;3;2830;0;0;0;0;0;0
05.06.2020 03:00;4;3040;0;0;0;0;1;2020
05.06.2020 04:00;1;1750;0;0;0;0;0;0
05.06.2020 05:00;8;7640;0;0;0;0;3;6050
05.06.2020 06:00;21;126853;0;0;0;0;6;12090
05.06.2020 07:00;55;72390;0;0;0;0;6;12110
05.06.2020 08:00;79;237751;0;0;0;0;6;12100
05.06.2020 09:00;46;119290;0;0;0;0;6;12100
05.06.2020 10:00;53;197750;0;0;0;0;6;12090
05.06.2020 11:00;43;127370;0;0;0;0;6;12110
05.06.2020 12:00;64;142410;0;0;0;0;6;12120
05.06.2020 13:00;84;398150;0;0;0;0;5;10070
05.06.2020 14:00;71;417183;0;0;0;0;6;12090
05.06.2020 15:00;77;391711;0;0;0;0;6;12135
05.06.2020 16:00;86;519436;0;0;0;0;5;10080
05.06.2020 17:00;68;401304;0;0;0;0;6;12100
05.06.2020 18:00;68;295260;0;0;0;0;6;12110
05.06.2020 19:00;44;163852;0;0;0;0;4;8070
05.06.2020 20:00;25;33140;0;0;0;0;4;8070
05.06.2020 21:00;23;70500;0;0;0;0;4;8070
05.06.2020 22:00;20;86520;0;0;0;0;3;6060
05.06.2020 23:00;12;16600;0;0;0;0;2;4040
06.06.2020 00:00;8;8080;0;0;0;0;2;4030
06.06.2020 01:00;7;9040;0;0;0;0;0;0
06.06.2020 02:00;2;2490;0;0;0;0;0;0
06.06.2020 03:00;4;3700;0;0;0;0;0;0
06.06.2020 04:00;1;2200;0;0;0;0;0;0
06.06.2020 05:00;3;2550;0;0;0;0;4;8080
06.06.2020 06:00;7;7660;0;0;0;0;4;8060
06.06.2020 07:00;6;5930;0;0;0;0;4;8070
06.06.2020 08:00;16;35280;0;0;0;0;4;8070
06.06.2020 09:00;38;112330;0;0;0;0;4;8070
06.06.2020 10:00;27;64450;0;0;0;0;4;8070
06.06.2020 11:00;37;232480;0;0;0;0;4;8070
06.06.2020 12:00;55;99770;0;0;0;0;4;8070
06.06.2020 13:00;28;32900;0;0;0;0;4;8050
06.06.2020 14:00;44;159200;0;0;0;0;4;8070
06.06.2020 15:00;50;313760;0;0;0;0;4;8080
06.06.2020 16:00;41;111590;0;0;0;0;4;8070
06.06.2020 17:00;42;138390;0;0;0;0;4;8080
06.06.2020 18:00;39;119280;0;0;0;0;4;8060
06.06.2020 19:00;22;20350;0;0;0;0;4;8070
06.06.2020 20:00;19;21510;0;0;0;0;3;6050
06.06.2020 21:00;21;21840;0;0;0;0;2;4040
06.06.2020 22:00;11;11890;0;0;0;0;2;4020
06.06.2020 23:00;12;9180;0;0;0;0;2;4040
07.06.2020 00:00;16;20970;0;0;0;0;2;4030
07.06.2020 01:00;7;9620;0;0;0;0;0;0
07.06.2020 02:00;4;3730;0;0;0;0;0;0
07.06.2020 03:00;1;1310;0;0;0;0;0;0
07.06.2020 04:00;1;970;0;0;0;0;0;0
07.06.2020 05:00;0;0;0;0;0;0;0;0
07.06.2020 06:00;2;2110;0;0;0;0;2;4040
07.06.2020 07:00;2;1290;0;0;0;0;2;4040
07.06.2020 08:00;8;8880;0;0;0;0;2;4030
07.06.2020 09:00;10;10780;0;0;0;0;2;4040
07.06.2020 10:00;20;19040;0;0;0;0;2;4040
07.06.2020 11:00;18;161070;0;0;0;0;2;4040
07.06.2020 12:00;23;67820;0;0;0;0;3;6050
07.06.2020 13:00;15;90350;0;0;0;0;4;8060
07.06.2020 14:00;21;22320;0;0;0;0;4;8060
07.06.2020 15:00;25;119230;0;0;0;0;4;8070
07.06.2020 16:00;25;99330;0;0;0;0;4;8070
07.06.2020 17:00;31;68216;0;0;0;0;4;8070
07.06.2020 18:00;38;67190;0;0;0;0;4;8070
07.06.2020 19:00;31;39300;0;0;0;0;4;8060
07.06.2020 20:00;23;60920;0;0;0;0;2;4040
07.06.2020 21:00;22;36300;0;0;0;0;2;4040
07.06.2020 22:00;16;16890;0;0;0;0;2;4040
07.06.2020 23:00;10;8430;0;0;0;0;2;4040
08.06.2020 00:00;6;7420;0;0;0;0;2;4040
08.06.2020 01:00;3;4110;0;0;0;0;0;0
08.06.2020 02:00;3;2290;0;0;0;0;0;0
08.06.2020 03:00;3;1900;0;0;0;0;1;2010
08.06.2020 04:00;4;3500;0;0;0;0;0;0
08.06.2020 05:00;3;3340;0;0;0;0;3;6060
08.06.2020 06:00;25;53940;0;0;0;0;6;12100
08.06.2020 07:00;45;121550;0;0;0;0;6;12080
08.06.2020 08:00;62;187141;0;0;0;0;6;12100
08.06.2020 09:00;48;94100;0;0;0;0;6;12110
08.06.2020 10:00;52;238651;0;0;0;0;6;12110
08.06.2020 11:00;44;210605;0;0;0;0;6;12120
08.06.2020 12:00;75;360030;0;0;0;0;6;12090
08.06.2020 13:00;62;170952;0;0;0;0;6;12090
08.06.2020 14:00;70;374298;0;0;0;0;7;15660
08.06.2020 15:00;82;455606;0;0;0;0;6;12090
08.06.2020 16:00;81;325918;0;0;0;0;6;12080
08.06.2020 17:00;90;466064;0;0;0;0;6;12110
08.06.2020 18:00;65;299491;0;0;0;0;6;12090
08.06.2020 19:00;44;176870;0;0;0;0;4;8124
08.06.2020 20:00;35;110290;0;0;0;0;4;8070
08.06.2020 21:00;23;27930;0;0;0;0;4;8070
08.06.2020 22:00;18;24670;0;0;0;0;3;6030
08.06.2020 23:00;10;11130;0;0;0;0;2;4030
09.06.2020 00:00;8;6920;0;0;0;0;2;4030
09.06.2020 01:00;4;4750;0;0;0;0;0;0
09.06.2020 02:00;0;0;0;0;0;0;0;0
09.06.2020 03:00;1;1160;0;0;0;0;1;2020
09.06.2020 04:00;2;1630;0;0;0;0;0;0
09.06.2020 05:00;5;4730;0;0;0;0;3;6040
09.06.2020 06:00;18;19670;0;0;0;0;5;10090
09.06.2020 07:00;63;220149;0;0;0;0;5;10100
09.06.2020 08:00;75;245380;0;0;0;0;4;8060
09.06.2020 09:00;60;274142;0;0;0;0;4;8080
09.06.2020 10:00;43;154289;0;0;0;0;6;12110
09.06.2020 11:00;54;176750;0;0;0;0;6;12120
09.06.2020 12:00;56;217940;0;0;0;0;6;12100
09.06.2020 13:00;72;298800;0;0;0;0;6;12100
09.06.2020 14:00;81;341620;0;0;0;0;5;10080
09.06.2020 15:00;78;362423;0;0;0;0;5;10100
09.06.2020 16:00;93;419782;0;0;0;0;5;10090
09.06.2020 17:00;86;553808;0;0;0;0;6;12080
09.06.2020 18:00;78;364993;0;0;0;0;6;12120
09.06.2020 19:00;39;161841;0;0;0;0;4;8070
09.06.2020 20:00;34;153790;0;0;0;0;2;4040
09.06.2020 21:00;22;63060;0;0;0;0;0;0
09.06.2020 22:00;19;26320;0;0;0;0;0;0
09.06.2020 23:00;8;7620;0;0;0;0;2;4030
10.06.2020 00:00;5;3640;0;0;0;0;2;4030
10.06.2020 01:00;5;6970;0;0;0;0;0;0
10.06.2020 02:00;3;3390;0;0;0;0;0;0
10.06.2020 03:00;0;0;0;0;0;0;1;2020
10.06.2020 04:00;1;970;0;0;0;0;0;0
10.06.2020 05:00;8;6920;0;0;0;0;3;6060
10.06.2020 06:00;27;93600;0;0;0;0;6;12135
10.06.2020 07:00;53;210270;0;0;0;0;5;10080
10.06.2020 08:00;74;325050;0;0;0;0;6;12100
10.06.2020 09:00;47;207692;0;0;0;0;6;12100
10.06.2020 10:00;95;329756;0;0;0;0;5;10080
10.06.2020 11:00;53;152423;0;0;0;0;6;12100
10.06.2020 12:00;64;367889;0;0;0;0;5;10080
10.06.2020 13:00;73;370940;0;0;0;0;6;12090
10.06.2020 14:00;72;323444;0;0;0;0;6;12100
10.06.2020 15:00;83;399250;0;0;0;0;6;12100
10.06.2020 16:00;112;522866;0;0;0;0;6;12090
10.06.2020 17:00;100;541932;0;0;0;0;5;10080
10.06.2020 18:00;52;170820;0;0;0;0;6;12110
10.06.2020 19:00;49;209550;0;0;0;0;4;8070
10.06.2020 20:00;29;103260;0;0;0;0;4;8070
10.06.2020 21:00;29;113401;0;0;0;0;4;8080
10.06.2020 22:00;22;141820;0;0;0;0;3;6050
10.06.2020 23:00;10;9780;0;0;0;0;2;4040
11.06.2020 00:00;6;31320;0;0;0;0;2;4030
11.06.2020 01:00;4;3160;0;0;0;0;0;0
11.06.2020 02:00;1;1060;0;0;0;0;0;0
11.06.2020 03:00;4;3190;0;0;0;0;0;0
11.06.2020 04:00;1;1310;0;0;0;0;0;0
11.06.2020 05:00;1;730;0;0;0;0;0;0
11.06.2020 06:00;3;2270;0;0;0;0;2;4030
11.06.2020 07:00;5;5930;0;0;0;0;2;4020
11.06.2020 08:00;7;7080;0;0;0;0;2;4040
11.06.2020 09:00;16;46420;0;0;0;0;2;4040
11.06.2020 10:00;31;99210;0;0;0;0;2;4030
11.06.2020 11:00;19;20400;0;0;0;0;2;4040
11.06.2020 12:00;24;69660;0;0;0;0;3;6040
11.06.2020 13:00;21;34880;0;0;0;0;4;8060
11.06.2020 14:00;30;72615;0;0;0;0;4;8050
11.06.2020 15:00;22;43280;0;0;0;0;4;8060
11.06.2020 16:00;25;88200;0;0;0;0;4;8080
11.06.2020 17:00;34;121550;0;0;0;0;4;8107
11.06.2020 18:00;28;112071;0;0;0;0;4;8060
11.06.2020 19:00;17;54510;0;0;0;0;4;8060
11.06.2020 20:00;26;35420;0;0;0;0;2;4040
11.06.2020 21:00;17;80320;0;0;0;0;2;4040
11.06.2020 22:00;15;32720;0;0;0;0;2;4030
11.06.2020 23:00;16;15380;0;0;0;0;2;4040
12.06.2020 00:00;4;3590;0;0;0;0;2;4040
12.06.2020 01:00;7;5050;0;0;0;0;0;0
12.06.2020 02:00;6;4620;0;0;0;0;0;0
12.06.2020 03:00;0;0;0;0;0;0;1;2010
12.06.2020 04:00;6;4980;0;0;0;0;0;0
12.06.2020 05:00;5;4600;0;0;0;0;3;6050
12.06.2020 06:00;7;5390;0;0;0;0;5;10080
12.06.2020 07:00;34;88742;0;0;0;0;6;12100
12.06.2020 08:00;55;196852;0;0;0;0;5;10100
12.06.2020 09:00;40;131461;0;0;0;0;6;12110
12.06.2020 10:00;39;183160;0;0;0;0;6;12100
12.06.2020 11:00;51;262750;0;0;0;0;6;12100
12.06.2020 12:00;69;267293;0;0;0;0;6;12143
12.06.2020 13:00;68;219940;0;0;0;0;6;12110
12.06.2020 14:00;71;339820;0;0;0;0;6;12080
12.06.2020 15:00;64;270401;0;0;0;0;6;12120
12.06.2020 16:00;56;160690;0;0;0;0;5;10090
12.06.2020 17:00;60;286921;0;0;0;0;6;12100
12.06.2020 18:00;56;206318;0;0;0;0;6;12090
12.06.2020 19:00;35;96280;0;0;0;0;4;8070
12.06.2020 20:00;25;45360;0;0;0;0;4;8070
12.06.2020 21:00;17;18590;0;0;0;0;4;8080
12.06.2020 22:00;14;17540;0;0;0;0;3;6060
12.06.2020 23:00;17;21792;0;0;0;0;2;4040
13.06.2020 00:00;11;9670;0;0;0;0;2;4020
13.06.2020 01:00;6;5660;0;0;0;0;0;0
13.06.2020 02:00;4;3420;0;0;0;0;0;0
13.06.2020 03:00;1;860;0;0;0;0;0;0
13.06.2020 04:00;3;2850;0;0;0;0;0;0
13.06.2020 05:00;2;1660;0;0;0;0;4;8070
13.06.2020 06:00;5;4090;0;0;0;0;4;8080
13.06.2020 07:00;7;28770;0;0;0;0;4;8080
13.06.2020 08:00;19;21020;0;0;0;0;4;8060
13.06.2020 09:00;32;64440;0;0;0;0;4;8070
13.06.2020 10:00;36;109920;0;0;0;0;4;8040
13.06.2020 11:00;43;183520;0;0;0;0;4;8080
13.06.2020 12:00;50;241914;0;0;0;0;5;11370
13.06.2020 13:00;43;150180;0;0;0;0;4;8080
13.06.2020 14:00;38;46286;0;0;0;0;5;9630
13.06.2020 15:00;47;86372;0;0;0;0;4;8070
13.06.2020 16:00;27;74690;0;0;0;0;3;6040
13.06.2020 17:00;38;45890;0;0;0;0;4;8080
13.06.2020 18:00;37;77810;0;0;0;0;4;8070
13.06.2020 19:00;30;52630;0;0;0;0;4;8080
13.06.2020 20:00;15;30850;0;0;0;0;3;6050
13.06.2020 21:00;19;143290;0;0;0;0;2;4030
13.06.2020 22:00;21;16060;0;0;0;0;2;4040
13.06.2020 23:00;13;12050;0;0;0;0;2;4040
14.06.2020 00:00;7;7050;0;0;0;0;2;4040
14.06.2020 01:00;7;6740;0;0;0;0;0;0
14.06.2020 02:00;2;1820;0;0;0;0;0;0
14.06.2020 03:00;2;2930;0;0;0;0;0;0
14.06.2020 04:00;1;680;0;0;0;0;0;0
14.06.2020 05:00;2;2040;0;0;0;0;0;0
14.06.2020 06:00;2;1270;0;0;0;0;2;4040
14.06.2020 07:00;2;1340;0;0;0;0;2;4030
14.06.2020 08:00;9;39050;0;0;0;0;2;4030
14.06.2020 09:00;14;17040;0;0;0;0;2;4040
14.06.2020 10:00;23;28860;0;0;0;0;2;4040
14.06.2020 11:00;29;134970;0;0;0;0;2;4030
14.06.2020 12:00;36;68750;0;0;0;0;3;6050
14.06.2020 13:00;26;112565;0;0;0;0;4;8070
14.06.2020 14:00;32;50746;0;0;0;0;4;8070
14.06.2020 15:00;32;100863;0;0;0;0;4;8080
14.06.2020 16:00;37;132950;0;0;0;0;4;8060
14.06.2020 17:00;27;132235;0;0;0;0;4;8070
14.06.2020 18:00;32;111620;0;0;0;0;4;8080
14.06.2020 19:00;30;117720;0;0;0;0;4;8060
14.06.2020 20:00;20;63200;0;0;0;0;2;4030
14.06.2020 21:00;19;19780;0;0;0;0;2;4030
14.06.2020 22:00;16;193055;0;0;0;0;2;4040
14.06.2020 23:00;1;810;0;0;0;0;2;4040
15.06.2020 00:00;1;1110;0;0;0;0;2;4030
15.06.2020 01:00;2;1820;0;0;0;0;0;0
15.06.2020 02:00;1;900;0;0;0;0;0;0
15.06.2020 03:00;0;0;0;0;0;0;1;2020
15.06.2020 04:00;2;1790;0;0;0;0;0;0
15.06.2020 05:00;8;6910;0;0;0;0;3;6060
15.06.2020 06:00;20;58560;0;0;0;0;6;12110
15.06.2020 07:00;60;299040;0;0;0;0;6;12100
15.06.2020 08:00;77;244972;0;0;0;0;6;12120
15.06.2020 09:00;48;286520;0;0;0;0;6;12120
15.06.2020 10:00;57;189373;0;0;0;0;6;12080
15.06.2020 11:00;56;198580;0;0;0;0;6;12110
15.06.2020 12:00;60;283262;0;0;0;0;6;12110
15.06.2020 13:00;50;181640;0;0;0;0;4;8060
15.06.2020 14:00;74;276230;0;0;0;0;6;12110
15.06.2020 15:00;92;464422;0;0;0;0;6;12110
15.06.2020 16:00;103;689986;0;0;0;0;6;12110
15.06.2020 17:00;80;248656;0;0;0;0;6;12090
15.06.2020 18:00;64;238410;0;0;0;0;6;12100
15.06.2020 19:00;38;152434;0;0;0;0;4;8060
15.06.2020 20:00;24;25170;0;0;0;0;4;8070
15.06.2020 21:00;15;69618;0;0;0;0;4;8070
15.06.2020 22:00;21;25920;0;0;0;0;3;6060
15.06.2020 23:00;8;6480;0;0;0;0;2;4040
16.06.2020 00:00;7;5340;0;0;0;0;2;4040
16.06.2020 01:00;4;3520;0;0;0;0;0;0
16.06.2020 02:00;1;1410;0;0;0;0;0;0
16.06.2020 03:00;2;1180;0;0;0;0;1;2020
16.06.2020 04:00;5;5000;0;0;0;0;0;0
16.06.2020 05:00;4;3580;0;0;0;0;3;6060
16.06.2020 06:00;24;34060;0;0;0;0;6;12110
16.06.2020 07:00;61;146700;0;0;0;0;6;12080
16.06.2020 08:00;75;473030;0;0;0;0;6;12090
16.06.2020 09:00;69;444532;0;0;0;0;6;12110
16.06.2020 10:00;46;77960;0;0;0;0;6;12100
16.06.2020 11:00;54;231868;0;0;0;0;6;12110
16.06.2020 12:00;63;230260;0;0;0;0;6;12120
16.06.2020 13:00;59;223690;0;0;0;0;6;12100
16.06.2020 14:00;75;204630;0;0;0;0;6;12100
16.06.2020 15:00;92;441387;0;0;0;0;6;12110
16.06.2020 16:00;126;803787;0;0;0;0;6;12100
16.06.2020 17:00;87;423363;0;0;0;0;6;12080
16.06.2020 18:00;101;499938;0;0;0;0;6;12080
16.06.2020 19:00;37;177927;0;0;0;0;4;8060
16.06.2020 20:00;27;38080;0;0;0;0;4;8060
16.06.2020 21:00;20;41370;0;0;0;0;4;8040
16.06.2020 22:00;18;36312;0;0;0;0;3;6060
16.06.2020 23:00;10;8390;0;0;0;0;2;4040
17.06.2020 00:00;3;2810;0;0;0;0;2;4040
17.06.2020 01:00;2;1690;0;0;0;0;0;0
17.06.2020 02:00;0;0;0;0;0;0;0;0
17.06.2020 03:00;4;3620;0;0;0;0;1;2010
17.06.2020 04:00;3;3540;0;0;0;0;0;0
17.06.2020 05:00;6;4670;0;0;0;0;2;4040
17.06.2020 06:00;19;58800;0;0;0;0;6;12110
17.06.2020 07:00;63;133830;0;0;0;0;6;12110
17.06.2020 08:00;81;299783;0;0;0;0;5;10100
17.06.2020 09:00;60;270104;0;0;0;0;5;10080
17.06.2020 10:00;53;190329;0;0;0;0;6;12110
17.06.2020 11:00;49;178001;0;0;0;0;6;12110
17.06.2020 12:00;68;248240;0;0;0;0;6;12100
17.06.2020 13:00;55;309920;0;0;0;0;6;12100
17.06.2020 14:00;80;447527;0;0;0;0;6;12090
17.06.2020 15:00;101;714130;0;0;0;0;6;12100
17.06.2020 16:00;103;690720;0;0;0;0;6;12090
17.06.2020 17:00;102;542021;0;0;0;0;6;12120
17.06.2020 18:00;63;341060;0;0;0;0;6;12110
17.06.2020 19:00;42;220001;0;0;0;0;4;8070
17.06.2020 20:00;45;92711;0;0;0;0;4;8070
17.06.2020 21:00;23;116860;0;0;0;0;3;6040
17.06.2020 22:00;17;67770;0;0;0;0;3;6060
17.06.2020 23:00;19;55130;0;0;0;0;2;4020
18.06.2020 00:00;3;2410;0;0;0;0;2;4040
18.06.2020 01:00;3;2100;0;0;0;0;0;0
18.06.2020 02:00;3;3060;0;0;0;0;0;0
18.06.2020 03:00;0;0;0;0;0;0;1;2020
18.06.2020 04:00;1;300;0;0;0;0;0;0
18.06.2020 05:00;3;4900;0;0;0;0;3;6050
18.06.2020 06:00;22;26120;0;0;0;0;6;12120
18.06.2020 07:00;58;175180;0;0;0;0;6;12110
18.06.2020 08:00;98;310316;0;0;0;0;5;10100
18.06.2020 09:00;75;362364;0;0;0;0;6;12120
18.06.2020 10:00;50;269910;0;0;0;0;6;12070
18.06.2020 11:00;73;92720;0;0;0;0;6;12110
18.06.2020 12:00;81;458954;0;0;0;0;6;12110
18.06.2020 13:00;65;395010;0;0;0;0;6;12141
18.06.2020 14:00;72;319400;0;0;0;0;5;10090
18.06.2020 15:00;96;487550;0;0;0;0;7;14100
18.06.2020 16:00;121;662032;0;0;0;0;5;10080
18.06.2020 17:00;105;514617;0;0;0;0;6;12110
18.06.2020 18:00;78;281490;0;0;0;0;6;12100
18.06.2020 19:00;41;85210;0;0;0;0;3;6060
18.06.2020 20:00;42;134480;0;0;0;0;3;6060
18.06.2020 21:00;15;29410;0;0;0;0;4;8080
18.06.2020 22:00;26;117409;0;0;0;0;3;6030
18.06.2020 23:00;15;14160;0;0;0;0;2;4040
19.06.2020 00:00;5;4920;0;0;0;0;2;4040
19.06.2020 01:00;5;4610;0;0;0;0;0;0
19.06.2020 02:00;1;1500;0;0;0;0;0;0
19.06.2020 03:00;2;2580;0;0;0;0;1;2020
19.06.2020 04:00;2;870;0;0;0;0;0;0
19.06.2020 05:00;2;1640;0;0;0;0;3;6060
19.06.2020 06:00;25;52630;0;0;0;0;6;12120
19.06.2020 07:00;40;98260;0;0;0;0;6;12080
19.06.2020 08:00;68;470510;0;0;0;0;6;12090
19.06.2020 09:00;42;217473;0;0;0;0;6;12161
19.06.2020 10:00;51;229900;0;0;0;0;7;14159
19.06.2020 11:00;60;244460;0;0;0;0;7;14120
19.06.2020 12:00;66;225770;0;0;0;0;6;12090
19.06.2020 13:00;75;323876;0;0;0;0;6;12090
19.06.2020 14:00;90;270525;0;0;0;0;5;10090
19.06.2020 15:00;95;420104;0;0;0;0;6;12110
19.06.2020 16:00;78;374596;0;0;0;0;6;12110
19.06.2020 17:00;77;316334;0;0;0;0;6;12110
19.06.2020 18:00;62;220742;0;0;0;0;6;12110
19.06.2020 19:00;64;298103;0;0;0;0;4;8070
19.06.2020 20:00;33;55680;0;0;0;0;4;8070
19.06.2020 21:00;21;21060;0;0;0;0;4;8070
19.06.2020 22:00;24;41894;0;0;0;0;3;6060
19.06.2020 23:00;25;68900;0;0;0;0;2;4040
20.06.2020 00:00;13;12545;0;0;0;0;2;4040
20.06.2020 01:00;12;22700;0;0;0;0;0;0
20.06.2020 02:00;1;930;0;0;0;0;0;0
20.06.2020 03:00;4;4030;0;0;0;0;0;0
20.06.2020 04:00;2;2210;0;0;0;0;0;0
20.06.2020 05:00;5;3820;0;0;0;0;4;8080
20.06.2020 06:00;8;7300;0;0;0;0;4;8070
20.06.2020 07:00;8;8050;0;0;0;0;4;8070
20.06.2020 08:00;20;26280;0;0;0;0;4;8080
20.06.2020 09:00;29;71520;0;0;0;0;4;8080
20.06.2020 10:00;39;109550;0;0;0;0;4;8080
20.06.2020 11:00;43;94940;0;0;0;0;4;8070
20.06.2020 12:00;65;354270;0;0;0;0;4;8080
20.06.2020 13:00;38;120440;0;0;0;0;4;8080
20.06.2020 14:00;54;247560;0;0;0;0;4;8070
20.06.2020 15:00;52;120589;0;0;0;0;4;8070
20.06.2020 16:00;42;77360;0;0;0;0;4;8080
20.06.2020 17:00;42;96000;0;0;0;0;4;8070
20.06.2020 18:00;31;31320;0;0;0;0;4;8060
20.06.2020 19:00;29;48240;0;0;0;0;4;8080
20.06.2020 20:00;34;77256;0;0;0;0;3;6040
20.06.2020 21:00;25;34300;0;0;0;0;2;4030
20.06.2020 22:00;19;18730;0;0;0;0;2;4040
20.06.2020 23:00;12;12460;0;0;0;0;2;4040
21.06.2020 00:00;15;32140;0;0;0;0;2;4040
21.06.2020 01:00;11;12050;0;0;0;0;0;0
21.06.2020 02:00;5;4190;0;0;0;0;0;0
