01.06.2020 00:00;Bel_TBS32;Vwz_TBS32;Bel_TBS38;Vwz_TBS38;Bel_TBS41;Vwz_TBS41;Bel_TF32;Vwz_TF32;Bel_TF38;Vwz_TF38;Bel_V111;Vwz_V111;Bel_V112;Vwz_V112;Bel_V21;Vwz_V21;Bel_V81;Vwz_V81;Bel_VK1_IO;Vwz_VK1_IO;Bel_VK2_IO;Vwz_VK2_IO;Bel_VK3_IO;Vwz_VK3_IO
02.01.2021 13:00;2;1800;5;4800;2;1200;1;600;1;600;134;1525800;126;1189200;167;1441200;101;636600;0;0;0;0;0;0
02.01.2021 14:00;0;0;1;600;2;1200;1;600;2;1200;113;1480200;110;1047600;178;1077600;112;617400;0;0;0;0;0;0
02.01.2021 15:00;1;600;3;3000;0;0;1;600;1;600;97;1363200;111;973800;175;1119000;111;657600;0;0;0;0;0;0
02.01.2021 16:00;3;1800;1;600;3;1800;2;1200;4;2400;113;1316400;111;1002000;170;1351200;99;807000;0;0;0;0;0;0
02.01.2021 17:00;4;2400;2;1200;0;0;0;0;0;0;114;1321800;122;874200;141;976200;106;844200;0;0;0;0;0;0
02.01.2021 18:00;5;3600;2;1200;0;0;3;1800;2;1200;105;1010400;114;675000;137;715800;87;548400;0;0;0;0;0;0
02.01.2021 19:00;0;0;3;2400;1;600;0;0;1;600;87;1032000;87;733200;111;481200;70;441600;0;0;0;0;0;0
02.01.2021 20:00;0;0;0;0;1;600;0;0;1;600;59;548400;78;228000;65;254400;46;214200;0;0;0;0;0;0
02.01.2021 21:00;0;0;0;0;0;0;0;0;0;0;47;311400;44;178800;52;167400;38;206400;0;0;0;0;0;0
02.01.2021 22:00;0;0;0;0;0;0;0;0;0;0;22;135600;20;86400;48;150000;14;103800;0;0;0;0;0;0
02.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;18;123000;20;78000;34;90000;17;101400;0;0;0;0;0;0
03.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;11;106800;13;46800;15;62400;12;48600;0;0;0;0;0;0
03.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;7;40800;5;17400;26;105600;11;48600;0;0;0;0;0;0
03.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;4;16800;6;7200;5;12000;5;18600;0;0;0;0;0;0
03.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;4;29400;6;13800;4;11400;7;39000;0;0;0;0;0;0
03.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;8;34800;8;19200;4;18600;6;39600;0;0;0;0;0;0
03.01.2021 05:00;0;0;0;0;0;0;0;0;0;0;10;51000;10;43800;12;32400;11;104400;0;0;0;0;0;0
03.01.2021 06:00;0;0;0;0;0;0;0;0;0;0;14;64800;13;29400;24;73200;9;72000;0;0;0;0;0;0
03.01.2021 07:00;0;0;0;0;0;0;0;0;0;0;13;99000;12;46200;23;54600;10;67200;0;0;0;0;0;0
03.01.2021 08:00;0;0;0;0;1;600;0;0;0;0;28;303000;34;190800;52;141600;27;111000;0;0;0;0;0;0
03.01.2021 09:00;1;600;0;0;0;0;0;0;0;0;38;428400;39;208200;75;314400;44;206400;0;0;0;0;0;0
03.01.2021 10:00;1;600;0;0;0;0;0;0;0;0;48;582000;59;324000;97;354600;64;229800;0;0;0;0;0;0
03.01.2021 11:00;2;1200;1;600;1;600;2;1200;0;0;63;841200;68;451800;125;711000;71;303000;0;0;0;0;0;0
03.01.2021 12:00;1;600;0;0;1;600;1;600;0;0;76;1162200;88;688200;124;729600;79;351600;0;0;0;0;0;0
03.01.2021 13:00;1;600;0;0;0;0;0;0;1;600;76;1220400;81;685800;129;777000;78;380400;0;0;0;0;0;0
03.01.2021 14:00;5;4800;0;0;1;600;0;0;0;0;80;1087800;82;643800;141;814800;89;423600;0;0;0;0;0;0
03.01.2021 15:00;0;0;1;600;0;0;1;600;3;2400;86;1112400;88;757800;124;913200;91;501600;0;0;0;0;0;0
03.01.2021 16:00;0;0;1;600;0;0;0;0;1;600;76;1020000;96;750000;96;836400;80;630600;0;0;0;0;0;0
03.01.2021 17:00;5;2400;0;0;2;1200;0;0;0;0;75;980400;94;726000;111;856800;82;493200;0;0;0;0;0;0
03.01.2021 18:00;1;600;0;0;3;1800;1;600;1;600;74;943800;85;669600;93;709200;72;428400;0;0;0;0;0;0
03.01.2021 19:00;0;0;1;600;0;0;0;0;3;3000;61;705000;68;415200;85;594600;54;309000;0;0;0;0;0;0
03.01.2021 20:00;1;600;0;0;0;0;0;0;0;0;43;579000;53;399000;63;526800;47;266400;0;0;0;0;0;0
03.01.2021 21:00;0;0;0;0;0;0;0;0;0;0;23;243000;26;129000;42;198000;27;154200;0;0;0;0;0;0
03.01.2021 22:00;0;0;1;600;0;0;0;0;1;600;16;191400;21;112800;27;79800;20;121200;0;0;0;0;0;0
03.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;13;90000;13;41400;14;44400;9;88800;0;0;0;0;0;0
04.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;3;21600;3;12600;19;68400;8;35400;0;0;0;0;0;0
04.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;4;42600;4;19800;11;45600;6;21600;0;0;0;0;0;0
04.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;3;12000;3;12000;5;19200;3;13800;0;0;0;0;0;0
04.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;6;34200;5;20400;5;13200;4;79800;0;0;0;0;0;0
04.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;9;100200;9;33000;21;91200;19;303600;0;0;0;0;0;0
04.01.2021 05:00;0;0;0;0;0;0;0;0;0;0;16;234000;17;89400;48;196800;49;441600;0;0;0;0;0;0
04.01.2021 06:00;1;600;1;600;0;0;0;0;2;1800;32;585000;37;294600;80;396600;63;622800;0;0;0;0;0;0
04.01.2021 07:00;1;600;0;0;0;0;1;600;1;600;50;811200;58;348000;118;729600;84;844200;0;0;0;0;0;0
04.01.2021 08:00;1;600;4;4800;2;1800;4;3000;3;2400;72;1105800;79;945000;128;852600;98;717000;0;0;0;0;0;0
04.01.2021 09:00;2;1200;4;2400;2;1200;4;2400;1;600;77;1567200;76;1231200;146;1236600;107;655800;0;0;0;0;0;0
04.01.2021 10:00;7;5400;9;7800;5;3000;7;4800;4;3600;90;1318800;83;1038000;164;1324200;129;821400;0;0;0;0;0;0
04.01.2021 11:00;1;600;0;0;0;0;2;1800;6;4800;116;1962000;89;1653000;170;1429800;104;838200;0;0;0;0;0;0
04.01.2021 12:00;3;1800;4;3000;1;600;4;2400;8;6600;97;1750800;92;1306200;158;1359000;104;815400;0;0;0;0;0;0
04.01.2021 13:00;1;600;4;3000;2;1200;1;600;5;3600;116;1759800;112;1540200;154;1368000;101;681000;0;0;0;0;0;0
04.01.2021 14:00;1;600;10;8400;10;9000;3;2400;7;4200;135;1986600;101;1677600;162;1692600;106;999000;0;0;0;0;0;0
04.01.2021 15:00;11;8400;8;5400;2;1200;14;11400;7;3600;131;2062800;99;1749000;177;1653000;117;1138800;0;0;0;0;0;0
04.01.2021 16:00;4;3000;7;4800;2;1200;3;2400;18;13200;152;2227200;116;1818600;165;1597200;104;1312800;0;0;0;0;0;0
04.01.2021 17:00;3;1800;0;0;7;6000;3;2400;6;4200;136;1845600;125;1426800;129;1205400;101;1067400;0;0;0;0;0;0
04.01.2021 18:00;2;1200;1;600;0;0;0;0;7;5400;136;1273800;137;960000;137;900600;91;703800;0;0;0;0;0;0
04.01.2021 19:00;2;1200;0;0;1;600;1;600;0;0;90;1102200;112;682800;110;783000;83;477600;0;0;0;0;0;0
04.01.2021 20:00;0;0;0;0;1;600;0;0;0;0;57;615600;53;241800;89;371400;51;245400;0;0;0;0;0;0
04.01.2021 21:00;0;0;0;0;1;600;0;0;0;0;37;258000;32;104400;63;273000;32;182400;0;0;0;0;0;0
04.01.2021 22:00;0;0;0;0;0;0;1;600;0;0;30;240600;28;96000;40;133800;22;141600;0;0;0;0;0;0
04.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;10;111000;11;23400;30;90600;17;75600;0;0;0;0;0;0
05.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;14;84600;12;22800;16;49800;4;16800;0;0;0;0;0;0
05.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;5;34800;4;15600;11;54600;7;23400;0;0;0;0;0;0
05.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;6;27000;4;12000;7;18600;6;21600;0;0;0;0;0;0
05.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;12;113400;11;33600;9;16200;11;345600;0;0;0;0;0;0
05.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;7;92400;6;16800;17;48000;23;331800;0;0;0;0;0;0
05.01.2021 05:00;0;0;0;0;0;0;1;600;0;0;19;163800;20;61200;43;174600;39;288000;0;0;0;0;0;0
05.01.2021 06:00;1;600;0;0;0;0;0;0;0;0;50;569400;57;180600;87;386400;56;502800;0;0;0;0;0;0
05.01.2021 07:00;1;600;0;0;0;0;0;0;4;3000;60;844800;59;453600;103;719400;90;610200;0;0;0;0;0;0
05.01.2021 08:00;1;600;6;5400;2;1200;0;0;1;600;83;1164000;76;961200;143;1022400;85;735600;0;0;0;0;0;0
05.01.2021 09:00;4;3000;1;1800;1;600;6;5400;0;0;99;1636800;90;1156800;152;1187400;106;939600;0;0;0;0;0;0
05.01.2021 10:00;5;3600;1;600;0;0;3;2400;2;1200;114;1942200;104;1621800;163;1412400;110;1032000;0;0;0;0;0;0
05.01.2021 11:00;4;3600;7;4800;5;3000;2;1200;5;3600;108;1744800;114;1386000;169;1392000;108;855600;0;0;0;0;0;0
05.01.2021 12:00;4;3000;12;11400;3;1800;2;600;9;8400;97;1502400;94;1256400;163;1374000;95;602400;0;0;0;0;0;0
05.01.2021 13:00;5;3600;3;4200;4;3000;8;6000;8;6600;102;1554000;86;1168200;155;1311000;106;683400;0;0;0;0;0;0
05.01.2021 14:00;1;600;1;600;0;0;6;3600;2;1200;123;1906800;103;1736400;175;1747800;105;1159800;0;0;0;0;0;0
05.01.2021 15:00;2;1800;4;3600;3;1800;6;4800;6;4200;142;2136000;112;1888200;153;1648800;99;944400;0;0;0;0;0;0
05.01.2021 16:00;6;4200;2;1200;1;600;7;4800;6;4800;139;2157600;111;1927200;148;1728000;115;1098600;0;0;0;0;0;0
05.01.2021 17:00;4;3600;2;1800;2;1200;8;5400;2;1200;164;1822200;136;1599000;137;1551600;115;985200;0;0;0;0;0;0
05.01.2021 18:00;12;11400;10;9600;2;1200;3;1800;2;1200;89;1520400;95;1291200;129;1054800;94;766800;0;0;0;0;0;0
05.01.2021 19:00;1;600;1;600;0;0;0;0;3;1800;58;1164000;82;885000;114;803400;73;505200;0;0;0;0;0;0
05.01.2021 20:00;0;0;0;0;0;0;0;0;0;0;47;650400;54;355800;71;343200;47;349200;0;0;0;0;0;0
05.01.2021 21:00;0;0;0;0;0;0;0;0;0;0;36;433800;41;237000;48;222000;35;219600;0;0;0;0;0;0
05.01.2021 22:00;0;0;0;0;0;0;0;0;0;0;35;290400;38;187800;46;181200;24;190800;0;0;0;0;0;0
05.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;16;169800;19;86400;25;112200;18;111600;0;0;0;0;0;0
06.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;2;13800;3;7800;16;58200;8;23400;0;0;0;0;0;0
06.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;5;55800;6;18600;12;43800;6;20400;0;0;0;0;0;0
06.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;3;20400;4;10800;4;8400;3;9600;0;0;0;0;0;0
06.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;5;37800;5;20400;10;25200;4;52800;0;0;0;0;0;0
06.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;11;114000;9;28200;20;55200;20;253200;0;0;0;0;0;0
06.01.2021 05:00;0;0;0;0;0;0;1;600;0;0;16;169800;18;68400;42;160200;46;355200;0;0;0;0;0;0
06.01.2021 06:00;1;600;0;0;2;1200;0;0;0;0;36;601800;42;368400;85;375000;61;441600;0;0;0;0;0;0
06.01.2021 07:00;1;600;0;0;0;0;1;600;0;0;54;904200;53;543600;100;720000;100;629400;0;0;0;0;0;0
06.01.2021 08:00;3;1800;3;1800;2;1200;0;0;4;2400;75;1528200;84;1146000;128;1067400;94;684600;0;0;0;0;0;0
06.01.2021 09:00;1;600;2;1200;3;2400;2;1800;2;1200;81;1651200;78;1222200;142;1119000;108;889200;0;0;0;0;0;0
06.01.2021 10:00;3;1800;4;3600;1;600;0;0;2;1200;101;1627800;84;1234200;151;1295400;109;790200;0;0;0;0;0;0
06.01.2021 11:00;1;600;1;3600;5;4200;1;600;4;3000;113;1724400;96;1341600;160;1347000;110;913200;0;0;0;0;0;0
06.01.2021 12:00;0;0;1;600;2;1200;1;600;3;1800;100;1560600;92;1252800;164;1562400;101;761400;0;0;0;0;0;0
06.01.2021 13:00;4;2400;7;6000;3;2400;3;1800;8;6000;113;1792200;106;1370400;145;1310400;111;894600;0;0;0;0;0;0
06.01.2021 14:00;2;1200;2;1200;2;1200;3;2400;4;2400;119;2043000;97;1796400;152;1595400;96;728400;0;0;0;0;0;0
06.01.2021 15:00;3;2400;4;3000;2;1200;5;3600;5;3600;121;2116200;91;1954200;165;1585800;108;1052400;0;0;0;0;0;0
06.01.2021 16:00;4;2400;5;3600;3;1800;6;4800;2;1200;143;1981200;111;1811400;140;1295400;104;1029000;0;0;0;0;0;0
06.01.2021 17:00;2;1200;1;600;1;600;2;1200;2;1800;139;1801200;125;1492200;133;1331400;111;1192800;0;0;0;0;0;0
06.01.2021 18:00;2;1200;0;0;2;1200;0;0;0;0;94;1071000;112;837000;144;948600;82;608400;0;0;0;0;0;0
06.01.2021 19:00;0;0;2;1200;1;600;0;0;3;1800;87;951600;81;636600;113;700800;68;495600;0;0;0;0;0;0
06.01.2021 20:00;1;600;0;0;2;1200;1;600;0;0;39;440400;53;301800;97;353400;53;258000;0;0;0;0;0;0
06.01.2021 21:00;0;0;0;0;0;0;0;0;1;600;56;416400;60;315600;59;201000;46;245400;0;0;0;0;0;0
06.01.2021 22:00;0;0;0;0;0;0;0;0;0;0;27;282600;36;111600;41;122400;23;108000;0;0;0;0;0;0
06.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;15;109800;20;48000;39;124200;18;88200;0;0;0;0;0;0
07.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;2;10200;3;3600;21;54000;7;35400;0;0;0;0;0;0
07.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;3;13800;2;6600;12;58200;5;22800;0;0;0;0;0;0
07.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;5;31200;5;12600;5;10800;9;25200;0;0;0;0;0;0
07.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;12;33600;8;22800;6;13800;3;29400;0;0;0;0;0;0
07.01.2021 04:00;1;600;0;0;0;0;0;0;0;0;7;85200;10;18000;19;55800;17;178800;0;0;0;0;0;0
07.01.2021 05:00;0;0;0;0;0;0;2;1800;0;0;13;205200;22;73200;43;145200;45;294000;0;0;0;0;0;0
07.01.2021 06:00;0;0;0;0;3;3000;0;0;0;0;44;652800;58;274200;82;469200;68;505800;0;0;0;0;0;0
07.01.2021 07:00;1;600;0;0;0;0;1;600;0;0;64;1165200;77;658200;124;711000;91;662400;0;0;0;0;0;0
07.01.2021 08:00;1;600;13;11400;0;0;1;600;4;2400;73;1509000;68;1260600;123;1143600;106;806400;0;0;0;0;0;0
07.01.2021 09:00;1;600;4;4200;4;2400;1;600;8;6600;90;1602600;99;1136400;138;1091400;97;690600;0;0;0;0;0;0
07.01.2021 10:00;0;0;8;10800;6;3600;2;1200;9;7800;93;1707600;94;1296600;141;1326000;117;829800;0;0;0;0;0;0
07.01.2021 11:00;1;600;4;4200;0;0;1;600;6;4200;115;1890000;121;1437600;165;1480200;123;966600;0;0;0;0;0;0
07.01.2021 12:00;1;600;8;10800;3;1800;4;3000;12;9600;127;1813800;105;1462800;155;1498200;122;954000;0;0;0;0;0;0
07.01.2021 13:00;3;2400;1;600;2;1200;10;8400;2;1200;126;1761000;114;1695600;154;1403400;121;880200;0;0;0;0;0;0
07.01.2021 14:00;5;3600;4;4200;4;2400;6;4800;8;7200;137;2058000;95;1770000;158;1622400;103;1006800;0;0;0;0;0;0
07.01.2021 15:00;3;1800;3;1800;4;2400;2;1200;5;3600;133;2191800;88;2040600;156;1699800;106;930600;0;0;0;0;0;0
07.01.2021 16:00;2;1200;19;21000;3;1800;2;1800;14;12000;149;2151600;132;2034600;138;1590000;107;1234800;0;0;0;0;0;0
07.01.2021 17:00;4;3000;1;600;1;600;4;2400;2;1800;144;1836000;130;1409400;152;1368600;124;1015800;0;0;0;0;0;0
07.01.2021 18:00;2;1200;4;2400;0;0;4;3000;1;600;80;1803600;89;1455000;129;1141200;73;785400;0;0;0;0;0;0
07.01.2021 19:00;0;0;0;0;1;600;0;0;0;0;61;963000;78;765000;116;751800;66;396600;0;0;0;0;0;0
07.01.2021 20:00;0;0;0;0;0;0;0;0;0;0;50;641400;49;475800;84;823200;60;369000;0;0;0;0;0;0
07.01.2021 21:00;0;0;0;0;0;0;0;0;0;0;40;499800;42;243000;58;261000;37;201000;0;0;0;0;0;0
07.01.2021 22:00;0;0;0;0;0;0;0;0;0;0;32;363600;37;174600;48;212400;34;175200;0;0;0;0;0;0
07.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;13;196200;15;78600;35;117000;22;120600;0;0;0;0;0;0
08.01.2021 00:00;0;0;1;600;0;0;0;0;1;600;8;102600;8;31200;20;181200;15;661200;0;0;0;0;0;0
08.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;3;49200;3;16200;13;63000;14;68400;0;0;0;0;0;0
08.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;3;40200;3;14400;5;10800;25;325200;0;0;0;0;0;0
08.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;6;106800;6;25200;15;48000;18;466200;0;0;0;0;0;0
08.01.2021 04:00;2;1200;0;0;0;0;0;0;0;0;8;119400;8;33000;30;111000;40;367800;0;0;0;0;0;0
08.01.2021 05:00;0;0;0;0;0;0;2;1800;0;0;17;252000;21;84600;79;564600;76;400200;0;0;0;0;0;0
08.01.2021 06:00;0;0;0;0;2;1800;0;0;0;0;34;483000;40;201600;77;483000;85;510000;0;0;0;0;0;0
08.01.2021 07:00;2;1200;2;1200;0;0;1;600;0;0;49;858600;56;532800;116;830400;90;644400;0;0;0;0;0;0
08.01.2021 08:00;1;600;1;600;1;600;1;600;3;1800;64;1603200;86;1257600;132;1163400;111;861600;0;0;0;0;0;0
08.01.2021 09:00;2;1200;3;2400;1;600;2;1200;2;1200;79;1596000;85;1245000;125;1058400;101;849600;0;0;0;0;0;0
08.01.2021 10:00;5;3600;0;0;2;1200;4;3000;0;0;88;1770000;78;1430400;146;1424400;104;716400;0;0;0;0;0;0
08.01.2021 11:00;3;1800;4;4200;6;4800;5;3000;10;10200;90;1673400;101;1209600;166;1541400;116;1128000;0;0;0;0;0;0
08.01.2021 12:00;5;3600;5;3600;3;2400;5;3000;4;2400;108;1932000;105;1335000;185;1412400;129;899400;0;0;0;0;0;0
08.01.2021 13:00;3;1800;12;10800;4;3600;3;2400;7;5400;117;1916400;108;1530600;143;1480200;106;847800;0;0;0;0;0;0
08.01.2021 14:00;3;1800;2;1200;0;0;2;1200;5;3600;121;1914600;102;1713600;145;1560000;98;645600;0;0;0;0;0;0
08.01.2021 15:00;2;1200;0;0;2;1200;2;1200;3;2400;114;2145600;87;1825200;162;1529400;117;1147200;0;0;0;0;0;0
08.01.2021 16:00;0;0;3;2400;3;1800;1;600;3;2400;114;1926000;106;1654800;157;1675800;101;894600;0;0;0;0;0;0
08.01.2021 17:00;1;600;3;4200;4;3000;2;1200;4;3000;75;1957200;89;1638600;137;1420200;107;1096200;0;0;0;0;0;0
08.01.2021 18:00;4;2400;3;2400;1;600;6;4200;2;1200;82;1761000;111;1414200;131;1131600;99;919200;0;0;0;0;0;0
08.01.2021 19:00;3;2400;0;0;0;0;0;0;0;0;62;1107600;90;741000;107;812400;71;528600;0;0;0;0;0;0
08.01.2021 20:00;0;0;0;0;0;0;0;0;0;0;47;627000;56;370800;78;315000;55;371400;0;0;0;0;0;0
08.01.2021 21:00;0;0;1;600;0;0;0;0;1;600;41;480600;51;226800;69;325200;43;274800;0;0;0;0;0;0
08.01.2021 22:00;5;4200;0;0;0;0;2;1800;0;0;39;473400;46;201600;54;229800;27;222600;0;0;0;0;0;0
08.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;16;221400;17;85800;37;130200;18;113400;0;0;0;0;0;0
09.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;10;197400;15;138600;24;82200;10;46800;0;0;0;0;0;0
09.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;11;75000;11;37800;16;57000;16;55800;0;0;0;0;0;0
09.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;6;36000;6;22200;4;8400;5;19800;0;0;0;0;0;0
09.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;3;22200;3;13800;14;33000;7;50400;0;0;0;0;0;0
09.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;5;97800;6;82200;13;89400;15;141000;0;0;0;0;0;0
09.01.2021 05:00;0;0;0;0;0;0;0;0;0;0;17;172800;19;79200;26;81000;18;174000;0;0;0;0;0;0
09.01.2021 06:00;0;0;0;0;1;600;0;0;0;0;18;196200;18;103200;32;120600;23;153000;0;0;0;0;0;0
09.01.2021 07:00;0;0;0;0;0;0;0;0;0;0;27;388200;37;160200;61;269400;48;265800;0;0;0;0;0;0
09.01.2021 08:00;0;0;0;0;0;0;0;0;0;0;48;577200;59;316200;93;424800;56;237000;0;0;0;0;0;0
09.01.2021 09:00;3;1800;0;0;0;0;3;1800;2;1800;58;1078800;66;558000;132;782400;81;418800;0;0;0;0;0;0
09.01.2021 10:00;3;1800;0;0;0;0;3;2400;2;1800;95;1351800;94;862200;157;1137600;116;628800;0;0;0;0;0;0
09.01.2021 11:00;6;3600;1;600;1;600;6;5400;2;1800;119;1458000;114;1080000;182;1442400;117;964200;0;0;0;0;0;0
09.01.2021 12:00;5;3000;7;5400;0;0;5;3000;7;4200;133;1799400;124;1293000;182;1409400;121;823800;0;0;0;0;0;0
09.01.2021 13:00;4;2400;3;3600;1;600;2;1200;11;12000;120;1453800;122;1186200;176;1353000;120;708600;0;0;0;0;0;0
09.01.2021 14:00;4;3000;4;4200;0;0;7;5400;1;600;122;1500000;98;1374000;167;1294800;105;735000;0;0;0;0;0;0
09.01.2021 15:00;0;0;1;600;7;6600;5;3600;5;3000;103;1454400;113;1133400;166;1183200;95;702600;0;0;0;0;0;0
09.01.2021 16:00;3;1800;5;3600;0;0;3;2400;1;600;103;1367400;97;1021200;174;1236000;114;636600;0;0;0;0;0;0
09.01.2021 17:00;1;600;3;2400;0;0;0;0;2;1200;119;1439400;126;1041000;146;1008000;95;765000;0;0;0;0;0;0
09.01.2021 18:00;3;2400;0;0;0;0;1;600;1;600;95;975600;97;688800;130;711000;102;537600;0;0;0;0;0;0
09.01.2021 19:00;0;0;3;3600;1;600;0;0;6;4200;84;676800;94;441000;106;540600;64;373200;0;0;0;0;0;0
09.01.2021 20:00;0;0;0;0;0;0;0;0;1;600;66;636000;74;345600;81;331200;48;234600;0;0;0;0;0;0
09.01.2021 21:00;0;0;0;0;0;0;0;0;0;0;44;390600;56;204600;64;234600;43;303600;0;0;0;0;0;0
09.01.2021 22:00;0;0;0;0;1;600;0;0;0;0;40;223200;40;94800;42;126000;26;156000;0;0;0;0;0;0
09.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;28;180600;27;96600;50;155400;24;159600;0;0;0;0;0;0
10.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;15;82200;13;32400;39;117600;11;47400;0;0;0;0;0;0
10.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;8;62400;9;19200;19;67800;11;46800;0;0;0;0;0;0
10.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;7;37800;8;13200;7;27000;6;19800;0;0;0;0;0;0
10.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;5;17400;4;10200;9;30000;10;45600;0;0;0;0;0;0
10.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;6;36000;4;15000;9;29400;3;72600;0;0;0;0;0;0
10.01.2021 05:00;0;0;0;0;0;0;0;0;0;0;11;75600;12;27600;13;28800;9;91200;0;0;0;0;0;0
10.01.2021 06:00;0;0;0;0;0;0;0;0;1;600;13;94200;9;30000;21;67800;13;84600;0;0;0;0;0;0
10.01.2021 07:00;0;0;0;0;0;0;0;0;0;0;17;200400;17;91200;19;56400;17;102000;0;0;0;0;0;0
10.01.2021 08:00;0;0;0;0;0;0;0;0;0;0;25;295800;29;108000;46;148800;33;114600;0;0;0;0;0;0
10.01.2021 09:00;2;1200;0;0;0;0;0;0;0;0;36;465600;40;181200;82;319200;54;166800;0;0;0;0;0;0
10.01.2021 10:00;0;0;0;0;1;600;0;0;0;0;59;730200;67;417000;113;418800;59;250200;0;0;0;0;0;0
10.01.2021 11:00;0;0;1;600;2;1200;1;600;1;600;86;1094400;81;757200;125;651000;71;891600;0;0;0;0;0;0
10.01.2021 12:00;0;0;2;2400;0;0;2;1800;2;1200;104;1178400;95;769200;163;748800;132;706800;0;0;0;0;0;0
10.01.2021 13:00;6;3600;0;0;3;1800;4;3000;2;1200;112;1385400;109;977400;167;999000;79;670200;0;0;0;0;0;0
10.01.2021 14:00;1;600;2;1200;3;1800;3;2400;3;1800;121;1280400;109;1175400;165;1136400;122;782400;0;0;0;0;0;0
10.01.2021 15:00;2;1200;3;1800;3;1800;0;0;5;5400;100;1324800;96;1036800;165;1067400;119;585600;0;0;0;0;0;0
10.01.2021 16:00;2;1200;2;1200;0;0;1;600;1;600;88;1242600;89;834000;181;1033800;126;668400;0;0;0;0;0;0
10.01.2021 17:00;1;600;1;600;2;1200;1;600;3;1800;109;1001400;111;750000;146;975600;121;753000;0;0;0;0;0;0
10.01.2021 18:00;0;0;2;1800;3;1800;0;0;2;1200;96;975600;102;622200;102;752400;78;558600;0;0;0;0;0;0
10.01.2021 19:00;1;600;0;0;0;0;0;0;0;0;61;626400;67;363000;108;415800;65;336600;0;0;0;0;0;0
10.01.2021 20:00;0;0;0;0;0;0;1;600;0;0;58;552000;57;286800;59;266400;44;318600;0;0;0;0;0;0
10.01.2021 21:00;0;0;0;0;0;0;0;0;1;600;32;257400;30;88800;49;204600;35;159000;0;0;0;0;0;0
10.01.2021 22:00;0;0;0;0;0;0;0;0;0;0;30;214800;35;95400;33;123600;21;138000;0;0;0;0;0;0
10.01.2021 23:00;0;0;0;0;0;0;0;0;0;0;11;124800;11;32400;20;57000;13;111000;0;0;0;0;0;0
11.01.2021 00:00;0;0;0;0;0;0;0;0;0;0;4;5400;3;6000;17;57000;10;39600;0;0;0;0;0;0
11.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;6;50400;6;15600;12;60000;8;30000;0;0;0;0;0;0
11.01.2021 02:00;0;0;0;0;0;0;0;0;0;0;6;34200;7;21600;4;12000;3;13200;0;0;0;0;0;0
11.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;6;18000;7;11400;9;26400;5;22800;0;0;0;0;0;0
11.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;4;27600;5;10800;20;49200;17;252000;0;0;0;0;0;0
11.01.2021 05:00;0;0;0;0;0;0;2;1800;0;0;18;265200;17;43200;55;201000;42;285000;0;0;0;0;0;0
