01.06.2020 00:00;Bel_TBS32;Vwz_TBS32;Bel_TBS38;Vwz_TBS38;Bel_TBS41;Vwz_TBS41;Bel_TF32;Vwz_TF32;Bel_TF38;Vwz_TF38;Bel_V111;Vwz_V111;Bel_V112;Vwz_V112;Bel_V21;Vwz_V21;Bel_V81;Vwz_V81;Bel_VK1_IO;Vwz_VK1_IO;Bel_VK2_IO;Vwz_VK2_IO;Bel_VK3_IO;Vwz_VK3_IO
01.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;23;175200;19;89400;34;126600;19;81000;0;0;0;0;0;0
01.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;20;141600;20;60000;37;99000;20;67200;0;0;0;0;0;0
01.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;24;61200;11;32400;7;34800;11;43800;0;0;0;0;0;0
01.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;5;30000;5;13200;7;12000;2;39000;0;0;0;0;0;0
01.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;3;19200;3;12600;9;21000;6;53400;0;0;0;0;0;0
01.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;6;49800;8;20400;12;41400;8;41400;0;0;0;0;0;0
01.06.2020 06:00;0;0;1;600;0;0;0;0;1;600;6;50400;7;33000;23;66600;15;40800;0;0;0;0;0;0
01.06.2020 07:00;0;0;1;600;0;0;0;0;1;600;22;230400;47;96000;45;121800;27;81600;0;0;0;0;0;0
01.06.2020 08:00;0;0;2;1200;2;1200;0;0;0;0;32;374400;41;161400;72;326400;50;138600;0;0;0;0;0;0
01.06.2020 09:00;0;0;0;0;1;600;4;3600;1;600;50;632400;63;348000;139;562800;102;408600;0;0;0;0;0;0
01.06.2020 10:00;2;1200;1;600;0;0;1;600;1;600;88;1198200;126;1051200;169;998400;110;624600;0;0;0;0;0;0
01.06.2020 11:00;1;600;0;0;4;3000;0;0;3;2400;101;1570800;90;1882800;161;1401000;120;729000;0;0;0;0;0;0
01.06.2020 12:00;1;600;3;2400;4;2400;1;600;2;1800;27;3094200;132;1249800;150;1444200;108;807000;0;0;0;0;0;0
01.06.2020 13:00;0;0;6;5400;3;1800;2;1200;3;1800;60;1876200;86;931800;162;1021200;118;601800;0;0;0;0;0;0
01.06.2020 14:00;1;600;5;4200;3;1800;2;1200;8;7800;65;2250000;105;1019400;199;1246800;144;685800;0;0;0;0;0;0
01.06.2020 15:00;5;4200;10;7200;11;9000;2;1200;19;15600;94;1454400;113;1002000;194;1201800;140;784800;0;0;0;0;0;0
01.06.2020 16:00;6;5400;0;0;9;7800;2;1800;6;5400;20;3208800;107;979200;133;1453800;126;905400;0;0;0;0;0;0
01.06.2020 17:00;1;600;14;14400;2;1200;2;1800;14;13200;97;1440600;104;1110600;177;919200;141;640800;0;0;0;0;0;0
01.06.2020 18:00;2;1200;1;600;5;3600;11;9000;3;1800;64;2704200;102;1178400;164;1381200;119;989400;0;0;0;0;0;0
01.06.2020 19:00;2;1800;2;1200;3;1800;5;4800;3;2400;80;1260000;95;875400;163;965400;99;378000;0;0;0;0;0;0
01.06.2020 20:00;1;600;0;0;1;600;2;1200;0;0;87;966600;74;741600;144;638400;90;365400;0;0;0;0;0;0
01.06.2020 21:00;0;0;1;600;0;0;0;0;1;600;58;755400;73;539400;108;531000;60;352800;0;0;0;0;0;0
01.06.2020 22:00;0;0;1;600;2;1200;0;0;1;600;74;736800;75;424800;72;319800;38;168600;0;0;0;0;0;0
01.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;36;270600;35;123600;46;193200;22;109200;0;0;0;0;0;0
02.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;22;171000;28;89400;23;205800;9;33000;0;0;0;0;0;0
02.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;13;68400;10;37200;14;43800;6;22800;0;0;0;0;0;0
02.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;1;12600;1;3600;3;7200;4;12000;0;0;0;0;0;0
02.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;8;54600;8;31200;13;25800;5;81000;0;0;0;0;0;0
02.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;12;82200;10;24000;23;62400;16;157800;0;0;0;0;0;0
02.06.2020 05:00;1;600;0;0;0;0;1;600;0;0;20;332400;26;193800;63;229200;45;190200;0;0;0;0;0;0
02.06.2020 06:00;3;2400;0;0;3;3000;1;600;0;0;48;703800;56;316800;123;655800;83;402600;0;0;0;0;0;0
02.06.2020 07:00;2;1200;10;9000;5;4200;3;2400;10;6000;98;1630800;112;1257000;204;1483200;126;909000;0;0;0;0;0;0
02.06.2020 08:00;1;600;3;1800;10;9600;0;0;6;5400;100;1559400;89;1099800;171;1503600;132;1094400;0;0;0;0;0;0
02.06.2020 09:00;16;15600;9;7800;2;1200;9;7800;11;8400;104;1755600;100;1355400;201;1552800;153;1140000;0;0;0;0;0;0
02.06.2020 10:00;2;1200;1;600;2;1200;3;1800;3;3000;121;2001600;83;2098200;193;1946400;115;1474200;0;0;0;0;0;0
02.06.2020 11:00;3;1800;7;5400;3;1800;4;2400;9;5400;98;2475600;66;2365200;164;2043600;111;1383600;0;0;0;0;0;0
02.06.2020 12:00;4;2400;2;1200;2;1200;11;8400;10;6600;37;3003600;88;2193000;169;2083200;112;1615200;0;0;0;0;0;0
02.06.2020 13:00;3;2400;7;6600;3;1800;3;2400;23;20400;70;2800800;81;2192400;173;1826400;107;1318800;0;0;0;0;0;0
02.06.2020 14:00;5;3600;22;19200;7;5400;2;1200;17;15600;83;2880000;88;2104800;171;1855800;122;1392600;0;0;0;0;0;0
02.06.2020 15:00;1;600;9;10200;2;1200;11;9000;12;9000;119;2359800;88;2113800;173;1722000;132;1216800;0;0;0;0;0;0
02.06.2020 16:00;5;3600;19;16200;3;1800;6;4200;12;10800;112;2718000;99;2559000;199;1818600;115;1490400;0;0;0;0;0;0
02.06.2020 17:00;4;2400;4;2400;6;3600;1;600;11;7800;130;2239800;107;2158200;216;1773600;114;1418400;0;0;0;0;0;0
02.06.2020 18:00;6;4200;12;10200;5;3000;12;9000;11;7800;77;2716800;91;2026800;189;1802400;111;1188600;0;0;0;0;0;0
02.06.2020 19:00;1;600;4;2400;5;3000;1;600;9;7800;86;2219400;110;1343400;170;1306800;121;708600;0;0;0;0;0;0
02.06.2020 20:00;3;2400;2;1200;5;3000;0;0;3;1800;89;1180800;86;959400;149;814200;78;446400;0;0;0;0;0;0
02.06.2020 21:00;4;3000;0;0;1;600;3;1800;0;0;68;804000;68;531600;108;627600;66;304200;0;0;0;0;0;0
02.06.2020 22:00;0;0;0;0;0;0;2;1800;1;600;65;606000;79;301800;87;449400;47;229800;0;0;0;0;0;0
02.06.2020 23:00;1;600;0;0;0;0;0;0;0;0;33;226800;26;120000;42;132600;24;130200;0;0;0;0;0;0
03.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;18;117000;18;93000;30;113400;11;41400;0;0;0;0;0;0
03.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;8;23400;6;16200;19;100200;9;27000;0;0;0;0;0;0
03.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;9;56400;11;27000;11;26400;4;15000;0;0;0;0;0;0
03.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;4;27000;3;10800;15;29400;3;23400;0;0;0;0;0;0
03.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;8;64200;6;28200;23;61200;16;203400;0;0;0;0;0;0
03.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;25;278400;27;228600;47;167400;43;197400;0;0;0;0;0;0
03.06.2020 06:00;1;600;1;600;0;0;2;1200;1;600;43;628200;69;325800;111;565800;95;431400;0;0;0;0;0;0
03.06.2020 07:00;6;4200;11;11400;6;4200;4;3600;16;11400;86;1662000;80;1305000;147;1475400;104;936000;0;0;0;0;0;0
03.06.2020 08:00;4;3000;19;25200;2;1200;6;4800;13;9600;104;1888200;108;1557000;168;1377600;129;1247400;0;0;0;0;0;0
03.06.2020 09:00;3;1800;7;6600;6;4200;2;1800;8;7200;107;1819800;99;1371000;205;1682400;114;1189800;0;0;0;0;0;0
03.06.2020 10:00;19;16800;8;5400;5;3600;10;7200;7;4200;94;2035200;87;1605000;192;1710000;131;1119000;0;0;0;0;0;0
03.06.2020 11:00;4;3600;5;4200;3;1800;6;5400;11;8400;108;2236800;91;2110200;164;1816200;115;1079400;0;0;0;0;0;0
03.06.2020 12:00;6;3600;3;3000;7;4800;5;3000;2;1200;90;2323800;102;2035800;161;1906200;119;1158600;0;0;0;0;0;0
03.06.2020 13:00;2;1200;4;2400;11;9000;1;600;11;9000;85;2865600;85;2191800;167;1751400;102;1381200;0;0;0;0;0;0
03.06.2020 14:00;25;24600;1;3000;6;4800;14;12600;8;5400;136;2331600;98;2157600;182;1655400;130;1024200;0;0;0;0;0;0
03.06.2020 15:00;20;18000;14;13800;5;3000;5;3600;4;2400;129;2119200;98;1946400;199;1744800;128;1026600;0;0;0;0;0;0
03.06.2020 16:00;7;4200;12;11400;6;3600;5;3600;23;17400;184;2578200;98;2486400;187;1821600;123;1312200;0;0;0;0;0;0
03.06.2020 17:00;9;6600;13;17400;2;1200;4;2400;13;9600;166;2503200;86;2492400;184;1887600;127;1201200;0;0;0;0;0;0
03.06.2020 18:00;6;4200;18;16800;5;3000;2;1200;5;3600;157;2162400;113;1869600;170;1588800;125;1069200;0;0;0;0;0;0
03.06.2020 19:00;2;1200;1;600;2;1200;0;0;1;600;114;1534800;101;1185600;160;1251600;88;582000;0;0;0;0;0;0
03.06.2020 20:00;1;600;0;0;0;0;1;600;2;600;92;1220400;89;898800;157;942600;66;306000;0;0;0;0;0;0
03.06.2020 21:00;0;0;0;0;2;1200;0;0;2;1800;75;946800;78;540600;81;461400;41;234000;0;0;0;0;0;0
03.06.2020 22:00;0;0;1;600;1;600;2;1800;1;600;61;427800;56;219000;77;382200;31;160800;0;0;0;0;0;0
03.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;35;325800;30;190800;45;135000;22;120600;0;0;0;0;0;0
04.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;19;112200;18;47400;23;72000;6;19200;0;0;0;0;0;0
04.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;13;127200;13;42000;18;104400;14;49800;0;0;0;0;0;0
04.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;2;16200;3;5400;14;34800;3;10800;0;0;0;0;0;0
04.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;4;15600;3;10200;10;31800;4;26400;0;0;0;0;0;0
04.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;9;48600;7;21600;24;100800;11;116400;0;0;0;0;0;0
04.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;16;204600;16;143400;49;190200;44;226800;0;0;0;0;0;0
04.06.2020 06:00;1;600;1;600;0;0;3;2400;2;1200;45;851400;58;618600;133;727200;72;493800;0;0;0;0;0;0
04.06.2020 07:00;2;1200;11;8400;1;600;2;1200;11;7200;77;1609200;71;1377600;162;1240800;98;1099200;0;0;0;0;0;0
04.06.2020 08:00;10;8400;4;2400;3;1800;9;7200;9;6000;109;1843200;91;1685400;180;1511400;132;1078800;0;0;0;0;0;0
04.06.2020 09:00;7;6600;9;7800;3;1800;5;3600;4;2400;104;1741200;90;1300200;174;1366800;110;1237200;0;0;0;0;0;0
04.06.2020 10:00;2;1200;4;5400;4;3000;5;3600;5;3000;120;2133000;96;1907400;182;1566000;117;1351200;0;0;0;0;0;0
04.06.2020 11:00;2;1200;2;1200;6;4200;2;1200;5;3600;119;2080200;80;1807200;164;1719000;109;1153800;0;0;0;0;0;0
04.06.2020 12:00;6;3600;5;3000;3;1800;2;1800;7;6000;125;2488800;107;1995000;135;1894800;97;1549200;0;0;0;0;0;0
04.06.2020 13:00;7;3600;10;368400;4;3000;7;4200;14;11400;132;2509800;61;2332800;106;2266200;81;1586400;0;0;0;0;0;0
04.06.2020 14:00;9;6000;5;78000;0;0;9;6600;5;4800;130;2174400;101;1761000;167;1591800;121;909000;0;0;0;0;0;0
04.06.2020 15:00;3;1800;19;10800;5;3000;19;16800;15;11400;186;2508000;90;2412600;177;1938600;111;1789200;0;0;0;0;0;0
04.06.2020 16:00;10;8400;13;10200;4;2400;10;7800;12;8400;203;2600400;88;2744400;152;1960800;113;1441800;0;0;0;0;0;0
04.06.2020 17:00;3;2400;9;6600;9;7800;5;4200;15;11400;196;2730600;85;2728200;198;2026800;95;1654200;0;0;0;0;0;0
04.06.2020 18:00;2;1200;7;10800;3;1800;9;7800;9;6000;152;2056800;100;1953600;171;1851600;108;967200;0;0;0;0;0;0
04.06.2020 19:00;1;600;3;2400;2;1200;5;3600;1;1800;102;1370400;80;1039200;166;1162200;94;478200;0;0;0;0;0;0
04.06.2020 20:00;1;600;2;1200;0;0;0;0;3;1200;89;1282200;101;898800;110;856200;64;380400;0;0;0;0;0;0
04.06.2020 21:00;3;1800;0;0;0;0;2;1200;0;0;48;675000;59;429000;114;598800;64;336600;0;0;0;0;0;0
04.06.2020 22:00;1;600;0;0;1;600;0;0;0;0;48;471000;54;325200;69;258000;37;169800;0;0;0;0;0;0
04.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;29;301800;32;145800;46;153600;20;105000;0;0;0;0;0;0
05.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;13;70200;12;36000;30;154800;10;47400;0;0;0;0;0;0
05.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;8;49800;9;25200;18;92400;8;31200;0;0;0;0;0;0
05.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;12;88200;13;31200;15;51000;10;41400;0;0;0;0;0;0
05.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;13;84600;13;40800;12;33600;8;33600;0;0;0;0;0;0
05.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;12;110400;11;28800;26;69600;14;115800;0;0;0;0;0;0
05.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;14;196800;19;142200;55;202200;49;254400;0;0;0;0;0;0
05.06.2020 06:00;1;600;0;0;0;0;1;600;1;600;44;917400;51;546000;120;550200;71;328800;0;0;0;0;0;0
05.06.2020 07:00;3;3000;4;2400;3;3000;5;3600;6;3600;102;1521600;105;1084800;149;1452600;105;817800;0;0;0;0;0;0
05.06.2020 08:00;0;0;4;3000;2;1200;3;2400;7;5400;114;1697400;102;1320600;167;1431000;127;1023000;0;0;0;0;0;0
05.06.2020 09:00;1;600;8;5400;2;1200;1;600;3;1800;116;1640400;92;1519200;181;1485000;117;948000;0;0;0;0;0;0
05.06.2020 10:00;1;600;2;1200;4;2400;2;1200;9;6600;117;2277000;89;2053200;167;1576800;119;1152000;0;0;0;0;0;0
05.06.2020 11:00;15;13200;5;3000;2;1200;2;1200;10;7200;127;2263200;84;2278800;183;1842000;124;1260600;0;0;0;0;0;0
05.06.2020 12:00;9;6000;4;3000;4;2400;8;5400;10;7800;119;2280600;80;1942200;183;1973400;109;1428600;0;0;0;0;0;0
05.06.2020 13:00;3;1800;7;12600;5;3000;4;2400;20;16800;122;2854200;53;2770800;150;1613400;99;1412400;0;0;0;0;0;0
05.06.2020 14:00;10;7800;5;5400;3;1800;6;4200;6;3600;178;2707200;88;2680200;179;1863600;99;1365000;0;0;0;0;0;0
05.06.2020 15:00;5;4200;9;5400;8;4800;5;3000;11;6600;160;2481000;90;2350800;166;1950000;108;1272600;0;0;0;0;0;0
05.06.2020 16:00;4;2400;8;6000;0;0;2;1200;14;11400;147;2250000;93;2002200;151;1837800;104;1150800;0;0;0;0;0;0
05.06.2020 17:00;3;1800;3;1800;2;1200;1;600;8;6600;152;2449200;103;2133600;152;1804200;110;1282800;0;0;0;0;0;0
05.06.2020 18:00;5;3600;9;8400;2;1800;2;1800;3;1800;124;2398200;88;2212800;153;1719000;112;920400;0;0;0;0;0;0
05.06.2020 19:00;1;600;2;2400;1;600;0;0;3;3000;115;2057400;98;1719600;138;1210800;107;702600;0;0;0;0;0;0
05.06.2020 20:00;1;600;3;2400;1;600;0;0;1;600;86;1098600;96;757200;120;693000;69;391200;0;0;0;0;0;0
05.06.2020 21:00;0;0;0;0;0;0;0;0;0;0;57;758400;80;504600;112;740400;64;286800;0;0;0;0;0;0
05.06.2020 22:00;0;0;1;600;0;0;0;0;0;0;42;360000;41;264600;86;391200;43;225000;0;0;0;0;0;0
05.06.2020 23:00;0;0;0;0;1;600;0;0;0;0;49;314400;41;183600;58;252000;24;118800;0;0;0;0;0;0
06.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;18;82800;13;72000;42;150600;27;114000;0;0;0;0;0;0
06.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;9;56400;11;25200;29;141000;17;72600;0;0;0;0;0;0
06.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;10;62400;9;42000;16;39600;20;84600;0;0;0;0;0;0
06.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;15;101400;13;68400;18;42600;7;53400;0;0;0;0;0;0
06.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;7;65400;7;39600;18;62400;12;141600;0;0;0;0;0;0
06.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;17;283800;19;134400;26;193200;18;122400;0;0;0;0;0;0
06.06.2020 06:00;0;0;0;0;0;0;0;0;0;0;26;353400;29;181200;47;205200;28;143400;0;0;0;0;0;0
06.06.2020 07:00;1;600;0;0;0;0;1;600;0;0;41;624000;51;327000;87;412800;60;216000;0;0;0;0;0;0
06.06.2020 08:00;0;0;0;0;0;0;0;0;0;0;49;765000;64;431400;142;729600;114;423000;0;0;0;0;0;0
06.06.2020 09:00;11;10800;0;0;1;600;1;600;1;600;79;1251000;82;835800;154;1089600;116;709800;0;0;0;0;0;0
06.06.2020 10:00;3;1800;1;600;2;1800;9;7800;3;1800;111;1734000;119;1292400;182;1469400;126;815400;0;0;0;0;0;0
06.06.2020 11:00;0;0;0;0;2;1200;4;3000;2;1200;119;1722000;110;1260000;204;1616400;133;1015200;0;0;0;0;0;0
06.06.2020 12:00;1;600;5;4200;2;1200;3;1800;4;2400;115;2156400;104;1770600;195;1812600;131;1333800;0;0;0;0;0;0
06.06.2020 13:00;2;1200;2;1200;3;1800;6;4800;6;4200;121;2070600;129;1348800;165;1626600;128;999000;0;0;0;0;0;0
06.06.2020 14:00;0;0;8;8400;11;7800;3;2400;7;5400;125;1829400;113;1209000;146;1193400;103;837000;0;0;0;0;0;0
06.06.2020 15:00;1;600;12;9600;3;1800;1;600;2;1800;101;1489800;100;1044600;155;1260600;104;688200;0;0;0;0;0;0
06.06.2020 16:00;2;1200;14;13200;10;8400;1;600;14;11400;59;2467200;124;1263600;155;1120200;119;1023600;0;0;0;0;0;0
06.06.2020 17:00;1;600;2;1200;1;600;4;3000;5;4200;109;1656600;110;1156800;163;1069800;111;781800;0;0;0;0;0;0
06.06.2020 18:00;4;2400;2;3000;3;3000;1;600;5;4200;100;1472400;114;1287600;148;1087800;96;712200;0;0;0;0;0;0
06.06.2020 19:00;1;600;0;0;0;0;6;4200;2;1800;97;1221000;107;899400;150;1012800;102;421200;0;0;0;0;0;0
06.06.2020 20:00;0;0;0;0;1;600;0;0;0;0;92;904200;94;570000;108;670800;77;280200;0;0;0;0;0;0
06.06.2020 21:00;1;600;1;600;1;600;0;0;0;0;68;785400;71;516600;97;492000;65;295200;0;0;0;0;0;0
06.06.2020 22:00;0;0;0;0;0;0;0;0;0;0;66;568800;60;373200;74;282600;53;257400;0;0;0;0;0;0
06.06.2020 23:00;0;0;4;3600;0;0;2;1800;1;600;50;450600;52;279600;51;271200;19;96000;0;0;0;0;0;0
07.06.2020 00:00;0;0;0;0;1;600;0;0;0;0;21;149400;19;69000;45;168600;25;99000;0;0;0;0;0;0
07.06.2020 01:00;0;0;0;0;1;600;0;0;0;0;18;143400;17;75000;27;116400;17;60600;0;0;0;0;0;0
07.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;12;104400;15;31800;20;55800;13;51600;0;0;0;0;0;0
07.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;14;88200;15;43200;14;55200;9;47400;0;0;0;0;0;0
07.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;3;24600;4;5400;11;22200;9;49200;0;0;0;0;0;0
07.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;10;86400;8;40200;15;57000;8;41400;0;0;0;0;0;0
07.06.2020 06:00;0;0;0;0;0;0;0;0;0;0;9;108000;11;28800;24;70800;10;47400;0;0;0;0;0;0
07.06.2020 07:00;0;0;0;0;0;0;0;0;0;0;22;303000;25;87000;34;128400;25;85200;0;0;0;0;0;0
07.06.2020 08:00;0;0;0;0;0;0;0;0;1;600;33;438000;37;209400;64;266400;51;208200;0;0;0;0;0;0
07.06.2020 09:00;0;0;0;0;0;0;0;0;0;0;50;579600;59;331200;121;484200;91;326400;0;0;0;0;0;0
07.06.2020 10:00;0;0;3;3000;0;0;2;1800;2;1200;76;924600;86;580800;135;742800;101;400800;0;0;0;0;0;0
07.06.2020 11:00;0;0;1;600;1;600;1;600;1;600;90;1102200;101;778200;159;907800;100;457800;0;0;0;0;0;0
07.06.2020 12:00;1;600;0;0;1;600;1;600;0;0;85;954000;93;558600;162;801000;112;487800;0;0;0;0;0;0
07.06.2020 13:00;1;600;0;0;2;1800;3;3000;3;1800;91;1110000;81;925200;161;1030200;88;402000;0;0;0;0;0;0
07.06.2020 14:00;0;0;4;4800;5;3600;0;0;7;5400;100;1328400;91;1123800;160;999600;96;539400;0;0;0;0;0;0
07.06.2020 15:00;3;2400;2;1200;4;2400;4;3000;3;2400;103;1419600;89;1194600;172;1109400;111;660000;0;0;0;0;0;0
07.06.2020 16:00;1;600;2;1800;4;2400;0;0;6;4200;116;1477800;104;1213800;151;1126200;117;623400;0;0;0;0;0;0
07.06.2020 17:00;2;1200;0;0;0;0;0;0;2;1200;96;1276200;90;818400;161;1040400;113;620400;0;0;0;0;0;0
07.06.2020 18:00;1;600;0;0;3;1800;4;3000;0;0;98;1496400;93;1052400;151;1185000;113;911400;0;0;0;0;0;0
07.06.2020 19:00;0;0;0;0;0;0;1;600;0;0;94;1208400;91;766200;143;905400;98;448800;0;0;0;0;0;0
07.06.2020 20:00;0;0;1;600;3;1800;2;1800;1;600;73;937800;73;619800;135;785400;62;346200;0;0;0;0;0;0
07.06.2020 21:00;1;600;2;1200;1;600;0;0;1;600;41;539400;51;297000;108;443400;59;261000;0;0;0;0;0;0
07.06.2020 22:00;0;0;0;0;0;0;0;0;0;0;45;368400;47;196200;54;191400;31;147000;0;0;0;0;0;0
07.06.2020 23:00;0;0;0;0;2;1200;0;0;0;0;29;178800;29;94200;37;229200;24;109800;0;0;0;0;0;0
08.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;16;58200;14;55800;30;121200;12;49800;0;0;0;0;0;0
08.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;6;31800;6;15000;11;43800;11;36600;0;0;0;0;0;0
08.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;5;28800;4;15000;12;37800;7;23400;0;0;0;0;0;0
08.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;7;38400;5;15000;12;20400;5;29400;0;0;0;0;0;0
08.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;8;57600;10;19800;18;54000;17;187800;0;0;0;0;0;0
08.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;23;327000;28;186600;50;156600;49;248400;0;0;0;0;0;0
08.06.2020 06:00;2;1200;0;0;0;0;1;600;1;600;36;733800;40;415200;104;490800;87;376800;0;0;0;0;0;0
08.06.2020 07:00;5;3000;14;11400;1;600;1;600;17;15000;74;1461600;69;1269600;175;1188600;99;933000;0;0;0;0;0;0
08.06.2020 08:00;2;1200;5;4800;2;1200;6;3600;7;4800;101;1724400;76;1603200;172;1366800;113;985200;0;0;0;0;0;0
08.06.2020 09:00;1;600;14;13200;3;1800;5;3600;8;6000;99;1743600;95;1393200;200;1426200;132;1287600;0;0;0;0;0;0
08.06.2020 10:00;5;4200;9;6000;3;1800;6;4800;13;8400;107;2100600;82;1792200;167;1900200;115;1253400;0;0;0;0;0;0
08.06.2020 11:00;1;600;4;2400;4;3000;7;4800;3;1800;92;1987800;90;1599600;172;1812600;125;1242600;0;0;0;0;0;0
08.06.2020 12:00;4;2400;11;9600;8;6000;4;2400;15;11400;122;2469000;110;2118600;186;1751400;112;1354200;0;0;0;0;0;0
08.06.2020 13:00;6;4200;7;6000;3;3000;3;2400;10;7200;165;2380200;87;2285400;173;1705800;92;1218600;0;0;0;0;0;0
08.06.2020 14:00;1;600;8;4800;3;1800;7;4800;10;7200;155;2495400;86;2388600;161;1773600;104;1158600;0;0;0;0;0;0
08.06.2020 15:00;7;5400;8;8400;1;600;6;4200;15;12000;166;2362200;90;2319000;182;1986600;115;1268400;0;0;0;0;0;0
08.06.2020 16:00;7;4800;11;8400;9;6000;9;7200;8;5400;153;2392200;79;2227800;172;1797000;115;1265400;0;0;0;0;0;0
08.06.2020 17:00;11;7800;10;12600;10;6000;4;3000;13;10200;152;2574000;84;2437200;170;1988400;120;1088400;0;0;0;0;0;0
08.06.2020 18:00;3;1800;4;2400;9;6600;0;0;6;4200;76;2743200;103;2283000;167;1720800;122;738600;0;0;0;0;0;0
08.06.2020 19:00;0;0;2;1200;0;0;2;1200;3;1800;83;2022600;89;1349400;172;1134000;107;564000;0;0;0;0;0;0
08.06.2020 20:00;0;0;8;9000;1;600;0;0;7;6000;80;1183800;83;658200;142;765600;85;295200;0;0;0;0;0;0
08.06.2020 21:00;1;600;2;1200;0;0;0;0;1;600;62;835800;64;562800;109;507600;65;352800;0;0;0;0;0;0
08.06.2020 22:00;0;0;0;0;0;0;0;0;0;0;41;536400;43;327000;76;373200;36;192000;0;0;0;0;0;0
08.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;26;279600;28;216000;58;254400;20;82200;0;0;0;0;0;0
09.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;18;123600;16;64800;21;81000;9;34200;0;0;0;0;0;0
09.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;8;54600;7;20400;16;66000;5;21000;0;0;0;0;0;0
09.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;9;46800;6;21600;7;15000;5;24600;0;0;0;0;0;0
09.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;8;53400;13;21600;13;70800;9;50400;0;0;0;0;0;0
09.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;5;15000;5;13200;23;63000;18;173400;0;0;0;0;0;0
09.06.2020 05:00;0;0;0;0;0;0;2;1800;0;0;20;254400;21;101400;52;182400;40;163200;0;0;0;0;0;0
09.06.2020 06:00;0;0;1;600;0;0;0;0;1;600;56;882600;48;534000;108;594000;81;462000;0;0;0;0;0;0
09.06.2020 07:00;8;7200;11;7200;4;2400;1;600;10;6000;84;1467600;77;1083000;192;1359000;103;882600;0;0;0;0;0;0
09.06.2020 08:00;0;0;2;1200;0;0;4;3000;1;600;113;1981200;98;1662600;158;1384800;126;1321200;0;0;0;0;0;0
09.06.2020 09:00;0;0;5;4800;2;1800;2;1800;6;4800;109;1818000;81;1524600;180;1489200;112;1207200;0;0;0;0;0;0
09.06.2020 10:00;5;4800;4;3000;2;1200;3;1800;9;7200;117;2137200;90;1798200;174;1701000;119;1365600;0;0;0;0;0;0
09.06.2020 11:00;1;600;10;12600;0;0;1;600;8;6600;132;2166000;90;2148600;175;1629000;120;1401000;0;0;0;0;0;0
09.06.2020 12:00;15;12600;15;35400;4;3000;5;4200;7;7800;126;2105400;97;1882200;174;1824000;105;1386000;0;0;0;0;0;0
