01.06.2020 00:00;Bel_D1;Vwz_D1;Bel_D2;Vwz_D2;Bel_FG35H;Vwz_FG35H;Bel_FG35W;Vwz_FG35W;Bel_TS_Brandmeldung;Vwz_TS_Brandmeldung;Bel_TS_Schluesselschalter;Vwz_TS_Schluesselschalter;Bel_TS_Warte;Vwz_TS_Warte
01.06.2020 00:00;11;5350;0;3600000;0;0;0;0;0;0;0;0;0;0
01.06.2020 01:00;9;4510;0;3600000;0;0;0;0;0;0;0;0;0;0
01.06.2020 02:00;4;1540;0;3600000;0;0;0;0;0;0;0;0;0;0
01.06.2020 03:00;8;3860;0;3600000;0;0;0;0;0;0;0;0;0;0
01.06.2020 04:00;3;1300;0;3600000;0;0;0;0;0;0;0;0;0;0
01.06.2020 05:00;1;440;0;3600000;0;0;0;0;0;0;0;0;0;0
01.06.2020 06:00;10;6220;0;3600000;0;0;0;0;0;0;0;0;0;0
01.06.2020 07:00;10;3660;0;3600000;0;0;0;0;0;0;0;0;0;0
01.06.2020 08:00;11;5980;0;3600000;0;0;0;0;0;0;0;0;0;0
01.06.2020 09:00;23;8590;0;3600000;4;2000;0;0;0;0;0;0;0;0
01.06.2020 10:00;42;23560;0;3600000;0;0;1;1030;0;0;0;0;0;0
01.06.2020 11:00;43;16030;0;3600000;1;1830;3;1790;0;0;0;0;0;0
01.06.2020 12:00;44;22630;0;3600000;0;0;6;5930;0;0;0;0;0;0
01.06.2020 13:00;55;21910;0;3600000;0;0;5;5210;0;0;0;0;0;0
01.06.2020 14:00;69;27380;0;3600000;2;730;2;950;0;0;0;0;0;0
01.06.2020 15:00;57;23114;0;3600000;1;300;4;3410;0;0;0;0;0;0
01.06.2020 16:00;773;93361;0;3600000;13;4990;13;7330;0;0;0;0;0;0
01.06.2020 17:00;269;56393;0;3600000;3;2410;9;6640;0;0;0;0;0;0
01.06.2020 18:00;70;33324;0;3600000;10;4770;7;7880;0;0;0;0;0;0
01.06.2020 19:00;573;74300;0;3600000;1;150;7;4500;0;0;0;0;0;0
01.06.2020 20:00;5284;774284;0;3600000;5;5670;7;8190;0;0;0;0;0;0
01.06.2020 21:00;48;17410;0;3600000;0;0;1;550;0;0;0;0;0;0
01.06.2020 22:00;32;14540;0;3600000;0;0;2;1950;0;0;0;0;0;0
01.06.2020 23:00;16;6870;0;3600000;0;0;0;0;0;0;0;0;0;0
02.06.2020 00:00;7;5970;0;3600000;0;0;5;2870;0;0;0;0;0;0
02.06.2020 01:00;3;1080;0;3600000;0;0;0;0;0;0;0;0;0;0
02.06.2020 02:00;7;2940;0;3600000;0;0;0;0;0;0;0;0;0;0
02.06.2020 03:00;5;2730;0;3600000;0;0;0;0;0;0;0;0;0;0
02.06.2020 04:00;1;390;0;3600000;0;0;0;0;0;0;0;0;0;0
02.06.2020 05:00;10;5830;0;3600000;1;1190;0;0;0;0;0;0;0;0
02.06.2020 06:00;41;18660;0;3600000;0;0;1;1740;0;0;0;0;0;0
02.06.2020 07:00;81;35610;0;3600000;1;1230;7;6814;0;0;0;0;0;0
02.06.2020 08:00;77;35480;0;3600000;9;4889;16;9360;0;0;0;0;0;0
02.06.2020 09:00;103;54110;0;3600000;7;8270;8;6770;0;0;0;0;0;0
02.06.2020 10:00;74;36320;0;3600000;12;8390;20;10740;0;0;0;0;0;0
02.06.2020 11:00;107;56910;0;3600000;16;8520;19;50568;0;0;0;0;0;0
02.06.2020 12:00;100;42330;0;3600000;16;11110;14;11130;0;0;0;0;0;0
02.06.2020 13:00;127;51470;0;3600000;11;8300;10;7970;0;0;0;0;0;0
02.06.2020 14:00;260;61953;0;3600000;9;6670;20;18730;0;0;0;0;0;0
02.06.2020 15:00;3713;389938;0;3600000;14;11110;10;5120;0;0;0;0;0;0
02.06.2020 16:00;1036;118192;0;3600000;13;8700;15;13160;0;0;0;0;0;0
02.06.2020 17:00;1036;154051;0;3600000;13;7040;15;12980;0;0;0;0;0;0
02.06.2020 18:00;3558;381806;0;3600000;20;20690;15;13480;0;0;0;0;0;0
02.06.2020 19:00;-1;-1;0;3600000;16;6670;9;16250;0;0;0;0;0;0
02.06.2020 20:00;-1;-1;0;3600000;5;2850;9;11340;0;0;0;0;0;0
02.06.2020 21:00;35;14120;0;3600000;5;4350;3;2410;0;0;0;0;0;0
02.06.2020 22:00;26;11430;0;3600000;5;1510;5;2920;0;0;0;0;0;0
02.06.2020 23:00;17;11790;0;3600000;0;0;1;1650;0;0;0;0;0;0
03.06.2020 00:00;18;8120;0;3600000;0;0;0;0;0;0;0;0;0;0
03.06.2020 01:00;6;4850;0;3600000;0;0;0;0;0;0;0;0;0;0
03.06.2020 02:00;6;3380;0;3600000;0;0;0;0;0;0;0;0;0;0
03.06.2020 03:00;5;2460;0;3600000;0;0;0;0;0;0;0;0;0;0
03.06.2020 04:00;5;2070;0;3600000;0;0;0;0;0;0;0;0;0;0
03.06.2020 05:00;18;7100;0;3600000;1;960;0;0;0;0;0;0;0;0
03.06.2020 06:00;39;17170;0;3600000;0;0;0;0;0;0;0;0;0;0
03.06.2020 07:00;89;36310;0;3600000;4;2220;10;7230;0;0;0;0;0;0
03.06.2020 08:00;82;38186;0;3600000;6;4360;15;13970;0;0;0;0;0;0
03.06.2020 09:00;67;32340;0;3600000;13;6080;13;10740;0;0;0;0;0;0
03.06.2020 10:00;75;36130;0;3600000;8;5960;19;18370;0;0;0;0;0;0
03.06.2020 11:00;114;56160;0;3600000;16;11070;8;7040;0;0;0;0;0;0
03.06.2020 12:00;362;78269;0;3600000;7;6890;11;10590;0;0;0;0;0;0
03.06.2020 13:00;3458;368997;0;3600000;13;5350;10;8270;0;0;0;0;0;0
03.06.2020 14:00;2493;257643;0;3600000;22;14720;19;13620;0;0;0;0;0;0
03.06.2020 15:00;769;93995;0;3600000;16;12320;34;27800;0;0;0;0;0;0
03.06.2020 16:00;3802;528516;0;3600000;18;7060;13;9730;0;0;0;0;0;0
03.06.2020 17:00;-1;-1;0;3600000;10;7250;14;17580;0;0;0;0;0;0
03.06.2020 18:00;-1;-1;0;3600000;9;3580;20;14350;0;0;0;0;0;0
03.06.2020 19:00;560;86154;0;3600000;9;4590;8;5700;0;0;0;0;0;0
03.06.2020 20:00;56;24070;0;3600000;3;1650;12;6410;0;0;0;0;0;0
03.06.2020 21:00;44;15050;0;3600000;2;2480;7;3770;0;0;0;0;0;0
03.06.2020 22:00;24;9490;0;3600000;1;160;0;0;0;0;0;0;0;0
03.06.2020 23:00;28;13930;0;3600000;0;0;0;0;0;0;0;0;0;0
04.06.2020 00:00;12;4620;0;3600000;0;0;1;870;0;0;0;0;0;0
04.06.2020 01:00;8;5400;0;3600000;0;0;0;0;0;0;0;0;0;0
04.06.2020 02:00;4;1420;0;3600000;0;0;0;0;0;0;0;0;0;0
04.06.2020 03:00;4;2280;0;3600000;0;0;0;0;0;0;0;0;0;0
04.06.2020 04:00;6;2830;0;3600000;0;0;0;0;0;0;0;0;0;0
04.06.2020 05:00;12;5290;0;3600000;0;0;0;0;0;0;0;0;0;0
04.06.2020 06:00;35;15880;0;3600000;3;9710;1;540;0;0;0;0;0;0
04.06.2020 07:00;80;38050;0;3600000;2;3080;7;7660;0;0;0;0;0;0
04.06.2020 08:00;85;37860;0;3600000;2;1110;5;10200;0;0;0;0;0;0
04.06.2020 09:00;99;47460;0;3600000;18;15010;10;7910;0;0;0;0;0;0
04.06.2020 10:00;82;39120;1;3442670;4;3580;17;10811;0;0;0;0;0;0
04.06.2020 11:00;104;57320;0;3600000;11;8180;10;6510;0;0;0;0;0;0
04.06.2020 12:00;126;63110;0;3600000;11;6250;13;10920;0;0;0;0;0;0
04.06.2020 13:00;107;52251;0;3600000;4;2440;12;7950;0;0;0;0;0;0
04.06.2020 14:00;138;66250;0;3600000;17;5249;7;5400;0;0;0;0;0;0
04.06.2020 15:00;140;63600;0;3600000;22;16070;12;5180;0;0;0;0;0;0
04.06.2020 16:00;166;82750;0;3600000;32;18000;12;10170;0;0;0;0;0;0
04.06.2020 17:00;183;84089;0;3600000;16;9410;14;11300;0;0;0;0;0;0
04.06.2020 18:00;114;58030;0;3600000;8;4819;20;10370;0;0;0;0;0;0
04.06.2020 19:00;89;42800;0;3600000;18;14920;13;9920;0;0;0;0;0;0
04.06.2020 20:00;58;24540;0;3600000;2;770;4;4140;0;0;0;0;0;0
04.06.2020 21:00;44;21030;0;3600000;0;0;3;6820;0;0;0;0;0;0
04.06.2020 22:00;25;10490;0;3600000;1;1040;1;1770;0;0;0;0;0;0
04.06.2020 23:00;14;6429;0;3600000;0;0;0;0;0;0;0;0;0;0
05.06.2020 00:00;7;3330;0;3600000;0;0;0;0;0;0;0;0;0;0
05.06.2020 01:00;6;3150;0;3600000;0;0;0;0;0;0;0;0;0;0
05.06.2020 02:00;6;2450;0;3600000;0;0;0;0;0;0;0;0;0;0
05.06.2020 03:00;3;1360;0;3600000;0;0;0;0;0;0;0;0;0;0
05.06.2020 04:00;11;6180;0;3600000;0;0;0;0;0;0;0;0;0;0
05.06.2020 05:00;15;8420;0;3600000;1;1830;0;0;0;0;0;0;0;0
05.06.2020 06:00;36;16090;0;3600000;0;0;0;0;0;0;0;0;0;0
05.06.2020 07:00;76;38210;0;3600000;2;1010;3;1740;0;0;0;0;0;0
05.06.2020 08:00;83;44670;0;3600000;3;1160;8;5040;0;0;0;0;0;0
05.06.2020 09:00;82;40044;0;3600000;4;2807;12;6140;0;0;0;0;0;0
05.06.2020 10:00;89;46844;0;3600000;20;11350;7;3590;0;0;0;0;0;0
05.06.2020 11:00;105;53930;0;3600000;4;4190;9;7010;0;0;0;0;0;0
05.06.2020 12:00;140;65730;0;3600000;3;3370;17;18210;0;0;0;0;0;0
05.06.2020 13:00;117;51560;0;3600000;20;7770;22;17061;0;0;0;0;0;0
05.06.2020 14:00;111;50740;0;3600000;12;5470;21;14540;0;0;0;0;0;0
05.06.2020 15:00;108;41000;0;3600000;9;5620;11;10280;0;0;0;0;0;0
05.06.2020 16:00;101;54540;0;3600000;19;11040;6;4250;0;0;0;0;0;0
05.06.2020 17:00;125;54539;0;3600000;11;4410;4;3700;0;0;0;0;0;0
05.06.2020 18:00;107;46180;0;3600000;19;7310;7;3180;0;0;0;0;0;0
05.06.2020 19:00;101;56960;0;3600000;6;3650;3;1490;0;0;0;0;0;0
05.06.2020 20:00;71;47890;0;3600000;9;3690;4;2800;0;0;0;0;0;0
05.06.2020 21:00;37;19900;0;3600000;3;1139;7;10520;0;0;0;0;0;0
05.06.2020 22:00;27;9900;0;3600000;1;660;5;2460;0;0;0;0;0;0
05.06.2020 23:00;24;11190;0;3600000;0;0;4;3080;0;0;0;0;0;0
06.06.2020 00:00;15;8920;0;3600000;0;0;0;0;0;0;0;0;0;0
06.06.2020 01:00;10;4800;0;3600000;0;0;0;0;0;0;0;0;0;0
06.06.2020 02:00;8;3550;0;3600000;0;0;0;0;0;0;0;0;0;0
06.06.2020 03:00;7;4340;0;3600000;0;0;0;0;0;0;0;0;0;0
06.06.2020 04:00;8;3530;0;3600000;0;0;0;0;0;0;0;0;0;0
06.06.2020 05:00;11;6130;0;3600000;0;0;0;0;0;0;0;0;0;0
06.06.2020 06:00;14;7690;0;3600000;0;0;0;0;0;0;0;0;0;0
06.06.2020 07:00;22;12370;0;3600000;0;0;0;0;0;0;0;0;0;0
06.06.2020 08:00;28;36295;0;3600000;0;0;4;2180;0;0;0;0;0;0
06.06.2020 09:00;51;24590;0;3600000;1;1090;7;2750;0;0;0;0;0;0
06.06.2020 10:00;74;31970;0;3600000;6;2680;8;5560;0;0;0;0;0;0
06.06.2020 11:00;84;40070;0;3600000;4;1310;6;8810;0;0;0;0;0;0
06.06.2020 12:00;90;35850;0;3600000;5;3060;8;4710;0;0;0;0;0;0
06.06.2020 13:00;78;38270;0;3600000;8;6930;14;9190;0;0;0;0;0;0
06.06.2020 14:00;103;52991;0;3600000;15;9370;9;7800;0;0;0;0;0;0
06.06.2020 15:00;96;44460;0;3600000;10;7140;12;8510;0;0;0;0;0;0
06.06.2020 16:00;79;48420;0;3600000;6;4060;5;2920;0;0;0;0;0;0
06.06.2020 17:00;96;46730;0;3600000;17;11070;14;11220;0;0;0;0;0;0
06.06.2020 18:00;84;45161;0;3600000;22;7490;11;6510;0;0;0;0;0;0
06.06.2020 19:00;76;44190;0;3600000;25;10905;5;2830;0;0;0;0;0;0
06.06.2020 20:00;58;26750;0;3600000;4;1600;4;2400;0;0;0;0;0;0
06.06.2020 21:00;35;14295;0;3600000;6;1970;9;4970;0;0;0;0;0;0
06.06.2020 22:00;34;15230;0;3600000;1;1290;1;1230;0;0;0;0;0;0
06.06.2020 23:00;27;11420;0;3600000;1;600;0;0;0;0;0;0;0;0
07.06.2020 00:00;28;12560;0;3600000;0;0;0;0;0;0;0;0;0;0
07.06.2020 01:00;14;6000;0;3600000;0;0;0;0;0;0;0;0;0;0
07.06.2020 02:00;18;7750;0;3600000;0;0;0;0;0;0;0;0;0;0
07.06.2020 03:00;12;4567;0;3600000;0;0;0;0;0;0;0;0;0;0
07.06.2020 04:00;10;4200;0;3600000;0;0;0;0;0;0;0;0;0;0
07.06.2020 05:00;9;3280;0;3600000;0;0;0;0;0;0;0;0;0;0
07.06.2020 06:00;11;3850;0;3600000;0;0;1;1050;0;0;0;0;0;0
07.06.2020 07:00;13;6210;0;3600000;1;990;0;0;0;0;0;0;0;0
07.06.2020 08:00;11;4470;0;3600000;0;0;0;0;0;0;0;0;0;0
07.06.2020 09:00;22;9220;0;3600000;0;0;1;500;0;0;0;0;0;0
07.06.2020 10:00;40;21460;0;3600000;2;680;1;960;0;0;0;0;0;0
07.06.2020 11:00;36;17290;0;3600000;1;670;4;3490;0;0;0;0;0;0
07.06.2020 12:00;41;16620;0;3600000;0;0;3;2010;0;0;0;0;0;0
07.06.2020 13:00;42;18470;0;3600000;0;0;4;1850;0;0;0;0;0;0
07.06.2020 14:00;63;24189;0;3600000;1;696;3;7250;0;0;0;0;0;0
07.06.2020 15:00;60;25310;0;3600000;4;5270;1;260;0;0;0;0;0;0
07.06.2020 16:00;64;34786;0;3600000;4;3100;8;6530;0;0;0;0;0;0
07.06.2020 17:00;56;24350;0;3600000;6;3900;9;4960;0;0;0;0;0;0
07.06.2020 18:00;69;28800;0;3600000;11;9190;13;12190;0;0;0;0;0;0
07.06.2020 19:00;61;30670;0;3600000;3;1800;6;5710;0;0;0;0;0;0
07.06.2020 20:00;48;19750;0;3600000;1;1230;12;8930;0;0;0;0;0;0
07.06.2020 21:00;31;11600;0;3600000;0;0;10;4770;0;0;0;0;0;0
07.06.2020 22:00;28;14960;0;3600000;0;0;1;150;0;0;0;0;0;0
07.06.2020 23:00;19;7150;0;3600000;0;0;0;0;0;0;0;0;0;0
08.06.2020 00:00;8;3230;0;3600000;0;0;0;0;0;0;0;0;0;0
08.06.2020 01:00;7;2300;0;3600000;0;0;0;0;0;0;0;0;0;0
08.06.2020 02:00;4;1860;0;3600000;0;0;0;0;0;0;0;0;0;0
08.06.2020 03:00;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0
08.06.2020 04:00;5;2240;0;3600000;0;0;0;0;0;0;0;0;0;0
08.06.2020 05:00;12;5260;0;3600000;1;1560;0;0;0;0;0;0;0;0
08.06.2020 06:00;48;20160;0;3600000;0;0;0;0;0;0;0;0;0;0
08.06.2020 07:00;87;37560;0;3600000;3;1830;5;4020;0;0;0;0;0;0
08.06.2020 08:00;62;30930;0;3600000;3;2430;7;10570;0;0;0;0;0;0
08.06.2020 09:00;98;49620;0;3600000;13;6749;6;3740;0;0;0;0;0;0
08.06.2020 10:00;81;35080;0;3600000;8;6500;7;10280;0;0;0;0;0;0
08.06.2020 11:00;110;55370;0;3600000;13;6440;12;5850;0;0;0;0;0;0
08.06.2020 12:00;116;55010;0;3600000;9;3810;6;3210;0;0;0;0;0;0
08.06.2020 13:00;96;49370;0;3600000;16;10530;5;6230;0;0;0;0;0;0
08.06.2020 14:00;117;56710;0;3600000;10;6450;19;10930;0;0;0;0;0;0
08.06.2020 15:00;133;56590;0;3600000;16;9070;11;6690;0;0;0;0;0;0
08.06.2020 16:00;111;50320;0;3600000;18;9400;16;12330;0;0;0;0;0;0
08.06.2020 17:00;120;57030;0;3600000;38;19367;9;7370;0;0;0;0;0;0
08.06.2020 18:00;90;36409;0;3600000;18;13700;16;12360;0;0;0;0;0;0
08.06.2020 19:00;94;44270;0;3600000;13;10810;10;5980;0;0;0;0;0;0
08.06.2020 20:00;68;30660;0;3600000;9;6040;6;2600;0;0;0;0;0;0
08.06.2020 21:00;59;24880;0;3600000;3;1500;8;12530;0;0;0;0;0;0
08.06.2020 22:00;27;13180;0;3600000;0;0;1;250;0;0;0;0;0;0
08.06.2020 23:00;16;7520;0;3600000;0;0;0;0;0;0;0;0;0;0
09.06.2020 00:00;9;4630;0;3600000;0;0;0;0;0;0;0;0;0;0
09.06.2020 01:00;6;4490;0;3600000;0;0;0;0;0;0;0;0;0;0
09.06.2020 02:00;2;490;0;3600000;0;0;0;0;0;0;0;0;0;0
09.06.2020 03:00;3;1190;0;3600000;0;0;0;0;0;0;0;0;0;0
09.06.2020 04:00;9;5990;0;3600000;0;0;0;0;0;0;0;0;0;0
09.06.2020 05:00;10;4350;0;3600000;0;0;0;0;0;0;0;0;0;0
09.06.2020 06:00;35;16560;0;3600000;1;1320;0;0;0;0;0;0;0;0
09.06.2020 07:00;86;40610;0;3600000;1;1140;2;3220;0;0;0;0;0;0
09.06.2020 08:00;90;43540;0;3600000;2;1090;5;5210;0;0;0;0;0;0
09.06.2020 09:00;94;43020;0;3600000;7;5470;6;2680;0;0;0;0;0;0
09.06.2020 10:00;86;47021;2;3449300;6;2840;9;6070;0;0;0;0;0;0
09.06.2020 11:00;120;72630;0;3600000;9;6530;12;9650;0;0;0;0;0;0
09.06.2020 12:00;102;40800;1;3561690;9;5610;12;5980;0;0;0;0;0;0
09.06.2020 13:00;85;40720;0;3600000;11;6820;12;7140;0;0;0;0;0;0
09.06.2020 14:00;109;50350;0;3600000;15;9970;21;12290;0;0;0;0;0;0
09.06.2020 15:00;112;46780;0;3600000;17;13303;19;15000;0;0;0;0;0;0
09.06.2020 16:00;122;47170;0;3600000;24;12970;19;15240;0;0;0;0;0;0
09.06.2020 17:00;116;52410;0;3600000;21;9029;13;8680;0;0;0;0;0;0
09.06.2020 18:00;115;49050;0;3600000;14;11210;5;3580;0;0;0;0;0;0
09.06.2020 19:00;90;41072;0;3600000;11;7830;5;2930;0;0;0;0;0;0
09.06.2020 20:00;45;18370;0;3600000;0;0;2;2000;0;0;0;0;0;0
09.06.2020 21:00;38;16070;0;3600000;2;1480;8;10270;0;0;0;0;0;0
09.06.2020 22:00;22;9290;0;3600000;0;0;0;0;0;0;0;0;0;0
09.06.2020 23:00;19;9150;0;3600000;4;700;1;1260;0;0;0;0;0;0
10.06.2020 00:00;13;5790;0;3600000;0;0;1;1490;0;0;0;0;0;0
10.06.2020 01:00;7;5070;0;3600000;0;0;0;0;0;0;0;0;0;0
10.06.2020 02:00;5;2720;0;3600000;0;0;0;0;0;0;0;0;0;0
10.06.2020 03:00;2;2340;0;3600000;0;0;0;0;0;0;0;0;0;0
10.06.2020 04:00;11;5440;0;3600000;0;0;0;0;0;0;0;0;0;0
10.06.2020 05:00;18;10300;0;3600000;0;0;0;0;0;0;0;0;0;0
10.06.2020 06:00;36;14670;0;3600000;1;950;1;340;0;0;0;0;0;0
10.06.2020 07:00;75;33217;0;3600000;4;3640;0;0;0;0;0;0;0;0
10.06.2020 08:00;93;38270;0;3600000;2;2130;19;10120;0;0;0;0;0;0
10.06.2020 09:00;103;47872;0;3600000;4;2540;10;4930;0;0;0;0;0;0
10.06.2020 10:00;81;48390;0;3600000;13;10620;10;4540;0;0;0;0;0;0
10.06.2020 11:00;107;58590;0;3600000;10;5760;5;3360;0;0;0;0;0;0
10.06.2020 12:00;113;52480;0;3600000;13;8689;6;2790;0;0;0;0;0;0
10.06.2020 13:00;125;53840;0;3600000;9;7800;24;19744;0;0;0;0;0;0
10.06.2020 14:00;108;51740;0;3600000;11;7820;21;14490;0;0;0;0;0;0
10.06.2020 15:00;107;48120;0;3600000;16;11650;15;19210;0;0;0;0;0;0
10.06.2020 16:00;109;48676;0;3600000;15;6380;23;12650;0;0;0;0;0;0
10.06.2020 17:00;132;58543;0;3600000;29;22580;5;3670;0;0;0;0;0;0
10.06.2020 18:00;118;50730;0;3600000;19;18670;13;13690;0;0;0;0;0;0
10.06.2020 19:00;81;33953;0;3600000;9;3330;12;8700;0;0;0;0;0;0
10.06.2020 20:00;63;26440;0;3600000;7;6240;4;3580;0;0;0;0;0;0
10.06.2020 21:00;59;20990;0;3600000;1;1380;5;3560;0;0;0;0;0;0
10.06.2020 22:00;31;14050;0;3600000;2;3650;1;1740;0;0;0;0;0;0
10.06.2020 23:00;22;8120;0;3600000;0;0;0;0;0;0;0;0;0;0
11.06.2020 00:00;17;6660;0;3600000;0;0;0;0;0;0;0;0;0;0
11.06.2020 01:00;10;4720;0;3600000;0;0;0;0;0;0;0;0;0;0
11.06.2020 02:00;11;4680;0;3600000;0;0;0;0;0;0;0;0;0;0
11.06.2020 03:00;8;3640;0;3600000;0;0;0;0;0;0;0;0;0;0
11.06.2020 04:00;7;4410;0;3600000;0;0;0;0;0;0;0;0;0;0
11.06.2020 05:00;9;5200;0;3600000;0;0;0;0;0;0;0;0;0;0
11.06.2020 06:00;10;4990;0;3600000;0;0;0;0;0;0;0;0;0;0
11.06.2020 07:00;7;3180;0;3600000;0;0;0;0;0;0;0;0;0;0
11.06.2020 08:00;12;4130;0;3600000;0;0;0;0;0;0;0;0;0;0
11.06.2020 09:00;20;8950;0;3600000;0;0;1;640;0;0;0;0;0;0
11.06.2020 10:00;40;16130;0;3600000;1;250;0;0;0;0;0;0;0;0
11.06.2020 11:00;29;13761;0;3600000;2;530;4;5170;0;0;0;0;0;0
11.06.2020 12:00;51;23640;0;3600000;0;0;4;4870;0;0;0;0;0;0
11.06.2020 13:00;52;20980;0;3600000;1;480;3;7770;0;0;0;0;0;0
11.06.2020 14:00;59;26300;0;3600000;3;2260;2;1420;0;0;0;0;0;0
11.06.2020 15:00;50;21220;0;3600000;1;1190;9;2460;0;0;0;0;0;0
11.06.2020 16:00;33;12820;0;3600000;3;2640;3;940;0;0;0;0;0;0
11.06.2020 17:00;59;35690;0;3600000;2;1830;10;3850;0;0;0;0;0;0
11.06.2020 18:00;64;36410;0;3600000;3;4390;4;1230;0;0;0;0;0;0
11.06.2020 19:00;50;24470;0;3600000;0;0;3;890;0;0;0;0;0;0
11.06.2020 20:00;49;18190;0;3600000;8;5140;3;630;0;0;0;0;0;0
11.06.2020 21:00;43;17070;0;3600000;1;2140;9;7760;0;0;0;0;0;0
11.06.2020 22:00;18;7310;0;3600000;1;290;2;500;0;0;0;0;0;0
11.06.2020 23:00;21;7580;0;3600000;0;0;1;320;0;0;0;0;0;0
12.06.2020 00:00;13;5730;0;3600000;0;0;0;0;0;0;0;0;0;0
12.06.2020 01:00;12;6210;0;3600000;0;0;0;0;0;0;0;0;0;0
12.06.2020 02:00;3;1360;0;3600000;0;0;0;0;0;0;0;0;0;0
12.06.2020 03:00;4;1800;0;3600000;0;0;0;0;0;0;0;0;0;0
12.06.2020 04:00;5;2480;0;3600000;0;0;0;0;0;0;0;0;0;0
12.06.2020 05:00;14;5890;0;3600000;0;0;0;0;0;0;0;0;0;0
12.06.2020 06:00;27;14770;0;3600000;1;660;0;0;0;0;0;0;0;0
12.06.2020 07:00;54;24620;0;3600000;1;300;3;1080;0;0;0;0;0;0
12.06.2020 08:00;64;29260;0;3600000;0;0;16;9040;0;0;0;0;0;0
12.06.2020 09:00;66;26630;0;3600000;8;6870;13;9340;0;0;0;0;0;0
12.06.2020 10:00;78;42850;0;3600000;11;5250;12;6450;0;0;0;0;0;0
12.06.2020 11:00;102;55510;0;3600000;6;2390;11;16490;0;0;0;0;0;0
12.06.2020 12:00;127;64840;0;3600000;16;14710;15;9670;0;0;0;0;0;0
12.06.2020 13:00;101;37780;0;3600000;25;10840;16;14630;0;0;0;0;0;0
12.06.2020 14:00;103;52240;0;3600000;20;12530;22;17680;0;0;0;0;0;0
12.06.2020 15:00;1092;145722;0;3600000;26;15710;13;11690;0;0;0;0;0;0
12.06.2020 16:00;4060;477733;0;3600000;43;23992;23;19930;0;0;0;0;0;0
12.06.2020 17:00;5787;652025;0;3600000;17;11080;10;7290;0;0;0;0;0;0
12.06.2020 18:00;1663;221670;0;3600000;14;8300;3;2340;0;0;0;0;0;0
12.06.2020 19:00;7987;919746;0;3600000;6;2380;8;3850;0;0;0;0;0;0
12.06.2020 20:00;-1;-1;0;3600000;7;8280;7;2790;0;0;0;0;0;0
12.06.2020 21:00;48;19076;0;3600000;8;2430;5;3240;0;0;0;0;0;0
12.06.2020 22:00;50;22310;0;3600000;3;2690;5;2950;0;0;0;0;0;0
12.06.2020 23:00;24;12420;0;3600000;2;2010;0;0;0;0;0;0;0;0
13.06.2020 00:00;22;8940;0;3600000;0;0;1;790;0;0;0;0;0;0
13.06.2020 01:00;10;3880;0;3600000;0;0;1;350;0;0;0;0;0;0
13.06.2020 02:00;14;7010;0;3600000;0;0;0;0;0;0;0;0;0;0
13.06.2020 03:00;24;10080;0;3600000;0;0;0;0;0;0;0;0;0;0
13.06.2020 04:00;7;3860;0;3600000;0;0;0;0;0;0;0;0;0;0
13.06.2020 05:00;10;7890;0;3600000;0;0;0;0;0;0;0;0;0;0
13.06.2020 06:00;15;6450;0;3600000;0;0;0;0;0;0;0;0;0;0
13.06.2020 07:00;15;5140;0;3600000;0;0;0;0;0;0;0;0;0;0
13.06.2020 08:00;22;10520;0;3600000;0;0;7;4160;0;0;0;0;0;0
13.06.2020 09:00;54;32800;0;3600000;1;400;8;4500;0;0;0;0;0;0
13.06.2020 10:00;51;27070;0;3600000;3;3100;3;1740;0;0;0;0;0;0
13.06.2020 11:00;67;32750;0;3600000;7;4210;13;7370;0;0;0;0;0;0
13.06.2020 12:00;83;34460;0;3600000;9;10390;11;11790;0;0;0;0;0;0
13.06.2020 13:00;162;43623;0;3600000;10;8940;15;8090;0;0;0;0;0;0
13.06.2020 14:00;2106;207219;0;3600000;22;10019;11;13358;0;0;0;0;0;0
13.06.2020 15:00;4159;403526;0;3600000;13;12310;19;10060;0;0;0;0;0;0
13.06.2020 16:00;4927;497354;0;3600000;28;20350;12;8520;0;0;0;0;0;0
13.06.2020 17:00;873;96578;0;3600000;18;11310;7;10170;0;0;0;0;0;0
13.06.2020 18:00;486;72181;0;3600000;21;9730;9;8850;0;0;0;0;0;0
13.06.2020 19:00;1091;109240;0;3600000;9;4630;5;2380;0;0;0;0;0;0
13.06.2020 20:00;254;39902;0;3600000;2;1660;16;8250;0;0;0;0;0;0
13.06.2020 21:00;184;31569;0;3600000;3;3030;6;3780;0;0;0;0;0;0
13.06.2020 22:00;23;8670;0;3600000;2;690;2;3360;0;0;0;0;0;0
13.06.2020 23:00;27;11260;0;3600000;0;0;2;1280;0;0;0;0;0;0
14.06.2020 00:00;17;7290;0;3600000;1;340;0;0;0;0;0;0;0;0
14.06.2020 01:00;16;5770;0;3600000;0;0;0;0;0;0;0;0;0;0
14.06.2020 02:00;13;5170;0;3600000;0;0;0;0;0;0;0;0;0;0
14.06.2020 03:00;11;6480;0;3600000;0;0;0;0;0;0;0;0;0;0
14.06.2020 04:00;10;4640;0;3600000;0;0;0;0;0;0;0;0;0;0
14.06.2020 05:00;5;2400;0;3600000;0;0;0;0;0;0;0;0;0;0
14.06.2020 06:00;10;3780;0;3600000;0;0;0;0;0;0;0;0;0;0
14.06.2020 07:00;10;4365;0;3600000;0;0;0;0;0;0;0;0;0;0
