01.06.2020 00:00;Bel_D21;Vwz_D21;Bel_D22;Vwz_D22;Bel_D81;Vwz_D81;Bel_D82;Vwz_D82;Bel_TBS32;Vwz_TBS32;Bel_TBS35;Vwz_TBS35;Bel_TBS38;Vwz_TBS38;Bel_TBS41;Vwz_TBS41;Bel_TF32;Vwz_TF32;Bel_TF35;Vwz_TF35;Bel_TF38;Vwz_TF38;Bel_TF41;Vwz_TF41;Bel_V111;Vwz_V111;Bel_V112;Vwz_V112;Bel_V113;Vwz_V113;Bel_V1_Stoer;Vwz_V1_Stoer;Bel_V23;Vwz_V23;Bel_V24;Vwz_V24;Bel_V2_Stoer;Vwz_V2_Stoer;Bel_V3_Stoer;Vwz_V3_Stoer;Bel_V4_Stoer;Vwz_V4_Stoer;Bel_V51;Vwz_V51;Bel_V52;Vwz_V52;Bel_V83;Vwz_V83;Bel_V84;Vwz_V84
31.08.2020 15:00;134;1802400;164;837600;50;622200;79;549600;1;600;22;21600;3;1800;8;4800;2;1200;11;9000;3;1800;13;7800;204;2287200;93;708000;363;1613400;0;0;67;1810200;98;670800;0;0;0;0;0;0;103;2365200;37;87600;66;169200;48;512400
31.08.2020 16:00;162;1611600;245;754200;46;550800;77;489600;4;3000;21;41400;1;600;5;4800;1;600;14;9000;2;1800;6;3600;184;2454000;135;736800;381;1688400;0;0;27;3182400;61;1494000;0;0;0;0;0;0;102;2593200;34;202200;69;176400;74;406200
31.08.2020 17:00;162;2040600;217;759600;55;742200;77;395400;5;6000;17;14400;1;600;18;24000;5;3000;9;6000;1;600;13;10200;189;2316600;119;745800;348;1596000;0;0;77;1797000;103;348000;0;0;0;0;0;0;111;2506200;27;69000;77;388800;49;309600
31.08.2020 18:00;141;1831200;194;765600;54;603600;79;442200;1;600;4;3600;0;0;11;15000;1;600;1;600;1;600;20;13800;190;2204400;108;748800;338;1486800;0;0;85;1587000;106;390600;0;0;0;0;0;0;107;2280600;36;151800;67;315600;43;138600
31.08.2020 19:00;100;1480800;135;561600;26;178200;77;233400;3;4800;10;10200;1;1800;14;21000;2;1800;2;1200;1;600;12;9600;158;1668000;64;459000;263;1177200;0;0;79;1002000;77;287400;0;0;0;0;0;0;124;1720200;25;87600;25;103200;26;73200
31.08.2020 20:00;78;978600;93;339000;19;126000;23;127800;0;0;8;13200;0;0;7;6600;0;0;5;3000;0;0;8;4800;170;1393200;55;163800;182;775800;0;0;72;369600;23;51600;0;0;0;0;0;0;135;1485600;17;75600;21;59400;7;4800
31.08.2020 21:00;58;612000;70;157800;17;58200;38;17400;0;0;8;7200;0;0;3;1800;0;0;4;4800;0;0;7;4200;157;1140600;42;93600;159;485400;0;0;59;130800;16;18000;0;0;0;0;0;0;129;1212600;12;15000;11;18000;5;4200
31.08.2020 22:00;38;331200;48;107400;8;1800;8;18600;1;600;2;1800;1;600;3;1800;2;1200;2;1200;1;600;4;2400;121;892800;31;71400;113;292200;0;0;36;71400;6;5400;0;0;0;0;0;0;92;657600;14;16800;3;40200;5;1800
31.08.2020 23:00;13;144600;17;31200;5;1800;6;10200;1;600;0;0;0;0;1;600;0;0;1;600;0;0;1;600;72;460200;12;18000;62;74400;0;0;14;18600;3;4200;0;0;0;0;0;0;56;329400;5;9000;3;1800;0;0
01.09.2020 00:00;7;27000;10;29400;6;12600;5;8400;0;0;1;600;0;0;1;600;0;0;1;600;0;0;3;3000;29;148200;2;600;26;37200;0;0;6;7200;2;1800;0;0;0;0;0;0;19;103200;8;478200;3;3600;4;1800
01.09.2020 01:00;4;45600;4;15000;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;17;90600;5;4800;12;9600;0;0;4;4800;1;0;0;0;0;0;0;0;19;89400;0;0;0;0;0;0
01.09.2020 02:00;2;7800;3;1800;1;600;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;78000;2;1800;9;12000;0;0;1;1800;1;0;0;0;0;0;0;0;13;68400;0;0;0;0;0;0
01.09.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;43800;0;0;6;6600;0;0;0;0;0;0;0;0;0;0;0;0;15;88200;1;1800;0;0;0;0
01.09.2020 04:00;2;3000;3;13800;1;1200;1;10200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;158400;6;4800;19;18000;0;0;2;1200;0;0;0;0;0;0;0;0;27;172200;2;3600;1;1800;0;0
01.09.2020 05:00;7;47400;9;22800;5;2400;7;11400;0;0;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;61;337800;6;6600;60;84600;0;0;6;7200;2;2400;0;0;0;0;0;0;87;792600;2;1800;6;4200;7;3000
01.09.2020 06:00;32;595800;34;125400;18;171600;22;118800;0;0;3;2400;0;0;0;0;0;0;2;1200;0;0;1;600;146;1090800;25;74400;212;597000;0;0;28;57600;8;18600;0;0;0;0;0;0;109;1947600;13;54000;23;64200;13;17400
01.09.2020 07:00;79;1473000;124;689400;53;462600;77;601800;2;3000;9;10800;2;1200;8;6000;2;1800;9;9000;3;1800;8;4800;217;1774800;50;261600;374;1101000;0;0;65;738000;79;274200;0;0;0;0;0;0;104;2563800;37;40800;70;276000;58;396600
01.09.2020 08:00;113;1807200;140;609000;70;787800;114;683400;0;0;4;3000;0;0;9;6600;1;600;3;1800;0;0;3;2400;219;1692000;67;329400;379;1077600;0;0;81;1249800;47;127800;0;0;0;0;0;0;88;2727000;58;252000;101;444600;73;337200
01.09.2020 09:00;84;1335000;99;455400;51;533400;106;471000;0;0;4;4200;0;0;4;3000;1;600;6;4800;1;600;7;4200;202;1596000;112;384600;299;1005600;0;0;59;1105800;44;220200;0;0;0;0;0;0;119;2290800;36;179400;65;303600;67;237600
01.09.2020 10:00;95;1003200;117;333000;59;426000;77;379200;0;0;15;12600;0;0;25;31200;3;3000;9;6600;0;0;8;7200;195;1842000;103;645600;282;1287000;0;0;64;1029600;22;2851200;0;0;0;0;0;0;120;2221200;36;232800;59;307800;56;229800
01.09.2020 11:00;121;1393800;152;456000;51;619800;113;357600;0;0;9;7200;1;600;7;5400;0;0;8;6000;0;0;17;11400;178;1715400;77;351000;263;1231800;0;0;65;1718400;54;1726200;0;0;0;0;0;0;103;2389200;39;307200;30;1988400;57;156600
01.09.2020 12:00;142;1738800;199;1009200;43;280200;72;354000;1;600;18;27600;0;0;7;4800;0;0;6;4200;1;600;11;7200;204;1711200;125;519000;284;1119000;0;0;94;1342800;95;375600;0;0;0;0;0;0;113;2199000;30;174000;66;179400;54;169200
01.09.2020 13:00;120;1644600;169;730800;39;507600;77;445200;1;600;5;6000;0;0;22;28200;1;600;3;1800;0;0;20;15600;197;1885200;93;505800;302;1350000;0;0;84;1134000;91;288000;0;0;0;0;0;0;116;2229600;24;100200;89;303600;76;264600
01.09.2020 14:00;184;1640400;203;612600;38;366000;55;210600;2;1800;3;3600;2;3000;8;6600;3;1800;5;3000;1;600;20;15000;202;2142000;89;609600;334;1641600;0;0;95;1611600;111;305400;0;0;0;0;0;0;108;2067600;27;202200;46;790800;51;216600
01.09.2020 15:00;135;1744200;177;544800;77;565200;89;755400;1;2400;7;7200;3;2400;8;7800;2;1200;10;7200;2;1800;16;12000;176;2361000;118;925800;371;1731600;0;0;74;2113200;74;1333200;0;0;0;0;0;0;115;2349000;29;182400;81;316800;55;228600
01.09.2020 16:00;175;1741200;217;1056600;49;430800;66;295800;2;1200;6;7200;1;600;10;9600;1;600;7;4200;1;600;15;10200;168;2609400;147;910800;381;1965600;0;0;67;2784600;60;2026800;0;0;0;0;0;0;98;2673000;35;156600;93;384000;80;699600
01.09.2020 17:00;156;2024400;213;783600;66;694800;80;477600;0;0;15;13800;2;1200;16;13800;0;0;7;4800;2;1200;16;10200;163;2842200;142;1025400;361;1912800;0;0;80;2629200;108;874800;0;0;0;0;0;0;105;2643000;62;226200;106;350400;75;2238000
01.09.2020 18:00;161;2019000;215;1019400;42;357600;61;379200;1;600;8;9000;0;0;5;3000;0;0;7;4200;0;0;18;13200;149;2588400;95;846000;328;1662000;0;0;86;1903800;117;527400;0;0;0;0;0;0;117;2389200;41;154200;51;137400;48;341400
01.09.2020 19:00;102;1374600;137;697800;27;172200;43;133200;4;7200;2;1200;0;0;10;7800;1;600;7;4200;1;600;17;13800;187;1773000;73;540600;271;1161000;0;0;75;1050600;86;278400;0;0;0;0;0;0;109;1997400;22;73200;34;36600;22;122400
01.09.2020 20:00;74;990000;97;220800;21;15600;22;141600;2;1200;2;1200;1;3000;3;4200;2;1200;7;4800;1;600;17;12600;148;1299000;40;119400;213;528000;0;0;67;459000;22;113400;0;0;0;0;0;0;129;1612800;15;75600;15;22800;10;7200
01.09.2020 21:00;55;433200;63;139800;13;81600;11;66000;0;0;1;600;0;0;3;1800;1;600;2;1200;0;0;5;3000;146;1084200;40;97800;140;472800;0;0;45;84600;19;20400;0;0;0;0;0;0;122;1132200;19;57000;12;11400;6;3600
01.09.2020 22:00;49;412800;64;161400;12;39600;10;19800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;113;847800;17;22200;119;377400;0;0;46;91800;19;62400;0;0;0;0;0;0;100;796800;12;18600;10;10800;4;4200
01.09.2020 23:00;14;70200;23;61800;7;4200;9;11400;0;0;0;0;0;0;1;600;0;0;0;0;0;0;2;1200;79;440400;10;9000;68;93000;0;0;13;18000;5;4200;0;0;0;0;0;0;65;459000;5;4200;8;4800;3;1200
02.09.2020 00:00;5;40800;7;9000;2;600;2;17400;0;0;1;600;0;0;0;0;0;0;1;600;0;0;2;1200;31;169800;3;1800;28;31800;0;0;4;4200;1;1800;0;0;0;0;0;0;33;189600;3;2400;0;0;0;0
02.09.2020 01:00;1;13200;1;1200;1;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;49200;0;0;9;10200;0;0;2;1200;0;0;0;0;0;0;0;0;11;63600;0;0;0;0;0;0
02.09.2020 02:00;1;13800;2;1800;3;18600;3;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;81600;0;0;14;15000;0;0;1;600;0;0;0;0;0;0;0;0;8;41400;1;1200;2;2400;0;0
02.09.2020 03:00;1;11400;1;1200;1;13800;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;45000;0;0;8;6000;0;0;1;1800;0;0;0;0;0;0;0;0;8;57000;0;0;1;2400;0;0
02.09.2020 04:00;6;16800;8;24600;2;1200;2;9600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;123600;4;4800;15;13800;0;0;3;4200;0;0;0;0;0;0;0;0;31;249600;1;1200;2;3000;0;0
02.09.2020 05:00;6;63600;7;13800;5;15000;5;12600;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;68;379200;7;4800;65;88200;0;0;6;7800;2;600;0;0;0;0;0;0;88;779400;3;3000;5;6600;2;1200
02.09.2020 06:00;25;585000;30;106200;18;231600;26;166200;0;0;3;1800;1;600;2;1200;0;0;2;600;1;600;3;1800;143;975000;22;61200;200;442800;0;0;22;192000;5;6000;0;0;0;0;0;0;115;1709400;9;15000;30;61800;12;7200
02.09.2020 07:00;78;1231800;114;525600;52;627000;82;573600;2;1800;9;9000;0;0;6;7800;2;1200;3;1800;0;0;9;6600;190;1713600;71;273600;354;1060800;0;0;69;838200;68;408000;0;0;0;0;0;0;90;2504400;35;189000;73;441600;73;341400
02.09.2020 08:00;111;1491600;148;426600;60;628200;119;646800;1;600;9;6600;4;15600;3;1800;0;0;9;6000;7;5400;6;4200;246;1589400;78;368400;361;1036800;0;0;75;1213200;65;346800;0;0;0;0;0;0;79;2797200;58;161400;98;284400;77;348600
02.09.2020 09:00;81;1303200;97;386400;46;457200;76;590400;1;600;8;8400;1;2400;4;3000;2;1200;5;3600;2;1200;9;5400;192;1647000;97;387600;310;1114200;0;0;61;820800;41;307200;0;0;0;0;0;0;114;2236800;35;166200;65;232800;64;214200
02.09.2020 10:00;98;1307400;114;377400;38;398400;57;319800;1;600;6;5400;2;1200;8;6000;3;2400;4;2400;3;1800;17;12000;209;1482000;93;462000;267;970800;0;0;51;1596000;28;1333800;0;0;0;0;0;0;109;2092800;34;443400;53;138600;42;202800
02.09.2020 11:00;126;1579800;159;621600;58;385200;98;330000;1;600;15;16200;0;0;7;4800;2;1200;5;3600;0;0;17;14400;222;1606200;81;516000;281;1239000;0;0;51;2074200;24;3073200;0;0;0;0;0;0;128;2368200;39;118200;76;776400;47;210000
02.09.2020 12:00;130;1573800;168;397200;43;329400;64;268200;2;1200;9;7800;0;0;8;6600;2;1200;6;3600;1;600;15;11400;257;1846200;96;622200;333;1284000;0;0;22;3197400;41;2369400;0;0;0;0;0;0;117;2239200;39;111600;78;138000;27;1852200
02.09.2020 13:00;131;1438200;161;469200;66;358800;70;301200;2;1200;19;28800;2;1200;2;1800;1;600;5;3600;1;600;13;9600;253;2036400;106;562800;282;1684800;0;0;23;3154200;32;2359200;0;0;0;0;0;0;103;2379600;34;191400;100;289200;49;797400
02.09.2020 14:00;153;1690800;198;772800;53;551400;78;482400;1;600;18;22200;0;0;15;19200;6;4200;9;7200;1;600;26;20400;240;2195400;108;684000;332;1674600;0;0;11;3359400;59;1746600;0;0;0;0;0;0;117;2133000;29;98400;42;1502400;38;1279800
02.09.2020 15:00;138;1902000;185;682200;49;498600;73;657600;0;0;27;28200;2;1200;7;4200;0;0;15;13800;2;1200;12;7200;204;2478000;129;840600;404;1821000;0;0;20;3249000;66;2105400;0;0;0;0;0;0;119;2373600;26;96000;80;929400;50;1716600
02.09.2020 16:00;172;2017800;214;808800;59;543000;72;529200;0;0;11;16200;0;0;3;1800;2;2400;12;10200;1;600;16;12600;195;2446200;125;816000;432;1798200;0;0;26;3010200;70;1515000;0;0;0;0;0;0;116;2595000;35;348000;73;274200;37;2162400
02.09.2020 17:00;156;1830600;223;856800;49;384600;85;435000;2;1200;10;10800;0;0;12;13200;4;2400;6;3600;1;600;16;12000;186;2566800;100;890400;362;1921200;0;0;85;1977600;112;586800;0;0;0;0;0;0;111;2679600;39;121200;73;253800;43;1998000
02.09.2020 18:00;143;1612200;203;1108800;45;568800;64;402000;4;4200;22;34800;1;600;6;4800;5;3000;7;5400;1;600;16;10800;170;2364000;99;923400;345;1630200;0;0;102;2073000;119;465600;0;0;0;0;0;0;112;2327400;36;121800;70;139200;50;210600
02.09.2020 19:00;116;1885800;148;507000;33;209400;50;312600;1;600;8;6600;0;0;6;4800;1;600;5;4800;1;600;11;9000;163;1513800;67;618000;261;982200;0;0;79;1316400;74;318600;0;0;0;0;0;0;112;2011800;24;172200;28;93000;27;76800
02.09.2020 20:00;77;925200;98;394200;21;78600;23;57600;1;1200;6;3600;1;1200;4;2400;1;600;9;6600;2;1800;11;7200;177;1489200;59;189600;209;829200;0;0;66;269400;45;146400;0;0;0;0;0;0;123;1794600;24;69000;16;28800;15;13200
02.09.2020 21:00;78;579600;91;192600;22;99000;28;50400;1;600;4;2400;0;0;10;6600;3;1800;8;5400;0;0;8;4800;145;1011600;36;82800;143;477600;0;0;76;263400;22;27600;0;0;0;0;0;0;131;1161600;12;18600;19;25800;9;6600
02.09.2020 22:00;47;311400;59;136800;11;45000;10;39000;0;0;0;0;1;1200;5;4200;0;0;3;1800;2;1800;6;3600;138;952800;34;71400;140;369600;0;0;43;138000;22;27600;0;0;0;0;0;0;112;886200;10;15600;6;13200;3;1800
02.09.2020 23:00;17;181200;23;61800;8;17400;12;58800;0;0;1;600;1;600;0;0;0;0;1;600;1;600;0;0;87;535200;18;21600;89;125400;0;0;20;37200;37;333000;0;0;0;0;0;0;83;592800;8;21000;13;31800;4;3000
03.09.2020 00:00;8;29400;13;10800;0;0;1;7800;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;38;208200;3;3000;29;48000;0;0;5;7800;24;184800;0;0;0;0;0;0;37;190800;3;2400;1;4200;1;0
03.09.2020 01:00;1;12600;6;10200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;77400;3;2400;13;27000;0;0;2;6600;1;1200;0;0;0;0;0;0;13;64800;0;0;0;0;0;0
03.09.2020 02:00;2;24600;4;24000;2;1200;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;65400;0;0;13;13200;0;0;2;4800;0;0;0;0;0;0;0;0;10;54000;1;1200;0;0;0;0
03.09.2020 03:00;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;61800;0;0;10;8400;0;0;0;0;0;0;0;0;0;0;0;0;19;80400;0;0;0;0;0;0
03.09.2020 04:00;6;21000;7;23400;1;1200;1;9600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;108600;1;600;15;19200;0;0;4;7200;0;0;0;0;0;0;0;0;36;196800;1;1200;1;1200;0;0
03.09.2020 05:00;6;36000;8;36600;5;3000;7;22800;0;0;1;600;0;0;1;600;0;0;0;0;0;0;2;1200;72;355200;6;7200;63;87600;0;0;6;12000;8;7800;0;0;0;0;0;0;82;742800;4;2400;2;600;2;0
03.09.2020 06:00;32;553200;32;146400;16;171600;21;67200;0;0;4;3000;0;0;3;1800;0;0;1;600;0;0;2;1200;131;988800;24;40800;198;519600;0;0;37;103800;10;12600;0;0;0;0;0;0;127;1624800;8;7200;15;27000;8;9600
03.09.2020 07:00;74;1038000;110;532200;51;714600;77;787800;3;1800;18;19800;0;0;5;5400;2;1200;7;4200;1;600;10;7800;205;1593600;61;183000;358;1031400;0;0;52;666600;71;240600;0;0;0;0;0;0;116;2606400;26;60600;83;366600;72;232800
03.09.2020 08:00;106;1351800;145;611400;61;618600;88;601800;0;0;8;7800;0;0;5;3600;1;600;1;600;0;0;7;5400;226;1669200;85;309000;350;1085400;0;0;89;876000;59;256200;0;0;0;0;0;0;105;2643000;53;271200;98;336000;76;328800
03.09.2020 09:00;81;1120200;102;231600;77;671400;120;535200;5;10200;2;1200;2;1800;7;4200;3;3000;3;1800;1;600;11;8400;199;1567200;100;320400;304;1069800;0;0;56;745200;52;156600;0;0;0;0;0;0;126;2142600;42;186600;81;374400;63;289200
03.09.2020 10:00;125;1470000;134;606000;44;448200;56;328200;0;0;6;4800;0;0;4;3000;0;0;6;3600;0;0;5;3000;234;1672800;85;423000;311;1192200;0;0;74;1154400;54;448800;0;0;0;0;0;0;128;2109000;28;138000;55;172800;43;158400
03.09.2020 11:00;122;1338000;152;670200;40;421200;69;441000;1;600;7;4800;1;600;7;5400;7;6000;4;3000;2;1800;17;13200;189;1696200;71;398400;267;1198800;0;0;104;1032600;69;182400;0;0;0;0;0;0;125;2193000;39;183000;76;274800;48;183000
03.09.2020 12:00;156;1360800;155;609000;47;376200;61;357600;1;600;11;11400;0;0;11;7800;1;600;8;5400;0;0;16;11400;185;2004600;85;574200;312;1560000;0;0;97;949200;75;187200;0;0;0;0;0;0;122;2230800;29;167400;60;430800;56;326400
03.09.2020 13:00;124;1461600;174;548400;60;320400;79;511200;1;600;17;14400;0;0;8;7800;2;1200;6;4200;3;2400;27;24000;184;1839600;73;387000;319;1233600;0;0;98;933000;91;268800;0;0;0;0;0;0;128;2313000;42;167400;84;229200;54;204600
03.09.2020 14:00;150;1751400;205;575400;63;562800;71;480000;4;2400;5;3000;1;600;5;4800;5;3600;9;7200;0;0;17;12600;179;2277600;120;765000;321;1755600;0;0;104;1527000;95;257400;0;0;0;0;0;0;108;2261400;22;60600;67;426000;60;173400
03.09.2020 15:00;148;1966200;202;689400;62;756000;79;330000;1;600;10;13800;5;9000;5;4200;0;0;4;2400;6;5400;19;15000;197;2473200;118;826800;397;1819200;0;0;103;1735800;97;424200;0;0;0;0;0;0;118;2491200;27;154800;74;238800;52;206400
03.09.2020 16:00;121;1649400;167;535200;46;642600;69;508800;3;2400;12;15600;3;2400;11;12000;2;1200;5;3000;1;1800;21;17400;180;2427000;125;874800;411;1815600;0;0;82;1314000;90;377400;0;0;0;0;0;0;121;2613600;38;88200;72;276600;58;139200
03.09.2020 17:00;202;2145600;259;1225800;66;612600;86;647400;0;0;10;7200;2;2400;12;13200;0;0;6;3600;2;1200;17;11400;188;2541600;136;969600;406;1847400;0;0;106;2151000;115;591600;0;0;0;0;0;0;97;2599800;45;121800;55;236400;55;222600
03.09.2020 18:00;165;2232000;238;1055400;41;490800;58;336000;0;0;3;1800;0;0;27;39600;0;0;5;4200;0;0;27;21600;187;2503800;116;888000;408;1809000;0;0;90;1895400;114;528000;0;0;0;0;0;0;100;2375400;37;150000;46;224400;38;149400
03.09.2020 19:00;101;1696800;150;547800;29;210000;41;149400;2;3000;10;14400;0;0;9;12000;4;3600;7;4800;0;0;21;15600;161;1695000;56;298200;280;1062600;0;0;82;1275600;78;204600;0;0;0;0;0;0;112;2013600;41;115200;25;48600;27;66600
03.09.2020 20:00;67;835200;86;262800;22;183600;43;227400;1;1800;4;3000;0;0;9;13200;1;600;4;2400;1;600;6;4200;157;1350600;50;138000;206;659400;0;0;64;369600;24;67800;0;0;0;0;0;0;123;1518600;16;70200;24;33600;7;3000
03.09.2020 21:00;54;442800;66;180000;8;14400;10;60600;3;7200;5;3000;0;0;5;3600;2;1800;3;1800;1;600;13;8400;153;1213800;48;132600;156;543000;0;0;55;183000;20;214800;0;0;0;0;0;0;108;1117800;16;67800;4;9600;15;7200
03.09.2020 22:00;50;382800;64;133200;8;37800;16;35400;0;0;1;600;0;0;2;1200;0;0;2;1200;0;0;5;3000;124;858000;18;51000;120;331800;0;0;55;120000;22;159000;0;0;0;0;0;0;85;754800;15;12600;5;9000;4;1800
03.09.2020 23:00;27;207000;34;67200;5;18600;5;3600;0;0;0;0;0;0;1;600;0;0;1;600;0;0;3;1800;91;522000;13;15000;75;127200;0;0;29;81600;13;16200;0;0;0;0;0;0;72;430200;7;7800;2;4800;2;600
04.09.2020 00:00;7;43200;8;6600;2;600;1;600;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;3;1800;36;203400;6;4200;36;37200;0;0;8;12000;5;3600;0;0;0;0;0;0;35;241200;8;10800;0;0;0;0
04.09.2020 01:00;2;11400;3;12000;2;13200;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;21;134400;1;1200;23;36000;0;0;1;3600;2;3600;0;0;0;0;0;0;19;97200;1;1800;2;2400;0;0
04.09.2020 02:00;1;0;3;600;3;600;3;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;82800;2;1800;14;13800;0;0;0;0;0;0;0;0;0;0;0;0;19;102000;4;3000;0;0;0;0
04.09.2020 03:00;3;11400;2;1200;1;600;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;73200;2;1200;9;18000;0;0;0;0;0;0;0;0;0;0;0;0;11;58800;1;0;0;0;0;0
04.09.2020 04:00;1;21600;2;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;72000;3;1800;12;12600;0;0;1;2400;0;0;0;0;0;0;0;0;27;171600;2;1200;1;1200;0;0
04.09.2020 05:00;5;68400;6;19200;3;13200;6;2400;0;0;2;1200;0;0;1;600;0;0;0;0;0;0;1;600;69;417600;5;5400;73;108000;0;0;7;12000;7;10200;0;0;0;0;0;0;86;725400;3;4800;1;2400;4;600
04.09.2020 06:00;25;554400;29;52200;13;73200;15;75600;0;0;2;1200;0;0;4;2400;0;0;1;600;0;0;3;1800;156;1005600;27;96000;198;473400;0;0;25;185400;10;193200;0;0;0;0;0;0;123;1482000;10;30600;6;10800;9;7800
04.09.2020 07:00;66;1096800;108;707400;63;514200;72;576600;2;1200;15;13200;0;0;9;9000;1;600;7;4200;2;1200;16;13200;174;1600800;53;166200;365;1078800;0;0;64;578400;71;352200;0;0;0;0;0;0;123;2461800;44;172200;55;208200;61;286800
04.09.2020 08:00;99;1490400;120;435000;73;782400;99;335400;2;1800;3;1800;0;0;9;6600;5;3600;3;1800;0;0;12;7800;212;1564800;80;371400;299;1044000;0;0;65;1063800;58;172200;0;0;0;0;0;0;118;2578800;44;113400;63;2053800;35;1768200
04.09.2020 09:00;104;1306800;132;424800;68;433800;68;671400;0;0;3;1800;1;1200;9;7200;1;600;6;4200;2;1200;20;13800;180;1703400;72;493200;248;1218600;0;0;67;1064400;60;186000;0;0;0;0;0;0;114;2019600;26;192600;24;2221800;2;2844600
04.09.2020 10:00;117;1254600;137;363000;58;237000;70;307800;1;600;10;8400;0;0;5;3600;2;1200;7;4800;1;600;12;9600;184;1836000;95;567000;274;1316400;0;0;83;1146600;44;608400;0;0;0;0;0;0;108;2250000;37;171000;43;185400;56;199800
04.09.2020 11:00;120;1498800;148;574800;81;310800;122;492600;0;0;8;10200;0;0;3;1800;0;0;4;2400;2;1800;9;8400;203;1742400;90;452400;324;1315200;0;0;86;1113600;93;340800;0;0;0;0;0;0;122;2185200;35;167400;97;291600;96;365400
04.09.2020 12:00;146;1824600;317;813000;64;351600;81;326400;2;2400;17;14400;0;0;2;1800;3;2400;4;2400;1;600;4;3000;210;2188200;118;535200;377;1639200;0;0;65;2326800;129;1304400;0;0;0;0;0;0;115;2413200;33;199800;72;883800;63;1049400
04.09.2020 13:00;143;1822200;177;700200;64;540600;91;571200;2;3000;15;18000;1;600;7;6600;6;4800;6;3600;3;1800;15;12600;194;2215200;107;770400;358;1666800;0;0;85;1702200;90;429000;0;0;0;0;0;0;110;2581200;34;65400;70;192000;87;518400
04.09.2020 14:00;155;1870200;197;651600;39;459600;76;471600;2;1200;7;5400;2;1800;8;7200;2;1200;8;6600;3;1800;18;13200;216;2442000;125;761400;412;1851600;0;0;77;1932000;78;259800;0;0;0;0;0;0;97;2481000;35;109800;31;124800;58;259800
04.09.2020 15:00;132;1771800;157;580800;36;324600;50;437400;1;600;12;12000;0;0;11;9600;2;1200;6;3600;0;0;15;11400;186;2617200;133;923400;414;1976400;0;0;80;1396800;72;432000;0;0;0;0;0;0;93;2727600;33;167400;31;174000;32;113400
04.09.2020 16:00;152;1943400;192;882000;57;418200;72;499200;2;1200;19;18000;0;0;8;6600;4;2400;4;2400;0;0;15;11400;199;2529000;122;806400;415;1878600;0;0;70;2108400;99;627600;0;0;0;0;0;0;115;2484600;40;337200;66;204600;55;271200
04.09.2020 17:00;142;1813800;192;804600;45;355800;77;396000;5;5400;17;19800;0;0;7;4800;2;1200;9;6000;0;0;17;13200;180;2543400;103;769800;363;1750800;0;0;112;1931400;94;428400;0;0;0;0;0;0;132;2352600;38;105000;63;169200;58;154800
04.09.2020 18:00;126;1845000;166;681000;49;243600;78;513600;1;600;10;13800;1;600;12;34200;3;1800;5;4200;0;0;27;23400;177;2058000;103;606600;345;1260600;0;0;99;1745400;89;460800;0;0;0;0;0;0;97;2465400;34;115200;50;169200;59;200400
04.09.2020 19:00;96;1205400;121;538200;41;266400;72;349800;0;0;13;15000;0;0;9;9600;0;0;5;3000;0;0;17;12600;188;1807800;70;425400;284;1225800;0;0;110;859800;57;174000;0;0;0;0;0;0;113;2079000;42;119400;52;133200;55;233400
04.09.2020 20:00;106;1098600;134;402600;29;87600;41;178800;5;13200;9;8400;0;0;9;9600;5;4200;3;2400;0;0;13;10200;177;1576200;70;283800;214;715200;0;0;105;558600;43;201000;0;0;0;0;0;0;117;1574400;25;84600;17;22800;25;23400
04.09.2020 21:00;88;633600;120;405600;29;69000;29;55800;0;0;5;3600;0;0;9;6600;0;0;3;1800;1;600;8;4800;151;1429800;51;138600;173;690000;0;0;86;385800;60;69600;0;0;0;0;0;0;125;1333200;14;24000;16;24600;11;6600
04.09.2020 22:00;59;538200;70;199800;19;69000;23;79800;0;0;5;3600;0;0;6;5400;0;0;5;3000;1;600;12;9000;160;1293000;46;138000;177;540000;0;0;68;209400;22;67200;0;0;0;0;0;0;112;1031400;16;25800;16;42000;7;4800
