01.06.2020 00:00;Bel_D21;Vwz_D21;Bel_D22;Vwz_D22;Bel_D81;Vwz_D81;Bel_D82;Vwz_D82;Bel_TBS32;Vwz_TBS32;Bel_TBS35;Vwz_TBS35;Bel_TBS38;Vwz_TBS38;Bel_TBS41;Vwz_TBS41;Bel_TF32;Vwz_TF32;Bel_TF35;Vwz_TF35;Bel_TF38;Vwz_TF38;Bel_TF41;Vwz_TF41;Bel_V111;Vwz_V111;Bel_V112;Vwz_V112;Bel_V113;Vwz_V113;Bel_V1_Stoer;Vwz_V1_Stoer;Bel_V23;Vwz_V23;Bel_V24;Vwz_V24;Bel_V2_Stoer;Vwz_V2_Stoer;Bel_V3_Stoer;Vwz_V3_Stoer;Bel_V4_Stoer;Vwz_V4_Stoer;Bel_V51;Vwz_V51;Bel_V52;Vwz_V52;Bel_V83;Vwz_V83;Bel_V84;Vwz_V84
01.06.2020 00:00;11;75000;12;21600;5;15600;3;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7800;66;377400;10;7800;55;84000;0;0;8;13800;2;5400;0;0;0;0;0;0;71;470400;1;1200;1;2400;4;1200
01.06.2020 01:00;8;66000;9;18600;5;21600;1;1200;0;0;0;0;0;0;1;600;0;0;0;0;0;0;1;600;53;238200;7;8400;35;49800;0;0;10;14400;2;1800;0;0;0;0;0;0;24;150000;0;0;3;1800;4;0
01.06.2020 02:00;6;51600;6;10800;3;3600;1;5400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;110400;2;1200;18;17400;0;0;4;9000;2;3600;0;0;0;0;0;0;27;161400;1;0;0;0;0;0
01.06.2020 03:00;2;3600;2;11400;3;12600;3;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;40200;0;0;6;4800;0;0;4;4800;1;1800;0;0;0;0;0;0;15;90000;1;1800;0;0;1;1800
01.06.2020 04:00;2;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;60000;2;1800;10;7200;0;0;0;0;0;0;0;0;0;0;0;0;8;34800;0;0;0;0;0;0
01.06.2020 05:00;3;42000;3;4200;2;10800;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;74400;1;6600;16;21000;0;0;3;10200;0;0;0;0;0;0;0;0;22;92400;1;0;1;3600;0;0
01.06.2020 06:00;2;9600;2;21600;1;22200;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;121800;4;7200;23;28800;0;0;3;7800;2;3600;0;0;0;0;0;0;17;115800;1;0;2;6000;1;600
01.06.2020 07:00;4;41400;6;19800;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;112200;3;6000;26;51000;0;0;5;9000;1;1200;0;0;0;0;0;0;55;1198200;1;1126200;2;1800;4;6600
01.06.2020 08:00;12;93600;11;33000;7;84600;5;3000;0;0;1;600;0;0;0;0;0;0;5;4200;0;0;0;0;63;265200;5;7200;62;147000;0;0;13;25800;14;652200;0;0;0;0;0;0;77;673200;11;39000;6;9600;1;2400
01.06.2020 09:00;19;286200;21;18000;18;302400;16;31800;0;0;0;0;0;0;3;3000;0;0;7;6000;0;0;9;7200;126;670200;17;43200;138;357600;0;0;23;70200;5;3503400;0;0;0;0;0;0;107;885000;5;27600;19;31200;11;33000
01.06.2020 10:00;38;428400;32;163200;18;40200;12;80400;1;600;2;1200;1;600;2;1800;2;1200;2;1200;2;1200;3;1800;143;970800;33;97800;173;545400;0;0;14;3027000;1;3575400;0;0;0;0;0;0;106;1748400;52;46800;16;49200;13;16800
01.06.2020 11:00;60;763800;59;99000;26;223800;20;59400;0;0;6;8400;0;0;3;1800;0;0;6;4200;0;0;4;2400;180;1108200;44;142800;235;538200;0;0;0;3600000;7;3515400;0;0;0;0;0;0;109;1919400;12;31200;43;878400;11;1665600
01.06.2020 12:00;62;744000;64;95400;37;148800;31;124200;0;0;3;3000;1;600;4;3000;0;0;4;3000;3;4200;4;2400;174;1105800;42;94200;234;604800;0;0;0;3600000;10;3446400;0;0;0;0;0;0;104;2074200;19;78600;68;765000;65;618600
01.06.2020 13:00;73;781200;86;222000;25;158400;31;202200;0;0;2;1200;2;1200;4;3000;0;0;7;4800;1;600;7;5400;190;1341600;57;138000;229;811200;0;0;9;3409800;1;3422400;0;0;0;0;0;0;106;1987800;28;97800;76;418200;64;2185800
01.06.2020 14:00;77;711600;87;343200;28;63000;21;93600;1;600;2;1200;2;1200;4;3000;1;600;4;2400;2;1200;5;3600;198;1519800;65;261000;312;831600;0;0;19;3376200;20;3443400;0;0;0;0;0;0;117;2057400;27;179400;55;248400;80;2210400
01.06.2020 15:00;59;993600;68;150000;23;157800;27;122400;1;1200;13;21600;0;0;7;5400;1;600;10;7200;0;0;8;6000;180;1243800;59;188400;241;576000;0;0;12;3379200;0;3600000;0;0;0;0;0;0;113;1969200;25;74400;55;295800;34;210600
01.06.2020 16:00;66;930600;83;284400;28;239400;20;172200;1;600;10;8400;1;1200;25;37800;2;1200;8;6000;1;600;21;15600;184;1104600;51;153000;225;576000;0;0;7;3485400;4;3558000;0;0;0;0;0;0;124;1798200;13;72000;34;76800;22;214200
01.06.2020 17:00;70;1004400;79;225600;42;67200;23;138000;1;600;4;3600;0;0;8;6000;1;600;9;6000;1;600;11;7800;118;2214000;59;374400;266;746400;0;0;3;3546000;17;3096000;0;0;0;0;0;0;126;1894800;11;82200;62;99600;35;804600
01.06.2020 18:00;67;1087200;82;325200;30;252000;40;256200;0;0;4;3600;0;0;12;12000;0;0;6;3600;2;1800;14;8400;39;3121200;14;2722200;234;982800;0;0;14;3367800;34;1836000;0;0;0;0;0;0;131;1918800;22;126000;74;146400;72;201600
01.06.2020 19:00;62;733200;68;195600;30;407400;30;296400;0;0;5;5400;1;600;12;14400;2;1200;4;4800;0;0;9;7800;156;1405200;67;197400;225;781800;0;0;55;385200;37;181800;0;0;0;0;0;0;137;1792800;21;123600;55;136800;32;136800
01.06.2020 20:00;56;787200;67;187800;24;166200;24;93000;1;600;3;4800;0;0;4;2400;1;600;6;3600;0;0;7;4800;145;1114200;52;214200;175;648600;0;0;50;300600;35;119400;0;0;0;0;0;0;107;1621800;11;15600;21;45000;13;28800
01.06.2020 21:00;41;721200;46;125400;10;109200;9;12000;0;0;6;4800;0;0;1;600;0;0;6;4800;0;0;3;1800;127;1060800;48;195000;138;614400;0;0;38;129600;8;5400;0;0;0;0;0;0;103;1135800;11;16200;6;14400;9;11400
01.06.2020 22:00;33;356400;32;184200;15;169800;8;5400;0;0;4;3600;0;0;6;9000;1;600;4;2400;0;0;3;1800;134;838800;25;48000;127;306000;0;0;27;100800;2;1800;0;0;0;0;0;0;103;876600;3;4200;10;13800;3;1200
01.06.2020 23:00;19;215400;23;67200;3;51000;2;3000;0;0;2;1200;0;0;0;0;0;0;1;600;0;0;1;600;64;427800;13;23400;52;139800;0;0;13;25200;1;1200;0;0;0;0;0;0;55;409200;8;26400;2;4800;0;0
02.06.2020 00:00;13;71400;10;16800;4;30000;3;2400;0;0;0;0;0;0;1;600;0;0;0;0;0;0;1;600;32;135600;6;7800;19;47400;0;0;8;19800;0;0;0;0;0;0;0;0;29;172800;1;600;4;5400;1;600
02.06.2020 01:00;5;29400;3;4800;1;12000;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;72000;2;1800;11;9600;0;0;3;4800;1;3000;0;0;0;0;0;0;17;99600;0;0;1;1200;0;0
02.06.2020 02:00;1;600;1;0;3;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;34200;0;0;7;8400;0;0;2;1200;0;0;0;0;0;0;0;0;6;35400;0;0;0;0;1;0
02.06.2020 03:00;5;41400;5;5400;1;600;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;32400;0;0;5;4200;0;0;6;9600;0;0;0;0;0;0;0;0;13;70800;0;0;0;0;0;0
02.06.2020 04:00;2;13200;3;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;111000;0;0;21;20400;0;0;1;8400;0;0;0;0;0;0;0;0;26;126000;4;3000;0;0;0;0
02.06.2020 05:00;12;80400;11;32400;10;70800;6;36600;1;600;0;0;0;0;0;0;1;600;1;600;0;0;1;600;60;355200;7;29400;61;188400;0;0;14;31200;2;4200;0;0;0;0;0;0;92;894000;6;8400;6;13200;1;3600
02.06.2020 06:00;19;544200;17;39000;20;361800;14;10800;0;0;0;0;0;0;1;600;0;0;4;2400;0;0;2;1200;166;1039200;29;44400;229;668400;0;0;13;163200;6;10200;0;0;0;0;0;0;120;1891200;9;13200;22;55800;13;75600
02.06.2020 07:00;66;997200;73;142200;58;618000;59;316800;0;0;0;0;0;0;0;0;0;0;5;3000;0;0;10;6600;205;1481400;44;116400;340;938400;0;0;47;633600;39;240600;0;0;0;0;0;0;63;2910600;35;58200;52;321000;58;277800
02.06.2020 08:00;88;1338600;100;324000;53;509400;71;307800;1;600;6;5400;1;600;13;15600;3;3000;7;4800;0;0;9;7200;189;1786200;74;211200;327;1029600;0;0;64;860400;67;1137000;0;0;0;0;0;0;149;2716800;57;330000;61;153000;65;306600
02.06.2020 09:00;98;1221600;102;276000;53;367800;79;223200;0;0;5;9600;1;600;5;6000;1;600;6;3600;2;1200;11;7800;196;1741800;96;371400;303;1107000;0;0;70;930000;19;3238800;0;0;0;0;0;0;125;2370600;37;204000;48;160200;45;132000
02.06.2020 10:00;109;1103400;124;375000;42;368400;52;345000;1;600;6;4800;0;0;9;8400;1;600;19;14400;0;0;19;13800;195;1889400;101;402000;305;1243800;0;0;25;2862600;0;3600000;0;0;0;0;0;0;137;2353800;38;244200;55;186000;50;210000
02.06.2020 11:00;121;1228800;132;351000;53;314400;55;274800;0;0;8;7800;0;0;18;18600;2;1200;12;7200;0;0;21;16800;204;1609200;91;358800;295;989400;0;0;12;3535800;14;2985600;0;0;0;0;0;0;120;2372400;31;195000;78;199800;58;384000
02.06.2020 12:00;142;1576200;164;408000;62;291000;53;315600;0;0;11;16200;0;0;7;7800;1;600;25;21000;1;600;21;16200;213;2071200;123;439800;319;1380600;0;0;0;3600000;20;2987400;0;0;0;0;0;0;119;2403600;33;171600;82;353400;41;1586400
02.06.2020 13:00;129;1441200;151;441600;54;291600;91;204600;1;600;4;3000;1;600;20;28200;1;600;10;6000;1;600;18;15000;205;2036400;93;423000;300;1335000;0;0;14;3404400;15;3297600;0;0;0;0;0;0;115;2384400;33;129000;76;1024200;51;1210200
02.06.2020 14:00;129;1485000;149;581400;49;232200;48;308400;1;600;8;5400;1;600;2;1200;2;1200;16;10200;1;600;10;7200;165;2331000;100;645600;323;1623000;0;0;34;2959200;28;2938800;0;0;0;0;0;0;115;2317200;44;157200;68;136800;68;231000
02.06.2020 15:00;140;1732200;148;452400;70;658200;79;462000;3;1800;13;16800;0;0;4;2400;4;2400;20;15000;0;0;8;4800;169;2424600;120;652200;343;1698600;0;0;71;2113800;60;1629600;0;0;0;0;0;0;114;2352000;35;140400;114;499800;53;157800
02.06.2020 16:00;148;1732800;177;489600;54;667800;104;470400;0;0;9;7800;0;0;4;4800;3;3000;18;13800;2;1200;11;7800;189;2536200;121;667800;366;1776000;0;0;81;1843800;44;2865600;0;0;0;0;0;0;128;2567400;28;168000;105;373200;68;361200
02.06.2020 17:00;127;1585800;179;698400;65;635400;57;243600;1;600;7;8400;2;1200;10;10200;2;1200;10;8400;3;1800;18;13200;155;2490600;134;878400;358;1741800;0;0;17;3269400;104;1630800;0;0;0;0;0;0;121;2331600;24;79200;95;334800;59;1920600
02.06.2020 18:00;134;1760400;177;530400;60;403800;47;301800;2;1200;10;12600;0;0;6;6600;2;1200;21;16800;0;0;6;3600;108;2721600;86;970200;329;1472400;0;0;30;3084000;119;559200;0;0;0;0;0;0;109;2255400;43;135600;108;151800;61;1727400
02.06.2020 19:00;110;1424400;132;469200;41;305400;28;102600;2;1200;9;7200;0;0;2;1200;5;3600;7;5400;1;600;35;30600;181;1481400;67;426600;239;896400;0;0;77;1297800;97;408600;0;0;0;0;0;0;122;1779600;22;78600;51;130200;37;63600
02.06.2020 20:00;82;752400;92;254400;20;219000;20;51600;3;2400;6;7200;0;0;4;2400;7;6600;15;11400;0;0;15;9600;163;1271400;66;504600;176;735000;0;0;71;474000;60;128400;0;0;0;0;0;0;104;1478400;21;64200;21;34200;15;28800
02.06.2020 21:00;54;379800;64;181800;23;85800;17;37800;1;600;6;3600;0;0;8;5400;1;600;8;6000;1;600;10;8400;150;1225800;34;121200;141;698400;0;0;51;112200;20;36000;0;0;0;0;0;0;107;1226400;13;14400;17;19800;7;6600
02.06.2020 22:00;25;152400;29;87600;12;36600;3;3600;0;0;3;1800;0;0;2;1200;0;0;6;4200;0;0;9;6600;131;904200;41;91200;125;298800;0;0;20;30000;9;9000;0;0;0;0;0;0;87;633600;9;19200;7;6000;12;4200
02.06.2020 23:00;20;125400;19;16800;10;23400;8;16800;0;0;2;1200;0;0;0;0;0;0;3;1800;0;0;3;2400;67;394800;9;7800;54;103200;0;0;12;22800;9;6600;0;0;0;0;0;0;68;497400;8;4800;4;4200;2;1800
03.06.2020 00:00;6;37200;8;16200;3;13800;4;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;25;186600;6;6000;23;28800;0;0;5;4800;2;3000;0;0;0;0;0;0;27;167400;1;1200;3;4200;0;0
03.06.2020 01:00;4;37200;3;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;71400;2;1800;8;8400;0;0;4;4200;2;12000;0;0;0;0;0;0;22;158400;3;600;0;0;0;0
03.06.2020 02:00;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;63600;2;2400;11;8400;0;0;0;0;0;0;0;0;0;0;0;0;5;31800;0;0;0;0;1;0
03.06.2020 03:00;2;23400;2;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;12000;0;0;1;0;0;0;3;3000;0;0;0;0;0;0;0;0;10;59400;2;3000;0;0;0;0
03.06.2020 04:00;1;12000;1;600;1;600;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;131400;0;0;22;19800;0;0;1;1800;0;0;0;0;0;0;0;0;32;159000;0;0;0;0;0;0
03.06.2020 05:00;26;91800;8;27000;6;80400;6;14400;0;0;1;600;0;0;0;0;0;0;1;600;0;0;0;0;55;312000;8;25800;56;97800;0;0;9;17400;2;3000;0;0;0;0;0;0;84;787800;4;6000;6;14400;5;5400
03.06.2020 06:00;16;288600;16;61200;22;192600;18;50400;0;0;0;0;0;0;0;0;0;0;5;3000;0;0;1;600;119;895200;27;51600;204;462000;0;0;12;33600;10;18000;0;0;0;0;0;0;113;1579200;11;76200;21;55200;14;23400
03.06.2020 07:00;69;1391400;79;148800;48;724800;52;216600;0;0;3;2400;0;0;8;6000;2;1800;8;6000;0;0;14;11400;208;1441800;55;143400;367;838800;0;0;58;618600;41;167400;0;0;0;0;0;0;130;2331600;33;37800;64;277800;47;166800
03.06.2020 08:00;78;1261200;91;345600;60;544200;75;762600;0;0;8;7800;0;0;4;3000;0;0;5;3000;0;0;4;3600;181;1536000;56;153600;329;866400;0;0;69;942600;47;206400;0;0;0;0;0;0;140;2275200;39;117000;92;366600;77;358200
03.06.2020 09:00;71;1060800;84;113400;60;518400;70;442200;0;0;3;2400;3;1800;6;10200;1;600;10;7800;1;600;4;2400;169;1789200;85;391200;289;1152000;0;0;61;583200;40;2592000;0;0;0;0;0;0;127;2261400;40;159000;69;297000;61;352800
03.06.2020 10:00;95;1012200;105;334800;63;372600;59;222600;2;600;4;4200;0;0;9;6000;2;600;13;9000;1;600;8;5400;171;1783800;70;417000;295;1243200;0;0;36;2841600;38;2919600;0;0;0;0;0;0;116;2193600;29;100200;63;205200;57;232200
03.06.2020 11:00;111;1414200;132;359400;63;580200;52;181200;2;1800;6;4800;0;0;16;27600;1;600;4;2400;0;0;16;11400;176;1723200;88;390600;276;1054800;0;0;67;1326000;77;688800;0;0;0;0;0;0;116;2115000;33;108600;67;198600;36;1705200
03.06.2020 12:00;124;1149600;151;327600;53;537600;57;297000;3;3600;7;9000;0;0;8;7200;3;1800;22;15600;0;0;13;8400;197;1834200;84;427800;298;1224600;0;0;15;3231000;42;2438400;0;0;0;0;0;0;120;2151600;30;139200;85;454200;51;378000
03.06.2020 13:00;147;1464600;146;340800;53;315600;55;207600;1;600;5;4800;1;600;6;3600;0;0;11;7800;1;600;9;5400;182;1893000;94;400800;304;1258800;0;0;60;2502000;18;3195600;0;0;0;0;0;0;117;2239200;30;157200;72;204000;49;515400
03.06.2020 14:00;120;1308000;154;497400;58;579000;55;361800;1;600;20;24600;1;600;8;7200;2;1200;12;7800;2;2400;5;3600;195;2084400;105;625800;330;1396200;0;0;56;2113200;52;2035800;0;0;0;0;0;0;125;2315400;49;289200;74;543600;56;739800
03.06.2020 15:00;127;1613400;157;439200;53;814800;57;239400;0;0;6;6600;0;0;7;5400;0;0;17;12000;0;0;9;9000;192;2155200;101;507000;359;1483800;0;0;72;1629000;72;1690800;0;0;0;0;0;0;116;2266200;22;105000;73;487800;54;202200
03.06.2020 16:00;156;1819800;190;619800;63;680400;62;422400;1;600;9;9000;1;600;3;2400;2;1200;5;4200;1;600;9;5400;180;2478000;135;815400;384;1768800;0;0;83;1759200;92;432000;0;0;0;0;0;0;113;2497800;39;87600;52;290400;45;195000
03.06.2020 17:00;144;1901400;170;417600;57;675000;53;319200;0;0;7;15600;1;600;12;15600;4;2400;9;7800;1;600;19;14400;192;2470200;133;771000;374;1651200;0;0;65;1983000;94;306000;0;0;0;0;0;0;115;2427000;36;134400;56;342600;40;544200
03.06.2020 18:00;125;1728000;173;450000;50;550200;43;81600;1;600;8;4800;1;600;4;3000;2;1200;11;7800;2;1200;11;6600;187;2092200;85;567000;334;1302000;0;0;87;1328400;123;509400;0;0;0;0;0;0;111;2258400;17;77400;35;195000;33;164400
03.06.2020 19:00;97;1484400;110;327600;31;78600;23;115800;2;1200;4;3000;0;0;2;1200;1;600;5;3000;0;0;4;2400;154;1762200;65;312000;260;1128000;0;0;78;948000;74;290400;0;0;0;0;0;0;115;1881000;21;40800;31;126600;21;156000
03.06.2020 20:00;84;826200;92;193800;23;13200;16;79800;0;0;7;6000;0;0;3;1800;1;600;8;4800;0;0;4;2400;166;1167600;50;210000;173;760200;0;0;72;538800;46;147600;0;0;0;0;0;0;110;1501800;13;44400;24;40800;9;10800
03.06.2020 21:00;47;340800;49;82200;24;61200;16;67200;1;600;4;2400;0;0;3;2400;0;0;5;3000;0;0;8;5400;130;917400;25;105000;130;363000;0;0;43;111000;11;10800;0;0;0;0;0;0;109;948000;7;8400;13;42600;7;12600
03.06.2020 22:00;21;193800;23;33000;11;40200;8;34800;0;0;1;600;1;600;1;2400;0;0;1;600;0;0;9;6000;123;786000;28;34200;114;289800;0;0;17;30600;6;7200;0;0;0;0;0;0;95;564000;6;12600;11;10200;9;3000
03.06.2020 23:00;18;85200;23;67800;9;46800;10;15000;0;0;0;0;0;0;1;600;0;0;0;0;1;600;2;1200;64;379800;15;28800;46;72600;0;0;15;20400;1;0;0;0;0;0;0;0;56;421800;4;6000;9;10200;6;1200
04.06.2020 00:00;11;22200;10;17400;3;600;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;37;186600;5;6600;27;28200;0;0;5;7200;3;4200;0;0;0;0;0;0;31;172800;1;600;7;4200;2;0
04.06.2020 01:00;3;25800;4;15600;4;55200;1;1200;0;0;0;0;0;0;1;1200;0;0;0;0;0;0;1;600;11;63600;0;0;6;6600;0;0;4;65400;0;0;0;0;0;0;0;0;14;85800;0;0;1;1800;2;600
04.06.2020 02:00;2;27000;2;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;12;60600;0;0;11;7800;0;0;2;3600;0;0;0;0;0;0;0;0;15;86400;0;0;0;0;0;0
04.06.2020 03:00;1;13200;2;1800;1;600;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;48600;1;1200;7;7200;0;0;1;1800;0;0;0;0;0;0;0;0;12;54600;0;0;0;0;0;0
04.06.2020 04:00;1;12600;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;136200;1;600;19;16200;0;0;1;3000;0;0;0;0;0;0;0;0;21;93000;2;1200;0;0;0;0
04.06.2020 05:00;6;52200;7;13200;10;80400;7;35400;0;0;1;600;0;0;0;0;0;0;2;1200;0;0;0;0;57;289200;5;7800;55;136800;0;0;7;8400;3;1200;0;0;0;0;0;0;82;728400;4;8400;10;36600;3;4800
04.06.2020 06:00;17;261600;16;13200;23;333600;17;65400;0;0;2;1800;0;0;1;600;0;0;7;3600;0;0;2;1200;142;1005600;34;90600;199;492000;0;0;17;34200;6;13200;0;0;0;0;0;0;112;1593000;8;27600;17;93600;12;46800
04.06.2020 07:00;63;1021200;66;202800;48;675600;66;317400;1;600;3;3000;0;0;4;3600;1;1800;11;7200;0;0;10;7200;170;1512000;56;236400;304;930600;0;0;48;580800;36;103200;0;0;0;0;0;0;93;2590800;27;117000;68;334800;50;252600
04.06.2020 08:00;65;1018800;72;308400;60;660000;67;216600;0;0;7;12000;0;0;7;6600;0;0;11;9000;0;0;16;16800;187;1516200;52;94200;328;957000;0;0;49;540600;39;275400;0;0;0;0;0;0;128;2383200;42;130200;87;321600;51;194400
04.06.2020 09:00;80;1257600;86;161400;43;776400;58;287400;1;600;5;3600;1;1200;3;2400;1;600;7;6000;1;600;11;7200;169;1582800;58;285000;272;1010400;0;0;62;922200;35;288600;0;0;0;0;0;0;142;2013000;32;115200;75;264000;45;115800
04.06.2020 10:00;83;1009800;94;294600;55;541800;52;241200;0;0;7;4800;0;0;3;4200;1;600;14;9000;0;0;11;7200;181;1573200;76;282000;244;1035600;0;0;71;711000;46;226200;0;0;0;0;0;0;122;2099400;33;112200;65;241200;44;161400
04.06.2020 11:00;111;1438800;136;393000;43;391200;49;127800;1;600;7;6600;0;0;7;6000;2;1200;13;9000;0;0;11;7800;213;1662600;72;375600;305;1086000;0;0;81;948600;52;262200;0;0;0;0;0;0;125;2269200;28;209400;45;141000;34;133800
04.06.2020 12:00;132;1687800;151;360600;32;145200;23;25800;1;600;6;4200;0;0;5;3000;2;1200;11;7800;3;3000;8;5400;155;1969200;63;432600;296;1161600;0;0;107;1367400;45;138000;0;0;0;0;0;0;114;2113800;11;39000;32;62400;17;31200
04.06.2020 13:00;123;1524600;126;447000;48;388200;57;350400;0;0;16;27600;0;0;5;5400;2;1200;9;6600;0;0;6;3600;189;1941000;95;505800;308;1389600;0;0;100;1095600;58;232800;0;0;0;0;0;0;116;2256000;32;130200;42;142800;31;141000
04.06.2020 14:00;204;1378800;144;274200;64;486600;49;251400;0;0;4;2400;0;0;15;15600;0;0;11;7200;3;2400;24;18600;180;1860000;104;590400;311;1238400;0;0;88;1145400;49;101400;0;0;0;0;0;0;109;2282400;27;110400;48;689400;23;449400
04.06.2020 15:00;138;1771800;144;370800;58;781800;49;159600;0;0;21;25200;3;4200;3;2400;0;0;22;17400;2;1800;10;6600;188;2292600;116;651000;368;1641000;0;0;94;1401000;55;223800;0;0;0;0;0;0;123;2211600;30;189000;56;351600;31;106200
04.06.2020 16:00;146;1770600;174;375600;52;598200;53;382800;0;0;12;10800;1;600;4;2400;1;600;11;7800;2;1200;15;12000;208;2409000;128;736200;386;1826400;0;0;96;1495200;74;243600;0;0;0;0;0;0;96;2663400;30;91200;48;284400;32;189600
04.06.2020 17:00;184;1948200;164;802800;40;624600;38;174600;1;600;8;4800;0;0;9;6000;2;1200;14;10200;1;600;6;4200;197;2474400;136;783600;403;1691400;0;0;84;1639200;66;214200;0;0;0;0;0;0;97;2477400;24;79800;43;181200;29;79200
04.06.2020 18:00;148;1671000;153;257400;40;437400;29;85200;0;0;6;4800;0;0;13;11400;0;0;18;14400;0;0;16;11400;209;2302200;127;529200;371;1533600;0;0;80;1219200;82;300600;0;0;0;0;0;0;140;2184000;33;147600;37;85200;25;54600
04.06.2020 19:00;113;1554000;125;396600;40;302400;27;165600;1;600;8;4800;0;0;4;2400;2;1200;10;6600;0;0;5;3000;169;1626000;72;348000;256;1065000;0;0;92;1311000;49;219000;0;0;0;0;0;0;124;1779600;25;90000;30;81000;13;34800
04.06.2020 20:00;79;795600;86;166800;32;61200;19;8400;0;0;2;1200;1;600;5;3000;0;0;3;1800;0;0;8;4800;151;1452000;53;288000;197;858000;0;0;87;886200;32;111600;0;0;0;0;0;0;93;1588800;15;27000;17;52200;9;14400
04.06.2020 21:00;54;377400;60;102600;19;47400;12;47400;0;0;2;1200;0;0;7;6000;0;0;3;1800;0;0;8;4800;125;1200000;40;66000;146;570600;0;0;76;270600;20;35400;0;0;0;0;0;0;91;1132200;15;35400;16;51600;3;3000
04.06.2020 22:00;17;202800;20;21600;7;31200;5;19200;0;0;0;0;0;0;2;1200;0;0;3;1800;0;0;4;2400;111;687600;22;22800;105;203400;0;0;26;50400;8;11400;0;0;0;0;0;0;92;832800;17;40200;12;348000;3;320400
04.06.2020 23:00;17;113400;17;18000;6;27000;5;3600;0;0;2;1200;0;0;3;3000;0;0;2;1200;0;0;2;1200;56;330000;13;12600;45;49800;0;0;33;56400;2;600;0;0;0;0;0;0;70;522600;3;4200;7;16800;1;0
05.06.2020 00:00;5;51000;5;4800;1;0;0;0;0;0;1;600;0;0;0;0;0;0;1;600;0;0;1;600;32;159000;7;10800;20;19200;0;0;6;10800;3;4200;0;0;0;0;0;0;26;159000;0;0;0;0;0;0
05.06.2020 01:00;3;13800;2;2400;1;600;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;39000;3;2400;5;4800;0;0;3;13800;1;1200;0;0;0;0;0;0;13;84600;4;2400;0;0;0;0
05.06.2020 02:00;1;14400;3;2400;2;600;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;59400;0;0;10;8400;0;0;2;5400;0;0;0;0;0;0;0;0;8;49800;0;0;0;0;1;0
05.06.2020 03:00;1;15000;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;43200;0;0;9;18000;0;0;1;1800;1;0;0;0;0;0;0;0;7;40200;1;1800;0;0;0;0
05.06.2020 04:00;6;94200;6;7200;1;600;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;187200;6;18600;19;44400;0;0;4;12000;0;0;0;0;0;0;0;0;19;126600;1;1800;0;0;0;0
05.06.2020 05:00;5;34200;5;56400;6;60600;4;4800;0;0;1;600;0;0;0;0;0;0;1;600;0;0;0;0;69;388800;10;84600;60;201600;0;0;5;7800;0;0;0;0;0;0;0;0;82;925800;4;24600;6;12600;3;3600
05.06.2020 06:00;21;337800;19;129600;19;284400;21;73200;2;1200;0;0;0;0;1;600;1;600;4;3000;0;0;1;600;129;949800;29;142200;191;615600;0;0;17;85800;7;60000;0;0;0;0;0;0;97;1854600;9;19200;19;70800;13;25800
05.06.2020 07:00;52;747600;63;228600;48;622800;45;283200;0;0;1;1800;0;0;7;4800;0;0;4;2400;0;0;7;4800;184;1395600;52;190800;302;883800;0;0;59;302400;42;105600;0;0;0;0;0;0;105;2335800;22;67200;51;222600;45;162000
05.06.2020 08:00;83;1224000;83;275400;60;700200;71;499800;0;0;2;1200;0;0;11;13200;0;0;7;4200;0;0;15;12600;207;1624200;74;357000;330;1046400;0;0;70;649200;30;215400;0;0;0;0;0;0;133;2238600;32;97200;76;174600;63;164400
