01.06.2020 00:00;Bel_D11;Vwz_D11;Bel_D31;Vwz_D31;Bel_D32;Vwz_D32;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_TB41;Vwz_TB41;Bel_TB41a;Vwz_TB41a;Bel_TF41;Vwz_TF41;Bel_TF41a;Vwz_TF41a;Bel_V12;Vwz_V12;Bel_V33;Vwz_V33;Bel_V34;Vwz_V34;Bel_V43;Vwz_V43;Bel_VK1_iO;Vwz_VK1_iO;Bel_VK2_iO;Vwz_VK2_iO;Bel_VK3_iO;Vwz_VK3_iO
01.06.2020 00:00;102;141600;48;8400;29;19200;14;48600;17;51600;0;0;0;0;0;0;0;0;98;342000;53;45000;4;2400;8;33600;0;0;0;0;0;0
01.06.2020 01:00;48;14400;46;18000;12;0;4;16200;4;12000;0;0;0;0;0;0;0;0;49;138000;48;47400;0;0;2;5400;0;0;0;0;0;0
01.06.2020 02:00;21;18600;17;1800;14;0;5;21000;5;19200;0;0;0;0;0;0;0;0;23;67200;21;14400;0;0;2;4800;0;0;0;0;0;0
01.06.2020 03:00;14;600;6;0;7;0;2;4800;2;6000;0;0;0;0;0;0;0;0;14;38400;8;4800;0;0;1;3600;0;0;0;0;0;0
01.06.2020 04:00;10;7200;7;1200;6;6000;2;6600;2;6000;0;0;0;0;0;0;0;0;12;33600;8;4800;2;600;1;3600;0;0;0;0;0;0
01.06.2020 05:00;8;1200;14;600;9;0;1;6600;1;7200;0;0;0;0;0;0;0;0;8;18600;14;11400;0;0;1;3000;0;0;0;0;0;0
01.06.2020 06:00;17;10800;13;600;8;600;6;31200;6;28800;0;0;0;0;0;0;0;0;18;37800;13;12600;0;0;5;19800;0;0;0;0;0;0
01.06.2020 07:00;37;6600;30;3000;12;6600;5;15600;5;11400;0;0;0;0;0;0;0;0;39;79800;30;26400;1;3000;2;6600;0;0;0;0;0;0
01.06.2020 08:00;59;197400;46;11400;23;30000;3;28200;3;25200;0;0;0;0;0;0;0;0;59;201600;50;55800;18;1329000;6;9000;0;0;0;0;0;0
01.06.2020 09:00;112;351000;112;61200;36;43800;14;160200;14;158400;0;0;0;0;0;0;0;0;90;387000;120;327600;34;1936800;13;36000;0;0;0;0;0;0
01.06.2020 10:00;182;259200;145;138000;32;47400;30;192600;30;171000;0;0;0;0;0;0;0;0;152;517200;142;354600;6;13800;31;138000;0;0;0;0;0;0
01.06.2020 11:00;233;292800;182;145200;42;20400;25;258600;25;221400;0;0;0;0;0;0;0;0;194;632400;175;273000;1;2400;24;93600;0;0;0;0;0;0
01.06.2020 12:00;269;514200;215;177600;42;61200;27;259800;25;250800;0;0;0;0;0;0;0;0;203;864600;208;318600;51;33600;30;442800;0;0;0;0;0;0
01.06.2020 13:00;275;724800;193;249000;41;89400;29;169800;28;156000;0;0;2;1200;1;600;0;0;191;1108800;180;366600;17;665400;33;780000;0;0;0;0;0;0
01.06.2020 14:00;289;753600;219;181200;39;147600;41;353400;40;376200;1;600;2;1800;0;0;4;5400;184;1118400;210;330600;17;1258200;45;192000;0;0;0;0;0;0
01.06.2020 15:00;303;648600;212;202800;42;51000;32;302400;31;294600;0;0;0;0;1;600;0;0;209;1038600;206;364200;10;585600;36;102600;0;0;0;0;0;0
01.06.2020 16:00;277;553800;219;196800;53;46200;37;264000;35;270600;1;600;1;600;1;600;0;0;177;928800;211;318000;21;1065000;34;109200;0;0;0;0;0;0
01.06.2020 17:00;276;564600;241;189600;56;73200;31;246600;29;243600;3;3000;0;0;2;1200;0;0;196;880200;228;418800;6;85800;33;188400;0;0;0;0;0;0
01.06.2020 18:00;297;561600;249;255600;54;93000;37;323400;34;317400;2;1200;3;2400;2;1800;2;1200;184;994200;235;418200;9;27600;44;157200;0;0;0;0;0;0
01.06.2020 19:00;291;598800;245;233400;62;64800;31;315600;29;321000;3;3000;1;600;1;600;1;600;213;985200;223;424200;7;12000;30;125400;0;0;0;0;0;0
01.06.2020 20:00;225;460200;187;88800;56;42000;19;217800;21;189600;0;0;0;0;0;0;0;0;153;725400;173;239400;4;10800;16;54000;0;0;0;0;0;0
01.06.2020 21:00;229;414600;144;126000;66;38400;21;146400;21;143400;0;0;0;0;0;0;1;600;171;813600;139;203400;5;7800;14;61800;0;0;0;0;0;0
01.06.2020 22:00;161;262800;104;29400;37;16200;14;76800;14;72600;0;0;0;0;0;0;0;0;135;565800;121;102600;1;1800;13;40200;0;0;0;0;0;0
01.06.2020 23:00;81;85800;40;13200;35;1800;16;73200;16;72000;0;0;0;0;0;0;0;0;67;258600;48;37800;2;600;12;52800;0;0;0;0;0;0
02.06.2020 00:00;37;37800;32;3000;15;9000;7;18000;7;31200;0;0;0;0;0;0;0;0;40;126000;42;30000;2;600;4;21000;0;0;0;0;0;0
02.06.2020 01:00;34;19200;21;7200;14;0;2;4200;1;4200;0;0;0;0;0;0;0;0;31;93600;24;25200;0;0;2;3600;0;0;0;0;0;0
02.06.2020 02:00;19;12000;9;1800;8;0;2;6600;1;6000;0;0;0;0;0;0;0;0;20;57000;11;10800;0;0;3;6000;0;0;0;0;0;0
02.06.2020 03:00;18;3600;6;0;11;0;2;6000;2;6000;0;0;0;0;0;0;0;0;20;58200;7;4200;0;0;1;2400;0;0;0;0;0;0
02.06.2020 04:00;11;4800;13;600;11;21600;4;16200;3;15600;0;0;0;0;0;0;0;0;12;40200;14;10800;4;4200;2;6600;0;0;0;0;0;0
02.06.2020 05:00;33;36600;79;21000;20;7200;6;22800;6;29400;0;0;0;0;0;0;0;0;31;76200;78;75600;3;4200;6;22800;0;0;0;0;0;0
02.06.2020 06:00;137;230400;154;68400;34;15000;13;73800;13;53400;0;0;0;0;0;0;0;0;111;432000;151;173400;6;11400;10;39600;0;0;0;0;0;0
02.06.2020 07:00;280;598200;354;270600;86;268200;39;288600;35;285000;0;0;0;0;0;0;0;0;164;978600;322;543600;28;103800;28;179400;0;0;0;0;0;0
02.06.2020 08:00;375;1137000;433;429000;94;378000;66;768600;65;700800;0;0;1;1800;4;3600;1;600;158;1723800;382;775800;43;262800;52;361800;0;0;0;0;0;0
02.06.2020 09:00;435;1388400;358;469200;110;699000;147;1041600;103;1009200;0;0;0;0;0;0;0;0;175;1950600;313;754200;74;643200;102;707400;0;0;0;0;0;0
02.06.2020 10:00;436;1428600;412;570000;100;674400;87;1047600;83;1056000;1;600;1;600;1;600;0;0;192;2029200;354;879000;63;414000;97;565200;0;0;0;0;0;0
02.06.2020 11:00;552;1493400;336;471000;96;506400;100;1198800;105;1147200;0;0;2;3000;1;600;0;0;211;2316600;291;710400;40;219600;87;882600;0;0;0;0;0;0
02.06.2020 12:00;596;1565400;386;528600;94;398400;98;1324200;96;1348200;1;600;0;0;1;600;0;0;197;2464200;336;803400;38;215400;86;906600;0;0;0;0;0;0
02.06.2020 13:00;518;1311600;334;520800;85;492600;96;957600;98;849000;2;1800;0;0;1;600;1;600;245;1965000;293;715800;26;90000;80;595200;0;0;0;0;0;0
02.06.2020 14:00;547;1561200;359;576000;96;648000;109;1391400;105;1385400;0;0;1;600;1;600;1;600;215;2303400;298;867600;37;333000;97;790200;0;0;0;0;0;0
02.06.2020 15:00;618;1398000;351;460200;82;599400;81;1046400;83;1082400;1;600;0;0;0;0;1;600;213;2293800;281;800400;34;131400;74;723600;0;0;0;0;0;0
02.06.2020 16:00;590;1548000;346;561000;101;469200;119;1314600;114;1216200;0;0;0;0;0;0;0;0;205;2467800;275;812400;30;151800;90;902400;0;0;0;0;0;0
02.06.2020 17:00;602;1518600;388;560400;103;638400;119;1533600;114;1387200;0;0;2;1200;2;1200;3;1800;169;2473800;310;874800;38;208800;101;963000;0;0;0;0;0;0
02.06.2020 18:00;608;1500000;303;451800;94;540000;120;1198200;116;1174800;1;600;0;0;1;600;1;600;182;2368200;244;707400;29;84000;87;823800;0;0;0;0;0;0
02.06.2020 19:00;438;1170000;224;383400;93;418800;87;831600;85;834000;1;600;5;7200;0;0;3;1800;215;1768200;184;545400;32;85200;63;535800;0;0;0;0;0;0
02.06.2020 20:00;263;738600;171;213000;83;112800;66;536400;70;486600;0;0;0;0;0;0;0;0;166;1021800;156;313800;14;57600;56;312000;0;0;0;0;0;0
02.06.2020 21:00;212;482400;127;97200;64;81000;116;275400;35;286200;0;0;0;0;0;0;0;0;136;757800;120;189600;13;22200;28;113400;0;0;0;0;0;0
02.06.2020 22:00;168;226800;88;66600;49;60600;14;95400;15;80400;0;0;0;0;0;0;0;0;136;565800;102;102600;13;10200;16;56400;0;0;0;0;0;0
02.06.2020 23:00;77;100200;44;22200;24;0;10;32400;10;19200;0;0;0;0;0;0;0;0;78;247200;52;57000;0;0;2;10200;0;0;0;0;0;0
03.06.2020 00:00;49;45600;23;13200;15;7800;8;25200;8;22200;0;0;0;0;0;0;0;0;46;172200;28;24600;2;1200;4;18000;0;0;0;0;0;0
03.06.2020 01:00;24;12600;13;1200;14;600;0;0;0;0;0;0;0;0;0;0;0;0;22;60600;15;11400;2;0;0;0;0;0;0;0;0;0
03.06.2020 02:00;17;1800;10;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;19;52800;11;9000;0;0;1;1800;0;0;0;0;0;0
03.06.2020 03:00;11;2400;7;0;6;0;1;6600;1;7200;0;0;0;0;0;0;0;0;12;39600;10;7800;0;0;2;1800;0;0;0;0;0;0
03.06.2020 04:00;13;3000;13;0;6;7200;0;0;0;0;0;0;0;0;0;0;0;0;17;46200;18;11400;1;600;0;0;0;0;0;0;0;0
03.06.2020 05:00;27;13200;69;15000;16;16200;9;33000;8;33600;0;0;0;0;0;0;0;0;27;75600;71;66600;2;13200;11;34200;0;0;0;0;0;0
03.06.2020 06:00;153;288600;130;54000;39;60000;12;36000;12;37200;0;0;0;0;0;0;0;0;128;528000;125;141000;6;16200;7;35400;0;0;0;0;0;0
03.06.2020 07:00;282;1143000;394;668400;91;391200;72;784200;70;764400;2;2400;0;0;1;600;0;0;132;1419000;315;948000;33;176400;36;1606800;0;0;0;0;0;0
03.06.2020 08:00;356;749400;402;493200;74;338400;70;586800;66;540600;1;600;0;0;3;1800;0;0;179;1307400;351;808200;28;159600;49;345600;0;0;0;0;0;0
03.06.2020 09:00;381;1293000;401;534600;100;603600;85;1042200;87;1000200;0;0;0;0;1;600;0;0;179;1680000;329;899400;50;241800;71;628800;0;0;0;0;0;0
03.06.2020 10:00;431;1191600;371;494400;110;546600;82;914400;77;897600;1;600;0;0;1;600;0;0;207;1788600;312;810000;40;132600;68;575400;0;0;0;0;0;0
03.06.2020 11:00;514;1352400;344;411000;79;369600;78;834000;76;744600;1;600;0;0;0;0;1;600;207;2042400;297;656400;25;104400;57;529200;0;0;0;0;0;0
03.06.2020 12:00;537;1381200;373;544200;74;610800;90;1111200;85;1029000;0;0;1;600;1;600;2;1800;227;2111400;318;811200;33;169800;78;615000;0;0;0;0;0;0
03.06.2020 13:00;558;1379400;320;376200;93;483000;147;1057200;153;983400;0;0;4;3600;0;0;1;600;222;2131800;276;661200;26;207600;88;754800;0;0;0;0;0;0
03.06.2020 14:00;515;1305000;344;507600;89;502800;90;910200;89;963600;1;600;0;0;1;600;0;0;226;2007600;292;725400;28;164400;72;574200;0;0;0;0;0;0
03.06.2020 15:00;557;1293000;331;398400;71;390000;87;828600;83;955800;2;1200;1;600;1;600;2;1800;197;2211000;288;661200;26;92400;69;504600;0;0;0;0;0;0
03.06.2020 16:00;555;1259400;392;549600;81;592800;100;1012200;97;958200;0;0;1;600;0;0;1;600;196;2139600;310;843600;33;106800;76;602400;0;0;0;0;0;0
03.06.2020 17:00;615;1535400;322;549000;90;805200;122;1364400;110;1341000;0;0;1;600;0;0;0;0;157;2476200;276;775200;33;196800;78;901800;0;0;0;0;0;0
03.06.2020 18:00;544;1538400;322;338400;100;479400;97;1182000;94;1243200;0;0;2;1800;1;600;4;3600;166;2277600;281;585600;29;267000;77;643800;0;0;0;0;0;0
03.06.2020 19:00;437;1058400;228;247800;82;382800;58;695400;59;665400;1;600;0;0;0;0;1;600;190;1618200;199;430800;22;70800;52;352200;0;0;0;0;0;0
03.06.2020 20:00;259;584400;122;148800;75;324600;53;357600;52;349200;0;0;0;0;0;0;1;600;169;902400;113;225000;26;109800;41;236400;0;0;0;0;0;0
03.06.2020 21:00;198;345000;127;75600;62;79800;29;180600;30;176400;0;0;0;0;0;0;1;600;145;719400;128;185400;14;23400;24;82800;0;0;0;0;0;0
03.06.2020 22:00;139;181800;94;39000;30;60600;11;28200;9;28200;0;0;0;0;0;0;0;0;106;477600;103;105600;8;4200;8;36600;0;0;0;0;0;0
03.06.2020 23:00;74;99600;40;6600;25;7200;13;51600;13;37800;0;0;0;0;0;0;0;0;66;267600;43;40200;4;1800;9;27000;0;0;0;0;0;0
04.06.2020 00:00;46;24000;33;6000;11;6000;5;21000;5;17400;0;0;0;0;0;0;0;0;43;139800;37;33600;2;1200;3;13200;0;0;0;0;0;0
04.06.2020 01:00;29;6000;11;600;10;0;3;600;3;600;0;0;0;0;0;0;0;0;31;84000;12;9000;0;0;0;0;0;0;0;0;0;0
04.06.2020 02:00;16;11400;9;2400;11;16200;2;4200;2;4200;0;0;0;0;0;0;0;0;19;47400;13;8400;2;1200;1;4200;0;0;0;0;0;0
04.06.2020 03:00;6;600;3;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;6;19800;3;3000;0;0;0;0;0;0;0;0;0;0
04.06.2020 04:00;12;1800;13;600;11;6600;0;0;0;0;0;0;0;0;0;0;0;0;14;37200;14;12600;2;600;0;0;0;0;0;0;0;0
04.06.2020 05:00;30;7200;60;12600;9;11400;6;24600;6;25200;0;0;0;0;0;0;0;0;29;82800;63;60600;2;4200;7;25200;0;0;0;0;0;0
04.06.2020 06:00;160;252600;143;105600;44;39600;14;102600;14;97200;0;0;0;0;0;0;0;0;126;567000;136;204600;2;4800;10;65400;0;0;0;0;0;0
04.06.2020 07:00;333;537600;426;306600;67;167400;30;225600;29;220200;1;600;0;0;1;600;0;0;171;1144200;386;661800;17;37200;21;122400;0;0;0;0;0;0
04.06.2020 08:00;357;873600;438;481800;76;258000;67;594600;67;546600;0;0;0;0;0;0;0;0;175;1378800;386;822000;27;139800;51;332400;0;0;0;0;0;0
04.06.2020 09:00;405;1202400;394;453600;104;622200;61;869400;62;864000;1;600;0;0;1;1800;0;0;175;1783800;332;752400;54;298200;75;427200;0;0;0;0;0;0
04.06.2020 10:00;454;1014600;392;428400;66;351000;70;878400;69;813000;0;0;0;0;0;0;0;0;204;1719600;341;733200;30;114600;53;454800;0;0;0;0;0;0
04.06.2020 11:00;534;1482000;375;482400;94;534600;94;1010400;91;1008600;0;0;1;600;0;0;1;600;173;2260800;319;735600;37;204000;64;781800;0;0;0;0;0;0
04.06.2020 12:00;576;1300800;346;480000;93;483600;77;885600;78;838200;1;1200;0;0;0;0;0;0;168;2321400;292;780600;31;120000;59;402000;0;0;0;0;0;0
04.06.2020 13:00;524;1309200;366;518400;94;450600;81;898800;78;902400;0;0;0;0;0;0;0;0;176;2121600;312;786600;29;109200;65;537000;0;0;0;0;0;0
04.06.2020 14:00;514;1251600;376;532800;78;442800;81;881400;78;848400;0;0;0;0;0;0;0;0;197;1954200;304;820200;25;93600;64;558600;0;0;0;0;0;0
04.06.2020 15:00;510;1779000;287;406800;104;865800;134;1437000;133;1416000;0;0;0;0;0;0;0;0;136;2709000;237;671400;52;507600;68;1222800;0;0;0;0;0;0
04.06.2020 16:00;368;1875600;183;374400;63;1018800;218;2311200;175;2060400;0;0;2;1200;0;0;3;1800;41;3201000;145;555600;42;575400;58;2214600;0;0;0;0;0;0
04.06.2020 17:00;607;1474800;327;427800;84;556800;94;1206000;90;1126800;1;600;2;1200;0;0;2;1200;162;2437800;278;679800;25;144600;70;671400;0;0;0;0;0;0
04.06.2020 18:00;542;1311600;284;425400;79;594000;79;1008000;78;1017000;0;0;1;1200;0;0;3;2400;207;2127000;245;589200;32;145200;65;522000;0;0;0;0;0;0
04.06.2020 19:00;404;1061400;241;316200;88;313800;94;844200;76;860400;0;0;0;0;0;0;0;0;200;1660800;212;495600;20;96000;64;412200;0;0;0;0;0;0
04.06.2020 20:00;297;580800;158;126000;84;196800;48;427200;45;432000;0;0;0;0;0;0;0;0;157;1160400;136;318000;17;37200;44;228600;0;0;0;0;0;0
04.06.2020 21:00;189;333000;113;93000;60;96000;30;258600;30;279600;0;0;0;0;1;600;0;0;129;687600;97;237600;14;29400;23;99000;0;0;0;0;0;0
04.06.2020 22:00;160;212400;85;28200;35;30600;10;114600;10;115200;1;1200;0;0;1;600;0;0;119;512400;90;142200;4;11400;6;22200;0;0;0;0;0;0
04.06.2020 23:00;81;93000;43;19200;21;0;14;70200;15;46800;0;0;0;0;0;0;0;0;75;261600;50;42600;0;0;6;22800;0;0;0;0;0;0
05.06.2020 00:00;48;33600;32;5400;24;9000;4;24000;4;19800;0;0;0;0;0;0;0;0;53;160200;36;29400;1;1800;3;11400;0;0;0;0;0;0
05.06.2020 01:00;27;32400;20;1800;14;0;3;10200;4;10200;0;0;0;0;0;0;0;0;27;84000;23;19800;1;600;3;7200;0;0;0;0;0;0
05.06.2020 02:00;21;25800;11;600;16;600;3;7200;2;7200;0;0;0;0;0;0;0;0;22;88200;12;7800;0;0;2;3600;0;0;0;0;0;0
05.06.2020 03:00;8;1200;9;600;7;0;0;0;0;0;0;0;0;0;0;0;0;0;7;24600;8;6600;0;0;0;0;0;0;0;0;0;0
05.06.2020 04:00;10;10800;12;600;6;7800;6;21600;5;19800;0;0;0;0;0;0;0;0;13;34200;15;12000;2;1800;6;15600;0;0;0;0;0;0
05.06.2020 05:00;31;26400;58;16200;11;0;5;10800;5;10200;0;0;0;0;0;0;0;0;29;80400;57;58200;0;0;4;16800;0;0;0;0;0;0
05.06.2020 06:00;166;309600;141;127800;43;66600;19;123600;19;124200;0;0;0;0;0;0;0;0;129;598200;139;192000;8;25200;15;52800;0;0;0;0;0;0
05.06.2020 07:00;297;667800;424;387600;76;116400;36;363600;36;363600;0;0;0;0;0;0;1;600;180;1144200;360;760800;17;41400;30;163200;0;0;0;0;0;0
05.06.2020 08:00;355;871200;399;439200;76;378000;81;540000;86;519600;0;0;0;0;0;0;0;0;186;1438800;336;796200;28;150600;42;243000;0;0;0;0;0;0
05.06.2020 09:00;364;958200;374;498600;87;520800;77;925800;78;950400;0;0;0;0;0;0;1;600;194;1553400;325;792600;47;183000;71;448200;0;0;0;0;0;0
05.06.2020 10:00;452;1223400;379;392400;95;561600;65;857400;65;837600;0;0;0;0;0;0;0;0;207;1857000;339;728400;40;235200;54;472800;0;0;0;0;0;0
05.06.2020 11:00;529;1375200;367;440400;86;462000;75;1072200;74;1078800;0;0;0;0;0;0;1;600;205;2176200;319;744000;27;230400;63;550200;0;0;0;0;0;0
05.06.2020 12:00;542;1154400;427;426000;77;282000;69;749400;65;720000;0;0;0;0;0;0;1;600;209;2017800;386;742200;24;105600;53;493200;0;0;0;0;0;0
05.06.2020 13:00;581;1415400;381;540000;84;414000;102;1172400;98;1162200;0;0;1;1200;2;1800;1;600;193;2320800;331;791400;29;85800;74;660000;0;0;0;0;0;0
05.06.2020 14:00;521;1347000;328;511200;94;327000;111;1018200;112;962400;0;0;1;600;0;0;2;1800;188;2101800;265;747000;26;177000;70;610200;0;0;0;0;0;0
05.06.2020 15:00;573;1425000;373;541800;79;527400;100;1240200;100;1193400;0;0;0;0;2;1800;0;0;177;2273400;318;821400;27;101400;83;855600;0;0;0;0;0;0
05.06.2020 16:00;549;1360200;313;489000;91;635400;93;1278600;92;1184400;0;0;0;0;0;0;0;0;170;2260200;263;715800;33;100800;70;671400;0;0;0;0;0;0
05.06.2020 17:00;527;1323000;306;493200;102;618000;98;1148400;98;1225800;0;0;2;1200;0;0;1;600;183;2194200;274;698400;28;146400;75;700800;0;0;0;0;0;0
05.06.2020 18:00;546;1271400;284;387600;110;432600;65;972600;63;956400;0;0;0;0;0;0;0;0;176;2301000;204;651000;28;117000;57;493800;0;0;0;0;0;0
05.06.2020 19:00;388;926400;237;288600;89;387000;63;676200;63;651600;0;0;0;0;0;0;0;0;175;1624200;198;492000;31;154200;52;285600;0;0;0;0;0;0
05.06.2020 20:00;308;599400;146;126600;69;196200;50;425400;49;397800;0;0;0;0;0;0;0;0;159;1128000;129;228600;17;42600;42;188400;0;0;0;0;0;0
05.06.2020 21:00;229;465000;216;206400;62;62400;30;206400;27;207000;2;2400;0;0;1;600;0;0;142;813000;176;471600;24;46200;22;86400;0;0;0;0;0;0
05.06.2020 22:00;155;190200;113;84600;36;57000;15;78000;14;65400;0;0;0;0;0;0;0;0;125;475800;123;135600;2;6000;11;54600;0;0;0;0;0;0
05.06.2020 23:00;99;73800;51;9000;22;13200;23;31800;9;24000;0;0;0;0;0;0;0;0;81;309600;55;55800;4;3000;8;21600;0;0;0;0;0;0
06.06.2020 00:00;90;108600;50;29400;28;13800;10;39600;10;40800;0;0;0;0;0;0;0;0;75;288000;53;54600;3;1800;5;24000;0;0;0;0;0;0
06.06.2020 01:00;59;76800;34;6600;19;6600;11;46800;11;34800;0;0;0;0;0;0;0;0;57;200400;38;33000;4;2400;7;28800;0;0;0;0;0;0
06.06.2020 02:00;28;10800;29;6000;14;10200;2;600;2;600;0;0;0;0;0;0;0;0;31;75600;31;28800;1;1200;1;42000;0;0;0;0;0;0
06.06.2020 03:00;17;3600;13;600;6;0;1;600;1;600;0;0;0;0;0;0;0;0;16;73200;14;32400;1;600;1;3600;0;0;0;0;0;0
06.06.2020 04:00;15;3600;9;600;7;0;1;5400;1;5400;0;0;0;0;0;0;0;0;17;88200;9;21000;1;1800;1;3600;0;0;0;0;0;0
06.06.2020 05:00;20;21600;18;3600;16;4200;7;39600;7;24000;0;0;0;0;0;0;0;0;21;72000;18;44400;2;5400;7;29400;0;0;0;0;0;0
06.06.2020 06:00;75;100200;30;2400;23;30000;8;55200;8;54000;0;0;0;0;0;0;0;0;69;244800;29;39000;5;10800;7;28200;0;0;0;0;0;0
06.06.2020 07:00;82;117600;91;56400;43;165600;23;158400;22;123000;0;0;0;0;0;0;0;0;76;235200;85;123000;20;49200;18;102000;0;0;0;0;0;0
06.06.2020 08:00;209;553800;146;140400;52;283200;44;285000;44;265800;0;0;0;0;0;0;0;0;156;780000;139;258600;25;61200;32;120000;0;0;0;0;0;0
06.06.2020 09:00;276;681600;237;211800;64;297000;65;404400;59;404400;0;0;0;0;0;0;0;0;176;1036800;217;399000;29;77400;48;244200;0;0;0;0;0;0
06.06.2020 10:00;312;911400;281;265800;67;409200;60;513600;57;489600;0;0;0;0;0;0;0;0;192;1257000;253;527400;32;120000;39;240600;0;0;0;0;0;0
06.06.2020 11:00;403;1129200;337;466800;78;625800;69;798000;70;765000;3;1800;1;600;1;600;1;600;206;1662000;290;652800;38;165000;58;380400;0;0;0;0;0;0
06.06.2020 12:00;508;1377000;324;400800;78;505800;70;868200;70;832800;0;0;0;0;1;600;0;0;196;2005800;271;618600;29;160800;60;483000;0;0;0;0;0;0
06.06.2020 13:00;463;1303200;318;460800;83;442800;87;983400;84;914400;1;600;1;1200;1;600;1;600;215;1955400;274;684000;41;184800;61;522600;0;0;0;0;0;0
06.06.2020 14:00;440;1140600;277;429000;81;441000;95;820200;92;862800;0;0;2;1800;1;600;1;600;199;1830000;248;588000;30;157800;67;559200;0;0;0;0;0;0
06.06.2020 15:00;419;1129800;290;366000;90;513600;74;997200;70;996000;0;0;0;0;0;0;0;0;194;1709400;248;547800;36;211200;57;411000;0;0;0;0;0;0
06.06.2020 16:00;428;1141200;236;351600;80;347400;84;897000;83;811200;1;600;0;0;1;600;1;600;185;1915800;215;463800;29;266400;67;618600;0;0;0;0;0;0
06.06.2020 17:00;431;1262400;264;430200;78;471000;83;690600;75;681600;1;600;0;0;0;0;1;600;161;2161800;220;705600;42;401400;74;909000;0;0;0;0;0;0
06.06.2020 18:00;427;1078800;232;279000;83;473400;70;746400;68;751200;0;0;1;1200;0;0;4;3600;197;1950000;197;452400;26;138600;58;369000;0;0;0;0;0;0
06.06.2020 19:00;364;878400;204;274200;85;369600;75;768600;77;793800;1;1200;0;0;1;600;1;600;196;1399200;188;377400;27;115800;59;399600;0;0;0;0;0;0
06.06.2020 20:00;262;680400;173;202200;69;220200;59;476400;54;478800;0;0;1;1200;0;0;1;600;165;1002000;155;327600;20;36600;48;205200;0;0;0;0;0;0
06.06.2020 21:00;213;456000;106;96000;52;31200;37;244200;36;253200;1;600;0;0;0;0;0;0;153;796800;111;159000;8;13800;31;141600;0;0;0;0;0;0
06.06.2020 22:00;132;154200;97;45600;41;26400;12;54600;13;47400;0;0;0;0;0;0;0;0;116;444600;108;116400;5;3000;12;48600;0;0;0;0;0;0
06.06.2020 23:00;107;106200;82;22200;28;6600;10;47400;9;43800;0;0;0;0;0;0;0;0;95;364800;90;87000;2;1200;7;27000;0;0;0;0;0;0
07.06.2020 00:00;87;49200;59;12000;38;1200;3;16800;3;15000;0;0;0;0;0;0;0;0;82;280200;66;59400;3;1200;2;4800;0;0;0;0;0;0
07.06.2020 01:00;74;46800;44;9600;17;1800;6;18000;6;18000;0;0;0;0;0;0;0;0;53;171600;49;44400;0;0;5;13800;0;0;0;0;0;0
07.06.2020 02:00;46;33600;29;3600;24;600;4;43200;4;43200;0;0;0;0;0;0;0;0;48;131400;34;29400;0;0;4;10200;0;0;0;0;0;0
07.06.2020 03:00;29;21000;14;0;19;0;2;7200;2;7200;0;0;0;0;0;0;0;0;30;88800;16;10200;0;0;1;3600;0;0;0;0;0;0
07.06.2020 04:00;16;2400;8;600;9;6600;3;9600;3;9000;0;0;0;0;0;0;0;0;16;36600;7;7800;2;1200;2;7200;0;0;0;0;0;0
07.06.2020 05:00;14;600;23;3000;4;0;2;3000;1;2400;0;0;0;0;0;0;0;0;14;26400;23;22200;0;0;1;6600;0;0;0;0;0;0
07.06.2020 06:00;24;42600;17;1200;6;7200;3;13800;3;13800;0;0;0;0;0;0;0;0;23;57600;17;14400;1;1800;1;3600;0;0;0;0;0;0
07.06.2020 07:00;27;6000;23;7800;4;0;7;27600;8;27600;0;0;0;0;0;0;0;0;29;59400;23;22200;0;0;5;21600;0;0;0;0;0;0
07.06.2020 08:00;81;156600;45;21600;24;70800;11;45000;11;42000;0;0;0;0;0;0;0;0;77;235200;42;42600;7;16800;10;25200;0;0;0;0;0;0
07.06.2020 09:00;117;157800;117;77400;27;22200;16;74400;15;79800;0;0;0;0;0;0;0;0;102;314400;113;151200;3;7800;10;39000;0;0;0;0;0;0
07.06.2020 10:00;144;199800;166;99600;45;115200;24;75600;24;76800;0;0;0;0;0;0;0;0;121;432600;161;210600;15;59400;20;78000;0;0;0;0;0;0
07.06.2020 11:00;218;360000;142;88200;44;28800;17;88800;16;66000;0;0;0;0;0;0;0;0;151;704400;135;186000;5;13200;14;45600;0;0;0;0;0;0
07.06.2020 12:00;249;410400;187;126600;47;81000;38;209400;31;226200;0;0;0;0;0;0;0;0;186;798600;183;294000;12;24600;27;109200;0;0;0;0;0;0
07.06.2020 13:00;269;483000;204;121200;49;94800;26;186600;26;189000;0;0;0;0;0;0;1;600;187;882600;182;267000;9;24600;23;83400;0;0;0;0;0;0
07.06.2020 14:00;304;484800;227;212400;47;25200;33;277200;33;273600;0;0;0;0;0;0;0;0;204;892200;219;325200;7;13200;32;121200;0;0;0;0;0;0
07.06.2020 15:00;296;439800;245;160200;40;72600;27;255600;26;209400;1;3000;0;0;0;0;0;0;209;881400;223;359400;7;21000;24;85200;0;0;0;0;0;0
07.06.2020 16:00;294;486000;226;130200;44;81600;24;219600;24;202800;0;0;0;0;0;0;1;600;187;872400;216;294600;8;15000;20;82800;0;0;0;0;0;0
