01.06.2020 00:00;Bel_D11;Vwz_D11;Bel_D31;Vwz_D31;Bel_D32;Vwz_D32;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_TB41;Vwz_TB41;Bel_TB41a;Vwz_TB41a;Bel_TF41;Vwz_TF41;Bel_TF41a;Vwz_TF41a;Bel_V12;Vwz_V12;Bel_V33;Vwz_V33;Bel_V34;Vwz_V34;Bel_V43;Vwz_V43;Bel_VK1_iO;Vwz_VK1_iO;Bel_VK2_iO;Vwz_VK2_iO;Bel_VK3_iO;Vwz_VK3_iO
06.11.2021 18:00;401;1024200;205;357600;71;412200;83;744000;82;750000;1;2400;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.11.2021 19:00;347;648000;220;259800;77;236400;70;637200;70;667800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.11.2021 20:00;240;379800;129;156000;63;227400;46;337800;41;336600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.11.2021 21:00;151;252600;94;100200;42;106800;27;269400;27;267600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.11.2021 22:00;169;189600;93;81000;42;7200;20;138600;19;131400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.11.2021 23:00;121;102000;79;68400;30;8400;8;39000;9;31200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 00:00;116;102600;60;43200;31;35400;11;58800;10;79200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 01:00;75;53400;46;35400;26;2400;12;63600;11;81600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 02:00;47;27600;29;12600;19;5400;4;46200;4;46200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 03:00;35;22200;25;15000;21;6000;2;12000;3;9000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 04:00;32;21600;25;13800;26;4200;6;37200;4;35400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 05:00;27;18000;19;11400;20;15600;3;24000;3;24000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 06:00;36;39600;24;9600;14;2400;6;43800;5;45600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 07:00;25;16800;21;9600;11;31200;8;45000;8;27000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 08:00;67;101400;77;53400;28;54000;15;121200;16;112800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 09:00;136;182400;149;148800;46;82800;27;145800;26;141000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 10:00;188;245400;173;170400;42;94200;32;235200;35;230400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 11:00;224;282000;186;160200;71;46800;24;257400;26;265800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 12:00;266;328800;194;222600;41;60000;43;315000;38;330000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 13:00;301;432000;200;201000;55;138000;38;319800;37;309600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 14:00;341;308400;220;170400;62;90600;29;225600;33;243000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 15:00;307;266400;244;181200;67;105600;28;245400;29;245400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 16:00;302;353400;230;171600;59;109200;33;219600;34;228600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 17:00;337;408600;249;154200;51;87000;36;346200;35;334200;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 18:00;319;384000;232;240000;65;100200;29;274200;27;267600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 19:00;241;280800;187;159600;49;95400;33;286200;34;273000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 20:00;196;211200;122;90000;50;84000;27;261000;26;262200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 21:00;155;175800;92;61800;38;8400;18;158400;17;144000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 22:00;112;72600;49;28800;30;6600;12;78600;13;54000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2021 23:00;66;39600;32;13800;31;15600;5;37200;5;28200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 00:00;22;16200;18;9000;10;5400;3;2400;2;16200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 01:00;16;7200;9;3600;8;28800;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 02:00;9;4800;6;4800;4;0;1;10800;1;10800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 03:00;10;5400;9;4200;6;1200;1;1800;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 04:00;17;12600;6;0;8;3600;3;33600;3;31200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 05:00;31;27000;61;37200;19;14400;6;26400;6;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 06:00;128;147000;143;119400;36;66000;22;159600;22;160200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 07:00;388;669000;495;688200;79;335400;63;486600;60;480600;1;1800;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 08:00;451;1178400;497;781800;87;672600;104;813600;101;790800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 09:00;383;957600;349;479400;81;505200;138;654600;77;701400;1;600;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 10:00;394;991800;288;456000;87;580800;74;748200;69;697800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 11:00;447;1173600;333;489600;71;468000;104;727800;100;741000;1;1800;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 12:00;505;1359600;344;593400;76;501600;96;857400;92;804000;2;2400;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 13:00;573;1556400;410;702000;96;582000;103;973800;98;948000;0;0;2;3000;1;1800;2;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 14:00;473;1171800;378;638400;85;350400;93;806400;85;837000;0;0;0;0;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 15:00;517;1353000;372;622200;73;501600;167;916200;99;928800;0;0;1;2400;1;1800;2;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 16:00;539;1506600;362;601800;78;507600;109;963000;109;967200;0;0;3;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 17:00;600;1484400;327;604800;94;598200;130;969600;119;948600;1;1800;0;0;2;3600;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 18:00;564;1288800;272;393000;71;479400;88;762600;85;741600;0;0;0;0;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 19:00;385;757200;182;282600;59;177600;58;486600;56;459000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 20:00;244;454200;132;105600;56;210000;41;403800;42;380400;1;600;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 21:00;172;169800;119;91200;41;61200;21;189000;20;175800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 22:00;135;61200;62;20400;37;16200;12;90600;13;90000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2021 23:00;63;34200;42;4200;32;44400;6;55200;7;51000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 00:00;21;3600;16;1800;5;27600;2;1200;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 01:00;15;4200;6;0;10;600;3;36600;3;37200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 02:00;11;2400;12;1200;6;0;4;24000;4;24000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 03:00;9;1200;5;0;6;0;4;36600;4;29400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 04:00;11;600;12;1200;5;600;3;24000;3;24600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 05:00;29;15600;52;14400;7;13200;9;49800;9;46200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 06:00;134;114000;149;73200;34;12600;22;186000;20;181800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 07:00;388;630600;544;457800;76;257400;50;493200;49;487200;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 08:00;377;724800;444;551400;81;383400;66;664200;66;660000;2;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 09:00;371;789600;372;416400;87;582600;78;660000;78;694200;0;0;0;0;3;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 10:00;389;763200;326;385200;70;480600;71;748200;71;724200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 11:00;418;807600;328;406200;74;344400;70;555000;65;573000;0;0;0;0;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 12:00;452;965400;318;388800;86;570600;82;640800;85;677400;2;3000;0;0;3;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 13:00;531;1173600;425;531000;87;478200;86;716400;86;747600;1;1200;1;600;1;600;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 14:00;506;1057200;325;384600;78;346800;79;764400;84;709800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 15:00;588;1105800;336;444000;78;457200;100;774000;98;795600;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 16:00;634;1487400;374;512400;79;546600;135;1096200;124;1131000;0;0;2;1800;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 17:00;631;1299000;419;537000;86;584400;110;1051800;107;1023000;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 18:00;548;1201800;261;309000;73;594600;89;809400;92;799800;0;0;1;600;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 19:00;342;489600;198;176400;66;122400;54;501600;53;499200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 20:00;236;265800;121;108600;51;115200;33;324600;33;342000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 21:00;179;150600;78;24600;36;38400;30;242400;28;225000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 22:00;159;85800;69;16200;29;51000;9;48600;8;48600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2021 23:00;75;33600;29;4200;24;11400;6;46800;6;48600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 00:00;38;9000;12;600;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 01:00;10;1800;10;600;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 02:00;6;1200;5;600;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 03:00;11;1200;5;0;10;13200;2;23400;2;23400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 04:00;11;1800;11;1200;10;0;1;600;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 05:00;38;21600;56;11400;18;13200;5;66600;5;55800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 06:00;134;103200;142;78000;37;39000;24;193200;23;169200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 07:00;420;847800;575;537600;84;486600;63;569400;62;565200;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 08:00;399;855600;471;598800;104;641400;94;971400;91;965400;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 09:00;346;697200;353;444000;80;352800;79;602400;80;621000;0;0;2;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 10:00;391;839400;316;466800;76;310200;97;703200;96;690000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 11:00;452;1180200;304;422400;67;505800;115;969000;116;963600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 12:00;526;1197600;355;485400;78;483600;108;765600;91;816600;0;0;1;1800;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 13:00;523;1084200;354;507600;73;410400;100;826200;100;856200;0;0;3;1800;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 14:00;471;983400;332;442800;65;351600;69;670200;71;659400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 15:00;540;1218000;330;419400;77;469800;97;823800;96;830400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 16:00;547;1334400;359;613800;79;477000;99;954000;97;920400;0;0;3;4200;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 17:00;614;1444800;354;579600;81;442200;128;767400;99;731400;0;0;0;0;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 18:00;551;1271400;263;437400;70;473400;98;731400;343;762600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 19:00;417;672000;210;277800;64;173400;55;435600;50;432600;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 20:00;276;480600;133;150600;67;191400;53;433800;55;432000;0;0;1;600;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 21:00;194;283200;97;84600;47;111600;23;165600;23;156600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 22:00;143;139200;61;54600;37;37800;7;51000;7;52200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2021 23:00;77;59400;38;30000;31;4800;2;2400;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 00:00;29;37800;13;5400;12;1200;9;65400;8;54600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 01:00;15;8400;3;3600;8;3600;2;22800;2;24000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 02:00;14;7200;6;3000;8;11400;2;11400;2;10800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 03:00;13;10200;5;2400;5;600;1;12600;2;13800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 04:00;9;6600;12;6600;6;12000;3;13800;3;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 05:00;30;40800;57;53400;21;23400;8;66600;8;67200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 06:00;136;209400;131;134400;34;23400;26;157800;24;158400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 07:00;390;788400;505;733800;81;339600;62;524400;64;500400;1;1800;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 08:00;391;930600;496;664800;71;394200;84;646200;78;642000;1;1800;0;0;1;1800;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 09:00;384;1038600;359;505800;89;587400;76;700800;78;678000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 10:00;401;1068600;344;460800;80;594000;80;606000;76;567600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 11:00;444;1089600;314;470400;74;427200;76;699600;78;715200;1;600;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 12:00;465;1174200;323;631200;80;549600;101;924000;97;880200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 13:00;540;1481400;373;665400;75;560400;106;942600;102;937200;0;0;1;1800;0;0;3;4800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 14:00;515;1233000;358;529200;75;479400;96;831000;97;812400;0;0;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 15:00;598;1453200;384;604200;69;393600;108;929400;105;966600;0;0;1;1800;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 16:00;541;1308000;383;693600;68;382200;111;880200;110;926400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 17:00;633;1123200;390;515400;87;288000;93;746400;95;709800;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 18:00;532;1086000;299;462600;67;441600;92;803400;95;808800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 19:00;410;681000;199;201600;53;310800;70;562800;68;561600;0;0;0;0;1;600;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 20:00;254;361800;141;106800;55;199800;43;381600;45;385800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 21:00;198;181800;100;66600;36;51600;18;156600;17;146400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 22:00;161;133800;62;30600;26;42000;12;85200;40;83400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.11.2021 23:00;93;57600;37;16200;19;37800;6;34200;6;31800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 00:00;42;27600;19;6000;20;30000;5;36000;5;32400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 01:00;11;7800;5;1800;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 02:00;11;4200;11;9600;9;4800;3;12600;3;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 03:00;11;3600;9;4200;8;2400;2;13800;2;12600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 04:00;19;10800;15;5400;9;1800;3;11400;3;10200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 05:00;28;16200;55;31800;14;16800;8;63600;8;55800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 06:00;120;184200;128;98400;34;33600;21;150000;20;142200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 07:00;398;772800;513;669600;80;456600;79;481800;77;484200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 08:00;454;993000;472;570000;86;477000;76;589800;73;596400;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 09:00;356;970800;347;507000;73;573000;95;691200;83;700800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 10:00;426;1106400;364;502800;105;610200;88;712800;86;741600;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 11:00;506;1380600;346;596400;88;603000;95;983400;93;1002000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 12:00;595;1581000;381;542400;92;540600;105;960000;104;901200;0;0;2;4200;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 13:00;611;1694400;411;758400;99;537600;121;1215000;119;1190400;0;0;1;2400;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 14:00;581;1587000;350;663000;83;633600;113;931200;110;935400;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 15:00;569;1455600;359;582600;71;600600;102;918000;101;906000;0;0;0;0;1;1800;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 16:00;616;1601400;320;538200;78;700200;112;880800;115;904200;2;2400;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 17:00;575;1824000;334;575400;101;798000;114;992400;112;1032600;0;0;1;1800;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 18:00;464;1104600;295;454800;87;313800;98;837600;96;835800;0;0;0;0;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 19:00;431;806400;211;304200;62;276600;65;514200;68;499200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 20:00;302;537000;178;260400;53;214800;69;467400;64;456600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 21:00;180;230400;102;84600;55;108000;19;132000;20;121200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 22:00;178;174600;122;101400;44;26400;15;87600;14;101400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2021 23:00;148;193200;72;80400;38;43800;18;166200;18;177600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 00:00;81;60600;35;21600;31;36600;10;62400;8;78000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 01:00;49;31200;29;15000;28;19800;4;36600;4;35400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 02:00;39;33000;18;8400;17;27000;7;34800;6;34800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 03:00;27;13200;16;6600;12;3000;2;21000;2;21000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 04:00;21;3000;27;3600;16;600;2;13800;2;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 05:00;23;5400;22;3600;15;15600;9;48600;9;40200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 06:00;47;25800;30;5400;16;0;14;75000;12;72600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 07:00;89;64800;77;37800;32;117000;16;102000;15;109800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 08:00;149;260400;183;172200;77;444600;48;390600;47;407400;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 09:00;325;652200;224;218400;160;598200;54;414000;51;378600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 10:00;388;783600;304;304800;161;557400;62;463800;59;492000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 11:00;421;967200;348;533400;125;390600;109;897600;107;913800;0;0;1;600;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 12:00;454;962400;353;390600;67;562200;80;744600;78;755400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 13:00;533;1355400;341;505200;98;604200;110;969000;108;979800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 14:00;509;1233600;320;466800;104;606600;104;849600;101;840600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 15:00;498;1166400;258;336000;106;618000;91;785400;93;747000;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 16:00;408;897600;273;391800;102;628200;104;688800;104;715200;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 17:00;452;936000;241;313800;95;564000;87;708000;87;717600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 18:00;436;814800;239;241200;81;343800;84;653400;84;675600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2021 19:00;340;547800;191;166800;79;366000;69;534600;66;539400;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
