01.06.2020 00:00;Bel_A51_M1_1158;Vwz_A51_M1_1158;Bel_A55_M3_1190;Vwz_A55_M3_1190;Bel_D111;Vwz_D111;Bel_D111_1;Vwz_D111_1;Bel_D21;Vwz_D21;Bel_D31;Vwz_D31;Bel_D51;Vwz_D51;Bel_D51_1;Vwz_D51_1;Bel_D81;Vwz_D81;Bel_D91;Vwz_D91;Bel_D98_1;Vwz_D98_1;Bel_H51_A27_M1_1157;Vwz_H51_A27_M1_1157;Bel_H55_M2_1189;Vwz_H55_M2_1189;Bel_Schluessel_S51;Vwz_Schluessel_S51;Bel_Schluessel_S55;Vwz_Schluessel_S55;Bel_Strab_D51;Vwz_Strab_D51;Bel_T35;Vwz_T35;Bel_T35a;Vwz_T35a;Bel_T38;Vwz_T38;Bel_T38a;Vwz_T38a;Bel_T41;Vwz_T41;Bel_T41a;Vwz_T41a;Bel_T55_M4_3045;Vwz_T55_M4_3045;Bel_V22;Vwz_V22;Bel_V32;Vwz_V32;Bel_V38;Vwz_V38;Bel_V51_A51_M2_1156;Vwz_V51_A51_M2_1156;Bel_V82;Vwz_V82;Bel_V92;Vwz_V92;Bel_V98_2;Vwz_V98_2
01.06.2020 00:00;2;2000;1;1000;21;170310;21;137550;67;111400;15;21710;3;56890;3;56350;1;330;0;0;0;0;3;2990;1;1000;0;0;0;0;0;0;0;0;0;0;1;1600;1;1620;0;0;0;0;1;1000;73;249150;6;8670;4;32057;3;2990;1;3070;0;0;0;0
01.06.2020 01:00;3;3000;0;0;16;130060;16;112522;43;84250;10;14310;5;24100;5;23650;1;420;0;0;0;0;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;156435;2;6900;0;0;2;1990;2;5780;0;0;0;0
01.06.2020 02:00;0;0;0;0;10;60495;10;51030;23;12140;2;950;2;1110;2;1110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;80830;2;2330;0;0;0;0;0;0;0;0;0;0
01.06.2020 03:00;0;0;0;0;3;21840;3;15680;18;9120;4;1100;1;10660;1;10350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;57710;0;0;0;0;0;0;1;650;0;0;0;0
01.06.2020 04:00;0;0;2;2000;2;22300;2;14320;6;2360;3;480;0;0;0;0;0;0;0;0;0;0;0;0;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2000;9;16070;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 05:00;2;2000;3;3000;11;154390;11;127000;28;36150;5;1260;1;11390;1;11080;0;0;0;0;0;0;2;2000;3;2990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3000;25;96640;0;0;0;0;2;1990;0;0;0;0;0;0
01.06.2020 06:00;2;2000;3;3000;10;241430;10;256540;33;17290;4;3620;3;60240;3;59780;0;0;0;0;0;0;2;2000;3;3000;0;0;0;0;1;3610;0;0;0;0;0;0;0;0;0;0;0;0;3;3000;29;94809;0;0;2;13780;2;2000;0;0;0;0;1;2920
01.06.2020 07:00;2;2063;2;2000;18;376460;19;294220;32;55693;2;40220;5;60280;4;5030;0;0;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2000;29;96460;3;4150;3;22260;2;2000;0;0;1;390;1;1050
01.06.2020 08:00;2;1990;2;2000;32;695323;33;582314;59;92670;13;438499;22;370440;18;365560;1;750;1;420;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;2;3230;0;0;0;0;2;1990;54;210002;11;29470;7;47340;2;2000;6;703310;2;13680;8;338318
01.06.2020 09:00;2;2000;2;1990;66;987222;68;888512;110;221473;17;548340;44;759306;44;695351;3;22450;1;2910;0;0;2;2000;2;1990;0;0;0;0;1;13600;1;1430;0;0;3;4850;3;4880;0;0;0;0;2;1990;91;436516;13;120380;13;101260;2;1990;9;88799;1;46510;21;49290
01.06.2020 10:00;2;2000;2;1990;102;1419027;103;1251036;234;437220;35;887710;63;959419;60;870724;4;17670;1;80;0;0;2;2000;2;2000;0;0;0;0;1;4160;0;0;1;1610;7;11400;5;8090;0;0;0;0;2;2000;159;881756;29;242920;18;189940;2;2000;7;15490;0;0;3;1500
01.06.2020 11:00;2;2000;2;2000;116;1487944;116;1245632;281;600161;59;746934;76;1265178;73;1021967;7;8490;3;87060;0;0;2;2000;2;2000;0;0;0;0;0;0;3;5730;0;0;4;6470;7;11350;1;1590;0;0;2;2000;146;1120119;35;373346;32;253025;2;2000;9;26980;2;7200;22;172319
01.06.2020 12:00;2;2000;6;5990;135;1523461;132;1659213;304;734716;49;948458;81;1310967;77;1207077;5;4090;2;11860;0;0;2;2000;6;6047;0;0;0;0;0;0;3;4330;1;1610;8;12950;9;15810;0;0;0;0;6;5980;187;1211705;31;263360;27;245690;2;2000;6;15530;3;11200;5;2690
01.06.2020 13:00;4;3990;4;4000;104;1505800;101;1370744;301;567304;48;797874;81;1059580;81;949319;5;24030;1;170;2;580;4;4000;4;4000;0;0;0;0;0;0;2;2890;1;1610;3;4850;10;16240;2;3200;2;3710;4;4000;217;995293;27;226540;16;178350;4;4000;6;20220;0;0;5;3130
01.06.2020 14:00;4;3980;4;3990;107;1482083;113;1370424;319;635475;51;1016603;62;871077;62;768687;3;1240;0;0;2;1490;4;3980;4;3990;0;0;0;0;0;0;1;1440;1;1610;2;3220;5;8100;0;0;2;3390;4;4000;216;1236308;33;235470;18;171130;4;4000;4;10770;1;4110;5;6590
01.06.2020 15:00;4;4000;4;3990;123;1411315;126;1212411;299;603151;48;716591;61;682960;64;587080;3;5240;2;5000;1;500;4;4000;4;4000;0;0;0;0;0;0;3;4330;1;1620;13;21090;8;12970;1;1590;0;0;4;4000;180;1067842;35;354920;29;262979;4;4000;3;12220;1;1230;11;18820
01.06.2020 16:00;4;4000;4;4000;99;1416009;95;1269234;278;550030;36;668295;68;579214;73;630947;3;9880;2;54050;4;1000;4;4000;4;4000;0;0;0;0;0;0;3;4340;2;3220;11;17810;9;14590;3;4790;0;0;4;4000;170;993633;19;121220;30;281466;4;4000;7;14010;2;4410;14;17780
01.06.2020 17:00;4;3990;4;3990;118;1585998;116;1497113;268;433686;50;518393;74;1029365;71;941305;2;990;1;160;3;340;4;4000;4;4000;0;0;0;0;0;0;5;7220;3;4850;20;33792;8;12970;4;6400;1;1690;4;3990;158;907121;24;226880;34;329062;4;4000;6;11620;2;2490;10;10460
01.06.2020 18:00;4;4000;4;4000;115;1519534;122;1284413;283;660178;34;675689;68;708065;69;536270;3;14330;0;0;0;0;4;4000;4;4000;0;0;0;0;0;0;0;0;1;1600;4;7750;10;16190;3;4790;1;1690;4;4000;164;1085300;17;271999;20;175500;4;3990;7;12990;0;0;1;1120
01.06.2020 19:00;6;5990;2;2000;114;1566573;119;1378201;246;344720;35;694350;64;1009062;65;863242;2;900;0;0;0;0;6;6000;2;2000;0;0;0;0;0;0;0;0;1;1610;10;16160;5;8080;0;0;3;5070;2;1990;169;798385;22;107460;20;141670;6;5990;5;8120;0;0;5;4240
01.06.2020 20:00;2;1990;2;2000;87;1250815;87;1040492;195;224920;29;368495;38;617397;41;415339;4;11950;1;170;2;840;2;1990;2;1990;0;0;0;0;0;0;1;1440;1;1610;7;11340;4;6470;1;1590;1;3200;2;1990;128;687348;11;195750;20;160952;2;2000;5;11220;0;0;4;4500
01.06.2020 21:00;2;1990;2;1990;60;1186859;63;1049783;131;158320;25;210174;32;422373;32;356413;1;420;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0;1;1600;6;9660;1;1610;0;0;0;0;2;1990;104;482335;8;29980;16;98241;2;1990;2;400;1;420;1;2160
01.06.2020 22:00;2;1990;2;2000;51;306417;51;280857;102;177800;15;94960;19;90210;18;88780;0;0;0;0;0;0;2;1980;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;1;1610;0;0;0;0;2;2000;105;407046;11;29970;4;31820;2;2000;2;5840;0;0;0;0
01.06.2020 23:00;2;1990;2;2000;31;155020;32;137770;63;99970;13;11950;9;74500;7;54570;3;1000;1;170;1;340;2;1990;2;1990;0;0;0;0;0;0;0;0;0;0;2;3220;0;0;0;0;0;0;2;1990;82;210336;4;16870;3;30060;2;2000;2;4920;0;0;0;0
02.06.2020 00:00;3;2990;1;1000;16;130620;16;117700;37;41520;15;34420;6;66874;6;28194;0;0;0;0;0;0;3;3000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;50;134110;7;19560;1;7000;3;3000;0;0;0;0;0;0
02.06.2020 01:00;2;2000;0;0;10;49690;10;40780;22;14950;6;3320;0;0;0;0;0;0;0;0;0;0;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;79440;2;2640;1;4320;2;2000;3;3230;0;0;0;0
02.06.2020 02:00;0;0;0;0;6;42720;6;37980;10;5680;4;1580;2;10700;2;3780;1;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;29496;1;4100;0;0;0;0;1;4110;0;0;0;0
02.06.2020 03:00;0;0;3;3000;1;10490;1;2620;10;9910;1;160;0;0;0;0;0;0;0;0;0;0;0;0;3;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3000;14;29570;0;0;0;0;0;0;0;0;1;460;0;0
02.06.2020 04:00;2;2000;5;4990;8;67340;9;57110;30;36650;4;1410;3;48350;2;6750;2;1090;0;0;0;0;2;2000;5;4990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4980;40;106160;0;0;1;11180;2;2000;1;2660;0;0;0;0
02.06.2020 05:00;4;4000;10;10000;27;404964;27;341084;70;261762;5;4240;14;179697;14;85710;0;0;0;0;1;80;4;3990;10;9990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;9990;60;385937;1;310;0;0;4;4000;0;0;0;0;0;0
02.06.2020 06:00;8;8000;8;7990;66;978133;68;791823;172;460989;22;324375;31;634140;29;520616;0;0;0;0;0;0;8;7960;8;7990;0;0;0;0;0;0;0;0;0;0;0;0;4;6440;0;0;0;0;8;8000;108;742465;14;111971;9;59483;8;8000;0;0;0;0;5;2560
02.06.2020 07:00;8;8000;8;8000;146;1854325;149;1468752;275;748627;34;356010;102;1463003;103;1097182;4;3490;1;80;1;500;8;8000;8;7990;0;0;0;0;1;24040;0;0;1;1600;3;4800;18;31730;0;0;3;5050;8;7970;145;1179837;13;51330;15;91290;8;8000;5;22970;5;2490;1;4910
02.06.2020 08:00;8;7990;8;7990;147;1697756;147;1639666;291;986964;34;253950;90;1641224;88;1493285;2;39770;0;0;0;0;8;7980;8;8000;0;0;0;0;3;37300;1;1440;1;1610;2;4540;6;9710;2;3190;0;0;7;6990;166;1437843;18;119470;14;120482;8;8000;10;14300;1;9250;4;5030
02.06.2020 09:00;6;5990;5;5000;125;1794216;123;1738036;317;997503;48;867741;79;1151295;76;1123831;1;9270;1;5560;2;990;6;6000;5;5000;0;0;0;0;3;99850;0;0;0;0;4;7850;6;9720;1;1600;1;1690;4;4000;165;1469743;27;511223;18;148130;6;6000;3;9320;3;3640;18;39950
02.06.2020 10:00;5;4990;8;8000;137;1654770;136;1558615;350;933398;44;1010714;103;1383854;105;1395708;4;9300;2;20510;3;1490;5;5000;8;8037;0;0;0;0;0;0;0;0;0;0;11;22174;9;14707;1;1590;1;1690;4;4010;157;1459963;31;197349;28;320518;5;5000;8;64300;1;32710;3;1760
02.06.2020 11:00;6;5990;5;5000;128;1699800;127;1631471;362;964477;54;965786;92;1052397;88;878391;10;107630;1;36420;1;170;6;5990;5;4990;0;0;0;0;3;68480;1;1430;1;1610;9;15880;8;16320;0;0;2;3390;5;5000;157;1572387;30;581027;30;260710;6;6000;12;56250;2;4820;5;3500
02.06.2020 12:00;7;7000;7;6990;159;1883871;156;1726395;398;1096592;55;743452;110;1267287;109;1280932;6;29510;0;0;2;580;7;6980;7;7000;0;0;0;0;2;9090;3;4320;1;5810;12;19450;3;4850;3;6080;2;3390;7;7000;200;1698212;33;381710;31;265215;7;6990;8;23140;0;0;1;240
02.06.2020 13:00;9;8990;9;8980;164;2171557;165;2140532;395;997593;59;570451;80;1077067;77;985467;4;46650;0;0;0;0;9;8990;9;8970;0;0;0;0;0;0;0;0;1;1600;6;9740;10;16220;2;3190;2;3380;8;8000;214;1549159;29;223230;24;223930;10;9980;4;18830;0;0;2;1590
02.06.2020 14:00;8;7990;8;7990;149;1802686;140;1637391;427;1075802;40;630244;73;865625;72;743895;4;2000;3;12110;3;1170;8;8000;8;8000;0;0;0;0;1;5240;2;2870;0;0;17;27650;3;4860;2;3200;1;1690;8;7990;248;1663863;98;203544;20;190689;8;8000;4;12280;1;3630;6;7230
02.06.2020 15:00;8;7990;8;7990;178;2381616;182;2294261;472;1208002;64;860957;90;1142704;83;1007824;5;38450;3;830;1;250;8;7970;8;7990;0;0;0;0;0;0;1;1440;1;1610;8;16330;5;9240;5;7970;1;1700;8;7990;179;1854070;35;274860;22;213790;8;8000;8;41560;0;0;7;34110
02.06.2020 16:00;8;7990;9;9000;179;2173632;182;1993357;466;1187793;78;1007338;94;1080454;89;966984;5;46630;5;4900;1;250;8;7990;9;9000;0;0;0;0;1;8080;2;2900;4;6460;7;11360;12;19510;3;4810;2;3380;8;8000;169;1818066;42;478163;27;201230;8;7980;5;52480;2;6100;10;44840
02.06.2020 17:00;8;8000;8;7990;194;2285191;191;2166069;426;1108581;77;653401;107;1381076;106;1242278;6;3580;2;68450;4;2340;8;8000;8;7990;0;0;0;0;2;43720;3;4340;3;4850;11;20440;11;20780;4;6380;1;1690;8;7990;148;1710596;43;371305;28;226159;8;7990;8;12150;1;3060;15;26230
02.06.2020 18:00;8;7980;8;7990;149;2190758;153;1822726;427;1121282;76;898929;93;1122385;90;1096915;3;1580;3;19140;3;830;8;7990;8;7990;0;0;0;0;0;0;5;7065;0;0;6;9730;14;22700;1;1600;2;3390;8;7990;168;1723850;32;205250;31;209190;8;7980;10;12850;3;3040;15;514160
02.06.2020 19:00;8;8000;6;6000;138;1669255;135;1613844;310;709934;37;401402;63;703260;60;627640;2;36620;1;14910;2;250;8;8037;6;5980;0;0;0;0;0;0;2;2880;2;3230;8;12980;6;9730;1;1590;1;1680;6;5990;143;1264403;16;156170;24;171645;8;8000;3;17770;2;2690;7;4440
02.06.2020 20:00;7;7000;4;4000;94;1554280;88;1248915;229;417304;28;51140;29;529967;26;513027;2;670;0;0;1;330;7;6980;4;4000;0;0;0;0;0;0;1;1440;4;6470;5;8130;4;6480;5;7980;1;1680;4;4000;150;811478;5;12294;11;88870;7;6990;3;5210;0;0;5;5290
02.06.2020 21:00;5;5000;2;2000;48;740006;50;606653;164;321763;27;358063;25;375490;25;321100;2;1410;1;250;0;0;5;5000;2;2000;0;0;0;0;2;15900;1;1430;0;0;6;9700;3;4860;0;0;0;0;2;2000;121;636329;11;37416;17;107663;5;5000;10;10590;0;0;4;3370
02.06.2020 22:00;3;3000;2;2000;52;418705;51;384125;117;297392;24;103475;17;100940;17;97470;0;0;0;0;2;250;3;3000;2;2000;0;0;0;0;0;0;0;0;1;1600;2;3220;1;1610;0;0;0;0;2;2000;123;502117;11;32160;8;50730;3;2990;1;1360;0;0;2;1750
02.06.2020 23:00;2;2000;2;2000;30;271760;31;248230;72;85530;18;37026;11;38380;10;37310;1;330;1;420;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;1;1610;0;0;0;0;2;2000;78;233550;7;15840;3;15050;2;2000;1;3700;0;0;0;0
03.06.2020 00:00;4;4000;1;1000;9;95892;9;70052;37;57080;13;8550;6;35830;6;35210;0;0;1;330;0;0;4;3990;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;1;1600;0;0;0;0;1;1000;45;156200;3;6530;2;10930;4;4000;5;5200;0;0;0;0
03.06.2020 01:00;1;1000;0;0;11;70580;11;41480;24;43690;7;5790;2;7990;2;8150;1;340;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;1;1600;0;0;0;0;0;0;0;0;35;71630;1;1520;3;19250;1;1000;1;2880;0;0;0;0
03.06.2020 02:00;0;0;0;0;4;35710;4;26570;11;10850;1;150;2;21970;2;12870;1;590;1;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;74200;0;0;0;0;0;0;1;3700;0;0;0;0
03.06.2020 03:00;0;0;3;3000;1;12400;1;12200;7;3140;2;480;0;0;0;0;0;0;0;0;0;0;0;0;3;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3000;9;22150;0;0;0;0;0;0;0;0;1;480;0;0
03.06.2020 04:00;2;2000;5;4990;5;60570;5;44500;26;68660;2;470;2;11910;2;11130;0;0;0;0;0;0;2;2000;5;5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4990;37;116660;0;0;0;0;2;1990;0;0;0;0;1;1210
03.06.2020 05:00;4;4000;10;9990;34;339950;34;300680;81;230351;11;9620;10;178335;10;175555;3;1250;2;920;0;0;3;3000;10;10000;0;0;0;0;0;0;0;0;0;0;1;1600;1;1600;0;0;1;1680;8;7990;62;351948;2;6890;6;33460;4;3990;3;6440;0;0;2;1710
03.06.2020 06:00;8;7980;8;7980;74;1242219;74;1224194;183;513370;20;321538;34;665568;32;560828;1;250;0;0;0;0;8;7980;8;8000;0;0;0;0;0;0;0;0;0;0;0;0;5;10820;0;0;1;1680;8;8000;105;851959;11;67410;5;37230;8;8000;1;3610;0;0;2;1630
03.06.2020 07:00;7;7000;7;6980;147;2001190;151;1908702;305;779753;39;370585;116;1380632;115;1292752;4;64660;0;0;2;430;7;7000;7;6970;0;0;0;0;0;0;0;0;0;0;4;6430;9;14594;0;0;0;0;7;7000;144;1325657;31;130545;16;103250;7;7000;5;14470;0;0;4;2590
03.06.2020 08:00;6;5990;7;7000;147;1924005;146;1597173;292;977285;35;668740;109;1426385;105;1193116;5;8480;8;840;0;0;6;5980;7;7000;0;0;0;0;1;10366;2;2880;0;0;5;9520;8;12940;0;0;1;1680;7;6990;145;1418820;26;148980;16;106350;7;6990;4;6810;1;1030;6;6000
03.06.2020 09:00;7;6990;6;5970;144;1668392;139;1747724;290;857623;31;690780;72;1300501;68;1150061;3;1410;1;750;1;580;7;6990;6;6000;0;0;0;0;2;91430;0;0;1;1600;3;4840;7;12940;1;1590;0;0;4;3990;140;1393536;23;325570;21;157290;6;5980;3;8070;0;0;34;357949
03.06.2020 10:00;6;5990;6;5980;115;1620076;116;1635094;321;873569;38;922588;96;1588188;95;1479531;11;27805;1;35570;1;330;6;6000;6;5990;0;0;0;0;1;50310;1;1430;0;0;11;20820;20;32530;6;17450;1;1690;4;3990;167;1359529;27;277510;38;348143;6;5980;14;32810;5;12000;7;3020
03.06.2020 11:00;6;6000;5;4990;133;1773044;130;1680057;398;914207;41;1069576;87;1436194;86;1289101;4;33070;2;250;2;330;6;6000;5;4990;0;0;0;0;0;0;2;4160;1;1610;9;17210;11;22240;0;0;0;0;5;4990;184;1562860;30;417025;26;241724;6;5990;3;9320;11;25170;15;40230
03.06.2020 12:00;6;5990;8;8035;169;2055469;169;2134395;423;1049500;55;1275071;99;1283834;95;1157014;1;5560;1;80680;0;0;6;6000;8;7990;0;0;0;0;0;0;1;1440;0;0;7;11350;6;9825;1;1590;1;1690;7;7000;195;1691325;42;397655;23;206260;6;5990;2;5000;1;3860;3;1510
03.06.2020 13:00;9;8987;8;7970;139;1856297;140;1776147;370;931069;60;628238;78;1010112;75;939312;5;42810;0;0;2;670;9;8980;8;8000;0;0;0;0;1;1920;0;0;0;0;4;6490;10;57400;2;3200;0;0;8;7980;208;1560417;39;186616;22;154296;10;9970;7;57400;1;1920;3;46280
03.06.2020 14:00;8;7990;8;7990;142;1620546;140;1585834;418;1216421;54;904317;100;1251750;96;1158023;6;11560;0;0;4;4980;8;7990;8;7970;0;0;0;0;4;81150;2;2880;0;0;8;13010;11;19500;0;0;0;0;8;8000;234;1727099;40;354024;26;227800;8;7990;11;38960;3;7680;14;31160
03.06.2020 15:00;8;7990;8;8000;144;1854509;147;1774029;410;1110496;43;718265;84;1132326;83;1026745;5;3420;1;590;0;0;8;7990;8;8000;0;0;0;0;0;0;2;2880;0;0;6;9730;6;9730;6;9620;0;0;8;7990;148;1799189;31;271834;17;157276;8;7990;5;14940;1;2240;12;11020
03.06.2020 16:00;8;7990;8;7990;172;2103693;179;2018799;504;1275263;57;829556;81;1252760;82;1065538;7;16850;0;0;3;11030;8;8000;8;7980;0;0;0;0;0;0;2;2890;1;1620;8;12980;8;13067;2;3200;2;3390;8;7990;162;2023402;47;223940;29;195070;8;7990;10;15160;0;0;13;17170
03.06.2020 17:00;8;7990;8;8000;183;2160818;181;1943657;462;1275685;64;683841;92;1136386;90;1006096;3;14670;1;330;0;0;8;7990;8;7990;0;0;0;0;1;4580;0;0;3;4850;6;9710;10;16190;2;3180;1;1680;9;8990;162;1962865;25;197795;27;198260;8;7990;7;15490;0;0;13;12730
03.06.2020 18:00;8;7980;8;7990;153;2075777;162;1952882;396;918777;71;582504;88;1253228;89;1046892;2;990;0;0;4;16370;8;7970;8;8000;0;0;0;0;2;11350;4;5750;4;7910;8;12920;11;17790;1;1590;0;0;8;8000;173;1616861;36;307070;24;171506;8;8000;2;5690;0;0;7;16330
03.06.2020 19:00;8;7990;6;5990;98;1197061;100;1057672;320;634055;48;420420;44;529765;41;469665;1;420;0;0;1;1160;8;8000;6;6000;0;0;0;0;2;14480;0;0;2;3210;6;9090;5;9620;6;9590;0;0;6;5980;157;1217537;18;71034;18;119660;8;7960;2;2930;0;0;3;5480
03.06.2020 20:00;7;6990;4;4000;76;1098951;80;957221;195;320220;33;379709;36;625330;35;565480;2;1080;0;0;1;4730;7;7000;4;4000;0;0;0;0;2;14580;1;1440;1;1600;3;5430;4;6501;0;0;0;0;4;3980;129;774137;15;83614;10;99066;7;7000;2;8510;0;0;6;7700
03.06.2020 21:00;5;4990;2;2000;61;1034369;59;938158;145;155920;27;253056;25;332430;26;314560;0;0;0;0;0;0;5;4990;2;2000;0;0;0;0;1;17070;1;1440;0;0;3;6130;0;0;1;1590;0;0;1;990;116;637725;8;61820;12;85680;5;5000;1;1380;1;750;1;3380
03.06.2020 22:00;3;2990;2;2000;49;337148;50;327190;115;214293;22;31590;21;98380;17;109190;0;0;0;0;0;0;3;3000;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1590;0;0;2;2000;103;400143;9;16900;2;18360;3;3000;0;0;0;0;2;2660
03.06.2020 23:00;2;2000;3;3000;18;191528;18;104235;61;118503;15;13240;4;2670;4;2530;0;0;0;0;0;0;2;2000;3;3000;0;0;0;0;0;0;0;0;0;0;3;4830;0;0;0;0;0;0;2;2000;68;212555;7;14290;6;44210;2;2000;0;0;0;0;0;0
04.06.2020 00:00;4;4000;1;1000;24;154550;24;158370;45;59600;14;19210;9;86050;9;81370;0;0;1;750;0;0;4;4000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;47;167860;6;8440;1;4020;4;4000;0;0;1;1610;0;0
04.06.2020 01:00;1;1000;0;0;10;69243;10;36063;15;10720;7;13850;1;480;1;320;1;500;1;420;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;1;1600;0;0;0;0;0;0;0;0;23;55860;2;7660;2;20020;1;1000;1;2620;0;0;0;0
04.06.2020 02:00;0;0;0;0;2;13410;2;12740;9;9900;4;790;2;21480;2;15810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;31394;0;0;1;9000;0;0;0;0;0;0;0;0
04.06.2020 03:00;0;0;3;2980;4;15940;4;15160;17;9920;2;790;2;11230;2;11480;2;840;1;500;0;0;0;0;3;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3000;18;246104;0;0;0;0;0;0;2;4800;2;2260;0;0
04.06.2020 04:00;2;2000;5;5000;3;37840;3;36960;23;26410;3;950;2;21896;2;13590;2;660;1;170;1;410;2;2000;5;4990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5000;27;89640;1;1690;0;0;2;2000;4;7680;0;0;0;0
04.06.2020 05:00;4;4000;10;9990;35;409890;35;370630;65;212350;9;5030;17;172270;17;151754;0;0;0;0;0;0;4;4000;10;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8980;61;263567;1;7320;0;0;4;3990;0;0;0;0;0;0
04.06.2020 06:00;8;7980;8;7980;70;1114195;67;974165;183;552816;14;316135;36;771789;36;755329;0;0;0;0;0;0;8;7970;8;7990;0;0;0;0;3;56280;0;0;0;0;0;0;4;6440;0;0;0;0;8;8057;109;797916;9;131015;10;60985;8;7990;0;0;0;0;1;1140
04.06.2020 07:00;8;7980;8;7980;120;1874973;117;1697908;282;854026;31;320290;106;1419446;107;1358996;0;0;0;0;0;0;8;7990;8;8000;0;0;0;0;0;0;0;0;0;0;4;6430;4;6460;0;0;1;1680;8;8000;125;1332438;16;192183;16;112010;8;8000;0;0;0;0;1;1270
04.06.2020 08:00;7;6990;7;7000;161;1959408;159;1884118;285;699486;36;548074;81;1318787;83;1200149;6;23820;2;6980;1;1160;7;6990;7;6980;0;0;0;0;1;13280;0;0;0;0;3;4820;4;6460;0;0;1;1680;8;8000;158;1178504;16;174790;13;93880;7;6990;8;59390;1;36320;6;28590
04.06.2020 09:00;6;6000;5;4990;124;1736270;126;1631630;274;798728;34;676786;63;1011751;61;849251;3;7900;0;0;1;910;6;6000;5;5000;0;0;0;0;1;980;0;0;1;1600;2;3220;10;16160;0;0;0;0;4;3980;160;1233815;21;118330;14;116050;7;6990;6;17000;0;0;6;7600
04.06.2020 10:00;4;4000;4;3990;119;1666800;122;1585180;271;712050;48;1140095;97;1176768;91;1158149;3;2080;1;170;0;0;4;3990;4;4000;0;0;0;0;0;0;3;4330;1;1600;5;8040;4;6450;1;1580;0;0;4;4000;155;1136861;34;424120;13;104485;4;4000;3;12710;0;0;3;5500
04.06.2020 11:00;6;5990;6;6000;115;1732364;118;1510084;352;830320;57;693134;87;1605828;84;1434404;2;920;1;340;2;3170;6;6000;6;6000;0;0;0;0;0;0;0;0;0;0;6;15450;9;15800;2;3190;0;0;5;4990;161;1545480;33;260578;19;156220;6;5990;0;0;0;0;1;1450
04.06.2020 12:00;6;6000;7;6990;143;2034435;142;1967165;381;1009670;34;486470;82;1227680;77;1157600;6;13060;0;0;0;0;6;6000;8;7990;0;0;0;0;0;0;2;2890;0;0;6;9660;6;9680;2;3200;0;0;7;7000;152;1687202;18;45675;18;127604;6;5980;5;19730;0;0;1;560
04.06.2020 13:00;9;8990;9;8990;152;2204863;150;1976485;391;986751;45;719053;81;1251384;80;1034020;4;3330;0;0;1;250;9;9000;8;7990;0;0;0;0;2;10040;0;0;0;0;2;3200;10;16130;1;1590;1;1680;8;7980;159;1601950;21;94510;22;145040;9;8980;4;15302;0;0;4;5600
04.06.2020 14:00;9;9000;8;7990;140;1587560;141;1546296;377;949879;30;723895;63;974669;61;883389;3;2180;1;6900;1;330;9;8970;8;7990;0;0;0;0;0;0;0;0;0;0;7;11250;3;4840;0;0;0;0;8;8000;157;1586993;13;39020;15;131779;9;8980;2;5880;1;3060;3;5240
