01.06.2020 00:00;Bel_A51_M1_1158;Vwz_A51_M1_1158;Bel_A55_M3_1190;Vwz_A55_M3_1190;Bel_D111;Vwz_D111;Bel_D111_1;Vwz_D111_1;Bel_D21;Vwz_D21;Bel_D31;Vwz_D31;Bel_D51;Vwz_D51;Bel_D51_1;Vwz_D51_1;Bel_D81;Vwz_D81;Bel_D91;Vwz_D91;Bel_D98_1;Vwz_D98_1;Bel_H51_A27_M1_1157;Vwz_H51_A27_M1_1157;Bel_H55_M2_1189;Vwz_H55_M2_1189;Bel_Schluessel_S51;Vwz_Schluessel_S51;Bel_Schluessel_S55;Vwz_Schluessel_S55;Bel_Strab_D51;Vwz_Strab_D51;Bel_T35;Vwz_T35;Bel_T35a;Vwz_T35a;Bel_T38;Vwz_T38;Bel_T38a;Vwz_T38a;Bel_T41;Vwz_T41;Bel_T41a;Vwz_T41a;Bel_T55_M4_3045;Vwz_T55_M4_3045;Bel_V22;Vwz_V22;Bel_V32;Vwz_V32;Bel_V38;Vwz_V38;Bel_V51_A51_M2_1156;Vwz_V51_A51_M2_1156;Bel_V82;Vwz_V82;Bel_V92;Vwz_V92;Bel_V98_2;Vwz_V98_2
29.12.2020 23:00;2;2000;2;1990;16;43810;18;34440;29;29246;10;18560;5;13960;5;13190;15;6180;5;5940;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2000;28;111270;6;15930;1;5590;2;2000;16;41290;2;3210;1;1060
30.12.2020 00:00;4;4000;1;1000;5;24030;5;24990;18;17020;13;12000;4;24110;4;23790;19;7870;3;420;0;0;4;3990;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;20;82150;3;9230;2;2960;4;4000;18;57680;0;0;0;0
30.12.2020 01:00;1;1000;0;0;5;39790;5;40350;13;10240;7;2190;7;68330;7;59860;11;5530;3;510;0;0;1;990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;51600;0;0;2;6730;1;1000;11;43000;0;0;0;0
30.12.2020 02:00;0;0;0;0;1;11610;1;11620;3;1410;1;310;0;0;0;0;5;2080;1;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;11050;0;0;0;0;0;0;5;17730;0;0;0;0
30.12.2020 03:00;0;0;2;2000;2;1630;2;1540;5;3940;3;19350;1;320;0;0;5;4040;2;1160;0;0;0;0;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1990;7;78580;4;24760;2;11530;0;0;6;18490;0;0;2;1338
30.12.2020 04:00;2;2000;4;3990;1;1060;1;770;13;5650;5;32200;2;11270;2;10790;18;13154;5;3560;0;0;2;2000;4;4000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3990;14;49300;1;3950;0;0;2;2000;18;70884;1;630;5;4464
30.12.2020 05:00;3;3000;5;5055;8;68350;8;58080;42;158820;5;1570;9;87000;9;85900;86;108930;8;4200;0;0;3;3000;4;3990;0;0;0;0;0;0;0;0;0;0;1;1600;0;0;0;0;0;0;5;5000;38;210044;1;500;1;9080;3;2990;67;328470;34;105490;11;22550
30.12.2020 06:00;4;3990;4;3990;15;285186;15;284706;61;180110;8;99092;13;354674;14;333014;116;122514;7;2160;1;170;4;4000;4;3980;0;0;0;0;1;2330;0;0;0;0;0;0;1;1610;0;0;0;0;4;4000;52;303669;4;10420;2;7410;4;4000;88;379190;30;49240;6;5470
30.12.2020 07:00;3;3000;5;4990;38;361730;37;330130;88;253130;13;245470;25;371237;23;322687;136;296460;9;181210;0;0;4;4000;5;4980;0;0;0;0;0;0;0;0;0;0;0;0;4;6470;0;0;0;0;5;5000;69;529640;14;75226;5;31790;4;3980;119;476514;8;30460;3;1940
30.12.2020 08:00;5;4990;4;4000;34;593866;34;408816;127;335440;12;176860;33;689275;33;609665;153;225680;8;42180;0;0;4;3990;4;3990;0;0;0;0;2;28250;0;0;0;0;0;0;1;1610;0;0;0;0;4;3990;92;697728;7;15580;5;34220;4;3990;108;548848;1;4180;7;15460
30.12.2020 09:00;4;4000;4;3990;53;682191;53;637411;173;469185;22;675829;45;833349;43;789218;198;599668;14;315767;0;0;4;4000;4;4000;0;0;0;0;0;0;0;0;0;0;2;14860;2;3230;0;0;1;1670;4;3980;124;803750;14;136464;10;63650;4;4000;115;863714;8;69087;14;48850
30.12.2020 10:00;4;4000;4;3980;64;782366;65;785366;265;727183;28;660804;94;1465484;92;1362679;237;726284;14;627135;0;0;4;4000;4;3990;0;0;0;0;1;4600;1;1440;0;0;3;4820;6;9700;0;0;1;1680;4;4000;146;1115144;22;273184;12;116573;4;3990;144;1067117;14;54920;11;16980
30.12.2020 11:00;4;3990;4;4000;83;1194880;85;1109590;318;825057;47;1216616;86;1257181;83;1189081;267;774910;18;329030;0;0;4;3980;4;4000;0;0;0;0;4;41260;0;0;0;0;4;6410;8;12930;0;0;0;0;4;4000;153;1433358;36;360070;15;136982;4;4000;151;1262051;13;91880;12;95170
30.12.2020 12:00;4;3980;4;4000;94;1481836;95;1449156;339;1124331;47;1060860;108;1319636;109;1308712;292;1008565;29;910592;0;0;4;4000;4;4000;0;0;0;0;3;28260;2;2900;0;0;4;6430;6;9690;1;1590;0;0;4;3990;149;1581095;38;449813;24;186360;4;4000;165;1353920;23;169170;13;12680
30.12.2020 13:00;4;4000;4;3990;78;1087354;75;930738;378;984921;50;1124477;86;1350028;79;1213308;290;715746;20;489353;1;1400;4;3990;4;4000;0;0;0;0;2;29343;2;2900;1;1600;5;8020;9;15830;2;3200;2;3960;4;4000;159;1602360;37;392460;31;260630;4;4000;170;1289451;16;121480;19;41100
30.12.2020 14:00;4;4000;4;3990;83;1347800;83;1298090;375;1041530;29;764145;77;1482609;76;1243799;335;760379;24;561859;3;1160;4;4000;4;4000;0;0;0;0;1;73230;1;1440;1;1610;9;14480;7;11310;2;3210;1;1680;4;3990;137;1851416;23;217160;29;284330;4;4000;151;1439648;17;141860;10;17420
30.12.2020 15:00;4;4000;4;4000;89;1283519;93;1239713;411;1152818;36;824300;75;822252;73;761865;312;746853;24;702864;3;1480;4;4000;4;4000;0;0;0;0;2;45560;1;1450;3;4810;5;8040;10;16170;0;0;0;0;4;4000;135;1783123;22;282055;27;240269;4;3990;128;1416991;20;73696;10;36570
30.12.2020 16:00;4;4000;4;3990;88;1165008;87;915323;321;779213;37;836458;84;1140884;83;1115838;250;643918;29;558510;1;16140;4;3990;4;3990;0;0;0;0;0;0;1;1460;2;3210;12;19260;8;12910;1;1590;1;1690;4;4055;142;1510946;28;260850;31;268446;4;4000;133;1131554;26;225340;10;8770
30.12.2020 17:00;4;4000;4;4000;68;773404;68;682764;295;745900;38;470116;75;1147068;73;954878;244;549834;15;340900;0;0;4;4000;4;4000;0;0;0;0;1;25030;1;1450;0;0;6;9630;3;4830;1;1590;1;1670;4;4000;150;1437888;29;118390;18;141290;4;3990;133;1090240;22;191140;7;32280
30.12.2020 18:00;4;4000;4;4000;61;753063;60;667537;254;716056;33;559740;41;438473;42;433060;170;332743;20;320530;0;0;4;4000;4;4000;0;0;0;0;3;12780;0;0;0;0;3;14940;4;6450;2;3190;1;1680;4;4000;145;1087055;22;124350;12;87525;4;4000;114;687957;19;86070;16;37020
30.12.2020 19:00;4;3980;4;4000;42;582875;41;455640;168;382564;19;187560;17;261075;18;258265;107;193815;10;154300;0;0;4;4000;4;4000;0;0;0;0;0;0;0;0;0;0;4;6420;2;5760;1;1590;0;0;4;3980;113;725753;10;60186;14;102300;4;4000;102;388728;12;32228;3;3320
30.12.2020 20:00;4;4000;4;4000;51;860146;50;791526;158;389461;11;177589;26;570560;26;520490;113;216550;7;96420;0;0;4;3990;4;3990;0;0;0;0;2;28980;0;0;0;0;3;4810;2;3230;0;0;0;0;5;5000;123;689790;5;15940;7;38635;4;4000;102;444114;2;7190;0;0
30.12.2020 21:00;5;4990;2;2000;20;362964;21;307718;67;166560;7;146300;14;306934;13;304204;60;93100;5;4460;2;500;5;4980;2;2000;0;0;0;0;1;3220;0;0;0;0;2;3210;5;8080;0;0;0;0;2;2000;61;294435;4;39600;7;45646;5;4990;62;207610;2;4590;1;2010
30.12.2020 22:00;2;2000;2;2000;16;79430;15;79450;45;75610;8;13220;16;105740;14;87860;29;15130;4;9480;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1990;48;172102;3;7820;1;11570;2;1990;33;98919;3;7740;0;0
30.12.2020 23:00;2;2000;2;2000;19;75560;18;59670;35;24860;10;23430;12;18050;11;17100;20;13810;2;1250;0;0;2;2000;2;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2000;32;126631;9;23014;2;12660;2;2000;23;67210;1;6840;1;1620
31.12.2020 00:00;4;4000;1;990;11;48080;10;39450;19;27980;8;5950;7;97060;7;96230;17;8080;0;0;0;0;4;4000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;21;76240;2;1130;1;1200;4;3990;19;58440;0;0;0;0
31.12.2020 01:00;1;1000;0;0;6;25710;6;25700;16;24260;7;4420;0;0;0;0;7;2720;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1600;0;0;0;0;0;0;14;72860;1;1630;2;11832;1;990;7;19806;0;0;0;0
31.12.2020 02:00;0;0;0;0;5;69200;5;68250;6;3300;3;4090;4;13320;4;12520;4;1650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;18280;2;12160;1;5930;0;0;5;12570;0;0;0;0
31.12.2020 03:00;0;0;2;2000;2;11030;2;10650;8;4250;2;940;1;630;1;630;4;2650;2;1080;0;0;0;0;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1990;8;20340;1;410;0;0;0;0;7;11990;0;0;1;410
31.12.2020 04:00;2;2000;4;3990;0;0;0;0;14;17600;1;790;3;24660;3;12250;18;15600;4;1650;0;0;2;1990;4;3990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4000;14;43002;0;0;0;0;2;2000;21;52810;0;0;3;4400
31.12.2020 05:00;2;1990;5;5000;3;23020;3;16750;21;9730;5;5810;1;630;2;630;38;19980;5;2070;0;0;2;2000;5;4990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5000;25;63340;3;8500;0;0;2;2000;44;88880;0;0;6;6360
31.12.2020 06:00;4;3990;4;3990;6;183679;6;183399;28;65810;5;2370;6;172449;6;173109;56;93030;2;330;0;0;4;4000;4;4000;0;0;0;0;2;7870;0;0;0;0;0;0;0;0;0;0;0;0;4;3990;40;103360;2;3720;0;0;4;3990;61;155800;0;0;1;1190
31.12.2020 07:00;4;4000;4;3990;10;248028;10;210818;50;185178;8;82180;15;419571;14;406421;52;64381;1;410;0;0;4;4000;4;4000;0;0;0;0;1;4240;0;0;0;0;0;0;0;0;0;0;0;0;4;3990;59;217474;7;93288;0;0;4;3990;57;133968;1;1060;0;0
31.12.2020 08:00;4;4000;5;4990;26;831591;25;821851;86;189724;18;401746;22;367242;21;365672;76;89400;6;43400;0;0;4;3980;5;4990;0;0;0;0;0;0;0;0;0;0;1;1600;2;3230;1;1590;0;0;4;4000;82;359890;11;32732;4;27980;4;3990;67;232596;1;3660;3;1880
31.12.2020 09:00;4;3990;5;4990;49;691568;46;531648;129;375760;23;397160;45;765674;42;709994;149;428268;12;296026;0;0;4;3990;4;3980;0;0;0;0;1;11190;1;1450;0;0;5;8040;2;3220;1;1590;0;0;4;3990;93;524321;11;80010;11;88780;4;3990;115;590837;5;20280;1;1560
31.12.2020 10:00;4;4000;4;4000;48;582812;49;550132;204;557444;28;644485;67;1012985;64;863981;201;648992;16;547440;1;740;4;4000;4;4000;0;0;0;0;1;1290;1;1450;1;1600;2;3210;10;16200;0;0;1;1670;4;4000;131;901168;22;214550;22;163233;4;3990;119;974404;15;128220;12;8430
31.12.2020 11:00;4;4000;4;3990;61;943934;59;872864;286;547788;48;1005917;89;1412757;84;1165125;236;747454;19;607785;1;410;4;4000;4;4000;0;0;0;0;2;23990;2;2910;0;0;11;19910;11;17780;2;3200;1;1680;4;3990;163;1212073;31;325627;23;210130;4;4000;150;1123273;15;82930;7;12700
31.12.2020 12:00;4;4000;4;4000;89;913868;87;808282;303;844867;47;1202960;82;1276177;79;1229697;219;594845;24;470666;0;0;4;4000;4;3990;0;0;0;0;0;0;5;7260;0;0;14;26477;2;3220;2;3200;0;0;4;4000;144;1401287;30;315827;20;176232;4;3990;132;952996;14;52346;12;8870
31.12.2020 13:00;4;4000;4;4000;65;802827;67;906827;284;741225;34;681653;59;914311;57;763138;211;588295;22;530640;2;1810;4;4000;4;4000;0;0;0;0;0;0;2;2900;1;1600;8;12860;9;14540;2;4450;0;0;4;3990;141;1368513;91;200944;20;169740;4;3980;140;956876;20;115954;6;15300
31.12.2020 14:00;4;3990;4;3990;80;876636;83;877306;284;911638;37;607530;63;923667;59;910977;205;671945;27;584447;0;0;4;4000;4;3990;0;0;0;0;1;25640;1;2840;2;3200;8;12880;6;9690;2;3190;2;3370;4;4000;127;1493443;27;140629;25;218100;4;3980;124;1018029;16;206769;3;22010
31.12.2020 15:00;4;3980;4;4000;73;990167;75;871432;248;695419;25;483580;57;680136;54;568371;200;512486;21;396520;2;9830;4;4000;4;4000;0;0;0;0;2;19260;0;0;1;1610;13;20949;10;16170;0;0;0;0;4;4055;122;1184354;13;118936;34;324276;4;3990;120;1028636;15;165834;5;29090
31.12.2020 16:00;4;4000;4;4000;72;792166;73;607846;205;542025;29;663878;50;763484;47;599599;192;400610;22;519367;1;80;4;3990;4;4000;0;0;0;0;2;17130;2;2890;2;3210;11;17660;6;10990;3;4780;2;3370;4;4000;133;1111365;23;170575;26;206585;5;5000;122;867606;18;89455;4;4320
31.12.2020 17:00;4;4000;4;4000;67;1000353;64;919849;223;687582;12;109300;45;952776;43;785001;156;316790;30;514454;0;0;4;3990;4;3990;0;0;0;0;0;0;2;2910;0;0;4;6420;10;16180;3;4800;0;0;4;3990;124;1188000;10;18560;19;113550;4;3990;119;682650;28;143761;2;3030
31.12.2020 18:00;5;4980;4;3990;54;943505;57;768767;178;480116;24;233070;28;469792;29;340624;160;378180;14;367936;0;0;5;4990;4;3990;0;0;0;0;0;0;1;1440;0;0;3;4820;6;9720;2;3200;0;0;4;3990;119;872955;16;64347;13;81431;5;5000;122;686054;21;99360;3;3950
31.12.2020 19:00;4;4000;2;2000;53;847836;56;672921;139;344275;12;146155;21;393870;21;391040;99;206470;15;266883;1;910;4;4000;2;2000;0;0;0;0;1;2800;0;0;0;0;0;0;5;8090;0;0;0;0;2;1990;94;667414;2;9590;11;55510;4;3990;88;335225;14;69640;6;6710
31.12.2020 20:00;3;2990;2;2000;32;626693;31;565183;115;297054;15;143470;18;242830;18;181220;100;128210;12;132584;0;0;3;3000;2;1990;0;0;0;0;1;230;0;0;0;0;1;1600;1;1610;0;0;0;0;2;2000;97;493698;10;24050;6;41420;3;2990;86;355730;7;30840;4;8100
31.12.2020 21:00;2;2000;2;2000;20;429393;20;180940;32;110090;6;151779;9;120034;9;118284;36;16460;6;52440;0;0;2;2000;2;2000;0;0;0;0;1;8770;0;0;0;0;0;0;1;1610;0;0;0;0;2;2000;33;134177;10;26930;2;16250;2;1990;37;120540;4;8630;0;0
31.12.2020 22:00;2;2000;2;1990;14;161533;13;160973;24;53976;3;930;6;112663;6;82543;16;31540;3;4700;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0;0;0;3;4810;3;4840;0;0;0;0;2;2000;24;120020;0;0;10;71770;2;2000;16;55000;3;10640;0;0
31.12.2020 23:00;2;2000;2;2000;9;29510;9;29320;25;37487;8;3140;1;10830;1;2200;12;28780;3;2970;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;1;1610;0;0;0;0;2;1980;23;117236;2;2810;3;22680;2;1990;13;43080;3;9990;0;0
01.01.2021 00:00;4;4000;1;1000;11;84293;11;72433;21;28820;13;17930;10;48840;9;48230;18;36660;3;990;0;0;4;4000;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;27;122150;3;10780;3;13520;4;4000;19;68050;0;0;0;0
01.01.2021 01:00;1;1000;0;0;26;175960;25;175130;30;62024;8;12080;13;110930;12;108440;13;6820;5;5270;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4830;0;0;0;0;0;0;30;152000;3;10140;6;32290;1;1000;15;58470;2;4540;2;5080
01.01.2021 02:00;0;0;0;0;23;97250;25;94880;20;13080;5;2070;6;33550;6;24750;15;43520;1;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3200;0;0;0;0;0;0;0;0;24;103870;1;3570;8;63500;0;0;17;52000;0;0;0;0
01.01.2021 03:00;0;0;0;0;11;40040;11;38220;18;10730;4;13575;5;31500;5;29770;8;4450;1;990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;71780;1;3960;1;1720;0;0;9;26580;1;1350;1;580
01.01.2021 04:00;0;0;2;2000;7;25030;7;15470;11;6310;4;930;0;0;0;0;3;1910;4;4720;0;0;0;0;3;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2980;10;39730;0;0;2;10350;0;0;3;9190;3;7650;1;600
01.01.2021 05:00;2;2000;4;4000;8;19998;8;19228;34;88120;10;12280;3;21190;2;12220;42;35500;7;4490;0;0;2;2000;3;2990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3000;32;136267;2;6130;1;1320;2;1990;38;140662;2;3620;4;4240
01.01.2021 06:00;2;2000;2;1990;4;24400;4;15150;17;8236;3;620;1;10350;1;10050;25;14150;4;1240;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2000;17;62620;0;0;0;0;2;2000;26;76591;0;0;3;2000
01.01.2021 07:00;2;2000;2;2000;6;26510;7;26910;26;36650;7;1900;4;25390;4;15840;18;21130;1;410;0;0;2;1990;2;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2000;28;116328;1;150;1;5140;2;2000;18;62510;0;0;2;1450
01.01.2021 08:00;2;2000;2;2000;12;304980;11;264120;19;79750;2;6760;7;129130;7;42780;18;14820;4;2300;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0;0;0;1;1600;0;0;0;0;0;0;2;2000;21;86500;1;4830;2;15410;2;1990;18;57650;1;2990;1;1840
01.01.2021 09:00;2;2000;2;2000;14;209182;14;208322;32;59300;3;60690;4;100780;4;100160;33;26610;4;71690;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;1;1610;0;0;1;1680;2;2000;33;113830;1;4040;2;19376;2;2000;33;95080;3;10790;0;0
01.01.2021 10:00;2;2000;2;2000;28;453610;27;420420;83;293615;16;274290;23;318625;23;255270;46;97020;6;70025;1;90;2;2000;2;2000;0;0;0;0;0;0;0;0;0;0;4;6299;14;59800;1;1590;1;1680;2;2000;71;380917;8;51560;17;132200;2;2000;43;177200;3;7100;0;0
01.01.2021 11:00;2;2000;2;2000;37;485446;38;426376;129;537800;20;330900;40;673501;40;557531;88;234870;11;124830;0;0;2;2000;2;2000;0;0;0;0;1;14400;1;1450;1;1600;8;14180;7;11320;0;0;0;0;2;1990;95;721475;18;86620;25;199387;2;2000;70;366680;5;55710;0;0
01.01.2021 12:00;2;2000;5;5000;44;414646;42;398816;154;682746;23;310419;42;599280;40;570250;159;323002;18;292590;1;250;2;2000;5;5000;0;0;0;0;1;5800;1;1460;3;4800;6;10990;6;9720;1;1590;1;1680;5;5000;106;914089;16;81430;28;221404;2;2000;108;562312;11;33240;2;3600
01.01.2021 13:00;4;4000;4;4000;46;512506;42;513316;228;1020887;19;160690;42;563650;41;525170;153;365893;18;245760;1;250;4;4000;4;3990;0;0;0;0;2;45970;0;0;0;0;7;11250;7;11365;0;0;1;1690;4;3990;103;1373771;13;42230;24;217296;4;4000;120;629735;12;32520;4;5260
01.01.2021 14:00;4;3980;5;4990;58;600548;57;596248;273;1170846;36;715372;76;725651;73;564666;179;587457;16;292060;0;0;4;3990;4;3990;0;0;0;0;2;47680;1;1450;0;0;7;11230;16;25910;0;0;0;0;4;4000;125;1669535;23;210700;40;388260;4;3980;128;888752;14;87920;2;1240
01.01.2021 15:00;4;3990;4;3980;71;612008;69;500654;232;1066233;30;394333;58;731161;56;667631;202;729630;25;580947;0;0;4;3990;4;3980;0;0;0;0;2;43110;0;0;1;1600;11;17700;20;32400;5;7990;4;6750;4;4000;95;1614143;21;122900;35;332643;4;4000;126;1042645;24;200367;4;35020
01.01.2021 16:00;4;3990;4;4056;61;647193;56;623543;188;962750;17;434970;58;982813;58;945703;211;790297;28;384560;0;0;4;3990;4;3990;0;0;0;0;2;32550;2;2900;2;3210;15;26100;7;12600;3;4800;1;1690;4;4000;122;1262914;17;135465;42;349835;4;4000;144;1084343;17;151970;4;2540
01.01.2021 17:00;4;4000;4;3980;46;555985;48;458635;159;767805;11;165654;32;410895;32;406045;180;498894;29;551163;0;0;4;4000;4;3990;0;0;0;0;0;0;1;1450;1;1600;5;17687;14;23410;0;0;1;1680;4;4000;139;854991;8;29810;21;164830;4;3990;166;705843;36;140372;0;0
01.01.2021 18:00;4;3990;4;3990;50;634998;55;488304;134;595832;12;77760;21;247782;20;278172;123;216440;12;230394;0;0;4;4000;4;4000;0;0;0;0;1;13120;0;0;1;1600;1;5030;0;0;1;1590;1;1680;4;4000;147;729180;3;13280;8;60822;4;3990;115;438228;15;33530;1;1120
01.01.2021 19:00;5;5000;2;2000;36;443207;35;432407;104;322232;12;219260;19;178740;18;129820;80;124610;10;116150;0;0;5;4990;2;1990;0;0;0;0;1;19130;0;0;0;0;1;1600;2;3230;0;0;0;0;2;2000;99;540910;15;45640;3;25120;5;4990;76;224626;10;19050;1;1930
01.01.2021 20:00;2;2000;2;1990;23;408706;24;358206;88;348760;7;137570;10;279960;9;237960;85;139010;6;25390;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0;0;0;1;1600;1;1610;0;0;0;0;2;2000;86;406260;10;20570;2;20540;2;2000;86;286785;1;2740;1;300
01.01.2021 21:00;2;2000;2;2000;19;172640;19;131060;44;57410;11;29090;8;89530;8;88890;33;36040;2;11790;0;0;2;2000;2;1990;0;0;0;0;0;0;0;0;0;0;0;0;1;1610;0;0;0;0;2;2000;50;155062;8;13930;3;18197;2;1990;38;89834;4;8480;0;0
01.01.2021 22:00;2;2000;3;2990;11;43830;12;41820;21;15014;4;5510;3;25920;3;12550;13;10630;1;160;0;0;2;2000;3;2990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2000;27;67870;1;3060;2;16640;2;2000;15;34496;0;0;0;0
01.01.2021 23:00;3;3000;2;2000;3;15910;3;15800;18;9790;4;4890;2;1270;2;1260;10;6090;1;410;0;0;3;3000;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;1;1610;0;0;0;0;2;1990;27;55540;3;6710;1;3690;3;3000;10;25880;1;1120;0;0
02.01.2021 00:00;4;4000;1;1000;6;19760;5;18490;25;29790;11;16670;4;13490;3;12540;9;3900;0;0;0;0;4;3980;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;30;83330;3;8290;0;0;4;4000;10;24250;0;0;0;0
02.01.2021 01:00;1;1000;0;0;2;12650;2;13330;14;10540;9;4370;3;36094;3;35154;10;4200;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1600;0;0;0;0;0;0;21;46420;1;2020;1;4700;1;1000;12;24900;1;20;2;2040
02.01.2021 02:00;0;0;0;0;3;12260;3;11890;7;3950;0;0;1;12540;1;12690;6;2810;2;490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;20310;0;0;1;7380;0;0;5;11840;0;0;0;0
02.01.2021 03:00;0;0;2;2000;0;0;0;0;2;1100;3;12730;3;2360;3;2210;3;2150;2;490;0;0;0;0;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1990;3;6340;4;13100;0;0;0;0;4;8890;0;0;0;0
02.01.2021 04:00;2;2000;4;4000;0;0;0;0;10;4570;3;5510;1;630;1;480;10;8590;4;3800;0;0;2;2000;4;4000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3990;11;25320;1;2810;0;0;2;1990;12;32180;1;1610;2;3090
02.01.2021 05:00;2;2000;5;4990;2;11070;3;3440;21;21200;3;1090;2;55360;2;46870;47;52126;8;3266;0;0;2;2000;5;5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4990;28;69750;0;0;0;0;2;2000;54;132406;1;710;5;3630
02.01.2021 06:00;4;4000;4;4000;5;35830;5;27530;26;16080;7;2530;4;23500;4;23190;32;20650;4;1230;0;0;4;3980;4;3990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3990;37;84540;1;1060;0;0;4;4000;37;81150;0;0;2;880
02.01.2021 07:00;4;4000;4;4000;11;61720;11;62020;45;54000;5;1420;4;36390;4;18030;36;22743;0;0;0;0;4;3980;4;3990;0;0;0;0;0;0;0;0;1;1600;1;1600;1;1610;0;0;0;0;4;3990;51;154570;1;1210;2;16290;4;4000;43;99460;0;0;2;820
02.01.2021 08:00;4;4000;5;4990;19;171956;18;152720;42;104630;9;101222;12;166240;11;128240;38;112350;2;17000;0;0;4;3990;5;4990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5000;53;151697;6;18320;3;23610;4;3990;40;119621;2;4920;0;0
02.01.2021 09:00;4;3990;4;3990;31;695991;33;572491;116;477410;12;40340;24;462323;24;429173;94;209010;4;70660;0;0;4;3990;4;3990;0;0;0;0;1;13520;0;0;0;0;0;0;3;4860;1;1590;1;1670;4;4000;80;644383;5;16780;7;51700;4;4000;74;340924;4;34224;4;24060
02.01.2021 10:00;4;3990;4;3990;56;631524;56;625617;188;742953;25;517450;58;889645;50;790006;148;273555;17;139490;0;0;4;3990;4;3990;0;0;0;0;1;7900;0;0;0;0;1;1600;7;11330;1;1600;1;1690;4;3990;109;1050424;20;218840;19;154603;4;4000;117;535129;6;43000;7;17440
02.01.2021 11:00;4;4000;4;3990;60;673539;60;654999;243;1012544;29;729599;74;1011225;70;820845;192;646456;13;263204;1;160;4;4000;4;4000;0;0;0;0;3;76170;2;2890;0;0;9;16050;7;11330;3;4790;3;5060;4;3990;121;1500232;28;254759;19;184674;4;4000;124;879910;10;60150;5;28810
02.01.2021 12:00;4;4000;4;4000;78;685667;79;669424;269;1207820;44;860433;89;855734;84;828846;219;865160;18;279139;0;0;4;4000;4;3990;0;0;0;0;4;56080;1;1450;1;1600;7;15260;7;11310;3;4800;1;1680;4;4000;128;1678692;34;257830;22;223550;4;4000;123;1281793;12;95720;18;39530
02.01.2021 13:00;4;4000;4;4000;65;793780;66;753528;302;1116709;35;717260;73;822723;70;736483;228;546500;20;290175;3;570;4;4000;4;4000;0;0;0;0;2;72580;2;2910;3;4810;6;9780;9;14550;3;4800;3;6340;4;4000;120;1701370;24;251750;25;210493;4;3990;146;904874;15;58040;6;4610
