01.06.2020 00:00;Bel_D571;Vwz_D571;Bel_TBS32;Vwz_TBS32;Bel_TBS38;Vwz_TBS38;Bel_TBS41;Vwz_TBS41;Bel_TF32;Vwz_TF32;Bel_TF38;Vwz_TF38;Bel_TF41;Vwz_TF41;Bel_TS57;Vwz_TS57;Bel_TS58;Vwz_TS58;Bel_VD511;Vwz_VD511;Bel_VK1iO;Vwz_VK1iO
01.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;11400;0;3600000
01.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
01.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
01.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
01.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
01.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
01.06.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12000;0;3600000
01.06.2020 07:00;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;2;12000;0;3600000
01.06.2020 08:00;0;0;3;8400;1;600;0;0;2;1200;0;0;0;0;0;0;0;0;2;10800;0;3600000
01.06.2020 09:00;0;0;9;26400;1;600;2;6000;7;5400;2;1800;1;600;0;0;0;0;4;16800;0;3598800
01.06.2020 10:00;0;0;10;30000;0;0;6;18000;13;9600;1;600;7;5400;0;0;0;0;12;2151000;0;3600000
01.06.2020 11:00;0;0;8;22200;5;3000;3;8400;13;9600;8;7800;7;4800;0;0;0;0;2;812400;0;3600000
01.06.2020 12:00;0;0;8;22800;6;9000;8;22800;15;12600;14;10200;9;6000;0;0;0;0;3;31800;0;3600000
01.06.2020 13:00;0;0;8;22800;6;4800;4;12000;11;7800;9;6000;5;3000;0;0;0;0;5;42600;0;3600000
01.06.2020 14:00;0;0;9;26400;12;10800;12;34200;12;8400;13;9000;11;8400;0;0;0;0;4;38400;0;3600000
01.06.2020 15:00;0;0;4;11400;10;6000;8;23400;9;6000;10;6000;14;11400;0;0;0;0;9;57000;0;3600000
01.06.2020 16:00;0;0;10;30000;13;12000;8;22800;12;8400;13;10800;14;9600;0;0;0;0;5;34200;0;3600000
01.06.2020 17:00;0;0;9;27000;13;12600;9;26400;18;14400;14;10800;8;6600;0;0;0;0;4;43800;0;3600000
01.06.2020 18:00;0;0;9;25200;9;5400;4;11400;18;11400;17;12000;8;5400;0;0;0;0;5;56400;0;3600000
01.06.2020 19:00;0;0;5;15000;15;11400;9;27000;9;5400;23;20400;7;4200;0;0;0;0;3;38400;0;3600000
01.06.2020 20:00;0;0;13;38400;10;6600;11;31800;11;8400;11;8400;10;8400;0;0;0;0;2;12600;0;3600000
01.06.2020 21:00;0;0;7;19800;2;1200;6;17400;3;1800;3;3000;4;2400;0;0;0;0;2;12000;0;3600000
01.06.2020 22:00;0;0;2;5400;2;1200;5;15000;3;1800;2;1200;2;1200;0;0;0;0;5;24600;0;3600000
01.06.2020 23:00;0;0;0;0;1;600;0;0;0;0;2;1800;0;0;0;0;0;0;2;10200;0;3600000
02.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;11400;0;3600000
02.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
02.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
02.06.2020 03:00;0;0;0;0;0;0;1;3000;0;0;0;0;1;600;0;0;0;0;0;0;0;3600000
02.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5400;0;3600000
02.06.2020 05:00;0;0;0;0;1;600;0;0;0;0;1;600;1;600;0;0;0;0;7;60600;0;3600000
02.06.2020 06:00;0;0;0;0;0;0;1;3000;1;600;0;0;1;600;0;0;0;0;8;67800;0;3600000
02.06.2020 07:00;0;0;11;31800;6;6000;7;19200;14;8400;7;5400;3;1800;0;0;0;0;10;81600;0;3600000
02.06.2020 08:00;0;0;14;39600;15;9600;7;19800;17;11400;10;6600;11;8400;0;0;0;0;9;82800;0;3600000
02.06.2020 09:00;0;0;9;26400;14;10200;15;43200;16;10200;12;7800;12;9000;0;0;0;0;15;171000;0;3598800
02.06.2020 10:00;0;0;21;60600;13;8400;14;39000;21;15000;17;10800;9;6600;0;0;0;0;9;765600;0;3600000
02.06.2020 11:00;0;0;12;34200;7;4200;23;64200;21;14400;10;6600;13;8400;0;0;0;0;8;93600;0;3600000
02.06.2020 12:00;0;0;10;28200;15;12000;30;85800;16;10800;15;10800;17;13800;0;0;0;0;9;118800;0;3600000
02.06.2020 13:00;0;0;21;59400;15;10200;23;64800;28;19200;26;23400;16;12000;0;0;0;0;8;77400;0;3600000
02.06.2020 14:00;0;0;13;37200;19;18000;19;55800;18;12600;23;15000;22;18000;0;0;0;0;10;101400;0;3600000
02.06.2020 15:00;0;0;8;23400;22;19200;19;57600;20;14400;18;15000;8;4800;0;0;0;0;9;78000;0;3600000
02.06.2020 16:00;0;0;19;56400;12;12600;21;61800;30;21000;26;20400;16;12000;0;0;0;0;8;82800;0;3600000
02.06.2020 17:00;0;0;12;36000;24;20400;14;40200;16;10200;19;12000;11;8400;0;0;0;0;9;97200;0;3600000
02.06.2020 18:00;0;0;17;49800;29;33000;25;72600;23;16200;20;15600;18;13200;0;0;0;0;8;61800;0;3600000
02.06.2020 19:00;0;0;13;38400;9;6600;14;40800;20;13200;16;10200;7;4200;0;0;0;0;6;67800;0;3600000
02.06.2020 20:00;0;0;7;21000;10;7200;11;32400;9;5400;12;7800;7;4200;0;0;0;0;4;34800;0;3600000
02.06.2020 21:00;0;0;5;15000;8;5400;5;15000;7;4800;13;10200;2;1200;0;0;0;0;4;30600;0;3600000
02.06.2020 22:00;0;0;5;15000;1;600;4;10800;2;1200;1;600;4;2400;0;0;0;0;4;33000;0;3600000
02.06.2020 23:00;0;0;1;3000;0;0;2;6000;0;0;0;0;1;600;0;0;0;0;2;15000;0;3600000
03.06.2020 00:00;0;0;0;0;1;600;0;0;0;0;1;600;0;0;0;0;0;0;2;15600;0;3600000
03.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
03.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
03.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
03.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5400;0;3600000
03.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;1;600;1;600;0;0;0;0;7;61200;0;3600000
03.06.2020 06:00;0;0;0;0;1;600;1;3000;3;1800;1;600;2;1200;0;0;0;0;8;70800;0;3600000
03.06.2020 07:00;0;0;12;34200;8;5400;2;5400;17;12000;16;13800;3;1200;0;0;0;0;8;96000;0;3600000
03.06.2020 08:00;0;0;16;47400;12;10800;4;10800;23;18600;11;7200;4;2400;0;0;0;0;8;101400;0;3598800
03.06.2020 09:00;0;0;10;28200;12;10800;10;29400;14;7800;16;10200;5;3000;0;0;0;0;13;85800;0;3600000
03.06.2020 10:00;0;0;20;57000;12;8400;10;29400;20;13800;13;7800;6;5400;0;0;0;0;12;142800;0;3600000
03.06.2020 11:00;0;0;9;27000;17;12600;7;21000;11;6600;24;18000;11;7800;0;0;0;0;13;155400;0;3600000
03.06.2020 12:00;0;0;9;26400;24;23400;15;41400;13;7800;11;10200;14;10800;0;0;0;0;8;70200;0;3600000
03.06.2020 13:00;0;0;22;63000;22;25200;13;37800;23;15000;23;19200;17;12600;0;0;0;0;8;80400;0;3600000
03.06.2020 14:00;0;0;11;32400;12;8400;11;31200;17;10200;22;16800;8;5400;0;0;0;0;10;154200;0;3600000
03.06.2020 15:00;0;0;24;70200;12;8400;13;38400;23;16200;23;22200;9;5400;0;0;0;0;7;66000;0;3600000
03.06.2020 16:00;0;0;13;37800;23;19200;13;40800;29;20400;21;17400;13;10200;0;0;0;0;9;96000;0;3600000
03.06.2020 17:00;0;0;22;65400;16;24600;12;34200;24;18600;19;18000;12;8400;0;0;0;0;8;76800;0;3600000
03.06.2020 18:00;0;0;14;39000;21;19200;7;20400;12;8400;22;18000;9;6600;0;0;0;0;8;68400;0;3600000
03.06.2020 19:00;0;0;4;10800;9;6600;13;36600;5;3000;16;12600;15;10800;0;0;0;0;6;49200;0;3600000
03.06.2020 20:00;0;0;4;11400;7;4800;4;10800;5;3000;11;7200;0;0;0;0;0;0;4;47400;0;3600000
03.06.2020 21:00;0;0;3;9000;2;1200;1;2400;6;3600;6;3600;2;1200;0;0;0;0;4;32400;0;3600000
03.06.2020 22:00;0;0;0;0;0;0;1;2400;0;0;0;0;1;600;0;0;0;0;4;34800;0;3600000
03.06.2020 23:00;0;0;1;3000;0;0;1;2400;1;600;1;600;0;0;0;0;0;0;2;18600;0;3600000
04.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;21000;0;3600000
04.06.2020 01:00;0;0;0;0;1;600;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;3600000
04.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
04.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;3600000
04.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8400;0;3600000
04.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;8;57000;0;3600000
04.06.2020 06:00;0;0;1;3000;2;1200;1;2400;2;1200;1;600;2;1800;0;0;0;0;9;67200;0;3600000
04.06.2020 07:00;0;0;8;22200;8;6000;8;21600;9;6000;6;3600;1;600;0;0;0;0;8;94800;0;3598800
04.06.2020 08:00;0;0;13;39600;11;13200;4;11400;11;7200;6;3600;2;1200;0;0;0;0;8;74400;0;3600000
04.06.2020 09:00;0;0;13;37200;5;3600;8;22800;11;7200;16;10200;10;6000;0;0;0;0;11;174000;0;3600000
04.06.2020 10:00;0;0;24;72000;10;6000;10;27600;19;12600;16;10800;5;3000;0;0;0;0;8;85200;0;3600000
04.06.2020 11:00;0;0;5;15000;17;13200;13;36000;5;3000;17;12600;9;6000;0;0;0;0;8;60600;0;3600000
04.06.2020 12:00;0;0;6;17400;13;9000;7;20400;11;6600;6;3600;2;1200;0;0;0;0;9;78000;0;3600000
04.06.2020 13:00;0;0;12;34800;15;11400;7;18600;11;6600;8;5400;5;3600;1;0;0;0;10;97800;0;3600000
04.06.2020 14:00;0;0;17;50400;18;14400;18;52800;16;11400;19;14400;20;16200;0;0;0;0;9;92400;0;3600000
04.06.2020 15:00;0;0;16;48000;10;6600;13;36600;31;22800;15;8400;8;5400;0;0;0;0;9;112200;0;3600000
04.06.2020 16:00;0;0;18;53400;14;10200;13;36600;29;21600;17;12600;10;7200;0;0;0;0;8;94200;0;3600000
04.06.2020 17:00;0;0;9;27000;20;15000;10;28200;20;13800;11;7200;7;5400;0;0;0;0;8;61800;0;3600000
04.06.2020 18:00;0;0;11;33000;14;10200;7;20400;10;6000;15;10200;12;9000;0;0;0;0;8;82200;0;3600000
04.06.2020 19:00;0;0;4;12000;7;7200;9;24600;6;3600;9;6600;6;4200;0;0;0;0;6;55200;0;3600000
04.06.2020 20:00;0;0;2;6000;3;2400;4;9600;0;0;0;0;1;600;0;0;0;0;4;30000;0;3600000
04.06.2020 21:00;0;0;7;21000;1;600;3;8400;7;5400;2;2400;2;1800;0;0;0;0;4;34200;0;3600000
04.06.2020 22:00;0;0;0;0;0;0;1;2400;0;0;1;600;0;0;0;0;0;0;4;29400;0;3600000
04.06.2020 23:00;0;0;4;12000;0;0;0;0;1;600;0;0;1;600;0;0;0;0;2;17400;0;3600000
05.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;16200;0;3600000
05.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
05.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
05.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
05.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10800;0;3600000
05.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;60600;0;3600000
05.06.2020 06:00;0;0;0;0;1;600;1;3000;3;1800;0;0;0;0;0;0;0;0;8;78000;0;3600000
05.06.2020 07:00;0;0;15;43800;9;7800;2;5400;17;13200;7;4800;4;2400;0;0;0;0;9;70200;0;3600000
05.06.2020 08:00;0;0;9;25800;11;8400;6;16200;13;9000;7;4200;1;600;0;0;0;0;8;82800;0;3600000
05.06.2020 09:00;0;0;5;14400;12;7200;9;26400;8;4800;13;9000;8;4800;0;0;0;0;10;132600;0;3600000
05.06.2020 10:00;0;0;15;44400;7;4200;14;39600;23;16200;15;10800;11;7200;0;0;0;0;8;73200;0;3598800
05.06.2020 11:00;0;0;4;11400;18;24600;13;34200;22;16200;18;13800;12;7800;0;0;0;0;9;133800;0;3600000
05.06.2020 12:00;0;0;10;28800;7;5400;9;25200;10;6600;15;11400;9;5400;0;0;0;0;10;68400;0;3600000
05.06.2020 13:00;0;0;10;29400;12;7800;15;42000;21;13800;19;13200;9;7200;0;0;0;0;8;90000;0;3600000
05.06.2020 14:00;0;0;10;30000;10;7800;17;45600;21;13800;19;13800;13;7800;0;0;0;0;9;78600;0;3600000
05.06.2020 15:00;0;0;17;48600;13;13800;9;25200;21;15000;13;9600;4;2400;0;0;0;0;8;88800;0;3600000
05.06.2020 16:00;0;0;5;13800;7;6000;13;34200;8;4800;10;6600;9;6600;0;0;0;0;9;87600;0;3600000
05.06.2020 17:00;0;0;9;26400;10;7800;11;31200;12;8400;17;13200;5;3000;0;0;0;0;8;88800;0;3600000
05.06.2020 18:00;0;0;4;12000;3;1800;6;16200;3;1800;5;3000;3;2400;0;0;0;0;8;80400;0;3600000
05.06.2020 19:00;0;0;1;3000;8;7800;7;19800;3;1800;4;3600;2;1200;0;0;0;0;6;53400;0;3600000
05.06.2020 20:00;0;0;3;9000;8;6000;2;5400;5;3000;10;7200;2;1200;0;0;0;0;4;33000;0;3600000
05.06.2020 21:00;0;0;4;12000;3;1800;3;8400;10;8400;2;1800;2;1200;0;0;0;0;4;31800;0;3600000
05.06.2020 22:00;0;0;2;6000;0;0;3;8400;4;3000;0;0;1;600;0;0;0;0;4;31200;0;3600000
05.06.2020 23:00;0;0;0;0;1;600;0;0;0;0;3;2400;0;0;0;0;0;0;2;19200;0;3600000
06.06.2020 00:00;0;0;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;2;19800;0;3600000
06.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
06.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
06.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
06.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8400;0;3600000
06.06.2020 05:00;0;0;0;0;0;0;1;2400;0;0;0;0;0;0;0;0;0;0;4;26400;0;3600000
06.06.2020 06:00;0;0;0;0;0;0;1;3000;1;600;0;0;1;600;0;0;0;0;4;31200;0;3600000
06.06.2020 07:00;0;0;2;6000;1;600;0;0;3;1800;1;600;0;0;0;0;0;0;4;28800;0;3600000
06.06.2020 08:00;0;0;9;27000;3;3000;1;3000;3;1800;4;2400;1;600;0;0;0;0;4;30000;0;3600000
06.06.2020 09:00;0;0;4;12000;5;3000;7;19800;2;1200;4;2400;3;1800;0;0;0;0;4;29400;0;3600000
06.06.2020 10:00;0;0;6;18000;9;6000;7;20400;9;5400;13;9000;7;5400;0;0;0;0;4;36600;0;3600000
06.06.2020 11:00;0;0;11;33000;14;11400;13;37200;8;5400;16;12600;8;4800;0;0;0;0;4;46800;0;3600000
06.06.2020 12:00;0;0;11;32400;16;12000;8;22200;23;15000;14;8400;10;7200;0;0;0;0;4;30000;0;3600000
06.06.2020 13:00;0;0;1;3000;12;7200;14;40200;12;7200;13;9000;12;10200;0;0;0;0;5;46800;0;3600000
06.06.2020 14:00;0;0;6;18000;8;9000;15;43800;12;7200;12;9000;6;3600;0;0;0;0;5;30600;0;3597600
06.06.2020 15:00;0;0;7;20400;7;4200;15;41400;6;3600;6;4200;12;8400;0;0;0;0;5;72600;0;3600000
06.06.2020 16:00;0;0;17;50400;19;16800;9;24000;21;16200;28;25200;10;6600;0;0;0;0;13;130200;0;3600000
06.06.2020 17:00;0;0;24;71400;17;13800;11;31200;15;10200;22;15000;8;6000;0;0;0;0;4;45600;0;3600000
06.06.2020 18:00;0;0;9;26400;20;27600;15;43200;12;8400;22;17400;18;13800;0;0;0;0;6;33000;0;3600000
06.06.2020 19:00;0;0;8;24000;14;11400;16;45000;12;8400;10;6000;14;9000;1;0;0;0;4;42600;0;3600000
06.06.2020 20:00;0;0;6;18000;5;3600;11;31200;11;9000;5;3000;9;7200;0;0;0;0;4;36000;0;3600000
06.06.2020 21:00;0;0;1;3000;6;3600;4;11400;1;600;5;3000;2;1200;0;0;0;0;4;42000;0;3600000
06.06.2020 22:00;0;0;1;4200;4;2400;1;2400;6;4200;3;1800;2;1200;0;0;0;0;6;40800;0;3600000
06.06.2020 23:00;0;0;1;3000;0;0;3;9000;1;600;2;1200;4;3000;0;0;0;0;2;18600;0;3600000
07.06.2020 00:00;0;0;0;0;0;0;2;5400;1;600;0;0;4;3600;0;0;0;0;2;15600;0;3600000
07.06.2020 01:00;0;0;0;0;1;600;0;0;1;600;2;1200;0;0;0;0;0;0;0;0;0;3600000
07.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
07.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
07.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
07.06.2020 05:00;0;0;1;3000;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;3600000
07.06.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;11400;0;3600000
07.06.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;11400;0;3600000
07.06.2020 08:00;0;0;2;6000;0;0;0;0;2;1200;0;0;0;0;0;0;0;0;2;11400;0;3600000
07.06.2020 09:00;0;0;4;11400;2;1200;1;2400;6;4800;1;600;0;0;0;0;0;0;2;10800;0;3600000
07.06.2020 10:00;0;0;3;9000;0;0;3;9000;7;4200;2;1200;0;0;0;0;0;0;2;10200;0;3600000
07.06.2020 11:00;0;0;7;20400;0;0;2;5400;10;6600;3;3000;2;1200;0;0;0;0;2;10800;0;3600000
07.06.2020 12:00;0;0;5;14400;5;4200;4;12000;5;3600;11;9000;3;1800;0;0;0;0;3;20400;0;3600000
07.06.2020 13:00;0;0;13;36600;4;2400;6;16800;12;7800;8;6600;3;1800;0;0;0;0;4;27600;0;3600000
07.06.2020 14:00;0;0;4;11400;8;4800;10;27000;9;5400;12;10800;5;3000;0;0;0;0;4;34200;0;3600000
07.06.2020 15:00;0;0;4;12000;10;9600;13;38400;13;9600;15;11400;11;7200;0;0;0;0;5;27600;0;3600000
07.06.2020 16:00;0;0;9;25800;8;9000;7;19200;16;10800;10;7200;8;4800;0;0;0;0;4;26400;0;3600000
07.06.2020 17:00;0;0;9;25800;8;6600;13;37200;7;4200;7;4200;11;7800;0;0;0;0;4;27000;0;3598800
07.06.2020 18:00;0;0;13;39000;14;21000;13;38400;23;16200;11;9600;21;15000;0;0;0;0;4;33000;0;3600000
07.06.2020 19:00;0;0;9;27000;10;8400;16;46800;14;9000;8;6600;8;4800;0;0;0;0;3;22200;0;3600000
07.06.2020 20:00;0;0;10;28200;6;7200;7;18600;7;4200;13;10200;3;1800;0;0;0;0;2;19800;0;3600000
07.06.2020 21:00;0;0;3;9000;3;1800;9;24600;3;1800;4;2400;7;5400;0;0;0;0;2;19800;0;3600000
07.06.2020 22:00;0;0;6;18000;0;0;2;6000;4;3600;1;600;1;600;0;0;0;0;2;8400;0;3600000
07.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8400;0;3600000
08.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10800;0;3600000
08.06.2020 01:00;0;0;1;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.06.2020 02:00;0;0;0;0;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.06.2020 03:00;0;0;0;0;0;0;1;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
08.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7800;0;3600000
08.06.2020 05:00;0;0;0;0;0;0;0;0;1;600;0;0;1;600;0;0;0;0;7;60000;0;3600000
08.06.2020 06:00;0;0;2;5400;4;9600;0;0;3;1800;2;1800;0;0;0;0;0;0;8;88800;0;3600000
08.06.2020 07:00;0;0;10;28800;11;8400;8;22200;19;15000;7;4800;6;3600;0;0;0;0;10;73200;0;3600000
08.06.2020 08:00;0;0;15;42000;9;5400;8;22200;22;14400;16;13200;5;3600;0;0;0;0;9;74400;0;3600000
08.06.2020 09:00;0;0;10;29400;15;11400;17;48000;10;6600;18;13200;12;8400;0;0;0;0;8;69600;0;3600000
08.06.2020 10:00;0;0;18;52800;11;7800;9;25800;12;7200;22;16200;11;7800;0;0;0;0;8;65400;0;3600000
08.06.2020 11:00;0;0;16;48000;9;5400;16;42600;16;12000;15;9600;15;10200;0;0;0;0;10;108000;0;3600000
08.06.2020 12:00;0;0;11;33000;8;6000;14;39000;20;12000;15;10800;12;9000;0;0;0;0;11;106200;0;3600000
08.06.2020 13:00;0;0;7;19800;8;6000;10;30000;12;7800;17;11400;8;5400;0;0;0;0;8;79200;0;3600000
08.06.2020 14:00;0;0;18;52800;15;18000;16;47400;27;18600;8;4800;9;6000;0;0;0;0;9;93000;0;3600000
08.06.2020 15:00;0;0;14;39600;25;31200;13;36600;23;16200;27;22200;13;9000;0;0;0;0;8;76800;0;3600000
08.06.2020 16:00;0;0;16;46800;20;21000;19;54000;27;18600;36;30600;27;21600;0;0;0;0;8;69000;0;3600000
08.06.2020 17:00;0;0;19;55200;14;12600;15;38400;25;18600;17;12000;11;6600;0;0;0;0;8;90600;0;3600000
08.06.2020 18:00;0;0;13;40200;13;16200;20;56400;21;13800;27;21600;17;12600;0;0;0;0;7;74400;0;3598800
08.06.2020 19:00;0;0;4;11400;23;28200;16;45000;11;7200;14;12000;20;14400;0;0;0;0;7;55800;0;3600000
08.06.2020 20:00;0;0;7;20400;9;7200;8;22200;12;10800;11;8400;4;2400;0;0;0;0;5;38400;0;3600000
08.06.2020 21:00;0;0;3;9000;3;2400;3;8400;3;1800;6;3600;3;2400;0;0;0;0;4;28200;0;3600000
08.06.2020 22:00;0;0;4;12000;2;1200;1;3000;1;600;1;600;1;600;0;0;0;0;4;27000;0;3600000
08.06.2020 23:00;0;0;0;0;1;3000;0;0;0;0;1;600;0;0;0;0;0;0;2;13200;0;3600000
09.06.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12000;0;3600000
09.06.2020 01:00;0;0;1;3000;0;0;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;3600000
09.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
09.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7800;0;3600000
09.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;60600;0;3600000
09.06.2020 06:00;0;0;1;3000;1;600;0;0;3;1800;3;1800;0;0;0;0;0;0;8;66000;0;3600000
09.06.2020 07:00;0;0;17;49800;5;3600;8;23400;13;9000;7;6600;7;4200;0;0;0;0;8;86400;0;3600000
09.06.2020 08:00;0;0;16;47400;13;9600;12;31800;19;13200;9;7200;10;7200;0;0;0;0;8;75000;0;3600000
09.06.2020 09:00;0;0;12;35400;14;11400;12;34200;15;9000;12;7800;17;10200;1;600;1;1200;8;93600;0;3600000
09.06.2020 10:00;0;0;15;44400;16;13200;13;37800;25;18000;14;9600;8;4800;0;0;0;0;8;77400;0;3600000
09.06.2020 11:00;0;0;7;19800;32;34200;10;28200;13;7800;16;12600;11;7800;0;0;0;0;9;203400;0;3600000
09.06.2020 12:00;0;0;10;28800;7;5400;13;36600;14;9000;10;6600;14;9600;0;0;0;0;8;76200;0;3600000
09.06.2020 13:00;0;0;8;22800;4;6000;13;39600;24;16800;13;11400;22;19800;0;0;0;0;8;72600;0;3600000
09.06.2020 14:00;0;0;11;32400;12;8400;16;46200;19;12000;16;12000;11;8400;0;0;0;0;10;96000;0;3600000
09.06.2020 15:00;0;0;13;38400;15;13800;19;52800;27;18000;16;12600;15;10800;0;0;0;0;8;89400;0;3600000
09.06.2020 16:00;0;0;12;34200;19;18000;19;54000;30;21000;25;19200;13;7800;0;0;0;0;10;77400;0;3600000
09.06.2020 17:00;0;0;18;51600;12;8400;14;39600;20;15000;19;13800;14;9600;0;0;0;0;9;73800;0;3600000
09.06.2020 18:00;0;0;14;42000;11;6600;13;36600;18;12000;20;12600;12;9000;0;0;0;0;8;69000;0;3600000
09.06.2020 19:00;0;0;10;30000;10;6000;14;39000;8;4800;16;12000;12;9000;0;0;0;0;6;55800;0;3600000
09.06.2020 20:00;0;0;3;8400;15;18600;6;16200;6;4200;12;9000;6;4200;0;0;0;0;4;29400;0;3598800
09.06.2020 21:00;0;0;3;9000;1;600;12;34800;7;4200;4;3000;9;7800;0;0;0;0;4;28800;0;3600000
09.06.2020 22:00;0;0;1;2400;1;600;2;5400;0;0;1;600;2;1200;0;0;0;0;4;30600;0;3600000
09.06.2020 23:00;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;2;13800;0;3600000
10.06.2020 00:00;0;0;0;0;0;0;2;5400;0;0;0;0;1;600;0;0;0;0;2;15000;0;3600000
10.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
10.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
10.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000
10.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4200;0;3600000
10.06.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;59400;0;3600000
10.06.2020 06:00;0;0;0;0;2;1200;1;3000;3;1800;2;1200;1;600;0;0;0;0;8;73800;0;3600000
