01.06.2020 00:00;Bel_D21;Vwz_D21;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_D43;Vwz_D43;Bel_FQMC55;Vwz_FQMC55;Bel_ST51a;Vwz_ST51a;Bel_ST51b;Vwz_ST51b;Bel_ST55;Vwz_ST55;Bel_T32a;Vwz_T32a;Bel_T32b;Vwz_T32b;Bel_T32b_a;Vwz_T32b_a;Bel_T32b_b;Vwz_T32b_b;Bel_T33b_a;Vwz_T33b_a;Bel_T33b_b;Vwz_T33b_b;Bel_T35b_a;Vwz_T35b_a;Bel_T35b_b;Vwz_T35b_b;Bel_V11;Vwz_V11;Bel_V1_Stoer;Vwz_V1_Stoer;Bel_V21;Vwz_V21;Bel_V211;Vwz_V211;Bel_V2_Stoer;Vwz_V2_Stoer;Bel_V321;Vwz_V321;Bel_V3_Stoer;Vwz_V3_Stoer;Bel_V44;Vwz_V44;Bel_V4_Stoer;Vwz_V4_Stoer;Bel_V5_Stoer;Vwz_V5_Stoer;Bel_V81;Vwz_V81;Bel_V91;Vwz_V91
24.04.2021 21:00;12;110400;10;45000;16;147000;1;31200;7;27000;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;6600;0;0;5;24000;0;0;0;0;0;0;0;0;189;751800;0;0
24.04.2021 22:00;6;37200;0;0;6;63600;0;0;6;22800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;600;0;0;1;600;0;0;1;9000;0;0;0;0;58;183600;0;0
24.04.2021 23:00;2;600;1;1200;3;16800;0;0;2;9000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;52800;0;0
25.04.2021 00:00;2;2400;0;0;0;0;0;0;2;9000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;19;55800;0;0
25.04.2021 01:00;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;21000;0;0
25.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;18000;0;0
25.04.2021 03:00;0;0;0;0;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;28800;0;0
25.04.2021 04:00;0;0;1;1200;2;2400;0;0;9;47400;0;0;2;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;38400;0;0
25.04.2021 05:00;0;0;0;0;1;600;0;0;3;25200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;192000;0;0
25.04.2021 06:00;3;24000;1;600;2;600;0;0;2;15600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2400;0;0;2;12000;0;0;0;0;0;0;0;0;32;109800;0;0
25.04.2021 07:00;2;16800;4;18000;8;69000;1;600;2;21000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3600;0;0;0;0;0;0;0;0;0;0;0;0;23;64200;0;0
25.04.2021 08:00;4;27000;0;0;12;121200;2;1800;2;16200;0;0;0;0;0;0;0;0;0;0;3;2400;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4800;0;0;8;37800;0;0;0;0;0;0;0;0;82;223800;0;0
25.04.2021 09:00;13;98400;6;2400;25;218400;1;1200;3;27000;0;0;0;0;0;0;2;1200;1;600;0;0;2;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;21600;0;0;16;81000;0;0;0;0;0;0;0;0;121;483600;0;0
25.04.2021 10:00;29;103800;18;27000;48;274200;2;600;2;12000;0;0;0;0;0;0;7;5400;5;3600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12000;20;39000;0;0;27;142800;0;0;4;55800;0;0;0;0;144;741600;0;0
25.04.2021 11:00;36;117600;16;9600;61;207000;7;4800;2;21000;0;0;0;0;0;0;5;3000;11;9600;4;2400;8;6000;1;600;0;0;1;600;0;0;0;0;0;0;8;57000;17;43200;0;0;29;146400;0;0;1;24600;0;0;0;0;166;865800;0;0
25.04.2021 12:00;56;291600;16;11400;67;415200;3;19200;9;94200;0;0;3;0;0;0;6;4200;2;2400;4;3000;1;1200;3;1800;0;0;0;0;0;0;0;0;0;0;6;102000;47;76800;0;0;20;88200;0;0;8;100200;0;0;0;0;182;1129800;0;0
25.04.2021 13:00;62;369000;26;13800;53;198000;9;30000;5;23400;0;0;0;0;0;0;4;2400;7;5400;2;1200;3;3600;1;600;0;0;1;600;0;0;0;0;0;0;16;108000;56;57000;0;0;26;147000;0;0;1;19800;0;0;0;0;173;1086600;0;0
25.04.2021 14:00;48;244200;17;23400;58;364200;3;2400;13;33600;0;0;0;0;0;0;8;7200;5;3000;6;4200;4;4200;0;0;0;0;0;0;0;0;0;0;0;0;20;198600;52;81600;0;0;28;195000;0;0;8;151800;0;0;0;0;201;1402800;0;0
25.04.2021 15:00;71;463200;34;16200;63;310800;7;6000;9;63600;0;0;0;0;0;0;9;8400;13;9000;5;4200;6;4200;3;1800;1;600;1;600;0;0;0;0;0;0;14;176400;79;226200;0;0;25;180600;0;0;3;70800;0;0;0;0;196;1287000;0;0
25.04.2021 16:00;56;264600;14;8400;41;111000;4;3000;13;55800;0;0;0;0;0;0;6;4800;8;6000;7;4800;4;4800;2;1800;1;600;2;1200;0;0;0;0;0;0;8;50400;64;90600;0;0;31;166200;0;0;1;51000;0;0;0;0;210;1558800;0;0
25.04.2021 17:00;76;273600;6;4200;56;298200;11;43200;10;51600;0;0;0;0;0;0;3;2400;13;10200;1;600;11;12600;1;1200;9;15600;0;0;1;600;0;0;0;0;8;30000;53;85800;0;0;29;117000;0;0;3;30000;0;0;0;0;221;1642800;0;0
25.04.2021 18:00;58;201000;20;10800;58;352200;6;22800;8;51000;0;0;0;0;0;0;4;2400;6;5400;3;1800;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;2;12600;35;50400;0;0;20;117600;0;0;0;0;0;0;0;0;194;1344600;0;0
25.04.2021 19:00;33;148200;9;4200;21;181800;5;37200;4;45000;0;0;0;0;0;0;4;3000;3;1800;1;600;4;4200;0;0;0;0;0;0;0;0;0;0;0;0;3;19200;29;108600;0;0;13;63600;0;0;0;0;0;0;0;0;167;853800;0;0
25.04.2021 20:00;21;91200;6;4200;15;70800;2;1200;6;27000;0;0;0;0;0;0;0;0;9;7200;0;0;3;2400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;15000;0;0;14;78600;0;0;0;0;0;0;0;0;143;636600;0;0
25.04.2021 21:00;16;174600;5;3000;9;103200;1;22200;6;43200;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;7800;0;0;4;23400;0;0;0;0;0;0;0;0;136;544200;0;0
25.04.2021 22:00;6;15000;0;0;5;1200;0;0;11;33000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1200;0;0;0;0;0;0;0;0;0;0;0;0;28;95400;0;0
25.04.2021 23:00;2;13200;1;1200;0;0;0;0;2;13200;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;1;1200;0;0;0;0;0;0;0;0;0;0;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;20;52800;0;0
26.04.2021 00:00;0;0;0;0;1;19200;0;0;2;14400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;64200;0;0
26.04.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;15600;0;0
26.04.2021 02:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;16200;0;0
26.04.2021 03:00;0;0;0;0;0;0;0;0;6;45600;0;0;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;15600;0;0
26.04.2021 04:00;0;0;0;0;2;18000;1;1200;11;55200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;177600;0;0
26.04.2021 05:00;8;40800;0;0;4;85200;3;28800;22;141600;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1800;0;0;0;0;0;0;0;0;0;0;0;0;180;751800;0;0
26.04.2021 06:00;9;63600;7;34800;16;35400;0;0;12;69600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3000;5;15600;0;0;1;1800;0;0;0;0;0;0;0;0;203;1092000;0;0
26.04.2021 07:00;33;151800;10;58800;38;316800;1;1200;8;58200;0;0;0;0;0;0;3;1800;4;2400;3;1800;5;3600;0;0;0;0;0;0;0;0;0;0;0;0;6;40800;25;28800;0;0;18;99600;0;0;0;0;0;0;0;0;248;1716600;0;0
26.04.2021 08:00;38;108600;8;3000;43;316200;3;6600;7;46200;0;0;0;0;0;0;4;2400;9;7200;2;1200;3;2400;0;0;0;0;0;0;0;0;0;0;0;0;6;37200;27;34200;0;0;20;97800;0;0;1;27600;0;0;0;0;227;1733400;0;0
26.04.2021 09:00;30;385200;3;3600;48;492000;2;1200;8;117600;0;0;0;0;0;0;2;1200;3;2400;0;0;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;9;82800;33;242400;0;0;15;62400;0;0;3;1536600;0;0;0;0;202;1636800;0;0
26.04.2021 10:00;25;162000;5;3600;38;502800;5;6000;5;51000;0;0;0;0;0;0;2;1200;2;1200;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;97800;65;156600;0;0;15;74400;0;0;4;919800;0;0;0;0;188;1249200;0;0
26.04.2021 11:00;41;373800;7;41400;36;311400;3;1800;9;126000;0;0;1;600;0;0;1;600;5;3600;3;4800;1;600;0;0;0;0;0;0;0;0;0;0;0;0;17;259200;34;64200;0;0;10;49800;0;0;0;0;0;0;0;0;199;1203600;0;0
26.04.2021 12:00;36;393000;12;90000;55;524400;6;13200;12;149400;0;0;0;0;0;0;4;3000;4;2400;2;3000;2;3000;1;1200;1;600;0;0;0;0;0;0;0;0;7;45600;28;46200;0;0;17;90000;0;0;1;19800;0;0;0;0;203;1407000;0;0
26.04.2021 13:00;31;194400;11;13200;55;531000;3;42600;44;185400;0;0;0;0;0;0;4;3600;3;1800;4;5400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;98400;24;123600;0;0;13;62400;0;0;0;0;0;0;0;0;232;1417200;0;0
26.04.2021 14:00;33;137400;15;10200;72;657600;4;8400;19;57000;0;0;0;0;0;0;5;3000;4;3000;5;5400;2;4200;0;0;1;600;0;0;0;0;0;0;0;0;28;274800;34;27600;0;0;14;75000;0;0;2;42600;0;0;0;0;222;1530000;0;0
26.04.2021 15:00;44;442200;15;25800;55;685200;4;3000;15;58800;0;0;0;0;0;0;8;6600;6;4200;1;600;1;600;0;0;0;0;0;0;0;0;0;0;0;0;26;310200;54;130200;0;0;18;99000;0;0;4;101400;0;0;0;0;196;1640400;0;0
26.04.2021 16:00;68;343200;17;12000;71;643200;9;57000;24;67800;0;0;0;0;0;0;7;5400;12;9600;4;7200;1;2400;3;3000;0;0;0;0;0;0;0;0;0;0;41;513600;51;111000;0;0;21;114000;0;0;0;0;0;0;0;0;213;1550400;0;0
26.04.2021 17:00;62;502200;22;12000;71;650400;12;40200;30;88800;0;0;0;0;0;0;11;7200;2;1200;4;4800;2;1800;2;1200;0;0;0;0;0;0;0;0;0;0;33;456000;52;97800;0;0;25;115800;0;0;4;38400;0;0;0;0;204;1325400;0;0
26.04.2021 18:00;68;519600;18;9600;65;497400;8;9000;13;86400;0;0;0;0;0;0;4;3600;11;10200;2;3000;4;4200;0;0;0;0;1;600;0;0;0;0;0;0;11;79800;62;128400;0;0;19;102600;0;0;2;42000;0;0;0;0;205;1353000;0;0
26.04.2021 19:00;59;718200;7;46800;27;216600;2;1200;9;85800;0;0;0;0;0;0;3;2400;3;1800;2;1800;2;2400;0;0;0;0;0;0;0;0;0;0;0;0;4;30000;55;285000;0;0;14;76800;0;0;2;88200;0;0;0;0;158;782400;0;0
26.04.2021 20:00;28;186600;6;4200;18;154200;7;40800;7;27600;0;0;0;0;0;0;0;0;4;3000;0;0;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;43200;0;0;11;69600;0;0;0;0;0;0;0;0;110;570000;0;0
26.04.2021 21:00;16;135600;5;51600;9;88800;2;26400;8;43200;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5400;0;0;2;12000;0;0;0;0;0;0;0;0;139;531600;0;0
26.04.2021 22:00;3;12600;0;0;4;34200;0;0;6;28200;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;600;0;0;4;15600;0;0;0;0;0;0;0;0;69;201600;0;0
26.04.2021 23:00;1;600;2;1800;4;39600;4;4800;2;12000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4800;0;0;0;0;17;46800;0;0
27.04.2021 00:00;1;0;0;0;2;1200;1;0;2;10200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;51000;0;0
27.04.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;24000;0;0
27.04.2021 02:00;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;19200;0;0
27.04.2021 03:00;0;0;0;0;0;0;0;0;9;48000;0;0;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;16800;0;0
27.04.2021 04:00;0;0;1;600;2;19200;1;0;13;72600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;136800;0;0
27.04.2021 05:00;5;45600;0;0;2;49200;0;0;16;119400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;600;0;0;0;0;0;0;0;0;0;0;0;0;151;797400;0;0
27.04.2021 06:00;10;29400;4;30600;19;106800;0;0;10;90000;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3000;0;0;2;10200;0;0;1;10800;0;0;0;0;209;1157400;0;0
27.04.2021 07:00;33;247800;15;51000;50;271200;8;80400;8;51000;0;0;0;0;0;0;1;600;6;4200;1;1200;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;4;21000;24;42000;0;0;12;55200;0;0;0;0;0;0;0;0;222;1734000;0;0
27.04.2021 08:00;35;299400;7;600;60;351000;7;10800;7;80400;0;0;0;0;0;0;2;1200;2;1200;4;3600;3;2400;0;0;0;0;0;0;0;0;0;0;0;0;3;15600;27;66000;0;0;23;104400;0;0;4;28800;0;0;0;0;223;1756200;0;0
27.04.2021 09:00;20;65400;5;5400;55;525000;2;10200;7;75600;0;0;0;0;0;0;2;1200;1;600;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;15;22800;0;0;8;31200;0;0;1;7200;0;0;0;0;232;1402800;0;0
27.04.2021 10:00;21;189000;6;2400;48;418800;0;0;4;27600;0;0;0;0;0;0;2;1200;2;1200;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;12;70800;28;57600;0;0;11;54000;0;0;3;13800;0;0;0;0;204;1270200;0;0
27.04.2021 11:00;32;286800;8;5400;55;401400;1;600;5;51000;0;0;0;0;0;0;0;0;9;9000;0;0;1;600;1;600;0;0;0;0;0;0;0;0;0;0;14;126600;27;73200;0;0;11;52800;0;0;0;0;0;0;0;0;197;1410000;0;0
27.04.2021 12:00;31;268800;6;1800;62;576000;5;39000;12;85200;0;0;0;0;0;0;6;5400;1;600;5;10800;2;2400;0;0;0;0;0;0;0;0;0;0;0;0;23;346800;28;46800;0;0;12;72600;0;0;0;0;0;0;0;0;200;1246800;0;0
27.04.2021 13:00;35;207600;14;37800;99;544200;10;43200;13;85200;0;0;0;0;0;0;2;1200;3;1800;2;1200;1;600;0;0;0;0;0;0;0;0;0;0;0;0;30;478800;28;31200;0;0;12;63600;0;0;1;6600;0;0;0;0;208;1366200;0;0
27.04.2021 14:00;47;235800;10;3000;49;538200;6;7200;16;190200;0;0;3;45000;0;0;7;4800;2;2400;2;4800;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;37;566400;43;205200;0;0;17;84600;0;0;0;0;0;0;0;0;197;1433400;0;0
27.04.2021 15:00;47;507000;14;7200;78;1002600;5;51600;21;139200;0;0;0;3600000;0;0;1;600;6;3600;0;0;4;3000;0;0;0;0;0;0;0;0;0;0;0;0;37;514200;43;118800;0;0;13;97800;0;0;2;31200;0;0;0;0;256;1425600;0;0
27.04.2021 16:00;52;528000;21;17400;73;976800;3;1200;17;101400;0;0;0;3600000;0;0;5;3000;7;5400;5;3000;3;5400;0;0;0;0;0;0;0;0;0;0;0;0;40;672600;49;312600;0;0;21;107400;0;0;4;47400;0;0;0;0;232;1572000;0;0
27.04.2021 17:00;56;597600;17;6000;88;1263000;8;4800;21;120600;0;0;0;3600000;0;0;13;9600;8;6600;6;3600;4;3000;0;0;0;0;1;600;0;0;0;0;0;0;41;543000;63;339600;0;0;21;91800;0;0;1;31800;0;0;0;0;225;1213800;0;0
27.04.2021 18:00;66;587400;17;9000;51;649200;6;51000;14;94200;0;0;0;3600000;0;0;7;5400;5;3600;2;2400;1;600;0;0;0;0;1;600;0;0;0;0;0;0;17;208800;67;218400;0;0;25;112200;0;0;5;121200;0;0;0;0;205;1155600;0;0
27.04.2021 19:00;43;520200;15;51600;36;485400;4;45000;9;80400;0;0;0;3600000;0;0;5;4200;11;9600;1;600;3;2400;0;0;0;0;0;0;0;0;0;0;0;0;4;31800;37;162000;0;0;13;58200;0;0;2;49200;0;0;0;0;190;979200;0;0
27.04.2021 20:00;57;520800;7;3000;15;55200;1;1200;8;48600;0;0;0;3600000;0;0;2;1200;2;1200;1;600;2;1200;1;600;0;0;0;0;1;600;0;0;0;0;3;9600;43;117600;0;0;13;76800;0;0;0;0;0;0;0;0;136;585600;0;0
27.04.2021 21:00;15;168600;2;33000;11;82200;1;0;7;43200;0;0;0;3600000;0;0;1;600;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4200;0;0;3;15000;0;0;0;0;0;0;0;0;142;580800;0;0
27.04.2021 22:00;5;100800;0;0;1;0;0;0;4;45000;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1200;0;0;3;11400;0;0;0;0;0;0;0;0;61;169800;0;0
27.04.2021 23:00;0;0;1;600;1;16200;0;0;2;19200;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;67200;0;0
28.04.2021 00:00;0;0;0;0;0;0;0;0;2;14400;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;34200;0;0
28.04.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;24000;0;0
28.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.04.2021 03:00;0;0;0;0;0;0;0;0;7;42000;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;21600;0;0
28.04.2021 04:00;0;0;0;0;2;38400;0;0;6;67800;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4800;0;0;0;0;0;0;0;0;50;172800;0;0
28.04.2021 05:00;4;91200;1;600;2;52200;1;43800;18;158400;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;10800;0;0;0;0;0;0;0;0;0;0;0;0;180;778800;0;0
28.04.2021 06:00;16;72000;4;58800;11;111600;0;0;10;79800;0;0;0;3600000;0;0;0;0;2;1200;0;0;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3600;0;0;7;30600;0;0;0;0;0;0;0;0;188;1097400;0;0
28.04.2021 07:00;38;228000;21;126000;46;517800;3;31200;9;91200;0;0;0;3600000;0;0;4;3600;10;8400;3;2400;6;7200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;63000;0;0;20;80400;0;0;2;70800;0;0;0;0;246;1829400;0;0
28.04.2021 08:00;37;232800;8;2400;49;621000;7;54600;8;100800;0;0;0;3600000;0;0;3;1800;6;4200;1;600;3;2400;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;25;113400;0;0;22;107400;0;0;0;0;0;0;0;0;239;1396200;0;0
28.04.2021 09:00;25;211800;3;1200;45;652800;2;33600;6;93000;0;0;0;3600000;0;0;1;600;1;600;2;2400;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;19200;0;0;10;36000;0;0;1;1200;0;0;0;0;213;1353600;0;0
28.04.2021 10:00;39;311400;8;3000;52;712800;3;45600;4;34800;0;0;0;3600000;0;0;2;1200;2;1200;0;0;3;3000;0;0;0;0;0;0;0;0;0;0;0;0;6;19800;31;127200;0;0;8;31800;0;0;2;48600;0;0;0;0;209;1219800;0;0
28.04.2021 11:00;43;466200;11;6600;46;727800;3;1200;6;73800;0;0;0;3600000;0;0;2;1200;3;2400;2;3000;2;1200;0;0;2;1800;0;0;0;0;0;0;0;0;15;150000;34;100800;0;0;9;48600;0;0;0;0;0;0;0;0;198;1304400;0;0
28.04.2021 12:00;34;400200;19;81000;65;784200;11;16200;14;104400;0;0;0;3600000;0;0;5;3600;7;5400;3;3000;9;8400;0;0;0;0;1;600;0;0;0;0;0;0;21;150600;26;113400;0;0;14;57000;0;0;2;41400;0;0;0;0;205;1362000;0;0
28.04.2021 13:00;44;372000;12;37200;87;889200;6;85800;15;177000;0;0;0;3600000;0;0;8;6600;2;1200;9;9600;2;1200;1;1800;1;600;0;0;0;0;0;0;0;0;38;540000;38;130800;0;0;15;57000;0;0;2;61800;0;0;0;0;199;1359600;0;0
28.04.2021 14:00;37;396000;11;38400;54;618600;2;4200;13;64200;0;0;0;3600000;0;0;5;3600;1;600;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;508200;26;102600;0;0;10;59400;0;0;2;50400;0;0;0;0;225;1453200;0;0
28.04.2021 15:00;64;614400;18;6600;77;998400;8;69600;13;69600;0;0;0;3600000;0;0;18;13800;13;10800;12;26400;7;7200;0;0;0;0;0;0;1;600;0;0;0;0;31;552600;52;257400;0;0;30;159600;0;0;6;102000;0;0;0;0;198;1510200;0;0
28.04.2021 16:00;69;705600;16;5400;62;1056600;12;42600;8;67200;0;0;0;3600000;0;0;17;14400;9;9000;8;6000;12;37800;2;1800;1;600;0;0;0;0;0;0;0;0;52;537600;57;137400;0;0;25;130200;0;0;7;332400;0;0;0;0;228;1378200;0;0
28.04.2021 17:00;76;685200;27;60600;69;852600;11;11400;8;75600;0;0;0;3600000;0;0;7;7200;10;8400;3;1800;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;43;483600;54;116400;0;0;25;127800;0;0;2;30000;0;0;0;0;201;1393800;0;0
28.04.2021 18:00;79;901800;17;13200;59;448800;3;58200;8;82800;0;0;0;3600000;0;0;4;2400;8;6000;9;6000;8;9000;0;0;0;0;0;0;0;0;0;0;0;0;32;283800;65;327600;0;0;21;82200;0;0;3;91200;0;0;0;0;195;1419600;0;0
28.04.2021 19:00;56;598200;11;4200;43;367200;8;45600;10;76800;0;0;0;3598800;0;0;0;0;2;1200;2;1200;0;0;0;0;1;600;0;0;0;0;0;0;0;0;18;175200;51;225000;0;0;6;34800;0;0;0;0;0;0;0;0;164;1126800;0;0
28.04.2021 20:00;35;364800;1;1200;17;197400;2;1800;5;47400;0;0;0;3600000;0;0;1;600;4;3600;2;1200;2;3000;0;0;0;0;0;0;0;0;0;0;0;0;2;8400;25;66000;0;0;7;40800;0;0;0;0;0;0;0;0;145;868800;0;0
28.04.2021 21:00;19;295800;5;43800;17;240000;2;3600;6;51600;0;0;0;3600000;0;0;0;0;2;1200;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;58200;0;0;6;33000;0;0;0;0;0;0;0;0;127;713400;0;0
28.04.2021 22:00;11;3600;1;0;6;75600;0;0;10;43200;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;600;0;0;1;1800;0;0;0;0;0;0;0;0;40;184800;0;0
28.04.2021 23:00;0;0;0;0;0;0;0;0;9;21600;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;66000;0;0
29.04.2021 00:00;1;31200;1;0;0;0;0;0;4;12000;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;8;42000;0;0
29.04.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;85200;0;0
