01.06.2020 00:00;Bel_AD75/HD81_M2_7X;Vwz_AD75/HD81_M2_7X;Bel_AD81_M5_769;Vwz_AD81_M5_769;Bel_AH75/HH81_M2_7X;Vwz_AH75/HH81_M2_7X;Bel_AH75_M7_770;Vwz_AH75_M7_770;Bel_AH81_M4_738;Vwz_AH81_M4_738;Bel_AH81_M5_769;Vwz_AH81_M5_769;Bel_D21;Vwz_D21;Bel_D22;Vwz_D22;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_H75_M1_736;Vwz_H75_M1_736;Bel_T11_T12;Vwz_T11_T12;Bel_T1_T2;Vwz_T1_T2;Bel_T5_T6;Vwz_T5_T6;Bel_T7_T8;Vwz_T7_T8
03.11.2020 15:00;0;0;0;0;25;24980;25;24970;27;26980;26;26000;731;488414;476;331469;465;278370;373;187320;30;29990;15;25430;33;47890;42;66420;15;21240
03.11.2020 16:00;0;0;0;0;23;22970;26;25950;25;24960;26;25960;781;465453;442;251380;504;294521;437;216820;28;27970;15;34040;32;45430;29;56550;11;15020
03.11.2020 17:00;0;0;0;0;24;23980;27;26960;26;25960;26;25970;698;572565;435;294004;484;310917;434;233765;28;27970;15;21760;31;43120;29;44779;26;49230
03.11.2020 18:00;0;0;0;0;25;24950;26;25970;26;25960;26;25990;587;297851;304;157660;390;225878;304;148672;28;27980;12;17540;24;36320;20;32640;5;8500
03.11.2020 19:00;0;0;0;0;19;19040;24;23960;22;21970;24;23980;433;192870;210;96499;313;162239;211;93592;23;22990;9;17780;10;16800;7;11230;3;4860
03.11.2020 20:00;0;0;0;0;12;12000;18;17980;14;14000;18;17990;283;121752;106;47350;215;114050;134;61890;17;16990;6;8859;11;16080;11;17000;2;2660
03.11.2020 21:00;1;1048;0;0;11;10990;14;14039;11;11000;14;13990;237;90370;85;32640;136;64488;70;27520;15;14980;0;0;4;6470;1;1380;0;0
03.11.2020 22:00;0;0;1;1000;9;8990;12;11960;10;9990;12;12000;157;59820;46;17280;104;49270;47;21120;12;11990;1;1340;0;0;0;0;0;0
03.11.2020 23:00;0;0;0;0;6;6000;10;9990;7;7000;10;9990;108;46070;26;10400;60;28300;29;11680;9;8980;0;0;1;1330;3;4620;2;2660
04.11.2020 00:00;0;0;0;0;4;4000;11;10990;4;4000;11;10980;67;30550;20;8310;39;18850;25;10230;5;5000;0;0;0;0;0;0;0;0
04.11.2020 01:00;0;0;0;0;1;1000;1;1000;1;1000;1;1000;32;13910;7;2880;27;20000;6;2560;1;1000;0;0;0;0;0;0;0;0
04.11.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;30;15200;5;2240;21;11830;8;2720;0;0;0;0;0;0;0;0;0;0
04.11.2020 03:00;0;0;0;0;2;2000;2;2000;2;2000;2;1990;33;12790;8;3190;12;6880;9;4320;2;2000;0;0;0;0;0;0;1;1390
04.11.2020 04:00;0;0;0;0;9;8990;5;4990;9;9000;6;6000;86;41760;23;8630;41;23680;24;11040;10;10000;0;0;0;0;0;0;0;0
04.11.2020 05:00;0;0;0;0;22;21990;18;17980;24;23970;17;17000;221;88760;121;50710;114;59350;111;46870;27;26350;0;0;1;1470;1;1300;2;2650
04.11.2020 06:00;0;0;0;0;25;24960;23;22990;27;27000;23;22970;451;195780;291;127720;306;163881;282;125050;29;29550;4;6470;16;36680;5;6540;1;1320
04.11.2020 07:00;0;0;0;0;27;26960;27;26960;28;27970;27;26940;668;394798;422;243813;511;326638;534;268659;32;31960;6;8430;28;51399;23;46411;13;21490
04.11.2020 08:00;1;1000;0;0;26;25970;26;25970;31;30980;26;25980;683;366642;394;207520;502;360863;476;249708;32;31980;13;17370;35;60900;26;46450;16;26320
04.11.2020 09:00;0;0;1;1000;19;18990;26;25990;20;19980;27;26970;580;333707;298;146200;430;241320;417;222600;23;22980;9;14530;20;30090;15;22080;9;12990
04.11.2020 10:00;1;1000;1;1000;20;19950;21;20980;23;22990;21;20970;569;329498;274;148920;428;255920;301;140324;26;25970;4;6310;25;37460;15;25900;11;17790
04.11.2020 11:00;0;0;0;0;20;19980;22;21990;21;21000;22;21990;640;381955;331;173916;371;213595;267;124290;25;24980;8;12390;21;37870;22;37420;8;11390
04.11.2020 12:00;0;0;0;0;23;22980;24;23960;26;25970;24;23970;629;355423;317;173878;429;240156;331;151600;28;27970;13;18790;36;72330;19;28640;19;28240
04.11.2020 13:00;0;0;0;0;28;27930;27;26980;30;29990;26;25990;656;368350;355;190380;436;249460;363;177315;32;31980;17;45680;40;74839;25;37550;19;28880
04.11.2020 14:00;0;0;0;0;24;23950;27;26980;26;25970;27;27000;680;333110;351;185190;438;247560;360;171884;29;28990;11;28540;34;55050;21;30970;24;41310
04.11.2020 15:00;0;0;0;0;24;23980;26;25990;26;25980;27;26990;725;465220;434;294183;445;261601;368;171392;29;28960;17;28710;32;50068;23;38840;20;43198
04.11.2020 16:00;0;0;0;0;24;23920;26;25970;26;25960;26;25960;705;651916;475;550622;535;317550;444;227890;28;27970;18;27880;29;51720;31;50180;15;22610
04.11.2020 17:00;0;0;0;0;24;23930;26;25990;26;25980;26;26000;732;478013;457;320260;479;269385;376;182650;29;28960;9;12820;28;49140;31;60140;17;23920
04.11.2020 18:00;0;0;0;0;25;24930;26;25990;26;26000;26;25990;582;294890;313;156830;371;207910;300;142840;30;29990;9;14320;25;35730;28;67280;10;13760
04.11.2020 19:00;0;0;0;0;18;17950;24;23980;22;21980;24;23970;409;180070;177;82126;285;142960;175;71888;24;24000;10;14700;7;12030;7;11530;2;3440
04.11.2020 20:00;0;0;0;0;12;11980;18;17980;14;13970;18;17980;280;117080;122;48640;169;84038;110;51058;17;16990;2;2670;7;12910;7;9860;2;2640
04.11.2020 21:00;0;0;0;0;11;10990;14;13980;11;11000;14;13960;210;80930;81;30451;133;64430;68;29740;14;13990;1;1330;3;5520;7;10600;3;3970
04.11.2020 22:00;1;1000;0;0;9;8970;12;11980;10;9990;12;11990;163;63310;51;18710;103;46390;51;20640;13;12990;0;0;1;1330;1;1370;0;0
04.11.2020 23:00;0;0;1;1000;6;5990;10;10000;7;7000;10;9980;84;35630;18;7680;73;31990;34;13280;9;9000;0;0;1;1330;2;2750;0;0
05.11.2020 00:00;0;0;0;0;4;4000;12;11990;4;4000;12;11980;56;22240;13;5600;37;17760;23;9270;5;5000;2;2670;1;1330;0;0;1;1330
05.11.2020 01:00;0;0;0;0;1;990;1;1000;1;1000;1;1000;30;12960;3;960;28;13900;5;2080;1;1000;0;0;0;0;0;0;0;0
05.11.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;28;12470;3;800;21;10230;5;1760;0;0;0;0;0;0;0;0;1;1320
05.11.2020 03:00;0;0;0;0;2;2000;2;1990;2;2000;2;2000;22;10880;4;1280;10;7990;3;1600;2;2000;0;0;0;0;0;0;0;0
05.11.2020 04:00;0;0;0;0;9;9000;5;4970;9;9000;6;6000;68;31040;16;6080;29;16630;20;8539;10;9990;0;0;0;0;0;0;0;0
05.11.2020 05:00;0;0;0;0;22;21980;18;17980;24;23960;17;16980;215;89590;127;53260;127;65457;110;43340;27;26990;0;0;1;1330;4;6770;0;0
05.11.2020 06:00;1;1000;0;0;24;23960;23;22990;26;25970;23;22970;439;202061;260;127650;320;166261;306;135800;29;28990;2;3570;8;13610;6;9900;5;9870
05.11.2020 07:00;0;0;1;1000;26;25970;27;26980;28;28038;27;26970;676;374304;444;234630;511;392820;530;318220;32;31970;5;6820;34;67970;28;57916;15;28760
05.11.2020 08:00;0;0;0;0;26;25990;27;26960;30;29980;26;25950;655;343408;420;207959;514;338169;507;248840;31;31000;15;25378;40;66020;14;20440;19;30480
05.11.2020 09:00;1;1000;0;0;19;18980;25;24970;21;20980;25;24970;600;348295;306;153437;463;270800;416;221269;25;24960;5;10290;26;41100;14;20620;11;15500
05.11.2020 10:00;2;2000;1;1000;20;19980;22;21960;22;21990;22;21960;604;389359;293;207270;402;239144;345;178828;28;28000;10;14330;25;46540;16;39640;3;5080
05.11.2020 11:00;0;0;1;1000;21;20950;20;19970;22;21960;20;19980;614;418935;305;207665;372;241309;312;146920;24;23950;17;32900;28;50000;16;31560;9;12310
05.11.2020 12:00;0;0;0;0;23;22950;24;23980;25;24980;24;24042;664;450109;379;232099;384;217049;314;152799;28;28048;7;10270;28;44860;34;61859;13;22839
05.11.2020 13:00;0;0;0;0;28;27960;27;27000;29;28970;26;25990;673;414290;351;254635;445;256901;409;214010;32;31970;23;37780;35;68830;20;36100;19;32930
05.11.2020 14:00;1;1000;1;1000;20;20062;27;26990;22;22000;27;26950;684;451030;357;240030;454;270450;369;182470;26;25980;6;9150;29;53792;26;46560;12;16720
05.11.2020 15:00;0;0;0;0;22;21950;27;27029;24;23980;27;26960;748;580670;456;361839;505;280919;409;193076;27;27000;15;24010;30;55560;29;44480;15;22560
05.11.2020 16:00;0;0;0;0;24;23970;26;25970;27;26990;26;25980;745;458475;456;315796;543;319769;467;217830;29;29000;10;14550;20;31990;24;37148;10;13650
05.11.2020 17:00;0;0;0;0;24;23960;26;25980;26;25980;26;25970;725;447597;415;264378;493;272860;424;201558;29;28970;8;12670;32;66750;34;63288;13;17690
05.11.2020 18:00;0;0;0;0;25;25037;26;25980;26;25930;26;26000;626;319930;401;227210;421;227709;323;149730;30;29980;11;14700;34;62040;19;27557;10;16460
05.11.2020 19:00;0;0;0;0;19;18980;24;23960;22;22000;24;23990;422;209108;204;102670;282;138970;198;84780;23;22980;5;6740;12;21240;6;8090;4;5330
05.11.2020 20:00;0;0;0;0;12;11970;18;18000;14;13980;18;18058;286;128570;107;42230;196;102160;113;50220;17;16990;2;3440;4;5420;6;10800;3;5330
05.11.2020 21:00;0;0;0;0;11;10980;14;13980;11;10980;14;14000;241;93535;87;33880;139;63960;79;31820;14;13990;0;0;4;6440;4;22560;1;1330
05.11.2020 22:00;0;0;0;0;9;8990;12;11980;10;10000;12;12000;162;62120;59;23150;125;59103;67;28630;12;11990;0;0;0;0;1;1370;1;1330
05.11.2020 23:00;1;1000;1;1000;6;5990;10;9990;7;7000;10;9990;83;35660;29;11680;80;37420;32;12310;10;9990;0;0;2;3590;3;4400;0;0
06.11.2020 00:00;0;0;0;0;4;4000;12;11970;4;3990;12;11980;66;29654;16;5920;44;23840;18;8160;4;4000;1;1330;1;2340;0;0;0;0
06.11.2020 01:00;0;0;0;0;1;1000;1;1000;1;1000;1;1000;38;16470;6;2080;25;11990;10;4480;1;1000;0;0;0;0;0;0;0;0
06.11.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;29;13120;5;1760;20;9760;9;3520;0;0;0;0;0;0;0;0;0;0
06.11.2020 03:00;0;0;0;0;2;2000;2;1990;2;2000;2;2000;27;10619;7;3360;15;10080;5;2240;2;2000;0;0;0;0;0;0;0;0
06.11.2020 04:00;1;1000;0;0;9;8990;5;5000;8;7990;6;6000;61;29920;15;5600;25;15752;16;6230;11;10990;0;0;1;1330;0;0;0;0
06.11.2020 05:00;0;0;1;1000;22;21960;18;17970;25;24970;17;16990;186;77329;98;41224;116;62840;101;39350;26;25970;0;0;4;5320;3;3930;2;3420
06.11.2020 06:00;0;0;0;0;24;24037;23;22980;26;25950;23;22970;386;183059;242;108420;298;158280;264;115839;29;28970;3;4040;8;11250;12;17430;1;1510
06.11.2020 07:00;0;0;0;0;26;25980;26;25980;29;28970;24;23980;637;364266;398;210257;461;323599;509;256975;30;29970;6;10030;25;42800;18;33410;18;32600
06.11.2020 08:00;0;0;0;0;27;26960;26;25980;29;28990;26;25990;577;320020;381;203770;456;296647;452;225748;30;30000;4;5420;48;73930;27;40300;11;16879
06.11.2020 09:00;0;0;0;0;19;18950;26;25970;22;22000;26;26368;557;278707;280;140560;457;266104;382;178534;24;23980;2;3470;21;37550;22;31876;5;7310
06.11.2020 10:00;0;0;0;0;21;20960;22;21980;23;22980;22;21970;597;301440;281;158058;430;251350;339;161510;26;25980;10;15210;24;47380;17;32270;8;11580
06.11.2020 11:00;0;0;0;0;19;18990;22;21990;21;20970;23;22960;648;395675;343;168105;386;213038;336;153700;24;23990;8;14330;28;46490;15;27750;16;30735
06.11.2020 12:00;0;0;0;0;24;23980;24;23980;25;24990;24;23980;700;421210;389;242657;441;266857;370;183130;28;27980;9;13970;36;68570;31;52620;14;22130
06.11.2020 13:00;1;1000;0;0;28;27980;26;25970;30;30021;26;25970;743;472237;421;237940;467;270030;360;174539;33;32980;11;25750;39;91505;28;42900;19;27990
06.11.2020 14:00;0;0;1;1000;24;23970;27;26970;27;26960;27;26980;739;394264;404;198257;481;283188;406;204490;28;27990;8;11470;36;55060;38;68170;8;18070
06.11.2020 15:00;0;0;0;0;24;23960;26;25960;25;24980;26;25990;704;466261;416;268361;477;272290;398;185258;27;26970;19;32839;34;61890;23;50370;14;22720
06.11.2020 16:00;0;0;0;0;24;23980;25;24999;26;25990;26;25990;719;417674;422;223100;465;258780;387;182040;28;27970;14;23070;29;40410;37;56020;9;13370
06.11.2020 17:00;0;0;0;0;24;23980;26;25980;26;25980;25;24980;693;340100;418;230820;469;274639;406;201860;27;26970;10;16950;21;32510;31;52809;11;17000
06.11.2020 18:00;0;0;0;0;25;24420;26;25970;25;24990;25;24960;621;331077;320;182747;405;225740;346;166278;30;29960;14;24340;18;28020;17;26753;6;7990
06.11.2020 19:00;0;0;0;0;19;19500;24;23990;22;21980;24;23990;457;180892;196;77580;313;156710;207;90570;23;22980;5;7670;10;18650;7;11550;1;1330
06.11.2020 20:00;0;0;0;0;12;12000;18;17960;14;13980;18;17990;317;128420;133;51810;217;103640;138;55927;16;15990;4;7470;3;4200;6;8260;3;4050
06.11.2020 21:00;0;0;0;0;11;11000;14;13980;11;11000;14;13990;247;98850;77;29662;160;75330;76;31980;14;13990;0;0;3;4320;3;4050;1;1320
06.11.2020 22:00;0;0;0;0;9;8990;12;11980;10;9990;12;11980;186;74030;63;24950;130;67170;57;24470;12;11990;5;7220;0;0;2;2690;1;2180
06.11.2020 23:00;0;0;0;0;6;5990;9;9000;7;6990;10;9980;138;55160;29;10560;77;35190;39;15840;9;8990;0;0;2;2660;1;1380;0;0
07.11.2020 00:00;0;0;0;0;4;4000;10;9990;4;3990;10;10000;118;47581;24;9750;68;30390;32;14240;5;5000;0;0;3;5460;0;0;1;1490
07.11.2020 01:00;0;0;0;0;4;3990;5;5000;4;4000;5;5000;58;24480;8;3040;50;24960;17;6880;5;5000;0;0;0;0;0;0;2;2870
07.11.2020 02:00;0;0;0;0;4;3990;6;6000;4;3990;6;6000;49;20480;7;2400;39;19340;13;4480;5;5000;0;0;0;0;0;0;0;0
07.11.2020 03:00;0;0;0;0;2;2000;1;990;2;2000;1;1000;30;12150;4;1280;20;13110;6;1920;2;2000;0;0;1;1330;1;1310;0;0
07.11.2020 04:00;0;0;0;0;6;6000;3;3000;6;6000;3;3000;36;15350;5;1920;22;11200;11;4800;7;7000;1;1510;0;0;0;0;1;1510
07.11.2020 05:00;0;0;0;0;13;12970;13;13000;16;15970;12;11980;75;31340;26;11520;68;39990;40;17110;16;15990;0;0;0;0;0;0;1;1320
07.11.2020 06:00;0;0;0;0;12;11990;15;14990;15;14980;15;15000;132;54070;52;22560;94;55800;49;20600;17;16980;0;0;1;1660;5;9000;1;1330
07.11.2020 07:00;1;1000;0;0;11;10990;15;14990;14;13970;15;14980;181;71990;68;24800;125;66710;98;41920;16;15980;1;1330;1;2120;1;1310;1;1870
07.11.2020 08:00;0;0;1;1000;14;14000;15;15000;17;17056;15;15000;259;110190;87;36320;199;98350;148;61250;19;18980;0;0;1;1330;3;5230;1;2610
07.11.2020 09:00;0;0;0;0;12;12044;15;14960;15;14990;15;14990;401;156040;153;58588;279;134500;215;88600;17;16990;1;1340;6;8150;8;16860;1;2160
07.11.2020 10:00;0;0;0;0;12;11990;15;14970;15;14980;15;14990;475;216160;204;102200;388;214630;272;129720;17;17000;4;5770;7;9330;12;24080;4;6550
07.11.2020 11:00;1;1000;1;1000;12;11960;15;14970;15;14980;15;14960;617;284972;284;131300;448;245480;309;139640;18;17980;5;7220;10;16810;18;30990;9;16250
07.11.2020 12:00;1;1000;0;0;12;11960;15;14990;15;14970;15;14990;624;313228;308;144250;454;249152;355;162950;18;17980;16;24980;13;19470;11;14750;2;2650
07.11.2020 13:00;0;0;1;1000;12;12000;15;14990;15;14980;15;14970;633;305240;325;172217;480;253270;332;146980;16;15970;16;30170;26;47950;19;33060;10;14720
07.11.2020 14:00;0;0;1;1000;12;12000;15;15000;15;14970;15;14970;656;350646;329;192780;451;230866;328;149540;17;16970;6;9190;21;35970;25;50051;3;5190
07.11.2020 15:00;0;0;0;0;12;12000;14;13990;14;14000;14;13990;628;334900;307;170980;407;199911;286;122190;16;16000;14;22580;16;25120;10;14270;11;20879
07.11.2020 16:00;0;0;0;0;12;11990;15;14980;15;14970;15;14990;624;310280;312;155140;388;197980;284;124380;17;16990;8;10950;18;34550;24;56500;5;6750
07.11.2020 17:00;0;0;0;0;12;11980;14;13990;15;14980;15;14980;614;322671;320;190800;372;198179;271;124250;17;16990;19;31930;19;29700;14;27118;7;9930
07.11.2020 18:00;0;0;0;0;12;12000;15;14990;15;15000;14;14060;516;236763;236;115270;322;163803;221;98390;17;16990;7;9380;7;13840;10;17980;11;16200
07.11.2020 19:00;0;0;0;0;11;10990;14;13970;12;12000;14;13990;389;174320;165;64160;257;134891;164;76920;14;13990;10;15360;7;11740;10;20950;0;0
07.11.2020 20:00;0;0;0;0;10;9990;12;11990;11;11000;12;11990;299;112380;112;43970;224;107620;139;59660;13;12980;4;5330;2;2660;3;5350;5;10290
07.11.2020 21:00;0;0;0;0;8;8000;11;10990;9;8990;11;11000;227;92920;68;27680;159;79180;107;43630;11;11000;2;2670;5;7190;6;9740;2;3590
07.11.2020 22:00;0;0;0;0;6;6000;10;10000;7;6990;10;9990;197;75810;48;18080;134;60590;65;25977;9;9049;1;1340;2;4330;2;2880;1;1320
07.11.2020 23:00;0;0;0;0;6;6000;9;9000;7;7000;9;9000;155;59340;42;16320;104;47640;55;21280;9;9000;1;1450;3;4050;2;2680;1;2280
08.11.2020 00:00;0;0;0;0;4;4000;10;10000;4;4000;10;10000;126;49120;32;12480;81;36320;34;14240;5;5000;0;0;1;1330;1;1810;0;0
08.11.2020 01:00;0;0;0;0;4;3990;5;5000;4;3990;5;5000;91;34540;21;7670;57;24480;24;9590;5;4990;0;0;1;1330;0;0;0;0
08.11.2020 02:00;0;0;0;0;4;3990;6;6000;4;4000;6;5990;56;23830;6;2720;37;17110;20;8160;5;4990;0;0;0;0;0;0;0;0
08.11.2020 03:00;0;0;0;0;1;1000;1;1000;1;1000;1;1000;33;13120;4;1440;13;5600;10;4000;1;990;0;0;0;0;0;0;0;0
08.11.2020 04:00;0;0;0;0;1;1000;0;0;1;1000;0;0;32;13120;7;3040;18;8790;9;4320;2;2000;0;0;0;0;1;2760;0;0
08.11.2020 05:00;0;0;0;0;6;5990;2;2000;6;5980;2;2000;35;12800;10;3360;35;14700;29;11680;7;6990;1;2070;0;0;2;4220;0;0
08.11.2020 06:00;0;0;0;0;7;6990;7;6990;9;9000;7;6990;51;19040;19;7520;41;18080;11;4640;10;10000;0;0;0;0;1;1540;0;0
08.11.2020 07:00;0;0;0;0;6;6000;7;7000;8;8000;7;7000;74;28950;12;4310;38;16790;22;8320;9;9000;0;0;1;1330;2;2620;0;0
08.11.2020 08:00;0;0;0;0;6;6000;7;7000;8;8000;7;6990;105;37420;28;10400;70;29219;45;20369;9;9000;1;2630;2;2670;1;11070;1;2210
08.11.2020 09:00;0;0;0;0;6;6033;7;7000;7;6990;7;7000;189;80340;47;18240;131;57520;74;30753;9;9000;0;0;4;6190;4;5440;3;3960
08.11.2020 10:00;0;0;0;0;6;5990;7;7000;7;7000;7;7000;267;106950;83;31360;190;92880;108;45280;9;8990;3;4650;11;15360;8;11040;0;0
08.11.2020 11:00;0;0;0;0;6;6000;7;6990;7;6990;7;7000;396;154372;143;57169;252;119140;158;67670;9;8990;1;1340;3;5240;7;20360;1;1320
08.11.2020 12:00;0;0;0;0;9;8990;10;10000;10;9990;10;10000;475;192210;161;62710;294;157388;181;81270;12;11980;3;5200;3;4100;7;12510;7;11600
08.11.2020 13:00;0;0;0;0;12;11980;15;15049;15;15000;15;14990;479;202834;189;75820;300;180431;207;102520;17;16990;6;8220;16;30060;9;15820;8;10810
08.11.2020 14:00;0;0;0;0;12;11980;15;14980;15;14990;15;14990;540;216690;222;100930;363;188110;246;113419;17;16970;3;4950;16;25940;12;22678;12;26960
08.11.2020 15:00;0;0;0;0;12;11980;15;14980;15;15000;15;14970;499;197030;202;79552;333;180298;210;101131;17;16980;4;5340;15;48980;20;54797;6;7950
08.11.2020 16:00;0;0;0;0;12;12000;15;14990;15;14970;15;15000;509;206310;196;80560;313;180770;216;101930;17;17000;10;14080;5;7630;16;34740;4;7990
08.11.2020 17:00;0;0;0;0;12;11980;15;14960;15;14990;15;15054;460;195170;210;96760;334;180424;269;129574;17;17000;5;7980;9;12790;8;15660;5;8020
08.11.2020 18:00;0;0;0;0;12;11990;16;15970;15;14990;16;15960;433;163402;198;78137;306;163920;210;95046;17;16990;3;4000;3;5430;5;10480;1;1320
08.11.2020 19:00;0;0;0;0;10;9980;14;13990;12;11990;14;13990;339;139450;139;59810;285;159004;176;82350;14;13990;2;2670;7;10030;21;51310;8;15820
08.11.2020 20:00;0;0;0;0;7;7000;9;8990;8;7980;9;9000;272;112590;85;33667;214;103880;149;63000;10;10000;2;2670;2;2680;5;8420;4;5300
08.11.2020 21:00;0;0;0;0;6;5990;9;9000;7;7000;9;9000;201;75300;66;25430;162;73030;80;32356;9;8990;2;2670;0;0;7;9520;0;0
08.11.2020 22:00;0;0;0;0;6;5980;9;9000;7;7000;9;8990;188;72490;48;17440;122;56610;58;23970;9;8990;0;0;0;0;2;3440;1;1350
08.11.2020 23:00;0;0;0;0;6;5980;9;8990;7;6980;9;9000;98;38980;23;8640;75;34220;32;14080;9;8990;0;0;0;0;3;5220;1;1330
09.11.2020 00:00;0;0;0;0;4;4000;12;12000;4;4000;13;12990;63;25460;17;6390;35;17910;13;5600;5;5000;0;0;0;0;1;1380;0;0
09.11.2020 01:00;0;0;0;0;1;1000;1;1000;1;1000;1;1000;40;18220;8;2880;21;9760;9;4960;1;1000;0;0;0;0;0;0;0;0
09.11.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;26;12000;5;2560;15;7190;10;3520;0;0;0;0;0;0;0;0;0;0
09.11.2020 03:00;0;0;0;0;2;1980;2;1990;2;2000;2;2000;32;12640;6;2240;14;6790;2;800;2;2000;0;0;0;0;0;0;0;0
09.11.2020 04:00;0;0;0;0;9;8990;5;4990;9;9000;6;6000;70;30690;17;7200;37;20230;20;8620;10;10000;0;0;0;0;0;0;0;0
09.11.2020 05:00;0;0;0;0;22;22000;18;18000;24;23960;17;16970;212;80035;103;41975;122;65002;108;47500;26;25960;0;0;2;2960;5;6880;3;7280
09.11.2020 06:00;0;0;0;0;25;24950;23;22970;28;28029;23;22970;478;218158;286;135490;331;179550;287;127280;30;29980;3;3990;3;4850;9;12680;3;5070
09.11.2020 07:00;0;0;0;0;28;27990;26;25980;29;29057;27;26980;686;395290;436;213260;528;372879;564;400529;34;33970;9;13090;40;92300;25;40840;15;22820
09.11.2020 08:00;0;0;0;0;26;26000;26;25950;30;29990;27;26980;630;315320;383;196050;508;371172;500;241004;31;30990;13;20630;34;60140;25;38070;15;32500
09.11.2020 09:00;0;0;0;0;20;19960;27;27048;22;21970;26;25990;598;302606;310;157520;479;303820;408;216996;25;25000;11;16730;24;37780;15;24580;11;15260
09.11.2020 10:00;1;1000;1;1000;19;19000;22;22035;21;20990;23;22990;614;395528;301;192240;412;231740;319;149560;26;25960;9;16240;36;92310;21;46060;8;12330
09.11.2020 11:00;0;0;0;0;21;20990;22;21980;22;21960;21;21041;598;381910;313;186810;407;233140;357;161268;25;24980;10;17810;32;59790;22;39190;15;31280
09.11.2020 12:00;1;1000;0;0;23;22990;24;23960;26;26000;24;23990;632;393302;334;208454;392;231468;316;147059;30;29970;11;16280;31;49380;31;53474;23;41750
09.11.2020 13:00;0;0;0;0;27;26980;27;26960;28;27950;26;25980;666;437245;370;254499;411;231316;350;162726;29;28980;19;47645;34;56616;33;70440;25;35690
09.11.2020 14:00;1;1000;0;0;23;22980;26;26000;25;24970;26;25950;662;388770;358;201170;458;256994;376;180140;28;27950;12;20520;41;78715;28;44930;13;23680
09.11.2020 15:00;0;0;0;0;25;24970;26;26000;26;26000;26;25970;725;428597;468;311540;479;269057;405;190330;30;29990;16;28280;37;65800;34;58200;12;18480
09.11.2020 16:00;0;0;0;0;23;22950;26;26012;27;26960;26;26000;753;476059;474;287059;515;309344;425;206438;28;28000;11;16180;34;57470;24;39000;18;29780
09.11.2020 17:00;0;0;0;0;24;23970;26;25990;26;25980;26;25960;697;370313;424;257351;468;277390;445;223850;29;28970;9;12000;35;55090;25;41940;12;17090
09.11.2020 18:00;0;0;0;0;25;24970;26;26031;26;25980;26;25990;590;276500;317;161700;421;243730;334;163280;29;28980;13;18990;21;30550;16;23360;17;26650
09.11.2020 19:00;0;0;0;0;19;18990;24;24039;21;20990;24;23980;421;184727;184;78570;264;130660;176;77579;23;23036;10;14490;14;23920;7;10240;4;6190
09.11.2020 20:00;0;0;0;0;12;11970;18;18000;14;13990;18;18048;305;125870;119;47030;168;82360;104;48120;17;16990;2;5240;10;13640;4;7650;5;7400
09.11.2020 21:00;1;1000;0;0;11;10990;14;14000;11;11000;14;13980;186;75840;59;23990;125;62380;61;26850;15;14990;2;2660;5;9400;5;13470;4;5300
09.11.2020 22:00;0;0;1;1000;9;8970;12;11980;10;9990;12;11990;146;59379;47;17920;95;46070;54;23240;12;11990;2;2670;2;2750;3;5480;3;4760
09.11.2020 23:00;0;0;0;0;6;6000;10;10000;7;6990;10;9970;83;36150;22;7830;52;24160;27;11200;8;8000;0;0;0;0;4;6010;5;8870
10.11.2020 00:00;0;0;0;0;4;3990;12;11980;4;4000;12;12000;53;20960;9;3520;35;17900;13;4630;5;5000;0;0;0;0;0;0;0;0
10.11.2020 01:00;0;0;0;0;1;990;1;1000;1;1000;1;1000;34;12960;7;2240;25;10720;16;6070;1;1000;0;0;0;0;0;0;0;0
10.11.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;23;11040;1;480;17;8550;9;4160;0;0;0;0;0;0;1;1990;1;1590
10.11.2020 03:00;0;0;0;0;2;2000;2;2000;2;1990;2;2000;39;17440;7;3030;15;8250;7;3040;2;2000;0;0;0;0;0;0;0;0
10.11.2020 04:00;0;0;0;0;9;8990;6;5990;9;8990;6;6000;60;28160;21;9110;23;12800;16;7520;10;9980;1;1800;0;0;0;0;1;1610
10.11.2020 05:00;0;0;0;0;23;22960;17;16910;25;24960;17;16990;204;94240;98;36360;129;67960;97;39820;27;26960;0;0;1;1370;3;6030;2;2630
10.11.2020 06:00;0;0;0;0;23;22990;23;23080;26;25980;23;22960;431;189540;296;126640;322;171769;304;132240;28;27990;3;4640;5;8600;5;7570;3;4410
10.11.2020 07:00;0;0;0;0;28;27960;27;26970;30;29970;27;27000;674;388805;471;258720;508;312650;542;293950;33;32980;10;14330;26;43830;17;26420;20;32735
10.11.2020 08:00;0;0;0;0;27;26990;27;27039;29;28960;27;26960;679;413908;402;213141;527;350438;498;245850;32;31970;8;11650;31;54050;29;54950;33;67049
10.11.2020 09:00;1;1000;0;0;19;18990;26;25980;22;21980;26;26000;623;339990;320;159450;475;315687;425;223157;25;24980;7;12340;24;38870;13;21160;11;16770
10.11.2020 10:00;0;0;0;0;21;20970;22;21990;22;21980;22;21990;590;343915;298;165040;416;243370;319;149000;24;23990;7;11450;15;23280;26;70140;11;18820
