01.06.2020 00:00;Bel_D111_1;Vwz_D111_1;Bel_D111_2;Vwz_D111_2;Bel_D51_1;Vwz_D51_1;Bel_D51_2;Vwz_D51_2;Bel_T1_b;Vwz_T1_b;Bel_T1_s;Vwz_T1_s;Bel_T2_b;Vwz_T2_b;Bel_T2_s;Vwz_T2_s;Bel_T3_b;Vwz_T3_b;Bel_T4_b;Vwz_T4_b;Bel_T5_b;Vwz_T5_b;Bel_T5_s;Vwz_T5_s;Bel_T6_b;Vwz_T6_b;Bel_T6_s;Vwz_T6_s;Bel_T7_b;Vwz_T7_b;Bel_T8_b;Vwz_T8_b;Bel_VD113;Vwz_VD113;Bel_VD21;Vwz_VD21;Bel_VD53;Vwz_VD53;Bel_VD81;Vwz_VD81
01.06.2020 00:00;4;16200;5;3600;9;98400;9;97200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2400;31;99000;9;11400;44;108600
01.06.2020 01:00;1;0;1;600;10;69600;10;57600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;61200;7;10200;35;83400
01.06.2020 02:00;1;1800;1;1200;2;1200;3;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;13;31800;0;0;16;34200
01.06.2020 03:00;1;600;1;600;3;36600;4;55200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;32400;4;6000;17;44400
01.06.2020 04:00;2;17400;2;3000;4;46800;4;47400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;29400;3;12000;6;22800
01.06.2020 05:00;2;600;2;600;1;3600;1;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;936000;17;38400;1;600;10;24600
01.06.2020 06:00;1;16800;1;16800;5;47400;6;34800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;2671200;21;50400;5;25200;21;39600
01.06.2020 07:00;3;16200;3;3000;15;148800;16;136800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;3544800;30;61800;11;60000;30;56400
01.06.2020 08:00;7;48600;6;22200;21;235800;19;217800;0;0;0;0;3;600;0;0;0;0;0;0;0;0;0;0;2;600;3;600;0;0;0;0;51;3357600;60;130800;20;60600;37;96000
01.06.2020 09:00;25;136200;25;122400;38;353400;41;329400;0;0;2;2400;1;0;0;0;0;0;0;0;0;0;0;0;4;600;0;0;0;0;0;0;48;3357600;95;365400;32;178800;72;196800
01.06.2020 10:00;18;160200;20;100200;37;367200;38;326400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1200;0;0;0;0;8;3569400;111;393000;37;216600;101;366000
01.06.2020 11:00;20;148800;18;136800;47;427200;51;409200;1;0;1;600;0;0;1;0;0;0;0;0;2;0;0;0;0;0;1;6600;0;0;0;0;2;3597600;140;661200;43;211800;136;694200
01.06.2020 12:00;21;128400;20;45000;49;517800;48;521400;1;600;0;0;0;0;1;600;0;0;0;0;0;0;1;600;0;0;0;0;0;0;1;0;16;3507600;140;488400;36;441600;154;744600
01.06.2020 13:00;24;289200;22;205200;61;495000;60;472200;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6000;0;0;0;0;0;0;0;0;10;3573000;146;664200;60;247800;152;701400
01.06.2020 14:00;26;161400;26;70200;41;457800;42;382200;3;600;0;0;0;0;2;3600;0;0;0;0;3;600;0;0;1;0;0;0;0;0;0;0;5;3595800;155;791400;34;159600;168;879000
01.06.2020 15:00;23;135600;23;40800;56;804600;57;708000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;12600;0;0;0;0;1;3590400;123;613800;47;385800;161;739200
01.06.2020 16:00;18;232800;17;159000;61;554400;68;412800;0;0;0;0;0;0;1;1800;0;0;0;0;0;0;0;0;0;0;9;16200;0;0;0;0;45;3502800;150;670200;52;345000;175;732600
01.06.2020 17:00;29;195000;31;97200;49;693600;55;598200;0;0;0;0;0;0;7;1200;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;3563400;163;745800;41;985800;152;634800
01.06.2020 18:00;15;226200;15;113400;50;612600;52;541800;1;0;3;0;0;0;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;3477600;180;778800;39;167400;169;690000
01.06.2020 19:00;30;134400;25;41400;51;409200;50;315000;0;0;2;600;4;600;5;4800;3;0;0;0;5;1800;1;600;1;0;0;0;0;0;0;0;55;3327000;129;612000;24;1561800;163;646800
01.06.2020 20:00;22;200400;21;106800;48;379200;47;276600;6;600;1;0;36;7200;6;9000;0;0;0;0;1;0;0;0;0;0;0;0;3;0;1;0;102;1798200;113;535200;30;497400;132;730800
01.06.2020 21:00;10;52800;9;34200;37;427200;37;351600;0;0;0;0;1;0;0;0;0;0;0;0;48;7800;2;9600;3;0;3;2400;8;1800;0;0;20;911400;86;397200;30;874800;106;570000
01.06.2020 22:00;11;126000;13;34200;24;238200;25;172200;0;0;0;0;0;0;3;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12000;89;310200;26;62400;131;464400
01.06.2020 23:00;4;66600;4;65400;6;34200;9;20400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4800;44;134400;4;4200;56;157800
02.06.2020 00:00;0;0;0;0;6;51600;6;51000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;83400;4;5400;29;70800
02.06.2020 01:00;2;16800;2;3600;4;30600;4;30600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;33000;2;4200;17;42600
02.06.2020 02:00;1;600;1;600;1;17400;1;17400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;34200;2;600;7;15600
02.06.2020 03:00;0;0;0;0;2;31200;2;32400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;18600;2;4800;7;16800
02.06.2020 04:00;1;2400;1;1800;9;108600;9;85200;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;42600;5;10200;19;51000
02.06.2020 05:00;6;52800;6;8400;21;220200;20;195000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;737400;77;239400;18;112800;43;148200
02.06.2020 06:00;19;228600;20;115800;41;528000;41;432600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;3069000;139;640800;34;245400;63;276000
02.06.2020 07:00;30;221400;29;117600;92;1211400;92;1167000;5;600;1;1200;0;0;0;0;0;0;0;0;0;0;2;0;6;1200;3;1200;0;0;0;0;133;2412600;147;1153800;75;654600;130;653400
02.06.2020 08:00;29;333000;28;220200;88;1189800;85;1027800;0;0;0;0;4;0;1;3000;13;1200;1;0;1;0;0;0;2;0;3;1800;0;0;0;0;81;2865600;178;1152600;80;629400;150;903000
02.06.2020 09:00;35;576000;38;391800;94;1135200;95;1007400;2;1200;0;0;0;0;0;0;0;0;0;0;3;600;1;0;0;0;1;1200;0;0;0;0;89;2820600;173;1252800;119;558600;152;1201200
02.06.2020 10:00;28;295800;28;141000;80;953400;83;908400;1;0;3;600;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;69;2861400;177;1323600;64;1090200;174;1042800
02.06.2020 11:00;40;564600;38;293400;79;816600;83;706200;0;0;0;0;16;4200;1;5400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;3196800;188;927600;36;1888200;224;1162800
02.06.2020 12:00;32;370200;34;197400;82;867600;86;737400;1;1200;1;600;1;0;1;0;1;0;0;0;0;0;0;0;3;600;5;4800;5;600;0;0;55;3448800;162;1046400;64;498600;187;1181400
02.06.2020 13:00;43;514200;41;372600;87;806400;88;805800;3;0;0;0;0;0;2;600;0;0;0;0;17;2400;3;4200;10;1800;8;14400;0;0;0;0;19;3517200;158;1098600;56;742800;176;1129800
02.06.2020 14:00;23;246600;25;162600;75;742200;76;729600;0;0;1;1200;4;0;3;6000;0;0;1;0;3;600;5;9000;0;0;2;1200;0;0;0;0;198;2897400;168;1116600;48;1071600;186;1062600
02.06.2020 15:00;34;592200;36;474600;76;972600;77;957000;0;0;1;600;3;1800;1;600;0;0;0;0;0;0;7;9600;5;0;0;0;2;1200;0;0;74;3157200;164;1111200;74;657600;205;1233600
02.06.2020 16:00;39;346800;38;285000;99;957600;99;955200;0;0;5;4800;7;600;6;3000;0;0;2;0;0;0;4;11400;3;600;1;0;1;0;1;0;111;2874000;171;1215000;86;652200;205;1410600
02.06.2020 17:00;40;342000;37;238200;77;776400;82;735000;0;0;1;600;8;600;1;1200;0;0;0;0;1;0;0;0;4;600;6;1200;0;0;1;0;13;3511200;149;945600;49;1365600;237;1122000
02.06.2020 18:00;34;310800;35;222600;72;922800;76;827400;11;14400;7;8400;2;0;2;3000;0;0;3;0;0;0;0;0;3;0;2;2400;0;0;0;0;71;2832600;140;912000;54;1176600;152;1062600
02.06.2020 19:00;35;322800;34;164400;51;631200;53;571200;0;0;1;3000;0;0;0;0;0;0;1;0;4;600;4;600;1;0;4;1200;0;0;0;0;86;2524800;125;654000;41;343800;167;907200
02.06.2020 20:00;21;184200;24;99000;45;363600;44;248400;0;0;0;0;2;600;0;0;0;0;0;0;0;0;2;600;0;0;7;9000;0;0;0;0;61;1228200;122;544200;37;187200;144;575400
02.06.2020 21:00;21;106800;21;65400;43;371400;42;299400;0;0;0;0;0;0;0;0;0;0;0;0;5;600;1;0;0;0;0;0;0;0;0;0;20;64800;83;457800;32;128400;117;448200
02.06.2020 22:00;4;18000;3;16200;18;228600;19;229200;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;4;600;0;0;0;0;2;1800;77;261600;17;43800;115;318000
02.06.2020 23:00;7;48600;8;33600;17;87600;17;68400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2400;39;103200;9;10200;64;181800
03.06.2020 00:00;2;34800;2;18600;4;31800;4;19200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4200;28;90000;2;3000;32;79200
03.06.2020 01:00;2;15600;2;15000;3;18000;3;18600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2400;12;37800;3;15000;29;67200
03.06.2020 02:00;2;3600;2;2400;7;62400;7;58800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2400;11;22200;5;6600;12;27000
03.06.2020 03:00;0;0;0;0;2;16800;2;35400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3289800;1;3289200;1;3289200;1;3289800
03.06.2020 04:00;0;0;0;0;5;65400;5;66000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;3600000;0;3600000;0;3600000
03.06.2020 05:00;5;47400;5;19800;16;204000;17;172200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;1020600;69;776400;15;663600;35;643800
03.06.2020 06:00;16;212400;15;121800;35;328800;36;295200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;55;603600;120;493200;31;103200;82;295800
03.06.2020 07:00;38;340200;35;183000;82;867000;83;839400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;600;1;600;0;0;0;0;33;105000;154;1072200;63;420600;116;492600
03.06.2020 08:00;32;224400;34;156000;93;871800;91;832800;0;0;1;0;4;0;14;4800;0;0;0;0;0;0;1;1200;0;0;0;0;0;0;0;0;44;170400;133;1093800;64;804000;128;832200
03.06.2020 09:00;42;566400;39;409800;77;870000;73;867000;5;1200;0;0;0;0;1;3600;0;0;0;0;0;0;2;600;1;0;5;1200;0;0;0;0;129;1735800;166;1140000;63;565800;158;846000
03.06.2020 10:00;32;414600;32;291000;74;721200;77;586200;1;600;4;600;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;82;1383600;173;1192200;62;355200;162;1157400
03.06.2020 11:00;26;294000;29;212400;81;1207200;81;1183800;0;0;0;0;1;600;1;600;0;0;0;0;3;600;4;1800;0;0;0;0;1;600;2;0;102;1926000;173;1014600;66;721800;184;964800
03.06.2020 12:00;37;241800;40;190800;67;724800;68;660000;2;600;1;600;2;600;0;0;0;0;2;0;0;0;0;0;6;600;0;0;0;0;1;0;97;2715600;166;1023000;57;486600;197;1119600
03.06.2020 13:00;30;246000;29;215400;81;880200;84;841800;0;0;1;1200;5;600;5;4200;0;0;0;0;8;600;3;2400;8;1200;4;3000;1;0;0;0;97;2886000;133;1087200;59;1213200;174;1352400
03.06.2020 14:00;32;279000;33;235200;68;603600;76;499800;0;0;1;600;0;0;0;0;0;0;0;0;8;1200;1;0;0;0;0;0;0;0;0;0;39;3337800;152;1116600;49;273000;202;1159200
03.06.2020 15:00;39;337200;38;202800;89;1293000;91;1202400;4;600;4;600;1;0;3;0;1;0;4;600;3;0;2;600;8;1200;1;3600;1;0;0;0;107;2872800;160;1050000;64;1116000;209;1245600
03.06.2020 16:00;39;462000;44;154200;118;1147200;119;1093200;18;4200;4;14400;0;0;0;0;0;0;0;0;1;0;2;1200;2;600;1;600;0;0;0;0;10;3574800;170;1282200;79;870600;190;1585800
03.06.2020 17:00;45;471000;48;334800;90;898800;91;823200;3;600;0;0;0;0;3;1200;0;0;0;0;0;0;0;0;3;0;2;600;0;0;0;0;60;2772600;163;999000;65;531000;220;1299600
03.06.2020 18:00;29;292200;34;138600;76;963600;78;826200;40;4800;4;2400;3;0;6;6600;1;0;4;600;6;600;3;0;1;0;1;600;0;0;0;0;173;1777800;150;1040400;64;386400;174;1198200
03.06.2020 19:00;29;220800;35;190800;64;727800;69;615000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1800;2;0;0;0;0;0;129;1947600;136;733800;48;342600;163;864000
03.06.2020 20:00;24;361800;23;148800;49;400800;50;361800;0;0;0;0;1;600;0;0;0;0;2;0;2;0;0;0;1;0;3;600;0;0;0;0;31;243600;113;456600;42;154800;126;654600
03.06.2020 21:00;8;114600;9;112800;26;256200;26;228600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;115200;77;322800;17;114600;104;466800
03.06.2020 22:00;6;62400;7;36600;17;166200;18;154200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5400;47;159000;13;21000;81;251400
03.06.2020 23:00;0;0;1;0;7;55200;7;43200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;106800;6;6000;55;151200
04.06.2020 00:00;2;20400;2;21000;4;69000;4;67800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3600;21;62400;4;11400;28;82200
04.06.2020 01:00;2;15600;2;15000;2;31200;2;30600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1800;15;46200;3;3600;18;41400
04.06.2020 02:00;0;0;0;0;2;1200;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;28200;0;0;8;18600
04.06.2020 03:00;0;0;0;0;3;47400;3;46800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;16200;4;6600;8;15600
04.06.2020 04:00;0;0;0;0;5;63000;5;49800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;55800;4;4200;21;52800
04.06.2020 05:00;5;17400;5;2400;19;273000;21;237600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;327000;70;231600;21;114600;30;150600
04.06.2020 06:00;17;247800;16;144600;39;539400;41;537600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;340800;119;538800;37;234600;80;250800
04.06.2020 07:00;32;258600;32;82800;83;903000;83;882000;47;9000;57;35400;2;600;0;0;0;0;0;0;0;0;2;0;2;0;3;5400;0;0;0;0;63;526800;151;1203600;87;484800;125;915600
04.06.2020 08:00;34;232800;36;195000;84;1081800;81;969600;0;0;0;0;0;0;0;0;0;0;0;0;2;600;1;600;0;0;1;0;0;0;0;0;42;622200;123;1245000;66;441000;154;889200
04.06.2020 09:00;41;457800;43;316800;72;912600;72;853800;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;265200;171;1130400;55;456600;154;906000
04.06.2020 10:00;23;291600;24;201000;68;841800;66;748800;0;0;0;0;0;0;4;600;1;0;0;0;0;0;0;0;6;600;2;8400;0;0;5;1800;67;796200;167;1152000;66;481800;166;1134000
04.06.2020 11:00;41;307800;44;159600;87;917400;87;870600;0;0;0;0;0;0;0;0;0;0;4;600;0;0;1;0;0;0;2;600;0;0;0;0;125;1089600;156;1367400;70;523200;181;1216800
04.06.2020 12:00;22;255600;21;192600;73;1002600;71;940200;15;3000;3;4200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;90;2496600;158;1285200;60;570600;186;1450800
04.06.2020 13:00;41;505800;40;210000;109;1066200;107;1041600;14;1200;3;3600;2;0;0;0;0;0;6;600;3;600;0;0;1;0;3;3000;0;0;0;0;96;1499400;160;1276200;79;722400;161;1277400
04.06.2020 14:00;32;355200;23;182400;67;957600;68;855600;0;0;0;0;0;0;0;0;0;0;1;0;8;1200;0;0;0;0;0;0;0;0;0;0;70;1422000;153;1178400;57;522000;199;1127400
04.06.2020 15:00;35;373200;36;209400;94;1191000;91;1135200;3;0;3;1200;6;600;2;0;0;0;6;600;13;1800;2;0;1;600;1;0;0;0;0;0;74;601800;168;1232400;69;662400;189;1240800
04.06.2020 16:00;28;535800;29;370800;105;1197600;102;1005000;0;0;0;0;2;0;3;0;0;0;2;0;1;0;0;0;4;600;3;2400;7;600;0;0;80;2555400;166;1363800;75;616200;209;1549200
04.06.2020 17:00;28;402000;29;256800;71;899400;72;863400;0;0;2;3000;5;600;3;3000;1;0;0;0;0;0;0;0;0;0;4;600;0;0;0;0;53;991800;156;1143600;60;397800;201;1380600
04.06.2020 18:00;29;409200;28;198000;64;657000;68;575400;4;0;3;600;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;96;619200;159;1041000;41;367800;198;954600
04.06.2020 19:00;26;276600;27;189000;56;529200;61;526200;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;7;1800;5;600;0;0;39;754200;108;596400;45;313800;155;1005600
04.06.2020 20:00;16;244200;16;184200;47;579000;48;466200;0;0;0;0;1;0;3;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;1868400;94;498000;43;280200;133;563400
04.06.2020 21:00;17;115200;17;76200;24;233400;25;175800;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;63;1312800;78;360600;19;62400;100;366600
04.06.2020 22:00;17;125400;20;85800;17;101400;18;99000;0;0;0;0;0;0;0;0;0;0;0;0;4;1200;0;0;0;0;0;0;0;0;0;0;15;32400;66;193800;10;24000;107;384600
04.06.2020 23:00;4;71400;4;30000;12;118200;12;105000;0;0;0;0;0;0;2;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3000;37;106200;11;25200;57;174600
05.06.2020 00:00;0;0;0;0;5;65400;7;52800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;43800;7;12600;28;64200
05.06.2020 01:00;0;0;0;0;5;51600;7;45000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;27600;4;16200;18;53400
05.06.2020 02:00;1;13800;1;1800;2;15000;2;14400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;28200;1;2400;14;33600
05.06.2020 03:00;0;0;0;0;4;63600;4;63600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;22800;7;9600;12;25800
05.06.2020 04:00;0;0;0;0;3;46200;3;35400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;42600;3;9000;13;40200
05.06.2020 05:00;7;39000;7;19200;21;369600;22;319800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;1900800;78;255000;25;152400;40;142800
05.06.2020 06:00;15;262800;16;133200;42;615000;40;580800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;92;847800;112;424800;40;293400;64;205200
05.06.2020 07:00;28;357000;29;126000;83;875400;81;820800;12;1200;6;3000;0;0;0;0;0;0;0;0;0;0;3;1200;0;0;0;0;0;0;0;0;159;1847400;133;1129800;65;433800;131;801000
05.06.2020 08:00;34;315600;37;199800;67;1063800;67;1036800;1;600;0;0;1;0;1;1200;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;93;1840200;146;1159200;68;579000;148;873000
05.06.2020 09:00;36;446400;35;218400;71;895200;74;776400;3;600;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;88;1995000;156;1181400;61;547200;190;1030800
05.06.2020 10:00;43;373200;38;216600;79;1069200;80;1006800;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0;0;1;0;133;990600;169;1314000;68;595200;149;1225800
05.06.2020 11:00;28;367200;27;202200;75;907200;78;809400;0;0;1;600;1;0;0;0;0;0;0;0;11;1200;1;2400;0;0;0;0;0;0;0;0;132;2071800;164;1392000;78;507600;204;1019400
05.06.2020 12:00;33;390000;34;263400;86;991200;86;987000;0;0;0;0;0;0;3;1800;0;0;0;0;0;0;5;2400;0;0;0;0;0;0;0;0;150;2338200;163;1199400;66;611400;221;1361400
05.06.2020 13:00;41;504000;39;402000;113;1538400;113;1363200;1;0;3;600;2;0;1;4800;1;0;1;0;1;0;2;600;3;0;2;1800;2;0;0;0;152;2640000;153;1387200;88;690600;168;1290600
05.06.2020 14:00;34;386400;36;228000;75;1032600;75;962400;0;0;0;0;28;7200;3;9000;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;158;2463000;166;1093200;148;698400;195;1338000
05.06.2020 15:00;38;669000;38;379200;100;1138200;103;1015800;0;0;0;0;2;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;213;1600800;147;1276800;87;709200;183;1533000
05.06.2020 16:00;29;450600;30;124200;91;1233000;94;1110000;0;0;7;2400;2;0;0;0;0;0;0;0;6;1200;2;600;1;600;0;0;0;0;0;0;196;1155600;150;1339800;71;665400;215;1498800
05.06.2020 17:00;31;589800;30;352200;72;850800;74;705600;0;0;1;0;4;600;3;2400;0;0;0;0;2;0;0;0;0;0;1;1800;0;0;0;0;93;2949000;158;1185000;72;770400;209;1191600
05.06.2020 18:00;26;416400;28;371400;71;734400;77;686400;1;0;0;0;0;0;1;1800;0;0;0;0;0;0;1;1800;0;0;0;0;0;0;0;0;99;1036800;161;1123800;54;581400;192;1117200
05.06.2020 19:00;27;301200;29;201600;68;749400;73;642600;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;145;925200;122;762000;47;421800;191;963000
05.06.2020 20:00;20;195000;23;165600;37;409800;37;317400;0;0;0;0;3;600;0;0;0;0;0;0;0;0;0;0;3;1800;1;600;0;0;0;0;185;1348800;101;441000;27;178200;134;503400
05.06.2020 21:00;19;110400;20;49800;31;315600;31;281400;1;0;1;600;0;0;1;600;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;96;1350600;77;353400;23;94200;93;383400
05.06.2020 22:00;15;106800;15;99000;20;174000;20;160800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;845400;52;1002600;12;839400;76;1087200
05.06.2020 23:00;6;60600;6;40800;21;168600;21;132000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2929200;11;2947200;1;2923800;16;2985000
06.06.2020 00:00;3;600;3;600;10;112800;10;84000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;109800;12;32400;45;114600
06.06.2020 01:00;0;0;0;0;6;51000;6;51000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;106800;3;11400;43;99600
06.06.2020 02:00;1;15600;1;14400;3;46200;5;45600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1200;18;50400;3;8400;28;57600
06.06.2020 03:00;0;0;0;0;4;63600;4;37200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;63600;4;23400;15;40800
06.06.2020 04:00;2;600;2;600;8;129600;8;127800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13800;18;210600;7;30000;19;66600
06.06.2020 05:00;1;0;1;0;9;163200;9;142800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;22800;34;115800;9;47400;17;73200
06.06.2020 06:00;7;36600;8;21000;15;237600;15;220800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;468000;43;160800;13;175800;45;164400
06.06.2020 07:00;10;112200;11;110400;18;281400;19;264000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;100;435600;73;220200;17;118200;67;194400
06.06.2020 08:00;29;157800;30;119400;50;550200;52;486000;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;176;1017600;88;586800;44;287400;85;462000
06.06.2020 09:00;37;253800;35;191400;55;596400;55;569400;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2400;0;0;0;0;212;1233600;145;673800;46;304800;121;603600
06.06.2020 10:00;44;344400;45;221400;56;727200;56;691200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;1185600;157;880800;50;361200;165;720000
06.06.2020 11:00;44;392400;44;349200;71;848400;71;797400;1;0;1;600;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;224;1410600;156;1011600;58;547200;189;877200
06.06.2020 12:00;46;561600;48;438600;62;586200;63;572400;2;0;1;0;0;0;2;0;1;0;1;1200;0;0;0;0;2;0;0;0;2;0;0;0;185;2370000;155;1270200;66;288600;154;1099800
06.06.2020 13:00;36;375000;38;292200;66;696600;65;640200;0;0;1;600;1;1200;7;4800;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;126;3079200;158;976200;57;325200;185;996600
