01.06.2020 00:00;Bel_D111_1;Vwz_D111_1;Bel_D111_2;Vwz_D111_2;Bel_D51_1;Vwz_D51_1;Bel_D51_2;Vwz_D51_2;Bel_T1_b;Vwz_T1_b;Bel_T1_s;Vwz_T1_s;Bel_T2_b;Vwz_T2_b;Bel_T2_s;Vwz_T2_s;Bel_T3_b;Vwz_T3_b;Bel_T4_b;Vwz_T4_b;Bel_T5_b;Vwz_T5_b;Bel_T5_s;Vwz_T5_s;Bel_T6_b;Vwz_T6_b;Bel_T6_s;Vwz_T6_s;Bel_T7_b;Vwz_T7_b;Bel_T8_b;Vwz_T8_b;Bel_VD113;Vwz_VD113;Bel_VD21;Vwz_VD21;Bel_VD53;Vwz_VD53;Bel_VD81;Vwz_VD81
05.09.2020 17:00;35;342600;38;281400;65;819000;68;745200;1;0;1;0;2;0;0;0;0;0;0;0;0;0;9;4800;0;0;2;1200;0;0;0;0;29;66000;144;829200;39;1135800;160;1074000
05.09.2020 18:00;39;333600;40;313200;61;655200;61;525000;3;600;1;600;2;0;1;600;1;0;4;0;0;0;0;0;34;10800;10;4200;0;0;0;0;32;66000;156;950400;52;814800;194;1119000
05.09.2020 19:00;46;333600;48;207000;47;510600;47;415200;5;600;1;2400;0;0;0;0;1;0;0;0;2;600;0;0;0;0;0;0;0;0;0;0;28;141600;136;699600;35;1141800;171;823800
05.09.2020 20:00;31;165600;32;103200;49;462600;51;413400;0;0;0;0;36;9600;2;6600;0;0;0;0;0;0;3;1200;0;0;0;0;0;0;0;0;19;57600;124;645000;49;276600;134;727200
05.09.2020 21:00;26;249600;27;211200;35;414600;35;359400;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;600;1;1800;0;0;0;0;17;49200;90;396600;34;104400;127;564600
05.09.2020 22:00;15;72000;15;50400;39;313800;39;265800;0;0;0;0;1;0;0;0;0;0;0;0;1;600;1;1200;0;0;0;0;0;0;0;0;7;4800;83;279000;25;99000;112;510600
05.09.2020 23:00;7;85200;7;57600;21;229200;21;195000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2400;76;255600;23;46200;92;453000
06.09.2020 00:00;6;34800;6;4800;26;237600;25;179400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1800;64;210600;19;49800;53;230400
06.09.2020 01:00;4;32400;4;5400;8;88800;8;61200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1200;38;119400;6;19800;44;120000
06.09.2020 02:00;4;4800;4;4200;6;84600;6;83400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1800;26;82200;3;9600;42;115200
06.09.2020 03:00;1;600;1;600;4;18600;3;18600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;14;43800;1;6000;27;57000
06.09.2020 04:00;1;600;1;600;3;30000;3;17400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;32400;1;3000;23;61200
06.09.2020 05:00;3;4200;2;1800;6;67800;6;51600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;659400;9;683400;13;677400;13;688200
06.09.2020 06:00;3;8400;3;7200;5;63000;5;62400;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;487200;19;532800;4;496200;16;529200
06.09.2020 07:00;4;45600;4;20400;6;52800;5;32400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6000;29;59400;7;13800;19;38400
06.09.2020 08:00;15;120600;15;40800;26;297600;26;269400;0;0;0;0;5;600;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;30600;59;189600;25;104400;50;126000
06.09.2020 09:00;27;154200;31;116400;30;273600;30;259200;0;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;7200;0;0;0;0;18;75000;115;411000;24;119400;90;260400
06.09.2020 10:00;32;219000;33;108000;50;537000;48;519000;0;0;0;0;1;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;45600;134;526800;54;545400;116;565200
06.09.2020 11:00;40;295800;43;215400;54;397800;54;348000;0;0;0;0;1;0;2;3000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;27;82200;157;716400;49;238200;140;714600
06.09.2020 12:00;34;120600;34;107400;54;507600;56;467400;0;0;0;0;0;0;0;0;0;0;31;6600;6;600;2;5400;3;600;3;1200;0;0;0;0;35;103800;146;688200;46;1362000;156;701400
06.09.2020 13:00;40;186600;41;134400;55;654600;53;600000;0;0;0;0;25;22200;5;1800;0;0;0;0;0;0;0;0;0;0;2;600;0;0;0;0;29;93600;154;868200;100;1005000;160;941400
06.09.2020 14:00;38;302400;37;219600;43;414000;44;372000;27;5400;1;1800;0;0;4;1200;0;0;1;0;5;600;0;0;0;0;1;0;0;0;0;0;33;80400;168;772800;28;1396200;157;765000
06.09.2020 15:00;39;340200;39;198000;72;756000;72;729000;1;0;1;0;5;600;2;1200;0;0;0;0;7;1200;2;600;2;0;1;0;2;0;0;0;31;88800;132;924000;57;342000;154;1035600
06.09.2020 16:00;32;219600;33;166800;50;424200;55;362400;2;600;0;0;3;0;1;0;0;0;0;0;0;0;1;1800;6;600;1;1800;0;0;0;0;24;97800;131;804600;42;466200;188;901800
06.09.2020 17:00;58;432000;62;328800;62;567600;64;512400;1;0;18;4800;25;8400;4;3600;0;0;0;0;1;600;0;0;3;600;1;0;0;0;0;0;37;199200;133;743400;37;1475400;176;1059000
06.09.2020 18:00;44;271200;45;185400;73;647400;77;559800;2;0;5;10200;1;0;4;3000;1;600;0;0;0;0;6;1800;4;600;4;4800;0;0;0;0;32;55200;149;876600;48;948600;180;993000
06.09.2020 19:00;25;207000;26;162600;59;567600;60;450000;0;0;1;2400;6;1200;3;4200;0;0;0;0;2;600;0;0;0;0;0;0;0;0;0;0;23;58800;145;756600;41;1192200;173;858000
06.09.2020 20:00;23;258600;24;212400;44;385800;44;378600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;87000;120;499800;49;155400;149;659400
06.09.2020 21:00;14;87600;15;43200;17;159000;18;124200;0;0;0;0;0;0;0;0;0;0;0;0;3;600;1;0;1;0;0;0;0;0;0;0;9;6000;84;238800;17;52800;112;399600
06.09.2020 22:00;3;27000;3;24600;14;99600;15;69600;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;59;177000;12;20400;90;274800
06.09.2020 23:00;1;600;1;600;7;69000;8;57000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;79200;7;13200;61;147600
07.09.2020 00:00;0;0;1;0;4;53400;4;53400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;37800;3;9600;27;65400
07.09.2020 01:00;3;3000;3;2400;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;103800;13;123600;2;109200;15;148800
07.09.2020 02:00;1;1800;2;1800;1;1200;1;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;35400;2;1800;6;17400
07.09.2020 03:00;1;2400;1;1200;2;45000;2;44400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;600;9;17400;4;5400;12;27600
07.09.2020 04:00;0;0;0;0;4;48000;4;37800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;60000;5;7200;20;50400
07.09.2020 05:00;6;16800;6;3000;24;420600;24;360000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1240200;46;1423800;21;1363800;22;1298400
07.09.2020 06:00;17;99600;17;58200;40;463200;42;369600;0;0;0;0;0;0;1;1800;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;1017600;84;1463400;33;1221600;45;1312200
07.09.2020 07:00;59;330000;50;211800;120;1363200;118;1224600;23;3000;9;19200;1;0;0;0;5;1800;0;0;6;0;6;1200;31;7200;7;6000;0;0;0;0;42;156000;158;1460400;84;945600;143;939600
07.09.2020 08:00;39;400200;37;278400;116;1291800;118;1239600;0;0;0;0;1;600;2;2400;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;46;157800;161;1164600;96;992400;165;828600
07.09.2020 09:00;36;252600;39;172800;107;1308000;104;1192200;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;2;600;4;1200;0;0;0;0;24;39000;166;1221000;83;983400;156;1279200
07.09.2020 10:00;32;442200;35;272400;75;888600;77;667200;0;0;0;0;10;1800;7;11400;0;0;0;0;0;0;1;0;5;1200;0;0;0;0;0;0;30;94200;149;988200;61;462000;172;909600
07.09.2020 11:00;30;351600;30;229200;90;843000;93;799800;1;0;0;0;0;0;1;0;0;0;0;0;4;600;2;1800;0;0;4;1200;0;0;0;0;27;99600;157;1071000;80;517200;177;1122600
07.09.2020 12:00;35;349200;38;202200;86;747000;87;694800;1;0;0;0;0;0;2;0;3;600;0;0;2;0;0;0;0;0;3;3000;0;0;0;0;30;161400;175;1027200;54;526800;185;1276800
07.09.2020 13:00;49;349800;47;207600;134;1103400;134;963000;0;0;2;600;54;12600;16;20400;1;0;10;1200;6;600;3;600;1;0;8;1200;0;0;0;0;42;108600;151;1326000;109;774600;178;1399800
07.09.2020 14:00;35;323400;36;224400;100;1135800;97;991200;1;600;1;600;10;2400;12;22200;2;0;7;1200;8;1200;3;1800;5;0;4;1800;0;0;0;0;51;123600;143;1351200;86;838200;160;1506000
07.09.2020 15:00;42;534600;41;380400;106;985200;101;948000;3;0;2;1800;11;1800;3;4200;1;0;0;0;0;0;0;0;2;1800;2;7800;0;0;0;0;54;341400;166;1418400;104;903000;207;1514400
07.09.2020 16:00;52;404400;52;289800;72;796200;80;805800;0;0;0;0;18;2400;3;4200;0;0;0;0;3;600;2;1800;26;4800;3;8400;2;600;0;0;41;129600;206;1227600;45;1290600;200;1511400
07.09.2020 17:00;53;271800;52;198000;97;1084800;96;1003800;20;3000;3;2400;16;2400;1;0;0;0;0;0;1;0;7;7200;0;0;2;600;0;0;1;0;31;96000;158;1095000;86;1765200;196;1563000
07.09.2020 18:00;36;323400;37;151200;96;1095600;93;971400;5;36000;3;1200;4;1200;9;3000;0;0;0;0;2;0;0;0;4;1200;5;600;0;0;0;0;27;97200;149;1123200;64;739800;171;1251600
07.09.2020 19:00;43;356400;44;229200;68;624600;71;580200;2;1200;3;4800;21;4200;3;1800;0;0;3;600;2;600;0;0;0;0;1;0;0;0;0;0;28;73800;146;834600;36;1255800;152;1045200
07.09.2020 20:00;32;174000;30;139800;56;723000;60;698400;0;0;0;0;1;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;31800;102;510600;55;876000;116;794400
07.09.2020 21:00;13;89400;14;64200;44;585000;44;665400;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3000;81;349800;51;337200;129;525000
07.09.2020 22:00;9;51600;10;20400;11;90600;14;105000;0;0;0;0;1;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2400;70;239400;10;14400;86;306600
07.09.2020 23:00;8;108000;8;93600;19;131400;21;115200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3600;28;100800;14;19800;50;158400
08.09.2020 00:00;4;48600;4;42600;5;18600;5;18000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2400;12;39000;2;3000;25;69600
08.09.2020 01:00;0;0;0;0;4;45600;4;31200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;856200;7;873600;4;861000;14;880200
08.09.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;3600000;0;3600000;0;3600000
08.09.2020 03:00;0;0;0;0;2;21000;2;21600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;3600000;0;3600000;0;3600000
08.09.2020 04:00;1;14400;1;3000;2;15000;1;14400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;3600000;0;3600000;0;3600000
08.09.2020 05:00;6;29400;5;3600;22;268200;22;213600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3600000;0;3600000;0;3600000;0;3600000
08.09.2020 06:00;12;138000;14;106200;44;694200;45;624000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3600000;0;3600000;0;3600000;0;3600000
08.09.2020 07:00;47;423600;49;370800;132;1471800;132;1431000;18;2400;7;8400;2;0;0;0;5;600;0;0;1;0;1;600;23;3600;3;0;0;0;0;0;28;1543200;102;2445600;49;2248800;83;2124600
08.09.2020 08:00;50;433200;50;369000;140;1434000;140;1337400;6;1200;1;1200;1;0;0;0;0;0;0;0;5;600;1;1800;0;0;3;1200;0;0;0;0;50;295800;169;1188000;123;1590000;167;1104600
08.09.2020 09:00;43;327000;42;245400;94;1031400;94;949200;0;0;0;0;0;0;3;600;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;31;157800;167;1387200;103;792600;156;1154400
08.09.2020 10:00;34;369000;33;245400;100;1519800;98;1418400;3;0;5;3600;0;0;0;0;1;0;4;600;1;0;4;2400;1;0;0;0;0;0;0;0;34;135600;156;1365600;88;817800;157;1099800
08.09.2020 11:00;42;272400;41;148800;104;990600;105;925200;0;0;0;0;0;0;1;600;3;0;1;0;0;0;0;0;4;1800;1;1200;6;600;2;0;29;78600;151;1191600;75;1209600;186;1388400
08.09.2020 12:00;20;276600;21;228000;93;880200;96;741000;1;0;1;600;16;4200;12;10800;5;600;0;0;11;1800;1;600;0;0;0;0;0;0;0;0;18;187200;146;959400;48;390000;195;1267800
08.09.2020 13:00;34;249000;34;121800;120;1005000;130;971400;71;8400;2;9600;10;1200;8;8400;1;0;0;0;6;600;7;12000;8;600;6;16200;0;0;0;0;36;145200;145;1001400;89;675000;198;1300800
08.09.2020 14:00;34;366000;34;190800;114;1273200;115;1070400;0;0;3;7800;6;1800;3;0;0;0;1;0;22;8400;7;4800;5;600;1;600;0;0;0;0;55;95400;165;1294200;92;670800;184;1331400
08.09.2020 15:00;50;538200;49;397200;102;1038000;100;914400;1;0;4;1200;21;3600;4;6600;0;0;1;0;55;10200;10;22800;0;0;0;0;0;0;0;0;49;261000;154;1209000;84;648000;211;1402200
08.09.2020 16:00;49;334200;46;207600;90;1063200;90;987000;0;0;0;0;52;18000;8;17400;0;0;2;0;0;0;1;0;10;1800;2;1800;1;0;0;0;43;128400;170;1200600;71;633000;195;1472400
08.09.2020 17:00;32;502800;32;255000;84;1163400;87;1069800;31;7200;1;1200;4;0;4;4200;0;0;2;0;1;0;3;2400;3;1800;2;600;1;0;0;0;34;139800;155;1201200;76;582600;213;1745400
08.09.2020 18:00;37;577200;36;394200;80;766800;89;715200;5;0;2;1200;0;0;3;600;1;0;1;0;2;0;4;5400;3;0;2;7200;2;0;0;0;41;330000;145;1068000;58;534000;178;1342200
08.09.2020 19:00;24;228000;24;176400;82;948600;88;747000;1;0;1;600;2;1200;4;4800;0;0;0;0;1;0;0;0;1;0;1;6600;0;0;0;0;26;95400;139;861600;63;956400;182;830400
08.09.2020 20:00;40;474600;40;303600;62;460800;67;477600;2;1200;1;1800;12;1800;2;1200;1;0;1;0;2;0;1;600;1;0;0;0;5;1800;0;0;36;112200;109;580800;47;177000;134;943800
08.09.2020 21:00;6;49800;7;35400;37;430200;36;366600;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3600;85;373200;38;90000;111;558000
08.09.2020 22:00;8;60600;10;27000;27;203400;26;200400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1800;68;230400;17;34200;91;397200
08.09.2020 23:00;7;61800;8;36000;18;83400;19;70800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3000;35;111600;11;24000;70;219000
09.09.2020 00:00;3;51000;3;23400;8;68400;8;60600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2400;25;61800;6;12600;24;103800
09.09.2020 01:00;6;35400;6;33000;1;14400;1;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1800;11;31200;1;3600;17;38400
09.09.2020 02:00;2;33600;2;18600;2;15000;2;14400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;13;36600;3;3000;15;40800
09.09.2020 03:00;3;16200;3;15600;2;34200;2;33600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;10;27600;2;5400;10;25800
09.09.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;59400;0;0;13;39000
09.09.2020 05:00;7;78600;7;35400;17;243600;17;219000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5400;76;297600;24;98400;38;111600
09.09.2020 06:00;11;163200;11;111000;40;488400;40;328800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;42000;131;573000;39;142200;81;407400
09.09.2020 07:00;48;313200;46;271200;123;1282800;122;1201800;30;4800;8;3600;1;0;0;0;0;0;0;0;7;1200;3;600;110;27600;28;19800;0;0;0;0;38;128400;176;1672200;82;1043400;162;889800
09.09.2020 08:00;33;340200;31;254400;138;1472400;136;1392000;6;600;5;2400;1;0;2;600;0;0;1;0;1;0;1;0;4;1200;2;0;0;0;2;600;43;191400;162;1224000;107;1173600;144;960600
09.09.2020 09:00;30;446400;29;393600;116;1229400;111;1191000;3;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;7800;0;0;0;0;0;0;30;76200;162;1114800;102;813000;158;873000
09.09.2020 10:00;30;379800;31;239400;102;1116000;99;1093800;0;0;0;0;0;0;1;600;0;0;0;0;0;0;0;0;3;600;1;600;0;0;0;0;33;127200;162;1041600;73;790200;161;1044600
09.09.2020 11:00;39;333600;39;213000;82;1023000;84;894600;0;0;0;0;0;0;1;600;0;0;1;0;2;600;4;3600;1;0;3;600;0;0;0;0;37;169800;139;1130400;72;437400;157;1364400
09.09.2020 12:00;25;250200;24;169800;104;1016400;106;915600;0;0;0;0;3;0;0;0;0;0;1;0;0;0;7;3000;0;0;1;0;0;0;0;0;34;121200;151;1078200;75;756600;170;1395600
09.09.2020 13:00;43;616200;41;430800;127;1063800;130;958200;0;0;0;0;15;2400;5;2400;1;600;1;0;12;600;14;15600;0;0;1;600;0;0;0;0;49;154800;146;1243200;95;822000;187;1263000
09.09.2020 14:00;29;403800;28;267000;86;849000;84;802200;0;0;4;1200;73;12600;12;13200;0;0;5;1200;7;1200;2;1800;1;0;1;3000;0;0;2;0;37;162600;167;1195800;70;575400;188;1346400
09.09.2020 15:00;47;341400;45;248400;82;838800;83;806400;6;600;1;1800;4;600;0;0;0;0;7;600;4;0;0;0;0;0;1;1800;2;0;0;0;62;219000;144;1000800;64;514800;190;1394400
09.09.2020 16:00;40;448800;34;203400;89;1040400;92;921000;4;0;5;2400;55;15000;0;0;0;0;0;0;6;0;2;1200;0;0;1;0;0;0;0;0;32;99600;158;1310400;63;1059000;201;1606800
09.09.2020 17:00;36;310800;39;238800;78;751200;82;697800;0;0;0;0;5;0;0;0;2;600;0;0;2;600;2;7800;2;0;2;1800;1;0;0;0;31;159000;165;1186200;71;1948800;221;1459200
09.09.2020 18:00;48;511800;44;302400;115;1218600;114;1178400;4;1200;7;1800;1;0;3;3000;2;0;1;0;7;600;2;2400;3;0;3;600;3;600;2;0;41;199200;144;1155600;97;988800;176;1171800
09.09.2020 19:00;43;338400;48;261600;69;692400;70;601800;0;0;5;3000;12;600;4;4200;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;41;191400;134;843600;81;700200;169;985800
09.09.2020 20:00;29;337800;28;131400;57;472200;57;423000;0;0;1;0;0;0;0;0;1;0;5;600;16;5400;3;9000;45;13200;4;11400;0;0;0;0;22;69000;126;622800;42;147600;129;864000
09.09.2020 21:00;11;123000;12;58200;33;356400;38;289200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4800;83;328200;43;79200;105;506400
09.09.2020 22:00;5;50400;5;48600;24;264000;25;225600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2400;72;265800;18;55800;107;506400
09.09.2020 23:00;5;16200;5;16800;12;83400;11;70200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;600;34;99600;11;17400;50;190200
10.09.2020 00:00;3;45600;3;32400;7;30000;7;4200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1800;20;54600;2;3000;32;91200
10.09.2020 01:00;4;2400;4;1800;3;49800;3;37200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1200;10;24600;5;9000;18;45000
10.09.2020 02:00;1;600;1;600;2;19200;2;19800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;28800;0;0;14;33000
10.09.2020 03:00;0;0;0;0;1;15600;1;15600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;15600;1;3000;6;15000
10.09.2020 04:00;0;0;0;0;10;99600;9;97800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;67800;14;19800;10;34200
10.09.2020 05:00;5;21000;6;19200;24;339000;24;298200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2400;76;263400;27;58800;32;127200
10.09.2020 06:00;14;204000;15;80400;38;498600;41;496800;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;23;29400;134;557400;38;182400;74;351600
10.09.2020 07:00;69;382200;71;160800;117;1275000;116;1226400;14;1200;6;9600;4;600;2;2400;2;0;0;0;3;0;1;0;101;20400;7;12600;0;0;0;0;42;184200;159;1597800;82;742800;129;867600
10.09.2020 08:00;50;513600;48;428400;119;1419600;122;1391400;11;3000;1;7200;1;0;1;600;0;0;2;0;2;0;0;0;8;600;2;6000;0;0;0;0;36;196800;156;1116600;82;930000;144;949200
10.09.2020 09:00;35;324000;40;268200;102;1236600;103;1205400;0;0;3;1200;1;0;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;151200;157;1258800;78;877200;157;1033800
10.09.2020 10:00;40;545400;41;253200;93;1141200;94;1075800;2;0;2;1200;2;600;0;0;2;0;1;0;3;600;2;1800;0;0;0;0;1;2400;0;0;29;291000;157;1311000;74;747600;168;1011000
10.09.2020 11:00;38;481200;38;423000;98;1122600;100;991200;0;0;1;600;0;0;1;0;1;600;1;0;0;0;0;0;3;0;1;0;0;0;0;0;24;171000;154;1226400;75;698400;163;1290600
10.09.2020 12:00;62;569400;62;450000;99;883800;101;831600;3;0;2;3000;7;600;1;0;0;0;0;0;2;0;11;1800;0;0;0;0;0;0;0;0;42;274200;131;1163400;76;600000;176;1366200
10.09.2020 13:00;49;394200;45;278400;128;1149600;130;1139400;21;6000;1;7200;0;0;1;0;2;600;23;3600;37;7800;7;11400;0;0;0;0;0;0;2;0;36;94800;163;878400;94;717600;175;1398600
10.09.2020 14:00;39;295200;41;273000;85;916200;83;964800;0;0;1;0;43;8400;11;9600;0;0;3;600;5;1200;8;13800;2;0;0;0;0;0;3;0;24;102600;160;1118400;77;562200;185;1288800
10.09.2020 15:00;55;677400;57;429000;103;963000;107;1039800;2;1200;0;0;7;1200;3;4800;0;0;12;600;1;0;5;4200;26;5400;0;0;1;0;0;0;59;224400;135;1065600;141;804600;193;1622400
10.09.2020 16:00;53;522600;55;390600;93;892200;95;924600;1;0;0;0;34;6000;7;7200;1;0;8;1200;0;0;0;0;1;600;1;1800;0;0;0;0;40;262200;172;1240200;92;889200;215;1371000
10.09.2020 17:00;67;573000;69;395400;92;979800;93;840600;0;0;0;0;1;0;2;4800;0;0;0;0;3;600;1;600;2;600;0;0;0;0;4;0;40;276600;170;1089000;59;1038000;193;1611000
10.09.2020 18:00;67;480000;72;252600;110;1308600;110;1209000;25;5400;3;7200;0;0;1;600;5;600;0;0;3;1800;0;0;6;0;8;2400;1;0;2;0;41;168000;143;1086600;67;1205400;170;1500000
10.09.2020 19:00;34;478200;34;403800;57;583200;57;485400;0;0;2;600;7;1200;3;3000;0;0;1;0;2;1200;3;600;8;600;3;1800;0;0;0;0;32;120000;131;798000;40;169800;170;933600
10.09.2020 20:00;42;454200;45;321000;57;509400;56;450600;1;0;5;1800;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2400;0;0;0;0;33;34800;115;556200;43;217200;125;824400
10.09.2020 21:00;28;120600;30;99000;43;311400;42;286200;0;0;0;0;1;600;5;3000;0;0;0;0;0;0;0;0;1;0;1;1200;0;0;0;0;17;12600;99;405000;33;93600;129;516000
10.09.2020 22:00;12;61800;13;9600;25;273000;26;259200;0;0;0;0;1;0;2;600;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;4200;58;205800;16;48000;87;392400
10.09.2020 23:00;7;51600;7;49800;14;72600;16;62400;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;1800;39;125400;4;13800;70;201600
11.09.2020 00:00;3;17400;3;5400;8;77400;9;57600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3000;23;67200;7;10200;43;130200
11.09.2020 01:00;1;600;1;600;2;0;2;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;32400;0;0;19;51600
11.09.2020 02:00;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;26400;0;0;14;33600
11.09.2020 03:00;0;0;0;0;1;600;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;283800;6;295200;1;283800;9;299400
11.09.2020 04:00;1;13800;1;2400;5;63600;5;64800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1200;22;51600;6;9600;18;45600
11.09.2020 05:00;3;18000;3;17400;19;201000;19;186000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1800;71;262800;22;64800;32;105000
11.09.2020 06:00;13;100200;13;97800;53;632400;51;532800;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;12;32400;110;577200;60;195000;76;312000
