01.06.2020 00:00;Bel_D571;Vwz_D571;Bel_ST53;Vwz_ST53;Bel_ST54;Vwz_ST54;Bel_T32;Vwz_T32;Bel_T32a;Vwz_T32a;Bel_T94;Vwz_T94
16.08.2020 06:00;0;0;0;0;0;0;0;0;1;0;0;0
16.08.2020 07:00;0;0;0;0;0;0;5;7200;0;0;0;0
16.08.2020 08:00;0;0;0;0;0;0;6;9000;1;1800;4;3000
16.08.2020 09:00;0;0;0;0;0;0;13;14400;1;2400;6;3600
16.08.2020 10:00;0;0;0;0;0;0;8;13800;13;7200;7;5400
16.08.2020 11:00;0;0;0;0;0;0;18;16200;6;3000;5;3000
16.08.2020 12:00;0;0;0;0;0;0;27;46200;2;600;5;4200
16.08.2020 13:00;0;0;0;0;0;0;20;22200;7;6000;7;5400
16.08.2020 14:00;0;0;0;0;0;0;29;26400;5;1800;1;600
16.08.2020 15:00;0;0;0;0;0;0;13;16200;8;7800;5;3600
16.08.2020 16:00;0;0;0;0;0;0;14;10800;5;2400;6;4200
16.08.2020 17:00;0;0;0;0;0;0;26;44400;14;4800;12;9000
16.08.2020 18:00;0;0;0;0;0;0;35;35400;3;0;8;6000
16.08.2020 19:00;0;0;0;0;0;0;14;18000;13;6000;7;5400
16.08.2020 20:00;0;0;0;0;0;0;28;32400;10;8400;4;3000
16.08.2020 21:00;0;0;0;0;0;0;26;41400;7;3000;3;2400
16.08.2020 22:00;0;0;0;0;0;0;2;1800;3;1800;0;0
16.08.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0
17.08.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0
17.08.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
17.08.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
17.08.2020 03:00;0;0;0;0;0;0;1;0;0;0;0;0
17.08.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0
17.08.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0
17.08.2020 06:00;0;0;0;0;0;0;6;33600;0;0;3;1800
17.08.2020 07:00;0;0;0;0;0;0;33;61800;0;0;11;7800
17.08.2020 08:00;0;0;0;0;0;0;52;104400;4;2400;21;17400
17.08.2020 09:00;0;0;0;0;0;0;6;2400;8;4800;4;2400
17.08.2020 10:00;0;0;0;0;0;0;13;17400;7;4800;13;10800
17.08.2020 11:00;0;0;0;0;0;0;19;22800;11;7200;7;4200
17.08.2020 12:00;0;0;0;0;0;0;27;31200;23;18600;18;13800
17.08.2020 13:00;0;0;0;0;0;0;26;66000;11;4800;7;5400
17.08.2020 14:00;0;0;0;0;0;0;40;97800;13;11400;11;7800
17.08.2020 15:00;0;0;0;0;0;0;44;51000;28;18600;12;8400
17.08.2020 16:00;0;0;0;0;0;0;68;172800;23;12000;16;13200
17.08.2020 17:00;0;0;0;0;0;0;53;122400;15;10800;19;15000
17.08.2020 18:00;0;0;0;0;0;0;27;82200;12;4200;17;12000
17.08.2020 19:00;0;0;0;0;0;0;44;84000;5;6000;4;3000
17.08.2020 20:00;0;0;0;0;0;0;16;13800;15;4800;2;1200
17.08.2020 21:00;0;0;0;0;0;0;10;6000;4;1800;2;1800
17.08.2020 22:00;0;0;0;0;0;0;9;27000;0;0;0;0
17.08.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0
18.08.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0
18.08.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
18.08.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
18.08.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
18.08.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0
18.08.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0
18.08.2020 06:00;0;0;0;0;0;0;11;4200;0;0;9;7200
18.08.2020 07:00;0;0;0;0;0;0;61;122400;1;600;11;7800
18.08.2020 08:00;0;0;0;0;0;0;74;108000;13;9600;17;13200
18.08.2020 09:00;0;0;0;0;0;0;42;52200;9;4200;12;9000
18.08.2020 10:00;0;0;0;0;0;0;31;25800;10;4200;14;12000
18.08.2020 11:00;0;0;0;0;0;0;44;25200;6;4800;8;6000
18.08.2020 12:00;0;0;0;0;0;0;20;48000;34;19200;16;12000
18.08.2020 13:00;0;0;0;0;0;0;48;37200;19;21000;15;10800
18.08.2020 14:00;0;0;0;0;0;0;27;59400;29;19800;16;12600
18.08.2020 15:00;0;0;0;0;0;0;28;37800;31;27000;16;11400
18.08.2020 16:00;0;0;0;0;0;0;30;21000;34;33600;23;18600
18.08.2020 17:00;0;0;0;0;0;0;41;58800;8;9600;6;4800
18.08.2020 18:00;0;0;0;0;0;0;31;38400;7;5400;5;4200
18.08.2020 19:00;0;0;0;0;0;0;14;71400;2;9000;17;12600
18.08.2020 20:00;0;0;0;0;0;0;33;27000;8;1800;5;4200
18.08.2020 21:00;0;0;0;0;0;0;9;5400;0;0;3;2400
18.08.2020 22:00;0;0;0;0;0;0;4;8400;0;0;0;0
18.08.2020 23:00;0;0;0;0;0;0;1;3600;0;0;2;1800
19.08.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0
19.08.2020 06:00;0;0;0;0;0;0;2;1200;2;5400;6;4200
19.08.2020 07:00;0;0;0;0;0;0;88;141000;5;5400;13;9600
19.08.2020 08:00;0;0;0;0;0;0;42;115200;10;6600;20;14400
19.08.2020 09:00;0;0;0;0;0;0;49;45000;3;1200;3;1800
19.08.2020 10:00;0;0;0;0;0;0;23;21600;9;3600;9;6600
19.08.2020 11:00;0;0;0;0;0;0;20;15600;7;4800;4;3000
19.08.2020 12:00;0;0;0;0;0;0;29;54000;22;11400;22;19200
19.08.2020 13:00;0;0;0;0;0;0;39;76200;16;12000;15;10800
19.08.2020 14:00;0;0;0;0;0;0;51;87600;22;20400;34;27000
19.08.2020 15:00;0;0;0;0;0;0;68;103800;33;30600;14;10800
19.08.2020 16:00;0;0;0;0;0;0;54;61800;20;8400;26;21600
19.08.2020 17:00;0;0;0;0;0;0;48;50400;16;10800;17;13200
19.08.2020 18:00;0;0;0;0;0;0;40;68400;3;1800;8;5400
19.08.2020 19:00;0;0;0;0;0;0;45;88200;16;12000;14;10800
19.08.2020 20:00;0;0;0;0;0;0;34;76200;7;2400;5;3600
19.08.2020 21:00;0;0;0;0;0;0;29;25800;5;1200;4;3000
19.08.2020 22:00;0;0;0;0;0;0;13;19200;2;1800;0;0
19.08.2020 23:00;0;0;0;0;0;0;4;3600;0;0;0;0
20.08.2020 00:00;0;0;0;0;0;0;0;0;0;0;2;1200
20.08.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
20.08.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
20.08.2020 03:00;0;0;0;0;0;0;1;4800;0;0;0;0
20.08.2020 04:00;0;0;0;0;0;0;1;0;0;0;0;0
20.08.2020 05:00;0;0;0;0;0;0;0;0;0;0;1;600
20.08.2020 06:00;0;0;0;0;0;0;2;1800;2;1800;2;1800
20.08.2020 07:00;0;0;0;0;0;0;52;72600;13;8400;8;6000
20.08.2020 08:00;0;0;0;0;0;0;48;72600;9;3600;11;8400
20.08.2020 09:00;0;0;0;0;0;0;17;25800;16;9600;9;6600
20.08.2020 10:00;0;0;0;0;0;0;34;65400;11;13200;5;3600
20.08.2020 11:00;0;0;0;0;0;0;38;123600;7;11400;5;3600
20.08.2020 12:00;0;0;0;0;0;0;20;49200;27;12000;21;18000
20.08.2020 13:00;0;0;0;0;0;0;35;87600;16;7200;11;7800
20.08.2020 14:00;0;0;0;0;0;0;20;25200;22;11400;23;16800
20.08.2020 15:00;0;0;0;0;0;0;77;59400;19;19200;15;12000
20.08.2020 16:00;0;0;0;0;0;0;32;124200;14;16800;10;6600
20.08.2020 17:00;0;0;0;0;0;0;47;48600;16;10200;17;14400
20.08.2020 18:00;0;0;0;0;0;0;59;89400;8;4800;11;7200
20.08.2020 19:00;0;0;0;0;0;0;44;67800;11;6000;7;5400
20.08.2020 20:00;0;0;0;0;0;0;33;20400;7;6600;12;10200
20.08.2020 21:00;0;0;0;0;0;0;33;21600;3;2400;2;1800
20.08.2020 22:00;0;0;0;0;0;0;12;39600;5;600;0;0
20.08.2020 23:00;0;0;0;0;0;0;8;3000;0;0;0;0
21.08.2020 00:00;0;0;0;0;0;0;1;0;0;0;0;0
21.08.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
21.08.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
21.08.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
21.08.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0
21.08.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0
21.08.2020 06:00;0;0;0;0;0;0;11;6600;2;5400;7;6000
21.08.2020 07:00;0;0;0;0;0;0;125;118200;4;4200;18;14400
21.08.2020 08:00;0;0;0;0;0;0;44;118200;13;7200;21;15000
21.08.2020 09:00;0;0;0;0;0;0;21;66600;9;9000;12;9600
21.08.2020 10:00;0;0;0;0;0;0;27;12600;2;2400;3;2400
21.08.2020 11:00;0;0;0;0;0;0;39;63600;5;3000;13;10800
21.08.2020 12:00;0;0;0;0;0;0;40;57000;25;41400;24;21000
21.08.2020 13:00;0;0;0;0;0;0;46;115200;29;25200;12;9000
21.08.2020 14:00;0;0;0;0;0;0;58;168000;15;12600;15;12600
21.08.2020 15:00;0;0;0;0;0;0;73;157800;50;12000;18;14400
21.08.2020 16:00;0;0;0;0;0;0;24;53400;19;17400;15;11400
21.08.2020 17:00;0;0;0;0;0;0;45;40800;13;6000;16;12600
21.08.2020 18:00;0;0;0;0;0;0;43;67800;35;28200;11;8400
21.08.2020 19:00;0;0;0;0;0;0;39;31200;8;3000;14;11400
21.08.2020 20:00;0;0;0;0;0;0;38;31200;4;11400;3;1800
21.08.2020 21:00;0;0;0;0;0;0;62;58800;18;9000;10;7800
21.08.2020 22:00;0;0;0;0;0;0;25;24000;10;4800;4;3000
21.08.2020 23:00;0;0;0;0;0;0;12;11400;5;2400;7;6000
22.08.2020 00:00;0;0;0;0;0;0;4;3000;3;600;4;3600
22.08.2020 01:00;0;0;0;0;0;0;3;1800;0;0;0;0
22.08.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
22.08.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
22.08.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0
22.08.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0
22.08.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0
22.08.2020 07:00;0;0;0;0;0;0;4;4800;0;0;0;0
22.08.2020 08:00;0;0;0;0;0;0;8;20400;3;1800;7;6000
22.08.2020 09:00;0;0;0;0;0;0;15;29400;7;5400;8;6600
22.08.2020 10:00;0;0;0;0;0;0;14;14400;4;3000;16;12600
22.08.2020 11:00;0;0;0;0;0;0;34;58800;4;3600;7;5400
22.08.2020 12:00;0;0;0;0;0;0;38;30600;13;6600;21;16200
22.08.2020 13:00;0;0;0;0;0;0;38;52200;21;13800;9;7200
22.08.2020 14:00;0;0;0;0;0;0;63;65400;14;17400;24;20400
22.08.2020 15:00;0;0;0;0;0;0;24;25200;14;14400;11;8400
22.08.2020 16:00;0;0;0;0;0;0;44;55200;9;12000;13;9600
22.08.2020 17:00;0;0;0;0;0;0;62;66000;12;11400;16;12600
22.08.2020 18:00;0;0;0;0;0;0;72;91200;7;7200;13;10200
22.08.2020 19:00;0;0;0;0;0;0;26;45600;7;8400;4;3000
22.08.2020 20:00;0;0;0;0;0;0;58;31800;3;600;9;6600
22.08.2020 21:00;0;0;0;0;0;0;13;25200;1;0;2;1800
22.08.2020 22:00;0;0;0;0;0;0;2;1800;4;600;0;0
22.08.2020 23:00;0;0;0;0;0;0;2;12600;0;0;0;0
23.08.2020 00:00;0;0;0;0;0;0;3;1200;0;0;0;0
23.08.2020 01:00;0;0;0;0;0;0;4;1200;0;0;0;0
23.08.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
23.08.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
23.08.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0
23.08.2020 05:00;0;0;0;0;0;0;0;0;0;0;1;600
23.08.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0
23.08.2020 07:00;0;0;0;0;0;0;5;6000;0;0;0;0
23.08.2020 08:00;0;0;0;0;0;0;3;12000;6;2400;5;4200
23.08.2020 09:00;0;0;0;0;0;0;12;7200;1;1200;6;4200
23.08.2020 10:00;0;0;0;0;0;0;17;73800;4;8400;10;6600
23.08.2020 11:00;0;0;0;0;0;0;12;15600;15;10800;6;4800
23.08.2020 12:00;0;0;0;0;0;0;41;60600;8;9000;3;1800
23.08.2020 13:00;0;0;0;0;0;0;22;39600;6;2400;3;1800
23.08.2020 14:00;0;0;0;0;0;0;30;32400;6;4800;1;600
23.08.2020 15:00;0;0;0;0;0;0;32;76200;6;4200;6;5400
23.08.2020 16:00;0;0;0;0;0;0;63;69600;23;18000;4;3000
23.08.2020 17:00;0;0;0;0;0;0;33;16800;14;18000;8;6000
23.08.2020 18:00;0;0;0;0;0;0;31;26400;6;2400;8;5400
23.08.2020 19:00;0;0;0;0;0;0;30;39600;4;1200;4;2400
23.08.2020 20:00;0;0;0;0;0;0;16;5400;8;4200;6;4800
23.08.2020 21:00;0;0;0;0;0;0;12;5400;3;8400;0;0
23.08.2020 22:00;0;0;0;0;0;0;7;1800;0;0;0;0
23.08.2020 23:00;0;0;0;0;0;0;0;0;0;0;1;600
24.08.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0
24.08.2020 05:00;0;0;0;0;0;0;0;0;0;0;3;1800
24.08.2020 06:00;0;0;0;0;0;0;9;11400;0;0;3;1800
24.08.2020 07:00;0;0;0;0;0;0;77;81000;4;4200;14;11400
24.08.2020 08:00;0;0;0;0;0;0;98;123600;4;2400;18;13800
24.08.2020 09:00;0;0;0;0;0;0;16;30600;1;1800;15;12600
24.08.2020 10:00;0;0;0;0;0;0;19;21000;12;7800;9;6000
24.08.2020 11:00;0;0;0;0;0;0;23;27600;4;3000;7;4800
24.08.2020 12:00;0;0;0;0;0;0;19;13200;7;7800;12;9000
24.08.2020 13:00;0;0;0;0;0;0;51;54600;9;9000;9;6600
24.08.2020 14:00;0;0;0;0;0;0;47;70800;12;12000;13;9000
24.08.2020 15:00;0;0;0;0;0;0;52;143400;29;25800;16;11400
24.08.2020 16:00;0;0;0;0;0;0;44;94800;21;15600;17;13200
24.08.2020 17:00;0;0;0;0;0;0;41;48600;27;10800;14;10800
24.08.2020 18:00;0;0;0;0;0;0;35;72600;7;1800;16;13800
24.08.2020 19:00;0;0;0;0;0;0;14;45600;4;3000;8;6600
24.08.2020 20:00;0;0;0;0;0;0;16;8400;5;3000;2;1200
24.08.2020 21:00;0;0;0;0;0;0;19;12600;2;0;7;6000
24.08.2020 22:00;0;0;0;0;0;0;15;6000;0;0;1;600
24.08.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0
25.08.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0
25.08.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
25.08.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
25.08.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
25.08.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0
25.08.2020 05:00;0;0;0;0;0;0;1;1800;0;0;2;1200
25.08.2020 06:00;0;0;0;0;0;0;3;15000;2;600;4;3000
25.08.2020 07:00;0;0;0;0;0;0;174;78000;4;3600;14;9600
25.08.2020 08:00;0;0;0;0;0;0;52;79200;8;18000;31;25800
25.08.2020 09:00;0;0;0;0;0;0;24;41400;6;5400;26;20400
25.08.2020 10:00;0;0;0;0;0;0;32;44400;5;3000;7;4800
25.08.2020 11:00;0;0;0;0;0;0;66;79200;5;3600;5;3600
25.08.2020 12:00;0;0;0;0;0;0;54;73200;17;13800;8;7200
25.08.2020 13:00;0;0;0;0;0;0;19;39000;10;10200;17;12600
25.08.2020 14:00;0;0;0;0;0;0;30;37800;21;18600;19;13200
25.08.2020 15:00;0;0;0;0;0;0;42;109200;22;23400;20;16200
25.08.2020 16:00;0;0;0;0;0;0;40;73800;68;35400;17;12600
25.08.2020 17:00;0;0;0;0;0;0;53;90600;2;2400;23;18000
25.08.2020 18:00;0;0;0;0;0;0;48;36600;15;13800;10;8400
25.08.2020 19:00;0;0;0;0;0;0;24;25200;8;6000;9;7800
25.08.2020 20:00;0;0;0;0;0;0;15;6000;6;4800;3;2400
25.08.2020 21:00;0;0;0;0;0;0;18;19200;4;1200;4;3000
25.08.2020 22:00;0;0;0;0;0;0;3;600;0;0;4;3600
25.08.2020 23:00;0;0;0;0;0;0;3;4200;0;0;0;0
26.08.2020 00:00;0;0;0;0;0;0;6;1200;0;0;1;600
26.08.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
26.08.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
26.08.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
26.08.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0
26.08.2020 05:00;0;0;0;0;0;0;0;0;0;0;1;600
26.08.2020 06:00;0;0;0;0;0;0;3;10800;0;0;6;4800
26.08.2020 07:00;0;0;0;0;0;0;133;85800;8;1200;21;17400
26.08.2020 08:00;0;0;0;0;0;0;151;110400;6;4200;17;11400
26.08.2020 09:00;0;0;0;0;0;0;20;12000;9;5400;10;7800
26.08.2020 10:00;0;0;0;0;0;0;35;73200;11;6600;9;6000
26.08.2020 11:00;0;0;0;0;0;0;31;41400;4;1800;6;4800
26.08.2020 12:00;0;0;0;0;0;0;29;34800;23;9600;26;21600
26.08.2020 13:00;0;0;0;0;0;0;15;37200;31;21000;11;9000
26.08.2020 14:00;0;0;0;0;0;0;35;68400;15;13800;10;8400
26.08.2020 15:00;0;0;0;0;0;0;47;121800;25;18000;25;20400
26.08.2020 16:00;0;0;0;0;0;0;49;59400;23;9600;14;11400
26.08.2020 17:00;0;0;0;0;0;0;30;83400;9;8400;14;10200
26.08.2020 18:00;0;0;0;0;0;0;39;87600;19;5400;10;8400
26.08.2020 19:00;0;0;0;0;0;0;22;12000;4;4800;7;6600
26.08.2020 20:00;0;0;0;0;0;0;39;61200;5;2400;1;600
26.08.2020 21:00;0;0;0;0;0;0;11;21600;1;0;1;600
26.08.2020 22:00;0;0;0;0;0;0;5;3000;0;0;0;0
26.08.2020 23:00;0;0;0;0;0;0;0;0;0;0;2;1200
27.08.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0
27.08.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
27.08.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
27.08.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
27.08.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0
27.08.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0
27.08.2020 06:00;0;0;0;0;0;0;3;3000;4;11400;4;3000
27.08.2020 07:00;0;0;0;0;0;0;165;95400;3;1200;21;16200
27.08.2020 08:00;0;0;0;0;0;0;87;120600;7;6000;21;15600
27.08.2020 09:00;0;0;0;0;0;0;32;27600;2;0;17;12000
27.08.2020 10:00;0;0;0;0;0;0;35;40200;8;11400;12;9000
27.08.2020 11:00;0;0;0;0;0;0;24;41400;6;4800;4;3000
27.08.2020 12:00;0;0;0;0;0;0;43;49200;10;12600;6;4200
27.08.2020 13:00;0;0;0;0;0;0;29;76200;25;16200;13;11400
27.08.2020 14:00;0;0;0;0;0;0;25;53400;13;7200;26;20400
27.08.2020 15:00;0;0;0;0;0;0;57;93000;28;26400;19;15000
27.08.2020 16:00;0;0;0;0;0;0;59;81000;23;10200;16;11400
27.08.2020 17:00;0;0;0;0;0;0;42;57600;10;5400;12;9600
27.08.2020 18:00;0;0;0;0;0;0;37;72600;14;9000;11;8400
27.08.2020 19:00;0;0;0;0;0;0;34;84600;11;4800;15;12000
27.08.2020 20:00;0;0;0;0;0;0;38;24000;2;600;4;3600
27.08.2020 21:00;0;0;0;0;0;0;23;13800;1;600;0;0
27.08.2020 22:00;0;0;0;0;0;0;1;0;0;0;0;0
27.08.2020 23:00;0;0;0;0;0;0;7;2400;0;0;4;3600
28.08.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0
28.08.2020 01:00;0;0;0;0;0;0;0;0;0;0;1;600
28.08.2020 02:00;0;0;0;0;0;0;3;1200;0;0;0;0
28.08.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
28.08.2020 04:00;0;0;0;0;0;0;0;0;0;0;1;600
28.08.2020 05:00;0;0;0;0;0;0;1;0;0;0;0;0
28.08.2020 06:00;0;0;0;0;0;0;2;600;6;11400;3;1800
28.08.2020 07:00;0;0;0;0;0;0;93;91800;3;1200;16;12000
28.08.2020 08:00;0;0;0;0;0;0;62;142200;13;9600;22;18000
28.08.2020 09:00;0;0;0;0;0;0;15;6000;5;1800;12;9000
28.08.2020 10:00;0;0;0;0;0;0;23;38400;16;7200;11;8400
28.08.2020 11:00;0;0;0;0;0;0;14;25800;11;3600;13;10800
28.08.2020 12:00;0;0;0;0;0;0;34;43200;13;4200;17;12600
28.08.2020 13:00;0;0;0;0;0;0;31;26400;20;10200;16;12600
28.08.2020 14:00;0;0;0;0;0;0;14;7200;22;25200;15;10800
28.08.2020 15:00;0;0;0;0;0;0;54;46800;24;14400;14;10800
28.08.2020 16:00;0;0;0;0;0;0;48;93600;11;7200;18;14400
28.08.2020 17:00;0;0;0;0;0;0;39;54000;23;20400;14;11400
28.08.2020 18:00;0;0;0;0;0;0;37;144600;3;1800;8;6000
28.08.2020 19:00;0;0;0;0;0;0;45;42600;7;11400;7;6600
28.08.2020 20:00;0;0;0;0;0;0;22;19800;3;1200;3;2400
28.08.2020 21:00;0;0;0;0;0;0;5;5400;1;0;3;1800
28.08.2020 22:00;0;0;0;0;0;0;4;1800;1;1800;0;0
28.08.2020 23:00;0;0;0;0;0;0;3;10800;0;0;0;0
29.08.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0
29.08.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
29.08.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
29.08.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
29.08.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0
29.08.2020 05:00;0;0;0;0;0;0;0;0;0;0;1;600
29.08.2020 06:00;0;0;0;0;0;0;1;600;0;0;2;1800
29.08.2020 07:00;0;0;0;0;0;0;0;0;0;0;3;2400
29.08.2020 08:00;0;0;0;0;0;0;9;22800;1;1800;9;7800
29.08.2020 09:00;0;0;0;0;0;0;11;18600;5;5400;10;6600
29.08.2020 10:00;0;0;0;0;0;0;13;37200;5;4800;17;13800
29.08.2020 11:00;0;0;0;0;0;0;18;16200;18;10800;15;12000
29.08.2020 12:00;0;0;0;0;0;0;21;12000;8;5400;8;5400
29.08.2020 13:00;0;0;0;0;0;0;46;48600;8;5400;15;12000
29.08.2020 14:00;0;0;0;0;0;0;36;76800;17;10800;18;13800
29.08.2020 15:00;0;0;0;0;0;0;14;9000;16;21000;6;4200
29.08.2020 16:00;0;0;0;0;0;0;27;36600;6;1800;9;7200
29.08.2020 17:00;0;0;0;0;0;0;42;64200;6;3000;5;3000
29.08.2020 18:00;0;0;0;0;0;0;36;77400;11;4200;9;6600
29.08.2020 19:00;0;0;0;0;0;0;41;63600;7;3600;10;8400
29.08.2020 20:00;0;0;0;0;0;0;24;10800;7;3000;2;1800
29.08.2020 21:00;0;0;0;0;0;0;31;30000;3;600;1;600
29.08.2020 22:00;0;0;0;0;0;0;5;12000;0;0;0;0
29.08.2020 23:00;0;0;0;0;0;0;5;1200;0;0;2;1200
30.08.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0
30.08.2020 01:00;0;0;0;0;0;0;3;600;0;0;0;0
30.08.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
30.08.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
30.08.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0
30.08.2020 05:00;0;0;0;0;0;0;0;0;0;0;0;0
30.08.2020 06:00;0;0;0;0;0;0;0;0;0;0;0;0
30.08.2020 07:00;0;0;0;0;0;0;0;0;0;0;0;0
30.08.2020 08:00;0;0;0;0;0;0;4;13800;0;0;2;1800
30.08.2020 09:00;0;0;0;0;0;0;8;7200;1;600;13;10200
30.08.2020 10:00;0;0;0;0;0;0;28;82800;6;3000;7;5400
30.08.2020 11:00;0;0;0;0;0;0;6;14400;4;2400;9;7800
30.08.2020 12:00;0;0;0;0;0;0;13;16200;5;7800;5;3600
30.08.2020 13:00;0;0;0;0;0;0;26;18000;7;2400;2;1200
30.08.2020 14:00;0;0;0;0;0;0;25;33000;12;4200;2;1200
30.08.2020 15:00;0;0;0;0;0;0;20;39000;10;3000;7;5400
30.08.2020 16:00;0;0;0;0;0;0;8;12600;23;11400;4;3000
30.08.2020 17:00;0;0;0;0;0;0;26;45000;27;10200;6;4800
30.08.2020 18:00;0;0;0;0;0;0;10;3600;2;0;2;1200
30.08.2020 19:00;0;0;0;0;0;0;11;3000;1;1200;2;1800
30.08.2020 20:00;0;0;0;0;0;0;1;1200;1;600;4;3600
30.08.2020 21:00;0;0;0;0;0;0;2;1200;2;0;0;0
30.08.2020 22:00;0;0;0;0;0;0;2;1200;1;600;0;0
30.08.2020 23:00;0;0;0;0;0;0;0;0;0;0;0;0
31.08.2020 00:00;0;0;0;0;0;0;0;0;0;0;0;0
31.08.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
31.08.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
31.08.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
31.08.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0
31.08.2020 05:00;0;0;0;0;0;0;0;0;0;0;1;600
31.08.2020 06:00;0;0;0;0;0;0;4;21000;2;1200;5;4200
31.08.2020 07:00;0;0;0;0;0;0;68;78000;1;1200;6;4200
31.08.2020 08:00;0;0;0;0;0;0;84;126600;22;10800;11;9000
31.08.2020 09:00;0;0;0;0;0;0;23;14400;5;3600;12;10200
31.08.2020 10:00;0;0;0;0;0;0;16;16800;3;1800;15;12600
31.08.2020 11:00;0;0;0;0;0;0;19;19800;0;0;5;3600
31.08.2020 12:00;0;0;0;0;0;0;35;40800;6;6000;13;9600
31.08.2020 13:00;0;0;0;0;0;0;21;23400;28;16200;12;9600
31.08.2020 14:00;0;0;0;0;0;0;31;32400;11;6000;13;9600
31.08.2020 15:00;0;0;0;0;0;0;57;209400;16;15600;19;13800
31.08.2020 16:00;0;0;0;0;0;0;50;73800;16;12600;11;8400
31.08.2020 17:00;0;0;0;0;0;0;31;44400;15;15000;19;15600
31.08.2020 18:00;0;0;0;0;0;0;24;103800;12;6600;16;12000
31.08.2020 19:00;0;0;0;0;0;0;62;53400;7;2400;9;6600
31.08.2020 20:00;0;0;0;0;0;0;25;16800;8;7200;4;3000
