01.06.2020 00:00;Bel_D571;Vwz_D571;Bel_ST53;Vwz_ST53;Bel_ST54;Vwz_ST54;Bel_T32;Vwz_T32;Bel_T32a;Vwz_T32a;Bel_T94;Vwz_T94
07.06.2021 15:00;0;0;0;0;0;0;36;93600;14;15000;21;15600
07.06.2021 16:00;0;0;0;0;0;0;36;32400;13;4200;14;10200
07.06.2021 17:00;0;0;0;0;0;0;27;51600;11;3600;19;15600
07.06.2021 18:00;0;0;0;0;0;0;21;52800;8;4200;15;10800
07.06.2021 19:00;0;0;0;0;0;0;27;8400;5;3600;8;6000
07.06.2021 20:00;0;0;0;0;0;0;9;9000;6;1800;0;0
07.06.2021 21:00;0;0;0;0;0;0;19;17400;2;2400;3;2400
07.06.2021 22:00;0;0;0;0;0;0;7;1800;0;0;3;2400
07.06.2021 23:00;0;0;0;0;0;0;7;4200;0;0;0;0
08.06.2021 00:00;0;0;0;0;0;0;2;0;0;0;0;0
08.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2021 04:00;0;0;0;0;0;0;1;5400;0;0;0;0
08.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;2;1800
08.06.2021 06:00;0;0;0;0;0;0;3;4200;0;0;2;1200
08.06.2021 07:00;0;0;0;0;0;0;60;148800;2;1800;12;8400
08.06.2021 08:00;0;0;0;0;0;0;77;109800;6;6000;12;8400
08.06.2021 09:00;0;0;0;0;0;0;10;20400;5;3000;19;13800
08.06.2021 10:00;0;0;0;0;0;0;24;24600;6;4800;12;8400
08.06.2021 11:00;0;0;0;0;0;0;19;39600;1;1200;9;7200
08.06.2021 12:00;0;0;0;0;1;600;37;22200;26;15600;10;6600
08.06.2021 13:00;0;0;0;0;0;0;34;60000;16;9000;12;9600
08.06.2021 14:00;0;0;0;0;0;0;40;37200;8;4200;20;16200
08.06.2021 15:00;0;0;0;0;0;0;24;17400;22;20400;23;17400
08.06.2021 16:00;0;0;0;0;0;0;33;33600;20;10800;16;12600
08.06.2021 17:00;0;0;0;0;0;0;51;76200;21;20400;29;25800
08.06.2021 18:00;0;0;0;0;0;0;28;59400;16;5400;9;7800
08.06.2021 19:00;0;0;0;0;0;0;12;18600;11;4200;2;1200
08.06.2021 20:00;0;0;0;0;0;0;17;15600;2;0;0;0
08.06.2021 21:00;0;0;0;0;0;0;10;28200;3;600;2;1200
08.06.2021 22:00;0;0;0;0;0;0;15;4800;3;1200;2;1200
08.06.2021 23:00;0;0;0;0;0;0;3;7800;0;0;0;0
09.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;2;1800
09.06.2021 06:00;0;0;0;0;0;0;4;4200;2;600;4;3000
09.06.2021 07:00;0;0;0;0;0;0;66;121200;5;600;12;8400
09.06.2021 08:00;0;0;0;0;0;0;66;75600;26;7800;16;11400
09.06.2021 09:00;0;0;0;0;0;0;21;12600;7;1800;28;22800
09.06.2021 10:00;0;0;0;0;0;0;22;17400;7;10800;16;13800
09.06.2021 11:00;0;0;0;0;0;0;43;34800;9;7200;8;6600
09.06.2021 12:00;0;0;0;0;0;0;22;39000;41;21000;25;20400
09.06.2021 13:00;0;0;0;0;0;0;42;105600;15;8400;22;18000
09.06.2021 14:00;0;0;0;0;0;0;50;90600;15;12000;17;12600
09.06.2021 15:00;0;0;0;0;0;0;64;96600;23;13800;12;8400
09.06.2021 16:00;0;0;0;0;0;0;41;166200;17;13800;20;15600
09.06.2021 17:00;0;0;0;0;0;0;55;43200;17;21000;13;9000
09.06.2021 18:00;0;0;0;0;0;0;56;87000;5;5400;8;5400
09.06.2021 19:00;0;0;0;0;0;0;56;36000;2;1200;7;6000
09.06.2021 20:00;0;0;0;0;0;0;27;67200;6;4800;5;3000
09.06.2021 21:00;0;0;0;0;0;0;13;15000;3;600;3;1800
09.06.2021 22:00;0;0;0;0;0;0;16;9000;5;1200;0;0
09.06.2021 23:00;0;0;0;0;0;0;3;600;0;0;0;0
10.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2021 01:00;0;0;0;0;0;0;1;600;0;0;0;0
10.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2021 06:00;0;0;0;0;0;0;3;13800;1;1200;2;1800
10.06.2021 07:00;0;0;0;0;0;0;94;174600;6;600;13;9600
10.06.2021 08:00;0;0;0;0;0;0;84;136800;10;4800;23;17400
10.06.2021 09:00;0;0;0;0;0;0;14;21000;5;2400;16;12000
10.06.2021 10:00;0;0;0;0;0;0;25;55200;9;3600;15;13200
10.06.2021 11:00;0;0;0;0;0;0;26;22200;6;4200;11;7800
10.06.2021 12:00;0;0;0;0;0;0;25;10200;15;7200;15;12000
10.06.2021 13:00;0;0;0;0;0;0;29;61200;20;21600;15;10800
10.06.2021 14:00;0;0;0;0;0;0;35;109800;18;9000;20;14400
10.06.2021 15:00;0;0;0;0;0;0;38;70200;18;10200;33;28200
10.06.2021 16:00;0;0;0;0;0;0;70;110400;18;25200;19;15600
10.06.2021 17:00;0;0;0;0;0;0;30;62400;31;26400;12;9000
10.06.2021 18:00;0;0;0;0;0;0;63;108000;17;10800;10;8400
10.06.2021 19:00;0;0;0;0;0;0;21;67800;3;5400;10;8400
10.06.2021 20:00;0;0;0;0;0;0;20;33000;11;6600;3;1800
10.06.2021 21:00;0;0;0;0;0;0;26;33600;1;0;5;3600
10.06.2021 22:00;0;0;0;0;0;0;18;13800;3;2400;0;0
10.06.2021 23:00;0;0;0;0;0;0;12;6600;0;0;0;0
11.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2021 06:00;0;0;0;0;0;0;2;1200;1;2400;5;3600
11.06.2021 07:00;0;0;0;0;0;0;54;82200;3;4800;19;16200
11.06.2021 08:00;0;0;0;0;0;0;80;195600;10;3600;18;13200
11.06.2021 09:00;0;0;0;0;0;0;13;10800;9;3000;20;15000
11.06.2021 10:00;0;0;0;0;0;0;18;46800;6;2400;14;11400
11.06.2021 11:00;0;0;0;0;0;0;20;43800;10;8400;13;10200
11.06.2021 12:00;0;0;0;0;0;0;42;19200;25;21000;20;16800
11.06.2021 13:00;0;0;0;0;0;0;47;51600;20;11400;18;13800
11.06.2021 14:00;0;0;0;0;0;0;30;65400;11;10200;29;22800
11.06.2021 15:00;0;0;0;0;0;0;34;36600;7;9600;27;19800
11.06.2021 16:00;0;0;0;0;0;0;47;61800;17;12600;12;9600
11.06.2021 17:00;0;0;0;0;0;0;39;37800;6;15600;24;19800
11.06.2021 18:00;0;0;0;0;0;0;79;129600;9;10200;9;6000
11.06.2021 19:00;0;0;0;0;0;0;22;37800;8;10200;5;3000
11.06.2021 20:00;0;0;0;0;0;0;26;48000;15;6000;10;7800
11.06.2021 21:00;0;0;0;0;0;0;18;30000;3;2400;1;600
11.06.2021 22:00;0;0;0;0;0;0;14;7800;4;4200;0;0
11.06.2021 23:00;0;0;0;0;0;0;15;21600;0;0;0;0
12.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 01:00;0;0;0;0;0;0;1;1200;0;0;0;0
12.06.2021 02:00;0;0;0;0;0;0;4;0;0;0;0;0
12.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2021 07:00;0;0;0;0;0;0;4;15000;0;0;2;1200
12.06.2021 08:00;0;0;0;0;0;0;21;8400;4;600;5;3600
12.06.2021 09:00;0;0;0;0;0;0;8;15000;8;4800;11;7200
12.06.2021 10:00;0;0;0;0;0;0;20;81000;12;13200;10;7800
12.06.2021 11:00;0;0;0;0;0;0;28;85200;8;7200;8;6000
12.06.2021 12:00;0;0;0;0;0;0;22;32400;7;2400;13;9600
12.06.2021 13:00;0;0;0;0;0;0;57;105600;8;4200;17;12600
12.06.2021 14:00;0;0;0;0;0;0;32;40200;13;13200;11;8400
12.06.2021 15:00;0;0;0;0;0;0;17;39600;9;12000;21;16800
12.06.2021 16:00;0;0;0;0;0;0;51;43200;12;3600;7;5400
12.06.2021 17:00;0;0;0;0;0;0;15;7800;24;6600;18;13200
12.06.2021 18:00;0;0;0;0;0;0;46;45000;15;7800;6;4200
12.06.2021 19:00;0;0;0;0;0;0;13;15600;5;7200;9;7800
12.06.2021 20:00;0;0;0;0;0;0;21;71400;4;1800;4;3000
12.06.2021 21:00;0;0;0;0;0;0;19;9600;4;600;2;1800
12.06.2021 22:00;0;0;0;0;0;0;5;2400;0;0;0;0
12.06.2021 23:00;0;0;0;0;0;0;1;0;2;1200;0;0
13.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 01:00;0;0;0;0;0;0;1;1200;0;0;0;0
13.06.2021 02:00;0;0;0;0;0;0;1;600;0;0;0;0
13.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 07:00;0;0;0;0;0;0;1;1200;0;0;0;0
13.06.2021 08:00;0;0;0;0;0;0;10;12000;7;6000;1;600
13.06.2021 09:00;0;0;0;0;0;0;8;4200;0;0;3;1800
13.06.2021 10:00;0;0;0;0;0;0;7;34200;3;1800;4;2400
13.06.2021 11:00;0;0;0;0;0;0;24;21600;1;1200;9;7800
13.06.2021 12:00;0;0;0;0;0;0;32;35400;14;9600;12;9600
13.06.2021 13:00;0;0;0;0;1;600;22;25800;4;7200;13;10800
13.06.2021 14:00;0;0;0;0;0;0;36;85200;15;8400;5;3600
13.06.2021 15:00;0;0;0;0;1;3000;36;64800;2;1800;15;10800
13.06.2021 16:00;0;0;0;0;0;0;22;28800;13;9000;18;13800
13.06.2021 17:00;0;0;0;0;0;0;65;58800;10;5400;16;13200
13.06.2021 18:00;0;0;0;0;0;0;41;58200;8;7800;7;5400
13.06.2021 19:00;0;0;0;0;0;0;32;39600;2;600;11;9000
13.06.2021 20:00;0;0;0;0;0;0;34;55800;11;6000;5;4200
13.06.2021 21:00;0;0;0;0;0;0;14;19800;4;1200;7;5400
13.06.2021 22:00;0;0;0;0;0;0;8;5400;1;2400;1;600
13.06.2021 23:00;0;0;0;0;0;0;1;600;1;600;0;0
14.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;2;1200
14.06.2021 06:00;0;0;0;0;0;0;6;35400;0;0;4;2400
14.06.2021 07:00;0;0;0;0;0;0;64;168000;2;600;6;3600
14.06.2021 08:00;0;0;0;0;0;0;70;87600;5;6600;12;9000
14.06.2021 09:00;0;0;0;0;0;0;16;25800;6;4800;5;3000
14.06.2021 10:00;0;0;0;0;0;0;17;20400;8;3000;9;6000
14.06.2021 11:00;0;0;0;0;0;0;36;75000;4;3600;11;7200
14.06.2021 12:00;0;0;0;0;0;0;20;9000;15;18000;17;12600
14.06.2021 13:00;0;0;0;0;0;0;28;28200;21;15600;8;6000
14.06.2021 14:00;0;0;0;0;0;0;37;46200;17;15600;18;13200
14.06.2021 15:00;0;0;0;0;0;0;73;108600;23;33000;21;16200
14.06.2021 16:00;0;0;0;0;0;0;51;61800;11;6600;18;15000
14.06.2021 17:00;0;0;0;0;0;0;39;37200;17;10200;13;10800
14.06.2021 18:00;0;0;0;0;0;0;28;15600;14;7800;9;7200
14.06.2021 19:00;0;0;0;0;0;0;24;62400;8;4800;9;7800
14.06.2021 20:00;0;0;0;0;0;0;25;45600;2;600;7;6000
14.06.2021 21:00;0;0;0;0;0;0;13;18600;6;600;3;2400
14.06.2021 22:00;0;0;0;0;0;0;9;4800;2;1200;1;600
14.06.2021 23:00;0;0;0;0;0;0;1;0;0;0;1;600
15.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 05:00;0;0;0;0;0;0;2;1200;0;0;1;600
15.06.2021 06:00;0;0;0;0;0;0;4;20400;2;3000;6;4800
15.06.2021 07:00;0;0;0;0;0;0;71;108000;3;1800;17;13800
15.06.2021 08:00;0;0;0;0;0;0;61;92400;8;3600;20;14400
15.06.2021 09:00;0;0;0;0;0;0;24;36000;18;9000;10;7200
15.06.2021 10:00;0;0;0;0;0;0;15;9000;12;7200;11;9000
15.06.2021 11:00;0;0;0;0;0;0;16;19800;11;10800;10;7200
15.06.2021 12:00;0;0;0;0;0;0;19;13200;22;24000;14;11400
15.06.2021 13:00;0;0;0;0;0;0;50;42000;13;6000;7;4800
15.06.2021 14:00;0;0;0;0;0;0;39;52200;36;18600;15;10200
15.06.2021 15:00;0;0;0;0;0;0;50;46800;20;27600;32;27600
15.06.2021 16:00;0;0;0;0;0;0;36;34800;23;12000;19;13200
15.06.2021 17:00;0;0;0;0;0;0;49;69000;9;6000;15;11400
15.06.2021 18:00;0;0;0;0;0;0;46;88200;9;3600;12;8400
15.06.2021 19:00;0;0;0;0;0;0;29;73800;5;1200;7;6000
15.06.2021 20:00;0;0;0;0;0;0;30;11400;8;4200;7;5400
15.06.2021 21:00;0;0;0;0;0;0;16;19800;4;1800;2;1200
15.06.2021 22:00;0;0;0;0;0;0;11;4800;2;600;1;600
15.06.2021 23:00;0;0;0;0;0;0;13;17400;0;0;1;600
16.06.2021 00:00;0;0;0;0;0;0;1;0;0;0;0;0
16.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;2;1200
16.06.2021 06:00;0;0;0;0;0;0;13;16800;1;1200;6;4200
16.06.2021 07:00;0;0;0;0;0;0;79;99600;8;4800;20;15000
16.06.2021 08:00;0;0;0;0;0;0;67;114000;10;6600;15;10800
16.06.2021 09:00;0;0;0;0;0;0;12;15600;14;6000;11;7800
16.06.2021 10:00;0;0;0;0;0;0;12;25800;2;1200;6;3600
16.06.2021 11:00;0;0;0;0;0;0;27;37800;5;3600;14;10200
16.06.2021 12:00;0;0;0;0;0;0;31;31200;34;29400;19;15600
16.06.2021 13:00;0;0;0;0;0;0;49;74400;19;22800;11;7800
16.06.2021 14:00;0;0;0;0;0;0;52;43800;9;7200;17;12600
16.06.2021 15:00;0;0;0;0;0;0;88;91800;8;5400;14;10200
16.06.2021 16:00;0;0;0;0;0;0;57;69600;14;8400;24;19200
16.06.2021 17:00;0;0;0;0;0;0;39;79800;17;10800;19;14400
16.06.2021 18:00;0;0;0;0;1;2400;25;63600;9;4800;17;14400
16.06.2021 19:00;0;0;0;0;0;0;22;13800;5;1800;5;3000
16.06.2021 20:00;0;0;0;0;0;0;42;91200;5;600;14;12000
16.06.2021 21:00;0;0;0;0;0;0;36;11400;4;2400;7;6000
16.06.2021 22:00;0;0;0;0;0;0;6;3600;0;0;0;0
16.06.2021 23:00;0;0;0;0;0;0;1;600;0;0;0;0
17.06.2021 00:00;0;0;0;0;0;0;2;600;0;0;0;0
17.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;1;600
17.06.2021 06:00;0;0;0;0;0;0;3;11400;2;600;6;5400
17.06.2021 07:00;0;0;0;0;0;0;64;117000;7;3000;11;7800
17.06.2021 08:00;0;0;0;0;0;0;36;76800;10;7200;19;13200
17.06.2021 09:00;0;0;0;0;0;0;20;33600;7;9000;10;7200
17.06.2021 10:00;0;0;0;0;0;0;16;16200;7;7200;20;14400
17.06.2021 11:00;0;0;0;0;0;0;32;30000;2;1200;2;1200
17.06.2021 12:00;0;0;0;0;0;0;29;48000;25;20400;16;13200
17.06.2021 13:00;0;0;0;0;0;0;39;18600;10;16200;12;8400
17.06.2021 14:00;0;0;0;0;0;0;46;51000;18;17400;13;10800
17.06.2021 15:00;0;0;0;0;0;0;38;87600;25;12600;16;12000
17.06.2021 16:00;0;0;0;0;0;0;74;43800;9;14400;23;19200
17.06.2021 17:00;0;0;0;0;0;0;53;82800;14;28200;9;7200
17.06.2021 18:00;0;0;0;0;0;0;27;52200;14;9600;13;10200
17.06.2021 19:00;0;0;0;0;0;0;24;18600;16;7200;6;4200
17.06.2021 20:00;0;0;0;0;0;0;27;35400;5;2400;8;7200
17.06.2021 21:00;0;0;0;0;0;0;15;11400;1;600;8;6000
17.06.2021 22:00;0;0;0;0;0;0;5;5400;3;1800;5;4200
17.06.2021 23:00;0;0;0;0;0;0;2;1800;0;0;0;0
18.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0
18.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0
18.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
18.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
18.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0
18.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0
18.06.2021 06:00;0;0;0;0;0;0;4;19800;3;4200;5;3000
18.06.2021 07:00;0;0;0;0;0;0;64;98400;5;1200;16;12000
18.06.2021 08:00;0;0;0;0;0;0;62;139200;16;11400;12;7200
18.06.2021 09:00;0;0;0;0;0;0;15;24600;10;1800;12;9600
18.06.2021 10:00;0;0;0;0;0;0;34;54000;10;6000;11;8400
18.06.2021 11:00;0;0;0;0;0;0;28;53400;7;4200;10;7800
18.06.2021 12:00;0;0;0;0;0;0;46;69600;22;14400;15;11400
18.06.2021 13:00;0;0;0;0;0;0;41;50400;21;17400;15;12000
18.06.2021 14:00;0;0;0;0;0;0;48;51600;22;19800;21;16200
18.06.2021 15:00;0;0;0;0;0;0;31;30600;22;7800;17;13200
18.06.2021 16:00;0;0;0;0;0;0;37;27000;14;12000;9;6600
18.06.2021 17:00;0;0;0;0;0;0;39;96000;9;6000;10;7200
18.06.2021 18:00;0;0;0;0;0;0;22;63600;14;6600;7;4800
18.06.2021 19:00;0;0;0;0;0;0;30;66600;3;4200;3;2400
18.06.2021 20:00;0;0;0;0;0;0;45;80400;7;15000;2;1200
18.06.2021 21:00;0;0;0;0;0;0;23;21600;2;600;3;1800
18.06.2021 22:00;0;0;0;0;0;0;7;1800;6;4200;4;3600
18.06.2021 23:00;0;0;0;0;0;0;7;9000;11;4800;1;600
19.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0
19.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0
19.06.2021 02:00;0;0;0;0;0;0;2;600;0;0;0;0
19.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
19.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0
19.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0
19.06.2021 06:00;0;0;0;0;0;0;7;7800;0;0;1;600
19.06.2021 07:00;0;0;0;0;0;0;3;1200;6;1800;5;3600
19.06.2021 08:00;0;0;0;0;0;0;9;28800;9;9000;8;4800
19.06.2021 09:00;0;0;0;0;0;0;29;22200;6;4800;19;13800
19.06.2021 10:00;0;0;0;0;0;0;26;30600;10;7200;14;10800
19.06.2021 11:00;0;0;0;0;0;0;29;36000;3;3000;16;12600
19.06.2021 12:00;0;0;0;0;0;0;25;43200;5;3000;10;6600
19.06.2021 13:00;0;0;0;0;0;0;9;16800;6;9600;7;6000
19.06.2021 14:00;0;0;0;0;0;0;21;54600;7;7200;11;9000
19.06.2021 15:00;0;0;0;0;0;0;30;22800;6;4200;13;10800
19.06.2021 16:00;0;0;0;0;0;0;15;33000;5;1800;6;3600
19.06.2021 17:00;0;0;0;0;0;0;19;40200;5;2400;13;10800
19.06.2021 18:00;0;0;0;0;0;0;29;36600;5;5400;16;14400
19.06.2021 19:00;0;0;0;0;0;0;24;16800;3;3600;9;8400
19.06.2021 20:00;0;0;0;0;0;0;32;19200;2;3000;17;15000
19.06.2021 21:00;0;0;0;0;0;0;25;37800;4;1200;0;0
19.06.2021 22:00;0;0;0;0;0;0;39;39000;6;2400;5;3600
19.06.2021 23:00;0;0;0;0;0;0;2;1800;0;0;0;0
20.06.2021 00:00;0;0;0;0;0;0;6;7800;0;0;0;0
20.06.2021 01:00;0;0;0;0;0;0;6;9600;2;2400;0;0
20.06.2021 02:00;0;0;0;0;0;0;1;600;0;0;0;0
20.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2021 06:00;0;0;0;0;0;0;0;0;0;0;2;1800
20.06.2021 07:00;0;0;0;0;0;0;5;21600;1;0;0;0
20.06.2021 08:00;0;0;0;0;0;0;8;14400;3;1800;5;3600
20.06.2021 09:00;0;0;0;0;0;0;8;20400;1;0;12;9600
20.06.2021 10:00;0;0;0;0;0;0;16;24000;3;1800;3;2400
20.06.2021 11:00;0;0;0;0;0;0;18;70200;22;13200;4;3000
20.06.2021 12:00;0;0;0;0;0;0;20;10200;9;5400;5;3600
20.06.2021 13:00;0;0;0;0;0;0;9;11400;10;4200;7;5400
20.06.2021 14:00;0;0;0;0;0;0;38;18000;8;2400;3;2400
20.06.2021 15:00;0;0;0;0;0;0;51;37800;7;5400;9;7800
20.06.2021 16:00;0;0;0;0;0;0;9;9600;4;3000;3;1800
20.06.2021 17:00;0;0;0;0;0;0;19;26400;3;600;6;4800
20.06.2021 18:00;0;0;0;0;0;0;32;21600;3;0;3;1800
20.06.2021 19:00;0;0;0;0;0;0;27;27000;3;600;5;3600
20.06.2021 20:00;0;0;0;0;0;0;32;25200;7;5400;6;4800
20.06.2021 21:00;0;0;0;0;0;0;22;15000;1;1200;4;3600
20.06.2021 22:00;0;0;0;0;0;0;9;2400;2;0;1;600
20.06.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;2;1200
21.06.2021 06:00;0;0;0;0;0;0;4;14400;0;0;5;4200
21.06.2021 07:00;0;0;0;0;0;0;80;119400;1;600;10;7200
21.06.2021 08:00;0;0;0;0;0;0;60;56400;11;4200;17;12000
21.06.2021 09:00;0;0;0;0;0;0;15;72000;9;1800;12;9000
21.06.2021 10:00;0;0;0;0;0;0;14;16200;10;1800;11;9000
21.06.2021 11:00;0;0;0;0;0;0;34;36600;5;7200;12;9600
21.06.2021 12:00;0;0;0;0;0;0;36;27000;21;15600;20;16200
21.06.2021 13:00;0;0;0;0;0;0;45;42000;19;9000;7;5400
21.06.2021 14:00;0;0;0;0;0;0;118;170400;21;22800;7;5400
21.06.2021 15:00;0;0;0;0;0;0;53;108000;31;16200;25;21000
21.06.2021 16:00;0;0;0;0;0;0;60;116400;9;12000;14;11400
21.06.2021 17:00;0;0;0;0;0;0;52;112800;18;12600;16;13200
21.06.2021 18:00;0;0;0;0;0;0;44;66000;9;2400;7;5400
21.06.2021 19:00;0;0;0;0;0;0;36;88200;14;6000;4;3000
21.06.2021 20:00;0;0;0;0;0;0;27;39000;7;3600;5;3000
21.06.2021 21:00;0;0;0;0;0;0;13;16200;0;0;2;1800
21.06.2021 22:00;0;0;0;0;0;0;10;6600;2;1200;1;600
21.06.2021 23:00;0;0;0;0;0;0;12;4800;0;0;0;0
22.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0
22.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0
22.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
22.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
22.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0
22.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;1;600
22.06.2021 06:00;0;0;0;0;0;0;11;15000;3;9600;4;3000
22.06.2021 07:00;0;0;0;0;0;0;75;77400;8;1800;12;10200
22.06.2021 08:00;0;0;0;0;0;0;102;90000;3;0;21;13200
22.06.2021 09:00;0;0;0;0;0;0;18;19200;14;9600;8;6000
22.06.2021 10:00;0;0;0;0;0;0;33;21600;12;3600;11;8400
22.06.2021 11:00;0;0;0;0;0;0;34;27600;12;6600;17;14400
22.06.2021 12:00;0;0;0;0;0;0;22;19800;39;21000;11;9000
22.06.2021 13:00;0;0;0;0;0;0;69;43800;31;41400;10;6600
22.06.2021 14:00;0;0;0;0;0;0;30;47400;21;21600;11;7800
22.06.2021 15:00;0;0;0;0;0;0;16;9000;22;10800;17;13200
22.06.2021 16:00;0;0;0;0;0;0;36;49800;14;4800;7;4800
22.06.2021 17:00;0;0;0;0;0;0;31;53400;28;33600;9;6000
22.06.2021 18:00;0;0;0;0;0;0;45;65400;11;10800;10;7800
22.06.2021 19:00;0;0;0;0;0;0;25;50400;8;4800;5;3600
22.06.2021 20:00;0;0;0;0;0;0;19;12600;7;2400;0;0
22.06.2021 21:00;0;0;0;0;0;0;12;7800;8;5400;3;2400
22.06.2021 22:00;0;0;0;0;0;0;8;7200;1;0;2;1800
22.06.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0
23.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0
23.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0
23.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
23.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
23.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0
23.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;1;600
