01.06.2020 00:00;Bel_A51_M2_645;Vwz_A51_M2_645;Bel_A55_M4_649;Vwz_A55_M4_649;Bel_H51_M1_644;Vwz_H51_M1_644;Bel_H55_M3_648;Vwz_H55_M3_648;Bel_T1;Vwz_T1;Bel_T3;Vwz_T3;Bel_T4;Vwz_T4;Bel_T5;Vwz_T5
20.12.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.12.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.12.2020 05:00;1;1000;1;1000;1;1000;1;1000;0;0;0;0;0;0;0;0
20.12.2020 06:00;3;3000;2;2000;3;2990;2;1990;0;0;0;0;0;0;0;0
20.12.2020 07:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
20.12.2020 08:00;2;2000;2;2000;2;1990;2;1990;1;1010;1;1000;0;0;0;0
20.12.2020 09:00;2;2000;2;2000;2;1990;2;1990;1;1010;0;0;0;0;0;0
20.12.2020 10:00;2;1990;2;2000;2;2000;2;2000;2;2020;0;0;0;0;0;0
20.12.2020 11:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
20.12.2020 12:00;3;2990;3;3000;3;3000;3;3000;7;7980;3;3800;0;0;0;0
20.12.2020 13:00;4;4000;4;4000;4;3980;4;3990;4;5040;2;2030;0;0;0;0
20.12.2020 14:00;4;4000;4;4000;4;3980;4;4000;1;1810;1;1850;0;0;0;0
20.12.2020 15:00;4;4000;4;4000;4;3980;4;4000;6;6080;2;2020;0;0;0;0
20.12.2020 16:00;4;4000;4;4000;4;4000;4;4000;3;3040;5;5050;0;0;0;0
20.12.2020 17:00;4;4000;4;4000;4;3970;4;4000;2;2020;2;2020;0;0;0;0
20.12.2020 18:00;4;3970;4;4000;4;4000;4;3990;3;3040;1;1010;0;0;0;0
20.12.2020 19:00;2;1990;2;2000;2;2000;2;1980;0;0;0;0;0;0;0;0
20.12.2020 20:00;2;1990;2;2000;2;2000;2;1990;0;0;0;0;0;0;0;0
20.12.2020 21:00;2;1990;2;2000;2;2000;2;2000;2;2020;0;0;0;0;0;0
20.12.2020 22:00;2;2000;2;2000;2;1990;2;2000;1;1010;1;1010;0;0;0;0
20.12.2020 23:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
21.12.2020 00:00;0;0;1;990;0;0;1;1000;0;0;0;0;0;0;0;0
21.12.2020 01:00;0;0;0;0;0;0;0;0;0;0;1;1010;0;0;0;0
21.12.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.12.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.12.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0
21.12.2020 05:00;3;2990;3;3000;3;3000;3;3000;0;0;0;0;0;0;0;0
21.12.2020 06:00;4;4000;4;3990;4;4000;4;4000;0;0;0;0;0;0;0;0
21.12.2020 07:00;5;4990;4;4000;5;5000;4;4000;0;0;0;0;0;0;0;0
21.12.2020 08:00;4;3990;4;3990;4;3980;4;3990;0;0;0;0;0;0;0;0
21.12.2020 09:00;4;4000;4;3990;4;4000;4;4000;0;0;3;3030;0;0;0;0
21.12.2020 10:00;4;3990;4;4000;4;4000;4;3980;6;6070;17;18470;0;0;0;0
21.12.2020 11:00;4;4000;4;3990;4;4000;4;4000;7;7090;8;11670;0;0;0;0
21.12.2020 12:00;4;4000;4;4045;4;3990;4;4000;2;2020;6;10230;0;0;0;0
21.12.2020 13:00;4;4000;4;4000;4;3990;4;3990;0;0;1;1010;0;0;0;0
21.12.2020 14:00;4;4000;4;4000;4;3980;4;4000;2;2030;2;2020;0;0;0;0
21.12.2020 15:00;4;4000;4;4000;4;4000;4;3990;8;8090;6;7700;0;0;0;0
21.12.2020 16:00;3;3000;4;4000;3;3000;4;3990;6;6060;0;0;0;0;0;0
21.12.2020 17:00;5;4980;4;4000;5;5000;4;4000;6;7080;5;5940;0;0;0;0
21.12.2020 18:00;4;3990;4;4000;4;4000;4;4000;2;2020;0;0;0;0;0;0
21.12.2020 19:00;4;4000;4;4000;4;4000;4;3980;1;1010;1;1010;0;0;0;0
21.12.2020 20:00;4;4000;5;4990;4;4000;5;5000;0;0;0;0;0;0;0;0
21.12.2020 21:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
21.12.2020 22:00;2;2000;2;2054;2;2000;2;2000;0;0;0;0;0;0;0;0
21.12.2020 23:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
22.12.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0
22.12.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.12.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.12.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22.12.2020 04:00;1;1000;0;0;1;990;0;0;0;0;0;0;0;0;0;0
22.12.2020 05:00;3;2990;3;3045;3;3000;3;3000;0;0;0;0;0;0;0;0
22.12.2020 06:00;4;4000;4;3980;4;3980;4;4000;0;0;0;0;0;0;0;0
22.12.2020 07:00;5;5000;4;3990;5;4980;4;4000;0;0;0;0;0;0;0;0
22.12.2020 08:00;4;4054;4;4000;4;4000;4;3980;0;0;0;0;0;0;0;0
22.12.2020 09:00;4;3990;4;3990;4;3990;4;3990;1;1020;0;0;0;0;0;0
22.12.2020 10:00;4;4000;4;3990;4;4000;4;4000;0;0;3;3030;0;0;0;0
22.12.2020 11:00;4;3990;4;4000;4;3990;4;4000;6;6100;7;8010;0;0;0;0
22.12.2020 12:00;4;4000;4;4054;4;4000;4;3980;7;7100;2;2030;0;0;0;0
22.12.2020 13:00;4;3990;4;4000;4;4000;4;3980;4;4040;6;6580;0;0;0;0
22.12.2020 14:00;4;3990;4;4000;4;4000;4;3990;8;8650;4;7030;0;0;0;0
22.12.2020 15:00;4;3990;4;3990;4;3990;4;3990;5;5960;5;5290;0;0;0;0
22.12.2020 16:00;4;3990;4;4000;4;3980;4;3980;6;6970;3;3748;0;0;0;0
22.12.2020 17:00;4;3990;4;3990;4;4000;4;4000;8;9110;8;9080;0;0;0;0
22.12.2020 18:00;4;4000;4;4000;4;3990;4;4000;0;0;1;1010;0;0;0;0
22.12.2020 19:00;4;4000;4;4000;4;3990;4;3990;2;2030;0;0;0;0;0;0
22.12.2020 20:00;4;3990;5;4990;4;4000;5;5000;2;2030;0;0;0;0;0;0
22.12.2020 21:00;2;2000;2;2000;2;1990;2;2000;1;1010;0;0;0;0;0;0
22.12.2020 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
22.12.2020 23:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
23.12.2020 00:00;0;0;1;1000;0;0;1;990;0;0;0;0;0;0;0;0
23.12.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.12.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.12.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.12.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0
23.12.2020 05:00;3;3000;3;3000;3;3000;3;2990;0;0;0;0;0;0;0;0
23.12.2020 06:00;4;4000;4;4000;4;4000;4;3990;0;0;0;0;0;0;0;0
23.12.2020 07:00;5;4990;4;3990;5;4990;4;4000;0;0;0;0;0;0;0;0
23.12.2020 08:00;4;4000;4;3990;4;4000;4;3990;1;1010;0;0;0;0;0;0
23.12.2020 09:00;4;4000;4;4000;4;3990;4;3990;4;4070;0;0;0;0;0;0
23.12.2020 10:00;5;5000;4;4000;4;4000;4;3990;0;0;2;2020;0;0;0;0
23.12.2020 11:00;4;4000;4;3980;4;3990;4;3990;1;1010;0;0;0;0;0;0
23.12.2020 12:00;4;4000;4;4000;4;3990;5;5000;2;2020;5;5800;0;0;0;0
23.12.2020 13:00;4;4000;4;3980;4;4000;4;3990;2;2020;9;9100;0;0;0;0
23.12.2020 14:00;4;3990;4;4000;4;4000;4;3990;6;6060;6;6100;0;0;0;0
23.12.2020 15:00;4;4000;4;4000;4;3990;4;4000;3;3030;2;2010;0;0;0;0
23.12.2020 16:00;4;4000;4;4000;4;3990;4;4000;1;1020;0;0;0;0;0;0
23.12.2020 17:00;4;4000;4;4000;4;3990;4;3990;4;4840;1;1000;0;0;0;0
23.12.2020 18:00;4;4000;4;4000;4;3980;4;3990;0;0;0;0;0;0;0;0
23.12.2020 19:00;4;3990;4;3980;4;4000;4;4000;0;0;1;1010;0;0;0;0
23.12.2020 20:00;4;4000;5;5000;4;4000;5;5000;2;2040;0;0;0;0;0;0
23.12.2020 21:00;2;2000;2;1990;2;2000;2;2000;0;0;0;0;0;0;0;0
23.12.2020 22:00;2;2000;2;1990;2;2000;2;1990;0;0;0;0;0;0;0;0
23.12.2020 23:00;2;2000;2;1990;2;2000;2;2000;0;0;1;1010;0;0;0;0
24.12.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0
24.12.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.12.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.12.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.12.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0
24.12.2020 05:00;3;3000;3;3000;3;3000;3;2990;0;0;0;0;0;0;0;0
24.12.2020 06:00;4;3990;4;3990;4;3990;4;3990;0;0;0;0;0;0;0;0
24.12.2020 07:00;4;3990;4;3990;4;4000;4;4000;0;0;0;0;0;0;0;0
24.12.2020 08:00;5;5000;4;4000;5;4990;4;4000;1;1010;4;4040;0;0;0;0
24.12.2020 09:00;4;4000;4;4000;4;3990;4;3990;1;1010;6;6060;0;0;0;0
24.12.2020 10:00;4;4000;4;4000;4;3990;4;3990;1;1010;3;4830;0;0;0;0
24.12.2020 11:00;5;5000;4;4000;4;3990;4;4000;5;5080;4;3890;0;0;0;0
24.12.2020 12:00;4;3990;4;4000;4;3990;4;3990;6;6410;3;3130;0;0;0;0
24.12.2020 13:00;4;3990;4;3990;4;4000;4;4000;5;5060;4;4770;0;0;0;0
24.12.2020 14:00;4;4000;4;3990;4;3990;4;4000;2;2030;0;0;0;0;0;0
24.12.2020 15:00;4;3980;4;4000;4;3990;4;4000;5;5070;8;8080;0;0;0;0
24.12.2020 16:00;4;3980;4;3990;4;4000;4;3990;12;13140;1;1010;0;0;0;0
24.12.2020 17:00;4;4000;5;5000;4;4000;5;4990;1;1010;1;1010;0;0;0;0
24.12.2020 18:00;4;3980;4;4000;4;4000;4;3990;2;2020;0;0;0;0;0;0
24.12.2020 19:00;4;3990;4;4000;4;3990;4;3990;3;3670;1;1010;0;0;0;0
24.12.2020 20:00;2;2000;2;2000;2;2000;2;1990;1;1010;0;0;0;0;0;0
24.12.2020 21:00;2;2000;2;2000;2;2000;2;2000;1;1010;0;0;0;0;0;0
24.12.2020 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
24.12.2020 23:00;2;2000;2;2000;2;2000;2;2000;1;2810;0;0;0;0;0;0
25.12.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0
25.12.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.12.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.12.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.12.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.12.2020 05:00;1;1000;1;1000;1;1000;1;990;0;0;0;0;0;0;0;0
25.12.2020 06:00;3;3000;2;1980;3;2990;2;2000;0;0;0;0;0;0;0;0
25.12.2020 07:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0;0;0;0;0
25.12.2020 08:00;2;2000;2;2000;2;1990;2;1990;0;0;0;0;0;0;0;0
25.12.2020 09:00;2;2000;2;2000;2;1990;2;2000;3;3040;0;0;0;0;0;0
25.12.2020 10:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
25.12.2020 11:00;2;2000;2;2000;2;2000;2;2000;3;3030;2;2020;0;0;0;0
25.12.2020 12:00;3;2990;3;2990;3;3000;3;3000;2;2020;3;3040;0;0;0;0
25.12.2020 13:00;4;4000;4;3990;4;3990;4;3990;8;8090;1;1010;0;0;0;0
25.12.2020 14:00;4;4000;4;3990;4;3990;4;4000;4;5050;1;1710;0;0;0;0
25.12.2020 15:00;4;4000;4;3990;4;3990;4;4000;10;10560;9;9080;0;0;0;0
25.12.2020 16:00;4;4000;4;4000;4;4000;4;4047;5;5060;2;3020;0;0;0;0
25.12.2020 17:00;4;4000;4;3980;4;3990;4;4000;2;2020;4;5290;0;0;0;0
25.12.2020 18:00;4;4000;4;3990;4;3980;4;3990;0;0;3;3030;0;0;0;0
25.12.2020 19:00;2;2000;2;1990;2;2000;2;2000;0;0;2;3970;0;0;0;0
25.12.2020 20:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
25.12.2020 21:00;2;1980;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
25.12.2020 22:00;2;1990;2;2000;2;2000;2;1990;0;0;1;1020;0;0;0;0
25.12.2020 23:00;2;1990;2;2000;2;2000;2;2000;1;1020;0;0;0;0;0;0
26.12.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0
26.12.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.12.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.12.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.12.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.12.2020 05:00;1;1000;1;1000;1;1000;1;1000;0;0;0;0;0;0;0;0
26.12.2020 06:00;3;3000;2;2000;3;2980;2;2000;0;0;0;0;0;0;0;0
26.12.2020 07:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0;0;0;0;0
26.12.2020 08:00;2;2000;2;2000;2;1990;3;2990;0;0;0;0;0;0;0;0
26.12.2020 09:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
26.12.2020 10:00;2;1990;2;2000;2;2000;2;1990;2;2030;0;0;0;0;0;0
26.12.2020 11:00;2;1990;2;2000;2;1990;2;2000;2;2020;2;3370;0;0;0;0
26.12.2020 12:00;3;3000;3;3000;3;2990;3;3000;5;5240;1;2000;0;0;0;0
26.12.2020 13:00;4;4000;4;3990;4;4000;4;4000;1;1020;3;6880;0;0;0;0
26.12.2020 14:00;5;5000;4;4000;4;4000;4;3990;4;4040;3;3040;0;0;0;0
26.12.2020 15:00;4;3990;4;3980;4;4000;4;3990;12;13130;6;7780;0;0;0;0
26.12.2020 16:00;4;4000;4;3980;4;4000;4;4000;8;8110;5;6510;0;0;0;0
26.12.2020 17:00;4;3990;4;3980;4;3990;4;4000;1;1010;0;0;0;0;0;0
26.12.2020 18:00;4;4000;4;3990;4;4000;4;4000;0;0;1;1010;0;0;0;0
26.12.2020 19:00;2;1990;2;1990;2;2000;2;1990;2;2020;0;0;0;0;0;0
26.12.2020 20:00;2;2000;2;2000;2;2000;2;2000;1;1020;0;0;0;0;0;0
26.12.2020 21:00;2;2000;2;2000;2;2000;2;2000;1;1065;0;0;0;0;0;0
26.12.2020 22:00;2;1990;2;2000;2;2000;2;2000;0;0;1;1010;0;0;0;0
26.12.2020 23:00;2;2000;2;2000;2;1980;2;2000;0;0;0;0;0;0;0;0
27.12.2020 00:00;0;0;1;990;0;0;1;990;0;0;0;0;0;0;0;0
27.12.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.12.2020 05:00;1;1000;1;1000;1;1000;1;1000;0;0;0;0;0;0;0;0
27.12.2020 06:00;3;3000;2;2000;3;2990;2;2000;0;0;0;0;0;0;0;0
27.12.2020 07:00;2;2000;2;2000;2;2000;2;2000;0;0;1;1010;0;0;0;0
27.12.2020 08:00;2;2000;2;2000;2;1990;2;2000;1;1010;0;0;0;0;0;0
27.12.2020 09:00;2;2000;2;2000;2;2000;2;1990;0;0;0;0;0;0;0;0
27.12.2020 10:00;2;1980;2;2000;2;2000;2;2000;0;0;1;1010;0;0;0;0
27.12.2020 11:00;2;2000;2;2000;2;1990;2;1980;3;3420;0;0;0;0;0;0
27.12.2020 12:00;3;3000;3;3000;3;3000;3;2990;4;4040;0;0;0;0;0;0
27.12.2020 13:00;4;4000;4;4000;4;3990;4;4000;3;4740;6;8270;0;0;0;0
27.12.2020 14:00;4;4000;4;3990;4;3980;4;4000;4;4050;2;2020;0;0;0;0
27.12.2020 15:00;4;3990;4;3990;4;3990;4;3990;7;8100;4;4940;0;0;0;0
27.12.2020 16:00;4;4000;4;4000;4;3990;4;4000;4;5060;3;3040;0;0;0;0
27.12.2020 17:00;4;3990;4;4000;4;4000;4;4000;3;3040;2;2920;0;0;0;0
27.12.2020 18:00;4;4000;4;4000;4;4000;4;4000;4;4450;0;0;0;0;0;0
27.12.2020 19:00;2;1990;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
27.12.2020 20:00;2;2000;2;2000;2;2000;2;1990;0;0;0;0;0;0;0;0
27.12.2020 21:00;2;1990;2;2000;2;2000;2;1990;1;1010;0;0;0;0;0;0
27.12.2020 22:00;2;2000;2;2000;2;2000;2;1990;0;0;0;0;0;0;0;0
27.12.2020 23:00;2;1990;2;1990;2;2000;2;2000;0;0;0;0;0;0;0;0
28.12.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0
28.12.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.12.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.12.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.12.2020 04:00;1;1000;0;0;1;990;0;0;0;0;0;0;0;0;0;0
28.12.2020 05:00;3;2990;3;3000;3;3000;3;2990;0;0;0;0;0;0;0;0
28.12.2020 06:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0;0;0;0;0
28.12.2020 07:00;5;5000;4;4000;5;4980;4;4000;0;0;0;0;0;0;0;0
28.12.2020 08:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0;0;0;0;0
28.12.2020 09:00;4;4000;4;4000;4;3990;4;4000;9;11000;0;0;0;0;0;0
28.12.2020 10:00;5;5000;4;4000;4;4000;4;4000;2;2020;1;1520;0;0;0;0
28.12.2020 11:00;4;4000;4;3990;4;3990;4;4000;5;5950;2;2020;0;0;0;0
28.12.2020 12:00;4;4000;4;4000;4;3990;4;3990;4;4060;4;4040;0;0;0;0
28.12.2020 13:00;4;4000;4;4000;4;4000;4;4000;2;2020;5;5730;0;0;0;0
28.12.2020 14:00;4;4000;4;4000;4;4000;4;3990;4;4050;6;6120;0;0;0;0
28.12.2020 15:00;4;4000;4;3990;4;4000;4;3990;2;2020;6;15870;0;0;0;0
28.12.2020 16:00;4;3980;4;3990;4;4000;4;4000;9;10090;3;3030;0;0;0;0
28.12.2020 17:00;4;4052;4;4000;4;3980;4;4000;6;6070;2;2920;0;0;0;0
28.12.2020 18:00;4;3990;4;4000;4;3990;4;4000;0;0;2;2076;0;0;0;0
28.12.2020 19:00;4;4000;4;4000;4;4000;4;4000;2;2020;0;0;0;0;0;0
28.12.2020 20:00;4;4000;5;4980;4;3970;5;5000;1;1010;0;0;0;0;0;0
28.12.2020 21:00;2;2000;2;2000;2;1980;2;1990;0;0;0;0;0;0;0;0
28.12.2020 22:00;2;1990;2;2000;2;2000;2;1990;1;1062;0;0;0;0;0;0
28.12.2020 23:00;2;2000;2;1990;2;2000;2;2000;0;0;0;0;0;0;0;0
29.12.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0
29.12.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.12.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.12.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.12.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0
29.12.2020 05:00;3;3000;3;3000;3;2990;3;3000;0;0;0;0;0;0;0;0
29.12.2020 06:00;4;3990;4;4000;4;3990;4;3990;0;0;0;0;0;0;0;0
29.12.2020 07:00;5;4990;4;3990;5;4990;4;4000;0;0;0;0;0;0;0;0
29.12.2020 08:00;4;3990;4;4000;4;3990;4;3990;2;2020;0;0;0;0;0;0
29.12.2020 09:00;4;4000;4;4000;4;4000;4;3990;2;2030;1;1010;0;0;0;0
29.12.2020 10:00;4;3990;4;4000;4;4000;4;4000;2;2020;2;3570;0;0;0;0
29.12.2020 11:00;4;4000;4;4000;4;3990;4;4000;4;4040;2;2588;0;0;0;0
29.12.2020 12:00;4;4000;4;3990;4;4000;4;4000;2;2020;2;2020;0;0;0;0
29.12.2020 13:00;5;5000;4;4055;4;4000;4;3990;3;3030;1;1010;0;0;0;0
29.12.2020 14:00;3;2990;4;4000;3;3000;4;3990;3;3050;3;3020;0;0;0;0
29.12.2020 15:00;5;4980;4;3990;5;5000;4;4000;4;4040;5;5050;0;0;0;0
29.12.2020 16:00;3;3000;4;4000;4;3980;4;4000;6;6500;2;2040;0;0;0;0
29.12.2020 17:00;5;5000;4;4000;4;4000;4;4000;6;6070;7;7970;0;0;0;0
29.12.2020 18:00;4;3980;4;3990;4;4000;4;3990;3;4040;1;1010;0;0;0;0
29.12.2020 19:00;4;3990;4;3990;4;3990;4;4000;1;1010;0;0;0;0;0;0
29.12.2020 20:00;4;4000;5;5000;4;3990;5;5000;0;0;0;0;0;0;0;0
29.12.2020 21:00;2;1980;2;2053;2;2000;2;2000;1;1010;2;2020;0;0;0;0
29.12.2020 22:00;2;1990;2;1990;2;2000;2;2000;0;0;0;0;0;0;0;0
29.12.2020 23:00;2;2000;2;2000;2;1990;2;1990;0;0;0;0;0;0;0;0
30.12.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0
30.12.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.12.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.12.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.12.2020 04:00;1;990;0;0;1;1000;0;0;0;0;0;0;0;0;0;0
30.12.2020 05:00;3;2990;3;3000;3;2990;3;2990;0;0;0;0;0;0;0;0
30.12.2020 06:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0;0;0;0;0
30.12.2020 07:00;5;4990;4;4000;5;5000;4;4000;0;0;0;0;0;0;0;0
30.12.2020 08:00;4;3980;4;3990;4;4000;4;3990;0;0;0;0;0;0;0;0
30.12.2020 09:00;4;3990;4;4000;4;4000;4;4000;1;1010;0;0;0;0;0;0
30.12.2020 10:00;4;4000;4;3980;4;4000;4;4000;5;5060;1;2400;0;0;0;0
30.12.2020 11:00;4;3990;4;3990;4;4000;4;3990;6;6930;2;2320;0;0;0;0
30.12.2020 12:00;4;4000;4;3980;4;4000;4;4000;8;8980;1;1960;0;0;0;0
30.12.2020 13:00;3;2990;4;3990;4;4000;4;4000;5;5060;3;3650;0;0;0;0
30.12.2020 14:00;4;4000;4;3980;4;3990;4;4000;1;1010;2;2020;0;0;0;0
30.12.2020 15:00;4;3980;4;4000;4;4000;4;3980;2;2020;17;21090;0;0;0;0
30.12.2020 16:00;4;4000;4;4000;4;3990;4;3990;11;12950;7;7070;0;0;0;0
30.12.2020 17:00;4;4000;4;4000;4;3990;4;3990;4;4050;3;3030;0;0;0;0
30.12.2020 18:00;4;4047;4;3980;4;4000;4;4000;1;1160;0;0;0;0;0;0
30.12.2020 19:00;4;3990;4;4000;4;4000;4;3980;1;1020;1;1930;0;0;0;0
30.12.2020 20:00;4;4000;5;5000;4;3990;5;5000;1;1010;0;0;0;0;0;0
30.12.2020 21:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0;0;0;0;0
30.12.2020 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;0;0;0;0
30.12.2020 23:00;2;1990;2;2054;2;2000;2;2000;0;0;0;0;0;0;0;0
31.12.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0
31.12.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.12.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.12.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.12.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0
31.12.2020 05:00;3;3000;3;3000;3;3000;3;2990;0;0;0;0;0;0;0;0
31.12.2020 06:00;4;3990;4;4000;4;3990;4;4000;0;0;0;0;0;0;0;0
31.12.2020 07:00;4;4000;4;3990;4;3990;4;4000;0;0;0;0;0;0;0;0
31.12.2020 08:00;5;5000;4;3990;5;4980;4;4000;2;2040;0;0;0;0;0;0
31.12.2020 09:00;4;4000;4;3990;4;4000;4;3990;0;0;0;0;0;0;0;0
31.12.2020 10:00;4;3980;4;4000;4;4000;4;3990;3;3050;2;2020;0;0;0;0
31.12.2020 11:00;4;4000;4;3990;4;4000;4;3990;3;3030;7;9050;0;0;0;0
31.12.2020 12:00;4;4000;4;4000;4;3990;4;3990;2;2020;4;7500;0;0;0;0
31.12.2020 13:00;4;4000;4;3990;4;3980;4;4000;1;1010;4;5840;0;0;0;0
31.12.2020 14:00;4;4000;4;4000;4;3990;4;3990;1;1010;0;0;0;0;0;0
31.12.2020 15:00;4;3980;4;4054;4;4000;4;3980;3;3040;0;0;0;0;0;0
31.12.2020 16:00;4;3990;4;4000;4;4000;4;4000;5;5070;7;7980;0;0;0;0
31.12.2020 17:00;4;3990;5;5000;4;3990;5;4990;7;7090;3;3030;0;0;0;0
31.12.2020 18:00;4;3990;4;3990;4;3990;4;3990;4;4050;1;1910;0;0;0;0
31.12.2020 19:00;4;4000;4;4000;4;3990;4;3980;0;0;0;0;0;0;0;0
31.12.2020 20:00;2;2000;2;2000;2;2000;2;2000;0;0;1;1010;0;0;0;0
31.12.2020 21:00;2;2000;2;2000;2;2000;2;2000;1;1010;1;1910;0;0;0;0
31.12.2020 22:00;2;1990;2;2000;2;2000;2;2000;1;1010;1;1010;0;0;0;0
31.12.2020 23:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0;0;0;0;0
01.01.2021 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0
01.01.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2021 02:00;0;0;0;0;0;0;0;0;1;1010;1;1010;0;0;0;0
01.01.2021 03:00;0;0;0;0;0;0;0;0;0;0;1;1010;0;0;0;0
01.01.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.01.2021 05:00;1;990;1;1000;1;1000;1;1000;0;0;0;0;0;0;0;0
01.01.2021 06:00;3;3000;2;2000;3;2990;2;1990;0;0;0;0;0;0;0;0
01.01.2021 07:00;2;2000;2;2053;2;2000;2;2000;0;0;0;0;0;0;0;0
