01.06.2020 00:00;Bel_AD51_M3_5002;Vwz_AD51_M3_5002;Bel_AD55_M5_5005;Vwz_AD55_M5_5005;Bel_AH51_M3_5002;Vwz_AH51_M3_5002;Bel_AH55_M5_5005;Vwz_AH55_M5_5005;Bel_Anf_FG_32;Vwz_Anf_FG_32;Bel_D11;Vwz_D11;Bel_D12;Vwz_D12;Bel_D21;Vwz_D21;Bel_D22;Vwz_D22;Bel_D31;Vwz_D31;Bel_D32;Vwz_D32;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_HD51_M2_5001;Vwz_HD51_M2_5001;Bel_HD55_M4_5004;Vwz_HD55_M4_5004;Bel_HH51_M2_5001;Vwz_HH51_M2_5001;Bel_HH55_M4_5004;Vwz_HH55_M4_5004;Bel_Schluessel_S51;Vwz_Schluessel_S51;Bel_Schluessel_S55;Vwz_Schluessel_S55;Bel_VD51_M1_5000;Vwz_VD51_M1_5000;Bel_VD55_A53/M4_53X;Vwz_VD55_A53/M4_53X
01.06.2020 00:00;0;0;0;0;4;4000;1;1000;0;0;64;29610;39;15770;9;252757;9;89280;10;4280;36;64346;4;156959;5;122745;0;0;0;0;4;4000;1;1000;0;0;0;0;0;0;0;0
01.06.2020 01:00;0;0;0;0;1;1000;0;0;0;0;33;14680;35;17370;14;291342;2;60640;8;1870;23;43260;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;0;0
01.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;15;6030;16;4920;2;60630;0;0;5;1920;16;5890;1;44400;2;41257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 03:00;0;0;0;0;0;0;1;1000;0;0;10;4310;7;13840;2;45040;2;16560;0;0;4;1750;0;0;1;630;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;0;0
01.06.2020 04:00;0;0;0;0;1;1000;1;1000;0;0;7;2870;8;2230;0;0;1;480;0;0;8;2880;1;10660;1;52360;0;0;0;0;1;1000;2;1730;0;0;0;0;0;0;0;0
01.06.2020 05:00;0;0;0;0;1;1000;4;3980;0;0;7;2720;11;2400;0;0;0;0;7;1900;12;3830;0;0;0;0;0;0;0;0;1;1000;3;3270;0;0;0;0;0;0;0;0
01.06.2020 06:00;0;0;0;0;2;2000;2;2000;0;0;12;4950;11;3200;4;114796;2;960;2;790;10;4280;0;0;0;0;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0
01.06.2020 07:00;0;0;0;0;2;1990;2;2000;0;0;28;11330;16;8770;4;127160;0;0;5;960;23;12100;2;31420;1;19161;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0
01.06.2020 08:00;0;0;0;0;2;2000;2;2000;0;0;43;17690;27;7200;0;0;2;46160;10;16230;43;33580;4;151660;5;171335;0;0;0;0;2;2000;2;1990;0;0;0;0;0;0;0;0
01.06.2020 09:00;0;0;0;0;2;2000;2;2000;4;5640;82;35160;62;16720;6;103760;3;3030;23;5410;107;97170;4;224070;9;311517;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0
01.06.2020 10:00;0;0;0;0;2;2000;2;2000;7;9950;147;71560;78;53760;8;192230;2;960;34;17320;137;263540;8;216900;16;287090;0;0;0;0;2;1990;2;2000;0;0;0;0;0;0;0;0
01.06.2020 11:00;0;0;0;0;2;2000;2;2000;24;31980;215;121720;77;36800;8;134320;8;184290;39;29940;164;407220;15;191882;19;466167;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0
01.06.2020 12:00;0;0;0;0;2;1990;4;3990;28;43980;226;174529;87;81650;17;126050;12;167943;37;28580;194;461910;16;131140;24;337739;0;0;0;0;2;2000;4;3980;0;0;0;0;0;0;0;0
01.06.2020 13:00;0;0;0;0;3;3000;4;3990;24;27950;225;108150;81;45880;16;389516;5;109320;37;11160;171;369559;16;223512;19;211950;0;0;0;0;3;3000;4;4000;0;0;0;0;0;0;0;0
01.06.2020 14:00;0;0;0;0;4;4000;4;4000;46;71058;245;174420;95;61570;21;336652;7;32000;33;11150;182;441394;19;289140;21;372462;0;0;0;0;4;4000;4;4000;0;0;0;0;0;0;0;0
01.06.2020 15:00;0;0;0;0;4;4000;4;4000;27;34440;243;143120;104;89470;21;572355;9;55220;34;18083;175;386729;8;182370;21;335806;0;0;0;0;4;4000;4;3990;0;0;0;0;0;0;0;0
01.06.2020 16:00;0;0;0;0;4;4000;4;3990;24;33060;233;121490;113;48290;26;508541;5;55690;41;45850;188;388370;6;185992;26;485221;0;0;0;0;4;4000;4;4000;0;0;0;0;0;0;0;0
01.06.2020 17:00;0;0;0;0;4;4000;4;4000;16;20302;237;157980;120;59980;20;282150;10;111550;44;19410;201;353895;13;265482;29;576024;0;0;0;0;4;4000;4;4000;0;0;0;0;0;0;0;0
01.06.2020 18:00;0;0;0;0;4;3990;4;4000;28;40650;229;117950;104;115390;19;429155;13;298690;49;14270;204;409070;17;380252;26;517088;0;0;0;0;4;4000;4;4000;0;0;0;0;0;0;0;0
01.06.2020 19:00;0;0;0;0;5;5000;2;2000;19;25030;236;125780;116;52840;17;355250;7;139860;47;16080;204;438787;20;487227;18;335251;0;0;0;0;5;4990;2;2000;0;0;0;0;0;0;0;0
01.06.2020 20:00;0;0;0;0;2;1990;3;3000;9;11250;172;86250;95;33103;13;245346;6;167740;34;11290;156;314590;26;508668;16;403016;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0
01.06.2020 21:00;0;0;0;0;2;1980;3;3000;7;7250;180;108150;80;69770;14;273451;7;48132;24;8610;109;187640;13;357792;21;416000;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0
01.06.2020 22:00;0;0;0;0;2;2000;2;2000;3;4530;118;53790;57;18730;10;205104;7;75430;21;6340;82;82854;3;107420;7;103659;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0
01.06.2020 23:00;0;0;0;0;2;2000;2;1990;1;1020;62;26570;42;15050;2;29430;6;114793;8;20050;34;71960;1;38247;4;195497;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0
02.06.2020 00:00;0;0;0;0;4;4000;1;1000;0;0;29;13270;20;6370;2;20210;1;62700;3;640;27;28375;2;53630;8;156646;0;0;0;0;4;4000;1;1000;0;0;0;0;0;0;0;0
02.06.2020 01:00;0;0;0;0;1;1000;0;0;0;0;18;7630;12;5260;2;67320;2;1110;3;5730;15;12920;1;45680;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;0;0
02.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;11;4460;9;2710;2;88861;1;160;2;640;5;3180;0;0;1;800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 03:00;0;0;0;0;0;0;1;1000;0;0;15;6190;16;3980;0;0;0;0;3;640;9;3340;0;0;0;0;0;0;0;0;0;0;1;990;0;0;0;0;0;0;0;0
02.06.2020 04:00;0;0;0;0;1;1000;7;7000;0;0;6;1910;11;4140;1;1430;1;310;1;310;9;9550;0;0;1;17030;0;0;0;0;1;1000;6;6000;0;0;0;0;0;0;0;0
02.06.2020 05:00;0;0;1;990;2;2000;7;6990;3;4870;26;11160;38;10520;4;101120;0;0;13;3350;64;63660;0;0;5;178916;0;0;1;990;2;2000;7;6980;0;0;0;0;0;0;1;1000
02.06.2020 06:00;1;1000;3;3000;6;5990;7;7000;3;3450;67;29580;69;93750;8;281646;5;2540;36;29280;138;241570;1;29280;10;323321;1;1000;3;3000;6;5990;6;6000;0;0;0;0;1;1000;3;3000
02.06.2020 07:00;4;3990;5;4990;5;4990;5;5000;40;54390;197;150474;126;354180;26;803303;16;127870;70;120977;314;657477;9;144820;27;620731;4;4000;5;4970;5;5000;5;5000;0;0;0;0;4;4000;5;5000
02.06.2020 08:00;3;3000;4;4000;6;5990;6;5990;29;42405;262;197790;132;308854;29;523090;15;201860;86;90797;392;881831;13;279300;28;785296;3;3000;4;4000;6;6000;6;6000;0;0;0;0;3;3000;4;4000
02.06.2020 09:00;5;5000;4;3980;7;6980;6;6000;30;37276;356;333700;127;65940;22;743354;8;294390;77;47260;365;705879;10;133680;19;404742;5;5000;4;3990;7;7000;6;5990;0;0;0;0;5;4990;4;4000
02.06.2020 10:00;5;5000;4;4000;6;6000;6;5990;32;79630;337;283114;139;83634;15;510303;12;223162;82;30470;386;706285;11;203915;24;473018;5;5000;4;3990;6;6000;6;5980;0;0;0;0;5;5000;4;3990
02.06.2020 11:00;5;5000;6;6000;6;5980;7;7000;31;34950;442;408253;135;345847;26;465722;19;151840;72;70134;341;760974;12;313892;20;450094;5;5000;6;5990;6;6000;6;6000;0;0;0;0;5;5000;6;6000
02.06.2020 12:00;4;4000;4;4000;6;6000;7;7000;41;66610;446;362622;139;204150;36;850671;14;205150;52;37860;341;815249;6;292821;24;497879;4;4000;4;4000;6;5990;7;6990;0;0;0;0;4;4000;4;3990
02.06.2020 13:00;4;3990;5;5000;6;5990;6;5980;35;43688;424;389760;132;179290;32;702814;11;177280;47;60200;281;713678;15;178768;27;417238;4;4000;5;5000;6;5990;6;5990;1;440;0;0;4;3990;5;5000
02.06.2020 14:00;5;5000;4;4000;6;5990;6;5990;38;53035;458;358504;146;197987;24;724219;17;126530;65;69085;348;820837;10;301090;23;590626;5;5000;4;3990;6;5990;6;6000;0;0;0;0;5;4990;4;3990
02.06.2020 15:00;4;4000;4;3990;6;5990;5;4990;37;55060;486;426292;127;266843;22;679676;15;293222;68;65610;316;762540;14;304324;21;440092;4;4000;4;3990;6;6000;5;5000;0;0;0;0;4;4000;4;4000
02.06.2020 16:00;4;3990;4;4046;6;5990;6;6045;52;74264;494;509712;145;136254;27;673919;6;121956;72;42690;305;726962;13;218549;24;593610;4;4000;4;4000;6;5980;6;6000;0;0;0;0;4;4000;4;3990
02.06.2020 17:00;4;4000;4;4000;6;5980;7;7000;51;74858;500;479630;168;173493;32;720924;19;162370;94;53980;350;887482;15;288530;30;456460;4;4000;4;3980;6;5990;6;5990;0;0;0;0;4;4000;4;3990
02.06.2020 18:00;4;3990;2;1990;6;6000;6;5990;34;38280;480;384986;140;247873;20;416727;7;127687;72;32980;273;409550;16;392254;29;608088;4;3990;2;2000;6;6000;6;6000;0;0;0;0;4;4000;2;2000
02.06.2020 19:00;2;2000;0;0;9;8990;5;4990;18;22840;358;329182;135;212641;17;418261;7;25950;45;42180;208;516769;18;467127;24;605091;2;2000;0;0;9;8970;5;4990;0;0;0;0;2;2000;0;0
02.06.2020 20:00;0;0;0;0;4;4000;4;3990;27;36570;231;120300;97;117211;22;577727;12;120170;39;15460;134;237937;12;266787;14;384618;0;0;0;0;4;4000;4;3990;0;0;0;0;0;0;0;0
02.06.2020 21:00;0;0;0;0;4;4000;2;2000;11;12670;168;85165;81;52360;13;281680;12;86947;22;54496;104;213260;8;291080;12;273836;0;0;0;0;4;3990;2;2000;0;0;0;0;0;0;0;0
02.06.2020 22:00;0;0;1;990;3;3000;2;1990;2;2160;144;67160;67;39970;12;326230;8;7650;26;22100;77;123490;5;136210;6;147360;0;0;1;990;3;2990;2;2000;0;0;0;0;0;0;1;1000
02.06.2020 23:00;0;0;1;1000;3;3000;2;1990;0;0;47;19410;37;28480;6;107560;7;137370;9;17340;35;15110;1;160;2;89750;0;0;1;1000;3;2990;2;2000;0;0;0;0;0;0;1;1000
03.06.2020 00:00;1;990;0;0;2;2000;1;1000;0;0;35;13360;21;41700;8;259550;1;30560;0;0;14;18630;1;34060;0;0;1;990;0;0;3;3000;1;1000;0;0;0;0;1;1000;0;0
03.06.2020 01:00;0;0;0;0;3;3000;0;0;0;0;21;8750;16;5400;3;152997;1;480;0;0;8;3180;1;29440;3;91715;0;0;0;0;2;2000;0;0;0;0;0;0;0;0;0;0
03.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;15;6680;11;3990;1;67068;1;800;0;0;6;2550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 03:00;0;0;0;0;0;0;1;1000;0;0;9;3800;9;2230;1;27210;1;11940;1;160;4;1750;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;0;0
03.06.2020 04:00;0;0;0;0;1;1000;6;6000;0;0;8;3190;14;4280;0;0;1;480;2;320;13;3990;0;0;2;55550;0;0;0;0;1;1000;6;6000;0;0;0;0;0;0;0;0
03.06.2020 05:00;0;0;1;1000;2;2000;7;6990;3;3660;24;12110;38;9080;3;135420;1;960;17;3830;67;39630;0;0;2;103499;0;0;1;1000;2;2000;7;6980;0;0;0;0;0;0;1;1000
03.06.2020 06:00;1;1000;4;3990;6;6000;7;6990;14;14490;72;32640;67;62190;13;444310;11;60940;39;12600;116;243470;2;30240;7;243640;1;1000;4;3990;6;6000;6;6000;0;0;0;0;1;1000;4;4000
03.06.2020 07:00;4;4000;5;5000;5;5000;6;6000;27;35326;192;128850;148;414786;25;455285;10;130020;73;74950;345;616035;15;449697;20;484058;4;3990;5;5000;6;6000;6;6000;1;540;0;0;4;4000;5;5000
03.06.2020 08:00;4;4000;5;5000;6;5980;7;7000;23;30848;271;174290;137;207280;18;477345;18;182274;79;44730;379;733083;11;301410;33;796301;4;4000;5;4990;6;5990;6;5990;0;0;0;0;4;4000;5;5000
03.06.2020 09:00;4;4000;4;4000;7;7000;6;6000;19;20327;278;204365;129;214750;22;598087;11;213510;86;45910;384;819906;11;227490;23;508492;4;4000;4;3990;7;7000;6;5990;0;0;0;0;4;3990;4;4000
03.06.2020 10:00;7;7000;5;5000;6;5990;7;7000;22;30350;353;301403;120;195584;19;318280;9;187090;74;51003;348;779838;13;400936;25;592860;6;5990;5;5000;6;5990;6;6000;0;0;0;0;7;7000;5;4980
03.06.2020 11:00;4;3980;5;4990;5;4980;6;5990;23;26560;387;322890;165;232360;17;503200;15;175611;75;70990;324;732504;15;249835;33;884208;4;3980;5;4990;6;5980;6;6000;0;0;0;0;4;3990;5;5000
03.06.2020 12:00;4;3990;4;3990;7;6990;7;7000;29;36802;446;374033;157;290236;31;619405;18;317691;63;68580;332;650413;9;328059;20;479839;4;3980;4;3990;6;6000;7;7000;0;0;0;0;4;4000;4;4000
03.06.2020 13:00;4;4000;5;4990;6;6000;7;7000;39;51760;454;477250;133;340570;26;678227;9;244614;48;113140;281;677140;7;157121;25;427637;4;4000;5;4990;6;6000;6;5990;0;0;0;0;4;4000;5;5000
03.06.2020 14:00;5;5000;4;4000;6;5990;6;5990;50;89568;406;397411;140;164370;22;591640;14;221878;68;33640;326;595930;12;304576;20;418417;5;5000;4;4000;6;6000;6;6000;0;0;0;0;5;4980;4;4000
03.06.2020 15:00;4;3990;4;4000;5;5000;6;5990;30;39960;462;377538;146;323848;28;826380;14;85140;76;65518;293;502374;15;295690;33;805586;4;3990;4;4000;5;5000;6;5980;0;0;0;0;4;4000;4;3990
03.06.2020 16:00;4;4000;4;4000;6;6000;6;5990;40;43850;480;399930;160;246236;27;748010;15;153890;89;46330;347;648316;16;355600;21;364615;4;4000;4;4000;6;5970;6;5990;0;0;0;0;4;3990;4;3990
03.06.2020 17:00;4;3990;2;2000;6;5980;6;6000;30;36337;525;502480;112;283280;21;461810;9;255120;71;45060;297;633158;25;346490;30;655060;4;3990;2;2000;6;5990;6;5990;0;0;0;0;4;4000;2;2000
03.06.2020 18:00;4;4000;2;2000;4;3990;6;6057;28;34390;456;428785;118;151687;28;622803;14;140881;77;54640;291;545662;25;643057;26;463598;4;3990;2;2000;3;3000;6;5990;0;0;0;0;4;4000;2;2000
03.06.2020 19:00;2;2000;0;0;9;9000;5;4980;15;19120;362;264922;114;169490;14;279140;10;61327;51;125607;202;450330;14;360663;24;643474;2;2000;0;0;9;8970;5;5000;0;0;0;0;2;2000;0;0
03.06.2020 20:00;0;0;0;0;4;4000;4;4000;15;18348;229;144830;81;58477;11;363161;7;45830;25;7300;117;227150;5;114127;11;370997;0;0;0;0;4;3990;4;4000;0;0;0;0;0;0;0;0
03.06.2020 21:00;0;0;0;0;4;3980;2;2000;6;6670;164;85800;78;40572;16;390316;8;32780;20;6040;108;143560;3;50450;12;203760;0;0;0;0;4;4000;2;1990;0;0;0;0;0;0;0;0
03.06.2020 22:00;0;0;1;1000;2;2000;2;1990;4;4980;109;65060;70;65980;14;414663;10;193980;15;82890;85;141740;4;77820;6;244987;0;0;1;1000;3;3000;2;2000;0;0;0;0;0;0;1;1000
03.06.2020 23:00;1;1000;0;0;4;4000;2;1990;3;3570;58;26730;40;13080;5;132473;6;98730;9;2690;33;45820;0;0;5;158155;1;1000;0;0;3;3000;2;2000;0;0;0;0;1;1000;0;0
04.06.2020 00:00;0;0;0;0;2;2000;1;1000;1;1020;33;13070;29;23370;8;283380;3;49970;2;320;23;32000;0;0;5;22300;0;0;0;0;2;1990;1;1000;0;0;0;0;0;0;0;0
04.06.2020 01:00;0;0;0;0;3;3000;0;0;0;0;24;9890;16;4600;1;30710;0;0;0;0;10;25750;2;89804;1;36610;0;0;0;0;3;3000;0;0;0;0;0;0;0;0;0;0
04.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;14;5890;14;4450;1;61430;0;0;2;460;8;6350;2;104070;2;78610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 03:00;0;0;0;0;0;0;1;990;0;0;6;2700;4;800;1;45040;0;0;2;640;1;320;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;0;0
04.06.2020 04:00;0;0;0;0;1;1000;6;5980;1;1010;9;3246;15;4260;0;0;0;0;4;800;11;3820;0;0;1;65306;0;0;0;0;1;1000;6;6000;0;0;0;0;0;0;0;0
04.06.2020 05:00;0;0;1;990;2;1990;7;7000;0;0;25;10160;19;4130;2;39940;0;0;13;2560;53;51750;1;16710;1;64031;0;0;1;1000;2;2000;7;6970;0;0;0;0;0;0;1;1000
04.06.2020 06:00;1;1000;4;3990;6;6000;6;5990;4;6840;83;39470;66;70650;9;352917;7;123340;33;22940;126;263100;2;37080;10;247100;1;1000;4;3990;6;6000;6;5980;0;0;0;0;1;1000;4;4000
04.06.2020 07:00;4;4000;6;6000;6;5990;6;6000;21;46690;215;164180;135;377029;20;599484;12;116686;91;65790;374;569697;7;221271;20;718016;4;4000;6;5990;6;6000;6;6000;0;0;0;0;4;4000;6;5990
04.06.2020 08:00;4;4000;4;4000;6;5990;6;6000;22;27980;259;206980;141;237300;24;599903;22;409668;83;108830;400;676376;7;153609;18;596398;4;4000;4;4000;6;5990;6;5990;0;0;0;0;4;4000;4;4000
04.06.2020 09:00;5;5000;4;4000;7;6990;6;6000;21;27925;318;253420;168;201585;19;727221;11;221490;74;22780;394;653985;12;380542;16;428551;5;5000;4;4000;7;6970;6;6000;0;0;0;0;5;4990;4;4000
04.06.2020 10:00;5;5000;3;2980;5;4980;6;5990;31;35958;330;267424;131;190691;28;690239;13;228590;77;49640;343;782478;5;127460;18;376774;5;4990;3;2990;6;5990;6;6000;0;0;0;0;5;5050;3;3000
04.06.2020 11:00;4;4000;5;5000;6;6000;6;5990;33;39240;426;437401;170;247388;18;499908;16;295167;83;137410;356;788939;12;289810;27;507231;4;4000;5;4990;6;6000;6;6000;0;0;0;0;4;4000;5;4990
04.06.2020 12:00;4;4000;5;5000;6;6000;9;8980;20;25510;473;482790;168;117800;28;602631;13;368977;71;106940;319;755859;7;220648;26;628198;4;4000;5;4990;6;5990;7;6980;0;0;0;0;4;3980;5;4990
04.06.2020 13:00;4;4000;3;2990;5;4990;4;3990;28;41450;435;347543;157;66610;27;799647;16;156150;94;195703;333;689585;11;341902;16;363533;4;4000;3;3000;5;5000;4;3990;0;0;0;0;4;3990;3;3000
04.06.2020 14:00;5;5000;6;5670;4;4000;5;5000;14;20206;431;334530;141;91337;27;606636;1;3660;73;22610;337;708711;14;425050;28;760060;5;4990;6;6000;4;4000;5;5000;0;0;0;0;5;4990;5;5000
04.06.2020 15:00;5;5000;4;4320;7;6990;7;6990;37;56292;322;248410;138;140490;13;318614;17;252207;69;40610;318;462964;44;1122955;41;727900;5;5000;4;4000;7;6990;7;7000;0;0;0;0;5;4990;4;4000
04.06.2020 16:00;4;4000;4;4000;6;6000;6;6000;32;50020;240;201107;118;172905;20;591497;12;319206;53;18300;283;599989;50;1083402;47;619767;4;4000;4;4000;6;5990;6;5990;0;0;0;0;4;3990;4;4000
04.06.2020 17:00;4;4000;4;3990;6;6000;6;6000;25;32930;515;451644;120;150430;23;630083;12;404934;75;52040;282;582680;13;273766;29;792358;4;4000;4;3990;6;6000;6;5990;0;0;0;0;4;3990;4;4000
04.06.2020 18:00;4;4000;2;2000;6;5990;6;5990;25;31230;453;375533;112;137187;16;345069;7;228418;60;52320;269;654778;16;378614;23;715318;4;4000;2;1990;6;6000;6;6000;0;0;0;0;4;4000;2;2000
04.06.2020 19:00;2;2000;0;0;9;8980;5;5045;16;27600;345;310950;114;180872;22;672941;4;75430;51;24500;207;469648;14;312135;24;604750;2;1990;0;0;9;8970;5;4990;0;0;0;0;2;2000;0;0
04.06.2020 20:00;0;0;0;0;4;3990;4;3990;10;13410;242;123191;115;94781;14;354939;10;38670;34;8280;137;255500;10;237770;10;200724;0;0;0;0;4;4000;4;4000;0;0;0;0;0;0;0;0
04.06.2020 21:00;0;0;0;0;4;3990;2;2000;5;5900;151;83830;85;41480;12;354135;6;84340;33;14970;89;124140;2;21170;11;276580;0;0;0;0;4;3990;2;2000;0;0;0;0;0;0;0;0
04.06.2020 22:00;0;0;0;0;3;2990;2;2000;9;10900;129;74170;54;16740;8;110344;4;87690;21;5900;77;102020;6;170350;3;83610;0;0;0;0;3;3000;2;1990;0;0;0;0;0;0;0;0
04.06.2020 23:00;0;0;0;0;3;3000;2;1990;0;0;56;22090;39;11546;6;201650;4;62390;10;2540;30;43930;2;61500;1;29280;0;0;0;0;3;3000;2;2000;0;0;0;0;0;0;0;0
05.06.2020 00:00;0;0;0;0;2;2000;1;1000;0;0;42;16090;34;10881;5;174521;3;46470;8;3350;28;27700;1;3980;0;0;0;0;0;0;3;3000;1;1000;0;0;0;0;0;0;0;0
05.06.2020 01:00;0;0;0;0;3;3000;0;0;0;0;15;6680;22;8430;3;105660;1;17180;4;960;17;6330;0;0;1;17340;0;0;0;0;2;2000;0;0;0;0;0;0;0;0;0;0
05.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;19;8740;18;4610;0;0;1;63970;1;160;10;3490;0;0;1;26100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 03:00;0;0;0;0;0;0;1;1000;0;0;6;2220;8;3820;2;53790;0;0;1;310;5;2230;0;0;2;89910;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;0;0
05.06.2020 04:00;0;0;0;0;1;1000;7;6980;0;0;6;2690;11;3510;1;46999;1;320;2;320;9;3460;0;0;2;93250;0;0;0;0;1;1000;6;5990;0;0;0;0;0;0;0;0
05.06.2020 05:00;0;0;1;1000;2;2000;9;9000;2;6900;25;11354;30;7780;4;136186;0;0;21;5430;53;42800;0;0;1;27540;0;0;1;1000;2;2000;7;7000;0;0;0;0;0;0;1;1000
05.06.2020 06:00;1;1000;4;3990;6;6000;6;5990;4;5140;96;54020;68;201676;6;243366;11;90240;25;39496;130;202544;0;0;6;109480;1;1000;4;3990;6;5990;6;5990;0;0;0;0;1;990;4;4000
05.06.2020 07:00;4;3990;5;4990;6;6000;6;6000;27;41920;185;149880;155;458459;56;1220623;29;379840;61;88110;347;784079;7;66360;31;737450;4;4057;5;5000;6;6000;6;6000;0;0;0;0;4;3990;5;4990
05.06.2020 08:00;4;4000;4;4000;6;6000;6;6000;20;28700;250;232536;148;384932;36;810975;34;319858;85;226330;345;602755;6;200490;27;571350;4;4000;4;3980;6;6000;6;6000;0;0;0;0;4;4000;4;3990
05.06.2020 09:00;4;4000;4;4000;7;7000;6;6000;30;41680;294;207720;120;146870;30;770418;14;116688;74;35000;361;811415;9;136830;17;298419;4;3990;4;3990;7;6990;6;6000;0;0;0;0;4;4000;4;4000
05.06.2020 10:00;5;5000;4;3990;6;5990;6;5970;36;46290;347;258560;139;401650;24;569001;16;158417;81;54440;356;797390;10;155830;21;417343;5;4990;4;4000;6;5990;6;5990;0;0;0;0;5;4990;4;3990
05.06.2020 11:00;4;4000;6;5990;6;6000;6;6000;41;51860;414;368530;159;326363;37;978364;19;242826;81;236758;343;801498;8;206560;19;542698;4;4000;6;5990;6;5990;6;6000;0;0;0;0;4;4000;6;5990
05.06.2020 12:00;4;4000;4;4000;6;5990;7;7000;25;33670;435;463240;147;231152;52;1007610;17;317070;68;18950;354;778221;12;231260;21;430592;4;4000;4;4000;6;5990;7;7000;0;0;0;0;4;4000;4;3990
05.06.2020 13:00;5;4990;5;5000;6;6000;6;5990;42;61900;502;496279;163;178700;25;662333;14;89966;79;93307;338;752651;9;246798;27;574125;5;5000;5;4980;6;6000;6;6000;0;0;0;0;5;5000;5;4980
05.06.2020 14:00;5;5000;4;3990;5;5000;6;5990;30;35286;430;346955;112;286815;24;867706;16;346896;65;18480;304;726891;16;246020;25;580317;5;4990;4;4000;5;5000;6;6000;0;0;0;0;5;5000;4;4072
05.06.2020 15:00;4;3990;4;4000;7;6990;6;6000;26;36550;504;511070;148;59290;19;534072;5;2860;85;23290;330;717070;10;341554;23;552760;4;3980;4;3990;7;7000;6;6000;0;0;0;0;4;4000;4;3990
05.06.2020 16:00;4;4000;4;4000;6;6047;7;6990;21;28480;463;430127;144;250330;21;532815;7;43780;88;100180;277;603492;6;169160;26;715539;4;4000;4;4000;6;5990;6;6000;0;0;0;0;4;4000;4;4000
05.06.2020 17:00;4;3980;4;3990;6;6000;6;6000;22;30347;443;337852;142;104760;18;467653;4;77660;80;63726;276;527200;13;432566;22;778602;4;3980;4;3990;6;6000;6;6000;0;0;0;0;4;3980;4;3990
05.06.2020 18:00;4;3990;2;1990;6;5990;6;6000;9;10500;458;339986;131;92376;16;461725;8;43610;82;42180;259;557393;17;394063;23;529554;4;3990;2;2000;6;5970;6;6000;0;0;0;0;4;3990;2;2000
05.06.2020 19:00;2;2000;0;0;9;8970;5;4990;14;17660;324;217060;133;176979;13;314930;8;62700;72;41415;234;440153;13;233630;13;422339;2;2000;0;0;9;8970;5;5000;0;0;0;0;2;1990;0;0
05.06.2020 20:00;0;0;0;0;4;4000;4;4000;7;12130;241;164330;97;63660;8;218568;4;53330;30;8440;131;268646;11;343064;13;248908;0;0;0;0;4;4000;4;4000;0;0;0;0;0;0;0;0
05.06.2020 21:00;0;0;0;0;4;3990;3;3000;9;10440;191;100867;108;72700;15;529097;12;32950;32;9880;188;352878;7;192240;11;162140;0;0;0;0;4;3990;2;2000;0;0;0;0;0;0;0;0
05.06.2020 22:00;0;0;1;1000;3;3000;2;2000;4;5080;126;61070;55;81167;3;65550;3;3460;15;4150;93;106310;4;95010;9;250075;0;0;1;990;3;3000;2;2000;0;0;0;0;0;0;1;1000
05.06.2020 23:00;1;1000;0;0;3;3000;2;1990;2;2020;81;35820;39;11430;4;170600;2;119260;13;4480;47;32770;1;65720;1;640;1;1000;0;0;3;3000;2;2000;0;0;0;0;1;1000;0;0
06.06.2020 00:00;0;0;0;0;2;2000;1;1000;0;0;59;24970;40;28079;5;103620;3;1100;11;2560;42;52190;2;66370;5;133030;0;0;0;0;2;2000;1;1000;0;0;0;0;0;0;0;0
06.06.2020 01:00;0;0;0;0;3;3000;0;0;0;0;43;18790;26;7389;2;90285;1;630;9;1920;29;35970;1;29120;2;38360;0;0;0;0;3;3000;0;0;0;0;0;0;0;0;0;0
06.06.2020 02:00;1;1000;1;1000;0;0;0;0;0;0;24;9200;24;6360;2;104890;1;10075;7;2080;27;11950;0;0;2;69850;1;1000;1;990;0;0;0;0;0;0;0;0;1;1000;1;1000
