01.06.2020 00:00;Bel_AD51_M3_5002;Vwz_AD51_M3_5002;Bel_AD55_M5_5005;Vwz_AD55_M5_5005;Bel_AH51_M3_5002;Vwz_AH51_M3_5002;Bel_AH55_M5_5005;Vwz_AH55_M5_5005;Bel_Anf_FG_32;Vwz_Anf_FG_32;Bel_D11;Vwz_D11;Bel_D12;Vwz_D12;Bel_D21;Vwz_D21;Bel_D22;Vwz_D22;Bel_D31;Vwz_D31;Bel_D32;Vwz_D32;Bel_D41;Vwz_D41;Bel_D42;Vwz_D42;Bel_HD51_M2_5001;Vwz_HD51_M2_5001;Bel_HD55_M4_5004;Vwz_HD55_M4_5004;Bel_HH51_M2_5001;Vwz_HH51_M2_5001;Bel_HH55_M4_5004;Vwz_HH55_M4_5004;Bel_Schluessel_S51;Vwz_Schluessel_S51;Bel_Schluessel_S55;Vwz_Schluessel_S55;Bel_VD51_M1_5000;Vwz_VD51_M1_5000;Bel_VD55_A53/M4_53X;Vwz_VD55_A53/M4_53X
07.07.2021 05:00;0;0;1;1000;2;2000;7;6980;1;1010;25;10500;28;14800;0;0;0;0;13;2860;49;18970;3;1440;1;630;0;0;1;1000;2;2000;7;7058;0;0;0;0;0;0;1;1000
07.07.2021 06:00;1;1000;4;4000;6;5990;6;5990;6;6060;64;38200;46;18620;4;191986;6;53790;28;51090;95;169100;5;175210;12;292480;1;1000;4;4000;6;6000;6;5990;0;0;0;0;1;1000;4;4000
07.07.2021 07:00;4;4000;5;5000;6;6000;7;6990;58;64100;162;106660;164;1080272;90;1693104;63;788798;82;297600;368;717846;16;376484;31;634000;4;4000;5;4990;6;5990;7;7000;0;0;1;670;4;4000;5;5000
07.07.2021 08:00;5;4990;4;4000;6;5980;6;6000;21;22130;303;278677;146;189575;21;368112;8;201640;85;50815;402;789379;17;483076;43;913267;5;5000;4;3980;6;6000;6;6000;0;0;0;0;5;5000;4;3990
07.07.2021 09:00;4;4000;4;4000;7;6980;7;6980;31;32200;276;270447;123;339480;16;481937;15;223485;80;44540;327;737690;3;87267;15;468544;4;4000;4;4000;7;7000;6;6000;0;0;0;0;4;3990;4;3970
07.07.2021 10:00;5;5000;4;3990;6;6000;6;6046;18;18980;306;311467;119;206420;55;959866;26;377705;61;25160;318;708670;4;159620;25;634340;5;5000;4;3990;6;6000;6;6000;0;0;0;0;5;4980;4;4000
07.07.2021 11:00;4;3990;5;5000;6;5990;6;6000;30;30330;350;375199;113;94710;13;464890;12;166228;57;17230;309;680200;15;373228;14;376480;4;4000;5;4990;6;6000;6;5970;0;0;0;0;4;3990;5;5000
07.07.2021 12:00;4;4000;5;4990;6;6000;8;8000;21;22210;411;441680;120;166790;26;601527;15;219160;51;105090;270;586884;16;523402;27;672249;4;4000;5;4990;6;6000;7;6990;0;0;0;0;4;3990;5;5000
07.07.2021 13:00;5;5000;5;4980;6;6000;6;6000;51;52190;364;362590;123;159980;21;608599;16;375351;43;47430;286;674879;15;201446;14;233940;5;4990;5;4990;6;5990;6;5990;0;0;0;0;5;4990;5;4990
07.07.2021 14:00;5;5038;5;4990;6;5980;6;6000;23;23230;383;424929;125;147820;12;442817;12;211030;45;68328;284;684165;18;358238;16;430598;5;5000;5;4990;6;6000;6;5980;0;0;0;0;5;4990;5;4990
07.07.2021 15:00;5;5000;3;2980;6;5990;6;6000;31;34760;443;419794;144;329006;19;460938;11;159552;67;20880;316;636806;23;473805;23;444511;5;5000;3;2990;6;6000;6;5990;0;0;0;0;5;4990;3;3000
07.07.2021 16:00;4;3990;5;4990;6;5980;6;6000;35;35350;412;358157;145;184847;24;699487;11;178617;58;24990;308;557541;12;122690;20;551677;4;3990;5;5000;6;6000;6;5990;0;0;0;0;4;4000;5;4990
07.07.2021 17:00;4;4000;4;3990;6;5980;7;7000;61;63310;475;482933;141;210180;20;460277;4;32640;63;27690;264;562593;16;387905;26;575847;4;4000;4;4000;6;6000;6;6000;0;0;0;0;4;3990;4;4042
07.07.2021 18:00;4;4000;2;2000;6;6000;6;5990;34;36200;422;367360;147;71265;15;476360;4;77650;88;48710;296;563926;9;171615;22;379029;4;4000;2;2000;6;6031;6;6000;0;0;0;0;4;4000;2;1990
07.07.2021 19:00;2;1990;0;0;6;5990;6;5990;28;31180;315;237225;140;105050;12;171540;9;177600;46;12600;216;341859;11;316573;10;158030;2;2000;0;0;6;5990;6;5990;0;0;0;0;2;1990;0;0
07.07.2021 20:00;0;0;0;0;7;6990;5;5000;23;23269;252;180983;88;61430;17;456748;5;91830;40;17180;142;295766;17;222710;11;292033;0;0;0;0;7;6990;5;4990;0;0;0;0;0;0;0;0
07.07.2021 21:00;0;0;0;0;6;6000;2;2000;11;12100;197;121963;86;48060;8;187670;9;32140;22;6510;111;215548;10;299810;9;194690;0;0;0;0;6;6000;2;2000;0;0;0;0;0;0;0;0
07.07.2021 22:00;0;0;0;0;2;1990;2;2000;10;10100;155;73060;64;22080;9;283140;6;116180;13;3980;73;88032;1;9070;7;126530;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0
07.07.2021 23:00;0;0;0;0;3;2990;2;2000;1;1910;75;34910;47;40642;6;202900;5;2370;11;2550;47;36332;1;800;2;46692;0;0;0;0;3;3000;2;2000;0;0;0;0;0;0;0;0
08.07.2021 00:00;0;0;0;0;3;3000;2;2000;3;3020;55;25490;31;8610;3;116020;0;0;6;1430;20;20840;0;0;4;154370;0;0;0;0;3;3000;2;2000;0;0;0;0;0;0;0;0
08.07.2021 01:00;0;0;0;0;4;4000;0;0;0;0;20;7810;14;4130;2;68750;0;0;2;480;11;4930;0;0;0;0;0;0;0;0;4;4000;0;0;0;0;0;0;0;0;0;0
08.07.2021 02:00;0;0;0;0;0;0;0;0;0;0;10;4310;14;3790;0;0;0;0;5;1430;14;5260;2;117180;1;52200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.07.2021 03:00;0;0;0;0;0;0;1;1000;0;0;10;4770;4;1110;0;0;0;0;0;0;4;1590;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;0;0
08.07.2021 04:00;0;0;0;0;1;990;7;7000;0;0;10;3340;17;4120;0;0;1;480;2;320;14;4930;2;26260;1;30240;0;0;0;0;1;1000;6;5990;0;0;0;0;0;0;0;0
08.07.2021 05:00;0;0;1;1000;2;2000;7;6990;0;0;23;8560;30;8260;1;17190;0;0;7;1600;44;16730;3;41220;2;78300;0;0;1;990;2;2000;7;7000;0;0;0;0;0;0;1;1000
08.07.2021 06:00;1;1000;4;3990;6;5980;6;5990;7;7070;69;34870;47;82280;7;349504;1;480;26;9720;100;149365;6;73587;11;466864;1;1000;4;3990;6;6000;6;5980;0;0;0;0;1;1000;4;3990
08.07.2021 07:00;4;4000;5;4990;6;5990;7;6990;66;71490;184;156530;156;968045;84;1529680;48;628757;101;339030;359;889995;10;246350;39;782104;4;3980;5;4980;6;6000;7;6990;0;0;0;0;4;4000;5;4990
08.07.2021 08:00;5;5000;4;4000;6;5990;6;6000;41;44090;245;204637;130;394340;37;783436;13;162564;82;53490;366;678935;21;378505;34;720420;5;5000;4;3990;6;5990;6;6000;0;0;0;0;5;4990;4;3980
08.07.2021 09:00;4;4000;4;3980;7;7000;7;6990;45;46340;260;306230;127;230679;32;880960;12;158970;75;87200;332;802234;9;227786;18;423667;4;3990;4;3990;7;7000;6;6000;0;0;0;0;4;3990;4;3990
08.07.2021 10:00;5;5000;4;3990;6;6000;6;5990;19;19180;322;369480;109;142543;16;399029;8;34210;68;22260;297;577086;12;304329;17;504563;5;5000;4;4000;6;6000;6;5990;0;0;0;0;5;4980;4;4000
08.07.2021 11:00;4;4000;5;4990;5;4990;6;5990;24;24240;359;363539;131;159650;25;678264;19;401567;66;30120;286;644540;8;220378;12;171761;4;4000;5;5000;6;6000;6;6000;0;0;0;0;4;3990;5;4990
08.07.2021 12:00;4;4000;5;5000;7;6990;7;7000;44;45350;420;484511;132;391260;43;956092;29;616074;72;88660;319;743181;13;460540;23;443907;4;4000;5;4990;6;6000;7;7000;0;0;0;0;4;4000;5;5000
08.07.2021 13:00;5;4990;4;4000;6;6000;6;6000;49;49480;426;591516;158;458917;50;954246;25;378071;70;38510;320;707305;10;263540;18;489649;5;4980;4;4000;6;6000;6;6000;0;0;0;0;5;5000;4;4000
08.07.2021 14:00;5;5000;6;6000;6;5980;7;7000;29;30330;392;316959;154;216380;24;632074;12;398278;67;20660;321;659591;13;211030;23;525210;5;5000;6;5980;6;5990;6;6063;0;0;0;0;5;4990;6;5990
08.07.2021 15:00;5;5000;4;4000;5;5000;6;6000;37;40090;417;414782;160;104860;26;643651;13;244986;82;45380;317;597187;15;387102;20;771105;5;5000;4;4000;6;5990;6;6000;0;0;0;0;5;4990;4;3990
08.07.2021 16:00;4;3990;4;4000;6;5990;6;6000;30;31090;478;495525;150;96700;27;699543;12;161530;74;21300;315;691777;17;369250;24;517750;4;3990;4;4000;6;5980;6;5990;0;0;0;0;4;4000;4;3980
08.07.2021 17:00;4;3990;4;3990;6;5980;6;5980;34;36350;473;437380;155;225100;16;415400;8;101030;79;43000;362;781164;20;445075;23;424668;4;4000;4;3980;6;6000;6;5990;0;0;0;0;4;3990;4;3990
08.07.2021 18:00;4;4000;3;3000;6;6000;6;6000;25;27830;439;363004;162;131040;17;474550;7;104230;64;77990;271;513769;19;348830;10;295947;4;4000;3;3000;6;6000;5;5000;0;0;0;0;4;4000;3;3000
08.07.2021 19:00;3;3000;0;0;6;5990;7;7000;8;8080;362;278420;137;88610;21;578107;6;96657;45;36420;202;427120;13;390717;17;522263;3;3000;0;0;6;5990;6;5990;0;0;0;0;3;3000;0;0
08.07.2021 20:00;0;0;0;0;7;6990;5;5000;20;21100;257;143997;78;45070;3;81970;8;214408;27;8790;111;238939;11;242957;17;422908;0;0;0;0;7;7000;5;5000;0;0;0;0;0;0;0;0
08.07.2021 21:00;0;0;0;0;6;6000;2;2000;10;11000;189;98590;68;20500;7;211732;8;89440;18;3500;97;187830;3;171300;10;254253;0;0;0;0;6;6000;2;2000;0;0;0;0;0;0;0;0
08.07.2021 22:00;1;1000;0;0;1;1000;2;2000;7;7070;157;75500;87;28510;6;148960;5;38520;18;4290;96;160570;2;91500;11;153890;1;1000;0;0;1;1000;2;2000;0;0;0;0;1;1000;0;0
08.07.2021 23:00;0;0;1;990;4;4000;2;1980;3;3030;80;38700;49;13970;4;87190;4;24660;10;2530;41;39770;2;27860;5;91340;0;0;1;990;4;4000;2;2000;0;0;0;0;0;0;1;1000
09.07.2021 00:00;0;0;0;0;3;2990;2;2000;2;2020;39;16740;25;6040;0;0;0;0;3;1260;18;9090;0;0;2;21320;0;0;0;0;3;3000;2;1990;0;0;0;0;0;0;0;0
09.07.2021 01:00;0;0;0;0;4;3990;0;0;0;0;19;8270;13;3490;0;0;1;470;3;630;5;1910;0;0;1;34597;0;0;0;0;4;4000;0;0;0;0;0;0;0;0;0;0
09.07.2021 02:00;0;0;0;0;0;0;0;0;0;0;9;3830;10;2690;2;77711;0;0;2;470;6;2540;0;0;1;49820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.07.2021 03:00;0;0;0;0;0;0;1;1000;0;0;9;4440;9;3226;1;27060;1;320;1;160;6;2060;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;0;0
09.07.2021 04:00;0;0;0;0;1;1000;6;6000;0;0;9;3650;17;5250;0;0;1;480;3;800;18;18320;2;62860;1;59040;0;0;0;0;1;1000;6;5980;0;0;0;0;0;0;0;0
09.07.2021 05:00;0;0;1;1000;2;2000;7;7000;1;1010;22;9860;34;8560;1;8540;0;0;9;2220;36;15260;3;39790;2;56170;0;0;1;1000;2;2000;7;6990;0;0;0;0;0;0;0;0
09.07.2021 06:00;1;1000;4;3980;6;5970;6;6000;8;8080;64;34170;71;47560;2;115590;0;0;20;5250;100;131507;5;181580;8;256914;1;1000;4;3980;6;5980;6;5990;0;0;0;0;1;1000;4;4000
09.07.2021 07:00;4;3980;5;5000;6;5960;7;6980;34;38170;206;192120;189;759433;75;1771331;42;594140;92;181450;367;841725;12;296480;25;432220;4;3980;5;5000;6;6000;7;7000;0;0;0;0;4;3990;5;4990
09.07.2021 08:00;6;6000;4;4000;6;6000;6;5990;21;22110;289;301130;212;407417;49;976603;22;237220;82;261810;410;940529;9;340286;27;812572;6;5990;4;3980;6;5990;6;6000;0;0;0;0;6;5980;4;4000
09.07.2021 09:00;4;4000;5;5000;7;6970;6;5990;20;20200;308;264476;178;173402;24;469391;10;184440;91;39010;350;612522;7;234631;15;420318;4;3990;5;5000;7;6980;6;5990;0;0;0;0;4;4000;5;5000
09.07.2021 10:00;5;4990;4;3990;5;4980;6;6000;18;19070;335;285606;134;168680;5;218102;2;2550;62;17840;282;593075;14;488590;17;407913;5;4990;4;3990;5;4990;6;6000;0;0;0;0;5;5000;4;3980
09.07.2021 11:00;4;3990;5;4990;7;7000;6;6000;28;30310;380;439680;148;294894;24;606586;15;373440;56;68950;314;880652;11;273880;22;511950;4;3990;5;5000;7;7000;6;5990;0;0;0;0;4;4000;5;5000
09.07.2021 12:00;5;5000;6;6057;6;5990;7;7000;20;20210;432;579968;141;397040;56;1279921;20;422512;64;100627;314;768356;10;350402;16;369575;5;4990;6;6000;6;5990;7;7000;0;0;0;0;5;4990;6;6000
09.07.2021 13:00;5;4990;5;4980;6;6000;6;6000;37;39390;489;530750;165;394289;57;1102508;18;402356;63;31360;333;746214;12;257950;13;250376;5;4990;5;4990;6;6000;6;5990;0;0;0;0;5;5000;5;5000
09.07.2021 14:00;5;5000;5;4990;6;6000;6;5990;32;35230;429;436670;125;286870;16;468660;13;217168;60;21640;316;846111;16;302318;22;649101;5;5000;5;4990;6;5980;6;6056;0;0;0;0;5;5000;5;4980
09.07.2021 15:00;5;5000;4;4000;6;5990;6;6000;36;39232;532;582979;169;167650;16;591736;11;164650;93;52530;368;687422;17;460176;35;751830;5;5056;4;4000;6;6000;6;6000;0;0;0;0;5;5000;4;3990
09.07.2021 16:00;3;2990;4;4000;5;5000;6;6000;35;36560;491;428103;134;227400;19;392723;9;110180;103;75420;322;686050;19;469668;20;597424;3;3000;4;4000;5;5000;6;6000;0;0;0;0;3;3000;4;4000
09.07.2021 17:00;5;5000;4;4000;7;6980;6;5990;30;31290;477;378960;146;78620;21;423783;5;17030;69;60220;321;633358;18;443250;22;592920;5;5000;4;4000;7;7000;6;6000;0;0;0;0;5;5000;4;4000
09.07.2021 18:00;4;3990;2;2000;6;5990;6;5980;29;29300;452;415358;153;212770;21;419152;8;118145;73;53970;308;607800;11;253200;14;538334;4;3990;2;1990;6;6000;6;5990;0;0;0;0;4;4000;2;2000
09.07.2021 19:00;2;2000;0;0;6;6000;6;6000;18;18180;365;263585;124;78430;17;505280;12;156420;45;18790;219;437560;7;176210;12;446510;2;1990;0;0;6;5990;6;5990;0;0;0;0;2;1990;0;0
09.07.2021 20:00;0;0;0;0;6;6000;5;4990;21;21269;295;189840;102;166968;14;338650;9;51080;57;26910;173;294280;12;478414;18;345361;0;0;0;0;7;7000;5;4980;0;0;0;0;0;0;0;0
09.07.2021 21:00;0;0;0;0;7;6990;2;2000;14;15140;196;101840;83;43680;10;233342;4;64026;20;5880;104;200650;14;185240;11;205378;0;0;0;0;6;5990;2;1980;0;0;0;0;0;0;0;0
09.07.2021 22:00;0;0;0;0;2;2000;2;2000;17;17170;186;104960;77;24190;13;355031;6;125122;20;9240;110;160145;4;102960;10;156120;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0
09.07.2021 23:00;0;0;0;0;3;3000;2;1990;3;3030;130;69508;67;43580;4;211923;4;110666;25;7150;85;68910;4;110280;11;140220;0;0;0;0;3;3000;2;2000;0;0;0;0;0;0;0;0
10.07.2021 00:00;0;0;0;0;3;3000;2;2000;1;1010;85;40080;44;18670;4;134460;1;40260;11;2710;49;65700;3;80700;4;118510;0;0;0;0;3;2990;2;2000;0;0;0;0;0;0;0;0
10.07.2021 01:00;0;0;0;0;4;4000;0;0;1;1010;45;20990;25;9390;6;232567;1;960;4;1600;24;69606;1;160;5;81330;0;0;0;0;4;4000;0;0;0;0;0;0;0;0;0;0
10.07.2021 02:00;0;0;0;0;0;0;0;0;0;0;45;18480;37;8770;0;0;0;0;8;1910;28;11580;0;0;4;57760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.07.2021 03:00;0;0;0;0;0;0;2;2000;0;0;31;12730;22;5720;1;68750;1;320;6;1590;16;7620;0;0;2;1600;0;0;0;0;0;0;2;2000;0;0;0;0;0;0;0;0
10.07.2021 04:00;0;0;0;0;1;990;4;4000;0;0;14;6200;18;4460;0;0;1;57290;4;800;20;11790;2;40154;0;0;0;0;0;0;1;1000;4;4000;0;0;0;0;0;0;0;0
10.07.2021 05:00;0;0;0;0;2;2000;5;5000;1;1020;22;10290;22;5210;0;0;0;0;6;1440;27;10060;2;52040;4;173460;0;0;0;0;2;2000;5;4990;0;0;0;0;0;0;0;0
10.07.2021 06:00;0;0;0;0;4;3980;4;4000;1;1010;25;11300;21;4310;0;0;1;36290;8;2240;30;12280;3;119520;4;151970;0;0;0;0;4;3990;4;4000;0;0;0;0;0;0;0;0
10.07.2021 07:00;1;1000;0;0;4;4000;4;3990;3;3030;54;24940;45;20670;4;108003;4;1600;19;5570;74;122120;2;76710;5;184570;1;990;0;0;4;4000;4;4000;0;0;0;0;1;1000;0;0
10.07.2021 08:00;1;990;0;0;4;4000;4;3980;14;14203;107;54295;69;56520;9;200350;6;4460;42;9690;147;187989;10;226310;16;445842;1;990;0;0;4;4000;4;4000;0;0;0;0;1;1000;0;0
10.07.2021 09:00;0;0;1;1000;4;3990;4;4000;33;35110;240;253818;102;129890;6;218750;17;121863;65;18960;255;389558;15;372184;6;182700;0;0;1;1000;4;3980;4;4000;0;0;0;0;0;0;1;990
10.07.2021 10:00;0;0;1;1000;4;3990;4;4000;28;29355;304;266460;118;192880;10;226940;7;70490;87;31920;328;608475;11;335208;17;374985;0;0;1;1000;4;4000;4;4000;0;0;0;0;0;0;1;1000
10.07.2021 11:00;0;0;0;0;4;3990;4;4000;30;30300;324;305958;127;147801;15;417219;6;28330;68;27080;346;563810;17;321821;25;218030;0;0;0;0;4;4045;4;3990;0;0;0;0;0;0;0;0
10.07.2021 12:00;0;0;0;0;3;3000;4;4000;28;29280;332;341801;117;123419;36;780332;9;99233;57;17600;317;566203;15;314570;23;439293;0;0;0;0;3;3000;4;3990;0;0;0;0;0;0;0;0
10.07.2021 13:00;0;0;0;0;4;3990;4;3990;42;42410;359;381862;114;100880;10;275532;1;39470;51;34340;288;622868;15;506040;18;363191;0;0;0;0;5;4990;4;4000;0;0;0;0;0;0;0;0
10.07.2021 14:00;0;0;1;1000;4;4000;4;3990;21;23270;347;319166;115;117033;18;425793;10;91350;48;19110;283;672666;17;526269;24;480868;0;0;1;990;3;3000;4;3980;0;0;0;0;0;0;1;1000
10.07.2021 15:00;1;1000;0;0;4;4000;4;4000;28;28290;342;372380;121;133985;9;288680;11;219672;44;20510;246;543115;10;289046;21;672325;1;1000;0;0;4;3990;4;3990;0;0;0;0;1;990;0;0
10.07.2021 16:00;0;0;1;1000;5;4990;4;4000;35;37180;321;243095;100;79180;15;555638;3;65400;45;53990;209;378987;15;267888;22;447996;0;0;1;1000;5;5000;4;4000;0;0;0;0;1;1000;1;1000
10.07.2021 17:00;1;1000;0;0;4;4000;6;5980;44;46316;377;427394;119;100930;14;257540;9;162697;60;21811;230;553411;12;270220;24;456646;1;1000;0;0;4;3990;4;3980;0;0;0;0;0;0;0;0
10.07.2021 18:00;0;0;0;0;4;4000;4;4000;38;41000;347;339870;111;164777;19;339421;8;132890;52;17360;253;550140;18;394060;38;1010256;0;0;0;0;4;3990;4;3990;0;0;0;0;0;0;0;0
10.07.2021 19:00;0;0;0;0;3;2990;2;2000;21;22240;298;271763;118;67510;16;446907;8;149017;53;17820;215;530251;17;438435;27;576432;0;0;0;0;3;2990;2;2000;0;0;0;0;0;0;0;0
10.07.2021 20:00;0;0;0;0;2;2000;2;2000;26;27080;249;154180;98;33880;12;315366;6;117450;25;6690;148;299148;18;430963;18;309050;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0
10.07.2021 21:00;0;0;0;0;2;2000;2;2000;13;13120;160;84670;81;72600;11;357006;13;106527;14;9220;117;232983;10;202470;12;215905;0;0;0;0;3;2990;2;2000;0;0;0;0;0;0;0;0
10.07.2021 22:00;0;0;0;0;2;2000;2;2000;15;15140;177;95968;104;55050;16;279693;12;167757;38;21030;125;176020;5;213040;7;61600;0;0;0;0;1;1000;2;1990;0;0;0;0;0;0;0;0
10.07.2021 23:00;0;0;0;0;3;3000;2;2000;4;4040;147;93705;98;29720;9;282527;3;11310;44;22140;72;102330;9;208101;6;94370;0;0;0;0;3;3056;2;2000;0;0;0;0;0;0;0;0
11.07.2021 00:00;0;0;0;0;4;4000;2;2000;0;0;92;38830;77;21030;4;188410;3;89171;22;5550;58;26050;2;109490;4;144180;0;0;0;0;4;4000;2;1990;0;0;0;0;0;0;0;0
11.07.2021 01:00;0;0;0;0;4;3990;0;0;2;2030;45;19900;50;25620;4;139940;0;0;10;2850;39;38660;3;48850;6;71930;0;0;0;0;4;3990;0;0;0;0;0;0;0;0;0;0
11.07.2021 02:00;0;0;0;0;0;0;0;0;0;0;32;13020;37;10870;0;0;1;56970;9;3030;27;27080;3;68740;3;55690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.07.2021 03:00;0;0;0;0;0;0;1;990;0;0;18;7790;26;7000;1;45360;0;0;12;2880;26;19770;2;56970;1;630;0;0;0;0;0;0;1;990;0;0;0;0;0;0;0;0
11.07.2021 04:00;0;0;0;0;1;1000;1;1000;0;0;13;4780;18;5560;0;0;0;0;3;640;15;5430;2;68750;3;47910;0;0;0;0;1;1000;1;1000;0;0;0;0;0;0;0;0
11.07.2021 05:00;0;0;0;0;1;1000;3;3000;0;0;14;5448;22;6060;0;0;1;42020;8;2870;21;8410;0;0;0;0;0;0;0;0;1;1000;3;2990;0;0;0;0;0;0;0;0
11.07.2021 06:00;0;0;0;0;2;2000;3;3000;0;0;17;7170;14;4460;1;11460;1;320;4;630;13;4130;0;0;1;60950;0;0;0;0;2;2000;3;3000;0;0;0;0;0;0;0;0
11.07.2021 07:00;0;0;0;0;2;2000;2;1980;0;0;30;10970;25;5740;1;44880;1;21010;8;2240;31;59210;1;58880;2;28170;0;0;0;0;2;2000;2;1990;0;0;0;0;0;0;0;0
11.07.2021 08:00;0;0;0;0;2;2000;2;1990;1;1010;60;24880;56;19000;4;112780;2;790;22;4110;69;32800;3;95707;2;31030;0;0;0;0;2;2000;2;1990;0;0;0;0;0;0;0;0
11.07.2021 09:00;0;0;0;0;2;1990;2;1990;2;2020;102;48080;96;48590;5;194170;3;44615;30;7800;123;233217;6;117780;10;260891;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0
11.07.2021 10:00;0;0;0;0;2;2000;2;2000;7;7070;127;58570;79;33300;8;290100;3;114614;39;9860;141;207774;7;282504;6;169514;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0
11.07.2021 11:00;0;0;0;0;2;2000;3;3000;21;21210;158;89330;97;35310;4;62530;3;25460;34;8590;174;290040;10;231969;20;385260;0;0;0;0;2;2000;3;2990;0;0;0;0;0;0;0;0
11.07.2021 12:00;0;0;0;0;2;2000;4;3990;20;20190;206;154556;85;33590;16;315260;5;91820;57;20540;194;354742;7;163337;11;226047;0;0;0;0;2;2000;4;4000;0;0;0;0;0;0;0;0
11.07.2021 13:00;0;0;0;0;3;3000;4;3990;15;15170;214;133424;90;71970;7;202590;3;43501;38;11280;200;483831;8;145930;18;384778;0;0;0;0;3;2980;4;4000;0;0;0;0;0;0;0;0
11.07.2021 14:00;0;0;0;0;4;4000;4;3990;34;36350;250;218987;95;144170;9;156610;8;193316;46;11930;221;469544;17;179394;11;328477;0;0;0;0;4;3990;4;3990;0;0;0;0;0;0;0;0
11.07.2021 15:00;0;0;0;0;4;4000;4;3990;36;37226;249;197900;123;147580;23;410365;11;99460;45;14920;211;602620;13;173160;31;546115;0;0;0;0;4;4000;4;3990;0;0;0;0;0;0;0;0
11.07.2021 16:00;0;0;0;0;4;4000;4;4000;18;18210;235;191727;94;170981;28;332470;10;87856;43;58080;188;438981;26;431353;23;267130;0;0;0;0;4;3990;4;4000;0;0;0;0;0;0;0;0
11.07.2021 17:00;0;0;0;0;4;3990;4;3990;28;33670;245;175415;109;133170;17;209540;8;191430;45;16730;224;441709;15;329694;18;508634;0;0;0;0;4;4000;4;4000;0;0;0;0;0;0;0;0
11.07.2021 18:00;0;0;0;0;4;4000;4;3990;23;23220;269;203398;112;103390;11;321030;8;62540;53;16430;226;435298;16;530207;23;415191;0;0;0;0;4;4000;4;4000;0;0;0;0;0;0;0;0
11.07.2021 19:00;0;0;0;0;4;4000;2;2000;23;24110;262;187430;103;89960;12;244658;10;132619;44;21970;173;423330;15;383285;18;391891;0;0;0;0;4;4000;2;1990;0;0;0;0;0;0;0;0
11.07.2021 20:00;0;0;0;0;2;1990;2;2000;11;11110;210;149424;114;73680;15;444610;3;2390;38;12460;177;280566;12;368947;11;238090;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0
11.07.2021 21:00;0;0;0;0;2;2000;3;3000;21;22920;130;66530;65;22100;10;275044;3;6510;20;6660;100;152484;8;285980;12;232077;0;0;0;0;2;1990;2;2000;0;0;0;0;0;0;0;0
11.07.2021 22:00;0;0;0;0;2;2000;2;2000;2;3030;86;43630;56;14440;6;211640;2;39150;12;2850;64;57130;4;166573;12;227540;0;0;0;0;2;2000;2;2000;0;0;0;0;0;0;0;0
11.07.2021 23:00;0;0;0;0;3;2990;2;2000;0;0;49;23730;37;24990;1;56020;2;64920;7;3190;30;13830;1;43130;6;195750;0;0;0;0;3;2990;2;2000;0;0;0;0;0;0;0;0
12.07.2021 00:00;0;0;0;0;3;3000;3;3000;2;2020;80;37220;72;23730;3;83740;4;25470;20;6200;92;116690;2;63660;3;124140;0;0;0;0;3;3000;2;2000;0;0;0;0;0;0;0;0
12.07.2021 01:00;0;0;0;0;4;4000;0;0;0;0;51;21370;30;7810;3;145430;2;4290;3;800;13;5560;1;17500;2;109330;0;0;0;0;4;4000;0;0;0;0;0;0;0;0;0;0
12.07.2021 02:00;0;0;0;0;0;0;0;0;0;0;34;14020;22;7640;1;23932;2;47260;5;1280;15;13200;0;0;1;640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2021 03:00;0;0;0;0;0;0;1;1000;0;0;16;6070;16;6370;1;23127;0;0;0;0;9;2560;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;0;0
12.07.2021 04:00;0;0;0;0;1;1000;6;6056;0;0;14;9070;41;130586;16;389965;15;161510;5;8590;16;28820;1;470;1;49650;0;0;0;0;1;1000;6;6000;0;0;0;0;0;0;0;0
12.07.2021 05:00;0;0;1;1000;2;2000;7;7000;2;2020;21;11620;44;15610;3;91549;4;25150;15;3030;58;49020;2;78059;0;0;0;0;1;1000;2;1990;7;6980;0;0;0;0;0;0;1;1000
12.07.2021 06:00;1;1000;4;3990;6;6000;6;5990;16;17070;73;43240;102;292620;33;964111;13;263285;37;82820;121;304046;9;234580;11;155610;1;990;4;3990;6;5990;6;5980;0;0;0;0;1;1000;4;3990
12.07.2021 07:00;4;4000;5;4980;6;5990;7;6990;49;51990;181;116287;152;314460;40;1093607;28;461480;76;89660;334;836911;12;226219;29;476767;4;4000;5;4980;6;6000;7;6990;0;0;0;0;4;4000;5;5000
