01.06.2020 00:00;Bel_AB_MP03;Vwz_AB_MP03;Bel_AB_MP06;Vwz_AB_MP06;Bel_AB_MP09;Vwz_AB_MP09;Bel_AB_MP12;Vwz_AB_MP12;Bel_AB_MP15;Vwz_AB_MP15;Bel_AB_MP18;Vwz_AB_MP18;Bel_D111;Vwz_D111;Bel_D21;Vwz_D21;Bel_D51;Vwz_D51;Bel_D81;Vwz_D81;Bel_HA_MP02;Vwz_HA_MP02;Bel_HA_MP05;Vwz_HA_MP05;Bel_HA_MP08;Vwz_HA_MP08;Bel_HA_MP11;Vwz_HA_MP11;Bel_HA_MP14;Vwz_HA_MP14;Bel_HA_MP17;Vwz_HA_MP17;Bel_T1_T2;Vwz_T1_T2;Bel_T5_T6;Vwz_T5_T6;Bel_VA_MP01;Vwz_VA_MP01;Bel_VA_MP04;Vwz_VA_MP04;Bel_VA_MP07;Vwz_VA_MP07;Bel_VA_MP10;Vwz_VA_MP10;Bel_VA_MP13;Vwz_VA_MP13;Bel_VA_MP16;Vwz_VA_MP16
01.06.2020 00:00;3;2990;3;3000;0;0;0;0;0;0;0;0;64;58177;0;0;11;25550;0;0;3;2990;3;3000;0;0;0;0;0;0;0;0;0;0;0;0;3;3000;3;3000;0;0;0;0;0;0;0;0
01.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;50;50860;0;0;9;9090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;33;34560;0;0;4;4140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;21;19463;0;0;2;1710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 04:00;0;0;1;1000;0;0;0;0;0;0;0;0;14;18450;0;0;3;4860;0;0;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;0;0
01.06.2020 05:00;1;1000;1;1000;0;0;2;2000;0;0;0;0;67;123200;0;0;9;14040;0;0;1;1000;1;1000;0;0;2;1990;0;0;0;0;0;0;0;0;1;1000;1;1000;0;0;2;2000;0;0;0;0
01.06.2020 06:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0;55;95961;0;0;10;24300;0;0;2;2000;4;4000;2;2000;2;2000;0;0;0;0;0;0;0;0;2;2000;4;4000;2;1990;2;2000;0;0;0;0
01.06.2020 07:00;2;1990;1;1000;2;2000;2;2000;0;0;0;0;54;102420;0;0;11;39240;0;0;2;2000;1;1000;2;2000;2;2000;0;0;0;0;0;0;0;0;2;2000;1;1000;2;2000;2;2000;0;0;0;0
01.06.2020 08:00;2;2000;3;3000;2;2000;2;2000;0;0;0;0;62;128870;0;0;18;29160;0;0;2;2000;5;4990;2;2000;2;1990;0;0;0;0;0;0;0;0;2;1990;5;5020;2;1990;2;2000;0;0;0;0
01.06.2020 09:00;2;2000;0;0;2;2000;2;2000;0;0;0;0;97;146456;0;0;10;21510;0;0;2;2000;0;0;1;1000;2;2000;0;0;0;0;0;0;0;0;2;2000;0;0;2;2000;2;2000;0;0;0;0
01.06.2020 10:00;2;2000;4;3990;2;1980;2;2000;0;0;0;0;148;266372;0;0;32;62810;0;0;2;2000;5;5000;2;2000;2;1990;0;0;0;0;0;0;0;0;2;2000;5;5000;2;1990;2;1990;0;0;0;0
01.06.2020 11:00;2;1990;2;1990;2;2000;2;1990;0;0;0;0;171;269786;0;0;38;58680;0;0;2;2000;3;3000;2;1990;2;2000;0;0;0;0;0;0;0;0;2;2000;3;2990;2;2000;2;2000;0;0;0;0
01.06.2020 12:00;2;2000;6;5990;2;1990;4;4000;0;0;0;0;239;480298;0;0;31;47970;0;0;2;2000;7;7000;2;2000;4;4000;0;0;0;0;0;0;0;0;2;1990;7;6990;2;2000;4;4000;0;0;0;0
01.06.2020 13:00;4;4000;6;6000;4;3980;4;4000;0;0;0;0;220;464993;0;0;46;93240;0;0;4;4000;7;7000;3;3000;4;3990;0;0;0;0;0;0;0;0;4;4000;7;6990;4;4000;4;4000;0;0;0;0
01.06.2020 14:00;4;4000;7;6980;4;3990;4;4014;0;0;0;0;210;388309;0;0;45;72630;0;0;4;3990;7;6990;4;4000;4;4000;0;0;0;0;0;0;0;0;4;4000;8;8000;4;4000;4;4000;0;0;0;0
01.06.2020 15:00;4;3990;8;7980;4;3990;4;4000;0;0;0;0;228;363094;0;0;51;71650;0;0;4;3990;9;9000;4;4000;4;3990;0;0;0;0;0;0;0;0;5;5000;9;8990;4;3980;4;3990;0;0;0;0
01.06.2020 16:00;4;4000;7;6990;4;4000;4;3990;0;0;0;0;248;456886;0;0;39;72190;0;0;4;4000;7;6990;4;3990;4;3990;0;0;0;0;0;0;0;0;4;4000;7;6980;4;4000;4;4000;0;0;0;0
01.06.2020 17:00;4;4000;8;7990;4;3990;4;4000;0;0;0;0;264;452814;0;0;45;83655;0;0;4;3990;10;9990;2;2000;4;4000;0;0;0;0;0;0;0;0;4;4000;9;8980;4;4000;4;3990;0;0;0;0
01.06.2020 18:00;4;3990;6;5990;4;3990;3;3000;0;0;0;0;228;424643;0;0;43;70900;0;0;4;3990;7;7000;4;4000;3;3000;0;0;0;0;0;0;0;0;4;4000;7;6980;4;4000;3;2990;0;0;0;0
01.06.2020 19:00;4;3990;3;3000;2;2000;2;2000;0;0;0;0;223;366030;0;0;35;63100;0;0;4;3990;5;4990;2;2000;2;1990;0;0;0;0;0;0;0;0;4;3990;5;5000;2;2000;2;2000;0;0;0;0
01.06.2020 20:00;4;4000;1;1000;2;2000;2;2000;0;0;0;0;207;338320;0;0;31;68310;0;0;4;4000;2;2000;1;1000;2;2000;0;0;0;0;0;0;0;0;4;3990;2;1990;2;2000;2;2000;0;0;0;0
01.06.2020 21:00;4;3990;1;1000;2;1990;2;1990;0;0;0;0;146;202680;0;0;29;49410;0;0;4;4000;1;1000;2;2000;2;2000;0;0;0;0;0;0;0;0;4;4000;1;1000;2;2000;2;1990;0;0;0;0
01.06.2020 22:00;4;4000;2;2000;2;2000;2;2000;0;0;0;0;121;165805;0;0;30;48060;0;0;4;4000;3;2980;2;1980;2;2000;0;0;0;0;0;0;0;0;4;4000;3;3000;2;2000;2;2000;0;0;0;0
01.06.2020 23:00;4;3990;2;2000;2;2000;2;2000;0;0;0;0;64;114865;0;0;12;31950;0;0;4;4000;2;2000;2;1990;2;1990;0;0;0;0;0;0;0;0;4;4000;2;1990;2;2000;2;2000;0;0;0;0
02.06.2020 00:00;3;2990;1;1000;0;0;0;0;0;0;0;0;36;37530;0;0;11;22320;0;0;3;2990;3;3000;0;0;0;0;0;0;0;0;0;0;0;0;3;2990;3;3000;0;0;0;0;0;0;0;0
02.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;23;21150;0;0;6;5400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;16;18630;0;0;1;1260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;15;16650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 04:00;0;0;2;2000;0;0;1;1000;0;0;0;0;14;52110;0;0;5;11071;0;0;0;0;2;2000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;2;1990;0;0;1;1000;0;0;0;0
02.06.2020 05:00;2;2000;7;6980;3;2990;3;3000;0;0;0;0;140;260319;0;0;20;45720;0;0;2;2000;9;8990;3;2980;3;3000;0;0;0;0;0;0;0;0;2;2000;9;8990;3;3000;3;3000;0;0;0;0
02.06.2020 06:00;4;4000;9;8980;4;4000;4;4000;0;0;0;0;301;596454;0;0;46;87030;0;0;4;4000;12;12000;4;4000;4;4000;0;0;0;0;0;0;0;0;4;3990;12;11990;4;3990;4;4000;0;0;0;0
02.06.2020 07:00;4;4000;13;12980;4;3990;4;4000;0;0;0;0;508;1363598;0;0;87;171530;0;0;4;4000;16;16000;2;1990;4;4000;0;0;0;0;0;0;0;0;4;4000;15;14990;4;4000;4;4000;0;0;0;0
02.06.2020 08:00;4;4000;13;13000;4;4000;5;5000;0;0;0;0;529;1642833;0;0;81;192690;0;0;4;4000;15;14970;3;3000;5;4990;0;0;0;0;0;0;0;0;4;4000;16;15960;4;3990;5;4990;0;0;0;0
02.06.2020 09:00;4;3990;12;11980;4;4000;4;4000;0;0;0;0;529;1387003;0;0;79;213730;0;0;4;4000;14;13970;3;3000;4;4000;0;0;0;0;0;0;0;0;4;4000;14;14016;4;3970;4;4000;0;0;0;0
02.06.2020 10:00;4;3980;9;8950;4;4000;4;4000;0;0;0;0;558;1592709;0;0;99;198193;0;0;4;4000;12;12000;4;3990;4;4000;0;0;0;0;0;0;0;0;4;4000;12;11990;4;3990;4;4000;0;0;0;0
02.06.2020 11:00;4;3990;9;8990;4;3990;4;4000;0;0;0;0;498;1394747;0;0;83;151300;0;0;4;3990;11;10980;4;4000;4;4000;0;0;0;0;0;0;0;0;4;4000;11;11000;4;4000;4;4000;0;0;0;0
02.06.2020 12:00;5;4980;9;8990;4;3980;4;4000;0;0;0;0;476;1261046;0;0;93;174520;0;0;5;4990;11;10990;4;4015;4;4000;0;0;0;0;0;0;0;0;5;5000;11;10990;4;4000;4;4000;0;0;0;0
02.06.2020 13:00;4;4000;9;8990;4;4000;4;4000;0;0;0;0;482;1471190;0;0;86;150922;0;0;4;3990;11;10980;3;3000;4;4000;0;0;0;0;0;0;0;0;4;4000;11;11000;4;4000;4;4000;0;0;0;0
02.06.2020 14:00;4;3990;10;9990;4;3980;4;4000;0;0;0;0;510;1282883;0;0;84;188024;0;0;4;4000;13;12970;3;2990;4;3990;0;0;0;0;0;0;0;0;4;4000;12;11990;4;3990;4;3990;0;0;0;0
02.06.2020 15:00;4;3990;11;10990;3;2990;4;4000;0;0;0;0;512;1408436;0;0;94;217185;0;0;4;4000;12;11990;2;2000;4;4000;0;0;0;0;0;0;0;0;4;4000;12;11990;3;3000;4;4000;0;0;0;0
02.06.2020 16:00;4;3990;11;11000;2;2000;4;3980;0;0;0;0;476;1202941;0;0;94;147080;0;0;4;3990;13;12960;2;2000;4;4000;0;0;0;0;0;0;0;0;4;4000;12;11990;2;2000;4;4000;0;0;0;0
02.06.2020 17:00;4;4000;9;9000;2;1980;4;4000;0;0;0;0;477;1197482;0;0;65;165172;0;0;4;3990;12;11980;0;0;4;4000;0;0;0;0;0;0;0;0;4;4000;11;10990;2;2000;4;4000;0;0;0;0
02.06.2020 18:00;4;4000;10;9970;2;2000;4;4000;0;0;0;0;364;770491;0;0;68;163811;0;0;4;3990;12;11990;2;1990;4;4000;0;0;0;0;0;0;0;0;4;4000;12;12000;2;2000;4;3990;0;0;0;0
02.06.2020 19:00;4;4000;9;8990;2;2000;5;5000;0;0;0;0;285;585703;0;0;48;157050;0;0;4;4000;13;12970;2;2000;5;4990;0;0;0;0;0;0;0;0;4;4000;13;12990;2;2000;5;4990;0;0;0;0
02.06.2020 20:00;4;4000;6;6000;2;2000;3;3000;0;0;0;0;234;427470;0;0;39;66880;0;0;4;4000;6;5990;1;1000;3;3000;0;0;0;0;0;0;0;0;4;3990;6;6000;2;2000;3;3000;0;0;0;0
02.06.2020 21:00;4;4000;4;4000;2;2000;2;2000;0;0;0;0;125;201420;0;0;22;62180;0;0;4;4000;5;5000;2;2000;2;2000;0;0;0;0;0;0;0;0;4;4000;5;5000;2;2000;2;2000;0;0;0;0
02.06.2020 22:00;4;4000;4;4000;2;2000;2;2000;0;0;0;0;102;184358;0;0;24;39986;0;0;4;4026;6;5990;2;2000;2;2000;0;0;0;0;0;0;0;0;4;4000;6;6026;2;2000;2;2000;0;0;0;0
02.06.2020 23:00;5;4990;3;3000;2;2000;2;2000;0;0;0;0;78;130345;0;0;23;47610;0;0;5;4990;4;4000;2;1990;2;1990;0;0;0;0;0;0;0;0;5;4990;4;3990;2;2000;2;2000;0;0;0;0
03.06.2020 00:00;2;2000;3;2990;0;0;0;0;0;0;0;0;43;48240;0;0;12;24594;0;0;2;2000;3;3000;0;0;0;0;0;0;0;0;0;0;0;0;2;2000;3;3000;0;0;0;0;0;0;0;0
03.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;26;26010;0;0;4;3960;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;14;15390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;7;8010;0;0;2;2520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 04:00;0;0;2;2000;0;0;1;1000;0;0;0;0;16;51570;0;0;7;15390;0;0;0;0;2;2000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;2;2000;0;0;1;1000;0;0;0;0
03.06.2020 05:00;2;2000;8;8000;3;2990;3;3000;0;0;0;0;128;292508;0;0;26;48960;0;0;2;2000;9;8980;3;3000;3;3024;0;0;0;0;0;0;0;0;2;2000;10;9990;3;2990;3;3000;0;0;0;0
03.06.2020 06:00;4;3990;9;8980;4;3990;4;4000;0;0;0;0;288;575519;0;0;42;115470;0;0;4;3990;12;11990;4;4000;4;4000;0;0;0;0;0;0;0;0;4;4030;12;11970;4;3980;4;3990;0;0;0;0
03.06.2020 07:00;4;3980;12;11970;4;3990;4;4000;0;0;0;0;495;1379029;0;0;75;151390;0;0;4;4000;15;14990;3;3000;4;4000;0;0;0;0;0;0;0;0;4;3990;15;15000;4;3980;4;4000;0;0;0;0
03.06.2020 08:00;4;4000;12;11990;4;3980;5;5000;0;0;0;0;496;1399492;0;0;98;498874;0;0;4;3990;15;14990;3;2990;5;5000;0;0;0;0;0;0;0;0;4;4000;15;15000;4;4000;5;4990;0;0;0;0
03.06.2020 09:00;4;3990;12;11980;4;3990;5;5000;0;0;0;0;512;1473974;0;0;86;212570;0;0;4;4000;14;13980;2;2000;5;5000;0;0;0;0;0;0;0;0;4;4000;14;13990;4;4000;5;5000;0;0;0;0
03.06.2020 10:00;4;3990;8;7980;4;4000;4;4000;0;0;0;0;490;1406685;0;0;85;142560;0;0;4;4000;10;9990;4;4000;4;4000;0;0;0;0;0;0;0;0;4;4000;10;10000;4;3980;4;4000;0;0;0;0
03.06.2020 11:00;4;3990;10;9970;4;3990;4;4000;0;0;0;0;447;1007990;0;0;98;137970;0;0;4;3990;11;11000;3;3000;4;3990;0;0;0;0;0;0;0;0;4;4000;11;11004;4;3980;4;4000;0;0;0;0
03.06.2020 12:00;5;4980;11;11000;4;4000;4;4000;0;0;0;0;444;1363042;0;0;96;213390;0;0;5;5000;12;11990;2;2000;4;4000;0;0;0;0;0;0;0;0;5;5000;11;11000;4;3990;4;3990;0;0;0;0
03.06.2020 13:00;5;5000;8;8000;4;4000;4;4000;0;0;0;0;437;1161123;0;0;79;122787;0;0;5;5000;11;11000;2;2000;4;3990;0;0;0;0;0;0;0;0;5;5000;11;10980;4;4000;4;4000;0;0;0;0
03.06.2020 14:00;4;4000;10;10000;4;4000;4;3990;0;0;0;0;445;1025467;0;0;90;160846;0;0;4;4000;13;13000;3;3000;4;4000;0;0;0;0;0;0;0;0;4;4000;13;13000;4;3990;4;4000;0;0;0;0
03.06.2020 15:00;4;3990;10;10000;4;4000;4;4000;0;0;0;0;473;1168293;0;0;76;212323;0;0;4;4000;12;11970;4;3990;4;4000;0;0;0;0;0;0;0;0;4;4000;12;11990;4;4000;4;4000;0;0;0;0
03.06.2020 16:00;4;3980;10;10000;4;4000;4;4000;0;0;0;0;459;1161820;0;0;82;141338;0;0;4;4000;13;12990;3;2990;4;4000;0;0;0;0;0;0;0;0;4;4000;12;11970;4;4000;4;4000;0;0;0;0
03.06.2020 17:00;4;3980;10;10000;4;3980;4;4000;0;0;0;0;394;953084;0;0;69;145620;0;0;4;3990;11;10980;4;4000;4;4000;0;0;0;0;0;0;0;0;4;4000;11;11000;4;3990;4;4026;0;0;0;0
03.06.2020 18:00;4;3990;10;10000;4;4000;4;4000;0;0;0;0;356;896738;0;0;78;180720;0;0;4;4000;13;12990;3;2990;4;3990;0;0;0;0;0;0;0;0;4;4000;12;11980;4;4000;4;3990;0;0;0;0
03.06.2020 19:00;4;4000;10;9990;3;3000;5;5000;0;0;0;0;263;605177;0;0;54;117010;0;0;4;4000;12;11970;2;2000;5;4990;0;0;0;0;0;0;0;0;4;4000;11;10990;3;3000;5;5000;0;0;0;0
03.06.2020 20:00;4;4000;7;6980;2;2000;3;3000;0;0;0;0;205;393226;0;0;36;63180;0;0;4;3990;8;8000;0;0;3;2990;0;0;0;0;0;0;0;0;4;3990;8;8000;2;2000;3;2980;0;0;0;0
03.06.2020 21:00;4;3990;4;4000;2;2000;2;2000;0;0;0;0;128;191690;0;0;27;65970;0;0;4;4000;5;5000;2;2000;2;2000;0;0;0;0;0;0;0;0;4;4018;5;4990;2;2000;2;1990;0;0;0;0
03.06.2020 22:00;4;4000;4;3990;2;1990;2;2000;0;0;0;0;96;168400;0;0;24;46180;0;0;4;3980;4;3980;2;2000;2;2000;0;0;0;0;0;0;0;0;4;4000;4;3990;2;2000;2;2000;0;0;0;0
03.06.2020 23:00;4;4000;4;4000;2;2000;2;2000;0;0;0;0;59;117240;0;0;22;42670;0;0;4;4000;6;6000;2;2000;2;1990;0;0;0;0;0;0;0;0;4;4000;6;6000;2;2000;2;2000;0;0;0;0
04.06.2020 00:00;3;3000;2;2000;0;0;0;0;0;0;0;0;47;47460;0;0;8;21240;0;0;3;2990;3;3000;0;0;0;0;0;0;0;0;0;0;0;0;3;3000;3;3000;0;0;0;0;0;0;0;0
04.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;29;28180;0;0;2;1980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;19;18450;0;0;2;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;11;10530;0;0;1;1350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 04:00;0;0;1;1000;0;0;1;1000;0;0;0;0;12;40860;0;0;6;14220;0;0;0;0;1;1000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;1;1000;0;0;1;1000;0;0;0;0
04.06.2020 05:00;2;2000;8;8000;3;3000;3;3000;0;0;0;0;137;262264;0;0;19;44820;0;0;2;2000;10;9980;3;2990;3;2980;0;0;0;0;0;0;0;0;2;2000;10;9990;3;3000;3;3000;0;0;0;0
04.06.2020 06:00;4;4000;9;8990;4;3990;4;4000;0;0;0;0;283;491370;0;0;41;92874;0;0;4;3990;11;11000;4;4000;4;4000;0;0;0;0;0;0;0;0;4;4000;10;9960;4;4000;4;4000;0;0;0;0
04.06.2020 07:00;4;3990;14;13970;4;3990;4;4000;0;0;0;0;468;1440911;0;0;88;415125;0;0;4;3990;15;15000;2;1990;4;4000;0;0;0;0;0;0;0;0;4;4000;15;14990;4;3990;4;3990;0;0;0;0
04.06.2020 08:00;4;4000;12;11990;4;3980;5;5000;0;0;0;0;548;1622408;0;0;105;248601;0;0;4;4000;13;12990;3;3000;5;5000;0;0;0;0;0;0;0;0;5;4990;14;13990;4;4000;5;4990;0;0;0;0
04.06.2020 09:00;4;4000;11;10990;4;3990;4;4000;0;0;0;0;478;1247934;0;0;99;245420;0;0;4;3990;13;12980;3;3000;4;4000;0;0;0;0;0;0;0;0;4;3990;13;12950;4;4000;4;4000;0;0;0;0
04.06.2020 10:00;4;3990;9;9000;3;3000;4;4000;0;0;0;0;493;1451091;0;0;92;182218;0;0;4;4000;11;10980;2;2000;4;3980;0;0;0;0;0;0;0;0;4;4000;11;10990;3;3000;4;3990;0;0;0;0
04.06.2020 11:00;4;3990;10;9990;4;4000;4;4000;0;0;0;0;503;1475156;0;0;104;178439;0;0;4;3990;11;11000;3;3000;4;4000;0;0;0;0;0;0;0;0;4;4000;11;10990;4;3990;4;4000;0;0;0;0
04.06.2020 12:00;5;5016;10;9980;4;3990;4;4000;0;0;0;0;489;1453145;0;0;104;157096;0;0;5;4990;12;11970;4;4000;4;3990;0;0;0;0;0;0;0;0;5;5000;12;11980;4;4000;4;4000;0;0;0;0
04.06.2020 13:00;5;5000;9;8970;4;4000;4;4000;0;0;0;0;485;1395730;0;0;122;196720;0;0;5;5000;11;10990;3;3000;4;4000;0;0;0;0;0;0;0;0;5;4990;10;10000;4;3990;4;4000;0;0;0;0
04.06.2020 14:00;4;4000;10;9980;4;4000;4;4000;0;0;0;0;498;1267837;0;0;89;123499;0;0;4;4000;12;11990;4;4000;4;4000;0;0;0;0;0;0;0;0;4;3990;12;12024;4;4000;4;3990;0;0;0;0
04.06.2020 15:00;4;4000;9;9000;4;4000;4;4000;0;0;0;0;501;1166439;0;0;107;234440;0;0;4;4000;11;10970;4;4000;4;4000;0;0;0;0;0;0;0;0;4;4000;11;10990;4;4000;4;4000;0;0;0;0
04.06.2020 16:00;4;3990;10;9980;4;3990;4;4000;0;0;0;0;468;1284724;0;0;97;184680;0;0;4;4000;11;10990;3;2990;4;4000;0;0;0;0;0;0;0;0;4;4000;12;11980;4;3990;4;4000;0;0;0;0
04.06.2020 17:00;4;3990;10;10000;4;4000;4;3990;0;0;0;0;457;1258612;0;0;82;192447;0;0;4;3990;13;12970;3;2990;4;4000;0;0;0;0;0;0;0;0;4;4000;13;12990;4;3990;4;4000;0;0;0;0
04.06.2020 18:00;4;3990;10;9990;4;3990;4;3990;0;0;0;0;377;890799;0;0;73;142223;0;0;4;3990;12;12000;4;3990;4;3990;0;0;0;0;0;0;0;0;4;4000;12;12000;4;3990;4;4000;0;0;0;0
04.06.2020 19:00;4;4000;10;9980;3;3000;5;5000;0;0;0;0;248;521759;0;0;58;123570;0;0;4;3980;12;11980;2;2000;5;4990;0;0;0;0;0;0;0;0;4;3990;12;11980;3;2990;5;4990;0;0;0;0
04.06.2020 20:00;4;4000;7;7000;2;1990;3;3000;0;0;0;0;198;453445;0;0;34;63990;0;0;4;3990;7;7000;1;1000;3;3000;0;0;0;0;0;0;0;0;4;4000;6;6000;2;2000;3;2990;0;0;0;0
04.06.2020 21:00;4;4000;4;3990;2;2000;2;2000;0;0;0;0;136;212130;0;0;28;48715;0;0;4;3990;5;5015;2;2000;2;1990;0;0;0;0;0;0;0;0;4;4000;5;4990;2;2000;2;2000;0;0;0;0
04.06.2020 22:00;4;4000;4;4000;2;2000;2;2000;0;0;0;0;80;162730;0;0;24;42920;0;0;4;4000;6;6000;2;2000;2;2000;0;0;0;0;0;0;0;0;4;3990;6;5990;2;1990;2;2000;0;0;0;0
04.06.2020 23:00;4;4000;4;3990;2;2000;2;1990;0;0;0;0;68;141280;0;0;17;38610;0;0;4;4000;5;5000;2;1990;2;2000;0;0;0;0;0;0;0;0;4;3990;5;5000;2;2000;2;2000;0;0;0;0
05.06.2020 00:00;3;2990;3;3000;0;0;0;0;0;0;0;0;42;37080;0;0;12;23040;0;0;3;3000;4;4050;0;0;0;0;0;0;0;0;0;0;0;0;3;3000;4;4000;0;0;0;0;0;0;0;0
05.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0;21;20070;0;0;2;2340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0;11;11340;0;0;3;2430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0;10;12150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 04:00;0;0;2;2000;0;0;1;1000;0;0;0;0;14;41940;0;0;2;5400;0;0;0;0;2;2000;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;2;2000;0;0;1;990;0;0;0;0
05.06.2020 05:00;2;2000;8;7990;3;3000;3;3000;0;0;0;0;126;241415;0;0;22;45810;0;0;2;2000;10;9970;2;2000;3;3000;0;0;0;0;0;0;0;0;2;2000;10;10000;3;3000;3;3000;0;0;0;0
05.06.2020 06:00;4;4000;9;8960;4;3990;4;3990;0;0;0;0;289;529436;0;0;33;82940;0;0;4;4000;12;11990;4;3990;4;3990;0;0;0;0;0;0;0;0;4;4000;12;12000;4;4000;4;4000;0;0;0;0
05.06.2020 07:00;4;3990;12;11990;4;4000;4;4000;0;0;0;0;525;1416873;0;0;89;164350;0;0;4;3990;15;15000;3;2990;4;4000;0;0;0;0;0;0;0;0;4;4000;15;15000;4;3990;4;4000;0;0;0;0
05.06.2020 08:00;4;4000;13;12950;4;4000;5;5000;0;0;0;0;519;1368020;0;0;72;137082;0;0;4;4000;15;14980;4;3990;5;4990;0;0;0;0;0;0;0;0;5;4980;15;14980;4;3990;5;4990;0;0;0;0
05.06.2020 09:00;4;4000;12;11990;4;4000;4;4000;0;0;0;0;502;1338642;0;0;90;164724;0;0;4;4000;13;12970;3;2990;4;3990;0;0;0;0;0;0;0;0;4;3990;13;12970;4;4000;4;4000;0;0;0;0
05.06.2020 10:00;4;4000;9;9000;4;4000;4;4000;0;0;0;0;510;1522207;0;0;98;249763;0;0;4;4000;11;10980;4;4000;4;4000;0;0;0;0;0;0;0;0;4;4000;11;10990;4;3980;4;4000;0;0;0;0
05.06.2020 11:00;4;3990;9;8990;4;4000;4;4000;0;0;0;0;528;1427628;0;0;118;185872;0;0;4;4000;10;10000;3;3000;4;3990;0;0;0;0;0;0;0;0;4;4000;11;10980;4;4000;4;4000;0;0;0;0
05.06.2020 12:00;5;4990;11;10970;4;4000;4;3990;0;0;0;0;486;1325929;0;0;100;196650;0;0;5;4990;12;11970;4;3990;4;3990;0;0;0;0;0;0;0;0;5;5000;12;11990;4;3990;4;3990;0;0;0;0
05.06.2020 13:00;5;4990;9;8990;4;4000;4;4000;0;0;0;0;494;1476957;0;0;96;153540;0;0;5;5000;11;10980;4;4000;4;4000;0;0;0;0;0;0;0;0;5;4990;12;12000;3;2980;4;4000;0;0;0;0
05.06.2020 14:00;4;3990;11;10990;4;4000;4;4000;0;0;0;0;548;1426383;0;0;92;190004;0;0;4;4000;12;11990;3;3000;4;3990;0;0;0;0;0;0;0;0;4;4000;13;12990;4;3990;4;3990;0;0;0;0
05.06.2020 15:00;4;4000;10;9990;4;3990;4;4000;0;0;0;0;476;1405996;0;0;89;171330;0;0;4;4000;13;12970;3;3000;4;4000;0;0;0;0;0;0;0;0;4;4000;13;13000;4;4000;4;4000;0;0;0;0
05.06.2020 16:00;4;3990;10;10000;4;4000;4;4000;0;0;0;0;497;1183740;0;0;78;144211;0;0;4;3990;13;12990;2;2000;4;4000;0;0;0;0;0;0;0;0;4;4000;12;11990;4;3990;4;3990;0;0;0;0
