01.06.2020 00:00;Bel_A51_M1S_494;Vwz_A51_M1S_494;Bel_A54_M4SL_506;Vwz_A54_M4SL_506;Bel_A55_M3S_505;Vwz_A55_M3S_505;Bel_D11;Vwz_D11;Bel_D12;Vwz_D12;Bel_D21;Vwz_D21;Bel_Fiber_reserve;Vwz_Fiber_reserve;Bel_H51_A74/M1S_493;Vwz_H51_A74/M1S_493;Bel_H54_M3SL_1289;Vwz_H54_M3SL_1289;Bel_H55_A30/M3S_504;Vwz_H55_A30/M3S_504;Bel_LLB-Test;Vwz_LLB-Test;Bel_Power_on;Vwz_Power_on;Bel_Sync;Vwz_Sync;Bel_foult;Vwz_foult
01.04.2021 00:00;6;6000;3;3000;4;4000;9;5500;16;12873;25;21740;0;0;6;6000;2;1990;4;4000;0;0;0;0;0;0;0;0
01.04.2021 01:00;0;0;0;0;0;0;5;3690;10;7490;19;12460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2021 02:00;0;0;0;0;0;0;3;910;10;7330;11;8470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.04.2021 03:00;0;0;0;0;2;2000;5;3640;8;5870;9;8660;0;0;0;0;0;0;2;2000;0;0;0;0;0;0;0;0
01.04.2021 04:00;2;2000;0;0;3;3000;5;3960;8;6040;12;10730;0;0;2;2000;0;0;3;2980;0;0;0;0;0;0;0;0
01.04.2021 05:00;8;8000;2;1990;14;13990;17;15150;31;21260;53;45750;0;0;8;7980;2;2000;14;13990;0;0;0;0;0;0;0;0
01.04.2021 06:00;14;13960;4;4000;20;19970;43;31670;71;55490;109;195250;0;0;14;14000;4;3990;20;20000;0;0;0;0;0;0;0;0
01.04.2021 07:00;16;16000;4;4000;22;22000;67;58950;153;295060;177;317214;0;0;16;15970;4;3990;22;22021;0;0;0;0;0;0;0;0
01.04.2021 08:00;17;16980;7;6990;23;22980;87;76613;226;556116;207;365863;0;0;16;15990;7;6990;23;22970;0;0;0;0;0;0;0;0
01.04.2021 09:00;16;15980;4;4000;20;19980;95;102150;240;359091;229;559865;0;0;16;15980;4;3980;20;19960;0;0;0;0;0;0;0;0
01.04.2021 10:00;16;15980;4;4000;20;19990;105;86260;230;369410;285;801449;0;0;16;16000;4;3990;20;19980;0;0;0;0;0;0;0;0
01.04.2021 11:00;16;16000;4;4000;21;20990;81;661208;203;269507;266;775086;0;0;16;15990;4;4000;20;19970;0;0;0;0;0;0;0;0
01.04.2021 12:00;16;16000;5;5000;21;21000;95;104078;264;386344;285;677907;0;0;16;15990;5;5000;21;21000;0;0;0;0;0;0;0;0
01.04.2021 13:00;16;15980;5;4990;21;21000;90;80630;183;290753;272;871750;0;0;16;15980;5;5000;21;20970;0;0;0;0;0;0;0;0
01.04.2021 14:00;15;14990;6;6000;24;23970;79;103870;232;418013;288;1085122;0;0;16;16000;6;6000;24;23990;0;0;0;0;0;0;0;0
01.04.2021 15:00;17;16560;4;4000;19;19000;79;639601;246;479794;312;872944;0;0;17;17000;4;4000;19;18960;0;0;0;0;0;0;0;0
01.04.2021 16:00;16;16400;4;4000;21;20990;111;167790;296;677375;334;1060270;0;0;16;15990;4;4000;21;20970;0;0;0;0;0;0;0;0
01.04.2021 17:00;16;15980;5;5000;21;21000;103;104356;197;495986;323;1025847;0;0;16;16000;4;4000;20;19990;0;0;0;0;0;0;0;0
01.04.2021 18:00;16;16042;4;3990;18;18000;79;99900;190;327989;267;665757;0;0;16;15970;4;4000;19;19000;0;0;0;0;0;0;0;0
01.04.2021 19:00;12;12000;4;4000;15;14990;52;37730;180;359165;211;457926;0;0;13;13000;4;4000;15;14990;0;0;0;0;0;0;0;0
01.04.2021 20:00;11;10990;4;4000;14;14000;51;40670;138;131910;178;236916;0;0;10;9980;4;4000;13;12990;0;0;0;0;0;0;0;0
01.04.2021 21:00;7;6990;5;4990;11;10990;37;24920;87;68570;148;246200;0;0;7;6990;5;5000;12;11990;0;0;0;0;0;0;0;0
01.04.2021 22:00;6;6000;4;3990;9;9000;24;15790;58;42510;92;96440;0;0;6;6000;4;3990;9;8980;0;0;0;0;0;0;0;0
01.04.2021 23:00;4;4000;3;3000;8;8000;14;8140;37;30230;52;33830;0;0;4;4055;4;4000;8;8051;0;0;0;0;0;0;0;0
02.04.2021 00:00;6;6000;3;3000;4;4000;11;5670;13;12370;40;30940;0;0;6;6000;2;2000;4;4000;0;0;0;0;0;0;0;0
02.04.2021 01:00;0;0;0;0;0;0;9;8140;16;13160;22;16410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.04.2021 02:00;0;0;0;0;0;0;3;1720;10;7560;30;21200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.04.2021 03:00;0;0;0;0;0;0;4;1710;8;5760;20;13070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.04.2021 04:00;0;0;0;0;2;2000;3;1450;4;3024;8;8810;0;0;0;0;0;0;2;2000;0;0;0;0;0;0;0;0
02.04.2021 05:00;2;2000;0;0;3;2990;12;7360;7;4551;19;10890;0;0;2;2000;0;0;3;3000;0;0;0;0;0;0;0;0
02.04.2021 06:00;3;3000;0;0;4;3990;6;3610;16;15920;29;19710;0;0;3;3000;0;0;4;4000;0;0;0;0;0;0;0;0
02.04.2021 07:00;4;4000;0;0;4;4000;14;8900;18;12960;29;32190;0;0;4;4000;0;0;4;4000;0;0;0;0;0;0;0;0
02.04.2021 08:00;4;4000;0;0;4;4000;14;10980;30;22230;36;20420;0;0;4;3980;0;0;4;3990;0;0;0;0;0;0;0;0
02.04.2021 09:00;4;3990;0;0;4;4000;14;9370;34;22420;64;47120;0;0;4;4000;0;0;4;3990;0;0;0;0;0;0;0;0
02.04.2021 10:00;4;4000;0;0;4;4000;28;18190;72;60760;100;103690;0;0;4;4000;0;0;4;4000;0;0;0;0;0;0;0;0
02.04.2021 11:00;4;4000;0;0;4;4000;47;27190;85;64800;122;141710;0;0;4;3990;0;0;4;4000;0;0;0;0;0;0;0;0
02.04.2021 12:00;5;4980;0;0;6;5990;42;28750;85;59860;131;121680;0;0;5;5000;0;0;6;6000;0;0;0;0;0;0;0;0
02.04.2021 13:00;8;8000;0;0;8;7990;57;35400;124;147270;139;196250;0;0;8;7970;0;0;8;7990;0;0;0;0;0;0;0;0
02.04.2021 14:00;8;8000;0;0;8;7980;48;33680;100;86502;186;341703;0;0;8;7990;0;0;8;8000;0;0;0;0;0;0;0;0
02.04.2021 15:00;8;7990;0;0;8;8000;43;30650;109;128541;161;207221;0;0;8;7990;0;0;8;7990;0;0;0;0;0;0;0;0
02.04.2021 16:00;8;7990;0;0;8;7970;52;37200;117;178371;154;207600;0;0;8;7990;0;0;8;7990;0;0;0;0;0;0;0;0
02.04.2021 17:00;8;8000;0;0;8;8000;38;22927;93;124620;188;418302;0;0;8;7990;0;0;8;7990;0;0;0;0;0;0;0;0
02.04.2021 18:00;8;8000;0;0;8;7980;44;26950;114;124040;158;239491;0;0;8;7990;0;0;8;8000;0;0;0;0;0;0;0;0
02.04.2021 19:00;6;6000;0;0;6;6000;37;21800;81;98320;150;218328;0;0;6;5990;0;0;6;5792;0;0;0;0;0;0;0;0
02.04.2021 20:00;5;5000;1;1000;5;5000;26;16835;84;65554;113;118770;0;0;5;5000;1;1000;5;5000;0;0;0;0;0;0;0;0
02.04.2021 21:00;4;4000;0;0;4;4000;26;58530;64;46059;89;66380;0;0;4;3990;0;0;4;4000;0;0;0;0;0;0;0;0
02.04.2021 22:00;4;4000;0;0;4;4000;18;14150;55;54910;56;54370;0;0;4;4000;0;0;4;4000;0;0;0;0;0;0;0;0
02.04.2021 23:00;4;4000;0;0;4;4000;17;11630;36;26450;45;32220;0;0;4;4000;0;0;4;3990;0;0;0;0;0;0;0;0
03.04.2021 00:00;5;5000;1;1000;3;3000;10;7348;14;14190;36;26270;0;0;5;5000;1;1000;3;3000;0;0;0;0;0;0;0;0
03.04.2021 01:00;1;1000;0;0;0;0;6;4070;12;8330;19;13240;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2021 02:00;0;0;0;0;0;0;1;360;10;8640;18;16730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.04.2021 03:00;0;0;0;0;1;1000;3;2520;7;6020;11;11520;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;0;0
03.04.2021 04:00;2;1990;0;0;4;4000;4;2170;6;7010;11;10880;0;0;2;2000;0;0;4;4000;0;0;0;0;0;0;0;0
03.04.2021 05:00;6;5990;0;0;9;8990;11;618055;14;12300;24;15169;0;0;6;6000;0;0;9;8990;0;0;0;0;0;0;0;0
03.04.2021 06:00;9;8990;0;0;10;10000;14;8010;20;12520;36;31320;0;0;9;8980;0;0;10;9990;0;0;0;0;0;0;0;0
03.04.2021 07:00;10;9970;0;0;10;10000;16;12050;27;21140;55;51760;0;0;9;8980;0;0;10;9970;0;0;0;0;0;0;0;0
03.04.2021 08:00;10;10000;0;0;10;10058;20;10590;64;49730;76;75390;0;0;10;10000;0;0;10;9990;0;0;0;0;0;0;0;0
03.04.2021 09:00;10;9990;0;0;10;9990;49;43350;114;119620;122;83860;0;0;10;9990;0;0;10;10000;0;0;0;0;0;0;0;0
03.04.2021 10:00;10;10044;0;0;10;9990;49;44050;117;175950;202;194160;0;0;10;9990;0;0;10;9980;0;0;0;0;0;0;0;0
03.04.2021 11:00;10;9990;0;0;10;10000;72;56622;149;281080;214;190727;0;0;10;10000;0;0;10;9990;0;0;0;0;0;0;0;0
03.04.2021 12:00;10;9990;0;0;10;10000;60;48110;167;419865;227;180790;0;0;10;10044;0;0;10;9990;0;0;0;0;0;0;0;0
03.04.2021 13:00;10;9990;0;0;10;9980;75;60214;153;249161;243;244390;0;0;10;9990;0;0;10;9990;0;0;0;0;0;0;0;0
03.04.2021 14:00;10;10000;0;0;9;9000;69;144324;190;360000;259;309130;0;0;10;10000;0;0;9;9000;0;0;0;0;0;0;0;0
03.04.2021 15:00;10;9980;0;0;11;10990;52;32820;138;233330;201;200122;0;0;10;9970;0;0;11;11000;0;0;0;0;0;0;0;0
03.04.2021 16:00;9;8970;0;0;10;9990;51;38540;121;167090;203;281664;0;0;10;9970;0;0;10;9990;0;0;0;0;0;0;0;0
03.04.2021 17:00;10;9990;0;0;10;10000;47;36620;125;160530;203;249740;0;0;10;9980;0;0;10;9990;0;0;0;0;0;0;0;0
03.04.2021 18:00;10;10000;0;0;10;10000;42;30390;127;187105;206;228260;0;0;10;10000;0;0;10;10000;0;0;0;0;0;0;0;0
03.04.2021 19:00;10;9990;0;0;10;10000;43;29460;102;136550;149;142496;0;0;10;10000;0;0;10;10000;0;0;0;0;0;0;0;0
03.04.2021 20:00;11;10980;0;0;9;9000;36;23890;85;74403;126;128460;0;0;11;10980;0;0;9;8990;0;0;0;0;0;0;0;0
03.04.2021 21:00;7;7000;0;0;7;7000;19;19540;68;70130;104;121437;0;0;7;7000;0;0;7;7000;0;0;0;0;0;0;0;0
03.04.2021 22:00;6;5980;0;0;5;5000;13;25730;44;30991;73;54982;0;0;6;6000;0;0;5;5000;0;0;0;0;0;0;0;0
03.04.2021 23:00;4;4000;0;0;4;4000;16;7310;45;34420;44;32440;0;0;4;4000;0;0;4;3990;0;0;0;0;0;0;0;0
04.04.2021 00:00;5;4990;1;1000;3;3000;8;5490;27;26700;26;17640;0;0;5;5034;1;1000;3;3000;0;0;0;0;0;0;0;0
04.04.2021 01:00;1;1000;0;0;0;0;1;270;17;14560;23;19520;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2021 02:00;0;0;0;0;0;0;7;3430;9;6030;19;20400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2021 03:00;0;0;0;0;0;0;4;3240;7;4940;15;9000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.04.2021 04:00;0;0;0;0;2;2000;6;5040;8;5220;8;8350;0;0;0;0;0;0;2;2000;0;0;0;0;0;0;0;0
04.04.2021 05:00;2;2000;0;0;3;3000;11;5240;15;9350;16;9420;0;0;2;2000;0;0;3;3000;0;0;0;0;0;0;0;0
04.04.2021 06:00;3;2990;0;0;4;3990;4;1540;9;6570;32;22190;0;0;3;2980;0;0;4;3990;0;0;0;0;0;0;0;0
04.04.2021 07:00;4;4000;0;0;4;4000;11;5410;22;13270;26;16000;0;0;4;4000;0;0;4;4000;0;0;0;0;0;0;0;0
04.04.2021 08:00;5;5000;0;0;5;5000;9;7580;28;22440;37;25010;0;0;5;4990;0;0;5;5000;0;0;0;0;0;0;0;0
04.04.2021 09:00;4;3990;0;0;4;3990;28;20840;59;40980;57;54780;0;0;4;4000;0;0;4;4000;0;0;0;0;0;0;0;0
04.04.2021 10:00;4;4000;0;0;4;3990;34;17580;83;55151;94;81720;0;0;4;3990;0;0;4;4052;0;0;0;0;0;0;0;0
04.04.2021 11:00;4;3990;0;0;4;3990;49;24690;115;83180;106;114888;0;0;4;3990;0;0;4;3990;0;0;0;0;0;0;0;0
04.04.2021 12:00;5;4990;0;0;5;4990;48;30000;100;78504;129;165330;0;0;5;4980;0;0;6;6000;0;0;0;0;0;0;0;0
04.04.2021 13:00;8;7980;0;0;8;7990;48;32930;92;80620;136;121880;0;0;8;7980;0;0;8;7990;0;0;0;0;0;0;0;0
04.04.2021 14:00;7;6990;0;0;8;7980;40;30450;119;135202;138;192420;0;0;8;7990;0;0;8;7990;0;0;0;0;0;0;0;0
04.04.2021 15:00;9;8980;0;0;8;7990;40;25900;92;91490;148;126500;0;0;8;7990;0;0;8;8000;0;0;0;0;0;0;0;0
04.04.2021 16:00;8;8043;0;0;8;8000;38;30110;102;108480;149;217893;0;0;8;7990;0;0;8;7980;0;0;0;0;0;0;0;0
04.04.2021 17:00;8;8000;0;0;8;8000;40;25430;103;100957;157;217378;0;0;8;7990;0;0;8;7990;0;0;0;0;0;0;0;0
04.04.2021 18:00;8;8000;0;0;8;7990;44;27843;93;90103;155;215468;0;0;8;7990;0;0;8;8000;0;0;0;0;0;0;0;0
04.04.2021 19:00;6;5980;0;0;6;6000;34;24400;72;72108;145;201650;0;0;6;6000;0;0;6;6000;0;0;0;0;0;0;0;0
04.04.2021 20:00;5;4990;1;1000;5;4990;31;16300;68;52380;111;122570;0;0;5;4990;1;1000;5;5000;0;0;0;0;0;0;0;0
04.04.2021 21:00;4;4000;0;0;4;4000;17;10910;53;38430;79;56220;0;0;4;4000;0;0;4;4000;0;0;0;0;0;0;0;0
04.04.2021 22:00;4;4000;0;0;4;4000;14;7820;45;33410;67;49586;0;0;4;4000;0;0;4;4000;0;0;0;0;0;0;0;0
04.04.2021 23:00;4;4000;0;0;4;4000;16;11370;25;18530;37;25352;0;0;4;4000;0;0;4;4000;0;0;0;0;0;0;0;0
05.04.2021 00:00;5;5000;1;1000;3;2990;10;6040;18;13690;30;18135;0;0;5;5000;1;1000;3;3000;0;0;0;0;0;0;0;0
05.04.2021 00:00;5;5000;1;1000;3;2990;10;6040;18;13690;30;18135;0;0;5;5000;1;1000;3;3000;0;0;0;0;0;0;0;0
05.04.2021 01:00;1;990;0;0;0;0;4;1900;3;1800;13;8010;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;0;0
05.04.2021 02:00;0;0;0;0;0;0;0;0;5;3500;10;8640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.04.2021 03:00;0;0;0;0;0;0;4;2440;6;3500;5;2610;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.04.2021 04:00;0;0;0;0;2;2000;3;3520;4;3050;4;4850;0;0;0;0;0;0;2;2000;0;0;0;0;0;0;0;0
05.04.2021 05:00;2;2000;0;0;3;3000;6;4220;11;9360;17;26470;0;0;2;2000;0;0;3;3000;0;0;0;0;0;0;0;0
05.04.2021 06:00;3;3000;0;0;4;4000;8;7000;17;30340;26;17890;0;0;3;3000;0;0;4;4000;0;0;0;0;0;0;0;0
05.04.2021 07:00;4;4000;0;0;4;4000;12;8010;12;7560;26;16110;0;0;4;4000;0;0;4;4000;0;0;0;0;0;0;0;0
05.04.2021 08:00;4;3990;0;0;4;4000;13;9550;17;12140;43;25050;0;0;4;4000;0;0;4;3990;0;0;0;0;0;0;0;0
05.04.2021 09:00;4;4000;0;0;4;3990;29;17990;45;49470;63;40360;0;0;4;4000;0;0;4;4000;0;0;0;0;0;0;0;0
05.04.2021 10:00;4;3990;0;0;4;4000;50;40660;72;55940;93;66212;0;0;4;3990;0;0;4;4000;0;0;0;0;0;0;0;0
05.04.2021 11:00;4;4000;0;0;4;4000;40;54960;92;83834;117;141085;0;0;4;3990;0;0;4;4000;0;0;0;0;0;0;0;0
05.04.2021 12:00;5;5000;0;0;6;6000;45;36370;83;67224;154;280087;0;0;5;5000;0;0;6;6000;0;0;0;0;0;0;0;0
05.04.2021 13:00;8;7990;0;0;8;8000;47;36650;104;85000;151;165860;0;0;8;8000;0;0;8;8000;0;0;0;0;0;0;0;0
05.04.2021 14:00;8;7990;0;0;8;7990;49;37620;119;135710;172;265968;0;0;8;7990;0;0;8;7980;0;0;0;0;0;0;0;0
05.04.2021 15:00;8;7990;0;0;8;7990;38;26680;101;153601;129;241091;0;0;8;7990;0;0;8;8000;0;0;0;0;0;0;0;0
05.04.2021 16:00;8;8000;0;0;8;8000;38;26910;99;102400;136;219243;0;0;8;8000;0;0;8;8000;0;0;0;0;0;0;0;0
05.04.2021 17:00;8;8000;0;0;8;7990;42;24970;104;128630;146;230230;0;0;8;7980;0;0;8;8000;0;0;0;0;0;0;0;0
05.04.2021 18:00;8;7990;0;0;8;8000;52;37900;108;84640;162;361227;0;0;8;8000;0;0;8;7990;0;0;0;0;0;0;0;0
05.04.2021 19:00;6;5990;0;0;6;5990;37;27320;103;115090;129;207120;0;0;6;6000;0;0;6;6000;0;0;0;0;0;0;0;0
05.04.2021 20:00;5;4990;1;1000;5;5000;40;24490;81;65770;116;128460;0;0;5;5000;1;990;5;5000;0;0;0;0;0;0;0;0
05.04.2021 21:00;4;3990;0;0;4;4000;31;23640;82;58910;91;88360;0;0;4;4000;0;0;4;4000;0;0;0;0;0;0;0;0
05.04.2021 22:00;4;4000;0;0;4;4000;23;14590;46;32680;69;90060;0;0;4;4000;0;0;4;4000;0;0;0;0;0;0;0;0
05.04.2021 23:00;4;3990;0;0;4;4000;13;8100;28;19850;36;24320;0;0;4;4000;0;0;4;4000;0;0;0;0;0;0;0;0
06.04.2021 00:00;5;5000;1;1000;3;3000;4;411853;13;8990;21;16880;0;0;5;5000;1;1000;3;3000;0;0;0;0;0;0;0;0
06.04.2021 01:00;1;1000;0;0;0;0;0;0;5;4220;14;8810;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;0;0
06.04.2021 02:00;0;0;0;0;0;0;3;1170;7;5040;13;8980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.04.2021 03:00;0;0;0;0;1;1000;1;730;3;2520;5;2510;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;0;0
06.04.2021 04:00;2;2000;0;0;5;4990;5;2080;8;5750;12;12390;0;0;2;2000;0;0;5;5000;0;0;0;0;0;0;0;0
06.04.2021 05:00;8;7980;0;0;13;12980;17;13310;36;26930;58;52240;0;0;8;7990;0;0;13;12960;0;0;0;0;0;0;0;0
06.04.2021 06:00;13;12990;0;0;14;13990;26;17620;72;57400;99;157040;0;0;13;12970;0;0;13;12980;0;0;0;0;0;0;0;0
06.04.2021 07:00;14;13980;0;0;13;13000;80;57760;166;222093;182;328060;0;0;14;13960;0;0;12;12000;0;0;0;0;0;0;0;0
06.04.2021 08:00;14;13980;0;0;15;14990;74;64090;188;309540;222;492298;0;0;14;13980;0;0;15;14990;0;0;0;0;0;0;0;0
06.04.2021 09:00;14;13980;0;0;11;11000;74;70370;165;241280;222;388965;0;0;14;13980;0;0;11;10990;0;0;0;0;0;0;0;0
06.04.2021 10:00;12;11990;0;0;11;11000;84;83220;200;310583;244;603666;0;0;12;11960;0;0;12;12000;0;0;0;0;0;0;0;0
06.04.2021 11:00;14;13980;0;0;14;13970;90;265920;225;366840;265;621876;0;0;14;13990;0;0;13;12980;0;0;0;0;0;0;0;0
06.04.2021 12:00;14;13990;0;0;15;14990;94;62162;208;215842;247;506945;0;0;13;12990;0;0;15;14990;0;0;0;0;0;0;0;0
06.04.2021 13:00;14;14000;0;0;14;13970;92;90280;167;235194;283;703068;0;0;14;13990;0;0;14;13980;0;0;0;0;0;0;0;0
06.04.2021 14:00;14;13990;0;0;13;13000;75;58150;222;352180;290;671944;0;0;14;13990;0;0;13;13000;0;0;0;0;0;0;0;0
06.04.2021 15:00;14;13990;0;0;15;14980;92;107035;202;489994;342;787338;0;0;14;13990;0;0;15;14990;0;0;0;0;0;0;0;0
06.04.2021 16:00;14;13990;0;0;14;13990;88;117633;221;338584;321;902567;0;0;14;13990;0;0;14;14000;0;0;0;0;0;0;0;0
06.04.2021 17:00;14;13980;0;0;13;13000;79;60086;171;430547;312;816500;0;0;14;14000;0;0;13;12990;0;0;0;0;0;0;0;0
06.04.2021 18:00;14;13990;0;0;14;13990;46;35080;143;231188;244;401751;0;0;14;13980;0;0;14;14000;0;0;0;0;0;0;0;0
06.04.2021 19:00;13;12990;0;0;11;11055;48;37560;105;130168;173;294700;0;0;13;12980;0;0;11;11000;0;0;0;0;0;0;0;0
06.04.2021 20:00;11;11000;0;0;9;8990;28;18270;85;73002;113;146469;0;0;11;11000;0;0;9;9044;0;0;0;0;0;0;0;0
06.04.2021 21:00;8;8000;0;0;8;7990;24;16650;47;34840;92;124370;0;0;8;7990;0;0;8;7980;0;0;0;0;0;0;0;0
06.04.2021 22:00;6;5990;0;0;5;5000;14;9420;25;18510;54;38664;0;0;6;6000;0;0;5;4970;0;0;0;0;0;0;0;0
06.04.2021 23:00;4;3990;0;0;4;3990;9;5640;22;16828;40;32620;0;0;4;3990;0;0;4;3990;0;0;0;0;0;0;0;0
07.04.2021 00:00;5;4990;0;0;2;2000;3;1530;4;2600;18;16520;0;0;5;5000;0;0;2;2000;0;0;0;0;0;0;0;0
07.04.2021 01:00;1;1000;0;0;0;0;4;1350;7;5010;11;10420;0;0;1;990;0;0;0;0;0;0;0;0;0;0;0;0
07.04.2021 02:00;0;0;0;0;0;0;1;720;2;1620;11;7640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.04.2021 03:00;0;0;0;0;1;1000;2;1440;4;2510;8;5480;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;0;0
07.04.2021 04:00;2;1990;0;0;5;4990;5;2490;6;4400;12;14550;0;0;2;2000;0;0;5;5000;0;0;0;0;0;0;0;0
07.04.2021 05:00;8;7990;0;0;13;13000;17;13560;26;19290;50;50870;0;0;8;7990;0;0;13;12990;0;0;0;0;0;0;0;0
07.04.2021 06:00;13;13000;0;0;14;13990;28;18490;68;137330;92;99990;0;0;13;12990;0;0;14;13980;0;0;0;0;0;0;0;0
07.04.2021 07:00;14;13980;0;0;14;13990;81;86580;125;183661;166;379203;0;0;14;13970;0;0;14;14000;0;0;0;0;0;0;0;0
07.04.2021 08:00;14;13990;0;0;14;13990;72;87422;159;353740;217;331169;0;0;14;13990;0;0;14;14000;0;0;0;0;0;0;0;0
07.04.2021 09:00;14;13980;0;0;14;13990;76;56130;157;216829;241;441969;0;0;14;14000;0;0;14;13980;0;0;0;0;0;0;0;0
07.04.2021 10:00;14;14000;0;0;14;13990;84;63940;176;250170;251;493000;0;0;14;13970;0;0;14;14000;0;0;0;0;0;0;0;0
07.04.2021 11:00;14;13980;0;0;14;14000;64;51300;185;347081;248;638326;0;0;14;13970;0;0;14;13990;0;0;0;0;0;0;0;0
07.04.2021 12:00;14;13990;0;0;14;14000;84;95650;158;232780;269;867819;0;0;14;13980;0;0;14;14000;0;0;0;0;0;0;0;0
07.04.2021 13:00;14;14000;0;0;14;13980;95;77510;197;290220;265;607450;0;0;14;13990;0;0;15;14990;0;0;0;0;0;0;0;0
07.04.2021 14:00;14;14000;0;0;15;14990;86;68653;194;265386;317;800116;0;0;16;16000;0;0;14;13990;0;0;0;0;0;0;0;0
07.04.2021 15:00;15;14990;0;0;15;14970;62;61313;191;341450;306;737296;0;0;14;13980;0;0;14;14000;0;0;0;0;0;0;0;0
07.04.2021 16:00;14;13980;0;0;13;12970;82;77350;156;309062;287;567750;0;0;14;13990;0;0;14;13980;0;0;0;0;0;0;0;0
07.04.2021 17:00;14;14000;0;0;14;14000;74;81210;156;306777;252;554184;0;0;14;13980;0;0;14;13980;0;0;0;0;0;0;0;0
07.04.2021 18:00;14;14000;0;0;13;12980;58;55870;133;210900;196;503862;0;0;14;13990;0;0;14;13980;0;0;0;0;0;0;0;0
07.04.2021 19:00;13;12980;0;0;11;11000;33;22380;94;90634;151;178243;0;0;13;12990;0;0;10;9980;0;0;0;0;0;0;0;0
07.04.2021 20:00;11;11034;0;0;9;8990;36;21770;55;43860;95;87170;0;0;11;10990;0;0;9;9000;0;0;0;0;0;0;0;0
07.04.2021 21:00;8;8052;0;0;8;8000;24;16080;45;34985;91;85820;0;0;8;7990;0;0;8;8000;0;0;0;0;0;0;0;0
07.04.2021 22:00;6;6000;0;0;5;5000;13;10250;31;27740;56;39670;0;0;6;5990;0;0;5;5000;0;0;0;0;0;0;0;0
07.04.2021 23:00;4;3990;0;0;4;4000;12;9880;20;15520;31;25640;0;0;4;3990;0;0;4;3980;0;0;0;0;0;0;0;0
08.04.2021 00:00;5;5000;0;0;2;2000;4;2430;8;7450;15;13800;0;0;5;5000;0;0;2;2055;0;0;0;0;0;0;0;0
08.04.2021 01:00;1;990;0;0;0;0;2;2880;3;3420;13;12210;0;0;1;1000;0;0;0;0;0;0;0;0;0;0;0;0
08.04.2021 02:00;0;0;0;0;0;0;2;540;6;5210;12;8000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.04.2021 03:00;0;0;0;0;1;1000;2;1530;5;5850;3;2070;0;0;0;0;0;0;1;1000;0;0;0;0;0;0;0;0
08.04.2021 04:00;2;1990;0;0;4;3990;1;630;3;2520;13;12500;0;0;2;1990;0;0;5;5000;0;0;0;0;0;0;0;0
08.04.2021 05:00;8;7990;0;0;14;13990;9;6920;23;19930;45;45720;0;0;8;7990;0;0;13;12990;0;0;0;0;0;0;0;0
08.04.2021 06:00;13;12970;0;0;14;13980;29;19080;59;62570;113;122590;0;0;13;12990;0;0;14;14000;0;0;0;0;0;0;0;0
08.04.2021 07:00;15;14990;0;0;14;14000;67;54102;112;225130;151;287680;0;0;15;14990;0;0;14;13970;0;0;0;0;0;0;0;0
08.04.2021 08:00;14;14000;0;0;14;14000;88;63900;164;264838;224;367245;0;0;14;14000;0;0;13;12990;0;0;0;0;0;0;0;0
08.04.2021 09:00;14;14000;0;0;14;14000;69;54830;186;362542;235;510316;0;0;14;13980;0;0;14;13960;0;0;0;0;0;0;0;0
08.04.2021 10:00;14;13980;0;0;14;13970;107;90020;177;338727;283;640779;0;0;14;13990;0;0;14;14053;0;0;0;0;0;0;0;0
08.04.2021 11:00;15;14990;0;0;14;14000;86;77320;185;307975;248;504964;0;0;15;15000;0;0;14;14000;0;0;0;0;0;0;0;0
08.04.2021 12:00;14;13970;0;0;15;14990;86;82070;185;322814;274;709673;0;0;14;13980;0;0;15;14980;0;0;0;0;0;0;0;0
08.04.2021 13:00;15;14980;0;0;15;14990;85;74200;160;292556;262;622367;0;0;15;14980;0;0;15;14970;0;0;0;0;0;0;0;0
08.04.2021 14:00;14;13990;0;0;13;12990;83;65420;265;320754;288;783273;0;0;14;13990;0;0;13;13000;0;0;0;0;0;0;0;0
08.04.2021 15:00;14;14000;0;0;14;13990;80;71610;241;507436;311;557857;0;0;14;13980;0;0;14;13990;0;0;0;0;0;0;0;0
