01.06.2020 00:00;Bel_D21;Vwz_D21;Bel_D41;Vwz_D41;Bel_T3_4;Vwz_T3_4;Bel_T7_8;Vwz_T7_8
12.08.2021 15:00;144;1492800;414;1221600;21;118800;163;398400;407;1015800;7;3600;134;175800;4919;670800;11;10200;1;600;7;10200;1;600;18;13800;2;1200;13;10200;3;1800;98;1191600;0;0;105;1927200;35;151200;0;0;0;0;0;0;0;0;214;1560000;2;3000
12.08.2021 16:00;141;1629600;433;918000;29;42600;80;861600;416;890400;9;12600;109;252000;4249;609000;4;2400;3;2400;13;12000;0;0;12;7200;2;1200;21;16800;2;1200;100;1126200;0;0;90;1662600;31;66000;0;0;0;0;0;0;0;0;289;1441800;5;10800
12.08.2021 17:00;134;1361400;398;945000;41;143400;65;796800;393;760800;10;17400;119;260400;4096;614400;3;1800;2;1200;19;36600;1;600;13;9600;1;600;19;13200;1;600;77;1469400;0;0;94;1633800;37;112200;0;0;0;0;0;0;0;0;237;1282800;7;14400
12.08.2021 18:00;119;1179600;400;816600;33;135600;60;826200;361;770400;10;34200;97;186600;3911;561000;8;6000;0;0;7;4200;0;0;11;6600;0;0;15;10200;0;0;73;1018800;0;0;97;1476600;27;71400;0;0;0;0;0;0;0;0;234;1288200;6;7800
12.08.2021 19:00;91;1081200;284;601200;22;9600;45;699600;255;505800;5;1800;77;108000;4473;604200;10;6600;0;0;4;3000;1;1200;16;9600;1;600;9;6000;3;2400;68;770400;0;0;93;1119600;30;40800;0;0;0;0;0;0;0;0;200;796800;5;12600
12.08.2021 20:00;69;913800;231;986400;31;147000;30;352800;182;544800;11;38400;58;75000;5091;693000;5;3000;0;0;1;600;0;0;8;6000;0;0;3;1800;1;600;47;256200;0;0;125;1259400;23;70200;0;0;0;0;0;0;0;0;123;790200;8;22200
12.08.2021 21:00;48;443400;226;671400;14;57600;16;135600;111;416400;2;0;42;60600;5512;708000;6;4800;0;0;1;600;0;0;6;4800;0;0;4;2400;0;0;44;231600;0;0;133;1024200;11;66000;0;0;0;0;0;0;0;0;91;496800;0;0
12.08.2021 22:00;39;187200;170;982800;15;98400;11;31800;86;451800;3;0;27;25800;5724;726000;1;600;0;0;0;0;0;0;4;2400;0;0;2;1200;0;0;30;124200;0;0;119;996000;9;43200;0;0;0;0;0;0;0;0;83;403800;1;600
12.08.2021 23:00;28;193200;96;456600;52;57600;15;130200;45;267000;4;0;24;24000;6523;857400;4;3000;4;3600;1;600;1;600;5;6000;0;0;0;0;0;0;21;100800;0;0;82;555000;13;39000;0;0;0;0;0;0;0;0;47;210600;0;0
13.08.2021 00:00;11;45600;67;447600;9;1800;5;22800;27;211200;0;0;10;6000;6146;854400;1;600;0;0;2;1200;0;0;1;600;0;0;1;600;0;0;11;41400;0;0;57;298800;10;72600;0;0;0;0;0;0;0;0;34;118200;0;0
13.08.2021 01:00;19;98400;27;304800;6;24600;5;7200;24;187200;2;24000;15;29400;6640;865200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;54000;0;0;27;182400;7;51000;0;0;0;0;0;0;0;0;26;121200;1;4200
13.08.2021 02:00;2;24000;24;150600;1;8400;6;15600;23;105000;0;0;3;3000;7347;985800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;11400;0;0;23;85200;1;3000;0;0;0;0;0;0;0;0;25;98400;1;1200
13.08.2021 03:00;3;11400;24;103200;5;1800;2;1200;16;133800;0;0;4;3600;7014;919800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10200;0;0;24;87600;1;600;0;0;0;0;0;0;0;0;25;156000;0;0
13.08.2021 04:00;0;0;16;64800;4;29400;3;14400;34;192000;0;0;1;0;7043;939000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;66600;1;600;0;0;0;0;0;0;0;0;28;213000;0;0
13.08.2021 05:00;13;83400;58;284400;4;1800;4;23400;153;690600;6;58200;15;13200;7479;987600;0;0;0;0;0;0;1;600;0;0;0;0;0;0;1;600;9;42000;0;0;58;230400;1;4200;0;0;0;0;0;0;0;0;100;843000;6;13200
13.08.2021 06:00;27;337800;114;495000;5;0;16;262800;253;499800;19;19200;34;29400;7643;1040400;1;600;0;0;0;0;0;0;0;0;0;0;1;600;0;0;20;240600;0;0;90;654600;11;48000;0;0;0;0;0;0;0;0;146;844200;18;28800
13.08.2021 07:00;34;451200;196;363000;14;67800;57;579600;325;418800;10;6000;33;33600;6909;969000;2;1200;0;0;1;600;0;0;2;1200;0;0;0;0;0;0;29;204600;0;0;134;621600;22;24000;0;0;0;0;0;0;0;0;210;840600;9;16200
13.08.2021 08:00;54;905400;236;362400;16;34200;48;495000;368;700200;13;2400;60;96600;7015;979800;2;1200;0;0;0;0;0;0;3;1800;0;0;4;2400;0;0;45;426600;0;0;149;712200;32;80400;0;0;0;0;0;0;0;0;236;1152000;4;4800
13.08.2021 09:00;45;633600;278;892800;25;57000;45;444000;383;985800;14;4800;43;53400;6725;933600;5;4200;0;0;0;0;0;0;4;2400;0;0;4;3000;0;0;37;188400;0;0;151;1352400;57;120600;0;0;0;0;0;0;0;0;209;1500000;21;43800
13.08.2021 10:00;80;1032000;338;1450200;16;165000;53;250200;353;875400;10;42000;72;91200;6714;966600;6;7200;2;1800;0;0;0;0;9;6600;1;600;4;2400;0;0;69;367200;0;0;119;1976400;31;153000;0;0;0;0;0;0;0;0;165;1483200;9;42000
13.08.2021 11:00;115;1143600;330;1398000;16;159000;56;408000;363;941400;15;21000;98;138600;6417;932400;5;3000;0;0;6;7800;0;0;6;4200;0;0;8;4800;0;0;71;718800;0;0;114;2010600;38;64200;0;0;0;0;0;0;0;0;177;1497600;13;25800
13.08.2021 12:00;149;1383600;367;1216800;24;126600;62;804000;376;855000;14;25200;132;183600;5116;736800;9;9000;0;0;4;2400;0;0;11;6600;0;0;8;4800;0;0;93;1165200;0;0;106;1857000;30;105000;0;0;0;0;0;0;0;0;191;1620000;13;21600
13.08.2021 13:00;99;1372800;395;857400;28;66600;64;739800;369;726000;12;13800;81;150000;3760;558600;6;7200;1;600;15;13800;0;0;13;10200;0;0;17;11400;1;600;71;685800;0;0;102;1559400;47;99600;0;0;0;0;0;0;0;0;221;1296600;6;10800
13.08.2021 14:00;95;1216200;412;745200;28;90600;50;648600;397;754800;22;41400;77;162600;3078;451200;4;3000;0;0;13;18000;0;0;12;7800;0;0;25;17400;0;0;73;889200;0;0;107;1446600;41;84600;0;0;0;0;0;0;0;0;234;1412400;13;22200
13.08.2021 15:00;114;1524600;412;725400;33;151200;45;541200;395;556800;8;2400;95;138600;2736;461400;6;4800;0;0;30;46200;0;0;7;4800;0;0;18;13200;0;0;82;1044000;0;0;108;1452600;38;77400;0;0;0;0;0;0;0;0;250;1170000;6;7800
13.08.2021 16:00;117;1403400;358;761400;28;18000;60;900000;356;601800;10;15600;100;146400;2842;441600;6;4200;0;0;7;13800;0;0;13;7800;0;0;14;9600;2;1200;81;1037400;0;0;95;1356000;27;64800;0;0;0;0;0;0;0;0;229;1078200;8;12000
13.08.2021 17:00;116;1314000;361;697200;37;40800;43;744600;346;496800;16;1200;97;200400;3329;488400;7;5400;0;0;15;21000;0;0;21;15600;0;0;21;15600;1;600;82;981000;0;0;112;1358400;18;54600;0;0;0;0;0;0;0;0;247;1021200;3;4200
13.08.2021 18:00;88;1131600;339;716400;15;83400;38;645600;312;544200;10;3600;81;201000;3034;416400;11;7800;0;0;17;60600;0;0;25;18000;0;0;13;9600;0;0;63;580200;0;0;95;1308000;19;55200;0;0;0;0;0;0;0;0;230;1004400;9;18000
13.08.2021 19:00;69;1010400;299;633600;31;38400;49;610800;274;405600;9;1200;54;129600;3582;504000;8;6000;0;0;7;10200;1;1800;16;10200;1;600;14;10200;1;600;57;431400;0;0;100;1133400;35;61800;0;0;0;0;0;0;0;0;201;783000;5;6600
13.08.2021 20:00;64;726000;245;1000200;20;125400;27;462000;258;786000;4;6000;61;86400;3682;496800;4;3600;0;0;5;5400;0;0;9;5400;0;0;6;4800;1;600;52;409200;0;0;123;1436400;16;80400;0;0;0;0;0;0;0;0;135;1114800;3;7200
13.08.2021 21:00;43;476400;219;606600;15;16200;16;62400;175;597600;10;27600;45;78600;3727;470400;2;1200;2;3000;1;600;0;0;6;5400;1;600;2;1200;0;0;39;184800;0;0;138;936000;9;43200;0;0;0;0;0;0;0;0;135;769800;2;1800
13.08.2021 22:00;44;290400;188;879600;14;42600;14;51600;138;583800;2;600;43;37800;5064;631800;0;0;0;0;3;1800;0;0;0;0;0;0;2;1200;1;600;46;241800;0;0;118;1081200;9;60600;0;0;0;0;0;0;0;0;117;612600;3;1800
13.08.2021 23:00;36;190800;145;720600;8;40200;8;12000;87;625800;5;1200;31;34800;5656;715200;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;41;146400;0;0;106;856200;6;18600;0;0;0;0;0;0;0;0;75;461400;0;0
14.08.2021 00:00;18;78000;103;592200;6;29400;4;3000;71;546000;1;0;13;10800;6509;841800;0;0;0;0;4;3600;1;600;1;600;0;0;5;3600;0;0;14;50400;0;0;84;537000;9;57600;0;0;0;0;0;0;0;0;62;419400;0;0
14.08.2021 01:00;11;36000;64;426600;4;1800;4;3000;45;327000;2;0;9;6600;7249;978600;0;0;0;0;1;600;0;0;0;0;0;0;1;600;0;0;10;37800;0;0;61;337800;4;20400;0;0;0;0;0;0;0;0;45;237600;0;0
14.08.2021 02:00;5;12000;49;357600;1;600;4;37200;33;206400;0;0;4;3600;7260;972000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;14400;0;0;47;284400;3;10200;0;0;0;0;0;0;0;0;35;156000;0;0
14.08.2021 03:00;3;2400;47;334200;2;0;2;12000;36;258600;1;0;3;2400;7126;957000;0;0;0;0;0;0;0;0;0;0;1;600;0;0;0;0;3;7800;0;0;47;271800;6;36600;0;0;0;0;0;0;0;0;35;227400;0;0
14.08.2021 04:00;4;46800;37;247800;2;0;6;18000;36;243000;0;0;4;4200;7765;1090800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;18600;0;0;35;171000;0;0;0;0;0;0;0;0;0;0;43;222600;0;0
14.08.2021 05:00;2;12600;30;313200;5;13200;2;35400;61;387600;0;0;2;1800;7638;1045200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4200;0;0;33;150600;2;31200;0;0;0;0;0;0;0;0;59;298800;0;0
14.08.2021 06:00;11;66600;43;328200;1;0;5;104400;60;313200;1;0;11;9600;7793;1053600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;47400;0;0;39;288600;3;11400;0;0;0;0;0;0;0;0;57;274200;1;0
14.08.2021 07:00;13;87000;68;339600;2;27600;11;51600;83;516000;1;7800;13;15000;7715;1113600;0;0;0;0;1;600;0;0;0;0;0;0;1;600;0;0;12;42000;0;0;54;342600;2;4800;0;0;0;0;0;0;0;0;63;411600;1;1200
14.08.2021 08:00;39;377400;114;420600;7;10800;26;180000;146;817200;4;47400;36;39600;7507;1087200;3;1800;0;0;2;1800;0;0;4;2400;0;0;3;3000;0;0;34;186000;0;0;83;539400;8;10800;0;0;0;0;0;0;0;0;84;968400;4;9600
14.08.2021 09:00;67;771000;166;978000;11;46800;68;425400;244;1095000;9;26400;65;89400;7615;1122600;2;1200;1;600;4;3000;1;600;8;5400;2;1200;5;3000;1;600;67;271800;0;0;93;1146000;18;31200;0;0;0;0;0;0;0;0;114;1584600;48;794400
14.08.2021 10:00;84;658800;246;1150200;18;154200;80;696600;314;1140600;5;9000;70;84600;7356;1149600;3;1800;0;0;6;4200;1;600;8;6000;0;0;10;9000;2;1200;62;340800;0;0;102;1513800;15;177600;0;0;0;0;0;0;0;0;105;1705800;21;129600
14.08.2021 11:00;103;983400;293;1300200;20;141000;62;336600;371;1241400;7;33000;93;130800;6602;955200;2;1200;8;10200;3;1800;0;0;6;3600;2;1800;6;5400;1;600;82;565800;0;0;105;2045400;38;121200;0;0;0;0;0;0;0;0;101;2008200;12;676800
14.08.2021 12:00;116;993600;313;1399800;15;99000;60;523800;332;1410000;11;118800;106;144000;5469;773400;3;2400;2;1200;5;4800;3;2400;7;4800;1;600;5;3600;3;1800;80;689400;0;0;143;1896000;27;938400;0;0;0;0;0;0;0;0;45;3016200;26;1798800
14.08.2021 13:00;182;908400;270;1239600;20;120000;46;676800;329;1189800;6;31800;90;154800;4211;575400;1;600;3;3000;6;3600;1;1200;11;7200;0;0;13;8400;2;1800;81;596400;0;0;106;1560600;19;51600;0;0;0;0;0;0;0;0;89;2134200;3;12000
14.08.2021 14:00;99;738000;322;1403400;18;223800;58;523200;306;1185000;5;19800;87;157800;3060;448200;1;600;0;0;2;1200;0;0;3;1800;1;600;9;6000;0;0;68;510600;0;0;116;1912200;17;45600;0;0;0;0;0;0;0;0;103;1723200;4;12600
14.08.2021 15:00;113;1073400;271;1260600;18;138600;93;398400;257;1166400;5;21600;99;166800;2556;383400;0;0;1;3000;8;7200;1;600;10;7800;1;600;11;9600;1;600;86;606000;0;0;149;1714800;22;88800;0;0;0;0;0;0;0;0;100;1534800;3;12600
14.08.2021 16:00;88;841800;337;1219800;19;123000;54;503400;266;1118400;2;600;77;112800;1606;259800;5;3000;1;600;10;15000;0;0;9;7200;0;0;16;12600;0;0;70;478200;0;0;108;1770000;15;72000;0;0;0;0;0;0;0;0;107;1594200;3;3000
14.08.2021 17:00;68;616200;297;1269600;20;163800;41;358200;282;1132200;12;79200;65;91200;1520;219600;9;6600;1;600;3;2400;0;0;13;9000;0;0;8;4800;5;4200;58;373800;0;0;111;1755600;16;47400;0;0;0;0;0;0;0;0;107;1587000;9;33600
14.08.2021 18:00;77;718800;305;1369800;16;82200;45;353400;286;1084200;11;103200;69;112200;1793;276600;6;6600;0;0;5;3000;1;600;11;7800;2;1200;13;9600;2;1200;64;650400;0;0;115;1834200;18;35400;0;0;0;0;0;0;0;0;105;1651800;10;17400
14.08.2021 19:00;90;801000;260;1366200;9;54600;38;326400;270;1075800;5;16200;75;91200;2387;316200;4;3000;0;0;2;1200;0;0;9;6000;0;0;6;4800;1;600;79;762000;0;0;115;1797600;19;41400;0;0;0;0;0;0;0;0;93;1580400;2;5400
14.08.2021 20:00;65;573600;202;708600;16;144000;33;423600;197;991200;9;16800;59;70800;4012;536400;5;3000;0;0;3;1800;1;600;5;3600;0;0;4;2400;0;0;41;420000;0;0;127;996000;13;31200;0;0;0;0;0;0;0;0;87;1320000;5;6600
14.08.2021 21:00;46;561000;207;600600;16;117000;23;163200;166;887400;3;23400;37;43200;4172;548400;4;3000;0;0;3;1800;0;0;2;1200;0;0;5;3000;0;0;45;172200;0;0;127;891000;11;54000;0;0;0;0;0;0;0;0;110;1077600;4;8400
14.08.2021 22:00;34;247200;190;890400;11;59400;19;70200;141;619800;5;3000;35;30600;4492;555600;2;2400;0;0;0;0;0;0;2;1200;0;0;1;600;0;0;29;102600;0;0;121;1071600;10;51600;0;0;0;0;0;0;0;0;113;635400;2;2400
14.08.2021 23:00;26;93000;159;810000;14;111000;7;52200;112;545400;2;600;20;18600;5273;676800;0;0;0;0;0;0;2;1200;3;1800;0;0;5;4200;2;1200;21;73200;0;0;126;828600;9;27000;0;0;0;0;0;0;0;0;82;521400;0;0
15.08.2021 00:00;21;146400;100;474000;10;25200;7;30600;65;518400;2;600;21;18600;5581;720000;0;0;0;0;1;600;0;0;0;0;0;0;1;600;0;0;26;82800;0;0;80;504000;10;22800;0;0;0;0;0;0;0;0;73;347400;1;1200
15.08.2021 01:00;16;114000;108;569400;7;3000;6;5400;58;459000;1;7800;15;13800;6879;906600;0;0;0;0;1;1200;0;0;1;600;0;0;1;600;0;0;14;54000;0;0;92;523200;5;10200;0;0;0;0;0;0;0;0;59;274800;1;1200
15.08.2021 02:00;7;21000;57;306000;8;23400;8;9600;52;159000;2;600;5;1800;7127;954000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;13800;0;0;54;268200;9;18000;0;0;0;0;0;0;0;0;42;207000;0;0
15.08.2021 03:00;10;106200;36;213000;7;600;2;12000;30;210600;1;0;7;9000;6327;834600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;36600;0;0;40;168000;2;7800;0;0;0;0;0;0;0;0;36;174000;0;0
15.08.2021 04:00;7;48000;25;146400;3;10800;5;34800;22;210000;3;600;7;5400;7305;953400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;21000;0;0;28;108600;2;6600;0;0;0;0;0;0;0;0;26;149400;1;1200
15.08.2021 05:00;3;11400;28;162000;5;12000;2;600;43;243600;1;0;3;2400;7156;976200;1;600;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;3;9600;0;0;26;130200;3;9000;0;0;0;0;0;0;0;0;47;198000;0;0
15.08.2021 06:00;5;4200;32;329400;7;1200;9;34800;43;282000;1;21000;6;5400;7756;1074600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;11400;0;0;34;165000;0;0;0;0;0;0;0;0;0;0;39;226800;1;3600
15.08.2021 07:00;7;18600;35;169200;5;36600;5;10800;36;226200;3;5400;6;3600;8338;1257600;0;0;0;0;1;600;0;0;0;0;0;0;1;600;0;0;5;11400;0;0;35;130800;3;7800;0;0;0;0;0;0;0;0;35;174600;3;4800
15.08.2021 08:00;18;276000;69;283200;4;30000;7;44400;75;379200;1;6000;15;13200;7353;980400;1;600;0;0;1;600;0;0;2;1200;0;0;0;0;0;0;17;65400;0;0;55;295200;3;7200;0;0;0;0;0;0;0;0;66;360600;5;3600
15.08.2021 09:00;19;207000;145;496200;9;3000;23;271800;149;601800;2;1200;14;15600;7741;1131000;0;0;0;0;0;0;1;600;1;600;0;0;0;0;0;0;14;39000;0;0;107;590400;5;9000;0;0;0;0;0;0;0;0;136;658800;6;15600
15.08.2021 10:00;33;408000;189;478800;19;55800;26;224400;222;723000;5;3000;24;22200;7050;1009200;3;1800;2;4200;1;1200;0;0;4;2400;0;0;4;2400;0;0;23;124800;0;0;120;760200;13;23400;0;0;0;0;0;0;0;0;121;1123200;5;14400
15.08.2021 11:00;56;660600;258;725400;10;41400;23;409200;248;839400;13;10800;51;61800;6628;905400;2;1200;0;0;2;1200;0;0;4;2400;0;0;3;1800;0;0;46;301200;0;0;147;1054200;12;21600;0;0;0;0;0;0;0;0;139;1134600;8;28200
15.08.2021 12:00;52;600600;324;701400;16;70200;33;366600;290;886800;3;15000;47;44400;5180;696000;2;1200;0;0;1;600;0;0;5;3600;0;0;4;2400;1;600;46;199800;0;0;163;1155600;16;32400;0;0;0;0;0;0;0;0;140;1418400;6;10200
15.08.2021 13:00;58;464400;239;647400;21;60600;31;346200;291;855600;9;23400;42;40800;3336;438600;3;3600;0;0;1;600;0;0;7;4200;1;600;8;7200;0;0;44;238200;0;0;126;975000;15;27600;0;0;0;0;0;0;0;0;153;1282200;5;10200
15.08.2021 14:00;45;564600;263;859800;13;48000;46;486600;270;814800;7;12000;43;48000;2138;314400;4;3000;0;0;2;1200;0;0;5;3000;1;1800;4;2400;1;600;43;198600;0;0;150;1225800;13;48000;0;0;0;0;0;0;0;0;167;1204200;4;11400
15.08.2021 15:00;53;507600;294;828600;23;30000;33;430800;377;1029600;10;8400;48;51600;1846;252000;4;2400;1;600;5;5400;0;0;5;4200;0;0;5;3000;1;600;45;226200;0;0;146;1181400;17;36000;0;0;0;0;0;0;0;0;158;1547400;5;7800
15.08.2021 16:00;64;524400;277;850200;19;38400;37;389400;377;1207200;14;3600;56;76800;1168;159600;1;600;0;0;5;3000;1;600;4;2400;2;2400;7;4200;1;600;55;373800;0;0;146;1176600;12;42000;0;0;0;0;0;0;0;0;181;1723800;9;13800
15.08.2021 17:00;66;598800;301;842400;17;41400;47;309600;289;918000;4;8400;49;54600;1776;240600;9;6600;0;0;5;5400;0;0;7;5400;1;600;8;4800;1;600;41;278400;0;0;143;1311600;15;37200;0;0;0;0;0;0;0;0;149;1290600;3;5400
15.08.2021 18:00;65;551400;305;682200;14;77400;34;372000;287;897600;3;4800;52;57600;1514;264000;4;2400;0;0;3;2400;0;0;8;4200;0;0;5;3000;0;0;49;355200;0;0;162;1174200;13;50400;0;0;0;0;0;0;0;0;156;1332000;4;6600
15.08.2021 19:00;44;531600;269;849000;15;52800;48;385800;241;750000;12;3000;39;60000;2395;321000;2;3000;0;0;1;600;0;0;7;5400;1;600;2;1200;0;0;44;222600;0;0;181;1135800;18;31800;0;0;0;0;0;0;0;0;155;1072800;5;5400
15.08.2021 20:00;39;490200;253;823200;21;78600;24;322800;209;785400;2;1800;38;45600;3179;396600;3;1800;1;600;5;8400;0;0;3;1800;2;1200;8;5400;0;0;32;270600;0;0;154;1140600;15;44400;0;0;0;0;0;0;0;0;118;993000;2;3000
15.08.2021 21:00;41;495000;206;706800;19;120600;28;337200;190;569400;4;7800;42;55800;3285;425400;4;2400;0;0;1;600;0;0;3;1800;0;0;4;3600;0;0;43;206400;0;0;135;951000;20;51600;0;0;0;0;0;0;0;0;146;818400;4;5400
15.08.2021 22:00;38;197400;137;700800;10;72600;20;58800;107;450600;7;3600;38;31800;4271;561600;2;1200;1;600;3;3600;2;1200;0;0;0;0;2;1200;2;1200;32;139200;0;0;109;643800;9;13800;0;0;0;0;0;0;0;0;100;457800;5;7200
15.08.2021 23:00;19;81000;68;372600;6;2400;6;1800;60;418200;2;0;15;10200;4673;592200;1;600;0;0;1;600;0;0;0;0;0;0;1;600;0;0;16;51600;0;0;66;383400;6;10200;0;0;0;0;0;0;0;0;62;325800;0;0
16.08.2021 00:00;10;44400;42;349200;9;18000;2;1200;35;244200;3;600;7;6000;5658;723600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;28200;0;0;45;224400;5;37200;0;0;0;0;0;0;0;0;41;156600;1;600
16.08.2021 01:00;5;34800;23;149400;2;0;2;600;21;157200;2;0;5;3600;6718;877800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;16800;0;0;29;106800;6;4800;0;0;0;0;0;0;0;0;27;76800;0;0
16.08.2021 02:00;0;0;12;57000;2;1800;1;0;18;85800;2;0;0;0;6705;850200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;42000;1;3600;0;0;0;0;0;0;0;0;19;65400;0;0
16.08.2021 03:00;5;16200;12;95400;2;1200;0;0;17;84600;1;600;3;4200;6535;844800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1200;0;0;11;62400;0;0;0;0;0;0;0;0;0;0;25;113400;0;0
16.08.2021 04:00;0;0;22;99600;4;600;2;0;32;198000;0;0;0;0;6565;838200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;81600;0;0;0;0;0;0;0;0;0;0;30;130200;0;0
16.08.2021 05:00;13;33000;57;334200;2;1800;6;33600;156;732000;11;38400;16;12600;6859;912600;0;0;0;0;0;0;1;600;2;1200;0;0;0;0;1;600;7;35400;0;0;51;271800;1;0;0;0;0;0;0;0;0;0;87;924000;12;15600
16.08.2021 06:00;28;502800;123;546000;8;30600;20;188400;262;574200;24;115200;40;37200;7106;940200;0;0;0;0;3;1800;1;600;1;600;0;0;4;2400;1;600;25;175200;0;0;89;582000;25;59400;0;0;0;0;0;0;0;0;178;957000;20;56400
16.08.2021 07:00;39;691200;198;419400;14;60600;42;428400;416;535800;15;40800;45;54600;6981;987600;13;16200;0;0;0;0;0;0;7;5400;0;0;2;1200;0;0;36;331200;0;0;109;739800;17;56400;0;0;0;0;0;0;0;0;230;1050000;13;19200
16.08.2021 08:00;58;919200;268;646800;11;6000;55;254400;382;710400;11;22800;56;78600;7122;1006800;4;3000;0;0;0;0;0;0;2;1200;0;0;4;2400;1;600;49;525600;0;0;152;1024200;27;63600;0;0;0;0;0;0;0;0;221;1106400;9;14400
16.08.2021 09:00;85;1044000;258;865200;20;81600;148;453600;384;751200;12;17400;67;87000;6892;981000;2;1200;0;0;1;600;0;0;2;1200;0;0;3;1800;0;0;103;519600;0;0;134;1279200;27;106200;0;0;0;0;0;0;0;0;214;1336200;6;10800
16.08.2021 10:00;75;717000;310;1382400;24;145800;49;482400;358;1028400;10;65400;62;94200;6776;958800;6;4800;0;0;1;600;0;0;8;4800;0;0;5;3000;0;0;58;386400;0;0;105;1916400;36;149400;0;0;0;0;0;0;0;0;190;1514400;6;13800
16.08.2021 11:00;92;1077600;344;1383000;23;186000;48;377400;344;1057200;7;3600;85;132000;7361;1048200;1;600;0;0;2;1800;0;0;2;1200;0;0;4;3000;1;600;70;674400;0;0;118;2070600;37;113400;0;0;0;0;0;0;0;0;178;1563000;4;7200
16.08.2021 12:00;95;935400;362;1413600;26;252600;54;501000;342;950400;10;3600;90;114600;7180;1042200;1;1200;1;600;9;12000;0;0;8;5400;0;0;11;7800;2;1200;71;634800;0;0;112;2123400;42;82200;0;0;0;0;0;0;0;0;185;1479600;7;9600
16.08.2021 13:00;105;1060800;355;1461600;23;290400;41;338400;368;931200;14;27600;88;114000;6949;975600;3;1800;2;1200;3;2400;0;0;7;4200;4;2400;5;3000;2;1200;80;660000;0;0;118;2032200;36;151200;0;0;0;0;0;0;0;0;198;1538400;8;12600
16.08.2021 14:00;98;888000;344;1448400;17;87000;62;442800;342;966600;16;97800;92;137400;6053;852000;2;1800;0;0;3;7200;2;3600;5;3000;1;600;7;5400;5;4800;70;562200;0;0;118;1984200;28;125400;0;0;0;0;0;0;0;0;178;1501800;13;43200
16.08.2021 15:00;151;1708200;426;1267200;25;119400;48;622200;394;850200;16;27000;144;194400;5930;903600;3;1800;2;2400;2;1200;1;600;4;2400;3;2400;4;2400;0;0;94;1176000;0;0;115;1953600;30;73800;0;0;0;0;0;0;0;0;216;1483200;12;36000
16.08.2021 16:00;110;1704600;444;847200;32;148200;73;905400;391;859200;19;19800;111;213600;4812;754200;14;34200;0;0;9;15000;2;3000;19;13800;0;0;11;9000;1;600;83;1054200;0;0;94;1650000;41;124800;0;0;0;0;0;0;0;0;229;1374000;10;22200
16.08.2021 17:00;135;1594200;414;808200;40;66600;45;702600;388;744000;11;28200;119;247200;5045;729000;2;1200;0;0;7;6000;1;600;11;6600;0;0;18;11400;1;600;74;1368600;0;0;98;1509000;39;97800;0;0;0;0;0;0;0;0;258;1210800;7;10200
16.08.2021 18:00;92;1390800;410;810000;24;43800;52;768600;330;552600;13;6000;88;212400;6010;825600;10;9600;0;0;9;8400;0;0;8;4800;0;0;9;6600;0;0;73;931800;0;0;89;1584000;19;45600;0;0;0;0;0;0;0;0;178;1278600;9;39600
16.08.2021 19:00;97;1415400;262;547200;20;51000;28;342600;241;345600;9;5400;87;112200;6708;948600;2;1200;1;600;8;6000;0;0;7;4200;0;0;3;1800;0;0;77;900000;0;0;87;1037400;23;80400;0;0;0;0;0;0;0;0;159;730800;6;11400
16.08.2021 20:00;67;699600;178;741600;13;99000;27;151200;171;609600;5;18000;68;126000;7418;1054200;0;0;0;0;2;1200;1;600;2;1200;0;0;4;2400;0;0;55;340200;0;0;93;1126200;21;48000;0;0;0;0;0;0;0;0;116;869400;3;12000
16.08.2021 21:00;32;304200;151;508800;7;34800;8;112200;129;542400;2;15000;29;31200;7286;1007400;0;0;0;0;1;600;1;600;1;600;0;0;1;600;0;0;30;274200;0;0;97;1030200;9;28200;0;0;0;0;0;0;0;0;89;826800;3;4200
16.08.2021 22:00;31;176400;100;415800;16;51000;11;88800;85;376800;3;0;27;36000;7588;1041000;0;0;0;0;1;1200;0;0;1;600;0;0;0;0;0;0;22;151800;0;0;75;795000;17;78600;0;0;0;0;0;0;0;0;72;488400;1;2400
