01.06.2020 00:00;Bel_D21;Vwz_D21;Bel_D41;Vwz_D41;Bel_T3_4;Vwz_T3_4;Bel_T7_8;Vwz_T7_8
27.12.2021 22:00;17;96600;96;496200;8;4200;6;24000;66;386400;4;13800;17;23400;4238;522600;2;1200;0;0;1;600;0;0;1;600;0;0;2;1200;0;0;13;55200;0;0;72;741600;7;18000;0;0;0;0;0;0;0;0;58;267600;1;4200
27.12.2021 23:00;17;53400;83;401400;3;3600;14;151800;49;357600;1;600;17;12000;3666;450000;0;0;0;0;1;600;0;0;1;600;0;0;1;600;0;0;10;48000;0;0;65;613200;7;34200;0;0;0;0;0;0;0;0;40;247200;2;1800
28.12.2021 00:00;10;57000;34;170400;11;31800;2;600;40;262800;4;600;9;6600;4052;496800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;26400;0;0;31;272400;10;57600;0;0;0;0;0;0;0;0;36;197400;1;1200
28.12.2021 01:00;7;28800;25;119400;1;1800;3;19200;28;202200;1;0;8;9000;4463;545400;1;600;0;0;0;0;0;0;0;0;1;600;0;0;0;0;5;20400;0;0;26;188400;3;7200;0;0;0;0;0;0;0;0;29;152400;1;7800
28.12.2021 02:00;7;30600;18;109800;2;0;5;37800;16;115200;2;600;5;6000;3924;456600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;124200;0;0;20;135600;2;7800;0;0;0;0;0;0;0;0;15;64800;1;1200
28.12.2021 03:00;3;1800;13;66000;4;15000;0;0;12;47400;1;0;2;600;3751;451200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3000;0;0;16;106200;2;14400;0;0;0;0;0;0;0;0;9;70800;1;600
28.12.2021 04:00;0;0;19;63600;4;1800;1;600;30;119400;3;1200;0;0;3799;453000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;137400;3;7200;0;0;0;0;0;0;0;0;24;159600;2;600
28.12.2021 05:00;4;13800;55;156000;11;30000;1;600;123;464400;4;3000;5;5400;4247;522000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;26400;0;0;35;337200;6;9000;0;0;0;0;0;0;0;0;67;672000;5;11400
28.12.2021 06:00;14;161400;72;276600;10;3600;6;116400;129;267600;10;6000;17;12000;5075;618000;3;15600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;108000;0;0;54;511800;10;48600;0;0;0;0;0;0;0;0;79;683400;10;27000
28.12.2021 07:00;19;320400;87;162000;5;1200;10;174600;177;269400;5;1800;18;19200;4416;561600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;177600;0;0;60;495600;6;29400;0;0;0;0;0;0;0;0;96;616800;3;6600
28.12.2021 08:00;29;432600;149;209400;10;39000;11;217200;229;326400;6;2400;27;30000;4861;618600;1;600;0;0;2;1200;0;0;0;0;0;0;0;0;0;0;25;217800;0;0;80;768000;15;72000;0;0;0;0;0;0;0;0;106;965400;4;10200
28.12.2021 09:00;46;760800;199;750000;19;142800;30;314400;273;615000;8;4200;39;45000;4537;583800;2;1200;0;0;0;0;0;0;2;1800;1;600;1;600;0;0;39;319800;0;0;112;1076400;42;55800;0;0;0;0;0;0;0;0;121;1140000;6;11400
28.12.2021 10:00;68;886200;278;1398600;20;202800;50;376800;301;899400;6;13200;62;83400;4617;609000;4;3000;0;0;3;1800;0;0;7;6600;0;0;3;1800;0;0;55;477600;0;0;105;1833600;25;215400;0;0;0;0;0;0;0;0;151;1375800;3;27000
28.12.2021 11:00;80;1003800;354;1311000;20;325800;49;349800;344;948000;8;34800;77;120600;3948;507600;8;5400;1;600;1;600;1;600;1;600;1;600;1;600;0;0;62;484200;0;0;134;2098800;38;108000;0;0;0;0;0;0;0;0;182;1423200;2;2400
28.12.2021 12:00;113;1379400;363;1437600;28;216000;49;472800;348;1032000;13;74400;91;136200;3886;542400;8;5400;1;600;3;1800;1;600;2;1200;2;1200;2;1200;0;0;73;764400;0;0;119;2164800;26;153600;0;0;0;0;0;0;0;0;248;1413600;1;600
28.12.2021 13:00;99;1182600;346;1435800;26;220200;50;469800;383;1069800;7;22800;90;117600;4216;565800;6;7200;0;0;5;3000;0;0;6;3600;0;0;6;3600;1;600;72;1018200;0;0;118;2098200;31;88200;0;0;0;0;0;0;0;0;255;1594200;0;0
28.12.2021 14:00;105;1256400;430;1531200;30;376200;57;553800;397;1034400;15;18600;101;155400;4445;664200;7;4800;0;0;17;15600;1;600;7;4800;1;600;8;4800;4;3000;80;819000;0;0;119;2443200;37;216000;0;0;0;0;0;0;0;0;157;1779600;10;41400
28.12.2021 15:00;141;1729800;358;1134600;25;156000;50;504000;399;786000;12;31200;120;225000;5272;739200;9;9000;0;0;5;4200;0;0;14;9600;0;0;11;7200;1;600;90;1153800;0;0;103;1767600;30;94800;0;0;0;0;0;0;0;0;202;1578600;7;22800
28.12.2021 16:00;110;1450800;400;749400;25;82200;38;684600;347;581400;12;32400;100;155400;4596;650400;11;9600;0;0;16;19200;0;0;13;9000;0;0;12;9000;0;0;80;874800;0;0;112;1585200;67;147000;0;0;0;0;0;0;0;0;198;1324800;7;15600
28.12.2021 17:00;106;1732200;373;663600;32;57600;43;643200;287;417600;14;34800;95;174000;4334;581400;12;11400;0;0;2;1200;1;600;13;9600;2;3600;10;7800;1;600;83;799800;0;0;103;1471800;31;117000;0;0;0;0;0;0;0;0;189;880200;12;18000
28.12.2021 18:00;97;1596000;326;633000;20;32400;49;571800;261;361800;10;4200;91;130200;4189;550800;5;4800;0;0;10;6600;0;0;22;26400;0;0;12;6600;1;600;76;970800;0;0;109;1294800;19;58200;0;0;0;0;0;0;0;0;191;806400;6;7200
28.12.2021 19:00;89;1351800;229;447600;15;6600;27;579000;189;217200;11;3600;79;125400;3818;475800;10;7800;0;0;1;600;1;600;13;7800;0;0;6;3600;0;0;61;790200;0;0;90;964200;11;53400;0;0;0;0;0;0;0;0;150;589800;2;3000
28.12.2021 20:00;52;540000;177;804600;16;95400;23;213600;171;460800;10;27000;48;50400;6019;799200;1;600;0;0;1;600;0;0;2;1200;0;0;2;1200;0;0;47;233400;0;0;91;1335000;12;45600;0;0;0;0;0;0;0;0;124;705600;8;9000
28.12.2021 21:00;42;339000;140;482400;12;61200;22;242400;102;299400;4;1800;37;39600;7452;1038600;1;1800;0;0;2;1200;0;0;0;0;0;0;2;1200;0;0;32;217800;0;0;113;994800;9;57000;0;0;0;0;0;0;0;0;81;508200;1;3600
28.12.2021 22:00;26;144600;129;575400;10;42000;20;91200;114;510600;0;0;24;24000;6593;883800;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;94800;0;0;90;983400;11;34200;0;0;0;0;0;0;0;0;78;520200;1;0
28.12.2021 23:00;15;58200;73;322800;8;2400;10;27600;71;429000;1;0;13;16200;6001;775800;1;600;0;0;0;0;0;0;0;0;0;0;2;1800;0;0;14;89400;0;0;58;627000;4;17400;0;0;0;0;0;0;0;0;55;426000;10;36000
29.12.2021 00:00;10;48600;50;246000;4;1200;6;21600;48;306000;4;1200;9;7800;5177;672000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;31200;0;0;43;425400;11;61800;0;0;0;0;0;0;0;0;46;298200;30;52800
29.12.2021 01:00;7;39600;40;214800;4;41400;1;0;35;213600;6;1800;8;6600;4998;614400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;52200;0;0;44;370800;6;20400;0;0;0;0;0;0;0;0;35;191400;0;0
29.12.2021 02:00;4;30600;26;78600;2;18600;0;0;22;123000;2;600;6;4800;5411;666000;0;0;0;0;1;600;0;0;0;0;0;0;0;0;0;0;3;12600;0;0;26;187800;2;6000;0;0;0;0;0;0;0;0;25;123000;3;169200
29.12.2021 03:00;3;2400;7;43800;0;0;1;600;9;48000;1;0;1;2400;4941;625200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9600;0;0;7;49800;0;0;0;0;0;0;0;0;0;0;10;50400;1;600
29.12.2021 04:00;5;64200;16;86400;3;1200;4;32400;28;187200;0;0;6;3600;4954;624600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;19800;0;0;18;148200;2;1200;0;0;0;0;0;0;0;0;30;222000;2;2400
29.12.2021 05:00;8;45000;38;123600;1;600;1;600;104;429600;4;13800;9;7800;5045;637200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;26400;0;0;32;303600;1;0;0;0;0;0;0;0;0;0;53;642600;6;15000
29.12.2021 06:00;21;359400;77;336600;7;29400;5;74400;141;358200;12;62400;20;25800;5406;693600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;128400;0;0;52;655200;8;70800;0;0;0;0;0;0;0;0;93;496200;10;19800
29.12.2021 07:00;19;253200;84;123600;7;9600;15;237600;182;234000;3;1800;16;21000;5278;686400;1;600;1;600;0;0;0;0;4;3000;3;3000;1;600;0;0;18;80400;0;0;51;445800;12;39600;0;0;0;0;0;0;0;0;109;759000;37;39000
29.12.2021 08:00;22;429600;159;320400;10;20400;19;231600;213;303000;10;4800;19;18000;5501;715200;3;2400;0;0;0;0;0;0;3;3000;0;0;0;0;0;0;20;142200;0;0;92;762000;19;48600;0;0;0;0;0;0;0;0;136;915600;26;59400
29.12.2021 09:00;46;679800;226;903600;15;123600;50;547800;269;516000;10;52800;42;51000;5182;682200;2;1200;1;600;3;1800;0;0;2;1200;0;0;4;2400;0;0;37;294000;0;0;129;1345800;29;135600;0;0;0;0;0;0;0;0;165;948000;11;32400
29.12.2021 10:00;83;1116000;297;1357800;10;138600;42;365400;326;789600;9;30600;71;133800;4908;692400;13;13800;1;600;4;4800;0;0;2;1200;0;0;7;4800;0;0;63;738600;0;0;102;1902600;27;135600;0;0;0;0;0;0;0;0;175;1350000;6;16800
29.12.2021 11:00;114;654600;300;1422600;15;181800;60;522000;305;900600;9;5400;68;95400;4820;648000;3;1200;0;0;10;7800;1;600;4;2400;0;0;5;3600;1;600;66;404400;0;0;124;1884000;28;109800;0;0;0;0;0;0;0;0;155;1324200;3;6000
29.12.2021 12:00;100;982200;353;1425600;23;258600;50;361200;383;1050000;12;45000;88;114000;3774;520200;3;1800;0;0;4;3000;0;0;4;3000;1;600;5;3600;0;0;80;619800;0;0;115;2017800;36;135000;0;0;0;0;0;0;0;0;163;1611000;11;21000
29.12.2021 13:00;111;1125000;357;1412400;25;190800;65;493800;381;1119600;13;57000;104;165000;2917;430200;4;4800;0;0;5;7200;1;600;4;2400;1;600;6;3600;0;0;59;1538400;0;0;116;2055600;26;95400;0;0;0;0;0;0;0;0;174;1715400;14;45600
29.12.2021 14:00;125;1029000;442;1494000;18;242400;65;742200;387;1089000;14;89400;113;203400;3957;577200;7;4800;0;0;9;15600;1;600;8;4800;0;0;10;10200;0;0;91;613200;0;0;130;2270400;28;58200;0;0;0;0;0;0;0;0;189;1629600;14;30000
29.12.2021 15:00;135;1566600;412;1138800;22;149400;102;768000;384;785400;13;16800;122;205200;3638;581400;15;10200;0;0;13;10200;0;0;11;6600;2;1800;13;8400;2;1800;103;1107600;0;0;110;1849800;35;94200;0;0;0;0;0;0;0;0;206;1357800;7;13200
29.12.2021 16:00;109;1440000;404;810000;20;40200;56;946200;338;631800;16;14400;106;232200;4606;687000;9;5400;0;0;9;5400;0;0;9;5400;0;0;10;6600;3;2400;81;950400;0;0;115;1539600;21;72000;0;0;0;0;0;0;0;0;225;1234800;26;35400
29.12.2021 17:00;173;1818600;394;927600;40;145200;59;865800;349;969600;25;105000;170;275400;4589;716400;6;4800;1;600;7;4800;0;0;16;10800;0;0;9;5400;0;0;82;1992000;0;0;77;1920000;37;178200;0;0;0;0;0;0;0;0;162;1749000;18;54600
29.12.2021 18:00;84;1560000;335;701400;29;100200;37;539400;244;370800;12;45000;78;164400;4413;631200;4;3600;0;0;4;3600;0;0;6;3600;0;0;9;6000;0;0;71;1473600;0;0;88;1725600;23;97200;0;0;0;0;0;0;0;0;124;1167600;15;535800
29.12.2021 19:00;67;1011600;265;373800;23;28200;35;423600;207;202800;6;600;61;74400;4351;569400;5;3600;0;0;5;3600;0;0;8;5400;0;0;4;2400;0;0;64;595800;0;0;93;1369800;23;78600;0;0;0;0;0;0;0;0;125;1176600;45;315600
29.12.2021 20:00;46;484800;203;842400;17;66000;33;422400;153;390600;5;27000;39;42600;5006;664800;3;1800;0;0;2;1200;0;0;1;600;0;0;1;600;0;0;41;277800;0;0;93;1454400;20;80400;0;0;0;0;0;0;0;0;127;749400;60;199800
29.12.2021 21:00;34;336600;155;502800;10;19800;12;229800;114;282000;1;600;30;29400;4448;568800;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;28;175200;0;0;98;1014000;7;34200;0;0;0;0;0;0;0;0;88;607200;53;63600
29.12.2021 22:00;29;171000;121;540600;10;52800;17;47400;94;416400;4;6000;27;28800;5004;632400;0;0;1;600;0;0;0;0;2;1200;0;0;0;0;1;600;22;105600;0;0;94;912000;11;52200;0;0;0;0;0;0;0;0;69;570600;66;128400
29.12.2021 23:00;23;139800;82;519000;7;33000;8;27600;63;382200;4;15000;27;24000;5069;641400;0;0;0;0;0;0;0;0;0;0;1;600;1;600;0;0;16;101400;0;0;74;681000;5;18600;0;0;0;0;0;0;0;0;61;395400;15;22800
30.12.2021 00:00;13;100200;45;223800;5;12600;2;1200;45;256200;1;600;13;12600;4616;550200;2;1800;1;600;0;0;0;0;2;1800;1;600;0;0;0;0;14;64200;0;0;40;435600;5;62400;0;0;0;0;0;0;0;0;43;290400;0;0
30.12.2021 01:00;3;3000;41;265200;2;600;5;22200;35;253800;0;0;3;3600;4816;603000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;17400;0;0;37;369000;4;39600;0;0;0;0;0;0;0;0;39;174000;4;4200
30.12.2021 02:00;6;3600;35;118800;4;18000;3;8400;21;204600;0;0;4;3000;4374;537000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;16800;0;0;32;217200;1;4800;0;0;0;0;0;0;0;0;22;102600;1;1200
30.12.2021 03:00;3;3000;17;157800;0;0;2;1200;15;161400;0;0;2;3600;4853;591000;0;0;0;0;0;0;0;0;0;0;0;0;3;2400;0;0;4;135600;0;0;18;124200;0;0;0;0;0;0;0;0;0;0;18;96600;0;0
30.12.2021 04:00;1;600;18;69600;1;0;4;3600;37;250200;0;0;1;600;4448;541200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;157200;0;0;0;0;0;0;0;0;0;0;35;217200;1;1200
30.12.2021 05:00;11;88800;43;211800;2;9600;4;35400;110;466200;4;38400;13;11400;5348;661800;0;0;0;0;0;0;0;0;0;0;1;1800;0;0;0;0;9;51600;0;0;38;350400;4;14400;0;0;0;0;0;0;0;0;75;643800;8;20400
30.12.2021 06:00;14;139200;75;334800;8;1200;8;73800;132;380400;12;21600;16;12600;5149;658800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;81000;0;0;48;562800;5;37200;0;0;0;0;0;0;0;0;92;527400;9;35400
30.12.2021 07:00;24;501600;74;134400;3;3000;16;246600;173;310200;8;7200;26;28200;4588;587400;0;0;0;0;1;600;0;0;1;600;0;0;2;1200;0;0;19;244200;0;0;56;453600;9;42000;0;0;0;0;0;0;0;0;115;558600;5;12600
30.12.2021 08:00;24;565800;124;231600;6;3000;17;180600;201;348600;6;1200;21;24600;4479;561000;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;20;96000;0;0;94;497400;13;43200;0;0;0;0;0;0;0;0;126;726000;2;600
30.12.2021 09:00;58;693000;211;859200;24;161400;45;424200;290;660600;16;36600;54;76200;4520;656400;2;1200;0;0;0;0;1;600;1;600;0;0;1;600;1;600;46;331200;0;0;116;1126200;65;172200;0;0;0;0;0;0;0;0;164;1228800;16;28200
30.12.2021 10:00;77;793800;278;1326000;18;223200;55;399600;312;857400;6;47400;63;93600;4735;658200;9;6000;0;0;0;0;0;0;6;4200;0;0;4;2400;0;0;62;325200;0;0;106;1787400;26;120000;0;0;0;0;0;0;0;0;170;1335600;5;12000
30.12.2021 11:00;114;1083000;358;1475400;17;190800;81;561000;367;1026000;12;31800;94;152400;3219;477600;6;7200;1;600;5;3000;0;0;4;2400;0;0;6;3600;0;0;79;729000;0;0;111;2080800;28;114000;0;0;0;0;0;0;0;0;183;1539000;11;23400
30.12.2021 12:00;149;1113600;417;1575600;25;299400;60;544800;357;1107000;13;96600;120;195000;3501;490800;3;3000;0;0;8;7800;0;0;6;4800;0;0;7;4200;0;0;84;1231800;0;0;120;2289000;29;101400;0;0;0;0;0;0;0;0;171;1620000;13;26400
30.12.2021 13:00;138;1144800;361;1386000;27;263400;55;710400;396;1011000;17;70800;129;199800;3394;492000;8;4800;0;0;7;5400;0;0;7;4200;0;0;7;4200;3;2400;100;803400;0;0;122;2095200;41;175200;0;0;0;0;0;0;0;0;170;1676400;18;24600
30.12.2021 14:00;121;1263000;413;1494600;15;170400;73;651000;411;1177200;8;15000;108;160200;3786;546000;3;1800;0;0;6;3600;0;0;11;9000;0;0;8;6000;0;0;95;780600;0;0;123;2204400;31;66000;0;0;0;0;0;0;0;0;190;1740000;5;30000
30.12.2021 15:00;142;1668000;438;1177800;28;145800;120;817200;385;813600;11;3600;135;256800;3480;522000;7;4800;0;0;4;3600;1;600;14;10800;1;600;9;6600;2;2400;92;1330200;0;0;132;1975200;32;92400;0;0;0;0;0;0;0;0;223;1407000;6;10200
30.12.2021 16:00;147;1956600;384;873000;22;158400;118;879600;348;670800;17;47400;137;255600;6428;972000;7;4800;0;0;9;9600;0;0;18;12000;0;0;13;7800;2;1200;79;1682400;0;0;105;1630800;22;87600;0;0;0;0;0;0;0;0;220;1211400;16;21600
30.12.2021 17:00;126;1609200;392;850800;25;19200;57;711600;373;560400;14;19200;121;210600;6833;977400;7;4800;1;600;18;33600;0;0;11;7800;1;600;14;10200;0;0;117;986400;0;0;138;1434600;22;51000;0;0;0;0;0;0;0;0;265;1183800;8;11400
30.12.2021 18:00;98;1786200;328;633000;37;61200;47;580200;262;363000;10;3000;99;145200;6519;939000;5;3000;0;0;22;45600;0;0;8;4800;0;0;20;13800;0;0;78;853800;0;0;135;1170600;27;80400;0;0;0;0;0;0;0;0;216;821400;3;3600
30.12.2021 19:00;89;1410000;280;674400;15;25800;40;586800;229;342000;12;5400;83;120000;4358;632400;13;10800;0;0;6;4200;0;0;13;9000;0;0;11;7800;0;0;78;598800;0;0;132;1128000;13;30000;0;0;0;0;0;0;0;0;192;700200;3;6000
30.12.2021 20:00;71;758400;190;886800;14;51000;30;312000;165;607200;7;49200;65;76800;3465;435600;1;600;1;600;1;1800;0;0;1;600;0;0;0;0;0;0;61;346200;0;0;139;1056600;13;52200;0;0;0;0;0;0;0;0;159;730800;5;9600
30.12.2021 21:00;35;426000;153;588000;10;30000;21;342600;119;489000;4;24600;32;60000;3814;480600;0;0;0;0;3;3000;0;0;1;600;1;600;4;2400;0;0;33;120600;0;0;144;656400;5;10800;0;0;0;0;0;0;0;0;109;513000;2;6600
30.12.2021 22:00;31;136800;160;680400;15;34800;17;37800;92;537600;7;0;26;23400;4378;547200;1;600;0;0;0;0;1;600;1;600;0;0;4;3600;0;0;27;111600;0;0;121;967800;16;37800;0;0;0;0;0;0;0;0;91;477000;0;0
30.12.2021 23:00;31;204600;103;473400;7;40800;10;19800;85;417000;2;26400;29;28200;4408;561600;1;1200;0;0;0;0;0;0;2;1200;0;0;0;0;0;0;24;106200;0;0;93;514800;7;34800;0;0;0;0;0;0;0;0;87;394200;2;4800
31.12.2021 00:00;10;57600;68;345600;9;28200;7;43200;54;403800;6;7200;9;8400;4277;526200;0;0;1;600;1;600;0;0;0;0;1;600;2;1200;0;0;9;27000;0;0;68;334800;8;22800;0;0;0;0;0;0;0;0;58;295800;3;4200
31.12.2021 01:00;14;53400;47;265200;4;1800;4;6600;46;248400;1;0;10;7800;4490;549000;1;600;0;0;0;0;0;0;1;600;0;0;0;0;0;0;14;61800;0;0;51;273000;3;36600;0;0;0;0;0;0;0;0;42;230400;0;0
31.12.2021 02:00;7;58800;31;240000;2;0;0;0;14;68400;1;0;6;6000;3856;463200;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;9;34200;0;0;33;170400;1;600;0;0;0;0;0;0;0;0;17;43200;0;0
31.12.2021 03:00;6;20400;19;78600;2;600;2;10800;10;70800;0;0;4;3600;3992;484200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1800;22;29400;0;0;21;74400;2;4200;0;0;0;0;0;0;0;0;14;34200;0;0
31.12.2021 04:00;1;14400;22;114600;1;1200;3;9600;25;179400;0;0;1;600;4342;535800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3600;0;0;19;102000;0;0;0;0;0;0;0;0;0;0;36;181200;0;0
31.12.2021 05:00;3;18000;23;213000;1;600;2;1200;63;435000;1;0;3;1800;4626;570600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;16200;0;0;23;104400;3;18000;0;0;0;0;0;0;0;0;57;394800;0;0
31.12.2021 06:00;4;199200;45;285600;4;25800;0;0;51;197400;2;1800;4;3000;3887;453000;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;4;9000;0;0;47;185400;2;6000;0;0;0;0;0;0;0;0;48;203400;2;600
31.12.2021 07:00;14;255000;44;66000;3;1200;9;128400;57;132600;0;0;12;10200;3497;416400;0;0;0;0;0;0;0;0;0;0;0;0;2;1800;0;0;14;49200;0;0;46;123600;3;3600;0;0;0;0;0;0;0;0;60;174600;0;0
31.12.2021 08:00;22;419400;75;188400;13;10200;23;357600;115;181200;4;3000;21;19200;4433;562800;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;91200;0;0;66;219600;10;20400;0;0;0;0;0;0;0;0;95;366600;3;7800
31.12.2021 09:00;43;620400;111;489600;14;81600;42;264600;198;518400;6;25800;38;45600;3590;453000;5;3000;0;0;1;1200;1;600;7;4200;0;0;2;1200;0;0;38;310800;0;0;73;597600;10;43200;0;0;0;0;0;0;0;0;136;822600;12;22800
31.12.2021 10:00;78;583800;227;1303200;16;133200;72;331200;264;736800;10;6600;66;95400;3338;465600;2;3000;0;0;4;3600;0;0;9;6000;0;0;8;5400;0;0;65;401400;0;0;96;1635600;16;92400;0;0;0;0;0;0;0;0;142;1117200;28;47400
31.12.2021 11:00;128;1239600;343;1493400;14;124800;60;511200;264;884400;10;45600;113;198600;3181;430800;6;3600;1;600;4;2400;1;600;8;6000;1;600;7;4200;1;600;86;682800;0;0;131;2076000;14;70800;0;0;0;0;0;0;0;0;153;1373400;14;25200
31.12.2021 12:00;121;1238400;323;1064400;22;157200;61;389400;297;673200;20;41400;113;202800;2842;410400;8;10200;0;0;10;6000;0;0;13;9000;0;0;13;7800;0;0;81;913200;0;0;104;1643400;18;109200;0;0;0;0;0;0;0;0;168;1301400;19;27000
31.12.2021 13:00;128;1650000;334;709800;22;25200;54;813000;316;598200;11;1200;110;160800;3163;458400;16;14400;0;0;21;32400;0;0;19;15600;0;0;20;14400;0;0;85;1020600;0;0;102;1249200;17;34200;0;0;0;0;0;0;0;0;214;988800;5;6600
31.12.2021 14:00;92;1080600;334;649200;26;60600;38;702000;254;390000;9;7200;82;120600;3864;517200;3;1800;4;5400;28;51600;0;0;11;9000;4;3600;18;13800;1;600;59;738600;0;0;96;1198800;22;64800;0;0;0;0;0;0;0;0;192;758400;8;11400
31.12.2021 15:00;52;886200;302;594000;14;21600;40;576600;294;506400;7;1800;45;55200;4018;513000;6;4200;1;600;5;3600;0;0;12;8400;2;1200;7;4200;1;600;41;385200;0;0;102;1098000;12;30600;0;0;0;0;0;0;0;0;207;884400;5;4800
31.12.2021 16:00;63;843000;274;529200;20;35400;37;418200;248;307800;13;37200;57;93600;3771;508200;6;4200;1;600;8;9000;0;0;12;7800;0;0;8;5400;2;1200;49;453000;0;0;91;1018200;17;50400;0;0;0;0;0;0;0;0;172;736800;6;27000
31.12.2021 17:00;59;1194000;246;382200;19;49800;39;872400;238;280800;10;5400;60;103800;4185;552000;0;0;0;0;0;0;0;0;4;3000;0;0;2;1200;1;600;48;436800;0;0;84;845400;16;36000;0;0;0;0;0;0;0;0;220;665400;8;8400
31.12.2021 18:00;44;802200;232;409800;22;53400;28;486000;238;269400;11;3600;43;54600;4476;574800;4;2400;0;0;1;600;0;0;5;3000;0;0;3;1800;0;0;43;225000;0;0;117;811800;20;42000;0;0;0;0;0;0;0;0;209;631800;5;4200
31.12.2021 19:00;34;573600;210;441000;16;64800;18;466200;214;242400;7;4200;33;42000;4550;579600;4;2400;0;0;1;600;1;600;11;7800;1;1800;2;1200;3;3000;35;232200;0;0;104;798600;14;29400;0;0;0;0;0;0;0;0;181;565200;3;4200
31.12.2021 20:00;27;346200;146;754800;12;34200;16;185400;144;580200;13;43800;23;24600;3848;470400;4;3000;0;0;1;600;0;0;1;600;0;0;0;0;0;0;19;146400;0;0;106;966000;8;31200;0;0;0;0;0;0;0;0;130;694200;9;15000
31.12.2021 21:00;16;171600;93;251400;9;9000;7;79800;88;434400;5;21000;17;10800;4340;525600;0;0;0;0;1;1800;0;0;1;0;0;0;1;600;0;0;14;58200;0;0;84;411600;4;8400;0;0;0;0;0;0;0;0;95;351600;4;4800
31.12.2021 22:00;20;103200;91;518400;7;15000;9;18000;61;459600;4;1200;17;15000;4118;495600;0;0;0;0;0;0;0;0;2;1200;0;0;1;600;0;0;20;81000;0;0;75;435000;3;10200;0;0;0;0;0;0;0;0;66;339600;3;2400
31.12.2021 23:00;16;98400;49;272400;4;24600;6;25200;43;243600;0;0;12;19800;4664;570000;0;0;0;0;1;600;0;0;2;1200;0;0;0;0;1;600;15;55200;0;0;47;247200;3;5400;0;0;0;0;0;0;0;0;42;195000;0;0
01.01.2022 00:00;9;66000;67;377400;4;18600;11;37800;44;321600;0;0;8;5400;3653;448800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;28200;0;0;64;411600;3;9000;0;0;0;0;0;0;0;0;48;237600;0;0
01.01.2022 01:00;18;57600;136;746400;9;34800;12;11400;98;591600;1;0;15;11400;4431;534000;1;600;0;0;0;0;0;0;6;4200;0;0;1;600;2;1800;13;48000;0;0;104;775200;5;13800;0;0;0;0;0;0;0;0;89;495600;0;0
01.01.2022 02:00;14;123000;114;652200;9;37200;6;30600;93;546600;2;600;14;13800;4037;507000;0;0;0;0;0;0;1;600;1;600;1;600;2;1200;3;3000;13;45600;0;0;89;602400;7;25200;0;0;0;0;0;0;0;0;98;437400;2;600
01.01.2022 03:00;11;54000;76;366600;8;31800;10;60600;73;394800;3;2400;10;10200;4025;490800;0;0;0;0;1;600;0;0;2;1800;0;0;2;1200;1;600;9;34200;0;0;67;435600;4;17400;0;0;0;0;0;0;0;0;75;413400;2;3000
01.01.2022 04:00;8;31800;56;358200;6;1800;10;31800;40;241200;2;0;6;2400;4285;531000;1;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;17400;0;0;54;366000;3;3600;0;0;0;0;0;0;0;0;41;166800;1;0
01.01.2022 05:00;5;40200;45;339600;9;18000;7;29400;59;316800;2;600;5;5400;4479;554400;0;0;0;0;0;0;0;0;1;600;0;0;0;0;0;0;5;21000;0;0;51;253200;9;33600;0;0;0;0;0;0;0;0;53;315000;0;0
01.01.2022 06:00;7;63000;43;412800;2;0;1;0;39;282600;1;0;4;3000;4450;536400;0;0;0;0;0;0;0;0;0;0;0;0;1;600;0;0;5;21000;0;0;50;291600;1;28200;0;0;0;0;0;0;0;0;36;255000;0;0
