01.06.2020 00:00;Bel_ABMP02;Vwz_ABMP02;Bel_ABMP04;Vwz_ABMP04;Bel_HAMP01;Vwz_HAMP01;Bel_HAMP03;Vwz_HAMP03;Bel_T1;Vwz_T1;Bel_T2;Vwz_T2
01.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0
01.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 05:00;1;1000;1;1000;1;1000;1;1000;0;0;0;0
01.06.2020 06:00;3;2990;2;2000;3;3000;2;1990;0;0;0;0
01.06.2020 07:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
01.06.2020 08:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
01.06.2020 09:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
01.06.2020 10:00;2;1990;2;2000;2;2000;2;2000;0;0;0;0
01.06.2020 11:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
01.06.2020 12:00;3;2990;3;2990;3;3000;3;3000;0;0;0;0
01.06.2020 13:00;4;3980;4;4000;4;3990;4;4000;0;0;0;0
01.06.2020 14:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
01.06.2020 15:00;4;4000;4;4000;4;4000;4;3990;0;0;0;0
01.06.2020 16:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
01.06.2020 17:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
01.06.2020 18:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
01.06.2020 19:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
01.06.2020 20:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0
01.06.2020 21:00;2;2000;2;1990;2;2000;2;2000;0;0;0;0
01.06.2020 22:00;2;2000;2;2000;2;1990;2;1990;0;0;0;0
01.06.2020 23:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
02.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0
02.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
02.06.2020 05:00;3;2990;3;3000;3;3000;3;2990;0;0;0;0
02.06.2020 06:00;4;4000;4;4000;4;3990;4;3990;0;0;0;0
02.06.2020 07:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
02.06.2020 08:00;5;5000;4;4000;5;5000;4;4000;0;0;0;0
02.06.2020 09:00;3;2990;4;4000;3;3000;4;4000;0;0;0;0
02.06.2020 10:00;5;4990;4;4000;5;4990;4;3980;0;0;0;0
02.06.2020 11:00;3;3000;4;4000;3;3000;4;3980;0;0;0;0
02.06.2020 12:00;5;5000;5;5000;5;4980;5;4990;0;0;0;0
02.06.2020 13:00;4;3990;5;4990;4;4000;5;4990;0;0;0;0
02.06.2020 14:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
02.06.2020 15:00;4;3990;4;3990;4;3990;4;4000;0;0;0;0
02.06.2020 16:00;4;4000;4;4000;4;3992;4;4000;0;0;0;0
02.06.2020 17:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
02.06.2020 18:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
02.06.2020 19:00;5;5000;4;4000;5;4990;4;3990;0;0;0;0
02.06.2020 20:00;3;3000;3;3000;3;2990;3;2990;0;0;0;0
02.06.2020 21:00;2;2000;3;3000;2;2000;3;3000;0;0;0;0
02.06.2020 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
02.06.2020 23:00;2;1980;2;1990;2;2000;2;2000;0;0;0;0
03.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0
03.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
03.06.2020 05:00;3;2990;3;3000;3;3000;3;3000;0;0;0;0
03.06.2020 06:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
03.06.2020 07:00;3;2990;5;4990;3;3000;5;4990;0;0;0;0
03.06.2020 08:00;5;4990;4;4000;5;5000;4;3990;0;0;0;0
03.06.2020 09:00;4;3980;4;3990;4;4000;4;4000;0;0;0;0
03.06.2020 10:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
03.06.2020 11:00;4;4000;4;3990;4;4000;4;3990;0;0;0;0
03.06.2020 12:00;5;4990;5;5000;5;4990;5;4990;0;0;0;0
03.06.2020 13:00;5;4990;5;5000;5;5000;5;4990;0;0;0;0
03.06.2020 14:00;4;4000;4;3990;4;3990;4;4000;0;0;0;0
03.06.2020 15:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
03.06.2020 16:00;4;4000;4;3990;4;3990;4;4000;0;0;0;0
03.06.2020 17:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
03.06.2020 18:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
03.06.2020 19:00;5;5000;4;4000;5;5000;4;3990;0;0;0;0
03.06.2020 20:00;3;2990;3;3000;3;3000;3;2990;0;0;0;0
03.06.2020 21:00;2;1990;3;3000;2;2024;3;3000;0;0;0;0
03.06.2020 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
03.06.2020 23:00;2;2001;2;2000;2;2000;2;2000;0;0;0;0
04.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0
04.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
04.06.2020 05:00;3;3000;3;3000;3;3000;3;2990;0;0;0;0
04.06.2020 06:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
04.06.2020 07:00;3;3000;4;3990;3;3000;4;3980;0;0;0;0
04.06.2020 08:00;5;5000;4;4000;5;4990;4;4000;0;0;0;0
04.06.2020 09:00;4;3990;4;4000;4;4000;4;3990;0;0;0;0
04.06.2020 10:00;4;4000;3;3000;4;4000;3;3000;0;0;0;0
04.06.2020 11:00;4;3990;3;3000;4;4000;4;4000;0;0;0;0
04.06.2020 12:00;4;4000;6;6000;4;4000;5;4990;0;0;0;0
04.06.2020 13:00;5;4990;5;4990;5;5000;5;4990;0;0;0;0
04.06.2020 14:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
04.06.2020 15:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
04.06.2020 16:00;3;2990;4;4000;3;3000;4;4000;0;0;0;0
04.06.2020 17:00;5;4980;4;4000;5;5000;4;3990;0;0;0;0
04.06.2020 18:00;4;4000;4;4000;4;4000;4;3990;0;0;0;0
04.06.2020 19:00;5;5000;4;4000;5;4990;4;4000;0;0;0;0
04.06.2020 20:00;3;2990;3;2990;3;3000;3;3000;0;0;0;0
04.06.2020 21:00;2;1990;3;3000;2;2000;3;3000;0;0;0;0
04.06.2020 22:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0
04.06.2020 23:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
05.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0
05.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
05.06.2020 05:00;3;3000;3;3000;3;2980;3;3000;0;0;0;0
05.06.2020 06:00;4;4000;4;4000;4;4000;4;3990;0;0;0;0
05.06.2020 07:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
05.06.2020 08:00;4;3990;4;3980;4;4000;4;3990;0;0;0;0
05.06.2020 09:00;4;4000;4;4000;4;4000;4;3990;0;0;0;0
05.06.2020 10:00;4;4000;4;4000;4;4000;4;3990;0;0;0;0
05.06.2020 11:00;4;4000;3;3000;4;4000;3;3000;0;0;0;0
05.06.2020 12:00;6;5990;6;6000;6;6000;6;6000;0;0;0;0
05.06.2020 13:00;4;4000;5;4990;4;4000;5;4990;0;0;0;0
05.06.2020 14:00;4;4000;3;3000;4;4000;4;4000;0;0;0;0
05.06.2020 15:00;4;4000;5;5000;4;3990;4;4000;0;0;0;0
05.06.2020 16:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
05.06.2020 17:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
05.06.2020 18:00;4;4000;4;3990;4;4000;4;4000;0;0;0;0
05.06.2020 19:00;5;5000;4;4000;5;5023;4;4000;0;0;0;0
05.06.2020 20:00;3;2990;3;3000;3;3000;3;2990;0;0;0;0
05.06.2020 21:00;2;2000;3;3000;2;1990;3;3000;0;0;0;0
05.06.2020 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
05.06.2020 23:00;2;2000;2;2000;2;2000;2;1980;0;0;0;0
06.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0
06.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
06.06.2020 05:00;3;3000;3;3000;3;3000;3;3000;0;0;0;0
06.06.2020 06:00;4;3990;4;3990;4;3990;4;4000;0;0;0;0
06.06.2020 07:00;4;3990;4;4000;3;2990;4;3990;0;0;0;0
06.06.2020 08:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
06.06.2020 09:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
06.06.2020 10:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
06.06.2020 11:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
06.06.2020 12:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
06.06.2020 13:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
06.06.2020 14:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
06.06.2020 15:00;4;4000;4;4000;4;3990;4;3990;0;0;0;0
06.06.2020 16:00;4;4000;4;3990;4;4000;4;4000;0;0;0;0
06.06.2020 17:00;4;4000;4;3990;4;3990;4;3990;0;0;0;0
06.06.2020 18:00;4;3990;4;3990;4;4000;4;4000;0;0;0;0
06.06.2020 19:00;4;4000;4;3990;4;3990;4;4000;0;0;0;0
06.06.2020 20:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
06.06.2020 21:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
06.06.2020 22:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0
06.06.2020 23:00;2;1990;2;1990;2;2000;2;2000;0;0;0;0
07.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0
07.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 05:00;1;1000;1;1000;1;1000;1;1000;0;0;0;0
07.06.2020 06:00;3;2990;2;2000;3;3000;2;2020;0;0;0;0
07.06.2020 07:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
07.06.2020 08:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0
07.06.2020 09:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0
07.06.2020 10:00;2;2000;2;1990;2;2025;2;1990;0;0;0;0
07.06.2020 11:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
07.06.2020 12:00;3;3000;3;3000;3;2980;3;2990;0;0;0;0
07.06.2020 13:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
07.06.2020 14:00;4;4000;4;4000;4;3990;4;3990;0;0;0;0
07.06.2020 15:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
07.06.2020 16:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
07.06.2020 17:00;4;4000;4;4000;4;4000;5;5000;0;0;0;0
07.06.2020 18:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
07.06.2020 19:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
07.06.2020 20:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
07.06.2020 21:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
07.06.2020 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
07.06.2020 23:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
08.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0
08.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
08.06.2020 05:00;3;3000;3;3000;3;3000;3;3000;0;0;0;0
08.06.2020 06:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
08.06.2020 07:00;3;2990;4;4000;3;2980;4;4000;0;0;0;0
08.06.2020 08:00;6;6000;4;3990;6;6000;4;4000;0;0;0;0
08.06.2020 09:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
08.06.2020 10:00;4;4000;4;3990;4;3990;4;4000;0;0;0;0
08.06.2020 11:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
08.06.2020 12:00;4;4000;5;5012;4;3990;6;6000;0;0;0;0
08.06.2020 13:00;4;4000;5;5000;4;3990;5;5000;0;0;0;0
08.06.2020 14:00;4;3990;4;3990;4;4000;4;4000;0;0;0;0
08.06.2020 15:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
08.06.2020 16:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
08.06.2020 17:00;4;4000;4;4000;4;3970;4;4000;0;0;0;0
08.06.2020 18:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
08.06.2020 19:00;4;4000;4;3990;4;3980;4;3990;0;0;0;0
08.06.2020 20:00;4;4000;3;3000;4;4000;3;3000;0;0;0;0
08.06.2020 21:00;2;1990;3;3000;2;2000;3;3006;0;0;0;0
08.06.2020 22:00;2;1990;2;2000;2;2000;2;2000;0;0;0;0
08.06.2020 23:00;2;2000;2;2000;2;1980;2;2000;0;0;0;0
09.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0
09.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
09.06.2020 04:00;1;1000;0;0;1;990;0;0;0;0;0;0
09.06.2020 05:00;3;2990;3;3024;3;3000;3;3000;0;0;0;0
09.06.2020 06:00;3;3000;4;4000;3;2990;4;4000;0;0;0;0
09.06.2020 07:00;5;5000;4;4000;5;4990;4;3990;0;0;0;0
09.06.2020 08:00;5;4990;4;3990;5;4990;4;4000;0;0;0;0
09.06.2020 09:00;4;3990;4;4000;4;3990;4;4000;0;0;0;0
09.06.2020 10:00;3;3000;4;4000;3;3000;4;4000;0;0;0;0
09.06.2020 11:00;4;4000;4;3990;4;3990;4;3990;0;0;0;0
09.06.2020 12:00;4;4000;5;5022;4;4000;5;5000;0;0;0;0
09.06.2020 13:00;6;5990;5;5000;6;5990;5;4990;0;0;0;0
09.06.2020 14:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
09.06.2020 15:00;4;4000;4;4000;4;3990;4;3990;0;0;0;0
09.06.2020 16:00;4;4000;4;4000;4;3990;4;3990;0;0;0;0
09.06.2020 17:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
09.06.2020 18:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
09.06.2020 19:00;4;4000;4;4000;5;4990;4;4000;0;0;0;0
09.06.2020 20:00;4;4000;3;3000;3;3000;3;3000;0;0;0;0
09.06.2020 21:00;2;2000;3;3000;2;2000;3;3000;0;0;0;0
09.06.2020 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
09.06.2020 23:00;2;1990;2;2000;2;2000;2;1990;0;0;0;0
10.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0
10.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
10.06.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
10.06.2020 05:00;3;3000;3;2990;3;2990;3;3000;0;0;0;0
10.06.2020 06:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
10.06.2020 07:00;4;4000;4;4000;4;3980;4;4000;0;0;0;0
10.06.2020 08:00;4;4000;4;4000;4;4000;4;3990;0;0;0;0
10.06.2020 09:00;5;5000;4;4000;5;4980;4;4000;0;0;0;0
10.06.2020 10:00;3;2990;4;4000;3;2990;4;3990;0;0;0;0
10.06.2020 11:00;5;5000;5;5000;5;5000;6;6000;0;0;0;0
10.06.2020 12:00;5;5000;5;5000;5;4990;5;4980;0;0;0;0
10.06.2020 13:00;5;4990;4;4000;5;5000;5;5000;0;0;0;0
10.06.2020 14:00;4;4000;5;5000;4;4000;4;4000;0;0;0;0
10.06.2020 15:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
10.06.2020 16:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
10.06.2020 17:00;4;4000;4;4000;4;4000;4;3990;0;0;0;0
10.06.2020 18:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
10.06.2020 19:00;5;4980;4;4000;5;4990;4;4000;0;0;0;0
10.06.2020 20:00;3;3000;3;2990;3;3000;3;3000;0;0;0;0
10.06.2020 21:00;2;1990;3;3000;2;2000;3;3000;0;0;0;0
10.06.2020 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
10.06.2020 23:00;2;1990;2;2000;2;2000;2;2000;0;0;0;0
11.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0
11.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0
11.06.2020 05:00;1;1000;1;1000;1;1000;1;1000;0;0;0;0
11.06.2020 06:00;3;3000;2;1990;3;3000;2;2000;0;0;0;0
11.06.2020 07:00;2;1990;2;1990;2;2000;2;2000;0;0;0;0
11.06.2020 08:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
11.06.2020 09:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
11.06.2020 10:00;2;2000;2;1990;2;2000;2;2000;0;0;0;0
11.06.2020 11:00;2;2000;2;2000;2;2000;3;2980;0;0;0;0
11.06.2020 12:00;3;3000;3;3000;3;3000;3;3000;0;0;0;0
11.06.2020 13:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
11.06.2020 14:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
11.06.2020 15:00;4;4000;4;4015;4;4000;4;4000;0;0;0;0
11.06.2020 16:00;4;4000;4;3990;4;3990;4;3990;0;0;0;0
11.06.2020 17:00;4;3980;4;4023;4;4000;4;3990;0;0;0;0
11.06.2020 18:00;4;4000;4;4000;4;3990;4;3990;0;0;0;0
11.06.2020 19:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
11.06.2020 20:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
11.06.2020 21:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
11.06.2020 22:00;2;1990;2;2000;2;2000;2;2000;0;0;0;0
11.06.2020 23:00;2;1980;2;2000;2;2000;2;2000;0;0;0;0
12.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0
12.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
12.06.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
12.06.2020 05:00;3;3000;3;3000;3;2990;3;3000;0;0;0;0
12.06.2020 06:00;4;4000;4;3990;4;3990;4;4000;0;0;0;0
12.06.2020 07:00;4;4000;4;4000;4;3990;4;3980;0;0;0;0
12.06.2020 08:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
12.06.2020 09:00;5;5000;4;4000;5;4990;4;4000;0;0;0;0
12.06.2020 10:00;3;3000;4;4000;3;3000;4;4000;0;0;0;0
12.06.2020 11:00;4;4000;4;3990;4;3990;4;4000;0;0;0;0
12.06.2020 12:00;5;5000;5;5000;5;4990;5;5000;0;0;0;0
12.06.2020 13:00;4;3990;4;4000;4;3990;4;4000;0;0;0;0
12.06.2020 14:00;4;3980;4;4000;4;4000;4;4000;0;0;0;0
12.06.2020 15:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
12.06.2020 16:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
12.06.2020 17:00;4;4000;4;3990;4;4000;4;3980;0;0;0;0
12.06.2020 18:00;4;4000;4;4000;4;4000;4;3990;0;0;0;0
12.06.2020 19:00;5;4140;4;4000;5;5000;5;5000;0;0;0;0
12.06.2020 20:00;3;3850;3;3000;3;3000;3;2990;0;0;0;0
12.06.2020 21:00;2;2000;3;3000;2;2000;3;3000;0;0;0;0
12.06.2020 22:00;2;1990;2;1990;2;2000;2;2000;0;0;0;0
12.06.2020 23:00;2;1990;2;2000;2;2000;2;1990;0;0;0;0
13.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0
13.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
13.06.2020 05:00;3;3000;3;3000;3;3000;3;2990;0;0;0;0
13.06.2020 06:00;4;4000;4;3990;4;4000;4;4000;0;0;0;0
13.06.2020 07:00;4;4000;4;3990;4;3990;4;4000;0;0;0;0
13.06.2020 08:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
13.06.2020 09:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
13.06.2020 10:00;4;4000;4;3990;4;3990;4;4000;0;0;0;0
13.06.2020 11:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
13.06.2020 12:00;4;4000;4;4000;4;4000;4;3990;0;0;0;0
13.06.2020 13:00;4;4000;4;4000;4;3980;4;3990;0;0;0;0
13.06.2020 14:00;4;4000;4;4000;4;3980;4;3990;0;0;0;0
13.06.2020 15:00;4;3990;4;4000;4;3990;4;4000;0;0;0;0
13.06.2020 16:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
13.06.2020 17:00;4;4000;4;3990;4;4000;4;3990;0;0;0;0
13.06.2020 18:00;4;4000;4;4000;4;3990;4;3990;0;0;0;0
13.06.2020 19:00;4;3980;4;4000;4;4000;4;3990;0;0;0;0
13.06.2020 20:00;2;2000;2;2000;2;2000;2;1990;0;0;0;0
13.06.2020 21:00;2;2023;2;2000;2;2000;2;1990;0;0;0;0
13.06.2020 22:00;1;1000;2;2000;1;1000;2;2000;0;0;0;0
13.06.2020 23:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0
14.06.2020 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0
14.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2020 04:00;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2020 05:00;1;1000;1;1000;1;1000;1;1000;0;0;0;0
14.06.2020 06:00;3;2990;2;2000;3;3000;2;2000;0;0;0;0
14.06.2020 07:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
14.06.2020 08:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
14.06.2020 09:00;2;2000;2;1990;2;2000;2;2000;0;0;0;0
14.06.2020 10:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
14.06.2020 11:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
14.06.2020 12:00;3;3000;3;2990;3;3000;3;2990;0;0;0;0
14.06.2020 13:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
14.06.2020 14:00;4;4000;4;4000;4;3990;4;3990;0;0;0;0
14.06.2020 15:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
14.06.2020 16:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
14.06.2020 17:00;4;3980;4;4000;4;4000;4;4000;0;0;0;0
14.06.2020 18:00;4;3990;4;4000;4;4000;4;3990;0;0;0;0
14.06.2020 19:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
14.06.2020 20:00;2;2000;2;2000;2;2000;2;1990;0;0;0;0
14.06.2020 21:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
14.06.2020 22:00;2;1990;2;1990;2;2000;2;2000;0;0;0;0
14.06.2020 23:00;2;2000;2;2000;2;2000;2;1990;0;0;0;0
15.06.2020 00:00;0;0;1;1000;0;0;1;990;0;0;0;0
15.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2020 02:00;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2020 03:00;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2020 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
15.06.2020 05:00;3;3000;3;3000;3;3000;3;3000;0;0;0;0
15.06.2020 06:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
15.06.2020 07:00;4;4000;4;4000;4;4000;4;3990;0;0;0;0
15.06.2020 08:00;4;3990;4;4000;4;4000;4;3990;0;0;0;0
15.06.2020 09:00;5;5000;4;3990;5;4980;4;4000;0;0;0;0
15.06.2020 10:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
15.06.2020 11:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
15.06.2020 12:00;4;4000;5;5000;4;4000;5;5000;0;0;0;0
15.06.2020 13:00;4;3990;4;3990;4;3990;4;4000;0;0;0;0
15.06.2020 14:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
15.06.2020 15:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
15.06.2020 16:00;4;4000;4;4000;4;4000;4;3990;0;0;0;0
15.06.2020 17:00;4;4000;4;4000;4;4000;4;3990;0;0;0;0
15.06.2020 18:00;4;4000;4;4000;4;4000;4;3980;0;0;0;0
15.06.2020 19:00;5;5000;4;3990;5;4980;4;4000;0;0;0;0
15.06.2020 20:00;3;2990;3;2990;3;2990;3;2990;0;0;0;0
15.06.2020 21:00;2;2000;3;2990;2;2000;3;3008;0;0;0;0
15.06.2020 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
15.06.2020 23:00;2;2000;2;2000;2;2000;2;1980;0;0;0;0
16.06.2020 00:00;0;0;1;1000;0;0;1;990;0;0;0;0
16.06.2020 01:00;0;0;0;0;0;0;0;0;0;0;0;0
