01.06.2020 00:00;Bel_ABMP02;Vwz_ABMP02;Bel_ABMP04;Vwz_ABMP04;Bel_HAMP01;Vwz_HAMP01;Bel_HAMP03;Vwz_HAMP03;Bel_T1;Vwz_T1;Bel_T2;Vwz_T2
15.04.2021 18:00;6;6000;6;6000;6;5990;6;6000;0;0;0;0
15.04.2021 19:00;6;6000;6;6000;6;5990;7;7000;0;0;0;0
15.04.2021 20:00;4;3990;5;5000;4;3990;5;4990;0;0;0;0
15.04.2021 21:00;3;3000;3;3000;3;3000;3;3000;0;0;0;0
15.04.2021 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
15.04.2021 23:00;2;2000;2;1990;2;2000;2;2000;0;0;0;0
16.04.2021 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0
16.04.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
16.04.2021 04:00;3;3000;2;2000;3;3000;2;2000;0;0;0;0
16.04.2021 05:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
16.04.2021 06:00;6;6000;5;5000;6;5980;5;5000;0;0;0;0
16.04.2021 07:00;6;5990;6;6000;6;6000;6;6000;0;0;0;0
16.04.2021 08:00;6;6000;6;6000;6;5990;6;5990;0;0;0;0
16.04.2021 09:00;6;5980;6;6000;6;6000;6;6000;0;0;0;0
16.04.2021 10:00;7;6990;7;7000;7;6990;7;7000;0;0;0;0
16.04.2021 11:00;6;6000;6;6025;6;5990;6;5990;0;0;0;0
16.04.2021 12:00;6;5990;6;5990;6;6000;6;6000;0;0;0;0
16.04.2021 13:00;6;5990;6;6000;6;5990;6;6000;0;0;0;0
16.04.2021 14:00;6;6022;6;5990;6;5990;6;6000;0;0;0;0
16.04.2021 15:00;6;6000;6;6000;6;5980;6;6000;0;0;0;0
16.04.2021 16:00;6;5990;6;6000;6;6000;6;6000;0;0;0;0
16.04.2021 17:00;6;5990;6;6000;6;6000;6;6000;0;0;0;0
16.04.2021 18:00;6;5990;6;6000;6;5990;6;5990;0;0;0;0
16.04.2021 19:00;6;5990;6;6000;6;5990;7;7000;0;0;0;0
16.04.2021 20:00;4;4000;5;4995;4;4000;6;5990;0;0;0;0
16.04.2021 21:00;3;3000;3;3000;3;3000;3;2990;0;0;0;0
16.04.2021 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
16.04.2021 23:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
17.04.2021 00:00;0;0;1;1000;0;0;1;1000;0;0;0;0
17.04.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
17.04.2021 04:00;3;2990;2;2000;3;3000;2;1990;0;0;0;0
17.04.2021 05:00;4;3980;4;4000;4;3980;4;4000;0;0;0;0
17.04.2021 06:00;6;6000;5;5000;6;5990;5;4990;0;0;0;0
17.04.2021 07:00;6;5990;6;6000;6;6000;6;5990;0;0;0;0
17.04.2021 08:00;6;5990;6;5980;6;6000;6;6000;0;0;0;0
17.04.2021 09:00;6;5990;6;6000;6;5990;6;6000;0;0;0;0
17.04.2021 10:00;6;6000;6;6000;6;5990;6;6000;0;0;0;0
17.04.2021 11:00;6;5990;6;6000;6;6000;6;6000;0;0;0;0
17.04.2021 12:00;6;5990;6;6000;6;5990;6;6000;0;0;0;0
17.04.2021 13:00;5;5000;2;2000;5;5000;2;1990;0;0;0;0
17.04.2021 14:00;6;6000;7;7000;6;5990;7;7001;0;0;0;0
17.04.2021 15:00;6;6000;6;6000;6;6000;6;5990;0;0;0;0
17.04.2021 16:00;6;5990;6;6000;6;6000;6;5990;0;0;0;0
17.04.2021 17:00;6;6000;6;6000;6;6000;7;6990;0;0;0;0
17.04.2021 18:00;6;5990;6;6000;6;6000;6;5990;0;0;0;0
17.04.2021 19:00;6;6000;6;5990;6;5990;6;6000;0;0;0;0
17.04.2021 20:00;4;3990;5;5000;4;4000;6;6000;0;0;0;0
17.04.2021 21:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0
17.04.2021 22:00;2;2003;2;2000;2;2000;2;2000;0;0;0;0
17.04.2021 23:00;2;2000;2;2000;2;2000;2;2022;0;0;0;0
18.04.2021 00:00;1;1000;2;2000;1;1000;2;2000;0;0;0;0
18.04.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
18.04.2021 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
18.04.2021 05:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
18.04.2021 06:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
18.04.2021 07:00;2;1990;2;2000;2;2000;3;3000;0;0;0;0
18.04.2021 08:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
18.04.2021 09:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
18.04.2021 10:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0
18.04.2021 11:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
18.04.2021 12:00;2;2000;2;2000;2;2029;2;2000;0;0;0;0
18.04.2021 13:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
18.04.2021 14:00;4;3990;4;4000;4;3990;4;4000;0;0;0;0
18.04.2021 15:00;4;3980;4;4000;4;4000;4;4000;0;0;0;0
18.04.2021 16:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
18.04.2021 17:00;4;3980;4;4000;4;4000;4;3990;0;0;0;0
18.04.2021 18:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
18.04.2021 19:00;4;3980;4;4000;4;3990;4;4000;0;0;0;0
18.04.2021 20:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0
18.04.2021 21:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0
18.04.2021 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
18.04.2021 23:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
19.04.2021 00:00;1;1000;2;2000;1;1000;2;2000;0;0;0;0
19.04.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0
19.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
19.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
19.04.2021 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
19.04.2021 05:00;3;3000;3;3000;3;3000;3;2990;0;0;0;0
19.04.2021 06:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
19.04.2021 07:00;7;7000;6;5990;7;6990;6;6000;0;0;0;0
19.04.2021 08:00;8;8000;8;8000;8;7990;8;7990;0;0;0;0
19.04.2021 09:00;4;3990;4;4000;4;3990;4;4000;0;0;0;0
19.04.2021 10:00;4;4000;4;3990;4;4000;4;4000;0;0;0;0
19.04.2021 11:00;4;4000;4;3990;4;4000;4;4000;0;0;0;0
19.04.2021 12:00;5;4990;5;4990;5;5000;4;3980;0;0;0;0
19.04.2021 13:00;8;7980;8;8000;8;8000;8;7990;0;0;0;0
19.04.2021 14:00;4;4000;6;5990;4;4000;6;6000;0;0;0;0
19.04.2021 15:00;4;3990;4;4000;4;4000;4;3980;0;0;0;0
19.04.2021 16:00;5;5000;4;4000;5;4980;4;4000;0;0;0;0
19.04.2021 17:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
19.04.2021 18:00;4;4000;4;3990;4;3980;4;4000;0;0;0;0
19.04.2021 19:00;5;5000;4;4000;5;5000;4;4000;0;0;0;0
19.04.2021 20:00;3;3000;4;4000;3;3000;4;3980;0;0;0;0
19.04.2021 21:00;2;2000;2;1990;2;2000;2;2000;0;0;0;0
19.04.2021 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
19.04.2021 23:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
20.04.2021 00:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
20.04.2021 01:00;0;0;1;1000;0;0;1;1000;0;0;0;0
20.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
20.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
20.04.2021 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
20.04.2021 05:00;3;3000;3;2990;3;3000;3;2990;0;0;0;0
20.04.2021 06:00;4;4000;4;4000;4;3980;4;4000;0;0;0;0
20.04.2021 07:00;7;6980;6;6000;7;7000;6;6023;0;0;0;0
20.04.2021 08:00;6;6000;8;7980;6;5990;7;7000;0;0;0;0
20.04.2021 09:00;4;3990;4;4000;4;4000;4;3990;0;0;0;0
20.04.2021 10:00;4;3990;4;4000;4;3990;4;4000;0;0;0;0
20.04.2021 11:00;5;4980;4;4000;5;5000;5;4990;0;0;0;0
20.04.2021 12:00;5;5000;5;4990;5;5000;5;5000;0;0;0;0
20.04.2021 13:00;8;7990;8;8000;8;8000;8;7990;0;0;0;0
20.04.2021 14:00;5;4990;6;5980;5;4990;6;6000;0;0;0;0
20.04.2021 15:00;4;3990;4;4000;4;4000;5;5000;0;0;0;0
20.04.2021 16:00;4;4000;4;3980;4;4000;4;4000;0;0;0;0
20.04.2021 17:00;4;4000;4;4000;4;3980;4;4000;0;0;0;0
20.04.2021 18:00;4;3980;4;4000;4;3990;4;4000;0;0;0;0
20.04.2021 19:00;5;4990;4;4000;5;5000;4;4000;0;0;0;0
20.04.2021 20:00;3;2980;4;4000;3;3000;5;5000;0;0;0;0
20.04.2021 21:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
20.04.2021 22:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0
20.04.2021 23:00;2;1990;2;2000;2;2000;2;2000;0;0;0;0
21.04.2021 00:00;2;1990;2;2000;2;2000;2;2000;0;0;0;0
21.04.2021 01:00;0;0;1;1000;0;0;1;1000;0;0;0;0
21.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2021 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
21.04.2021 05:00;3;2990;3;3000;3;3000;3;2990;0;0;0;0
21.04.2021 06:00;4;4000;4;4000;4;3990;4;3990;0;0;0;0
21.04.2021 07:00;7;7026;6;6000;7;6980;6;5980;0;0;0;0
21.04.2021 08:00;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
21.04.2021 09:00;2;1990;4;4000;2;2000;5;5000;0;0;0;0
21.04.2021 10:00;5;4990;4;4000;5;4980;4;4000;0;0;0;0
21.04.2021 11:00;3;3000;4;4000;3;2980;4;4000;0;0;0;0
21.04.2021 12:00;6;6000;5;5000;6;6000;5;5000;0;0;0;0
21.04.2021 13:00;8;7970;8;7990;8;7980;8;7990;0;0;0;0
21.04.2021 14:00;5;5000;6;5990;5;5000;6;6000;0;0;0;0
21.04.2021 15:00;4;4000;4;4042;4;3980;6;6000;0;0;0;0
21.04.2021 16:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
21.04.2021 17:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
21.04.2021 18:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
21.04.2021 19:00;5;4980;4;4000;5;5000;4;4000;0;0;0;0
21.04.2021 20:00;3;3000;4;4000;3;2990;5;5000;0;0;0;0
21.04.2021 21:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
21.04.2021 22:00;2;1990;2;2000;2;2000;2;2000;0;0;0;0
21.04.2021 23:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
22.04.2021 00:00;2;2000;2;2000;2;2000;2;1990;0;0;0;0
22.04.2021 01:00;0;0;1;1000;0;0;1;1000;0;0;0;0
22.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
22.04.2021 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
22.04.2021 05:00;3;2990;3;3000;3;3000;3;2990;0;0;0;0
22.04.2021 06:00;4;4000;4;3990;4;4000;4;4000;0;0;0;0
22.04.2021 07:00;7;7000;6;6000;7;6990;6;5970;0;0;0;0
22.04.2021 08:00;8;7990;8;7980;8;7990;8;8000;0;0;0;0
22.04.2021 09:00;4;4000;4;3990;4;4000;4;3990;0;0;0;0
22.04.2021 10:00;3;3000;4;4000;3;2990;4;4000;0;0;0;0
22.04.2021 11:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
22.04.2021 12:00;6;6000;5;4990;6;6000;5;5000;0;0;0;0
22.04.2021 13:00;8;8000;7;6980;8;8000;7;6990;0;0;0;0
22.04.2021 14:00;4;3990;6;5990;4;4000;6;5990;0;0;0;0
22.04.2021 15:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
22.04.2021 16:00;4;4000;4;4000;4;4000;4;4020;0;0;0;0
22.04.2021 17:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
22.04.2021 18:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
22.04.2021 19:00;5;5002;4;4000;5;4990;4;4000;0;0;0;0
22.04.2021 20:00;3;3000;4;4000;3;3000;5;5000;0;0;0;0
22.04.2021 21:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
22.04.2021 22:00;2;2000;2;2000;2;1990;2;1990;0;0;0;0
22.04.2021 23:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
23.04.2021 00:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
23.04.2021 01:00;0;0;1;1000;0;0;1;1000;0;0;0;0
23.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2021 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
23.04.2021 05:00;3;3000;3;3000;3;2990;3;3000;0;0;0;0
23.04.2021 06:00;4;3980;4;3990;4;4000;4;4000;0;0;0;0
23.04.2021 07:00;6;6000;6;6000;6;5990;7;6990;0;0;0;0
23.04.2021 08:00;9;9000;8;8000;9;9053;8;8000;0;0;0;0
23.04.2021 09:00;3;3000;4;4000;3;2990;4;3990;0;0;0;0
23.04.2021 10:00;5;4990;4;4000;5;5000;4;3990;0;0;0;0
23.04.2021 11:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
23.04.2021 12:00;5;4990;5;5000;5;5000;5;4990;0;0;0;0
23.04.2021 13:00;8;8000;8;8000;8;7980;8;7980;0;0;0;0
23.04.2021 14:00;5;4980;6;5980;5;5000;6;5990;0;0;0;0
23.04.2021 15:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
23.04.2021 16:00;4;3990;4;4000;4;3990;4;3990;0;0;0;0
23.04.2021 17:00;3;3000;3;3000;3;3000;3;2990;0;0;0;0
23.04.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0
23.04.2021 19:00;3;2990;3;3028;3;3000;2;2000;0;0;0;0
23.04.2021 20:00;3;3000;4;4000;3;3000;4;4000;0;0;0;0
23.04.2021 21:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
23.04.2021 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
23.04.2021 23:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
24.04.2021 00:00;1;1000;2;2000;1;990;2;2000;0;0;0;0
24.04.2021 01:00;0;0;1;1000;0;0;1;1000;0;0;0;0
24.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
24.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
24.04.2021 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
24.04.2021 05:00;3;3000;3;3000;3;2990;3;2980;0;0;0;0
24.04.2021 06:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
24.04.2021 07:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
24.04.2021 08:00;6;6000;5;4990;6;6000;5;4980;0;0;0;0
24.04.2021 09:00;6;6000;5;5000;6;5990;5;4980;0;0;0;0
24.04.2021 10:00;4;3990;5;4990;4;4000;5;4990;0;0;0;0
24.04.2021 11:00;4;4000;4;4000;4;3980;4;3990;0;0;0;0
24.04.2021 12:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
24.04.2021 13:00;4;3980;4;4000;4;4000;4;3990;0;0;0;0
24.04.2021 14:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
24.04.2021 15:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
24.04.2021 16:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
24.04.2021 17:00;4;3990;5;5000;4;4000;5;5000;0;0;0;0
24.04.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0
24.04.2021 19:00;2;2000;2;1990;2;2000;3;3000;0;0;0;0
24.04.2021 20:00;2;2000;2;1990;2;2000;2;2000;0;0;0;0
24.04.2021 21:00;2;2000;2;2000;2;2000;3;2990;0;0;0;0
24.04.2021 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
24.04.2021 23:00;2;1990;2;2000;2;2000;2;2000;0;0;0;0
25.04.2021 00:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
25.04.2021 01:00;0;0;1;1000;0;0;1;1000;0;0;0;0
25.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
25.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
25.04.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0
25.04.2021 05:00;1;990;1;1000;1;1000;1;1000;0;0;0;0
25.04.2021 06:00;3;3000;2;2000;3;3000;2;2000;0;0;0;0
25.04.2021 07:00;2;2000;2;1990;2;2000;2;2000;0;0;0;0
25.04.2021 08:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0
25.04.2021 09:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
25.04.2021 10:00;2;2000;2;2000;2;2000;2;1990;0;0;0;0
25.04.2021 11:00;2;1980;2;2000;2;2000;2;1990;0;0;0;0
25.04.2021 12:00;3;3000;3;3000;3;3000;3;3000;0;0;0;0
25.04.2021 13:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
25.04.2021 14:00;4;4000;4;3990;4;3990;4;3990;0;0;0;0
25.04.2021 15:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
25.04.2021 16:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
25.04.2021 17:00;1;1000;1;1000;1;990;2;2000;0;0;0;0
25.04.2021 18:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
25.04.2021 19:00;2;2000;2;1990;2;2000;2;2000;0;0;0;0
25.04.2021 20:00;2;2000;2;2000;2;2000;2;1990;0;0;0;0
25.04.2021 21:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0
25.04.2021 22:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0
25.04.2021 23:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
26.04.2021 00:00;2;1990;2;2000;2;2000;2;1980;0;0;0;0
26.04.2021 01:00;0;0;1;990;0;0;1;1000;0;0;0;0
26.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
26.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
26.04.2021 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
26.04.2021 05:00;3;2990;3;3000;3;3000;3;3000;0;0;0;0
26.04.2021 06:00;4;4000;4;4000;4;3990;4;4000;0;0;0;0
26.04.2021 07:00;6;6000;6;5990;6;6000;6;5990;0;0;0;0
26.04.2021 08:00;7;6970;8;8000;7;6990;9;8990;0;0;0;0
26.04.2021 09:00;5;5000;4;3990;5;5000;4;4000;0;0;0;0
26.04.2021 10:00;4;3990;4;3990;4;3990;4;4000;0;0;0;0
26.04.2021 11:00;5;4990;5;5000;5;5000;5;5000;0;0;0;0
26.04.2021 12:00;5;4980;5;4990;5;5000;5;5000;0;0;0;0
26.04.2021 13:00;8;8014;7;6980;8;7990;7;6990;0;0;0;0
26.04.2021 14:00;5;5000;7;7000;5;4970;7;7000;0;0;0;0
26.04.2021 15:00;4;4000;4;3990;4;4000;4;4000;0;0;0;0
26.04.2021 16:00;4;3990;4;4000;4;3990;4;4000;0;0;0;0
26.04.2021 17:00;2;2000;2;1990;2;2000;2;2000;0;0;0;0
26.04.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0
26.04.2021 19:00;3;3000;2;2000;3;3000;2;2000;0;0;0;0
26.04.2021 20:00;3;2990;4;3990;3;3000;4;4000;0;0;0;0
26.04.2021 21:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
26.04.2021 22:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
26.04.2021 23:00;2;2000;2;2000;2;2000;2;1990;0;0;0;0
27.04.2021 00:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
27.04.2021 01:00;0;0;1;1000;0;0;1;1000;0;0;0;0
27.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
27.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
27.04.2021 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
27.04.2021 05:00;3;3000;3;3000;3;3000;3;3000;0;0;0;0
27.04.2021 06:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
27.04.2021 07:00;7;6990;6;6000;7;7000;6;6000;0;0;0;0
27.04.2021 08:00;7;6990;8;8000;7;7000;8;8000;0;0;0;0
27.04.2021 09:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
27.04.2021 10:00;5;4990;4;4000;5;4990;4;4000;0;0;0;0
27.04.2021 11:00;4;3990;4;4000;4;4000;4;3990;0;0;0;0
27.04.2021 12:00;4;4000;2;2000;4;4000;2;1990;0;0;0;0
27.04.2021 13:00;8;8000;10;10000;8;8000;10;9990;0;0;0;0
27.04.2021 14:00;4;4000;6;6000;4;4000;6;6000;0;0;0;0
27.04.2021 15:00;5;5000;4;4000;5;5000;4;4000;0;0;0;0
27.04.2021 16:00;4;4000;4;4000;4;4000;4;3990;0;0;0;0
27.04.2021 17:00;0;0;0;0;0;0;0;0;0;0;0;0
27.04.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0
27.04.2021 19:00;3;3000;2;2000;3;3000;3;3000;0;0;0;0
27.04.2021 20:00;3;3000;4;4000;3;3000;4;4000;0;0;0;0
27.04.2021 21:00;2;1990;2;2000;2;2000;2;2000;0;0;0;0
27.04.2021 22:00;2;2000;2;1990;2;2000;2;2000;0;0;0;0
27.04.2021 23:00;2;1990;2;2000;2;2000;2;2000;0;0;0;0
28.04.2021 00:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
28.04.2021 01:00;0;0;1;1000;0;0;1;1000;0;0;0;0
28.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
28.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
28.04.2021 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
28.04.2021 05:00;3;3021;3;3000;3;3000;3;2990;0;0;0;0
28.04.2021 06:00;4;4000;4;4000;4;4000;5;4990;0;0;0;0
28.04.2021 07:00;7;6990;6;5990;7;7000;7;6990;0;0;0;0
28.04.2021 08:00;7;6990;8;7990;7;7000;8;8000;0;0;0;0
28.04.2021 09:00;4;4000;4;4000;5;5000;4;3990;0;0;0;0
28.04.2021 10:00;6;6000;6;5980;5;5000;6;6000;0;0;0;0
28.04.2021 11:00;4;4000;3;3000;4;4000;3;3000;0;0;0;0
28.04.2021 12:00;6;6000;6;6000;6;5980;6;6000;0;0;0;0
28.04.2021 13:00;8;7980;8;7990;8;8000;9;8990;0;0;0;0
28.04.2021 14:00;3;3000;4;4000;3;3000;4;4000;0;0;0;0
28.04.2021 15:00;0;0;0;0;0;0;0;0;0;0;0;0
28.04.2021 16:00;0;0;0;0;0;0;0;0;0;0;0;0
28.04.2021 17:00;0;0;0;0;0;0;0;0;0;0;0;0
28.04.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0
28.04.2021 19:00;3;2990;3;3000;4;4000;3;2980;0;0;0;0
28.04.2021 20:00;4;3980;4;3990;3;3000;4;4000;0;0;0;0
28.04.2021 21:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
28.04.2021 22:00;2;1990;2;2000;2;2000;2;2000;0;0;0;0
28.04.2021 23:00;2;1990;2;1980;2;2000;2;2000;0;0;0;0
29.04.2021 00:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
29.04.2021 01:00;0;0;1;1000;0;0;1;1000;0;0;0;0
29.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
29.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
29.04.2021 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
29.04.2021 05:00;3;3000;3;2980;3;3000;3;3000;0;0;0;0
29.04.2021 06:00;4;3990;4;4000;4;4000;4;3990;0;0;0;0
29.04.2021 07:00;7;6980;5;5000;7;7021;6;5990;0;0;0;0
29.04.2021 08:00;7;7000;9;9000;8;7990;9;9000;0;0;0;0
29.04.2021 09:00;5;5000;4;4000;4;4000;4;4000;0;0;0;0
29.04.2021 10:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
29.04.2021 11:00;3;3000;4;4003;4;4000;4;3990;0;0;0;0
29.04.2021 12:00;6;5980;5;4990;5;5000;5;5000;0;0;0;0
29.04.2021 13:00;8;8000;8;7980;8;8000;8;8000;0;0;0;0
29.04.2021 14:00;5;5000;6;5980;5;5000;6;5990;0;0;0;0
29.04.2021 15:00;4;4000;4;4000;4;4000;6;6000;0;0;0;0
29.04.2021 16:00;4;4000;4;4000;4;4000;4;3990;0;0;0;0
29.04.2021 17:00;4;3990;4;4000;4;4000;4;4000;0;0;0;0
29.04.2021 18:00;4;4000;4;3990;4;4000;4;3990;0;0;0;0
29.04.2021 19:00;5;5000;4;4000;5;4990;4;3980;0;0;0;0
29.04.2021 20:00;3;3000;4;4000;3;2990;5;4990;0;0;0;0
29.04.2021 21:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
29.04.2021 22:00;2;1990;2;2000;2;2000;2;2000;0;0;0;0
29.04.2021 23:00;2;2000;2;2000;2;1990;2;2000;0;0;0;0
30.04.2021 00:00;2;2000;2;2000;2;2000;2;2000;0;0;0;0
30.04.2021 01:00;0;0;1;1000;0;0;1;1000;0;0;0;0
30.04.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2021 04:00;1;1000;0;0;1;1000;0;0;0;0;0;0
30.04.2021 05:00;3;3000;3;3000;3;3000;3;3000;0;0;0;0
30.04.2021 06:00;4;4000;4;4000;4;4000;4;3990;0;0;0;0
30.04.2021 07:00;7;6990;6;6000;7;7000;6;5990;0;0;0;0
30.04.2021 08:00;8;8000;8;7990;8;7990;8;7970;0;0;0;0
30.04.2021 09:00;2;2000;4;3990;2;2000;4;4000;0;0;0;0
30.04.2021 10:00;4;4000;3;3000;4;3990;3;3000;0;0;0;0
30.04.2021 11:00;4;4000;4;3990;4;4000;4;4000;0;0;0;0
30.04.2021 12:00;6;6000;5;5000;6;5990;6;6000;0;0;0;0
30.04.2021 13:00;8;7990;7;7000;8;8000;7;7000;0;0;0;0
30.04.2021 14:00;5;4980;7;7000;5;5000;7;6990;0;0;0;0
30.04.2021 15:00;4;4000;4;4000;4;4000;4;4000;0;0;0;0
30.04.2021 16:00;4;3990;3;3000;4;4000;3;2990;0;0;0;0
30.04.2021 17:00;4;3990;5;5000;4;4000;5;5000;0;0;0;0
30.04.2021 18:00;4;3990;4;3980;4;4000;4;4000;0;0;0;0
