01.06.2020 00:00;Bel_D1;Vwz_D1;Bel_D12;Vwz_D12;Bel_D2;Vwz_D2;Bel_MP1;Vwz_MP1;Bel_MP2;Vwz_MP2;Bel_T35;Vwz_T35;Bel_T35_35a;Vwz_T35_35a;Bel_T35a;Vwz_T35a;Bel_T41;Vwz_T41;Bel_T41_41a;Vwz_T41_41a;Bel_T41a;Vwz_T41a;Bel_VD111a;Vwz_VD111a;Bel_VD111b;Vwz_VD111b;Bel_VD51a;Vwz_VD51a
13.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1570;1;3410;0;0;0;0;0;0;0;0
13.06.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2021 08:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3390;2;2710;8;12550;4;13640;0;0;0;0;0;0;0;0
13.06.2021 09:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;541635;11;18500;3;10220;0;0;0;0;0;0;0;0
13.06.2021 10:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16910;12;16270;20;32610;13;44320;1;1540;0;0;0;0;0;0
13.06.2021 11:00;0;0;0;0;0;0;0;0;0;0;0;0;10;37290;12;184060;28;43760;8;30530;0;0;0;0;0;0;0;0
13.06.2021 12:00;0;0;0;0;0;0;0;0;0;0;0;0;3;10150;16;23390;29;46670;15;51160;2;3080;0;0;0;0;0;0
13.06.2021 13:00;0;0;0;0;0;0;0;0;0;0;0;0;5;17057;17;65410;25;39200;11;34828;2;3090;0;0;0;0;0;0
13.06.2021 14:00;0;0;0;0;0;0;0;0;0;0;0;0;9;98138;21;94330;29;46730;12;43680;1;1540;0;0;0;0;0;0
13.06.2021 15:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16940;28;461142;27;42300;11;37540;2;3080;0;0;0;0;0;0
13.06.2021 16:00;0;0;0;0;0;0;0;0;0;0;0;0;12;40710;26;120550;22;35880;7;23880;6;9320;0;0;0;0;0;0
13.06.2021 17:00;0;0;0;0;0;0;0;0;0;0;0;0;9;30520;29;115060;19;29760;5;17040;3;4640;0;0;0;0;0;0
13.06.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0;8;27189;28;44420;20;34400;11;37490;0;0;0;0;0;0;0;0
13.06.2021 19:00;0;0;0;0;0;0;0;0;0;0;0;0;3;10160;14;50960;28;46400;11;37490;4;6160;0;0;0;0;0;0
13.06.2021 20:00;0;0;0;0;0;0;0;0;0;0;0;0;3;10150;12;17620;17;26590;9;30690;0;0;0;0;0;0;0;0
13.06.2021 21:00;0;0;0;0;0;0;0;0;0;0;0;0;2;6780;9;12288;9;14060;4;13640;0;0;0;0;0;0;0;0
13.06.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3390;4;5420;4;6240;1;3410;0;0;0;0;0;0;0;0
13.06.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3410;0;0;0;0;0;0;0;0
14.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3410;0;0;0;0;0;0;0;0
14.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3390;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.06.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3380;2;2720;9;14235;3;10325;0;0;0;0;0;0;0;0
14.06.2021 07:00;0;0;0;0;0;0;0;0;0;0;0;0;3;10160;33;46250;8;13890;4;13680;0;0;0;0;0;0;0;0
14.06.2021 08:00;0;0;0;0;0;0;0;0;0;0;0;0;12;40710;19;76130;11;17240;7;23900;0;0;0;0;0;0;0;0
14.06.2021 09:00;0;0;0;0;0;0;0;0;0;0;0;0;2;6780;23;34900;21;32940;2;6820;0;0;0;0;0;0;0;0
14.06.2021 10:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16984;14;90069;11;17250;7;23889;4;6170;0;0;0;0;0;0
14.06.2021 11:00;0;0;0;0;0;0;0;0;0;0;0;0;3;10160;14;141424;24;37520;7;23850;2;3090;0;0;0;0;0;0
14.06.2021 12:00;0;0;0;0;0;0;0;0;0;0;0;0;6;20330;11;17190;15;23460;11;37500;0;0;0;0;0;0;0;0
14.06.2021 13:00;0;0;0;0;0;0;0;0;0;0;0;0;6;20330;14;63660;50;81100;10;34090;2;3090;0;0;0;0;0;0
14.06.2021 14:00;0;0;0;0;0;0;0;0;0;0;0;0;3;10170;13;17600;23;36020;10;34080;3;4650;0;0;0;0;0;0
14.06.2021 15:00;0;0;0;0;0;0;0;0;0;0;0;0;6;20360;23;45110;25;39190;13;44409;2;3090;0;0;0;0;0;0
14.06.2021 16:00;0;0;0;0;0;0;0;0;0;0;0;0;12;40720;23;31080;27;44900;8;27280;2;3100;0;0;0;0;0;0
14.06.2021 17:00;0;0;0;0;0;0;0;0;0;0;0;0;4;13580;17;23090;28;45480;24;85160;4;6180;0;0;0;0;0;0
14.06.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0;8;27150;23;33440;26;43430;14;47760;3;4640;0;0;0;0;0;0
14.06.2021 19:00;0;0;0;0;0;0;0;0;0;0;0;0;4;13530;14;18980;29;45410;13;47610;2;3100;0;0;0;0;0;0
14.06.2021 20:00;0;0;0;0;0;0;0;0;0;0;0;0;4;13570;16;137310;17;27967;3;10240;2;3090;0;0;0;0;0;0
14.06.2021 21:00;0;0;0;0;0;0;0;0;0;0;0;0;2;6770;12;16240;13;21910;8;27270;0;0;0;0;0;0;0;0
14.06.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;2;6770;8;10870;3;4680;3;10220;0;0;0;0;0;0;0;0
14.06.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1560;1;3410;0;0;0;0;0;0;0;0
15.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3380;1;1370;1;1560;1;3410;0;0;0;0;0;0;0;0
15.06.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3380;11;19030;6;9440;2;6830;0;0;0;0;0;0;0;0
15.06.2021 07:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16970;25;154720;17;26760;4;13670;0;0;0;0;0;0;0;0
15.06.2021 08:00;0;0;0;0;0;0;0;0;0;0;0;0;6;20370;18;24490;11;17270;9;34050;0;0;0;0;0;0;0;0
15.06.2021 09:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16950;13;17620;18;29520;5;17040;2;3080;0;0;0;0;0;0
15.06.2021 10:00;0;0;0;0;0;0;0;0;0;0;0;0;4;13580;16;21680;13;20330;2;6800;1;1540;0;0;0;0;0;0
15.06.2021 11:00;0;0;0;0;0;0;0;0;0;0;0;0;3;10160;10;13550;16;25030;9;30660;0;0;0;0;0;0;0;0
15.06.2021 12:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16960;16;22950;18;28180;6;20460;2;3080;0;0;0;0;0;0
15.06.2021 13:00;0;0;0;0;0;0;0;0;0;0;0;0;11;35070;15;20160;22;35730;17;61350;2;3080;0;0;0;0;0;0
15.06.2021 14:00;0;0;0;0;0;0;0;0;0;0;0;0;0;2230;18;211670;22;34548;12;40910;1;1540;0;0;0;0;0;0
15.06.2021 15:00;0;0;0;0;0;0;0;0;0;0;0;0;13;44160;28;39280;28;50850;12;40900;5;7710;0;0;0;0;0;0
15.06.2021 16:00;0;0;0;0;0;0;0;0;0;0;0;0;10;33940;27;46040;21;32890;21;74960;1;1540;0;0;0;0;0;0
15.06.2021 17:00;0;0;0;0;0;0;0;0;0;0;0;0;10;33950;15;20340;43;68730;22;75075;1;1540;0;0;0;0;0;0
15.06.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0;3;10190;27;36630;29;49409;20;74740;6;9270;0;0;0;0;0;0
15.06.2021 19:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16940;17;23090;29;46710;15;54570;0;0;0;0;0;0;0;0
15.06.2021 20:00;0;0;0;0;0;0;0;0;0;0;0;0;4;13570;9;167179;23;37320;12;40880;4;6180;0;0;0;0;0;0
15.06.2021 21:00;0;0;0;0;0;0;0;0;0;0;0;0;3;10160;13;17640;8;12490;2;6820;0;0;0;0;0;0;0;0
15.06.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3380;1;1350;5;7840;2;6810;1;1540;0;0;0;0;0;0
15.06.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3390;4;5420;3;4680;0;0;0;0;0;0;0;0;0;0
16.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3410;0;0;0;0;0;0;0;0
16.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3380;1;1360;2;3130;2;6810;0;0;0;0;0;0;0;0
16.06.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;4;13550;3;4070;4;6280;1;3410;1;1550;0;0;0;0;0;0
16.06.2021 07:00;0;0;0;0;0;0;0;0;0;0;0;0;18;61020;33;46200;12;20240;8;27310;0;0;0;0;0;0;0;0
16.06.2021 08:00;0;0;0;0;0;0;0;0;0;0;0;0;7;23700;21;29934;22;35660;14;47800;0;0;0;0;0;0;0;0
16.06.2021 09:00;0;0;0;0;0;0;0;0;0;0;0;0;6;20320;16;21720;17;27920;9;30747;0;0;0;0;0;0;0;0
16.06.2021 10:00;0;0;0;0;0;0;0;0;0;0;0;0;7;23770;25;35006;15;24810;5;17040;1;1540;0;0;0;0;0;0
16.06.2021 11:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3400;14;18950;17;26600;6;20450;2;4540;0;0;0;0;0;0
16.06.2021 12:00;0;0;0;0;0;0;0;0;0;0;0;0;4;13590;11;14920;26;46440;8;27270;1;1540;0;0;0;0;0;0
16.06.2021 13:00;0;0;0;0;0;0;0;0;0;0;0;0;4;13570;22;126640;25;39170;8;27290;0;0;0;0;0;0;0;0
16.06.2021 14:00;0;0;0;0;0;0;0;0;0;0;0;0;7;23816;19;54240;28;45190;6;20470;3;4630;0;0;0;0;0;0
16.06.2021 15:00;0;0;0;0;0;0;0;0;0;0;0;0;12;40740;27;39190;20;31290;9;33990;1;1540;0;0;0;0;0;0
16.06.2021 16:00;0;0;0;0;0;0;0;0;0;0;0;0;6;20370;20;29360;44;78479;24;81890;5;7730;0;0;0;0;0;0
16.06.2021 17:00;0;0;0;0;0;0;0;0;0;0;0;0;9;30560;25;111980;33;54370;19;64790;0;0;0;0;0;0;0;0
16.06.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0;8;27140;15;20330;34;55919;12;40920;5;7740;0;0;0;0;0;0
16.06.2021 19:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16980;11;53326;28;49080;17;61260;0;0;0;0;0;0;0;0
16.06.2021 20:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16950;7;9480;22;34440;7;23880;1;1540;0;0;0;0;0;0
16.06.2021 21:00;0;0;0;0;0;0;0;0;0;0;0;0;4;13560;17;23010;16;26310;8;27260;0;0;0;0;0;0;0;0
16.06.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;2;6770;5;6770;2;3110;3;10220;2;3080;0;0;0;0;0;0
16.06.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3410;0;0;0;0;0;0;0;0
17.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3380;3;4070;0;0;1;3410;0;0;0;0;0;0;0;0
17.06.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;3;10160;4;6700;6;9410;3;10240;0;0;0;0;0;0;0;0
17.06.2021 07:00;0;0;0;0;0;0;0;0;0;0;0;0;4;13580;20;28510;11;17344;5;17090;0;0;0;0;0;0;0;0
17.06.2021 08:00;0;0;0;0;0;0;0;0;0;0;0;0;7;23760;21;28480;21;32860;7;23870;1;1550;0;0;0;0;0;0
17.06.2021 09:00;0;0;0;0;0;0;0;0;0;0;0;0;5;17026;25;126059;18;28260;7;23840;0;0;0;0;0;0;0;0
17.06.2021 10:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16980;9;13582;20;35116;9;30650;3;4610;0;0;0;0;0;0
17.06.2021 11:00;0;0;0;0;0;0;0;0;0;0;0;0;3;10170;10;13520;19;31180;8;27240;1;1540;0;0;0;0;0;0
17.06.2021 12:00;0;0;0;0;0;0;0;0;0;0;0;0;3;10190;12;16250;27;45000;10;34090;2;3080;0;0;0;0;0;0
17.06.2021 13:00;0;0;0;0;0;0;0;0;0;0;0;0;9;30550;16;21680;22;35700;17;61260;4;6160;0;0;0;0;0;0
17.06.2021 14:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16950;17;23010;27;45400;16;54530;2;3080;0;0;0;0;0;0
17.06.2021 15:00;0;0;0;0;0;0;0;0;0;0;0;0;8;27150;15;20320;21;36541;9;30739;1;1540;0;0;0;0;0;0
17.06.2021 16:00;0;0;0;0;0;0;0;0;0;0;0;0;9;30540;32;43380;31;53940;22;91730;3;4630;0;0;0;0;0;0
17.06.2021 17:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16960;15;20320;27;43631;15;51110;4;6160;0;0;0;0;0;0
17.06.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0;7;23750;12;17490;30;49660;20;68269;6;9260;0;0;0;0;0;0
17.06.2021 19:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16950;15;20270;36;60280;9;30640;1;1540;0;0;0;0;0;0
17.06.2021 20:00;0;0;0;0;0;0;0;0;0;0;0;0;2;6780;16;21660;25;40370;9;30690;2;3090;0;0;0;0;0;0
17.06.2021 21:00;0;0;0;0;0;0;0;0;0;0;0;0;2;6780;21;28440;9;14050;1;3400;1;1530;0;0;0;0;0;0
17.06.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;36060;3;4690;2;6800;0;0;0;0;0;0;0;0
17.06.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2700;1;1560;0;0;0;0;0;0;0;0;0;0
18.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3390;1;1350;0;0;0;0;0;0;0;0;0;0;0;0
18.06.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3380;8;10860;8;12550;3;10230;0;0;0;0;0;0;0;0
18.06.2021 07:00;0;0;0;0;0;0;0;0;0;0;0;0;4;13560;25;35350;17;28260;8;27340;0;0;0;0;0;0;0;0
18.06.2021 08:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16970;14;18990;22;38420;4;13620;1;1540;0;0;0;0;0;0
18.06.2021 09:00;0;0;0;0;0;0;0;0;0;0;0;0;4;13570;17;55320;15;24780;6;20460;1;1540;0;0;0;0;0;0
18.06.2021 10:00;0;0;0;0;0;0;0;0;0;0;0;0;7;23793;9;12160;16;25010;10;34080;1;1540;0;0;0;0;0;0
18.06.2021 11:00;0;0;0;0;0;0;0;0;0;0;0;0;3;10180;8;10840;22;35740;6;19130;2;3080;0;0;0;0;0;0
18.06.2021 12:00;0;0;0;0;0;0;0;0;0;0;0;0;2;6780;14;18950;33;51899;10;35430;1;1540;0;0;0;0;0;0
18.06.2021 13:00;0;0;0;0;0;0;0;0;0;0;0;0;2;6780;16;21650;33;51868;14;47750;2;3080;0;0;0;0;0;0
18.06.2021 14:00;0;0;0;0;0;0;0;0;0;0;0;0;6;20360;19;27020;26;41802;16;64550;2;3080;0;0;0;0;0;0
18.06.2021 15:00;0;0;0;0;0;0;0;0;0;0;0;0;6;20420;18;25650;19;31150;12;44160;3;5900;0;0;0;0;0;0
18.06.2021 16:00;0;0;0;0;0;0;0;0;0;0;0;0;10;33940;24;32540;23;37260;11;37490;2;3080;0;0;0;0;0;0
18.06.2021 17:00;0;0;0;0;0;0;0;0;0;0;0;0;3;10180;21;29700;28;48100;18;64690;7;10780;0;0;0;0;0;0
18.06.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0;4;13570;11;14880;22;34430;14;47680;4;7430;0;0;0;0;0;0
18.06.2021 19:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3390;12;16240;25;41770;12;40900;3;5910;0;0;0;0;0;0
18.06.2021 20:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3400;8;10810;10;15640;11;37470;2;3060;0;0;0;0;0;0
18.06.2021 21:00;0;0;0;0;0;0;0;0;0;0;0;0;3;10150;10;364214;9;14050;4;13630;0;0;0;0;0;0;0;0
18.06.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;2;6770;10;13520;11;18520;3;10190;2;3080;0;0;0;0;0;0
18.06.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3380;3;128216;1;1560;2;6810;0;0;0;0;0;0;0;0
19.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1350;0;0;0;0;1;1540;0;0;0;0;0;0
19.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1350;0;0;0;0;0;0;0;0;0;0;0;0
19.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.06.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1350;1;1560;0;0;0;0;0;0;0;0;0;0
19.06.2021 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6780;6;9410;1;3410;0;0;0;0;0;0;0;0
19.06.2021 08:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16970;15;20310;11;19810;3;10250;0;0;0;0;0;0;0;0
19.06.2021 09:00;0;0;0;0;0;0;0;0;0;0;0;0;9;30500;14;18920;14;21880;9;30660;0;0;0;0;0;0;0;0
19.06.2021 10:00;0;0;0;0;0;0;0;0;0;0;0;0;7;23740;24;33740;17;26570;11;40740;0;0;0;0;0;0;0;0
19.06.2021 11:00;0;0;0;0;0;0;0;0;0;0;0;0;8;27140;16;21640;19;32426;11;37480;0;0;0;0;0;0;0;0
19.06.2021 12:00;0;0;0;0;0;0;0;0;0;0;0;0;8;27170;11;17570;20;32560;5;17010;1;1540;0;0;0;0;0;0
19.06.2021 13:00;0;0;0;0;0;0;0;0;0;0;0;0;3;10180;19;26980;16;24990;14;47720;2;3080;0;0;0;0;0;0
19.06.2021 14:00;0;0;0;0;0;0;0;0;0;0;0;0;2;6770;11;14900;42;72490;10;34100;3;6130;0;0;0;0;0;0
19.06.2021 15:00;0;0;0;0;0;0;0;0;0;0;0;0;3;10170;15;20320;30;51050;14;47730;0;0;0;0;0;0;0;0
19.06.2021 16:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16980;14;19250;22;37010;8;30540;0;0;0;0;0;0;0;0
19.06.2021 17:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16990;15;22840;25;41840;6;20440;3;4630;0;0;0;0;0;0
19.06.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0;4;13659;9;12239;14;21900;7;23860;2;3080;0;0;0;0;0;0
19.06.2021 19:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16940;10;13510;21;35622;7;23860;0;0;0;0;0;0;0;0
19.06.2021 20:00;0;0;0;0;0;0;0;0;0;0;0;0;4;13570;5;6760;19;31000;11;37480;3;4620;0;0;0;0;0;0
19.06.2021 21:00;0;0;0;0;0;0;0;0;0;0;0;0;2;6770;13;17610;6;9380;6;20460;2;3090;0;0;0;0;0;0
19.06.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;2;6770;10;13530;5;9090;4;13600;0;0;0;0;0;0;0;0
19.06.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4050;8;12520;4;13630;0;0;0;0;0;0;0;0
20.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3380;2;93150;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1350;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1560;0;0;0;0;0;0;0;0;0;0
20.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1560;0;0;0;0;0;0;0;0;0;0
20.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.06.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1540;0;0;0;0;0;0
20.06.2021 07:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7700;0;0;0;0;0;0;0;0;0;0
20.06.2021 08:00;0;0;0;0;0;0;0;0;0;0;0;0;2;6770;6;10650;8;12530;1;3400;0;0;0;0;0;0;0;0
20.06.2021 09:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3380;5;6770;10;15660;8;27280;1;1540;0;0;0;0;0;0
20.06.2021 10:00;0;0;0;0;0;0;0;0;0;0;0;0;2;6780;13;17570;14;21900;5;17060;1;1530;0;0;0;0;0;0
20.06.2021 11:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16940;16;21620;16;25000;4;13630;3;4630;0;0;0;0;0;0
20.06.2021 12:00;0;0;0;0;0;0;0;0;0;0;0;0;10;33929;19;25739;26;41960;8;27240;1;1540;0;0;0;0;0;0
20.06.2021 13:00;0;0;0;0;0;0;0;0;0;0;0;0;7;23710;8;10840;16;25020;9;34050;4;6170;0;0;0;0;0;0
20.06.2021 14:00;0;0;0;0;0;0;0;0;0;0;0;0;9;30540;17;55020;26;40700;12;40945;1;1540;0;0;0;0;0;0
20.06.2021 15:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16980;20;28380;21;34179;8;27260;2;3080;0;0;0;0;0;0
20.06.2021 16:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16970;21;28470;20;31310;10;34100;2;3080;0;0;0;0;0;0
20.06.2021 17:00;0;0;0;0;0;0;0;0;0;0;0;0;7;23720;22;76150;20;34290;4;13650;2;3080;0;0;0;0;0;0
20.06.2021 18:00;0;0;0;0;0;0;0;0;0;0;0;0;2;6780;14;18910;30;48250;8;27260;0;0;0;0;0;0;0;0
20.06.2021 19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;13520;18;29420;9;30660;4;6170;0;0;0;0;0;0
20.06.2021 20:00;0;0;0;0;0;0;0;0;0;0;0;0;6;20320;13;122146;9;15570;2;6800;0;0;0;0;0;0;0;0
20.06.2021 21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;12210;7;12390;3;13150;0;0;0;0;0;0;0;0
20.06.2021 22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4700;1;3400;0;0;0;0;0;0;0;0
20.06.2021 23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2021 00:00;0;0;0;0;0;0;0;0;0;0;0;0;1;3390;1;1360;0;0;1;3400;1;1550;0;0;0;0;0;0
21.06.2021 01:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2021 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2021 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2021 04:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2021 05:00;0;0;0;0;0;0;0;0;0;0;0;0;2;6760;1;1350;1;1560;1;3410;0;0;0;0;0;0;0;0
21.06.2021 06:00;0;0;0;0;0;0;0;0;0;0;0;0;5;16920;3;4070;7;10980;4;13650;0;0;0;0;0;0;0;0
