01.06.2020 00:00;Bel_D1;Vwz_D1;Bel_D12;Vwz_D12;Bel_D2;Vwz_D2;Bel_MP1;Vwz_MP1;Bel_MP2;Vwz_MP2;Bel_T35;Vwz_T35;Bel_T35_35a;Vwz_T35_35a;Bel_T35a;Vwz_T35a;Bel_T41;Vwz_T41;Bel_T41_41a;Vwz_T41_41a;Bel_T41a;Vwz_T41a;Bel_VD111a;Vwz_VD111a;Bel_VD111b;Vwz_VD111b;Bel_VD51a;Vwz_VD51a
01.06.2020 00:00;106;64446;3;4866;118;62040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 01:00;64;38070;0;0;87;44530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 02:00;40;24340;1;1240;48;25310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 03:00;31;19210;0;0;36;20040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 04:00;56;33670;1;5900;22;14180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 05:00;149;122550;1;4170;44;22650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 06:00;68;52110;1;4060;77;42490;0;0;0;0;0;0;0;0;0;0;1;1570;0;0;0;0;0;0;0;0;0;0
01.06.2020 07:00;98;73899;2;8230;78;45500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.06.2020 08:00;121;83294;2;5200;89;52930;0;0;0;0;0;0;1;3390;2;11047;0;0;1;3410;0;0;0;0;0;0;0;0
01.06.2020 09:00;225;182841;2;5850;188;101920;0;0;0;0;0;0;1;3390;3;4070;3;4680;1;3410;0;0;0;0;0;0;0;0
01.06.2020 10:00;367;405606;7;22870;298;166218;0;0;0;0;0;0;5;16920;9;17420;21;34149;12;40880;1;1540;0;0;0;0;0;0
01.06.2020 11:00;435;504539;8;15020;462;297728;0;0;0;0;0;0;2;6780;11;14910;17;27860;4;13630;0;0;0;0;0;0;0;0
01.06.2020 12:00;479;564029;10;16570;440;255040;0;0;0;0;0;0;2;6780;13;19600;23;35980;7;23870;14;25388;0;0;0;0;0;0
01.06.2020 13:00;542;615549;9;65480;517;301600;0;0;0;0;0;0;5;16950;18;32907;15;23521;10;34120;3;4630;0;0;0;0;0;0
01.06.2020 14:00;578;732636;5;25140;560;351758;0;0;0;0;0;0;3;10160;20;29680;27;48790;12;40930;0;0;0;0;0;0;0;0
01.06.2020 15:00;580;715385;8;42480;438;299137;0;0;0;0;0;0;5;16979;17;24340;22;35710;9;30710;1;1540;0;0;0;0;0;0
01.06.2020 16:00;581;690235;16;35410;438;363147;0;0;0;0;0;0;9;30520;26;36620;25;40280;18;61430;2;3090;0;0;0;0;0;0
01.06.2020 17:00;622;835669;4;28760;436;355229;0;0;0;0;0;0;7;23740;18;24460;17;26640;12;40987;2;3080;0;0;0;0;0;0
01.06.2020 18:00;576;783800;2;4650;412;273240;0;0;0;0;0;0;8;27120;17;23230;14;23150;12;40890;2;3080;0;0;0;0;0;0
01.06.2020 19:00;521;671237;6;47800;397;274687;0;0;0;0;0;0;1;3390;21;28500;10;15610;5;17050;1;1540;0;0;0;0;0;0
01.06.2020 20:00;445;453656;6;9320;343;228030;0;0;0;0;0;0;3;10170;19;48100;5;7810;4;13640;0;0;0;0;0;0;0;0
01.06.2020 21:00;381;321581;5;9030;284;161788;0;0;0;0;0;0;1;3380;7;9480;6;9380;2;6810;2;3080;0;0;0;0;0;0
01.06.2020 22:00;215;181750;2;6340;237;131900;0;0;0;0;0;0;0;0;2;2720;2;3130;0;0;0;0;0;0;0;0;0;0
01.06.2020 23:00;116;76690;2;8130;130;74168;0;0;0;0;0;0;0;0;1;1350;1;1560;3;10230;0;0;0;0;0;0;0;0
02.06.2020 00:00;63;38470;2;3581;68;39874;0;0;0;0;0;0;0;0;0;0;0;0;1;3410;1;1550;0;0;0;0;0;0
02.06.2020 01:00;30;19430;0;0;34;18070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 02:00;35;20140;3;17960;32;19070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 03:00;33;30010;2;2580;27;15430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 04:00;140;97210;3;11270;38;25830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.06.2020 05:00;796;1083815;5;53820;133;92310;0;0;0;0;0;0;0;0;3;4080;1;1570;0;0;0;0;0;0;0;0;0;0
02.06.2020 06:00;999;1582309;16;82850;360;269886;0;0;0;0;0;0;1;3380;7;9670;5;7860;2;6830;0;0;0;0;0;0;0;0
02.06.2020 07:00;939;1692969;26;198810;502;384770;0;0;0;0;0;0;3;10160;15;20620;14;23532;5;17070;0;0;0;0;0;0;0;0
02.06.2020 08:00;898;1630213;22;266050;478;370845;0;0;0;0;0;0;3;10170;14;19010;13;20370;4;13670;0;0;0;0;0;0;0;0
02.06.2020 09:00;917;1556696;12;63130;526;377669;0;0;0;0;0;0;5;16950;20;27181;12;21429;4;13640;0;0;0;0;0;0;0;0
02.06.2020 10:00;864;1392214;10;62330;582;467182;0;0;0;0;0;0;3;10160;16;21690;18;28130;5;17050;2;3070;0;0;0;0;0;0
02.06.2020 11:00;710;991409;19;85910;671;516210;0;0;0;0;0;0;6;20300;9;12210;18;30980;7;23840;2;3090;0;0;0;0;0;0
02.06.2020 12:00;813;1156997;9;44100;739;625796;0;0;0;0;0;0;5;16930;8;10870;20;31290;3;10230;0;0;0;0;0;0;0;0
02.06.2020 13:00;815;1100655;17;51010;758;629869;0;0;0;0;0;0;7;23710;24;35100;19;29710;9;27790;3;4620;0;0;0;0;0;0
02.06.2020 14:00;746;1013345;17;105010;900;777334;0;0;0;0;0;0;4;13560;12;16270;17;27740;12;43820;2;3080;0;0;0;0;0;0
02.06.2020 15:00;798;1125686;14;67219;1091;1042911;0;0;0;0;0;0;13;47310;17;23100;18;30800;12;40930;2;3080;0;0;0;0;0;0
02.06.2020 16:00;717;942426;20;128529;1061;1138833;0;0;0;0;0;0;6;20340;14;19020;29;46523;7;23870;6;9280;0;0;0;0;0;0
02.06.2020 17:00;635;832651;24;82417;982;1084140;0;0;0;0;0;0;3;10190;16;22830;26;40680;10;34110;3;4620;0;0;0;0;0;0
02.06.2020 18:00;612;937945;12;84390;867;895464;0;0;0;0;0;0;5;16960;19;27090;25;40360;14;47740;1;1540;0;0;0;0;0;0
02.06.2020 19:00;403;651348;9;27240;606;621183;0;0;0;0;0;0;4;13560;17;23070;19;29710;11;40828;2;3090;0;0;0;0;0;0
02.06.2020 20:00;326;386440;9;40050;433;294195;0;0;0;0;0;0;3;10140;7;10840;12;20060;6;20480;0;0;0;0;0;0;0;0
02.06.2020 21:00;281;353000;4;13780;305;187239;0;0;0;0;0;0;2;6770;10;38987;7;10819;4;13620;1;1530;0;0;0;0;0;0
02.06.2020 22:00;178;151280;5;36300;291;181520;0;0;0;0;0;0;0;0;5;6780;4;7710;2;6820;0;0;0;0;0;0;0;0
02.06.2020 23:00;96;62090;4;8770;140;77664;0;0;0;0;0;0;1;3390;1;1360;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 00:00;51;31290;1;3870;66;37730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 01:00;34;24590;1;1780;39;23650;0;0;0;0;0;0;0;0;0;0;1;1570;0;0;0;0;0;0;0;0;0;0
03.06.2020 02:00;25;20140;0;0;39;25330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 03:00;30;24960;0;0;19;13800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 04:00;123;82650;3;13450;31;21958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 05:00;787;1022270;8;24850;121;85070;0;0;0;0;0;0;1;3380;2;2720;0;0;0;0;0;0;0;0;0;0;0;0
03.06.2020 06:00;1005;1552080;15;194864;400;282096;0;0;0;0;0;0;0;0;7;9550;5;7850;2;6830;0;0;0;0;0;0;0;0
03.06.2020 07:00;954;1680316;27;404367;503;386771;0;0;0;0;0;0;2;6780;14;19449;8;15140;2;6830;0;0;0;0;0;0;0;0
03.06.2020 08:00;888;1486779;22;233950;523;410026;0;0;0;0;0;0;5;16960;16;22260;14;22010;1;3410;0;0;0;0;0;0;0;0
03.06.2020 09:00;838;1373233;10;89570;478;344400;0;0;0;0;0;0;3;10170;16;23370;12;18887;8;27340;0;0;0;0;0;0;0;0
03.06.2020 10:00;799;1047470;13;52520;513;358641;0;0;0;0;0;0;2;6790;14;23230;18;29470;1;3410;0;0;0;0;0;0;0;0
03.06.2020 11:00;704;915078;9;21570;607;431350;0;0;0;0;0;0;5;16940;13;17630;16;26330;9;30700;2;3090;0;0;0;0;0;0
03.06.2020 12:00;729;905978;11;56190;679;536330;0;0;0;0;0;0;4;13540;7;9490;16;25030;9;30690;1;1540;0;0;0;0;0;0
03.06.2020 13:00;794;1011976;9;30500;789;582688;0;0;0;0;0;0;2;6780;16;22799;18;29420;3;10220;0;0;0;0;0;0;0;0
03.06.2020 14:00;719;956245;14;77790;900;805944;0;0;0;0;0;0;3;10170;16;22950;22;34522;8;27280;1;1540;0;0;0;0;0;0
03.06.2020 15:00;739;932058;15;72600;1087;1180783;0;0;0;0;0;0;4;13550;16;21788;20;31280;10;34110;4;6023;0;0;0;0;0;0
03.06.2020 16:00;716;994226;16;73160;1065;1148347;0;0;0;0;0;0;2;6780;11;16820;25;39130;17;58020;9;13870;0;0;0;0;0;0
03.06.2020 17:00;791;990442;21;76269;1009;1085286;0;0;0;0;0;0;8;27100;29;41916;17;26596;12;40900;4;7570;0;0;0;0;0;0
03.06.2020 18:00;596;694152;17;108040;834;768463;0;0;0;0;0;0;3;10160;14;18980;25;40320;2;6810;2;3070;0;0;0;0;0;0
03.06.2020 19:00;393;487519;12;38340;583;482698;0;0;0;0;0;0;3;10140;9;12170;9;15630;7;23850;1;1540;0;0;0;0;0;0
03.06.2020 20:00;331;272171;6;15588;419;284528;0;0;0;0;0;0;3;10150;7;12100;3;4680;4;13630;0;0;0;0;0;0;0;0
03.06.2020 21:00;248;196242;9;35460;324;208928;0;0;0;0;0;0;1;3380;2;2720;5;7820;3;10230;1;1540;0;0;0;0;0;0
03.06.2020 22:00;174;135020;6;17540;317;182050;0;0;0;0;0;0;0;0;1;1360;2;3140;1;3410;0;0;0;0;0;0;0;0
03.06.2020 23:00;87;57450;2;6790;132;74171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 00:00;61;38250;2;4120;71;44530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 01:00;42;32670;0;0;30;16300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 02:00;27;20770;0;0;42;25220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 03:00;34;24240;0;0;23;13830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 04:00;145;101560;3;11500;48;31530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2020 05:00;761;918274;6;32760;130;86880;0;0;0;0;0;0;0;0;0;0;1;1570;0;0;0;0;0;0;0;0;0;0
04.06.2020 06:00;1009;1523876;20;119117;370;265868;0;0;0;0;0;0;1;3390;3;4080;3;4700;0;0;1;1550;0;0;0;0;0;0
04.06.2020 07:00;927;1631077;27;214250;488;352248;0;0;0;0;0;0;3;10160;17;23160;7;10990;2;6830;0;0;0;0;0;0;0;0
04.06.2020 08:00;921;1606193;21;166140;481;361400;0;0;0;0;0;0;2;6770;15;20810;6;9430;2;6830;0;0;0;0;0;0;0;0
04.06.2020 09:00;805;1104018;11;125380;488;376444;0;0;0;0;0;0;0;0;8;10890;11;17290;2;6840;0;0;0;0;0;0;0;0
04.06.2020 10:00;706;885562;8;18940;496;340387;0;0;0;0;0;0;1;3390;18;24620;9;14130;2;6820;1;1540;0;0;0;0;0;0
04.06.2020 11:00;716;851700;13;156930;620;490835;0;0;0;0;0;0;1;3390;10;14860;14;21940;4;13660;1;1550;0;0;0;0;0;0
04.06.2020 12:00;698;765723;9;64230;665;462717;0;0;0;0;0;0;3;10150;6;9420;8;14000;4;13640;0;0;0;0;0;0;0;0
04.06.2020 13:00;792;914938;7;31270;774;587578;0;0;0;0;0;0;1;3390;8;10880;15;26380;6;20470;1;1550;0;0;0;0;0;0
04.06.2020 14:00;728;944583;11;62430;907;692511;0;0;0;0;0;0;3;10180;21;28660;12;20170;8;27378;0;0;0;0;0;0;0;0
04.06.2020 15:00;730;847678;13;66000;1038;916835;0;0;0;0;0;0;5;16970;13;17700;15;23540;10;34160;3;4650;0;0;0;0;0;0
04.06.2020 16:00;776;1094856;20;57300;993;1101768;0;0;0;0;0;0;2;6770;16;24211;22;34530;13;57530;2;3080;0;0;0;0;0;0
04.06.2020 17:00;665;826393;19;55779;989;923566;0;0;0;0;0;0;2;6780;15;22020;23;38850;8;27310;6;9280;0;0;0;0;0;0
04.06.2020 18:00;574;644417;12;31590;882;895620;0;0;0;0;0;0;8;27130;16;22500;19;29790;5;17050;2;3100;0;0;0;0;0;0
04.06.2020 19:00;383;408760;11;26040;608;492400;0;0;0;0;0;0;4;13530;8;15430;17;29290;7;23900;1;1540;0;0;0;0;0;0
04.06.2020 20:00;313;279810;8;59330;469;338816;0;0;0;0;0;0;2;6770;8;10910;6;9420;2;6820;0;0;0;0;0;0;0;0
04.06.2020 21:00;218;198290;6;16090;308;180060;0;0;0;0;0;0;2;6760;5;6810;4;6290;2;6830;0;0;0;0;0;0;0;0
04.06.2020 22:00;156;119340;3;12160;249;141750;0;0;0;0;0;0;0;0;1;1360;3;4720;0;0;0;0;0;0;0;0;0;0
04.06.2020 23:00;81;51238;2;6890;133;74769;0;0;0;0;0;0;0;0;3;4110;2;3140;0;0;0;0;0;0;0;0;0;0
05.06.2020 00:00;60;41479;2;6780;72;43556;0;0;0;0;0;0;0;0;1;1360;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 01:00;31;19640;2;3720;36;21730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 02:00;26;18770;0;0;30;18620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 03:00;37;29677;0;0;20;15478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 04:00;129;89840;3;11270;29;21430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2020 05:00;769;950066;6;34120;143;92419;0;0;0;0;0;0;0;0;0;0;1;1570;0;0;0;0;0;0;0;0;0;0
05.06.2020 06:00;962;1429143;21;91930;369;259059;0;0;0;0;0;0;1;3380;2;2720;1;1580;1;3420;0;0;0;0;0;0;0;0
05.06.2020 07:00;922;1486742;23;278600;474;361703;0;0;0;0;0;0;2;6770;10;13610;15;23610;7;23910;0;0;0;0;0;0;0;0
05.06.2020 08:00;852;1377432;28;241350;488;377599;0;0;0;0;0;0;1;3390;13;19080;12;22800;4;13680;1;1550;0;0;0;0;0;0
05.06.2020 09:00;810;1078964;12;69260;469;352101;0;0;0;0;0;0;4;13540;6;12370;8;12590;3;10250;0;0;0;0;0;0;0;0
05.06.2020 10:00;834;1198973;10;69110;585;495991;0;0;0;0;0;0;3;10215;19;28950;14;23440;2;6820;2;4450;0;0;0;0;0;0
05.06.2020 11:00;777;1163487;20;82950;688;512839;0;0;0;0;0;0;3;10160;20;28520;15;26190;5;17070;0;0;0;0;0;0;0;0
05.06.2020 12:00;797;1035553;10;73200;843;798915;0;0;0;0;0;0;8;27120;18;26410;22;40019;10;34130;2;4500;0;0;0;0;0;0
05.06.2020 13:00;823;1055309;14;41860;903;858720;0;0;0;0;0;0;9;28590;13;17680;27;42450;6;20480;1;1540;0;0;0;0;0;0
05.06.2020 14:00;809;1071871;12;95430;957;932257;0;0;0;0;0;0;6;22230;15;21770;27;43920;12;40960;0;0;0;0;0;0;0;0
05.06.2020 15:00;917;1113165;17;48620;1000;1020674;0;0;0;0;0;0;4;13550;12;16310;16;27840;5;17060;2;3090;0;0;0;0;0;0
05.06.2020 16:00;775;929176;19;74690;994;1027039;0;0;0;0;0;0;3;10160;6;8170;10;15710;12;40960;4;6069;0;0;0;0;0;0
05.06.2020 17:00;720;804550;17;87900;922;806987;0;0;0;0;0;0;4;13540;4;5450;16;25190;14;51339;2;3110;0;0;0;0;0;0
05.06.2020 18:00;621;835856;11;41248;827;680415;0;0;0;0;0;0;5;16950;7;9540;10;15720;13;47710;0;0;0;0;0;0;0;0
05.06.2020 19:00;461;479911;8;26230;601;439506;0;0;0;0;0;0;1;3390;5;7190;10;15760;3;10240;0;0;0;0;0;0;0;0
05.06.2020 20:00;352;297470;5;29410;474;302030;0;0;0;0;0;0;1;3380;2;2780;10;15760;5;17100;0;0;0;0;0;0;0;0
05.06.2020 21:00;265;200772;6;19380;312;181985;0;0;0;0;0;0;0;0;2;2730;6;10840;1;3420;0;0;0;0;0;0;0;0
05.06.2020 22:00;212;139857;5;14330;306;174500;0;0;0;0;0;0;0;0;0;0;2;3150;0;0;0;0;0;0;0;0;0;0
05.06.2020 23:00;134;108460;3;7550;214;126770;0;0;0;0;0;0;0;0;1;1370;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 00:00;90;53950;1;3320;134;74700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 01:00;68;48190;1;1090;79;41680;0;0;0;0;0;0;0;0;0;0;1;1570;0;0;0;0;0;0;0;0;0;0
06.06.2020 02:00;44;25000;0;0;50;30265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 03:00;35;29900;0;0;44;24990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 04:00;66;42150;1;5400;43;26660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 05:00;232;156550;1;4310;62;39470;0;0;0;0;0;0;1;3390;1;1360;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 06:00;227;147470;3;12300;155;100940;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 07:00;312;213747;6;26920;159;102716;0;0;0;0;0;0;0;0;0;0;1;1560;2;6830;0;0;0;0;0;0;0;0
06.06.2020 08:00;398;315868;6;22020;212;138254;0;0;0;0;0;0;1;3390;3;4080;2;3140;2;6830;0;0;0;0;0;0;0;0
06.06.2020 09:00;610;501358;7;28400;333;194250;0;0;0;0;0;0;4;13560;4;5460;3;4730;4;13680;0;0;0;0;0;0;0;0
06.06.2020 10:00;782;798650;12;61519;436;272180;0;0;0;0;0;0;5;16950;13;20270;12;21510;6;23920;0;0;0;0;0;0;0;0
06.06.2020 11:00;819;1062868;15;51070;529;329089;0;0;0;0;0;0;4;13550;19;27027;15;26170;6;20500;0;0;0;0;0;0;0;0
06.06.2020 12:00;859;1005667;12;23230;669;467133;0;0;0;0;0;0;3;10180;10;13640;20;33020;9;30610;0;0;0;0;0;0;0;0
06.06.2020 13:00;877;996361;12;86797;713;466250;0;0;0;0;0;0;2;6780;6;8750;13;20430;7;23900;0;0;0;0;0;0;0;0
06.06.2020 14:00;861;1144145;14;50158;816;543985;0;0;0;0;0;0;5;16960;21;28678;19;31170;5;17080;1;1550;0;0;0;0;0;0
06.06.2020 15:00;880;1160438;14;63360;767;496813;0;0;0;0;0;0;2;6760;12;16320;15;22280;6;20470;1;1550;0;0;0;0;0;0
06.06.2020 16:00;700;794443;9;29770;677;416855;0;0;0;0;0;0;4;13540;11;14980;12;21420;8;26360;1;1550;0;0;0;0;0;0
06.06.2020 17:00;595;844462;11;22930;679;474408;0;0;0;0;0;0;4;13570;16;21800;18;31410;15;52190;2;3100;0;0;0;0;0;0
06.06.2020 18:00;548;702569;10;53389;690;466137;0;0;0;0;0;0;2;6780;16;23910;28;44020;15;51260;3;4650;0;0;0;0;0;0
06.06.2020 19:00;401;336008;8;47120;524;314487;0;0;0;0;0;0;0;0;8;10880;5;7840;4;13660;1;1550;0;0;0;0;0;0
06.06.2020 20:00;336;263647;5;16410;456;264907;0;0;0;0;0;0;4;13560;8;10890;9;16760;3;10260;0;0;0;0;0;0;0;0
06.06.2020 21:00;265;194070;8;15030;324;181398;0;0;0;0;0;0;1;3390;5;6790;7;12340;0;0;0;0;0;0;0;0;0;0
06.06.2020 22:00;219;146100;5;63740;290;163707;0;0;0;0;0;0;1;3380;4;5690;0;0;0;0;0;0;0;0;0;0;0;0
06.06.2020 23:00;181;114128;3;20340;224;131715;0;0;0;0;0;0;0;0;0;0;1;1560;0;0;0;0;0;0;0;0;0;0
07.06.2020 00:00;125;80270;1;2980;150;86980;0;0;0;0;0;0;0;0;0;0;1;1570;1;3410;0;0;0;0;0;0;0;0
07.06.2020 01:00;93;65980;3;6310;106;54640;0;0;0;0;0;0;0;0;0;0;1;1570;0;0;0;0;0;0;0;0;0;0
07.06.2020 02:00;56;34400;2;2580;66;33710;0;0;0;0;0;0;0;0;0;0;1;1570;0;0;0;0;0;0;0;0;0;0
07.06.2020 03:00;57;34081;0;0;58;30020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 04:00;60;37240;1;4910;40;20520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 05:00;134;71300;1;5000;38;20540;0;0;0;0;0;0;0;0;1;1360;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 06:00;85;46110;1;4410;78;41150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 07:00;70;41550;2;8140;61;33420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 08:00;123;90087;1;3270;80;45640;0;0;0;0;0;0;0;0;0;0;3;4710;3;10240;0;0;0;0;0;0;0;0
07.06.2020 09:00;301;274360;1;4120;189;111655;0;0;0;0;0;0;1;3380;2;2720;14;21980;4;13650;0;0;0;0;0;0;0;0
07.06.2020 10:00;334;359015;10;13230;271;180530;0;0;0;0;0;0;3;10160;11;14960;6;9390;9;34050;1;1540;0;0;0;0;0;0
07.06.2020 11:00;415;549491;9;34110;392;344217;0;0;0;0;0;0;1;3380;11;14960;20;31370;9;30710;0;0;0;0;0;0;0;0
07.06.2020 12:00;495;578184;4;10120;432;306376;0;0;0;0;0;0;1;3380;13;17670;12;20090;8;30560;0;0;0;0;0;0;0;0
07.06.2020 13:00;549;802341;7;9930;454;347476;0;0;0;0;0;0;9;30500;16;23040;22;34530;10;34120;1;1540;0;0;0;0;0;0
07.06.2020 14:00;598;966161;8;18250;578;532941;0;0;0;0;0;0;4;13616;16;25780;26;41820;13;44380;1;1550;0;0;0;0;0;0
07.06.2020 15:00;606;1178346;10;62191;488;458509;0;0;0;0;0;0;5;16940;24;36580;26;42090;9;30750;2;3080;0;0;0;0;0;0
07.06.2020 16:00;571;886137;8;26879;454;387154;0;0;0;0;0;0;3;10241;21;31750;30;47030;9;30743;2;3080;0;0;0;0;0;0
07.06.2020 17:00;624;806134;16;55029;445;401459;0;0;0;0;0;0;4;13530;21;28520;16;25070;11;37560;8;16360;0;0;0;0;0;0
07.06.2020 18:00;557;902371;13;66650;449;394030;0;0;0;0;0;0;6;20320;17;24780;25;40750;12;40930;2;3090;0;0;0;0;0;0
07.06.2020 19:00;519;742166;5;8120;398;294648;0;0;0;0;0;0;2;6780;16;22610;18;29670;8;27362;1;1550;0;0;0;0;0;0
07.06.2020 20:00;380;286610;4;7840;296;201675;0;0;0;0;0;0;0;0;9;12250;7;10990;2;6830;0;0;0;0;0;0;0;0
07.06.2020 21:00;297;231780;5;36960;256;144439;0;0;0;0;0;0;3;10160;11;17490;1;1560;0;0;0;0;0;0;0;0;0;0
07.06.2020 22:00;197;119470;5;11700;218;118530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.06.2020 23:00;94;57110;3;13450;113;63150;0;0;0;0;0;0;0;0;0;0;0;0;1;3420;0;0;0;0;0;0;0;0
08.06.2020 00:00;59;36720;1;3570;72;43180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 01:00;37;23810;3;3080;52;31360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 02:00;31;26390;0;0;26;13540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 03:00;40;28120;0;0;20;13050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 04:00;152;103770;3;13140;35;22960;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.06.2020 05:00;813;1067893;8;59250;119;83580;0;0;0;0;0;0;0;0;1;1360;1;1570;0;0;0;0;0;0;0;0;0;0
08.06.2020 06:00;994;1543441;17;149050;353;258894;0;0;0;0;0;0;2;6780;3;4090;7;11000;2;6820;0;0;0;0;0;0;0;0
08.06.2020 07:00;928;1593171;28;230556;529;395114;0;0;0;0;0;0;1;3380;15;20460;10;17260;4;13660;0;0;0;0;0;0;0;0
08.06.2020 08:00;902;1627705;23;272130;492;388967;0;0;0;0;0;0;10;33880;19;26720;14;23320;8;27330;1;1550;0;0;0;0;0;0
08.06.2020 09:00;839;1231718;13;120270;462;336736;0;0;0;0;0;0;2;6780;9;12260;9;14120;3;10250;0;0;0;0;0;0;0;0
08.06.2020 10:00;707;887038;12;33570;519;375291;0;0;0;0;0;0;2;6780;12;16830;16;25120;6;20470;0;0;0;0;0;0;0;0
08.06.2020 11:00;683;737918;10;43310;632;444381;0;0;0;0;0;0;4;13560;14;18882;15;23350;3;10240;3;4640;0;0;0;0;0;0
08.06.2020 12:00;786;1095906;15;68200;695;549490;0;0;0;0;0;0;1;3380;19;25590;13;21950;7;23974;0;0;0;0;0;0;0;0
08.06.2020 13:00;808;1017918;16;73498;734;542474;0;0;0;0;0;0;3;10160;17;26257;32;54020;12;40950;3;4630;0;0;0;0;0;0
08.06.2020 14:00;782;1075770;14;86440;951;779706;0;0;0;0;0;0;4;13617;15;21660;26;42040;5;17050;2;3100;0;0;0;0;0;0
08.06.2020 15:00;786;955529;19;56390;1071;1031149;0;0;0;0;0;0;0;0;16;21730;21;34190;13;44340;4;6160;0;0;0;0;0;0
08.06.2020 16:00;753;1027589;13;43890;1037;1031904;0;0;0;0;0;0;3;10160;16;21770;26;42290;7;23870;0;0;0;0;0;0;0;0
08.06.2020 17:00;756;934258;17;101930;988;1088017;0;0;0;0;0;0;4;13540;31;41909;22;38730;11;37520;1;1540;0;0;0;0;0;0
08.06.2020 18:00;555;690568;10;76780;833;777852;0;0;0;0;0;0;3;10170;14;19050;21;34400;14;47839;1;1550;0;0;0;0;0;0
